A,D,N_step,S,S_noisy
1.777928194527915551e+01,4.161110187510755622e+02,1.754514053148036989e+00,1.066232431746826359e+00,1.501974980266457038e+00
4.201457216356120625e+02,1.224110414032228960e+02,4.542942873541969462e+00,1.537272192318448560e+01,1.508837364468674203e+01
2.794584948117405929e+02,2.405243841663348690e+02,1.596083199814363196e+00,4.838593846397826859e+00,4.840832187760477190e+00
4.860796463259548545e+02,4.800080088805098626e+02,2.211889044270348714e-01,2.533498143347943654e-01,-2.831567125566880616e-02
5.498330825614668811e+02,1.975064922114547130e+02,1.342094386016858820e+00,6.513900366531514052e+00,6.539595516141865517e+00
2.287059378950219823e+01,1.955046822288666988e+02,1.614621726165087479e+00,3.875817832383343209e+00,4.053347273073767632e+00
1.021412441258095072e+01,1.545151489344918616e+02,3.274849743148382952e+00,5.858071791432656106e+00,5.809341927470018874e+00
1.414036638899165144e-01,3.922752938957551123e+02,2.042283184062052559e+00,9.572420683491941751e-03,1.556418747433913619e-01
2.569006750915370785e-01,2.588744457615863439e+02,4.149397296934215218e-01,2.799806308774545338e-02,1.721668281895131214e-01
1.246503721639157902e+01,1.857120067780462307e+02,4.429801980581460352e-01,2.077051622357029004e+00,2.166456585578411698e+00
2.654808615995596597e+02,4.617815336709104486e+02,2.575894150604965294e+00,2.329677325750563188e+00,2.672926925633754003e+00
5.376977793110373938e+00,4.681191909635419393e+02,4.029594874108207492e+00,1.625309512699948833e+00,1.781077023499559875e+00
1.034945425175482769e-01,3.523824451025382132e+02,3.284269062973877773e+00,9.542131362255646190e-03,-5.144978186460760772e-02
7.066631171422417257e-01,9.160140303650953797e+01,2.813183421112924076e+00,1.509417325896234008e+00,1.373252616197810916e+00
1.096179492290555402e+02,3.015153357574175175e+02,2.816333228882174744e+00,4.416113444532556720e+00,4.247052175031686971e+00
4.302015334753848119e-01,1.268019421782166631e+02,3.721492386585464551e+00,5.877401649839695263e-01,6.829136525109719136e-01
6.285000848039132837e-01,3.694512873288157380e+02,4.454890003515462382e+00,4.835544080687604884e-01,4.188100452187267786e-01
1.387216535175771703e+00,3.002978931893445065e+02,4.178220436515990066e+00,1.623996291019063509e+00,2.169829698819922825e+00
2.736109703130681581e+01,3.785286010052413985e+02,4.537771574679354991e+00,3.691460533082223439e+00,4.059950054205854642e+00
2.216267710261242598e+02,2.953620476423556624e+02,3.883937166941023200e+00,6.667015896460995350e+00,6.624111096559730960e+00
7.508952372529712482e-01,3.505121750165087064e+02,1.404756937377340531e+00,2.289099206660474839e-01,1.630836698334495738e-01
2.499605635432541817e+01,4.842065287970189047e+02,2.038187350268361175e+00,9.517795904942478735e-01,1.289814901157532390e+00
1.317535884700290261e+01,2.461184957122081869e+02,3.769345643439628191e+00,4.490507221990593933e+00,4.113835265729596458e+00
6.018064331274490364e+00,4.637602450670828489e+02,5.741119306754138840e-01,1.958006715966423561e-01,1.054904597356206841e-01
2.097404013051808036e+01,1.806843188946598104e+02,1.912426297664543418e-01,2.026272318706303643e+00,2.216423708905378209e+00
1.804987066258006223e+02,1.031713631585923281e+02,4.223109781988509503e+00,1.393416843849949771e+01,1.375174892431570584e+01
7.412287001347624971e-01,4.983146448491970091e+02,1.992605371998499297e+00,1.408664794064543868e-01,4.550048478775722827e-02
9.748473232173145320e+00,3.336431106879430217e+02,3.741258297643244024e+00,2.932334070780099111e+00,2.862105837561161437e+00
2.464235697552585869e-01,3.707855809819665893e+01,3.433340080172175401e+00,2.888730428097999181e-01,4.210347421111126920e-01
1.129666422566897843e+01,4.406244698174365340e+02,4.256495126783256921e+00,2.298449335461120402e+00,2.325954712425746251e+00
1.458919836432539796e+02,3.600497589145835491e+02,4.969084329243880660e+00,5.952508001670881121e+00,6.032925483728507565e+00
9.868145916391246146e+02,7.967388925514407028e+00,1.313854012891684686e+00,2.609086348064314365e+01,2.620992022567981294e+01
7.994148589310493769e+00,2.496998323538137186e+02,2.376096047480616313e+00,2.865894435141278063e+00,2.871882080776704704e+00
1.536079180092676966e+00,4.999279013175427053e+02,2.737071146309267178e+00,4.913018267945560291e-01,7.134150664442903134e-01
2.079765298836167986e+01,2.039163423806531057e+02,4.029712373560998984e+00,6.098818219055295309e+00,5.953026444834168096e+00
3.069080071733218951e+00,4.735377485698571149e+02,4.663548745164234788e+00,1.560704343363578994e+00,1.273480044238251452e+00
2.937714294491015621e-01,2.192846802539244493e+02,1.391188800390581015e+00,9.604993016977306231e-02,-2.593244307927158321e-01
1.253124693630324060e+01,4.012797695505996103e+02,2.724311379216273199e+00,1.710970935155710970e+00,1.386768979363219412e+00
1.572326608387439819e+02,4.321805761357927054e+02,4.835256222062864317e+00,4.680047213239887149e+00,4.569944067330371951e+00
3.668674233338816748e+02,2.930764934474697725e+02,6.740640980376677582e-01,2.075567832962404324e+00,2.281577211613668332e+00
8.174190425638655597e+02,2.567687214392743726e+02,3.432990776315349102e+00,9.064621569586588379e+00,9.099454921060983636e+00
2.957321164848287776e+00,3.893069837131706663e+02,3.100551992762579090e+00,1.365956242855159486e+00,1.246246920948086867e+00
1.015455065390643563e+00,1.647052231932003679e+02,3.375208731596238021e+00,1.831954957252247551e+00,1.617983838649114992e+00
2.775128478394520704e-01,2.401612708691419016e+02,3.924118466430339236e+00,1.525736435578847749e-01,4.679651329176802432e-02
5.558116803336343281e+00,2.274264130646060380e+02,4.704069652412898428e+00,4.520090145602038589e+00,4.439356868522750688e+00
1.690863856993567538e+02,4.266408989132727925e+02,1.186855683828580865e+00,1.075691512721518084e+00,9.626716345416815868e-01
8.681187781802790493e-01,4.607838928356009660e+02,3.240744929164460775e+00,3.908192565964963006e-01,1.043103924479489852e-01
2.501877216840647407e+02,8.845045485461550072e+01,4.966589230233939389e+00,1.620720723031264754e+01,1.611204566608819277e+01
7.029882583352055292e+01,4.271256911067479223e+02,4.101962248094466190e+00,3.432416741688454564e+00,3.635843968364270040e+00
6.364602456682068032e-01,1.744055781070798048e+02,2.705565569389355218e+00,8.052342055732174542e-01,3.703124172541230608e-01
3.365163397962314207e+01,2.186303422371462375e+02,4.895944528994295553e+00,7.067417158594684778e+00,7.019295424105809644e+00
1.900066194534472004e+02,2.757291429991254361e+01,2.702640518964322114e-01,1.565240526413787947e+01,1.522813559317137511e+01
5.388668462593849426e+02,3.659264176813355220e+02,3.846774071195442346e+00,6.018315634123355906e+00,6.054925156238936346e+00
4.455116393217911641e-01,2.796366206442613702e+02,1.181437462201492261e+00,1.300272534722492768e-01,-1.947062470941174350e-02
1.941157501725101042e+02,1.780627401197304494e+02,1.669969533909038129e-01,3.245513256358961041e+00,2.828375722740427811e+00
1.268809294421435965e+02,2.163102819399824170e+02,3.164583884435947958e+00,7.222322816172630944e+00,7.242463254159315689e+00
9.438143204061303360e-01,4.546383318185113467e+02,4.485417384019215525e+00,6.504747350730379907e-01,1.013955805783516073e+00
1.507737173877836900e+00,9.806513463872040859e+01,7.632665774321856222e-01,2.398665630003519400e+00,2.420443936673951857e+00
6.734977187126817171e+02,2.249510443800591304e+02,1.856046972778473414e+00,6.876064016921986877e+00,7.108422313678456561e+00
2.805848590253240182e+00,2.632662730177452772e+02,3.844046489359575602e+00,2.749450742371662315e+00,2.735149861937880456e+00
1.431872739794151972e+00,4.278264894224635668e+02,2.398807168356693609e+00,5.537821854580760039e-01,1.222640198256568222e-01
7.586552661961366084e+01,4.658471801299112940e+02,2.920746482303473446e+00,2.053454634940409029e+00,2.151551333065210958e+00
3.401136341315202372e-01,1.293226113202176748e+02,3.384431235454113285e+00,3.531123574196618486e-01,2.694564960572192192e-01
8.564011986707747326e+00,3.986560447860853884e+01,2.187132334224787478e+00,9.298313698095901358e+00,9.005896712561325401e+00
2.707275823519525115e+00,8.815593163511725550e+01,4.810883252006410871e+00,6.063088565240878580e+00,6.220055900025502460e+00
1.499496208061462177e+01,2.874700146516007138e+01,3.314225085690404971e+00,1.162880694283603056e+01,1.168617845592679672e+01
2.588216344310023587e+01,1.846378478029398025e+02,2.084176093058919932e+00,4.877619891477820602e+00,4.772537963334185562e+00
3.634375662726407086e+01,1.206200277075427039e+02,4.760163976245425310e+00,1.005005221521461145e+01,1.022366610029503065e+01
5.365327453991132423e+00,7.916803189844667799e-02,3.276143976810280689e-01,1.073065918771310656e+01,1.055624479415449990e+01
3.529633681375725587e+02,4.280956326011814213e+02,4.049806435267418792e+00,4.657639283990986812e+00,4.786325751739005874e+00
2.201427409374475417e+02,4.385552084605087089e+02,2.871815694733431679e-01,3.514519176579509740e-01,1.633598238092909549e-01
5.412914180258688930e+02,7.435877353315738958e+01,2.840417030445574476e-02,1.064856817766328412e+01,1.075535913000449995e+01
6.076067173024099155e+00,1.282907118590029825e+02,1.043022053211247080e+00,3.792240234089039763e+00,3.572090645179175628e+00
8.324222075415106303e+01,4.903987233013145897e+02,1.684680903330854074e-01,1.430465456952286218e-01,4.408841862994509753e-01
5.281814532210451496e+00,3.889693643601805775e+02,4.221542032387787247e-01,2.809882953964836783e-01,3.318497953996645822e-01
1.303559977603269360e+00,2.652660538037376909e+02,1.130628296412056200e+00,6.691595068007710756e-01,9.557345299993934562e-01
4.050846517078291953e+01,1.670371019455169517e+02,1.883678006107692982e+00,5.622511618294873337e+00,5.458022422790903327e+00
6.080630730757426363e+02,2.768867908515259160e+02,4.281742804858008178e+00,9.216752055121647302e+00,9.121531580528142058e+00
1.649041265818123065e+02,3.775896577304960147e+02,4.471148151648320912e+00,5.257499007025494997e+00,5.425431966728455180e+00
1.382951970600966529e+00,5.718406827032301720e+01,3.615333693061417719e+00,4.287983280946475517e+00,3.739239851284610339e+00
8.173781526242994699e-01,5.866315556114631846e+01,2.072698490734313559e+00,2.112675430386109721e+00,1.899317259456659190e+00
1.220623831134372352e+02,3.548302848099888251e+01,2.967767324809728713e+00,1.637611118561721213e+01,1.658274657607354641e+01
6.614757353230992010e+01,1.261788167211572755e+02,3.915214835846708041e+00,1.033521953077443989e+01,1.042824139555331442e+01
2.847127951501252028e+02,4.528923818457931816e+02,1.697752818905315486e+00,1.512585742847624815e+00,1.708339611331186392e+00
3.849873360269414069e-01,3.020304055579203606e+01,3.859386949840224457e+00,7.515567309741798541e-01,6.896045535572350449e-01
2.797157652399451990e+02,2.854645877862008092e+02,1.979563523761878496e+00,4.360090164333543683e+00,4.472890040654167620e+00
5.376526746674726631e+00,3.887216740786373066e+02,6.071376113190052326e-01,3.574798726203480270e-01,2.113110185769834504e-01
1.239886449130548129e+00,1.905072266746565219e+02,2.501117019983063017e+00,1.701713984460173634e+00,1.427321910935694271e+00
2.360362194310063444e+00,4.658659489313655513e+02,4.766175801309884719e+00,1.455836094304826078e+00,1.116877099561502051e+00
9.419234649255262184e+02,2.083695666738781824e+02,3.525154444294953837e+00,1.147560706636865824e+01,1.136526515216257316e+01
6.670040947689942641e+02,4.145771417517772761e+02,3.290470555750836468e+00,4.475878619213099263e+00,4.366090334728198741e+00
2.162639554415654308e-01,7.167097891665036968e+01,7.465580505275543066e-01,1.302069531324248075e-01,4.331473613082476026e-03
1.822862332795191165e+00,3.558039753790712894e+02,2.224522779309612730e+00,8.862606375614654475e-01,1.764996433618779559e-01
7.556420170567714933e+01,1.186797708452610465e+02,1.261771457460325596e+00,7.416070797502205991e+00,7.016350077494897697e+00
1.384524121202155289e-01,2.160509765445525261e+02,2.109513767085148039e+00,2.539750976529503435e-02,-8.112898807339598284e-02
1.392177523139027651e-01,2.821547084442532878e+02,3.377079846796242180e+00,2.576940721757728023e-02,8.317273273708758463e-02
1.512032665684949206e-01,2.639928550653891079e+02,3.687324505357481019e-01,8.111073206396748544e-03,-1.076474518030124117e-01
2.977003416327184482e+02,4.803332567377464102e+02,3.629884370577660668e+00,3.305845832688016017e+00,3.130466392617875293e+00
2.162368761056806310e+00,3.955683031941460399e+02,4.011333905175772152e+00,1.488860768197647566e+00,1.027166101567320133e+00
1.883472706000691499e+00,4.701337003267042292e+01,2.634188972061020984e+00,5.403752129754344047e+00,5.808051937549530308e+00
1.490648626294383803e+02,3.552180435776689933e+02,1.288065159712592944e+00,1.785898348868725893e+00,1.565676092975340605e+00
1.880464616121624521e+00,8.952895550706274719e+01,1.350447576994068255e+00,3.503395889439428146e+00,3.840075216979246697e+00
8.989249247051903069e+01,1.828626962705916412e+02,3.942292377185742769e+00,8.742944681205205626e+00,9.055081864603915065e+00
3.001669785019980718e+00,1.133106629422692180e+01,2.778064929350403833e+00,8.401025645133151087e+00,8.455811458313338136e+00
1.549092151248409488e+00,5.988416885718689286e+01,5.334000220193652053e-01,3.305798981567398265e+00,3.191277100554862578e+00
3.539207757276924493e+00,3.596738119595390231e+02,4.159594610446680996e+00,2.200107915070578013e+00,2.226551021307030975e+00
4.700553179598269682e-01,1.744572869754219653e+02,2.355882143401984319e+00,4.397639092026794927e-01,2.091555143948083950e-01
1.995467161676503787e-01,4.827948108468199280e+02,2.225542447390179035e+00,1.399786802128764364e-02,6.614389336088583038e-02
3.053555275550702390e+02,2.713660829731458080e+02,4.625788313125993589e+00,8.707873547951557214e+00,8.708463977521475385e+00
2.975313405835483422e+02,4.133295839594954373e+02,1.785111978269654509e-01,3.895752257665143770e-01,4.959688793561665698e-01
6.970844122833082857e+00,4.963187781388233475e+02,3.656165400106563546e+00,1.396631040728297135e+00,1.586718410457053530e+00
5.668979713908774443e+01,4.893674652898919248e+02,7.739465160253050646e-01,3.584318816985507250e-01,7.049995791811196622e-01
2.822269387200935284e+02,2.444167772606061817e+02,4.315581095813571189e+00,9.029511890320511824e+00,8.951848723417180409e+00
3.655051525296460380e+00,2.889327338569021890e+02,1.882380500011106017e+00,1.546182875371376442e+00,1.754860558923232894e+00
7.034630872927805001e+01,6.854190790183450588e+01,1.933235609005563571e+00,1.149794984499324890e+01,1.133961592886746850e+01
1.045118849009785293e+02,3.244488699910046421e+02,1.913286878138588776e+00,2.817711287365712636e+00,2.638798297861460362e+00
2.052572188611017923e-01,1.784701375921182773e+02,1.312108827844872927e+00,5.802672230424300859e-02,-6.558456475963218846e-02
3.569836217317923777e-01,3.899999915880601975e+02,3.306149146921866677e+00,1.165924585859545864e-01,-7.980067257197766273e-02
1.003043874215379958e+02,2.849293810230781219e+02,3.961702988733418529e+00,6.034159784248451786e+00,6.230212647915383428e+00
6.646541940136860660e+01,2.766459042647812225e+02,4.352623913858890248e+00,6.129144397665109878e+00,6.313792625357455002e+00
5.508963918404545801e-01,3.897957994940794038e+02,3.136438654924404545e+00,2.510069508563367302e-01,5.054693002642147714e-01
2.027345147107329240e+02,4.184782286544821659e+02,4.380030037864713677e+00,4.673548439999520632e+00,4.668488374146696707e+00
1.598102695151729904e+02,3.152649958643662558e+02,4.275699017385647061e+00,6.254991050320957591e+00,6.309867369538412873e+00
2.142762881007216791e+00,4.902978747283154348e+01,3.548979769728148437e+00,6.036618642218750885e+00,5.920933242498737314e+00
2.296825474545928003e+00,2.469848903348297426e+02,2.957456927134973768e+00,2.231532246976716038e+00,2.001339997406766269e+00
2.768776966109076088e-01,4.426061672089084595e+02,2.102231104785623028e+00,3.229362880388978591e-02,1.216972589102011393e-01
6.052469699309957818e+00,3.685695319030810992e+02,1.715046426617277131e+00,1.050314502052667409e+00,1.103989124315974513e+00
2.748179149666042376e-01,2.966554100277509747e+02,4.968684753890821426e+00,1.421443475009220025e-01,-7.925830551062254536e-02
1.491518236236935380e+01,3.131561883319694672e+01,2.492344292208975576e-01,9.319885008075495136e+00,9.436951501404816867e+00
3.150164749984943668e+01,4.870206306912685363e+02,4.201522676867485373e+00,2.409364206534945207e+00,2.061018738014999574e+00
2.126985703625195612e+01,1.344994359640561044e+01,3.614693943585850500e-01,1.235107207483340730e+01,1.231527237800850116e+01
1.934613328015624134e-01,6.961547186595035441e+01,1.432004865977134500e+00,1.195064310170831506e-01,-6.556336406020449314e-03
3.066774108230344709e+01,3.413819819479802220e+01,5.905199714579967285e-01,1.093313027750565958e+01,1.082727503426110083e+01
1.020609777591865566e+02,3.102232594916366111e+02,1.348611073511178482e+00,2.280060590332199322e+00,2.063369039287159090e+00
3.693285076833029978e-01,2.412488022227500721e+02,2.678627890113263188e+00,2.086363470594530534e-01,3.991351653518321330e-01
2.400530252294830547e+01,4.673805958997168091e+02,1.221013255200351200e+00,5.605347568002951864e-01,6.737243992101196177e-01
1.888956256891250405e+02,3.118591642461225319e+02,6.229861788709406545e-01,1.497433694699342732e+00,1.734117748061577702e+00
5.949462966416609877e-01,2.818166321895085957e+02,2.300128760956848151e+00,3.633417402986681144e-01,3.894412100277035993e-01
4.504635791490000543e+02,1.134164335919013489e+01,2.896992848184789970e+00,2.304061820918110826e+01,2.278100747834193385e+01
7.720693743581850867e+02,4.768820271205852350e+02,4.574723122954113208e+00,5.204904612224858340e+00,5.129104308635895393e+00
7.023898461076680633e+01,2.266570823900912046e+02,8.814796296953875121e-01,2.843925726600666337e+00,2.605622165525957268e+00
3.077110357730919645e+02,1.329212596108776268e+02,3.431599344745360547e+00,1.271636267716469959e+01,1.280572171016068594e+01
1.222167847290999143e+00,2.499988671777609852e+02,6.808622409158698874e-01,5.208478235650559895e-01,7.605890093747067482e-01
4.569551203776985915e+01,4.730004033688940126e+02,3.879706990880801953e+00,2.501263411998480457e+00,2.564481490314398648e+00
5.064971638230461508e+02,3.779053298450502325e+02,2.614542310038464601e-01,6.850602695810653620e-01,5.625560868091354916e-01
1.509788395497037305e-01,5.195364192343304666e+01,2.742767625896664452e+00,8.990069301036016092e-02,1.323526851367587409e-02
1.919986368388691176e+02,2.765044399803184660e+02,4.055266857861258956e+00,7.178244156996889558e+00,7.216334157530218896e+00
8.865284314772984287e-01,2.125825902948571979e+02,1.423465173402157502e+00,7.212061936447229371e-01,4.291347149346268486e-01
1.601225315503606055e+02,7.885964380078085867e+01,5.732115010678190403e-01,9.775570621027132034e+00,9.802491049679042945e+00
3.712600005542672932e+01,3.337020271997924965e+02,2.801974960701597794e+00,3.039974684883020917e+00,3.076674260387895377e+00
1.607601548640035105e+02,8.046606711418469615e+01,1.314593970836010595e+00,1.135824670331805031e+01,1.124619812818761311e+01
4.017722351767946343e+00,3.516221888050819189e+02,2.346111202179489652e+00,1.382941629192613764e+00,1.296134575783538079e+00
6.322141182767452960e+00,3.037655321382948728e+02,4.583470802478727180e+00,3.485582148782004897e+00,3.516351077398998548e+00
4.979540863837646612e+02,1.162949976186448708e+02,1.375161301294227201e+00,1.102401564438517489e+01,1.085635787493393778e+01
1.927235569267942983e-01,3.339289806589523835e+01,4.191340166802067557e+00,1.781219220130861591e-01,1.002936321376107776e-02
4.215051713090369745e-01,3.061298389111112783e+02,2.833692644666077065e+00,2.044155338730166138e-01,3.564097067546140307e-01
7.786273274149940562e+02,3.015426089295061729e+02,4.887463208810722826e+00,9.700166646368657553e+00,9.740840790276299899e+00
4.497852680015345754e+02,1.595747042596544247e+02,2.675408855822994258e+00,1.090425198668170559e+01,1.123598470684474293e+01
3.867873100840305001e-01,1.288282170717330359e+02,2.732394780961568959e+00,4.194203778437411434e-01,2.178247780580423731e-01
7.831354221103033524e+02,3.731435743514011847e+02,5.688271363662750213e-01,1.162210353671791374e+00,8.020171839406897707e-01
1.152979872942771822e+00,2.795209064885368093e+02,3.749969708702184157e+00,1.356893376073563529e+00,1.540649152907139330e+00
3.701923715093065539e+02,2.252880402664176813e+02,4.725125906037691337e+00,1.067914363426343272e+01,1.086597251802169062e+01
4.160072604660487059e+02,2.255763832123954273e+02,9.247812464339699723e-03,2.013968931919528860e+00,1.861532266705883787e+00
1.244466397764665277e-01,4.619884426233522277e+02,2.547444289218275149e+00,6.534353040777699483e-03,-2.920370495385260501e-01
1.093569879605871403e-01,7.250183822335443118e+00,3.112739848932100095e-01,5.517293501412447176e-02,4.073481677457242017e-02
2.032260823482618495e+00,4.440662134293997383e+02,2.539803566138809643e-02,5.759929372925595703e-02,-2.979817841126937150e-01
5.305348403812829474e+02,2.180996645908858227e+02,3.102594863841179329e-01,3.059604899117955856e+00,2.985811969786205555e+00
1.463439433990185989e+02,1.626997892732395812e+01,4.803109704928650636e+00,1.903673726539940958e+01,1.859455482539705429e+01
3.526987446025083628e+00,3.511549097893183671e+02,1.248722959285373690e+00,7.334558575899583488e-01,6.798667048762858656e-01
2.704227688999759494e+02,8.011590711362009642e+01,1.364250646033771552e+00,1.261801500892417671e+01,1.218774495488498033e+01
1.699211040346301882e+00,2.394708952860741249e+02,3.647136248034046790e+00,2.216679969465031874e+00,2.162912049177574403e+00
2.452842205698277045e+00,2.134783981789819052e+02,1.225282955060375656e+00,1.577033320125301952e+00,1.873935572227437785e+00
5.779806343959437154e-01,4.657603222274463519e+02,3.198787018475770072e+00,2.008634942792074107e-01,1.407244491260492281e-01
6.889765138163755864e+02,3.430943769554448295e+02,3.570869250209652179e+00,6.437690589616628323e+00,6.584738305989616514e+00
1.638787085451964174e+02,4.448985499560255903e+02,3.325022496516943260e+00,3.046189601801897240e+00,2.910774252850204746e+00
7.074556537012324675e+00,4.376739487577368095e+02,1.357217851474516568e+00,5.679719022228987280e-01,3.822752944016149512e-01
1.140528868383388961e+00,3.388673090600648266e+02,4.695268634500504579e-01,1.902079784831739728e-01,-1.168076963232323739e-01
7.310017255356622172e+02,4.515976229676849698e+02,3.364189617023594092e+00,4.028857990521352406e+00,4.229319683092067628e+00
3.866160347307349809e+00,9.960891901550350269e+01,1.201008604799451707e+00,4.353342130685057931e+00,4.333946184568851834e+00
6.963414666298396449e-01,3.921828650788077084e+02,4.886883414987073238e+00,5.739144150040709214e-01,8.903780685598525757e-01
4.996035613704314926e+00,3.242437031614710463e+02,3.498029192807982746e+00,2.424135301119209274e+00,2.180171599078847500e+00
7.524659303310002656e+01,4.707297997591707599e+02,2.953390605598074536e+00,2.034308613647126229e+00,1.981290133466628189e+00
1.209871359095822640e+02,3.306842875070723835e+02,1.872117612225133065e+00,2.753276453873241270e+00,2.760513811484170965e+00
2.728614662603244811e-01,3.480399309570863124e+02,2.428070661394618579e+00,5.977451879688414765e-02,3.334088585171608998e-01
6.077473449311418108e+02,2.640390623762527298e+02,6.109726939215659458e-01,2.731591764595545424e+00,3.086978694847629878e+00
4.992096943199172898e+01,3.281115153045824400e+02,2.328439374487786928e+00,2.817721654283600330e+00,2.678802982773617281e+00
1.778210000135948821e-01,2.836101526853946098e+02,6.772797287169840530e-01,1.303417208124499696e-02,-2.230226102886726236e-01
2.237410905834467201e+02,8.958910294629762916e+01,9.836854888323803836e-01,1.055006106775159580e+01,1.019329197211251170e+01
7.719958177573618059e+02,6.401669140284793968e+01,4.915256421961380795e+00,2.129465285437643729e+01,2.155239748812133982e+01
2.243833197312981724e+02,2.714008170653092407e+02,2.522098933413752242e-01,1.500667787366342987e+00,1.473468941188980752e+00
1.094307856400107276e-01,2.819452125061543484e+02,4.233430504013963036e-01,3.571762953714016642e-03,-1.359236198470273882e-01
7.804689551171270168e+00,4.113222433107883944e+02,1.218421960883612210e+00,6.145771037791594171e-01,5.942891024520216003e-01
2.273500718737571091e+01,3.947661430316903761e+02,3.934173977698938618e+00,2.925806658313822695e+00,2.404024963791981939e+00
3.564468448303993000e+02,3.912577397978475915e+02,3.111873789649506339e+00,4.125034970504107612e+00,3.769708365367271163e+00
1.025750982589168636e+01,3.258387268847388327e+02,4.751029782569772486e+00,3.724424191615869351e+00,3.901184648990411397e+00
2.038427461787107042e-01,1.741151307602583529e+02,3.438115318834857437e+00,9.839102779387200182e-02,1.671975385642642253e-01
5.421282268207012294e+02,1.317183166987145881e+00,7.897386986840049250e-01,2.484334403342452546e+01,2.486295993204299037e+01
6.411257074045988702e+02,4.447779167230056601e+02,5.435221494153680277e-01,6.138883889689374929e-01,4.031510068840702399e-01
8.803368068164999727e+00,3.588177565132983204e+02,3.738255879541992233e+00,2.588996990156942957e+00,2.696065999931369195e+00
1.635953465035693555e-01,4.651289171972319423e+02,2.733069466634903577e+00,1.283552821630842833e-02,3.580165933231067577e-01
2.267580515809544579e+02,3.550949104943777570e+02,4.336121883321346182e+00,5.884666048682004380e+00,5.629212401488177697e+00
9.261699921337836372e+01,5.131368887040189009e+00,4.059598018493923099e+00,1.828925338600095074e+01,1.828162076027740923e+01
7.672489790484706873e+02,5.870779352985955057e+01,2.505381467785676275e+00,1.945977963293512758e+01,1.936214288726239729e+01
1.069682222521198406e-01,8.976901362797312345e+01,2.991155436455920746e+00,3.481535706278752335e-02,9.633772402068740970e-02
5.520492168046764903e+00,1.720456240371470642e+02,3.768984838840898632e+00,4.990988475295361937e+00,4.983103432596394988e+00
1.365241855957481265e+00,2.492675073170711357e+02,9.912824581150403436e-01,7.205198263546033211e-01,6.803958353243333423e-01
2.696623921164451598e-01,1.172988662359427110e+02,3.394169565151883283e-01,1.134888285676483866e-01,-7.367424078381593078e-02
8.720440248402722716e+01,4.983723775614919305e+02,8.789763578205211925e-02,1.123225851945540560e-01,9.840553435713172981e-02
2.316645946320103455e+00,1.432645620805766917e+01,9.883943044139920087e-01,7.014364225596788849e+00,6.880705993705890755e+00
1.431780873182344760e-01,2.164634994812490447e+02,1.023810371407499753e+00,1.744599100686336848e-02,-2.263332481342299543e-02
3.423790818070897579e-01,1.968999328075581445e+02,8.840081304965596853e-01,1.208669160397887327e-01,9.736416057134288093e-02
1.674947461303212890e+02,3.772703622033272381e+02,2.652348474218760188e+00,3.223887652332816156e+00,3.343946756263101783e+00
2.651453847371201888e+01,2.251846446360982270e+02,3.970850320646682086e+00,5.841379294982878889e+00,5.714115828671033626e+00
7.247738252734455822e-01,4.970688179318638333e+01,2.571153631235833625e+00,1.951016551493516271e+00,1.875532510806042108e+00
6.083715718234488179e+01,1.708428050547674673e+02,1.414163612776176304e+00,5.193752033544467572e+00,5.397345413898688271e+00
3.323679778735049717e-01,3.403966320127655649e+02,4.173142791505691562e+00,1.549334563572505319e-01,1.004680172333123622e-01
4.928911609672648808e+01,4.310083668220370896e+02,1.473353891552964701e+00,1.012694216883171183e+00,9.495013727827363859e-01
4.170239731810887207e+01,4.464170548825596825e+02,1.851862407990001458e+00,1.157754919264837090e+00,1.319808948746369337e+00
1.052211214307189335e-01,1.321018777193306164e+02,9.384911799480144534e-01,1.670329489048433605e-02,6.040853187214006992e-02
1.111890180903108671e+01,4.450901819089770015e+02,1.340198798098723554e+00,5.990106725148762745e-01,6.064591972910634565e-01
8.040105134459598446e+01,4.615709526235453950e+02,1.193261136799134148e-01,1.679377020550575084e-01,2.011767990885571233e-01
1.081770062810643367e+02,2.298711428740201086e+02,3.659142537099825176e+00,7.208891298141835158e+00,6.950287236967285232e+00
6.650179332751730499e+01,2.140616200704530456e+02,1.850539244447779730e-01,1.863001561864673583e+00,1.944642291662792788e+00
3.468825518912459529e+02,1.913087116749578911e+02,2.185573282961532637e+00,8.017806395638995554e+00,8.272565989079716076e+00
1.058842492989220574e+02,3.334694725365320096e+02,2.809842651616544895e+00,3.785684545928411193e+00,3.891667834810067728e+00
4.874831402724429381e+02,4.899273272761148519e+02,1.930180870727685738e+00,1.611147634038707421e+00,1.289912221873646292e+00
4.562764084084709459e+00,3.531584469529215085e+02,4.230517709605453369e+00,2.488091325416152522e+00,2.535143384948219225e+00
1.369758318780312234e-01,2.560402412172727509e+02,1.969372406370017536e+00,1.866341143668813138e-02,-1.718815722484343944e-01
5.296801038586193000e-01,1.475850880202380040e+02,1.459571814133957535e+00,5.122896932897504918e-01,4.576217682172958878e-01
1.416214789963440523e+00,4.706852057070087199e+02,4.496398196088779109e+00,9.498311461168860159e-01,9.666130901350936666e-01
1.469489391638385267e-01,3.072158992685494354e+02,2.228491335784335448e+00,1.802289859142490111e-02,-2.293832059524899825e-01
2.707934575296898627e-01,4.269755155347194204e+02,4.696598829494910810e+00,8.277388107094910130e-02,3.411949691045504940e-01
