t,n,p,T_e,dn_dt,dn_dt_noisy
2.636527305461092041e+00,9.268219944189563797e-02,-1.086050257291995003e-01,7.210976954555534113e-02,-1.498093259874884731e-01,-1.495943200263412376e-01
2.638527705541108048e+00,9.238289806730760889e-02,-1.084804478379516324e-01,7.199390801799741835e-02,-1.494323202421855845e-01,-1.528275115787016136e-01
2.640528105621124055e+00,9.208435005749120161e-02,-1.083558202129838721e-01,7.187819497426152504e-02,-1.490561127221005089e-01,-1.448173069948623937e-01
2.642528505701140062e+00,9.178655381705184968e-02,-1.082311437055166053e-01,7.176263031343040055e-02,-1.486807020202795815e-01,-1.455790239391735463e-01
2.644528905781156070e+00,9.148950775338321462e-02,-1.081064191635836558e-01,7.164721393450609876e-02,-1.483060867313027997e-01,-1.519070871879698303e-01
2.646529305861172077e+00,9.119321027666715818e-02,-1.079816474320322850e-01,7.153194573641005749e-02,-1.479322654512867652e-01,-1.736311798190415256e-01
2.648529705941188084e+00,9.089765979987377009e-02,-1.078568293525231786e-01,7.141682561798305684e-02,-1.475592367778880143e-01,-1.479104501283677320e-01
2.650530106021204091e+00,9.060285473876129869e-02,-1.077319657635304462e-01,7.130185347798524698e-02,-1.471869993103060159e-01,-1.424186397479109967e-01
2.652530506101220098e+00,9.030879351187627579e-02,-1.076070575003416213e-01,7.118702921509613424e-02,-1.468155516492862800e-01,-1.415538732003630285e-01
2.654530906181236105e+00,9.001547454055336406e-02,-1.074821053950576755e-01,7.107235272791456726e-02,-1.464448923971233552e-01,-1.479795424048802321e-01
2.656531306261252112e+00,8.972289624891549575e-02,-1.073571102765930041e-01,7.095782391495877861e-02,-1.460750201576638541e-01,-1.415418724630297664e-01
2.658531706341268119e+00,8.943105706387376175e-02,-1.072320729706754405e-01,7.084344267466632927e-02,-1.457059335363094510e-01,-1.354227441319396930e-01
2.660532106421284126e+00,8.913995541512752252e-02,-1.071069942998462282e-01,7.072920890539417804e-02,-1.453376311400197129e-01,-1.500401339656583788e-01
2.662532506501300134e+00,8.884958973516428327e-02,-1.069818750834600624e-01,7.061512250541859825e-02,-1.449701115773150972e-01,-1.303073211231288164e-01
2.664532906581316141e+00,8.855995845925979104e-02,-1.068567161376850483e-01,7.050118337293524717e-02,-1.446033734582797270e-01,-1.641549564764889779e-01
2.666533306661332148e+00,8.827106002547799313e-02,-1.067315182755027153e-01,7.038739140605912437e-02,-1.442374153945642501e-01,-1.568479007317549467e-01
2.668533706741348155e+00,8.798289287467107866e-02,-1.066062823067080445e-01,7.027374650282461332e-02,-1.438722359993887534e-01,-1.529236855031429476e-01
2.670534106821364162e+00,8.769545545047936763e-02,-1.064810090379094409e-01,7.016024856118541209e-02,-1.435078338875452053e-01,-1.679525009823006343e-01
2.672534506901380169e+00,8.740874619933147738e-02,-1.063556992725287059e-01,7.004689747901463037e-02,-1.431442076754005366e-01,-1.531418338857284123e-01
2.674534906981396176e+00,8.712276357044416997e-02,-1.062303538108011203e-01,6.993369315410469245e-02,-1.427813559808991384e-01,-1.302976362245353292e-01
2.676535307061412183e+00,8.683750601582244932e-02,-1.061049734497753472e-01,6.982063548416740650e-02,-1.424192774235654990e-01,-1.300039867710396646e-01
2.678535707141428190e+00,8.655297199025950572e-02,-1.059795589833135016e-01,6.970772436683390916e-02,-1.420579706245069795e-01,-1.410843859972449321e-01
2.680536107221444198e+00,8.626915995133677129e-02,-1.058541112020911223e-01,6.959495969965473483e-02,-1.416974342064162284e-01,-1.244874145390364867e-01
2.682536507301460205e+00,8.598606835942385063e-02,-1.057286308935972002e-01,6.948234138009973249e-02,-1.413376667935739572e-01,-1.389427645941120060e-01
2.684536907381476212e+00,8.570369567767857633e-02,-1.056031188421341083e-01,6.936986930555816278e-02,-1.409786670118511887e-01,-1.459567865780137252e-01
2.686537307461492219e+00,8.542204037204696732e-02,-1.054775758288176712e-01,6.925754337333858701e-02,-1.406204334887120044e-01,-1.382041257948838364e-01
2.688537707541508226e+00,8.514110091126329827e-02,-1.053520026315771518e-01,6.914536348066896432e-02,-1.402629648532158768e-01,-1.416344309568549065e-01
2.690538107621524233e+00,8.486087576685000244e-02,-1.052264000251552367e-01,6.903332952469658224e-02,-1.399062597360202220e-01,-1.325469251310202323e-01
2.692538507701540240e+00,8.458136341311775497e-02,-1.051007687811080366e-01,6.892144140248812612e-02,-1.395503167693826208e-01,-1.545808231669166255e-01
2.694538907781556247e+00,8.430256232716543119e-02,-1.049751096678050860e-01,6.880969901102958197e-02,-1.391951345871633716e-01,-1.292009851538510889e-01
2.696539307861572254e+00,8.402447098846098361e-02,-1.048494234514214807e-01,6.869810224723466030e-02,-1.388407118248893291e-01,-1.434359791367745274e-01
2.698539707941588262e+00,8.374708787644472019e-02,-1.047237109011989742e-01,6.858665100819702487e-02,-1.384870471199028397e-01,-1.299338169548002742e-01
2.700540108021604269e+00,8.347041147602346500e-02,-1.045979727761479211e-01,6.847534519123309182e-02,-1.381341391104090599e-01,-1.535445411288729189e-01
2.702540508101620276e+00,8.319444027548127119e-02,-1.044722098306756913e-01,6.836418469358924999e-02,-1.377819864361272684e-01,-1.419745729906501386e-01
2.704540908181636283e+00,8.291917276575117013e-02,-1.043464228163761970e-01,6.825316941242409730e-02,-1.374305877384332519e-01,-1.366499555349310890e-01
2.706541308261652290e+00,8.264460744041517148e-02,-1.042206124820298230e-01,6.814229924480845468e-02,-1.370799416603614707e-01,-1.280654153708498388e-01
2.708541708341668297e+00,8.237074279570417989e-02,-1.040947795736034270e-01,6.803157408772537995e-02,-1.367300468466071395e-01,-1.489053575383257333e-01
2.710542108421684304e+00,8.209757733049809214e-02,-1.039689248342504091e-01,6.792099383807009838e-02,-1.363809019435286152e-01,-1.197064593844410496e-01
2.712542508501700311e+00,8.182510954632574163e-02,-1.038430490043106280e-01,6.781055839265011376e-02,-1.360325055991493393e-01,-1.312058708491141978e-01
2.714542908581716318e+00,8.155333794736489839e-02,-1.037171528213104155e-01,6.770026764818506959e-02,-1.356848564631599752e-01,-1.409426106471910467e-01
2.716543308661732326e+00,8.128226104044231071e-02,-1.035912370199626592e-01,6.759012150130691565e-02,-1.353379531869206565e-01,-1.231649328450398484e-01
2.718543708741748333e+00,8.101187733503364963e-02,-1.034653023321666782e-01,6.748011984855972756e-02,-1.349917944234627909e-01,-1.339646841932364829e-01
2.720544108821764340e+00,8.074218534326356445e-02,-1.033393494870083335e-01,6.737026258639987331e-02,-1.346463788274912532e-01,-1.230634090203789610e-01
2.722544508901780347e+00,8.047318357990562721e-02,-1.032133792107599313e-01,6.726054961119588838e-02,-1.343017050553863834e-01,-1.110702269679186560e-01
2.724544908981796354e+00,8.020487056238238821e-02,-1.030873922268803200e-01,6.715098081922854512e-02,-1.339577717652057909e-01,-1.262724879886199802e-01
2.726545309061812361e+00,7.993724481076532051e-02,-1.029613892560147931e-01,6.704155610669082499e-02,-1.336145776166864918e-01,-1.388813722523868366e-01
2.728545709141828368e+00,7.967030484777487542e-02,-1.028353710159951862e-01,6.693227536968793245e-02,-1.332721212712467129e-01,-1.375291956251581960e-01
2.730546109221844375e+00,7.940404919878044088e-02,-1.027093382218397799e-01,6.682313850423729495e-02,-1.329304013919877236e-01,-1.271048579282030577e-01
2.732546509301860382e+00,7.913847639180034144e-02,-1.025832915857533972e-01,6.671414540626852130e-02,-1.325894166436958344e-01,-1.297103624727582449e-01
2.734546909381876389e+00,7.887358495750187992e-02,-1.024572318171273061e-01,6.660529597162347104e-02,-1.322491656928440618e-01,-1.405794653283739537e-01
2.736547309461892397e+00,7.860937342920129578e-02,-1.023311596225393028e-01,6.649659009605622673e-02,-1.319096472075941273e-01,-1.385907423638539082e-01
2.738547709541908404e+00,7.834584034286376508e-02,-1.022050757057536702e-01,6.638802767523305226e-02,-1.315708598577979560e-01,-1.249130395649760278e-01
2.740548109621924411e+00,7.808298423710345604e-02,-1.020789807677211641e-01,6.627960860473244842e-02,-1.312328023149996747e-01,-1.077658186063866763e-01
2.742548509701940418e+00,7.782080365318344573e-02,-1.019528755065790548e-01,6.617133278004512509e-02,-1.308954732524371944e-01,-1.571991470655165757e-01
2.744548909781956425e+00,7.755929713501576173e-02,-1.018267606176510992e-01,6.606320009657402903e-02,-1.305588713450439586e-01,-1.233197099668167374e-01
2.746549309861972432e+00,7.729846322916142376e-02,-1.017006367934475408e-01,6.595521044963428836e-02,-1.302229952694505255e-01,-1.323334670996672568e-01
2.748549709941988439e+00,7.703830048483037429e-02,-1.015745047236651516e-01,6.584736373445329582e-02,-1.298878437039863720e-01,-1.220941965665845036e-01
2.750550110022004446e+00,7.677880745388149242e-02,-1.014483650951871346e-01,6.573965984617059777e-02,-1.295534153286812540e-01,-1.208762015480285140e-01
2.752550510102020453e+00,7.651998269082262161e-02,-1.013222185920832352e-01,6.563209867983800516e-02,-1.292197088252670101e-01,-1.286913279748815309e-01
2.754550910182036461e+00,7.626182475281058359e-02,-1.011960658956096715e-01,6.552468013041953809e-02,-1.288867228771791162e-01,-1.390464583474010640e-01
2.756551310262052468e+00,7.600433219965109510e-02,-1.010699076842091620e-01,6.541740409279139801e-02,-1.285544561695579902e-01,-1.425249751045879476e-01
2.758551710342068475e+00,7.574750359379886500e-02,-1.009437446335109262e-01,6.531027046174206485e-02,-1.282229073892507953e-01,-1.469646942751824392e-01
2.760552110422084482e+00,7.549133750035755264e-02,-1.008175774163306559e-01,6.520327913197218606e-02,-1.278920752248127179e-01,-1.156686192224635479e-01
2.762552510502100489e+00,7.523583248707974014e-02,-1.006914067026705439e-01,6.509642999809463204e-02,-1.275619583665085210e-01,-1.296589820240784674e-01
2.764552910582116496e+00,7.498098712436698787e-02,-1.005652331597192972e-01,6.498972295463449622e-02,-1.272325555063139602e-01,-1.326353051798995208e-01
2.766553310662132503e+00,7.472679998526979284e-02,-1.004390574518520818e-01,6.488315789602910888e-02,-1.269038653379171433e-01,-1.296810594461810795e-01
2.768553710742148510e+00,7.447326964548758865e-02,-1.003128802406305781e-01,6.477673471662796778e-02,-1.265758865567199465e-01,-1.399705637406856717e-01
2.770554110822164517e+00,7.422039468336880108e-02,-1.001867021848029671e-01,6.467045331069283531e-02,-1.262486178598394848e-01,-1.232024720646288929e-01
2.772554510902180525e+00,7.396817367991077863e-02,-1.000605239403038887e-01,6.456431357239766911e-02,-1.259220579461092226e-01,-1.127350429856712744e-01
2.774554910982196532e+00,7.371660521875980643e-02,-9.993434616025452522e-02,6.445831539582863590e-02,-1.255962055160804447e-01,-1.142115992083708176e-01
2.776555311062212539e+00,7.346568788621116175e-02,-9.980816949496250368e-02,6.435245867498412542e-02,-1.252710592720235050e-01,-1.409290499843006972e-01
2.778555711142228546e+00,7.321542027120903073e-02,-9.968199459192197964e-02,6.424674330377476428e-02,-1.249466179179290759e-01,-1.113114990798395598e-01
2.780556111222244553e+00,7.296580096534656390e-02,-9.955582209581358144e-02,6.414116917602336043e-02,-1.246228801595093832e-01,-1.322652491067727309e-01
2.782556511302260560e+00,7.271682856244032767e-02,-9.942965264936666492e-02,6.403573618548882851e-02,-1.242998447041903931e-01,-1.434293673566180427e-01
2.784556911382276567e+00,7.246850165588934745e-02,-9.930348689834367359e-02,6.393044422619938161e-02,-1.239775102608735441e-01,-1.362722326149796992e-01
2.786557311462292574e+00,7.222081884460228307e-02,-9.917732547925213471e-02,6.382529319226476483e-02,-1.236558755399241594e-01,-1.333210166523746965e-01
2.788557711542308581e+00,7.197377873081521604e-02,-9.905116902438597382e-02,6.372028297769126437e-02,-1.233349392534356798e-01,-1.234044176568360740e-01
2.790558111622324589e+00,7.172737991926361745e-02,-9.892501816356542854e-02,6.361541347639701471e-02,-1.230147001152442909e-01,-1.333344548451067535e-01
2.792558511702340596e+00,7.148162101718233408e-02,-9.879887352413699309e-02,6.351068458221201252e-02,-1.226951568409300475e-01,-1.377976114487293458e-01
2.794558911782356603e+00,7.123650063430557455e-02,-9.867273573097341821e-02,6.340609618887819987e-02,-1.223763081478179554e-01,-1.250212484991309880e-01
2.796559311862372610e+00,7.099201738286696484e-02,-9.854660540647369737e-02,6.330164819004936716e-02,-1.220581527549791379e-01,-1.028191133270434099e-01
2.798559711942388617e+00,7.074816987759952047e-02,-9.842048317056314999e-02,6.319734047929122245e-02,-1.217406893832319176e-01,-1.287641982071179303e-01
2.800560112022404624e+00,7.050495673573561883e-02,-9.829436964069329652e-02,6.309317295008132209e-02,-1.214239167551428300e-01,-1.167813816006453703e-01
2.802560512102420631e+00,7.026237657700702688e-02,-9.816826543184194176e-02,6.298914549580916789e-02,-1.211078335950276502e-01,-1.203083652827329902e-01
2.804560912182436638e+00,7.002042802364491503e-02,-9.804217115651316095e-02,6.288525800977610991e-02,-1.207924386289525032e-01,-9.421176148700675934e-02
2.806561312262452645e+00,6.977910970037981553e-02,-9.791608742473731364e-02,6.278151038519540206e-02,-1.204777305847347796e-01,-1.394603121813295654e-01
2.808561712342468653e+00,6.953842023444167797e-02,-9.779001484407096045e-02,6.267790251519217426e-02,-1.201637081919441075e-01,-1.092098917197943109e-01
2.810562112422484660e+00,6.929835825555979989e-02,-9.766395401959700184e-02,6.257443429280346026e-02,-1.198503701819033235e-01,-1.326642201399044485e-01
2.812562512502500667e+00,6.905892239596288229e-02,-9.753790555392455319e-02,6.247110561097817677e-02,-1.195377152876893889e-01,-1.254618678278907329e-01
2.814562912582516674e+00,6.882011129037901576e-02,-9.741187004718900033e-02,6.236791636257713739e-02,-1.192257422441343473e-01,-1.201925587780684618e-01
2.816563312662532681e+00,6.858192357603568046e-02,-9.728584809705201342e-02,6.226486644037303869e-02,-1.189144497878261431e-01,-8.705358776984573055e-02
2.818563712742548688e+00,6.834435789265971839e-02,-9.715984029870150529e-02,6.216195573705046024e-02,-1.186038366571094960e-01,-1.262338897599427634e-01
2.820564112822564695e+00,6.810741288247738889e-02,-9.703384724485165924e-02,6.205918414520587845e-02,-1.182939015920868309e-01,-1.371827427245702058e-01
2.822564512902580702e+00,6.787108719021431313e-02,-9.690786952574292901e-02,6.195655155734765968e-02,-1.179846433346189993e-01,-1.050110073312067321e-01
2.824564912982596709e+00,6.763537946309548798e-02,-9.678190772914203877e-02,6.185405786589606020e-02,-1.176760606283261262e-01,-1.260684217116271599e-01
2.826565313062612717e+00,6.740028835084534153e-02,-9.665596244034194151e-02,6.175170296318321927e-02,-1.173681522185884146e-01,-1.197976557554953358e-01
2.828565713142628724e+00,6.716581250568764982e-02,-9.653003424216188844e-02,6.164948674145316609e-02,-1.170609168525468535e-01,-1.173013350819894218e-01
2.830566113222644731e+00,6.693195058234556460e-02,-9.640412371494738730e-02,6.154740909286183365e-02,-1.167543532791040228e-01,-1.157844654232950965e-01
2.832566513302660738e+00,6.669870123804166884e-02,-9.627823143657020244e-02,6.144546990947701709e-02,-1.164484602489248566e-01,-1.181498465324937741e-01
2.834566913382676745e+00,6.646606313249787956e-02,-9.615235798242838250e-02,6.134366908327842927e-02,-1.161432365144371426e-01,-1.134656721546966063e-01
2.836567313462692752e+00,6.623403492793554503e-02,-9.602650392544620495e-02,6.124200650615765212e-02,-1.158386808298324799e-01,-1.119650848074750377e-01
2.838567713542708759e+00,6.600261528907536146e-02,-9.590066983607425932e-02,6.114048206991816448e-02,-1.155347919510667648e-01,-1.069955637688873723e-01
2.840568113622724766e+00,6.577180288313744239e-02,-9.577485628228933623e-02,6.103909566627534200e-02,-1.152315686358608982e-01,-1.195038999948575126e-01
2.842568513702740773e+00,6.554159637984126319e-02,-9.564906382959453834e-02,6.093784718685642948e-02,-1.149290096437013686e-01,-1.224163110772504004e-01
2.844568913782756781e+00,6.531199445140567494e-02,-9.552329304101922491e-02,6.083673652320057551e-02,-1.146271137358409464e-01,-1.252626165225114718e-01
2.846569313862772344e+00,6.508299577254902935e-02,-9.539754447711905339e-02,6.073576356675884635e-02,-1.143258796752992940e-01,-1.083987906736073037e-01
2.848569713942788351e+00,6.485459902048881786e-02,-9.527181869597582675e-02,6.063492820889411494e-02,-1.140253062268631878e-01,-1.144882876788243381e-01
2.850570114022804358e+00,6.462680287494214360e-02,-9.514611625319772947e-02,6.053423034088121352e-02,-1.137253921570876569e-01,-1.081933464428093267e-01
2.852570514102820365e+00,6.439960601812540208e-02,-9.502043770191916094e-02,6.043366985390685731e-02,-1.134261362342960378e-01,-1.080441738161373177e-01
2.854570914182836372e+00,6.417300713475440621e-02,-9.489478359280081876e-02,6.033324663906962371e-02,-1.131275372285807379e-01,-9.626876789503469034e-02
2.856571314262852379e+00,6.394700491204431680e-02,-9.476915447402961545e-02,6.023296058738000780e-02,-1.128295939118036106e-01,-1.107545429561332534e-01
2.858571714342868386e+00,6.372159803970972591e-02,-9.464355089131877563e-02,6.013281158976037377e-02,-1.125323050575965100e-01,-1.050085918906958765e-01
2.860572114422884393e+00,6.349678520996457354e-02,-9.451797338790773884e-02,6.003279953704498267e-02,-1.122356694413617073e-01,-1.242615677043098499e-01
2.862572514502900400e+00,6.327256511752220314e-02,-9.439242250456225669e-02,5.993292431997997854e-02,-1.119396858402723349e-01,-1.227427026021718631e-01
2.864572914582916408e+00,6.304893645959533388e-02,-9.426689877957432351e-02,5.983318582922340229e-02,-1.116443530332728584e-01,-1.147617304913164660e-01
2.866573314662932415e+00,6.282589793589607452e-02,-9.414140274876219017e-02,5.973358395534519166e-02,-1.113496698010794234e-01,-1.235168465592238890e-01
2.868573714742948422e+00,6.260344824863593727e-02,-9.401593494547037799e-02,5.963411858882714661e-02,-1.110556349261802855e-01,-1.041597027482688148e-01
2.870574114822964429e+00,6.238158610012559113e-02,-9.389049590477575868e-02,5.953478962031743399e-02,-1.107622471924629981e-01,-1.240927750752062048e-01
2.872574514902980436e+00,6.216031019518317852e-02,-9.376508615862604035e-02,5.943559694071041261e-02,-1.104695053852692149e-01,-1.097856751979120749e-01
2.874574914982996443e+00,6.193961924364947691e-02,-9.363970623176556818e-02,5.933654044071236949e-02,-1.101774082919526609e-01,-1.347583645069486691e-01
2.876575315063012450e+00,6.171951195771099852e-02,-9.351435664677176796e-02,5.923762001094694252e-02,-1.098859547016353827e-01,-1.209337519356888380e-01
2.878575715143028457e+00,6.149998705189934495e-02,-9.338903792405631177e-02,5.913883554195521752e-02,-1.095951434052082202e-01,-1.129854967678976946e-01
2.880576115223044464e+00,6.128104324309123496e-02,-9.326375058186510414e-02,5.904018692419569364e-02,-1.093049731953310982e-01,-1.118953700639833404e-01
2.882576515303060471e+00,6.106267925050849060e-02,-9.313849513627826815e-02,5.894167404804431104e-02,-1.090154428664332764e-01,-1.269319003000960455e-01
2.884576915383076479e+00,6.084489379571803025e-02,-9.301327210121013156e-02,5.884329680379441624e-02,-1.087265512147137653e-01,-1.076398604237891188e-01
2.886577315463092486e+00,6.062768560263188944e-02,-9.288808198840929620e-02,5.874505508165678985e-02,-1.084382970381415623e-01,-9.868965675110871749e-02
2.888577715543108493e+00,6.041105339750721392e-02,-9.276292530745855469e-02,5.864694877175963966e-02,-1.081506791364559433e-01,-1.016682750840799121e-01
2.890578115623124500e+00,6.019499590894623886e-02,-9.263780256577495986e-02,5.854897776414860061e-02,-1.078636963111667402e-01,-1.144495269555458189e-01
2.892578515703140507e+00,5.997951186789630962e-02,-9.251271426860976921e-02,5.845114194878671399e-02,-1.075773473655545764e-01,-1.134503157472399604e-01
2.894578915783156514e+00,5.976460000764988872e-02,-9.238766091904847266e-02,5.835344121555447600e-02,-1.072916311046710480e-01,-1.191546339216654760e-01
2.896579315863172521e+00,5.955025906384454198e-02,-9.226264301801080647e-02,5.825587545424978919e-02,-1.070065463353390423e-01,-1.007086663892194645e-01
2.898579715943188528e+00,5.933648777446291767e-02,-9.213766106425071156e-02,5.815844455458797635e-02,-1.067220918661528628e-01,-9.230550348863331145e-02
2.900580116023204535e+00,5.912328487983280895e-02,-9.201271555435636129e-02,5.806114840620180823e-02,-1.064382665074784240e-01,-1.116978212624836764e-01
2.902580516103220543e+00,5.891064912262707759e-02,-9.188780698275018921e-02,5.796398689864145498e-02,-1.061550690714533896e-01,-1.231332497409311916e-01
2.904580916183236550e+00,5.869857924786371639e-02,-9.176293584168879192e-02,5.786695992137452782e-02,-1.058724983719874085e-01,-1.038724559459384272e-01
2.906581316263252557e+00,5.848707400290580755e-02,-9.163810262126308170e-02,5.777006736378606511e-02,-1.055905532247621847e-01,-9.851285898369686878e-02
2.908581716343268564e+00,5.827613213746155041e-02,-9.151330780939810616e-02,5.767330911517851849e-02,-1.053092324472316432e-01,-1.325304709444825590e-01
2.910582116423284571e+00,5.806575240358424761e-02,-9.138855189185322858e-02,5.757668506477177373e-02,-1.050285348586219580e-01,-1.036449744623001712e-01
2.912582516503300578e+00,5.785593355567229812e-02,-9.126383535222197529e-02,5.748019510170313678e-02,-1.047484592799317604e-01,-8.310458948312335337e-02
2.914582916583316585e+00,5.764667435046921806e-02,-9.113915867193213283e-02,5.738383911502734080e-02,-1.044690045339321527e-01,-9.626252843963525874e-02
2.916583316663332592e+00,5.743797354706363378e-02,-9.101452233024570626e-02,5.728761699371654609e-02,-1.041901694451667637e-01,-9.868558143594220733e-02
2.918583716743348599e+00,5.722982990688925409e-02,-9.088992680425893311e-02,5.719152862666034010e-02,-1.039119528399517906e-01,-9.989074006670112249e-02
2.920584116823364607e+00,5.702224219372491881e-02,-9.076537256890229721e-02,5.709557390266572358e-02,-1.036343535463761234e-01,-9.301536533342952273e-02
2.922584516903380614e+00,5.681520917369455720e-02,-9.064086009694045931e-02,5.699975271045713832e-02,-1.033573703943012345e-01,-1.127690429323706944e-01
2.924584916983396621e+00,5.660872961526721564e-02,-9.051638985897236811e-02,5.690406493867644633e-02,-1.030810022153613170e-01,-1.115343802397312511e-01
2.926585317063412628e+00,5.640280228925703687e-02,-9.039196232343116311e-02,5.680851047588292291e-02,-1.028052478429631600e-01,-9.872955475402180048e-02
2.928585717143428635e+00,5.619742596882326691e-02,-9.026757795658421624e-02,5.671308921055329133e-02,-1.025301061122862178e-01,-1.093833995571899115e-01
2.930586117223444642e+00,5.599259942947027585e-02,-9.014323722253315962e-02,5.661780103108167428e-02,-1.022555758602825132e-01,-9.966855165813456874e-02
2.932586517303460649e+00,5.578832144904752322e-02,-9.001894058321380232e-02,5.652264582577964241e-02,-1.019816559256766508e-01,-1.211072807619805736e-01
2.934586917383476656e+00,5.558459080774957178e-02,-8.989468849839624132e-02,5.642762348287617274e-02,-1.017083451489657064e-01,-9.412879851181937818e-02
2.936587317463492663e+00,5.538140628811610844e-02,-8.977048142568473665e-02,5.633273389051768332e-02,-1.014356423724191714e-01,-9.296592825042082620e-02
2.938587717543508671e+00,5.517876667503189558e-02,-8.964631982051783632e-02,5.623797693676801240e-02,-1.011635464400788553e-01,-1.007267674191062723e-01
2.940588117623524678e+00,5.497667075572684053e-02,-8.952220413616827910e-02,5.614335250960841156e-02,-1.008920561977588032e-01,-9.924782678627785959e-02
2.942588517703540685e+00,5.477511731977592613e-02,-8.939813482374303621e-02,5.604886049693758032e-02,-1.006211704930451561e-01,-8.441465963601271771e-02
2.944588917783556692e+00,5.457410515909924542e-02,-8.927411233218333908e-02,5.595450078657162457e-02,-1.003508881752960824e-01,-1.111818344541161269e-01
2.946589317863572699e+00,5.437363306796201556e-02,-8.915013710826460991e-02,5.586027326624408429e-02,-1.000812080956415551e-01,-1.092127746584937720e-01
2.948589717943588706e+00,5.417369984297452923e-02,-8.902620959659651723e-02,5.576617782360591968e-02,-9.981212910698322727e-02,-1.107501920461377576e-01
2.950590118023604713e+00,5.397430428309221012e-02,-8.890233023962294812e-02,5.567221434622551812e-02,-9.954365006399432114e-02,-1.037909517765497891e-01
2.952590518103620720e+00,5.377544518961558523e-02,-8.877849947762202210e-02,5.557838272158869414e-02,-9.927576982311939191e-02,-1.093872690332031022e-01
2.954590918183636727e+00,5.357712136619027093e-02,-8.865471774870611887e-02,5.548468283709868942e-02,-9.900848724257417521e-02,-9.863800247068478522e-02
2.956591318263652735e+00,5.337933161873158888e-02,-8.853098548894465514e-02,5.539111458008404848e-02,-9.874180118232914194e-02,-1.052491692423200009e-01
2.958591718343668742e+00,5.318207475237859277e-02,-8.840730313712857891e-02,5.529767783822485405e-02,-9.847571050335829357e-02,-1.129672016999120343e-01
2.960592118423684749e+00,5.298534957629744135e-02,-8.828367112658547233e-02,5.520437249924890766e-02,-9.821021406848866320e-02,-1.137119914302360257e-01
2.962592518503700756e+00,5.278915490363664254e-02,-8.816008988573550975e-02,5.511119845067823791e-02,-9.794531074263132520e-02,-8.582873967381698943e-02
2.964592918583716763e+00,5.259348954973513263e-02,-8.803655984111088961e-02,5.501815557996254935e-02,-9.768099939244720420e-02,-9.836978757198264200e-02
2.966593318663732770e+00,5.239835233212231796e-02,-8.791308141735582060e-02,5.492524377447918771e-02,-9.741727888634688082e-02,-9.969065712969252258e-02
2.968593718743748777e+00,5.220374207051804022e-02,-8.778965503722654939e-02,5.483246292153316770e-02,-9.715414809449035571e-02,-9.688845224046023497e-02
2.970594118823764784e+00,5.200965758683258333e-02,-8.766628112159131903e-02,5.473981290835715219e-02,-9.689160588878684144e-02,-9.771522704722830632e-02
2.972594518903780791e+00,5.181609770516670127e-02,-8.754296008943042440e-02,5.464729362211147995e-02,-9.662965114289451263e-02,-8.906852178707086454e-02
2.974594918983796799e+00,5.162306125181158334e-02,-8.741969235783618453e-02,5.455490494988413097e-02,-9.636828273222028396e-02,-9.074569245026793685e-02
2.976595319063812806e+00,5.143054705524887499e-02,-8.729647834201288703e-02,5.446264677869074033e-02,-9.610749953391946321e-02,-1.020045769974581712e-01
2.978595719143828813e+00,5.123855394615065700e-02,-8.717331845527691303e-02,5.437051899547462597e-02,-9.584730042689555696e-02,-1.040825709990283593e-01
2.980596119223844820e+00,5.104708075737947326e-02,-8.705021310905659837e-02,5.427852148710674701e-02,-9.558768429179992365e-02,-1.064548921774108869e-01
2.982596519303860827e+00,5.085612632398831684e-02,-8.692716271289237240e-02,5.418665414038571077e-02,-9.532865001103155156e-02,-1.078399629731473797e-01
2.984596919383876834e+00,5.066568948322063004e-02,-8.680416767443660531e-02,5.409491684203780737e-02,-9.507019646873665630e-02,-8.104874006803321207e-02
2.986597319463892841e+00,5.047576907451028355e-02,-8.668122839945376079e-02,5.400330947871696818e-02,-9.481232255080843108e-02,-1.039777148974526111e-01
2.988597719543908848e+00,5.028636393948162503e-02,-8.655834529182028503e-02,5.391183193700479354e-02,-9.455502714488667193e-02,-1.147454850803031334e-01
2.990598119623924855e+00,5.009747292194944440e-02,-8.643551875352464831e-02,5.382048410341052497e-02,-9.429830914035747247e-02,-1.027331537589327715e-01
2.992598519703940863e+00,4.990909486791896693e-02,-8.631274918466734503e-02,5.372926586437108687e-02,-9.404216742835280751e-02,-1.019257843714697076e-01
2.994598919783956870e+00,4.972122862558588097e-02,-8.619003698346090758e-02,5.363817710625103791e-02,-9.378660090175031105e-02,-9.048808476015231250e-02
2.996599319863972877e+00,4.953387304533631713e-02,-8.606738254622986473e-02,5.354721771534261265e-02,-9.353160845517269339e-02,-1.023914343130264831e-01
2.998599719943988884e+00,4.934702697974685526e-02,-8.594478626741078320e-02,5.345638757786569384e-02,-9.327718898498751909e-02,-8.792965831462080939e-02
3.000600120024004891e+00,4.916068928358453827e-02,-8.582224853955226773e-02,5.336568657996783316e-02,-9.302334138930683227e-02,-8.913807164329128063e-02
3.002600520104020898e+00,4.897485881380683748e-02,-8.569976975331489166e-02,5.327511460772422353e-02,-9.277006456798657374e-02,-8.010176938763700905e-02
3.004600920184036905e+00,4.878953442956168035e-02,-8.557735029747129407e-02,5.318467154713773376e-02,-9.251735742262633122e-02,-7.084742663189108614e-02
3.006601320264052912e+00,4.860471499218745745e-02,-8.545499055890612428e-02,5.309435728413888778e-02,-9.226521885656888133e-02,-6.377617760525960966e-02
