t,x,v,F_relax,T_int,dx_dt
3.966793358671734104e+00,-2.935851164202412100e-01,-2.075708179664090269e-01,2.144539689563676986e-03,1.145559798952286323e+00,-2.075708179664090269e-01
3.972794558911782126e+00,-2.948265866658602019e-01,-2.061706534885988096e-01,1.510623423640780876e-03,1.144776295001270761e+00,-2.061706534885988096e-01
3.978795759151830147e+00,-2.960596690172060397e-01,-2.047754110929182192e-01,8.784361573535653077e-04,1.143992360986926693e+00,-2.047754110929182192e-01
3.984796959391878168e+00,-2.972843930748286234e-01,-2.033850970307115869e-01,2.479786814992446134e-04,1.143207999840144540e+00,-2.033850970307115869e-01
3.990798159631926190e+00,-2.985007880500294419e-01,-2.019995848073825873e-01,-3.807481781916404601e-04,1.142423214409544752e+00,-2.019995848073825873e-01
3.996799359871974211e+00,-2.997088818659359721e-01,-2.006186148757576615e-01,-1.007743380743659871e-03,1.141638007398747323e+00,-2.006186148757576615e-01
4.002800560112022232e+00,-3.009087016678156368e-01,-1.992420597349249534e-01,-1.633005769356008462e-03,1.140852381406947336e+00,-1.992420597349249534e-01
4.008801760352070254e+00,-3.021002738612346694e-01,-1.978699337189620822e-01,-2.256534078928344473e-03,1.140066338931814638e+00,-1.978699337189620822e-01
4.014802960592118275e+00,-3.032836249532391282e-01,-1.965022844806309787e-01,-2.878327104874348324e-03,1.139279882430742186e+00,-1.965022844806309787e-01
4.020804160832166296e+00,-3.044587819098598658e-01,-1.951391021627505440e-01,-3.498383774658513426e-03,1.138493014347111476e+00,-1.951391021627505440e-01
4.026805361072214318e+00,-3.056257715512336048e-01,-1.937803910993416145e-01,-4.116703026189575884e-03,1.137705737066878608e+00,-1.937803910993416145e-01
4.032806561312262339e+00,-3.067846207222440502e-01,-1.924261554392955043e-01,-4.733283842054538532e-03,1.136918052931107370e+00,-1.924261554392955043e-01
4.038807761552310360e+00,-3.079353562843358816e-01,-1.910763991586228450e-01,-5.348125247328567797e-03,1.136129964236524348e+00,-1.910763991586228450e-01
4.044808961792358382e+00,-3.090780051023831465e-01,-1.897311260801300414e-01,-5.961226306080105730e-03,1.135341473236222143e+00,-1.897311260801300414e-01
4.050810162032406403e+00,-3.102125941117780394e-01,-1.883903397727698381e-01,-6.572586139355230533e-03,1.134552582135585075e+00,-1.883903397727698381e-01
4.056811362272454424e+00,-3.113391502678681810e-01,-1.870540436270285434e-01,-7.182203911649231651e-03,1.133763293096421654e+00,-1.870540436270285434e-01
4.062812562512502446e+00,-3.124577005390640760e-01,-1.857222408652278722e-01,-7.790078829061922172e-03,1.132973608237465957e+00,-1.857222408652278722e-01
4.068813762752550467e+00,-3.135682719068390023e-01,-1.843949345415250574e-01,-8.396210139297633629e-03,1.132183529634378072e+00,-1.843949345415250574e-01
4.074814962992598488e+00,-3.146708913657292883e-01,-1.830721275419126826e-01,-9.000597131665212525e-03,1.131393059319742544e+00,-1.830721275419126826e-01
4.080816163232646510e+00,-3.157655859233338691e-01,-1.817538225842187383e-01,-9.603239137078029009e-03,1.130602199283070153e+00,-1.817538225842187383e-01
4.086817363472694531e+00,-3.168523826003147303e-01,-1.804400222181067048e-01,-1.020413552805396820e-02,1.129810951470797242e+00,-1.804400222181067048e-01
4.092818563712742552e+00,-3.179313084303966863e-01,-1.791307288250754692e-01,-1.080328571871543714e-02,1.129019317786285059e+00,-1.791307288250754692e-01
4.098819763952790574e+00,-3.190023904603673244e-01,-1.778259446184592973e-01,-1.140068916478936129e-02,1.128227300089820639e+00,-1.778259446184592973e-01
4.104820964192838595e+00,-3.200656557500772825e-01,-1.765256716434279449e-01,-1.199634536360718630e-02,1.127434900198616363e+00,-1.765256716434279449e-01
4.110822164432886616e+00,-3.211211313724398053e-01,-1.752299117769865466e-01,-1.259025385410487280e-02,1.126642119886810622e+00,-1.752299117769865466e-01
4.116823364672934638e+00,-3.221688444134311879e-01,-1.739386667279757270e-01,-1.318241421682290332e-02,1.125848960885466710e+00,-1.739386667279757270e-01
4.122824564912982659e+00,-3.232088219720904987e-01,-1.726519380370714341e-01,-1.377282607390627883e-02,1.125055424882573485e+00,-1.726519380370714341e-01
4.128825765153030680e+00,-3.242410911444139066e-01,-1.713697271013544521e-01,-1.436148908420245909e-02,1.124261513527532230e+00,-1.713697271013544521e-01
4.134826965393078702e+00,-3.252656790321239999e-01,-1.700920351598051439e-01,-1.494840294580381500e-02,1.123467228432524445e+00,-1.700920351598051439e-01
4.140828165633126723e+00,-3.262826127820632749e-01,-1.688188632330609729e-01,-1.553356740821741980e-02,1.122672571160606259e+00,-1.688188632330609729e-01
4.146829365873174744e+00,-3.272919195408506288e-01,-1.675502121933611921e-01,-1.611698225875527954e-02,1.121877543234965691e+00,-1.675502121933611921e-01
4.152830566113222766e+00,-3.282936264536229221e-01,-1.662860827664795760e-01,-1.669864732215382147e-02,1.121082146139221969e+00,-1.662860827664795760e-01
4.158831766353270787e+00,-3.292877606640348676e-01,-1.650264755317243093e-01,-1.727856246057389231e-02,1.120286381317424418e+00,-1.650264755317243093e-01
4.164832966593318808e+00,-3.302743493142591968e-01,-1.637713909219382091e-01,-1.785672757360076343e-02,1.119490250174053569e+00,-1.637713909219382091e-01
4.170834166833365941e+00,-3.312534195449864383e-01,-1.625208292234987251e-01,-1.843314259824404763e-02,1.118693754074020275e+00,-1.625208292234987251e-01
4.176835367073413963e+00,-3.322249984954254165e-01,-1.612747905763172174e-01,-1.900780750893802870e-02,1.117896894342666592e+00,-1.612747905763172174e-01
4.182836567313461984e+00,-3.331891133033024754e-01,-1.600332749738402061e-01,-1.958072231754116529e-02,1.117099672265764676e+00,-1.600332749738402061e-01
4.188837767553510005e+00,-3.341457911048620888e-01,-1.587962822630484550e-01,-2.015188707333642054e-02,1.116302089089518113e+00,-1.587962822630484550e-01
4.194838967793558027e+00,-3.350950590348666935e-01,-1.575638121444573048e-01,-2.072130186303117183e-02,1.115504146020561027e+00,-1.575638121444573048e-01
4.200840168033606048e+00,-3.360369442265965789e-01,-1.563358641721165065e-01,-2.128896681075723857e-02,1.114705844225957865e+00,-1.563358641721165065e-01
4.206841368273654069e+00,-3.369714738118499420e-01,-1.551124377536103882e-01,-2.185488207807084748e-02,1.113907184833204278e+00,-1.551124377536103882e-01
4.212842568513702091e+00,-3.378986749209430540e-01,-1.538935321500578268e-01,-2.241904786395264998e-02,1.113108168930226460e+00,-1.538935321500578268e-01
4.218843768753750112e+00,-3.388185746827100386e-01,-1.526791464761120820e-01,-2.298146440480772212e-02,1.112308797565381369e+00,-1.526791464761120820e-01
4.224844968993798133e+00,-3.397312002013831433e-01,-1.514692797370703892e-01,-2.354213196653149459e-02,1.111509071756592526e+00,-1.514692797370703892e-01
4.230846169233846155e+00,-3.406365785884779562e-01,-1.502639307762526633e-01,-2.410105085518005757e-02,1.110708992484583657e+00,-1.502639307762526633e-01
4.236847369473894176e+00,-3.415347369752954054e-01,-1.490630982551874872e-01,-2.465822142163273667e-02,1.109908560684463641e+00,-1.490630982551874872e-01
4.242848569713942197e+00,-3.424257024783912140e-01,-1.478667807096600284e-01,-2.521364404997378933e-02,1.109107777255987415e+00,-1.478667807096600284e-01
4.248849769953990219e+00,-3.433095021995613005e-01,-1.466749765497349922e-01,-2.576731915748757540e-02,1.108306643063561081e+00,-1.466749765497349922e-01
4.254850970194038240e+00,-3.441861632258420012e-01,-1.454876840597565946e-01,-2.631924719465856752e-02,1.107505158936241685e+00,-1.454876840597565946e-01
4.260852170434086261e+00,-3.450557126295100141e-01,-1.443049013983487006e-01,-2.686942864517135460e-02,1.106703325667737658e+00,-1.443049013983487006e-01
4.266853370674134283e+00,-3.459181774680823440e-01,-1.431266265984147135e-01,-2.741786402591062793e-02,1.105901144016408377e+00,-1.431266265984147135e-01
4.272854570914182304e+00,-3.467735847843164132e-01,-1.419528575671375192e-01,-2.796455388696118816e-02,1.105098614705263937e+00,-1.419528575671375192e-01
4.278855771154230325e+00,-3.476219616062098949e-01,-1.407835920859796530e-01,-2.850949881160795216e-02,1.104295738421966044e+00,-1.407835920859796530e-01
4.284856971394278347e+00,-3.484633349470009911e-01,-1.396188278106831882e-01,-2.905269941633593922e-02,1.103492515818827124e+00,-1.396188278106831882e-01
4.290858171634326368e+00,-3.492977318051680435e-01,-1.384585622712697639e-01,-2.959415635083028490e-02,1.102688947512810769e+00,-1.384585622712697639e-01
4.296859371874374389e+00,-3.501251791644299227e-01,-1.373027928720405022e-01,-3.013387029797622713e-02,1.101885034085531512e+00,-1.373027928720405022e-01
4.302860572114422411e+00,-3.509457039937456946e-01,-1.361515168915762020e-01,-3.067184197385912359e-02,1.101080776083255275e+00,-1.361515168915762020e-01
4.308861772354470432e+00,-3.517593332473149537e-01,-1.350047314827371447e-01,-3.120807212776442741e-02,1.100276174016898922e+00,-1.350047314827371447e-01
4.314862972594518453e+00,-3.525660938645774900e-01,-1.338624336726632058e-01,-3.174256154217771492e-02,1.099471228362030040e+00,-1.338624336726632058e-01
4.320864172834566475e+00,-3.533660127665296247e-01,-1.327246203691323512e-01,-3.227531103135940216e-02,1.098665939560617533e+00,-1.327246203691323512e-01
4.326865373074614496e+00,-3.541591168336015727e-01,-1.315912883981833481e-01,-3.280632143260184264e-02,1.097860308034668719e+00,-1.315912883981833481e-01
4.332866573314662517e+00,-3.549454329632557581e-01,-1.304624344038158856e-01,-3.333559362852612368e-02,1.097054334161285283e+00,-1.304624344038158856e-01
4.338867773554710539e+00,-3.557249880367283623e-01,-1.293380549059633677e-01,-3.386312853471476481e-02,1.096248018282679038e+00,-1.293380549059633677e-01
4.344868973794758560e+00,-3.564978089087880164e-01,-1.282181463182518744e-01,-3.438892709579596113e-02,1.095441360710416090e+00,-1.282181463182518744e-01
4.350870174034806581e+00,-3.572639224077358566e-01,-1.271027049479999949e-01,-3.491299028544359723e-02,1.094634361725415950e+00,-1.271027049479999949e-01
4.356871374274854603e+00,-3.580233553354055243e-01,-1.259917269962189112e-01,-3.543531910637720550e-02,1.093827021577952419e+00,-1.259917269962189112e-01
4.362872574514902624e+00,-3.587761344671630548e-01,-1.248852085576124121e-01,-3.595591459036202864e-02,1.093019340487652924e+00,-1.248852085576124121e-01
4.368873774754950645e+00,-3.595222865519069888e-01,-1.237831456205767955e-01,-3.647477779820897104e-02,1.092211318643499185e+00,-1.237831456205767955e-01
4.374874974994998666e+00,-3.602618383120683165e-01,-1.226855340672009936e-01,-3.699190981977459880e-02,1.091402956203826768e+00,-1.226855340672009936e-01
4.380876175235046688e+00,-3.609948164436105333e-01,-1.215923696732664899e-01,-3.750731177396119526e-02,1.090594253296324645e+00,-1.215923696732664899e-01
4.386877375475094709e+00,-3.617212476160295842e-01,-1.205036481082473326e-01,-3.802098480871667768e-02,1.089785210018036521e+00,-1.205036481082473326e-01
4.392878575715142730e+00,-3.624411584723539748e-01,-1.194193649353101905e-01,-3.853293010103467364e-02,1.088975826435359284e+00,-1.194193649353101905e-01
4.398879775955190752e+00,-3.631545756291444382e-01,-1.183395156113142554e-01,-3.904314885695446546e-02,1.088166102584044115e+00,-1.183395156113142554e-01
4.404880976195238773e+00,-3.638615256764944905e-01,-1.172640954868113122e-01,-3.955164231156102495e-02,1.087356038469196262e+00,-1.172640954868113122e-01
4.410882176435286794e+00,-3.645620351780298751e-01,-1.161930998060457243e-01,-4.005841172898499947e-02,1.086545634065274601e+00,-1.161930998060457243e-01
4.416883376675334816e+00,-3.652561306709090072e-01,-1.151265237069544339e-01,-4.056345840240270506e-02,1.085734889316092078e+00,-1.151265237069544339e-01
4.422884576915382837e+00,-3.659438386636978402e-01,-1.140643622251630573e-01,-4.106678365309807816e-02,1.084923804136076697e+00,-1.140643622251630573e-01
4.428885777155430858e+00,-3.666251856149215782e-01,-1.130066103338860928e-01,-4.156838882084604170e-02,1.084112378425882817e+00,-1.130066103338860928e-01
4.434886977395478880e+00,-3.673001979818061313e-01,-1.119532628513054823e-01,-4.206827528544951345e-02,1.083300612046404598e+00,-1.119532628513054823e-01
4.440888177635526901e+00,-3.679689021963201134e-01,-1.109043144859856722e-01,-4.256644445666209892e-02,1.082488504826973230e+00,-1.109043144859856722e-01
4.446889377875574922e+00,-3.686313246539365540e-01,-1.098597598580901835e-01,-4.306289776928228646e-02,1.081676056571222233e+00,-1.098597598580901835e-01
4.452890578115622944e+00,-3.692874917136332313e-01,-1.088195934993816671e-01,-4.355763668315341952e-02,1.080863267057087018e+00,-1.088195934993816671e-01
4.458891778355670965e+00,-3.699374296978925059e-01,-1.077838098532218070e-01,-4.405066268316370354e-02,1.080050136036805108e+00,-1.077838098532218070e-01
4.464892978595718986e+00,-3.705811648927014312e-01,-1.067524032745714446e-01,-4.454197727924620598e-02,1.079236663236916804e+00,-1.067524032745714446e-01
4.470894178835767008e+00,-3.712187235475515323e-01,-1.057253680299904408e-01,-4.503158200637887021e-02,1.078422848358263852e+00,-1.057253680299904408e-01
4.476895379075815029e+00,-3.718501318754391383e-01,-1.047026982976378140e-01,-4.551947842458448773e-02,1.077608691075990111e+00,-1.047026982976378140e-01
4.482896579315863050e+00,-3.724754160528651603e-01,-1.036843881672716294e-01,-4.600566811893071206e-02,1.076794191039542437e+00,-1.036843881672716294e-01
4.488897779555911072e+00,-3.730946022198350365e-01,-1.026704316402490408e-01,-4.649015269953007262e-02,1.075979347872669356e+00,-1.026704316402490408e-01
4.494898979795959093e+00,-3.737077164798590090e-01,-1.016608226295263318e-01,-4.697293380153995390e-02,1.075164161173421062e+00,-1.016608226295263318e-01
4.500900180036007114e+00,-3.743147848999517913e-01,-1.006555549596588189e-01,-4.745401308516259548e-02,1.074348630514150971e+00,-1.006555549596588189e-01
4.506901380276055136e+00,-3.749158335106327899e-01,-9.965462236680097674e-02,-4.793339223564511281e-02,1.073532755441513498e+00,-9.965462236680097674e-02
4.512902580516103157e+00,-3.755108883059261049e-01,-9.865801849870629858e-02,-4.841107296327948339e-02,1.072716535476466504e+00,-9.865801849870629858e-02
4.518903780756151178e+00,-3.760999752433603072e-01,-9.766573691472740792e-02,-4.888705700340253285e-02,1.071899970114268852e+00,-9.766573691472740792e-02
4.524904980996199200e+00,-3.766831202439687720e-01,-9.667777108581603052e-02,-4.936134611639596964e-02,1.071083058824482181e+00,-9.667777108581603052e-02
4.530906181236247221e+00,-3.772603491783758645e-01,-9.569411442347693086e-02,-4.983394208056725339e-02,1.070265801062006528e+00,-9.569411442347693086e-02
4.536907381476295242e+00,-3.778316878815203839e-01,-9.471476024791272708e-02,-5.030484669960347960e-02,1.069448196261357342e+00,-9.471476024791272708e-02
4.542908581716343264e+00,-3.783971621676789354e-01,-9.373970175647748648e-02,-5.077406181063633811e-02,1.068630243821302006e+00,-9.373970175647748648e-02
4.548909781956391285e+00,-3.789567978063713150e-01,-9.276893207426543941e-02,-5.124158927210252512e-02,1.067811943119828966e+00,-9.276893207426543941e-02
4.554910982196439306e+00,-3.795106205222562035e-01,-9.180244425432949884e-02,-5.170743096369079250e-02,1.066993293514219676e+00,-9.180244425432949884e-02
4.560912182436487328e+00,-3.800586559951311671e-01,-9.084023127768124650e-02,-5.217158878634188535e-02,1.066174294341050155e+00,-9.084023127768124650e-02
4.566913382676535349e+00,-3.806009298599326018e-01,-8.988228605329093290e-02,-5.263406466224858360e-02,1.065354944916189650e+00,-8.988228605329093290e-02
4.572914582916583370e+00,-3.811374677067358441e-01,-8.892860141808747731e-02,-5.309486053485568818e-02,1.064535244534801084e+00,-8.892860141808747731e-02
4.578915783156631392e+00,-3.816682950807552266e-01,-8.797917013695849553e-02,-5.355397836886001406e-02,1.063715192471341053e+00,-8.797917013695849553e-02
4.584916983396679413e+00,-3.821934374823438008e-01,-8.703398490275023047e-02,-5.401142015021040410e-02,1.062894787979560274e+00,-8.703398490275023047e-02
4.590918183636727434e+00,-3.827129203669935587e-01,-8.609303833626764935e-02,-5.446718788610772216e-02,1.062074030292502469e+00,-8.609303833626764935e-02
4.596919383876775456e+00,-3.832267691453354330e-01,-8.515632298627434649e-02,-5.492128360500483919e-02,1.061252918622505703e+00,-8.515632298627434649e-02
4.602920584116823477e+00,-3.837350091831391863e-01,-8.422383132949259887e-02,-5.537370935660666099e-02,1.060431452161201271e+00,-8.422383132949259887e-02
4.608921784356871498e+00,-3.842376658013135216e-01,-8.329555577060336613e-02,-5.582446721187011435e-02,1.059609630079514586e+00,-8.329555577060336613e-02
4.614922984596918631e+00,-3.847347642759059161e-01,-8.237148864224641542e-02,-5.627355926300407069e-02,1.058787451527664514e+00,-8.237148864224641542e-02
4.620924184836966653e+00,-3.852263298381029544e-01,-8.145162220501978023e-02,-5.672098762346963058e-02,1.057964915635163150e+00,-8.145162220501978023e-02
4.626925385077014674e+00,-3.857123876742299950e-01,-8.053594864748055138e-02,-5.716675442797971435e-02,1.057142021510817154e+00,-8.053594864748055138e-02
4.632926585317062695e+00,-3.861929629243329720e-01,-7.962446008952001053e-02,-5.761086183165003288e-02,1.056318768244004724e+00,-7.962446008952001053e-02
4.638927785557110717e+00,-3.866680806670780290e-01,-7.871714861772360905e-02,-5.805331200101198491e-02,1.055495154920699674e+00,-7.871714861772360905e-02
4.644928985797158738e+00,-3.871377659519393277e-01,-7.781400620747072616e-02,-5.849410713358452196e-02,1.054671180596780555e+00,-7.781400620747072616e-02
4.650930186037206759e+00,-3.876020437842216393e-01,-7.691502475902543823e-02,-5.893324944906219720e-02,1.053846844306250530e+00,-7.691502475902543823e-02
4.656931386277254781e+00,-3.880609391175819378e-01,-7.602019611544327815e-02,-5.937074118484146623e-02,1.053022145067280757e+00,-7.602019611544327815e-02
4.662932586517302802e+00,-3.885144768540291227e-01,-7.512951206257126313e-02,-5.980658459602074262e-02,1.052197081882209950e+00,-7.512951206257126313e-02
4.668933786757350823e+00,-3.889626818439241851e-01,-7.424296432904785303e-02,-6.024078195540033542e-02,1.051371653737544154e+00,-7.424296432904785303e-02
4.674934986997398845e+00,-3.894055788859800971e-01,-7.336054458630297814e-02,-6.067333555348249086e-02,1.050545859603957410e+00,-7.336054458630297814e-02
4.680936187237446866e+00,-3.898431927272620334e-01,-7.248224444855803916e-02,-6.110424769847139920e-02,1.049719698436291093e+00,-7.248224444855803916e-02
4.686937387477494887e+00,-3.902755480631869833e-01,-7.160805547282589334e-02,-6.153352071627316011e-02,1.048893169173554130e+00,-7.160805547282589334e-02
4.692938587717542909e+00,-3.907026695375240832e-01,-7.073796915891086834e-02,-6.196115695049580346e-02,1.048066270738923444e+00,-7.073796915891086834e-02
4.698939787957590930e+00,-3.911245817423945059e-01,-6.987197694940874837e-02,-6.238715876244928238e-02,1.047239002039743072e+00,-6.987197694940874837e-02
4.704940988197638951e+00,-3.915413092182714605e-01,-6.901007022970678806e-02,-6.281152853114549406e-02,1.046411361967524822e+00,-6.901007022970678806e-02
4.710942188437686973e+00,-3.919528764539801369e-01,-6.815224032798369858e-02,-6.323426865329823121e-02,1.045583349397948281e+00,-6.815224032798369858e-02
4.716943388677734994e+00,-3.923593078866978723e-01,-6.729847851520967539e-02,-6.365538154332325838e-02,1.044754963190860586e+00,-6.729847851520967539e-02
4.722944588917783015e+00,-3.927606279019539293e-01,-6.644877600514632887e-02,-6.407486963333823560e-02,1.043926202190276209e+00,-6.644877600514632887e-02
4.728945789157831037e+00,-3.931568608336296622e-01,-6.560312395434679533e-02,-6.449273537316274618e-02,1.043097065224377618e+00,-6.560312395434679533e-02
4.734946989397879058e+00,-3.935480309639584617e-01,-6.476151346215563986e-02,-6.490898123031832445e-02,1.042267551105514611e+00,-6.476151346215563986e-02
4.740948189637927079e+00,-3.939341625201449038e-01,-6.392393558014383692e-02,-6.532360968759405584e-02,1.041437658634077668e+00,-6.392393558014383692e-02
4.746949389877975101e+00,-3.943152796668993321e-01,-6.309038133152310157e-02,-6.573662323806533925e-02,1.040607386609719631e+00,-6.309038133152310157e-02
4.752950590118023122e+00,-3.946914065306478814e-01,-6.226084164222248779e-02,-6.614802440297462560e-02,1.039776733803833730e+00,-6.226084164222248779e-02
4.758951790358071143e+00,-3.950625671831118901e-01,-6.143530738790284329e-02,-6.655781571963408083e-02,1.038945698974252929e+00,-6.143530738790284329e-02
4.764952990598119165e+00,-3.954287856390414913e-01,-6.061376940036873606e-02,-6.696599973977161724e-02,1.038114280867612260e+00,-6.061376940036873606e-02
4.770954190838167186e+00,-3.957900858562158342e-01,-5.979621846756848907e-02,-6.737257902953086575e-02,1.037282478219349935e+00,-5.979621846756848907e-02
4.776955391078215207e+00,-3.961464917354429738e-01,-5.898264533359411088e-02,-6.777755616947114814e-02,1.036450289753706677e+00,-5.898264533359411088e-02
4.782956591318263229e+00,-3.964980271205598150e-01,-5.817304069868135113e-02,-6.818093375456754646e-02,1.035617714183725724e+00,-5.817304069868135113e-02
4.788957791558311250e+00,-3.968447157984323348e-01,-5.736739521920968671e-02,-6.858271439421084748e-02,1.034784750211253490e+00,-5.736739521920968671e-02
4.794958991798359271e+00,-3.971865814989553045e-01,-5.656569950770230781e-02,-6.898290071220752884e-02,1.033951396526938904e+00,-5.656569950770230781e-02
4.800960192038407293e+00,-3.975236478950524011e-01,-5.576794413282613883e-02,-6.938149534677984231e-02,1.033117651810233184e+00,-5.576794413282613883e-02
4.806961392278455314e+00,-3.978559386026762623e-01,-5.497411961939183134e-02,-6.977850095056570279e-02,1.032283514729390728e+00,-5.497411961939183134e-02
4.812962592518503335e+00,-3.981834771808084317e-01,-5.418421644835373641e-02,-7.017392019061879926e-02,1.031448983941468667e+00,-5.418421644835373641e-02
4.818963792758551357e+00,-3.985062871314593580e-01,-5.339822505680995313e-02,-7.056775574840849774e-02,1.030614058092326646e+00,-5.339822505680995313e-02
4.824964992998599378e+00,-3.988243918996684512e-01,-5.261613583800228700e-02,-7.096001031981991058e-02,1.029778735816626822e+00,-5.261613583800228700e-02
4.830966193238647399e+00,-3.991378148735040265e-01,-5.183793914131628461e-02,-7.135068661515385491e-02,1.028943015737834532e+00,-5.183793914131628461e-02
4.836967393478695421e+00,-3.994465793840632495e-01,-5.106362527228120590e-02,-7.173978735912688032e-02,1.028106896468217402e+00,-5.106362527228120590e-02
4.842968593718743442e+00,-3.997507087054723018e-01,-5.029318449257003110e-02,-7.212731529087125504e-02,1.027270376608846014e+00,-5.029318449257003110e-02
4.848969793958791463e+00,-4.000502260509945507e-01,-4.952660703330524078e-02,-7.251327316044045568e-02,1.026433454755323327e+00,-4.952660703330524078e-02
4.854970994198839485e+00,-4.003451545704273529e-01,-4.876388310092440864e-02,-7.289766372749113821e-02,1.025596129503515863e+00,-4.876388310092440864e-02
4.860972194438887506e+00,-4.006355173651821033e-01,-4.800500282448361133e-02,-7.328048977520383589e-02,1.024758399426456190e+00,-4.800500282448361133e-02
4.866973394678935527e+00,-4.009213374764292737e-01,-4.724995629857547952e-02,-7.366175409883551906e-02,1.023920263089298066e+00,-4.724995629857547952e-02
4.872974594918983549e+00,-4.012026378843793206e-01,-4.649873358586543992e-02,-7.404145950504781304e-02,1.023081719050308758e+00,-4.649873358586543992e-02
4.878975795159031570e+00,-4.014794415082827972e-01,-4.575132471709168758e-02,-7.441960881190702592e-02,1.022242765860868152e+00,-4.575132471709168758e-02
4.884976995399079591e+00,-4.017517712064302970e-01,-4.500771969106523440e-02,-7.479620484888413467e-02,1.021403402065468535e+00,-4.500771969106523440e-02
4.890978195639127613e+00,-4.020196497761522325e-01,-4.426790847466985368e-02,-7.517125045685477125e-02,1.020563626201715923e+00,-4.426790847466985368e-02
4.896979395879175634e+00,-4.022830999538192787e-01,-4.353188100286212170e-02,-7.554474848809923648e-02,1.019723436800328731e+00,-4.353188100286212170e-02
4.902980596119223655e+00,-4.025421444148419847e-01,-4.279962717867137612e-02,-7.591670180630247233e-02,1.018882832385138215e+00,-4.279962717867137612e-02
4.908981796359271677e+00,-4.027968057736708851e-01,-4.207113687319978534e-02,-7.628711328655413126e-02,1.018041811473089142e+00,-4.207113687319978534e-02
4.914982996599319698e+00,-4.030471065837966660e-01,-4.134639992562225141e-02,-7.665598581534849298e-02,1.017200372574238676e+00,-4.134639992562225141e-02
4.920984196839367719e+00,-4.032930693377499431e-01,-4.062540614318650711e-02,-7.702332229058450608e-02,1.016358514191756823e+00,-4.062540614318650711e-02
4.926985397079415741e+00,-4.035347164671013176e-01,-3.990814530121305354e-02,-7.738912562156580188e-02,1.015516234821926655e+00,-3.990814530121305354e-02
4.932986597319463762e+00,-4.037720703424614310e-01,-3.919460714309517396e-02,-7.775339872900065286e-02,1.014673532954144086e+00,-3.919460714309517396e-02
4.938987797559511783e+00,-4.040051532734809658e-01,-3.848478138029894080e-02,-7.811614454500202809e-02,1.013830407070918316e+00,-3.848478138029894080e-02
4.944988997799559804e+00,-4.042339875088506451e-01,-3.777865769236322946e-02,-7.847736601308752391e-02,1.012986855647871165e+00,-3.777865769236322946e-02
4.950990198039607826e+00,-4.044585952363011216e-01,-3.707622572689967672e-02,-7.883706608817940553e-02,1.012142877153736853e+00,-3.707622572689967672e-02
4.956991398279655847e+00,-4.046789985793709521e-01,-3.637747511414057833e-02,-7.919524773273325935e-02,1.011298470056787080e+00,-3.637747511414057833e-02
4.962992598519703868e+00,-4.048952195962488565e-01,-3.568239546601847251e-02,-7.955191391741804618e-02,1.010453632827149839e+00,-3.568239546601847251e-02
4.968993798759751890e+00,-4.051072802887524804e-01,-3.499097633523488154e-02,-7.990706763200605689e-02,1.009608363917922080e+00,-3.499097633523488154e-02
4.974994998999799911e+00,-4.053152025952060367e-01,-3.430320725189708875e-02,-8.026071187527725193e-02,1.008762661778740632e+00,-3.430320725189708875e-02
4.980996199239847932e+00,-4.055190083901843989e-01,-3.361907772475350442e-02,-8.061284965468429320e-02,1.007916524856284468e+00,-3.361907772475350442e-02
4.986997399479895954e+00,-4.057187194845133238e-01,-3.293857724119372138e-02,-8.096348398635253019e-02,1.007069951594273816e+00,-3.293857724119372138e-02
4.992998599719943975e+00,-4.059143576252690067e-01,-3.226169526724848025e-02,-8.131261789508001381e-02,1.006222940433470381e+00,-3.226169526724848025e-02
4.998999799959991996e+00,-4.061059444957785813e-01,-3.158842124758969028e-02,-8.166025441433748255e-02,1.005375489811678458e+00,-3.158842124758969028e-02
5.005001000200040018e+00,-4.062935017156198980e-01,-3.091874460553041201e-02,-8.200639658626836248e-02,1.004527598163742930e+00,-3.091874460553041201e-02
5.011002200440088039e+00,-4.064770508406213567e-01,-3.025265474302487462e-02,-8.235104746168879497e-02,1.003679263921551046e+00,-3.025265474302487462e-02
5.017003400680136060e+00,-4.066566133628622404e-01,-2.959014104066845507e-02,-8.269421010008756734e-02,1.002830485514031311e+00,-2.959014104066845507e-02
5.023004600920184082e+00,-4.068322107106725483e-01,-2.893119285769769899e-02,-8.303588756962622386e-02,1.001981261367154374e+00,-2.893119285769769899e-02
5.029005801160232103e+00,-4.070038642486328850e-01,-2.827579953199031715e-02,-8.337608294713892698e-02,1.001131589903932140e+00,-2.827579953199031715e-02
5.035007001400280124e+00,-4.071715952775746827e-01,-2.762395038006515424e-02,-8.371479931813261000e-02,1.000281469544418433e+00,-2.762395038006515424e-02
5.041008201640328146e+00,-4.073354250345800343e-01,-2.697563469708224443e-02,-8.405203977678683824e-02,9.994308987057085591e-01,-2.697563469708224443e-02
5.047009401880376167e+00,-4.074953746929818044e-01,-2.633084175684276967e-02,-8.438780742595390627e-02,9.985798758019397425e-01,-2.633084175684276967e-02
5.053010602120423300e+00,-4.076514653623634632e-01,-2.568956081178915690e-02,-8.472210537715872680e-02,9.977283992442906868e-01,-2.568956081178915690e-02
5.059011802360471322e+00,-4.078037180885593638e-01,-2.505178109300472064e-02,-8.505493675059906666e-02,9.968764674409815729e-01,-2.505178109300472064e-02
