t,k,L,dk_dt,dk_dt_noisy
9.461892378475694754e-01,8.694366568281248764e-01,5.702647346821507757e-01,-1.057938056961295281e+00,-1.043871512208648378e+00
9.471894378875774789e-01,8.683795807896714791e-01,5.703106925995433674e-01,-1.055792498675424351e+00,-1.037325809973293378e+00
9.481896379275854825e-01,8.673246477376025387e-01,5.703566216883714235e-01,-1.053653071924503859e+00,-1.036173926827304914e+00
9.491898379675934860e-01,8.662718515460379187e-01,5.704025219894631737e-01,-1.051519754131857276e+00,-1.052668755108838949e+00
9.501900380076014896e-01,8.652211861108504154e-01,5.704483935435582520e-01,-1.049392522820826734e+00,-1.091477134990717746e+00
9.511902380476094931e-01,8.641726453496658689e-01,5.704942363913074743e-01,-1.047271355614434851e+00,-1.062895987062897785e+00
9.521904380876174967e-01,8.631262232018631630e-01,5.705400505732728389e-01,-1.045156230235053219e+00,-1.038464307467414693e+00
9.531906381276255003e-01,8.620819136285744477e-01,5.705858361299276371e-01,-1.043047124504065115e+00,-1.052864580931554217e+00
9.541908381676335038e-01,8.610397106126849165e-01,5.706315931016563425e-01,-1.040944016341536216e+00,-1.027656372175357324e+00
9.551910382076415074e-01,8.599996081588328067e-01,5.706773215287547218e-01,-1.038846883765879525e+00,-1.023310521666211059e+00
9.561912382476495109e-01,8.589616002934096217e-01,5.707230214514296129e-01,-1.036755704893528751e+00,-1.036208592666945538e+00
9.571914382876575145e-01,8.579256810645596865e-01,5.707686929097991468e-01,-1.034670457938606791e+00,-9.974867158912444909e-01
9.581916383276655180e-01,8.568918445421807029e-01,5.708143359438929698e-01,-1.032591121212599328e+00,-1.052501780043628932e+00
9.591918383676735216e-01,8.558600848179233056e-01,5.708599505936514662e-01,-1.030517673124027755e+00,-1.012296506472151192e+00
9.601920384076815251e-01,8.548303960051912842e-01,5.709055368989265355e-01,-1.028450092178124331e+00,-1.038301812247189648e+00
9.611922384476895287e-01,8.538027722391414720e-01,5.709510948994813706e-01,-1.026388356976506877e+00,-1.042397683258729169e+00
9.621924384876975322e-01,8.527772076766839682e-01,5.709966246349902352e-01,-1.024332446216857262e+00,-1.012956140818356943e+00
9.631926385277055358e-01,8.517536964964818047e-01,5.710421261450386865e-01,-1.022282338692598547e+00,-1.034994614079637998e+00
9.641928385677135394e-01,8.507322328989512794e-01,5.710875994691233526e-01,-1.020238013292575685e+00,-1.003452233658253423e+00
9.651930386077215429e-01,8.497128111062615119e-01,5.711330446466523769e-01,-1.018199449000733559e+00,-1.041925322745097970e+00
9.661932386477295465e-01,8.486954253623348876e-01,5.711784617169448630e-01,-1.016166624895801451e+00,-1.015854946214683530e+00
9.671934386877375500e-01,8.476800699328471689e-01,5.712238507192313186e-01,-1.014139520150975082e+00,-1.031398118597045332e+00
9.681936387277455536e-01,8.466667391052266067e-01,5.712692116926535446e-01,-1.012118114033599303e+00,-1.017207675225923591e+00
9.691938387677535571e-01,8.456554271886551621e-01,5.713145446762641910e-01,-1.010102385904855904e+00,-1.017930612737856011e+00
9.701940388077615607e-01,8.446461285140676178e-01,5.713598497090276451e-01,-1.008092315219447199e+00,-1.031051702841514262e+00
9.711942388477695642e-01,8.436388374341516894e-01,5.714051268298190323e-01,-1.006087881525286276e+00,-9.933622881992503206e-01
9.721944388877775678e-01,8.426335483233485801e-01,5.714503760774252150e-01,-1.004089064463183023e+00,-1.029373935287199116e+00
9.731946389277855713e-01,8.416302555778523153e-01,5.714955974905436831e-01,-1.002095843766536376e+00,-1.022077635105654858e+00
9.741948389677935749e-01,8.406289536156099640e-01,5.715407911077837744e-01,-1.000108199261023012e+00,-9.826531758877778966e-01
9.751950390078015785e-01,8.396296368763220830e-01,5.715859569676655649e-01,-9.981261108642920377e-01,-9.790313038441360582e-01
9.761952390478095820e-01,8.386322998214419400e-01,5.716310951086206460e-01,-9.961495585856557922e-01,-9.831606530788402631e-01
9.771954390878175856e-01,8.376369369341760684e-01,5.716762055689916799e-01,-9.941785225257853131e-01,-9.877377107062721429e-01
9.781956391278255891e-01,8.366435427194840457e-01,5.717212883870326223e-01,-9.922129828764059134e-01,-9.470075322042607047e-01
9.791958391678335927e-01,8.356521117040786040e-01,5.717663436009087219e-01,-9.902529199199932020e-01,-1.014801028169229458e+00
9.801960392078415962e-01,8.346626384364256301e-01,5.718113712486964095e-01,-9.882983140294719915e-01,-1.003518077656269325e+00
9.811962392478495998e-01,8.336751174867439440e-01,5.718563713683832983e-01,-9.863491456679129854e-01,-1.006574694748441745e+00
9.821964392878576033e-01,8.326895434470056312e-01,5.719013439978681834e-01,-9.844053953882349051e-01,-9.667762187392593409e-01
9.831966393278656069e-01,8.317059109190073629e-01,5.719462891749950151e-01,-9.824670438104001757e-01,-9.770468448719160648e-01
9.841968393678736104e-01,8.307242143513601240e-01,5.719912069380035380e-01,-9.805340713139480968e-01,-9.586543526605151300e-01
9.851970394078816140e-01,8.297444483363438650e-01,5.720360973246724212e-01,-9.786064585982072739e-01,-9.594912119531437966e-01
9.861972394478896176e-01,8.287666075479848127e-01,5.720809603725180992e-01,-9.766841865644733112e-01,-9.815166857200692263e-01
9.871974394878976211e-01,8.277906866772012373e-01,5.721257961189821772e-01,-9.747672361932890883e-01,-9.914751695628352124e-01
9.881976395279056247e-01,8.268166804318038965e-01,5.721706046014317648e-01,-9.728555885441902973e-01,-9.930245878502929058e-01
9.891978395679136282e-01,8.258445835364957022e-01,5.722153858571590312e-01,-9.709492247554489808e-01,-9.270357505229205319e-01
9.901980396079216318e-01,8.248743907328714986e-01,5.722601399233815389e-01,-9.690481260438177369e-01,-9.500116591036623648e-01
9.911982396479296353e-01,8.239060967794189505e-01,5.723048668372421321e-01,-9.671522737042799189e-01,-9.556016335204731149e-01
9.921984396879376389e-01,8.229396964515175439e-01,5.723495666358088263e-01,-9.652616491097927298e-01,-9.723482579501977474e-01
9.931986397279456424e-01,8.219751845414390301e-01,5.723942393560750297e-01,-9.633762337110385321e-01,-9.676441971262710329e-01
9.941988397679536460e-01,8.210125558583476479e-01,5.724388850349594327e-01,-9.614960090361719391e-01,-9.686778517514365028e-01
9.951990398079616496e-01,8.200518052282996795e-01,5.724835037093058965e-01,-9.596209566905711252e-01,-9.663966532617297434e-01
9.961992398479695421e-01,8.190929274942437832e-01,5.725280954158836755e-01,-9.577510583565879143e-01,-1.006121045728618268e+00
9.971994398879775456e-01,8.181359175160206609e-01,5.725726601913870839e-01,-9.558862957933000892e-01,-9.574102841259259922e-01
9.981996399279855492e-01,8.171807701703635018e-01,5.726171980724359400e-01,-9.540266508362629239e-01,-9.619693241709453835e-01
9.991998399679935527e-01,8.162274803508975385e-01,5.726617090955753442e-01,-9.521721053972632687e-01,-9.466729789319209276e-01
1.000200040008001556e+00,8.152760429681404908e-01,5.727061932972755676e-01,-9.503226414640745245e-01,-9.464258502006840379e-01
1.001200240048009560e+00,8.143264529495021220e-01,5.727506507139320524e-01,-9.484782411002113944e-01,-9.317038812337014031e-01
1.002200440088017563e+00,8.133787052392843497e-01,5.727950813818656339e-01,-9.466388864446846352e-01,-9.471918720533366587e-01
1.003200640128025567e+00,8.124327947986816900e-01,5.728394853373226514e-01,-9.448045597117592509e-01,-9.291559238662212561e-01
1.004200840168033571e+00,8.114887166057805912e-01,5.728838626164742820e-01,-9.429752431907124643e-01,-9.944841036204867812e-01
1.005201040208041574e+00,8.105464656555599889e-01,5.729282132554173179e-01,-9.411509192455920214e-01,-9.634644609370787149e-01
1.006201240248049578e+00,8.096060369598907513e-01,5.729725372901736113e-01,-9.393315703149744955e-01,-9.051027143737224723e-01
1.007201440288057581e+00,8.086674255475362338e-01,5.730168347566904075e-01,-9.375171789117267007e-01,-9.621875568660867017e-01
1.008201640328065585e+00,8.077306264641520572e-01,5.730611056908402334e-01,-9.357077276227677709e-01,-9.415738230032720812e-01
1.009201840368073588e+00,8.067956347722859967e-01,5.731053501284207874e-01,-9.339031991088282414e-01,-9.200511284069363693e-01
1.010202040408081592e+00,8.058624455513779816e-01,5.731495681051552715e-01,-9.321035761042155698e-01,-9.500379681324546688e-01
1.011202240448089595e+00,8.049310538977604290e-01,5.731937596566918369e-01,-9.303088414165765485e-01,-9.161413515127613261e-01
1.012202440488097599e+00,8.040014549246577991e-01,5.732379248186041387e-01,-9.285189779266618260e-01,-9.573641068463925041e-01
1.013202640528105603e+00,8.030736437621868173e-01,5.732820636263910030e-01,-9.267339685880912059e-01,-9.652840922627500264e-01
1.014202840568113606e+00,8.021476155573566968e-01,5.733261761154766489e-01,-9.249537964271203894e-01,-9.518228424527308551e-01
1.015203040608121610e+00,8.012233654740684718e-01,5.733702623212104665e-01,-9.231784445424062735e-01,-9.565357928223591211e-01
1.016203240648129613e+00,8.003008886931157750e-01,5.734143222788671279e-01,-9.214078961047768024e-01,-9.220450836006522932e-01
1.017203440688137617e+00,7.993801804121842824e-01,5.734583560236466981e-01,-9.196421343569977092e-01,-9.262809210156887074e-01
1.018203640728145620e+00,7.984612358458521575e-01,5.735023635906743023e-01,-9.178811426135435880e-01,-9.115955907846572392e-01
1.019203840768153624e+00,7.975440502255894959e-01,5.735463450150005693e-01,-9.161249042603661907e-01,-9.371227936620949439e-01
1.020204040808161627e+00,7.966286187997588808e-01,5.735903003316011883e-01,-9.143734027546668308e-01,-8.637982553260206142e-01
1.021204240848169631e+00,7.957149368336150497e-01,5.736342295753772413e-01,-9.126266216246674556e-01,-9.148190381912181257e-01
1.022204440888177635e+00,7.948029996093050054e-01,5.736781327811552034e-01,-9.108845444693839388e-01,-9.120828922434598418e-01
1.023204640928185638e+00,7.938928024258679050e-01,5.737220099836866094e-01,-9.091471549583982625e-01,-9.003139522394915106e-01
1.024204840968193642e+00,7.929843405992352823e-01,5.737658612176482764e-01,-9.074144368316344744e-01,-9.125664319050599271e-01
1.025205041008201645e+00,7.920776094622308250e-01,5.738096865176425254e-01,-9.056863738991314250e-01,-9.185967895783141435e-01
1.026205241048209649e+00,7.911726043645705975e-01,5.738534859181968484e-01,-9.039629500408203899e-01,-9.025269791739140013e-01
1.027205441088217652e+00,7.902693206728627073e-01,5.738972594537636862e-01,-9.022441492063014712e-01,-8.841485976045633244e-01
1.028205641128225656e+00,7.893677537706077496e-01,5.739410071587213169e-01,-9.005299554146194430e-01,-8.874947743728386351e-01
1.029205841168233659e+00,7.884678990581983626e-01,5.739847290673729674e-01,-8.988203527540431503e-01,-8.802587456766320928e-01
1.030206041208241663e+00,7.875697519529194501e-01,5.740284252139470356e-01,-8.971153253818447970e-01,-9.086709393463264783e-01
1.031206241248249666e+00,7.866733078889484032e-01,5.740720956325975344e-01,-8.954148575240781227e-01,-9.111808917590692447e-01
1.032206441288257670e+00,7.857785623173544343e-01,5.741157403574034257e-01,-8.937189334753599113e-01,-8.538955920153333823e-01
1.033206641328265674e+00,7.848855107060993541e-01,5.741593594223691754e-01,-8.920275375986510547e-01,-8.970653329026890832e-01
1.034206841368273677e+00,7.839941485400372390e-01,5.742029528614244205e-01,-8.903406543250385052e-01,-8.810267794059798430e-01
1.035207041408281681e+00,7.831044713209139863e-01,5.742465207084239687e-01,-8.886582681535175610e-01,-8.741398313760045946e-01
1.036207241448289684e+00,7.822164745673683139e-01,5.742900629971482429e-01,-8.869803636507763711e-01,-8.588103166113960629e-01
1.037207441488297688e+00,7.813301538149307612e-01,5.743335797613026150e-01,-8.853069254509791097e-01,-9.125714901206766205e-01
1.038207641528305691e+00,7.804455046160242437e-01,5.743770710345177388e-01,-8.836379382555519246e-01,-8.934793228403359322e-01
1.039207841568313695e+00,7.795625225399640534e-01,5.744205368503497722e-01,-8.819733868329683313e-01,-8.908792529332735244e-01
1.040208041608321698e+00,7.786812031729574146e-01,5.744639772422799329e-01,-8.803132560185349398e-01,-8.865748697701192338e-01
1.041208241648329702e+00,7.778015421181041500e-01,5.745073922437149427e-01,-8.786575307141802904e-01,-9.271422330196744666e-01
1.042208441688337706e+00,7.769235349900389664e-01,5.745507818880029038e-01,-8.770061958786011802e-01,-8.791581177765374067e-01
1.043208641728345709e+00,7.760471772750009434e-01,5.745941462088564045e-01,-8.753592362754560874e-01,-9.334627016129658506e-01
1.044208841768353713e+00,7.751724645578838002e-01,5.746374852396369803e-01,-8.737166368822057994e-01,-8.679747689242416353e-01
1.045209041808361716e+00,7.742993925059393767e-01,5.746807990134265021e-01,-8.720783828600262577e-01,-8.615414285546186823e-01
1.046209241848369720e+00,7.734279567995340221e-01,5.747240875632436685e-01,-8.704444594289008075e-01,-8.586960126274589822e-01
1.047209441888377723e+00,7.725581531321483730e-01,5.747673509220445620e-01,-8.688148518674360110e-01,-8.931164851443449404e-01
1.048209641928385727e+00,7.716899772103771316e-01,5.748105891227222042e-01,-8.671895455126815699e-01,-8.482885891455641536e-01
1.049209841968393730e+00,7.708234247539295092e-01,5.748538021981066670e-01,-8.655685257599501359e-01,-8.830466711429429960e-01
1.050210042008401734e+00,7.699584914956288939e-01,5.748969901809654059e-01,-8.639517780626362331e-01,-8.886883211129040783e-01
1.051210242048409738e+00,7.690951731814130721e-01,5.749401531040027047e-01,-8.623392879320370685e-01,-8.821358673976390508e-01
1.052210442088417741e+00,7.682334655703340065e-01,5.749832909998601194e-01,-8.607310409371746740e-01,-8.778718061670597317e-01
1.053210642128425745e+00,7.673733644345580585e-01,5.750264039011162565e-01,-8.591270227046168273e-01,-8.558568339377272682e-01
1.054210842168433748e+00,7.665148655593658766e-01,5.750694918402867728e-01,-8.575272189182989724e-01,-8.412070048372002340e-01
1.055211042208441752e+00,7.656579647431522861e-01,5.751125548498247086e-01,-8.559316153193488041e-01,-8.981327362287743199e-01
1.056211242248449755e+00,7.648026577974263995e-01,5.751555929621198215e-01,-8.543401977059084107e-01,-8.653257384591588330e-01
1.057211442288457759e+00,7.639489405468119498e-01,5.751986062094993635e-01,-8.527529519329587471e-01,-8.348735189071120333e-01
1.058211642328465762e+00,7.630968088290465134e-01,5.752415946242273037e-01,-8.511698639121453303e-01,-8.472459650568644474e-01
1.059211842368473766e+00,7.622462584949821762e-01,5.752845582385051060e-01,-8.495909196116016027e-01,-8.395554538222624874e-01
1.060212042408481770e+00,7.613972854085854225e-01,5.753274970844711733e-01,-8.480161050557772917e-01,-8.781095244474469430e-01
1.061212242448489773e+00,7.605498854469369130e-01,5.753704111942008481e-01,-8.464454063252633276e-01,-8.274706580625211805e-01
1.062212442488497777e+00,7.597040545002313738e-01,5.754133005997069672e-01,-8.448788095566185374e-01,-8.762576930465819647e-01
1.063212642528505780e+00,7.588597884717783737e-01,5.754561653329391957e-01,-8.433163009421993372e-01,-8.395148716616163131e-01
1.064212842568513784e+00,7.580170832780012136e-01,5.754990054257844712e-01,-8.417578667299859818e-01,-8.145327189122261169e-01
1.065213042608521787e+00,7.571759348484379260e-01,5.755418209100665594e-01,-8.402034932234130338e-01,-8.026164854264736803e-01
1.066213242648529791e+00,7.563363391257404977e-01,5.755846118175467208e-01,-8.386531667811963908e-01,-8.284224357802701943e-01
1.067213442688537794e+00,7.554982920656754253e-01,5.756273781799230438e-01,-8.371068738171664192e-01,-8.194874897780005663e-01
1.068213642728545798e+00,7.546617896371232703e-01,5.756701200288307785e-01,-8.355646008000956471e-01,-8.476912334835308149e-01
1.069213842768553802e+00,7.538268278220793261e-01,5.757128373958425582e-01,-8.340263342535321200e-01,-8.436552168982505151e-01
1.070214042808561805e+00,7.529934026156526183e-01,5.757555303124677337e-01,-8.324920607556290930e-01,-8.091035933278776238e-01
1.071214242848569809e+00,7.521615100260670150e-01,5.757981988101530391e-01,-8.309617669389790517e-01,-8.309296392895297867e-01
1.072214442888577812e+00,7.513311460746601167e-01,5.758408429202821477e-01,-8.294354394904452921e-01,-8.319817159676652363e-01
1.073214642928585816e+00,7.505023067958843663e-01,5.758834626741758944e-01,-8.279130651509959415e-01,-8.561242271547373495e-01
1.074214842968593819e+00,7.496749882373060503e-01,5.759260581030923865e-01,-8.263946307155372040e-01,-8.233828111576423359e-01
1.075215043008601823e+00,7.488491864596060754e-01,5.759686292382266704e-01,-8.248801230327491574e-01,-8.119628548910964305e-01
1.076215243048609826e+00,7.480248975365794140e-01,5.760111761107108430e-01,-8.233695290049195536e-01,-8.392529185097284961e-01
1.077215443088617830e+00,7.472021175551355476e-01,5.760536987516142737e-01,-8.218628355877796166e-01,-8.320044320367543378e-01
1.078215643128625834e+00,7.463808426152980235e-01,5.760961971919433822e-01,-8.203600297903405059e-01,-7.887508978699226958e-01
1.079215843168633837e+00,7.455610688302047873e-01,5.761386714626417493e-01,-8.188610986747304477e-01,-8.152957756917531551e-01
1.080216043208641841e+00,7.447427923261080718e-01,5.761811215945900067e-01,-8.173660293560304213e-01,-8.231379022677304258e-01
1.081216243248649622e+00,7.439260092423747306e-01,5.762235476186058358e-01,-8.158748090021150645e-01,-8.386144647889017811e-01
1.082216443288657626e+00,7.431107157314850165e-01,5.762659495654441910e-01,-8.143874248334855848e-01,-8.267790054591065418e-01
1.083216643328665629e+00,7.422969079590344688e-01,5.763083274657970767e-01,-8.129038641231152162e-01,-8.179037891439454588e-01
1.084216843368673633e+00,7.414845821037322482e-01,5.763506813502934367e-01,-8.114241141962839077e-01,-7.840415571720095178e-01
1.085217043408681636e+00,7.406737343574022470e-01,5.763930112494997093e-01,-8.099481624304200045e-01,-8.221580563940649178e-01
1.086217243448689640e+00,7.398643609249824227e-01,5.764353171939190501e-01,-8.084759962549411538e-01,-7.725892809056200683e-01
1.087217443488697644e+00,7.390564580245251314e-01,5.764775992139918870e-01,-8.070076031510942105e-01,-8.255813594901114660e-01
1.088217643528705647e+00,7.382500218871967945e-01,5.765198573400958093e-01,-8.055429706517969191e-01,-8.126947067483180076e-01
1.089217843568713651e+00,7.374450487572784541e-01,5.765620916025454568e-01,-8.040820863414819275e-01,-7.872112133832636083e-01
1.090218043608721654e+00,7.366415348921652173e-01,5.766043020315926304e-01,-8.026249378559364711e-01,-8.074288364786381678e-01
1.091218243648729658e+00,7.358394765623664791e-01,5.766464886574261817e-01,-8.011715128821477183e-01,-8.177767537301598999e-01
1.092218443688737661e+00,7.350388700515061435e-01,5.766886515101721233e-01,-7.997217991581457852e-01,-8.023586673877792785e-01
1.093218643728745665e+00,7.342397116563222914e-01,5.767307906198935186e-01,-7.982757844728483043e-01,-7.893015346042696612e-01
1.094218843768753668e+00,7.334419976866670687e-01,5.767729060165905919e-01,-7.968334566659036611e-01,-8.311481409628846961e-01
1.095219043808761672e+00,7.326457244655073531e-01,5.768149977302007292e-01,-7.953948036275385602e-01,-8.003655305425119160e-01
1.096219243848769676e+00,7.318508883289238653e-01,5.768570657905982557e-01,-7.939598132984020395e-01,-7.961465457874349338e-01
1.097219443888777679e+00,7.310574856261120580e-01,5.768991102275948801e-01,-7.925284736694125920e-01,-8.006034288679259037e-01
1.098219643928785683e+00,7.302655127193812268e-01,5.769411310709390284e-01,-7.911007727816048440e-01,-7.763936514540250577e-01
1.099219843968793686e+00,7.294749659841553990e-01,5.769831283503167318e-01,-7.896766987259765669e-01,-8.010477421162940370e-01
1.100220044008801690e+00,7.286858418089725564e-01,5.770251020953507393e-01,-7.882562396433371310e-01,-7.955465366150638040e-01
1.101220244048809693e+00,7.278981365954851901e-01,5.770670523356010717e-01,-7.868393837241549615e-01,-7.860865319769043680e-01
1.102220444088817697e+00,7.271118467584598566e-01,5.771089791005649117e-01,-7.854261192084073251e-01,-7.708491373220981435e-01
1.103220644128825700e+00,7.263269687257777329e-01,5.771508824196763809e-01,-7.840164343854296725e-01,-7.884396867383838270e-01
1.104220844168833704e+00,7.255434989299374138e-01,5.771927623223351844e-01,-7.826103175791788713e-01,-7.522783721611436825e-01
1.105221044208841708e+00,7.247614336891338160e-01,5.772346188382944110e-01,-7.812077569441651104e-01,-7.993621229446397081e-01
1.106221244248849711e+00,7.239807694230482316e-01,5.772764519969285635e-01,-7.798087408360102613e-01,-7.540784537893285844e-01
1.107221444288857715e+00,7.232015026092329935e-01,5.773182618273976496e-01,-7.784132577359991201e-01,-7.955696887582124344e-01
1.108221644328865718e+00,7.224236297354194036e-01,5.773600483588086085e-01,-7.770212961690167175e-01,-7.802826258085342470e-01
1.109221844368873722e+00,7.216471472995178438e-01,5.774018116202154216e-01,-7.756328447034195328e-01,-7.683519209960685270e-01
1.110222044408881725e+00,7.208720518096173313e-01,5.774435516406193347e-01,-7.742478919509059310e-01,-7.331510947257118271e-01
1.111222244448889729e+00,7.200983397839856304e-01,5.774852684489685251e-01,-7.728664265663881539e-01,-7.549499036333262580e-01
1.112222444488897732e+00,7.193260077510699180e-01,5.775269620741583232e-01,-7.714884372478664210e-01,-7.796056942390052757e-01
1.113222644528905736e+00,7.185550522494955628e-01,5.775686325450309910e-01,-7.701139127362994774e-01,-7.441315304244650042e-01
1.114222844568913739e+00,7.177854698280674572e-01,5.776102798903761659e-01,-7.687428418154790277e-01,-7.730169399133531849e-01
1.115223044608921743e+00,7.170172570457689076e-01,5.776519041389301945e-01,-7.673752133119028374e-01,-7.832041304378958291e-01
1.116223244648929747e+00,7.162504104717624109e-01,5.776935053193769098e-01,-7.660110160946488334e-01,-7.570373222589151796e-01
1.117223444688937750e+00,7.154849266853892109e-01,5.777350834603469654e-01,-7.646502390752497602e-01,-7.627608221145838474e-01
1.118223644728945754e+00,7.147208022761692980e-01,5.777766385904180568e-01,-7.632928712075671696e-01,-7.442195438623024906e-01
1.119223844768953757e+00,7.139580338438018536e-01,5.778181707381151444e-01,-7.619389014876675192e-01,-7.729336687706137576e-01
1.120224044808961761e+00,7.131966179981648057e-01,5.778596799319103416e-01,-7.605883189536970512e-01,-7.529582490004785855e-01
1.121224244848969764e+00,7.124365513593148291e-01,5.779011662002224714e-01,-7.592411126857583348e-01,-7.465501260290630103e-01
1.122224444888977768e+00,7.116778305574876784e-01,5.779426295714177320e-01,-7.578972718057856994e-01,-7.523363606147720484e-01
1.123224644928985771e+00,7.109204522330979659e-01,5.779840700738093640e-01,-7.565567854774238876e-01,-7.571364561192510667e-01
1.124224844968993775e+00,7.101644130367389396e-01,5.780254877356576504e-01,-7.552196429059024885e-01,-7.691720103877225378e-01
1.125225045009001779e+00,7.094097096291830384e-01,5.780668825851700277e-01,-7.538858333379161447e-01,-7.358107975108083565e-01
1.126225245049009782e+00,7.086563386813814480e-01,5.781082546505009745e-01,-7.525553460615006518e-01,-7.498108560552519952e-01
1.127225445089017786e+00,7.079042968744643227e-01,5.781496039597519010e-01,-7.512281704059128318e-01,-7.413020909557357374e-01
1.128225645129025789e+00,7.071535808997405637e-01,5.781909305409715927e-01,-7.499042957415075206e-01,-7.569198605587194040e-01
1.129225845169033793e+00,7.064041874586980407e-01,5.782322344221556554e-01,-7.485837114796183300e-01,-7.483234776647752495e-01
1.130226045209041796e+00,7.056561132630034816e-01,5.782735156312469593e-01,-7.472664070724358565e-01,-7.680109669065302569e-01
1.131226245249049800e+00,7.049093550345024717e-01,5.783147741961353061e-01,-7.459523720128887758e-01,-7.442418661101727340e-01
1.132226445289057803e+00,7.041639095052196762e-01,5.783560101446577617e-01,-7.446415958345234953e-01,-7.293373893614372161e-01
1.133226645329065807e+00,7.034197734173582850e-01,5.783972235045983235e-01,-7.433340681113842496e-01,-7.414742023897875622e-01
1.134226845369073811e+00,7.026769435233006789e-01,5.784384143036880310e-01,-7.420297784578956390e-01,-7.248419222475307455e-01
1.135227045409081814e+00,7.019354165856078742e-01,5.784795825696052995e-01,-7.407287165287425035e-01,-7.344705068862891206e-01
1.136227245449089818e+00,7.011951893770201893e-01,5.785207283299752534e-01,-7.394308720187531270e-01,-7.121537394183667935e-01
1.137227445489097821e+00,7.004562586804562452e-01,5.785618516123703925e-01,-7.381362346627798887e-01,-7.419372273058358891e-01
1.138227645529105825e+00,6.997186212890139645e-01,5.786029524443101479e-01,-7.368447942355836888e-01,-7.696173987666419247e-01
1.139227845569113828e+00,6.989822740059701278e-01,5.786440308532609933e-01,-7.355565405517151545e-01,-7.269067759700037490e-01
1.140228045609121832e+00,6.982472136447800404e-01,5.786850868666366665e-01,-7.342714634653988437e-01,-7.375752532229501446e-01
1.141228245649129835e+00,6.975134370290784203e-01,5.787261205117977259e-01,-7.329895528704178931e-01,-7.524754205160710807e-01
1.142228445689137839e+00,6.967809409926785102e-01,5.787671318160522160e-01,-7.317107986999951130e-01,-7.186854915415398226e-01
1.143228645729145843e+00,6.960497223795725219e-01,5.788081208066547800e-01,-7.304351909266810772e-01,-7.251486081415883245e-01
1.144228845769153846e+00,6.953197780439315245e-01,5.788490875108074363e-01,-7.291627195622367719e-01,-7.202559475235443820e-01
1.145229045809161850e+00,6.945911048501055562e-01,5.788900319556593566e-01,-7.278933746575187991e-01,-7.345408936732525929e-01
1.146229245849169853e+00,6.938636996726234019e-01,5.789309541683065330e-01,-7.266271463023655786e-01,-7.226862030174104889e-01
1.147229445889177857e+00,6.931375593961929260e-01,5.789718541757922221e-01,-7.253640246254835500e-01,-7.202772437423750063e-01
1.148229645929185860e+00,6.924126809157006290e-01,5.790127320051067228e-01,-7.241039997943327089e-01,-6.886108976634987000e-01
1.149229845969193864e+00,6.916890611362122021e-01,5.790535876831873763e-01,-7.228470620150138082e-01,-7.365262573041875260e-01
1.150230046009201867e+00,6.909666969729717501e-01,5.790944212369186772e-01,-7.215932015321544490e-01,-7.218030855233024123e-01
1.151230246049209871e+00,6.902455853514029016e-01,5.791352326931322736e-01,-7.203424086287979478e-01,-7.130652123834050338e-01
1.152230446089217875e+00,6.895257232071075881e-01,5.791760220786066338e-01,-7.190946736262902039e-01,-7.535904121481982187e-01
1.153230646129225878e+00,6.888071074858669318e-01,5.792167894200676015e-01,-7.178499868841673459e-01,-7.499093542327311956e-01
1.154230846169233882e+00,6.880897351436409126e-01,5.792575347441878408e-01,-7.166083388000458188e-01,-6.732919713834896180e-01
1.155231046209241885e+00,6.873736031465681462e-01,5.792982580775872803e-01,-7.153697198095090304e-01,-7.507120988827423735e-01
1.156231246249249889e+00,6.866587084709665501e-01,5.793389594468328907e-01,-7.141341203859986608e-01,-7.026355374928934250e-01
1.157231446289257892e+00,6.859450481033326774e-01,5.793796388784387963e-01,-7.129015310407025297e-01,-7.298660391619939958e-01
1.158231646329265896e+00,6.852326190403418282e-01,5.794202963988660526e-01,-7.116719423224454610e-01,-7.269351443774680899e-01
1.159231846369273899e+00,6.845214182888486043e-01,5.794609320345227577e-01,-7.104453448175797048e-01,-7.500958429030265551e-01
1.160232046409281903e+00,6.838114428658859101e-01,5.795015458117643847e-01,-7.092217291498742471e-01,-7.272365005963812301e-01
1.161232246449289907e+00,6.831026897986661739e-01,5.795421377568932275e-01,-7.080010859804077850e-01,-6.923135136703341130e-01
1.162232446489297910e+00,6.823951561245802377e-01,5.795827078961588441e-01,-7.067834060074572600e-01,-7.345582628257875113e-01
1.163232646529305914e+00,6.816888388911979124e-01,5.796232562557576129e-01,-7.055686799663926090e-01,-6.936601423595569749e-01
1.164232846569313917e+00,6.809837351562679775e-01,5.796637828618332877e-01,-7.043568986295667411e-01,-6.980909436425950521e-01
1.165233046609321921e+00,6.802798419877182923e-01,5.797042877404764427e-01,-7.031480528062087343e-01,-6.627820068191608849e-01
1.166233246649329924e+00,6.795771564636551298e-01,5.797447709177250275e-01,-7.019421333423156995e-01,-7.114328050074699705e-01
1.167233446689337928e+00,6.788756756723639540e-01,5.797852324195639229e-01,-7.007391311205466433e-01,-6.754708503364905692e-01
1.168233646729345931e+00,6.781753967123091975e-01,5.798256722719249412e-01,-6.995390370601158869e-01,-6.817616579752870942e-01
1.169233846769353935e+00,6.774763166790177538e-01,5.798660905007346766e-01,-6.983418420952124395e-01,-7.040752104415781698e-01
1.170234046809361939e+00,6.767784325702829173e-01,5.799064871322472392e-01,-6.971475370198959576e-01,-7.304066567986192693e-01
