T,H,P,m,m_noisy
1.364059224511881041e+01,9.140983022750617693e+00,-5.805241926749005188e-01,9.912130979628557270e-01,9.861422997383684219e-01
5.285519064992141125e+01,6.379200815562344751e+00,-3.235296786637031907e-01,7.867949518953460952e-01,8.025995178555550558e-01
2.655374553670980120e+01,9.697775961144573742e+00,-1.097074594828518102e+00,9.104793020668932035e-01,9.122619635583818498e-01
8.608012522657027432e+01,5.363998912127454499e-01,-1.149718375217628097e+00,4.074106429712611721e-01,4.045247065154111699e-01
8.875647680529412753e+01,2.492345834374647406e+00,4.128975060390516205e-01,4.905928029073399199e-01,4.792229750139465616e-01
5.936515928906953832e+01,9.899033011412761152e-01,1.747135797552075154e+00,8.915186547695013175e-01,8.853228644566908390e-01
7.554031578095113275e+01,7.341418048983556766e+00,3.094762522514571401e-02,6.284798856271461842e-01,6.259799231167311184e-01
7.112350922394571739e+01,8.959450474569202072e+00,-1.718185291225077016e+00,5.777876643562028791e-01,5.914789428683400185e-01
8.269830323922465709e+01,9.560272676598676966e+00,-5.524506614037218988e-01,5.128558896153906366e-01,5.067509426335681244e-01
3.481460124529165512e+01,6.206655383358171463e+00,1.004815823465783353e-01,9.162712529786437576e-01,9.342146106533043559e-01
3.040665995803807675e+01,4.103143590732409862e+00,1.783192098149653404e+00,1.060897300321398617e+00,1.051610422151890045e+00
7.642150594964211052e+01,1.200664296610410853e+00,1.812890125925221252e+00,7.549450540994617764e-01,7.513691860512012877e-01
9.535829142235198219e+01,1.935125257578839131e+00,-4.521724757617828772e-01,2.500941019829155398e-01,2.585295384620246995e-01
3.045378623252469907e+01,3.680109108531171014e+00,-1.108063181906132844e+00,8.868066241468451905e-01,8.844046748354943421e-01
6.053188453505017463e+01,2.283567810882508375e+00,1.824338008463632033e+00,8.830315754313627918e-01,8.747289550073567010e-01
5.843553661533572097e+01,9.751228432202941221e+00,6.652203938646197301e-01,8.141753344448491303e-01,8.128569003300324392e-01
4.324668188216463705e+01,2.103970840124105290e+00,-1.699953198883719097e+00,7.984923068464477858e-01,8.029794317807371629e-01
7.677116301945113719e+01,3.878230422369399744e-01,-4.465349928761717102e-01,5.903497542380370389e-01,5.731924120895465213e-01
2.172720494314960860e+01,1.563730079232136250e+00,-4.468240495052189232e-02,9.847996979472886103e-01,9.823143344898018769e-01
4.308815957070020630e+01,3.081138015115880702e-01,-2.547393352719882209e-01,8.661268870335877557e-01,8.650335207890712530e-01
4.836498334472419458e+01,2.871287101072816927e-01,-1.854229691631507304e+00,7.703127619656676695e-01,7.662752843664110136e-01
9.481698035871004038e+01,1.268587669107570370e+00,-1.259719698110785213e+00,nan,nan
7.090303734381009804e+01,7.828167399485720601e+00,-6.264845878375813193e-01,6.339207252199680065e-01,6.282352035248092159e-01
7.327534019747821503e+01,6.906431541354665526e+00,-1.649148495544206394e+00,5.539373944647302261e-01,5.502922459788668341e-01
9.898141178067493229e+01,7.517734881560733662e-01,-2.270486709090104860e-01,nan,nan
3.018330474763669713e+01,5.137137652483579231e+00,-5.465841294606783585e-01,9.085497073612242014e-01,9.158381983043788477e-01
6.371387028397302288e+01,5.552373759245905482e+00,-1.921311229425990863e+00,6.357489307030267378e-01,6.335373045265496605e-01
1.958189092285228838e+01,8.343461814650400044e+00,1.212293649593572997e+00,1.069799886455983895e+00,1.084965859165001545e+00
2.446220400011708307e+01,5.489827658161149593e+00,-9.231227963793497970e-01,9.229067769021395140e-01,9.138295939019022152e-01
7.195537784667040171e+01,9.634351775630788595e+00,1.402502869052501655e+00,7.660247310281000921e-01,7.788898745514409860e-01
8.351252506325467095e+01,9.420683276592541233e+00,-1.455441918156036962e+00,4.311144470335205314e-01,4.225362315224138743e-01
6.658598547410943524e+01,6.684812073098699514e+00,-5.468479068493694584e-01,6.741808290933658521e-01,6.725501642736071428e-01
6.160067761600970471e+01,7.350897783094056948e+00,1.468699943914360873e+00,8.457921298926804887e-01,8.494325917463559916e-01
8.036613464033082721e+01,7.615514050004097868e+00,-8.565588066717890747e-01,5.175098851003743228e-01,5.380582837129713747e-01
9.510513048250339807e+01,9.859579220249980125e+00,-5.947547884416488628e-01,2.438088855054751369e-01,2.527671469720060848e-01
9.237147341944432810e+01,5.796644123760669842e+00,-4.955202118177095549e-01,3.390024511588793921e-01,3.349438226633099647e-01
8.198115360780923311e+01,1.664697710009679366e+00,-1.831875705908234675e+00,4.203351565991808036e-01,4.333263477550980403e-01
4.845849350024931113e+01,4.132978521816753847e+00,-1.870838723292812311e+00,7.555335982641332437e-01,7.533965492151961652e-01
7.820372671226326133e+01,5.849234172278402255e+00,1.379901302304208155e+00,6.977952748642671787e-01,6.898808163012707384e-01
3.081107579636733718e+01,2.958806571792679030e+00,1.997711125434247226e+00,1.080579807714776353e+00,1.085066654632643068e+00
9.046033235595724875e+01,2.195586445485332661e+00,-9.084828754132465711e-01,3.328523091392479039e-01,3.337970176195808603e-01
3.489635307020100186e+01,7.286079301308489242e+00,1.761766914328018796e+00,1.035064411664503581e+00,1.044601075337135976e+00
9.725423929551847380e+01,9.289022655590295940e+00,-2.305621811463884896e-01,2.283025269593061402e-01,2.228051433178329932e-01
3.684980969165727771e+01,6.195612571842384675e+00,1.107262535175594032e+00,9.706640946248966673e-01,9.744791296015059556e-01
3.350341163106593001e+01,3.856863939673046637e+00,-8.619142067457130629e-01,8.788475218496702990e-01,8.851930151780179612e-01
3.993314234141500663e+01,9.732449605288165273e+00,2.107550553766346368e-01,8.995765729788939291e-01,9.023570285744006991e-01
5.317762866736039484e+01,7.078169133474162322e+00,-4.793717346676849012e-01,7.777261502020423878e-01,7.774363148811288537e-01
2.781785726888335830e+01,9.771431768687712349e+00,-1.557553455526320185e+00,8.906642939610858178e-01,8.836881102201757932e-01
3.347136409078289887e+01,9.408764039434094784e+00,-4.051134150318014271e-01,9.017051355950591596e-01,9.107426535086130537e-01
8.869705458618319938e+01,4.618126830528081150e+00,8.184702761671207583e-01,5.270679920225118664e-01,5.284402370256362502e-01
9.288746359890879489e+01,5.882161617881309645e+00,-9.319273946223223248e-01,2.587990246358716218e-01,2.637620643609601689e-01
2.382880955250705668e+01,3.982670853183778448e+00,4.542883344957102665e-01,9.951242375603467361e-01,9.916164551517407943e-01
4.928025915191573603e+01,5.151127196494186933e+00,1.048253410988282841e+00,8.932796921856136496e-01,8.934098090930351344e-01
4.736633036022145404e+01,6.180198467231483583e+00,-6.689825574528982521e-01,8.053691503819558895e-01,7.949968704649087448e-01
8.371773131985104044e+01,2.966131561117450133e+00,9.880098693699168599e-01,6.044086886480619647e-01,6.052639415994199856e-01
6.877684148306988732e+01,4.269797726079981537e+00,-1.948208965208643395e+00,5.855517903762638143e-01,5.932038936128068984e-01
4.631570913193920802e+01,8.292192800202885294e+00,1.301912998035295477e+00,9.340330201113152819e-01,9.349629529721136256e-01
8.019392557441393876e+01,7.276376322705171873e+00,-1.901547933387334854e+00,4.473566865254576252e-01,4.559506146306400720e-01
6.385843800618400223e+01,1.560177174160377600e+00,-1.722811530890566267e+00,6.461605655217540489e-01,6.492896703429807959e-01
2.863313756592425108e+01,1.214066186115265733e+00,-1.398002237206470433e-01,9.465776815058847271e-01,9.602162478060779494e-01
8.054390588874331058e+01,8.306956582873270989e+00,-5.158660252069164898e-01,5.398654974567830278e-01,5.379650011352550276e-01
5.144173896692366554e+01,3.490318186330915395e+00,1.613218980254055079e+00,9.244444159719210630e-01,9.080581137063920005e-01
8.893859452011110989e+01,9.288468373987480931e+00,5.625220531219965459e-01,5.141760813707777489e-01,5.185009636616334516e-01
6.920535343536741379e+01,3.143662321438690732e+00,3.988721255658553844e-01,7.067265362498303949e-01,7.050746413710548000e-01
2.345200353352068845e+01,1.091807330246300500e+00,-1.267724877939432115e+00,9.281428969859434330e-01,9.183999631631167837e-01
7.734413699218302440e+01,8.977239429170170482e+00,-8.029335817897793603e-01,5.603910400594239727e-01,5.669036936386516734e-01
6.172731200414960995e+01,4.153171378928400159e+00,9.746549317779469312e-01,8.042917348995239912e-01,8.069350262920703676e-01
5.820057177449845653e+01,6.214949316270276469e+00,-1.364215878363705059e+00,7.026460751181925479e-01,7.070994611375387429e-01
4.735664237356449746e+01,3.204901737675332818e+00,7.716469544639306122e-01,8.873634346504487569e-01,8.840396751425818600e-01
6.899723178384826383e+01,6.223618248988457502e+00,-2.798875247027372559e-01,6.677824426989673601e-01,6.697529143414449049e-01
1.563279115204939451e+01,7.270941872469917300e+00,-1.263106523594763164e+00,9.557352684104564178e-01,9.582786588520106896e-01
5.484118706046049851e+01,9.777100388277220944e+00,1.679086811937783086e+00,9.148281051723587964e-01,9.325746562377758009e-01
9.326009797455590444e+01,5.359254847553918122e-01,-1.273266052048088071e+00,1.328121534480042887e-01,1.259725558034174298e-01
2.823317521236277017e+01,9.444550156953809505e+00,-1.314657751402366959e+00,8.945335354652405035e-01,8.944285934696665219e-01
2.219419205626491731e+01,5.564345168398468822e+00,1.569401866044190630e+00,1.083860873958905291e+00,1.087499472081601803e+00
4.653631066218967760e+01,1.490018859191247769e+00,1.023262569136742961e+00,9.163437966221517073e-01,8.990959273611976998e-01
5.623642933305001179e+01,9.666281149890981084e+00,1.249710945122247008e+00,8.709122106511955064e-01,8.548825269769135815e-01
4.351079927714506823e+01,7.815522668547373542e+00,-1.488255568571211551e+00,8.004058990464952839e-01,8.220640827547733842e-01
5.307075163135452556e+01,2.001611472284360538e+00,-1.384569956355578224e+00,7.427969369559829227e-01,7.251257474193661956e-01
7.004546333048763529e+01,6.976779331256668826e+00,-1.058972899045797611e+00,6.173256988572366488e-01,6.230749903037892112e-01
8.055729260124853397e+01,8.757540873138497162e+00,6.809851611113848513e-01,6.262824733439731340e-01,6.178002192833274009e-01
1.459164233274347211e+01,3.941143983480203339e+00,2.563351178759760707e-01,1.027883728652555728e+00,1.020252127625044469e+00
4.397238705342613230e+01,5.252452260202666867e-01,9.910334301331236162e-02,8.782112791448716260e-01,8.583860301021482009e-01
6.511155152488544218e+01,3.438871671150423026e-01,-8.900681987076479729e-01,6.787365686297255341e-01,6.697291829064720980e-01
1.186149378154759582e+01,3.175182768717688120e-01,-7.933106452090252780e-01,1.006775808629426283e+00,1.014619594784463175e+00
9.447845163668628743e+01,9.701488438032342287e+00,-1.177470722810398662e+00,nan,nan
6.703306692294063396e+01,5.174217910188466441e+00,1.820176758190936717e+00,8.308119209230757640e-01,8.367661897264936366e-01
5.316532701814232809e+01,2.756205601226191515e-01,-7.228810050682517030e-01,7.788326817054601614e-01,7.819656591989460059e-01
4.989997286902796958e+01,4.283937877822829865e-01,-1.795364697983408142e-01,8.264461006492946904e-01,8.466291236428186151e-01
2.310593369264520902e+01,6.305228685021972090e+00,-1.964738114033171890e+00,9.026464007951109370e-01,8.979010649625337459e-01
1.589669527459376219e+01,7.750782974617846932e+00,3.468088971972900225e-01,1.026548570088648527e+00,1.039182710480676564e+00
7.060603695701001925e+01,8.787329668751159062e+00,-1.812496836026309843e+00,5.783980777303054932e-01,5.872867672727198896e-01
9.223476641452313629e+01,1.245934287459460332e+00,1.337678981976718084e+00,5.193911820996676143e-01,5.165244979264848046e-01
8.052079666714111283e+01,4.889653733278860770e+00,1.497074114129386402e-01,5.796099541205275152e-01,5.629803942311658593e-01
1.190943580801804025e+01,2.701289631248684486e+00,-1.306362154412898491e+00,9.762936370306151135e-01,9.913880408264802435e-01
1.346819489302381001e+01,9.064723480974572922e+00,-1.669468773868722167e+00,9.581725309755135811e-01,9.445286419170781933e-01
5.562660633008606226e+01,8.949229715734249524e+00,6.129739144492001302e-01,8.277105685153505199e-01,8.229764089891226098e-01
6.102050717972502270e+01,1.625005938129984173e+00,5.323686250080879034e-01,7.845052130957624881e-01,7.933369784957643445e-01
6.396482994432678737e+01,9.945922317663168144e+00,-1.878538718895007342e+00,6.422777553576728415e-01,6.534373110456056510e-01
8.796620946451399448e+01,5.278359219862515772e+00,-7.107402612821775989e-01,4.088012643494217668e-01,4.003467973878419017e-01
8.991005514336485760e+01,8.911943216323667372e+00,-4.023764045274402790e-01,4.095855610764075339e-01,4.092655442174252811e-01
9.804720434946059981e+01,1.384309591090614466e+00,-6.601449863916624139e-01,nan,nan
3.969362905204206271e+01,2.718785820682514398e+00,-7.091141947617956021e-01,8.523808848955981565e-01,8.641964706514217998e-01
5.170040482208795396e+01,1.312433267623508426e+00,-1.960623409360372715e+00,7.372163660173345345e-01,7.622626997591437359e-01
9.843300885151474233e+01,3.981501998913397067e+00,6.366213449843378669e-01,3.258289762460598871e-01,3.075301079908605573e-01
7.233228876942261820e+01,6.208255389975846583e+00,1.315220849622429355e+00,7.474003536695063010e-01,7.565645827693490144e-01
1.511170743701806174e+01,3.367165315921982760e+00,-1.819218127222157033e+00,9.476880014857310686e-01,9.191062477166638267e-01
9.095009175371535548e+01,2.670146785157740954e+00,8.899032362663157336e-01,4.975090862576656559e-01,4.976497499793121060e-01
6.488387356537556627e+01,7.866742595355625589e+00,-3.209755443363127014e-02,7.188748643399277549e-01,7.077870191004358436e-01
2.724039040730975003e+01,7.648707713507594264e+00,8.904398143587641812e-01,1.007077140114011726e+00,1.026995328015112285e+00
4.094788587048216044e+01,6.694613367567711748e+00,1.589798043482946621e+00,9.859622129346865549e-01,9.876258982176971957e-01
6.141167699766650401e+01,6.451787513024570764e+00,1.309702350666269943e+00,8.330935800787597767e-01,8.257258625992018874e-01
6.809621352625126178e+01,9.728028385242303955e+00,1.004325501527103093e+00,7.670331399675796025e-01,7.620400114204913811e-01
4.655483430894237529e+01,9.570617372597901351e+00,-2.424803828984853915e-01,8.359681851563491861e-01,8.302152276359269223e-01
7.624795953921140779e+01,6.665456431640365054e+00,-5.359047128369653912e-01,5.840149690183178421e-01,5.858980851039446991e-01
5.742156078951590104e+01,3.490409422190252631e+00,8.542355071962153268e-01,8.269557345696202377e-01,8.253742498658231952e-01
9.675344475083997509e+01,4.598698495229504246e+00,1.026616926798811225e+00,4.109298923183523633e-01,4.174887480581676025e-01
8.596114961139547006e+01,6.730391934229724704e+00,-1.016269642572849907e+00,4.202001204306149429e-01,4.356027312498618742e-01
2.335859235326709182e+01,8.155082602250608659e+00,-4.000678273642552796e-01,9.515999516513731216e-01,9.586140721204479132e-01
1.917480453567962329e+01,3.784495409878024574e+00,9.860037755362895950e-01,1.054556711542083525e+00,1.042296681065042696e+00
8.596413377990718629e+01,7.080791938904019034e+00,1.997294313922424180e-01,5.198425584015272660e-01,5.036044903366674319e-01
6.408802984873781838e+01,7.197206695314356750e+00,7.335599636116234556e-01,7.726023279569638191e-01,7.650481327004068355e-01
9.688389741497807961e+01,5.317535216655522312e+00,-1.807702684331759624e+00,nan,nan
4.878929537217309331e+01,6.120840714808466032e+00,-1.656683278173516793e+00,7.595383233438570691e-01,7.561878418072035535e-01
2.595755522607332111e+01,9.486787468925072631e+00,1.537405656933663600e+00,1.066631041414083159e+00,1.059955313223317264e+00
1.329196282739934887e+01,2.428341040539382156e+00,-5.988789108852996534e-01,9.951557311509656722e-01,9.965385567290244717e-01
7.840404023221742591e+01,8.632436003259519097e+00,-1.702061014413669415e+00,4.902957783190555752e-01,4.761405188231414565e-01
1.743309571365648480e+01,7.723910403894916676e+00,-1.711923454081752727e+00,9.366714158763741471e-01,9.252781386596812263e-01
6.730738058878529273e+01,1.321751027960117453e+00,2.178613377954756736e-01,7.163165234142956361e-01,7.214197776663903161e-01
6.015537744852678514e+01,2.541079545961704156e+00,-1.345654757685457170e+00,6.893808544951671724e-01,6.863493195660849144e-01
7.582158051577168578e+01,2.451634951582973621e+00,-1.163535897044541301e+00,5.496681304980356453e-01,5.451357680771304892e-01
9.400632240717871468e+01,5.179013837861869085e+00,1.377776566298920535e-01,3.734698198891427956e-01,3.766461701423078345e-01
3.105041264419082481e+01,3.464875661283051134e+00,-1.597577042235575728e+00,8.696006008035327417e-01,8.637518887717245963e-01
5.295176424993954356e+01,5.501427794255523196e+00,-1.299115087253904566e+00,7.427021990107990357e-01,7.358392885451723320e-01
7.688902411692193084e+01,5.555415913499139435e+00,7.888387926426156938e-01,6.645550632099748167e-01,6.599569615846381243e-01
2.800987700466858143e+01,9.907464277043331435e+00,-1.933276564784895957e+00,8.817596566057764873e-01,8.877858624968925083e-01
1.818903449086135282e+01,5.006290368312540373e+00,3.668734364515300328e-01,1.016146062387251359e+00,1.016744261744463307e+00
2.228404580801158374e+01,9.070314114897747970e+00,1.386190574707657941e+00,1.071664474195805683e+00,1.059718498349042637e+00
9.292023073425231416e+01,9.506320279624397074e+00,-1.918880412735783025e+00,nan,nan
8.025884306835285997e+01,8.581280522363829988e+00,-6.645556813947410824e-01,5.339277126409330831e-01,5.404099519054461620e-01
2.783656571664688073e+01,8.056394245100712226e+00,-1.012808305404726550e+00,9.041722765137983897e-01,9.228797959453671762e-01
1.141418595540300274e+01,7.835305250477045291e+00,-4.062489724406304070e-01,1.007285330430846892e+00,9.958617905096274203e-01
6.676589203889461999e+01,3.910146811272889877e+00,-1.784881268861165715e+00,6.124385424488727470e-01,6.158238953893580003e-01
3.864971232807838675e+01,7.585764726502209676e+00,-1.516225317011351326e+00,8.284497347183956695e-01,8.258622519502420989e-01
3.028796062219659291e+01,8.337671239018693115e+00,9.876886443022772077e-01,9.994283795028455764e-01,1.007683573870968186e+00
2.776045171914891085e+01,4.476565647731256092e+00,-9.239813276559805111e-01,9.064846017589763827e-01,9.109801515321370724e-01
5.202805735865645431e+01,7.034654225896048274e+00,1.781883693885352393e+00,9.356209627437271914e-01,9.503427318211353780e-01
4.046037940514379727e+01,2.345966788076496723e+00,1.043709569343425070e+00,9.501511410945030489e-01,9.553456501172491455e-01
9.367933897816284627e+01,1.400016730637714257e+00,-6.731476064020691652e-01,2.728542569276364294e-01,2.674031238053473647e-01
6.036398548814934628e+01,9.608576962809729949e+00,-8.177612078882168234e-01,7.155625412970735288e-01,7.101766095152806102e-01
9.011122687811133858e+01,5.582200585665227699e+00,1.236354381437144934e+00,5.450881869010383296e-01,5.491436879982096730e-01
9.229284120854633500e+01,8.231941581645351391e+00,-1.673909928707623340e+00,nan,nan
9.011179161488165335e+01,9.516923819351944758e+00,-2.492291957933132629e-01,4.223847898488563568e-01,4.463641625247103950e-01
5.435274865705725489e+01,6.921857046995211427e+00,5.656177451058082006e-01,8.292081343890518319e-01,8.459714615857077957e-01
6.191277125757964939e+01,7.677583352437251207e+00,1.330239131660514662e+00,8.333014070128605955e-01,8.215656234891099974e-01
5.754904225340917634e+01,2.512107955726323727e+00,1.577176774271082049e+00,8.828415021218585235e-01,8.863437500795940949e-01
1.180344978562225933e+01,7.279755727913398644e+00,-3.319529907226099752e-01,1.008451510323008282e+00,9.951416217093224104e-01
9.423049513441502256e+01,8.797040407039606436e+00,1.612078607979786860e+00,5.295702496706796714e-01,5.130134807134864028e-01
2.344704142614924436e+01,2.357434557880822013e+00,1.195613043821726063e+00,1.053433867056277728e+00,1.060869327070704804e+00
5.925757604213739427e+01,1.227607179799549142e+00,1.722726303862420760e+00,8.886415838208335805e-01,8.941590591512851294e-01
7.075565925420659141e+01,7.765141635082139615e+00,6.219189259613466803e-01,7.127872869051482541e-01,7.024016089617781677e-01
7.998124407142563541e+01,2.034342763260521547e-01,2.436681402549245590e-01,6.024455671910784460e-01,6.188824345720638220e-01
5.825786298536523589e+01,1.312891640176345742e+00,-1.883679088928287282e+00,6.891064408003758635e-01,6.793307415053728704e-01
6.688086823368243472e+01,3.505006216581354472e+00,-2.129493868854201999e-01,6.883685636406043917e-01,6.766912798291376818e-01
8.361273299543472604e+01,2.015531621876327506e+00,9.075708473307497748e-01,6.006009568274994770e-01,6.071271390416997926e-01
6.727402376050577004e+01,9.514506564122182652e+00,1.022543441350984406e+00,7.742753766881974586e-01,7.764847621453530024e-01
6.934892158292620934e+01,5.342537052250912133e+00,1.034293801949608849e+00,7.499303661107933339e-01,7.483252861011050472e-01
8.601063298848949046e+01,2.804251285639351110e+00,1.278539376252230575e+00,6.000615342871910007e-01,5.993908759581814127e-01
1.653363835548240957e+01,2.190580772771377749e-01,1.704650484513532405e-01,1.031948077492603089e+00,1.034186085405188305e+00
5.614837352201506349e+01,5.514318009775819540e+00,1.587972867699340984e+00,8.906753624268877179e-01,8.892795625693993289e-01
1.236313011475052726e+01,5.396956451043839920e+00,8.450715694021329050e-01,1.074837210874960425e+00,1.073112162192149999e+00
2.347336924953852488e+01,3.525346228623797984e+00,1.149536378933839753e+00,1.046032889162737511e+00,1.027073322276073064e+00
1.253707086530941872e+01,5.162792269266065048e+00,8.528085411056851584e-01,1.074714933306027076e+00,1.061295319645930491e+00
8.709549319009201440e+01,5.182216837694166855e+00,-2.503750051700941448e-01,4.631872090272088904e-01,4.692967047304364980e-01
3.934670140224378088e+01,2.009556371768552729e+00,1.021627505206194275e+00,9.563325203960170162e-01,9.492895114915500532e-01
5.638067745382304707e+01,8.887069605516414228e+00,5.396950541108047616e-02,7.878572193839814553e-01,7.933091519750985476e-01
8.006595648102904761e+01,4.422530602272592759e+00,8.882879969741055426e-01,6.381676757354616258e-01,6.505223147279182161e-01
7.131181740273086689e+01,3.750616982162828794e+00,1.580130711776693619e+00,7.753082912781774638e-01,7.717587830136931615e-01
9.244199588410909030e+01,1.665666459342936001e+00,2.678631111055391756e-01,4.155551524879507741e-01,4.183848503013816167e-01
5.359252829634624504e+01,2.369856484878769542e+00,-3.754874234963083701e-01,7.815453605096728262e-01,8.023101249774596821e-01
7.251696553806107204e+01,6.450433879550084626e+00,2.032805370229482378e-01,6.665848730433984182e-01,6.735342294665338514e-01
8.723016553129937734e+01,2.956019921788901605e+00,-1.252053436254605856e+00,3.692747918756252301e-01,3.876935301831386238e-01
1.954053505043079753e+01,2.015994139110932615e+00,2.640079814966020955e-01,1.010652786960870131e+00,1.025986857500010840e+00
5.181710913985023126e+01,5.143601708292089292e+00,-1.539205422853444638e-01,8.016434777085741370e-01,8.091770812037855087e-01
1.783148899800050202e+01,7.458242553865018998e+00,-9.058661031195986979e-01,9.568916101657877205e-01,9.557726725515502952e-01
5.956982822994859816e+01,2.487552999628449335e+00,-1.805210630434952890e+00,6.770408259020538333e-01,6.686208905696983118e-01
3.788844783259459348e+01,3.377283824589477845e+00,-1.296710139425056418e+00,8.395778037405325911e-01,8.284608238453089468e-01
8.480434631052642658e+01,1.752588409392741298e-03,-1.946045490762263075e+00,3.581832694054286059e-01,3.630465587522412885e-01
5.168589738575292358e+01,4.820367809984697161e+00,-3.867377974443364508e-02,8.087174233424572201e-01,8.133992571092051316e-01
2.449768176120886665e+01,8.850219565188119475e+00,6.953484367211046902e-01,1.009112139176256751e+00,1.007365917095929708e+00
8.773074302808608138e+01,9.067988058520553452e+00,-2.995568170528586371e-01,4.577514873504069381e-01,4.662361511612729270e-01
4.790202920528146535e+01,7.957863252931906217e+00,-6.863302181939316959e-01,8.034297442121017818e-01,7.973843730686702713e-01
1.175430055468267554e+01,2.061772482266293949e+00,-5.246774424210491894e-01,1.007016711326729652e+00,1.018118902007841609e+00
3.391330841424385767e+01,3.339056986659141302e+00,1.246387186181833862e+00,9.991629043778055275e-01,9.995629750256667112e-01
4.409584854109012753e+01,8.240527340189973682e-01,2.542170314567111511e-01,8.843096772935090666e-01,8.839464115357034135e-01
1.233574454539918541e+01,5.505852626206115374e+00,4.034534736215822370e-01,1.045585944542155588e+00,1.045583211572360893e+00
2.246992663204636642e+01,6.658003880457301626e+00,-1.403553006446529139e+00,9.181093886679496663e-01,9.171234759001044567e-01
3.638928932207655009e+01,2.268934716595853995e+00,-1.464267778482874593e+00,8.461296090541327031e-01,8.710122519374199346e-01
4.004491326909862892e+01,9.126693917190337402e+00,4.934444528037293942e-01,9.149075410886577941e-01,8.987923427971817869e-01
4.894457233352672176e+01,5.602091673271143435e+00,-1.720398741733264014e+00,7.562985860802404758e-01,7.580708115180584405e-01
3.648798548221231641e+01,2.549317828579949818e+00,1.753505854889812365e+00,1.028744677129756813e+00,1.041185739023147372e+00
3.853947347297694392e+01,3.189893118191247101e+00,-1.103500871664663041e+00,8.426525938476081556e-01,8.498277243733334263e-01
5.112501095939433071e+01,6.746296002788700008e+00,-1.394492934989504107e+00,7.528661829396687821e-01,7.498453632225960952e-01
4.132201442161559157e+01,3.777958637086242799e+00,-1.807934038339933380e+00,8.038953257969624344e-01,8.212965360391307756e-01
7.673094935123106097e+01,1.687201351975703423e+00,1.821169818581345634e+00,7.502764357529765338e-01,7.395915071753197401e-01
7.951530252750602301e+01,4.714162174935535354e+00,3.370391688212328596e-01,6.038481920154514793e-01,5.907852307182691609e-01
1.157227078238805262e+01,2.113933122187485747e+00,1.470070596539700958e+00,1.134937041321723905e+00,1.140617746951048117e+00
2.442620686024103804e+01,6.827373523533479371e+00,-1.934354654221188241e+00,8.965634802769831824e-01,8.820187822646529119e-01
1.906190380646584259e+01,4.246658310098102795e+00,1.077482490367174695e+00,1.061091719633376229e+00,1.037312222103710102e+00
4.140531435861313980e+01,2.640871645877804763e+00,4.441196569765630819e-01,9.030193241067389076e-01,9.118481904840188834e-01
4.170718924973925823e+01,1.532820022467464849e+00,2.544649672599565982e-01,8.942156203198410314e-01,9.018291234460453776e-01
7.668708549469423019e+01,1.193084435431824852e+00,-1.740590161435143557e+00,5.088470810414873480e-01,5.161699496709218904e-01
7.492729118501510754e+01,1.363527424319856962e+00,1.795408753085993681e+00,7.667388363680386343e-01,7.618641249211973721e-01
8.853491119796392184e+01,3.705511705681996393e+00,-1.704569679946804417e+00,2.779123222866777820e-01,2.797417835635712113e-01
7.078682380749827985e+01,3.877042776868241170e+00,-1.598838943998328155e+00,5.806936326337416299e-01,5.710403668513170938e-01
6.300253848677968449e+01,7.795342147291025370e+00,4.948846454365924963e-01,7.658108011318998098e-01,7.831543131980264194e-01
9.849565493261798110e+01,3.376492877252010860e+00,1.481140886838529624e+00,4.207221558815862905e-01,4.286323983966307538e-01
6.713503764111447936e+01,2.675214303066164589e-01,-2.114972115854474310e-01,6.985373883008632045e-01,7.059599490245653808e-01
4.466298648039187213e+01,2.876256835436507231e+00,-1.223054275925145262e+00,8.021311494587524127e-01,7.826313020496861173e-01
3.712427590988964710e+01,6.789485357559499334e-01,-1.371236943347464265e+00,8.527373997941838368e-01,8.608104202340827182e-01
1.318186889430759479e+01,3.339581443277610528e+00,1.066587476262426115e+00,1.090357790784035386e+00,1.105297511003848987e+00
9.402831600707219195e+01,5.000428802394755401e+00,-1.491602921359175937e+00,nan,nan
7.698492470130371146e+01,2.765184800399770104e+00,-2.473534224901303702e-01,5.917672729916825247e-01,5.996585763496474764e-01
4.355962818942775527e+01,9.374018759543600865e-01,-1.184722457040843224e-01,8.656747130405820778e-01,8.656651413502853831e-01
8.787735038665074683e+01,5.926927230396476176e+00,-1.538314572893563437e+00,3.239857530100581084e-01,3.205674245375076947e-01
7.790019419294944214e+01,8.105077200110791580e+00,-1.137626080041099552e+00,5.311996371781552151e-01,5.372160540343440260e-01
5.140042961500153496e+01,8.069238093908834841e+00,8.545438553014506056e-02,8.207829930582329903e-01,8.246106866162066229e-01
9.506471768837849368e+01,3.907208022640889844e+00,-5.159412542185188855e-01,2.507684913085201361e-01,2.531322366123786582e-01
8.942355773355066617e+01,4.525062018997120461e+00,-8.015187158968868353e-01,3.699210014072925601e-01,3.668287539394023966e-01
4.969811381565538966e+01,8.329317519201870468e+00,-7.763975205979445349e-02,8.228961163400766443e-01,8.397086816193309877e-01
4.800388426110013285e+01,5.748532100414313284e+00,1.488644053634197384e+00,9.350859414656764734e-01,9.234075085437166708e-01
2.350093065256443836e+01,2.971428874195439995e+00,-1.140149573450246034e+00,9.236976182361684717e-01,9.234712936780475889e-01
1.911423441137124257e+01,8.602833438262702970e+00,5.304195909268685227e-01,1.023965466670990310e+00,1.018163657943097267e+00
