t,v,w,s_ca,c_ca,dv_dt,dv_dt_noisy
1.199439887977595589e+02,-4.216504930761993108e+01,-5.183611408997902714e+01,8.954250063081166389e-02,1.394343170370178076e+00,-1.057763254863175462e-03,2.663187702634722265e-01
1.200240048009601992e+02,-4.216513391138924050e+01,-5.183608982954979183e+01,8.955314508327527623e-02,1.394310703626469250e+00,-1.056812230956438725e-03,1.932066750698209490e-01
1.201040208041608395e+02,-4.216521847968262193e+01,-5.183606623118858181e+01,8.956375249501224989e-02,1.394278533252073959e+00,-1.055783672491372727e-03,6.323589753449866402e-01
1.201840368073614798e+02,-4.216530299500323054e+01,-5.183604329178163539e+01,8.957432288116976005e-02,1.394246657892132868e+00,-1.054707527785581078e-03,1.082441832008976590e+00
1.202640528105621200e+02,-4.216538744420778073e+01,-5.183602100803248192e+01,8.958485625777068417e-02,1.394215076196819947e+00,-1.053605636069931961e-03,1.423398456929393818e+00
1.203440688137627603e+02,-4.216547181588721571e+01,-5.183599937657837131e+01,8.959535264156992529e-02,1.394183786820037518e+00,-1.052496618381582039e-03,6.743648248230010855e-01
1.204240848169634006e+02,-4.216555610036670743e+01,-5.183597839399023144e+01,8.960581205005442584e-02,1.394152788419414701e+00,-1.051395877553318314e-03,-5.809015565158668348e-01
1.205041008201640409e+02,-4.216564028970563527e+01,-5.183595805677270363e+01,8.961623450144315384e-02,1.394122079656309410e+00,-1.050315598170925568e-03,-2.031500120989370439e-01
1.205841168233646812e+02,-4.216572437769759318e+01,-5.183593836136409294e+01,8.962662001468714446e-02,1.394091659195806576e+00,-1.049264746551870076e-03,1.227738067591002818e-01
1.206641328265653215e+02,-4.216580835987041809e+01,-5.183591930413643212e+01,8.963696860946941680e-02,1.394061525706719262e+00,-1.048249070578322062e-03,1.033015502927578266e+00
1.207441488297659618e+02,-4.216589223348615434e+01,-5.183590088139541052e+01,8.964728030620508492e-02,1.394031677861587770e+00,-1.047271099803737116e-03,3.372628951987847734e-01
1.208241648329666020e+02,-4.216597599754105374e+01,-5.183588308938044520e+01,8.965755512604126065e-02,1.394002114336681197e+00,-1.046330145332063921e-03,6.006398721560618492e-01
1.209041808361672423e+02,-4.216605965276561818e+01,-5.183586592426461692e+01,8.966779309085710914e-02,1.393972833811995216e+00,-1.045422299750242701e-03,-8.802136310565086830e-02
1.209841968393678826e+02,-4.216614320162454277e+01,-5.183584938215471283e+01,8.967799422326380721e-02,1.393943834971254070e+00,-1.044540437149521495e-03,2.940977077181838317e-01
1.210642128425685229e+02,-4.216622664831676559e+01,-5.183583345909122642e+01,8.968815854660458498e-02,1.393915116501909468e+00,-1.043674212965584047e-03,3.580524537721497258e-01
1.211442288457691632e+02,-4.216630999877541797e+01,-5.183581815104832202e+01,8.969828608495472588e-02,1.393886677095140803e+00,-1.042810064124211067e-03,-2.291970577956697064e-01
1.212242448489698035e+02,-4.216639326066788129e+01,-5.183580345393386324e+01,8.970837686312152504e-02,1.393858515445855373e+00,-1.041931208771273987e-03,3.876220506184026582e-01
1.213042608521704437e+02,-4.216647644339573020e+01,-5.183578936358941291e+01,8.971843090664431697e-02,1.393830630252688385e+00,-1.041017646358000093e-03,5.343642792167734301e-01
1.213842768553710840e+02,-4.216655955809478939e+01,-5.183577587579023316e+01,8.972844824179448953e-02,1.393803020218002064e+00,-1.040046157545049255e-03,-8.022291353545299430e-02
1.214642928585717243e+02,-4.216664261763506971e+01,-5.183576298624525691e+01,8.973842889557544222e-02,1.393775684047887431e+00,-1.038990304234488349e-03,5.080342767551773164e-01
1.215443088617723646e+02,-4.216672563662083917e+01,-5.183575069059713059e+01,8.974837289572261401e-02,1.393748620452162745e+00,-1.037820429388602861e-03,8.229395347306674990e-01
1.216243248649730049e+02,-4.216680862461325319e+01,-5.183573898472283759e+01,8.975828027036918122e-02,1.393721828140858765e+00,-1.036516314162128083e-03,3.211345292424407083e-02
1.217043408681736452e+02,-4.216689155046056214e+01,-5.183572786631460616e+01,8.976815104654914390e-02,1.393695305805190410e+00,-1.035133800520782188e-03,-8.740449121597546663e-04
1.217843568713742854e+02,-4.216697439589751895e+01,-5.183571733250158076e+01,8.977798525291222353e-02,1.393669052145207088e+00,-1.033704693814030406e-03,-1.558423522070338241e-01
1.218643728745749257e+02,-4.216705714830465013e+01,-5.183570738017328239e+01,8.978778291896376273e-02,1.393643065866849495e+00,-1.032250275059709566e-03,-3.106869787880458533e-01
1.219443888777755660e+02,-4.216713979668434575e+01,-5.183569800615822487e+01,8.979754407483993284e-02,1.393617345679915021e+00,-1.030788815285177407e-03,7.704478450755028462e-02
1.220244048809762063e+02,-4.216722233166088785e+01,-5.183568920722395035e+01,8.980726875130766451e-02,1.393591890298058411e+00,-1.029335575317702478e-03,-2.069427614889009226e-01
1.221044208841768466e+02,-4.216730474548042906e+01,-5.183568098007698666e+01,8.981695697976475878e-02,1.393566698438791773e+00,-1.027902805908809114e-03,-1.570182320060704295e-01
1.221844368873774869e+02,-4.216738703201101401e+01,-5.183567332136289707e+01,8.982660879223977601e-02,1.393541768823483684e+00,-1.026499747485587477e-03,-3.877721368276475511e-01
1.222644528905781272e+02,-4.216746918674256506e+01,-5.183566622766623055e+01,8.983622422139209140e-02,1.393517100177360302e+00,-1.025132630324776528e-03,-7.690491826091451211e-01
1.223444688937787674e+02,-4.216755120678687518e+01,-5.183565969551056440e+01,8.984580330051189501e-02,1.393492691229504921e+00,-1.023804674336048492e-03,-4.696458505374888071e-01
1.224244848969794077e+02,-4.216763309087762934e+01,-5.183565372135846872e+01,8.985534606352017784e-02,1.393468540712857306e+00,-1.022516089090430569e-03,1.634761988894499474e-01
1.225045009001800480e+02,-4.216771483937039022e+01,-5.183564830161154191e+01,8.986485254496874575e-02,1.393444647364215250e+00,-1.021264073756356083e-03,-5.925904510371665657e-01
1.225845169033806883e+02,-4.216779645424260536e+01,-5.183564343261038232e+01,8.987432278004019170e-02,1.393421009924232790e+00,-1.020042817053479212e-03,-3.250069896023623506e-01
1.226645329065813286e+02,-4.216787793909359294e+01,-5.183563911063458818e+01,8.988375680454793737e-02,1.393397627137421546e+00,-1.018843497295307543e-03,8.200612199777435052e-01
1.227445489097819689e+02,-4.216795929914454888e+01,-5.183563533190278605e+01,8.989315465493617763e-02,1.393374497752150276e+00,-1.017654282179591974e-03,5.622402279564160388e-01
1.228245649129826091e+02,-4.216804054123857526e+01,-5.183563209257259530e+01,8.990251636827997772e-02,1.393351620520644429e+00,-1.016460328838064697e-03,-3.477244865111528971e-01
1.229045809161832494e+02,-4.216812167384062349e+01,-5.183562938874066361e+01,8.991184198228512059e-02,1.393328994198986814e+00,-1.015243783793806642e-03,3.006744696038598508e-01
1.229845969193838755e+02,-4.216820270703755114e+01,-5.183562721644262439e+01,8.992113153528825953e-02,1.393306617547117598e+00,-1.013983782890193197e-03,-3.261569560364639964e-01
1.230646129225845158e+02,-4.216828365253807220e+01,-5.183562557165314644e+01,8.993038506625684880e-02,1.393284489328833642e+00,-1.012656451276683356e-03,8.127819268474703041e-01
1.231446289257851561e+02,-4.216836452367279975e+01,-5.183562445028588428e+01,8.993960261478911589e-02,1.393262608311788942e+00,-1.011234903355529013e-03,-2.938580825721338607e-01
1.232246449289857964e+02,-4.216844533539422457e+01,-5.183562384819351365e+01,8.994878422111413085e-02,1.393240973267494853e+00,-1.009689242636113704e-03,3.984866093780713159e-02
1.233046609321864366e+02,-4.216852608053547158e+01,-5.183562376222025136e+01,8.995792992496327856e-02,1.393219582958773906e+00,-1.008030905790491261e-03,6.913962772190790362e-01
1.233846769353870769e+02,-4.216860672821221812e+01,-5.183562419027117585e+01,8.996703976585641860e-02,1.393198436138331164e+00,-1.006315657598122471e-03,-4.149446954007486865e-01
1.234646929385877172e+02,-4.216868726542277557e+01,-5.183562512946875245e+01,8.997611378485637079e-02,1.393177531571091032e+00,-1.004565885217800769e-03,6.512625379341083764e-01
1.235447089417883575e+02,-4.216876768074513393e+01,-5.183562657687652120e+01,8.998515202356348330e-02,1.393156868025953621e+00,-1.002801042819356780e-03,-4.097284708285381383e-01
1.236247249449889978e+02,-4.216884796429597770e+01,-5.183562852950094424e+01,8.999415452411335670e-02,1.393136444275773211e+00,-1.001037728055820253e-03,1.180968347071258140e-01
1.237047409481896381e+02,-4.216892810773069300e+01,-5.183563098429136318e+01,9.000312132917689945e-02,1.393116259097359366e+00,-9.992896820030239269e-04,-1.488066361048029917e-01
1.237847569513902783e+02,-4.216900810424333912e+01,-5.183563393814004172e+01,9.001205248196035569e-02,1.393096311271475374e+00,-9.975677891844725309e-04,-4.525008609096218409e-02
1.238647729545909186e+02,-4.216908794856668408e+01,-5.183563738788212305e+01,9.002094802620524971e-02,1.393076599582839137e+00,-9.958800774612086570e-04,7.904926993697075632e-02
1.239447889577915589e+02,-4.216916763697217618e+01,-5.183564133029566534e+01,9.002980800618842760e-02,1.393057122820123617e+00,-9.942317180211546201e-04,-3.816642774727301013e-02
1.240248049609921992e+02,-4.216924716726997246e+01,-5.183564576210162755e+01,9.003863246672204335e-02,1.393037879775955279e+00,-9.926250252867419022e-04,-5.096593295870881501e-01
1.241048209641928395e+02,-4.216932653880890314e+01,-5.183565067996386233e+01,9.004742145315354496e-02,1.393018869246915870e+00,-9.910594569646491436e-04,4.322988522473034667e-01
1.241848369673934798e+02,-4.216940575247650003e+01,-5.183565608048913731e+01,9.005617501136570224e-02,1.393000090033541083e+00,-9.895316138717191734e-04,3.592801328605155220e-01
1.242648529705941201e+02,-4.216948481069897525e+01,-5.183566196022709960e+01,9.006489318777659292e-02,1.392981540940321450e+00,-9.880352400593039874e-04,6.439302268765109138e-01
1.243448689737947603e+02,-4.216956371744125676e+01,-5.183566831567031841e+01,9.007357602933956098e-02,1.392963220775701672e+00,-9.865612225787856460e-04,6.914875171920652486e-01
1.244248849769954006e+02,-4.216964247820694567e+01,-5.183567514325425662e+01,9.008222358354331383e-02,1.392945128352081063e+00,-9.850975915171034103e-04,-6.729690107291191881e-01
1.245049009801960409e+02,-4.216972110003833052e+01,-5.183568243935727793e+01,9.009083589841183903e-02,1.392927262485813333e+00,-9.836295200678080164e-04,6.417720137542162195e-01
1.245849169833966812e+02,-4.216979959151640855e+01,-5.183569020030063967e+01,9.009941302250441819e-02,1.392909621997207026e+00,-9.821393242859244310e-04,6.478851975659626339e-01
1.246649329865973215e+02,-4.216987796276085732e+01,-5.183569842234850711e+01,9.010795500491566856e-02,1.392892205710524411e+00,-9.806064631661115527e-04,-2.671022032419642644e-01
1.247449489897979618e+02,-4.216995622543005595e+01,-5.183570710170796048e+01,9.011646189527550144e-02,1.392875012453982819e+00,-9.790075385396335150e-04,5.177232953964441275e-01
1.248249649929986020e+02,-4.217003439272105680e+01,-5.183571623452895238e+01,9.012493374374910826e-02,1.392858041059754193e+00,-9.773162951205449644e-04,7.331382695026027463e-01
1.249049809961992423e+02,-4.217011247936962803e+01,-5.183572581690436465e+01,9.013337060103704390e-02,1.392841290363964202e+00,-9.755036203031863806e-04,-2.703932553729935795e-01
1.249849969993998826e+02,-4.217019047831024636e+01,-5.183573584590426009e+01,9.014177251727201190e-02,1.392824759194209339e+00,-9.735811433024821326e-04,-6.903532557550290383e-01
1.250650130026005229e+02,-4.217026835892555425e+01,-5.183574631965259982e+01,9.015013954227832360e-02,1.392808446368212216e+00,-9.716045149659180424e-04,-1.807398676199703513e-01
1.251450290058011632e+02,-4.217034610863186828e+01,-5.183575723548484149e+01,9.015847172732951997e-02,1.392792350716306249e+00,-9.695957211803829523e-04,1.395383936484992260e+00
1.252250450090018035e+02,-4.217042371637804621e+01,-5.183576859067965614e+01,9.016676912414803291e-02,1.392776471072871836e+00,-9.675739011143491553e-04,1.171626524990345974e-01
1.253050610122024437e+02,-4.217050117259591246e+01,-5.183578038246118780e+01,9.017503178490256233e-02,1.392760806276311047e+00,-9.655554396772458858e-04,-6.080702813119104322e-01
1.253850770154030840e+02,-4.217057846920022968e+01,-5.183579260799901789e+01,9.018325976220813167e-02,1.392745355169046073e+00,-9.635539675620918842e-04,-1.274371901710612265e-01
1.254650930186037243e+02,-4.217065559958871290e+01,-5.183580526440817948e+01,9.019145310912604629e-02,1.392730116597520107e+00,-9.615803611495721270e-04,-4.979876876594768187e-01
1.255451090218043646e+02,-4.217073255864201542e+01,-5.183581834874915018e+01,9.019961187916393508e-02,1.392715089412197349e+00,-9.596427425186959681e-04,-2.005999406508661431e-01
1.256251250250050049e+02,-4.217080934272374293e+01,-5.183583185802785920e+01,9.020773612627569493e-02,1.392700272467562561e+00,-9.577464793153467326e-04,4.661431279910201869e-02
1.257051410282056452e+02,-4.217088594968044646e+01,-5.183584578919568031e+01,9.021582590486154629e-02,1.392685664622121733e+00,-9.558941848126778495e-04,-1.281754396655745420e+00
1.257851570314062855e+02,-4.217096237884162946e+01,-5.183586013914942470e+01,9.022388126976796374e-02,1.392671264738401193e+00,-9.540857178009787276e-04,1.792463050218914278e-01
1.258651730346069257e+02,-4.217103863101972649e+01,-5.183587490473137649e+01,9.023190227628778703e-02,1.392657071682948500e+00,-9.523181825201731954e-04,7.063825003331952734e-01
1.259451890378075660e+02,-4.217111470851013166e+01,-5.183589008272924303e+01,9.023988898016008231e-02,1.392643084326331993e+00,-9.505859287344264885e-04,-9.963498860198584384e-02
1.260252050410082063e+02,-4.217119061509117728e+01,-5.183590566987619042e+01,9.024784143757026700e-02,1.392629301543140352e+00,-9.488805514799025786e-04,-1.922963420039637550e-01
1.261052210442088466e+02,-4.217126635602416229e+01,-5.183592166285082925e+01,9.025575970515002655e-02,1.392615722211983709e+00,-9.471908911962145794e-04,5.458480320662197904e-01
1.261852370474094869e+02,-4.217134193805330256e+01,-5.183593805827722178e+01,9.026364383997734220e-02,1.392602345215492976e+00,-9.455030336695813276e-04,-6.342648160634066778e-01
1.262652530506101272e+02,-4.217141736940577346e+01,-5.183595485272487480e+01,9.027149389957653258e-02,1.392589169440319408e+00,-9.438003098871661223e-04,-6.238888908641739839e-01
1.263452690538107674e+02,-4.217149265979170991e+01,-5.183597204270873959e+01,9.027930994191815661e-02,1.392576193777135707e+00,-9.420632960619457208e-04,-6.962100946443244842e-01
1.264252850570114077e+02,-4.217156782040417795e+01,-5.183598962468921201e+01,9.028709202541912449e-02,1.392563417120634695e+00,-9.402698135545506375e-04,-7.962924824638348276e-02
1.265053010602120480e+02,-4.217164286391918893e+01,-5.183600759507215372e+01,9.029484020894258667e-02,1.392550838369530863e+00,-9.383949289158977081e-04,1.960750938796845810e-01
1.265853170634126883e+02,-4.217171780449571372e+01,-5.183602595020884962e+01,9.030255455179804491e-02,1.392538456426558824e+00,-9.364109536882381235e-04,-4.622288298362308562e-02
1.266653330666133286e+02,-4.217179264940966732e+01,-5.183604468676664823e+01,9.031023511333988174e-02,1.392526270193954252e+00,-9.343030735209367776e-04,2.739538085755261476e-01
1.267453490698139689e+02,-4.217186736698948124e+01,-5.183606380314910211e+01,9.031788195166404187e-02,1.392514278555951446e+00,-9.321292566326633278e-04,4.144414707245936413e-01
1.268253650730146092e+02,-4.217194194133512752e+01,-5.183608329707196560e+01,9.032549512626021626e-02,1.392502480408326804e+00,-9.299180311899135631e-04,2.473627156045685171e-01
1.269053810762152494e+02,-4.217201636114052121e+01,-5.183610316605859936e+01,9.033307469714994820e-02,1.392490874652599464e+00,-9.276893580079104140e-04,-4.052545926286388878e-01
1.269853970794158897e+02,-4.217209061654978086e+01,-5.183612340757920833e+01,9.034062072471910065e-02,1.392479460194345098e+00,-9.254605030974971669e-04,-1.349693050712628406e-01
1.270654130826165300e+02,-4.217216469915727828e+01,-5.183614401905083469e+01,9.034813326971789793e-02,1.392468235943195687e+00,-9.232460374519746438e-04,6.232003515677618788e-01
1.271454290858171703e+02,-4.217223860200759589e+01,-5.183616499783737908e+01,9.035561239326091176e-02,1.392457200812840412e+00,-9.210578371252609031e-04,-5.242643544489390406e-01
1.272254450890178106e+02,-4.217231231959555515e+01,-5.183618634124961488e+01,9.036305815682701970e-02,1.392446353721024543e+00,-9.189050830578082696e-04,-1.276307573260279105e-01
1.273054610922184509e+02,-4.217238584786619526e+01,-5.183620804654513137e+01,9.037047062225946059e-02,1.392435693589549883e+00,-9.167942612293700222e-04,-2.095537010936463218e-01
1.273854770954190911e+02,-4.217245918421479445e+01,-5.183623011092839761e+01,9.037784985176580688e-02,1.392425219344275433e+00,-9.147291623854414411e-04,-9.095905864287917586e-02
1.274654930986197314e+02,-4.217253232748684866e+01,-5.183625253155071988e+01,9.038519590791796454e-02,1.392414929915116062e+00,-9.127108821687102136e-04,-5.387469567481267818e-01
1.275455091018203717e+02,-4.217260527797807868e+01,-5.183627530551026297e+01,9.039250885365217314e-02,1.392404824236043837e+00,-9.107378210053695966e-04,-6.755774891146607564e-01
1.276255251050210120e+02,-4.217267803743443721e+01,-5.183629842985203595e+01,9.039978875226903354e-02,1.392394901245086913e+00,-9.088056840163005745e-04,1.277073184190728572e+00
1.277055411082216523e+02,-4.217275060905210893e+01,-5.183632190156791353e+01,9.040703566743346631e-02,1.392385159884330204e+00,-9.069074810241772866e-04,4.720436350628097744e-01
1.277855571114222926e+02,-4.217282299747749619e+01,-5.183634571759661469e+01,9.041424966317472556e-02,1.392375599099915595e+00,-9.050335265143871766e-04,-3.572136510152014166e-01
1.278655731146229328e+02,-4.217289520880724041e+01,-5.183636987482369562e+01,9.042143080388639897e-02,1.392366217842041065e+00,-9.031714395213441549e-04,-3.038565966026556681e-02
1.279455891178235731e+02,-4.217296725058819362e+01,-5.183639437008159234e+01,9.042857915432646332e-02,1.392357015064961345e+00,-9.013061437173064405e-04,3.374529515029300319e-01
1.280256051210241992e+02,-4.217303913181746111e+01,-5.183641920014956384e+01,9.043569477961715952e-02,1.392347989726987700e+00,-8.994198672027664543e-04,-1.727299093080449655e-01
1.281056211242248537e+02,-4.217311086294233746e+01,-5.183644436175374892e+01,9.044277774524510372e-02,1.392339140790488372e+00,-8.974921425881632331e-04,3.073642908340084579e-01
1.281856371274254798e+02,-4.217318245586038472e+01,-5.183646985156711651e+01,9.044982811706127335e-02,1.392330467221887469e+00,-8.954998068588793103e-04,-3.085378464619314975e-01
1.282656531306261343e+02,-4.217325392391936845e+01,-5.183649566620949400e+01,9.045684596128092392e-02,1.392321967991666298e+00,-8.934170014107678526e-04,-1.801579919112816508e-01
1.283456691338267603e+02,-4.217332528191728613e+01,-5.183652180224756734e+01,9.046383134448371388e-02,1.392313642074362923e+00,-8.912151719471239630e-04,-4.327559309264664839e-02
1.284256851370274148e+02,-4.217339652182037923e+01,-5.183654825727007420e+01,9.047078433250228813e-02,1.392305488435282124e+00,-8.889084371830335840e-04,-2.296366638157269491e-01
1.285057011402280409e+02,-4.217346761333210026e+01,-5.183657502986289245e+01,9.047770499074124506e-02,1.392297506030726995e+00,-8.865525347765412789e-04,-1.227297797846864880e+00
1.285857171434286954e+02,-4.217353854442017536e+01,-5.183660211781426597e+01,9.048459338584777245e-02,1.392289693830222719e+00,-8.841690954213277109e-04,9.691872919488333377e-03
1.286657331466293215e+02,-4.217360930451373235e+01,-5.183662951885861503e+01,9.049144958476014466e-02,1.392282050807371663e+00,-8.817770322870899236e-04,1.299292308318731048e-01
1.287457491498299760e+02,-4.217367988447554694e+01,-5.183665723067780107e+01,9.049827365470633489e-02,1.392274575939837833e+00,-8.793925927399470766e-04,2.372188416547377221e-01
1.288257651530306021e+02,-4.217375027660207110e+01,-5.183668525090111245e+01,9.050506566320407065e-02,1.392267268209346875e+00,-8.770293583602040144e-04,-4.978695335075359329e-01
1.289057811562312565e+02,-4.217382047462341177e+01,-5.183671357710527872e+01,9.051182567806075052e-02,1.392260126601686521e+00,-8.746982447611628686e-04,1.712489845532607080e-01
1.289857971594318826e+02,-4.217389047370333088e+01,-5.183674220681442790e+01,9.051855376737351355e-02,1.392253150106705473e+00,-8.724075017809695964e-04,1.069778859433302143e-01
1.290658131626325371e+02,-4.217396027043925955e+01,-5.183677113750015764e+01,9.052524999952923923e-02,1.392246337718314741e+00,-8.701627131380007540e-04,-8.852790984164302657e-01
1.291458291658331632e+02,-4.217402986286228384e+01,-5.183680036658145696e+01,9.053191444320446424e-02,1.392239688434486755e+00,-8.679667966156046077e-04,-1.101835619526244425e+00
1.292258451690338177e+02,-4.217409925043716612e+01,-5.183682989142476316e+01,9.053854716736549346e-02,1.392233201257255359e+00,-8.658200038951235911e-04,2.373694723140783169e-01
1.293058611722344438e+02,-4.217416843406230953e+01,-5.183685970934395471e+01,9.054514824126831674e-02,1.392226875192716928e+00,-8.637199205843160144e-04,-4.779563880050416436e-01
1.293858771754350983e+02,-4.217423741606980059e+01,-5.183688981760030856e+01,9.055171773445866434e-02,1.392220709251028588e+00,-8.616614660645893764e-04,5.002415024555328937e-01
1.294658931786357243e+02,-4.217430620022535948e+01,-5.183692021340254996e+01,9.055825571677197927e-02,1.392214702446409547e+00,-8.596368935620546381e-04,1.069326011271871213e+00
1.295459091818363788e+02,-4.217437479172839687e+01,-5.183695089390683108e+01,9.056476225833340332e-02,1.392208853797141099e+00,-8.576357900764719489e-04,-2.922210887731045981e-01
1.296259251850370049e+02,-4.217444319721197132e+01,-5.183698185621673105e+01,9.057123742955779100e-02,1.392203162325565513e+00,-8.556450762355893858e-04,-3.455530232815561265e-01
1.297059411882376594e+02,-4.217451142474279635e+01,-5.183701309738326302e+01,9.057768130114975114e-02,1.392197627058086917e+00,-8.536490063413282314e-04,-6.701711548469611694e-03
1.297859571914382855e+02,-4.217457948382126176e+01,-5.183704461440486000e+01,9.058409394410357751e-02,1.392192247025171525e+00,-8.516291683413612645e-04,3.365217092743450489e-01
1.298659731946389400e+02,-4.217464738538140523e+01,-5.183707640422738905e+01,9.059047542970329048e-02,1.392187021261347191e+00,-8.495644837545057726e-04,-5.687491712886536543e-01
1.299459891978395660e+02,-4.217471514179093361e+01,-5.183710846374415127e+01,9.059682582952260921e-02,1.392181948805202740e+00,-8.474312075499312868e-04,6.218884000966815595e-01
1.300260052010402205e+02,-4.217478276685121585e+01,-5.183714078979586759e+01,9.060314521542500721e-02,1.392177028699389751e+00,-8.452029282146611422e-04,4.947655858782411542e-01
1.301060212042408466e+02,-4.217485027522227625e+01,-5.183717337919614465e+01,9.060943365953634532e-02,1.392172259990302363e+00,-8.428516420835308054e-04,3.297103875287739072e-01
1.301860372074415011e+02,-4.217491764830645451e+01,-5.183720623024174756e+01,9.061569123274262894e-02,1.392167641709239234e+00,-8.404115045053117683e-04,-2.707609016163405324e-01
1.302660532106421272e+02,-4.217498486107375300e+01,-5.183723934152588697e+01,9.062191800616105353e-02,1.392163172887279421e+00,-8.379287122686207567e-04,4.573131192097444897e-01
1.303460692138427817e+02,-4.217505190196674647e+01,-5.183727271105632184e+01,9.062811405176762758e-02,1.392158852566215854e+00,-8.354243014068174489e-04,4.277710057138345290e-01
1.304260852170434077e+02,-4.217511876085393396e+01,-5.183730633678829491e+01,9.063427944176075113e-02,1.392154679791878014e+00,-8.329166549678745923e-04,-6.013183657974404683e-01
1.305061012202440622e+02,-4.217518542902974588e+01,-5.183734021662458957e+01,9.064041424856135454e-02,1.392150653614131928e+00,-8.304215028012151834e-04,1.044261728168145220e+00
1.305861172234446883e+02,-4.217525189921455109e+01,-5.183737434841549430e+01,9.064651854481275972e-02,1.392146773086879730e+00,-8.279519215825814626e-04,-1.510916182872341362e-01
1.306661332266453428e+02,-4.217531816555463564e+01,-5.183740872995883109e+01,9.065259240338081892e-02,1.392143037268060546e+00,-8.255183348246930564e-04,1.837674687729933809e-01
1.307461492298459689e+02,-4.217538422362220274e+01,-5.183744335899991285e+01,9.065863589735380368e-02,1.392139445219649385e+00,-8.231285127244802879e-04,-2.629008468324211534e-01
1.308261652330466234e+02,-4.217545007041540828e+01,-5.183747823323159309e+01,9.066464910004247424e-02,1.392135996007658250e+00,-8.207875722057167422e-04,1.916275981958841246e-01
1.309061812362472494e+02,-4.217551570435831820e+01,-5.183751335029423046e+01,9.067063208498003790e-02,1.392132688702135024e+00,-8.184979767733580047e-04,5.792227108192992135e-01
1.309861972394479039e+02,-4.217558112530092984e+01,-5.183754870777570289e+01,9.067658492592216291e-02,1.392129522377164808e+00,-8.162595365917013623e-04,-4.045005885313662231e-01
1.310662132426485300e+02,-4.217564633451917189e+01,-5.183758430321140054e+01,9.068250769684700618e-02,1.392126496110868805e+00,-8.140694083245136881e-04,-8.285270032229077319e-01
1.311462292458491845e+02,-4.217571133471490441e+01,-5.183762013408423996e+01,9.068840047195517173e-02,1.392123608985404326e+00,-8.119220951030570177e-04,-2.258046654126215635e-01
1.312262452490498106e+02,-4.217577613001590464e+01,-5.183765619782464995e+01,9.069426332566971061e-02,1.392120860086965672e+00,-8.098094465687211141e-04,-6.538328159103946602e-01
1.313062612522504651e+02,-4.217584072597588118e+01,-5.183769249181057148e+01,9.070009633263616255e-02,1.392118248505783473e+00,-8.077206587309149199e-04,-3.800940842793552044e-01
1.313862772554510912e+02,-4.217590512957448112e+01,-5.183772901336747196e+01,9.070589956772252827e-02,1.392115773336124906e+00,-8.056422739777246989e-04,-6.404714488926006866e-02
1.314662932586517456e+02,-4.217596934921727581e+01,-5.183776575976833101e+01,9.071167310601926936e-02,1.392113433676293255e+00,-8.035581809373582018e-04,-3.288225950757009408e-02
1.315463092618523717e+02,-4.217603339473573953e+01,-5.183780272823363333e+01,9.071741702283929454e-02,1.392111228628628572e+00,-8.014496146344640692e-04,6.445630318979747031e-01
1.316263252650530262e+02,-4.217609727738732062e+01,-5.183783991593140428e+01,9.072313139371798729e-02,1.392109157299507682e+00,-7.992951561455186038e-04,-5.081984707304486593e-01
1.317063412682536523e+02,-4.217616100985534899e+01,-5.183787731997716719e+01,9.072881629441320595e-02,1.392107218799343071e+00,-7.970707328901482924e-04,1.755571310308918775e-01
1.317863572714543068e+02,-4.217622460624911440e+01,-5.183791493743397183e+01,9.073447180090526976e-02,1.392105412242584439e+00,-7.947496182865165792e-04,-2.545784760613983289e-01
1.318663732746549329e+02,-4.217628808057710188e+01,-5.183795276537992436e+01,9.074009798932697324e-02,1.392103736746865383e+00,-7.923052849712064472e-04,6.817362123040037192e-01
1.319463892778555874e+02,-4.217635140978921982e+01,-5.183799080254400593e+01,9.074569493438730539e-02,1.392102191412462497e+00,-7.897804735108593377e-04,1.263059467360236887e+00
1.320264052810562134e+02,-4.217641457135447780e+01,-5.183802904764407060e+01,9.075126271123788724e-02,1.392100775343382724e+00,-7.872169740501533397e-04,1.509326509435400532e-01
1.321064212842568679e+02,-4.217647755399534049e+01,-5.183806749891052590e+01,9.075680139568707838e-02,1.392099487653138956e+00,-7.846355580731767532e-04,8.363108901669685791e-01
1.321864372874574940e+02,-4.217654034785650907e+01,-5.183810615452115655e+01,9.076231106370563628e-02,1.392098327459226903e+00,-7.820543491625642218e-04,-2.658848500686798455e-01
1.322664532906581485e+02,-4.217660294450492842e+01,-5.183814501260105345e+01,9.076779179142681342e-02,1.392097293883124642e+00,-7.794888229923913059e-04,-8.004827432190493308e-01
1.323464692938587746e+02,-4.217666533692977282e+01,-5.183818407122267757e+01,9.077324365514631566e-02,1.392096386050294399e+00,-7.769518071647496527e-04,-6.359762098069150493e-01
1.324264852970594291e+02,-4.217672751954245314e+01,-5.183822332840581026e+01,9.077866673132228836e-02,1.392095603090180100e+00,-7.744534813163284070e-04,-7.903194222147446046e-01
1.325065013002600551e+02,-4.217678948817660967e+01,-5.183826278211758876e+01,9.078406109657533030e-02,1.392094944136209378e+00,-7.720013769692002370e-04,-4.781466624273393307e-01
1.325865173034607096e+02,-4.217685124008814057e+01,-5.183830243027247775e+01,9.078942682768852135e-02,1.392094408325792898e+00,-7.696003774526616326e-04,-1.208789524840661184e-01
