t,C,L,phi,dC_dt,dC_dt_noisy
7.561512302460491775e+00,1.975993878286393057e+00,3.024006121713604944e+00,7.089755681732768933e-01,-1.746628291965368618e-03,3.592138918409137904e-02
7.567513502700539796e+00,1.975983420728191886e+00,3.024016579271806116e+00,7.089867416517953158e-01,-1.738490471198783638e-03,-7.333178542386080585e-03
7.573514702940587817e+00,1.975973011901587251e+00,3.024026988098411195e+00,7.089978632717306439e-01,-1.730390656378588687e-03,-4.383006731815611290e-02
7.579515903180635839e+00,1.975962651579931562e+00,3.024037348420066884e+00,7.090089332728580773e-01,-1.722328670587192079e-03,-5.730722814670552445e-02
7.585517103420683860e+00,1.975952339537510483e+00,3.024047660462487741e+00,7.090199518939637180e-01,-1.714304337617100771e-03,2.260214239644636747e-02
7.591518303660731881e+00,1.975942075549542931e+00,3.024057924450455292e+00,7.090309193728445702e-01,-1.706317481971364458e-03,2.170285135176826599e-02
7.597519503900779902e+00,1.975931859392180634e+00,3.024068140607817590e+00,7.090418359463085407e-01,-1.698367928863575571e-03,-1.042947833049867427e-02
7.603520704140827924e+00,1.975921690842507905e+00,3.024078309157490096e+00,7.090527018501743273e-01,-1.690455504220089722e-03,4.073286355010984072e-02
7.609521904380875945e+00,1.975911569678542978e+00,3.024088430321455245e+00,7.090635173192718632e-01,-1.682580034677361169e-03,-3.190943575183474712e-02
7.615523104620923966e+00,1.975901495679236008e+00,3.024098504320761993e+00,7.090742825874418731e-01,-1.674741347583719175e-03,5.383621205797570891e-02
7.621524304860971988e+00,1.975891468624471292e+00,3.024108531375527154e+00,7.090849978875358728e-01,-1.666939270999368006e-03,3.334139683066291750e-04
7.627525505101020009e+00,1.975881488295065269e+00,3.024118511704933177e+00,7.090956634514165025e-01,-1.659173633697275108e-03,-3.475502422725550850e-03
7.633526705341068030e+00,1.975871554472767633e+00,3.024128445527230813e+00,7.091062795099571936e-01,-1.651444265162727021e-03,-1.665109114135973579e-03
7.639527905581116052e+00,1.975861666940261330e+00,3.024138333059736894e+00,7.091168462930423910e-01,-1.643750995592441200e-03,-6.573314834818618987e-03
7.645529105821164073e+00,1.975851825481161894e+00,3.024148174518836552e+00,7.091273640295674419e-01,-1.636093655897230548e-03,1.227771207605388160e-01
7.651530306061212094e+00,1.975842029880018336e+00,3.024157970119980110e+00,7.091378329474384845e-01,-1.628472077699782972e-03,-8.220446353507994408e-02
7.657531506301260116e+00,1.975832279922312473e+00,3.024167720077685750e+00,7.091482532735728928e-01,-1.620886093336881828e-03,7.240241095753023257e-03
7.663532706541308137e+00,1.975822575394458713e+00,3.024177424605539510e+00,7.091586252338986096e-01,-1.613335535857629566e-03,6.059197393109524987e-02
7.669533906781356158e+00,1.975812916083805382e+00,3.024187083916192620e+00,7.091689490533547024e-01,-1.605820239028332708e-03,3.426983238959774997e-02
7.675535107021404180e+00,1.975803301778632948e+00,3.024196698221365054e+00,7.091792249558913630e-01,-1.598340037323175977e-03,-1.670243862268669388e-02
7.681536307261451313e+00,1.975793732268155356e+00,3.024206267731842868e+00,7.091894531644691302e-01,-1.590894765934436350e-03,8.541515644490739467e-02
7.687537507501499334e+00,1.975784207342519583e+00,3.024215792657478641e+00,7.091996339010601114e-01,-1.583484260770262608e-03,-5.500812714905433526e-02
7.693538707741547356e+00,1.975774726792805192e+00,3.024225273207192810e+00,7.092097673866468721e-01,-1.576108358448902180e-03,-6.689091484436048007e-02
7.699539907981595377e+00,1.975765290411025221e+00,3.024234709588972780e+00,7.092198538412232134e-01,-1.568766896306250658e-03,2.683476125031428877e-02
7.705541108221643398e+00,1.975755897990125520e+00,3.024244102009872481e+00,7.092298934837936164e-01,-1.561459712392743171e-03,-7.428494977404404009e-02
7.711542308461691420e+00,1.975746549323984969e+00,3.024253450676013255e+00,7.092398865323736867e-01,-1.554186645472022121e-03,-1.204516742938027962e-01
7.717543508701739441e+00,1.975737244207415477e+00,3.024262755792582968e+00,7.092498332039898212e-01,-1.546947535026266252e-03,4.259738435137372381e-02
7.723544708941787462e+00,1.975727982436161767e+00,3.024272017563836457e+00,7.092597337146794301e-01,-1.539742221250417487e-03,3.652777340977139686e-02
7.729545909181835484e+00,1.975718763806901812e+00,3.024281236193096412e+00,7.092695882794909368e-01,-1.532570545056177735e-03,3.508177260211634008e-02
7.735547109421883505e+00,1.975709588117246618e+00,3.024290411882751606e+00,7.092793971124833341e-01,-1.525432348072452982e-03,-2.589898958227884046e-02
7.741548309661931526e+00,1.975700455165740221e+00,3.024299544834257780e+00,7.092891604267269612e-01,-1.518327472642688747e-03,7.628978911824464693e-03
7.747549509901979548e+00,1.975691364751859247e+00,3.024308635248138977e+00,7.092988784343027264e-01,-1.511255761825758270e-03,-4.977758467394821640e-02
7.753550710142027569e+00,1.975682316676014016e+00,3.024317683323984429e+00,7.093085513463028846e-01,-1.504217059399959311e-03,8.521334327123286645e-02
7.759551910382075590e+00,1.975673310739546995e+00,3.024326689260451229e+00,7.093181793728302598e-01,-1.497211209857240988e-03,3.805400136536517264e-02
7.765553110622123612e+00,1.975664346744734567e+00,3.024335653255263434e+00,7.093277627229985782e-01,-1.490238058410309208e-03,3.562256556010061359e-02
7.771554310862171633e+00,1.975655424494785706e+00,3.024344575505212518e+00,7.093373016049328017e-01,-1.483297450982856702e-03,-9.898253449631459755e-02
7.777555511102219654e+00,1.975646543793841969e+00,3.024353456206156032e+00,7.093467962257686832e-01,-1.476389234222885705e-03,3.888871296527132010e-02
7.783556711342267675e+00,1.975637704446978837e+00,3.024362295553019386e+00,7.093562467916526559e-01,-1.469513255490273451e-03,7.322908784357769207e-02
7.789557911582315697e+00,1.975628906260203932e+00,3.024371093739794070e+00,7.093656535077424996e-01,-1.462669362866986233e-03,5.935043491950166283e-02
7.795559111822363718e+00,1.975620149040458573e+00,3.024379850959539429e+00,7.093750165782065631e-01,-1.455857405148641703e-03,3.800065938467636628e-02
7.801560312062411739e+00,1.975611432595616668e+00,3.024388567404381778e+00,7.093843362062243196e-01,-1.449077231850282033e-03,-1.496935683333552305e-03
7.807561512302459761e+00,1.975602756734485155e+00,3.024397243265513069e+00,7.093936125939862558e-01,-1.442328693207262091e-03,-1.853397105595941396e-02
7.813562712542507782e+00,1.975594121266804004e+00,3.024405878733193997e+00,7.094028459426934274e-01,-1.435611640172584913e-03,2.864647264077153227e-02
7.819563912782555803e+00,1.975585526003246661e+00,3.024414473996751784e+00,7.094120364525581257e-01,-1.428925924413793069e-03,1.770954186545435280e-02
7.825565113022603825e+00,1.975576970755418715e+00,3.024423029244579286e+00,7.094211843228034331e-01,-1.422271398322738634e-03,1.039645512096983720e-02
7.831566313262651846e+00,1.975568455335859452e+00,3.024431544664138549e+00,7.094302897516635564e-01,-1.415647915007145485e-03,-1.687688525445792814e-02
7.837567513502699867e+00,1.975559979558041190e+00,3.024440020441957255e+00,7.094393529363832718e-01,-1.409055328294606113e-03,8.265377106797702766e-02
7.843568713742747889e+00,1.975551543233317275e+00,3.024448456766680948e+00,7.094483740768365854e-01,-1.402493490779921359e-03,-5.979465810057917052e-02
7.849569913982795910e+00,1.975543146170445130e+00,3.024456853829553094e+00,7.094573533766349582e-01,-1.395962254165716843e-03,-2.527585044769888913e-03
7.855571114222843931e+00,1.975534788188722635e+00,3.024465211811275367e+00,7.094662910275373324e-01,-1.389461477645514975e-03,-3.039850511711032072e-02
7.861572314462891953e+00,1.975526469108670025e+00,3.024473530891328199e+00,7.094751872199529519e-01,-1.382991021296131606e-03,5.021916138324679368e-02
7.867573514702939974e+00,1.975518188751493209e+00,3.024481811248505014e+00,7.094840421435619771e-01,-1.376550745717075586e-03,7.014752461899696756e-02
7.873574714942987995e+00,1.975509946939084438e+00,3.024490053060914008e+00,7.094928559873159291e-01,-1.370140512032769209e-03,6.083430152848066236e-02
7.879575915183036017e+00,1.975501743494021190e+00,3.024498256505977256e+00,7.095016289394375786e-01,-1.363760181888995504e-03,3.640659890603570314e-02
7.885577115423084038e+00,1.975493578239567061e+00,3.024506421760431163e+00,7.095103611874208349e-01,-1.357409617454674589e-03,-7.148750844145507211e-02
7.891578315663132059e+00,1.975485450999671544e+00,3.024514549000326458e+00,7.095190529180307459e-01,-1.351088681425860472e-03,1.027105466958905255e-01
7.897579515903180081e+00,1.975477361598970028e+00,3.024522638401028196e+00,7.095277043173037201e-01,-1.344797237018635627e-03,2.449000724171380289e-02
7.903580716143228102e+00,1.975469309862783351e+00,3.024530690137214872e+00,7.095363155705473046e-01,-1.338535147973551886e-03,-6.761697397814341037e-03
7.909581916383276123e+00,1.975461295617118473e+00,3.024538704382879750e+00,7.095448868623401850e-01,-1.332302278557406794e-03,-2.572724728212110162e-04
7.915583116623324145e+00,1.975453318688668247e+00,3.024546681311329976e+00,7.095534183765325187e-01,-1.326098493557914537e-03,-1.830205517613799418e-02
7.921584316863372166e+00,1.975445378904811200e+00,3.024554621095187024e+00,7.095619102962452684e-01,-1.319923658290367285e-03,1.987410497790027472e-02
7.927585517103420187e+00,1.975437476093611755e+00,3.024562523906386691e+00,7.095703628038709798e-01,-1.313777638591862029e-03,1.419461276693834498e-02
7.933586717343468209e+00,1.975429610083820009e+00,3.024570389916178215e+00,7.095787760810731148e-01,-1.307660300824409205e-03,-1.931266258415954146e-02
7.939587917583516230e+00,1.975421780704872177e+00,3.024578219295126047e+00,7.095871503087866072e-01,-1.301571511878041321e-03,-1.297961433506518991e-01
7.945589117823564251e+00,1.975413987786889924e+00,3.024586012213108077e+00,7.095954856672174182e-01,-1.295511139162375258e-03,-3.051577891560988860e-03
7.951590318063612273e+00,1.975406231160681259e+00,3.024593768839316965e+00,7.096037823358428698e-01,-1.289479050616382239e-03,2.255231876135869312e-02
7.957591518303660294e+00,1.975398510657739637e+00,3.024601489342258365e+00,7.096120404934113113e-01,-1.283475114702614661e-03,2.502491712991366732e-02
7.963592718543708315e+00,1.975390826110244413e+00,3.024609173889753588e+00,7.096202603179423418e-01,-1.277499200406762014e-03,-8.950749239191127873e-03
7.969593918783756337e+00,1.975383177351060837e+00,3.024616822648937386e+00,7.096284419867269211e-01,-1.271551177243868125e-03,2.139418729592651100e-02
7.975595119023804358e+00,1.975375564213740054e+00,3.024624435786258392e+00,7.096365856763271474e-01,-1.265630915252113908e-03,5.015031610659664157e-02
7.981596319263852379e+00,1.975367986532518660e+00,3.024632013467479563e+00,7.096446915625761465e-01,-1.259738284995037816e-03,-2.477225241318837742e-02
7.987597519503900401e+00,1.975360444142319372e+00,3.024639555857678630e+00,7.096527598205786269e-01,-1.253873157563756280e-03,7.206007911336764771e-02
7.993598719743948422e+00,1.975352936878751020e+00,3.024647063121247204e+00,7.096607906247101027e-01,-1.248035404572522822e-03,-9.900595049561876360e-02
7.999599919983996443e+00,1.975345464578107890e+00,3.024654535421890333e+00,7.096687841486175596e-01,-1.242224898163613034e-03,-6.429465158411713788e-02
8.005601120224044465e+00,1.975338027077370162e+00,3.024661972922628284e+00,7.096767405652191218e-01,-1.236441511006880489e-03,-4.649368902977779605e-02
8.011602320464092486e+00,1.975330624214203690e+00,3.024669375785794756e+00,7.096846600467041632e-01,-1.230685116294427672e-03,-1.234540205900715448e-01
8.017603520704140507e+00,1.975323255826960445e+00,3.024676744173037779e+00,7.096925427645330853e-01,-1.224955587749043673e-03,-5.121308663938837352e-02
8.023604720944188529e+00,1.975315921754678072e+00,3.024684078245320151e+00,7.097003888894378720e-01,-1.219252799616210581e-03,6.119934598220288374e-02
8.029605921184236550e+00,1.975308621837080114e+00,3.024691378162918109e+00,7.097081985914212021e-01,-1.213576626670320735e-03,6.086287663595884440e-02
8.035607121424284571e+00,1.975301355914576007e+00,3.024698644085422217e+00,7.097159720397575589e-01,-1.207926944212012188e-03,3.659996192098245726e-03
8.041608321664332593e+00,1.975294123828260862e+00,3.024705876171737362e+00,7.097237094029920090e-01,-1.202303628069056884e-03,8.484779470882963803e-02
8.047609521904380614e+00,1.975286925419915907e+00,3.024713074580082317e+00,7.097314108489414242e-01,-1.196706554596804750e-03,1.077780444271292208e-02
8.053610722144428635e+00,1.975279760532007600e+00,3.024720239467990623e+00,7.097390765446934813e-01,-1.191135600676851425e-03,-2.608173343148953438e-02
8.059611922384476657e+00,1.975272629007688741e+00,3.024727370992309705e+00,7.097467066566071070e-01,-1.185590643715705994e-03,1.089594782542509938e-02
8.065613122624524678e+00,1.975265530690797799e+00,3.024734469309200424e+00,7.097543013503126996e-01,-1.180071561651896417e-03,-8.037402079846989178e-03
8.071614322864572699e+00,1.975258465425859367e+00,3.024741534574138857e+00,7.097618607907115740e-01,-1.174578232947531831e-03,3.562209479205238200e-02
8.077615523104620721e+00,1.975251433058083483e+00,3.024748566941914962e+00,7.097693851419764055e-01,-1.169110536596296157e-03,-7.632164252426631990e-02
8.083616723344668742e+00,1.975244433433365865e+00,3.024755566566632137e+00,7.097768745675510083e-01,-1.163668352115454496e-03,4.880707881444600743e-02
8.089617923584716763e+00,1.975237466398288788e+00,3.024762533601709436e+00,7.097843292301505569e-01,-1.158251559552514465e-03,-2.413458811897849915e-02
8.095619123824764785e+00,1.975230531800119538e+00,3.024769468199878908e+00,7.097917492917612536e-01,-1.152860039481229393e-03,4.161329078603166060e-02
8.101620324064812806e+00,1.975223629486811738e+00,3.024776370513186485e+00,7.097991349136406614e-01,-1.147493673006483306e-03,-7.819950376532577851e-02
8.107621524304860827e+00,1.975216759307004688e+00,3.024783240692993314e+00,7.098064862563172595e-01,-1.142152341757629586e-03,-2.210508511437204310e-02
8.113622724544908849e+00,1.975209921110023581e+00,3.024790078889974421e+00,7.098138034795912210e-01,-1.136835927894708220e-03,2.766325089616076746e-03
8.119623924784956870e+00,1.975203114745879507e+00,3.024796885254118717e+00,7.098210867425334136e-01,-1.131544314104004911e-03,4.394108713345420969e-02
8.125625125025004891e+00,1.975196340065268785e+00,3.024803659934729438e+00,7.098283362034863986e-01,-1.126277383602491966e-03,-6.200283084219539165e-02
8.131626325265052913e+00,1.975189596919574742e+00,3.024810403080423704e+00,7.098355520200635427e-01,-1.121035020134719673e-03,8.225117777530310814e-02
8.137627525505100934e+00,1.975182885160865265e+00,3.024817114839132959e+00,7.098427343491496844e-01,-1.115817107974592659e-03,2.301735664220116995e-02
8.143628725745148955e+00,1.975176204641895028e+00,3.024823795358102974e+00,7.098498833469006897e-01,-1.110623531923149443e-03,-2.739939445207850710e-02
8.149629925985196977e+00,1.975169555216103934e+00,3.024830444783894290e+00,7.098569991687437852e-01,-1.105454177311671060e-03,5.975964753209235536e-02
8.155631126225244998e+00,1.975162936737618002e+00,3.024837063262379999e+00,7.098640819693774473e-01,-1.100308930001681063e-03,4.035242221129808557e-03
8.161632326465293019e+00,1.975156349061249150e+00,3.024843650938748851e+00,7.098711319027709576e-01,-1.095187676380060537e-03,5.681966135918142119e-02
8.167633526705341040e+00,1.975149792042494967e+00,3.024850207957503478e+00,7.098781491221655138e-01,-1.090090303366153535e-03,1.150673001339724416e-01
8.173634726945389062e+00,1.975143265537538717e+00,3.024856734462459507e+00,7.098851337800727856e-01,-1.085016698407326174e-03,3.734140218452168536e-02
8.179635927185437083e+00,1.975136769403249781e+00,3.024863230596748664e+00,7.098920860282761369e-01,-1.079966749480298915e-03,-2.741393992798203672e-02
8.185637127425485104e+00,1.975130303497183215e+00,3.024869696502814786e+00,7.098990060178299588e-01,-1.074940345092478822e-03,-2.236031211464990093e-02
8.191638327665533126e+00,1.975123867677580192e+00,3.024876132322418254e+00,7.099058938990598921e-01,-1.069937374281071385e-03,2.805777994464224434e-02
8.197639527905581147e+00,1.975117461803367114e+00,3.024882538196631110e+00,7.099127498215628274e-01,-1.064957726609083721e-03,1.333031312807880613e-02
8.203640728145629168e+00,1.975111085734156946e+00,3.024888914265841056e+00,7.099195739342069045e-01,-1.060001292174206355e-03,-4.271149946982372159e-02
8.209641928385677190e+00,1.975104739330247883e+00,3.024895260669750119e+00,7.099263663851310691e-01,-1.055067961600375526e-03,-3.446054374289932859e-02
8.215643128625725211e+00,1.975098422452624458e+00,3.024901577547373765e+00,7.099331273217461824e-01,-1.050157626044878612e-03,3.223894383806478331e-02
8.221644328865773232e+00,1.975092134962956436e+00,3.024907865037041788e+00,7.099398568907336893e-01,-1.045270177192136885e-03,1.162896483658728136e-01
8.227645529105821254e+00,1.975085876723599920e+00,3.024914123276398303e+00,7.099465552380465061e-01,-1.040405507258146400e-03,-1.325587745726551081e-01
8.233646729345869275e+00,1.975079647597596688e+00,3.024920352402401758e+00,7.099532225089087989e-01,-1.035563508989145731e-03,3.516024338214694678e-02
8.239647929585917296e+00,1.975073447448188579e+00,3.024926552551809866e+00,7.099598588483841954e-01,-1.030744075343204003e-03,-1.158310322642693013e-02
8.245649129825965318e+00,1.975067276133093186e+00,3.024932723866905260e+00,7.099664644082939180e-01,-1.025947095974810708e-03,3.794228859103452450e-02
8.251650330066013339e+00,1.975061133517579615e+00,3.024938866482418387e+00,7.099730393321856958e-01,-1.021172466179276483e-03,4.236489643708440944e-02
8.257651530306061360e+00,1.975055019470267181e+00,3.024944980529731264e+00,7.099795837598041892e-01,-1.016420083582936229e-03,1.625484168344463326e-03
8.263652730546109382e+00,1.975048933860269029e+00,3.024951066139728972e+00,7.099860978303671466e-01,-1.011689846192709297e-03,-5.181036719730246903e-02
8.269653930786157403e+00,1.975042876557193683e+00,3.024957123442804541e+00,7.099925816825652936e-01,-1.006981652396987670e-03,-7.085957632754670554e-02
8.275655131026205424e+00,1.975036847431143716e+00,3.024963152568854508e+00,7.099990354545622218e-01,-1.002295400958530536e-03,-9.471122983061676381e-02
8.281656331266253446e+00,1.975030846352716640e+00,3.024969153647281583e+00,7.100054592839946110e-01,-9.976309910229019806e-04,6.011964902072291367e-02
8.287657531506301467e+00,1.975024873193004238e+00,3.024975126806993764e+00,7.100118533079721184e-01,-9.929883221109214730e-04,-1.147810660996067406e-02
8.293658731746349488e+00,1.975018927823593229e+00,3.024981072176404773e+00,7.100182176630773778e-01,-9.883672941271015588e-04,-2.800211566205489458e-02
8.299659931986397510e+00,1.975013010116564827e+00,3.024986989883433619e+00,7.100245524853658896e-01,-9.837678073503219878e-04,-1.486973834867000126e-02
8.305661132226445531e+00,1.975007119944494516e+00,3.024992880055503708e+00,7.100308579103663531e-01,-9.791897624431555869e-04,-6.795257568227176803e-02
8.311662332466493552e+00,1.975001257180453162e+00,3.024998742819545061e+00,7.100371340730803338e-01,-9.746330604434305656e-04,1.425609591560956027e-02
8.317663532706541574e+00,1.974995421698005682e+00,3.025004578301992542e+00,7.100433811079823743e-01,-9.700976027717800321e-04,6.496497719941800308e-02
8.323664732946589595e+00,1.974989613371211261e+00,3.025010386628786740e+00,7.100495991490202163e-01,-9.655832912272011015e-04,5.595744824732094141e-02
8.329665933186637616e+00,1.974983832074624690e+00,3.025016167925373534e+00,7.100557883296142458e-01,-9.610900279861667173e-04,-7.925104358937216931e-02
8.335667133426685638e+00,1.974978077683294364e+00,3.025021922316703638e+00,7.100619487826580478e-01,-9.566177156106192569e-04,6.721897647483697502e-02
8.341668333666731883e+00,1.974972350072764060e+00,3.025027649927233941e+00,7.100680806405181844e-01,-9.521662570346478560e-04,-3.916401099335142799e-02
8.347669533906779904e+00,1.974966649119071604e+00,3.025033350880926619e+00,7.100741840350340839e-01,-9.477355555778110840e-04,-9.659534881771607295e-02
8.353670734146827925e+00,1.974960974698749538e+00,3.025039025301248685e+00,7.100802590975183737e-01,-9.433255149362551606e-04,-6.241693728546698211e-02
8.359671934386875947e+00,1.974955326688825563e+00,3.025044673311172883e+00,7.100863059587565473e-01,-9.389360391893752933e-04,-4.926464160144207460e-02
8.365673134626923968e+00,1.974949704966820985e+00,3.025050295033177239e+00,7.100923247490070755e-01,-9.345670327927102505e-04,-1.281959049794659982e-03
8.371674334866971989e+00,1.974944109410752491e+00,3.025055890589245511e+00,7.100983155980014061e-01,-9.302184005841596104e-04,-5.252899204989650017e-02
8.377675535107020011e+00,1.974938539899131262e+00,3.025061460100866739e+00,7.101042786349439639e-01,-9.258900477817633146e-04,-7.643816308677819915e-02
8.383676735347068032e+00,1.974932996310962974e+00,3.025067003689035250e+00,7.101102139885123732e-01,-9.215818799841457576e-04,-1.414628363654925336e-02
8.389677935587116053e+00,1.974927478525747793e+00,3.025072521474250653e+00,7.101161217868567910e-01,-9.172938031665189840e-04,9.527790333651209309e-02
8.395679135827164075e+00,1.974921986423480602e+00,3.025078013576517844e+00,7.101220021576009067e-01,-9.130257236904526508e-04,-3.603056984312049543e-02
8.401680336067212096e+00,1.974916519884650778e+00,3.025083480115347445e+00,7.101278552278410539e-01,-9.087775482941040650e-04,2.230389822419316659e-02
8.407681536307260117e+00,1.974911078790242858e+00,3.025088921209755366e+00,7.101336811241465430e-01,-9.045491840971031650e-04,3.092792377376192385e-03
8.413682736547308139e+00,1.974905663021734981e+00,3.025094336978263243e+00,7.101394799725598839e-01,-9.003405385978879849e-04,1.320030451711308173e-01
8.419683936787356160e+00,1.974900272461100892e+00,3.025099727538897554e+00,7.101452518985963414e-01,-8.961515196785896364e-04,-9.580905950265253268e-02
8.425685137027404181e+00,1.974894906990808163e+00,3.025105093009190060e+00,7.101509970272444905e-01,-8.919820356005914164e-04,5.387710032514835684e-02
8.431686337267452203e+00,1.974889566493819748e+00,3.025110433506178698e+00,7.101567154829655504e-01,-8.878319950054169851e-04,-6.495708178501109764e-02
8.437687537507500224e+00,1.974884250853592427e+00,3.025115749146405797e+00,7.101624073896938283e-01,-8.837013069160626344e-04,-3.050446400792283796e-02
8.443688737747548245e+00,1.974878959954077917e+00,3.025121040045920306e+00,7.101680728708367196e-01,-8.795898807347768411e-04,-5.713672550405382231e-03
8.449689937987596267e+00,1.974873693679722875e+00,3.025126306320275571e+00,7.101737120492744859e-01,-8.754976262492775163e-04,1.584288124636527573e-01
8.455691138227644288e+00,1.974868451915467782e+00,3.025131548084530220e+00,7.101793250473605879e-01,-8.714244536234261318e-04,-3.902168996778972859e-02
8.461692338467692309e+00,1.974863234546748725e+00,3.025136765453249499e+00,7.101849119869211302e-01,-8.673702734043331475e-04,-9.531157593582119392e-02
8.467693538707740331e+00,1.974858041459495395e+00,3.025141958540502607e+00,7.101904729892556389e-01,-8.633349965196934761e-04,6.400484502054161473e-02
8.473694738947788352e+00,1.974852872540132864e+00,3.025147127459865359e+00,7.101960081751361731e-01,-8.593185342782305725e-04,-4.282112395078338518e-02
8.479695939187836373e+00,1.974847727675580256e+00,3.025152272324417968e+00,7.102015176648079908e-01,-8.553207983710287010e-04,-1.300283848290563309e-02
8.485697139427884395e+00,1.974842606753251850e+00,3.025157393246746373e+00,7.102070015779895495e-01,-8.513417008697565791e-04,-2.053432848082583327e-03
8.491698339667932416e+00,1.974837509661055757e+00,3.025162490338942245e+00,7.102124600338719507e-01,-8.473811542266673769e-04,4.002058124817954761e-03
8.497699539907980437e+00,1.974832436287395687e+00,3.025167563712602536e+00,7.102178931511193838e-01,-8.434390712777073418e-04,-9.350370489122288020e-03
8.503700740148028459e+00,1.974827386521169181e+00,3.025172613478829042e+00,7.102233010478692377e-01,-8.395153652380749065e-04,1.254830643346461355e-02
8.509701940388076480e+00,1.974822360251768716e+00,3.025177639748229730e+00,7.102286838417314341e-01,-8.356099497044411351e-04,1.853237016208273899e-02
8.515703140628124501e+00,1.974817357369081261e+00,3.025182642630916963e+00,7.102340416497894271e-01,-8.317227386576142578e-04,4.186441817223936213e-02
8.521704340868172523e+00,1.974812377763488280e+00,3.025187622236510165e+00,7.102393745885993148e-01,-8.278536464563224229e-04,-2.218951044143942231e-02
8.527705541108220544e+00,1.974807421325866175e+00,3.025192578674132271e+00,7.102446827741902835e-01,-8.240025878456513908e-04,-3.826050975559083106e-02
8.533706741348268565e+00,1.974802487947585616e+00,3.025197512052412829e+00,7.102499663220644965e-01,-8.201694779477186614e-04,-5.399768341130041505e-02
8.539707941588316586e+00,1.974797577520512215e+00,3.025202422479486231e+00,7.102552253471969834e-01,-8.163542322696670794e-04,2.881909077619027731e-02
8.545709141828364608e+00,1.974792689937005852e+00,3.025207310062992150e+00,7.102604599640360838e-01,-8.125567667014443884e-04,-3.127464026507203922e-03
8.551710342068412629e+00,1.974787825089921345e+00,3.025212174910076879e+00,7.102656702865027816e-01,-8.087769975082537144e-04,2.685145157388339754e-02
8.557711542308460650e+00,1.974782982872607784e+00,3.025217017127390662e+00,7.102708564279911485e-01,-8.050148413465407771e-04,2.610479724944702803e-02
8.563712742548508672e+00,1.974778163178908974e+00,3.025221836821089028e+00,7.102760185013683447e-01,-8.012702152484507678e-04,8.349257645248181481e-02
8.569713942788556693e+00,1.974773365903163436e+00,3.025226634096834566e+00,7.102811566189746184e-01,-7.975430366307101337e-04,9.577711741721089966e-03
8.575715143028604714e+00,1.974768590940204405e+00,3.025231409059793819e+00,7.102862708926227508e-01,-7.938332232915179532e-04,3.682473261121162883e-02
8.581716343268652736e+00,1.974763838185359388e+00,3.025236161814638614e+00,7.102913614335989445e-01,-7.901406934123222925e-04,-6.091963200815300739e-02
8.587717543508700757e+00,1.974759107534450608e+00,3.025240892465547393e+00,7.102964283526623790e-01,-7.864653655542674926e-04,-5.480154917505193624e-02
8.593718743748748778e+00,1.974754398883795226e+00,3.025245601116202998e+00,7.103014717600448780e-01,-7.828071586652995961e-04,-1.636969444888333736e-02
8.599719943988796800e+00,1.974749712130204227e+00,3.025250287869793997e+00,7.103064917654515753e-01,-7.791659920686200280e-04,-6.161504978279097600e-02
8.605721144228844821e+00,1.974745047170984202e+00,3.025254952829014243e+00,7.103114884780605820e-01,-7.755417854791168963e-04,3.370411910407826450e-02
8.611722344468892842e+00,1.974740403903935571e+00,3.025259596096062875e+00,7.103164620065227641e-01,-7.719344589864896022e-04,-6.742457387270252289e-02
8.617723544708940864e+00,1.974735782227353686e+00,3.025264217772644315e+00,7.103214124589620759e-01,-7.683439330663510702e-04,2.650807003719319807e-03
8.623724744948988885e+00,1.974731182040028621e+00,3.025268817959969603e+00,7.103263399429756708e-01,-7.647701285771191237e-04,-1.236695512035571598e-01
8.629725945189036906e+00,1.974726603241244494e+00,3.025273396758753730e+00,7.103312445656334573e-01,-7.612129667564637714e-04,-5.600019913702373314e-02
8.635727145429084928e+00,1.974722045730781028e+00,3.025277954269217418e+00,7.103361264334783209e-01,-7.576723692310771696e-04,-1.770943918267843184e-02
8.641728345669132949e+00,1.974717509408911331e+00,3.025282490591086670e+00,7.103409856525262356e-01,-7.541482580051273032e-04,-1.370613260126636417e-02
8.647729545909180970e+00,1.974712994176404113e+00,3.025287005823594111e+00,7.103458223282661521e-01,-7.506405554660311452e-04,-9.033292772377982116e-02
8.653730746149228992e+00,1.974708499934522354e+00,3.025291500065475869e+00,7.103506365656601096e-01,-7.471491843866751026e-04,4.686304770236541725e-03
8.659731946389277013e+00,1.974704026585023309e+00,3.025295973414974693e+00,7.103554284691427911e-01,-7.436740679200859461e-04,4.799952736724410335e-02
8.665733146629325034e+00,1.974699574026662630e+00,3.025300425973335372e+00,7.103601981467448923e-01,-7.402151273363521966e-04,3.167180513454378316e-02
8.671734346869373056e+00,1.974695142158765959e+00,3.025304857841232042e+00,7.103649457062368722e-01,-7.367722847586577473e-04,-3.366592550665407912e-02
8.677735547109421077e+00,1.974690730886924595e+00,3.025309269113073185e+00,7.103696712482763242e-01,-7.333454666977878844e-04,-3.009818737512472489e-02
8.683736747349469098e+00,1.974686340117118410e+00,3.025313659882879591e+00,7.103743748731029539e-01,-7.299345999580708622e-04,-6.004494868493018278e-02
8.689737947589517120e+00,1.974681969755675892e+00,3.025318030244322109e+00,7.103790566805829876e-01,-7.265396116129529958e-04,3.076286011898497069e-02
8.695739147829565141e+00,1.974677619709275245e+00,3.025322380290722535e+00,7.103837167702097277e-01,-7.231604290049986616e-04,7.135978145859274424e-02
