dP,R,mu,L,Q,Q_noisy
1.425429479893040843e+04,1.016951034936475554e-02,3.369443921147753738e-03,1.683589249559005463e+00,1.134506772531184218e-02,1.095353442663227206e-02
3.202392235595477541e+04,1.352106402945820254e-02,2.214512275318286476e-03,1.393371334745141965e+00,9.083136090226222314e-02,9.458299586952857718e-02
2.957879807752045235e+04,1.272775718844096522e-02,3.436111082544919190e-03,1.525204247366159116e+00,4.667537807972967079e-02,4.663933734555028576e-02
3.965007104906107270e+04,9.727121415709303817e-03,4.874453475677369835e-03,1.677195450161713008e+00,1.845766433151090069e-02,1.805877589821658705e-02
2.128509608344628941e+04,1.422751171064384756e-02,3.004892675604703151e-03,8.673965133898922097e-01,9.522255696317005746e-02,9.579039699991727386e-02
5.240767747820109798e+04,1.657623380201629290e-02,2.555329219277181329e-03,1.707172802684360002e+00,2.399665105436908086e-01,2.406937029287486429e-01
7.190709789922041818e+04,1.106871463733009181e-02,2.780425821466323780e-03,1.265323135894254936e+00,1.039961285425401866e-01,1.045117427973023400e-01
4.050360311537727830e+04,1.588024171654591268e-02,1.216605043559555429e-03,1.883369391047872377e+00,2.092160032595069552e-01,2.085363266259960824e-01
9.344738969071744941e+04,1.908655417727724707e-02,2.294348059988912582e-03,1.280302032679884849e+00,5.338566447919633751e-01,5.353004457634807922e-01
8.737901909995247843e+04,6.478889793367345606e-03,2.125991653748303574e-03,7.899944285563624824e-01,3.584083786470076971e-02,3.586666172859558077e-02
3.754136218896431092e+04,8.162175332982957859e-03,1.010107793337647200e-03,1.058203597287853626e+00,3.737711063036825571e-02,3.888758079705031262e-02
1.350103631699287689e+04,1.455422744314004493e-02,1.672591978395908310e-03,1.893792432579356699e+00,4.953002188770698477e-02,5.089658374922111095e-02
7.913725306923013704e+04,1.588291511573006881e-02,3.536001884228237059e-03,1.263383197330936403e+00,3.444346328317399175e-01,3.431357776024060446e-01
3.160110816145808712e+04,1.815094845321694669e-02,2.565331247502254056e-03,7.566975763514821596e-01,4.167261933387341744e-01,4.157218802118033407e-01
3.989449365208765084e+04,9.750844233187882029e-03,3.915257303461266644e-03,1.995887904263963453e+00,1.805621240034699024e-02,1.703197926253656805e-02
6.214017037121515750e+04,1.730794037868237795e-02,1.557900932022999443e-03,7.952116417725363373e-01,3.912133044699317441e-01,3.914403820305230597e-01
9.989917091984466242e+04,1.974114166988044650e-02,6.737042159010356692e-04,5.281536843291856353e-01,4.284969291574454214e-09,3.211840747008992274e-05
3.697098099507926963e+04,7.111901794371808250e-03,1.388411878997919575e-03,1.027068382650200951e+00,1.871410639606028645e-02,1.896168163559427619e-02
5.216707026315951953e+04,1.910609395225805474e-02,2.174146576872380658e-03,1.722409813997402672e+00,4.100295594889377115e-01,4.091968486795548587e-01
6.647057945767752244e+04,1.811553637069826875e-02,9.863827159301004170e-04,8.708352180524684405e-01,1.978019753214604604e-01,1.982091226873758660e-01
7.150351412411914498e+04,9.572739005196669732e-03,3.375835136484459792e-03,7.097857327969422370e-01,9.892993469188600397e-02,1.003150393016542657e-01
2.909495651048203945e+04,1.421884433049776936e-02,2.609680502137298828e-03,1.436760666619245841e+00,8.611617157110464105e-02,8.476257685645889606e-02
6.357895727520321816e+04,1.423605551632000851e-02,2.364385225361015537e-03,6.239411059582440355e-01,3.609163581281432109e-01,3.607025628844956477e-01
5.896957986158467975e+04,6.845576182268813675e-03,2.172120464737320282e-03,1.305976739583470714e+00,1.571827844619625228e-02,1.594928420069951017e-02
6.927218765268480638e+04,1.061087390667717414e-02,4.481879822955807044e-03,1.033325693647183741e+00,7.920052955819656404e-02,7.905347897961620407e-02
2.034972775299241039e+04,1.008880271355286698e-02,3.802003092603634376e-03,5.794432394999775582e-01,3.412061843803356614e-02,3.390649099327466831e-02
2.136650643431892968e+04,1.670402341194186444e-02,3.911260711038319973e-03,9.541648950468641921e-01,1.317850984881895615e-01,1.335373624727348441e-01
9.779747413743616198e+04,1.944309815408270734e-02,3.916422545622603654e-03,1.501921117511523684e+00,5.860132471201786597e-01,5.872803146249634398e-01
8.391714080908361939e+04,5.754307090784427023e-03,1.679566185843274538e-03,1.215546062988757781e+00,1.564404584613615298e-02,1.647744078946230400e-02
8.448015835859498475e+04,1.746326681172523029e-02,1.871384654511608781e-03,1.863829933370772185e+00,4.510689523130178569e-01,4.502917527496264061e-01
9.406939672908163629e+04,1.398817243623114506e-02,1.106672693355438986e-03,6.072456975639740628e-01,1.080907044427880381e-01,1.103163111627598891e-01
9.645829840161227912e+04,1.607585498338972435e-02,1.658408497179931227e-03,1.549768597082018085e+00,4.288233578103756716e-01,4.291692604730980576e-01
4.541387788899391307e+04,1.570068977826417911e-02,1.581913292124364307e-03,1.906214462013652522e+00,1.980179733077206128e-01,1.974249973648799505e-01
7.786604586131719407e+04,1.670199442370529086e-02,3.670681411217227227e-03,1.034961527960716499e+00,4.348327889064584895e-01,4.344804116249896264e-01
6.774580832999671111e+04,1.608744945418265002e-02,1.947813002319609627e-03,1.321788830704819784e+00,3.840422539618594810e-01,3.835379253427017576e-01
6.038652425152340584e+04,1.112354774096144250e-02,3.122445517006365839e-03,1.909798194644291680e+00,5.103789314540255195e-02,5.314442978936388673e-02
7.114135449893803161e+04,1.883998118139189326e-02,3.271826060329563642e-03,5.453747523452081580e-01,3.128820888046882631e-01,3.130732757803649791e-01
3.874901060120705370e+04,9.178932179403298530e-03,6.352727913183328938e-04,1.355579240054590517e+00,5.925312625160320673e-02,5.930244593454594981e-02
8.759608461418376828e+04,1.767807848016776304e-02,4.009431650242698160e-03,1.500401517202031743e+00,4.290933957825315281e-01,4.269267836232132907e-01
4.663200953868203942e+04,1.416206671587592197e-02,2.832048683398888898e-03,1.497354660726637476e+00,1.288241496838058164e-01,1.295479599360830902e-01
2.333608189394065630e+04,6.121492885601004935e-03,1.292812218607425519e-03,9.657548164277864888e-01,8.042509785010120912e-03,6.971013827924929865e-03
1.098827659124740421e+04,1.322254772166840328e-02,3.491777509653922525e-03,5.539547546146372792e-01,5.305772465501730484e-02,5.191476802127090867e-02
6.752703988592891255e+04,7.264573831767316345e-03,2.181231745718288824e-03,1.588471242257113891e+00,1.842870899576729699e-02,1.902826669373130705e-02
3.084685200684329175e+04,1.724247329842407833e-02,7.340450398560440393e-04,1.666557922802767377e+00,2.532481857104919021e-01,2.523717771933054466e-01
9.604590039173750847e+04,1.492103434807874260e-02,7.008819750054648065e-04,1.393817796837610201e+00,2.285502409606264829e-01,2.293730759111324013e-01
2.755040116708972346e+04,1.547277084421793542e-02,2.962952790491039413e-03,1.360976931503726117e+00,1.076564467899961269e-01,1.087653398779446223e-01
3.845614672464938485e+04,1.858229912790109947e-02,3.112670826495027038e-03,1.556699041468803557e+00,2.531449910549368743e-01,2.513425961344459836e-01
9.857185153600845661e+04,1.896508176982696428e-02,3.776592576929005060e-03,5.039901907047314999e-01,8.820817749632497984e-02,8.805906746145668318e-02
5.678691582613856735e+04,1.636494405622402823e-02,1.407197187721553368e-03,5.415752650819213310e-01,2.457187743047152262e-01,2.441319563358040623e-01
9.298221390604005137e+04,1.875419706694041524e-02,3.001489978923172104e-03,1.053256122458250621e+00,5.251990734348628287e-01,5.251241394520480554e-01
8.032939064458021312e+04,1.944014426895182210e-02,2.714675088000250043e-03,1.558738366536583264e+00,5.743092105343610143e-01,5.752084085128672530e-01
2.070691241225184785e+04,1.750885121082201845e-02,1.948315097905497671e-03,6.806882094564149499e-01,3.171986491236846173e-01,3.158218217577793974e-01
2.943850932823853873e+04,6.244472165403928444e-03,3.886261797195358567e-03,1.450140134262187797e+00,4.406034040216231032e-03,6.195193850955140434e-03
4.484598016664804163e+04,8.570076830673265672e-03,3.368517635877442840e-03,1.478341539954420414e+00,1.816942652164963215e-02,1.784478538277026877e-02
8.928606256504834164e+04,1.693924141758851309e-02,4.920227906683906013e-03,6.616051119481746179e-01,4.365249926210705289e-01,4.353274248210308728e-01
4.005894541107084660e+04,9.491883005818557012e-03,1.889890553420990431e-03,1.952923123958303808e+00,2.567125731564849980e-02,2.553193996366764570e-02
5.167738346988916601e+04,1.563779342240549305e-02,3.748740238522772685e-03,7.246688236847156350e-01,3.417752872264725461e-01,3.425520619541974621e-01
5.326889338173918077e+04,1.050324805224868083e-02,3.256751853980356919e-03,1.319169520285307318e+00,5.209871897981057515e-02,5.070578568378261014e-02
3.922797223922678677e+04,1.424592730180107222e-02,1.098533831223548170e-03,1.996027802325508471e+00,1.420568714979030256e-01,1.420426055367547402e-01
8.078367560348928964e+04,1.994512337615417588e-02,1.492317333130782674e-03,9.131991111272168560e-01,1.932924796284970215e-01,1.919026671322242306e-01
1.493440548095631129e+04,1.693791167690793242e-02,4.977822354408441632e-03,1.020441623378417484e+00,7.757511281271896320e-02,7.876265898424346379e-02
3.033191451223862532e+04,1.062424216979988498e-02,3.529154074390296499e-03,1.634608694829976061e+00,2.370346771479706072e-02,2.384134060762970603e-02
8.425766863833296520e+04,5.888464223479199927e-03,2.118429926280267998e-03,1.662619580979326717e+00,1.068249372383306937e-02,1.023980886951967283e-02
6.547075330637785373e+04,1.541102338421472193e-02,1.136615624405372567e-03,8.701014667433959460e-01,3.287757516235458866e-01,3.297932380979269329e-01
5.606423468054470140e+04,1.232588509062191619e-02,1.610286859098466247e-03,1.619548947014342044e+00,1.237813007015885480e-01,1.224746894419907195e-01
4.325571673865846969e+04,1.919851003815595258e-02,3.598330961435938953e-03,1.084355764390419141e+00,4.172819939720601168e-01,4.168703071784543579e-01
2.171256191135739209e+04,1.687301658351496314e-02,1.897964694905224974e-03,1.585766464491760397e+00,1.335174521539144177e-01,1.353449707209225250e-01
5.111058782830280688e+04,1.420129096627940554e-02,2.564943119333670200e-03,1.413585007627123691e+00,1.633316913284295901e-01,1.631886249479655160e-01
9.883850282311331830e+04,1.364287143925940748e-02,4.973344787711758003e-03,1.430066249512934373e+00,1.929622935652685334e-01,1.942998544961259400e-01
6.355796272860565659e+04,1.518428777321309542e-02,4.793598731829848067e-03,1.584761961862265034e+00,1.606394025926727032e-01,1.608151385429941738e-01
6.189214156674326659e+04,1.440940132288784717e-02,4.924195397575345176e-03,6.992775694598071246e-01,2.755274539716769389e-01,2.748078290099922327e-01
9.911067264607157267e+04,8.338664052800683069e-03,1.565685096537680013e-03,1.491999478858492489e+00,6.380161030253479748e-02,6.353538893142071653e-02
8.968630422298553458e+04,1.759056725383185971e-02,1.332280485064700351e-03,1.253292759940625833e+00,3.767556101674991997e-01,3.768125442090655697e-01
9.992793864506125101e+04,9.601457647914563021e-03,1.840323182075194160e-03,1.212894479262633940e+00,1.205074474670447260e-01,1.200774337514018270e-01
9.582700056054639572e+04,7.763460650858799821e-03,2.035453959264207566e-03,1.726022947998398838e+00,3.365681118106826630e-02,3.281210945130802470e-02
7.007471665647384361e+04,1.035281352914085851e-02,2.413126418845305474e-03,8.981461341360998940e-01,1.237217839754392035e-01,1.229193922973420561e-01
3.747809742944105528e+04,1.337884198754280343e-02,4.925711065185434459e-03,9.477784911440030324e-01,9.537009074352649496e-02,9.386562280676280512e-02
6.653288602244407230e+04,1.084699593902353418e-02,3.233724484094190835e-03,1.934697704908315385e+00,5.008623270905642605e-02,5.017533597899528214e-02
4.133888522323960206e+04,6.146339880106014772e-03,1.246321653404380836e-03,7.082944208563628496e-01,1.937781518112715110e-02,1.974989602603199196e-02
8.296925777127216861e+04,1.374252424036370365e-02,3.131532984554443854e-03,6.782976977466457225e-01,3.412040837024253870e-01,3.419313836044741151e-01
2.235704149681793206e+04,1.616435107530850984e-02,4.508668910514875700e-03,1.363392962464454961e+00,7.819127131703883238e-02,7.636368507130790462e-02
5.162917001306774182e+04,1.869061997381699786e-02,1.362084526042088746e-03,1.132659461404504908e+00,4.762104808079997142e-01,4.769943485295291552e-01
8.566984199321977212e+04,5.334260355623475502e-03,1.438575811071370752e-03,1.702992710480932370e+00,9.402879232898774323e-03,9.363773160140267948e-03
5.090608778096843162e+04,9.431189494207063706e-03,2.589552559953713345e-03,1.300364297574541750e+00,3.890733465271040137e-02,3.745671870084315430e-02
6.409160644778927963e+04,8.139618246331293411e-03,3.220977995310132791e-03,5.446668670637735410e-01,6.636587034117959194e-02,6.644170545362769464e-02
1.884546441862147185e+04,1.185188889453869104e-02,3.285296742682333217e-03,1.487817789183449868e+00,2.585999562046951278e-02,2.665259043163259109e-02
3.565944851108004514e+04,6.968175530883812668e-03,3.429384581649256268e-03,1.942684968599128092e+00,6.082864169837699786e-03,6.583284901020204638e-03
9.590367058189453383e+04,1.150182756317803118e-02,4.479549708404216568e-03,1.229952482739294695e+00,1.268141453281147468e-01,1.275174725657470809e-01
6.912455907992424909e+04,1.486504379014942298e-02,2.697456635665563575e-03,8.085477503365305907e-01,3.745097000943524712e-01,3.754330345294590310e-01
4.284452518524559855e+04,7.781793224700562367e-03,1.522627195165225048e-03,1.385739314776585296e+00,2.120030128468538763e-02,2.207425853954533487e-02
5.651930583692422806e+04,1.655515396780117207e-02,1.650020555270715564e-03,5.581009246834407467e-01,3.126780195437627308e-01,3.126205694949136249e-01
7.973817203201357916e+04,6.036384238970615539e-03,1.438483846863965621e-03,9.665676570873926732e-01,2.520260686821090834e-02,2.309837625971635985e-02
8.087233149521776068e+04,1.208298573594876468e-02,3.003421149846170670e-03,1.065654013056232419e+00,1.826863011353503929e-01,1.819050695629272352e-01
8.451711450811559916e+04,1.446824936596289093e-02,4.132714891367898769e-03,1.713967228182610825e+00,1.872344458971442471e-01,1.875690420355261845e-01
3.606784109177927894e+04,1.868535679940980590e-02,2.986518225573916389e-03,1.414476410880369350e+00,2.727342077963214040e-01,2.722433349749469600e-01
3.144753449182816257e+04,1.032617111240789406e-02,6.464366700471342207e-04,8.042844546004330741e-01,1.093683990008842005e-01,1.100327812091931451e-01
6.746576342493342236e+04,5.965611650780884047e-03,5.942245434053312252e-04,6.405674106648823196e-01,5.087605081203386975e-02,5.165286891701729305e-02
5.744805826379994687e+04,1.719704280276780628e-02,7.462273898399383485e-04,1.647994333380921717e+00,3.238517014345088652e-01,3.238790570458380258e-01
6.083980763482552720e+04,1.818690329283062859e-02,2.452790121141155966e-03,1.351295459080791517e+00,4.599480603846343163e-01,4.618072474870024147e-01
2.931534263836484024e+04,1.156791542241543055e-02,3.155397305270841047e-03,1.068344240781178733e+00,4.898791582312136961e-02,4.799238288156989357e-02
3.867617153488605982e+04,1.701160583295231385e-02,2.355977954742172892e-03,1.685512581641481322e+00,2.016517366511641485e-01,2.025627949837579822e-01
7.768478625096555334e+04,1.851292939139459123e-02,4.312469413917422237e-03,1.656511645312836567e+00,4.012725856566773386e-01,4.007799996532240838e-01
4.224909314849841758e+04,6.916492521027708604e-03,4.219335987084070136e-03,9.448981349410590092e-01,1.112115016611153057e-02,1.032068385200041356e-02
7.817369955547888821e+04,1.821310029579014181e-02,1.689195100661044060e-03,1.975526195805623608e+00,4.677871633451305411e-01,4.683559786150555682e-01
1.419801965436053433e+04,5.150262597004136300e-03,3.504692161606147958e-03,7.456313950204942476e-01,2.412610064149975191e-03,1.776996294798006623e-03
9.557795617341127945e+04,1.102240087292000875e-02,2.143309271139865260e-03,9.960014307714972759e-01,1.987324170934026413e-01,1.995717060751187599e-01
2.872657348199992339e+04,1.148742211005857397e-02,2.214529858607218547e-03,6.223724754433812567e-01,1.050474707460210405e-01,1.038611770588028227e-01
5.303868697457702365e+04,1.674812871592865418e-02,3.976150798462516067e-03,1.386760617798101780e+00,2.413037495950460243e-01,2.413193335291019259e-01
9.287967279089905787e+04,1.852446073760575379e-02,6.869592048502472324e-04,7.252420606891318844e-01,1.077439128344604390e-03,2.145092060410924879e-04
3.281317143747000227e+04,1.914069709542244591e-02,1.540844682164111855e-03,1.923607166778755984e+00,2.815458815434810358e-01,2.812914034838648325e-01
3.046458453243670374e+04,1.483251905991945022e-02,2.620711884495432586e-03,7.224948395803802992e-01,2.164488256432854085e-01,2.160574143016354143e-01
9.870766353391211305e+04,1.862294130799142453e-02,4.389454261114781805e-03,1.196818854427762258e+00,5.501353826243623457e-01,5.489874132432589482e-01
9.139871504986080981e+04,1.700321175424359885e-02,3.590566929751514390e-03,8.476709969419680135e-01,4.680166809019130070e-01,4.686529605682148159e-01
5.790215774972059444e+04,6.198566628219878000e-03,4.030249869865559428e-03,1.733379136842147616e+00,6.249699148646778966e-03,4.985455607445972610e-03
1.549197505530724629e+04,1.789916264617662581e-02,4.573177756753277548e-03,1.654696705208689167e+00,6.721378851028016188e-02,6.621469894332424055e-02
6.442018373879623687e+04,9.832167587858315141e-03,3.970716126661995998e-03,5.084115157162938381e-01,1.209149988227669337e-01,1.217877499914291894e-01
3.264203688190357207e+04,1.256614615751698236e-02,2.645358160284978430e-03,1.573391318129004901e+00,5.614868753028689347e-02,5.710342788129469521e-02
2.926094283144839937e+04,6.160175621568043935e-03,1.604486592180873368e-03,1.802887133724689450e+00,5.326941977199618067e-03,5.976387252540397120e-03
9.389287330053989717e+04,1.565698268851766981e-02,1.010028247497305040e-03,8.241904426266272177e-01,1.321970911545883587e-01,1.325191317455640116e-01
6.574809179955683067e+04,1.364204109980847110e-02,2.151718165825059793e-03,6.890960062515448792e-01,3.336278654510372865e-01,3.358881379846445636e-01
4.996355724792263209e+04,1.369878312204995952e-02,1.667693755401080703e-03,7.693243121213113600e-01,2.957299960744712575e-01,2.945025906620094558e-01
1.563929727270972944e+04,1.518276858726076359e-02,4.512420871281216939e-03,1.373142280257547920e+00,4.553006554985554455e-02,4.476907736851567371e-02
4.344592587427094259e+04,1.205754024326063933e-02,2.891681686231036084e-03,1.195158224939197877e+00,8.274233846217325661e-02,8.173106100814682418e-02
8.775848347850546998e+04,7.962452018403511425e-03,4.781986648305607338e-03,1.953104612890634861e+00,1.786688285613668992e-02,1.874834168858546465e-02
3.724086543622273166e+04,1.027341552423386220e-02,1.452197099400492084e-03,1.178798342881133054e+00,6.084956514071979822e-02,6.112057508764400654e-02
3.905148457619576948e+04,9.051021718798565180e-03,2.685487092630153404e-03,1.033477354792896374e+00,3.112372370928028972e-02,3.221770964195194015e-02
6.461704601302713127e+04,8.177570224295920703e-03,4.253572361873073776e-03,8.324256647663230702e-01,3.686411769997283844e-02,3.781988003222601369e-02
3.269266107584739075e+04,6.961241360288899366e-03,2.828124758503059409e-03,1.865931624486487195e+00,6.357588487608747604e-03,6.115963529828951847e-03
6.012412865286265878e+04,9.143035772110324338e-03,4.785219541242377583e-03,1.339851041962117240e+00,2.835656568624860679e-02,2.752116901777129990e-02
7.918142804399614397e+04,9.813484393166777703e-03,1.336770879024387713e-03,7.266768932627301059e-01,1.807178703874825487e-01,1.797094204221774127e-01
3.580063989889844379e+04,1.563848487139543608e-02,3.233214356669222248e-03,1.072753361504449332e+00,1.820538043750093427e-01,1.842494780866357762e-01
5.254757837153157743e+04,1.867087426447417570e-02,4.908890758384932065e-03,6.386430296788805361e-01,5.183713634987557883e-01,5.193231868457635070e-01
6.186406029708652932e+04,8.691672779079982064e-03,9.699701571667224652e-04,1.627708837060933167e+00,5.262067038918422091e-02,5.319820239837455556e-02
4.269982523007466807e+04,1.352143833454290747e-02,3.205343491614342372e-03,6.984345940546707876e-01,2.038051829703798057e-01,2.034508525283595659e-01
3.012565370991437885e+04,1.589332250389227652e-02,1.632283648210189298e-03,1.389560120147197431e+00,1.829264521514461783e-01,1.827130539806845477e-01
2.029616803157484901e+04,8.794535879921214910e-03,4.993971138496297590e-03,1.098678022765157580e+00,1.068630726883356384e-02,1.032721513307033670e-02
6.089354128825548833e+04,1.232214668667993250e-02,5.892998035734770164e-04,6.737018851579434919e-01,1.647683156841469043e-01,1.644295308555889790e-01
9.436862960837865830e+04,1.842979012132281089e-02,5.207484551820545059e-04,1.618244683292785036e+00,9.524242143870846611e-02,9.282392207010695118e-02
1.168895822567040886e+04,1.620323174458039930e-02,3.151738659381071728e-03,8.105414218243234270e-01,8.661129859398832009e-02,8.653509917735702217e-02
8.790971156831311237e+04,1.067352779019938719e-02,1.176055650198017891e-03,1.018546637808947608e+00,2.032789817826403111e-01,2.028818481159061771e-01
9.662257992187399941e+04,1.173276241270027748e-02,2.574820378471071123e-03,1.865773396877209667e+00,1.248804538621503396e-01,1.251554101854174539e-01
5.880938513357326883e+04,1.079840886036383465e-02,4.726632530314720665e-03,1.851419873222016621e+00,3.603070628259764929e-02,3.622554584576717640e-02
9.710951126030937303e+04,1.178190579306724953e-02,3.293434638188025027e-03,1.142660211818500304e+00,1.790684749557760469e-01,1.799071929491015409e-01
7.343041928657534299e+04,1.715273884598403700e-02,1.861805094432057456e-03,1.844834004838803221e+00,3.945914146064948280e-01,3.945637653260622435e-01
5.907026872264146368e+04,8.009207232129444964e-03,1.888814176066963470e-03,1.739297271831928171e+00,2.274928370049099022e-02,2.353171549276789065e-02
5.173075161054948694e+04,1.358605111043549932e-02,2.155840219095837840e-03,1.924448800486293853e+00,1.127004160584799269e-01,1.101249730369912028e-01
5.197591062403208343e+04,1.059849400531830653e-02,2.100616568194144107e-03,7.787738949336171501e-01,1.225000433385577403e-01,1.213843662539834112e-01
7.137970543667156016e+04,1.504743936750562935e-02,3.883298228910487225e-03,1.772816431287476124e+00,1.788924600579258894e-01,1.806039028549884795e-01
3.110548318983552599e+04,1.354295219200614062e-02,2.839746114748319551e-03,1.005606166048984784e+00,1.066024850469213386e-01,1.053689661492033386e-01
7.438610120532417204e+04,5.230353849835254337e-03,4.506405445485361927e-03,1.953195301752101321e+00,3.953613398073364121e-03,3.660308629048147043e-03
5.418907633247266494e+04,1.679183949591820518e-02,1.547803526010337657e-03,5.288970966275408081e-01,2.738735630953972877e-01,2.745661666304918813e-01
7.071959966843696020e+04,1.359309147797698250e-02,4.038828751099596964e-03,5.368509635260874102e-01,3.159620864282751129e-01,3.150653668268631469e-01
9.467755753710163117e+04,1.138922990312552994e-02,1.742211721724730997e-03,9.614889365022958323e-01,2.385500149534680592e-01,2.392583894486588203e-01
3.101083136128276601e+04,5.759675423445579506e-03,2.823150771076045860e-03,1.455409695227207756e+00,4.024399594478760174e-03,2.582143148492225745e-03
4.629029666149175318e+04,5.895055002568529330e-03,3.308227158357035340e-03,1.367375100263731103e+00,5.779961409572864466e-03,3.852455225839923874e-03
3.476441160777008918e+04,1.796602339405890814e-02,2.715766459254179491e-03,1.824407475872781292e+00,1.853679909136555781e-01,1.840245386123750548e-01
1.474087732454184152e+04,1.384379229460837649e-02,2.827397550567098145e-03,6.955003516253203122e-01,7.657595537158586041e-02,7.490808795758821526e-02
6.598807364645588677e+04,1.153452930336097693e-02,2.309042881021417578e-03,9.698161432233018964e-01,1.609321015634537777e-01,1.609002421886600032e-01
6.656680135067697847e+04,1.816055633338570230e-02,3.638930238924276486e-03,7.840374590347017891e-01,5.215811521071929135e-01,5.212492127742583969e-01
9.994697651270859933e+04,1.170838969561260531e-02,2.606113933745453099e-03,1.754128265627055594e+00,1.365623769791425579e-01,1.368766545705868698e-01
6.409242133643414127e+04,5.342797238918497657e-03,1.468267306438005059e-03,7.784005722009663675e-01,1.543169034059430414e-02,1.438179587050786648e-02
4.564958163479064388e+04,1.506518659872815857e-02,4.936025549852956704e-03,1.964380364343726759e+00,8.326535288538075563e-02,8.579411025681306369e-02
9.110428474048530916e+04,1.280845757112764743e-02,4.355397006827528561e-03,8.666886758890629538e-01,2.375440472719217710e-01,2.374344264435942486e-01
1.138458890749929924e+04,1.453537709665533861e-02,8.359220098528341624e-04,1.555243058934667744e+00,7.813503244772350420e-02,7.807511505901970628e-02
3.724362723192105477e+04,1.284310615434448508e-02,1.846439795393932425e-03,6.366507289077503184e-01,2.176771009112772881e-01,2.181187610472226368e-01
7.767361424928404449e+04,7.998356738574520855e-03,3.342863493197329502e-03,6.749918593639825382e-01,6.035246751403951920e-02,6.009486776036825073e-02
2.453383121695067530e+04,1.106488938490948586e-02,3.021541677940194851e-03,1.141319271464378948e+00,3.372236661559805532e-02,3.307684583163891801e-02
4.251123776615125826e+04,1.646136947733994188e-02,1.372870341363558074e-03,9.014617540152509712e-01,3.908941730095782940e-01,3.909659715529236190e-01
8.641572729022210115e+04,1.330881826859930603e-02,2.009769132384387532e-03,1.902135041058848453e+00,1.951123968341680615e-01,1.960171744142549799e-01
4.102071844106163189e+04,1.495045148043103525e-02,1.424119153901223095e-03,1.926773752692711117e+00,1.582510241655316618e-01,1.589027832176206911e-01
3.186646380409456469e+04,1.696623446490009429e-02,7.327260090291536770e-04,1.493867292129956281e+00,2.629813577334826902e-01,2.639094380873532319e-01
9.015294414527645858e+04,1.664036106403223719e-02,4.608575080133315086e-03,1.337142909742097485e+00,3.725339034300591545e-01,3.719561227318350927e-01
1.696754847471574249e+04,9.300582998262890699e-03,2.305534064263634920e-03,6.587303703445852587e-01,2.528264154480252407e-02,2.449433983305296728e-02
8.710226265526471252e+04,9.782964165426670522e-03,7.918368496911601774e-04,1.428149064626563325e+00,1.356467815787275877e-01,1.376379486517289030e-01
3.838461556577261945e+04,9.680902882895027831e-03,2.564240418172997714e-03,8.403854861002724164e-01,5.053138634975862936e-02,5.027949658455672932e-02
2.870062454391136271e+04,1.089561093999764051e-02,2.687599815964796749e-03,1.462747129031702009e+00,3.174199649498499198e-02,3.220769024093792648e-02
5.390908867538039340e+04,1.599607635508219425e-02,3.918572121926833587e-03,1.172165874279018194e+00,2.493491918827834830e-01,2.500751137216591369e-01
5.350763032773083978e+04,1.805135012032573968e-02,2.860071899418243930e-03,1.035687529545129770e+00,4.639883452192996582e-01,4.653968475712686459e-01
9.682272885311754362e+04,6.796050951333302594e-03,3.528180073829272675e-03,8.064327808934308450e-01,3.453159360983823478e-02,3.316836537635336341e-02
7.772542295860919694e+04,9.472694197012864609e-03,1.147147917800518798e-03,1.438226542441957800e+00,9.498048132098053931e-02,9.448841209174133060e-02
5.141101901945998543e+04,1.508500411337373309e-02,3.235557019262420234e-03,7.116933703966393798e-01,3.309127482725554015e-01,3.304674549675401529e-01
6.035033614399624639e+04,1.303922700770243984e-02,2.616397612947667355e-03,1.409663542416756066e+00,1.431155705768039077e-01,1.428024898892246985e-01
3.865314404175861273e+04,1.678037158282356597e-02,4.085138050865724270e-03,1.927423541915565419e+00,1.180347641493531968e-01,1.156105290340784936e-01
9.844494331009576854e+04,1.387755013361727935e-02,4.879888318645633077e-03,1.240467379426701600e+00,2.335263142015214788e-01,2.334187181066246786e-01
4.473449228061158647e+04,1.841905679557685749e-02,3.122647199564339542e-03,1.398887454424252663e+00,3.204092036471527516e-01,3.175040303802772468e-01
8.971204842817307508e+04,1.643956127589724786e-02,2.104717182173768131e-03,1.373318419202277818e+00,4.508879297118139617e-01,4.511750231097121921e-01
6.904694671179904253e+04,1.173715838185915294e-02,1.310920782268804128e-03,1.326018838748803663e+00,1.753413097856291458e-01,1.758681575008995135e-01
9.245296651929222571e+04,1.161568311455171004e-02,7.443977352385344921e-04,1.237772706023789082e+00,2.174797982291220289e-01,2.180672205691941146e-01
4.191108946124157228e+04,8.070104848503035014e-03,7.770392658316858589e-04,1.816421949213573139e+00,2.870420634356993239e-02,2.748912467972448870e-02
4.750267839441260730e+04,1.716684833357900661e-02,1.846083074488305163e-03,1.190456044050780093e+00,3.874292374370839065e-01,3.883742852554397662e-01
4.323942667861795053e+04,1.928841342118005689e-02,3.534951136923379471e-03,1.430687584568748338e+00,3.313356018598423436e-01,3.304616945906926895e-01
8.443385363812473952e+04,1.848677267115860640e-02,3.505212641501141875e-03,9.355074562024063844e-01,5.321162333677237344e-01,5.308794062152103477e-01
9.578104887621726084e+04,1.351396928246053133e-02,1.234279065244083592e-03,1.611916397288791103e+00,2.959780512208391445e-01,2.949882222475590510e-01
8.421123989832840743e+04,1.812334795959569256e-02,1.025782893258289207e-03,1.392287953838020398e+00,3.299438075288891326e-01,3.290867692673948852e-01
