t,v,a_int,T_oil,dv_dt,dv_dt_noisy
1.760352070414082926e+00,1.791717054533606523e+00,1.323052609061917462e+00,2.980918884963847972e+02,1.681244450477600294e-01,2.553595624134213371e-01
1.762352470494098933e+00,1.792052813356523666e+00,1.321891722306428596e+00,2.980996376908923935e+02,1.675675449571479847e-01,1.827236858040968692e-01
1.764352870574114718e+00,1.792387459737681210e+00,1.320733820751923915e+00,2.981073839427168082e+02,1.670122354071396087e-01,2.499614412292820442e-01
1.766353270654130725e+00,1.792720996856338234e+00,1.319578897892468961e+00,2.981151272397670482e+02,1.664585121254247291e-01,1.712865316527069637e-01
1.768353670734146732e+00,1.793053427883486206e+00,1.318426947233066748e+00,2.981228675700002100e+02,1.659063708497139356e-01,2.147982310418048990e-01
1.770354070814162739e+00,1.793384755981850098e+00,1.317277962289655102e+00,2.981306049214215363e+02,1.653558073277644480e-01,1.286675157586475993e-01
1.772354470894178746e+00,1.793714984305887050e+00,1.316131936589108209e+00,2.981383392820843028e+02,1.648068173174048745e-01,1.687917146274846292e-01
1.774354870974194753e+00,1.794044116001787037e+00,1.314988863669235508e+00,2.981460706400898744e+02,1.642593965865603023e-01,1.135296314046918276e-01
1.776355271054210760e+00,1.794372154207472647e+00,1.313848737078782802e+00,2.981537989835877625e+02,1.637135409132709496e-01,8.493999299426789606e-02
1.778355671134226768e+00,1.794699102052599526e+00,1.312711550377431591e+00,2.981615243007755680e+02,1.631692460857203653e-01,1.495862186064482735e-01
1.780356071214242775e+00,1.795024962658555934e+00,1.311577297135799069e+00,2.981692465798989247e+02,1.626265079022567450e-01,1.296818154823344282e-01
1.782356471294258782e+00,1.795349739138462741e+00,1.310445970935438575e+00,2.981769658092515556e+02,1.620853221714180226e-01,1.907259373012279713e-01
1.784356871374274789e+00,1.795673434597173435e+00,1.309317565368838698e+00,2.981846819771753871e+02,1.615456847119520756e-01,2.250858801223310501e-01
1.786357271454290796e+00,1.795996052131339393e+00,1.308192074039140396e+00,2.981923950720599237e+02,1.610075913527893032e-01,1.525499422767217228e-01
1.788357671534306803e+00,1.796317594831463138e+00,1.307069490522826172e+00,2.982001050823203059e+02,1.604710379399554299e-01,1.634176502143474263e-01
1.790358071614322810e+00,1.796638065771381632e+00,1.305949808358163544e+00,2.982078119964514826e+02,1.599360203631299271e-01,1.693319909574902138e-01
1.792358471694338817e+00,1.796957468013287817e+00,1.304833021095958445e+00,2.982155158030157054e+02,1.594025345291945062e-01,7.550412420556305848e-02
1.794358871774354824e+00,1.797275804611764727e+00,1.303719122298603983e+00,2.982232164906198477e+02,1.588705763537306970e-01,1.723246294948342638e-01
1.796359271854370832e+00,1.797593078613786810e+00,1.302608105540080663e+00,2.982309140479157463e+02,1.583401417610327266e-01,1.589076674539431078e-01
1.798359671934386839e+00,1.797909293058719493e+00,1.301499964405954834e+00,2.982386084635998600e+02,1.578112266841363853e-01,1.554950799064069022e-01
1.800360072014402846e+00,1.798224450978318956e+00,1.300394692493380910e+00,2.982462997264136106e+02,1.572838270648384551e-01,1.022650786641406961e-01
1.802360472094418853e+00,1.798538555396732130e+00,1.299292283411099369e+00,2.982539878251431560e+02,1.567579388537163609e-01,5.766393663146016091e-02
1.804360872174434860e+00,1.798851609330496926e+00,1.298192730779438087e+00,2.982616727486195032e+02,1.562335580101535948e-01,1.437205410137993578e-01
1.806361272254450867e+00,1.799163615788542225e+00,1.297096028230311449e+00,2.982693544857183952e+02,1.557106805023603657e-01,1.715185180258079201e-01
1.808361672334466874e+00,1.799474577772187889e+00,1.296002169407221016e+00,2.982770330253604811e+02,1.551893023073910305e-01,2.222349540521799116e-01
1.810362072414482881e+00,1.799784498275144307e+00,1.294911147965255305e+00,2.982847083565110324e+02,1.546694194111756238e-01,2.112282187639483721e-01
1.812362472494498888e+00,1.800093380283513289e+00,1.293822957571089560e+00,2.982923804681803972e+02,1.541510278085280738e-01,2.269169133582333853e-01
1.814362872574514896e+00,1.800401226775786956e+00,1.292737591902985761e+00,2.983000493494234888e+02,1.536341235031787322e-01,1.721316796202429777e-01
1.816363272654530903e+00,1.800708040722849068e+00,1.291655044650793505e+00,2.983077149893400701e+02,1.531187025077912489e-01,2.109270764602892978e-01
1.818363672734546910e+00,1.801013825087973252e+00,1.290575309515948454e+00,2.983153773770748671e+02,1.526047608439826675e-01,1.423042150448843302e-01
1.820364072814562917e+00,1.801318582826824999e+00,1.289498380211473672e+00,2.983230365018172847e+02,1.520922945423431871e-01,1.835139639854191096e-01
1.822364472894578924e+00,1.801622316887460329e+00,1.288424250461979170e+00,2.983306923528014636e+02,1.515812996424672487e-01,1.981720273625317552e-01
1.824364872974594931e+00,1.801925030210326018e+00,1.287352914003661253e+00,2.983383449193065076e+02,1.510717721929598634e-01,2.855380130320186449e-01
1.826365273054610938e+00,1.802226725728259815e+00,1.286284364584304063e+00,2.983459941906562563e+02,1.505637082514690306e-01,1.626952275163485451e-01
1.828365673134626945e+00,1.802527406366490448e+00,1.285218595963277810e+00,2.983536401562192850e+02,1.500571038847028360e-01,8.642862143693570698e-02
1.830366073214642952e+00,1.802827075042637839e+00,1.284155601911540101e+00,2.983612828054091324e+02,1.495519551684454385e-01,2.184386033797450499e-01
1.832366473294658960e+00,1.803125734666711777e+00,1.283095376211635275e+00,2.983689221276839589e+02,1.490482581875881563e-01,1.094833067077372185e-01
1.834366873374674967e+00,1.803423388141114359e+00,1.282037912657694845e+00,2.983765581125468884e+02,1.485460090361387930e-01,1.455121491376409892e-01
1.836367273454690974e+00,1.803720038360637545e+00,1.280983205055436613e+00,2.983841907495457804e+02,1.480452038172519469e-01,1.333344677792530630e-01
1.838367673534706981e+00,1.804015688212464275e+00,1.279931247222165780e+00,2.983918200282732869e+02,1.475458386432419999e-01,1.021580097963888101e-01
1.840368073614722988e+00,1.804310340576169125e+00,1.278882032986774719e+00,2.983994459383668527e+02,1.470479096356079873e-01,2.137865376608021895e-01
1.842368473694738995e+00,1.804603998323716540e+00,1.277835556189741650e+00,2.984070684695088289e+02,1.465514129250536923e-01,1.763544673439548238e-01
1.844368873774755002e+00,1.804896664319462607e+00,1.276791810683133077e+00,2.984146876114262454e+02,1.460563446515039665e-01,1.154550730302156825e-01
1.846369273854771009e+00,1.805188341420154163e+00,1.275750790330601347e+00,2.984223033538909817e+02,1.455627009641309311e-01,1.490296360424841482e-01
1.848369673934787016e+00,1.805479032474928802e+00,1.274712489007385985e+00,2.984299156867197667e+02,1.450704780213676326e-01,1.234086969620848961e-01
1.850370074014803023e+00,1.805768740325542687e+00,1.273676900599051365e+00,2.984375245997724164e+02,1.445796719908211125e-01,1.753394523065195942e-01
1.852370474094819031e+00,1.806057467808114492e+00,1.272644018957136414e+00,2.984451300829280740e+02,1.440902790590257165e-01,1.251624245102369026e-01
1.854370874174835038e+00,1.806345217742310494e+00,1.271613837910577915e+00,2.984527321261502948e+02,1.436022954516558148e-01,1.052941231696232216e-01
1.856371274254851045e+00,1.806631992937985265e+00,1.270586351303543804e+00,2.984603307194612967e+02,1.431157174074412231e-01,1.109003424223995171e-01
1.858371674334867052e+00,1.806917796198000747e+00,1.269561552992069631e+00,2.984679258529247363e+02,1.426305411730477424e-01,1.207878584045101594e-01
1.860372074414883059e+00,1.807202630318225145e+00,1.268539436844060564e+00,2.984755175166457661e+02,1.421467630030914808e-01,1.566151229142220824e-01
1.862372474494899066e+00,1.807486498087533144e+00,1.267519996739289390e+00,2.984831057007710342e+02,1.416643791601660540e-01,9.572062347470114418e-02
1.864372874574915073e+00,1.807769402287806804e+00,1.266503226569397844e+00,2.984906903954886275e+02,1.411833859148518000e-01,1.367149016489200564e-01
1.866373274654931080e+00,1.808051345693933776e+00,1.265489120237895948e+00,2.984982715910281286e+02,1.407037795457430907e-01,1.628828312628700370e-01
1.868373674734947087e+00,1.808332331073809085e+00,1.264477671660162228e+00,2.985058492776606727e+02,1.402255563394599891e-01,2.570893147561563730e-01
1.870374074814963095e+00,1.808612361188334461e+00,1.263468874763444161e+00,2.985134234456987770e+02,1.397487125906706762e-01,1.825609863424958457e-01
1.872374474894979102e+00,1.808891438791417672e+00,1.262462723486856842e+00,2.985209940854965112e+02,1.392732446021123227e-01,-9.915008138408704097e-03
1.874374874974995109e+00,1.809169566629973414e+00,1.261459211781384759e+00,2.985285611874493839e+02,1.387991486846055222e-01,1.132453483374959019e-01
1.876375275055011116e+00,1.809446747443923309e+00,1.260458333609880244e+00,2.985361247419944561e+02,1.383264211570719437e-01,1.184801591158511636e-01
1.878375675135026901e+00,1.809722983966195464e+00,1.259460082947064574e+00,2.985436847396101712e+02,1.378550583465576462e-01,1.538743249045401440e-01
1.880376075215042908e+00,1.809998278922724246e+00,1.258464453779527314e+00,2.985512411708165246e+02,1.373850565882483998e-01,2.158543521262863973e-01
1.882376475295058915e+00,1.810272635032450950e+00,1.257471440105726757e+00,2.985587940261750077e+02,1.369164122254896698e-01,1.740201780550078015e-01
1.884376875375074922e+00,1.810546055007323796e+00,1.256481035935989032e+00,2.985663432962885508e+02,1.364491216097983850e-01,2.130362358960737057e-02
1.886377275455090929e+00,1.810818541552297045e+00,1.255493235292509668e+00,2.985738889718015798e+02,1.359831811008932467e-01,1.513320525313034959e-01
1.888377675535106937e+00,1.811090097365332108e+00,1.254508032209352031e+00,2.985814310434000163e+02,1.355185870667022785e-01,1.409217458989732996e-01
1.890378075615122944e+00,1.811360725137396877e+00,1.253525420732448437e+00,2.985889695018112207e+02,1.350553358833839201e-01,1.557044270504135131e-01
1.892378475695138951e+00,1.811630427552465727e+00,1.252545394919599486e+00,2.985965043378041059e+02,1.345934239353471229e-01,2.025368711134473698e-01
1.894378875775154958e+00,1.811899207287519742e+00,1.251567948840474065e+00,2.986040355421890240e+02,1.341328476152673366e-01,7.959027176229771516e-02
1.896379275855170965e+00,1.812167067012546706e+00,1.250593076576609786e+00,2.986115631058178224e+02,1.336736033241046062e-01,1.888271105918284398e-01
1.898379675935186972e+00,1.812434009390541334e+00,1.249620772221412990e+00,2.986190870195838443e+02,1.332156874711198924e-01,5.052249517568453696e-02
1.900380076015202979e+00,1.812700037077504156e+00,1.248651029880158303e+00,2.986266072744218718e+02,1.327590964738978307e-01,1.353002183111071677e-01
1.902380476095218986e+00,1.812965152722443074e+00,1.247683843669988635e+00,2.986341238613082396e+02,1.323038267583586114e-01,1.513336890015224145e-01
1.904380876175234993e+00,1.813229358967372695e+00,1.246719207719915623e+00,2.986416367712607212e+02,1.318498747587756315e-01,2.460764863732872731e-01
1.906381276255251001e+00,1.813492658447313444e+00,1.245757116170819412e+00,2.986491459953385288e+02,1.313972369178012523e-01,9.628068702866859896e-02
1.908381676335267008e+00,1.813755053790293559e+00,1.244797563175448651e+00,2.986566515246424274e+02,1.309459096864720173e-01,4.624914680970269865e-02
1.910382076415283015e+00,1.814016547617346653e+00,1.243840542898420276e+00,2.986641533503147343e+02,1.304958895242347428e-01,1.648521609335665550e-01
1.912382476495299022e+00,1.814277142542513932e+00,1.242886049516220170e+00,2.986716514635390354e+02,1.300471728989640585e-01,9.698562639644855987e-02
1.914382876575315029e+00,1.814536841172842863e+00,1.241934077217202281e+00,2.986791458555405825e+02,1.295997562869726227e-01,2.077910389652135037e-01
1.916383276655331036e+00,1.814795646108910976e+00,1.240984620198120059e+00,2.986866365175818032e+02,1.291536361729478388e-01,9.375080249447990954e-02
1.918383676735347043e+00,1.815053559945764672e+00,1.240037672615751152e+00,2.986941234409408139e+02,1.287088090627158676e-01,8.484528860402304473e-02
1.920384076815363050e+00,1.815310585262515097e+00,1.239093228620258724e+00,2.987016066169836677e+02,1.282652714958560924e-01,1.904901823616409196e-01
1.922384476895379057e+00,1.815566724630090834e+00,1.238151282377422113e+00,2.987090860371259851e+02,1.278230200219304669e-01,1.320945641017065575e-01
1.924384876975395064e+00,1.815821980613005371e+00,1.237211828064888053e+00,2.987165616928218128e+02,1.273820511977588055e-01,1.774212462697326576e-01
1.926385277055411072e+00,1.816076355769357553e+00,1.236274859872169563e+00,2.987240335755631122e+02,1.269423615874478717e-01,5.543160877950077670e-02
1.928385677135427079e+00,1.816329852650831356e+00,1.235340372000646614e+00,2.987315016768802138e+02,1.265039477623953745e-01,2.090583867079114366e-01
1.930386077215443086e+00,1.816582473802695663e+00,1.234408358663565908e+00,2.987389659883414765e+02,1.260668063013158369e-01,9.662154126644099950e-02
1.932386477295459093e+00,1.816834221763804713e+00,1.233478814086040654e+00,2.987464265015534579e+02,1.256309337902511425e-01,1.666030320841796197e-01
1.934386877375475100e+00,1.817085099066597653e+00,1.232551732505050790e+00,2.987538832081608007e+02,1.251963268225907422e-01,7.494934656493901226e-02
1.936387277455491107e+00,1.817335108237098984e+00,1.231627108169443430e+00,2.987613360998464600e+02,1.247629819990825339e-01,4.722852684911854615e-02
1.938387677535507114e+00,1.817584251794918115e+00,1.230704935339932193e+00,2.987687851683314193e+02,1.243308959278530690e-01,1.114897139472328796e-01
1.940388077615523121e+00,1.817832532253249811e+00,1.229785208289096987e+00,2.987762304053748608e+02,1.239000652244218736e-01,1.326231778284860108e-01
1.942388477695539128e+00,1.818079952118873965e+00,1.228867921301385113e+00,2.987836718027740517e+02,1.234704865117196571e-01,2.023028927337692795e-01
1.944388877775555136e+00,1.818326513892154939e+00,1.227953068673110382e+00,2.987911093523646286e+02,1.230421564200979700e-01,1.405445482708793659e-01
1.946389277855571143e+00,1.818572220067043332e+00,1.227040644712453110e+00,2.987985430460201428e+02,1.226150715873509656e-01,1.583908576272416713e-01
1.948389677935587150e+00,1.818817073131073991e+00,1.226130643739460790e+00,2.988059728756524578e+02,1.221892286587289433e-01,1.551350991500356213e-01
1.950390078015603157e+00,1.819061075565367114e+00,1.225223060086046978e+00,2.988133988332115223e+02,1.217646242869560025e-01,2.772723528797567116e-01
1.952390478095619164e+00,1.819304229844628251e+00,1.224317888095992846e+00,2.988208209106854270e+02,1.213412551322410327e-01,8.043408911649713167e-02
1.954390878175635171e+00,1.819546538437147865e+00,1.223415122124945409e+00,2.988282391001005180e+02,1.209191178622968099e-01,1.836769766680048377e-01
1.956391278255651178e+00,1.819788003804801546e+00,1.222514756540418857e+00,2.988356533935212269e+02,1.204982091523530974e-01,1.130354222604843251e-01
1.958391678335667185e+00,1.820028628403050019e+00,1.221616785721794551e+00,2.988430637830501269e+02,1.200785256851770733e-01,1.331175233456528550e-01
1.960392078415683192e+00,1.820268414680939362e+00,1.220721204060319476e+00,2.988504702608279899e+02,1.196600641510812135e-01,9.232244433536332395e-02
1.962392478495699200e+00,1.820507365081100337e+00,1.219828005959108452e+00,2.988578728190337301e+02,1.192428212479459404e-01,1.773631979211333920e-01
1.964392878575715207e+00,1.820745482039749286e+00,1.218937185833142367e+00,2.988652714498844603e+02,1.188267936812257286e-01,5.608372037202405402e-02
1.966393278655731214e+00,1.820982767986687234e+00,1.218048738109269280e+00,2.988726661456353213e+02,1.184119781639788593e-01,5.229807747435578913e-02
1.968393678735747221e+00,1.821219225345300785e+00,1.217162657226203315e+00,2.988800568985797668e+02,1.179983714168657549e-01,1.076070102671095596e-01
1.970394078815763228e+00,1.821454856532561228e+00,1.216278937634526214e+00,2.988874437010493921e+02,1.175859701681727376e-01,5.968396223037533699e-02
1.972394478895779235e+00,1.821689663959025207e+00,1.215397573796685782e+00,2.988948265454138209e+02,1.171747711538304593e-01,1.523386639442454449e-01
1.974394878975795242e+00,1.821923650028834718e+00,1.214518560186996776e+00,2.989022054240809325e+02,1.167647711174202296e-01,1.628595393435711691e-01
1.976395279055811249e+00,1.822156817139716223e+00,1.213641891291640906e+00,2.989095803294967482e+02,1.163559668101965539e-01,7.870615298539970772e-02
1.978395679135827256e+00,1.822389167682982203e+00,1.212767561608666167e+00,2.989169512541454878e+02,1.159483549910955702e-01,1.551401536056515318e-01
1.980396079215843264e+00,1.822620704043529605e+00,1.211895565647987505e+00,2.989243181905494566e+02,1.155419324267540349e-01,8.243970665980880630e-02
1.982396479295859271e+00,1.822851428599840284e+00,1.211025897931386819e+00,2.989316811312691584e+02,1.151366958915243099e-01,1.129251089961289395e-01
1.984396879375875278e+00,1.823081343724781478e+00,1.210158552986772884e+00,2.989390400688964178e+02,1.147326421674886854e-01,1.150707150431996978e-01
1.986397279455891285e+00,1.823310451785891573e+00,1.209293525300626282e+00,2.989463949960361333e+02,1.143297680584145493e-01,2.081524370507538690e-01
1.988397679535907292e+00,1.823538755135571732e+00,1.208430809363833625e+00,2.989537459053811972e+02,1.139280703972674891e-01,1.139066872489575138e-01
1.990398079615923299e+00,1.823766256119121687e+00,1.207570399682391438e+00,2.989610927896680437e+02,1.135275460253074575e-01,6.792946409069391955e-02
1.992398479695939084e+00,1.823992957075970978e+00,1.206712290773945151e+00,2.989684356416677815e+02,1.131281917904549683e-01,6.725083759971026143e-02
1.994398879775955091e+00,1.824218860339679837e+00,1.205856477167789764e+00,2.989757744541866487e+02,1.127300045473018653e-01,1.727298516845957310e-01
1.996399279855971098e+00,1.824443968237938307e+00,1.205002953404869626e+00,2.989831092200654439e+02,1.123329811571327497e-01,2.888234816356238799e-02
1.998399679935987105e+00,1.824668283092566679e+00,1.204151714037777987e+00,2.989904399321800952e+02,1.119371184879296433e-01,8.842493394959823061e-02
2.000400080016003113e+00,1.824891807219515494e+00,1.203302753630758337e+00,2.989977665834411482e+02,1.115424134143956358e-01,9.253175757511042376e-02
2.002400480096019120e+00,1.825114542928865768e+00,1.202456066759702402e+00,2.990050891667942210e+02,1.111488628179576610e-01,-1.137679327999573109e-02
2.004400880176035127e+00,1.825336492524828325e+00,1.201611648012152367e+00,2.990124076752196629e+02,1.107564635867890335e-01,8.729345489716659745e-02
2.006401280256051134e+00,1.825557658305744013e+00,1.200769491987298654e+00,2.990197221017326683e+02,1.103652126158221058e-01,1.604730524650005152e-01
2.008401680336067141e+00,1.825778042564084602e+00,1.199929593295982144e+00,2.990270324393833903e+02,1.099751068067543747e-01,1.214912257103379495e-01
2.010402080416083148e+00,1.825997647586451222e+00,1.199091946560691957e+00,2.990343386812567701e+02,1.095861430680703519e-01,6.454789606867963880e-02
2.012402480496099155e+00,1.826216475653575921e+00,1.198256546415567225e+00,2.990416408204725371e+02,1.091983183150530001e-01,1.437116726013641932e-01
2.014402880576115162e+00,1.826434529040320331e+00,1.197423387506396653e+00,2.990489388501854933e+02,1.088116294697923925e-01,1.346388428740034615e-01
2.016403280656131169e+00,1.826651810015676780e+00,1.196592464490617402e+00,2.990562327635851148e+02,1.084260734612051413e-01,2.096510522779622687e-01
2.018403680736147177e+00,1.826868320842767623e+00,1.195763772037316874e+00,2.990635225538957229e+02,1.080416472250461668e-01,7.092476209655886044e-02
2.020404080816163184e+00,1.827084063778845024e+00,1.194937304827230928e+00,2.990708082143766546e+02,1.076583477039190218e-01,8.822233922943178985e-02
2.022404480896179191e+00,1.827299041075291841e+00,1.194113057552745882e+00,2.990780897383219781e+02,1.072761718472916570e-01,1.093302104077879672e-01
2.024404880976195198e+00,1.827513254977620960e+00,1.193291024917896292e+00,2.990853671190606065e+02,1.068951166115112983e-01,9.996075475095822505e-02
2.026405281056211205e+00,1.827726707725475519e+00,1.192471201638366729e+00,2.990926403499564685e+02,1.065151789598101084e-01,1.108340061388477238e-01
2.028405681136227212e+00,1.827939401552628906e+00,1.191653582441490666e+00,2.990999094244081675e+02,1.061363558623296122e-01,1.007644260025025024e-01
2.030406081216243219e+00,1.828151338686984095e+00,1.190838162066251593e+00,2.991071743358492085e+02,1.057586442961248041e-01,7.101439053278746361e-02
2.032406481296259226e+00,1.828362521350575198e+00,1.190024935263281458e+00,2.991144350777480554e+02,1.053820412451793587e-01,2.516148248137956012e-02
2.034406881376275233e+00,1.828572951759565912e+00,1.189213896794862002e+00,2.991216916436079600e+02,1.050065437004193969e-01,7.695889108972137072e-02
2.036407281456291241e+00,1.828782632124250185e+00,1.188405041434924758e+00,2.991289440269670195e+02,1.046321486597262540e-01,3.500372535788411066e-02
2.038407681536307248e+00,1.828991564649052437e+00,1.187598363969049720e+00,2.991361922213981188e+02,1.042588531279510233e-01,5.165806647801650386e-02
2.040408081616323255e+00,1.829199751532527118e+00,1.186793859194466672e+00,2.991434362205092157e+02,1.038866541169214397e-01,7.647682724463458759e-02
2.042408481696339262e+00,1.829407194967358485e+00,1.185991521920054748e+00,2.991506760179429421e+02,1.035155486454626406e-01,1.286542869318930415e-01
2.044408881776355269e+00,1.829613897140361711e+00,1.185191346966342429e+00,2.991579116073768319e+02,1.031455337394029392e-01,1.455330947450999279e-01
2.046409281856371276e+00,1.829819860232481776e+00,1.184393329165507325e+00,2.991651429825233208e+02,1.027766064315908112e-01,5.055476057464148437e-02
2.048409681936387283e+00,1.830025086418793911e+00,1.183597463361376612e+00,2.991723701371296329e+02,1.024087637619059965e-01,1.172784237875914570e-01
2.050410082016403290e+00,1.830229577868503155e+00,1.182803744409427038e+00,2.991795930649778938e+02,1.020420027772720450e-01,1.416395010415689992e-01
2.052410482096419297e+00,1.830433336744945461e+00,1.182012167176783812e+00,2.991868117598850745e+02,1.016763205316683072e-01,9.879211224875464326e-02
2.054410882176435305e+00,1.830636365206341765e+00,1.181222726537035861e+00,2.991940262156965673e+02,1.013117140860704257e-01,1.855060174933299832e-02
2.056411282256451312e+00,1.830838665406770538e+00,1.180435417324364078e+00,2.992012364262635060e+02,1.009481805203918947e-01,-7.629012905052495741e-03
2.058411682336467319e+00,1.831040239485828280e+00,1.179650234380049900e+00,2.992084423855229147e+02,1.005857169419828168e-01,1.394265689336239289e-01
2.060412082416483326e+00,1.831241089576360670e+00,1.178867172560887910e+00,2.992156440874535974e+02,1.002243204660543396e-01,1.450990498712694254e-01
2.062412482496499333e+00,1.831441217805858557e+00,1.178086226734942343e+00,2.992228415260659631e+02,9.986398821392161729e-02,1.127304615355186751e-01
2.064412882576515340e+00,1.831640626296456853e+00,1.177307391781547530e+00,2.992300346954019119e+02,9.950471731302235057e-02,4.578915745763494083e-02
2.066413282656531347e+00,1.831839317164935865e+00,1.176530662591306342e+00,2.992372235895350627e+02,9.914650489692078406e-02,1.707162068656046805e-01
2.068413682736547354e+00,1.832037292522720406e+00,1.175756034066092415e+00,2.992444082025705825e+02,9.878934810532369326e-02,1.583728974562296221e-01
2.070414082816563361e+00,1.832234554475879573e+00,1.174983501119048146e+00,2.992515885286453567e+02,9.843324408408959947e-02,9.498959067428845715e-02
2.072414482896579369e+00,1.832431105125127635e+00,1.174213058674585586e+00,2.992587645619277055e+02,9.807818998524342469e-02,8.574340930550690409e-02
2.074414882976595376e+00,1.832626946565823367e+00,1.173444701668386436e+00,2.992659362966177810e+02,9.772418296698504037e-02,-1.374113222815470658e-03
2.076415283056611383e+00,1.832822080887970051e+00,1.172678425047402273e+00,2.992731037269471130e+02,9.737122019370381132e-02,1.337040907519613242e-01
2.078415683136627390e+00,1.833016510176216363e+00,1.171914223769853880e+00,2.992802668471790071e+02,9.701929883598592319e-02,1.506785373026391095e-02
2.080416083216643397e+00,1.833210236509854596e+00,1.171152092805231471e+00,2.992874256516083733e+02,9.666841607062914843e-02,1.294252427911613268e-01
2.082416483296659404e+00,1.833403261962822661e+00,1.170392027134295132e+00,2.992945801345615564e+02,9.631856908065750122e-02,1.314982324143356696e-01
2.084416883376675411e+00,1.833595588603702975e+00,1.169634021749074604e+00,2.993017302903967902e+02,9.596975505531946116e-02,9.936552460846191648e-02
2.086417283456691418e+00,1.833787218495722016e+00,1.168878071652868833e+00,2.993088761135036293e+02,9.562197119011883739e-02,1.733067181379246424e-01
2.088417683536707425e+00,1.833978153696751656e+00,1.168124171860246641e+00,2.993160175983035174e+02,9.527521468680710814e-02,7.786159838751739726e-02
2.090418083616723433e+00,1.834168396259308498e+00,1.167372317397046277e+00,2.993231547392492757e+02,9.492948275340684638e-02,1.231290383617783535e-01
2.092418483696739440e+00,1.834357948230553204e+00,1.166622503300375424e+00,2.993302875308255011e+02,9.458477260421904731e-02,1.331510128840439622e-01
2.094418883776755447e+00,1.834546811652291609e+00,1.165874724618611413e+00,2.993374159675482815e+02,9.424108145983300933e-02,1.054031142456017950e-01
2.096419283856771454e+00,1.834734988560974278e+00,1.165128976411401451e+00,2.993445400439653667e+02,9.389840654714176615e-02,7.169664092550621926e-02
2.098419683936787461e+00,1.834922480987696058e+00,1.164385253749661953e+00,2.993516597546561684e+02,9.355674509934663874e-02,1.538094366883090147e-01
2.100420084016803468e+00,1.835109290958197192e+00,1.163643551715578983e+00,2.993587750942315893e+02,9.321609435597311144e-02,1.130936862426070028e-01
2.102420484096819475e+00,1.835295420492861984e+00,1.162903865402608039e+00,2.993658860573343077e+02,9.287645156287993586e-02,8.198717580148273676e-02
2.104420884176835482e+00,1.835480871606719466e+00,1.162166189915474712e+00,2.993729926386384363e+02,9.253781397227345273e-02,8.298621424709098915e-02
2.106421284256851489e+00,1.835665646309443622e+00,1.161430520370173358e+00,2.993800948328498066e+02,9.220017884271225483e-02,9.746048844177944426e-02
2.108421684336867497e+00,1.835849746605353161e+00,1.160696851893968429e+00,2.993871926347058547e+02,9.186354343912339626e-02,2.046615884579128797e-01
2.110422084416883504e+00,1.836033174493411524e+00,1.159965179625393805e+00,2.993942860389755651e+02,9.152790503280960888e-02,9.559229791777276719e-02
2.112422484496899511e+00,1.836215931967226211e+00,1.159235498714253243e+00,2.994013750404595839e+02,9.119326090146517849e-02,7.798789917198566124e-02
2.114422884576915518e+00,1.836398021015050341e+00,1.158507804321619483e+00,2.994084596339902191e+02,9.085960832917860941e-02,3.637385693640140388e-02
2.116423284656931525e+00,1.836579443619781093e+00,1.157782091619835363e+00,2.994155398144313267e+02,9.052694460644994390e-02,2.829330659274049281e-02
2.118423684736947532e+00,1.836760201758960598e+00,1.157058355792512705e+00,2.994226155766782540e+02,9.019526703020264158e-02,-5.938061652419085457e-03
2.120424084816963539e+00,1.836940297404775491e+00,1.156336592034533428e+00,2.994296869156582375e+02,8.986457290378557783e-02,1.003304710566732538e-01
2.122424484896979546e+00,1.837119732524057358e+00,1.155616795552048881e+00,2.994367538263298911e+02,8.953485953699358291e-02,8.968735666243905780e-02
2.124424884976995553e+00,1.837298509078282294e+00,1.154898961562479842e+00,2.994438163036834908e+02,8.920612424607032853e-02,3.649512769734539197e-02
2.126425285057011560e+00,1.837476629023777619e+00,1.154183085293342792e+00,2.994508743427393256e+02,8.887836435362916898e-02,1.323091015863800401e-02
2.128425685137027568e+00,1.837654094314848940e+00,1.153469161941398813e+00,2.994579279385128530e+02,8.855157719430151175e-02,7.090717630038220753e-02
2.130426085217043575e+00,1.837830906892903071e+00,1.152757186698917691e+00,2.994649770860921194e+02,8.822576013066585343e-02,6.066450461222130941e-02
2.132426485297059582e+00,1.838007068691356993e+00,1.152047154777449345e+00,2.994720217806160463e+02,8.790091053514503816e-02,1.972740954829432791e-02
2.134426885377075589e+00,1.838182581638758473e+00,1.151339061399313524e+00,2.994790620172519766e+02,8.757702578575332630e-02,1.012787859020195802e-01
2.136427285457091596e+00,1.838357447658786059e+00,1.150632901797598473e+00,2.994860977911957889e+02,8.725410326610083533e-02,9.298665894237585772e-02
2.138427685537107603e+00,1.838531668670249530e+00,1.149928671216162490e+00,2.994931290976717264e+02,8.693214036540886092e-02,8.298231013294915526e-02
2.140428085617123610e+00,1.838705246587088338e+00,1.149226364909632370e+00,2.995001559319324542e+02,8.661113447851975788e-02,1.237632614012059151e-01
2.142428485697139617e+00,1.838878183318374049e+00,1.148525978143404958e+00,2.995071782892591159e+02,8.629108300590149216e-02,5.221035271822364876e-02
2.144428885777155624e+00,1.839050480768307683e+00,1.147827506193646263e+00,2.995141961649612767e+02,8.597198335366285082e-02,1.525101917784953964e-01
