S,g,g_noisy
3.885655783944686470e-01,1.158173366972539142e-01,1.151528400345308151e-01
3.891626394243453690e-01,1.161541728227879489e-01,1.294457882730868648e-01
3.897606178846206304e-01,1.164912163201398676e-01,1.086485184431512097e-01
3.903595151849968414e-01,1.168284673677883467e-01,1.263321408169350291e-01
3.909593327373431237e-01,1.171659261446026945e-01,1.280108659425447659e-01
3.915600719556973641e-01,1.175035928298444610e-01,1.356341652538041176e-01
3.921617342562709330e-01,1.178414676031699915e-01,1.236116350215097498e-01
3.927643210574507382e-01,1.181795506446289279e-01,1.135331110528499388e-01
3.933678337798034996e-01,1.185178421346670952e-01,1.254982740456803691e-01
3.939722738460785245e-01,1.188563422541265568e-01,1.194328625419932843e-01
3.945776426812115933e-01,1.191950511842482241e-01,1.108194149876119139e-01
3.951839417123275133e-01,1.195339691066708565e-01,1.245276647071187071e-01
3.957911723687446148e-01,1.198730962034338376e-01,9.989227512516836438e-02
3.963993360819768053e-01,1.202124326569770640e-01,1.263893432919764304e-01
3.970084342857381210e-01,1.205519786501426660e-01,1.340780805961268307e-01
3.976184684159456140e-01,1.208917343661767285e-01,1.177348990124225114e-01
3.982294399107222937e-01,1.212316999887283475e-01,1.299553660192576676e-01
3.988413502104014019e-01,1.215718757018532936e-01,1.213321132619771120e-01
3.994542007575291320e-01,1.219122616900125133e-01,1.037096532539672489e-01
4.000679929968684601e-01,1.222528581380754042e-01,1.278504285647308614e-01
4.006827283754019753e-01,1.225936652313199260e-01,1.218591881036444335e-01
4.012984083423362103e-01,1.229346831554334329e-01,1.231104688251710710e-01
4.019150343491039168e-01,1.232759120965141730e-01,1.130348087599897106e-01
4.025326078493686177e-01,1.236173522410725090e-01,1.213905747911743216e-01
4.031511302990271051e-01,1.239590037760319174e-01,1.237100386090137782e-01
4.037706031562135478e-01,1.243008668887292667e-01,1.218428279281011800e-01
4.043910278813024894e-01,1.246429417669175366e-01,9.763469804362182036e-02
4.050124059369125673e-01,1.249852285987655409e-01,1.352691290846215755e-01
4.056347387879095656e-01,1.253277275728592599e-01,1.369459802227551704e-01
4.062580279014106899e-01,1.256704388782040605e-01,1.288442341015723913e-01
4.068822747467868428e-01,1.260133627042241966e-01,1.202444547625086818e-01
4.075074807956671208e-01,1.263564992407644194e-01,1.159273187449505471e-01
4.081336475219420334e-01,1.266998486780924194e-01,1.117959859890843982e-01
4.087607764017662793e-01,1.270434112068978827e-01,1.274587509785310990e-01
4.093888689135634085e-01,1.273871870182944344e-01,1.388293651941871487e-01
4.100179265380282101e-01,1.277311763038215253e-01,1.199375751561493758e-01
4.106479507581309862e-01,1.280753792554447101e-01,1.399072491754590475e-01
4.112789430591203832e-01,1.284197960655567017e-01,1.206075668081185576e-01
4.119109049285277768e-01,1.287644269269787034e-01,1.207667269301423707e-01
4.125438378561697150e-01,1.291092720329617416e-01,1.312742782034894140e-01
4.131777433341523031e-01,1.294543315771877201e-01,1.360866690251205102e-01
4.138126228568742015e-01,1.297996057537696979e-01,1.224263385675284505e-01
4.144484779210305114e-01,1.301450947572547201e-01,1.452578747821324234e-01
4.150853100256158834e-01,1.304907987826232629e-01,1.351025487407350734e-01
4.157231206719285699e-01,1.308367180252908990e-01,1.415999268090001595e-01
4.163619113635733116e-01,1.311828526811101847e-01,1.392472916896370094e-01
4.170016836064657229e-01,1.315292029463706047e-01,1.352083073624441301e-01
4.176424389088349010e-01,1.318757690178004593e-01,1.331968559137171326e-01
4.182841787812279222e-01,1.322225510925675862e-01,1.332491008400800980e-01
4.189269047365123955e-01,1.325695493682811921e-01,1.284042045958053158e-01
4.195706182898810699e-01,1.329167640429917974e-01,1.189848079580708567e-01
4.202153209588547211e-01,1.332641953151936232e-01,1.374780380230873900e-01
4.208610142632857598e-01,1.336118433838247022e-01,1.200474508921516026e-01
4.215076997253622282e-01,1.339597084482688771e-01,1.407179606201123812e-01
4.221553788696108533e-01,1.343077907083554678e-01,1.472734481193491152e-01
4.228040532229012105e-01,1.346560903643634899e-01,1.414593702252809060e-01
4.234537243144487206e-01,1.350046076170184906e-01,1.144714830249143056e-01
4.241043936758189248e-01,1.353533426674974338e-01,1.287498349257356900e-01
4.247560628409302597e-01,1.357022957174277011e-01,1.464898432713906962e-01
4.254087333460586651e-01,1.360514669688891454e-01,1.498933367369717773e-01
4.260624067298401929e-01,1.364008566244148679e-01,1.411941123703583656e-01
4.267170845332756701e-01,1.367504648869925510e-01,1.398795326972832043e-01
4.273727682997331967e-01,1.371002919600654013e-01,1.415605985736302641e-01
4.280294595749529196e-01,1.374503380475333159e-01,1.378415593133450745e-01
4.286871599070496419e-01,1.378006033537542141e-01,1.306275030965634021e-01
4.293458708465174301e-01,1.381510880835457589e-01,1.616529911015988641e-01
4.300055939462324450e-01,1.385017924421843016e-01,1.396209783827816742e-01
4.306663307614571057e-01,1.388527166354093789e-01,1.256090253859367123e-01
4.313280828498437525e-01,1.392038608694213808e-01,1.516163056842999013e-01
4.319908517714378116e-01,1.395552253508854368e-01,1.549312248899990252e-01
4.326546390886823468e-01,1.399068102869311936e-01,1.517128752384535595e-01
4.333194463664206131e-01,1.402586158851542031e-01,1.507411610252561984e-01
4.339852751719009971e-01,1.406106423536171990e-01,1.360016945242201736e-01
4.346521270747795707e-01,1.409628899008512626e-01,1.413592904080271107e-01
4.353200036471247536e-01,1.413153587358568219e-01,1.238942324101468540e-01
4.359889064634201450e-01,1.416680490681049842e-01,1.285992470306390190e-01
4.366588371005689639e-01,1.420209611075382017e-01,1.680244395284173908e-01
4.373297971378972693e-01,1.423740950645726033e-01,1.461516890421768189e-01
4.380017881571581229e-01,1.427274511500978282e-01,1.344233402925648913e-01
4.386748117425346427e-01,1.430810295754785799e-01,1.468629475652649674e-01
4.393488694806447770e-01,1.434348305525565137e-01,1.421781089029585943e-01
4.400239629605437464e-01,1.437888542936504033e-01,1.548408085730301753e-01
4.407000937737291513e-01,1.441431010115581390e-01,1.305343891589538785e-01
4.413772635141434697e-01,1.444975709195567282e-01,1.511501467231777807e-01
4.420554737781788313e-01,1.448522642314047371e-01,1.302101891487545127e-01
4.427347261646800147e-01,1.452071811613432906e-01,1.327997497568036422e-01
4.434150222749487225e-01,1.455623219240960164e-01,1.460006864372269675e-01
4.440963637127472996e-01,1.459176867348715989e-01,1.501689670055955383e-01
4.447787520843021203e-01,1.462732758093642782e-01,1.594781534811521295e-01
4.454621889983078620e-01,1.466290893637552384e-01,1.277217848517161192e-01
4.461466760659308917e-01,1.469851276147134955e-01,1.462784781940850154e-01
4.468322149008135402e-01,1.473413907793973965e-01,1.445687538898293989e-01
4.475188071190772110e-01,1.476978790754556736e-01,1.432629174344000611e-01
4.482064543393271538e-01,1.480545927210284995e-01,1.490378067270504425e-01
4.488951581826551851e-01,1.484115319347487083e-01,1.587447369372179673e-01
4.495849202726444060e-01,1.487686969357429057e-01,1.499358335013648846e-01
4.502757422353724781e-01,1.491260879436330233e-01,1.509435070440628968e-01
4.509676256994158972e-01,1.494837051785369852e-01,1.387697605737099882e-01
4.516605722958532687e-01,1.498415488610704283e-01,1.374942297522837586e-01
4.523545836582698043e-01,1.501996192123467577e-01,1.539440338985292034e-01
4.530496614227605412e-01,1.505579164539800341e-01,1.655700570401491267e-01
4.537458072279347832e-01,1.509164408080842512e-01,1.435109243450462535e-01
4.544430227149193757e-01,1.512751924972763895e-01,1.526252032448711660e-01
4.551413095273633136e-01,1.516341717446761383e-01,1.516274135724975658e-01
4.558406693114406827e-01,1.519933787739076725e-01,1.425733194624236033e-01
4.565411037158553786e-01,1.523528138091008732e-01,1.621731578429625453e-01
4.572426143918447150e-01,1.527124770748922167e-01,1.520195739229431853e-01
4.579452029931828649e-01,1.530723687964261615e-01,1.444125176122288134e-01
4.586488711761856907e-01,1.534324891993565365e-01,1.490592336709597454e-01
4.593536205997134636e-01,1.537928385098465411e-01,1.606655410143323637e-01
4.600594529251761378e-01,1.541534169545724087e-01,1.578575756273228881e-01
4.607663698165359034e-01,1.545142247607215746e-01,1.499987628786695060e-01
4.614743729403122940e-01,1.548752621559958409e-01,1.540190579290148520e-01
4.621834639655851285e-01,1.552365293686120973e-01,1.599061706032691155e-01
4.628936445639992847e-01,1.555980266273035428e-01,1.607468303159187151e-01
4.636049164097678643e-01,1.559597541613196858e-01,1.594090449990877845e-01
4.643172811796769661e-01,1.563217122004300075e-01,1.610442642586552564e-01
4.650307405530887395e-01,1.566839009749226852e-01,1.370839795579146259e-01
4.657452962119462692e-01,1.570463207156072571e-01,1.446830154658182432e-01
4.664609498407765731e-01,1.574089716538148442e-01,1.681394123419064357e-01
4.671777031266955982e-01,1.577718540214002041e-01,1.640550250489365147e-01
4.678955577594111626e-01,1.581349680507424527e-01,1.695428723215870181e-01
4.686145154312277850e-01,1.584983139747458414e-01,1.523617599052926874e-01
4.693345778370504595e-01,1.588618920268421442e-01,1.604972995397214719e-01
4.700557466743880419e-01,1.592257024409906574e-01,1.595927526969464494e-01
4.707780236433583010e-01,1.595897454516793657e-01,1.614342309935238584e-01
4.715014104466908607e-01,1.599540212939273842e-01,1.547154489568717817e-01
4.722259087897321406e-01,1.603185302032845705e-01,1.713923142613263950e-01
4.729515203804486312e-01,1.606832724158336334e-01,1.726078170026731640e-01
4.736782469294315012e-01,1.610482481681915212e-01,1.662917753984868852e-01
4.744060901499001504e-01,1.614134576975094770e-01,1.755039054365107598e-01
4.751350517577067611e-01,1.617789012414756478e-01,1.667975930182908351e-01
4.758651334713396297e-01,1.621445790383149177e-01,1.694615851483409763e-01
4.765963370119282172e-01,1.625104913267905182e-01,1.549346092681424258e-01
4.773286641032459254e-01,1.628766383462065814e-01,1.703480641039517574e-01
4.780621164717155924e-01,1.632430203364069188e-01,1.707034702052030728e-01
4.787966958464122680e-01,1.636096375377776302e-01,1.648777562710191380e-01
4.795324039590682652e-01,1.639764901912483808e-01,1.722077457216110163e-01
4.802692425440764357e-01,1.643435785382929004e-01,1.710779909372607821e-01
4.810072133384951099e-01,1.647109028209308712e-01,1.640049207079438964e-01
4.817463180820513724e-01,1.650784632817278719e-01,1.547826943365218366e-01
4.824865585171456694e-01,1.654462601637984864e-01,1.772136295589126498e-01
4.832279363888559720e-01,1.658142937108061377e-01,1.794189878897762824e-01
4.839704534449412177e-01,1.661825641669636422e-01,1.633599943231996976e-01
4.847141114358465286e-01,1.665510717770362636e-01,1.754009037602733967e-01
4.854589121147061537e-01,1.669198167863413795e-01,1.719942343788420092e-01
4.862048572373485755e-01,1.672887994407501466e-01,1.782356123977622830e-01
4.869519485622998967e-01,1.676580199866887222e-01,1.565050316274820275e-01
4.877001878507887245e-01,1.680274786711395962e-01,1.733673809483376738e-01
4.884495768667495019e-01,1.683971757416424797e-01,1.793014920161294101e-01
4.892001173768275590e-01,1.687671114462951372e-01,1.836578572477376714e-01
4.899518111503823325e-01,1.691372860337551076e-01,1.760437300379520953e-01
4.907046599594924730e-01,1.695076997532409813e-01,1.692158100655871411e-01
4.914586655789590641e-01,1.698783528545334542e-01,1.654541220231995069e-01
4.922138297863108969e-01,1.702492455879754951e-01,1.694886869919879913e-01
4.929701543618074666e-01,1.706203782044751205e-01,1.625849475669851607e-01
4.937276410884443578e-01,1.709917509555057835e-01,1.754519864760654135e-01
4.944862917519563528e-01,1.713633640931068736e-01,1.696280324566615261e-01
4.952461081408225385e-01,1.717352178698860476e-01,1.694406114604687652e-01
4.960070920462698041e-01,1.721073125390203407e-01,1.767480047451089331e-01
4.967692452622776700e-01,1.724796483542556658e-01,1.716603742111158792e-01
4.975325695855823405e-01,1.728522255699101451e-01,1.793389554501803040e-01
4.982970668156803118e-01,1.732250444408743872e-01,1.636651001419890117e-01
4.990627387548337013e-01,1.735981052226118204e-01,1.540184066830136422e-01
4.998295872080736335e-01,1.739714081711610238e-01,1.581761135556289943e-01
5.005976139832050142e-01,1.743449535431363939e-01,1.894662684591299773e-01
5.013668208908101942e-01,1.747187415957294210e-01,1.600205199314463922e-01
5.021372097442542426e-01,1.750927725867097440e-01,1.785556231574739194e-01
5.029087823596879447e-01,1.754670467744263718e-01,1.520762424526215517e-01
5.036815405560532977e-01,1.758415644178085158e-01,1.604830497143484302e-01
5.044554861550868408e-01,1.762163257763673663e-01,1.501989379544085845e-01
5.052306209813245408e-01,1.765913311101966476e-01,1.856286117270088687e-01
5.060069468621057887e-01,1.769665806799742280e-01,1.937654296888235428e-01
5.067844656275781734e-01,1.773420747469627301e-01,1.675963508897168053e-01
5.075631791107008128e-01,1.777178135730112518e-01,1.585725546579617173e-01
5.083430891472500157e-01,1.780937974205564212e-01,1.793055478019823512e-01
5.091241975758222793e-01,1.784700265526227292e-01,1.870542779648535492e-01
5.099065062378396185e-01,1.788465012328248060e-01,1.788992797678492508e-01
5.106900169775536735e-01,1.792232217253681981e-01,1.772981582399391909e-01
5.114747316420493739e-01,1.796001882950497008e-01,1.871647061113547728e-01
5.122606520812503783e-01,1.799774012072596907e-01,1.641257808732898282e-01
5.130477801479224054e-01,1.803548607279824023e-01,1.809700205806478168e-01
5.138361176976787847e-01,1.807325671237978160e-01,1.787319474752216975e-01
5.146256665889832327e-01,1.811105206618818797e-01,1.826402252020603023e-01
5.154164286831559583e-01,1.814887216100084522e-01,1.685349995304433468e-01
5.162084058443767720e-01,1.818671702365498577e-01,1.711274395292781136e-01
5.170015999396900819e-01,1.822458668104780521e-01,1.628322046569927739e-01
5.177960128390091121e-01,1.826248116013666212e-01,1.760477132691512792e-01
5.185916464151204552e-01,1.830040048793905028e-01,1.587019065856773437e-01
5.193885025436881797e-01,1.833834469153282076e-01,1.845995778688760691e-01
5.201865831032587151e-01,1.837631379805619303e-01,2.113312376665212877e-01
5.209858899752647377e-01,1.841430783470804355e-01,1.892352613190934341e-01
5.217864250440302776e-01,1.845232682874783370e-01,1.847110601677498520e-01
5.225881901967741605e-01,1.849037080749570405e-01,1.973307448643702444e-01
5.233911873236158918e-01,1.852843979833284638e-01,1.791556873679099882e-01
5.241954183175785431e-01,1.856653382870130375e-01,1.941446783299836942e-01
5.250008850745943034e-01,1.860465292610425925e-01,1.987984594525825932e-01
5.258075894935088090e-01,1.864279711810611917e-01,1.923600630297964964e-01
5.266155334760848072e-01,1.868096643233255194e-01,1.867326923014429874e-01
5.274247189270080405e-01,1.871916089647073789e-01,1.834006658284888513e-01
5.282351477538901330e-01,1.875738053826927487e-01,1.948999179952727590e-01
5.290468218672746969e-01,1.879562538553854467e-01,1.886129038004678571e-01
5.298597431806402192e-01,1.883389546615054644e-01,1.637403727473517867e-01
5.306739136104062782e-01,1.887219080803926863e-01,1.871378620943852378e-01
5.314893350759363200e-01,1.891051143920053357e-01,1.797056294409282162e-01
5.323060094995437641e-01,1.894885738769241379e-01,1.903983005913073845e-01
5.331239388064951124e-01,1.898722868163498778e-01,1.960476523539367022e-01
5.339431249250160549e-01,1.902562534921079518e-01,2.004502867098259533e-01
5.347635697862942461e-01,1.906404741866463692e-01,1.990242072829631337e-01
5.355852753244855213e-01,1.910249491830395829e-01,1.794858857891762083e-01
5.364082434767168950e-01,1.914096787649870457e-01,1.908114463890340784e-01
5.372324761830928885e-01,1.917946632168161525e-01,1.904931097984314536e-01
5.380579753866983062e-01,1.921799028234825735e-01,1.919816898044882092e-01
5.388847430336042299e-01,1.925653978705711977e-01,1.979625046124003640e-01
5.397127810728714614e-01,1.929511486442975765e-01,1.916433474484036670e-01
5.405420914565561841e-01,1.933371554315083674e-01,1.969074034317204180e-01
5.413726761397140708e-01,1.937234185196829994e-01,1.954168588699691234e-01
5.422045370804043918e-01,1.941099381969347837e-01,2.023666550336715997e-01
5.430376762396956769e-01,1.944967147520113016e-01,2.129393807451805676e-01
5.438720955816693792e-01,1.948837484742957926e-01,1.914779063363360456e-01
5.447077970734253149e-01,1.952710396538089865e-01,1.825164892128767480e-01
5.455447826850853277e-01,1.956585885812082148e-01,1.900980230220281064e-01
5.463830543897992831e-01,1.960463955477906306e-01,1.806984809897469735e-01
5.472226141637481778e-01,1.964344608454925978e-01,2.105948151685708702e-01
5.480634639861501345e-01,1.968227847668919117e-01,2.042407529771506081e-01
5.489056058392639548e-01,1.972113676052080211e-01,2.008180539524486163e-01
5.497490417083950032e-01,1.976002096543033604e-01,2.067234238847329153e-01
5.505937735818985379e-01,1.979893112086839047e-01,1.899123422563075148e-01
5.514398034511858171e-01,1.983786725635011683e-01,1.926200610166399485e-01
5.522871333107270964e-01,1.987682940145524824e-01,2.042543341531370682e-01
5.531357651580582901e-01,1.991581758582819939e-01,1.962805415405134979e-01
5.539857009937839694e-01,1.995483183917822756e-01,1.984686405900299155e-01
5.548369428215831345e-01,1.999387219127943816e-01,1.907118092919467822e-01
5.556894926482135455e-01,2.003293867197097899e-01,2.060225457508066960e-01
5.565433524835162737e-01,2.007203131115705141e-01,1.939776374676493442e-01
5.573985243404211420e-01,2.011115013880712676e-01,2.122666624481483189e-01
5.582550102349503884e-01,2.015029518495591865e-01,1.957423693578278778e-01
5.591128121862246614e-01,2.018946647970349395e-01,2.220109726639225844e-01
5.599719322164664614e-01,2.022866405321553374e-01,1.902107441652446940e-01
5.608323723510062475e-01,2.026788793572324998e-01,2.056949383175111778e-01
5.616941346182861006e-01,2.030713815752352436e-01,1.983395566603211591e-01
5.625572210498651637e-01,2.034641474897903590e-01,1.937717089453656338e-01
5.634216336804241942e-01,2.038571774051834984e-01,2.058400242057718821e-01
5.642873745477703373e-01,2.042504716263598419e-01,1.999686519814970198e-01
5.651544456928420113e-01,2.046440304589262071e-01,2.196831360361775898e-01
5.660228491597139033e-01,2.050378542091496614e-01,2.014200763821147322e-01
5.668925869956010777e-01,2.054319431839615184e-01,2.015723094696105500e-01
5.677636612508649705e-01,2.058262976909553954e-01,2.210337819190857089e-01
5.686360739790168317e-01,2.062209180383900442e-01,2.155335782601414674e-01
5.695098272367239423e-01,2.066158045351895178e-01,2.207974948326800746e-01
5.703849230838132778e-01,2.070109574909437256e-01,1.968303123007470179e-01
5.712613635832773928e-01,2.074063772159110974e-01,1.946298168783740790e-01
5.721391508012784177e-01,2.078020640210172520e-01,2.158964159901490820e-01
5.730182868071533875e-01,2.081980182178573835e-01,2.022660442499902844e-01
5.738987736734193490e-01,2.085942401186968165e-01,2.048319843435731924e-01
5.747806134757771357e-01,2.089907300364711729e-01,2.074620896610841203e-01
5.756638082931181399e-01,2.093874882847889252e-01,2.053512625474603615e-01
5.765483602075270886e-01,2.097845151779305639e-01,2.232411629673038689e-01
5.774342713042888153e-01,2.101818110308502630e-01,1.966328350750001508e-01
5.783215436718917024e-01,2.105793761591772673e-01,2.268328030746688262e-01
5.792101794020338978e-01,2.109772108792158929e-01,2.172948324891932903e-01
5.801001805896269792e-01,2.113753155079464152e-01,2.098420122338591209e-01
5.809915493328020597e-01,2.117736903630270673e-01,2.143771052297899216e-01
5.818842877329136742e-01,2.121723357627928741e-01,2.156654037726621065e-01
5.827783978945457743e-01,2.125712520262599270e-01,2.083641908123931297e-01
5.836738819255156141e-01,2.129704394731213868e-01,2.132931247126316765e-01
5.845707419368799673e-01,2.133698984237530349e-01,2.161500540042677332e-01
5.854689800429386803e-01,2.137696291992111086e-01,2.402266612897845932e-01
5.863685983612407782e-01,2.141696321212341880e-01,2.228575233498310548e-01
5.872695990125891274e-01,2.145699075122446398e-01,2.108164386858351336e-01
5.881719841210450994e-01,2.149704556953478396e-01,2.055214637430443636e-01
5.890757558139342320e-01,2.153712769943352812e-01,2.109940726720168080e-01
5.899809162218503378e-01,2.157723717336822444e-01,2.071322579145383758e-01
5.908874674786614989e-01,2.161737402385516815e-01,2.135393286581961925e-01
5.917954117215143972e-01,2.165753828347935506e-01,2.394310108837621187e-01
5.927047510908399763e-01,2.169772998489457594e-01,2.068446880646347963e-01
5.936154877303573274e-01,2.173794916082347206e-01,2.262285291244074958e-01
5.945276237870805724e-01,2.177819584405765729e-01,2.065896673017023344e-01
5.954411614113220841e-01,2.181847006745784578e-01,2.300990204699242536e-01
5.963561027566987027e-01,2.185877186395376315e-01,2.175605271769822935e-01
5.972724499801362885e-01,2.189910126654439626e-01,2.028083607118565113e-01
5.981902052418752724e-01,2.193945830829797106e-01,2.192463546366442695e-01
5.991093707054750972e-01,2.197984302235205800e-01,2.117867340355309991e-01
6.000299485378201014e-01,2.202025544191371642e-01,2.056764836243876737e-01
6.009519409091237385e-01,2.206069560025936127e-01,2.210815510826476815e-01
6.018753499929345718e-01,2.210116353073511841e-01,2.376299871312210765e-01
6.028001779661407156e-01,2.214165926675661922e-01,2.296388840453716662e-01
6.037264270089752749e-01,2.218218284180935029e-01,2.250627487594114573e-01
6.046540993050217860e-01,2.222273428944847584e-01,2.083635302674451129e-01
6.055831970412184351e-01,2.226331364329904861e-01,2.364044431155309101e-01
6.065137224078643863e-01,2.230392093705607093e-01,2.304393262548529719e-01
6.074456775986238899e-01,2.234455620448448365e-01,2.061855615243012863e-01
6.083790648105324994e-01,2.238521947941936041e-01,2.288931861621443797e-01
6.093138862440009573e-01,2.242591079576592428e-01,2.274622190045941794e-01
6.102501441028218565e-01,2.246663018749949225e-01,2.201862861561181828e-01
6.111878405941733039e-01,2.250737768866571398e-01,2.178240169890874045e-01
6.121269779286258039e-01,2.254815333338062722e-01,2.250098576916874649e-01
6.130675583201455892e-01,2.258895715583059127e-01,2.161585594498255936e-01
6.140095839861017257e-01,2.262978919027244795e-01,2.246864219301688281e-01
6.149530571472697771e-01,2.267064947103359374e-01,2.162641510113322285e-01
6.158979800278382433e-01,2.271153803251202419e-01,2.473766006146785879e-01
6.168443548554126687e-01,2.275245490917637281e-01,2.426938241533556639e-01
6.177921838610220817e-01,2.279340013556595546e-01,2.280307719962438862e-01
6.187414692791231019e-01,2.283437374629092576e-01,2.413139766475069781e-01
6.196922133476063799e-01,2.287537577603228067e-01,2.351771345846918604e-01
6.206444183078004828e-01,2.291640625954186050e-01,2.187542465060756391e-01
6.215980864044785559e-01,2.295746523164247099e-01,2.275030845520459866e-01
6.225532198858632071e-01,2.299855272722802768e-01,2.417635546965587745e-01
6.235098210036307265e-01,2.303966878126336715e-01,2.266366630294432971e-01
6.244678920129180799e-01,2.308081342878461339e-01,2.336247304829535132e-01
6.254274351723270176e-01,2.312198670489895025e-01,2.364055443394001144e-01
6.263884527439301797e-01,2.316318864478486006e-01,2.106871708824480938e-01
6.273509469932753158e-01,2.320441928369214590e-01,2.596647292538688534e-01
6.283149201893925007e-01,2.324567865694191493e-01,2.366173951383161722e-01
6.292803746047971325e-01,2.328696679992661167e-01,2.233186753588749240e-01
6.302473125154973710e-01,2.332828374811029559e-01,2.248026369918927625e-01
6.312157362009982453e-01,2.336962953702840795e-01,2.252915186027297234e-01
6.321856479443077603e-01,2.341100420228794388e-01,2.501069588414244205e-01
6.331570500319412265e-01,2.345240777956754674e-01,2.387952785948600776e-01
6.341299447539283651e-01,2.349384030461748041e-01,2.241234087990792156e-01
6.351043344038167504e-01,2.353530181325970139e-01,2.299516551733584990e-01
6.360802212786788035e-01,2.357679234138795876e-01,2.349355541541470194e-01
6.370576076791163445e-01,2.361831192496770537e-01,2.345744294908799488e-01
6.380364959092661437e-01,2.365986060003628655e-01,2.314009596965030668e-01
6.390168882768058056e-01,2.370143840270291236e-01,2.425011353570610262e-01
6.399987870929584322e-01,2.374304536914867425e-01,2.487028976673811009e-01
6.409821946724988395e-01,2.378468153562665055e-01,2.401734290060497934e-01
6.419671133337583324e-01,2.382634693846198415e-01,2.378626614559441743e-01
6.429535453986310323e-01,2.386804161405172708e-01,2.320758876040286689e-01
6.439414931925780960e-01,2.390976559886508479e-01,2.454841105170349480e-01
6.449309590446348217e-01,2.395151892944343830e-01,2.504099483269351389e-01
6.459219452874143119e-01,2.399330164240020546e-01,2.434256182990928441e-01
6.469144542571148015e-01,2.403511377442104635e-01,2.367888601277418625e-01
6.479084882935233214e-01,2.407695536226387434e-01,2.478353623609006184e-01
6.489040497400232477e-01,2.411882644275880616e-01,2.310178504228541096e-01
6.499011409435977438e-01,2.416072705280831734e-01,2.568203624838801824e-01
6.508997642548370877e-01,2.420265722938711450e-01,2.439090589280765720e-01
6.518999220279426687e-01,2.424461700954235188e-01,2.398642135060320146e-01
6.529016166207342042e-01,2.428660643039354805e-01,2.608807849989311367e-01
6.539048503946532920e-01,2.432862552913258036e-01,2.290515972143077894e-01
6.549096257147711819e-01,2.437067434302384594e-01,2.481699352822611948e-01
6.559159449497922179e-01,2.441275290940412845e-01,2.429583474424921452e-01
6.569238104720611648e-01,2.445486126568277019e-01,2.444569114208833827e-01
6.579332246575680943e-01,2.449699944934163320e-01,2.490514793092880041e-01
6.589441898859531577e-01,2.453916749793506602e-01,2.352196594861191703e-01
6.599567085405141365e-01,2.458136544909005905e-01,2.538566406320225122e-01
6.609707830082098834e-01,2.462359334050611137e-01,2.453840629193358158e-01
6.619864156796677612e-01,2.466585120995536395e-01,2.648669788023430005e-01
6.630036089491880835e-01,2.470813909528263852e-01,2.445577360003247658e-01
6.640223652147504430e-01,2.475045703440532652e-01,2.597547621665646789e-01
6.650426868780189293e-01,2.479280506531351680e-01,2.225621031485568169e-01
6.660645763443481249e-01,2.483518322606997342e-01,2.435407680873710734e-01
6.670880360227884331e-01,2.487759155481011897e-01,2.462950507907639142e-01
6.681130683260922964e-01,2.492003008974211231e-01,2.484583850584923537e-01
6.691396756707189697e-01,2.496249886914689298e-01,2.490592280383079893e-01
6.701678604768415148e-01,2.500499793137801463e-01,2.650215530860443591e-01
6.711976251683510197e-01,2.504752731486186157e-01,2.408106016559971585e-01
6.722289721728637035e-01,2.509008705809753215e-01,2.638354105773295655e-01
6.732619039217255796e-01,2.513267719965688318e-01,2.580934101398618674e-01
6.742964228500188950e-01,2.517529777818454106e-01,2.491618487704952423e-01
6.753325313965672372e-01,2.521794883239789620e-01,2.557606926933690961e-01
6.763702320039420846e-01,2.526063040108713631e-01,2.678401819448699150e-01
6.774095271184680245e-01,2.530334252311521870e-01,2.716794211082992350e-01
6.784504191902280823e-01,2.534608523741785913e-01,2.613446631974620793e-01
6.794929106730707158e-01,2.538885858300355958e-01,2.365710808178315971e-01
6.805370040246144780e-01,2.543166259895363601e-01,2.554805631381658615e-01
6.815827017062545679e-01,2.547449732442214620e-01,2.639341073199629739e-01
6.826300061831677146e-01,2.551736279863595636e-01,2.576600263795665313e-01
6.836789199243195059e-01,2.556025906089464117e-01,2.625426352314885747e-01
6.847294454024683841e-01,2.560318615057054492e-01,2.640051974537499513e-01
6.857815850941729741e-01,2.564614410710892023e-01,2.729708618794204344e-01
6.868353414797968570e-01,2.568913297002755614e-01,2.489997602985552505e-01
6.878907170435155649e-01,2.573215277891714448e-01,2.579373044177824537e-01
6.889477142733207993e-01,2.577520357344095236e-01,2.696844275152488479e-01
6.900063356610283138e-01,2.581828539333511641e-01,2.477958074242970765e-01
6.910665837022816893e-01,2.586139827840837624e-01,2.650935629283603934e-01
6.921284608965603269e-01,2.590454226854221886e-01,2.431211888800738907e-01
6.931919697471831121e-01,2.594771740369076207e-01,2.411058676871887241e-01
6.942571127613164084e-01,2.599092372388077110e-01,2.669429493268794529e-01
6.953238924499788309e-01,2.603416126921172524e-01,2.554348284766215782e-01
6.963923113280467980e-01,2.607743007985556249e-01,2.713030957061009496e-01
6.974623719142620804e-01,2.612073019605696822e-01,2.627691289890202730e-01
6.985340767312353538e-01,2.616406165813317530e-01,2.489924534327684347e-01
6.996074283054548593e-01,2.620742450647386979e-01,2.734914995399090332e-01
7.006824291672898442e-01,2.625081878154131299e-01,2.467854299451784916e-01
7.017590818509985562e-01,2.629424452387022493e-01,2.715962550470659709e-01
7.028373888947324621e-01,2.633770177406786761e-01,2.590422316808383418e-01
7.039173528405440194e-01,2.638119057281389512e-01,2.714390201806009539e-01
