p,v,F_index,F_index_noisy
4.241349340370649812e-01,1.446786878055847381e-02,4.310554770868375574e-01,4.332990395539822459e-01
6.501426720412437632e-01,6.745203690066229815e-03,3.842673764202328979e-01,3.756887053459876391e-01
2.790598086055030014e-01,1.203678535654461451e-02,4.439555276299833042e-01,4.427128459012399375e-01
4.230662442968553538e-01,6.386512106802146559e-03,3.689434574844010495e-01,3.683967743621427982e-01
4.586403371554440556e-01,6.292079195482767895e-03,3.676499761242256192e-01,3.656312373245972913e-01
7.717998675868094072e-01,1.070864451098406736e-02,4.707867228632796053e-01,4.744635031951745519e-01
6.105822742279332083e-01,4.022675329768574115e-02,6.225857558470541120e-01,6.197429949994747167e-01
6.265753271740106545e-01,3.607894193609599565e-02,6.025165052727969872e-01,6.006939310298653467e-01
7.998746861618535320e-01,8.382980696702331189e-03,4.614605206091461631e-01,4.616487335459588115e-01
3.360672230177755293e-01,2.811711943617610857e-02,5.572308218411659020e-01,5.608750673127431696e-01
5.621159794425147904e-01,2.998568191660657897e-02,5.416241306432894032e-01,5.405183175550508645e-01
2.645970174574311939e-01,4.254557816592680064e-02,7.335596108757855838e-01,7.411425972302944087e-01
2.974980044951713865e-01,2.970422446172517675e-02,5.945434617542266764e-01,5.900048702541080825e-01
6.176767045842949111e-01,4.835458299033854740e-02,6.762761738831698510e-01,6.827087456448402980e-01
6.955900566062113155e-01,4.739307474466643300e-02,7.291731521452395892e-01,7.248840443896862329e-01
5.814785537580412500e-01,3.508165432894414654e-02,5.794423085038586940e-01,5.786269760939792839e-01
5.478697367371441196e-01,3.807904002392326070e-02,5.908297888689769684e-01,5.926500197958146643e-01
6.743784357775113314e-01,3.926981322501844202e-02,6.536155298793201451e-01,6.638897291856186156e-01
7.737424526910341438e-01,4.936810649112492039e-02,8.663464407019312308e-01,8.708255714351966770e-01
7.553133039513102442e-01,3.108489855692302128e-02,6.742672619057281658e-01,6.722379476579434243e-01
6.852662040975905366e-01,1.249113969504355923e-02,4.443881162455298739e-01,4.508837118234884644e-01
4.592707426983099750e-01,2.359840334817539520e-02,4.935542142767370133e-01,4.924856897522684740e-01
6.598004048017748202e-01,3.132155377525281531e-02,5.863869881517175253e-01,5.824297588702193051e-01
3.402993873912405487e-01,1.831462957306705802e-02,4.774527910246647577e-01,4.796962144835981712e-01
7.424292068940938627e-01,1.488013900468399681e-02,4.973333603034494899e-01,4.978057145436159958e-01
3.678405824957371451e-01,3.778735685588820170e-02,6.109618905816192047e-01,6.157302224179354022e-01
7.882308267113606881e-01,4.680060195015633279e-02,8.805427636351698117e-01,8.777940718144332521e-01
3.810099529774648164e-01,3.288025657329073786e-02,5.722278004462615364e-01,5.741353179345661806e-01
3.584499660521299202e-01,2.235588772852871095e-02,5.035619134743463121e-01,5.067346601385201987e-01
4.017964652230225364e-01,4.879602322379674589e-02,6.658332865252003518e-01,6.672235143229537924e-01
4.910851370833285712e-01,3.685176110063373422e-02,5.785723494599647188e-01,5.784274317995079517e-01
3.201203860823597092e-01,4.897144295909471035e-02,7.167435704827576082e-01,7.132554786123026513e-01
3.582339152187611342e-01,4.733943817745342453e-02,6.781013902657114789e-01,6.826201492224883705e-01
7.305419410304485606e-01,2.578157073737636848e-02,5.950943952473461973e-01,5.957805177489083892e-01
7.587918894308458562e-01,3.146972728046589646e-02,6.830537439357692309e-01,6.855352637983135322e-01
2.932279295674633524e-01,2.292201883932700607e-02,5.396414178793813576e-01,5.378875266750784423e-01
4.648107358556117785e-01,2.818007238422384764e-02,5.240748320397140558e-01,5.241398904934247982e-01
4.519078451250885253e-01,3.281089310254167724e-02,5.554785065859808579e-01,5.502923666274572856e-01
6.969734695720295470e-01,1.834759202502852724e-02,5.025255920722012659e-01,5.029532185478802209e-01
5.962483695487857949e-01,2.421408976735991980e-02,5.096695251236692537e-01,5.134955767419407957e-01
4.448250053838598284e-01,4.231486760091298510e-02,6.157273734926740349e-01,6.161923399230732068e-01
6.732174757825659661e-01,3.774369345217327282e-02,6.418963510613850953e-01,6.461933151139762632e-01
5.630905933001169039e-01,1.202079728372170038e-02,4.148846075156024105e-01,4.164491599262157839e-01
3.256166577478040169e-01,1.046329783751869663e-02,4.138890682805611010e-01,4.207083514306577121e-01
6.755768936319774820e-01,4.238130462292971634e-02,6.762394257067789738e-01,6.752891775460149182e-01
4.793825098893730874e-01,2.070643183848912272e-02,4.728098719978744424e-01,4.646167208651099112e-01
7.321703001355805984e-01,4.679810768294367235e-02,7.707284774233582603e-01,7.728909185687861116e-01
5.991372141710162857e-01,1.914648044647410813e-02,4.735799522395559014e-01,4.727540048001681039e-01
2.906876642709260161e-01,9.913132986108352807e-03,4.181266662269216283e-01,4.132551993155083037e-01
6.540054179248293575e-01,4.539757743126576761e-02,6.798612842846378790e-01,6.831176110742517293e-01
5.487234517133682266e-01,2.368927120517780316e-02,4.970288833584786126e-01,4.983505290547518007e-01
5.249476748842593077e-01,3.296727192321624589e-02,5.557226266589943009e-01,5.579493196686674539e-01
4.518425328554910303e-01,1.942205781953900215e-02,4.649297984479158208e-01,4.632679186939823723e-01
5.977341468574041139e-01,3.300628212044805915e-02,5.706766744744553588e-01,5.716619102956941312e-01
2.379738729351644766e-01,3.771923842611462491e-02,7.345586473007725825e-01,7.358303425215496629e-01
5.023001374862505752e-01,4.899695174724749691e-02,6.504301856874388221e-01,6.593034612201472688e-01
7.613040312891410366e-01,7.411664681399263502e-03,4.230890547749784902e-01,4.196692559526850608e-01
3.229202823305355463e-01,4.750047570629214316e-02,7.046429501044325638e-01,7.045904791066456285e-01
2.822080363343702492e-01,3.003955325779311333e-02,6.104407458140195253e-01,6.122600448753677815e-01
4.463122067113911573e-01,1.170508486636061621e-02,4.090013631999639965e-01,4.003774285694869928e-01
5.117062651666293149e-01,4.849826517450941954e-02,6.480509856751227593e-01,6.400361438379817969e-01
4.259155007447982810e-01,4.016985200846318049e-02,6.064026365946058039e-01,6.172317284487448541e-01
4.903646177394687666e-01,1.400725162527962156e-02,4.252599997346324656e-01,4.164244049663241021e-01
6.048008763853099934e-01,3.639550699065501049e-02,5.955182066392590290e-01,5.983928523625353657e-01
6.756671411320126497e-01,4.440893392912324128e-02,6.901094985373990021e-01,6.858683715070761355e-01
2.309548921308548775e-01,2.273514792566091666e-02,5.964156915530934855e-01,5.925998910393378560e-01
4.290273284500638606e-01,7.363603517091200402e-03,3.764397885008747835e-01,3.665271639795130709e-01
5.715385496059692816e-01,6.547492252017690813e-03,3.736387091879846967e-01,3.691350163263579787e-01
2.125493962800961700e-01,6.428832245922959723e-03,4.090211010613867271e-01,4.129429941389051173e-01
7.695176514832784420e-01,4.865669797114553774e-02,8.515031536492785325e-01,8.445594394446959141e-01
5.844925859973526538e-01,2.828398059584810373e-02,5.350710063130024174e-01,5.380481407147112982e-01
4.910022046166899190e-01,6.240292520551786286e-03,3.675230521980485943e-01,3.690895409447915165e-01
4.689885811395144155e-01,6.927772045020273543e-03,3.725211360617325385e-01,3.826126475584945008e-01
2.883546091639003217e-01,3.337352908259887813e-02,6.325100686499764979e-01,6.301374007336879579e-01
2.397530018511939143e-01,3.987852338578030953e-02,7.504817269706440808e-01,7.567987971666580993e-01
6.085800244292811634e-01,4.454298350938021983e-02,6.487644936989410693e-01,6.532088384701483230e-01
7.543916836934145831e-01,1.060670429356757108e-02,4.577025467035353845e-01,4.562692046169439797e-01
6.754211011267940989e-01,2.700344179975487646e-02,5.627112250937570392e-01,5.543964451490761558e-01
2.128726009529306185e-01,1.715580334061908227e-02,5.540066033085131458e-01,5.615538052064457109e-01
2.233810891664526621e-01,4.579125566438557726e-02,8.332082258796312813e-01,8.263862813504135874e-01
5.075950988545128162e-01,4.527153372080412741e-02,6.293341874477580422e-01,6.269671076846440316e-01
5.439584753689328256e-01,1.231252672158492968e-02,4.153329952065104025e-01,4.197488779065113307e-01
5.638078423213042090e-01,4.975665042948425321e-02,6.636943219038407005e-01,6.692740997478071607e-01
7.256148952663865614e-01,2.875261648938132533e-02,6.168840897114453714e-01,6.126568562306554666e-01
7.387194728766171004e-01,4.510374447345650434e-02,7.679216118483822573e-01,7.677616034188911032e-01
7.935766585356895941e-01,1.122939315990776482e-02,4.967876585590190741e-01,4.954947663486723441e-01
4.001817688901712078e-01,1.723453619307131757e-02,4.546946854990782660e-01,4.606024783769900877e-01
4.811263246432896379e-01,1.090594970430578889e-02,4.024663625095365460e-01,4.149895293804411467e-01
7.961775877630208331e-01,2.291675899511028819e-02,6.540722066290955983e-01,6.449227725014959889e-01
6.202176770972311903e-01,3.293714925489130835e-02,5.784070102588528828e-01,5.829891248087741840e-01
2.344609490136049246e-01,2.015224392164892409e-02,5.635878670543699176e-01,5.492969901698362412e-01
7.457309556430249398e-01,1.701566053320983582e-02,5.225779521349146473e-01,5.226482839957379278e-01
5.700036420137679638e-01,4.040034167910031698e-02,6.099187254672047143e-01,6.043748028474588141e-01
3.162273510605151938e-01,3.941918471078417752e-02,6.544407104336198433e-01,6.643998043841701229e-01
4.086374328347112117e-01,3.512576015405470542e-02,5.786135157533299767e-01,5.794453583948352415e-01
5.465955752651675548e-01,3.403304380861057327e-02,5.652077351509795511e-01,5.615238764112006065e-01
5.916598664691097298e-01,4.877612773359037146e-02,6.671219225802840214e-01,6.646253583067399662e-01
4.464370852288250813e-01,4.806777817669055652e-02,6.493204862815431522e-01,6.464440075213320203e-01
6.466154575677174332e-01,3.499455394238164957e-02,6.052725800702325465e-01,6.062141381130460305e-01
5.196959154349387600e-01,2.070684239985614086e-02,4.737238904682009588e-01,4.729331481163024375e-01
7.848546837135279564e-01,2.569414322853277172e-02,6.661668080021653227e-01,6.694462358720729700e-01
7.120976378296324238e-01,3.528676370403376061e-02,6.576428960574566274e-01,6.653442014670800653e-01
2.900579259770815765e-01,4.169787171012774574e-02,6.956691490465225503e-01,6.991762092810599460e-01
2.618526148472783976e-01,2.203022934445111533e-02,5.556359150320481222e-01,5.495058997935277079e-01
7.121177558195990187e-01,3.686356372506808393e-02,6.700894741731364679e-01,6.619704401407064953e-01
5.646384034746370073e-01,3.738743012891460743e-02,5.898842707912067551e-01,5.861071731629282633e-01
7.857341398762567319e-01,2.892890847494985346e-02,7.034495205796196249e-01,7.087155969011682544e-01
4.615008676775714802e-01,3.254378321663810303e-02,5.528029508109595369e-01,5.511277100426328346e-01
3.075790239959999561e-01,4.769054361016283189e-02,7.200426704289984992e-01,7.167048063336155517e-01
2.221930078251641572e-01,1.592753468242722251e-02,5.276657182002756352e-01,5.283571309893050350e-01
6.611508330261849364e-01,4.384596201466783860e-02,6.748684305118838322e-01,6.677908007639267174e-01
2.501107576201561100e-01,3.975759681752712854e-02,7.323678655210190680e-01,7.266712269126726076e-01
5.863418916097885569e-01,1.094787962582052972e-02,4.093721813509875185e-01,4.119238084770348585e-01
5.381261401024277635e-01,1.643485795682766981e-02,4.449266358302726987e-01,4.434108683657315697e-01
6.437409922411574392e-01,1.603235728212338423e-02,4.610740444816173733e-01,4.588078632711647953e-01
7.663347578012049688e-01,2.830556227037841349e-02,6.635830541402903959e-01,6.651712292668728876e-01
3.419128942304999752e-01,2.059194047577373246e-02,4.954435623867258220e-01,4.925192063708218049e-01
4.895624556175700026e-01,2.975642507414985941e-02,5.335576235995995731e-01,5.301261683667861657e-01
6.509372412376759343e-01,2.999937161074613459e-02,5.718015642959931588e-01,5.695025134833248126e-01
3.214149011550690993e-01,4.958358924669499512e-02,7.195705099650675507e-01,7.225836129106255612e-01
2.552069740956945387e-01,2.752830665740643376e-02,6.157069034060951296e-01,6.160060030847011037e-01
2.828137919641230402e-01,4.581641351703986953e-02,7.342813906790581768e-01,7.283084027556766538e-01
7.590127914668696185e-01,4.777844125830978811e-02,8.233300591341627950e-01,8.218147745615167477e-01
6.736551218091204607e-01,4.361576235063723689e-02,6.830720933908234205e-01,6.863132130230799044e-01
3.202465104493048553e-01,4.125377410295320846e-02,6.642850200194438948e-01,6.736387797352282325e-01
2.095338379015933006e-01,4.025887362714670320e-02,8.163340099369149616e-01,8.106222399763052255e-01
5.826914070037840787e-01,2.259566065072800625e-02,4.950729878104001003e-01,4.967656642806427270e-01
3.931441280544610839e-01,3.913594126925994815e-02,6.094617696488504599e-01,6.081680282647736746e-01
3.367727682395276201e-01,4.251952057558412018e-02,6.606703364753131469e-01,6.647979336593744515e-01
3.197333823762847915e-01,2.514454541479065747e-02,5.424231083247860186e-01,5.446708832113663634e-01
4.833352181482458154e-01,3.665594401653222284e-02,5.774910394918552070e-01,5.848519240305593003e-01
4.053508723942278458e-01,1.555685054634423775e-02,4.412858322790178534e-01,4.438830867903909017e-01
7.641303751336823158e-01,1.130007528786971388e-02,4.724312212985098958e-01,4.697056547373653634e-01
5.395324864369619444e-01,4.823859633264378916e-02,6.497843866435129012e-01,6.470914207526164974e-01
7.400756868187281512e-01,3.011990263549352981e-02,6.451508042798295151e-01,6.471785548284151313e-01
7.547831991587394818e-01,4.204373711740408415e-02,7.699530291750968924e-01,7.719277451222198438e-01
7.400794940329100680e-01,4.782615718708375929e-02,7.904295080252140560e-01,8.024191943631410195e-01
4.990072943172400022e-01,3.614835671147845209e-02,5.742685023447462456e-01,5.826501659430741720e-01
5.499737388151437756e-01,3.954912508596763326e-02,6.002578022631415156e-01,5.943899105012662165e-01
5.205553410342191878e-01,1.630448580076845899e-02,4.427635906876541960e-01,4.445147146665219817e-01
2.121580884423972524e-01,3.775890077561029623e-02,7.861659618370027136e-01,7.795110175301597222e-01
7.678460346140338899e-01,4.458668183167823623e-02,8.154286695529969764e-01,8.071502850744003421e-01
2.906542118616803339e-01,1.560845551046369933e-02,4.738248563637822985e-01,4.775425863709958363e-01
5.320735463514880692e-01,1.052423230909797086e-02,4.012387257682491493e-01,4.039974634334749237e-01
6.095887140733028398e-01,3.994313735786963332e-02,6.203556911381009620e-01,6.151628521664158633e-01
6.717836678972515241e-01,5.915454243467234766e-03,3.804046774154622446e-01,3.886231111059549326e-01
5.253339077665072354e-01,1.090801238079355633e-02,4.037194529915203445e-01,3.988316033440188479e-01
5.834665274180839134e-01,2.077252797461609859e-02,4.821978936735305532e-01,4.763592517677971983e-01
6.962656156995600254e-01,1.406989229844347530e-02,4.632427752457394243e-01,4.665058663528395821e-01
5.861170141157693303e-01,4.781527953854982499e-02,6.594362304797164454e-01,6.605409232082941617e-01
6.001050893230981398e-01,2.904141673512910735e-02,5.445374113147858353e-01,5.437348713099416919e-01
7.124312336302662807e-01,1.761913078537707955e-02,5.047843494470214409e-01,5.044490202825165914e-01
2.440470001493196261e-01,5.985761347747120195e-03,3.899176270314346215e-01,3.910366309877272850e-01
5.111126304854949343e-01,2.981443104399119151e-02,5.344397281407372580e-01,5.337418282119931190e-01
2.159312142567451354e-01,2.928630402969728194e-02,6.914125709609901804e-01,6.905500466195849674e-01
2.908317028058777232e-01,2.086405802880709343e-02,5.227044802627514031e-01,5.132246968194191794e-01
2.171038485301758636e-01,2.823256521169729971e-02,6.778560129709407800e-01,6.711462061408924873e-01
7.197448979107328171e-01,2.831997576962375432e-02,6.073383876674750548e-01,6.103931355190889141e-01
3.978429308016434574e-01,1.404300367295848936e-02,4.306855674747532836e-01,4.271640630225198021e-01
5.126787244077959382e-01,4.499181322482386641e-02,6.279967197456616246e-01,6.307226860412201708e-01
6.723547627934542970e-01,2.490138771022667313e-02,5.442683196782406307e-01,5.504456391744689814e-01
6.133380948498710072e-01,2.187777641973273277e-02,4.973190061781804783e-01,4.955442520459383271e-01
7.557887362973647605e-01,1.249549906704321318e-02,4.805269118481150237e-01,4.819417607548304727e-01
4.938822132337949422e-01,1.566435418195446377e-02,4.372488645983921285e-01,4.476312468322855564e-01
6.214626890206365051e-01,3.402695245797538598e-02,5.863617369839728699e-01,5.898364151955406420e-01
7.206528013346025219e-01,1.830208964805005861e-02,5.165911223526821194e-01,5.258004915064388163e-01
2.643182138231289779e-01,1.407197362599919843e-02,4.725914594913294131e-01,4.802584947608998234e-01
4.819130953248331184e-01,2.814620768731440625e-02,5.231115641362787949e-01,5.268783658838844808e-01
2.527965550427000441e-01,3.856209149239258477e-02,7.181759582990236979e-01,7.176164894919049297e-01
5.341786172805524924e-01,1.619398849832802412e-02,4.428776207159443867e-01,4.386676530497666260e-01
3.880120078601883016e-01,2.019777721065265166e-02,4.791891106874576201e-01,4.736306207398457979e-01
7.042989638911894001e-01,5.007886647842267266e-03,3.776956501735976857e-01,3.801272948470040269e-01
4.810285217017051806e-01,2.669165514493113817e-02,5.134924879769067196e-01,5.158334048602807309e-01
2.977371804126440757e-01,4.482598804334653880e-02,7.102410459906381979e-01,7.093679349504746767e-01
7.240274810882207923e-01,4.580594626334249381e-02,7.520092647059757329e-01,7.562515966114087274e-01
4.555192980131335112e-01,4.081038463819357948e-02,6.050592898797300112e-01,6.020366043080143115e-01
2.118267453124674793e-01,1.427797617019832543e-02,5.179539545876932216e-01,5.235050499282491998e-01
3.612133151522057828e-01,2.002575643996613863e-02,4.846133796105269731e-01,4.848134149344575650e-01
4.298596530860009368e-01,8.708237303085487879e-03,3.868633870503498939e-01,3.866817541714470674e-01
2.157465924408933922e-01,2.977633681792752479e-02,6.970267006439989643e-01,6.970253341591016172e-01
2.840669211149193241e-01,3.496101746205786120e-02,6.496042280807492464e-01,6.491112716968265861e-01
3.779053212724261535e-01,1.521020622468134340e-02,4.429001359733297782e-01,4.553414574149733940e-01
4.025499770950469736e-01,4.607012262735651897e-02,6.493005273928239562e-01,6.412429282470859526e-01
4.625476786529891804e-01,3.020941252972014768e-02,5.375869368201540155e-01,5.384730495390630534e-01
3.785706886441280172e-01,1.647193022860977615e-02,4.526646595290120811e-01,4.588851904757073608e-01
3.924009447616423341e-01,1.935451903186061542e-02,4.719773741294729374e-01,4.755649393923355728e-01
4.772472648947932994e-01,3.535833201254914848e-02,5.696293263079450497e-01,5.681189164494087063e-01
4.111596477861725885e-01,2.200081386688809704e-02,4.879694997689711933e-01,4.966701048900553639e-01
6.498715686599847441e-01,1.259240608389066568e-02,4.344282455909831975e-01,4.290857813021548006e-01
6.686424889494788637e-01,2.621372978720991342e-02,5.525931284317940895e-01,5.460616477832029858e-01
2.105995783082340589e-01,1.451269904984368864e-02,5.224488461716894072e-01,5.252891989863515132e-01
2.972553271476924275e-01,3.572318085590066306e-02,6.429879942268219573e-01,6.357156452206568220e-01
2.610914863357247651e-01,2.410996239544146644e-02,5.766551488289569649e-01,5.647654000641239014e-01
4.117212203951448046e-01,1.688392240645012268e-02,4.504292651341484932e-01,4.548436983227884811e-01
4.137563320207141571e-01,1.189769010110359321e-02,4.124550086299624274e-01,4.162617601930646005e-01
6.495758572676015863e-01,1.036887995944321336e-02,4.155265925859050746e-01,4.191880269006223458e-01
6.377120754045962903e-01,1.113587340943935841e-02,4.194076191982336610e-01,4.169702634748130299e-01
7.294488395368354805e-01,2.167480267556898613e-02,5.556023128752970441e-01,5.565170435137437588e-01
6.097988121853816779e-01,2.244669249590709043e-02,5.005130573901799274e-01,4.956864244989676593e-01
5.573204841805372567e-01,4.007903966280961655e-02,6.049605303143433810e-01,6.136322863474066303e-01
7.965999208940539589e-01,2.019421794763405151e-02,6.207938939073410767e-01,6.247490151648633638e-01
5.851800290412212391e-01,6.203846436379774169e-03,3.720245983455713334e-01,3.757358787074224216e-01
4.336830549239901744e-01,1.794315575946428196e-02,4.557753656966743172e-01,4.460254419921411695e-01
3.828602870329639307e-01,8.055268410901775256e-03,3.846152777336236950e-01,3.886517879535731357e-01
2.214508015346579595e-01,2.002811649474925057e-02,5.780233425247609524e-01,5.854932026346677532e-01
7.664830292611608531e-01,2.750192961077640302e-02,6.556469929533976781e-01,6.617283033816345750e-01
6.515837620312610046e-01,1.744333160179896772e-02,4.750252381398311075e-01,4.789708898188135833e-01
4.262446844231085330e-01,9.218308441794619695e-03,3.909683870340263656e-01,3.909636011888780183e-01
7.250158453032635730e-01,3.167117253678414235e-02,6.415274729075960414e-01,6.398183086713208345e-01
6.577541181547155169e-01,4.147284740049855811e-02,6.566190424838025397e-01,6.596272509118970007e-01
4.791040198764148772e-01,4.131157142258976012e-02,6.060280827438990769e-01,6.079419295228858378e-01
7.734700068879449830e-01,2.258243610188400904e-02,6.134110472781983958e-01,6.145929199301276569e-01
7.354397150576450493e-01,2.536277908548704302e-02,5.961179406684026238e-01,5.945718169344575976e-01
4.676277335886880882e-01,4.248192883640842382e-02,6.137997855891705878e-01,6.222060682287977595e-01
4.562059613107875000e-01,3.086839445186441433e-02,5.424333557150793350e-01,5.365941392540993782e-01
2.910175100172883722e-01,1.837142993387948231e-02,4.996601693206297323e-01,4.995470070415692909e-01
2.614442769305926895e-01,4.371275047218216997e-02,7.472093516708409044e-01,7.443084473068943829e-01
4.143263514995669250e-01,4.874775203906953763e-02,6.612057426896525980e-01,6.663659579301068892e-01
3.287577933592533141e-01,4.157900097029355868e-02,6.599972289908331291e-01,6.671496365273045237e-01
2.411629252155469971e-01,3.402145629972003205e-02,6.956662157760679088e-01,7.018866599801192319e-01
6.412878454145405360e-01,4.590188565260053949e-02,6.746189517979979122e-01,6.783959877067903266e-01
7.767053760338440416e-01,4.515904867916827742e-02,8.391138105793923829e-01,8.321008006969923265e-01
6.124330286852261995e-01,2.304017569991949343e-02,5.056033881176646982e-01,5.160095516553963035e-01
7.444594868435270296e-01,4.511795282827987114e-02,7.770926972181586567e-01,7.796761776660319221e-01
7.222201647768027311e-01,3.634477927794171198e-02,6.771372142052456411e-01,6.765948979802615115e-01
5.876326215020145627e-01,1.924841424749013444e-02,4.719570174922068651e-01,4.720645204727804689e-01
5.135677469148183238e-01,4.038379739356223047e-02,6.007787848248229423e-01,5.990811891565649416e-01
4.147408354806924047e-01,1.748840549250151033e-02,4.545298523630301180e-01,4.566492552266491756e-01
4.969857053433769933e-01,7.982180512172955267e-03,3.808457430869284233e-01,3.823965821274814547e-01
3.927511709008992824e-01,1.157361433803891226e-02,4.120016222165572839e-01,4.102011219882237825e-01
3.032400063908040622e-01,7.154277321039161086e-03,3.874897506672793646e-01,3.746402934834019982e-01
4.971962030829769064e-01,7.995232480967319477e-03,3.809487877983248616e-01,3.807731811230850028e-01
5.966945049767999887e-01,1.352807041050221870e-02,4.307443579912324516e-01,4.331285377724299335e-01
5.511890720323544546e-01,1.015456824538512812e-02,3.997730033823380102e-01,4.024038426067996221e-01
6.426936758229928603e-01,2.543655141109734188e-02,5.340471112070035442e-01,5.332797862031251057e-01
4.015821580093564269e-01,1.185355951817432425e-02,4.132488565455533780e-01,4.155154303928704218e-01
2.000576243359974138e-01,3.948600808253580063e-02,8.331446563962939811e-01,8.382862510984788740e-01
3.275957142257558408e-01,3.392096428965023225e-02,6.059418305713187847e-01,6.035905791584994518e-01
3.738172248626849825e-01,1.654995765031927121e-02,4.542434125327838301e-01,4.615748077598769705e-01
5.318629202062346017e-01,4.688891833864836794e-02,6.408911253546405451e-01,6.311153338455359751e-01
4.336709092085558881e-01,9.164857661938925759e-03,3.902331782832699214e-01,3.839279356146745870e-01
5.946031281456527484e-01,1.600915284016128995e-02,4.492479346084108371e-01,4.447222098565337678e-01
3.343657511492398315e-01,2.159531031754999275e-02,5.065178149210702863e-01,4.942954813736925579e-01
4.808103707774615265e-01,4.541835182116721326e-02,6.301713290049399951e-01,6.251725158997760712e-01
2.013476867239240298e-01,3.021861951111890973e-02,7.317987663658572783e-01,7.380406262440392107e-01
6.117802386938495651e-01,3.603524200662294730e-02,5.958406451454122399e-01,6.020482904716751849e-01
7.192152590547045143e-01,3.499052924940442011e-02,6.628125522951393567e-01,6.632993446087703804e-01
7.151945725813595445e-01,4.470377108262196114e-02,7.326527162659135506e-01,7.412577260996033868e-01
7.248100394507808186e-01,1.754992650995487388e-02,5.121632397078759169e-01,5.133606908076069342e-01
3.176791939648615504e-01,4.021698555695278621e-02,6.589971773050264936e-01,6.565081175219452669e-01
7.888527731780252683e-01,7.035982471920242121e-03,4.335052610497824310e-01,4.347134148966965150e-01
5.308220333227495757e-01,1.509528459763723185e-02,4.347144111981292025e-01,4.340286781463096877e-01
3.113478742897297646e-01,2.351468760579500036e-02,5.336121375267494082e-01,5.372918048292494309e-01
2.546324374729498352e-01,2.008017707675958247e-02,5.424647021501542987e-01,5.349494489513872963e-01
2.425854062893794405e-01,8.597962993558040320e-03,4.224961197575682892e-01,4.274931944742244583e-01
5.821804015938933929e-01,4.695019664214276217e-02,6.529870083691637905e-01,6.506893747132211914e-01
5.771527673277218051e-01,3.742326717585169049e-02,5.932375542172086957e-01,5.975141692997599785e-01
6.720546891827614555e-01,2.403034212358426402e-02,5.371328911426919150e-01,5.294276901334600272e-01
5.951689267616038226e-01,1.846348092823260970e-02,4.676834799241090801e-01,4.655871866468476172e-01
5.116421638413595208e-01,8.957110982142725553e-03,3.885868608755339570e-01,3.889771769772850107e-01
2.976929874831897305e-01,4.227090128326761731e-02,6.919114648160268333e-01,6.964187279607826353e-01
6.406843082274484846e-01,1.683638706978418664e-02,4.666265350223584574e-01,4.605388796764991466e-01
2.024364675051557039e-01,4.756997996503319059e-02,9.009184236430907156e-01,9.092556449226345539e-01
5.961833795735418384e-01,1.748636919545934129e-02,4.606232616181138440e-01,4.630365789931314424e-01
2.991863843810791401e-01,4.936357564136607812e-02,7.400860709231551482e-01,7.374571938311396124e-01
2.952875002964672202e-01,4.231835095918579787e-02,6.947205711245439952e-01,7.008070812954844131e-01
7.436551893932106250e-01,3.685362762818862603e-02,7.089703487135852189e-01,7.094839038286984145e-01
7.563612792383394012e-01,4.927349992042347193e-02,8.296135132953903479e-01,8.354049981989465357e-01
6.321712486258799224e-01,2.661864693948159249e-02,5.385060573202797851e-01,5.501217963640135933e-01
3.371679649710717097e-01,2.076270821431814087e-02,4.986232194317136157e-01,5.024658613200064794e-01
4.816258234511069380e-01,9.239264675271642926e-03,3.900527393673466348e-01,3.874193420494964624e-01
4.077189566443983892e-01,4.386724012910640791e-02,6.341706402430757894e-01,6.320421030661200756e-01
2.705627288537434394e-01,1.058811851844397231e-02,4.324935778901126127e-01,4.354063496220049179e-01
3.420896861959997759e-01,8.489701319529816340e-03,3.931111363220768373e-01,3.945506634075456320e-01
2.347813233039080516e-01,3.115394031820687207e-02,6.783111883367232142e-01,6.741460385189582682e-01
7.833793634704078190e-01,8.132624206486175136e-03,4.452520834013888873e-01,4.419115358232589830e-01
3.417771098998133583e-01,1.174832311081389774e-02,4.216493708673793583e-01,4.249782810137903155e-01
4.322781819980300311e-01,1.859023816999299042e-02,4.605914265311450984e-01,4.723249183854515976e-01
3.479678230877026324e-01,1.712684436358102857e-02,4.652984974657422002e-01,4.521466605592024957e-01
5.907536575388083744e-01,9.596326887815250645e-03,3.993998460964783837e-01,4.030194267855919943e-01
5.375175944699275288e-01,2.723406060465249218e-02,5.196509823218788959e-01,5.185957464067705303e-01
6.593994770591630195e-01,2.124410531768645624e-02,5.087001898057127436e-01,5.125970133744136570e-01
2.068501894919639872e-01,2.415746799104059178e-02,6.498792334859920805e-01,6.542178403763184713e-01
3.228052107283496119e-01,3.428673510953340192e-02,6.118511293905428694e-01,6.121153198157356368e-01
5.592426370937779723e-01,1.607835751157700097e-02,4.444808285315799967e-01,4.394009607964690090e-01
5.459401580888132433e-01,4.339874279846998167e-02,6.227366633373367932e-01,6.157514038698218561e-01
6.946631338552516910e-01,9.453953283793770784e-03,4.191746137130847316e-01,4.098037202701189097e-01
2.483281187452148764e-01,2.224259840034598784e-02,5.708920198848047578e-01,5.770037478859793012e-01
4.226914958594542027e-01,3.608963521657716778e-02,5.814079269513946491e-01,5.803594151226096898e-01
4.422536836412001571e-01,3.296135484081676864e-02,5.576949685068528506e-01,5.549935936700600703e-01
5.078161530671052581e-01,3.692647666790779132e-02,5.793713096429899956e-01,5.779827125888580275e-01
