M,T_body,Q,Q_noisy
3.016531328352202763e+02,2.825532174685619680e+02,4.023165912163110397e-02,7.340493113793478130e-02
7.606910834396669527e-03,2.791711038778906300e+02,3.278168540520270957e-02,1.262212542663283116e-02
6.930352137515761797e+02,3.060457931786541508e+02,1.294672848124098913e-02,-2.307258849186916844e-02
3.915007416504034249e-02,2.957472997137390394e+02,7.751189373734805599e-02,9.588747142070563889e-02
2.252377589649136382e+02,2.897816844293059262e+02,5.481074260688113819e-02,7.349363098270689232e-02
2.683189621838631638e+02,2.898134021533634836e+02,4.384222225633043618e-02,2.859855573496593306e-02
1.388272630971730450e-03,3.158187286885687399e+02,1.154712174590763821e-02,-1.831001851202273753e-02
1.143588580034797823e-03,2.657975202204568745e+02,1.456773145069861775e-02,1.312391962674341189e-02
9.161554465253336776e-02,3.138472834772339866e+02,1.397920591222421294e-01,1.042339513380471649e-01
3.864300259665803878e+02,2.889909631049974337e+02,2.768424653871591132e-02,2.030495360554088191e-02
5.598376860556080459e+01,2.667896976820056238e+02,4.583278893553207611e-01,4.141096453550850987e-01
2.094623013349421192e-01,3.036270400768250397e+02,2.239737591936332428e-01,2.186148439222659889e-01
1.406257601158385739e+02,2.738127497824982015e+02,1.219288442001106032e-01,7.890183879619103169e-02
7.004400683744292644e-02,2.913417984814681745e+02,1.129855692655693383e-01,1.076087772368235773e-01
1.214798971696579855e-01,2.884826237996879854e+02,1.626325896872201915e-01,1.923228148974337748e-01
1.389536409868025874e-02,3.162336354450191038e+02,4.462078092333111173e-02,3.860687640801529347e-02
5.718822623463829586e+02,3.027403814650989489e+02,1.636021702443101952e-02,3.106498866172985318e-02
6.634127276006982754e+01,3.139388404951628218e+02,2.671269317354594275e-01,2.535853968402901892e-01
5.950436602451719681e-01,3.131441343633510428e+02,4.634233601814757297e-01,4.448536993993473798e-01
3.851761816079915524e-02,3.022754039966071105e+02,7.676963262139087363e-02,4.606806514075024311e-02
6.249965257370761265e+02,3.146757385264453433e+02,1.558277816269037878e-02,3.562894741976192770e-02
2.403918796998026908e-01,2.759569810917053587e+02,2.927385200075973692e-01,2.907989253959767928e-01
1.837525551377088007e-02,3.081401151586688343e+02,4.985611894891272405e-02,8.150248430449089088e-02
3.531329872879315768e-01,3.006668073477618464e+02,3.121140589230150808e-01,2.877176887189789034e-01
2.064097755088930342e+01,3.167802779735087597e+02,1.025239682086992010e+00,1.019937834068942228e+00
4.208320366399691892e+01,3.013752716257779412e+02,4.375475549305330447e-01,4.382712906916260143e-01
4.507267284287281781e-03,3.032843924052795046e+02,2.118864647936680862e-02,4.855208045139448175e-02
4.737885983938716663e+02,2.940442968613878065e+02,2.084663990132081327e-02,5.638533292652926632e-02
1.115384270648140941e+01,3.010922666835040786e+02,1.434048568246706790e+00,1.420156701095708573e+00
2.371234867626631840e-03,2.961971167953934128e+02,1.453899748831652752e-02,-9.066680748675233492e-03
1.058323953848494909e+02,2.748548013240927617e+02,1.714073024219013308e-01,1.357303928579929875e-01
6.783009438231816830e+02,2.720418360543132508e+02,1.705016145546555881e-02,4.282462482995580411e-02
1.062883961140376812e+02,2.948540898771840375e+02,1.394567435577102610e-01,1.367368589399740320e-01
1.144746371887682412e-03,2.960139733756769829e+02,9.590012308245564679e-03,-4.359525971828573723e-03
6.894986958603642746e-01,3.102454467641867382e+02,5.000287714521319815e-01,4.979999713194181998e-01
3.428014448688284865e+00,3.084242757334859562e+02,1.307922373795645798e+00,1.255744204343461679e+00
2.128100639452493681e+02,3.080383513777632061e+02,5.878247901234923134e-02,2.324981849866559341e-02
1.038874084234674200e+00,3.008422599573212892e+02,6.300031420609751853e-01,6.476791877984293677e-01
2.910334397459291705e-03,2.841526643836284052e+02,1.754858477174164530e-02,2.442923584878086904e-02
3.991655295842326723e+02,2.651448901483685745e+02,3.999259932330551798e-02,4.195418918515200768e-02
5.133514427195417511e+02,3.139255708395306215e+02,1.989501115378345883e-02,-1.178727054703267163e-03
8.259871482733948111e-01,3.044699532164628408e+02,5.472984174224734266e-01,5.580053183999160726e-01
2.092456406879413325e-03,3.161641808916955370e+02,1.464811171614414237e-02,4.916621822682396697e-02
1.079801869356878257e+02,3.040604401543815811e+02,1.370913000670589688e-01,1.115459353476763449e-01
2.818616945961984399e+01,2.655644505775744051e+02,1.055573785503076900e+00,1.054810522930722749e+00
6.720544773766970366e+02,2.714578572882845720e+02,1.747596071807418563e-02,7.712286150801271264e-03
1.106323575548933801e-03,2.748745914990770416e+02,1.152260843143810241e-02,1.767484512722809070e-02
4.101726486288354012e-01,2.839250186440862080e+02,3.701860021256710431e-01,3.693974978557743039e-01
5.044456621626809689e-02,2.924194258048778465e+02,9.160965010012278587e-02,8.759725099709578244e-02
4.428234122135320597e-03,2.779028752859537121e+02,2.430106231447364679e-02,5.584755379327215746e-03
2.575180149859067313e+01,3.198209615317641124e+02,8.512321606387003303e-01,8.498404555549581296e-01
1.115037563691624184e-01,2.665759101828863322e+02,2.216870746725800034e-01,2.083212514834902052e-01
1.713226702492886113e-03,2.888109849429374094e+02,1.243405755005635820e-02,8.426125968027721805e-03
6.335207357871045983e-03,2.866589926088313973e+02,2.701680521076367525e-02,2.466652966391908938e-02
6.854910413146849635e+01,3.064997398423660115e+02,2.449440248768235406e-01,2.569499352698521033e-01
4.317437982908332472e+00,2.897703109099708172e+02,1.443261960482269401e+00,1.430535613851084964e+00
1.951208822701031714e-02,2.704677569972504898e+02,6.800169428690741591e-02,6.045329021816000375e-02
1.500560009005379669e+01,2.837927085560244223e+02,1.311084188244890036e+00,1.331443526280312151e+00
6.059387996761653530e-03,3.024436295214042048e+02,2.516231614818022558e-02,1.971577223578641069e-02
1.094275170442274181e+01,3.124109203504240782e+02,1.518569035423014801e+00,1.512249751012971322e+00
8.516115296098284659e+00,3.141058760370815435e+02,1.646279229202767036e+00,1.662484632150920350e+00
1.079330349781351325e-03,2.795312065491263525e+02,1.052221009955629262e-02,1.489273379772186601e-02
1.172445981610912291e+00,3.139599200099874565e+02,7.243818758719142714e-01,7.251267283495329563e-01
2.279778174396921031e+01,3.157728047885900082e+02,9.247166931945118851e-01,9.280406028978618327e-01
3.557971276794196314e+01,2.902858257161421989e+02,5.437497330779612614e-01,5.178893269605062688e-01
1.714944364314606062e+01,2.885467782077498100e+02,1.139576152700900291e+00,1.147740225680712323e+00
2.043025010370983523e+02,2.860439582842453774e+02,6.380050866985759184e-02,8.927646801392967457e-02
3.445458655175967522e+01,3.016816419790185364e+02,5.523059764486634160e-01,5.629043053368291138e-01
3.403606937233352028e+02,3.188920060003726462e+02,3.513956014721979909e-02,3.016018930713688928e-03
3.082066616979420304e-01,3.038474291648213921e+02,2.875520590675853527e-01,2.922572650207920231e-01
1.603119585560139728e-03,2.931644265338999844e+02,1.170603590883317023e-02,-7.348462459679081307e-03
1.219047112294077868e-02,2.812343596822261702e+02,4.221737163768010670e-02,3.675057913043464769e-02
5.329588623622881494e-02,3.167753726277709347e+02,1.021030231842493807e-01,1.037812175860701458e-01
1.781351742026318239e-03,2.987937489195404623e+02,1.230836714135763628e-02,-1.243224331303385312e-02
4.456123833211292698e-03,3.119673067088191374e+02,2.195361404567479011e-02,4.779572284903493146e-02
1.296208087366294892e+00,2.953045580492474187e+02,7.281687480814617031e-01,7.259355149087219905e-01
3.272926849003690575e-02,2.798326050172213399e+02,7.836657086358844726e-02,9.337469866239983540e-02
5.166671019954881261e-02,3.089998539198655862e+02,9.448875137348691777e-02,1.063583485463038270e-01
2.810717254736395176e+01,3.185654128235061648e+02,7.662792641431582785e-01,7.923463975693418870e-01
1.343005545292310217e+02,2.849076856557409201e+02,1.099868757954152038e-01,1.330222432810175270e-01
1.486753088678721326e+02,3.080789994302627974e+02,9.283620244272217104e-02,6.257299863702511789e-02
1.673900289266787300e-01,2.858824630821324035e+02,2.036538270007620388e-01,2.037500450600519819e-01
1.810424590305252579e+01,3.090285124344862879e+02,1.085070395193121540e+00,1.041622284860273195e+00
1.299654148736456420e+02,2.759338727460128666e+02,1.295138909877968925e-01,1.198383513548327145e-01
8.049061401286085674e-03,3.047988892942110510e+02,2.995727080655163910e-02,4.352572452842815715e-02
1.597062840268071229e-02,3.155848324949510584e+02,4.824649358405650595e-02,6.581242664006842213e-02
7.722568310477317510e+00,2.830759522289440611e+02,1.695258837103835292e+00,1.720335356268124283e+00
3.920145255764197201e-02,2.670461112139306579e+02,1.137519576891267148e-01,1.055164046961328816e-01
1.432395417095597666e-02,3.166931638650701188e+02,4.563630958429745754e-02,5.135559120665480343e-02
1.603693481485483907e-01,2.958896309280561354e+02,1.879981298094067776e-01,1.892716024260459040e-01
1.247094842147187946e-03,2.782204916379455426e+02,1.164635907320135493e-02,3.632009530872044173e-02
4.264966838779171709e-01,2.672984648259054552e+02,5.148881119966862707e-01,5.459941118104295610e-01
1.921408259516459421e-03,2.839548712810041025e+02,1.384120548055629840e-02,6.010539506964908060e-03
2.939418954843229029e-02,2.962439014413467362e+02,6.492024378893954117e-02,1.399529431342667052e-01
2.019543467756101940e-02,2.933351096909502189e+02,5.201353752615085063e-02,5.129272284256314318e-02
9.477011404976658226e-02,2.823327785242674395e+02,1.471728808675402955e-01,1.391951122016540365e-01
5.653790853240565559e-03,2.988342096056941273e+02,2.406541511268550648e-02,3.542221584762986208e-02
6.717048723374944297e-01,3.074461906073930777e+02,4.840636288491380057e-01,4.986074765502947481e-01
1.340108185620646708e+01,2.872519536702103551e+02,1.364767257793389810e+00,1.375079542888632878e+00
1.080372549704580465e-01,3.048942196273350191e+02,1.473672828218234310e-01,1.337737501516062522e-01
3.657289277470794673e+02,3.166506986500165794e+02,3.136934587033134159e-02,6.024536530067944179e-02
1.440791950013982614e+02,2.704225959090135802e+02,1.272489858357300496e-01,1.277654631136262986e-01
6.856315795874244612e-02,2.765946428876042091e+02,1.304007059700642290e-01,1.606101093037054228e-01
1.711600564843006539e-03,3.000321672915134741e+02,1.203492730467434040e-02,3.936616453495689338e-02
4.065839255231271210e+01,3.049040220910102335e+02,4.596918528915757141e-01,4.337147483048985341e-01
2.754697262474145938e-02,3.132201443284621405e+02,6.591463801474758966e-02,4.582837547613070189e-02
9.839346242297437872e-02,2.824197621883555485e+02,1.505477614952742127e-01,1.300630987390657967e-01
2.992342894173022572e+00,3.101291147218353785e+02,1.234721783642158455e+00,1.239263334853985210e+00
9.846413303034269120e+02,3.190508527895616453e+02,9.109024136870395513e-03,9.751306586886361941e-03
6.281529441815246473e-02,2.727436399126966080e+02,1.328245727764688633e-01,1.377760775671486582e-01
6.473483085031481732e-01,3.167223444916128869e+02,5.046568061191630816e-01,4.880025899315064697e-01
5.817083491349694491e+00,3.130903000258936686e+02,1.617650994173009948e+00,1.625793941491318062e+00
1.259604707187046024e+01,2.817667096857211391e+02,1.492751160035952651e+00,1.520453252231317887e+00
1.874981990856394026e-02,2.988024292118251424e+02,4.924942596657007343e-02,2.217753167365527425e-02
3.731904185996139933e+00,2.988655368931733847e+02,1.324769832495111599e+00,1.320493927622160335e+00
1.839241075647219059e+00,2.717671126683189868e+02,1.181116220090669522e+00,1.185736335180734624e+00
8.942916522269145574e+00,2.855732043244829583e+02,1.622899190961196725e+00,1.619958179389589636e+00
4.897583512241657569e-03,2.836589432830271562e+02,2.389173451103113188e-02,1.960918561585323072e-02
5.724889330514220526e-03,3.079147525104534679e+02,2.481534188145364389e-02,5.986062157235906567e-02
7.131238189430181365e+02,3.179580265649699413e+02,1.357558940140214318e-02,3.891693949709823519e-02
8.468556459033796102e+01,2.677657926662095633e+02,2.666276995065289812e-01,2.832955983730520155e-01
9.233022429345788851e+01,3.106986449763258520e+02,1.724370666025645538e-01,1.568930753347353713e-01
4.023707926915978419e+02,2.979566322661808613e+02,2.549090643515865631e-02,7.000304083459572835e-02
5.806127387589533555e+02,3.056114682724289651e+02,1.618849642216120543e-02,2.310654967660893955e-02
2.295753169639378755e-01,3.042358625203020210e+02,2.380069758875935082e-01,2.261474570307802912e-01
3.345053417260827899e+01,3.079073128869193852e+02,5.832225654668830028e-01,5.761750198375062970e-01
7.074904066419217763e+00,3.056539813320030703e+02,1.582397070118694016e+00,1.572310497735539991e+00
2.286133653223490381e+00,2.874530083835252867e+02,1.071757199589030707e+00,1.113887932468257347e+00
1.191489720713816247e+01,3.157465976651035930e+02,1.503235423233462820e+00,1.507059162746997583e+00
8.252788337802224872e-02,2.803227513244787588e+02,1.383731725723717221e-01,1.393595662312266392e-01
1.489609068678717279e+02,3.114862877606151415e+02,9.451412644314738376e-02,5.118188325678245387e-02
2.767795311021992166e-01,2.985942446248783995e+02,2.662931997509740412e-01,2.807694047965193507e-01
7.745904286650287345e-03,2.691121405805370159e+02,4.037392428908335995e-02,1.894400514737954594e-02
1.163818097087536852e-03,2.951493416461174775e+02,9.697410826085935825e-03,-1.316172184884198751e-02
6.841258368469268270e+00,2.733034373831468429e+02,1.974992154762855279e+00,1.986983308722135355e+00
2.453523001454797903e-02,3.098890687608882786e+02,6.002479278633040399e-02,4.249662244260102306e-02
5.449960560521767547e+02,3.013771259429553879e+02,1.735009780879310723e-02,3.380679681891152200e-02
1.479199476573708066e-02,3.034001597621324322e+02,4.293020432199430580e-02,6.510806608096422754e-02
7.889989918927968471e-02,3.148017634689707052e+02,1.282371099977608897e-01,9.218921158794336768e-02
8.031378661499776399e+02,3.162052998226988620e+02,1.147951314587051207e-02,8.497312448504559801e-03
1.315611683782369035e+00,3.066714615394881207e+02,7.451399833778841186e-01,7.134036239996609519e-01
3.405238961095893728e+02,3.154320559121148335e+02,3.398356555864791989e-02,3.248488590235277390e-02
4.882317775933690029e+01,3.179471956528233250e+02,4.034145245629845999e-01,4.213984841331090969e-01
5.173615639882085150e-03,3.108657877730140626e+02,2.378310663986793472e-02,-3.753440678236553973e-03
1.976517308681327925e-02,2.695630646064810776e+02,7.004240354773022537e-02,1.058255997625084099e-01
2.104095000485020905e-01,2.780902817124686521e+02,2.592994589828471752e-01,2.528066362052598937e-01
1.930800952252405978e+02,3.087772185311578710e+02,6.680229751081349920e-02,4.285094151002064033e-02
1.009089516010478610e-01,2.814702376880013617e+02,1.547456871768425057e-01,1.519593401372254238e-01
6.004712675615819784e-01,3.040052425488201493e+02,4.439732853558326364e-01,4.595087799103306780e-01
7.666425013259666743e-01,2.851785761915784860e+02,5.495634252255970909e-01,5.217047593050377907e-01
8.882423639181775965e-02,2.989017334399372885e+02,1.288535071074859151e-01,1.285681878845200410e-01
5.234939981920786778e+01,3.197987857125652909e+02,3.777756546915541080e-01,3.499794047660985119e-01
2.132850255986487586e-03,3.087723428153290683e+02,1.403387728923759584e-02,3.778480071972761811e-02
2.267049315360945491e-02,2.856222212892662355e+02,5.855433872779060300e-02,6.131179658444347452e-02
8.923007182246931279e+01,2.682577021527570764e+02,2.464250969221155607e-01,2.375713998358476298e-01
4.989421802025504782e+00,3.031737524087873226e+02,1.482694541104155439e+00,1.503044270591777032e+00
1.177467635463365081e+00,2.918615786656137061e+02,6.927236443806874533e-01,6.665914191887308826e-01
1.648343738014046989e-01,3.170612034732384927e+02,2.087690288764455782e-01,2.005352930043306225e-01
6.037226375905971852e-03,3.085343941395548768e+02,2.568662512244358070e-02,6.223699646260568569e-02
5.504347643026017423e-01,2.987380668763578342e+02,4.162681444768606687e-01,4.134068168675792965e-01
8.366943857704710581e+02,2.966905286106178323e+02,1.005373813518139169e-02,3.680495675232967057e-02
3.719896431932272041e+00,3.023423885017813291e+02,1.327602371223827182e+00,1.331117090230256483e+00
2.880554552872188978e+00,2.995011381839220803e+02,1.168091499396043842e+00,1.153699000162349275e+00
8.723916693102819409e+02,2.772417681936025247e+02,1.121418830846746678e-02,5.889760886185930154e-03
2.053148118963568720e+02,3.111654132640501302e+02,6.267355936517210457e-02,6.381224019649996138e-02
9.889991302558788675e+02,2.818720113756867249e+02,8.949588771168751761e-03,3.493144583106757434e-04
5.269871643424119156e+02,2.751326890531489084e+02,2.209008982159709616e-02,5.196055226392302245e-03
1.011535456731607674e+01,2.846269829401831544e+02,1.586896686975969528e+00,1.570848853414026580e+00
6.790052965103288152e-02,2.957224206209903059e+02,1.091742324427145000e-01,7.908487370744057832e-02
5.872987387304935858e+00,2.864389851097529345e+02,1.611358219552168514e+00,1.613140284950945524e+00
1.228171498931444339e-01,2.692032462270553879e+02,2.198271615874979878e-01,2.272687784855947912e-01
7.321788588042890922e+01,2.970559222146669072e+02,2.220904081796737095e-01,2.366364062206482155e-01
6.665040096592528794e-03,3.059359539427978802e+02,2.690238013377974774e-02,-9.649344780838911562e-03
5.960435612382045667e-01,3.151989399039956652e+02,4.717260904485335860e-01,4.874034448791219609e-01
1.108296936755924520e+02,2.662256213039527211e+02,1.980639000303718034e-01,1.972817785752016828e-01
5.334239594773018123e-01,2.812476948120925613e+02,4.531630118337068858e-01,4.241506927963619722e-01
4.037449437308890943e+00,2.765119335698814211e+02,1.633135592691845828e+00,1.634652294940807993e+00
3.887743714585674415e-03,2.901235926133085172e+02,1.980029777568621460e-02,3.565219399894779817e-02
5.136057778727902423e-02,2.722166436132406488e+02,1.184789131746961377e-01,1.284873277983462347e-01
5.332260672225789904e+02,2.888400343983194603e+02,1.839017880954611078e-02,3.245672356219303500e-02
8.742532832937927267e+00,3.011718272305478763e+02,1.540103702128815089e+00,1.558570390830946062e+00
1.547515516813192105e-01,2.751999084905687027e+02,2.237025087504360132e-01,2.411816538476349858e-01
1.262661840929275137e+00,3.073688978819376416e+02,7.281945492938446396e-01,7.270455483168630773e-01
4.458733023657232053e+01,2.688000755428922730e+02,5.724070849203412026e-01,5.303224727504503022e-01
5.306670222402038206e+01,2.909709476984788239e+02,3.369480687029941524e-01,3.213234372545312190e-01
9.285550021067518855e+01,2.997169143418639123e+02,1.646452608087027036e-01,1.713371835763412565e-01
5.468347092910817026e-02,3.151796415978359391e+02,1.022787498089863523e-01,9.246129338149729204e-02
2.690516332862270474e-02,2.845292940788289684e+02,6.569102814504239329e-02,7.897867231122118747e-02
6.777209251116939726e+00,2.685405760528632300e+02,2.202799818329204129e+00,2.218336180428872595e+00
1.456142522039982179e+00,3.097224902768152788e+02,8.072522993736763741e-01,8.077994116002594760e-01
2.450871315700472231e+00,3.133519787403789678e+02,1.133067322305246982e+00,1.170251064352609172e+00
1.939498773175119331e-02,2.890823565488565805e+02,5.183766613684655244e-02,3.192700730581703172e-02
8.161026141439520210e-02,3.090425547208251373e+02,1.257965577505372468e-01,1.440177244024137548e-01
3.253262322075965329e+01,3.145474077684468170e+02,6.290616416432084357e-01,6.192099215741431184e-01
1.412340923406571747e-01,2.720271392437682607e+02,2.249258076393718386e-01,2.089164813571494916e-01
3.506818618836707913e+01,3.134480344178971905e+02,5.727632601411670743e-01,5.841395655396673936e-01
1.904881556820668112e-03,2.655509628556818598e+02,1.963050752935654314e-02,6.918232142317170055e-03
5.072208274871213121e+02,2.870821365340400462e+02,1.985264600020898718e-02,3.663842563453129086e-02
1.771896017939378690e-02,2.887872144035480915e+02,4.916986900538394129e-02,2.544399526101948084e-02
7.400239890539169751e-01,3.080764719584050795e+02,5.172232831574201661e-01,5.175349618385380879e-01
3.352057960312415048e+02,3.145896893712210840e+02,3.442465921921176314e-02,1.716606077314152684e-02
3.318013096039455767e-02,3.168492226832156575e+02,7.620504361540465788e-02,7.111548242308037004e-02
2.313692482464979258e-02,3.010525698863713160e+02,5.604345612980682345e-02,4.821522929680673031e-02
8.200573691472150131e+02,3.149507847959685591e+02,1.105702064778468427e-02,-1.190236697428231211e-02
2.670428801174977593e+02,3.090117764322265543e+02,4.424218244047520288e-02,5.696777576651114450e-02
1.561267010968808266e+00,2.693947443034728622e+02,1.128336049404929931e+00,1.103051178580913838e+00
2.323441115557972354e-03,3.122969297026476170e+02,1.507631911187059560e-02,-4.905472227247921133e-03
4.246315404877401001e+00,2.827179478221471527e+02,1.524740282759567522e+00,1.542195306132812638e+00
3.231983429470557806e-02,2.927425359108955831e+02,6.948022083329850884e-02,8.857502785345450214e-02
1.923370078071958561e-02,2.692539772790828465e+02,6.942196886996483685e-02,8.241087437678042138e-02
3.916140097584540172e+02,3.040756031912314370e+02,2.658887444687422705e-02,3.302968626638739386e-02
5.206423041894817416e+00,2.966874840326310618e+02,1.494198964569686261e+00,1.539404415241831359e+00
4.615695493808210093e-01,2.968955381141831822e+02,3.715715368693768839e-01,3.470234286201405727e-01
2.376583904451238984e-03,3.023368181532894710e+02,1.457775818585468203e-02,-6.420054409426965980e-04
1.697181900529812215e-01,2.908776475586223569e+02,1.983767678401383294e-01,1.781512187596096530e-01
1.527210490417225230e+02,2.758623240674795625e+02,1.056244418129827917e-01,1.232536184619583142e-01
6.547231478474563326e-02,2.843358569221908283e+02,1.141110009068244946e-01,1.195311998453086333e-01
8.645012755738798460e-02,2.798537463022614133e+02,1.434023800082282196e-01,1.652820986616612142e-01
4.376595413227060583e+00,2.766510908224183822e+02,1.680614531283138202e+00,1.699729777928201679e+00
3.257197342025813791e-02,2.721912183210592957e+02,8.944971489455363911e-02,8.461721573895772397e-02
2.195879866854039797e+00,2.801911311644045099e+02,1.130863986971666790e+00,1.114156053602120666e+00
4.093503847615495772e+01,2.826494427749448732e+02,4.929261808365798525e-01,4.727571815304772440e-01
5.248590136271710782e-02,3.040077778617832678e+02,9.339886697936046478e-02,1.373123412118889275e-01
6.862861347097815035e-01,3.151265389697386468e+02,5.168339110473741949e-01,5.358703779875295670e-01
2.868164260115786846e+00,2.785361335232932447e+02,1.344832644815138201e+00,1.356383284998945005e+00
1.513520642894872481e-01,2.962452738933239971e+02,1.810645625522603608e-01,1.739779537118553154e-01
2.196393993287602472e-02,3.049421825142716784e+02,5.480137085581831408e-02,5.053340744058582024e-02
4.857482024182307838e-03,2.789132982263777762e+02,2.525988581069203362e-02,1.807804309542748039e-02
2.471170737202850631e+00,2.918478711844931013e+02,1.090894834915256517e+00,1.084119138344098010e+00
4.212843316691969449e+02,3.142425637781836372e+02,2.565432733777544758e-02,-2.271566003425482330e-02
1.295976764152338093e-03,3.060785163967947824e+02,1.041954998496844378e-02,8.895561652342504413e-03
1.563078434404112897e+02,2.858029352307310660e+02,8.992570152264429961e-02,8.198302818796182612e-02
5.954408986897560681e+02,2.896867955132343582e+02,1.589475836061702424e-02,2.139388482595939653e-02
1.794564238023552472e+00,2.862608324880007444e+02,9.366724884105819271e-01,9.405692796739724137e-01
6.416537705986994524e+02,2.898669879079132556e+02,1.443727970315235136e-02,3.121163956966233749e-02
1.693146819344189780e+01,3.095600424352747950e+02,1.148823211512226106e+00,1.148270225903573971e+00
1.867889789773612863e+00,2.760337598511413262e+02,1.095665422286931756e+00,1.111314058132469862e+00
6.054107208843624299e-01,2.964821874049301869e+02,4.437008024286941410e-01,3.921919419989197686e-01
6.286284637485782811e-01,2.855278113528337940e+02,4.812950189182192973e-01,4.589814772267326037e-01
1.235891548697473041e+01,3.018406110141872887e+02,1.369202207097446111e+00,1.403431063038698134e+00
2.552890649616470012e-02,2.963241580373558577e+02,5.954477225339398216e-02,3.487439429903402277e-02
1.960680127315285759e+01,2.658446307827292685e+02,1.497388281332895366e+00,1.491522185952391055e+00
8.829546989806096313e-01,3.082367448183667307e+02,5.806782985009737441e-01,5.945303692028656162e-01
1.116794615106915423e+01,2.965080020859156207e+02,1.433630127913083419e+00,1.415695735884844320e+00
4.417438403795034105e+02,2.884271763114603004e+02,2.343595073223860709e-02,3.760344063605385034e-02
2.516066357258203018e-02,2.677854765526337815e+02,8.491011543220224056e-02,5.606498651247156240e-02
2.626353078064159186e-01,2.682818683427512951e+02,3.662488157713950088e-01,3.276986920967361883e-01
4.476728678451034893e-02,3.125420857782160056e+02,8.844588408095177545e-02,6.157683805534130972e-02
2.070420162390004121e-03,2.974272384135640550e+02,1.342597451093976296e-02,-1.993137376901309155e-02
5.401796798046116344e+00,2.889599407789902443e+02,1.553972045575098493e+00,1.553334858079223002e+00
5.903643036932496813e+00,3.132553732224142777e+02,1.623953674743373599e+00,1.617314888084682600e+00
9.918936291814670767e+02,2.895974288839128690e+02,8.312420661928934459e-03,1.459797249081526589e-02
4.037954513568418946e+00,2.662569232093678124e+02,2.059419390658644655e+00,2.038421501256916013e+00
2.380338799448037668e-01,3.019056841953365620e+02,2.422449050242063140e-01,2.928200524528524751e-01
2.552421040651771023e+02,2.936310110941346920e+02,4.590896599712161741e-02,4.371654943057100284e-02
1.236818370373619349e-03,2.999630493544029264e+02,9.999217048837964403e-03,8.800869274762109992e-03
6.550007774282569362e-02,2.937580558992631268e+02,1.072853112769787121e-01,1.161185139958855056e-01
3.247687870353539807e+01,2.759939747081065775e+02,7.087768867438821729e-01,7.036248916704567202e-01
9.309408358932479144e-03,2.872379277446681272e+02,3.378486794706310470e-02,2.087445226788042785e-02
1.470333495901547105e-01,3.070250214169131482e+02,1.807910871546338227e-01,1.822270580215402391e-01
1.242744412966519150e+02,2.954656669848641286e+02,1.142172546887552653e-01,1.323128062904934121e-01
1.169628376113676094e-01,3.014849887615804391e+02,1.536601134547888881e-01,1.666952944965697514e-01
2.869222670181841711e-02,3.088761930379670275e+02,6.566988589403180421e-02,8.423149297144286174e-02
2.205614507460049936e+02,3.076813239014515489e+02,5.606206068897805900e-02,4.450644672449641237e-02
2.914091818866564997e-03,2.807688043269639593e+02,1.827263490667260792e-02,2.506600671681499803e-03
1.380863797321044331e+02,2.825375352732311285e+02,1.088858212293758732e-01,1.487091626894023744e-01
7.803828280483557367e-02,2.821633105706151241e+02,1.304873309576727591e-01,1.254495356536347583e-01
1.764852046698580507e-02,2.866172401133246694e+02,4.985839405085619458e-02,5.917226896991488461e-02
8.458095381577894756e-01,3.053189466353013586e+02,5.574266486438341772e-01,5.719450854213471436e-01
7.952591753659060680e-01,3.128549504411943758e+02,5.586435596041909868e-01,5.868136066435712950e-01
6.140191605092458076e+02,2.715855201548887976e+02,1.954778331602244346e-02,-7.716781353675018773e-03
3.273619486694492053e+01,2.813998787223804925e+02,6.474504208034135289e-01,6.376090362186295213e-01
5.764141072944525268e-01,3.019783484157036924e+02,4.302027668847469011e-01,4.212969007844416525e-01
2.273469206928605768e+00,2.944771656949089333e+02,1.030231772794405920e+00,1.023970159042821626e+00
8.132229058116939580e-02,3.081946958036863862e+02,1.249450024906043621e-01,7.646030018511018600e-02
7.876432472701591223e+02,2.975510171565966857e+02,1.084623499828075120e-02,8.694313100344498724e-03
2.068391853985669937e-01,3.142032082504484833e+02,2.354840169498647051e-01,1.773805516123549419e-01
2.061277970638024328e+02,3.069450580116232459e+02,6.090085142178116445e-02,6.664271937974537707e-02
8.638992841162577818e+00,2.897029140668169021e+02,1.582613988769166813e+00,1.593150943074574277e+00
3.139528534485422142e+02,2.892575047533562724e+02,3.601081537731846971e-02,4.775926217876029500e-02
1.340929558256564180e-01,2.762570511111778160e+02,2.003391617582788442e-01,1.760375284813699703e-01
3.163578093950379921e-01,3.096117772231229992e+02,2.999691899472753942e-01,3.188701463143928105e-01
1.644227011577321929e-01,3.173908492109935651e+02,2.090907943847320483e-01,1.916126490017391604e-01
9.167626455627605253e+01,3.144514997942482069e+02,1.788529839340323724e-01,1.541164408837644995e-01
5.232829587815764398e+02,2.962178873690219234e+02,1.827672212478459457e-02,-1.519857340817356434e-03
8.859638326587550239e+01,3.131189425185175423e+02,1.847637648988900150e-01,1.676229996690049573e-01
5.111256020934404898e-01,2.674321223457858423e+02,5.772226661590356134e-01,5.804928549259251724e-01
9.431491215280102836e+01,2.825004074535689256e+02,1.766170093189390888e-01,1.929372234000377995e-01
2.405017350436066437e+01,2.683084674078331204e+02,1.153368220177571235e+00,1.111167099268145719e+00
1.302565064259818772e+00,2.936305451653403225e+02,7.338258370816674869e-01,7.228402963284170646e-01
