t,C,Q,dC_dt,dC_dt_noisy
2.375875175035006670e+00,8.257478916433271809e-01,7.881877814047366648e-02,-6.152520274309412063e-01,-6.299718304711118266e-01
2.379675935187037350e+00,8.234137252940826324e-01,7.884726456437908537e-02,-6.130126099986438204e-01,-6.140371995886186873e-01
2.383476695339068030e+00,8.210880494636783045e-01,7.887538777696787018e-02,-6.107840231049335156e-01,-6.100049305758135088e-01
2.387277455491098266e+00,8.187708232409715015e-01,7.890315014463011867e-02,-6.085661986433599235e-01,-5.847729022865474358e-01
2.391078215643128502e+00,8.164620059781245720e-01,7.893055401752162303e-02,-6.063590690470045397e-01,-5.921479072196088600e-01
2.394878975795158738e+00,8.141615572586373695e-01,7.895760173146175454e-02,-6.041625672595662966e-01,-6.285481181397755135e-01
2.398679735947189418e+00,8.118694368973478070e-01,7.898429560793353288e-02,-6.019766267320401099e-01,-5.928244615178689392e-01
2.402480496099220098e+00,8.095856049404314136e-01,7.901063795408354296e-02,-5.998011814194286195e-01,-5.848993972318458079e-01
2.406281256251250333e+00,8.073100216654018890e-01,7.903663106272199035e-02,-5.976361657774845737e-01,-5.551600478589296950e-01
2.410082016403280569e+00,8.050426475811098825e-01,7.906227721232270134e-02,-5.954815147594826330e-01,-6.290644966945664329e-01
2.413882776555310805e+00,8.027834434277441034e-01,7.908757866702309514e-02,-5.933371638130258141e-01,-6.040642098117056102e-01
2.417683536707341485e+00,8.005323701768308764e-01,7.911253767662423941e-02,-5.912030488768769132e-01,-5.645356251151302240e-01
2.421484296859371721e+00,7.982893890312348084e-01,7.913715647659075314e-02,-5.890791063778249015e-01,-6.161805123499587422e-01
2.425285057011402401e+00,7.960544614251572337e-01,7.916143728805090374e-02,-5.869652732275760787e-01,-6.109544849060706273e-01
2.429085817163432637e+00,7.938275490241382126e-01,7.918538231779655157e-02,-5.848614868196789773e-01,-5.745198429120730310e-01
2.432886577315462873e+00,7.916086137250548660e-01,7.920899375828317768e-02,-5.827676850264740249e-01,-5.623995118088983558e-01
2.436687337467493109e+00,7.893976176561223745e-01,7.923227378762985607e-02,-5.806838061960750696e-01,-5.940574159435861867e-01
2.440488097619523788e+00,7.871945231768930906e-01,7.925522456961928142e-02,-5.786097891493768852e-01,-5.678072457035356901e-01
2.444288857771554468e+00,7.849992928782577595e-01,7.927784825369775523e-02,-5.765455731770923187e-01,-5.742064677884933799e-01
2.448089617923584704e+00,7.828118895824448531e-01,7.930014697497518583e-02,-5.744910980368164166e-01,-5.441161173564417197e-01
2.451890378075614940e+00,7.806322763430200151e-01,7.932212285422508835e-02,-5.724463039501163086e-01,-5.724766727442910375e-01
2.455691138227645176e+00,7.784604164448870600e-01,7.934377799788459862e-02,-5.704111315996512888e-01,-5.506061853602899347e-01
2.459491898379675856e+00,7.762962734042868629e-01,7.936511449805445928e-02,-5.683855221263165447e-01,-5.864478793126018941e-01
2.463292658531706536e+00,7.741398109687989137e-01,7.938613443249900592e-02,-5.663694171264163080e-01,-5.700669941156567555e-01
2.467093418683736772e+00,7.719909931173403184e-01,7.940683986464618094e-02,-5.643627586488605408e-01,-5.662968477240969412e-01
2.470894178835767008e+00,7.698497840601652431e-01,7.942723284358756131e-02,-5.623654891923877130e-01,-5.395833302426832345e-01
2.474694938987797244e+00,7.677161482388659142e-01,7.944731540407830306e-02,-5.603775517028157793e-01,-5.487852909124066869e-01
2.478495699139827924e+00,7.655900503263720625e-01,7.946708956653722455e-02,-5.583988895703150268e-01,-5.734339521961864250e-01
2.482296459291858604e+00,7.634714552269518117e-01,7.948655733704668158e-02,-5.564294466267094563e-01,-5.427900913531107374e-01
2.486097219443888839e+00,7.613603280762105685e-01,7.950572070735267838e-02,-5.544691671427990354e-01,-5.390565416142467647e-01
2.489897979595919075e+00,7.592566342410913549e-01,7.952458165486483987e-02,-5.525179958257100399e-01,-5.547509102720989960e-01
2.493698739747949311e+00,7.571603393198749199e-01,7.954314214265635619e-02,-5.505758778162668232e-01,-5.557291241169030060e-01
2.497499499899979991e+00,7.550714087848645617e-01,7.956140414092593982e-02,-5.486427584076877251e-01,-5.525188233161388851e-01
2.501300260052010227e+00,7.529898082479216104e-01,7.957936961059713932e-02,-5.467185832510401688e-01,-5.806184313708178113e-01
2.505101020204040907e+00,7.509155039379392660e-01,7.959704047485441358e-02,-5.448032987247987124e-01,-5.410284385623063130e-01
2.508901780356071143e+00,7.488484622673848845e-01,7.961441864544695213e-02,-5.428968515938328299e-01,-5.382052930092872112e-01
2.512702540508101379e+00,7.467886498313518473e-01,7.963150602274589318e-02,-5.409991890062972875e-01,-5.583097594814770970e-01
2.516503300660131615e+00,7.447360334075597832e-01,7.964830449574429594e-02,-5.391102584912849105e-01,-5.242613334937835656e-01
2.520304060812162295e+00,7.426905799563544575e-01,7.966481594205716832e-02,-5.372300079565012210e-01,-5.646893466729737687e-01
2.524104820964192974e+00,7.406522566207085490e-01,7.968104222792143920e-02,-5.353583856859587264e-01,-5.463946421138178300e-01
2.527905581116223210e+00,7.386210307262209840e-01,7.969698520819597232e-02,-5.334953403376924141e-01,-5.429997217175234203e-01
2.531706341268253446e+00,7.365968697811167143e-01,7.971264672636158011e-02,-5.316408209414966723e-01,-4.918906243017182600e-01
2.535507101420283682e+00,7.345797414762468280e-01,7.972802861452098211e-02,-5.297947768966805304e-01,-5.617784581618381345e-01
2.539307861572314362e+00,7.325696136850891049e-01,7.974313269339886046e-02,-5.279571579698462136e-01,-5.167045528657209230e-01
2.543108621724345042e+00,7.305664544637475721e-01,7.975796077234179049e-02,-5.261279142926847952e-01,-5.072854487409055313e-01
2.546909381876375278e+00,7.285702320509529484e-01,7.977251464931833791e-02,-5.243069963597931649e-01,-5.167524850789958490e-01
2.550710142028405514e+00,7.265809148680616447e-01,7.978679611091894774e-02,-5.224943550265092052e-01,-4.988581961394414344e-01
2.554510902180435750e+00,7.245984715190566527e-01,7.980080693235604150e-02,-5.206899415067679504e-01,-5.407446952492963588e-01
2.558311662332466430e+00,7.226228707905472115e-01,7.981454887746394777e-02,-5.188937073709753989e-01,-5.644988794172192126e-01
2.562112422484497110e+00,7.206540816517690295e-01,7.982802369869891612e-02,-5.171056045439021975e-01,-5.017692467644969678e-01
2.565913182636527345e+00,7.186920732545845070e-01,7.984123313713918646e-02,-5.153255853025960898e-01,-5.392421485960179339e-01
2.569713942788557581e+00,7.167368149334817362e-01,7.985417892248486416e-02,-5.135536022743109053e-01,-5.200815998052296107e-01
2.573514702940587817e+00,7.147882762055752792e-01,7.986686277305803106e-02,-5.117896084344569774e-01,-5.353665283829525112e-01
2.577315463092618497e+00,7.128464267706059454e-01,7.987928639580268997e-02,-5.100335571045674365e-01,-4.889867199655767993e-01
2.581116223244648733e+00,7.109112365109414577e-01,7.989145148628479243e-02,-5.082854019502834886e-01,-4.909823972529350766e-01
2.584916983396679413e+00,7.089826754915751206e-01,7.990335972869218317e-02,-5.065450969793564573e-01,-5.209463702174963462e-01
2.588717743548709649e+00,7.070607139601273738e-01,7.991501279583468342e-02,-5.048125965396698112e-01,-4.867427596474765972e-01
2.592518503700739885e+00,7.051453223468441278e-01,7.992641234914403536e-02,-5.030878553172739576e-01,-5.006623101308795842e-01
2.596319263852770565e+00,7.032364712645978733e-01,7.993756003867390214e-02,-5.013708283344434635e-01,-5.041586049456383556e-01
2.600120024004800801e+00,7.013341315088881256e-01,7.994845750309989563e-02,-4.996614709477487093e-01,-4.985131377069014214e-01
2.603920784156831481e+00,6.994382740578396485e-01,7.995910636971954866e-02,-4.979597388461431962e-01,-5.020147260431423453e-01
2.607721544308861716e+00,6.975488700722044522e-01,7.996950825445234279e-02,-4.962655880490710603e-01,-4.839654827728516739e-01
2.611522304460891952e+00,6.956658908953603504e-01,7.997966476183968054e-02,-4.945789749045871875e-01,-4.883720234957255601e-01
2.615323064612922188e+00,6.937893080527639533e-01,7.998957748507848353e-02,-4.928998560870791468e-01,-4.998891990157555698e-01
2.619123824764952868e+00,6.919190928973074639e-01,7.999924802767548193e-02,-4.912281883251569115e-01,-4.711030734088457739e-01
2.622924584916983548e+00,6.900552170017317799e-01,8.000867797911169477e-02,-4.895639286996360529e-01,-5.017934409949125207e-01
2.626725345069013784e+00,6.881976523891186748e-01,8.001786890099742144e-02,-4.879070348170120863e-01,-4.821683619556630385e-01
2.630526105221044020e+00,6.863463712271631323e-01,8.002682234591240729e-02,-4.862574645744363599e-01,-4.778143571493900787e-01
2.634326865373074256e+00,6.845013458281737906e-01,8.003553985740595456e-02,-4.846151761580342332e-01,-4.550390349613036012e-01
2.638127625525104936e+00,6.826625486490724981e-01,8.004402296999681143e-02,-4.829801280412369113e-01,-4.930889553082162813e-01
2.641928385677135616e+00,6.808299522913952018e-01,8.005227320917324141e-02,-4.813522789831295445e-01,-4.464906300569214115e-01
2.645729145829165851e+00,6.790035295012913918e-01,8.006029209139300939e-02,-4.797315880268107624e-01,-4.762082889943622943e-01
2.649529905981196087e+00,6.771832531695235469e-01,8.006808112408336786e-02,-4.781180144977680846e-01,-4.819975527108195656e-01
2.653330666133226323e+00,6.753690963314680218e-01,8.007564180564105683e-02,-4.765115180022674313e-01,-4.899609730210396363e-01
2.657131426285257003e+00,6.735610321671142708e-01,8.008297562543233161e-02,-4.749120584257551236e-01,-4.631861900446644920e-01
2.660932186437287683e+00,6.717590340010659578e-01,8.009008406379293510e-02,-4.733195959312756496e-01,-4.723408910424280460e-01
2.664732946589317919e+00,6.699630753025401786e-01,8.009696859202811159e-02,-4.717340909579007535e-01,-4.938062762764564573e-01
2.668533706741348155e+00,6.681731296853670177e-01,8.010363067241257906e-02,-4.701555042191725153e-01,-4.927132477443452174e-01
2.672334466893378391e+00,6.663891709079903247e-01,8.011007175819055692e-02,-4.685837967015610839e-01,-4.796941808575717614e-01
2.676135227045409071e+00,6.646111728734674928e-01,8.011629329357580764e-02,-4.670189296629334574e-01,-4.805390497403568273e-01
2.679935987197439307e+00,6.628391096294699025e-01,8.012229671375151185e-02,-4.654608646310376963e-01,-4.436548167964934897e-01
2.683736747349469987e+00,6.610729553682814785e-01,8.012808344487042100e-02,-4.639095634019967940e-01,-4.363987974425932448e-01
2.687537507501500222e+00,6.593126844268007991e-01,8.013365490405471858e-02,-4.623649880388185918e-01,-4.449937955614684526e-01
2.691338267653530458e+00,6.575582712865390977e-01,8.013901249939611726e-02,-4.608271008699163507e-01,-4.536697230692950944e-01
2.695139027805560694e+00,6.558096905736215954e-01,8.014415762995584502e-02,-4.592958644876415919e-01,-4.678606286445337603e-01
2.698939787957591374e+00,6.540669170587865011e-01,8.014909168576457577e-02,-4.577712417468308148e-01,-4.566815775284259193e-01
2.702740548109622054e+00,6.523299256573863447e-01,8.015381604782251257e-02,-4.562531957633637059e-01,-4.385590556427927944e-01
2.706541308261652290e+00,6.505986914293868661e-01,8.015833208809934607e-02,-4.547416899127328382e-01,-4.121222452382665713e-01
2.710342068413682526e+00,6.488731895793670157e-01,8.016264116953426833e-02,-4.532366878286259171e-01,-4.349787037225900654e-01
2.714142828565712762e+00,6.471533954565197311e-01,8.016674464603597283e-02,-4.517381534015204592e-01,-4.573463962874149136e-01
2.717943588717743442e+00,6.454392845546507163e-01,8.017064386248261287e-02,-4.502460507772885756e-01,-4.494855492618708426e-01
2.721744348869774122e+00,6.437308325121802177e-01,8.017434015472187092e-02,-4.487603443558161875e-01,-4.584112423788528345e-01
2.725545109021804357e+00,6.420280151121416923e-01,8.017783484957093088e-02,-4.472809987896310124e-01,-4.629289703086193475e-01
2.729345869173834593e+00,6.403308082821815850e-01,8.018112926481643643e-02,-4.458079789825426520e-01,-4.494928190269019130e-01
2.733146629325864829e+00,6.386391880945604393e-01,8.018422470921457434e-02,-4.443412500882952254e-01,-4.404289562441929262e-01
2.736947389477895509e+00,6.369531307661518982e-01,8.018712248249099117e-02,-4.428807775092301613e-01,-4.061627457756789017e-01
2.740748149629926189e+00,6.352726126576357935e-01,8.018982387539112799e-02,-4.414265268943577958e-01,-4.403858774952899013e-01
2.744548909781956425e+00,6.335976099725504351e-01,8.019233018833564486e-02,-4.399784639137745978e-01,-4.128313024145058852e-01
2.748349669933986661e+00,6.319280991051045016e-01,8.019464270957823993e-02,-4.385365545171371338e-01,-4.031867728946423868e-01
2.752150430086016897e+00,6.302640568117721109e-01,8.019676270474546120e-02,-4.371007650599498806e-01,-4.355246076547557577e-01
2.755951190238047577e+00,6.286054599639326890e-01,8.019869143229550745e-02,-4.356710621177681819e-01,-4.035150843654434216e-01
2.759751950390077813e+00,6.269522855478719681e-01,8.020043014351826982e-02,-4.342474124849987627e-01,-4.199487043936210862e-01
2.763552710542108493e+00,6.253045106647804330e-01,8.020198008253523470e-02,-4.328297831737076273e-01,-4.411804890728999728e-01
2.767353470694138728e+00,6.236621125307550972e-01,8.020334248629956697e-02,-4.314181414124411695e-01,-4.261145409154636354e-01
2.771154230846168964e+00,6.220250684767977267e-01,8.020451858459611005e-02,-4.300124546450530549e-01,-4.295548982841544405e-01
2.774954990998199644e+00,6.203933559488160610e-01,8.020550960004131646e-02,-4.286126905295440381e-01,-4.332594711284430411e-01
2.778755751150229880e+00,6.187669525076235910e-01,8.020631674808331724e-02,-4.272188169369099953e-01,-4.311944415968086419e-01
2.782556511302260560e+00,6.171458358289392265e-01,8.020694123700190803e-02,-4.258308019499987829e-01,-4.229466158805390008e-01
2.786357271454290796e+00,6.155299837033877397e-01,8.020738426790849362e-02,-4.244486138623773663e-01,-4.157649910527330128e-01
2.790158031606321032e+00,6.139193740364990992e-01,8.020764703474617119e-02,-4.230722211772073860e-01,-4.407698586803819873e-01
2.793958791758351268e+00,6.123139848487092474e-01,8.020773072428968864e-02,-4.217015926061311037e-01,-4.218893458460549750e-01
2.797759551910381948e+00,6.107137942753593229e-01,8.020763651614544465e-02,-4.203366970681644554e-01,-4.507837975070645431e-01
2.801560312062412628e+00,6.091187805666966604e-01,8.020736558275146089e-02,-4.189775036886017601e-01,-4.137615937029975877e-01
2.805361072214442864e+00,6.075289220878741236e-01,8.020691908937745140e-02,-4.176239817979263136e-01,-4.051519922822986453e-01
2.809161832366473099e+00,6.059441973189495512e-01,8.020629819412476713e-02,-4.162761009307316962e-01,-4.129970041635355749e-01
2.812962592518503335e+00,6.043645848548870880e-01,8.020550404792642363e-02,-4.149338308246521834e-01,-4.092167677862773023e-01
2.816763352670534015e+00,6.027900634055558537e-01,8.020453779454705945e-02,-4.135971414192992635e-01,-4.017982793481059689e-01
2.820564112822564695e+00,6.012206117957312745e-01,8.020340057058300554e-02,-4.122660028552105338e-01,-4.255680197395505515e-01
2.824364872974594931e+00,5.996562089650941951e-01,8.020209350546221583e-02,-4.109403854728035377e-01,-4.157213626592953237e-01
2.828165633126625167e+00,5.980968339682307677e-01,8.020061772144432277e-02,-4.096202598113393156e-01,-3.994018189350236336e-01
2.831966393278655403e+00,5.965424659746328961e-01,8.019897433362058181e-02,-4.083055966078950605e-01,-3.882678819133121850e-01
2.835767153430686083e+00,5.949930842686980137e-01,8.019716444991392690e-02,-4.069963667963439891e-01,-3.990979387694389424e-01
2.839567913582716763e+00,5.934486682497295273e-01,8.019518917107892886e-02,-4.056925415063438733e-01,-3.546353530592399883e-01
2.843368673734746999e+00,5.919091974319362626e-01,8.019304959070183703e-02,-4.043940920623334545e-01,-4.062213035060308619e-01
2.847169433886777234e+00,5.903746514444325744e-01,8.019074679520052373e-02,-4.031009899825366283e-01,-3.831077813954397171e-01
2.850970194038807470e+00,5.888450100312383473e-01,8.018828186382452594e-02,-4.018132069779747351e-01,-3.764786534129730966e-01
2.854770954190838150e+00,5.873202530512792174e-01,8.018565586865503136e-02,-4.005307149514874543e-01,-4.032061118783230036e-01
2.858571714342868386e+00,5.858003604783865725e-01,8.018286987460490622e-02,-3.992534859967604155e-01,-4.156637436408152642e-01
2.862372474494899066e+00,5.842853124012969968e-01,8.017992493941862586e-02,-3.979814923973606366e-01,-4.216335509479044452e-01
2.866173234646929302e+00,5.827750890236532699e-01,8.017682211367235801e-02,-3.967147066257806221e-01,-3.934691666291971757e-01
2.869973994798959538e+00,5.812696706636852895e-01,8.017356244079394678e-02,-3.954531013422565855e-01,-3.732472622514800276e-01
2.873774754950989774e+00,5.797690375108791594e-01,8.017014697234908782e-02,-3.941966492163564983e-01,-3.887632812392481374e-01
2.877575515103020454e+00,5.782731698950839272e-01,8.016657675093687152e-02,-3.929453231227517107e-01,-3.894882016153566329e-01
2.881376275255051134e+00,5.767820484506692713e-01,8.016285279999893487e-02,-3.916990962598043136e-01,-3.992833739200584153e-01
2.885177035407081370e+00,5.752956539036443440e-01,8.015897613728567572e-02,-3.904579419932396323e-01,-3.792373473373682469e-01
2.888977795559111605e+00,5.738139670716576601e-01,8.015494777485622502e-02,-3.892218338552859702e-01,-4.319384548841604388e-01
2.892778555711141841e+00,5.723369688639975417e-01,8.015076871907846068e-02,-3.879907455438202923e-01,-3.833432805163259349e-01
2.896579315863172521e+00,5.708646402815913401e-01,8.014643997062900760e-02,-3.867646509215199035e-01,-3.862021247304606719e-01
2.900380076015203201e+00,5.693969624170068800e-01,8.014196252449320990e-02,-3.855435240150233422e-01,-4.129503289462581606e-01
2.904180836167233437e+00,5.679339164544511265e-01,8.013733736996515866e-02,-3.843273390140946044e-01,-3.408153805312173490e-01
2.907981596319263673e+00,5.664754836697702967e-01,8.013256549064769196e-02,-3.831160702707957499e-01,-4.108643349018875068e-01
2.911782356471293909e+00,5.650216454304506364e-01,8.012764786445238097e-02,-3.819096922986660592e-01,-4.034601022356192890e-01
2.915583116623324589e+00,5.635723831956176433e-01,8.012258546359954381e-02,-3.807081797719064076e-01,-4.047254419229628919e-01
2.919383876775355269e+00,5.621276785160365108e-01,8.011737925461821785e-02,-3.795115075245714120e-01,-3.573041514893976478e-01
2.923184636927385505e+00,5.606875130341123503e-01,8.011203019834620132e-02,-3.783196505497669615e-01,-3.960813477729507870e-01
2.926985397079415741e+00,5.592518684838894139e-01,8.010653924993002550e-02,-3.771325839988536877e-01,-3.637594557395694150e-01
2.930786157231445976e+00,5.578207266910514273e-01,8.010090735882495483e-02,-3.759502831806575407e-01,-3.642000801302325286e-01
2.934586917383476656e+00,5.563940695729218122e-01,8.009513546879501455e-02,-3.747727235606856944e-01,-3.695793153397228803e-01
2.938387677535506892e+00,5.549718791384641303e-01,8.008922451791293529e-02,-3.735998807603497784e-01,-3.997514588934880098e-01
2.942188437687537572e+00,5.535541374882804178e-01,8.008317543856020848e-02,-3.724317305561924418e-01,-3.846738581159488413e-01
2.945989197839567808e+00,5.521408268146134057e-01,8.007698915742707257e-02,-3.712682488791233526e-01,-3.378059494784418360e-01
2.949789957991598044e+00,5.507319294013447442e-01,8.007066659551248522e-02,-3.701094118136580291e-01,-3.959244998013103922e-01
2.953590718143628724e+00,5.493274276239955567e-01,8.006420866812416492e-02,-3.689551955971644426e-01,-3.855882948045332159e-01
2.957391478295658960e+00,5.479273039497271069e-01,8.005761628487853554e-02,-3.678055766191147269e-01,-3.710505070747223133e-01
2.961192238447689640e+00,5.465315409373395772e-01,8.005089034970080952e-02,-3.666605314203423838e-01,-3.504807299795949516e-01
2.964992998599719876e+00,5.451401212372734006e-01,8.004403176082490468e-02,-3.655200366923058164e-01,-3.604872528802084419e-01
2.968793758751750111e+00,5.437530275916079292e-01,8.003704141079347190e-02,-3.643840692763569145e-01,-3.495431860904501531e-01
2.972594518903780347e+00,5.423702428340626547e-01,8.002992018645793681e-02,-3.632526061630154679e-01,-3.845984908224553411e-01
2.976395279055811027e+00,5.409917498899958765e-01,8.002266896897843040e-02,-3.621256244912487432e-01,-3.432300926129285279e-01
2.980196039207841707e+00,5.396175317764064783e-01,8.001528863382383061e-02,-3.610031015477580540e-01,-3.496225252161815900e-01
2.983996799359871943e+00,5.382475716019322620e-01,8.000778005077177624e-02,-3.598850147662684407e-01,-3.917763058687411259e-01
2.987797559511902179e+00,5.368818525668506147e-01,8.000014408390862530e-02,-3.587713417268250105e-01,-3.279730175686795812e-01
2.991598319663932415e+00,5.355203579630787303e-01,7.999238159162948281e-02,-3.576620601550950518e-01,-3.118141029515898999e-01
2.995399079815963095e+00,5.341630711741731652e-01,7.998449342663817296e-02,-3.565571479216746442e-01,-3.719286950646087386e-01
2.999199839967993775e+00,5.328099756753300609e-01,7.997648043594729472e-02,-3.554565830414005423e-01,-3.543435267090664920e-01
3.003000600120024011e+00,5.314610550331616556e-01,7.996834346089243262e-02,-3.543603436725083489e-01,-3.264118920103574739e-01
3.006801360272054247e+00,5.301162927051171758e-01,7.996008334987235455e-02,-3.532684079726608473e-01,-3.828932125612048987e-01
3.010602120424084926e+00,5.287756722603398352e-01,7.995170094418495299e-02,-3.521807542563844540e-01,-3.919779606377794545e-01
3.014402880576115162e+00,5.274391775189755105e-01,7.994319706926190927e-02,-3.510973610937617173e-01,-3.770362435377601629e-01
3.018203640728145398e+00,5.261067923745407215e-01,7.993457254601564477e-02,-3.500182071827569463e-01,-3.613595429098782619e-01
3.022004400880176078e+00,5.247785007939222979e-01,7.992582819083927925e-02,-3.489432713485953186e-01,-3.605121155882930473e-01
3.025805161032206314e+00,5.234542868173787111e-01,7.991696481560661702e-02,-3.478725325431480941e-01,-3.357255890662961817e-01
3.029605921184236550e+00,5.221341345585382987e-01,7.990798322767221629e-02,-3.468059698443199390e-01,-3.414352424050587365e-01
3.033406681336267230e+00,5.208180282044005960e-01,7.989888422987130590e-02,-3.457435624554434095e-01,-3.706651077488246626e-01
3.037207441488297466e+00,5.195059520153360033e-01,7.988966862051985474e-02,-3.446852897046763231e-01,-3.333376903028992810e-01
3.041008201640328146e+00,5.181978903250851198e-01,7.988033719341450234e-02,-3.436311310444037370e-01,-3.061495042107796327e-01
3.044808961792358382e+00,5.168938275407601868e-01,7.987089073783261439e-02,-3.425810660506458660e-01,-3.186399804692401916e-01
3.048609721944388617e+00,5.155937481428434221e-01,7.986133003853229662e-02,-3.415350744224676660e-01,-3.217129254687968176e-01
3.052410482096419297e+00,5.142976366851879089e-01,7.985165587575229762e-02,-3.404931359813958003e-01,-3.400895774109684022e-01
3.056211242248449533e+00,5.130054777950180389e-01,7.984186902521213380e-02,-3.394552306708381595e-01,-3.197826027779471225e-01
3.060012002400479769e+00,5.117172561729282920e-01,7.983197025811199221e-02,-3.384213385555076559e-01,-3.577439949548991693e-01
3.063812762552510449e+00,5.104329565928841239e-01,7.982196034113278604e-02,-3.373914398208512355e-01,-3.223711470807901769e-01
3.067613522704540685e+00,5.091525639022220773e-01,7.981184003643615466e-02,-3.363655147724824990e-01,-3.381104831621054574e-01
3.071414282856571365e+00,5.078760630216488936e-01,7.980161010166439417e-02,-3.353435438356181519e-01,-3.127254298780291486e-01
3.075215043008601601e+00,5.066034389452425124e-01,7.979127128994055462e-02,-3.343255075545198962e-01,-3.250052965293625529e-01
3.079015803160631837e+00,5.053346767404515161e-01,7.978082434986838445e-02,-3.333113865919389296e-01,-3.551089823061859829e-01
3.082816563312662517e+00,5.040697615480947968e-01,7.977027002553233048e-02,-3.323011617285649977e-01,-3.297413026590947926e-01
3.086617323464692753e+00,5.028086785823628890e-01,7.975960905649755184e-02,-3.312948138624808858e-01,-3.069303844662451541e-01
3.090418083616723433e+00,5.015514131308163037e-01,7.974884217780991991e-02,-3.302923240086184653e-01,-3.528770017099544520e-01
3.094218843768753668e+00,5.002979505543867500e-01,7.973797011999601836e-02,-3.292936732982207348e-01,-3.404764708619140712e-01
3.098019603920783904e+00,4.990482762873764688e-01,7.972699360906311539e-02,-3.282988429783066930e-01,-3.436723031460615085e-01
3.101820364072814584e+00,4.978023758374582886e-01,7.971591336649921922e-02,-3.273078144111404297e-01,-3.572207332200556529e-01
3.105621124224844820e+00,4.965602347856764021e-01,7.970473010927302260e-02,-3.263205690737051579e-01,-3.070952035683112147e-01
3.109421884376875056e+00,4.953218387864452565e-01,7.969344454983394443e-02,-3.253370885571785220e-01,-2.991171424974579662e-01
3.113222644528905736e+00,4.940871735675498866e-01,7.968205739611211591e-02,-3.243573545664142355e-01,-3.083564904252736882e-01
3.117023404680935972e+00,4.928562249301468023e-01,7.967056935151833885e-02,-3.233813489194268809e-01,-3.185299426106813492e-01
3.120824164832966652e+00,4.916289787487624907e-01,7.965898111494416900e-02,-3.224090535468789320e-01,-3.234496812331680848e-01
3.124624924984996888e+00,4.904054209712948587e-01,7.964729338076183274e-02,-3.214404504915742145e-01,-3.166528444810811083e-01
3.128425685137027124e+00,4.891855376190120119e-01,7.963550683882431036e-02,-3.204755219079521433e-01,-3.351066402497737129e-01
3.132226445289057803e+00,4.879693147865530323e-01,7.962362217446523893e-02,-3.195142500615876791e-01,-3.016373380525542158e-01
3.136027205441088039e+00,4.867567386419279774e-01,7.961164006849900943e-02,-3.185566173286944469e-01,-2.976467708479267338e-01
3.139827965593118719e+00,4.855477954253424322e-01,7.959956119729609536e-02,-3.176026061948075685e-01,-2.989517355147294220e-01
3.143628725745148955e+00,4.843424712708389035e-01,7.958738624420794161e-02,-3.166521991293834715e-01,-3.272711634837593420e-01
3.147429485897179191e+00,4.831407524324439207e-01,7.957511588499062427e-02,-3.157053787439504933e-01,-3.141372919050144374e-01
3.151230246049209871e+00,4.819426253547843819e-01,7.956275078334318351e-02,-3.147621278409356571e-01,-3.180777442205227623e-01
3.155031006201240107e+00,4.807480765414699486e-01,7.955029159937573868e-02,-3.138224293209350702e-01,-2.780509335615883315e-01
3.158831766353270343e+00,4.795570925550923236e-01,7.953773898960937727e-02,-3.128862661822634506e-01,-3.092923421438122378e-01
3.162632526505301023e+00,4.783696600172255287e-01,7.952509360697621044e-02,-3.119536215205079288e-01,-3.495950393991158478e-01
3.166433286657331259e+00,4.771857656084265709e-01,7.951235610081938687e-02,-3.110244785280862900e-01,-3.030543655114648072e-01
3.170234046809361939e+00,4.760053960682342211e-01,7.949952711689305118e-02,-3.100988204938052717e-01,-2.724534955123855684e-01
3.174034806961392174e+00,4.748285381951702355e-01,7.948660729736238550e-02,-3.091766308024254672e-01,-2.954731164779741404e-01
3.177835567113422410e+00,4.736551788467384672e-01,7.947359728080358177e-02,-3.082578929342266738e-01,-2.906682987333024659e-01
3.181636327265453090e+00,4.724853049394249771e-01,7.946049770220384167e-02,-3.073425904645776807e-01,-3.066213651275996321e-01
3.185437087417483326e+00,4.713189034486988671e-01,7.944730919296139060e-02,-3.064307070635093888e-01,-3.458584967872130322e-01
3.189237847569513562e+00,4.701559614090112249e-01,7.943403238088547758e-02,-3.055222264952896505e-01,-3.417273815763483547e-01
3.193038607721544242e+00,4.689964659137954017e-01,7.942066789019636142e-02,-3.046171326180018291e-01,-3.295360881127195052e-01
3.196839367873574478e+00,4.678404041154677340e-01,7.940721634152532460e-02,-3.037154093831275214e-01,-3.062520501239220372e-01
3.200640128025605158e+00,4.666877632254264330e-01,7.939367835191465939e-02,-3.028170408351297249e-01,-2.966170709053034815e-01
3.204440888177635394e+00,4.655385305140525287e-01,7.938005453481766782e-02,-3.019220111110411109e-01,-2.881337280682506607e-01
3.208241648329665630e+00,4.643926933107092592e-01,7.936634550009870337e-02,-3.010303044400547412e-01,-3.078394652953492239e-01
3.212042408481696310e+00,4.632502390037420703e-01,7.935255185403308764e-02,-3.001419051431161167e-01,-2.810033199748943611e-01
3.215843168633726545e+00,4.621111550404793933e-01,7.933867419930722142e-02,-2.992567976325210544e-01,-3.048517728001134963e-01
3.219643928785757225e+00,4.609754289272315342e-01,7.932471313501845978e-02,-2.983749664115132316e-01,-3.124647567184540287e-01
3.223444688937787461e+00,4.598430482292916732e-01,7.931066925667522305e-02,-2.974963960738871704e-01,-2.804635617649891555e-01
3.227245449089817697e+00,4.587140005709349766e-01,7.929654315619692750e-02,-2.966210713035918878e-01,-3.149099709656753565e-01
