t,Q,I,core_flux_linkage,dielectric_memory_charge,dI_dt
2.300460092018403579e-03,4.245485758711232363e-05,-3.838065178415135670e-02,-1.293174791104840459e-05,7.950565237572660587e-05,-4.051829872005130539e+01
2.302460492098419836e-03,4.237800167403429018e-05,-3.845901774546264112e-02,-1.364638541572380876e-05,7.949081669104091183e-05,-3.783274588400540495e+01
2.304460892178435659e-03,4.230099437296536841e-05,-3.853201644409048887e-02,-1.435967587563521941e-05,7.947595616752968202e-05,-3.515218038762210284e+01
2.306461292258451916e-03,4.222384640370440654e-05,-3.859965821859624724e-02,-1.507151797818022683e-05,7.946107075672143570e-05,-3.247697487214819745e+01
2.308461692338467739e-03,4.214656846573231087e-05,-3.866195415899207483e-02,-1.578181102587484941e-05,7.944616041448190739e-05,-2.980749973073521986e+01
2.310462092418483562e-03,4.206917123821191703e-05,-3.871891610674108725e-02,-1.649045493635460603e-05,7.943122510101404690e-05,-2.714412310874119072e+01
2.312462492498499819e-03,4.199166537851487766e-05,-3.877055664835740711e-02,-1.719735025328893537e-05,7.941626478083735168e-05,-2.448721086241346612e+01
2.314462892578515642e-03,4.191406150451754223e-05,-3.881688902272065200e-02,-1.790239826789465533e-05,7.940127942245546401e-05,-2.183712608930323640e+01
2.316463292658531899e-03,4.183637023359533850e-05,-3.885792727611153685e-02,-1.860550072087700527e-05,7.938626899882411268e-05,-1.919423025756321621e+01
2.318463692738547723e-03,4.175860215714767381e-05,-3.889368619103437258e-02,-1.930656001494827451e-05,7.937123348720879785e-05,-1.655888241059283317e+01
2.320464092818563546e-03,4.168076782919995487e-05,-3.892418124220076159e-02,-2.000547930261068516e-05,7.935617286905506630e-05,-1.393143883484487766e+01
2.322464492898579803e-03,4.160287776640365551e-05,-3.894942859652950756e-02,-2.070216248615596528e-05,7.934108712998857917e-05,-1.131225306019312171e+01
2.324464892978595626e-03,4.152494244803636410e-05,-3.896944511314667098e-02,-2.139651421766485760e-05,7.932597625981507134e-05,-8.701675860286094633e+00
2.326465293058611883e-03,4.144697231600164125e-05,-3.898424834338554829e-02,-2.208843989900821382e-05,7.931084025252040559e-05,-6.100055252883884727e+00
2.328465693138627706e-03,4.136897777482918923e-05,-3.899385653078665803e-02,-2.277784568184576479e-05,7.929567910627049131e-05,-3.507736500194735818e+00
2.330466093218643963e-03,4.129096919167470287e-05,-3.899828861109777556e-02,-2.346463846762732666e-05,7.928049282341136583e-05,-9.250621091855482092e-01
2.332466493298659786e-03,4.121295689631998478e-05,-3.899756421227391912e-02,-2.414872590759161840e-05,7.926528141046912661e-05,1.647628168108083990e+00
2.334466893378675609e-03,4.113495118117287082e-05,-3.899170365447732906e-02,-2.483001640276727830e-05,7.925004487814998552e-05,4.209997334292314264e+00
2.336467293458691866e-03,4.105696229806868455e-05,-3.898072793010335518e-02,-2.550841912426086828e-05,7.923478324126227398e-05,6.761711224844224155e+00
2.338467693538707690e-03,4.097900045086834842e-05,-3.896465863418841630e-02,-2.618384404590623667e-05,7.921949651840987127e-05,9.302438644686905178e+00
2.340468093618723947e-03,4.090107582044090224e-05,-3.894351812164464910e-02,-2.685620178604874840e-05,7.920418473260850572e-05,1.183185075726436075e+01
2.342468493698739770e-03,4.082319853903409540e-05,-3.891732939185908041e-02,-2.752540379700755134e-05,7.918884791090269250e-05,1.434962179918909442e+01
2.344468893778755593e-03,4.074537868660537906e-05,-3.888611606872075660e-02,-2.819136239012785637e-05,7.917348608429210276e-05,1.685542917560397669e+01
2.346469293858771850e-03,4.066762629082195350e-05,-3.884990240062079908e-02,-2.885399073578052070e-05,7.915809928773165848e-05,1.934895345984124404e+01
2.348469693938787673e-03,4.058995132706081559e-05,-3.880871326045240433e-02,-2.951320286336160396e-05,7.914268756013145118e-05,2.182987839309280531e+01
2.350470094018803930e-03,4.051236371840865713e-05,-3.876257414561081610e-02,-3.016891366129337114e-05,7.912725094435679610e-05,2.429789088409694031e+01
2.352470494098819753e-03,4.043487333566198684e-05,-3.871151117799335323e-02,-3.082103887702315075e-05,7.911178948722823222e-05,2.675268100882814792e+01
2.354470894178836010e-03,4.035748999732698128e-05,-3.865555110399938182e-02,-3.146949511702449361e-05,7.909630323952146806e-05,2.919394201020457658e+01
2.356471294258851833e-03,4.028022346961966101e-05,-3.859472129453035694e-02,-3.211419984679601066e-05,7.908079225596744940e-05,3.162137029779686870e+01
2.358471694338867657e-03,4.020308346456957359e-05,-3.852904973094119223e-02,-3.275507140178633280e-05,7.906525659519390728e-05,3.403466548973247541e+01
2.360472094418883914e-03,4.012607963335707305e-05,-3.845856493627324013e-02,-3.339202901417487356e-05,7.904969631941543879e-05,3.643353052327129404e+01
2.362472494498899737e-03,4.004922158626140658e-05,-3.838329611995599383e-02,-3.402499269574780621e-05,7.903411149503162072e-05,3.881767120507342383e+01
2.364472894578915994e-03,3.997251887237354364e-05,-3.830327306840639046e-02,-3.465388337890628121e-05,7.901850219222383549e-05,4.118679674097733567e+01
2.366473294658931817e-03,3.989598097582121436e-05,-3.821852612045104763e-02,-3.527862294042503633e-05,7.900286848485744897e-05,4.354061982615737492e+01
2.368473694738947640e-03,3.981961731576875367e-05,-3.812908616732615941e-02,-3.589913420145338601e-05,7.898721045048170204e-05,4.587885664479346559e+01
2.370474094818963897e-03,3.974343724641718944e-05,-3.803498465267752399e-02,-3.651534092751479438e-05,7.897152817032981908e-05,4.820122686974607973e+01
2.372474494898979720e-03,3.966745005700426279e-05,-3.793625357256063396e-02,-3.712716782850647554e-05,7.895582172931889947e-05,5.050745366223595312e+01
2.374474894978995977e-03,3.959166497180432640e-05,-3.783292547544053058e-02,-3.773454055870034896e-05,7.894009121605003961e-05,5.279726367154099620e+01
2.376475295059011800e-03,3.951609115012847333e-05,-3.772503346219194253e-02,-3.833738571674194176e-05,7.892433672280821095e-05,5.507038703468442975e+01
2.378475695139027624e-03,3.944073768632442179e-05,-3.761261118609916798e-02,-3.893563084565135769e-05,7.890855834556235484e-05,5.732655737614674507e+01
2.380476095219043881e-03,3.936561360498169200e-05,-3.749569280680051936e-02,-3.952920445500766633e-05,7.889275618375995330e-05,5.956551189351247899e+01
2.382476495299059704e-03,3.929072786628697543e-05,-3.737431301055174626e-02,-4.011803597820797976e-05,7.887693034038796124e-05,6.178699120092257147e+01
2.384476895379075961e-03,3.921608936951337518e-05,-3.724850707014606965e-02,-4.070205577121407411e-05,7.886108092226566300e-05,6.399073931743684085e+01
2.386477295459091784e-03,3.914170693847022987e-05,-3.711831073709759982e-02,-4.128119519812192801e-05,7.884520803959471484e-05,6.617650398930832978e+01
2.388477695539108041e-03,3.906758932130372213e-05,-3.698376023998691670e-02,-4.185538663223344286e-05,7.882931180595197573e-05,6.834403669370145451e+01
2.390478095619123864e-03,3.899374519049701406e-05,-3.684489228446129888e-02,-4.242456345605542637e-05,7.881339233828945311e-05,7.049309263833293926e+01
2.392478495699139687e-03,3.892018314287013208e-05,-3.670174405323454320e-02,-4.298866006130047353e-05,7.879744975693441129e-05,7.262343076112649953e+01
2.394478895779155944e-03,3.884691169958001434e-05,-3.655435320608702021e-02,-4.354761184888658029e-05,7.878148418558924952e-05,7.473481372986158533e+01
2.396479295859171767e-03,3.877393930612055138e-05,-3.640275787986578526e-02,-4.410135522893679803e-05,7.876549575133162391e-05,7.682700794183139692e+01
2.398479695939188024e-03,3.870127433232249128e-05,-3.624699668848436335e-02,-4.464982762078006700e-05,7.874948458461432550e-05,7.889978352349955060e+01
2.400480096019203848e-03,3.862892507059626640e-05,-3.608710870267704818e-02,-4.519296745946714268e-05,7.873345081917153742e-05,8.095291435498231181e+01
2.402480496099219671e-03,3.855689973447132913e-05,-3.592313340913970421e-02,-4.573071418799208208e-05,7.871739459181049188e-05,8.298617804360368666e+01
2.404480896179235928e-03,3.848520646828454861e-05,-3.575511082702406002e-02,-4.626300822394665055e-05,7.870131604295590229e-05,8.499935579624218462e+01
2.406481296259251751e-03,3.841385333322309319e-05,-3.558308138880992427e-02,-4.678979103409217408e-05,7.868521531613096925e-05,8.699223269716156892e+01
2.408481696339268008e-03,3.834284830593923343e-05,-3.540708592654770448e-02,-4.731100514070253534e-05,7.866909255789529640e-05,8.896459773144634653e+01
2.410482096419283831e-03,3.827219927855047085e-05,-3.522716567185869146e-02,-4.782659412156330635e-05,7.865294791784494465e-05,9.091624378458770650e+01
2.412482496499300088e-03,3.820191405863940237e-05,-3.504336225593478876e-02,-4.833650260997260904e-05,7.863678154861239152e-05,9.284696764207630792e+01
2.414482896579315911e-03,3.813200036925388299e-05,-3.485571770953879711e-02,-4.884067629474024113e-05,7.862059360586657177e-05,9.475656998898520555e+01
2.416483296659331734e-03,3.806246584890685635e-05,-3.466427446300415077e-02,-4.933906192018845541e-05,7.860438424831283678e-05,9.664485540956175669e+01
2.418483696739347991e-03,3.799331805157645637e-05,-3.446907534623502856e-02,-4.983160728615161411e-05,7.858815363769299520e-05,9.851163238681388634e+01
2.420484096819363815e-03,3.792456444557246712e-05,-3.427016357179742817e-02,-5.031826125025892917e-05,7.857190193870352342e-05,1.003567133105119495e+02
2.422484496899380071e-03,3.785621241241379412e-05,-3.406758269199396810e-02,-5.079897371639386196e-05,7.855562931877230128e-05,1.021799144339545791e+02
2.424484896979395895e-03,3.778826925425886091e-05,-3.386137671242211988e-02,-5.127369562120909446e-05,7.853933594860969844e-05,1.039810558236546001e+02
2.426485297059411718e-03,3.772074218285533924e-05,-3.365158997555064285e-02,-5.174237898193854404e-05,7.852302200167539088e-05,1.057599615355632210e+02
2.428485697139427975e-03,3.765363831828082115e-05,-3.343826714489849666e-02,-5.220497690049789061e-05,7.850668765410380846e-05,1.075164596297333333e+02
2.430486097219443798e-03,3.758696468894285957e-05,-3.322145320503500782e-02,-5.266144356348427844e-05,7.849033308470405358e-05,1.092503821698230979e+02
2.432486497299460055e-03,3.752072823157885320e-05,-3.300119346157952965e-02,-5.311173424217698709e-05,7.847395847495988762e-05,1.109615652226037383e+02
2.434486897379475878e-03,3.745493579125618874e-05,-3.277753354120183094e-02,-5.355580529253666557e-05,7.845756400902982586e-05,1.126498488574614072e+02
2.436487297459492135e-03,3.738959412137210541e-05,-3.255051939162170033e-02,-5.399361415520610496e-05,7.844114987374702899e-05,1.143150771458934543e+02
2.438487697539507958e-03,3.732470988365381014e-05,-3.232019728160934191e-02,-5.442511935550948615e-05,7.842471625861935738e-05,1.159570981610039837e+02
2.440488097619523782e-03,3.726028964694227377e-05,-3.208661377444475132e-02,-5.485028050164104398e-05,7.840826335569547206e-05,1.175757639695127068e+02
2.442488497699540038e-03,3.719633988852960799e-05,-3.184981571571206260e-02,-5.526905826542588611e-05,7.839179135948610815e-05,1.191709305583193697e+02
2.444488897779555862e-03,3.713286699678782871e-05,-3.160985031288916780e-02,-5.568141439781642014e-05,7.837530046737546175e-05,1.207424578936543469e+02
2.446489297859572119e-03,3.706987726330940671e-05,-3.136676502234177905e-02,-5.608731174731319249e-05,7.835879087907536198e-05,1.222902099868523322e+02
2.448489697939587942e-03,3.700737688254058377e-05,-3.112060754301042634e-02,-5.648671426028791285e-05,7.834226279659422208e-05,1.238140548948247783e+02
2.450490098019603765e-03,3.694537195178126417e-05,-3.087142581641008632e-02,-5.687958698098405049e-05,7.832571642423693105e-05,1.253138647194768680e+02
2.452490498099620022e-03,3.688386847118506215e-05,-3.061926802663033492e-02,-5.726589605151657681e-05,7.830915196860496199e-05,1.267895156071158027e+02
2.454490898179635845e-03,3.682287234375934259e-05,-3.036418260033553126e-02,-5.764560871187171455e-05,7.829256963859630443e-05,1.282408877478540887e+02
2.456491298259652102e-03,3.676238937536511255e-05,-3.010621820676440477e-02,-5.801869329990752062e-05,7.827596964540546425e-05,1.296678653750109902e+02
2.458491698339667925e-03,3.670242527471608620e-05,-2.984542375770078346e-02,-5.838511925134831594e-05,7.825935220252334176e-05,1.310703367644845798e+02
2.460492098419683749e-03,3.664298565218501204e-05,-2.958184835572989779e-02,-5.874485708488145927e-05,7.824271752546437864e-05,1.324481941763451118e+02
2.462492498499700005e-03,3.658407602371145607e-05,-2.931554136187091222e-02,-5.909787839925599508e-05,7.822606583210201013e-05,1.338013338436292941e+02
2.464492898579715829e-03,3.652570180744263851e-05,-2.904655237358013189e-02,-5.944415589451606190e-05,7.820939734257898791e-05,1.351296560516316276e+02
2.466493298659732086e-03,3.646786832048567231e-05,-2.877493115344522540e-02,-5.978366336686420673e-05,7.819271227894615105e-05,1.364330651163613766e+02
2.468493698739747909e-03,3.641058077890765800e-05,-2.850072762918566538e-02,-6.011637570866079546e-05,7.817601086516241251e-05,1.377114693838645110e+02
2.470494098819764166e-03,3.635384429773558208e-05,-2.822399189365228794e-02,-6.044226890842460925e-05,7.815929332709473196e-05,1.389647812295459062e+02
2.472494498899779989e-03,3.629766389095642542e-05,-2.794477420482774366e-02,-6.076132005083224814e-05,7.814255989251812939e-05,1.401929170574844079e+02
2.474494898979795812e-03,3.624204447151705484e-05,-2.766312498582609858e-02,-6.107350731671863935e-05,7.812581079111571218e-05,1.413957972997470449e+02
2.476495299059812069e-03,3.618699085132429767e-05,-2.737909482489298690e-02,-6.137880998307684746e-05,7.810904625447863446e-05,1.425733464156939476e+02
2.478495699139827892e-03,3.613250774109587744e-05,-2.709273446281954337e-02,-6.167720841801903483e-05,7.809226651603822606e-05,1.437254928720533655e+02
2.480496099219844149e-03,3.607859975125212961e-05,-2.680409475701777539e-02,-6.196868405392388403e-05,7.807547181085999408e-05,1.448521690389818843e+02
2.482496499299859972e-03,3.602527139296941909e-05,-2.651322677505446590e-02,-6.225321942566003027e-05,7.805866237614910504e-05,1.459533113341513797e+02
2.484496899379875796e-03,3.597252707435228319e-05,-2.622018168967332405e-02,-6.253079815325864044e-05,7.804183845070799923e-05,1.470288601564354849e+02
2.486497299459892053e-03,3.592037110007285987e-05,-2.592501076323514356e-02,-6.280140493736378904e-05,7.802500027485405906e-05,1.480787598678563484e+02
2.488497699539907876e-03,3.586880767137090803e-05,-2.562776534771799355e-02,-6.306502555923243112e-05,7.800814809041963622e-05,1.491029587928362332e+02
2.490498099619924133e-03,3.581784088605375336e-05,-2.532849688471677449e-02,-6.332164688073467333e-05,7.799128214075203805e-05,1.501014092174439156e+02
2.492498499699939956e-03,3.576747473849632215e-05,-2.502725690544373160e-02,-6.357125684435342152e-05,7.797440267071351408e-05,1.510740673886379284e+02
2.494498899779956213e-03,3.571771311964112779e-05,-2.472409703072793105e-02,-6.381384447318477380e-05,7.795750992668128306e-05,1.520208935135071897e+02
2.496499299859972036e-03,3.566855981699932785e-05,-2.441906897035617599e-02,-6.404939987058347285e-05,7.794060415654384670e-05,1.529418517571794496e+02
2.498499699939987859e-03,3.562001851542523069e-05,-2.411222447445455011e-02,-6.427791418745729688e-05,7.792368560942522287e-05,1.538369101183571388e+02
2.500500100020004116e-03,3.557209279812379707e-05,-2.380361541052350774e-02,-6.449937965312689580e-05,7.790675453610100814e-05,1.547060405424562362e+02
2.502500500100019939e-03,3.552478614432155030e-05,-2.349329371376611408e-02,-6.471378957169170816e-05,7.788981118874616528e-05,1.555492189088938346e+02
2.504500900180036196e-03,3.547810192883423029e-05,-2.318131133621505538e-02,-6.492113829959346785e-05,7.787285582065807735e-05,1.563664249464678733e+02
2.506501300260052020e-03,3.543204342206688164e-05,-2.286772024673319401e-02,-6.512142124561582463e-05,7.785588868625654773e-05,1.571576422325591409e+02
2.508501700340067843e-03,3.538661379001377909e-05,-2.255257243101307582e-02,-6.531463487088466939e-05,7.783891004108382718e-05,1.579228581923410673e+02
2.510502100420084100e-03,3.534181609425844785e-05,-2.223591989157716262e-02,-6.550077668886798504e-05,7.782192014180454613e-05,1.586620640979836026e+02
2.512502500500099923e-03,3.529765329197370429e-05,-2.191781464777799865e-02,-6.567984526537577880e-05,7.780491924620580948e-05,1.593752550678617013e+02
2.514502900580116180e-03,3.525412823592158812e-05,-2.159830873579777002e-02,-6.585184021856025835e-05,7.778790761319711537e-05,1.600624300657618733e+02
2.516503300660132003e-03,3.521124367533328737e-05,-2.127745417993601174e-02,-6.601676219523569089e-05,7.777088550264299493e-05,1.607235918116593325e+02
2.518503700740148260e-03,3.516900225702730318e-05,-2.095530301415162583e-02,-6.617461287185844054e-05,7.775385317547150034e-05,1.613587467819912717e+02
2.520504100820164083e-03,3.512740652315903911e-05,-2.063190730118704894e-02,-6.632539498636654386e-05,7.773681089380184248e-05,1.619679053287339627e+02
2.522504500900179907e-03,3.508645891179592295e-05,-2.030731905234208282e-02,-6.646911228996164780e-05,7.771975892049465034e-05,1.625510815005842460e+02
2.524504900980196163e-03,3.504616175693614987e-05,-1.998159022638528945e-02,-6.660576954635079999e-05,7.770269751914585883e-05,1.631082930393450567e+02
2.526505301060211987e-03,3.500651728850863502e-05,-1.965477272955422350e-02,-6.673537253174632682e-05,7.768562695408661389e-05,1.636395613791297308e+02
2.528505701140228244e-03,3.496752763237299315e-05,-1.932691841555493270e-02,-6.685792803486615863e-05,7.766854749038334027e-05,1.641449116455715682e+02
2.530506101220244067e-03,3.492919481031959961e-05,-1.899807908556252339e-02,-6.697344385693345032e-05,7.765145939383774154e-05,1.646243726550369786e+02
2.532506501300259890e-03,3.489152074006952940e-05,-1.866830648822066785e-02,-6.708192881167689299e-05,7.763436293098670521e-05,1.650779769138410131e+02
2.534506901380276147e-03,3.485450723616834629e-05,-1.833765230139114757e-02,-6.718339270682874970e-05,7.761725836899252724e-05,1.655057605490927415e+02
2.536507301460291970e-03,3.481815601159122349e-05,-1.800616813038183328e-02,-6.727784632783530055e-05,7.760014597561716229e-05,1.659077632456080948e+02
2.538507701540308227e-03,3.478246867468205798e-05,-1.767390555109233860e-02,-6.736530149089446802e-05,7.758302601949139041e-05,1.662840284414674557e+02
2.540508101620324050e-03,3.474744673113374543e-05,-1.734091602563177931e-02,-6.744577097811010511e-05,7.756589876962782055e-05,1.666346030899325399e+02
2.542508501700340307e-03,3.471309158413052239e-05,-1.700725089824049047e-02,-6.751926853390835483e-05,7.754876449539678063e-05,1.669595376455060318e+02
2.544508901780356130e-03,3.467940453434802052e-05,-1.667296139529060237e-02,-6.758580886503751464e-05,7.753162346652639882e-05,1.672588860631773855e+02
2.546509301860371954e-03,3.464638677995322591e-05,-1.633809862528554091e-02,-6.764540764056814492e-05,7.751447595310256291e-05,1.675327057976789717e+02
2.548509701940388211e-03,3.461403941660446554e-05,-1.600271357886023232e-02,-6.769808149189301472e-05,7.749732222556889320e-05,1.677810578027493875e+02
2.550510102020404034e-03,3.458236343745148180e-05,-1.566685712878132519e-02,-6.774384801272710177e-05,7.748016255472685093e-05,1.680040065304067696e+02
2.552510502100420291e-03,3.455135973418420840e-05,-1.533058001513550907e-02,-6.778272574075610191e-05,7.746299721164302539e-05,1.682016198629681583e+02
2.554510902180436114e-03,3.452102909883643551e-05,-1.499393284052982431e-02,-6.781473413751371807e-05,7.744582646760446486e-05,1.683739690369597781e+02
2.556511302260451937e-03,3.449137222000271669e-05,-1.465696611211997867e-02,-6.783989364843617429e-05,7.742865059438927989e-05,1.685211288627560293e+02
2.558511702340468194e-03,3.446238968618525354e-05,-1.431973016302579699e-02,-6.785822562708747493e-05,7.741146986379769874e-05,1.686431774481699790e+02
2.560512102420484017e-03,3.443408198605119725e-05,-1.398227514768308338e-02,-6.786975233009848445e-05,7.739428454762386459e-05,1.687401961792995451e+02
2.562512502500500274e-03,3.440644950843264855e-05,-1.364465104184310086e-02,-6.787449691716680548e-05,7.737709491765568646e-05,1.688122697198571984e+02
2.564512902580516097e-03,3.437949254232669841e-05,-1.330690764257316111e-02,-6.787248345105688721e-05,7.735990124567494763e-05,1.688594860105175712e+02
2.566513302660531921e-03,3.435321127689536024e-05,-1.296909456825611276e-02,-6.786373689759997115e-05,7.734270380345726497e-05,1.688819362682772862e+02
2.568513702740548178e-03,3.432760580146562414e-05,-1.263126125859055648e-02,-6.784828312569409121e-05,7.732550286277207541e-05,1.688797149858270359e+02
2.570514102820564001e-03,3.430267610706947795e-05,-1.229345695881123128e-02,-6.782614888340145437e-05,7.730829869527967738e-05,1.688529198439103141e+02
2.572514502900580258e-03,3.427842208759221968e-05,-1.195573072442723296e-02,-6.779736178927474202e-05,7.729109157254550160e-05,1.688016516779885876e+02
2.574514902980596081e-03,3.425484353610412723e-05,-1.161813144655321137e-02,-6.776195038258994491e-05,7.727388176621750014e-05,1.687260146610419156e+02
2.576515303060612338e-03,3.423194014932260081e-05,-1.128070778416223260e-02,-6.771994404193500431e-05,7.725666954760595031e-05,1.686261160078975934e+02
2.578515703140628161e-03,3.420971152780574053e-05,-1.094350816164906502e-02,-6.767137298195491520e-05,7.723945518766795056e-05,1.685020659628519866e+02
2.580516103220643984e-03,3.418815717595231245e-05,-1.060658076882965879e-02,-6.761626825335173975e-05,7.722223895700751535e-05,1.683539777991344408e+02
2.582516503300660241e-03,3.416727650200176216e-05,-1.026997356094136969e-02,-6.755466174288458025e-05,7.720502112587550737e-05,1.681819678183856297e+02
2.584516903380676064e-03,3.414706881803422156e-05,-9.933734258643175941e-03,-6.748658617336963331e-05,7.718780196416965113e-05,1.679861553501514777e+02
2.586517303460692321e-03,3.412753333997048855e-05,-9.597910348015169929e-03,-6.741207510368013567e-05,7.717058174143454649e-05,1.677666627513987123e+02
2.588517703540708145e-03,3.410866919023957088e-05,-9.262549060336163279e-03,-6.733116289098184067e-05,7.715336072672251131e-05,1.675236152692747282e+02
2.590518103620723968e-03,3.409047539644542252e-05,-8.927697397207052035e-03,-6.724388471784747804e-05,7.713613918874568146e-05,1.672571411383032398e+02
2.592518503700740225e-03,3.407295089005979552e-05,-8.593402123221221406e-03,-6.715027660130744324e-05,7.711891739584886512e-05,1.669673716133374626e+02
2.594518903780756048e-03,3.405609451094025964e-05,-8.259709717894466591e-03,-6.705037532130631831e-05,7.710169561569782111e-05,1.666544407105450887e+02
2.596519303860772305e-03,3.403990500734849819e-05,-7.926666375496453990e-03,-6.694421842042760646e-05,7.708447411527812043e-05,1.663184852060151115e+02
2.598519703940788128e-03,3.402438103595034874e-05,-7.594318005051309273e-03,-6.683184420389392188e-05,7.706725316089514633e-05,1.659596446353841372e+02
2.600520104020804385e-03,3.400952116181573531e-05,-7.262710230337027575e-03,-6.671329173956678637e-05,7.705003301817408071e-05,1.655780612934791804e+02
2.602520504100820208e-03,3.399532385841872264e-05,-6.931888389886065038e-03,-6.658860085794684623e-05,7.703281395205994477e-05,1.651738802339822598e+02
2.604520904180836031e-03,3.398178750780606890e-05,-6.601897535841387554e-03,-6.645781214985103686e-05,7.701559622680950821e-05,1.647472492607359129e+02
2.606521304260852288e-03,3.396891040468544043e-05,-6.272782412063419161e-03,-6.632096691323077211e-05,7.699838010582827936e-05,1.642983187357149859e+02
2.608521704340868112e-03,3.395669075082383376e-05,-5.944587497963810252e-03,-6.617810723345436403e-05,7.698116585196946042e-05,1.638272418685107255e+02
2.610522104420884369e-03,3.394512665912343714e-05,-5.617356963013763783e-03,-6.602927591747800742e-05,7.696395372724132130e-05,1.633341744786932281e+02
2.612522504500900192e-03,3.393421615622465096e-05,-5.291134646214810250e-03,-6.587451645642760473e-05,7.694674399266729684e-05,1.628192748606236648e+02
2.614522904580916015e-03,3.392395718250610119e-05,-4.965964056098316759e-03,-6.571387302559858988e-05,7.692953690828601397e-05,1.622827037832409474e+02
2.616523304660932272e-03,3.391434759208464625e-05,-4.641888370725698668e-03,-6.554739048445602312e-05,7.691233273315122390e-05,1.617246244898707062e+02
2.618523704740948095e-03,3.390538515281536341e-05,-4.318950437688630350e-03,-6.537511437663464525e-05,7.689513172533188345e-05,1.611452026980584833e+02
2.620524104820964352e-03,3.389706754629154202e-05,-3.997192774108550804e-03,-6.519709092993866077e-05,7.687793414191211442e-05,1.605446065994194100e+02
2.622524504900980175e-03,3.388939236923296376e-05,-3.676657559781729059e-03,-6.501336703856014463e-05,7.686074023893913474e-05,1.599230067955516290e+02
2.624524904980996432e-03,3.388235713568783590e-05,-3.357386634419240630e-03,-6.482399023912416443e-05,7.684355027138497260e-05,1.592805762123878708e+02
2.626525305061012255e-03,3.387595927171222501e-05,-3.039421519995981653e-03,-6.462900877666081568e-05,7.682636449332396389e-05,1.586174903375837744e+02
2.628525705141028079e-03,3.387019612248133224e-05,-2.722803371917117531e-03,-6.442847150624511317e-05,7.680918315759124209e-05,1.579339268659805384e+02
2.630526105221044336e-03,3.386506495289429516e-05,-2.407572975468127464e-03,-6.422242788495284788e-05,7.679200651575688002e-05,1.572300656705979804e+02
2.632526505301060159e-03,3.386056294757420132e-05,-2.093770745815002644e-03,-6.401092797186068179e-05,7.677483481812595763e-05,1.565060888026171995e+02
2.634526905381076416e-03,3.385668721086802725e-05,-1.781436728003775710e-03,-6.379402242804582267e-05,7.675766831373852131e-05,1.557621804913840151e+02
2.636527305461092239e-03,3.385343476684669949e-05,-1.470610596961059377e-03,-6.357176251658644417e-05,7.674050725036962457e-05,1.549985271444353714e+02
2.638527705541108062e-03,3.385080255938719573e-05,-1.161331657145720040e-03,-6.334420010154054358e-05,7.672335187452653622e-05,1.542153173438735507e+02
2.640528105621124319e-03,3.384878745639025396e-05,-8.536388284003477642e-04,-6.311138759742531898e-05,7.670620243132754011e-05,1.534127416652185047e+02
2.642528505701140142e-03,3.384738624425896443e-05,-5.475706744039566609e-04,-6.287337804034664579e-05,7.668905916471430325e-05,1.525909929342642783e+02
2.644528905781156399e-03,3.384659563202443679e-05,-2.431653724658904264e-04,-6.263022503006001739e-05,7.667192231724393933e-05,1.517502660178305121e+02
2.646529305861172222e-03,3.384641225495821262e-05,5.953930424783281973e-05,-6.238198268378870967e-05,7.665479212995445933e-05,1.508907576575835208e+02
2.648529705941188479e-03,3.384683267457225866e-05,3.605059867150483231e-04,-6.212870563622327957e-05,7.663766884236473075e-05,1.500126664701849108e+02
2.650530106021204303e-03,3.384785337861895326e-05,6.596977100569200499e-04,-6.187044903952208005e-05,7.662055269247451835e-05,1.491161929474694432e+02
2.652530506101220126e-03,3.384947078109109994e-05,9.570779135383987619e-04,-6.160726856331082645e-05,7.660344391676447056e-05,1.482015394566365387e+02
2.654530906181236383e-03,3.385168122222192061e-05,1.252610440568023824e-03,-6.133922039468273199e-05,7.658634275019607883e-05,1.472689102404632990e+02
2.656531306261252206e-03,3.385448097078968990e-05,1.546259545215617577e-03,-6.106636121127810666e-05,7.656924942615243954e-05,1.463185113208839425e+02
2.658531706341268463e-03,3.385786622399167636e-05,1.837989884757819901e-03,-6.078874818625507856e-05,7.655216417647975184e-05,1.453505505185194693e+02
2.660532106421284286e-03,3.386183310483231295e-05,2.127766519143458376e-03,-6.050643901519764872e-05,7.653508723151701120e-05,1.443652375490652275e+02
2.662532506501300109e-03,3.386637766930868597e-05,2.415554940291636966e-03,-6.021949182763754996e-05,7.651801881986226904e-05,1.433627837045685283e+02
2.664532906581316366e-03,3.387149590659014670e-05,2.701321072721619542e-03,-5.992796518489533611e-05,7.650095916836736074e-05,1.423434018459695096e+02
2.666533306661332189e-03,3.387718373901827074e-05,2.985031273552646650e-03,-5.963191808008054464e-05,7.648390850213793277e-05,1.413073064034294077e+02
2.668533706741348446e-03,3.388343702210689187e-05,3.266652332504366152e-03,-5.933140993809128330e-05,7.646686704453338848e-05,1.402547133766769036e+02
2.670534106821364270e-03,3.389025154454209531e-05,3.546151471896344040e-03,-5.902650061561470448e-05,7.644983501716691519e-05,1.391858403353729727e+02
2.672534506901380093e-03,3.389762302973662483e-05,3.823496350725171574e-03,-5.871725038319445709e-05,7.643281263986744227e-05,1.381009063549094265e+02
2.674534906981396350e-03,3.390554713842644524e-05,4.098655065897920460e-03,-5.840371989799974286e-05,7.641580013064613929e-05,1.370001319199203351e+02
