R0,q,d,a,Reff,Reff_noisy
1.631691036792829008e+00,5.806275376765026586e-01,5.413394828974984918e+00,1.738168893627028755e+00,8.531564476643668238e-01,8.031204252444374969e-01
3.055224267957107998e+00,4.420717582016585046e-01,4.319090526600769309e+00,3.475502240414245048e+00,2.402915087376713554e+00,2.401959306132900540e+00
3.071300037518804871e+00,8.396333800031422490e-01,7.126630504395693677e+00,2.298903907219778109e+00,8.393106378445552851e-01,8.293524578565187877e-01
3.998527125353016576e+00,4.525033817367562494e-01,4.946240526795956605e+00,8.442812348971351355e+00,3.344929817808117711e+00,3.354358145551447290e+00
3.002567259345393147e+00,7.056783433510985248e-02,2.544119869146899582e+00,2.263203623939453735e+00,5.425604647130175984e+00,5.394107813027583020e+00
2.490266156521962149e+00,6.539111959236895144e-01,9.864942827467352515e+00,9.774408974176935772e+00,1.180091012306210052e+00,1.255953733449179266e+00
3.752896798346814222e+00,5.185074542676587628e-01,8.639171458858115216e+00,2.822361613964065263e+00,2.228103559403449285e+00,2.224814934553623225e+00
1.538460802986091558e+00,6.221226257993203168e-01,1.209168687467094161e+00,7.183206039919562969e+00,1.098720690855230719e+00,1.096923169194117031e+00
2.256767423108918535e+00,5.205863692606690352e-01,3.342484012498301293e+00,1.365454616415751721e+00,1.388839864098923682e+00,1.402089668177283865e+00
3.379822618035667858e+00,2.299014043144712027e-01,6.501600707861027395e+00,1.608281775971889704e+00,3.786500941937291476e+00,3.778772949327153352e+00
1.903717533804185402e+00,4.138933630945690889e-01,5.823254653429299488e+00,4.561688719274400228e+00,1.597768344863387480e+00,1.578402721344613457e+00
2.403089937948645893e+00,7.376821686403965961e-01,2.342726276211955394e+00,3.042591108763256447e+00,1.213153360823151505e+00,1.215307317123511144e+00
3.622659091395058262e+00,5.485290961159584588e-01,3.687290390589262223e+00,9.380188593372707828e+00,2.630422597574268995e+00,2.657565924976876381e+00
2.361686623362823312e+00,6.470270888258620179e-01,2.450918213791470457e+00,9.536233767053836630e+00,1.542139239629443104e+00,1.561692011192114427e+00
2.107401772335959933e+00,7.679740678940055743e-01,9.913104635059908354e-01,6.794492850156389707e+00,1.243540014972955410e+00,1.271382425589071996e+00
3.726470670702124011e+00,7.484216638419342038e-01,9.173658502503664991e+00,5.801905095033283999e+00,1.325027330566605821e+00,1.307693909619883410e+00
1.693543013186548318e+00,3.080349798957733864e-01,4.311683024556563382e+00,1.505292345515706343e+00,1.581804425669168346e+00,1.558155374316681607e+00
3.641729518201797688e+00,3.369778499256002036e-01,1.116100016014671459e+00,6.378277409301567502e+00,4.065543881205847754e+00,4.125278893395887714e+00
2.288461543493683692e+00,3.308541729737016213e-01,4.857840882809661309e+00,2.655774745301725304e+00,2.174808031661718655e+00,2.167251338705661556e+00
2.019461792886426466e+00,4.037366563998583957e-01,5.118266278147903137e+00,6.597398483867446650e+00,1.828304762392956695e+00,1.842275574771544688e+00
2.719696907649455486e+00,7.097645813049315855e-01,7.716985590734425138e+00,4.757050537100449006e+00,1.115489467152900982e+00,1.137267122319170376e+00
2.708545286881412384e+00,8.330810072195444782e-01,5.482374009882959420e+00,3.892687687119155804e+00,9.279278616459081253e-01,9.701829322049785320e-01
3.911742468142153761e+00,1.577630570799981591e-01,6.892824600306241223e+00,2.440740945658395056e+00,5.645671100245023055e+00,5.604774253240476511e+00
3.381261748850255877e+00,3.183616518207719182e-01,1.866201159801095022e+00,6.442101435465731996e+00,3.865469920316028762e+00,3.850707843438852862e+00
2.650306083873888774e+00,6.551002468024239578e-01,6.275064818442886327e+00,1.840724679178716183e+00,1.153676215422486662e+00,1.140317416272028872e+00
2.898620448444340081e+00,5.323536204621464041e-01,4.967950516222852997e+00,6.261202435306121750e+00,2.007595618894328915e+00,1.998203198266952363e+00
2.295920667826628403e+00,7.568222949694138890e-01,8.068624774049862225e+00,9.540349098798580840e+00,8.733680960488640066e-01,8.006410425906227424e-01
3.956803980835993606e+00,5.826530080170367887e-01,9.746430894918557186e+00,5.189626736369110205e+00,2.143282504829716384e+00,2.140054621982812044e+00
2.464847007794766398e+00,8.551434077346113938e-01,6.036699643524716663e+00,6.192953878020267311e+00,8.080556709328835518e-01,7.209004729266189626e-01
3.714223567449252084e+00,7.363736765538347884e-01,3.887736273477954363e+00,6.031016654947759292e+00,1.836678111909518130e+00,1.845290913846464376e+00
3.140192964216640181e+00,4.542295029115490657e-01,2.211943873678586137e+00,5.731452645409090607e+00,2.736178600575323916e+00,2.751984032033435223e+00
3.790360181091450897e+00,4.469409868731025748e-01,1.015950774392461842e+00,5.172560471483997446e+00,3.442465734040089043e+00,3.460088404242251947e+00
2.386419151701154817e+00,2.342062909101820800e-01,1.084860672311336538e+00,8.837339011685964252e+00,3.325424794228010406e+00,3.288972344312647067e+00
2.541741066511461256e+00,7.800109000147403826e-01,3.341730935030866156e+00,4.872888278988273925e+00,1.184846220910034775e+00,1.213197655460710900e+00
2.423317407739387530e+00,9.073048052708034827e-01,6.907119066838244059e+00,6.394354702268739032e+00,6.364552944826986636e-01,6.102380764082093734e-01
3.567607045503464747e+00,8.592063602695162450e-01,6.844337798724631661e+00,3.258213889281906805e+00,9.935825103990182372e-01,9.564776958236164139e-01
3.882806913228257439e+00,5.608381569476318385e-01,2.050144693293065146e+00,7.542137182829010023e+00,2.923768359894778346e+00,2.894073490696375206e+00
3.561423330509122298e+00,8.374008775757414424e-01,1.609986107989721749e+00,6.151157040974129409e+00,1.807832724560318960e+00,1.782121576715491429e+00
2.628553181312898612e+00,8.979836565831356143e-02,6.936236144991180907e+00,7.230746847239912789e+00,5.363096684223314092e+00,5.368001967373648320e+00
3.572741818570148276e+00,3.363703037856730638e-01,1.058203259586675715e+00,4.486751866980611680e+00,3.838810401269860062e+00,3.863290722391508059e+00
3.325465922432198962e+00,1.041385575827242504e-01,8.803383996999251337e+00,8.405993219317858589e+00,6.556892920152026072e+00,6.493591238787887576e+00
2.797833094125471654e+00,5.184998299782958009e-01,6.310979365098022598e+00,2.159577650172430197e+00,1.671515838249159724e+00,1.655037527119284091e+00
1.958737523992350571e+00,1.184806271740319883e-01,4.779835575911824286e+00,4.654297988468082181e+00,3.466719362197448806e+00,3.493538511736218766e+00
2.094677333616179915e+00,5.315112685676488535e-01,7.501011524741838521e+00,5.289799616541592808e-01,1.026714382742372145e+00,1.032600231025293525e+00
3.259410638104605518e+00,1.663309970921983960e-01,2.591435983293711942e+00,8.983104604155929707e+00,5.337279634140400297e+00,5.352332832824409081e+00
1.996848517438331694e+00,8.492579324368476623e-01,6.452250423692788672e+00,4.054693006430520441e+00,6.087700313737870461e-01,5.636299022862826247e-01
2.900864961547670706e+00,7.968786086932788670e-01,9.666203702856247304e+00,6.536601506025286668e+00,8.785407008523756778e-01,9.070028232464888429e-01
3.510471768798986147e+00,3.975694890367090228e-01,1.673092665719742245e+00,1.148977315649241771e+00,2.791373435484282517e+00,2.744305110249337432e+00
3.134745193435402921e+00,6.437684864199521018e-01,4.788322811275270929e+00,7.045156579145432474e+00,1.774455544632798754e+00,1.780157688553673179e+00
3.024389292964498210e+00,6.450202121519627019e-01,4.397967150735240693e+00,8.270470492772801663e+00,1.763760159471318811e+00,1.804597881197958609e+00
2.144333408429447196e+00,5.746829682296547004e-01,9.336259896299459626e+00,7.782035092024757184e+00,1.241262403671292702e+00,1.297642915366701732e+00
1.799839921532915055e+00,8.464710573646797576e-01,9.906025650781195679e+00,5.523360242184914837e-01,3.400590499523569732e-01,3.554051464537463234e-01
1.584774624366920293e+00,6.397467116483843697e-01,6.061598353790571103e+00,2.237738945615013186e+00,7.387392309625122611e-01,7.651683070212610405e-01
1.615850233920957280e+00,4.374059788312057440e-01,2.898530840974989697e+00,7.662750952849992636e+00,1.460094960729626967e+00,1.441905011704474271e+00
2.079406151327180208e+00,3.845923446784171862e-01,6.665504419838036654e+00,6.194180953434786474e+00,1.908198336161164299e+00,1.893755012194086707e+00
2.894206697763178848e+00,2.304229424704794527e-01,1.231342197955274553e+00,8.646668005284302794e+00,4.060232098104585852e+00,4.095314799246213333e+00
2.559200652898299122e+00,8.107284653305997513e-02,3.236205640582652698e+00,1.625069257634742304e+00,4.343601809114955081e+00,4.343650000589128979e+00
2.010247327091331915e+00,2.868645184273228566e-01,4.093676287417572723e+00,4.777261296119443834e+00,2.307879229093436457e+00,2.304059814377606319e+00
2.256717846694498153e+00,5.912033657375451723e-01,9.117804608137111799e+00,5.540284258370500758e+00,1.218086225844513981e+00,1.175769482838901814e+00
2.653128226886315666e+00,7.160663271436739086e-01,4.748221540855817047e+00,7.858766035026349961e+00,1.319349159677167593e+00,1.323866889014009729e+00
3.497355574760390162e+00,5.172381328060136202e-02,7.340791425412311000e+00,4.792898143046027570e+00,7.798434643175963465e+00,7.817810545388442556e+00
3.139822872241572860e+00,9.061371296382244589e-01,8.777035829551625312e+00,5.389114790455234782e+00,6.714732759169074194e-01,6.476481916596941169e-01
1.602263827110078864e+00,8.726884720475556190e-01,3.871255042397111268e+00,7.281220185007637902e+00,6.331882003522393276e-01,6.179758056787773013e-01
2.703797490166331752e+00,6.241280734006110498e-01,4.481617013173704756e+00,7.045279786760886509e+00,1.612983885181597410e+00,1.660397583062224180e+00
1.964992852154769709e+00,9.227998365030115613e-01,2.644447837282269731e+00,7.023030144263569419e+00,8.106414239556449797e-01,8.159894084301108075e-01
3.637082169285681843e+00,9.827599020914709604e-02,2.519418858858133436e+00,6.697415743086530426e+00,6.969439627078642729e+00,6.960781817711092501e+00
3.712260584418374254e+00,2.743111250937182444e-01,6.230631576842747599e+00,4.099081567719936814e+00,4.227760395354567713e+00,4.193650911674387416e+00
2.886661777782852045e+00,1.390912971027148393e-01,9.399447519186178823e+00,2.608177000744803298e+00,4.440100846949654567e+00,4.421513476011223354e+00
3.341020106206492812e+00,7.107276244085201089e-01,5.323500609909721071e+00,1.699723066825155282e+00,1.340226961626297619e+00,1.332727074095052311e+00
3.216952506290609914e+00,8.563505427112282353e-01,1.169309933340441976e+00,5.805657203078263606e+00,1.643203313516496067e+00,1.684277149052907596e+00
3.542087169641142008e+00,9.104245408938809181e-01,3.937929679166160657e+00,5.158743168923685118e+00,1.252800046173056403e+00,1.234485205227588978e+00
2.197039360822799381e+00,6.085989845022354849e-01,5.488643758073123990e+00,9.155904465986678398e-01,1.006934151565574309e+00,1.060764224589555882e+00
2.073220785338148353e+00,4.192829231659168654e-01,9.485081233105427501e+00,5.761453750375151728e+00,1.699080432127924922e+00,1.671219797619398983e+00
3.365772639034890545e+00,1.580597866949369767e-01,9.555614049072399752e+00,7.146653583437818646e-01,4.217526780830836763e+00,4.206799176686055297e+00
3.897704815234606102e+00,2.241612731820954996e-01,4.176090370065765889e+00,2.891243805180813808e+00,4.851809641497651704e+00,4.877115950934979516e+00
2.074544557093390473e+00,3.812098197678053246e-01,2.618349942972934663e+00,7.328183987550272782e+00,2.093193164157143737e+00,2.085987316223091081e+00
2.919434958849723927e+00,2.555211029794257627e-01,9.582802770101126910e+00,6.848374560180405801e+00,3.656715783693697652e+00,3.631807922421679269e+00
2.860548781329655288e+00,9.276105588982646033e-01,6.829898435428471970e+00,2.726841957710609332e+00,6.396122076239536547e-01,6.356569052795034702e-01
2.433895558487770394e+00,2.393573756111694872e-01,1.212611152651167146e+00,9.463342289540204177e+00,3.371313594852335616e+00,3.384774969655203414e+00
3.375594466838514940e+00,8.490407380132460047e-02,4.189479391919092244e+00,2.916713414325133868e+00,6.195483192735252942e+00,6.144011166289781833e+00
1.829415869189595645e+00,1.907357071308922736e-01,5.143879288242510839e+00,6.851647017044733001e-01,2.095628344849634228e+00,2.088172254477174139e+00
2.429442684570230604e+00,7.773024213604293187e-02,4.644994078729028253e+00,9.283438182263902050e+00,5.207547183283574910e+00,5.204267084550025402e+00
2.577668071481016732e+00,7.584158390965535512e-02,8.462044823751702083e-01,2.303218360601718473e+00,4.328784950114560992e+00,4.316672517316790803e+00
3.882499448278371901e+00,1.641728902196813444e-01,2.258165716986884952e+00,9.441411587330932775e+00,6.396226122894717925e+00,6.418286804886087715e+00
3.210759475949721775e+00,7.545350659537147786e-01,3.762099103885744533e+00,8.994037132970506221e+00,1.604075674422551279e+00,1.587019109337075129e+00
3.277397196558377246e+00,6.715788387219198130e-01,1.333272323082509869e+00,9.392129720519969638e+00,2.207194533692117044e+00,2.196259088234527201e+00
3.999477859007722458e+00,1.176596139340466002e-01,4.710759406591099818e+00,3.135552031695952202e+00,6.726273205674196731e+00,6.727402483295072955e+00
2.066946762574064511e+00,5.123423887235221130e-01,3.951862692530888843e+00,2.052510800035640237e+00,1.330314063040387129e+00,1.352179535869850957e+00
3.008816581010478330e+00,5.497136383321314934e-01,6.868858301132716448e-01,3.364899626873439686e+00,2.240001132470527345e+00,2.233366253941095891e+00
1.769154239405963169e+00,8.009115633185358574e-01,8.129197417784736146e+00,8.269518699443937138e+00,5.872030789535572781e-01,6.327009970806100059e-01
1.906241685396547147e+00,5.440844892345033657e-01,3.057583358599044399e+00,1.104734648435744759e+00,1.111544947563626540e+00,1.084313398562914754e+00
3.240319602434561741e+00,9.170916598067708758e-01,8.580944313999690820e+00,6.855840063772574489e+00,6.944632903956636794e-01,7.330587209656862502e-01
3.564958569192546722e+00,8.978614948933286710e-01,1.793325444379412215e+00,1.125206285470269574e+00,1.319883142040677582e+00,1.294148495507357666e+00
3.089493973991838338e+00,6.516330865788829696e-01,3.951236221232747425e+00,3.268752677915299110e+00,1.639905022509639210e+00,1.635013028050362971e+00
2.949457236404767091e+00,7.115808004784650587e-01,8.738162366796606406e+00,2.975386670242078146e+00,1.085223829843044330e+00,1.096145215404070727e+00
3.476576815739630177e+00,7.353962645003687681e-01,3.215672834154501114e+00,4.407296509124549289e+00,1.739914513189094514e+00,1.801559709026885558e+00
3.890593552879308525e+00,9.373621298224982246e-01,3.837457377451083840e+00,9.109920890706362684e+00,1.395362651520090980e+00,1.422237435919683879e+00
3.813805433130458500e+00,5.716979711384603258e-01,4.073139496932940418e+00,3.749498944971173309e+00,2.376221248767938388e+00,2.364045363281229939e+00
3.521942517073293200e+00,1.998227939008711540e-01,8.992951984679427024e-01,7.730063705990409595e+00,5.205532086453992235e+00,5.244505659921744112e+00
2.580294761242957868e+00,4.219680669635078041e-01,8.067580321795707610e-01,9.321483301131525678e+00,2.588644360120564425e+00,2.582233212973753300e+00
3.415835020007394807e+00,5.764310755050562340e-01,8.527265592972494090e+00,1.732685414568415405e+00,1.654743647521200955e+00,1.631000271832211634e+00
2.084580780796835064e+00,3.162925914613410883e-01,9.994563922906337439e+00,7.080080724453289953e+00,2.240398440373011280e+00,2.253858981126611649e+00
3.760121695392057539e+00,2.476027800936799195e-01,3.092353170893539449e+00,8.937534553909975088e+00,5.060909911529125615e+00,5.063744036970124540e+00
2.199335760398904327e+00,7.057471371177640451e-01,9.434196421529044585e+00,2.430183298974176953e+00,7.805686825556329422e-01,8.091786735735300162e-01
3.950961777964002053e+00,8.860120390031265281e-01,4.702414819777327004e+00,1.140111249352297573e+00,1.108479151431713827e+00,1.091987000507294470e+00
2.254208137406103152e+00,6.076051314658146296e-01,7.879748521042035492e+00,9.693164707778709754e+00,1.259306837378258104e+00,1.270751942308085747e+00
2.160208191883874473e+00,3.971177545705741330e-01,3.202953758978931642e+00,9.447622927009017957e+00,2.121752450075435004e+00,2.140788930060478101e+00
2.340818605095927207e+00,9.259204644759349012e-01,5.750543256519507374e+00,6.835682553725886734e+00,6.699479462989224032e-01,6.782893130854428243e-01
2.712854737847202102e+00,6.870352220126746401e-01,4.111492130164248415e+00,5.870843105561972308e+00,1.441523747546419099e+00,1.440654241583678274e+00
2.000501608676498844e+00,9.294288591818941070e-01,1.550810543124989671e+00,8.136709005106240511e+00,9.263585532670610689e-01,9.054300020443309949e-01
2.159307980078171152e+00,8.967887635490684461e-01,4.287855639299471555e+00,3.352180872289518998e+00,7.127795826346131625e-01,7.398921363752747338e-01
3.710591420960202225e+00,4.656314147475272280e-01,7.193866905896912023e+00,2.178554791938959845e+00,2.452753237465695957e+00,2.456869972475069108e+00
3.828299539295190623e+00,5.793945456093179125e-01,3.036672437771984256e+00,8.622047950182187392e+00,2.693109943163688236e+00,2.707999062338954044e+00
1.888449706531097227e+00,4.084403767865399937e-01,6.328934794427311772e+00,3.227052678564797272e+00,1.519180620355988331e+00,1.508657273130170617e+00
2.603378066065048735e+00,5.136014476844767973e-01,7.739601851097171803e+00,2.942586950457395822e+00,1.594797038516039267e+00,1.595187389238303721e+00
2.549616021354535356e+00,6.062178620508335003e-01,3.661166426049366596e+00,9.805493401909043172e+00,1.673559657246986632e+00,1.642442817495844976e+00
3.570722789883456372e+00,3.169518405005704587e-01,7.596523439753552154e+00,1.061567354102752603e+00,3.048439461676242246e+00,3.051005220530316198e+00
3.151034873119940904e+00,4.342817953471982961e-01,6.230037076294718812e-01,3.480894779926376970e+00,2.809332264985068939e+00,2.832288574694698191e+00
2.520104189099416025e+00,7.962973520182596854e-01,8.342043370333826147e+00,4.979791500943566263e+00,7.967409197924901765e-01,7.995307183748850965e-01
3.471739482427357526e+00,7.048738690434653842e-01,7.338236582050796653e-01,3.932165848020168664e+00,2.126021102686119768e+00,2.151802887001667219e+00
3.012877472083820507e+00,1.904159456744339840e-01,1.158322614134905226e+00,2.874578214492950146e+00,4.048929889387849812e+00,4.058317203851530053e+00
2.023402740615849904e+00,1.592659567503739160e-01,4.917974468663463661e+00,1.948878230252511168e+00,2.824534877062643723e+00,2.865450575963223390e+00
3.481570390133239101e+00,7.976260924585942824e-01,4.024818190133573559e+00,8.596124443744301402e+00,1.573636137420327374e+00,1.567934648455743263e+00
2.664093791205720763e+00,3.641286367697822990e-01,9.081395078103380314e+00,7.170388332682501087e+00,2.553698337143682995e+00,2.504539430347095585e+00
3.717376250564918827e+00,8.859621536588733193e-01,6.585989876164742185e+00,3.238345557109527650e+00,9.850871112285394249e-01,9.980617581011065331e-01
3.163071725712567783e+00,3.329296089294820904e-01,6.197321298218906094e+00,6.499331801793640118e+00,3.303219965664008217e+00,3.298264281027681211e+00
1.877865267795524984e+00,1.482626597221670395e-01,2.239153414893849003e+00,2.886122606512794508e+00,2.822602075837959745e+00,2.793373274369479908e+00
3.391689241353455841e+00,8.579515486253153078e-01,3.343032743249274130e+00,6.415259749198183314e+00,1.431413331261778499e+00,1.450951291999461379e+00
2.953014382139033778e+00,4.237854241035559077e-01,7.564805462972623573e+00,1.930463640993006491e+00,2.102684867771810850e+00,2.110614741949449868e+00
2.853948645351080060e+00,6.093454384643248734e-01,2.009987288886200485e+00,5.135854726113484148e+00,1.918848411327924275e+00,1.932208569385962971e+00
2.549343886897879052e+00,3.384411563907799292e-01,7.082661516851834982e+00,6.135170572401959177e+00,2.592554445907902849e+00,2.582583167384302048e+00
3.157225611905849938e+00,6.101256424089611663e-01,4.585267128830999184e+00,5.289971702791270936e+00,1.869519167285769390e+00,1.875430582213202024e+00
1.658224470563185227e+00,7.043847685222924815e-01,2.250122006462437430e+00,8.819533551098633239e+00,9.987395982680643547e-01,1.006369769592727170e+00
2.759583906192710323e+00,9.299390349449498938e-01,9.237831178352234218e+00,1.369458609081642742e+00,4.256431164262159950e-01,4.788827696224670083e-01
3.838766797038087208e+00,9.823329362798526032e-02,2.225993126385790610e+00,5.191890684061720052e+00,7.119475805375075517e+00,7.098957012441315051e+00
2.012167843043898063e+00,9.000095141258428466e-01,2.127687840419378418e+00,7.277145146107506513e-01,6.905735990107768618e-01,6.902587730240550279e-01
1.842533484726542659e+00,5.507910651558621806e-01,8.977329431854952801e+00,8.574292690823357432e-01,8.724277597026884878e-01,8.833435540707779143e-01
2.526300861297462674e+00,1.841016973272122659e-01,7.680248601699764421e+00,4.849831110731385841e+00,3.709467973048729661e+00,3.657724365265867750e+00
2.798776104860955183e+00,9.199653034901883464e-01,8.218063494665337032e+00,3.095801212149399628e+00,5.591774798473598818e-01,5.110884288245141072e-01
2.441314586436659440e+00,7.533970401692635654e-01,1.715393024643372621e+00,5.600808998075874623e-01,1.045931507063613264e+00,1.110906058188447565e+00
2.709852573914453000e+00,2.301450325055924284e-01,1.961646353655501773e+00,7.880407547199673957e+00,3.780124971902413034e+00,3.727111403292563185e+00
3.186670318272124547e+00,6.779101398131001099e-01,2.734939364766230785e+00,9.527623839008821705e+00,1.946924986174503713e+00,1.964172860514161512e+00
3.481946421383385726e+00,8.381786785824647534e-01,6.867339757639538966e+00,9.488223666652119803e+00,1.148496025093640238e+00,1.123049262911703039e+00
1.628978717211895244e+00,4.047029585132182472e-01,5.858795904955442779e+00,6.406094959181207749e+00,1.449262767153996156e+00,1.426367964071462158e+00
2.454280535208599012e+00,9.727207034182400180e-02,5.485370439656616526e+00,4.889644389618204023e+00,4.676140975763818375e+00,4.616665228635648432e+00
3.048077290024871822e+00,8.094984504035381001e-02,3.136088028069336175e+00,6.010955913396830219e+00,6.140854303831850380e+00,6.113832146662089961e+00
1.552289151167067338e+00,7.857664491845919863e-02,3.365887217628564798e+00,1.203246034480687676e+00,2.567367629695156417e+00,2.590898988160267091e+00
3.872990214513659879e+00,9.231339594229107659e-01,2.453507033325303066e+00,1.868118101200832992e+00,1.375497458545889895e+00,1.333835173318394407e+00
3.102052441655635651e+00,5.156796119169619885e-01,9.572919800703473925e+00,7.665710361709005660e+00,2.067609236710987286e+00,2.085472043121240571e+00
2.712509185902874265e+00,7.480585041103572641e-02,3.533157612962902316e+00,7.385573517811714339e+00,5.710797363607952093e+00,5.720196296088409404e+00
2.620785754747976704e+00,8.855544090040545768e-02,4.823600884228940622e+00,1.654751577316134759e+00,4.420716345661384494e+00,4.481265414641955935e+00
1.868144204849584433e+00,6.174705816519774348e-01,5.837469791712167622e-01,8.672130689075416399e+00,1.411164309242764814e+00,1.396928301745033352e+00
1.665637507713307874e+00,7.475704677156062017e-01,6.073671130843563581e+00,8.160403437523674697e+00,7.170543700094126338e-01,7.549567911854967450e-01
3.202416768455337959e+00,8.408596701876043245e-01,9.453200144375141223e-01,6.459952036490584248e+00,1.717974331355648143e+00,1.744640399982891443e+00
3.809965348722560208e+00,1.621340858713514188e-01,8.426987582194705340e+00,7.600126970389433190e+00,6.236043479267148193e+00,6.227443426747599986e+00
3.480921254694974820e+00,4.900688359950973738e-01,5.605555102105729048e+00,6.762048823675430143e+00,2.603009696149865881e+00,2.553121016481780803e+00
1.553635837303877665e+00,2.931160668123815594e-01,2.147389883269366084e+00,2.085600611222268252e+00,1.606755692119191670e+00,1.652038903506786838e+00
1.597421204860219435e+00,8.658251132877115008e-01,1.285011662061784854e+00,4.089119245293500349e+00,7.648353239847767160e-01,7.239036568094704416e-01
2.781646245227136660e+00,8.554306744160824483e-01,6.705813046816849976e+00,5.939371992745800632e+00,8.549376244813901016e-01,8.407351459027062601e-01
2.933160314037219774e+00,1.962505344316985423e-01,6.514375484394208549e+00,4.104561322618426544e+00,4.085784414317982893e+00,4.112279710517988462e+00
3.015866009672100834e+00,9.451330085896849642e-01,7.884705426243575621e-01,7.194593891669553543e+00,1.454913352323928377e+00,1.488392019387726917e+00
3.690062063609943710e+00,5.250523297876263928e-01,3.561991879454827981e+00,2.100869262697280693e+00,2.359427233867731566e+00,2.334063832982991915e+00
3.744664470319237548e+00,8.520748894691300146e-01,4.294356039247329448e+00,4.421367271482990802e+00,1.397131269274145549e+00,1.396171218697198846e+00
3.973236077232038976e+00,1.745878631981552798e-01,3.682155657319801989e+00,5.437976001127700520e+00,6.108783390680879499e+00,6.101026037418798786e+00
2.334090703709046810e+00,2.946907238614262514e-01,3.565853787440735445e+00,8.519672177011871739e+00,2.802940439100254810e+00,2.838387196367725629e+00
2.671359686013706547e+00,1.681189940861157472e-01,5.935194027691148566e-01,8.066967959042539160e-01,3.197835470175811601e+00,3.272974471401238983e+00
3.984073282345919509e+00,4.083351799022056916e-01,6.761975694337802878e+00,6.364898505618197255e-01,2.644113794206875312e+00,2.589217189441277434e+00
3.250906987905129775e+00,6.087429850978262058e-01,8.373649517853269941e+00,2.455853107034879024e+00,1.531405462072762846e+00,1.558898149372290876e+00
1.643587287556687038e+00,3.530448784329783818e-01,9.293569478473771017e-01,6.545292790239033209e+00,1.794184271849616374e+00,1.708439010542414538e+00
3.773878981845936842e+00,2.903132106641966859e-01,7.363520186132499923e+00,4.281734203880350975e+00,4.127283892041321067e+00,4.127705883206260751e+00
3.041681841724032775e+00,7.580068335820062675e-01,5.173768308220125789e+00,7.463179695391570334e+00,1.347469580232589559e+00,1.314206044514113936e+00
1.984280629418813113e+00,7.383836942156835059e-01,7.364794559102064930e+00,2.283562325997966269e+00,6.960837279686383772e-01,7.558382916719399436e-01
2.369322636811296512e+00,6.525152030810941195e-01,9.025770353271997948e+00,5.883527397333566000e+00,1.103725752936912663e+00,1.108716808785944474e+00
2.944148230271530942e+00,6.306608761722113377e-01,8.360543082832391448e+00,7.302477950465484646e+00,1.505998644000444475e+00,1.483895491561770807e+00
3.131916110287956911e+00,9.255225546718073293e-01,7.635273066126869956e+00,8.282625114272762490e-01,5.575348259287153940e-01,5.425554402874508408e-01
2.526821188453437728e+00,9.113555635338110861e-01,4.674109090616097362e+00,3.675781491453986582e+00,7.864347444125479036e-01,7.691758718512812232e-01
3.360897739865489342e+00,6.498910788476328637e-01,3.977226307012207140e+00,9.863784167431921546e-01,1.536042186098736106e+00,1.541691534355616788e+00
2.832066314312244426e+00,3.641368479971227035e-01,7.278809329591011235e+00,9.355892109678498159e+00,2.799517273237392079e+00,2.794772819126000840e+00
3.936894515473033263e+00,4.638828645706553067e-01,7.688215201147176714e+00,5.721936836491738898e-01,2.257284550197603767e+00,2.276961117417049429e+00
3.633740157623468470e+00,6.557352740806752234e-01,2.836359598889481415e+00,8.593754275451242819e+00,2.272663463530387062e+00,2.318871295988127912e+00
1.875241358237839773e+00,7.839574342025548148e-01,4.299838910009893489e+00,1.258067222576230604e+00,6.730489421126213401e-01,6.940913035198458259e-01
1.757719228530326472e+00,3.906045868890221651e-01,7.591758966898687788e+00,3.058559831077695801e+00,1.440604565461997666e+00,1.403824474030874958e+00
3.633823982581662726e+00,6.872712745013616065e-01,5.724357399556575743e+00,1.048940611311522053e+00,1.417327202817158405e+00,1.368612998622578791e+00
3.019326681144320901e+00,6.977486025782920764e-01,6.992204913577605652e+00,5.642547336024220428e+00,1.343071360675344827e+00,1.320408774905673877e+00
3.940558916151069457e+00,5.285781694989969415e-01,9.567061247120709488e-01,6.329768997372704931e+00,3.231815984734030422e+00,3.263412442663322643e+00
2.589586948656547705e+00,6.008756643327619607e-01,1.315377214337897671e+00,3.649787341230203541e+00,1.752477776006152288e+00,1.742426331396191852e+00
1.948245933316666401e+00,9.038108722032565101e-01,8.901338435217450495e+00,4.587767351323248199e+00,4.074570620508229379e-01,3.874298774785254196e-01
1.592470865938183877e+00,2.685506936485443918e-01,3.827662586647413434e+00,3.742900928467675747e+00,1.852018859294936703e+00,1.856167336029113102e+00
3.421461804275770291e+00,8.269192402933567276e-01,1.207605090767535083e+00,6.249122545900700487e+00,1.823767473008118589e+00,1.781301694520376122e+00
1.708794823417317144e+00,7.451519363505424431e-01,1.184181796555837218e+00,5.384510400351110171e-01,7.676553814715539881e-01,7.334755498214752256e-01
3.109757881707452043e+00,1.689575925164105707e-01,5.767420677264254891e+00,7.654127588637333446e+00,5.009952932004371640e+00,5.025262694760655791e+00
2.908858917093449126e+00,2.786971591365533518e-01,2.054069950497039443e+00,1.240328521775600601e+00,2.907925789622270774e+00,2.898831184835024111e+00
3.348920801004822589e+00,2.706471456424676125e-01,2.486602244519214189e+00,4.441822069968917930e+00,4.016033542645047305e+00,4.002436455382332170e+00
3.859728157505020185e+00,5.161112454075681422e-01,5.577221934495993239e+00,3.330861143320622553e+00,2.509225385490405191e+00,2.518754436249900142e+00
