t,G,I,Ia,dG_dt,dG_dt_noisy
1.362272454490898177e+01,1.031672783782890512e+00,1.689679407494518282e+00,3.562601928337822965e+00,-3.759286750485339446e-01,-3.492309369632299876e-01
1.364272854570914184e+01,1.024184057556898342e+00,1.683742406689616722e+00,3.562223862546513686e+00,-3.727967112673912231e-01,-4.278341084948573125e-01
1.366273254650930191e+01,1.016757824432524604e+00,1.677817875000670478e+00,3.561822848263920704e+00,-3.696806048723466631e-01,-2.952211947212910470e-01
1.368273654730946198e+01,1.009393766692073591e+00,1.671905924494204498e+00,3.561398981388470109e+00,-3.665804321737172189e-01,-3.538650571729219929e-01
1.370274054810962205e+01,1.002091565141614460e+00,1.666006664901530820e+00,3.560952358054364719e+00,-3.634962664959111023e-01,-2.918525106962555071e-01
1.372274454890978213e+01,9.948508991109809019e-01,1.660120203618749457e+00,3.560483074631584977e+00,-3.604281781713871702e-01,-4.015504770473796725e-01
1.374274854970994220e+01,9.876714464537715843e-01,1.654246645706747509e+00,3.559991227725886720e+00,-3.573762345351735870e-01,-3.811813531835499536e-01
1.376275255051010227e+01,9.805528835473495963e-01,1.648386093891199167e+00,3.559476914178802964e+00,-3.543404999199470384e-01,-3.123572599942069927e-01
1.378275655131026234e+01,9.734948852928430041e-01,1.642538648562566816e+00,3.558940231067643900e+00,-3.513210356516717758e-01,-4.885068930671380150e-01
1.380276055211042241e+01,9.664971251151442955e-01,1.636704407776099934e+00,3.558381275705496449e+00,-3.483179000457986008e-01,-4.016574427781612333e-01
1.382276455291058248e+01,9.595592749869907845e-01,1.630883467259601094e+00,3.557800145637757705e+00,-3.453311484135380693e-01,-2.936723007994543333e-01
1.384276855371074255e+01,9.526810070649196494e-01,1.625075920835597376e+00,3.557196938435667644e+00,-3.423608337117202693e-01,-3.191053675170015258e-01
1.386277255451090262e+01,9.458619923624775883e-01,1.619281859792124134e+00,3.556571751941432158e+00,-3.394070060296707769e-01,-2.904685389087803826e-01
1.388277655531106269e+01,9.391019003807902221e-01,1.613501373042653730e+00,3.555924684242569356e+00,-3.364697124295144004e-01,-3.519577567837506304e-01
1.390278055611122277e+01,9.324003999039335300e-01,1.607734547444003237e+00,3.555255833540281962e+00,-3.335489972592881047e-01,-3.053490281791320649e-01
1.392278455691138284e+01,9.257571589989348482e-01,1.601981467796335101e+00,3.554565298149453767e+00,-3.306449021556415180e-01,-3.671871156664826552e-01
1.394278855771154291e+01,9.191718450157723153e-01,1.596242216843155814e+00,3.553853176498654065e+00,-3.277574660469986245e-01,-3.963554844281184653e-01
1.396279255851170298e+01,9.126441245873748720e-01,1.590516875271317243e+00,3.553119567130133660e+00,-3.248867251571748715e-01,-4.096264738430058783e-01
1.398279655931186305e+01,9.061736636296224834e-01,1.584805521711015741e+00,3.552364568699827529e+00,-3.220327130094503554e-01,-3.496181915609715696e-01
1.400280056011202312e+01,8.997601273413460277e-01,1.579108232735792816e+00,3.551588279977353491e+00,-3.191954604310938137e-01,-3.466425315523188333e-01
1.402280456091218319e+01,8.934031802043276294e-01,1.573425082862534463e+00,3.550790799846013091e+00,-3.163749955583360363e-01,-3.478438654381716399e-01
1.404280856171234326e+01,8.871024859832996601e-01,1.567756144551471831e+00,3.549972227302791161e+00,-3.135713438417887522e-01,-4.910115923916856251e-01
1.406281256251250333e+01,8.808577077259460708e-01,1.562101488206180777e+00,3.549132661458354487e+00,-3.107845280523063303e-01,-4.107147080541334039e-01
1.408281656331266340e+01,8.746685077629015037e-01,1.556461182173581648e+00,3.548272201537054471e+00,-3.080145682872866830e-01,-3.346461927469594477e-01
1.410282056411282348e+01,8.685345486521666158e-01,1.550835293064968035e+00,3.547390946758680830e+00,-3.052614823642956221e-01,-2.909106509844180399e-01
1.412282456491298355e+01,8.624554932644697969e-01,1.545223885543329789e+00,3.546488996385642078e+00,-3.025252858753433305e-01,-3.314649171276956019e-01
1.414282856571314362e+01,8.564310034282730522e-01,1.539627022005477741e+00,3.545566449856244251e+00,-2.998059916356751176e-01,-3.436508516532102986e-01
1.416283256651330369e+01,8.504607409045943367e-01,1.534044763081076956e+00,3.544623406621616457e+00,-2.971036100859676399e-01,-4.125272767435494981e-01
1.418283656731346376e+01,8.445443673920385308e-01,1.528477167634728406e+00,3.543659966144990126e+00,-2.944181493051802878e-01,-1.933431973563838335e-01
1.420284056811362383e+01,8.386815445267966629e-01,1.522924292765969190e+00,3.542676227901700781e+00,-2.917496150216962736e-01,-3.468051789950425956e-01
1.422284456891378390e+01,8.328719338826462426e-01,1.517386193809271866e+00,3.541672291379185822e+00,-2.890980106247952319e-01,-2.049281787398405386e-01
1.424284856971394397e+01,8.271151969709515939e-01,1.511862924334045788e+00,3.540648256076984524e+00,-2.864633371764507830e-01,-2.084290413267734232e-01
1.426285257051410404e+01,8.214109952406631887e-01,1.506354536144635992e+00,3.539604221506740700e+00,-2.838455934234490052e-01,-2.701491401284023541e-01
1.428285657131426412e+01,8.157589900783179804e-01,1.500861079280323196e+00,3.538540287192200040e+00,-2.812447758098229333e-01,-3.098752460629568550e-01
1.430286057211442419e+01,8.101588428080396254e-01,1.495382602015324469e+00,3.537456552669210552e+00,-2.786608784895988622e-01,-2.720501019304856771e-01
1.432286457291458426e+01,8.046102146915380393e-01,1.489919150858792785e+00,3.536353117485723896e+00,-2.760938933398490169e-01,-3.337459920418167636e-01
1.434286857371474433e+01,7.991127669281097301e-01,1.484470770554817465e+00,3.535230081201793606e+00,-2.735438099740441498e-01,-2.605073036391445940e-01
1.436287257451490440e+01,7.936661614872648762e-01,1.479037504412867188e+00,3.534087543288641164e+00,-2.710106161050296336e-01,-2.708630087125501462e-01
1.438287657531506447e+01,7.882700611026751680e-01,1.473619394067842592e+00,3.532925603179577489e+00,-2.684942975660766784e-01,-2.418958841686636163e-01
1.440288057611522454e+01,7.829241282527961143e-01,1.468216479229529803e+00,3.531744360359126755e+00,-2.659948378938475910e-01,-2.184729954616584924e-01
1.442288457691538461e+01,7.776280258936238976e-01,1.462828798125301866e+00,3.530543914241400572e+00,-2.635122186464825544e-01,-1.768702942758403063e-01
1.444288857771554291e+01,7.723814174599542559e-01,1.457456387500728923e+00,3.529324364169919015e+00,-2.610464194205610600e-01,-2.804622111463937473e-01
1.446289257851570298e+01,7.671839668653801514e-01,1.452099282619576437e+00,3.528085809417612406e+00,-2.585974178677413193e-01,-2.064279969797771785e-01
1.448289657931586305e+01,7.620353385022945458e-01,1.446757517263807413e+00,3.526828349186822642e+00,-2.561651897115999610e-01,-2.957486687430450067e-01
1.450290058011602312e+01,7.569351972418887353e-01,1.441431123733580844e+00,3.525552082609299198e+00,-2.537497087646613525e-01,-2.984779561407244208e-01
1.452290458091618319e+01,7.518832084341530164e-01,1.436120132847252817e+00,3.524257108746203127e+00,-2.513509469456171597e-01,-2.822537687115859728e-01
1.454290858171634326e+01,7.468790379078760200e-01,1.430824573941375411e+00,3.522943526588105279e+00,-2.489688742967249291e-01,-2.980671570862080122e-01
1.456291258251650333e+01,7.419223519706453773e-01,1.425544474870697131e+00,3.521611435054986305e+00,-2.466034590013853611e-01,-1.975902430846524505e-01
1.458291658331666341e+01,7.370128174088472761e-01,1.420279862008163585e+00,3.520260932996237102e+00,-2.442546674018897801e-01,-1.980926104788035269e-01
1.460292058411682348e+01,7.321501015068538898e-01,1.415030760255251208e+00,3.518892119188067102e+00,-2.419224640254893921e-01,-1.783068766735198818e-01
1.462292458491698355e+01,7.273338729903042754e-01,1.409797193446405972e+00,3.517505092225703400e+00,-2.396068120066157103e-01,-2.408718284698217194e-01
1.464292858571714362e+01,7.225638013645294677e-01,1.404579183813519982e+00,3.516099950645687144e+00,-2.373076728300583249e-01,-2.235885930256944210e-01
1.466293258651730369e+01,7.178395566829665064e-01,1.399376752123023815e+00,3.514676792906573866e+00,-2.350250062445600197e-01,-2.639463561745634124e-01
1.468293658731746376e+01,7.131608099058566186e-01,1.394189917921863087e+00,3.513235717330426056e+00,-2.327587704334089236e-01,-2.903068328258964215e-01
1.470294058811762383e+01,7.085272329002448854e-01,1.389018699537498014e+00,3.511776822102814499e+00,-2.305089220341661749e-01,-2.081580145075883348e-01
1.472294458891778390e+01,7.039384984399809086e-01,1.383863114077903411e+00,3.510300205272816054e+00,-2.282754161584764074e-01,-2.148567605926496316e-01
1.474294858971794397e+01,6.993942802057183661e-01,1.378723177431568914e+00,3.508805964753016315e+00,-2.260582064119527335e-01,-2.814088696648388566e-01
1.476295259051810405e+01,6.948942527849153450e-01,1.373598904267498533e+00,3.507294198319506950e+00,-2.238572449141343901e-01,-1.945906215818040408e-01
1.478295659131826412e+01,6.904380916718338979e-01,1.368490308035211100e+00,3.505765003611887920e+00,-2.216724823185099724e-01,-3.087588494484964086e-01
1.480296059211842419e+01,6.860254732675402645e-01,1.363397400964740269e+00,3.504218478133265258e+00,-2.195038678326013126e-01,-2.284537920388280130e-01
1.482296459291858426e+01,6.816560748799052050e-01,1.358320194066634290e+00,3.502654719250253290e+00,-2.173513492381046464e-01,-2.488670410938805533e-01
1.484296859371874433e+01,6.773295747236033337e-01,1.353258697131956234e+00,3.501073824192973749e+00,-2.152148729110812120e-01,-2.416786837222209272e-01
1.486297259451890440e+01,6.730456520564345180e-01,1.348212918811519057e+00,3.499475890037467618e+00,-2.130943839011728291e-01,-2.672672716624328593e-01
1.488297659531906447e+01,6.688039879540713661e-01,1.343182866907886464e+00,3.497861013631822225e+00,-2.109898262909751521e-01,-1.633651217178803683e-01
1.490298059611922454e+01,6.646042643634801905e-01,1.338168547771762418e+00,3.496229291726061561e+00,-2.089011428089119216e-01,-1.806037322064558137e-01
1.492298459691938461e+01,6.604461643659779169e-01,1.333169966698069420e+00,3.494580820897266626e+00,-2.068282749584761937e-01,-1.476572616179174513e-01
1.494298859771954469e+01,6.563293722709394595e-01,1.328187127997165762e+00,3.492915697534688668e+00,-2.047711630794121496e-01,-1.982462956471532922e-01
1.496299259851970476e+01,6.522535736157969444e-01,1.323220034994845307e+00,3.491234017839748294e+00,-2.027297463687343371e-01,-2.676324290785281335e-01
1.498299659931986483e+01,6.482184551660405969e-01,1.318268690032338597e+00,3.489535877826036803e+00,-2.007039629017275950e-01,-2.196540387989683041e-01
1.500300060012002490e+01,6.442237049152177430e-01,1.313333094466311524e+00,3.487821373319314411e+00,-1.986937496529206093e-01,-2.582696399215979044e-01
1.502300460092018497e+01,6.402690120849339195e-01,1.308413248668866435e+00,3.486090599957512470e+00,-1.966990425170326295e-01,-1.743592842680360966e-01
1.504300860172034504e+01,6.363540671248516523e-01,1.303509152027541251e+00,3.484343653190730805e+00,-1.947197763298851025e-01,-1.347844798774723851e-01
1.506301260252050511e+01,6.324785617126916781e-01,1.298620802945310349e+00,3.482580628281241264e+00,-1.927558848892780563e-01,-1.769513653102985362e-01
1.508301660332066518e+01,6.286421887542318343e-01,1.293748198840583674e+00,3.480801620303483279e+00,-1.908073009758229355e-01,-2.214333466688054308e-01
1.510302060412082525e+01,6.248446423833080576e-01,1.288891336147207411e+00,3.479006724144068308e+00,-1.888739563737322769e-01,-2.080403124979033347e-01
1.512302460492098533e+01,6.210856183267087216e-01,1.284050210540837345e+00,3.477196034456793594e+00,-1.869557820516517255e-01,-1.774332819183194743e-01
1.514302860572114540e+01,6.173648140759010472e-01,1.279224816817320143e+00,3.475369645673890506e+00,-1.850527082632316411e-01,-2.580705779407556633e-01
1.516303260652130547e+01,6.136819283191220498e-01,1.274415148680990706e+00,3.473527652054706483e+00,-1.831646643165317223e-01,-1.764345571535539670e-01
1.518303660732146554e+01,6.100366611964477270e-01,1.269621199055908534e+00,3.471670147631997771e+00,-1.812915787040183246e-01,-1.721166848277997374e-01
1.520304060812162561e+01,6.064287143008726400e-01,1.264842960086754786e+00,3.469797226211766450e+00,-1.794333791238787168e-01,-2.074455229064881001e-01
1.522304460892178568e+01,6.028577906783095797e-01,1.260080423138831174e+00,3.467908981373256871e+00,-1.775899925007715374e-01,-1.992917558530404865e-01
1.524304860972194575e+01,5.993235948275896785e-01,1.255333578798061733e+00,3.466005506468958774e+00,-1.757613450064817728e-01,-1.680691128522333877e-01
1.526305261052210582e+01,5.958258327004621879e-01,1.250602416870990607e+00,3.464086894624606394e+00,-1.739473620804738163e-01,-2.158618044432832617e-01
1.528305661132226589e+01,5.923642117015950337e-01,1.245886926384784488e+00,3.462153238739177130e+00,-1.721479684503427199e-01,-2.141711081501739833e-01
1.530306061212242597e+01,5.889384406885738166e-01,1.241187095587230615e+00,3.460204631484892435e+00,-1.703630881521570883e-01,-1.323645449317577272e-01
1.532306461292258604e+01,5.855482299719031447e-01,1.236502911946737893e+00,3.458241165307219589e+00,-1.685926445506951143e-01,-1.584241085737843613e-01
1.534306861372274611e+01,5.821932913150054123e-01,1.231834362152336215e+00,3.456262932424868595e+00,-1.668365603595646784e-01,-8.390338031880545389e-02
1.536307261452290618e+01,5.788733379715529370e-01,1.227181432147869566e+00,3.454270024824204199e+00,-1.650947576776206904e-01,-2.154936576240453761e-01
1.538307661532306447e+01,5.755880851471613102e-01,1.222544107394905488e+00,3.452262534209813882e+00,-1.633671582142156853e-01,-2.534154506469911139e-01
1.540308061612322454e+01,5.723372496472702853e-01,1.217922372429223188e+00,3.450240552071332178e+00,-1.616536831562209731e-01,-1.157147389478270227e-01
1.542308461692338462e+01,5.691205498134713769e-01,1.213316211098567576e+00,3.448204169655715745e+00,-1.599542531555416536e-01,-1.132470322159772613e-01
1.544308861772354469e+01,5.659377055811917190e-01,1.208725606647020445e+00,3.446153477954671640e+00,-1.582687883736808021e-01,-1.963779546770920703e-01
1.546309261852370476e+01,5.627884384796939532e-01,1.204150541714999578e+00,3.444088567704658210e+00,-1.565972085012685699e-01,-2.312400591460945232e-01
1.548309661932386483e+01,5.596724716320765625e-01,1.199590998339260750e+00,3.442009529386883315e+00,-1.549394327774443469e-01,-1.585489623373323720e-01
1.550310062012402490e+01,5.565895297552737597e-01,1.195046957952895950e+00,3.439916453227307880e+00,-1.532953800090909313e-01,-2.421906494695783563e-01
1.552310462092418497e+01,5.535393391600551549e-01,1.190518401385333824e+00,3.437809429196642341e+00,-1.516649685899173761e-01,-1.701132009228549513e-01
1.554310862172434504e+01,5.505216277510265321e-01,1.186005308862340790e+00,3.435688547010348426e+00,-1.500481165193898181e-01,-2.605937265199789188e-01
1.556311262252450511e+01,5.475361250266288504e-01,1.181507660006019478e+00,3.433553896128639593e+00,-1.484447414215069316e-01,-1.618420295999250524e-01
1.558311662332466518e+01,5.445825620791391319e-01,1.177025433834809620e+00,3.431405565756478815e+00,-1.468547605634195896e-01,-2.544222740732185462e-01
1.560312062412482526e+01,5.416606715946701289e-01,1.172558608763487609e+00,3.429243644843581240e+00,-1.452780908738915411e-01,-1.587200709457559367e-01
1.562312462492498533e+01,5.387701879774917657e-01,1.168107162733731386e+00,3.427068222065765113e+00,-1.437146490166347768e-01,-6.948908599110079076e-02
1.564312862572514540e+01,5.359108476093721318e-01,1.163671073220660546e+00,3.424879385813446309e+00,-1.421643515263931734e-01,-1.571991128146827121e-01
1.566313262652530547e+01,5.330823885093747272e-01,1.159250316986720097e+00,3.422677224230114668e+00,-1.406271146751331413e-01,-1.038651855818860659e-01
1.568313662732546554e+01,5.302845503579374231e-01,1.154844870333730622e+00,3.420461825184821336e+00,-1.391028544979319437e-01,-1.729566917358550393e-01
1.570314062812562561e+01,5.275170744995042460e-01,1.150454709107898044e+00,3.418233276271549492e+00,-1.375914868118014167e-01,-1.840156387671223470e-01
1.572314462892578568e+01,5.247797039425248222e-01,1.146079808699813851e+00,3.415991664809213901e+00,-1.360929272331954099e-01,-2.128468459347969965e-01
1.574314862972594575e+01,5.220721833594548222e-01,1.141720144044454432e+00,3.413737077841659584e+00,-1.346070911953428928e-01,-8.449166805266401792e-02
1.576315263052610582e+01,5.193942590867560716e-01,1.137375689621182184e+00,3.411469602137664925e+00,-1.331338939654030107e-01,-1.379828804944545073e-01
1.578315663132626590e+01,5.167456791248959957e-01,1.133046419453744846e+00,3.409189324190938564e+00,-1.316732506614402831e-01,-5.255733727249485565e-02
1.580316063212642597e+01,5.141261931383481754e-01,1.128732307110275057e+00,3.406896330220121616e+00,-1.302250762692222230e-01,-1.912160017793126943e-01
1.582316463292658604e+01,5.115355524555920130e-01,1.124433325703291908e+00,3.404590706168785452e+00,-1.287892856588346291e-01,-1.420439057039591391e-01
1.584316863372674611e+01,5.089735100691128444e-01,1.120149447889698724e+00,3.402272537705434363e+00,-1.273657936011159952e-01,-1.255564541983835158e-01
1.586317263452690618e+01,5.064398206380044121e-01,1.115880645878960076e+00,3.399941910222677333e+00,-1.259545147850206215e-01,-5.754592985495143864e-02
1.588317663532706625e+01,5.039342406551314824e-01,1.111626891631636083e+00,3.397598908812382135e+00,-1.245553639080438368e-01,-3.570863134502270941e-02
1.590318063612722632e+01,5.014565285153197438e-01,1.107388156591442518e+00,3.395243618285058051e+00,-1.231682557256192911e-01,-1.578979236031151090e-01
1.592318463692738639e+01,4.990064443008139228e-01,1.103164411770861442e+00,3.392876123171557623e+00,-1.217931049682690336e-01,-1.808073005607484518e-01
1.594318863772754646e+01,4.965837497702874637e-01,1.098955627849751870e+00,3.390496507714990670e+00,-1.204298263512049993e-01,-2.096221002609758854e-01
1.596319263852770654e+01,4.941882083588416963e-01,1.094761775175351115e+00,3.388104855870726073e+00,-1.190783345896524459e-01,-5.464217615342682743e-02
1.598319663932786661e+01,4.918195851780061689e-01,1.090582823762273224e+00,3.385701251306389992e+00,-1.177385444139862347e-01,-1.245382559583268212e-01
1.600320064012802490e+01,4.894776470157389259e-01,1.086418743292511202e+00,3.383285777401868977e+00,-1.164103705846797066e-01,-1.512842162848650474e-01
1.602320464092818497e+01,4.871621623364255083e-01,1.082269503115434128e+00,3.380858517249305972e+00,-1.150937279070635977e-01,-1.201657282388480380e-01
1.604320864172834504e+01,4.848729012808803418e-01,1.078135072247790260e+00,3.378419553653103424e+00,-1.137885312458987719e-01,-2.442339548763589330e-01
1.606321264252850511e+01,4.826096356663458486e-01,1.074015419373704372e+00,3.375968969129921948e+00,-1.124946955397578552e-01,-2.013263468239669673e-01
1.608321664332866519e+01,4.803721389864926139e-01,1.069910512844679751e+00,3.373506845908680774e+00,-1.112121358152192707e-01,-6.702202147158378698e-02
1.610322064412882526e+01,4.781601864114193856e-01,1.065820320679596866e+00,3.371033265930557299e+00,-1.099407672008717307e-01,-9.273913950827367136e-02
1.612322464492898533e+01,4.759735547886557172e-01,1.061744810601100486e+00,3.368548310846355420e+00,-1.086805049413241686e-01,-1.037765302867079409e-01
1.614322864572914540e+01,4.738120227845674659e-01,1.057683950168487153e+00,3.366052061999518674e+00,-1.074312644742693446e-01,-1.601156099954861578e-01
1.616323264652930547e+01,4.716753709233475478e-01,1.053637706509911398e+00,3.363544600442245791e+00,-1.061929614635332975e-01,-7.942570901992676569e-02
1.618323664732946554e+01,4.695633813854830918e-01,1.049606046491678768e+00,3.361026006933624632e+00,-1.049655117192632159e-01,-1.867024544256364049e-02
1.620324064812962561e+01,4.674758379947455689e-01,1.045588936748348408e+00,3.358496361938170249e+00,-1.037488312048351347e-01,-1.676122430032916943e-01
1.622324464892978568e+01,4.654125262181914024e-01,1.041586343682733062e+00,3.355955745625824438e+00,-1.025428360497198377e-01,-1.044509924806052426e-01
1.624324864972994575e+01,4.633732331661614690e-01,1.037598233465899744e+00,3.353404237871955296e+00,-1.013474425621612718e-01,-1.257566289803435655e-01
1.626325265053010583e+01,4.613577475922812088e-01,1.033624572037169065e+00,3.350841918257358110e+00,-1.001625672416703861e-01,-8.478197550219541967e-02
1.628325665133026590e+01,4.593658598934607928e-01,1.029665325104115459e+00,3.348268866068253136e+00,-9.898812679133253689e-02,-1.009593874660743296e-01
1.630326065213042597e+01,4.573973621098950115e-01,1.025720458142567404e+00,3.345685160296288707e+00,-9.782403812993067937e-02,-1.078550358874981741e-01
1.632326465293058604e+01,4.554520479250632747e-01,1.021789936396607423e+00,3.343090879638539015e+00,-9.667021840388262399e-02,-1.434609857417487033e-01
1.634326865373074611e+01,4.535297126657295563e-01,1.017873724878571196e+00,3.340486102497505438e+00,-9.552658499899438493e-02,-9.900584770834996995e-02
1.636327265453090618e+01,4.516301533019425052e-01,1.013971788369048888e+00,3.337870906981115215e+00,-9.439305555202956444e-02,-1.278076135247540324e-01
1.638327665533106625e+01,4.497531684267800367e-01,1.010084091469552359e+00,3.335245370900834949e+00,-9.326954795258451947e-02,-1.032893769076561052e-01
1.640328065613122632e+01,4.478985583782523205e-01,1.006210598665446376e+00,3.332609571760281941e+00,-9.215598040928635326e-02,-9.803166927639780925e-02
1.642328465693138639e+01,4.460661253004690741e-01,1.002351274129837044e+00,3.329963586762280325e+00,-9.105227148963249140e-02,-6.103749550706110555e-02
1.644328865773154646e+01,4.442556729219897527e-01,9.985060818756169576e-01,3.327307492813054601e+00,-8.995834002919295136e-02,-1.217742066071541562e-01
1.646329265853170654e+01,4.424670065469445412e-01,9.946749857656613791e-01,3.324641366522164798e+00,-8.887410513819149482e-02,-1.077451153100600356e-01
1.648329665933186661e+01,4.406999330550340210e-01,9.908579495128289061e-01,3.321965284202505142e+00,-8.779948621200317493e-02,-3.690114112344805575e-02
1.650330066013202668e+01,4.389542609015292807e-01,9.870549366799606927e-01,3.319279321870305388e+00,-8.673440294147910512e-02,-1.003507627224636545e-01
1.652330466093218675e+01,4.372298001172720272e-01,9.832659106798812276e-01,3.316583555245129933e+00,-8.567877532309606248e-02,-1.014769863482047479e-01
1.654330866173234682e+01,4.355263623086744196e-01,9.794908347753976674e-01,3.313878059749877814e+00,-8.463252366893209144e-02,-4.411901629854900891e-02
1.656331266253250689e+01,4.338437606577191241e-01,9.757296720793002809e-01,3.311162910510783153e+00,-8.359556861646952330e-02,-7.266925937105558897e-02
1.658331666333266696e+01,4.321818099219592590e-01,9.719823855543622271e-01,3.308438182357414714e+00,-8.256783113822571685e-02,-8.070569994417890747e-02
1.660332066413282703e+01,4.305403264345185610e-01,9.682489380133396661e-01,3.305703949822676790e+00,-8.154923255121238057e-02,-7.323945829283748377e-02
1.662332466493298710e+01,4.289191281040912740e-01,9.645292921189715374e-01,3.302960287142807871e+00,-8.053969452622364300e-02,-1.451907098198612078e-01
1.664332866573314718e+01,4.273180343733321562e-01,9.608234104272077580e-01,3.300207268258002369e+00,-7.953913907791293481e-02,-5.912895662838313360e-02
1.666333266653330725e+01,4.257368662960623884e-01,9.571312554397675143e-01,3.297444966803834809e+00,-7.854748860837748592e-02,-1.485759024819727214e-02
1.668333666733346732e+01,4.241754466835363502e-01,9.534527894409757787e-01,3.294673456108863974e+00,-7.756466598280326030e-02,-5.106884376238914058e-02
1.670334066813362739e+01,4.226335998424404217e-01,9.497879746220755370e-01,3.291892809206281800e+00,-7.659059441890536668e-02,-1.568994474601706490e-01
1.672334466893378746e+01,4.211111515623716661e-01,9.461367730896941275e-01,3.289103098834343264e+00,-7.562519748972351685e-02,-6.386218260670681324e-02
1.674334866973394753e+01,4.196079291158381630e-01,9.424991468658427962e-01,3.286304397436365932e+00,-7.466839913196712808e-02,-1.223046450532477569e-01
1.676335267053410760e+01,4.181237612582586194e-01,9.388750578879176967e-01,3.283496777160731295e+00,-7.372012365420196889e-02,-8.738710492231561988e-02
1.678335667133426767e+01,4.166584782279627031e-01,9.352644680086988904e-01,3.280680309860882993e+00,-7.278029574487901443e-02,-6.858480974032710176e-02
1.680336067213442774e+01,4.152119117461908204e-01,9.316673389963509022e-01,3.277855067095328589e+00,-7.184884048020748204e-02,-1.337003666161862003e-01
1.682336467293458782e+01,4.137838950170942276e-01,9.280836325344226090e-01,3.275021120127637797e+00,-7.092568333187179719e-02,-6.320411323471442078e-03
1.684336867373474789e+01,4.123742627277350303e-01,9.245133102218472398e-01,3.272178539926444696e+00,-7.001075017459415517e-02,-7.559383310644354759e-02
1.686337267453490796e+01,4.109828510480861841e-01,9.209563335729422651e-01,3.269327397165445070e+00,-6.910396729354323364e-02,-3.158364779651474941e-02
1.688337667533506803e+01,4.096094976310313829e-01,9.174126640174095071e-01,3.266467762223398630e+00,-6.820526139159041601e-02,-3.853126845954812918e-02
1.690338067613522810e+01,4.082540415822736302e-01,9.138822629173372070e-01,3.263599705185629141e+00,-6.731455958280244123e-02,-2.146726017343544846e-03
1.692338467693538817e+01,4.069163234047163402e-01,9.103650916481319522e-01,3.260723295843711345e+00,-6.643178937398142025e-02,-8.843370659975598180e-03
1.694338867773554824e+01,4.055961853127917349e-01,9.068611114458204892e-01,3.257838603677562617e+00,-6.555687881341343282e-02,-1.412148883276561073e-01
1.696339267853570831e+01,4.042934709410392902e-01,9.033702834933950987e-01,3.254945697874260802e+00,-6.468975636605692192e-02,-6.444921121783203644e-02
1.698339667933586838e+01,4.030080252975075106e-01,8.998925689408799888e-01,3.252044647330732730e+00,-6.383035089909563919e-02,-1.724506267312167773e-01
1.700340068013602846e+01,4.017396947637542071e-01,8.964279289053315170e-01,3.249135520653752440e+00,-6.297859168840494459e-02,-8.716744077081539643e-02
1.702340468093618853e+01,4.004883270948461638e-01,8.929763244708375236e-01,3.246218386159941627e+00,-6.213440842487827354e-02,-2.821327412018697495e-02
1.704340868173634860e+01,3.992537714193594156e-01,8.895377166885183318e-01,3.243293311875770080e+00,-6.129773122061688007e-02,-1.738289858058709308e-02
1.706341268253650867e+01,3.980358782393790262e-01,8.861120665765258586e-01,3.240360365537556131e+00,-6.046849061498194011e-02,2.222807295740786282e-03
1.708341668333666874e+01,3.968344994304993101e-01,8.826993351200440596e-01,3.237419614591464878e+00,-5.964661758051123530e-02,-8.023550006299580428e-02
1.710342068413682881e+01,3.956494882418236658e-01,8.792994832712889286e-01,3.234471126193510404e+00,-5.883204352870075038e-02,-4.453383947280738220e-02
1.712342468493698888e+01,3.944806992959645764e-01,8.759124719495080535e-01,3.231514967209554001e+00,-5.802470031565273856e-02,-5.484101877405495040e-02
1.714342868573714895e+01,3.933279885890437755e-01,8.725382620409815049e-01,3.228551204215305059e+00,-5.722452024759086542e-02,4.459820341206850725e-03
1.716343268653730902e+01,3.921912134906448966e-01,8.691768143990370454e-01,3.225579903496324174e+00,-5.643143608622258611e-02,2.133356344813552852e-02
1.718343668733746910e+01,3.910702326016246011e-01,8.658280899058268254e-01,3.222601131056906265e+00,-5.564538099024440854e-02,-7.522204592422288005e-02
1.720344068813762917e+01,3.899649060049298899e-01,8.624920494225278844e-01,3.219614952599044067e+00,-5.486628863252229760e-02,1.327154597307956263e-01
1.722344468893778924e+01,3.888750952472433964e-01,8.591686537574840798e-01,3.216621433526200668e+00,-5.409409319699057250e-02,-5.589612990595983766e-02
1.724344868973794931e+01,3.878006631294341200e-01,8.558578637262516109e-01,3.213620638958898823e+00,-5.332872928984452865e-02,-7.327315095456016225e-02
1.726345269053810938e+01,3.867414737065573149e-01,8.525596401515986855e-01,3.210612633734722277e+00,-5.257013194442450299e-02,-2.417813010706360358e-02
1.728345669133826945e+01,3.856973922878544903e-01,8.492739438635060756e-01,3.207597482408313994e+00,-5.181823662597975777e-02,-1.545861737308792949e-02
1.730346069213842952e+01,3.846682854367532434e-01,8.460007356991662286e-01,3.204575249251377045e+00,-5.107297923631515246e-02,-2.529226649820734765e-02
1.732346469293858959e+01,3.836540209708675375e-01,8.427399765029841561e-01,3.201545998252675052e+00,-5.033429611832146433e-02,-8.431812779386441137e-02
1.734346869373874966e+01,3.826544679619976463e-01,8.394916271265768781e-01,3.198509793118031741e+00,-4.960212406038924660e-02,2.258792451548100044e-02
1.736347269453890974e+01,3.816694967361298763e-01,8.362556484287736458e-01,3.195466697270330059e+00,-4.887640030070816710e-02,-4.758520710596751691e-02
