S,v
5.357297808283117274e-02,5.084885356524330297e-02
5.367177388091835810e-02,5.093784915888249776e-02
5.377075187178386589e-02,5.102699213872881334e-02
5.386991239141574600e-02,5.111628271953932295e-02
5.396925577642167071e-02,5.120572111628098055e-02
5.406878236403002413e-02,5.129530754413044735e-02
5.416849249209118589e-02,5.138504221847399467e-02
5.426838649907846784e-02,5.147492535490715004e-02
5.436846472408939090e-02,5.156495716923467643e-02
5.446872750684692011e-02,5.165513787747037788e-02
5.456917518770033199e-02,5.174546769583672490e-02
5.466980810762672727e-02,5.183594684076497233e-02
5.477062660823192597e-02,5.192657552889468064e-02
5.487163103175170253e-02,5.201735397707369507e-02
5.497282172105307646e-02,5.210828240235796521e-02
5.507419901963515885e-02,5.219936102201113565e-02
5.517576327163072059e-02,5.229059005350465694e-02
5.527751482180704584e-02,5.238196971451736933e-02
5.537945401556721575e-02,5.247350022293531535e-02
5.548158119895139906e-02,5.256518179685173292e-02
5.558389671863770559e-02,5.265701465456648633e-02
5.568640092194376140e-02,5.274899901458629525e-02
5.578909415682758999e-02,5.284113509562417266e-02
5.589197677188888908e-02,5.293342311659935545e-02
5.599504911637034205e-02,5.302586329663720038e-02
5.609831154015847143e-02,5.311845585506867057e-02
5.620176439378524180e-02,5.321120101143047426e-02
5.630540802842894099e-02,5.330409898546459302e-02
5.640924279591547075e-02,5.339714999711811516e-02
5.651326904871966511e-02,5.349035426654318720e-02
5.661748713996615084e-02,5.358371201409640322e-02
5.672189742343098501e-02,5.367722346033905467e-02
5.682650025354252232e-02,5.377088882603654058e-02
5.693129598538271274e-02,5.386470833215829812e-02
5.703628497468845454e-02,5.395868219987759451e-02
5.714146757785246861e-02,5.405281065057106205e-02
5.724684415192491521e-02,5.414709390581885773e-02
5.735241505461428219e-02,5.424153218740406651e-02
5.745818064428872413e-02,5.433612571731259722e-02
5.756414127997738772e-02,5.443087471773305069e-02
5.767029732137132075e-02,5.452577941105619941e-02
5.777664912882508885e-02,5.462084001987507070e-02
5.788319706335768450e-02,5.471605676698445414e-02
5.798994148665386622e-02,5.481142987538070721e-02
5.809688276106550475e-02,5.490695956826164431e-02
5.820402124961249202e-02,5.500264606902598857e-02
5.831135731598438565e-02,5.509848960127347595e-02
5.841889132454132494e-02,5.519449038880432090e-02
5.852662364031535613e-02,5.529064865561902908e-02
5.863455462901181331e-02,5.538696462591825853e-02
5.874268465701031755e-02,5.548343852410235477e-02
5.885101409136619943e-02,5.558007057477120511e-02
5.895954329981167863e-02,5.567686100272398186e-02
5.906827265075709904e-02,5.577381003295875384e-02
5.917720251329227493e-02,5.587091789067243075e-02
5.928633325718760810e-02,5.596818480126023593e-02
5.939566525289542015e-02,5.606561099031557444e-02
5.950519887155119453e-02,5.616319668362976247e-02
5.961493448497481862e-02,5.626094210719163186e-02
5.972487246567195762e-02,5.635884748718742593e-02
5.983501318683512316e-02,5.645691305000035548e-02
5.994535702234508184e-02,5.655513902221032119e-02
6.005590434677209044e-02,5.665352563059374708e-02
6.016665553537713096e-02,5.675207310212315032e-02
6.027761096411331232e-02,5.685078166396696775e-02
6.038877100962694588e-02,5.694965154348913261e-02
6.050013604925894711e-02,5.704868296824884555e-02
6.061170646104620946e-02,5.714787616600037340e-02
6.072348262372256888e-02,5.724723136469243856e-02
6.083546491672051082e-02,5.734674879246832307e-02
6.094765372017212773e-02,5.744642867766522332e-02
6.106004941491051385e-02,5.754627124881408345e-02
6.117265238247120152e-02,5.764627673463937341e-02
6.128546300509312567e-02,5.774644536405848516e-02
6.139848166572030308e-02,5.784677736618178828e-02
6.151170874800285931e-02,5.794727297031201235e-02
6.162514463629840261e-02,5.804793240594403186e-02
6.173878971567348800e-02,5.814875590276466499e-02
6.185264437190455405e-02,5.824974369065206298e-02
6.196670899147969230e-02,5.835089599967568930e-02
6.208098396159959093e-02,5.845221306009577844e-02
6.219546967017900579e-02,5.855369510236307917e-02
6.231016650584816907e-02,5.865534235711858391e-02
6.242507485795379535e-02,5.875715505519297360e-02
6.254019511656082331e-02,5.885913342760662470e-02
6.265552767245337329e-02,5.896127770556889441e-02
6.277107291713626691e-02,5.906358812047803747e-02
6.288683124283642178e-02,5.916606490392085221e-02
6.300280304250381602e-02,5.926870828767200061e-02
6.311898870981337561e-02,5.937151850369422335e-02
6.323538863916583486e-02,5.947449578413746551e-02
6.335200322568926290e-02,5.957764036133877256e-02
6.346883286524053480e-02,5.968095246782197105e-02
6.358587795440633073e-02,5.978443233629708586e-02
6.370313889050487066e-02,5.988808019966021523e-02
6.382061607158701078e-02,5.999189629099307280e-02
6.393830989643763119e-02,6.009588084356253662e-02
6.405622076457714864e-02,6.020003409082048257e-02
6.417434907626254348e-02,6.030435626640309049e-02
6.429269523248914986e-02,6.040884760413087889e-02
6.441125963499164109e-02,6.051350833800797635e-02
6.453004268624555617e-02,6.061833870222188558e-02
6.464904478946879862e-02,6.072333893114322673e-02
6.476826634862260790e-02,6.082850925932498792e-02
6.488770776841343291e-02,6.093384992150261553e-02
6.500736945429388958e-02,6.103936115259318840e-02
6.512725181246434292e-02,6.114504318769529989e-02
6.524735524987432256e-02,6.125089626208863464e-02
6.536768017422373012e-02,6.135692061123338564e-02
6.548822699396436575e-02,6.146311647077010859e-02
6.560899611830127431e-02,6.156948407651911814e-02
6.572998795719406373e-02,6.167602366448016876e-02
6.585120292135848707e-02,6.178273547083210776e-02
6.597264142226762218e-02,6.188961973193234795e-02
6.609430387215337044e-02,6.199667668431651374e-02
6.621619068400784458e-02,6.210390656469800402e-02
6.633830227158477033e-02,6.221130960996760356e-02
6.646063904940094358e-02,6.231888605719308749e-02
6.658320143273752101e-02,6.242663614361874946e-02
6.670598983764150502e-02,6.253456010666494369e-02
6.682900468092715929e-02,6.264265818392772411e-02
6.695224638017738261e-02,6.275093061317844889e-02
6.707571535374522165e-02,6.285937763236325304e-02
6.719941202075514763e-02,6.296799947960263211e-02
6.732333680110455520e-02,6.307679639319105358e-02
6.744749011546530282e-02,6.318576861159656832e-02
6.757187238528480910e-02,6.329491637346008892e-02
6.769648403278791249e-02,6.340423991759537581e-02
6.782132548097799529e-02,6.351373948298820460e-02
6.794639715363845478e-02,6.362341530879611629e-02
6.807169947533439625e-02,6.373326763434800091e-02
6.819723287141360446e-02,6.384329669914337591e-02
6.832299776800851432e-02,6.395350274285228898e-02
6.844899459203727943e-02,6.406388600531461031e-02
6.857522377120534030e-02,6.417444672653958848e-02
6.870168573400700640e-02,6.428518514670558681e-02
6.882838090972656642e-02,6.439610150615922290e-02
6.895530972844020334e-02,6.450719604541538255e-02
6.908247262101707697e-02,6.461846900515633152e-02
6.920987001912093373e-02,6.472992062623143805e-02
6.933750235521170258e-02,6.484155114965679811e-02
6.946537006254657753e-02,6.495336081661436112e-02
6.959347357518200217e-02,6.506534986845192992e-02
6.972181332797469655e-02,6.517751854668230038e-02
6.985038975658337812e-02,6.528986709298298385e-02
6.997920329747024659e-02,6.540239574919567977e-02
7.010825438790221908e-02,6.551510475732558181e-02
7.023754346595277587e-02,6.562799435954119742e-02
7.036707097050316773e-02,6.574106479817364013e-02
7.049683734124399803e-02,6.585431631571612987e-02
7.062684301867681869e-02,6.596774915482364610e-02
7.075708844411533749e-02,6.608136355831210895e-02
7.088757405968730552e-02,6.619515976915826827e-02
7.101830030833571061e-02,6.630913803049885702e-02
7.114926763382034558e-02,6.642329858563018885e-02
7.128047648071952902e-02,6.653764167800775564e-02
7.141192729443120168e-02,6.665216755124542258e-02
7.154362052117489712e-02,6.676687644911523389e-02
7.167555660799292128e-02,6.688176861554662178e-02
7.180773600275196233e-02,6.699684429462597623e-02
7.194015915414479767e-02,6.711210373059622869e-02
7.207282651169139021e-02,6.722754716785594997e-02
7.220573852574094231e-02,6.734317485095932254e-02
7.233889564747301992e-02,6.745898702461514129e-02
7.247229832889920398e-02,6.757498393368650824e-02
7.260594702286476965e-02,6.769116582319026354e-02
7.273984218304997695e-02,6.780753293829633321e-02
7.287398426397180551e-02,6.792408552432729896e-02
7.300837372098538391e-02,6.804082382675771812e-02
7.314301101028557184e-02,6.815774809121366573e-02
7.327789658890858371e-02,6.827485856347212390e-02
7.341303091473340425e-02,6.839215548946039891e-02
7.354841444648343995e-02,6.850963911525560779e-02
7.368404764372800397e-02,6.862730968708402601e-02
7.381993096688391209e-02,6.874516745132056017e-02
7.395606487721718969e-02,6.886321265448824835e-02
7.409244983684432073e-02,6.898144554325751077e-02
7.422908630873407965e-02,6.909986636444565011e-02
7.436597475670901625e-02,6.921847536501633813e-02
7.450311564544698228e-02,6.933727279207882455e-02
7.464050944048285230e-02,6.945625889288764565e-02
7.477815660820992527e-02,6.957543391484172224e-02
7.491605761588158996e-02,6.969479810548391552e-02
7.505421293161305962e-02,6.981435171250052751e-02
7.519262302438255163e-02,6.993409498372031574e-02
7.533128836403338302e-02,7.005402816711436831e-02
7.547020942127521947e-02,7.017415151079521574e-02
7.560938666768575456e-02,7.029446526301616482e-02
7.574882057571245830e-02,7.041496967217095171e-02
7.588851161867385398e-02,7.053566498679274266e-02
7.602846027076154423e-02,7.065655145555393979e-02
7.616866700704147397e-02,7.077762932726520961e-02
7.630913230345566511e-02,7.089889885087492793e-02
7.644985663682399291e-02,7.102036027546881902e-02
7.659084048484539331e-02,7.114201385026878988e-02
7.673208432610001406e-02,7.126385982463290247e-02
7.687358864005040815e-02,7.138589844805426354e-02
7.701535390704331019e-02,7.150812997016055272e-02
7.715738060831145440e-02,7.163055464071348133e-02
7.729966922597476808e-02,7.175317270960783478e-02
7.744222024304250884e-02,7.187598442687125055e-02
7.758503414341455517e-02,7.199899004266316349e-02
7.772811141188312734e-02,7.212218980727433393e-02
7.787145253413463308e-02,7.224558397112623709e-02
7.801505799675090280e-02,7.236917278477017490e-02
7.815892828721132668e-02,7.249295649888690130e-02
7.830306389389414534e-02,7.261693536428569240e-02
7.844746530607821233e-02,7.274110963190380530e-02
7.859213301394485374e-02,7.286547955280586741e-02
7.873706750857907555e-02,7.299004537818284954e-02
7.888226928197175636e-02,7.311480735935187159e-02
7.902773882702096575e-02,7.323976574775517556e-02
7.917347663753371290e-02,7.336492079495947338e-02
7.931948320822780618e-02,7.349027275265547499e-02
7.946575903473312996e-02,7.361582187265675037e-02
7.961230461359383725e-02,7.374156840689957693e-02
7.975912044226961262e-02,7.386751260744178760e-02
7.990620701913754564e-02,7.399365472646225739e-02
8.005356484349392121e-02,7.411999501626027886e-02
8.020119441555553785e-02,7.424653372925449357e-02
8.034909623646195598e-02,7.437327111798269774e-02
8.049727080827671910e-02,7.450020743510063492e-02
8.064571863398925511e-02,7.462734293338153801e-02
8.079444021751669425e-02,7.475467786571543538e-02
8.094343606370534017e-02,7.488221248510819328e-02
8.109270667833252955e-02,7.500994704468096075e-02
8.124225256810831131e-02,7.513788179766939246e-02
8.139207424067718133e-02,7.526601699742285767e-02
8.154217220461985882e-02,7.539435289740387125e-02
8.169254696945489613e-02,7.552288975118708059e-02
8.184319904564045511e-02,7.565162781245868273e-02
8.199412894457609735e-02,7.578056733501568887e-02
8.214533717860436624e-02,7.590970857276499451e-02
8.229682426101284087e-02,7.603905177972292151e-02
8.244859070603549611e-02,7.616859721001416339e-02
8.260063702885461767e-02,7.629834511787107754e-02
8.275296374560275892e-02,7.642829575763313010e-02
8.290557137336397597e-02,7.655844938374577191e-02
8.305846043017620084e-02,7.668880625075999435e-02
8.321163143503250426e-02,7.681936661333134408e-02
8.336508490788308023e-02,7.695013072621911809e-02
8.351882136963714731e-02,7.708109884428589187e-02
8.367284134216423919e-02,7.721227122249615937e-02
8.382714534829659170e-02,7.734364811591618039e-02
8.398173391183044734e-02,7.747522977971268987e-02
8.413660755752798426e-02,7.760701646915230123e-02
8.429176681111931468e-02,7.773900843960084017e-02
8.444721219930373390e-02,7.787120594652209571e-02
8.460294424975216276e-02,7.800360924547757036e-02
8.475896349110845218e-02,7.813621859212523113e-02
8.491527045299131216e-02,7.826903424221885730e-02
8.507186566599633792e-02,7.840205645160733261e-02
8.522874966169731448e-02,7.853528547623347955e-02
8.538592297264863129e-02,7.866872157213368466e-02
8.554338613238655908e-02,7.880236499543664952e-02
8.570113967543134537e-02,7.893621600236283564e-02
8.585918413728908793e-02,7.907027484922354854e-02
8.601752005445316429e-02,7.920454179241992465e-02
8.617614796440659086e-02,7.933901708844240397e-02
8.633506840562341078e-02,7.947370099386961984e-02
8.649428191757070616e-02,7.960859376536763565e-02
8.665378904071055488e-02,7.974369565968920937e-02
8.681359031650144609e-02,7.987900693367261384e-02
8.697368628740063945e-02,8.001452784424112341e-02
8.713407749686566395e-02,8.015025864840198688e-02
8.729476448935619137e-02,8.028619960324542837e-02
8.745574781033615963e-02,8.042235096594420318e-02
8.761702800627509113e-02,8.055871299375204353e-02
8.777860562465060468e-02,8.069528594400350585e-02
8.794048121394973383e-02,8.083207007411256917e-02
8.810265532367102248e-02,8.096906564157191344e-02
8.826512850432650936e-02,8.110627290395218403e-02
8.842790130744318522e-02,8.124369211890072884e-02
8.859097428556540754e-02,8.138132354414111258e-02
8.875434799225632998e-02,8.151916743747193717e-02
8.891802298209995625e-02,8.165722405676595352e-02
8.908199981070320794e-02,8.179549365996942323e-02
8.924627903469727064e-02,8.193397650510071684e-02
8.941086121174017520e-02,8.207267285024992531e-02
8.957574690051818556e-02,8.221158295357755552e-02
8.974093666074781095e-02,8.235070707331376694e-02
8.990643105317792927e-02,8.249004546775748348e-02
9.007223063959135523e-02,8.262959839527531103e-02
9.023833598280697754e-02,8.276936611430074642e-02
9.040474764668156304e-02,8.290934888333315045e-02
9.057146619611169958e-02,8.304954696093681810e-02
9.073849219703583602e-02,8.318996060574017359e-02
9.090582621643594763e-02,8.333059007643453531e-02
9.107346882233964547e-02,8.347143563177340797e-02
9.124142058382207765e-02,8.361249753057142797e-02
9.140968207100778897e-02,8.375377603170339191e-02
9.157825385507284421e-02,8.389527139410341006e-02
9.174713650824650735e-02,8.403698387676375448e-02
9.191633060381329545e-02,8.417891373873394312e-02
9.208583671611511590e-02,8.432106123911997653e-02
9.225565542055275126e-02,8.446342663708289455e-02
9.242578729358841283e-02,8.460601019183837390e-02
9.259623291274715617e-02,8.474881216265527095e-02
9.276699285661914318e-02,8.489183280885481686e-02
9.293806770486166824e-02,8.503507238980971550e-02
9.310945803820068478e-02,8.517853116494288057e-02
9.328116443843340044e-02,8.532220939372672786e-02
9.345318748842976198e-02,8.546610733568200946e-02
9.362552777213460631e-02,8.561022525037675912e-02
9.379818587456981160e-02,8.575456339742551504e-02
9.397116238183580994e-02,8.589912203648787659e-02
9.414445788111418245e-02,8.604390142726801860e-02
9.431807296066921364e-02,8.618890182951323420e-02
9.449200820984995919e-02,8.633412350301304661e-02
9.466626421909256350e-02,8.647956670759841813e-02
9.484084157992164754e-02,8.662523170314014032e-02
9.501574088495302883e-02,8.677111874954844539e-02
9.519096272789519253e-02,8.691722810677153521e-02
9.536650770355152573e-02,8.706356003479466532e-02
9.554237640782245466e-02,8.721011479363917351e-02
9.571856943770704063e-02,8.735689264336116144e-02
9.589508739130560289e-02,8.750389384405082849e-02
9.607193086782124525e-02,8.765111865583104234e-02
9.624910046756210424e-02,8.779856733885649245e-02
9.642659679194352795e-02,8.794624015331262146e-02
9.660442044348963031e-02,8.809413735941423740e-02
9.678257202583602503e-02,8.824225921740504186e-02
9.696105214373126890e-02,8.839060598755586751e-02
9.713986140303917938e-02,8.853917793016401194e-02
9.731900041074109664e-02,8.868797530555225239e-02
9.749846977493731304e-02,8.883699837406718036e-02
9.767827010484991801e-02,8.898624739607872980e-02
9.785840201082431078e-02,8.913572263197878931e-02
9.803886610433139304e-02,8.928542434217999479e-02
9.821966299796996980e-02,8.943535278711498004e-02
9.840079330546813718e-02,8.958550822723469753e-02
9.858225764168619676e-02,8.973589092300797432e-02
9.876405662261812657e-02,8.988650113491986060e-02
9.894619086539384323e-02,9.003733912347071378e-02
9.912866098828153338e-02,9.018840514917515760e-02
9.931146761068937456e-02,9.033969947256073607e-02
9.949461135316785276e-02,9.049122235416692805e-02
9.967809283741188575e-02,9.064297405454393997e-02
9.986191268626276596e-02,9.079495483425156777e-02
1.000460715237106030e-01,9.094716495385819777e-02
1.002305699748960166e-01,9.109960467393937722e-02
1.004154086661125655e-01,9.125227425507682899e-02
1.006005882248087596e-01,9.140517395785734134e-02
1.007861092795901553e-01,9.155830404287138014e-02
1.009719724602217011e-01,9.171166477071227008e-02
1.011581783976295834e-01,9.186525640197464038e-02
1.013447277239035021e-01,9.201907919725353657e-02
1.015316210722988638e-01,9.217313341714304664e-02
1.017188590772388074e-01,9.232741932223521852e-02
1.019064423743165915e-01,9.248193717311897766e-02
1.020943716002974677e-01,9.263668723037865593e-02
1.022826473931209568e-01,9.279166975459300637e-02
1.024712703919030965e-01,9.294688500633392636e-02
1.026602412369384543e-01,9.310233324616529194e-02
1.028495605697025417e-01,9.325801473464177815e-02
1.030392290328536742e-01,9.341392973230754071e-02
1.032292472702353858e-01,9.357007849969502244e-02
1.034196159268785109e-01,9.372646129732382925e-02
1.036103356490035016e-01,9.388307838569948105e-02
1.038014070840224401e-01,9.403993002531203793e-02
1.039928308805413287e-01,9.419701647663505928e-02
1.041846076883623101e-01,9.435433800012422989e-02
1.043767381584857906e-01,9.451189485621618036e-02
1.045692229431128689e-01,9.466968730532732135e-02
1.047620626956472234e-01,9.482771560785240028e-02
1.049552580706975546e-01,9.498598002416336339e-02
1.051488097240797781e-01,9.514448081460817608e-02
1.053427183128191058e-01,9.530321823950935189e-02
1.055369844951526276e-01,9.546219255916298108e-02
1.057316089305310874e-01,9.562140403383710685e-02
1.059265922796214232e-01,9.578085292377076787e-02
1.061219352043089592e-01,9.594053948917254104e-02
1.063176383676995157e-01,9.610046399021925090e-02
1.065137024341219901e-01,9.626062668705491487e-02
1.067101280691301751e-01,9.642102783978910574e-02
1.069069159395053398e-01,9.658166770849593852e-02
1.071040667132583390e-01,9.674254655321255780e-02
1.073015810596319314e-01,9.690366463393805530e-02
1.074994596491031379e-01,9.706502221063199876e-02
1.076977031533853518e-01,9.722661954321322464e-02
1.078963122454306839e-01,9.738845689155843643e-02
1.080952875994322798e-01,9.755053451550085852e-02
1.082946298908265548e-01,9.771285267482908432e-02
1.084943397962956635e-01,9.787541162928564686e-02
1.086944179937694849e-01,9.803821163856560328e-02
1.088948651624281616e-01,9.820125296231532741e-02
1.090956819827042651e-01,9.836453586013109429e-02
1.092968691362853489e-01,9.852806059155784502e-02
1.094984273061159474e-01,9.869182741608772957e-02
1.097003571764000457e-01,9.885583659315869132e-02
1.099026594326034528e-01,9.902008838215337061e-02
1.101053347614559391e-01,9.918458304239734236e-02
1.103083838509539283e-01,9.934932083315832496e-02
1.105118073903624126e-01,9.951430201364420969e-02
1.107156060702175343e-01,9.967952684300204758e-02
1.109197805823288752e-01,9.984499558031655064e-02
1.111243316197817604e-01,1.000107084846087596e-01
1.113292598769398123e-01,1.001766658148347255e-01
1.115345660494470037e-01,1.003428678298838722e-01
1.117402508342302259e-01,1.005093147885779276e-01
1.119463149295015642e-01,1.006760069496692167e-01
1.121527590347606851e-01,1.008429445718394546e-01
1.123595838507973760e-01,1.010101279136984137e-01
1.125667900796935988e-01,1.011775572337822449e-01
1.127743784248261272e-01,1.013452327905522976e-01
1.129823495908688358e-01,1.015131548423935243e-01
1.131907042837950600e-01,1.016813236476132171e-01
1.133994432108802464e-01,1.018497394644395787e-01
1.136085670807039372e-01,1.020184025510201126e-01
1.138180766031524765e-01,1.021873131654203321e-01
1.140279724894213143e-01,1.023564715656223034e-01
1.142382554520173926e-01,1.025258780095231192e-01
1.144489262047617972e-01,1.026955327549336910e-01
1.146599854627918247e-01,1.028654360595769868e-01
1.148714339425636055e-01,1.030355881810867125e-01
1.150832723618544773e-01,1.032059893770058551e-01
1.152955014397656491e-01,1.033766399047853363e-01
1.155081218967242279e-01,1.035475400217822778e-01
1.157211344544859938e-01,1.037186899852587246e-01
1.159345398361377039e-01,1.038900900523801046e-01
1.161483387660995487e-01,1.040617404802137436e-01
1.163625319701278166e-01,1.042336415257275051e-01
1.165771201753170033e-01,1.044057934457880560e-01
1.167921041101025459e-01,1.045781964971595340e-01
1.170074845042631817e-01,1.047508509365020352e-01
1.172232620889234189e-01,1.049237570203700454e-01
1.174394375965562426e-01,1.050969150052111778e-01
1.176560117609852379e-01,1.052703251473642160e-01
1.178729853173873104e-01,1.054439877030580036e-01
1.180903590022951144e-01,1.056179029284096682e-01
1.183081335535995510e-01,1.057920710794232472e-01
1.185263097105524327e-01,1.059664924119882168e-01
1.187448882137687040e-01,1.061411671818777019e-01
1.189638698052291194e-01,1.063160956447471300e-01
1.191832552282828112e-01,1.064912780561327182e-01
1.194030452276496207e-01,1.066667146714497250e-01
1.196232405494229711e-01,1.068424057459912285e-01
1.198438419410720046e-01,1.070183515349262399e-01
1.200648501514443439e-01,1.071945522932983147e-01
1.202862659307685766e-01,1.073710082760239992e-01
1.205080900306567809e-01,1.075477197378911509e-01
1.207303232041072732e-01,1.077246869335575924e-01
1.209529662055068150e-01,1.079019101175492379e-01
1.211760197906334297e-01,1.080793895442587471e-01
1.213994847166588453e-01,1.082571254679437905e-01
1.216233617421512841e-01,1.084351181427256477e-01
1.218476516270776688e-01,1.086133678225873894e-01
1.220723551328065093e-01,1.087918747613724479e-01
1.222974730221103451e-01,1.089706392127829104e-01
1.225230060591683406e-01,1.091496614303779644e-01
1.227489550095690607e-01,1.093289416675724129e-01
1.229753206403127602e-01,1.095084801776347871e-01
1.232021037198142016e-01,1.096882772136859446e-01
1.234293050179051804e-01,1.098683330286973209e-01
1.236569253058371481e-01,1.100486478754893888e-01
1.238849653562840158e-01,1.102292220067301043e-01
1.241134259433444159e-01,1.104100556749330608e-01
1.243423078425445888e-01,1.105911491324559903e-01
1.245716118308409504e-01,1.107725026314990563e-01
1.248013386866226593e-01,1.109541164241031885e-01
1.250314891897145453e-01,1.111359907621487231e-01
1.252620641213793296e-01,1.113181258973532928e-01
1.254930642643205252e-01,1.115005220812703701e-01
1.257244904026851018e-01,1.116831795652877268e-01
1.259563433220660111e-01,1.118660986006255326e-01
1.261886238095051849e-01,1.120492794383350088e-01
1.264213326534956716e-01,1.122327223292962917e-01
1.266544706439847734e-01,1.124164275242171690e-01
1.268880385723764881e-01,1.126003952736311375e-01
1.271220372315342850e-01,1.127846258278958486e-01
1.273564674157838805e-01,1.129691194371914148e-01
1.275913299209157359e-01,1.131538763515186202e-01
1.278266255441878330e-01,1.133388968206972269e-01
1.280623550843283942e-01,1.135241810943642959e-01
1.282985193415387970e-01,1.137097294219727023e-01
1.285351191174958774e-01,1.138955420527888868e-01
1.287721552153549553e-01,1.140816192358916903e-01
1.290096284397524995e-01,1.142679612201702721e-01
1.292475395968086804e-01,1.144545682543224863e-01
1.294858894941305905e-01,1.146414405868533548e-01
1.297246789408143808e-01,1.148285784660729586e-01
1.299639087474483701e-01,1.150159821400949106e-01
1.302035797261156536e-01,1.152036518568346213e-01
1.304436926903969896e-01,1.153915878640074666e-01
1.306842484553735195e-01,1.155797904091271366e-01
1.309252478376294604e-01,1.157682597395038593e-01
1.311666916552548523e-01,1.159569961022424434e-01
1.314085807278485285e-01,1.161459997442407938e-01
1.316509158765206133e-01,1.163352709121879131e-01
1.318936979238956864e-01,1.165248098525624443e-01
1.321369276941151694e-01,1.167146168116304089e-01
1.323806060128404349e-01,1.169046920354438884e-01
1.326247337072553600e-01,1.170950357698389427e-01
1.328693116060693236e-01,1.172856482604338890e-01
1.331143405395200652e-01,1.174765297526277202e-01
1.333598213393762666e-01,1.176676804915979535e-01
1.336057548389404936e-01,1.178591007222990206e-01
1.338521418730519996e-01,1.180507906894603803e-01
1.340989832780898339e-01,1.182427506375849785e-01
1.343462798919752010e-01,1.184349808109469993e-01
1.345940325541746252e-01,1.186274814535903527e-01
1.348422421057026976e-01,1.188202528093266624e-01
1.350909093891248802e-01,1.190132951217336005e-01
1.353400352485607250e-01,1.192066086341530690e-01
1.355896205296861223e-01,1.194001935896891187e-01
1.358396660797367150e-01,1.195940502312063808e-01
1.360901727475104239e-01,1.197881788013280407e-01
1.363411413833705010e-01,1.199825795424339925e-01
1.365925728392485272e-01,1.201772526966593119e-01
1.368444679686469934e-01,1.203721985058918698e-01
1.370968276266423813e-01,1.205674172117707638e-01
1.373496526698881337e-01,1.207629090556845697e-01
1.376029439566173462e-01,1.209586742787691488e-01
1.378567023466460151e-01,1.211547131219061213e-01
1.381109287013755627e-01,1.213510258257206736e-01
1.383656238837960295e-01,1.215476126305798793e-01
1.386207887584889331e-01,1.217444737765907559e-01
1.388764241916300990e-01,1.219416095035982806e-01
1.391325310509929081e-01,1.221390200511837387e-01
1.393891102059508502e-01,1.223367056586625728e-01
1.396461625274806884e-01,1.225346665650825090e-01
1.399036888881654284e-01,1.227329030092218637e-01
1.401616901621971500e-01,1.229314152295873236e-01
1.404201672253802546e-01,1.231302034644123772e-01
1.406791209551340460e-01,1.233292679516550250e-01
1.409385522304960059e-01,1.235286089289961697e-01
1.411984619321245416e-01,1.237282266338373821e-01
1.414588509423023721e-01,1.239281213032993600e-01
1.417197201449390542e-01,1.241282931742197088e-01
1.419810704255742573e-01,1.243287424831509280e-01
1.422429026713807054e-01,1.245294694663587609e-01
1.425052177711671197e-01,1.247304743598199872e-01
1.427680166153815211e-01,1.249317573992207581e-01
1.430313000961137837e-01,1.251333188199542090e-01
1.432950691070990212e-01,1.253351588571189335e-01
1.435593245437205567e-01,1.255372777455167344e-01
1.438240673030127814e-01,1.257396757196507231e-01
1.440892982836645686e-01,1.259423530137235847e-01
1.443550183860219105e-01,1.261453098616351354e-01
1.446212285120911933e-01,1.263485464969807681e-01
1.448879295655422506e-01,1.265520631530492046e-01
1.451551224517113048e-01,1.267558600628205800e-01
1.454228080776044096e-01,1.269599374589647223e-01
1.456909873518999754e-01,1.271642955738385983e-01
1.459596611849522940e-01,1.273689346394847599e-01
1.462288304887943702e-01,1.275738548876291789e-01
1.464984961771411132e-01,1.277790565496792208e-01
1.467686591653926675e-01,1.279845398567218406e-01
1.470393203706370777e-01,1.281903050395212240e-01
1.473104807116536741e-01,1.283963523285169828e-01
1.475821411089161261e-01,1.286026819538220733e-01
1.478543024845955511e-01,1.288092941452208262e-01
1.481269657625638725e-01,1.290161891321669196e-01
1.484001318683965120e-01,1.292233671437811593e-01
1.486738017293759428e-01,1.294308284088497574e-01
1.489479762744944924e-01,1.296385731558218346e-01
1.492226564344579232e-01,1.298466016128079492e-01
1.494978431416881526e-01,1.300549140075775711e-01
1.497735373303266948e-01,1.302635105675572502e-01
1.500497399362376860e-01,1.304723915198284512e-01
1.503264518970111041e-01,1.306815570911255275e-01
1.506036741519661548e-01,1.308910075078338064e-01
1.508814076421540751e-01,1.311007429959872572e-01
1.511596533103616025e-01,1.313107637812665485e-01
1.514384121011140838e-01,1.315210700889970497e-01
1.517176849606786393e-01,1.317316621441464719e-01
1.519974728370676598e-01,1.319425401713232582e-01
1.522777766800415267e-01,1.321537043947739187e-01
1.525585974411122758e-01,1.323651550383814213e-01
1.528399360735465673e-01,1.325768923256628040e-01
1.531217935323690160e-01,1.327889164797671218e-01
1.534041707743655503e-01,1.330012277234735307e-01
1.536870687580864370e-01,1.332138262791889294e-01
1.539704884438496679e-01,1.334267123689460155e-01
1.542544307937441239e-01,1.336398862144009825e-01
1.545388967716329331e-01,1.338533480368315487e-01
1.548238873431568852e-01,1.340670980571350424e-01
1.551094034757373452e-01,1.342811364958257370e-01
1.553954461385797792e-01,1.344954635730331860e-01
1.556820163026770287e-01,1.347100795084998359e-01
1.559691149408124755e-01,1.349249845215789723e-01
1.562567430275637048e-01,1.351401788312327767e-01
1.565449015393052812e-01,1.353556626560296905e-01
