K,r,r_noisy
1.759902200488997481e+00,4.643100330743917814e-01,4.707228248078688670e-01
1.761613691931540382e+00,4.648371105997105568e-01,4.725497591815200904e-01
1.763325183374083061e+00,4.653632939157088533e-01,4.721814193095404955e-01
1.765036674816625961e+00,4.658885838365056653e-01,4.740327919398117928e-01
1.766748166259168640e+00,4.664129811850010743e-01,4.352249953744272148e-01
1.768459657701711540e+00,4.669364867927768281e-01,4.541134785651972927e-01
1.770171149144254219e+00,4.674591014999940897e-01,4.795098959135810079e-01
1.771882640586797120e+00,4.679808261552949600e-01,4.687594411735210853e-01
1.773594132029339798e+00,4.685016616157025582e-01,4.546778023141057057e-01
1.775305623471882699e+00,4.690216087465226003e-01,4.593932456757208183e-01
1.777017114914425377e+00,4.695406684212452553e-01,4.735650702532153145e-01
1.778728606356968278e+00,4.700588415214490001e-01,4.660319727040113658e-01
1.780440097799510957e+00,4.705761289367025313e-01,4.881822657833926882e-01
1.782151589242053857e+00,4.710925315644694522e-01,4.526788514911081474e-01
1.783863080684596536e+00,4.716080503100129606e-01,4.567984206327170282e-01
1.785574572127139437e+00,4.721226860863015906e-01,4.833779414099355076e-01
1.787286063569682115e+00,4.726364398139142886e-01,4.897195457376602445e-01
1.788997555012225016e+00,4.731493124209474876e-01,4.793946558272714764e-01
1.790709046454767694e+00,4.736613048429224038e-01,4.711464275588484463e-01
1.792420537897310595e+00,4.741724180226931651e-01,4.640930542325562014e-01
1.794132029339853274e+00,4.746826529103539416e-01,4.634829725605378870e-01
1.795843520782396174e+00,4.751920104631506825e-01,4.749054081861937560e-01
1.797555012224938853e+00,4.757004916453879684e-01,4.720669443078268079e-01
1.799266503667481754e+00,4.762080974283415258e-01,4.781794887699342134e-01
1.800977995110024432e+00,4.767148287901681325e-01,4.984678568278732014e-01
1.802689486552567333e+00,4.772206867158182986e-01,4.757383265629311353e-01
1.804400977995110011e+00,4.777256721969468933e-01,4.812445540979161107e-01
1.806112469437652912e+00,4.782297862318282688e-01,4.982359193184473511e-01
1.807823960880195591e+00,4.787330298252676086e-01,4.716879569972020625e-01
1.809535452322738491e+00,4.792354039885168837e-01,4.868197625291914576e-01
1.811246943765281170e+00,4.797369097391883663e-01,4.694493459915393685e-01
1.812958435207824071e+00,4.802375481011708080e-01,4.651826371968889040e-01
1.814669926650366749e+00,4.807373201045446187e-01,5.107312827867310778e-01
1.816381418092909428e+00,4.812362267854995435e-01,4.787837998687519137e-01
1.818092909535452328e+00,4.817342691862509518e-01,4.849984892912364010e-01
1.819804400977995007e+00,4.822314483549582920e-01,4.669237480853437594e-01
1.821515892420537908e+00,4.827277653456432116e-01,4.877630966791344780e-01
1.823227383863080586e+00,4.832232212181086228e-01,4.875228602460789373e-01
1.824938875305623487e+00,4.837178170378584330e-01,4.788883775746246019e-01
1.826650366748166165e+00,4.842115538760178861e-01,4.918984923958299449e-01
1.828361858190709066e+00,4.847044328092542376e-01,4.847448162435485375e-01
1.830073349633251745e+00,4.851964549196978727e-01,4.863147045541263425e-01
1.831784841075794645e+00,4.856876212948652571e-01,4.876404466820811745e-01
1.833496332518337324e+00,4.861779330275807776e-01,4.860641497079086215e-01
1.835207823960880225e+00,4.866673912159000803e-01,4.658612914762411128e-01
1.836919315403422903e+00,4.871559969630342990e-01,4.965770178194857665e-01
1.838630806845965804e+00,4.876437513772733934e-01,4.968720169918199314e-01
1.840342298288508482e+00,4.881306555719130413e-01,4.774099057253855527e-01
1.842053789731051383e+00,4.886167106651778114e-01,4.891632136201743419e-01
1.843765281173594062e+00,4.891019177801490536e-01,4.639326850205104935e-01
1.845476772616136962e+00,4.895862780446909590e-01,5.004574019881740110e-01
1.847188264058679641e+00,4.900697925913776176e-01,4.993607160749852780e-01
1.848899755501222542e+00,4.905524625574214648e-01,4.840384259414101664e-01
1.850611246943765220e+00,4.910342890846010611e-01,4.965849239107980595e-01
1.852322738386308121e+00,4.915152733191903156e-01,5.077865446211629052e-01
1.854034229828850799e+00,4.919954164118880979e-01,4.862640982744235729e-01
1.855745721271393700e+00,4.924747195177486270e-01,4.797117999751664974e-01
1.857457212713936379e+00,4.929531837961109719e-01,4.873345636567089079e-01
1.859168704156479279e+00,4.934308104105319392e-01,5.050748790201687877e-01
1.860880195599021958e+00,4.939076005287160731e-01,5.034049048256790115e-01
1.862591687041564859e+00,4.943835553224494861e-01,4.939224843659477115e-01
1.864303178484107537e+00,4.948586759675320801e-01,4.885126030120320317e-01
1.866014669926650438e+00,4.953329636437104888e-01,5.064693136163666010e-01
1.867726161369193116e+00,4.958064195346124636e-01,4.816642914793907160e-01
1.869437652811736017e+00,4.962790448276818145e-01,4.940187383660221698e-01
1.871149144254278696e+00,4.967508407141127957e-01,4.909732525046087703e-01
1.872860635696821596e+00,4.972218083887853801e-01,5.087268202057715349e-01
1.874572127139364275e+00,4.976919490502026422e-01,5.079894694358961793e-01
1.876283618581907175e+00,4.981612639004257548e-01,4.865604092367158406e-01
1.877995110024449854e+00,4.986297541450121495e-01,5.139105982322385024e-01
1.879706601466992755e+00,4.990974209929532890e-01,5.130565455622697613e-01
1.881418092909535433e+00,4.995642656566117723e-01,5.030370571107487532e-01
1.883129584352078334e+00,5.000302893516613834e-01,5.032132425285129607e-01
1.884841075794621013e+00,5.004954932970252512e-01,5.048586241507442285e-01
1.886552567237163913e+00,5.009598787148166199e-01,5.075504795771030864e-01
1.888264058679706592e+00,5.014234468302778414e-01,5.101298866907423291e-01
1.889975550122249492e+00,5.018861988717222555e-01,4.900535533326772497e-01
1.891687041564792171e+00,5.023481360704743492e-01,5.327714835140510141e-01
1.893398533007334850e+00,5.028092596608130238e-01,5.090686289680564913e-01
1.895110024449877750e+00,5.032695708799120871e-01,5.031864659889194735e-01
1.896821515892420429e+00,5.037290709677842981e-01,5.091792054909867193e-01
1.898533007334963330e+00,5.041877611672244131e-01,5.166986143592269265e-01
1.900244498777506008e+00,5.046456427237520082e-01,5.093770601394447262e-01
1.901955990220048909e+00,5.051027168855573013e-01,4.978248254251400051e-01
1.903667481662591587e+00,5.055589849034439753e-01,5.051143994737087306e-01
1.905378973105134488e+00,5.060144480307762205e-01,5.212843796052831769e-01
1.907090464547677167e+00,5.064691075234232231e-01,4.980891087198755507e-01
1.908801955990220067e+00,5.069229646397055422e-01,4.994392693829319274e-01
1.910513447432762746e+00,5.073760206403417072e-01,5.025389402862230348e-01
1.912224938875305646e+00,5.078282767883961490e-01,5.148516196337091788e-01
1.913936430317848325e+00,5.082797343492254649e-01,5.165931671739342201e-01
1.915647921760391226e+00,5.087303945904272373e-01,4.956221477345553184e-01
1.917359413202933904e+00,5.091802587817881864e-01,5.065451863299904600e-01
1.919070904645476805e+00,5.096293281952336551e-01,5.266671923751025108e-01
1.920782396088019484e+00,5.100776041047765386e-01,5.172394806340222528e-01
1.922493887530562384e+00,5.105250877864672132e-01,5.170653226354423593e-01
1.924205378973105063e+00,5.109717805183443540e-01,5.107474565841327863e-01
1.925916870415647963e+00,5.114176835803848631e-01,4.939255427775439689e-01
1.927628361858190642e+00,5.118627982544554644e-01,5.170815029783808470e-01
1.929339853300733543e+00,5.123071258242651860e-01,5.030593943584842354e-01
1.931051344743276221e+00,5.127506675753161769e-01,4.925228519279128414e-01
1.932762836185819122e+00,5.131934247948567451e-01,5.425373497934682376e-01
1.934474327628361801e+00,5.136353987718351721e-01,5.282999961200439687e-01
1.936185819070904701e+00,5.140765907968514181e-01,5.263577049553144205e-01
1.937897310513447380e+00,5.145170021621128242e-01,5.244203182586937295e-01
1.939608801955990280e+00,5.149566341613869280e-01,5.121175395983097456e-01
1.941320293398532959e+00,5.153954880899573876e-01,5.020759697972434488e-01
1.943031784841075860e+00,5.158335652445780184e-01,5.221421545435749323e-01
1.944743276283618538e+00,5.162708669234287173e-01,5.319169007760107259e-01
1.946454767726161439e+00,5.167073944260726082e-01,5.238468785066248135e-01
1.948166259168704117e+00,5.171431490534096342e-01,5.099871922686931569e-01
1.949877750611247018e+00,5.175781321076367014e-01,5.082143291488545600e-01
1.951589242053789697e+00,5.180123448922026030e-01,5.121844439774551061e-01
1.953300733496332597e+00,5.184457887117661645e-01,5.178375086407029926e-01
1.955012224938875276e+00,5.188784648721548320e-01,5.163772788148088821e-01
1.956723716381418177e+00,5.193103746803221510e-01,5.236842269618446899e-01
1.958435207823960855e+00,5.197415194443077979e-01,5.143433973605865406e-01
1.960146699266503756e+00,5.201719004731951701e-01,5.212125041758818300e-01
1.961858190709046434e+00,5.206015190770729717e-01,5.248761447899431554e-01
1.963569682151589335e+00,5.210303765669932474e-01,5.173220884189257962e-01
1.965281173594132014e+00,5.214584742549334129e-01,5.196500422313350409e-01
1.966992665036674914e+00,5.218858134537557314e-01,5.285743432059218927e-01
1.968704156479217593e+00,5.223123954771693445e-01,5.063966220991514833e-01
1.970415647921760494e+00,5.227382216396915249e-01,5.160789972577328744e-01
1.972127139364303172e+00,5.231632932566093741e-01,5.347856515748625750e-01
1.973838630806845851e+00,5.235876116439426298e-01,5.167400943543510872e-01
1.975550122249388751e+00,5.240111781184058071e-01,5.135832001311644301e-01
1.977261613691931430e+00,5.244339939973714504e-01,5.029355138100578548e-01
1.978973105134474331e+00,5.248560605988336070e-01,5.167898485041679812e-01
1.980684596577017009e+00,5.252773792413714116e-01,5.220118718974228189e-01
1.982396088019559910e+00,5.256979512441133373e-01,5.256476510259620039e-01
1.984107579462102589e+00,5.261177779267015575e-01,5.297862288194995495e-01
1.985819070904645489e+00,5.265368606092573067e-01,5.289424129523355722e-01
1.987530562347188168e+00,5.269552006123452426e-01,5.168120368798859721e-01
1.989242053789731068e+00,5.273727992569396950e-01,5.248819987594218750e-01
1.990953545232273747e+00,5.277896578643900272e-01,5.319339089740429127e-01
1.992665036674816648e+00,5.282057777563875511e-01,5.303427119696492165e-01
1.994376528117359326e+00,5.286211602549313326e-01,5.372129116091253209e-01
1.996088019559902227e+00,5.290358066822957728e-01,5.435188715891636768e-01
1.997799511002444905e+00,5.294497183609977453e-01,5.357045525623902460e-01
1.999511002444987806e+00,5.298628966137638452e-01,5.417220582794742834e-01
2.001222493887530263e+00,5.302753427634986361e-01,5.316398690322853282e-01
2.002933985330073163e+00,5.306870581332533421e-01,5.401344683976008199e-01
2.004645476772616064e+00,5.310980440461934293e-01,5.225542204209657760e-01
2.006356968215158965e+00,5.315083018255686298e-01,5.501916042527406070e-01
2.008068459657701421e+00,5.319178327946811891e-01,5.387576691432979237e-01
2.009779951100244322e+00,5.323266382768566674e-01,5.305455651239139314e-01
2.011491442542787222e+00,5.327347195954126313e-01,5.096362257103294047e-01
2.013202933985330123e+00,5.331420780736295661e-01,5.333710320091719082e-01
2.014914425427872580e+00,5.335487150347213436e-01,5.314186121001714946e-01
2.016625916870415480e+00,5.339546318018060234e-01,5.289434023175144661e-01
2.018337408312958381e+00,5.343598296978772089e-01,5.229784191309185815e-01
2.020048899755501282e+00,5.347643100457748488e-01,5.341136127406861389e-01
2.021760391198043738e+00,5.351680741681575926e-01,5.291268436859812851e-01
2.023471882640586639e+00,5.355711233874754784e-01,5.426742678844207468e-01
2.025183374083129539e+00,5.359734590259407350e-01,5.403027340347774654e-01
2.026894865525672440e+00,5.363750824055016908e-01,5.378975121852651586e-01
2.028606356968214897e+00,5.367759948478157961e-01,5.388528089179908109e-01
2.030317848410757797e+00,5.371761976742217559e-01,5.432906211167044530e-01
2.032029339853300698e+00,5.375756922057148834e-01,5.448042354971162071e-01
2.033740831295843599e+00,5.379744797629192332e-01,5.518195405451086222e-01
2.035452322738386055e+00,5.383725616660627322e-01,5.409651547246376868e-01
2.037163814180928956e+00,5.387699392349514227e-01,5.392076068387586796e-01
2.038875305623471856e+00,5.391666137889442600e-01,5.517952136165005239e-01
2.040586797066014757e+00,5.395625866469276888e-01,5.352553088260719738e-01
2.042298288508557214e+00,5.399578591272911066e-01,5.407338853011242064e-01
2.044009779951100114e+00,5.403524325479034385e-01,5.454032694355576139e-01
2.045721271393643015e+00,5.407463082260871579e-01,5.530469229351452354e-01
2.047432762836185915e+00,5.411394874785956377e-01,5.521592293550201536e-01
2.049144254278728372e+00,5.415319716215892809e-01,5.380741944004407973e-01
2.050855745721271273e+00,5.419237619706124276e-01,5.413241698793647139e-01
2.052567237163814173e+00,5.423148598405692633e-01,5.196941203330089909e-01
2.054278728606356630e+00,5.427052665457020586e-01,5.519859870451215844e-01
2.055990220048899531e+00,5.430949833995682985e-01,5.384518385402747853e-01
2.057701711491442431e+00,5.434840117150181449e-01,5.449652515629876959e-01
2.059413202933985332e+00,5.438723528041728983e-01,5.351952229739419531e-01
2.061124694376527788e+00,5.442600079784023492e-01,5.338361619760728649e-01
2.062836185819070689e+00,5.446469785483042392e-01,5.394475040668466059e-01
2.064547677261613590e+00,5.450332658236823891e-01,5.429191374397720482e-01
2.066259168704156490e+00,5.454188711135257162e-01,5.578814302979184792e-01
2.067970660146698947e+00,5.458037957259872508e-01,5.519074311007433620e-01
2.069682151589241847e+00,5.461880409683648185e-01,5.431369847912645987e-01
2.071393643031784748e+00,5.465716081470790577e-01,5.592061011465286890e-01
2.073105134474327649e+00,5.469544985676538795e-01,5.504303503187972790e-01
2.074816625916870105e+00,5.473367135346977053e-01,5.690352052415224016e-01
2.076528117359413006e+00,5.477182543518829272e-01,5.641031302161274574e-01
2.078239608801955907e+00,5.480991223219261466e-01,5.515484271175526976e-01
2.079951100244498807e+00,5.484793187465700770e-01,5.339924738127332926e-01
2.081662591687041264e+00,5.488588449265643376e-01,5.543422881374477917e-01
2.083374083129584164e+00,5.492377021616464683e-01,5.343310770605282922e-01
2.085085574572127065e+00,5.496158917505239438e-01,5.593864278354955255e-01
2.086797066014669966e+00,5.499934149908558556e-01,5.465025472594182698e-01
2.088508557457212422e+00,5.503702731792348146e-01,5.681755110625300587e-01
2.090220048899755323e+00,5.507464676111694102e-01,5.552512902918605997e-01
2.091931540342298224e+00,5.511219995810664463e-01,5.533165668720658736e-01
2.093643031784841124e+00,5.514968703822137330e-01,5.641176842374672207e-01
2.095354523227383581e+00,5.518710813067632115e-01,5.496509945190469759e-01
2.097066014669926481e+00,5.522446336457140781e-01,5.699481454559108817e-01
2.098777506112469382e+00,5.526175286888955762e-01,5.662965363781530259e-01
2.100488997555012283e+00,5.529897677249514532e-01,5.603072314051413816e-01
2.102200488997554739e+00,5.533613520413225295e-01,5.495280431156150946e-01
2.103911980440097640e+00,5.537322829242319333e-01,5.514489441438376049e-01
2.105623471882640541e+00,5.541025616586685576e-01,5.612741197543964500e-01
2.107334963325183441e+00,5.544721895283717394e-01,5.685804600232812200e-01
2.109046454767725898e+00,5.548411678158149396e-01,5.578271944689928707e-01
2.110757946210268798e+00,5.552094978021925309e-01,5.601617359847419486e-01
2.112469437652811699e+00,5.555771807674028118e-01,5.441256638357350184e-01
2.114180929095354600e+00,5.559442179900336845e-01,5.441048313152746507e-01
2.115892420537897056e+00,5.563106107473488882e-01,5.456489785919511615e-01
2.117603911980439957e+00,5.566763603152726780e-01,5.567909324604024546e-01
2.119315403422982858e+00,5.570414679683757253e-01,5.691382317691127124e-01
2.121026894865525758e+00,5.574059349798615726e-01,5.733039219159410393e-01
2.122738386308068215e+00,5.577697626215517568e-01,5.710448226236141123e-01
2.124449877750611115e+00,5.581329521638738189e-01,5.679296432828266905e-01
2.126161369193154016e+00,5.584955048758459828e-01,5.518682960059441145e-01
2.127872860635696917e+00,5.588574220250649427e-01,5.662607809077360166e-01
2.129584352078239373e+00,5.592187048776924296e-01,5.706206927735139045e-01
2.131295843520782274e+00,5.595793546984424438e-01,5.544216195349976894e-01
2.133007334963325174e+00,5.599393727505684870e-01,5.589160906680465946e-01
2.134718826405867631e+00,5.602987602958504620e-01,5.735743090659792820e-01
2.136430317848410532e+00,5.606575185945835704e-01,5.668475224199068796e-01
2.138141809290953432e+00,5.610156489055638795e-01,5.779038225578170263e-01
2.139853300733496333e+00,5.613731524860786637e-01,5.547490441161955221e-01
2.141564792176038790e+00,5.617300305918930814e-01,5.493376643152119154e-01
2.143276283618581690e+00,5.620862844772389622e-01,5.801855998577989393e-01
2.144987775061124591e+00,5.624419153948031491e-01,5.794306185914623875e-01
2.146699266503667491e+00,5.627969245957158417e-01,5.704977646167710414e-01
2.148410757946209948e+00,5.631513133295394935e-01,5.623751505684717600e-01
2.150122249388752849e+00,5.635050828442588200e-01,5.580286794004201134e-01
2.151833740831295749e+00,5.638582343862681423e-01,5.753076552069417149e-01
2.153545232273838650e+00,5.642107692003616171e-01,5.623376029707745083e-01
2.155256723716381106e+00,5.645626885297230224e-01,5.557111156929203100e-01
2.156968215158924007e+00,5.649139936159146558e-01,5.655309818025135993e-01
2.158679706601466908e+00,5.652646856988670088e-01,5.793129060184672996e-01
2.160391198044009808e+00,5.656147660168695523e-01,5.721557612979402130e-01
2.162102689486552265e+00,5.659642358065598566e-01,5.508278011710957545e-01
2.163814180929095166e+00,5.663130963029143761e-01,5.749381716630239669e-01
2.165525672371638066e+00,5.666613487392384574e-01,5.752035497444626388e-01
2.167237163814180967e+00,5.670089943471570137e-01,5.737022492242940253e-01
2.168948655256723423e+00,5.673560343566050879e-01,5.533448538208395329e-01
2.170660146699266324e+00,5.677024699958191922e-01,5.585723308791752384e-01
2.172371638141809225e+00,5.680483024913273171e-01,5.584827060898964746e-01
2.174083129584352125e+00,5.683935330679406039e-01,5.702977918768882271e-01
2.175794621026894582e+00,5.687381629487443524e-01,5.699556569786937699e-01
2.177506112469437483e+00,5.690821933550901379e-01,5.700959964783001155e-01
2.179217603911980383e+00,5.694256255065857086e-01,5.544685489725114103e-01
2.180929095354523284e+00,5.697684606210887681e-01,5.710517813948506882e-01
2.182640586797065740e+00,5.701106999146965393e-01,5.766220150558060142e-01
2.184352078239608641e+00,5.704523446017401023e-01,5.819734181451676758e-01
2.186063569682151542e+00,5.707933958947738473e-01,5.761094992158840578e-01
2.187775061124694442e+00,5.711338550045697016e-01,5.658428619506450374e-01
2.189486552567236899e+00,5.714737231401088025e-01,5.695093222984607406e-01
2.191198044009779800e+00,5.718130015085733930e-01,5.681020992766478983e-01
2.192909535452322700e+00,5.721516913153406048e-01,5.739630878457403496e-01
2.194621026894865601e+00,5.724897937639740197e-01,5.719691516774798590e-01
2.196332518337408057e+00,5.728273100562168985e-01,5.615278761254212103e-01
2.198044009779950958e+00,5.731642413919856294e-01,5.779192090880036492e-01
2.199755501222493859e+00,5.735005889693622905e-01,5.799600646910952895e-01
2.201466992665036759e+00,5.738363539845878769e-01,5.614964504404135193e-01
2.203178484107579216e+00,5.741715376320558617e-01,5.630372897374616992e-01
2.204889975550122116e+00,5.745061411043058675e-01,5.867081818558919082e-01
2.206601466992665017e+00,5.748401655920167830e-01,5.739782448551616900e-01
2.208312958435207918e+00,5.751736122840003240e-01,5.713959961175983926e-01
2.210024449877750374e+00,5.755064823671955931e-01,5.625829542905196323e-01
2.211735941320293275e+00,5.758387770266627514e-01,5.676234355178304547e-01
2.213447432762836176e+00,5.761704974455765793e-01,5.755093636639376786e-01
2.215158924205378632e+00,5.765016448052207032e-01,5.509369657802732911e-01
2.216870415647921533e+00,5.768322202849834879e-01,5.776202663179658137e-01
2.218581907090464433e+00,5.771622250623494876e-01,5.814813210987500591e-01
2.220293398533007334e+00,5.774916603128968928e-01,5.708809398753542652e-01
2.222004889975549791e+00,5.778205272102899803e-01,5.666648267496141589e-01
2.223716381418092691e+00,5.781488269262752278e-01,5.632079476109319582e-01
2.225427872860635592e+00,5.784765606306752073e-01,5.967487576305200436e-01
2.227139364303178493e+00,5.788037294913845887e-01,5.831392975610618645e-01
2.228850855745720949e+00,5.791303346743635894e-01,5.666832175901992397e-01
2.230562347188263850e+00,5.794563773436350873e-01,5.865004827052089365e-01
2.232273838630806750e+00,5.797818586612781822e-01,5.798907000461627215e-01
2.233985330073349651e+00,5.801067797874243093e-01,5.706319600273468406e-01
2.235696821515892108e+00,5.804311418802529099e-01,5.882912827775382825e-01
2.237408312958435008e+00,5.807549460959865462e-01,5.736147318978510601e-01
2.239119804400977909e+00,5.810781935888864602e-01,5.937981111433127124e-01
2.240831295843520810e+00,5.814008855112491325e-01,5.847352060798244322e-01
2.242542787286063266e+00,5.817230230134011748e-01,5.891234204517159512e-01
2.244254278728606167e+00,5.820446072436957774e-01,5.822087145988921186e-01
2.245965770171149067e+00,5.823656393485088234e-01,5.634591150683480043e-01
2.247677261613691968e+00,5.826861204722346699e-01,5.729270699787579746e-01
2.249388753056234425e+00,5.830060517572827061e-01,5.720892665831500690e-01
2.251100244498777325e+00,5.833254343440735790e-01,5.839565256777353719e-01
2.252811735941320226e+00,5.836442693710358620e-01,5.962397930010087110e-01
2.254523227383863127e+00,5.839625579746018369e-01,5.841428401843276053e-01
2.256234718826405583e+00,5.842803012892046066e-01,5.891875787850741064e-01
2.257946210268948484e+00,5.845975004472755421e-01,5.771642979763952352e-01
2.259657701711491384e+00,5.849141565792390640e-01,5.796695765421411295e-01
2.261369193154034285e+00,5.852302708135117548e-01,5.781016288632352396e-01
2.263080684596576742e+00,5.855458442764974736e-01,5.926770456670863441e-01
2.264792176039119642e+00,5.858608780925862458e-01,5.595607794363953724e-01
2.266503667481662543e+00,5.861753733841489344e-01,5.861263866820241031e-01
2.268215158924205443e+00,5.864893312715369067e-01,5.890262142039385251e-01
2.269926650366747900e+00,5.868027528730778153e-01,5.920932060633654626e-01
2.271638141809290801e+00,5.871156393050738220e-01,5.935025653517216337e-01
2.273349633251833701e+00,5.874279916817981562e-01,5.823072084326070819e-01
2.275061124694376602e+00,5.877398111154932270e-01,5.805436875236136274e-01
2.276772616136919059e+00,5.880510987163681813e-01,5.718050478969277650e-01
2.278484107579461959e+00,5.883618555925971272e-01,6.089766716237027255e-01
2.280195599022004860e+00,5.886720828503154701e-01,5.985885378557981307e-01
2.281907090464547760e+00,5.889817815936186918e-01,5.818748640834972008e-01
2.283618581907090217e+00,5.892909529245610178e-01,5.803176487659738036e-01
2.285330073349633118e+00,5.895995979431516432e-01,5.975040121036668817e-01
2.287041564792176018e+00,5.899077177473546207e-01,5.862022185313974232e-01
2.288753056234718919e+00,5.902153134330850870e-01,5.917900018738134760e-01
2.290464547677261375e+00,5.905223860942093728e-01,5.738534635771392889e-01
2.292176039119804276e+00,5.908289368225424498e-01,5.742357301160863070e-01
2.293887530562347177e+00,5.911349667078458214e-01,6.047761209062619825e-01
2.295599022004889633e+00,5.914404768378264121e-01,5.726042276080886007e-01
2.297310513447432534e+00,5.917454682981359015e-01,5.931802470771598834e-01
2.299022004889975435e+00,5.920499421723672828e-01,5.961937383381493705e-01
2.300733496332517891e+00,5.923538995420555286e-01,5.957263034083553066e-01
2.302444987775060792e+00,5.926573414866754819e-01,5.918973632722894784e-01
2.304156479217603692e+00,5.929602690836397461e-01,5.713481615049377238e-01
2.305867970660146593e+00,5.932626834082996847e-01,5.890675120793460451e-01
2.307579462102689050e+00,5.935645855339417576e-01,5.873124003518644942e-01
2.309290953545231950e+00,5.938659765317887418e-01,5.823263210906779452e-01
2.311002444987774851e+00,5.941668574709970674e-01,5.754686790962780796e-01
2.312713936430317752e+00,5.944672294186572614e-01,5.889640823113765356e-01
2.314425427872860208e+00,5.947670934397918385e-01,6.039082276785578962e-01
2.316136919315403109e+00,5.950664505973558560e-01,5.869608735158646784e-01
2.317848410757946009e+00,5.953653019522350265e-01,5.890887956744533804e-01
2.319559902200488910e+00,5.956636485632452738e-01,6.093648260511963510e-01
2.321271393643031367e+00,5.959614914871330660e-01,5.842809032528164526e-01
2.322982885085574267e+00,5.962588317785740832e-01,5.998708238308928520e-01
2.324694376528117168e+00,5.965556704901723295e-01,5.791802932048726316e-01
2.326405867970660069e+00,5.968520086724607987e-01,5.802732017255277652e-01
2.328117359413202525e+00,5.971478473739003645e-01,5.921996877417599059e-01
2.329828850855745426e+00,5.974431876408795583e-01,5.939871279233642776e-01
2.331540342298288326e+00,5.977380305177146802e-01,5.947573583784393492e-01
2.333251833740831227e+00,5.980323770466492439e-01,5.830542010973336353e-01
2.334963325183373684e+00,5.983262282678535326e-01,5.984008240658649225e-01
2.336674816625916584e+00,5.986195852194255984e-01,6.053474595504361178e-01
2.338386308068459485e+00,5.989124489373900406e-01,5.782504384790799756e-01
2.340097799511002385e+00,5.992048204556987834e-01,5.989086944762070930e-01
2.341809290953544842e+00,5.994967008062307423e-01,5.939216149054359351e-01
2.343520782396087743e+00,5.997880910187922687e-01,6.028906381577878726e-01
2.345232273838630643e+00,6.000789921211168165e-01,6.015986241258739486e-01
2.346943765281173544e+00,6.003694051388658304e-01,6.015068407495346436e-01
2.348655256723716001e+00,6.006593310956288567e-01,6.115404546253075946e-01
2.350366748166258901e+00,6.009487710129230997e-01,5.999601905422122794e-01
2.352078239608801802e+00,6.012377259101946425e-01,6.012563903255616626e-01
2.353789731051344702e+00,6.015261968048188912e-01,5.948137325410609577e-01
2.355501222493887159e+00,6.018141847121004639e-01,5.956137014181878131e-01
2.357212713936430060e+00,6.021016906452741901e-01,6.074206966046317158e-01
2.358924205378972960e+00,6.023887156155051104e-01,5.960294880248366844e-01
2.360635696821515861e+00,6.026752606318899197e-01,6.065383960755812431e-01
2.362347188264058317e+00,6.029613267014569677e-01,5.975660152407290537e-01
2.364058679706601218e+00,6.032469148291669248e-01,6.106776167318574977e-01
2.365770171149144119e+00,6.035320260179143359e-01,5.960417484034123969e-01
2.367481662591687019e+00,6.038166612685271772e-01,6.061537666224392495e-01
2.369193154034229476e+00,6.041008215797684100e-01,6.167467762840221912e-01
2.370904645476772377e+00,6.043845079483374239e-01,5.973037209157834315e-01
2.372616136919315277e+00,6.046677213688691488e-01,5.916147761685611739e-01
2.374327628361857734e+00,6.049504628339371637e-01,6.208329219392046960e-01
2.376039119804400634e+00,6.052327333340531412e-01,6.063486806921497552e-01
2.377750611246943535e+00,6.055145338576687353e-01,6.030352817873882998e-01
2.379462102689486436e+00,6.057958653911758029e-01,6.217412935184276623e-01
2.381173594132028892e+00,6.060767289189087359e-01,6.044383424116792636e-01
2.382885085574571793e+00,6.063571254231442387e-01,6.051126630585960120e-01
2.384596577017114694e+00,6.066370558841037708e-01,6.158747097086283429e-01
2.386308068459657594e+00,6.069165212799539910e-01,6.039273932024665781e-01
2.388019559902200051e+00,6.071955225868079786e-01,5.895167657258874039e-01
2.389731051344742951e+00,6.074740607787276758e-01,6.071383091587794212e-01
2.391442542787285852e+00,6.077521368277233327e-01,6.042385032034621739e-01
2.393154034229828753e+00,6.080297517037566157e-01,6.079515408138985721e-01
2.394865525672371209e+00,6.083069063747409411e-01,6.175731403892994464e-01
2.396577017114914110e+00,6.085836018065438058e-01,6.070085509972337201e-01
2.398288508557457011e+00,6.088598389629871210e-01,6.017195807297376353e-01
2.399999999999999911e+00,6.091356188058498766e-01,6.013542438822268021e-01
2.401711491442542368e+00,6.094109422948692512e-01,5.951832081841422761e-01
2.403422982885085268e+00,6.096858103877417223e-01,6.057482181119621112e-01
2.405134474327628169e+00,6.099602240401255093e-01,6.006234835632227043e-01
2.406845965770171070e+00,6.102341842056417942e-01,6.109146907218272471e-01
2.408557457212713526e+00,6.105076918358764981e-01,6.145978368902781375e-01
2.410268948655256427e+00,6.107807478803819468e-01,6.219710027461357038e-01
2.411980440097799328e+00,6.110533532866783135e-01,5.935274898752664896e-01
2.413691931540342228e+00,6.113255090002558401e-01,6.109324811247843767e-01
2.415403422982884685e+00,6.115972159645772788e-01,6.058545687392772328e-01
2.417114914425427585e+00,6.118684751210777817e-01,6.136899508597040143e-01
2.418826405867970486e+00,6.121392874091688974e-01,6.064916017107424562e-01
2.420537897310513387e+00,6.124096537662393480e-01,6.131302910384559546e-01
2.422249388753055843e+00,6.126795751276568058e-01,6.311781894549618466e-01
