L,E,dm2,theta,P,P_noisy
5.977684042985367796e+02,3.678426022576293697e+00,4.384414167684362595e-03,5.839553707350622069e-01,3.388330797820532370e-01,3.400093812703549045e-01
1.409931839981856001e+02,2.804362170955454925e+00,2.575497925096014058e-03,6.505759154782604359e-01,9.713831014939466879e-01,9.666194769018185973e-01
3.172040980086597983e+02,1.828265792182142135e+00,2.167657451307166035e-03,4.016558148640742010e-01,8.734432845855545358e-01,8.720765864587431970e-01
4.453387376632705354e+02,4.736166851363078578e+00,4.597118556871023116e-03,1.460475231000357699e-01,9.711240688155748924e-01,9.715436174160301253e-01
1.501499365639896837e+02,3.264943093416944997e+00,2.782793068627468711e-03,2.215868079900703003e-01,9.942730011328273498e-01,9.880878485192294836e-01
2.297914502272581672e+02,4.342779639812475168e+00,4.757279063595928545e-03,2.285437542232739150e-01,9.784991387872690183e-01,9.849596659881090233e-01
7.225349453594853912e+02,2.979463840392970297e+00,3.702094270955523601e-03,5.796127142226321638e-01,7.713666732627059985e-02,7.657835903308565784e-02
4.029872597582665890e+02,1.713576774136291725e+00,3.335803247091875638e-03,2.991726408875138299e-01,7.485965457746637242e-01,7.523485777243665851e-01
4.426421618749614026e+02,4.099988047989001849e+00,2.287524959141517926e-03,2.684632422939208229e-01,9.491169682382075701e-01,9.520843675314117904e-01
9.897634319543695938e+02,4.882624685559593836e+00,2.912893010174695888e-03,5.240788481510394448e-01,2.985072478670026674e-01,3.050240312235485418e-01
1.125615561176316305e+03,2.128810644560620968e+00,1.123883543814449635e-03,3.736021119535178903e-01,5.423000457857947154e-01,5.480588876571953483e-01
1.134447769880838678e+03,4.024645407930591112e+00,4.981278997022513602e-03,1.697054855402691520e-01,8.492598067463391631e-01,8.416940057949149345e-01
5.447459168830666840e+02,2.208565161265377164e+00,4.872766100016818341e-03,5.431604581693200151e-01,9.342271290949713536e-02,9.344676742431962113e-02
9.515560879685380087e+02,4.102332835548878620e+00,2.307586498434277718e-03,2.401653751143374149e-01,8.155457432672178486e-01,8.046837156840057625e-01
1.122765559495429898e+03,1.394589588310143125e+00,2.399766389614917811e-03,2.290209755564933669e-01,8.637378906342336737e-01,8.613190057259926258e-01
2.811490480733760364e+02,3.756272760435449332e+00,3.366070254593785376e-03,1.851880099528189216e-01,9.839834203585469119e-01,9.873755337890159911e-01
3.406644009665493513e+02,4.638759022314177471e+00,4.032838746863760468e-03,7.505510641809760575e-01,8.266623392248780844e-01,8.310538224888810444e-01
8.775523517140798049e+02,1.978941546004516105e+00,2.692511135084115197e-03,1.173003949266266388e-01,9.215588922994767396e-01,9.278280220905490427e-01
4.186604319045046623e+02,6.674090993216001966e-01,3.267051531519377106e-03,4.818687087810086256e-01,7.369576390034513480e-01,7.348987507552029452e-01
3.312125845660913228e+02,4.729440679869373554e+00,1.594811598533696362e-03,1.975083828873744340e-01,9.885379871820052511e-01,9.899678075875946170e-01
5.410242727870877388e+02,3.027333439568229423e+00,1.013492299250117043e-03,4.125132010653994596e-01,8.698478738933572707e-01,8.701662420475170245e-01
1.191798966066786534e+02,1.581676588559180141e+00,1.893417596972636141e-03,3.082142345293633068e-01,9.883904997650869717e-01,9.945589338239667621e-01
6.259831317529377657e+02,6.880562130286295153e-01,3.020271277101428762e-03,4.160974877941117089e-01,8.403265727985708144e-01,8.481030727520065815e-01
1.567239306524054427e+02,2.050853104809426508e+00,3.550616818798002852e-03,6.365604598000824677e-01,8.922755312456850385e-01,8.903178647522871358e-01
3.936522980793969850e+02,3.056319208837460444e+00,2.524010911394032435e-03,5.049950050844643767e-01,8.405613579097814814e-01,8.593195327461132793e-01
3.610506410336060412e+02,2.818327156532289823e+00,3.609876517817705525e-03,5.647592588059922036e-01,7.151405436552908945e-01,7.149603399843940110e-01
4.953342806541476193e+02,1.918136424712791221e+00,4.888403089490993975e-03,6.336619374066433386e-01,-3.926101309786258348e-02,-4.125545526433414822e-02
2.504679477792838611e+02,3.268253513193154713e+00,3.226571267204180350e-03,2.665530860700844884e-01,9.711824998271415543e-01,9.740217000108776224e-01
6.654356997093480004e+02,3.972870140604888078e+00,2.826959306024161289e-03,6.472516705502432410e-01,4.793047347101692113e-01,4.829406966354584108e-01
9.254279719896054530e+02,2.320614391199027793e+00,3.027045174636732068e-03,4.469464882720622922e-01,1.137440601704976517e-01,1.163221314443084325e-01
5.067147082050304334e+02,3.764072514963773930e+00,1.636982260941827107e-03,7.271274572750354714e-01,7.750467971947792023e-01,7.716484140272249492e-01
1.212631862542899398e+03,4.725966253183174537e+00,2.594976053323477718e-03,4.537369214815478724e-01,4.128385660944270397e-01,4.200575709520140699e-01
1.131720254666033043e+03,9.436669380102036264e-01,2.445325914442936233e-03,2.314641409455509835e-01,8.921048838124733260e-01,8.922340031319473397e-01
4.672181625195241281e+02,1.448652599894887594e+00,1.453429149633464045e-03,3.530522974371602674e-01,8.195236066658823093e-01,8.270759574992926355e-01
1.466804842265717070e+02,3.366268232942013494e+00,2.042303980796363050e-03,7.318525694359750977e-01,9.813499626217948579e-01,9.881827719293655443e-01
1.021830040923068509e+03,3.764874534719020005e+00,3.698668341536210779e-03,4.460670494566911781e-01,1.629382863253098224e-01,1.564440101786405135e-01
3.880147754861077942e+02,4.445284535965083883e+00,2.835849997779781202e-03,2.163695679460052590e-01,9.714904333551822591e-01,9.664688677205280909e-01
4.985932486945019377e+02,1.925253269956364699e+00,4.035784269743348043e-03,7.781358499329967815e-01,-8.749541644069767921e-02,-9.261658212974978321e-02
7.952022716162020970e+02,4.192382113604713467e+00,1.940356384020443768e-03,2.338292776035497955e-01,8.801525683146996792e-01,8.812879561176564236e-01
1.298655612264595447e+03,4.922342500964133727e+00,1.154403747467587201e-03,1.127630035625641625e-01,9.829302794314846992e-01,9.830908500439886621e-01
4.596130799343902140e+02,1.133570538311542197e+00,1.789699447998150793e-03,3.389376668014244531e-01,6.885552393072936761e-01,6.897931155049635832e-01
6.622276035087935497e+02,4.731828185677416698e+00,2.488130290553227167e-03,6.541591156788225669e-01,5.841312940076242022e-01,5.799677399607100492e-01
8.529410594357004811e+02,4.434660911209481249e+00,1.432340191937866904e-03,2.681119655171190219e-01,8.513251726249969620e-01,8.533609094545739904e-01
9.200468549882552907e+02,1.871821701559000850e+00,3.556297899097297412e-03,1.951028655346138119e-01,8.633798839139695813e-01,8.703054069628108902e-01
3.545994201397605252e+02,3.265653299149331001e+00,2.875271557455376555e-03,5.246648355340580716e-01,8.544678354510987228e-01,8.476998618778700534e-01
8.143860970027095618e+02,3.270816654896003151e+00,2.657231311432014208e-03,1.561866347010706646e-01,9.130867179337750494e-01,9.120177417155371780e-01
7.529277314877957679e+02,1.053672854680643978e+00,2.486329301988728958e-03,4.653761219445067265e-01,4.402647339029278073e-01,4.414197626754440829e-01
8.902958353691307138e+02,2.183262172003152202e+00,4.539448731516272650e-03,3.417743144533900157e-01,7.064104643375789250e-01,7.056752114446771529e-01
2.379963700398988067e+02,2.026640814065860052e+00,3.935113860092119553e-03,1.360142685733231882e-01,9.768058070352265698e-01,9.757351698114320460e-01
2.515534191242524287e+02,4.011207023582558762e+00,4.032231743145172839e-03,3.058880857545784870e-01,9.618961058849155865e-01,9.706574258076419159e-01
1.270632988499148951e+03,4.832929446224811798e+00,4.036820040553425193e-03,5.542042399385574969e-01,-4.335468820176132526e-02,-3.701935067783730660e-02
1.085561877454448222e+03,7.262921272353279889e-01,2.048503276305132549e-03,4.243808818882368605e-01,5.827001243378927553e-01,5.868670990545235000e-01
1.093068778114599809e+03,4.238980043517568852e+00,2.219008581788096610e-03,7.182695697947499847e-01,9.894897813236828987e-02,9.506298031541099425e-02
1.220925289721088575e+03,3.196451730869343866e+00,1.539264616315945584e-03,1.486180495623349307e-01,9.264358607664165968e-01,9.375638943662758518e-01
1.252777312021496982e+03,3.822756495016917722e+00,2.029696441937716561e-03,5.758950973438482501e-01,2.396763941483214810e-01,2.414059074619334111e-01
5.721850385199188622e+02,3.710206933479253788e+00,1.961700704110546159e-03,7.374838894461892558e-01,6.721837076780518005e-01,6.692188279638484616e-01
1.004880611484229235e+03,4.010598327111587480e+00,3.818383476637535277e-03,3.425158926755248467e-01,4.652411188216923343e-01,4.634792324143481301e-01
8.699441110666228951e+02,3.826234836254795546e+00,2.286944890950763642e-03,4.725442699195183671e-01,4.749700588378881760e-01,4.724484157420996699e-01
7.718203233536454491e+02,2.337064322288432638e+00,3.331062681783436216e-03,7.391085149054122949e-01,-2.970627507157804215e-01,-2.865300674959737615e-01
9.152180599858404548e+02,4.651994354417568367e+00,3.463845386959612041e-03,1.205698877298277127e-01,9.427203734164835147e-01,9.436763082948672610e-01
4.833201413494273879e+02,1.753679653820989337e+00,1.120242481171851521e-03,4.878625888247477560e-01,8.135042128034888353e-01,8.137508112182025855e-01
1.134614461522450256e+03,4.303423544050328786e+00,4.119494800215731806e-03,5.535153544649210611e-01,-1.335524064689297408e-01,-1.443854672655209836e-01
5.884267938490938832e+02,3.248620014762776620e+00,3.072932163021234540e-03,5.521341128627422767e-01,5.292071712472655731e-01,5.328262225086518589e-01
2.778144252525420370e+02,8.364478656803013834e-01,1.704721972095489145e-03,3.111421834472631875e-01,8.313009544535833184e-01,8.259434746681573181e-01
1.131770212166320420e+02,2.966764316500521304e+00,3.659357786359041919e-03,1.244594887586355503e-01,9.980066082653787918e-01,9.922918250966468179e-01
8.670271984790523447e+02,1.179372149530195202e+00,2.494428218416256358e-03,5.934402964898916055e-01,2.962698787942317780e-01,2.992676672840517971e-01
3.779580267579105453e+02,4.172741989527223083e+00,1.208040035427594737e-03,6.288395916705878941e-01,9.083453185456625834e-01,9.039632759597302503e-01
1.247278671889833504e+03,3.476310304423622988e+00,1.178561755560413125e-03,5.051974012330500141e-01,5.804856522723832457e-01,5.845998270249128659e-01
3.340053488945296749e+02,3.641831253265380042e+00,3.189291369325367945e-03,4.903095422816892146e-01,8.831011775120227725e-01,8.886456429517652911e-01
4.794152896619917215e+02,4.574689738370330438e+00,3.322374067995579553e-03,5.790368987991909577e-01,7.566030904587129902e-01,7.475911158562585923e-01
1.280958020480112737e+03,4.689524530948089520e+00,3.912526735048004606e-03,1.018088864528116227e-01,9.468986524936329197e-01,9.461531023192913947e-01
7.238255443485141996e+02,3.909483216867208011e+00,1.806397500196936338e-03,1.188474535038043511e-01,9.723981638150712703e-01,9.644640739705154786e-01
1.206429518747200746e+03,4.626259120082124809e+00,3.223546647931708163e-03,3.508094421810735719e-01,5.098723403947152955e-01,5.094976704806415402e-01
1.037725208594402829e+03,4.832043280685547337e+00,2.968600078222444639e-03,5.799613928299178767e-01,1.606499672554680680e-01,1.651459571479992061e-01
2.427588321633579369e+02,4.252655363246605980e+00,2.287391198138219971e-03,1.819119882869081328e-01,9.937224837014382306e-01,9.868383468719120755e-01
3.591801243765138452e+02,8.733416496211784397e-01,4.010010486395874582e-03,5.307301941988584737e-01,3.387330605398197192e-01,3.476788595935142445e-01
5.646130688886405551e+02,1.571023049201979438e+00,3.549793454113282440e-03,5.435148314460039876e-01,4.854769200696192749e-02,4.692448631256511404e-02
1.157147500867311237e+03,4.081772425276554372e+00,4.929091472607916372e-03,1.732609840831725034e-01,8.430818094160508203e-01,8.370939704158526506e-01
5.007859388142779267e+02,1.847564901745567090e+00,2.235458269707547158e-03,7.586584828610977160e-01,3.902729107363115957e-01,3.895763239764073460e-01
6.556984462651888634e+02,3.691338026721647569e+00,3.887769100909130998e-03,2.018498667370711153e-01,8.762804006874693741e-01,8.801642743260938984e-01
6.769185784231890466e+02,2.150974415674604678e+00,3.450446092426983843e-03,4.713568491960060669e-01,1.945566873764086047e-01,1.875920208962687796e-01
4.897062965230237523e+02,3.273778190540322264e+00,1.532030072198709448e-03,7.781992703875638684e-01,7.806247468910855192e-01,7.805534170853440923e-01
1.043782341379857144e+03,4.983537012846253056e+00,1.882059851671806809e-03,2.873169303776716976e-01,7.863476801881955636e-01,7.793986177068317200e-01
1.657920730794174915e+02,4.081373503072379449e+00,4.980286537251947358e-03,3.359335359315492875e-01,9.732384856181984789e-01,9.791762164758209819e-01
3.710921934965149944e+02,2.187272650939965590e+00,3.692581399458041199e-03,6.143559416562558440e-01,5.003754691212510819e-01,5.010648335854143154e-01
1.090102248511106154e+03,7.665392670437598532e-01,2.438604378915793739e-03,6.270542100439615574e-01,-1.000624332858439935e-01,-1.022758575574109763e-01
8.396100440850379982e+02,3.623307015264416897e+00,1.565880555026997632e-03,2.677793315903395088e-01,8.370367148016296666e-01,8.421241471735350093e-01
7.141897957405960824e+02,2.697765527186574808e+00,1.986921652531970298e-03,6.075288559798350807e-01,4.040904528793509698e-01,3.975573965813617994e-01
5.434095565154461838e+02,4.759553011446786108e+00,3.754071965720834347e-03,3.649079465236566566e-01,8.180003003926780147e-01,8.159418664246492758e-01
2.561674921514319294e+02,4.061904975054488887e+00,2.242635284360200085e-03,5.922141305695981517e-01,9.510195632926471410e-01,9.601571561276877054e-01
6.481411710440374918e+02,3.260387289883821982e+00,2.835504994963262363e-03,5.141585367909627946e-01,5.233112014610240559e-01,5.225958695587037406e-01
1.284513370974844293e+03,3.092861431777822467e+00,4.976306477966005969e-03,5.216300331125303114e-01,7.314215763965002948e-01,7.381093810507873831e-01
8.141061697147421228e+02,3.555286331963928959e+00,4.816532206070976360e-03,5.917587560442267858e-01,-1.082413981094342698e-01,-1.073627183578269306e-01
7.918952208899102061e+02,3.322820396866354553e+00,4.932618131178084613e-03,1.903391648217792609e-01,8.211494309708224915e-01,8.175513061623987943e-01
1.288142301947621036e+03,1.501599215840204948e+00,1.947275641366826666e-03,5.497064304158499892e-01,1.246669555092703024e-01,1.233358486536999116e-01
1.162484056306473803e+03,4.277170176149557967e+00,1.739804875613067039e-03,4.414927178397504148e-01,5.533988279396041543e-01,5.536834981474361150e-01
1.299039181934150065e+03,1.880437294374369239e+00,2.191398384066839313e-03,4.231788305990608068e-01,2.692452438096296086e-01,2.670951752314150718e-01
1.244360007473951782e+03,1.329038195257639998e+00,2.364847963790406640e-03,6.557970697592742093e-01,7.830805840217904823e-01,7.788570753729893159e-01
9.009962220863178572e+02,2.105844058742257552e+00,2.700556816751382462e-03,2.804929141416986349e-01,5.876491566977440906e-01,5.836371983072583536e-01
4.663746323925473689e+02,3.013652596262841321e+00,4.933965391275941560e-03,3.029929159852813858e-01,7.507915975448479218e-01,7.432692578610294865e-01
8.537718136325876230e+02,2.254098781707059906e+00,3.429977319194836213e-03,7.503962928917696784e-01,-3.767457664155834940e-01,-3.763002500658892413e-01
5.178518029765280062e+02,8.439019640318043969e-01,1.663397025248338412e-03,1.944268041215511389e-01,8.248797001809875518e-01,8.267401044055117110e-01
1.072923436950295581e+03,3.122757272109110804e+00,3.339140430715060830e-03,1.808282896451460786e-01,8.147496422481729228e-01,8.183861417584165077e-01
2.647605532909057047e+02,3.849305322592553313e+00,4.563261253791001115e-03,4.914048096505529983e-01,8.843503498522559125e-01,8.752124186236012182e-01
6.550556001742365879e+02,4.607185992145099718e+00,1.766297356481856626e-03,3.868056225033755791e-01,8.158470763234560996e-01,8.197664149311031379e-01
1.108931226576263725e+03,6.002781066870426230e-01,1.834289609841218555e-03,6.453566954180226523e-01,-2.710237721389918697e-02,-2.729790757769171711e-02
6.454145037462457140e+02,1.829356848262119195e+00,2.857380053292189314e-03,4.628318149004589932e-01,2.450762722064092902e-01,2.378231924470730618e-01
8.212214193038570329e+02,1.441885473899388259e+00,3.418647106942339885e-03,1.202489797355773687e-01,9.668112687073519007e-01,9.671904442695924420e-01
2.179395255816196197e+02,2.555566668361607618e+00,3.475819326828740504e-03,5.478107310964972498e-01,8.856371173034572886e-01,8.896000913592726489e-01
4.421259801477339693e+02,1.090452659265143787e+00,3.603897405910449787e-03,7.540171857649381471e-01,-8.492518599362558485e-02,-8.242308233771306059e-02
1.245382274425260448e+03,2.450548268953409270e+00,4.537377518581525368e-03,4.309117921751469682e-01,9.314481244285549577e-01,9.349647606167167391e-01
8.883274543989899712e+02,3.459513137044827324e+00,2.953294787258278504e-03,2.398749801525605629e-01,7.678268467675690712e-01,7.724435189431018145e-01
5.379270024699413852e+02,1.334537967410168724e+00,1.909001951257977784e-03,5.015351560320520097e-01,3.684036548305476555e-01,3.727734411048473917e-01
7.202574111589897257e+02,3.966546190340352052e+00,2.022240493573969258e-03,1.263390858564931440e-01,9.675521363731893754e-01,9.672648861289440125e-01
1.029842293760181064e+03,8.109152716911844916e-01,1.834207863879080492e-03,3.115106712129513400e-01,9.262882120728005431e-01,9.157670590303278457e-01
1.044964419936236709e+03,2.624895720784629738e+00,3.225263244307707226e-03,3.564298192521587749e-01,3.637447010833161909e-01,3.598385432212004575e-01
1.093561526774874665e+03,3.340474809788867461e+00,4.229079903438132636e-03,6.503318101094501813e-01,-3.006625654712864470e-01,-2.989895847793768158e-01
4.475712145570570897e+02,4.605607039822941395e+00,3.210238422732370183e-03,5.145626395991008684e-01,8.234723301440622922e-01,8.210179660371900168e-01
3.859671265577088661e+02,2.097851333722368317e+00,1.130165928930785841e-03,2.379422860855296418e-01,9.702992818991112989e-01,9.736211929406559662e-01
8.662101789991122587e+02,7.896834952342652869e-01,1.083755149693627767e-03,1.637238928347466427e-01,8.391283959643214274e-01,8.430124864892385439e-01
7.326407768506659295e+02,4.159112840830341717e+00,1.218868790968833955e-03,6.204240977993512596e-01,6.104165786065997024e-01,6.105533566632455056e-01
7.778641017976736975e+02,4.456070987849188647e+00,2.735813441014361014e-03,4.859206081166255187e-01,5.417371181852539408e-01,5.510330536970945436e-01
3.575379018448645070e+02,2.470374626724629152e+00,3.360353160240747272e-03,3.576493891541343562e-01,8.377494661193900516e-01,8.327718014116326506e-01
4.823489537984807498e+02,4.103481749885694363e+00,2.649758181993042486e-03,6.374323703441382438e-01,7.585383134252554616e-01,7.630936050882245469e-01
1.002463816679540628e+03,4.553878817418377523e+00,4.388861701259931178e-03,6.242852792084859770e-01,-1.965061241312930640e-01,-1.989690541485593933e-01
5.299879086466455647e+02,1.074947756308312741e+00,4.306076432963617043e-03,3.016871545066134308e-01,9.127052317551724858e-01,9.087029001846168574e-01
1.008982660739718540e+03,4.463930088737042112e+00,2.057062311698706035e-03,7.689052087652160639e-01,2.007951535947165023e-01,2.036392299443415821e-01
1.559735953914737649e+02,5.450787791012410288e-01,3.670837476983242545e-03,2.113528990759573900e-01,8.331409961226673433e-01,8.299629272759074805e-01
1.241039415645483814e+03,2.306720261876002986e+00,2.460719352124324591e-03,3.248539819497454628e-01,4.591134326192902737e-01,4.633098775278708392e-01
3.496876464266656512e+02,2.446226633017572372e+00,2.524026540984194034e-03,1.554755222009995275e-01,9.778126643527433881e-01,9.718811959166522296e-01
6.738491596610269880e+02,4.024438614778596879e+00,4.089911820855569174e-03,5.019981467351394278e-01,4.253327747746886156e-01,4.254106944449680960e-01
1.205062303878654120e+03,4.557338221281725943e+00,1.166185959866886416e-03,2.021097341790731583e-01,9.206192758739774051e-01,9.163046262624598981e-01
4.041756191662666993e+02,4.742209128626734049e+00,1.925195273034766008e-03,7.453685822730360400e-01,8.690163925986705840e-01,8.677440023005894565e-01
3.728611270991560787e+02,3.449755717975835356e+00,2.885077230662606851e-03,2.008643272764391030e-01,9.692834737825900548e-01,9.673264170743400836e-01
1.282768847118828035e+03,4.586882392397427566e+00,4.457292676546472342e-03,4.158912140072522634e-01,2.683697303785782529e-01,2.626298834730614873e-01
1.185316200664810822e+03,4.100963526273080362e+00,3.747170604223568069e-03,2.576108519470254876e-01,6.591711979426614354e-01,6.623525962741704243e-01
7.386954366629412334e+02,8.595699884659633305e-01,4.137999884324941244e-03,6.591318753684403120e-01,-1.247964689683148665e-01,-1.311176866743188896e-01
1.732263340707633006e+02,4.369748793852988200e+00,4.620602450447357061e-03,6.234625063612724283e-01,9.470918836090503889e-01,9.420964357742707129e-01
8.256024498506164946e+02,1.949650276357494327e+00,4.085081001477329499e-03,1.038132204580531903e-01,9.611262475825603779e-01,9.654900034258716568e-01
4.018938250920476207e+02,2.769843847255095248e+00,2.906985031364424897e-03,5.866040642184822129e-01,7.280670751210910341e-01,7.328407768761300289e-01
3.568125710859786750e+02,8.480526864704130974e-01,1.981765859716331894e-03,6.906421672885258989e-01,1.276289181240898019e-01,1.308761445007936841e-01
1.218571644007198529e+03,3.697094806555301538e+00,1.453358442219826810e-03,2.469663339907376964e-01,8.431310197722010624e-01,8.447412227270792995e-01
8.433078906607578347e+02,3.092612329942541205e+00,2.468193925177830650e-03,1.857235228340337052e-01,8.730688752088952009e-01,8.843702378769314754e-01
6.328474299723017111e+02,3.109634936614987577e+00,2.037950004800960589e-03,2.220936881616611402e-01,9.114526049932543117e-01,9.053155779309451923e-01
1.751906303027964213e+02,3.554830576178229506e+00,4.566596330027747341e-03,4.958245003834217401e-01,9.407869953004714958e-01,9.369820543937721347e-01
5.459456783236125830e+02,2.617262072978191689e+00,3.125939276649809719e-03,4.151383953057697918e-01,6.279591984405912264e-01,6.229028111704590920e-01
1.136779779713406469e+03,1.388735605521053351e+00,4.806210354049427792e-03,7.587407578437544986e-01,-2.879137543926921228e-01,-2.835064602304482317e-01
4.632115391496364509e+02,2.082024657270158841e+00,1.846397421689326308e-03,4.077219154394470246e-01,8.158692986696641780e-01,8.172243484042852613e-01
4.873531276826102498e+02,1.715306515639569485e+00,2.942655193449024778e-03,3.418430675061130408e-01,6.398999850899228514e-01,6.453699147532810931e-01
8.282272801736951351e+02,1.453271067288776308e+00,4.336508766109399213e-03,2.506996346940664200e-01,9.817273157287840224e-01,9.865061273900499472e-01
4.025688143446319032e+02,1.088372408086669685e+00,3.069444229780497312e-03,7.192223364338742320e-01,-1.248770482307749313e-01,-1.260851730196739240e-01
7.683217153715021368e+02,1.742910731633097177e+00,4.809084036659891197e-03,4.807324723561599011e-01,8.008868484455139436e-01,7.967098651031274681e-01
1.022419040586615210e+03,1.944045317950032992e+00,1.743796336910566867e-03,2.027601916124376624e-01,7.788649258503868023e-01,7.738226760238611224e-01
4.440085319853126293e+02,3.691545461418630936e+00,3.429523872594864280e-03,3.596481905486836883e-01,8.572420525721210494e-01,8.682204211302532171e-01
6.673010449537542854e+02,4.601262279342253514e+00,4.919014007453271706e-03,1.628515067877592259e-01,9.149382968101049673e-01,9.196974135451437826e-01
7.915208039611536606e+02,1.607501833723994356e+00,1.417751250814864401e-03,6.112280061342896254e-01,1.030024420002386837e-01,1.058901020461903708e-01
5.359976697343288379e+02,3.056431500362871923e+00,3.404749770323859705e-03,1.899570159714507878e-01,9.173194654381934265e-01,9.155478132280921999e-01
3.683420494655250650e+02,3.767996751167683289e+00,2.006474353964612673e-03,5.032672544667294856e-01,9.109582764386754405e-01,9.098912855848673154e-01
2.372822404209979936e+02,1.638360763976364209e+00,4.994641011996708499e-03,3.714007036535380557e-01,6.988109951323737690e-01,6.970155344535576836e-01
7.785805505100731807e+02,2.696644006003979577e+00,1.079377603176424026e-03,1.787448546049343889e-01,9.339083601933053647e-01,9.322144360505156824e-01
1.224915061445048650e+03,4.528937036396842863e+00,1.018443071272937374e-03,6.069375897593959346e-01,6.024074163109669477e-01,5.903149194679593315e-01
1.225194430089387794e+02,3.860969523374120360e+00,3.357101030560952562e-03,2.407787778936933409e-01,9.954580538069951468e-01,9.950770567238386155e-01
1.138796154244174886e+03,2.202058337059815685e+00,1.600938355731571471e-03,3.350744758067229490e-01,4.961445954542217929e-01,4.941589271205511502e-01
1.254967732291653192e+03,2.519828723810083382e+00,2.844284780863174343e-03,7.191506065843351614e-01,-3.635542055403105377e-01,-3.621794239239749524e-01
7.507918017809769253e+02,2.239522658109150299e+00,4.757006693613084758e-03,7.126436758606475852e-01,-2.314090965157524632e-02,-2.216671183572761772e-02
1.261460150137458413e+03,2.534571737920174872e+00,3.483053011722688636e-03,3.913392960243868846e-01,5.249045641207993329e-01,5.290981540874267752e-01
9.457389238210046187e+02,4.145821653795211503e+00,2.210493417272940166e-03,7.096580821935908334e-01,1.922316977360175039e-01,1.920934513338544980e-01
7.542702496352195567e+02,1.402762169638833489e+00,2.234501489837300778e-03,6.618147632304741679e-01,-3.241007981729406850e-01,-3.201886392115561586e-01
6.564100214739931971e+02,3.075815333130650142e+00,2.471857972529633261e-03,7.457501228871198373e-01,3.853912433714357100e-01,3.725140282639921030e-01
6.596788083204278337e+02,2.179548201595491896e+00,2.422770282839239314e-03,2.263774990365731432e-01,8.294862869352787049e-01,8.239079015124070038e-01
9.183960724889542462e+02,3.514231810251689403e+00,4.007376203475987789e-03,6.770101155169891971e-01,-2.918948546971872338e-01,-2.833376407118742280e-01
3.814064425311403284e+02,3.062885657601842393e+00,3.079774324220727923e-03,3.292081286088731629e-01,8.988481067523943491e-01,8.926805122638044043e-01
9.584813494043223727e+02,5.691061549505762596e-01,4.561249284875876220e-03,7.587818701276192179e-01,7.435501966418002207e-01,7.420836727966740876e-01
6.891876844329689220e+02,4.037551848775461139e+00,1.931380912009188992e-03,1.131000171378185315e-01,9.768565582462128694e-01,9.803195759216858374e-01
9.095946622458261572e+02,3.077927443393094986e+00,4.145625556532975091e-03,1.167057701318262725e-01,9.252934636656494627e-01,9.208098656585896880e-01
1.229034100494688346e+03,2.416768970937659411e+00,2.104188197088649546e-03,3.092083178810408062e-01,5.074143131642218085e-01,5.109561856401756419e-01
3.801444181504368771e+02,7.279026270336738103e-01,3.065022907623151695e-03,5.331190618363341738e-01,2.638541226201066570e-01,2.566428403901739874e-01
5.838706221532233940e+02,7.685165007705587747e-01,3.496201918539586836e-03,4.932100454528914879e-01,8.661033836487179727e-01,8.564658527300532675e-01
4.301921547702679050e+02,4.389807018217672940e+00,2.969570186003714970e-03,7.003980557289942732e-01,7.915740482430008162e-01,7.848567867365981998e-01
1.632116976605578884e+02,3.153137688382513293e+00,3.068797822726309233e-03,1.886268260701452204e-01,9.938185144337944310e-01,9.854791773638061914e-01
8.465076486194118388e+02,2.460358791008292911e+00,2.608038116463482110e-03,3.129833182612301590e-01,5.758861293152102157e-01,5.757268324412413429e-01
8.542240180090263948e+02,4.448166900015711356e+00,3.790160212377134425e-03,2.287636480957314922e-01,8.023860165484559825e-01,8.007263198837831775e-01
1.299293020169448027e+03,2.512516908683781303e+00,2.872101274440402863e-03,6.685381470842651774e-01,-2.174095327882666073e-01,-2.158381448310450201e-01
8.212322844857885684e+02,6.028391716755492347e-01,1.860682050167115475e-03,2.262082593977714495e-01,9.586873077420152711e-01,9.534378353915831106e-01
5.753277551305418456e+02,3.519555979618448127e+00,4.943133822091516985e-03,7.638524318358228538e-01,1.233028555489432271e-01,1.359466424061047674e-01
1.181390463206470713e+03,2.842537271338294147e+00,4.427019561624469940e-03,2.662321997363752413e-01,7.964834193749312785e-01,7.959353152332936387e-01
1.184611854333240046e+02,3.360613128996601695e+00,1.298597342091408011e-03,5.783768533837161385e-01,9.932104633559272200e-01,9.929108764124082720e-01
4.632483630922807833e+02,2.852931846303345509e+00,2.196835373683495452e-03,1.619483304381801325e-01,9.706119493200356940e-01,9.728202499997623542e-01
1.002314856657120572e+03,1.399507021572356180e+00,3.526989771730958990e-03,1.793296429116721380e-01,9.858686376545371388e-01,9.845806388861807479e-01
2.937844162260090002e+02,2.319466815472845944e+00,3.241370380391284372e-03,3.907314030638517899e-01,8.651918000790930208e-01,8.619641961592973134e-01
5.334831702153501283e+02,3.938410843201983091e+00,1.775884747878718082e-03,2.819959951535804810e-01,9.257102541486091907e-01,9.260692468653357601e-01
1.118876363869627994e+03,2.992645480579792405e+00,2.342017006563899655e-03,7.356345519466780392e-01,-3.033270358910718500e-01,-2.988031479906372856e-01
5.136095792141551328e+02,3.485135444129310311e+00,1.821439247912198149e-03,7.468041012206957374e-01,7.418152622765867843e-01,7.450740575370320418e-01
