logC,Brier,Brier_noisy
-1.340068013602720542e+00,3.048070108456286120e-01,3.020298167373646758e-01
-1.338867773554710983e+00,3.051697427398936124e-01,2.917750655559279149e-01
-1.337667533506701423e+00,3.055323854351987833e-01,3.085785312304094030e-01
-1.336467293458691641e+00,3.058949290807243537e-01,3.190819440411623020e-01
-1.335267053410682081e+00,3.062573637980069430e-01,3.176419701057165978e-01
-1.334066813362672521e+00,3.066196796813074332e-01,2.909616889690302410e-01
-1.332866573314662961e+00,3.069818667979809512e-01,3.206169856360704951e-01
-1.331666333266653401e+00,3.073439151888504584e-01,2.997015462415871245e-01
-1.330466093218643620e+00,3.077058148685822281e-01,2.885762922161545507e-01
-1.329265853170634060e+00,3.080675558260642655e-01,2.957728334719580965e-01
-1.328065613122624500e+00,3.084291280247880573e-01,2.987639869123375203e-01
-1.326865373074614940e+00,3.087905214032320433e-01,3.087210429998316630e-01
-1.325665133026605380e+00,3.091517258752484731e-01,2.988319711453860106e-01
-1.324464892978595820e+00,3.095127313304522620e-01,2.944102767226529638e-01
-1.323264652930586038e+00,3.098735276346133993e-01,3.072285872833003806e-01
-1.322064412882576478e+00,3.102341046300506888e-01,3.294731440579863890e-01
-1.320864172834566919e+00,3.105944521360293198e-01,3.035709433121432932e-01
-1.319663932786557359e+00,3.109545599491601031e-01,3.155970951036575767e-01
-1.318463692738547799e+00,3.113144178438019827e-01,3.121138861560966427e-01
-1.317263452690538017e+00,3.116740155724663786e-01,3.382546927144121085e-01
-1.316063212642528457e+00,3.120333428662241948e-01,2.930507612696294228e-01
-1.314862972594518897e+00,3.123923894351158803e-01,3.233462059072656491e-01
-1.313662732546509337e+00,3.127511449685633771e-01,2.999372950105622659e-01
-1.312462492498499778e+00,3.131095991357845110e-01,3.071854465955831670e-01
-1.311262252450489996e+00,3.134677415862101579e-01,3.125009250522760573e-01
-1.310062012402480436e+00,3.138255619499034643e-01,3.456864239678838491e-01
-1.308861772354470876e+00,3.141830498379815095e-01,3.065529967351482421e-01
-1.307661532306461316e+00,3.145401948430397998e-01,2.956513537105564526e-01
-1.306461292258451756e+00,3.148969865395782053e-01,3.278706225429904864e-01
-1.305261052210441974e+00,3.152534144844299502e-01,3.068610534011289026e-01
-1.304060812162432414e+00,3.156094682171926569e-01,3.131799646802857495e-01
-1.302860572114422855e+00,3.159651372606613884e-01,3.157247190312188478e-01
-1.301660332066413295e+00,3.163204111212645775e-01,3.172902989770735038e-01
-1.300460092018403735e+00,3.166752792895013990e-01,3.149738930059324815e-01
-1.299259851970394175e+00,3.170297312403820289e-01,3.197072956001225652e-01
-1.298059611922384393e+00,3.173837564338692907e-01,3.212573524562267191e-01
-1.296859371874374833e+00,3.177373443153234112e-01,3.262765724975028037e-01
-1.295659131826365273e+00,3.180904843159479412e-01,3.138181529569513128e-01
-1.294458891778355714e+00,3.184431658532387299e-01,3.109558644196896982e-01
-1.293258651730346154e+00,3.187953783314340095e-01,3.081598755447634841e-01
-1.292058411682336372e+00,3.191471111419671991e-01,3.250742001436591755e-01
-1.290858171634326812e+00,3.194983536639212085e-01,3.190353722119600444e-01
-1.289657931586317252e+00,3.198490952644855723e-01,3.253811409787639164e-01
-1.288457691538307692e+00,3.201993252994145278e-01,3.255812877175732201e-01
-1.287257451490298132e+00,3.205490331134876469e-01,3.374078024470337223e-01
-1.286057211442288351e+00,3.208982080409725768e-01,3.229732589966429201e-01
-1.284856971394278791e+00,3.212468394060885579e-01,3.287705525729892053e-01
-1.283656731346269231e+00,3.215949165234734952e-01,3.095690182605253526e-01
-1.282456491298259671e+00,3.219424286986514727e-01,3.111394119367519306e-01
-1.281256251250250111e+00,3.222893652285023780e-01,3.191719877704587427e-01
-1.280056011202240551e+00,3.226357154017340800e-01,3.104685386435895866e-01
-1.278855771154230769e+00,3.229814684993551621e-01,3.298774006772666190e-01
-1.277655531106221209e+00,3.233266137951503749e-01,3.099960859124071821e-01
-1.276455291058211650e+00,3.236711405561570887e-01,3.243549707435142149e-01
-1.275255051010202090e+00,3.240150380431440214e-01,2.994340818281480132e-01
-1.274054810962192530e+00,3.243582955110911881e-01,3.133104982770377189e-01
-1.272854570914182748e+00,3.247009022096715158e-01,3.213105488469820692e-01
-1.271654330866173188e+00,3.250428473837336796e-01,3.224524505150814235e-01
-1.270454090818163628e+00,3.253841202737879357e-01,3.074676628401251666e-01
-1.269253850770154068e+00,3.257247101164914005e-01,3.268114009074160609e-01
-1.268053610722144509e+00,3.260646061451364375e-01,3.358132464321692545e-01
-1.266853370674134727e+00,3.264037975901398214e-01,3.328862016425158665e-01
-1.265653130626125167e+00,3.267422736795330129e-01,3.201564430351539481e-01
-1.264452890578115607e+00,3.270800236394550975e-01,3.212070552577697136e-01
-1.263252650530106047e+00,3.274170366946455024e-01,3.155540338776510745e-01
-1.262052410482096487e+00,3.277533020689392673e-01,3.340511820150588451e-01
-1.260852170434086705e+00,3.280888089857627588e-01,3.425053973632822824e-01
-1.259651930386077145e+00,3.284235466686313831e-01,3.231639919136261030e-01
-1.258451690338067586e+00,3.287575043416481879e-01,3.117793236721703720e-01
-1.257251450290058026e+00,3.290906712300036840e-01,3.310907136560526931e-01
-1.256051210242048466e+00,3.294230365604768895e-01,3.365007308015421916e-01
-1.254850970194038906e+00,3.297545895619374834e-01,3.025333510646865398e-01
-1.253650730146029124e+00,3.300853194658491807e-01,3.314688798621709953e-01
-1.252450490098019564e+00,3.304152155067739405e-01,3.520590853035823198e-01
-1.251250250050010004e+00,3.307442669228779497e-01,3.389507430171748159e-01
-1.250050010002000445e+00,3.310724629564374411e-01,3.365770509656619836e-01
-1.248849769953990885e+00,3.313997928543467308e-01,3.354210056275974128e-01
-1.247649529905981103e+00,3.317262458686262017e-01,3.423452340815728023e-01
-1.246449289857971543e+00,3.320518112569319502e-01,3.226401387188624903e-01
-1.245249049809961983e+00,3.323764782830659903e-01,3.239231002586960839e-01
-1.244048809761952423e+00,3.327002362174872330e-01,3.367759293064285786e-01
-1.242848569713942863e+00,3.330230743378234659e-01,3.261697808929197584e-01
-1.241648329665933082e+00,3.333449819293844429e-01,3.359320061315324013e-01
-1.240448089617923522e+00,3.336659482856745851e-01,3.145403234493706623e-01
-1.239247849569913962e+00,3.339859627089079575e-01,3.415655093460542857e-01
-1.238047609521904402e+00,3.343050145105228577e-01,3.427747286325212306e-01
-1.236847369473894842e+00,3.346230930116972369e-01,3.350598720326697921e-01
-1.235647129425885282e+00,3.349401875438651199e-01,3.365844169553460774e-01
-1.234446889377875500e+00,3.352562874492333034e-01,3.514627983062657557e-01
-1.233246649329865940e+00,3.355713820812985526e-01,3.247404358024785220e-01
-1.232046409281856381e+00,3.358854608053656321e-01,3.267538942425133874e-01
-1.230846169233846821e+00,3.361985129990654464e-01,3.252604500599109438e-01
-1.229645929185837261e+00,3.365105280528739584e-01,3.322632263403185182e-01
-1.228445689137827479e+00,3.368214953706314407e-01,3.267099961605477443e-01
-1.227245449089817919e+00,3.371314043700617824e-01,3.375018891419511724e-01
-1.226045209041808359e+00,3.374402444832925729e-01,3.309328764233017139e-01
-1.224844968993798799e+00,3.377480051573753528e-01,3.232565139608216120e-01
-1.223644728945789240e+00,3.380546758548059749e-01,3.225528984930586263e-01
-1.222444488897779458e+00,3.383602460540457435e-01,3.504768171228600515e-01
-1.221244248849769898e+00,3.386647052500415533e-01,3.379759170705061155e-01
-1.220044008801760338e+00,3.389680429547478613e-01,3.366946647114021918e-01
-1.218843768753750778e+00,3.392702486976474363e-01,3.395359445516775709e-01
-1.217643528705741218e+00,3.395713120262727758e-01,3.387476908678312970e-01
-1.216443288657731436e+00,3.398712225067277437e-01,3.474323518625513918e-01
-1.215243048609721876e+00,3.401699697242083209e-01,3.457925600061606541e-01
-1.214042808561712317e+00,3.404675432835249094e-01,3.345704658199862291e-01
-1.212842568513702757e+00,3.407639328096232489e-01,3.325286622374904466e-01
-1.211642328465693197e+00,3.410591279481053895e-01,3.301919200624944262e-01
-1.210442088417683637e+00,3.413531183657513290e-01,3.288418054036355009e-01
-1.209241848369673855e+00,3.416458937510401528e-01,3.556673501517436109e-01
-1.208041608321664295e+00,3.419374438146698392e-01,3.327720514680256869e-01
-1.206841368273654735e+00,3.422277582900790094e-01,3.220373003546625479e-01
-1.205641128225645176e+00,3.425168269339667892e-01,3.340819823153914903e-01
-1.204440888177635616e+00,3.428046395268125601e-01,3.349210225836956600e-01
-1.203240648129625834e+00,3.430911858733959319e-01,3.463897020149939165e-01
-1.202040408081616274e+00,3.433764558033158831e-01,3.345166299454621073e-01
-1.200840168033606714e+00,3.436604391715098461e-01,3.490079698418765419e-01
-1.199639927985597154e+00,3.439431258587717921e-01,3.478283956047873438e-01
-1.198439687937587594e+00,3.442245057722705948e-01,3.568928009526201595e-01
-1.197239447889577812e+00,3.445045688460670608e-01,3.661744996368023197e-01
-1.196039207841568253e+00,3.447833050416311274e-01,3.732723462929404268e-01
-1.194838967793558693e+00,3.450607043483576719e-01,3.585690507771853164e-01
-1.193638727745549133e+00,3.453367567840828212e-01,3.337397535713165775e-01
-1.192438487697539573e+00,3.456114523955982065e-01,3.415694584655828980e-01
-1.191238247649529791e+00,3.458847812591657744e-01,3.483612426892788161e-01
-1.190038007601520231e+00,3.461567334810308205e-01,3.668380085209939634e-01
-1.188837767553510671e+00,3.464272991979351346e-01,3.531935025239069104e-01
-1.187637527505501112e+00,3.466964685776287025e-01,3.587301926236565741e-01
-1.186437287457491552e+00,3.469642318193806863e-01,3.452247130032626843e-01
-1.185237047409481992e+00,3.472305791544898490e-01,3.531334241175965172e-01
-1.184036807361472210e+00,3.474955008467935369e-01,3.546774234064958287e-01
-1.182836567313462650e+00,3.477589871931759946e-01,3.431959022385450697e-01
-1.181636327265453090e+00,3.480210285240757928e-01,3.557943081606192992e-01
-1.180436087217443530e+00,3.482816152039919233e-01,3.589897211412545475e-01
-1.179235847169433971e+00,3.485407376319890060e-01,3.469570802844308410e-01
-1.178035607121424189e+00,3.487983862422010528e-01,3.589798515833892978e-01
-1.176835367073414629e+00,3.490545515043349534e-01,3.655340986075360510e-01
-1.175635127025405069e+00,3.493092239241715191e-01,3.499722233089396228e-01
-1.174434886977395509e+00,3.495623940440663602e-01,3.495656158218335974e-01
-1.173234646929385949e+00,3.498140524434492082e-01,3.467178794931848329e-01
-1.172034406881376167e+00,3.500641897393212965e-01,3.438710951690615580e-01
-1.170834166833366607e+00,3.503127965867524618e-01,3.518743080532091838e-01
-1.169633926785357048e+00,3.505598636793761380e-01,3.464415951611044542e-01
-1.168433686737347488e+00,3.508053817498831828e-01,3.476855751658799454e-01
-1.167233446689337928e+00,3.510493415705143727e-01,3.433144288289111112e-01
-1.166033206641328368e+00,3.512917339535510663e-01,3.359312529539746350e-01
-1.164832966593318586e+00,3.515325497518047015e-01,3.421601088345416208e-01
-1.163632726545309026e+00,3.517717798591046829e-01,3.550617541586754689e-01
-1.162432486497299466e+00,3.520094152107844931e-01,3.401780314715162623e-01
-1.161232246449289907e+00,3.522454467841662495e-01,3.457657078484600577e-01
-1.160032006401280347e+00,3.524798655990438734e-01,3.689014668685446363e-01
-1.158831766353270565e+00,3.527126627181642604e-01,3.639778203629361886e-01
-1.157631526305261005e+00,3.529438292477063976e-01,3.460096687240600821e-01
-1.156431286257251445e+00,3.531733563377597029e-01,3.592071506055127816e-01
-1.155231046209241885e+00,3.534012351827997001e-01,3.468983757377282484e-01
-1.154030806161232325e+00,3.536274570221621394e-01,3.699033486881370680e-01
-1.152830566113222543e+00,3.538520131405150648e-01,3.479950761871394849e-01
-1.151630326065212984e+00,3.540748948683294373e-01,3.548920618719382802e-01
-1.150430086017203424e+00,3.542960935823472046e-01,3.681441797448445907e-01
-1.149229845969193864e+00,3.545156007060479286e-01,3.462368331111849162e-01
-1.148029605921184304e+00,3.547334077101128580e-01,3.677787497864993815e-01
-1.146829365873174522e+00,3.549495061128876694e-01,3.467749927171732693e-01
-1.145629125825164962e+00,3.551638874808422663e-01,3.575458449295458863e-01
-1.144428885777155402e+00,3.553765434290292458e-01,3.524203965005732186e-01
-1.143228645729145843e+00,3.555874656215393670e-01,3.547024152555038334e-01
-1.142028405681136283e+00,3.557966457719559661e-01,3.573975487722446109e-01
-1.140828165633126723e+00,3.560040756438059284e-01,3.552606317232208655e-01
-1.139627925585116941e+00,3.562097470510092734e-01,3.460364129597732208e-01
-1.138427685537107381e+00,3.564136518583258528e-01,3.650794500924112174e-01
-1.137227445489097821e+00,3.566157819818004393e-01,3.638211752712882108e-01
-1.136027205441088261e+00,3.568161293892045949e-01,3.697144946315359948e-01
-1.134826965393078702e+00,3.570146861004767080e-01,3.708641676687696176e-01
-1.133626725345068920e+00,3.572114441881595326e-01,3.437717659254074798e-01
-1.132426485297059360e+00,3.574063957778350620e-01,3.702615086433207470e-01
-1.131226245249049800e+00,3.575995330485572388e-01,3.705768797863622233e-01
-1.130026005201040240e+00,3.577908482332815554e-01,3.524684162977055890e-01
-1.128825765153030680e+00,3.579803336192928231e-01,3.683543796779925050e-01
-1.127625525105020898e+00,3.581679815486299434e-01,3.728502932645844092e-01
-1.126425285057011338e+00,3.583537844185078480e-01,3.529654293834540435e-01
-1.125225045009001779e+00,3.585377346817372191e-01,3.447501411895027013e-01
-1.124024804960992219e+00,3.587198248471413775e-01,3.551244595850412966e-01
-1.122824564912982659e+00,3.589000474799702856e-01,3.868271181240937606e-01
-1.121624324864973099e+00,3.590783952023117731e-01,3.614409997303147382e-01
-1.120424084816963317e+00,3.592548606935006550e-01,3.471127661760559646e-01
-1.119223844768953757e+00,3.594294366905234628e-01,3.568999639664534596e-01
-1.118023604720944197e+00,3.596021159884225105e-01,3.496615938424559866e-01
-1.116823364672934638e+00,3.597728914406949086e-01,3.557800854825279857e-01
-1.115623124624925078e+00,3.599417559596905791e-01,3.608931971452589149e-01
-1.114422884576915296e+00,3.601087025170053302e-01,3.344927324675866509e-01
-1.113222644528905736e+00,3.602737241438731530e-01,3.638777319586670167e-01
-1.112022404480896176e+00,3.604368139315535791e-01,3.745835103018678724e-01
-1.110822164432886616e+00,3.605979650317171492e-01,3.586242769782521100e-01
-1.109621924384877056e+00,3.607571706568273862e-01,3.569302214277776941e-01
-1.108421684336867274e+00,3.609144240805199910e-01,3.718503285396683178e-01
-1.107221444288857715e+00,3.610697186379783208e-01,3.484033323773835789e-01
-1.106021204240848155e+00,3.612230477263065342e-01,3.487641459152208134e-01
-1.104820964192838595e+00,3.613744048048984636e-01,3.474690441779332284e-01
-1.103620724144829035e+00,3.615237833958047653e-01,3.599500038271482016e-01
-1.102420484096819253e+00,3.616711770840951301e-01,3.656114468602671419e-01
-1.101220244048809693e+00,3.618165795182186617e-01,3.609108500776199713e-01
-1.100020004000800133e+00,3.619599844103601471e-01,3.674577466433410766e-01
-1.098819763952790574e+00,3.621013855367932743e-01,3.704088575364177793e-01
-1.097619523904781014e+00,3.622407767382301857e-01,3.672066294109453399e-01
-1.096419283856771454e+00,3.623781519201684231e-01,3.542916138547558269e-01
-1.095219043808761672e+00,3.625135050532335423e-01,3.598326281618702271e-01
-1.094018803760752112e+00,3.626468301735189526e-01,3.751293021256232318e-01
-1.092818563712742552e+00,3.627781213829217588e-01,3.523112554506854788e-01
-1.091618323664732992e+00,3.629073728494756068e-01,3.603731358046162181e-01
-1.090418083616723433e+00,3.630345788076799751e-01,3.588618406710316622e-01
-1.089217843568713651e+00,3.631597335588252484e-01,3.613588469692153859e-01
-1.088017603520704091e+00,3.632828314713152373e-01,3.525261465539960559e-01
-1.086817363472694531e+00,3.634038669809854238e-01,3.499105319551122917e-01
-1.085617123424684971e+00,3.635228345914178760e-01,3.890824743889127468e-01
-1.084416883376675411e+00,3.636397288742521661e-01,3.730987397251288584e-01
-1.083216643328665629e+00,3.637545444694931795e-01,3.566283721197194279e-01
-1.082016403280656069e+00,3.638672760858146504e-01,3.632776263213997603e-01
-1.080816163232646510e+00,3.639779185008594764e-01,3.707450036537924265e-01
-1.079615923184636950e+00,3.640864665615362039e-01,3.606498567727193794e-01
-1.078415683136627390e+00,3.641929151843111834e-01,3.703581508438431036e-01
-1.077215443088617608e+00,3.642972593554978378e-01,3.581444124223963632e-01
-1.076015203040608048e+00,3.643994941315414904e-01,3.608142026333440722e-01
-1.074814962992598488e+00,3.644996146393004732e-01,3.636519270808865056e-01
-1.073614722944588928e+00,3.645976160763237384e-01,3.600226609687528501e-01
-1.072414482896579369e+00,3.646934937111240282e-01,3.401652688048822371e-01
-1.071214242848569809e+00,3.647872428834475489e-01,3.649987637237457339e-01
-1.070014002800560027e+00,3.648788590045395908e-01,3.674950791618227797e-01
-1.068813762752550467e+00,3.649683375574063193e-01,3.697303022423558683e-01
-1.067613522704540907e+00,3.650556740970724579e-01,3.551158240140889211e-01
-1.066413282656531347e+00,3.651408642508351399e-01,3.685833379067955939e-01
-1.065213042608521787e+00,3.652239037185133208e-01,3.673809095874155384e-01
-1.064012802560512005e+00,3.653047882726943030e-01,3.476166095586284421e-01
-1.062812562512502446e+00,3.653835137589744875e-01,3.433641607043819155e-01
-1.061612322464492886e+00,3.654600760961977945e-01,3.702247819425572573e-01
-1.060412082416483326e+00,3.655344712766889215e-01,3.559926179149997538e-01
-1.059211842368473766e+00,3.656066953664825481e-01,3.756287586449145177e-01
-1.058011602320463984e+00,3.656767445055493782e-01,3.870804574688580524e-01
-1.056811362272454424e+00,3.657446149080166853e-01,3.599173458483561072e-01
-1.055611122224444864e+00,3.658103028623860276e-01,3.589163552982796435e-01
-1.054410882176435305e+00,3.658738047317454667e-01,3.657568434809029267e-01
-1.053210642128425745e+00,3.659351169539789006e-01,3.726825837228326388e-01
-1.052010402080416185e+00,3.659942360419701779e-01,3.546362439058721727e-01
-1.050810162032406403e+00,3.660511585838037707e-01,3.785058752098883761e-01
-1.049609921984396843e+00,3.661058812429605069e-01,3.760180970190896144e-01
-1.048409681936387283e+00,3.661584007585095280e-01,3.727694655419266923e-01
-1.047209441888377723e+00,3.662087139452960827e-01,3.608103041430593683e-01
-1.046009201840368164e+00,3.662568176941243259e-01,3.754198386525645637e-01
-1.044808961792358382e+00,3.663027089719367302e-01,3.748748375722415482e-01
-1.043608721744348822e+00,3.663463848219886132e-01,3.543366758391391369e-01
-1.042408481696339262e+00,3.663878423640183346e-01,3.872896853574372411e-01
-1.041208241648329702e+00,3.664270787944137742e-01,3.634218054671007336e-01
-1.040008001600320142e+00,3.664640913863733696e-01,3.701559511285297255e-01
-1.038807761552310360e+00,3.664988774900639901e-01,3.612573231236700377e-01
-1.037607521504300800e+00,3.665314345327734813e-01,3.703804022481352876e-01
-1.036407281456291241e+00,3.665617600190592684e-01,3.781625841949807221e-01
-1.035207041408281681e+00,3.665898515308929628e-01,3.585161649509974735e-01
-1.034006801360272121e+00,3.666157067277993620e-01,3.500614480515076843e-01
-1.032806561312262339e+00,3.666393233469921742e-01,3.621394684806418240e-01
-1.031606321264252779e+00,3.666606992035048584e-01,3.536002390742283286e-01
-1.030406081216243219e+00,3.666798321903171898e-01,3.590941049179047218e-01
-1.029205841168233659e+00,3.666967202784767732e-01,3.654318902261711188e-01
-1.028005601120224100e+00,3.667113615172171159e-01,3.660697874906844729e-01
-1.026805361072214540e+00,3.667237540340703150e-01,3.796310436643224873e-01
-1.025605121024204758e+00,3.667338960349758592e-01,3.565859125234898119e-01
-1.024404880976195198e+00,3.667417858043842127e-01,3.702688698396598421e-01
-1.023204640928185638e+00,3.667474217053569019e-01,3.616717471764946401e-01
-1.022004400880176078e+00,3.667508021796617168e-01,3.804013725314412397e-01
-1.020804160832166518e+00,3.667519257478623063e-01,3.920289107045372701e-01
-1.019603920784156736e+00,3.667507910094054413e-01,3.697851883677572560e-01
-1.018403680736147177e+00,3.667473966427013954e-01,3.834893071572022527e-01
-1.017203440688137617e+00,3.667417414052016600e-01,3.614396854908112910e-01
-1.016003200640128057e+00,3.667338241334711646e-01,3.507397590455500480e-01
-1.014802960592118497e+00,3.667236437432557783e-01,3.540196585832607878e-01
-1.013602720544108715e+00,3.667111992295462031e-01,3.509202998548776598e-01
-1.012402480496099155e+00,3.666964896666364826e-01,3.571489964456290855e-01
-1.011202240448089595e+00,3.666795142081777370e-01,3.642773271660454948e-01
-1.010002000400080036e+00,3.666602720872286225e-01,3.781613065395074691e-01
-1.008801760352070476e+00,3.666387626162997959e-01,3.736373537392617128e-01
-1.007601520304060916e+00,3.666149851873945487e-01,3.712526235965883381e-01
-1.006401280256051134e+00,3.665889392720447226e-01,3.623515785737065897e-01
-1.005201040208041574e+00,3.665606244213420739e-01,3.593415012191288338e-01
-1.004000800160032014e+00,3.665300402659649182e-01,3.668626868224268978e-01
-1.002800560112022454e+00,3.664971865162001130e-01,3.678738538192498631e-01
-1.001600320064012895e+00,3.664620629619610437e-01,3.690241750556328415e-01
-1.000400080016003113e+00,3.664246694728001685e-01,3.701401507145845593e-01
-9.991998399679937748e-01,3.663850059979179008e-01,3.652088664765251735e-01
-9.979995999199839929e-01,3.663430725661654952e-01,3.470965096108434844e-01
-9.967993598719742110e-01,3.662988692860453810e-01,3.551464789750050643e-01
-9.955991198239648732e-01,3.662523963457049447e-01,3.579962529739818544e-01
-9.943988797759550913e-01,3.662036540129265383e-01,3.831709810659100768e-01
-9.931986397279457535e-01,3.661526426351137675e-01,3.618799179173843861e-01
-9.919983996799359716e-01,3.660993626392711198e-01,3.728497039365156196e-01
-9.907981596319261897e-01,3.660438145319810377e-01,3.806861992977299547e-01
-9.895979195839168518e-01,3.659859988993754421e-01,3.693196354093971068e-01
-9.883976795359070699e-01,3.659259164071025916e-01,3.619980007606569683e-01
-9.871974394878977321e-01,3.658635678002896685e-01,3.629313577164273164e-01
-9.859971994398879502e-01,3.657989539035007009e-01,3.555750270446280670e-01
-9.847969593918781683e-01,3.657320756206900447e-01,3.687974645624496617e-01
-9.835967193438688305e-01,3.656629339351509800e-01,3.769436319206227459e-01
-9.823964792958590486e-01,3.655915299094598669e-01,3.712896440238196982e-01
-9.811962392478497108e-01,3.655178646854160274e-01,3.732310363600397918e-01
-9.799959991998399289e-01,3.654419394839766300e-01,3.726187489976775513e-01
-9.787957591518301470e-01,3.653637556051873569e-01,3.854039862664458971e-01
-9.775955191038208092e-01,3.652833144281083522e-01,3.589451833889683030e-01
-9.763952790558110273e-01,3.652006174107355063e-01,3.667758559358070825e-01
-9.751950390078016895e-01,3.651156660899176343e-01,3.721704264626838898e-01
-9.739947989597919076e-01,3.650284620812687675e-01,3.775011252419512853e-01
-9.727945589117825698e-01,3.649390070790760054e-01,3.406625827500310844e-01
-9.715943188637727879e-01,3.648473028562027043e-01,3.596238868510373554e-01
-9.703940788157630060e-01,3.647533512639877240e-01,3.626684145495994716e-01
-9.691938387677536682e-01,3.646571542321394022e-01,3.543629510772758895e-01
-9.679935987197438862e-01,3.645587137686256973e-01,3.730300570566881802e-01
-9.667933586717345484e-01,3.644580319595592810e-01,3.666479271223685443e-01
-9.655931186237247665e-01,3.643551109690786882e-01,3.603906146426701373e-01
-9.643928785757149846e-01,3.642499530392248608e-01,3.479087480826279499e-01
-9.631926385277056468e-01,3.641425604898128054e-01,3.509048372498462798e-01
-9.619923984796958649e-01,3.640329357182993664e-01,3.541795886087726331e-01
-9.607921584316865271e-01,3.639210811996465011e-01,3.684692015233677065e-01
-9.595919183836767452e-01,3.638069994861795609e-01,3.516143904452527225e-01
-9.583916783356669633e-01,3.636906932074422949e-01,3.429964145821147725e-01
-9.571914382876576255e-01,3.635721650700460272e-01,3.490469898835413254e-01
-9.559911982396478436e-01,3.634514178575156129e-01,3.575317955659645386e-01
-9.547909581916385058e-01,3.633284544301303987e-01,3.800612102967164674e-01
-9.535907181436287239e-01,3.632032777247612976e-01,3.882225824143555881e-01
-9.523904780956189420e-01,3.630758907547029235e-01,3.582621020474650031e-01
-9.511902380476096042e-01,3.629462966095020615e-01,3.723848803785189676e-01
-9.499899979995998223e-01,3.628144984547810314e-01,3.768266083034460534e-01
-9.487897579515904845e-01,3.626804995320576097e-01,3.755259194571040071e-01
-9.475895179035807026e-01,3.625443031585597886e-01,3.613764463778993963e-01
-9.463892778555709207e-01,3.624059127270372604e-01,3.493851197193522662e-01
-9.451890378075615828e-01,3.622653317055678501e-01,3.573822881175777177e-01
-9.439887977595518009e-01,3.621225636373597290e-01,3.435027399371243795e-01
-9.427885577115424631e-01,3.619776121405497982e-01,3.643639690105964224e-01
-9.415883176635326812e-01,3.618304809079980200e-01,3.696054208386921891e-01
-9.403880776155228993e-01,3.616811737070764754e-01,3.427512689956695446e-01
-9.391878375675135615e-01,3.615296943794557016e-01,3.610115021404934343e-01
-9.379875975195037796e-01,3.613760468408855897e-01,3.642996036963198070e-01
-9.367873574714944418e-01,3.612202350809733398e-01,3.737134439640258932e-01
-9.355871174234846599e-01,3.610622631629558654e-01,3.748484943245925516e-01
-9.343868773754748780e-01,3.609021352234693669e-01,3.689148746360420006e-01
-9.331866373274655402e-01,3.607398554723145745e-01,3.538725148016549915e-01
-9.319863972794557583e-01,3.605754281922168292e-01,3.568919515775534901e-01
-9.307861572314464205e-01,3.604088577385837211e-01,3.724517846632256490e-01
-9.295859171834366386e-01,3.602401485392575653e-01,3.541810830765339535e-01
-9.283856771354273008e-01,3.600693050942642692e-01,3.596468259676244283e-01
-9.271854370874175189e-01,3.598963319755583701e-01,3.755044373393629509e-01
-9.259851970394077370e-01,3.597212338267634646e-01,3.610000492149744722e-01
-9.247849569913983991e-01,3.595440153629094748e-01,3.457988621653406702e-01
-9.235847169433886172e-01,3.593646813701655285e-01,3.564087839945500602e-01
-9.223844768953792794e-01,3.591832367055690090e-01,3.655764563535199851e-01
-9.211842368473694975e-01,3.589996862967504976e-01,3.570963770789079561e-01
-9.199839967993597156e-01,3.588140351416556628e-01,3.704271558925630869e-01
-9.187837567513503778e-01,3.586262883082620423e-01,3.714463838934023432e-01
-9.175835167033405959e-01,3.584364509342932159e-01,3.519282714982631677e-01
-9.163832766553312581e-01,3.582445282269284270e-01,3.532079411799081137e-01
-9.151830366073214762e-01,3.580505254625083733e-01,3.570074595049281263e-01
-9.139827965593116943e-01,3.578544479862381666e-01,3.458368083436949014e-01
-9.127825565113023565e-01,3.576563012118854634e-01,3.614344843451716693e-01
-9.115823164632925746e-01,3.574560906214752087e-01,3.556538193890105282e-01
-9.103820764152832368e-01,3.572538217649813830e-01,3.651058568000830618e-01
-9.091818363672734549e-01,3.570495002600139189e-01,3.510484660073669438e-01
-9.079815963192636730e-01,3.568431317915031764e-01,3.480454649960440516e-01
-9.067813562712543352e-01,3.566347221113798094e-01,3.750125570962696275e-01
-9.055811162232445533e-01,3.564242770382516357e-01,3.476310157363484699e-01
-9.043808761752352154e-01,3.562118024570769537e-01,3.503555751483446445e-01
-9.031806361272254335e-01,3.559973043188339181e-01,3.486724283445374328e-01
-9.019803960792156516e-01,3.557807886401868069e-01,3.527345512342625611e-01
-9.007801560312063138e-01,3.555622615031487355e-01,3.464017987661476838e-01
-8.995799159831965319e-01,3.553417290547404850e-01,3.548918668381914054e-01
-8.983796759351871941e-01,3.551191975066469997e-01,3.480704339657318402e-01
-8.971794358871774122e-01,3.548946731348687766e-01,3.507259220032259428e-01
-8.959791958391676303e-01,3.546681622793718125e-01,3.582963421750471333e-01
-8.947789557911582925e-01,3.544396713437326651e-01,3.614554795716772295e-01
-8.935787157431485106e-01,3.542092067947810730e-01,3.588789042468983337e-01
-8.923784756951391728e-01,3.539767751622387992e-01,3.466161105094061612e-01
-8.911782356471293909e-01,3.537423830383554790e-01,3.577140270558805124e-01
-8.899779955991196090e-01,3.535060370775415794e-01,3.523014081513808904e-01
-8.887777555511102712e-01,3.532677439959971410e-01,3.522044910987329747e-01
