d,p_inf,p_inf_noisy
1.140574887430413753e+01,1.902565499833253071e-03,-1.666982816507285928e-02
1.142912260905170285e+01,1.909420109095116835e-03,-3.308849447505483182e-02
1.145254424345777089e+01,1.916298268649807568e-03,-8.395548120116011828e-03
1.147601387568283293e+01,1.923200054680052062e-03,6.454511494081354404e-03
1.149953160408854025e+01,1.930125543598282256e-03,2.117243788887838984e-02
1.152309752723811442e+01,1.937074812046968297e-03,-4.804700690389862756e-03
1.154671174389676658e+01,1.944047936898729567e-03,2.256308517746682257e-02
1.157037435303210060e+01,1.951044995258111037e-03,4.390875764878012302e-03
1.159408545381453948e+01,1.958066064461139177e-03,2.965271712966499260e-02
1.161784514561773030e+01,1.965111222076654229e-03,6.170951717881093587e-04
1.164165352801897058e+01,1.972180545906643268e-03,-1.114563421329069128e-03
1.166551070079962038e+01,1.979274113986906336e-03,1.666945773191902055e-02
1.168941676394551976e+01,1.986392004587833604e-03,-2.014908367678295079e-02
1.171337181764740620e+01,1.993534296214849455e-03,-1.935324213058499040e-02
1.173737596230134628e+01,2.000701067609411687e-03,1.947621540508347529e-02
1.176142929850913710e+01,2.007892397749455604e-03,3.604706196262281309e-02
1.178553192707874686e+01,2.015108365849727079e-03,-2.673666692663025091e-02
1.180968394902472340e+01,2.022349051363225847e-03,2.574364319135973023e-02
1.183388546556862764e+01,2.029614533980983460e-03,-2.628728640035220623e-02
1.185813657813944921e+01,2.036904893633395552e-03,-2.090571716647829717e-02
1.188243738837403640e+01,2.044220210490554912e-03,1.118360289870051066e-02
1.190678799811752420e+01,2.051560564963139655e-03,5.250048678628968513e-02
1.193118850942375531e+01,2.058926037702635270e-03,3.062386153545240339e-02
1.195563902455571181e+01,2.066316709602666890e-03,-4.883101839710277808e-03
1.198013964598593617e+01,2.073732661798888266e-03,1.655759087474757696e-02
1.200469047639698594e+01,2.081173975670536080e-03,3.962952384456859545e-02
1.202929161868182817e+01,2.088640732840318925e-03,2.895032181382312456e-02
1.205394317594429054e+01,2.096133015175416503e-03,-1.402914992237817848e-02
1.207864525149949486e+01,2.103650904788256781e-03,-2.017813241150766268e-02
1.210339794887428333e+01,2.111194484037182129e-03,-2.150749407590238013e-03
1.212820137180765734e+01,2.118763835526893402e-03,1.923052398218190809e-02
1.215305562425120556e+01,2.126359042109227104e-03,-1.935332065021409809e-02
1.217796081036955158e+01,2.133980186884043562e-03,-3.932334738454522360e-03
1.220291703454077492e+01,2.141627353199559991e-03,5.363310724531304349e-03
1.222792440135686398e+01,2.149300624653460723e-03,6.017443662498531652e-03
1.225298301562413883e+01,2.157000085093230268e-03,1.680971935919645111e-02
1.227809298236370417e+01,2.164725818616930475e-03,-2.021992228245986234e-02
1.230325440681188454e+01,2.172477909573977684e-03,1.064492437837378722e-02
1.232846739442065953e+01,2.180256442565919883e-03,9.644572349667462213e-03
1.235373205085811499e+01,2.188061502446658757e-03,9.744401864019770418e-03
1.237904848200888175e+01,2.195893174324003994e-03,-6.877808676827789139e-03
1.240441679397457619e+01,2.203751543559229198e-03,1.750440272679339854e-02
1.242983709307425322e+01,2.211636695768959271e-03,-2.105409727255430977e-02
1.245530948584483966e+01,2.219548716825059387e-03,9.356104665605484427e-03
1.248083407904159614e+01,2.227487692855523171e-03,-6.899024937987994696e-03
1.250641097963854875e+01,2.235453710245582926e-03,1.026851305443027447e-02
1.253204029482895088e+01,2.243446855637598603e-03,-2.034923081429265701e-02
1.255772213202572196e+01,2.251467215932723143e-03,3.333818714955361084e-02
1.258345659886190404e+01,2.259514878290902473e-03,2.793743667234799971e-02
1.260924380319110938e+01,2.267589930131763687e-03,-4.740863330056156559e-03
1.263508385308797877e+01,2.275692459135392198e-03,2.255944149691334333e-02
1.266097685684862206e+01,2.283822553243441966e-03,3.476639830216060947e-03
1.268692292299108715e+01,2.291980300658913450e-03,-2.575175092497710566e-02
1.271292216025580402e+01,2.300165789847818942e-03,-1.225219469110002020e-02
1.273897467760604130e+01,2.308379109539404617e-03,1.857736535995459411e-03
1.276508058422836989e+01,2.316620348726705636e-03,9.608735160868228653e-03
1.279123998953311236e+01,2.324889596667989444e-03,-2.558131180469984389e-02
1.281745300315481018e+01,2.333186942886755766e-03,-3.644725173668979072e-03
1.284371973495267305e+01,2.341512477172735807e-03,-1.668396676849141086e-02
1.287004029501104796e+01,2.349866289582780432e-03,8.594457592145674299e-03
1.289641479363987209e+01,2.358248470441193234e-03,9.501748241915393065e-03
1.292284334137514890e+01,2.366659110341173822e-03,4.520255584070796001e-03
1.294932604897939399e+01,2.375098300144595775e-03,-3.510179135033697322e-03
1.297586302744211117e+01,2.383566130983449938e-03,8.031438303024166642e-03
1.300245438798025788e+01,2.392062694260399525e-03,1.638373914921199825e-02
1.302910024203869988e+01,2.400588081649557282e-03,8.374315697597702057e-03
1.305580070129069625e+01,2.409142385096929573e-03,3.685451935597662022e-03
1.308255587763834882e+01,2.417725696821526604e-03,-1.911634241769597647e-02
1.310936588321308349e+01,2.426338109316139580e-03,2.662568578659175664e-02
1.313623083037611572e+01,2.434979715347673768e-03,-1.093372756347761945e-02
1.316315083171892475e+01,2.443650607958369747e-03,2.570206576957351566e-02
1.319012600006371727e+01,2.452350880466247496e-03,1.600025217180444520e-02
1.321715644846391058e+01,2.461080626465772525e-03,-2.333290992483418036e-02
1.324424229020460331e+01,2.469839939829077125e-03,1.753909422568751542e-02
1.327138363880304084e+01,2.478628914706404451e-03,7.515796252523311224e-03
1.329858060800910557e+01,2.487447645526663642e-03,1.522985703135153884e-02
1.332583331180578412e+01,2.496296226998651058e-03,-2.495717676943391694e-03
1.335314186440965045e+01,2.505174754111494373e-03,-1.167994057877161547e-02
1.338050638027132955e+01,2.514083322135651777e-03,2.043508197794453429e-03
1.340792697407601786e+01,2.523022026623022995e-03,6.384149864519742673e-05
1.343540376074390785e+01,2.531990963408947692e-03,1.260153635031850509e-02
1.346293685543070673e+01,2.540990228611761381e-03,1.096170180755113611e-02
1.349052637352811068e+01,2.550019918634238714e-03,-1.163935643635904613e-03
1.351817243066428453e+01,2.559080130164148592e-03,7.249442795297771254e-03
1.354587514270435555e+01,2.568170960175142348e-03,1.938527243518624755e-03
1.357363462575088420e+01,2.577292505927197830e-03,9.715184411815371707e-03
1.360145099614436326e+01,2.586444864968173718e-03,7.861052624063634420e-03
1.362932437046370460e+01,2.595628135133476455e-03,1.931110526123317947e-02
1.365725486552672052e+01,2.604842414547725582e-03,-2.751216544223886520e-02
1.368524259839061763e+01,2.614087801625530894e-03,1.395128757730080757e-03
1.371328768635248707e+01,2.623364395071381416e-03,9.768248290872666439e-03
1.374139024694980016e+01,2.632672293881754833e-03,-5.904259414268744552e-03
1.376955039796088975e+01,2.642011597344562368e-03,6.593473338741352718e-02
1.379776825740546009e+01,2.651382405041036172e-03,-2.462232487526294991e-02
1.382604394354506283e+01,2.660784816845729317e-03,-2.342822617025965004e-02
1.385437757488361221e+01,2.670218932928181133e-03,4.419114846630314147e-02
1.388276927016786466e+01,2.679684853752584139e-03,1.572727335990033518e-02
1.391121914838792506e+01,2.689182680079449383e-03,4.001562850105670061e-03
1.393972732877774767e+01,2.698712512966383592e-03,-9.306295681548963986e-03
1.396829393081562642e+01,2.708274453768200196e-03,4.348046814158045698e-02
1.399691907422470649e+01,2.717868604138473643e-03,-1.108227601157510921e-02
1.402560287897347813e+01,2.727495066029983484e-03,-1.870928100685461185e-02
1.405434546527628470e+01,2.737153941695602555e-03,2.590883226511817537e-03
1.408314695359381830e+01,2.746845333689185154e-03,1.793505534194601153e-02
1.411200746463364020e+01,2.756569344866122151e-03,4.684421102632911095e-03
1.414092711935066760e+01,2.766326078384229170e-03,1.866566911306440438e-02
1.416990603894769585e+01,2.776115637705189876e-03,-1.574009318266349905e-02
1.419894434487589763e+01,2.785938126594111885e-03,-3.886198634941408041e-03
1.422804215883533629e+01,2.795793649121636193e-03,7.543618593977144578e-03
1.425719960277547216e+01,2.805682309664048191e-03,5.601985924558600116e-03
1.428641679889567762e+01,2.815604212904165848e-03,-2.354834734438041033e-02
1.431569386964574875e+01,2.825559463832116869e-03,-1.801551241937300943e-02
1.434503093772641513e+01,2.835548167746781978e-03,-2.910981049392101505e-03
1.437442812608985676e+01,2.845570430255794925e-03,-1.450409581722739844e-02
1.440388555794021919e+01,2.855626357276652705e-03,-1.071751338042311458e-02
1.443340335673413044e+01,2.865716055037714760e-03,3.731842253694588746e-02
1.446298164618121440e+01,2.875839630079091158e-03,1.175277666890275213e-02
1.449262055024461482e+01,2.885997189253197703e-03,-1.467082475607557265e-02
1.452232019314151223e+01,2.896188839725644115e-03,-1.956274675282103359e-02
1.455208069934364623e+01,2.906414688976344252e-03,5.475405122173163802e-02
1.458190219357783057e+01,2.916674844800182242e-03,3.580867112862088503e-02
1.461178480082648612e+01,2.926969415307456579e-03,-4.805118118004028140e-03
1.464172864632815774e+01,2.937298508925656471e-03,1.135042619450256666e-03
1.467173385557804011e+01,2.947662234399461845e-03,8.327141405687604747e-03
1.470180055432850352e+01,2.958060700791853570e-03,1.087454182100145925e-02
1.473192886858962680e+01,2.968494017485334702e-03,2.079166120185723179e-02
1.476211892462971420e+01,2.978962294182041504e-03,1.845833573959690605e-03
1.479237084897583543e+01,2.989465640905297761e-03,8.571345272160638823e-03
1.482268476841434968e+01,3.000004168000169891e-03,3.548829763714904384e-02
1.485306080999143852e+01,3.010577986134355122e-03,4.202317322424269259e-04
1.488349910101363704e+01,3.021187206298847627e-03,-1.450680123301044400e-02
1.491399976904837388e+01,3.031831939809270793e-03,1.904689782704742807e-03
1.494456294192448809e+01,3.042512298306432328e-03,1.686995590757436186e-02
1.497518874773280118e+01,3.053228393756879377e-03,1.446452131380181541e-02
1.500587731482661091e+01,3.063980338454563856e-03,-1.212426160686665144e-02
1.503662877182225444e+01,3.074768245020953472e-03,-2.168758104597548128e-02
1.506744324759963938e+01,3.085592226406475014e-03,-2.001359397739411149e-03
1.509832087130278921e+01,3.096452395890958442e-03,2.063333084451585489e-02
1.512926177234037972e+01,3.107348867084636090e-03,-1.775956799296247654e-04
1.516026608038628432e+01,3.118281753929141864e-03,2.715040786250409732e-02
1.519133392538011762e+01,3.129251170698399420e-03,-1.267221957440896329e-02
1.522246543752777370e+01,3.140257231999288301e-03,3.039238439848160681e-02
1.525366074730198207e+01,3.151300052772865179e-03,7.624900296997700298e-03
1.528491998544284769e+01,3.162379748294807946e-03,-2.006472314915051791e-02
1.531624328295839987e+01,3.173496434176525938e-03,2.669055534992343433e-03
1.534763077112514118e+01,3.184650226366492198e-03,2.106189299227892095e-02
1.537908258148859986e+01,3.195841241150132461e-03,6.619233335109015598e-03
1.541059884586388051e+01,3.207069595151823549e-03,-1.939469204220421739e-02
1.544217969633621124e+01,3.218335405334893373e-03,-1.297914382707444567e-02
1.547382526526150492e+01,3.229638789002953203e-03,-1.652165686627025259e-02
1.550553568526691350e+01,3.240979863801007888e-03,7.678539648139775207e-03
1.553731108925137505e+01,3.252358747715788923e-03,3.933433545195520048e-02
1.556915161038618045e+01,3.263775559076975696e-03,-6.144387419774124601e-03
1.560105738211552762e+01,3.275230416558305713e-03,1.484302398589163255e-02
1.563302853815707749e+01,3.286723439177907657e-03,1.335277801278603703e-02
1.566506521250252071e+01,3.298254746299966733e-03,-2.723966703867446160e-02
1.569716753941813892e+01,3.309824457634835682e-03,1.259270830205654491e-03
1.572933565344535900e+01,3.321432693240700118e-03,-1.038408118557761391e-02
1.576156968940132508e+01,3.333079573523800576e-03,-3.606489860902532818e-02
1.579386978237946515e+01,3.344765219239764775e-03,1.820619731266994584e-02
1.582623606775004710e+01,3.356489751494717844e-03,2.123779946866199628e-02
1.585866868116075601e+01,3.368253291745615385e-03,-3.972875436894101470e-03
1.589116775853725905e+01,3.380055961801464726e-03,6.258370474048257324e-03
1.592373343608377390e+01,3.391897883824546156e-03,-4.690922265224309676e-03
1.595636585028364074e+01,3.403779180330857024e-03,-4.718189420783005031e-04
1.598906513789989425e+01,3.415699974191332977e-03,-1.055700092254864032e-02
1.602183143597583737e+01,3.427660388632403077e-03,5.579352320933733678e-02
1.605466488183561680e+01,3.439660547237655130e-03,1.707885034367154220e-02
1.608756561308479149e+01,3.451700573947946715e-03,-8.537863657106924131e-03
1.612053376761092238e+01,3.463780593062959490e-03,1.146277157451400415e-02
1.615356948358413547e+01,3.475900729241754306e-03,1.244510933523113212e-02
1.618667289945771159e+01,3.488061107503881431e-03,2.235761920825899904e-02
1.621984415396866197e+01,3.500261853230157705e-03,1.113644342914574606e-02
1.625308338613831083e+01,3.512503092163998808e-03,-1.570520345830019732e-02
1.628639073527287806e+01,3.524784950411863349e-03,2.250934147848215015e-03
1.631976634096406542e+01,3.537107554444696156e-03,8.272714524426230329e-03
1.635321034308963561e+01,3.549471031098372364e-03,-4.887337030910552174e-03
1.638672288181400205e+01,3.561875507575140709e-03,-1.748523469991520619e-03
1.642030409758881859e+01,3.574321111443956589e-03,6.964319197967821021e-03
1.645395413115356575e+01,3.586807970642258425e-03,2.495908198528006688e-02
1.648767312353613690e+01,3.599336213476300728e-03,4.441284044759300637e-02
1.652146121605343865e+01,3.611905968622042273e-03,1.049400133772906973e-02
1.655531855031196997e+01,3.624517365126811441e-03,5.252686343500376914e-03
1.658924526820843681e+01,3.637170532409528256e-03,-5.377424800277371547e-02
1.662324151193031696e+01,3.649865600262036658e-03,-2.751584071238013032e-02
1.665730742395648178e+01,3.662602698849881655e-03,5.546397202797163223e-02
1.669144314705777177e+01,3.675381958713641595e-03,1.487563871867187727e-02
1.672564882429763600e+01,3.688203510769372251e-03,1.489956818404966805e-04
1.675992459903267573e+01,3.701067486309939092e-03,7.274494717953630674e-02
1.679427061491327322e+01,3.713974017006016481e-03,9.882168410502626885e-03
1.682868701588420635e+01,3.726923234906753812e-03,1.905133214946751891e-02
1.686317394618522769e+01,3.739915272441107774e-03,-2.846060930543452966e-02
1.689773155035168273e+01,3.752950262418397465e-03,3.097969302433422820e-02
1.693235997321511022e+01,3.766028338030080747e-03,-1.096007969784684039e-02
1.696705935990385683e+01,3.779149632849643226e-03,-1.420763464954851243e-02
1.700182985584367401e+01,3.792314280834374607e-03,2.549091361931495742e-02
1.703667160675833969e+01,3.805522416326256874e-03,3.717492402685790287e-02
1.707158475867025516e+01,3.818774174052519399e-03,-3.573080103677159051e-03
1.710656945790107031e+01,3.832069689127082235e-03,8.070932075409938122e-03
1.714162585107228765e+01,3.845409097051555314e-03,-9.308969744926452392e-03
1.717675408510588397e+01,3.858792533715793560e-03,1.160935270889265538e-03
1.721195430722491793e+01,3.872220135399562224e-03,1.798476651442793006e-02
1.724722666495415169e+01,3.885692038772536883e-03,2.762900343962834335e-02
1.728257130612067627e+01,3.899208380896523884e-03,-1.801589543566434887e-02
1.731798837885451903e+01,3.912769299225460351e-03,3.479192496150941560e-02
1.735347803158926183e+01,3.926374931607079510e-03,6.690760642327162402e-03
1.738904041306268411e+01,3.940025416283465809e-03,2.172557394100942812e-02
1.742467567231736680e+01,3.953720891892165135e-03,2.062365190511230087e-03
1.746038395870132121e+01,3.967461497467517084e-03,-1.407124460393312584e-02
1.749616542186861423e+01,3.981247372441210075e-03,2.445160552287076530e-02
1.753202021178000791e+01,3.995078656643724635e-03,3.838724546472343374e-02
1.756794847870356691e+01,4.008955490304777491e-03,1.039780810915814750e-02
1.760395037321530864e+01,4.022878014055097928e-03,-2.450430150401253226e-02
1.764002604619981796e+01,4.036846368926649831e-03,-2.429941620890264942e-02
1.767617564885089010e+01,4.050860696354408041e-03,-2.834068960674730221e-03
1.771239933267216315e+01,4.064921138176580406e-03,2.090557863519958842e-02
1.774869724947774330e+01,4.079027836636384130e-03,-1.662311110800335917e-02
1.778506955139285495e+01,4.093180934382711911e-03,-7.643814926203213594e-03
1.782151639085446959e+01,4.107380574470909096e-03,3.114697183763111971e-02
1.785803792061194528e+01,4.121626900364550039e-03,-8.262323095376252272e-03
1.789463429372767678e+01,4.135920055935549122e-03,3.029666762206087091e-02
1.793130566357771372e+01,4.150260185466048135e-03,2.955237440471951763e-03
1.796805218385243208e+01,4.164647433648638319e-03,-4.167863991164832971e-02
1.800487400855716302e+01,4.179081945588025704e-03,-2.998793896734684716e-02
1.804177129201282881e+01,4.193563866802030304e-03,1.186711193207004925e-02
1.807874418885661072e+01,4.208093343222030214e-03,2.481842233688263608e-02
1.811579285404258854e+01,4.222670521194848980e-03,3.570592870465730782e-03
1.815291744284238007e+01,4.237295547482866631e-03,2.989197140013216680e-02
1.819011811084580543e+01,4.251968569266129094e-03,2.499446347718744382e-02
1.822739501396153727e+01,4.266689734142459223e-03,2.048688031621550068e-02
1.826474830841774377e+01,4.281459190128900083e-03,1.525753471642991681e-02
1.830217815076275301e+01,4.296277085662825179e-03,1.940507373130786681e-02
1.833968469786571376e+01,4.311143569602937653e-03,1.061217147942302395e-02
1.837726810691723500e+01,4.326058791230158462e-03,6.617309872955534286e-03
1.841492853543006092e+01,4.341022900248958649e-03,1.518185874316640982e-02
1.845266614123972460e+01,4.356036046788247518e-03,-2.117911564737012808e-02
1.849048108250521238e+01,4.371098381402371835e-03,8.113814690010925576e-03
1.852837351770962115e+01,4.386210055072226055e-03,2.704893452037478857e-02
1.856634360566083330e+01,4.401371219206473562e-03,-2.350232821324847732e-02
1.860439150549216691e+01,4.416582025642434850e-03,-2.665044309954931953e-02
1.864251737666304720e+01,4.431842626647197747e-03,-1.285110476757116496e-02
1.868072137895970286e+01,4.447153174918616614e-03,-6.565105670688797801e-03
1.871900367249578423e+01,4.462513823586644612e-03,1.029719510734176599e-02
1.875736441771308094e+01,4.477924726213888817e-03,1.928321357204463692e-03
1.879580377538215430e+01,4.493386036797386573e-03,7.965051897627216382e-03
1.883432190660305494e+01,4.508897909769049583e-03,1.497981079931726828e-02
1.887291897280595521e+01,4.524460499996996177e-03,6.235281533104023582e-02
1.891159513575186324e+01,4.540073962786772555e-03,4.693041732275843314e-02
1.895035055753326247e+01,4.555738453882018923e-03,-1.068732977847616956e-02
1.898918540057483284e+01,4.571454129466023808e-03,-1.043676217219158438e-02
1.902809982763409380e+01,4.587221146162501206e-03,4.067468345042438843e-02
1.906709400180211489e+01,4.603039661036922858e-03,2.187137673938349333e-02
1.910616808650417653e+01,4.618909831597184379e-03,-1.290041976802459509e-02
1.914532224550047346e+01,4.634831815795048549e-03,-2.171410870257370340e-02
1.918455664288679330e+01,4.650805772027144513e-03,-9.293443743645568925e-03
1.922387144309519513e+01,4.666831859136189031e-03,3.325917830936429842e-02
1.926326681089471649e+01,4.682910236411652605e-03,-1.002917492203763902e-02
1.930274291139205545e+01,4.699041063591424816e-03,-1.063957146844039456e-02
1.934229991003225635e+01,4.715224500862258417e-03,1.422256278586999517e-02
1.938193797259941320e+01,4.731460708861767728e-03,-2.139564214998121439e-02
1.942165726521735891e+01,4.747749848678317619e-03,-4.068634768790267697e-02
1.946145795435036518e+01,4.764092081853465999e-03,1.189748154637812992e-03
1.950134020680383529e+01,4.780487570381852791e-03,1.982277546963692044e-02
1.954130418972500394e+01,4.796936476713198338e-03,1.784322668109652316e-02
1.958135007060365140e+01,4.813438963752636468e-03,-2.468379551152607640e-03
1.962147801727277496e+01,4.829995194862823915e-03,-1.038572668933641745e-03
1.966168819790932432e+01,4.846605333863940324e-03,1.472427154633868841e-02
1.970198078103489436e+01,4.863269545035464603e-03,1.938177533792483087e-02
1.974235593551642154e+01,4.879987993117174128e-03,1.306302123091861861e-02
1.978281383056690856e+01,4.896760843310254963e-03,1.657447290046696817e-02
1.982335463574611367e+01,4.913588261278190039e-03,-8.188115224329071962e-03
1.986397852096128958e+01,4.930470413148313469e-03,1.889970126199067013e-02
1.990468565646786558e+01,4.947407465512365654e-03,-6.286194762941734251e-03
1.994547621287018302e+01,4.964399585428269646e-03,-4.399059968210614416e-04
1.998635036112219154e+01,4.981446940420464209e-03,2.241861450568122596e-02
2.002730827252818457e+01,4.998549698481791204e-03,4.699487530838047586e-03
2.006835011874350982e+01,5.015708028074161717e-03,4.794001176707472431e-03
2.010947607177527630e+01,5.032922098129777311e-03,-2.055936952032917306e-02
2.015068630398310034e+01,5.050192078052129219e-03,1.606949602527327214e-02
2.019198098807980202e+01,5.067518137717774707e-03,2.085859426488509763e-02
2.023336029713214401e+01,5.084900447476337071e-03,-1.053650413760410381e-02
2.027482440456155999e+01,5.102339178152393018e-03,2.284706662250421405e-02
2.031637348414486866e+01,5.119834501046915953e-03,2.160764821559744975e-02
2.035800771001500920e+01,5.137386587937387006e-03,5.179307037331838323e-03
2.039972725666176956e+01,5.154995611079904450e-03,-7.082095965155044484e-03
2.044153229893252188e+01,5.172661743209405749e-03,7.495069763585814407e-03
2.048342301203295435e+01,5.190385157541888006e-03,-1.544453243704082060e-02
2.052539957152779238e+01,5.208166027774630003e-03,2.374381692805877311e-02
2.056746215334155892e+01,5.226004528087635492e-03,6.376901250856922831e-03
2.060961093375928854e+01,5.243900833144854445e-03,1.444035519837675707e-03
2.065184608942727351e+01,5.261855118095404293e-03,-7.210439298309355427e-03
2.069416779735382050e+01,5.279867558574236064e-03,-3.351618363648380117e-02
2.073657623490996116e+01,5.297938330704021759e-03,2.699869613547086974e-02
2.077907157983022302e+01,5.316067611095598444e-03,-7.678670678453212300e-03
2.082165401021335072e+01,5.334255576849522562e-03,1.723609484066257209e-03
2.086432370452309826e+01,5.352502405556958109e-03,3.648931089970056801e-02
2.090708084158891111e+01,5.370808275301119927e-03,3.138279510885762236e-02
2.094992560060671849e+01,5.389173364658272902e-03,-2.141255714916884614e-02
2.099285816113967940e+01,5.407597852698620144e-03,-1.702166638023904291e-03
2.103587870311892516e+01,5.426081918988079345e-03,3.974629773418807653e-03
2.107898740684432326e+01,5.444625743588726863e-03,9.745570710997164196e-04
2.112218445298522340e+01,5.463229507060574086e-03,1.424357770758596237e-02
2.116547002258122490e+01,5.481893390462233562e-03,8.750896313001441801e-03
2.120884429704292984e+01,5.500617575352362287e-03,-5.191562863569696915e-03
2.125230745815270339e+01,5.519402243790660911e-03,-1.613249761980038027e-02
2.129585968806543406e+01,5.538247578339094979e-03,2.588750482171777931e-02
2.133950116930930108e+01,5.557153762063338220e-03,1.952822137386345247e-02
2.138323208478653825e+01,5.576120978533216643e-03,5.598411028473573511e-03
2.142705261777420134e+01,5.595149411824595909e-03,-1.664186803690161087e-02
2.147096295192492832e+01,5.614239246520269511e-03,-1.193895606240225407e-02
2.151496327126772101e+01,5.633390667710957977e-03,-1.641715709553918413e-03
2.155905376020871245e+01,5.652603860996752161e-03,-2.021639415206316973e-02
2.160323460353193070e+01,5.671879012488112437e-03,1.293826613572824843e-02
2.164750598640008761e+01,5.691216308806978930e-03,-4.102978392639579017e-03
2.169186809435534613e+01,5.710615937088214800e-03,-4.079419738584968286e-03
2.173632111332009842e+01,5.730078084980383402e-03,1.126890093313766966e-02
2.178086522959774385e+01,5.749602940647413618e-03,-7.782786311937144388e-03
2.182550062987348127e+01,5.769190692769043949e-03,1.138549939200298247e-02
2.187022750121506931e+01,5.788841530542931935e-03,3.959517549916783535e-02
2.191504603107363636e+01,5.808555643685098246e-03,2.730338835420875049e-02
2.195995640728444442e+01,5.828333222431258953e-03,6.438042884481761860e-03
2.200495881806768850e+01,5.848174457538046767e-03,4.315034479460954156e-03
2.205005345202928169e+01,5.868079540284454332e-03,1.233856709801658610e-02
2.209524049816164748e+01,5.888048662472611383e-03,-9.102809530349784822e-03
2.214052014584450845e+01,5.908082016429005989e-03,1.360168314526968673e-02
2.218589258484568560e+01,5.928179795005927843e-03,-6.413912820281027910e-03
2.223135800532188355e+01,5.948342191582356442e-03,3.734652989879660295e-02
2.227691659781949696e+01,5.968569400065515396e-03,4.937078804025530482e-02
2.232256855327540990e+01,5.988861614891649587e-03,3.209789617873562428e-03
2.236831406301778813e+01,6.009219031027135394e-03,-4.375004082527231622e-03
2.241415331876688555e+01,6.029641843970257042e-03,-3.319546380401315611e-02
2.246008651263585065e+01,6.050130249751872746e-03,-2.002250325129481534e-02
2.250611383713151881e+01,6.070684444936746971e-03,5.136754494826261883e-03
2.255223548515524001e+01,6.091304626624660656e-03,-8.922132425163466218e-05
2.259845165000367118e+01,6.111990992451854510e-03,1.716683308013506465e-02
2.264476252536958967e+01,6.132743740591806159e-03,4.857280275530895947e-02
2.269116830534270690e+01,6.153563069756784465e-03,8.812829846945108986e-03
2.273766918441048190e+01,6.174449179198848725e-03,2.853967361166039399e-02
2.278426535745893844e+01,6.195402268710958893e-03,3.144431079383194771e-02
2.283095701977347147e+01,6.216422538628418870e-03,1.747436415328620235e-02
2.287774436703968206e+01,6.237510189829986729e-03,3.316765160567000659e-02
2.292462759534418026e+01,6.258665423738651867e-03,-5.514631436594178218e-03
2.297160690117542359e+01,6.279888442323633413e-03,2.029238837578250729e-03
2.301868248142452700e+01,6.301179448100713287e-03,1.047596478098422601e-02
2.306585453338609071e+01,6.322538644134123587e-03,2.692666439191379255e-02
2.311312325475903862e+01,6.343966234037101692e-03,4.542927982565527628e-02
2.316048884364743188e+01,6.365462421973666629e-03,-4.519258159237942232e-03
2.320795149856130024e+01,6.387027412659396219e-03,1.444990774663664282e-02
2.325551141841747693e+01,6.408661411362870375e-03,-7.748586425886079890e-03
2.330316880254046552e+01,6.430364623906781318e-03,-1.016640564374829414e-02
2.335092385066321086e+01,6.452137256669043808e-03,-1.595857181174472825e-02
2.339877676292797304e+01,6.473979516584016380e-03,-6.621940795190746354e-03
2.344672773988717296e+01,6.495891611143944644e-03,9.184040707515050972e-03
2.349477698250421298e+01,6.517873748399516387e-03,2.382026736254225924e-02
2.354292469215434025e+01,6.539926136962082026e-03,7.144909623911626859e-03
2.359117107062546737e+01,6.562048986003654605e-03,-2.546674075407356214e-03
2.363951632011903925e+01,6.584242505259019218e-03,-1.027645722632833034e-02
2.368796064325086093e+01,6.606506905026621190e-03,-4.643468080768811332e-03
2.373650424305196438e+01,6.628842396169565276e-03,-3.087855824912438818e-02
2.378514732296945056e+01,6.651249190117058951e-03,3.643295088549946409e-02
2.383389008686734201e+01,6.673727498865744678e-03,2.611073071410877078e-02
2.388273273902743910e+01,6.696277534980366042e-03,-2.164454662511697963e-02
2.393167548415017620e+01,6.718899511595322060e-03,-1.513086024878151914e-03
2.398071852735547793e+01,6.741593642416110477e-03,-2.336279771110913797e-02
2.402986207418362241e+01,6.764360141719882868e-03,8.555506260387615164e-03
2.407910633059609751e+01,6.787199224357332028e-03,9.629811950494757827e-03
2.412845150297647123e+01,6.810111105753247074e-03,3.478609545489493027e-02
2.417789779813124440e+01,6.833096001908178785e-03,-4.052702818483912631e-03
2.422744542329073170e+01,6.856154129399438801e-03,-2.180664822913276277e-03
2.427709458610992144e+01,6.879285705382320870e-03,3.592193223355528292e-02
2.432684549466934598e+01,6.902490947591211068e-03,6.456045501106922983e-03
2.437669835747596281e+01,6.925770074341031091e-03,3.978950804051657048e-04
2.442665338346401427e+01,6.949123304528126432e-03,-1.316276013509718942e-02
2.447671078199591221e+01,6.972550857631820698e-03,6.885428330248740542e-03
2.452687076286311907e+01,6.996052953715081735e-03,-3.481723852217459558e-02
2.457713353628701114e+01,7.019629813426297993e-03,-8.768099504969765340e-03
2.462749931291978100e+01,7.043281658000055678e-03,1.494497426668380674e-02
2.467796830384530082e+01,7.067008709258582044e-03,-4.461716923619889891e-03
2.472854072058002473e+01,7.090811189612744592e-03,2.134198076534966904e-02
2.477921677507385567e+01,7.114689322063494359e-03,3.058972229664654388e-02
2.482999667971105495e+01,7.138643330202865123e-03,3.343184754340522424e-02
2.488088064731111260e+01,7.162673438215083621e-03,2.615424650804135109e-02
2.493186889112965332e+01,7.186779870878012844e-03,1.469247255082325142e-02
2.498296162485932470e+01,7.210962853564151231e-03,3.643165327919108132e-02
