I,a,z,radial_observation_coordinate,B_z
8.852541677419964117e+01,1.499997090049123849e-01,-1.759505929954461034e-01,4.909307659851654126e-03,1.012012536621078207e-04
9.642229777281568204e+01,8.824303665763513771e-02,1.916506486711997415e-01,1.602615107158570154e-02,4.957811610131544311e-05
1.307382197821146441e+01,1.320025188213277134e-01,3.663609921637327876e-02,1.885493162428403952e-02,5.618341417823286905e-05
2.199352153320172576e+01,1.116558930610902917e-01,-7.970652525323736193e-02,2.156581778045769948e-02,6.583840448655143293e-05
8.494849316344560464e+01,1.077207069435717479e-01,1.921940975487318459e-01,1.710446858158249858e-02,5.719718432021820165e-05
7.181977842906550791e+01,1.083649167427893079e-01,-1.549258564330516230e-01,2.921760478188855162e-02,7.514948151635194608e-05
9.834919989274084173e+01,1.228443100378999592e-01,-1.920088043390758004e-01,9.662344012751802880e-03,7.849194045653322415e-05
7.808582753671913679e+01,1.390947507931464266e-01,8.264772238974799068e-02,1.827099623039335485e-02,2.234223498031192808e-04
6.347710670721105686e+01,1.133750932712241782e-01,-8.806828809526888457e-02,1.548677084004079253e-02,1.719168421638629369e-04
5.853189283359028394e+01,9.916394978664019866e-02,-1.330716322693579756e-01,2.548834922905549721e-02,7.605466044582259776e-05
1.088806237367639618e+01,6.721582605693336709e-02,-1.659473544346390383e-01,2.727698668476179981e-03,5.382690567711455502e-06
8.054332337946650000e+01,6.891930495418616132e-02,1.771920566585890588e-01,1.395061270555165642e-02,3.452706147965392455e-05
4.456016077669188036e+01,8.681284488558564660e-02,-8.550971007614599495e-02,2.292481984985120583e-02,1.120242618198396905e-04
1.959878795635923865e+01,1.347283525724909115e-01,1.878566691304448671e-02,5.058207091391435546e-03,8.887987880088143121e-05
5.921513174014665992e+01,1.297944909522052437e-01,1.134842180496253849e-01,5.234009150856724218e-03,1.222080237940237509e-04
4.329664661005749338e+01,6.210207487038790775e-02,1.563691284285908256e-01,2.019767553693242040e-02,2.125839607999407480e-05
6.452721594572389563e+01,1.210746217967130778e-01,-1.606078994334347865e-01,1.673810371801966873e-02,7.222474914782563388e-05
1.150049140500163425e+01,7.974862695523492195e-02,-1.642025597642215728e-01,2.646259875508608431e-02,7.200920650923814053e-06
2.484785004176082523e+01,1.261670704741493787e-01,7.080812796752292138e-02,1.954725718938077339e-02,8.181776731503001597e-05
5.858478368367118350e+01,7.374719459384729281e-02,1.787322173793959301e-01,1.366907074091841361e-02,2.736742031323172641e-05
6.489166746015777676e+01,1.045381660623810188e-01,7.148521227819158719e-02,1.738200238395257169e-02,2.174593020110951480e-04
1.739927433455427419e+01,1.110958634952678714e-01,6.437077299953899989e-02,2.342230020353213218e-02,6.327447247389182911e-05
6.727400879004476053e+01,1.353236339846418668e-01,1.487709995440330280e-01,1.443390955835050816e-02,9.453294155567509719e-05
8.570990335303993390e+01,1.170262389955415011e-01,1.104779369924350496e-01,2.133466572375627979e-02,1.737558616360004697e-04
3.581052633207381319e+01,9.491486719667313610e-02,-1.941079617291032455e-01,2.696466602954440510e-03,2.008913821647004505e-05
5.691977007761897767e+01,1.459778004616045510e-01,3.074806736528579252e-03,1.433979506700326818e-02,2.465924932100183584e-04
9.155073474308329651e+01,1.082408056162823401e-01,-1.750388582376518343e-01,1.443058283498133317e-02,7.659744788573439906e-05
7.326637167211900703e+01,9.059795347462497317e-02,2.390256816102631632e-02,1.218106264455048882e-02,4.631966939879464027e-04
2.860500951626201172e+01,8.095948743393448221e-02,3.421072178807742920e-02,1.265023995463456126e-02,1.741223683872284345e-04
9.698434074986533915e+01,1.170321644673037037e-01,-5.300697445070228636e-02,9.180385574336645191e-03,3.937319388907498975e-04
4.078675395661422698e+01,8.592559243445889450e-02,-1.522248221837841364e-01,1.406962247853847832e-02,3.495134525258315305e-05
8.417821967460365329e+01,1.417641057598859056e-01,-1.669979829773414748e-01,7.959639767408032210e-03,1.009456254397149145e-04
5.072657281511438754e+01,1.224338047273480640e-01,-7.998994881507162646e-02,1.727469983749991417e-02,1.519180936885601021e-04
8.107908059831451908e+01,1.230488195568362891e-01,1.691333671230172142e-01,1.561825689895160636e-02,8.351578452947999763e-05
9.288304067176741796e+01,8.431505076208725691e-02,1.531768075882321833e-01,9.105159308059909001e-03,7.720223865201164255e-05
9.124510005204504637e+01,7.351434846888164898e-02,-1.720795449398963284e-01,4.199266597959724380e-03,4.725730282795345336e-05
8.241422145888404316e+01,6.759755897270490477e-02,-1.449855891625877191e-01,1.540788468828481819e-02,5.659360269720510275e-05
3.906750978100933480e+01,1.435636105574293886e-01,-4.775613562395158301e-02,2.271615274073383178e-02,1.473008509769977467e-04
9.213666980174195942e+01,1.130408030110545137e-01,-1.859668243649547914e-01,1.784846504299724551e-02,7.083677158374928273e-05
2.380057966828723792e+01,1.183378833181112505e-01,7.150116992569755317e-03,1.884541503023948530e-02,1.280695325030930219e-04
3.341754789604107856e+01,1.219350175698073746e-01,-2.729391208999496637e-02,2.957022099533327189e-02,1.652636493503122561e-04
6.817179016644166722e+01,9.242917841805488310e-02,1.126163669461894938e-02,8.770642926930990665e-03,4.560216054218304291e-04
7.733630082177542420e+01,1.013014099879525343e-01,1.616247532239003734e-02,4.169282518750865030e-03,4.623357145621293266e-04
1.453026548759873648e+01,8.348081047759127460e-02,-1.889142059318205200e-03,1.199182453023392610e-02,1.109914357140911448e-04
3.419777548199710537e+01,7.173603154486944689e-02,-5.472984221389181475e-02,5.203918904541724594e-03,1.502079164517394684e-04
4.321298922937962317e+01,1.245960664072316704e-01,1.356294122525640022e-01,9.584701847095948232e-03,6.724093151197797226e-05
8.625218719248277921e+01,1.478762107592583863e-01,2.512943389635644703e-02,8.569379134884721680e-03,3.518417455792674682e-04
1.017256217749931047e+01,8.348593745582527648e-02,1.481965659264101835e-02,2.309322253467249730e-03,7.310935598820962123e-05
9.009960221278441850e+01,7.812583987715859823e-02,7.283866470756593381e-02,6.921852554691155894e-03,2.823943415396188458e-04
4.012575026214648943e+01,1.066943999672156640e-01,9.360731976723718484e-02,8.117522027895729408e-03,1.000818674859834572e-04
6.549161983685584687e+01,8.209112579806927823e-02,4.208579430607169158e-02,1.264499988771502180e-02,3.529074780495045104e-04
9.421847085055134130e+01,7.187049624193070363e-02,7.771943312575185780e-02,9.492100546253870105e-03,2.552147660652353081e-04
1.554386904076535281e+01,8.066804405247683663e-02,9.439966975053680487e-02,1.888094542923613242e-02,3.210824743817110641e-05
5.907281090223165876e+01,1.386190198898068215e-01,-3.352545465628362781e-02,1.422604957708465540e-02,2.471861765497005196e-04
2.999957428447557817e+01,1.493354372103847250e-01,9.911012520729678421e-02,2.028192305396792766e-02,7.262723605328299376e-05
7.320227374117625629e+01,8.938254312658350242e-02,1.476949749066603368e-01,1.177150867548396734e-02,7.077855172272472250e-05
8.360364967221229904e+01,9.281240066273456490e-02,-1.839399134833751559e-01,2.975301282036316858e-02,4.939351173573407574e-05
3.216244995284738195e+01,1.329105391558733917e-01,2.145669270725605524e-02,1.173214601884890393e-02,1.470135819885253891e-04
8.739051141424999969e+01,6.419409881633782178e-02,-1.818885493690335364e-01,1.428966648107592510e-02,3.110909016129412394e-05
2.596721234783062471e+01,9.772998212017126873e-02,-6.764058053494186040e-02,1.019780447608374489e-02,9.249185942143750485e-05
5.320650422462586704e+01,1.236164399519882329e-01,-1.990404804195990141e-01,1.028035428964425325e-02,3.957055635291885571e-05
2.181543500789074486e+01,1.241062528052432890e-01,-1.562287244880521675e-01,4.201766219963549986e-03,2.656193496149759188e-05
3.767650364953568953e+01,1.194080043677621661e-01,1.434288450875986776e-02,6.471181539136737319e-03,1.944184288409991099e-04
4.367141991440423965e+01,6.675939880319896325e-02,6.011668293367167237e-02,2.135394562789064490e-02,1.594451659087269446e-04
7.257402235365290721e+01,9.310812947324853539e-02,3.056180109721187352e-02,1.698633161088393059e-02,4.248142342456472684e-04
3.851651072810545173e+01,1.211242856681753327e-01,-1.110086489726974102e-01,4.863243646544965736e-03,7.998921484719307860e-05
5.766897926335440872e+01,1.479587234131212736e-01,-8.401312242149763798e-02,7.564679365151923823e-03,1.609822192765816720e-04
6.861881918146772819e+01,1.053661994919320860e-01,-7.802431232760050073e-02,1.506217160566279863e-02,2.107309934789918459e-04
8.071617900864082173e+01,1.101509373627880956e-01,1.073541578156509413e-01,1.633449275907459348e-03,1.690970285533651817e-04
3.641845862943936396e+01,1.375616816709573920e-01,1.563877966120623408e-01,1.389764132650723322e-02,4.763478483822145622e-05
1.507144951543995859e+01,7.558492959411511336e-02,-8.634813265453532283e-02,4.659629311798960984e-03,3.571958059026252713e-05
3.133468691867867406e+01,1.195294152518404929e-01,-5.145761664301296001e-02,8.095851344761140905e-03,1.277119530695004876e-04
5.913522794245091774e+01,8.145202245397675789e-02,-1.777974492415652641e-01,6.807506226579435396e-03,3.287156572423594806e-05
8.899095319878489363e+01,9.819390072740695474e-02,4.249391278869199540e-02,2.101146239634120103e-02,4.424552180537386580e-04
6.917903820257251368e+01,1.143891324723040753e-01,1.154740810425256142e-01,2.040488762519465996e-02,1.300584665951485933e-04
6.465509294217588376e+01,8.056709258898267501e-02,1.746437114104223420e-01,2.452240571652942319e-02,3.568865336429756860e-05
1.285951825615525479e+01,1.153415824955679458e-01,-5.620109787878285051e-02,1.356133205260241954e-02,5.090385248916459769e-05
5.482331372764134869e+01,8.572201739768872675e-02,1.138339628569330214e-01,7.254903260018246564e-03,8.711365670437133375e-05
3.978116182571643122e+01,8.255746228356532213e-02,2.537105954165563837e-02,2.369802195757046009e-02,2.727881941952813201e-04
4.126747839847680410e+01,1.261723903277805758e-01,-1.821599120178094555e-01,2.650684892083457478e-02,3.697794702985793074e-05
9.634492409516315092e+01,1.411400690887081866e-01,-5.391398194615222572e-02,2.685235012317892592e-02,3.524896274070377740e-04
2.471206644728923862e+01,1.043331048185504595e-01,7.828038903041890234e-03,2.765304114574810082e-02,1.555797000736645213e-04
1.795309459826559362e+01,7.403644817829599378e-02,1.860955136389957909e-01,1.926089098172777819e-02,7.522180405448219047e-06
3.745802446086934623e+01,1.005909871468600725e-01,5.042707408059916852e-02,8.527136492645354462e-03,1.671430571886337068e-04
6.784285080586094807e+01,1.314086956051814803e-01,1.366038319135580714e-01,2.859434388149015988e-02,1.051259025294173926e-04
3.426477263048670352e+01,7.541931161343291834e-02,8.901575550788139168e-02,4.694725021950855483e-03,7.693769540635366161e-05
7.352387743779664220e+01,7.690836246405598209e-02,1.356593883998095940e-01,6.549553847733361432e-03,7.181205279572838371e-05
7.255826825995563922e+01,1.390582354528556996e-01,-1.671222507447678030e-01,1.846658518460100179e-02,8.488977980774293521e-05
4.943746684560743176e+01,1.264371309777610197e-01,1.369951562177895710e-02,2.334141755230694990e-02,2.473025682893004087e-04
8.512293635262535929e+01,1.210896806917178270e-01,-1.201105331679957894e-01,1.247933540299315386e-03,1.580744763093895177e-04
3.914051879074923335e+01,1.451813913637167996e-01,7.982506256819227319e-02,1.804462500092706215e-02,1.138011003229011267e-04
6.608744142135165589e+01,1.273128249077031815e-01,1.752421362779618130e-01,2.999360231374770432e-03,6.621278921913212681e-05
5.860206751701907280e+01,7.629406699530733027e-02,-1.026435422936939901e-01,2.279696211714099530e-02,9.710746263474333035e-05
1.645247104040842956e+01,1.487109541198974594e-01,-1.814613593549957715e-01,1.823683910152412366e-02,1.754340666360940776e-05
4.125031921644287536e+01,1.461928815951099581e-01,5.500741428962405838e-02,1.234387676842533740e-02,1.456049987048177083e-04
6.068246972356893565e+01,7.249216640735825501e-02,6.235270113670501879e-02,1.573838697432659514e-02,2.238271910931376619e-04
9.784517002638871475e+01,1.189064344363173348e-01,-1.359683135059934489e-01,1.265722395165660118e-02,1.465298612916141529e-04
8.052864821851846955e+01,8.122745534983975835e-02,-4.182852673080930672e-02,2.427640985376315619e-02,4.349088727493680183e-04
5.328162964996499795e+01,8.536034843281582740e-02,-1.010020210992475069e-02,1.201402755908975196e-02,3.893691523943934151e-04
2.768234253129489986e+01,1.257010364803639035e-01,-1.878767924571446979e-01,2.474953938304627968e-02,2.327235128515040970e-05
3.429662230980384408e+01,6.128996441043679799e-02,1.878866103477013216e-01,1.538274317378539660e-02,1.032308349629123000e-05
1.381816197268564572e+01,1.100857017988449288e-01,-1.551251763620208335e-01,1.229282473338665603e-02,1.517695209909809881e-05
6.234227309003354378e+01,1.469399507151123441e-01,-1.876813351977310307e-01,2.712035699830886090e-02,6.118662748113617631e-05
4.818072041808583350e+01,1.184247314142517493e-01,-1.251615088654388919e-01,1.702103555842321078e-02,8.199654040482533247e-05
6.926884725557080458e+01,8.514362177196528603e-02,-7.357667490508435111e-03,2.007643996433318423e-02,5.265470367113452661e-04
5.783162798053982812e+01,1.498378624069463538e-01,3.719244338067664163e-02,1.580705278233807826e-02,2.229298672299806104e-04
4.751057243697168531e+01,8.627875325033812492e-02,1.274957579265134366e-01,2.439133916071715980e-02,5.816558346836624925e-05
4.168233774614347453e+01,8.408704682638687422e-02,-1.216593358050135354e-01,2.200227130397451950e-02,5.501327159742502079e-05
1.365600218688143563e+01,8.991973602814214150e-02,1.401998266084197586e-01,1.453781391791630082e-03,1.501327899818176919e-05
9.846703635209638605e+01,9.852508467316076213e-02,8.606987551619448007e-02,8.008627480750324032e-03,2.673671869878229746e-04
1.676775596377286703e+01,7.971641945729797396e-02,-2.287168990849899539e-02,1.233654403567463649e-02,1.185782007153922255e-04
1.229194808444870013e+01,6.468162432937520079e-02,8.652563805825269627e-02,2.011902957439157605e-02,2.417490361789953997e-05
2.937726262054504645e+01,1.239283611193264800e-01,9.159788062521023733e-02,2.369789382782263101e-02,7.636768233929207923e-05
2.225676220006991457e+01,6.863066422016303458e-02,1.907454522305614408e-01,2.891778307541266121e-02,7.505948295235980796e-06
8.149895534100039640e+01,1.062950010406996382e-01,1.585728394329350144e-01,2.397700062330506907e-02,8.079045693139998824e-05
2.364666980145890562e+01,7.575827059880672898e-02,9.047391142400069974e-02,2.643319796651798573e-02,4.812182664665588057e-05
4.059550602742821468e+01,1.385764979537541519e-01,-4.940076493858236439e-02,1.776842948361186808e-02,1.545486258055730100e-04
1.119235428851624903e+01,1.058466145389092283e-01,-4.758481437475362008e-02,2.494810729058418233e-02,5.062531625668268413e-05
9.384121789357429577e+01,1.103259467459991178e-01,8.618772333030122468e-02,1.906932771649625172e-02,2.582164257565866387e-04
3.889363551080556647e+01,1.219205606560751776e-01,1.145141935502295844e-01,2.236671592014378637e-02,7.620933850627355048e-05
8.585905714335538619e+01,1.309856791386737052e-01,-1.119544042259143640e-01,1.004126131010469811e-02,1.804120544456240007e-04
9.657413572114825229e+01,1.461252949942078438e-01,1.683330420263947635e-01,1.721064903335678756e-02,1.160292451913564861e-04
7.547068187361827540e+01,7.858088745372834860e-02,-1.439204854832085712e-01,2.408944638583784825e-02,6.342827434625414589e-05
3.346676688283380230e+01,9.485909907009168474e-02,-3.314687119286961053e-02,1.358493199921161076e-02,1.876382661450505323e-04
5.429309272629025429e+01,9.432973988191001302e-02,5.986344785481505920e-02,2.691517033106074000e-02,2.128672544484944671e-04
8.043867451139286118e+01,9.356086350407664953e-02,-8.072696693112409172e-02,1.957744417473265830e-02,2.293510748174063733e-04
7.287815413458187663e+01,1.223684903232954008e-01,-8.884649830331881049e-05,1.935182803121422712e-02,3.813266001263223084e-04
8.448145284077220651e+01,1.153133245058236139e-01,-3.045283301714088106e-02,6.833644292531072112e-03,4.166639449250382856e-04
5.901168184496204816e+01,1.346216646469901024e-01,3.352042644348962597e-03,1.262463129781616483e-02,2.769632111025474683e-04
6.917523446347783533e+01,1.302512648687134955e-01,-1.014225613768147266e-02,1.990049991693240011e-02,3.363328590719836392e-04
4.268766016472880409e+01,1.418026933993496719e-01,1.152967139656835838e-01,2.210139680802501380e-02,8.737521817737008741e-05
2.722656585223883496e+01,1.392504630170399160e-01,4.489556850389578302e-02,6.463127257868981311e-03,1.059934968260008175e-04
7.275162391965280051e+01,1.382500359220455721e-01,1.523074087225265993e-01,7.757663275088238358e-03,1.002101551896390709e-04
1.025941069484221302e+01,7.081371466905762857e-02,1.561134403029649786e-01,2.193956787867861954e-02,6.174050867336566492e-06
8.054928471694555014e+01,8.331536057516790439e-02,1.217102709003736322e-01,2.259692901930160716e-02,1.049360184594500054e-04
1.065098983582625536e+01,9.191305175608997791e-02,-1.079735769599391715e-01,1.579991841385171639e-02,1.947997340106431629e-05
6.551208285684516852e+01,6.536512631106751459e-02,1.155024861083124438e-01,2.256563848557233826e-02,7.082223951724874757e-05
6.351524655946059283e+01,1.353714642900456233e-01,1.733581171486768893e-02,1.561266419209384176e-03,2.876904370257832972e-04
1.949611787188845824e+01,7.213732067164618789e-02,1.711581692044704117e-01,2.325132027402015966e-02,9.576922523615903296e-06
6.329820626199905576e+01,1.176329979957646543e-01,-9.524905978595549216e-02,1.041578051908975157e-02,1.581551511736871136e-04
7.820623569460130398e+01,8.535923432493849883e-02,7.963535694086619487e-02,2.042588312730549485e-02,2.180815912163228208e-04
5.823927623950211085e+01,6.779715587818986589e-02,-8.558296720478703046e-02,1.142632017731281483e-03,1.292284940251486468e-04
7.054844955541645390e+01,1.351177095584052967e-01,1.047025666331539845e-01,9.738388704179921571e-03,1.616818832795304894e-04
7.378045414349503517e+01,1.178625166966069671e-01,-1.222040998955551405e-01,1.550798504314719606e-02,1.302853988773163528e-04
2.853188941469250395e+01,7.674219634573641036e-02,-3.029915490966264210e-02,1.985866555926262336e-02,1.903769689923141167e-04
9.339548557719794530e+01,1.433982809292054517e-01,-8.945007597271459332e-03,2.684199890323960350e-02,4.175367140179477216e-04
3.947873041371001790e+01,1.109914674120278666e-01,-1.464259628223194554e-01,7.222553549859472670e-03,4.914241365779273019e-05
6.253317604837265975e+01,1.113618857911666538e-01,1.978821360061394641e-01,1.747604955685589864e-02,4.111324048717769533e-05
1.928645994833085453e+01,6.174698507330783626e-02,1.142770261566448259e-02,9.169011895923949093e-03,1.890915345061173277e-04
9.967645153352167142e+01,6.214792801156576035e-02,-1.616882834792823798e-01,1.602524601651953567e-02,4.558782600412925371e-05
6.887269976881432854e+01,6.805250056392238289e-02,-1.777150265312650024e-01,1.582511880880392227e-02,2.859081907275736145e-05
5.156070701213657514e+01,9.504902026940081905e-02,9.793960330134031389e-02,7.071117027483619574e-03,1.147746534439077437e-04
6.095077716620317432e+01,1.097854917251741835e-01,-6.314142773014622123e-02,2.359006872298218677e-02,2.255497685528892900e-04
1.244694900634079815e+01,1.075601155589237246e-01,-1.902482674931253726e-01,7.594458459106679868e-03,8.646088202519806631e-06
3.160716814572279176e+01,1.339706828322345111e-01,6.250860157729479227e-02,2.962330015276603071e-02,1.105583904068246605e-04
9.772201509254125540e+01,7.496615566662080676e-02,7.067382402748774439e-02,2.763135727814979188e-03,3.153554658794444163e-04
1.729283680262084744e+01,1.066354261206133164e-01,1.932314645290644783e-02,1.284298544001884548e-02,9.793734585046925630e-05
2.275308046411244689e+01,1.364787429384891615e-01,-3.903808928336510026e-02,4.858392871235149568e-03,9.314327922784554294e-05
6.157695350509479226e+01,6.482875582064104303e-02,7.184311437126066069e-02,1.227986838591879973e-02,1.756572305726010128e-04
7.965749128070082463e+01,1.062972673366717330e-01,-1.170999355574434131e-01,1.125049686628546222e-02,1.420432069224535456e-04
8.675858442557992589e+01,8.385191021518655086e-02,1.196746478993604978e-01,2.119263141506602319e-02,1.183565125016667187e-04
8.751054545579964383e+01,1.470746052732419817e-01,-1.634392603775045583e-01,1.356186131997159580e-02,1.113459820726713526e-04
7.841999407643859854e+01,6.818601416165877283e-02,-8.527179875537181653e-02,2.553865203894430114e-02,1.613986405737153707e-04
4.128919621720489630e+01,9.215898369562987302e-02,-6.678802399192296582e-03,2.800119475517409695e-02,2.996746042620159031e-04
6.234230385144766018e+01,7.317772464214318540e-02,-1.518395014507578356e-01,1.533780283048373320e-02,4.299226761529378741e-05
8.318108065965871845e+01,9.638859112042158506e-02,8.250572623871801903e-02,2.570564000661827372e-02,2.292872755591780440e-04
2.249612573630237833e+01,1.295333142836027351e-01,1.308183809903328554e-01,2.577279323630286226e-03,3.800213400650630360e-05
1.732785158391995139e+01,6.502642550792220311e-02,1.561848102780058201e-01,8.764121174445983417e-03,9.446216586341591554e-06
5.127266762605133721e+01,9.722477455863097473e-02,-1.627198117038988201e-01,1.690496631350024356e-02,4.400668021765374735e-05
3.793063027857004954e+01,1.364509735196937357e-01,6.085367119431697724e-02,7.151159048778290249e-03,1.330875233480077746e-04
1.033612570237440309e+01,7.860721044565877058e-02,-3.030010231889934680e-02,2.494911425984827971e-02,6.847296640427648633e-05
5.651771659203195952e+01,1.380016707429448097e-01,-1.138603195438193522e-01,2.858274009712323191e-02,1.157155060374146210e-04
4.356799987798776641e+01,6.455396641767151278e-02,1.667957894514740524e-01,3.391244114389074457e-03,1.992639344414642559e-05
8.948210899077879787e+01,7.406530055936505486e-02,1.140165485337867879e-01,2.562378878056860779e-02,1.147134522315683663e-04
4.007584231290149290e+01,1.286650781002033617e-01,-3.054105011648653584e-02,1.674971182466383421e-02,1.818491580226579607e-04
6.964039572233133413e+01,7.892373377262276724e-02,3.533669933612864494e-02,2.108827517589408410e-02,4.237112307931538576e-04
6.112705423854917086e+01,6.939691344509214821e-02,2.530962917404293647e-02,2.833222616080114699e-03,4.590473018975070726e-04
3.696999491243435898e+01,1.089064494277923872e-01,7.418508535392653869e-02,2.959117609557797984e-02,1.174581967295810028e-04
5.208508507833997214e+01,9.605030930093834407e-02,1.390770543991047270e-01,1.282413967732915633e-02,6.189273831942719865e-05
4.308939647069448142e+01,8.465989709325112689e-02,7.088727780842267456e-02,2.167027446380193848e-03,1.440970488290718211e-04
3.138274449771212815e+01,6.209116277963938613e-02,1.042088823015165505e-01,2.682252306392239605e-02,3.854644490261717487e-05
1.793102841183714347e+01,6.120295484882956605e-02,-1.344865240014150309e-01,2.111981007300777619e-02,1.246850028058082689e-05
1.469091932315643056e+01,9.065309126572251852e-02,-2.450815240170705137e-02,8.437118872326043392e-03,9.196237510733489418e-05
3.004328100809216551e+01,9.359346535324258864e-02,1.693289426507888218e-01,6.548013316091489018e-03,2.277893324375755252e-05
1.749873566033468109e+01,6.395562233368752569e-02,9.312448562530693807e-02,1.938667412987131120e-02,2.956624517444192388e-05
2.355681206939828343e+01,9.099830958098226175e-02,-1.450163046091677149e-02,1.215202876288936154e-02,1.584526777784291726e-04
2.124278969423543018e+01,1.434618049027256981e-01,5.443559086856963880e-02,8.501828981482573502e-03,7.610122797051423324e-05
4.359689922112919191e+01,1.060171652640927026e-01,-8.750241171243407223e-02,1.563673455538300283e-02,1.173337072101531063e-04
3.143564659080344725e+01,9.063304197229141157e-02,-1.934447257038315326e-01,1.028917708670384033e-02,1.655491942339680988e-05
1.039679796901987707e+01,1.287907936823277089e-01,-1.879796040852547145e-01,2.505154351063502635e-02,8.959953533284119073e-06
1.296209059474028003e+01,1.252865145067595665e-01,-1.234205037273599648e-01,2.151185356024878231e-02,2.311386187933859993e-05
9.910482538195967095e+01,1.283811095929912327e-01,-5.535086118637266850e-02,7.755567542202148300e-03,3.757180157092450314e-04
3.206300351906105561e+01,1.144224115553405946e-01,1.713201601187416545e-01,1.217604075822664202e-02,2.997230383799176758e-05
1.367448412535767055e+01,6.269477293452159483e-02,1.566253716345702984e-01,7.935229663734427036e-03,6.995617189063405476e-06
6.634088108273019202e+01,6.675939294103434840e-02,-1.660721871755298507e-01,1.252378028990294365e-02,3.202003149431032847e-05
5.964769426514600781e+01,1.370656652376814055e-01,-1.687834070618903781e-01,2.845151757671623288e-02,6.673743881952690722e-05
4.499663672951344040e+01,1.379611441997945498e-01,-9.400698740269648745e-02,2.549287621186922120e-03,1.156400807095935875e-04
7.599986503079797728e+01,9.625885993019973885e-02,6.749682274062239473e-02,1.383087690854390393e-02,2.704139443683770106e-04
9.432846113996751569e+01,1.423321975601604117e-01,-1.075172937485560642e-01,1.250941715583156651e-02,2.109119493091764479e-04
4.567197271553496307e+01,1.179509820909638435e-01,1.176767181478621804e-01,7.546350077343619636e-03,8.612208687619486356e-05
4.377932442238609667e+01,1.293384691823600552e-01,-1.007271900590906155e-01,1.328056833469259262e-02,1.039876223269265966e-04
5.627650131015200685e+01,1.012206442794818112e-01,-1.119703669576428418e-01,2.979271879321074290e-02,9.993610489272537842e-05
3.110284897521762915e+01,9.457916240474761871e-02,-1.552310197925404478e-01,2.614077185499586592e-02,2.793022357127847977e-05
2.565765197564082811e+01,9.526710468251593789e-02,8.224259208128743837e-02,1.518486924517237387e-02,7.247381054401888869e-05
4.498129145038363674e+01,8.926560569161630376e-02,-1.785303501064185727e-01,3.506412475866257407e-03,2.830357205473703217e-05
7.093171246797702167e+01,8.542048471041385760e-02,-1.801903085307409447e-01,2.287151978450970707e-02,3.979335820132961051e-05
1.132930044275051173e+01,1.462879117977976540e-01,-1.736713102882515569e-01,2.845630289119451678e-02,1.271613903098209364e-05
2.245557229085298800e+01,7.868490101245420587e-02,-9.818897102533755139e-02,1.744598666456723124e-02,4.256294771186126173e-05
8.272973092335250556e+01,9.704804989930881920e-02,8.557591627857710770e-02,2.512785884349437102e-02,2.181989348935240737e-04
3.989307624757893933e+01,1.025657861791025027e-01,1.108385205283067693e-01,4.677183921820106047e-03,7.647700311544128825e-05
6.032403228032794829e+01,1.012717961757938073e-01,-1.454595698798194225e-01,2.016869333426967240e-02,6.822979471052743373e-05
1.499443169246692698e+01,7.607997650095986442e-02,1.377858815013674187e-01,1.671408773154272817e-02,1.365495503765749151e-05
5.956961590301667542e+01,9.276250564853441571e-02,1.324099319559046695e-01,2.116638981341241454e-02,7.394089829643442986e-05
1.249642840229834029e+01,1.008330898480063742e-01,-4.675329194960937962e-02,2.768173229076490230e-02,5.831455615020983993e-05
2.865325925902889281e+01,9.365419022686663486e-02,-1.051592269043612610e-01,2.318780786201638661e-02,5.448994669080339933e-05
5.031071186850532229e+01,6.857624836988519823e-02,-5.396274756891950540e-03,1.569845437375225194e-02,4.747554482254163002e-04
5.714310713522463914e+01,6.650038581635901724e-02,-9.927533623101517102e-02,2.195659633251592635e-03,9.303011982328476673e-05
2.127775505467486994e+01,1.372365551652636462e-01,-7.099849951366020429e-02,1.206890165092971631e-02,6.823591301542289509e-05
5.131330281035603491e+01,7.789113482272966293e-02,-1.245192166975248177e-01,7.308494517577758011e-03,6.145122774535301767e-05
8.024351513789386559e+01,9.145956229289900485e-02,1.199436676012495262e-01,2.599429452747588701e-02,1.170529576304729972e-04
7.352086739790672709e+01,1.472948934107954355e-01,5.541217207759144281e-02,1.230381354302457824e-03,2.571249916484328159e-04
4.321716797738026372e+01,9.656090908018105656e-02,-1.439390456003659391e-01,8.924214209988484692e-03,4.839077997890987187e-05
5.465302131638681971e+01,8.740458744386582490e-02,3.464137583921540753e-02,3.716515626450318365e-03,3.157480769482956897e-04
8.191025133313875983e+01,7.923171947552085093e-02,-4.228547388088164244e-02,1.949136213025419451e-02,4.434942353485951650e-04
3.368584563188058212e+01,1.044791294522911945e-01,1.793057142109933388e-01,2.780489226630656480e-02,2.491513619392030215e-05
2.261984305456505240e+01,1.175016559529059451e-01,1.774642969649611879e-01,2.560387482807695639e-02,1.981014325121818102e-05
9.721065001158392249e+01,1.117598563595677691e-01,3.219721120707937090e-02,5.828594938307931662e-03,4.853692817758037338e-04
8.857066135696426556e+01,1.012111411045184400e-01,1.326784766852211195e-01,1.235724328474781773e-02,1.216155509504940964e-04
8.867690627161515238e+01,6.804821578915271063e-02,-9.161815762492114823e-02,8.463853781659045131e-03,1.720506820456154686e-04
5.294550353423469602e+01,1.067127479243185489e-01,-1.518411938768603753e-01,7.081537938135181245e-03,5.911774234963884921e-05
1.318168793696145258e+01,7.871762409137414429e-02,1.420963254608922921e-01,1.328050055532858237e-02,1.180484414830050155e-05
