t,S,ES,P,dS_dt
7.531506301260252556e+00,7.722789663259426618e+01,5.634209686322901867e-01,2.220868239877343342e+01,-2.808187062010071955e+00
7.541508301660332592e+00,7.719981138735266768e+01,5.633317599340970094e-01,2.223685685271322754e+01,-2.807738817259397557e+00
7.551510302060412627e+00,7.717173062511926673e+01,5.632425306222492711e-01,2.226502684425847534e+01,-2.807290446910606363e+00
7.561512302460492663e+00,7.714365434699983837e+01,5.631532807089021375e-01,2.229319237229125150e+01,-2.806841950852430045e+00
7.571514302860572698e+00,7.711558255491287639e+01,5.630640089267597848e-01,2.232135343616035428e+01,-2.806393340155353577e+00
7.581516303260652734e+00,7.708751525054269393e+01,5.629747143765977402e-01,2.234951003508069789e+01,-2.805944622660081933e+00
7.591518303660732769e+00,7.705945243533358280e+01,5.628853965370578250e-01,2.237766216812934417e+01,-2.805495802897171487e+00
7.601520304060812805e+00,7.703139411048984186e+01,5.627960552646480430e-01,2.240580983424549544e+01,-2.805046882092323557e+00
7.611522304460892840e+00,7.700334027697576289e+01,5.627066907937428031e-01,2.243395303223048032e+01,-2.804597858171677061e+00
7.621524304860972876e+00,7.697529093551563051e+01,5.626173037365828078e-01,2.246209176074777858e+01,-2.804148725767097616e+00
7.631526305261052912e+00,7.694724608659372223e+01,5.625278950832749425e-01,2.249022601832299628e+01,-2.803699476221464426e+00
7.641528305661132947e+00,7.691920573056670207e+01,5.624384660251465773e-01,2.251835580340814147e+01,-2.803250099134263706e+00
7.651530306061212983e+00,7.689116986887609073e+01,5.623490160467152776e-01,2.254648111507718156e+01,-2.802800598996562975e+00
7.661532306461293018e+00,7.686313850340319220e+01,5.622595439385932314e-01,2.257460195265820957e+01,-2.802350986340485406e+00
7.671534306861373054e+00,7.683511163577347247e+01,5.621700488942611429e-01,2.260271831533226461e+01,-2.801901268175207349e+00
7.681536307261453089e+00,7.680708926737354147e+01,5.620805304836408167e-01,2.263083020214281760e+01,-2.801451448222745721e+00
7.691538307661532237e+00,7.677907139935116732e+01,5.619909886530952692e-01,2.265893761199573220e+01,-2.801001526923226237e+00
7.701540308061612272e+00,7.675105803261526205e+01,5.619014237254285060e-01,2.268704054365930745e+01,-2.800551501440147639e+00
7.711542308461692308e+00,7.672304916783586748e+01,5.618118363998855225e-01,2.271513899576424578e+01,-2.800101365665643716e+00
7.721544308861772343e+00,7.669504480544418357e+01,5.617222277521527474e-01,2.274323296680366369e+01,-2.799651110225737760e+00
7.731546309261852379e+00,7.666704494591607499e+01,5.616325987881162218e-01,2.277132245529580601e+01,-2.799200726365475678e+00
7.741548309661932414e+00,7.663904959096356606e+01,5.615429485661259656e-01,2.279940746047030586e+01,-2.798750222268707510e+00
7.751550310062012450e+00,7.661105874240190872e+01,5.614532759803594342e-01,2.282748798161772186e+01,-2.798299607535301270e+00
7.761552310462092485e+00,7.658307240179918551e+01,5.613635803149332748e-01,2.285556401788588232e+01,-2.797848888365811248e+00
7.771554310862172521e+00,7.655509057048570298e+01,5.612738612289812634e-01,2.288363556828531742e+01,-2.797398067696500679e+00
7.781556311262252557e+00,7.652711324955409111e+01,5.611841187566553035e-01,2.291170263168924492e+01,-2.796947145204576657e+00
7.791558311662332592e+00,7.649914043985930334e+01,5.610943533071250933e-01,2.293976520683357379e+01,-2.796496117313425511e+00
7.801560312062412628e+00,7.647117214201851709e+01,5.610045656645780143e-01,2.296782329231690767e+01,-2.796044977197846393e+00
7.811562312462492663e+00,7.644320835641123324e+01,5.609147569882190210e-01,2.299587688660053786e+01,-2.795593714789284423e+00
7.821564312862572699e+00,7.641524908374006486e+01,5.608249279285903999e-01,2.302392598833134585e+01,-2.795142324442035253e+00
7.831566313262652734e+00,7.638729432587277302e+01,5.607350772976784636e-01,2.305197059682954475e+01,-2.794690816451720572e+00
7.841568313662732770e+00,7.635934408455803180e+01,5.606452040944778226e-01,2.308001071134748372e+01,-2.794239199480575753e+00
7.851570314062812805e+00,7.633139836130786193e+01,5.605553076916837130e-01,2.310804633100045180e+01,-2.793787478943161595e+00
7.861572314462892841e+00,7.630345715739770185e+01,5.604653878355880803e-01,2.313607745476670630e+01,-2.793335657012474549e+00
7.871574314862972876e+00,7.627552047386645029e+01,5.603754446460789129e-01,2.316410408148747280e+01,-2.792883732625165649e+00
7.881576315263052912e+00,7.624758831151640948e+01,5.602854786166409085e-01,2.319212620986693807e+01,-2.792431701486743911e+00
7.891578315663132948e+00,7.621966067091337038e+01,5.601954906143546964e-01,2.322014383847227137e+01,-2.791979556076787272e+00
7.901580316063212983e+00,7.619173755240035462e+01,5.601054818580619710e-01,2.324815696574158252e+01,-2.791527285842954065e+00
7.911582316463293019e+00,7.616381895699097981e+01,5.600154525089258151e-01,2.327616559050009215e+01,-2.791074889389451918e+00
7.921584316863373054e+00,7.613590488659214373e+01,5.599254013162953125e-01,2.330416971209156074e+01,-2.790622377522479880e+00
7.931586317263453090e+00,7.610799534289662915e+01,5.598353273672255215e-01,2.333216932973613922e+01,-2.790169758117056809e+00
7.941588317663533125e+00,7.608009032736181609e+01,5.597452301209477898e-01,2.336016444251722746e+01,-2.789717035824070379e+00
7.951590318063613161e+00,7.605218984120965331e+01,5.596551094088706435e-01,2.338815504938147072e+01,-2.789264212075456051e+00
7.961592318463693196e+00,7.602429388542664412e+01,5.595649654345795643e-01,2.341614114913876321e+01,-2.788811285089376923e+00
7.971594318863773232e+00,7.599640246076390326e+01,5.594747987738364348e-01,2.344412274046224809e+01,-2.788358249875416917e+00
7.981596319263853268e+00,7.596851556773710001e+01,5.593846103745803156e-01,2.347209982188831034e+01,-2.787905098239744195e+00
7.991598319663933303e+00,7.594063320669975781e+01,5.592944014413133713e-01,2.350007239185893226e+01,-2.787451819787115870e+00
8.001600320064012450e+00,7.591275537898148684e+01,5.592041716366010773e-01,2.352804044938190486e+01,-2.786998417426020058e+00
8.011602320464092486e+00,7.588488208646862176e+01,5.591139197414987105e-01,2.355600399378987575e+01,-2.786544901656672124e+00
8.021604320864172522e+00,7.585701333079951780e+01,5.590236449289851528e-01,2.358396302427148683e+01,-2.786091279589950620e+00
8.031606321264252557e+00,7.582914911337827846e+01,5.589333467427985980e-01,2.361191753987891673e+01,-2.785637555135105359e+00
8.041608321664332593e+00,7.580128943537469866e+01,5.588430250974365521e-01,2.363986753952785591e+01,-2.785183729004918174e+00
8.051610322064412628e+00,7.577343429772430738e+01,5.587526802781556112e-01,2.366781302199753512e+01,-2.784729798720857019e+00
8.061612322464492664e+00,7.574558370112832506e+01,5.586623129409717947e-01,2.369575398593070403e+01,-2.784275758618228291e+00
8.071614322864572699e+00,7.571773764605370616e+01,5.585719241126601009e-01,2.372369042983363130e+01,-2.783821599851329154e+00
8.081616323264652735e+00,7.568989613293105378e+01,5.584815148779702643e-01,2.375162235219097084e+01,-2.783367313087579120e+00
8.091618323664732770e+00,7.566205916336507187e+01,5.583910844644339733e-01,2.377954975217049594e+01,-2.782912904967714596e+00
8.101620324064812806e+00,7.563422673918816486e+01,5.583006317376525418e-01,2.380747262907418715e+01,-2.782458385233403941e+00
8.111622324464892841e+00,7.560639886198565307e+01,5.582101559545109559e-01,2.383539098205984530e+01,-2.782003760253257241e+00
8.121624324864972877e+00,7.557857553310969934e+01,5.581196567412379794e-01,2.386330481014907079e+01,-2.781549033216641043e+00
8.131626325265052913e+00,7.555075675367932320e+01,5.580291340934054878e-01,2.389121411222727787e+01,-2.781094204138808923e+00
8.141628325665132948e+00,7.552294252458040091e+01,5.579385883759293563e-01,2.391911888704367684e+01,-2.780639269866027163e+00
8.151630326065212984e+00,7.549513284646563704e+01,5.578480203230687939e-01,2.394701913321129183e+01,-2.780184224080700872e+00
8.161632326465293019e+00,7.546732771975462128e+01,5.577574310384264544e-01,2.397491484920695015e+01,-2.779729057306499218e+00
8.171634326865373055e+00,7.543952714503873835e+01,5.576668213542083086e-01,2.400280603360705456e+01,-2.779273762405838788e+00
8.181636327265453090e+00,7.541173112411625823e+01,5.575761901908160567e-01,2.403069268569293016e+01,-2.778818348632916990e+00
8.191638327665533126e+00,7.538393965875589231e+01,5.574855365142219465e-01,2.405857480472989707e+01,-2.778362824839641476e+00
8.201640328065613161e+00,7.535615275049123341e+01,5.573948596632122277e-01,2.408645238984555803e+01,-2.777907196673946810e+00
8.211642328465693197e+00,7.532837040062388212e+01,5.573041593445032804e-01,2.411432544003161382e+01,-2.777451466626779553e+00
8.221644328865773232e+00,7.530059261022341843e+01,5.572134356327409499e-01,2.414219395414384195e+01,-2.776995634037203509e+00
8.231646329265853268e+00,7.527281938012740170e+01,5.571226889705009899e-01,2.417005793090211085e+01,-2.776539695097497429e+00
8.241648329665933304e+00,7.524505071094135644e+01,5.570319201682888410e-01,2.419791736889036926e+01,-2.776083642858254041e+00
8.251650330066013339e+00,7.521728660304074765e+01,5.569411304014924013e-01,2.422577226655776883e+01,-2.775627467259528025e+00
8.261652330466093375e+00,7.518952705727028274e+01,5.568503201025065685e-01,2.425362262262722268e+01,-2.775171164604818053e+00
8.271654330866173410e+00,7.516177207551071149e+01,5.567594880599662233e-01,2.428146843642933916e+01,-2.774714745246984027e+00
8.281656331266253446e+00,7.513402165947613298e+01,5.566686333260496555e-01,2.430930970719783346e+01,-2.774258217274524707e+00
8.291658331666333481e+00,7.510627581064977676e+01,5.565777553194533045e-01,2.433714643403078171e+01,-2.773801585636003431e+00
8.301660332066413517e+00,7.507853453028398860e+01,5.564868538253915364e-01,2.436497861589063163e+01,-2.773344852145132045e+00
8.311662332466493552e+00,7.505079781940023054e+01,5.563959289955966447e-01,2.439280625160418481e+01,-2.772888015485837521e+00
8.321664332866573588e+00,7.502306567878906662e+01,5.563049813483186279e-01,2.442062933986262152e+01,-2.772431071217345000e+00
8.331666333266653623e+00,7.499533810901020559e+01,5.562140117683258556e-01,2.444844787922147944e+01,-2.771974011779236413e+00
8.341668333666733659e+00,7.496761511042129200e+01,5.561230214612092881e-01,2.447626186811751481e+01,-2.771516826886070373e+00
8.351670334066813695e+00,7.493989668415598260e+01,5.560320104018934284e-01,2.450407130544213530e+01,-2.771059516753560992e+00
8.361672334466893730e+00,7.491218283210496054e+01,5.559409773621999395e-01,2.453187619053284863e+01,-2.770602091846671833e+00
8.371674334866973766e+00,7.488447355593216059e+01,5.558499214736492000e-01,2.455967652259421286e+01,-2.770144559553521901e+00
8.381676335267053801e+00,7.485676885707172801e+01,5.557588422328696431e-01,2.458747230069542411e+01,-2.769686924144331819e+00
8.391678335667133837e+00,7.482906873672808956e+01,5.556677395015976462e-01,2.461526352377033078e+01,-2.769229186776474450e+00
8.401680336067213872e+00,7.480137319587591094e+01,5.555766135066777522e-01,2.464305019061742641e+01,-2.768771345499521974e+00
8.411682336467293908e+00,7.477368223526009672e+01,5.554854648400623374e-01,2.467083229989985682e+01,-2.768313395260290743e+00
8.421684336867373943e+00,7.474599585539580460e+01,5.553942944588119435e-01,2.469860985014540233e+01,-2.767855327907884799e+00
8.431686337267453979e+00,7.471831405666833348e+01,5.553031035266010607e-01,2.472638283980508689e+01,-2.767397133545913768e+00
8.441688337667534014e+00,7.469063684048863649e+01,5.552118915782104924e-01,2.475415126793317455e+01,-2.766938816131766288e+00
8.451690338067614050e+00,7.466296420871607609e+01,5.551206574342161248e-01,2.478191513384972211e+01,-2.766480385684409793e+00
8.461692338467694086e+00,7.463529616296573010e+01,5.550294003035135537e-01,2.480967443673077355e+01,-2.766021848912459724e+00
8.471694338867774121e+00,7.460763270462400953e+01,5.549381197586990000e-01,2.483742917561731289e+01,-2.765563209428535174e+00
8.481696339267854157e+00,7.457997383484870113e+01,5.548468157360681996e-01,2.486517934941524288e+01,-2.765104467754293083e+00
8.491698339667934192e+00,7.455231955456899584e+01,5.547554885356170695e-01,2.489292495689539919e+01,-2.764645621325446445e+00
8.501700340068014228e+00,7.452466986448543196e+01,5.546641388210417078e-01,2.492066599669354332e+01,-2.764186664496776746e+00
8.511702340468094263e+00,7.449702476506990934e+01,5.545727676197379497e-01,2.494840246731036615e+01,-2.763727588547155722e+00
8.521704340868174299e+00,7.446938425679466889e+01,5.544813759591026292e-01,2.497613436724624592e+01,-2.763268384766900176e+00
8.531706341268254334e+00,7.444174834130284069e+01,5.543899630043920279e-01,2.500386169569279460e+01,-2.762809060234177494e+00
8.541708341668334370e+00,7.441411702040092280e+01,5.542985276593983546e-01,2.503158445193969683e+01,-2.762349624232453671e+00
8.551710342068414406e+00,7.438649029565641513e+01,5.542070692084397621e-01,2.505930263513516110e+01,-2.761890082811423230e+00
8.561712342468494441e+00,7.435886816840930180e+01,5.541155872981282648e-01,2.508701624429259169e+01,-2.761430438946580690e+00
8.571714342868574477e+00,7.433125063977203695e+01,5.540240819373700720e-01,2.511472527829061008e+01,-2.760970692544208127e+00
8.581716343268654512e+00,7.430363771062961575e+01,5.539325534973653653e-01,2.514242973587304419e+01,-2.760510840446376957e+00
8.591718343668734548e+00,7.427602938163948920e+01,5.538410027116080769e-01,2.517012961564893203e+01,-2.760050876435933276e+00
8.601720344068814583e+00,7.424842565323160670e+01,5.537494306758862228e-01,2.519782491609252872e+01,-2.759590791241487651e+00
8.611722344468894619e+00,7.422082652603617703e+01,5.536578381679488903e-01,2.522551563579590450e+01,-2.759130578291314251e+00
8.621724344868974654e+00,7.419323200185422706e+01,5.535662241007607287e-01,2.525320177404503497e+01,-2.758670246774845403e+00
8.631726345269054690e+00,7.416564208243532619e+01,5.534745874681333833e-01,2.528088333009656452e+01,-2.758209805186886854e+00
8.641728345669134725e+00,7.413805676930066113e+01,5.533829276278674492e-01,2.530856030307149496e+01,-2.757749258938535064e+00
8.651730346069214761e+00,7.411047606374505392e+01,5.532912442986535062e-01,2.533623269195631522e+01,-2.757288610388344274e+00
8.661732346469294797e+00,7.408289996683694767e+01,5.531995375600721188e-01,2.536390049560301563e+01,-2.756827858847294532e+00
8.671734346869374832e+00,7.405532847941836394e+01,5.531078078525935027e-01,2.539156371272906654e+01,-2.756367000583760163e+00
8.681736347269454868e+00,7.402776160210500223e+01,5.530160559775777473e-01,2.541922234191744678e+01,-2.755906028828474685e+00
8.691738347669534903e+00,7.400019933528841420e+01,5.529242830936508257e-01,2.544687638161795817e+01,-2.755444933810030861e+00
8.701740348069614939e+00,7.397264167983067296e+01,5.528324896104642727e-01,2.547452583055888908e+01,-2.754983712080244285e+00
8.711742348469694974e+00,7.394508863759836004e+01,5.527406743353382446e-01,2.550217068806632170e+01,-2.754522373691250081e+00
8.721744348869775010e+00,7.391754021029295529e+01,5.526488363381419910e-01,2.552981095336892992e+01,-2.754060926471531889e+00
8.731746349269855045e+00,7.388999639939062547e+01,5.525569750482324238e-01,2.555744662556116964e+01,-2.753599375213623190e+00
8.741748349669935081e+00,7.386245720614230947e+01,5.524650902544542275e-01,2.558507770360325750e+01,-2.753137721679059347e+00
8.751750350070015116e+00,7.383492263157368996e+01,5.523731821051396373e-01,2.561270418632120283e+01,-2.752675964603314540e+00
8.761752350470095152e+00,7.380739267648513646e+01,5.522812511081085507e-01,2.564032607240677919e+01,-2.752214099700739602e+00
8.771754350870175188e+00,7.377986734145180492e+01,5.521892981306686377e-01,2.566794336041754576e+01,-2.751752119669500729e+00
8.781756351270255223e+00,7.375234662684940190e+01,5.520973243585020063e-01,2.569555604879212751e+01,-2.751290014542003615e+00
8.791758351670335259e+00,7.372483053379679063e+01,5.520053297923659397e-01,2.572316413641087252e+01,-2.750827784317834812e+00
8.801760352070415294e+00,7.369731906416944867e+01,5.519133132241694772e-01,2.575076762260640351e+01,-2.750365439148324320e+00
8.811762352470495330e+00,7.366981221962399218e+01,5.518212737948250401e-01,2.577836650658121798e+01,-2.749902986241726577e+00
8.821764352870575365e+00,7.364231000159283269e+01,5.517292110033328312e-01,2.580596078740385835e+01,-2.749440429791784268e+00
8.831766353270655401e+00,7.361481241128430497e+01,5.516371247067803907e-01,2.583355046400894039e+01,-2.748977770982661717e+00
8.841768353670735436e+00,7.358731944968255334e+01,5.515450151203424856e-01,2.586113553519712838e+01,-2.748515007993849402e+00
8.851770354070813696e+00,7.355983111754760273e+01,5.514528828172816644e-01,2.588871599963514925e+01,-2.748052136005077806e+00
8.861772354470893731e+00,7.353234741541527342e+01,5.513607287289477021e-01,2.591629185585580686e+01,-2.747589147201227711e+00
8.871774354870973767e+00,7.350486834368129507e+01,5.512685540108304139e-01,2.594386310230789761e+01,-2.747126031899534304e+00
8.881776355271053802e+00,7.347739390371238244e+01,5.511763582680831997e-01,2.597142973801955890e+01,-2.746662793415390436e+00
8.891778355671133838e+00,7.344992409735880301e+01,5.510841403316628639e-01,2.599899176230956144e+01,-2.746199441542331421e+00
8.901780356071213873e+00,7.342245892623354564e+01,5.509918994116236313e-01,2.602654917435485871e+01,-2.745735982887997029e+00
8.911782356471293909e+00,7.339499839172657403e+01,5.508996350747090709e-01,2.605410197319874754e+01,-2.745272421066845325e+00
8.921784356871373944e+00,7.336754249500481251e+01,5.508073472443518748e-01,2.608165015775086815e+01,-2.744808756705043873e+00
8.931786357271453980e+00,7.334009123701214605e+01,5.507150362006738575e-01,2.610919372678721118e+01,-2.744344987445353823e+00
8.941788357671534015e+00,7.331264461846943448e+01,5.506227025804864006e-01,2.613673267895010355e+01,-2.743881107952018006e+00
8.951790358071614051e+00,7.328520263987451244e+01,5.505303473772894529e-01,2.616426701274822619e+01,-2.743417109915645469e+00
8.961792358471694087e+00,7.325776530168859324e+01,5.504379716435245928e-01,2.619179672666790637e+01,-2.742952984545450335e+00
8.971794358871774122e+00,7.323033260549284762e+01,5.503455746410890193e-01,2.621932181986609223e+01,-2.742488738015391725e+00
8.981796359271854158e+00,7.320290455309306310e+01,5.502531552709415408e-01,2.624684229163601756e+01,-2.742024379504661713e+00
8.991798359671934193e+00,7.317548114605988019e+01,5.501607128103899180e-01,2.627435814112974910e+01,-2.741559915039643247e+00
9.001800360072014229e+00,7.314806238574200847e+01,5.500682468920349288e-01,2.630186936736597403e+01,-2.741095347674735283e+00
9.011802360472094264e+00,7.312064827326622662e+01,5.499757575037700352e-01,2.632937596923002133e+01,-2.740630677497219558e+00
9.021804360872174300e+00,7.309323880953741082e+01,5.498832449887818274e-01,2.635687794547383689e+01,-2.740165901632119372e+00
9.031806361272254335e+00,7.306583399523846367e+01,5.497907100455494689e-01,2.638437529471600484e+01,-2.739701014247057032e+00
9.041808361672334371e+00,7.303843383083044216e+01,5.496981537278454732e-01,2.641186801544173335e+01,-2.739236006557109082e+00
9.051810362072414406e+00,7.301103831689357548e+01,5.496055768991973123e-01,2.643935610620724574e+01,-2.738770871373590765e+00
9.061812362472494442e+00,7.298364745516916230e+01,5.495129785642461906e-01,2.646683956626660361e+01,-2.738305616995383218e+00
9.071814362872574478e+00,7.295626124741227159e+01,5.494203577042093833e-01,2.649431839488353191e+01,-2.737840251905518052e+00
9.081816363272654513e+00,7.292887969515240343e+01,5.493277136617730205e-01,2.652179259118584653e+01,-2.737374781568210125e+00
9.091818363672734549e+00,7.290150279969820701e+01,5.492350461335223644e-01,2.654926215416828228e+01,-2.736909208496763224e+00
9.101820364072814584e+00,7.287413056213759432e+01,5.491423551699405881e-01,2.657672708269248574e+01,-2.736443532258420852e+00
9.111822364472894620e+00,7.284676298333758382e+01,5.490496411754098860e-01,2.660418737548702239e+01,-2.735977749479185483e+00
9.121824364872974655e+00,7.281940006394444254e+01,5.489569049082108076e-01,2.663164303114736953e+01,-2.735511853848662689e+00
9.131826365273054691e+00,7.279204180438358662e+01,5.488641474805077136e-01,2.665909404813592332e+01,-2.735045836125003405e+00
9.141828365673134726e+00,7.276468820541417415e+01,5.487713694705245171e-01,2.668654042511532154e+01,-2.734579691512807109e+00
9.151830366073214762e+00,7.273733926886575318e+01,5.486785697401653783e-01,2.671398216139410309e+01,-2.734113429471767276e+00
9.161832366473294798e+00,7.270999499644760533e+01,5.485857473431275944e-01,2.674141925620928362e+01,-2.733647057857505391e+00
9.171834366873374833e+00,7.268265538964932659e+01,5.484929016856144868e-01,2.676885170866508190e+01,-2.733180581590885616e+00
9.181836367273454869e+00,7.265532044974077053e+01,5.484000325263356235e-01,2.679627951773291628e+01,-2.732714002662824271e+00
9.191838367673534904e+00,7.262799017777210508e+01,5.483071399765069298e-01,2.682370268225140464e+01,-2.732247320139097546e+00
9.201840368073614940e+00,7.260066457457379840e+01,5.482142244998502445e-01,2.685112120092636800e+01,-2.731780530165157650e+00
9.211842368473694975e+00,7.257334364075659039e+01,5.481212869125937637e-01,2.687853507233083050e+01,-2.731313625970924974e+00
9.221844368873775011e+00,7.254602737672024659e+01,5.480283283695128738e-01,2.690594429491025608e+01,-2.730846597991220648e+00
9.231846369273855046e+00,7.251871578344157854e+01,5.479353491005974908e-01,2.693334886745784829e+01,-2.730379444330853111e+00
9.241848369673935082e+00,7.249140886277795914e+01,5.478423479215759340e-01,2.696074878930047802e+01,-2.729912174803498459e+00
9.251850370074015117e+00,7.246410661639890805e+01,5.477493239492046140e-01,2.698814405965191199e+01,-2.729444796719127986e+00
9.261852370474095153e+00,7.243680904575525403e+01,5.476562766513558556e-01,2.701553467759341132e+01,-2.728977314473812310e+00
9.271854370874175189e+00,7.240951615207929137e+01,5.475632058470177865e-01,2.704292064207371737e+01,-2.728509729554516205e+00
9.281856371274255224e+00,7.238222793638465191e+01,5.474701117062941158e-01,2.707030195190906596e+01,-2.728042040543876556e+00
9.291858371674335260e+00,7.235494439946643297e+01,5.473769947504044664e-01,2.709767860578318377e+01,-2.727574243124984310e+00
9.301860372074415295e+00,7.232766554190105524e+01,5.472838558516841534e-01,2.712505060224728126e+01,-2.727106330086161989e+00
9.311862372474495331e+00,7.230039136408545630e+01,5.471906961709538386e-01,2.715241793974361428e+01,-2.726638291842958139e+00
9.321864372874575366e+00,7.227312186721762544e+01,5.470975155832868975e-01,2.717978061719910698e+01,-2.726170129438187040e+00
9.331866373274655402e+00,7.224585705314953543e+01,5.470043129117079239e-01,2.720713863393877929e+01,-2.725701852595693087e+00
9.341868373674735437e+00,7.221859692351202398e+01,5.469110873341961332e-01,2.723449198915380265e+01,-2.725233468098207101e+00
9.351870374074815473e+00,7.219134147971844584e+01,5.468178383784575436e-01,2.726184068190311649e+01,-2.724764979835315071e+00
9.361872374474895508e+00,7.216409072296465865e+01,5.467245659219259757e-01,2.728918471111343891e+01,-2.724296388808206348e+00
9.371874374874975544e+00,7.213684465422899450e+01,5.466312701917622752e-01,2.731652407557925599e+01,-2.723827693134434291e+00
9.381876375275055580e+00,7.210960327427231675e+01,5.465379517648547569e-01,2.734385877396284315e+01,-2.723358888052671567e+00
9.391878375675135615e+00,7.208236658363796323e+01,5.464446115678193161e-01,2.737118880479424021e+01,-2.722889965927456579e+00
9.401880376075215651e+00,7.205513458274960215e+01,5.463512507199340673e-01,2.739851416653049299e+01,-2.722420917547184516e+00
9.411882376475295686e+00,7.202790727301200491e+01,5.462578687636180375e-01,2.742583485822440537e+01,-2.721951746691678498e+00
9.421884376875375722e+00,7.200068465624963210e+01,5.461644645646861473e-01,2.745315087918570995e+01,-2.721482462703137983e+00
9.431886377275455757e+00,7.197346673405590423e+01,5.460710373605160983e-01,2.748046222858361176e+01,-2.721013071855224119e+00
9.441888377675535793e+00,7.194625350780782469e+01,5.459775867368267255e-01,2.750776890545536801e+01,-2.720543577549068726e+00
9.451890378075615828e+00,7.191904497866603663e+01,5.458841126276776645e-01,2.753507090870631302e+01,-2.720073980318011841e+00
9.461892378475695864e+00,7.189184114757472344e+01,5.457906153154696849e-01,2.756236823710983330e+01,-2.719604277832321948e+00
9.471894378875775899e+00,7.186464201526169404e+01,5.456970954309441346e-01,2.758966088930738536e+01,-2.719134464903935733e+00
9.481896379275855935e+00,7.183744758223835447e+01,5.456035539531837175e-01,2.761694886380848857e+01,-2.718664533491172985e+00
9.491898379675935971e+00,7.181025784899019015e+01,5.455099919033667977e-01,2.764423215910646547e+01,-2.718194475217520001e+00
9.501900380076016006e+00,7.178307281709908239e+01,5.454164085381586480e-01,2.767151077436278328e+01,-2.717724296198219314e+00
9.511902380476096042e+00,7.175589248834975820e+01,5.453228027859334803e-01,2.769878470886432709e+01,-2.717254005233742387e+00
9.521904380876176077e+00,7.172871686429940041e+01,5.452291739416580407e-01,2.772605396175896786e+01,-2.716783608106578374e+00
9.531906381276256113e+00,7.170154594628982636e+01,5.451355216472555387e-01,2.775331853206293076e+01,-2.716313107747190259e+00
9.541908381676336148e+00,7.167437973544761576e+01,5.450418458916054254e-01,2.778057841866080224e+01,-2.715842504238731525e+00
9.551910382076416184e+00,7.164721823268396861e+01,5.449481470105440595e-01,2.780783362030550165e+01,-2.715371794821733520e+00
9.561912382476496219e+00,7.162006143869483310e+01,5.448544256868637081e-01,2.783508413561831674e+01,-2.714900973898823011e+00
9.571914382876576255e+00,7.159290935396082034e+01,5.447606829503137682e-01,2.786232996308888232e+01,-2.714430033039408219e+00
9.581916383276656290e+00,7.156576197906858283e+01,5.446669196603550755e-01,2.788957110127107697e+01,-2.713958965217958763e+00
9.591918383676736326e+00,7.153861931573469235e+01,5.445731348554148088e-01,2.791680754940991349e+01,-2.713487778318278032e+00
9.601920384076816362e+00,7.151148136570046177e+01,5.444793275325854331e-01,2.794403930676697811e+01,-2.713016480551901033e+00
9.611922384476896397e+00,7.148434813048794467e+01,5.443854970426258433e-01,2.797126637246945435e+01,-2.712545077227790369e+00
9.621924384876976433e+00,7.145721961140498024e+01,5.442916430818686147e-01,2.799848874551317479e+01,-2.712073570823275492e+00
9.631926385277056468e+00,7.143009580954519322e+01,5.441977656922204476e-01,2.802570642476259977e+01,-2.711601960988725857e+00
9.641928385677136504e+00,7.140297672578802235e+01,5.441038652611622783e-01,2.805291940895084224e+01,-2.711130244552233393e+00
9.651930386077216539e+00,7.137586236079862090e+01,5.440099425217488349e-01,2.808012769667964648e+01,-2.710658415524282105e+00
9.661932386477296575e+00,7.134875271502801297e+01,5.439159985526088592e-01,2.810733128641939871e+01,-2.710186465102430109e+00
9.671934386877376610e+00,7.132164778920643755e+01,5.438220339825839966e-01,2.813453017681099055e+01,-2.709714388166489130e+00
9.681936387277456646e+00,7.129454758513251988e+01,5.437280477162406145e-01,2.816172436715125116e+01,-2.709242193669339382e+00
9.691938387677536682e+00,7.126745210450762613e+01,5.436340388139149216e-01,2.818891385667847516e+01,-2.708769889281775534e+00
9.701940388077616717e+00,7.124036134881986015e+01,5.435400066803742769e-01,2.821609864449978744e+01,-2.708297479856629941e+00
9.711942388477696753e+00,7.121327531934417721e+01,5.434459510645794911e-01,2.824327872959125330e+01,-2.707824967435364272e+00
9.721944388877776788e+00,7.118619401714246919e+01,5.433518720596849372e-01,2.827045411079786419e+01,-2.707352351252731992e+00
9.731946389277856824e+00,7.115911744306343678e+01,5.432577701030385509e-01,2.829762478683354487e+01,-2.706879627741417771e+00
9.741948389677936859e+00,7.113204559774268887e+01,5.431636459761819413e-01,2.832479075628113918e+01,-2.706406790536693308e+00
9.751950390078016895e+00,7.110497848160638057e+01,5.430695007989736478e-01,2.835195201759466954e+01,-2.705933830528890027e+00
9.761952390478096930e+00,7.107791609556200285e+01,5.429753349147202757e-01,2.837910856952330008e+01,-2.705460744938663620e+00
9.771954390878176966e+00,7.105085844144036855e+01,5.428811471742535089e-01,2.840626041138540003e+01,-2.704987543129319327e+00
9.781956391278255225e+00,7.102380552090879462e+01,5.427869366917638105e-01,2.843340754239945767e+01,-2.704514232310549104e+00
9.791958391678335261e+00,7.099675733542257205e+01,5.426927029242571976e-01,2.846054996165319650e+01,-2.704040816896194244e+00
9.801960392078415296e+00,7.096971388622492327e+01,5.425984456715541304e-01,2.848768766810353981e+01,-2.703567298508882555e+00
9.811962392478495332e+00,7.094267517434708736e+01,5.425041650762909562e-01,2.851482066057663900e+01,-2.703093675984649558e+00
