t,omega,theta,domega_dt,domega_dt_noisy
4.384876975395078924e-01,5.116732533933491922e+00,1.343777051371764619e+00,5.853551203194182762e+00,5.879149793888884368e+00
4.392878575715142841e-01,5.121410717059149853e+00,1.347873128792948405e+00,5.839573592663068524e+00,6.083217886625425841e+00
4.400880176035207314e-01,5.126077728290109548e+00,1.351972945054943587e+00,5.825627192368513008e+00,5.599780415355152918e+00
4.408881776355271231e-01,5.130733592581866453e+00,1.356076491225499225e+00,5.811711943247355627e+00,5.699883967610422708e+00
4.416883376675335149e-01,5.135378334843392345e+00,1.360183758392176312e+00,5.797827786292454100e+00,5.644093184614905390e+00
4.424884976995399066e-01,5.140011979937133546e+00,1.364294737662346879e+00,5.783974662553062807e+00,5.484845474463910797e+00
4.432886577315462984e-01,5.144634552679008266e+00,1.368409420163195112e+00,5.770152513135220929e+00,5.962406168189160027e+00
4.440888177635526901e-01,5.149246077838411928e+00,1.372527797041716235e+00,5.756361279202122816e+00,6.018560739799328374e+00
4.448889777955591374e-01,5.153846580138213618e+00,1.376649859464717407e+00,5.742600901974497241e+00,5.902609543385902491e+00
4.456891378275655291e-01,5.158436084254756082e+00,1.380775598618816602e+00,5.728871322730993754e+00,5.777385385818448960e+00
4.464892978595719208e-01,5.163014614817855730e+00,1.384905005710443948e+00,5.715172482808544174e+00,5.704766205945652757e+00
4.472894578915783126e-01,5.167582196410806183e+00,1.389038071965841503e+00,5.701504323602740065e+00,5.749380383707671349e+00
4.480896179235847043e-01,5.172138853570372063e+00,1.393174788631061478e+00,5.687866786568211097e+00,5.541555603149995513e+00
4.488897779555910961e-01,5.176684610786795204e+00,1.397315146971969124e+00,5.674259813218994530e+00,5.853028933309328607e+00
4.496899379875975433e-01,5.181219492503791102e+00,1.401459138274240734e+00,5.660683345128893151e+00,5.869781809936569950e+00
4.504900980196039351e-01,5.185743523118548026e+00,1.405606753843363421e+00,5.647137323931859854e+00,5.833646030732641208e+00
4.512902580516103268e-01,5.190256726981731461e+00,1.409757985004636449e+00,5.633621691322350244e+00,5.527432047778591873e+00
4.520904180836167185e-01,5.194759128397477888e+00,1.413912823103170791e+00,5.620136389055705450e+00,5.635817257445065565e+00
4.528905781156231103e-01,5.199250751623401001e+00,1.418071259503888459e+00,5.606681358948495841e+00,5.573525195152624789e+00
4.536907381476295020e-01,5.203731620870588159e+00,1.422233285591523622e+00,5.593256542878895843e+00,5.950971500472363118e+00
4.544908981796359493e-01,5.208201760326515384e+00,1.426398892751850278e+00,5.579861882718349264e+00,5.615801123102861503e+00
4.552910582116423410e-01,5.212661194125426611e+00,1.430568072384346356e+00,5.566497320420669581e+00,5.190083141634589836e+00
4.560912182436487328e-01,5.217109946299999024e+00,1.434740815944846259e+00,5.553162798167402769e+00,5.632863928333617487e+00
4.568913782756551245e-01,5.221548040837721061e+00,1.438917114907969808e+00,5.539858258199192420e+00,5.916311508013389897e+00
4.576915383076615162e-01,5.225975501681760171e+00,1.443096960766488968e+00,5.526583642813533537e+00,5.663618786058046695e+00
4.584916983396679080e-01,5.230392352730955707e+00,1.447280345031329629e+00,5.513338894365135801e+00,5.689234836374377657e+00
4.592918583716743552e-01,5.234798617839829582e+00,1.451467259231570939e+00,5.500123955266251308e+00,5.507336208636031571e+00
4.600920184036807470e-01,5.239194320818573836e+00,1.455657694914444411e+00,5.486938767987050269e+00,5.092660870750013835e+00
4.608921784356871387e-01,5.243579485433062182e+00,1.459851643645335484e+00,5.473783275055940756e+00,5.111731724245353270e+00
4.616923384676935305e-01,5.247954135404842013e+00,1.464049097007782851e+00,5.460657419059927520e+00,5.211467864112750981e+00
4.624924984996999222e-01,5.252318294411138844e+00,1.468250046603477577e+00,5.447561142644946841e+00,5.422194735237001240e+00
4.632926585317063695e-01,5.256671986084853643e+00,1.472454484052265089e+00,5.434494388516218244e+00,5.496494087814481233e+00
4.640928185637127612e-01,5.261015234014562836e+00,1.476662400992142521e+00,5.421457099438591776e+00,5.559339929866496277e+00
4.648929785957191529e-01,5.265348061744522745e+00,1.480873789079261593e+00,5.408449218236854428e+00,5.340357609683909601e+00
4.656931386277255447e-01,5.269670492774662485e+00,1.485088639987926173e+00,5.395470687796108500e+00,5.586856539478326056e+00
4.664932986597319364e-01,5.273982550560591065e+00,1.489306945410594274e+00,5.382521451062087792e+00,5.326571699386163594e+00
4.672934586917383282e-01,5.278284258513590288e+00,1.493528697057875831e+00,5.369601451041496887e+00,5.228703547972089360e+00
4.680936187237447754e-01,5.282575640000622741e+00,1.497753886658535594e+00,5.356710630802343331e+00,5.527038973891323259e+00
4.688937787557511672e-01,5.286856718344322914e+00,1.501982505959489789e+00,5.343848933474284024e+00,5.160959936853449115e+00
4.696939387877575589e-01,5.291127516823006083e+00,1.506214546725808789e+00,5.331016302248936078e+00,4.785199316084716159e+00
4.704940988197639506e-01,5.295388058670662090e+00,1.510450000740716003e+00,5.318212680380232094e+00,5.106221328590652142e+00
4.712942588517703424e-01,5.299638367076955348e+00,1.514688859805588095e+00,5.305438011184737235e+00,5.324269920285316537e+00
4.720944188837767341e-01,5.303878465187231050e+00,1.518931115739954540e+00,5.292692238041964536e+00,4.676656686232032456e+00
4.728945789157831814e-01,5.308108376102508075e+00,1.523176760381498740e+00,5.279975304394738167e+00,5.208547695159023050e+00
4.736947389477895731e-01,5.312328122879481640e+00,1.527425785586056017e+00,5.267287153749483863e+00,5.200869081996882137e+00
4.744948989797959649e-01,5.316537728530524198e+00,1.531678183227616064e+00,5.254627729676573544e+00,4.969336535882717953e+00
4.752950590118023566e-01,5.320737216023685434e+00,1.535933945198321382e+00,5.241996975810650383e+00,4.945496282891088669e+00
4.760952190438087483e-01,5.324926608282691376e+00,1.540193063408467289e+00,5.229394835850932566e+00,5.136902446231077057e+00
4.768953790758151401e-01,5.329105928186942620e+00,1.544455529786502801e+00,5.216821253561565008e+00,5.107401219634602363e+00
4.776955391078215873e-01,5.333275198571518771e+00,1.548721336279030192e+00,5.204276172771908904e+00,5.456259874650235986e+00
4.784956991398279791e-01,5.337434442227174003e+00,1.552990474850803881e+00,5.191759537376884559e+00,5.266732146403444226e+00
4.792958591718343708e-01,5.341583681900340608e+00,1.557262937484732657e+00,5.179271291337278704e+00,4.863100202236163128e+00
4.800960192038407626e-01,5.345722940293126335e+00,1.561538716181877895e+00,5.166811378680057132e+00,4.995881084712708642e+00
4.808961792358471543e-01,5.349852240063316167e+00,1.565817802961454230e+00,5.154379743498689770e+00,5.295408048923095912e+00
4.816963392678535461e-01,5.353971603824370540e+00,1.570100189860829776e+00,5.141976329953465097e+00,5.521171683745046188e+00
4.824964992998599933e-01,5.358081054145428013e+00,1.574385868935525457e+00,5.129601082271799228e+00,5.206900981020644359e+00
4.832966593318663850e-01,5.362180613551301711e+00,1.578674832259215233e+00,5.117253944748543226e+00,5.179396453680440437e+00
4.840968193638727768e-01,5.366270304522483769e+00,1.582967071923726765e+00,5.104934861746301955e+00,5.477085354580703225e+00
4.848969793958791685e-01,5.370350149495140002e+00,1.587262580039040527e+00,5.092643777695748497e+00,5.088109488891944920e+00
4.856971394278855603e-01,5.374420170861114343e+00,1.591561348733290249e+00,5.080380637095919916e+00,5.018560445428973615e+00
4.864972994598919520e-01,5.378480390967927072e+00,1.595863370152762917e+00,5.068145384514540552e+00,4.785495628056207096e+00
4.872974594918983993e-01,5.382530832118775699e+00,1.600168636461898997e+00,5.055937964588304467e+00,4.953334748142763644e+00
4.880976195239047910e-01,5.386571516572532303e+00,1.604477139843290878e+00,5.043758322023210283e+00,5.479500870542841184e+00
4.888977795559111827e-01,5.390602466543747084e+00,1.608788872497685762e+00,5.031606401594843625e+00,4.747258123097100047e+00
4.896979395879175745e-01,5.394623704202647474e+00,1.613103826643982996e+00,5.019482148148687095e+00,5.021720489511337426e+00
4.904980996199239662e-01,5.398635251675134583e+00,1.617421994519235628e+00,5.007385506600433800e+00,4.725720021009970573e+00
4.912982596519304135e-01,5.402637131079639943e+00,1.621743368353526282e+00,4.995316421825062747e+00,5.021011571435414211e+00
4.920984196839368052e-01,5.406629364469174526e+00,1.626067940400131029e+00,4.983274838831970754e+00,5.160804279522395177e+00
4.928985797159431970e-01,5.410611973798246765e+00,1.630395702962375237e+00,4.971260702865133219e+00,4.922530838902495987e+00
4.936987397479495887e-01,5.414584980979557649e+00,1.634726648360142587e+00,4.959273959232405105e+00,5.105343413292304788e+00
4.944988997799559804e-01,5.418548407884045126e+00,1.639060768929846867e+00,4.947314553305646179e+00,5.091483318407413527e+00
4.952990598119623722e-01,5.422502276340886773e+00,1.643398057024430869e+00,4.935382430521028319e+00,5.024787393742411012e+00
4.960992198439688194e-01,5.426446608137498906e+00,1.647738505013366828e+00,4.923477536379309072e+00,5.266727136262499442e+00
4.968993798759752112e-01,5.430381425019533026e+00,1.652082105282655755e+00,4.911599816446146072e+00,5.067367327245757558e+00
4.976995399079816029e-01,5.434306748690883815e+00,1.656428850234828554e+00,4.899749216352348391e+00,4.838757303125484910e+00
4.984996999399879947e-01,5.438222600813682028e+00,1.660778732288945347e+00,4.887925681794176747e+00,4.751760972095754099e+00
4.992998599719943864e-01,5.442129003008296273e+00,1.665131743880595483e+00,4.876129158533645480e+00,4.707067889032775732e+00
5.001000200040007782e-01,5.446025976853334782e+00,1.669487877461897529e+00,4.864359592398786347e+00,4.959533079925789067e+00
5.009001800360072254e-01,5.449913543885644529e+00,1.673847125501499944e+00,4.852616929283925629e+00,4.787872566433891919e+00
5.017003400680135616e-01,5.453791725600309448e+00,1.678209480484579297e+00,4.840901115149990552e+00,5.386734522950849424e+00
5.025005001000200089e-01,5.457660543450654878e+00,1.682574934912842934e+00,4.829212096024762424e+00,5.197701617148394071e+00
5.033006601320264561e-01,5.461520018848242231e+00,1.686943481304526760e+00,4.817549818003176831e+00,4.774645018101912441e+00
5.041008201640327924e-01,5.465370173162869882e+00,1.691315112194394787e+00,4.805914227247599868e+00,4.740087976415002124e+00
5.049009801960392396e-01,5.469211027722579388e+00,1.695689820133743364e+00,4.794305269988082152e+00,5.132340580651367112e+00
5.057011402280455759e-01,5.473042603813646600e+00,1.700067597690394727e+00,4.782722892522667024e+00,4.406050936261669548e+00
5.065013002600520231e-01,5.476864922680587888e+00,1.704448437448703668e+00,4.771167041217650784e+00,4.680856829356629056e+00
5.073014602920583593e-01,5.480678005526158358e+00,1.708832332009551092e+00,4.759637662507846478e+00,4.949789052706920600e+00
5.081016203240648066e-01,5.484481873511350081e+00,1.713219273990350233e+00,4.748134702896882331e+00,4.565715188713089567e+00
5.089017803560712538e-01,5.488276547755395640e+00,1.717609256025041553e+00,4.736658108957446878e+00,4.641292114338749997e+00
5.097019403880775901e-01,5.492062049335763696e+00,1.722002270764094733e+00,4.725207827331588284e+00,4.654979594112650609e+00
5.105021004200840373e-01,5.495838399288163423e+00,1.726398310874511122e+00,4.713783804730959481e+00,4.845945504032272311e+00
5.113022604520903736e-01,5.499605618606540069e+00,1.730797369039818179e+00,4.702385987937102385e+00,4.729891364901727790e+00
5.121024204840968208e-01,5.503363728243082065e+00,1.735199437960075919e+00,4.691014323801700137e+00,4.771431805859326580e+00
5.129025805161032681e-01,5.507112749108211247e+00,1.739604510351870914e+00,4.679668759246871090e+00,4.798725504283538612e+00
5.137027405481096043e-01,5.510852702070589970e+00,1.744012578948320069e+00,4.668349241265415728e+00,4.674336886900841925e+00
5.145029005801160515e-01,5.514583607957120215e+00,1.748423636499070399e+00,4.657055716921073341e+00,4.879168956570807403e+00
5.153030606121223878e-01,5.518305487552940924e+00,1.752837675770296810e+00,4.645788133348816018e+00,4.499996359127688805e+00
5.161032206441288350e-01,5.522018361601429781e+00,1.757254689544704984e+00,4.634546437755083126e+00,4.347322138629755806e+00
5.169033806761352823e-01,5.525722250804202318e+00,1.761674670621529160e+00,4.623330577418059306e+00,4.267956216455570662e+00
5.177035407081416185e-01,5.529417175821115471e+00,1.766097611816531687e+00,4.612140499687927608e+00,4.287938543895435828e+00
5.185037007401480658e-01,5.533103157270260475e+00,1.770523505962007027e+00,4.600976151987138607e+00,4.490873006077623408e+00
5.193038607721544020e-01,5.536780215727970855e+00,1.774952345906775975e+00,4.589837481810660869e+00,4.795846860461924877e+00
5.201040208041608492e-01,5.540448371728816213e+00,1.779384124516191434e+00,4.578724436726242075e+00,4.613557788200637333e+00
5.209041808361671855e-01,5.544107645765604886e+00,1.783818834672133091e+00,4.567636964374678143e+00,4.447927642467605303e+00
5.217043408681736327e-01,5.547758058289385730e+00,1.788256469273012073e+00,4.556575012470038821e+00,4.342603893866906262e+00
5.225045009001800800e-01,5.551399629709443673e+00,1.792697021233767174e+00,4.545538528799960787e+00,4.439761398533843995e+00
5.233046609321864162e-01,5.555032380393302383e+00,1.797140483485866636e+00,4.534527461225880351e+00,4.453794184146592450e+00
5.241048209641928635e-01,5.558656330666725154e+00,1.801586848977309696e+00,4.523541757683285702e+00,4.410521879503448872e+00
5.249049809961991997e-01,5.562271500813714020e+00,1.806036110672622819e+00,4.512581366181982467e+00,4.226072502033435541e+00
5.257051410282056469e-01,5.565877911076507978e+00,1.810488261552863687e+00,4.501646234806334412e+00,4.406484670581880536e+00
5.265053010602120942e-01,5.569475581655586538e+00,1.814943294615617653e+00,4.490736311715511242e+00,4.694163538391326718e+00
5.273054610922184304e-01,5.573064532709664398e+00,1.819401202874999512e+00,4.479851545143756830e+00,4.044929756824662270e+00
5.281056211242248777e-01,5.576644784355699436e+00,1.823861979361655061e+00,4.468991883400617482e+00,4.420870148911742348e+00
5.289057811562312139e-01,5.580216356683012968e+00,1.828325617114645363e+00,4.458157274828320027e+00,4.033887603861814775e+00
5.297059411882376612e-01,5.583779269784098886e+00,1.832792109159880223e+00,4.447347667708482000e+00,4.483957189824062439e+00
5.305061012202439974e-01,5.587333543624513510e+00,1.837261448583025203e+00,4.436563010657263106e+00,4.287065132475602169e+00
5.313062612522504446e-01,5.590879198118456017e+00,1.841733628491472041e+00,4.425803252396289800e+00,4.008665718777756126e+00
5.321064212842568919e-01,5.594416253141181627e+00,1.846208642007568068e+00,4.415068341715215006e+00,4.435208779701899751e+00
5.329065813162632281e-01,5.597944728529004266e+00,1.850686482268616873e+00,4.404358227471973919e+00,4.767839298182452445e+00
5.337067413482696754e-01,5.601464644079299227e+00,1.855167142426882076e+00,4.393672858592980290e+00,4.415451165263412747e+00
5.345069013802760116e-01,5.604976019550496957e+00,1.859650615649580674e+00,4.383012184073405315e+00,4.615370480829875000e+00
5.353070614122824589e-01,5.608478874662091052e+00,1.864136895118890136e+00,4.372376152977379249e+00,4.358075272543597833e+00
5.361072214442889061e-01,5.611973229094631144e+00,1.868625974031943082e+00,4.361764714438257862e+00,3.930246548805838458e+00
5.369073814762952424e-01,5.615459102489723797e+00,1.873117845600828613e+00,4.351177817658826719e+00,4.449274515783628203e+00
5.377075415083016896e-01,5.618936514450040498e+00,1.877612503052595416e+00,4.340615411911543653e+00,4.256959550549100690e+00
5.385077015403080258e-01,5.622405484539305220e+00,1.882109939629246442e+00,4.330077446538781238e+00,4.037660461004205281e+00
5.393078615723144731e-01,5.625866032282305085e+00,1.886610148587744229e+00,4.319563870953047058e+00,4.476531205737670938e+00
5.401080216043209203e-01,5.629318177164883252e+00,1.891113123200006685e+00,4.309074634637210188e+00,4.366446147727975458e+00
5.409081816363272566e-01,5.632761938633943366e+00,1.895618856752908643e+00,4.298609687144746339e+00,4.193527759001111299e+00
5.417083416683337038e-01,5.636197336097447774e+00,1.900127342548284082e+00,4.288168978099942130e+00,4.461782863180361325e+00
5.425085017003400401e-01,5.639624388924416643e+00,1.904638573902921239e+00,4.277752457198151781e+00,4.103338063639545119e+00
5.433086617323464873e-01,5.643043116444930618e+00,1.909152544148568165e+00,4.267360074205991616e+00,4.396046541954010678e+00
5.441088217643528235e-01,5.646453537950127277e+00,1.913669246631927612e+00,4.256991778961601192e+00,4.068899685112941533e+00
5.449089817963592708e-01,5.649855672692204678e+00,1.918188674714661479e+00,4.246647521374835144e+00,4.353438473716050972e+00
5.457091418283657180e-01,5.653249539884418695e+00,1.922710821773387480e+00,4.236327251427505658e+00,4.016177662517641522e+00
5.465093018603720543e-01,5.656635158701083910e+00,1.927235681199679806e+00,4.226030919173603628e+00,4.523868559777826093e+00
5.473094618923785015e-01,5.660012548277574496e+00,1.931763246400071798e+00,4.215758474739519812e+00,4.266619974742700272e+00
5.481096219243848378e-01,5.663381727710323332e+00,1.936293510796051942e+00,4.205509868324257994e+00,4.492084891522880596e+00
5.489097819563912850e-01,5.666742716056822005e+00,1.940826467824067425e+00,4.195285050199673904e+00,4.030795854695703895e+00
5.497099419883977323e-01,5.670095532335619914e+00,1.945362110935521027e+00,4.185083970710676837e+00,4.089863496117171593e+00
5.505101020204040685e-01,5.673440195526327834e+00,1.949900433596772675e+00,4.174906580275463241e+00,4.342839539978423424e+00
5.513102620524105157e-01,5.676776724569612576e+00,1.954441429289141441e+00,4.164752829385715671e+00,3.616009399723850493e+00
5.521104220844168520e-01,5.680105138367200546e+00,1.958985091508900211e+00,4.154622668606853253e+00,3.941264497677402723e+00
5.529105821164232992e-01,5.683425455781878632e+00,1.963531413767282574e+00,4.144516048578203993e+00,4.351151439034539159e+00
5.537107421484296355e-01,5.686737695637490653e+00,1.968080389590475709e+00,4.134432920013260571e+00,4.227454784792135101e+00
5.545109021804360827e-01,5.690041876718940905e+00,1.972632012519626832e+00,4.124373233699867747e+00,4.320127102183429102e+00
5.553110622124425300e-01,5.693338017772190618e+00,1.977186276110838303e+00,4.114336940500459505e+00,4.052384763083514585e+00
5.561112222444488662e-01,5.696626137504260612e+00,1.981743173935169633e+00,4.104323991352251788e+00,4.217123867672875726e+00
5.569113822764553134e-01,5.699906254583231302e+00,1.986302699578639253e+00,4.094334337267464541e+00,3.948165483224099770e+00
5.577115423084616497e-01,5.703178387638240920e+00,1.990864846642220076e+00,4.084367929333533986e+00,3.809975855809054401e+00
5.585117023404680969e-01,5.706442555259487293e+00,1.995429608741844607e+00,4.074424718713321347e+00,3.735465723969997320e+00
5.593118623724745442e-01,5.709698775998226949e+00,1.999996979508400718e+00,4.064504656645323344e+00,3.954162742439238265e+00
5.601120224044808804e-01,5.712947068366774239e+00,2.004566952587733208e+00,4.054607694443883581e+00,3.944819409958983503e+00
5.609121824364873277e-01,5.716187450838504880e+00,2.009139521640645576e+00,4.044733783499394164e+00,3.918858303980051971e+00
5.617123424684936639e-01,5.719419941847848854e+00,2.013714680342896912e+00,4.034882875278512415e+00,3.325121881078924702e+00
5.625125025005001111e-01,5.722644559790301066e+00,2.018292422385204787e+00,4.025054921324358936e+00,3.625334201317050642e+00
5.633126625325064474e-01,5.725861323022409799e+00,2.022872741473241476e+00,4.015249873256734325e+00,3.908723375418043489e+00
5.641128225645128946e-01,5.729070249861785591e+00,2.027455631327639285e+00,4.005467682772312799e+00,4.062871008291822683e+00
5.649129825965193419e-01,5.732271358587095911e+00,2.032041085683986115e+00,3.995708301644857130e+00,3.879949776635447822e+00
5.657131426285256781e-01,5.735464667438067821e+00,2.036629098292825457e+00,3.985971681725418048e+00,3.810592241655277324e+00
5.665133026605321254e-01,5.738650194615487976e+00,2.041219662919661282e+00,3.976257774942528300e+00,3.514563108312200868e+00
5.673134626925384616e-01,5.741827958281199074e+00,2.045812773344951374e+00,3.966566533302424702e+00,4.370866341097610075e+00
5.681136227245449088e-01,5.744997976573488430e+00,2.050408423356162135e+00,3.956897908842290867e+00,3.736675652948905579e+00
5.689137827565513561e-01,5.748160267645898713e+00,2.055006606724801177e+00,3.947251853511988262e+00,4.283931181051807258e+00
5.697139427885576923e-01,5.751314849520565708e+00,2.059607317280836458e+00,3.937628319621794937e+00,4.249765503020504376e+00
5.705141028205641396e-01,5.754461740169253936e+00,2.064210548874855888e+00,3.928027259595396892e+00,3.982813072775583496e+00
5.713142628525704758e-01,5.757600957527770902e+00,2.068816295370894842e+00,3.918448625926110651e+00,3.803926744913574964e+00
5.721144228845769231e-01,5.760732519495967097e+00,2.073424550646442377e+00,3.908892371177065339e+00,3.935335477413518301e+00
5.729145829165833703e-01,5.763856443937737772e+00,2.078035308592436348e+00,3.899358447981395859e+00,3.668750053173524872e+00
5.737147429485897066e-01,5.766972748681020278e+00,2.082648563113265183e+00,3.889846809042445397e+00,3.941992834382043398e+00
5.745149029805961538e-01,5.770081451517796722e+00,2.087264308126770551e+00,3.880357407133939951e+00,3.880947836703857678e+00
5.753150630126024900e-01,5.773182570204093089e+00,2.091882537564242028e+00,3.870890195100181952e+00,3.977283848689834311e+00
5.761152230446089373e-01,5.776276122459978346e+00,2.096503245370422430e+00,3.861445125856245664e+00,4.051532495585002280e+00
5.769153830766152735e-01,5.779362125969564445e+00,2.101126425503502926e+00,3.852022152388171250e+00,4.198589849870740132e+00
5.777155431086217208e-01,5.782440598381008989e+00,2.105752071935127923e+00,3.842621227753126423e+00,3.764958060849795451e+00
5.785157031406281680e-01,5.785511557306510788e+00,2.110380178650391070e+00,3.833242305079622270e+00,4.041919988631478944e+00
5.793158631726345043e-01,5.788575020322313414e+00,2.115010739647836147e+00,3.823885337567681120e+00,3.665551421441901159e+00
5.801160232046409515e-01,5.791631004968704310e+00,2.119643748939460171e+00,3.814550278489035051e+00,3.635637288984782778e+00
5.809161832366472877e-01,5.794679528750014796e+00,2.124279200550708069e+00,3.805237081187295534e+00,3.681625794123420281e+00
5.817163432686537350e-01,5.797720609134619174e+00,2.128917088520478451e+00,3.795945699078149715e+00,3.599552567920217605e+00
5.825165033006601822e-01,5.800754263554934731e+00,2.133557406901119169e+00,3.786676085649540724e+00,3.982728949316472367e+00
5.833166633326665185e-01,5.803780509407423516e+00,2.138200149758427315e+00,3.777428194461847522e+00,3.962076422154192645e+00
5.841168233646729657e-01,5.806799364052591450e+00,2.142845311171654110e+00,3.768201979148067871e+00,4.022664328555945801e+00
5.849169833966793020e-01,5.809810844814985664e+00,2.147492885233498239e+00,3.758997393414007959e+00,3.753937327561184034e+00
5.857171434286857492e-01,5.812814968983200714e+00,2.152142866050112957e+00,3.749814391038441830e+00,3.804690710255897557e+00
5.865173034606920854e-01,5.815811753809871476e+00,2.156795247741097654e+00,3.740652925873316548e+00,3.624967526153302977e+00
5.873174634926985327e-01,5.818801216511678476e+00,2.161450024439507178e+00,3.731512951843916515e+00,3.501320702273966745e+00
5.881176235247049799e-01,5.821783374269344336e+00,2.166107190291843843e+00,3.722394422949041992e+00,3.811798053055353463e+00
5.889177835567113162e-01,5.824758244227636439e+00,2.170766739458061867e+00,3.713297293261196064e+00,3.766971915524503167e+00
5.897179435887177634e-01,5.827725843495365154e+00,2.175428666111566489e+00,3.704221516926752056e+00,3.482818863915207341e+00
5.905181036207240997e-01,5.830686189145384724e+00,2.180092964439213077e+00,3.695167048166132062e+00,3.812233541495453348e+00
5.913182636527305469e-01,5.833639298214594149e+00,2.184759628641308904e+00,3.686133841273987244e+00,3.337788372754041610e+00
5.921184236847369942e-01,5.836585187703933642e+00,2.189428652931610930e+00,3.677121850619371024e+00,3.641322153794464445e+00
5.929185837167433304e-01,5.839523874578388174e+00,2.194100031537327133e+00,3.668131030645916280e+00,3.542068263222812874e+00
5.937187437487497776e-01,5.842455375766986592e+00,2.198773758699116954e+00,3.659161335871992993e+00,3.553306092627434243e+00
5.945189037807561139e-01,5.845379708162801613e+00,2.203449828671089072e+00,3.650212720890907647e+00,3.433521169845867416e+00
5.953190638127625611e-01,5.848296888622949830e+00,2.208128235720805854e+00,3.641285140371054219e+00,3.831783958663433243e+00
5.961192238447690084e-01,5.851206933968589929e+00,2.212808974129277129e+00,3.632378549056096695e+00,3.745568191465921348e+00
5.969193838767753446e-01,5.854109860984924474e+00,2.217492038190964632e+00,3.623492901765135610e+00,3.860176955127370579e+00
5.977195439087817919e-01,5.857005686421201673e+00,2.222177422213782449e+00,3.614628153392884791e+00,3.640727623121920331e+00
5.985197039407881281e-01,5.859894426990710947e+00,2.226865120519093466e+00,3.605784258909827678e+00,3.346173528070652381e+00
5.993198639727945753e-01,5.862776099370787364e+00,2.231555127441712472e+00,3.596961173362403841e+00,3.521160869773440893e+00
6.001200240048009116e-01,5.865650720202807200e+00,2.236247437329903942e+00,3.588158851873168409e+00,3.349855290798459340e+00
6.009201840368073588e-01,5.868518306092192383e+00,2.240942044545385148e+00,3.579377249640951941e+00,3.668736282636938295e+00
6.017203440688138061e-01,5.871378873608408711e+00,2.245638943463322601e+00,3.570616321941044724e+00,3.810357507750695483e+00
6.025205041008201423e-01,5.874232439284963192e+00,2.250338128472332500e+00,3.561876024125357088e+00,3.625094102441275279e+00
6.033206641328265896e-01,5.877079019619409372e+00,2.255039593974484724e+00,3.553156311622568619e+00,3.430652128850638860e+00
6.041208241648329258e-01,5.879918631073341118e+00,2.259743334385297509e+00,3.544457139938328449e+00,3.467791715441644218e+00
6.049209841968393730e-01,5.882751290072400607e+00,2.264449344133741437e+00,3.535778464655375597e+00,3.573868465188704491e+00
6.057211442288458203e-01,5.885577013006268565e+00,2.269157617662236781e+00,3.527120241433749470e+00,3.235048762723653493e+00
6.065213042608521565e-01,5.888395816228671364e+00,2.273868149426654828e+00,3.518482426010917763e+00,3.545402854662828673e+00
6.073214642928586038e-01,5.891207716057381916e+00,2.278580933896319216e+00,3.509864974201950094e+00,3.546564549706824554e+00
6.081216243248649400e-01,5.894012728774210785e+00,2.283295965554001050e+00,3.501267841899692090e+00,3.389219266769254446e+00
6.089217843568713873e-01,5.896810870673962590e+00,2.288013238872334210e+00,3.492690984924810671e+00,3.405883931515734986e+00
6.097219443888777235e-01,5.899602158013357744e+00,2.292732748334804782e+00,3.484134359182532670e+00,3.514903287799526321e+00
6.105221044208841708e-01,5.902386606932210178e+00,2.297454488475070722e+00,3.475597920904562876e+00,3.307940151453325317e+00
6.113222644528906180e-01,5.905164233536889462e+00,2.302178453839068162e+00,3.467081626393340610e+00,3.298989067594015445e+00
6.121224244848969542e-01,5.907935053900871480e+00,2.306904638984755174e+00,3.458585432020514272e+00,3.610579604902111939e+00
6.129225845169034015e-01,5.910699084064745534e+00,2.311633038482112656e+00,3.450109294227073686e+00,3.490783438134716476e+00
6.137227445489097377e-01,5.913456340036205461e+00,2.316363646913141672e+00,3.441653169523522848e+00,3.773385889686559747e+00
6.145229045809161850e-01,5.916206837790055850e+00,2.321096458871867885e+00,3.433217014490028696e+00,3.231621414704330064e+00
6.153230646129226322e-01,5.918950593268210270e+00,2.325831468964335347e+00,3.424800785776554335e+00,3.064607616045452509e+00
6.161232246449289685e-01,5.921687622379688598e+00,2.330568671808611825e+00,3.416404440103046891e+00,3.600160216936622692e+00
6.169233846769354157e-01,5.924417941000622356e+00,2.335308062034787024e+00,3.408027934259547198e+00,3.594856818017804656e+00
6.177235447089417519e-01,5.927141564974248489e+00,2.340049634284971702e+00,3.399671225106378092e+00,3.247234559892733241e+00
6.185237047409481992e-01,5.929858510110916470e+00,2.344793383213300331e+00,3.391334269574260318e+00,3.092762866994956727e+00
6.193238647729546464e-01,5.932568792188082085e+00,2.349539303485926212e+00,3.383017024664490613e+00,3.368578906424938513e+00
6.201240248049609827e-01,5.935272426950308322e+00,2.354287389781025919e+00,3.374719447449074039e+00,3.019138369607124339e+00
6.209241848369674299e-01,5.937969430109270697e+00,2.359037636788799297e+00,3.366441495070870538e+00,3.292648565739120237e+00
6.217243448689737662e-01,5.940659817343750149e+00,2.363790039211465466e+00,3.358183124743756576e+00,2.916000684741399951e+00
6.225245049009802134e-01,5.943343604299638372e+00,2.368544591763267704e+00,3.349944293752757041e+00,3.296355141039084558e+00
6.233246649329865496e-01,5.946020806589933372e+00,2.373301289170469008e+00,3.341724959454204225e+00,2.911454905415008287e+00
