h2,S,t_gen,R,R_noisy
4.177316347599366875e-01,3.132029057813370709e+00,2.428550445276020930e+00,2.859418980956847656e-01,2.786334553935165270e-01
2.823436566336711695e-01,1.585956368062320987e+00,1.000446807993225207e+01,2.570030589139767896e-01,2.432834552377528270e-01
3.417579631187344091e-01,3.733754401664651557e+00,1.906470320523953887e+01,1.437773794219215084e-01,1.268294296847553015e-01
8.944783184108324736e-01,1.725282620056249883e+00,1.410061777717981535e+01,5.556738137089911600e-01,5.501567179986869283e-01
8.626273062667128011e-01,3.333701705663862924e+00,1.316188222300334587e+01,3.167624862990085499e-01,3.112730720747635682e-01
1.211841301581027958e-01,6.590336355498728205e-01,2.986232202110217226e+00,7.027124502885354063e-02,6.397747105288642544e-02
3.179101975595259866e-01,2.875271007956755831e+00,8.898091117238450920e+00,2.439541141805972313e-01,2.084660644706178567e-01
6.616421709579979327e-01,1.025702212593036178e+00,5.047085829841302385e+00,4.328178162762694181e-01,4.128317802759040034e-01
8.002636186704563392e-02,1.785197617047509677e+00,8.438055068340592157e+00,8.969679015664705490e-02,8.437046526471250751e-02
8.053510627158849688e-02,2.300806725865175650e+00,1.350831938718496872e+01,8.573895463030423159e-02,8.860912090627974524e-02
8.815674940855752761e-02,2.159144269510035130e+00,1.474929802142992408e+00,1.115892584636857532e-01,1.058013322132152906e-01
7.881781082691735607e-01,3.846599402554422120e+00,1.451953748231064267e+01,2.116632715066992521e-01,2.028942995031922103e-01
3.336725737118372281e-01,3.185432764914339021e+00,1.604533562070308861e+01,2.007648573248838053e-01,1.776801239933674392e-01
3.209288578557850657e-01,4.667042862548292925e-01,1.053675588824408393e+01,1.153991958236472160e-01,1.356141862134065124e-01
7.243422478926281327e-01,2.870700739905818200e+00,5.152260638850371777e+00,4.201594758563242937e-01,4.091483630616550293e-01
3.207813477551118564e-01,7.983258529550893989e-01,5.401790307976273020e+00,1.980114813497656223e-01,2.148454477267565665e-01
6.776662272559401679e-01,1.526329030910615003e+00,1.576916950874297108e+01,4.541417692226993319e-01,4.697486283926348150e-01
3.639396191427370364e-01,1.883823170949699977e-01,1.111225971740161533e+01,5.536364380688917758e-02,5.810293446589850919e-02
3.028914163722904451e-01,5.670965170860577942e-01,2.133600088077460821e+00,1.474945165177368178e-01,1.417684224671100224e-01
3.791425371510367404e-01,2.905455733284404207e+00,1.663837844178672398e+01,2.464613315148434791e-01,2.477834868266661217e-01
1.928316562157865732e-01,1.460766838408291246e+00,9.423528573607937275e+00,1.811120524393028952e-01,1.695816326989093292e-01
1.137594743612731218e-01,3.865799524605195270e+00,8.902169789560716140e+00,6.694231137618184002e-02,6.954961264316174285e-02
7.905212295281862644e-01,2.216655447190537309e+00,1.850315325250397436e+01,4.666501237211569397e-01,4.666796451996528261e-01
7.881257027998688214e-01,3.323970754884064238e+00,7.140447913078618036e-01,3.669988142451088842e-01,3.723184969245915132e-01
4.416981414339756773e-01,3.971286469482822046e+00,1.462466160042625418e+01,1.471150140235584769e-01,1.566193825099962966e-01
6.351197918658176844e-01,3.917066229261157329e+00,3.095786064101220258e+00,2.148017894489253898e-01,2.321301743230538284e-01
7.832521738230170394e-01,2.006450862632727983e+00,1.726232438325428475e+01,4.881946588106542140e-01,4.843115004654876543e-01
3.821148695129845119e-01,2.353675324083837506e+00,7.529522000044424068e+00,3.309894078339205015e-01,3.414232920115133352e-01
6.550387791618955680e-01,6.346268816343091368e-01,7.732942436022254284e+00,2.936194748036001778e-01,2.857027789973111687e-01
6.915727070917920827e-01,2.630701185929836150e+00,7.653147512554355103e+00,4.370086442906385704e-01,4.280629948154259790e-01
1.163634185259987824e-01,1.492067073218522610e+00,5.248435311379491708e+00,1.235339441708002139e-01,1.173533798176064485e-01
1.674377619032018649e-01,3.141999934386869420e+00,1.322459658768746671e+01,1.282099739704681829e-01,1.183903174125715690e-01
6.877804851127928831e-01,2.322449171980009552e+00,1.584681195493367412e+01,4.326948355558590253e-01,4.424974787392055853e-01
6.498015967738490772e-01,2.257838053265293965e+00,1.741049565543556099e+01,4.189013690308872606e-01,4.281337804155045390e-01
2.074773596831630540e-01,3.140407236053819329e+00,1.254575461969761818e+01,1.527063581535995362e-01,1.654294756239934328e-01
7.527221345123245033e-01,3.364130183504960847e+00,1.752012015145885471e+01,2.798191177867047075e-01,2.795661144940634890e-01
7.307659953350363891e-01,2.559066967742056775e+00,1.710279606954258824e+01,4.104696480222528310e-01,4.132134639831255840e-01
3.328319993313842984e-01,4.824323422880860690e-01,1.419591907891259375e+01,1.174862138004406087e-01,1.117019438144399301e-01
3.392396992267585620e-01,2.026482144611671643e+00,1.182982770853989507e+01,2.992685931916717057e-01,2.877589807131742394e-01
1.439861943341166073e-01,3.552328104229485639e+00,8.408924419142492113e+00,9.860724452499207426e-02,1.030774260303076451e-01
4.286606825778168650e-01,2.974842348844032536e+00,6.860185706469108524e+00,2.925516449527590934e-01,2.952353760659244264e-01
1.432970710668333980e-01,2.413912198216457750e+00,1.987473901556328570e+01,1.320714767483404661e-01,1.210013440977632387e-01
5.118960706335135002e-01,3.442618268989361408e-01,9.969377168835902303e-01,1.555210767793768489e-01,1.613744014458429188e-01
5.808958193404155645e-01,3.898760919391894841e+00,1.680609070746994149e+01,1.740632551547975915e-01,1.566459817288003153e-01
5.446499713023880140e-01,2.049095600519637572e-01,1.445877577434340200e+00,1.016702975274876714e-01,9.988031268624232573e-02
1.109012622738964476e-01,6.430006805544127291e-01,5.728019463908538000e+00,6.048462455509311109e-02,5.418148618393792831e-02
5.784198799486321985e-01,3.662779459194245302e-01,2.362079885831986914e+00,1.799456877976855496e-01,1.746529256354576176e-01
6.893826914820031515e-01,2.519741424034765309e+00,5.394444294044713928e+00,4.692738765404525503e-01,4.584392989882005720e-01
1.705752266329135236e-01,1.981740657337450751e+00,1.071451156045305275e+01,1.748466237803904533e-01,1.843715646950093989e-01
5.558152764864705553e-01,3.745568648017790991e+00,4.884053020801404799e+00,2.225143097092819044e-01,2.281737918297731260e-01
7.461971539528964303e-01,2.532501481119755926e+00,2.491944715483762618e+00,5.091868515093330716e-01,5.210210541774448201e-01
2.145765251727476119e-01,2.298169731078167022e+00,9.200515043827392603e+00,2.118234484765835757e-01,2.131284219630353582e-01
8.264026826770818346e-01,1.884648182016830376e-01,1.158797139273915988e+01,1.199354552610335661e-01,1.069549187190748096e-01
8.761269692019120203e-01,3.819679811540564796e+00,1.829889249181645283e+01,2.164479774487755304e-01,2.126579622693273997e-01
6.548978727472445360e-01,1.867925242642711314e+00,3.525918518781550048e+00,5.331731007519635579e-01,5.212579226982281266e-01
7.912304028209634632e-01,1.136785824964845704e+00,1.372639737898144219e+01,4.619659923813245195e-01,4.664339440311238150e-01
2.810153065056554267e-01,2.049991163986535803e+00,2.723448963663479550e+00,2.956026385044084881e-01,3.075896977948910371e-01
6.152231289809168002e-01,3.789403146277372958e+00,1.551882796352320781e+01,1.963038949411866352e-01,1.994647988569825392e-01
8.372226162892237866e-01,3.047661572791391826e+00,1.045816924015385840e+00,4.384973287380151130e-01,4.323721195994186250e-01
8.801966763397783833e-02,5.052384070027777785e-01,1.097107050358665781e+01,3.574585823039323762e-02,3.191258700555902467e-02
7.477008558740617650e-01,2.256734631846484262e+00,1.622106743144503582e+01,4.586649216623347458e-01,4.605694216890011683e-01
2.513846919998104501e-01,1.758144204299886271e+00,5.693860693608630008e+00,2.559885704795811234e-01,2.413849965440763301e-01
7.309461451402312626e-01,7.151052216460906941e-01,2.292846004271276161e+00,3.816951080096513405e-01,3.830411294422468860e-01
5.960566092090908707e-01,2.702875812158381130e+00,1.120789984280639118e+01,3.735377718434175209e-01,3.753727506186612106e-01
7.313129133758162759e-01,7.276353234906405287e-01,5.258375883344042379e+00,3.695916031441046634e-01,3.639891743875827701e-01
3.908457332438574627e-01,2.842653072679638626e+00,9.384444808717958608e+00,2.815589355057143695e-01,2.772185828352605741e-01
4.326836403856796354e-01,2.469371150678699944e+00,1.833388320991490872e+01,3.069873963882766565e-01,3.085258428191263169e-01
8.356527263971762487e-01,1.007100981425429920e+00,5.500645205176908803e+00,5.038016774977900347e-01,4.954187890252281234e-01
1.105486455206561580e-01,3.604646049139828001e-01,1.676536066720827023e+01,3.023468347186736641e-02,2.183005553190111442e-02
1.827706177821994959e-01,2.487812743506668145e+00,1.133477057866430826e+01,1.748042601042998911e-01,1.824039687483797745e-01
8.769075489345532493e-01,2.452032349650148380e+00,1.954985283524289130e+01,4.561069358922667516e-01,4.581406430876489022e-01
8.262636106758890486e-01,1.344682693225304648e+00,1.070163542329197703e+01,5.298504499468509321e-01,5.464370859550027326e-01
1.748378461314393228e-01,1.104860093159517609e+00,1.092957912384627583e+01,1.365773891187581079e-01,1.264976091294731653e-01
8.774403344601074961e-01,3.010519879940928956e+00,2.275308545465100085e+00,4.478473990602712118e-01,4.298377405737161538e-01
2.756371167909610342e-01,2.280263070610587306e+00,1.499987883480873663e+01,2.400785357988498292e-01,2.492663246405286137e-01
8.082908363289067477e-01,1.857246714078057970e+00,1.890050362415076535e+01,4.969892415649692086e-01,5.063306857528820926e-01
8.190589434432197224e-01,1.859495789056684334e+00,3.699124985735879889e-02,6.425657301346920924e-01,6.349438968740098721e-01
7.018392459796950200e-02,3.703509852462147034e+00,1.018977715687310059e+01,4.809172093534698489e-02,3.316315080638179702e-02
5.825488972292276052e-02,1.565514338142164619e-01,1.245095939572840038e+00,8.788853991714562150e-03,8.066948079736959223e-03
3.279456321074044056e-01,3.563716464749318025e+00,1.015921426455523857e-01,2.006230713662137399e-01,1.828440174741162438e-01
8.415017057521941846e-01,1.801177383808909349e+00,1.241037945536471732e+00,6.428691012504409441e-01,6.391794547838534069e-01
7.226421350972929147e-01,2.269058356331268844e-01,1.921243881971460254e+01,1.155395778811809659e-01,9.343045588106313470e-02
3.788233316911096549e-01,2.839008296356682948e+00,4.994891837141494761e+00,2.947328226712532251e-01,2.920533650355696120e-01
7.793091917480255981e-01,7.249040754862366986e-01,5.457002584135086209e+00,3.862701492768305100e-01,3.647566465748707243e-01
3.114275557482064083e-01,1.967872983231378159e+00,1.458854499213618716e+01,2.719162189689384723e-01,2.692278229545655988e-01
3.453047922134923620e-01,1.765131505796058820e+00,4.901131820241502624e+00,3.335446477856048864e-01,3.483897603907116780e-01
2.119065735629373504e-01,3.732930513374081549e+00,1.279514807390308029e+01,1.118179824248975995e-01,1.088110301672396973e-01
8.656184387628713672e-01,2.776136140252469353e+00,1.428347700083860872e+01,4.210726212235080812e-01,4.284250070421575241e-01
7.330860382229805738e-01,3.570208689656999557e+00,1.330008998606777304e+01,2.536098386687549722e-01,2.468390712211703530e-01
4.430610845991422297e-01,3.513856800310346973e+00,5.428871405898066271e+00,2.282596185658236076e-01,2.189747881747594049e-01
2.746350850001219035e-01,2.743165010668505932e+00,1.878107453800201831e+00,2.564867258866891930e-01,2.411359421463688812e-01
8.710826604493976388e-01,3.622461459147942708e+00,1.345675846809437637e+01,2.621630154229537824e-01,2.721861000514895768e-01
3.872969707258980265e-01,8.769495683209272974e-01,4.804034419197806827e+00,2.535709257050832166e-01,2.526011283992729006e-01
2.290997297968207502e-01,3.159026347614700470e+00,1.954753365994829295e+01,1.515120316323160243e-01,1.673352143101051182e-01
4.109579241761431856e-01,2.629100884659474335e+00,1.399211677123193098e+01,2.961299783377720485e-01,2.839317932357539598e-01
6.612534537134504564e-01,3.771692438121532209e+00,1.181356242239229815e+01,2.146218482494234303e-01,2.119709242403985394e-01
7.050820791356103845e-01,2.679337442555164817e+00,7.488470448900532261e+00,4.343120729587518491e-01,4.346739408392983339e-01
1.426377193160200674e-01,2.814711461465273068e+00,9.712282645578474316e+00,1.335007540649284230e-01,1.471824710509422596e-01
8.540411524206976690e-01,2.159504686534771345e+00,2.443890775686263783e+00,6.068783284350747209e-01,6.246476749476789214e-01
6.233851397240178782e-01,2.659269819375742916e+00,9.313757497951147712e+00,3.993956555840196820e-01,3.924497220085205185e-01
1.031213977557330352e-01,2.312159190946078358e+00,2.709118914867936212e+00,1.248186206298085993e-01,1.130157815113127240e-01
7.618209720101645210e-01,7.987950029811214936e-01,3.934741955329521534e+00,4.161489301949294894e-01,3.983104754129753178e-01
8.761181763600918160e-01,5.993301929422139018e-01,1.966102568784552318e+01,3.093141959870324142e-01,3.222014276742775629e-01
7.620854959298971609e-01,2.216926373109411763e+00,1.008839573365500897e+00,5.765885108763935119e-01,5.752285685675253557e-01
5.831714740028999533e-02,2.299172657548004040e+00,1.693372201605585214e+00,7.525739060121618140e-02,6.828262146117911047e-02
4.521255719521966587e-01,3.308313497824149518e+00,4.873687843534448838e+00,2.628497704527240630e-01,2.618353703863671722e-01
5.507977078655068581e-01,3.179175915647185047e+00,1.573669591079575447e+01,2.721469810733362360e-01,2.460578963472442038e-01
8.047988896472341169e-01,3.151810370423211438e+00,1.244749515859802536e+01,3.451537777744377866e-01,3.273874475175959642e-01
4.773464126025961929e-01,2.641542069700962614e+00,1.900411913027908994e+01,3.080220564747200851e-01,3.168600793434471763e-01
1.157252430750404376e-01,1.458098019930015310e+00,1.375246127533942975e+01,1.080154536956005606e-01,1.114557792341201725e-01
8.434966792806306568e-01,1.102740287024997490e-01,3.158954794736019700e+00,8.386312008525544093e-02,8.484391501617868925e-02
8.589754281439094807e-01,3.569267750439443887e+00,2.174088597661472111e+00,3.175943085080574768e-01,3.070574394038141364e-01
4.632378827618798822e-01,2.898778500803727010e+00,1.495302351816796893e+01,2.849851455683817814e-01,2.903385960571031044e-01
9.542632601083028687e-02,3.728005554138408950e+00,1.093227786653961431e+01,6.126568797264623362e-02,7.852474122798613898e-02
7.630570772899728516e-01,2.869740301856146480e+00,1.734448753328538473e+01,3.684083379473684361e-01,3.556356555876771242e-01
6.804217749748673327e-01,1.400246773189134653e-01,1.623839207397569240e+01,7.175487986194169221e-02,7.137324857576461679e-02
8.755489678307828427e-01,5.579207895329044709e-01,1.002152587114270510e+01,3.257805305778502802e-01,3.208986932942138326e-01
5.621664035678947818e-02,8.001983062981903316e-01,1.196462174582368299e+01,3.496609458804154913e-02,3.804221293593654241e-02
4.201702820920822923e-01,1.441955867489747245e+00,1.507593935536359453e+01,3.192885800674087893e-01,3.188943279324604196e-01
2.912320388375148061e-01,2.044286557073154764e+00,3.965129832460161374e+00,2.982273042102448479e-01,2.962211046587313601e-01
1.415493313308315293e-01,1.014931156640353160e+00,1.357667826060753313e+00,1.213272604375994768e-01,1.119691069700262664e-01
6.748644122721320082e-01,3.987304544979636933e+00,3.515905431282084770e-01,2.179140421939627370e-01,2.172181896520916089e-01
3.400326789205044831e-01,2.117463584228498341e-01,3.953577217655968035e+00,6.429536606854330261e-02,5.761245447399841041e-02
8.312376825298425920e-02,1.788415295953742490e+00,4.095241485629999012e+00,9.920622096555754832e-02,9.720225517454322839e-02
1.635827848674442087e-01,1.635819475898953490e+00,3.536032521986238741e+00,1.796115777245972378e-01,1.784364399511749466e-01
7.351002526435451712e-01,3.042708825185952204e+00,1.060939389687504075e+01,3.595870819092545356e-01,3.655900371057688170e-01
5.649903652909730178e-01,1.856440228161566175e+00,1.588340128258672834e+01,4.106729754396527543e-01,4.043098021240605355e-01
2.327930313975725141e-01,4.877136779868538330e-01,1.028461452494333450e+01,8.917918885218019398e-02,8.540498681780649137e-02
6.416358938015074287e-01,1.432573879427186281e+00,5.656654451104705217e+00,4.916451120402984820e-01,5.018247810580095392e-01
1.608440746558549850e-01,2.755093729699571448e+00,1.669257116602276625e+01,1.381026737356496614e-01,1.353794017794527627e-01
6.222095938766819545e-01,3.461865261211889422e+00,5.893415566211858803e+00,2.795392006376868355e-01,2.763795584326650956e-01
6.067842171092903136e-01,3.582053028083965529e+00,7.407449631960005831e+00,2.498982126963770478e-01,2.580009141704536768e-01
5.469687180270636773e-02,1.130394646210779008e+00,3.753964719792057814e+00,5.140205409860815894e-02,5.358731594769094303e-02
4.847881526864631918e-01,3.571703418890020298e+00,5.360795192394894215e+00,2.314687390416997892e-01,2.318411652805091594e-01
6.673681171427698899e-01,3.700253430463654070e+00,4.773044547196536591e-01,2.676941986846335664e-01,2.693561535363085402e-01
6.947536786796738584e-01,1.892994914417356789e+00,1.463657014839930071e+01,4.734422118535538959e-01,4.605120087948263996e-01
6.498520883430080053e-01,1.769680636549533670e+00,7.402156977791118919e-01,5.547257863168352232e-01,5.588078228067412390e-01
8.022887717902804638e-01,1.592207951064671612e+00,8.742293131846130549e+00,5.562624876611659275e-01,5.690004673332019758e-01
6.927766644014669017e-01,2.701061885784949990e+00,1.123937060646617958e+01,4.049677867855986935e-01,4.102669512296815424e-01
8.336914150233575294e-01,3.921433152753695861e+00,7.720723482910742952e+00,2.233523666404982622e-01,2.072905960322452001e-01
4.025859530447968848e-01,2.854635886232788078e+00,1.692207083842181348e+01,2.607626054278767702e-01,2.631152084044801054e-01
7.903683866538145641e-02,2.097113881494727217e+00,7.877489625480070146e+00,9.170430981482842470e-02,8.217706063057229893e-02
2.038529027561340468e-01,1.251163686557856591e+00,5.838287256535830139e+00,1.836134994474057647e-01,1.808801031937830317e-01
2.946149391781499594e-01,3.771344604514668131e+00,1.798559278435511644e+01,1.290101543313725563e-01,1.298492515322829388e-01
8.552287173282603627e-02,2.496284014294685605e+00,8.913965343137341790e+00,9.364205859888236061e-02,8.127175337168661418e-02
1.419356105776412025e-01,3.430409021170811368e+00,1.878639531797964324e+01,9.219966681014156451e-02,1.051207212118216300e-01
4.909622529629688037e-01,2.248868661673907532e+00,1.351047135477761785e+01,3.688217315625276771e-01,3.677051149761578208e-01
2.646159756621055403e-01,1.151766537584786088e+00,1.167901623545937895e+01,2.014374067814911351e-01,2.089414706808968292e-01
2.927048646614309746e-01,3.219989641590468299e+00,6.437624795707588277e+00,2.048302586611169818e-01,2.107650572475254502e-01
6.802490976343451567e-01,3.898274727484981828e+00,9.564465050873479868e+00,2.039584664778489320e-01,2.169920331909407085e-01
7.764776891665574610e-01,1.511635891952538335e+00,6.194177190722482962e-01,6.106007436781001330e-01,6.221184274209012877e-01
7.827338369989274014e-01,3.154692686873179053e+00,1.990639498511256633e+01,3.150525439188893717e-01,2.999209420160408590e-01
3.650283577921721867e-01,1.580756473096660342e+00,1.936383050008408802e+01,2.837154879998161627e-01,2.837635970294611343e-01
6.531855623110478515e-01,3.222021790809028285e+00,6.537932492171389498e+00,3.269224402464176449e-01,3.051983850799934173e-01
7.744589379759294623e-01,8.753109765354573080e-01,6.998831948074588638e+00,4.278876173672344629e-01,4.230498475507523670e-01
1.783139090519746950e-01,2.922103059044056206e+00,1.183035127296892597e+01,1.499547583090328762e-01,1.567389851699711456e-01
2.204706173513057976e-01,3.686924486005620505e+00,1.516419373431880402e+01,1.151958867002325498e-01,1.239788532282385114e-01
6.007662491308065622e-01,1.381749339870580684e+00,8.462555675420574630e+00,4.449812318660020805e-01,4.575194914481466313e-01
2.757178059323574515e-01,2.450878860787202296e-01,1.133525765759688397e+01,5.423012907075787370e-02,5.011235257426095713e-02
2.137755807343146852e-01,3.765515255886790147e+00,2.974057992668481809e+00,1.267938428121836436e-01,1.296534836233623200e-01
3.623921932241870869e-01,2.290355647625799129e+00,6.746149625058484034e-02,3.616333154680335116e-01,3.622700517763530748e-01
6.358576009639738125e-02,1.037453043417956078e+00,4.467087984863180594e+00,5.493961785358065369e-02,6.727648597134019970e-02
4.225713849916642451e-01,2.629820512914788910e-01,1.010135638550714354e+01,8.869580052286847593e-02,1.042488004297400933e-01
9.017945087878719013e-02,1.444072690834836470e+00,1.275308409399001519e+01,8.621219123447204646e-02,8.229685824767635216e-02
2.580037111395728777e-01,2.315476647659132414e+00,7.620054556970162096e+00,2.498153322082286854e-01,2.873316818808922535e-01
2.349108707321376222e-01,2.109216868994651328e+00,1.304938258908852688e+01,2.207599284945011286e-01,2.203995211527072784e-01
3.300284487966879121e-01,1.329051568084419044e+00,1.944201544745497046e+01,2.432901381252722817e-01,2.393012537923291660e-01
1.565814630103260496e-01,2.499153044767400633e+00,1.113285633602090208e+01,1.538918682897706391e-01,1.595702686572428308e-01
4.505169539607881135e-01,3.109820788524236157e+00,9.134796530120805613e+00,2.735814312031089046e-01,2.808533550536872481e-01
6.346781468259705683e-01,1.677865805705823998e+00,1.013522587318366064e+01,4.734676154051954966e-01,4.786237579528170305e-01
3.380895849785631735e-01,2.928862846301937495e+00,3.184911304709134861e+00,2.710691653953288816e-01,2.642723990602202644e-01
8.381142359678870335e-01,3.762504086092084421e+00,7.974880266617388358e+00,2.513590932265125644e-01,2.657971029416866249e-01
7.808018470551068013e-01,4.845113462755098466e-01,7.226629572214681829e+00,2.758266766086027721e-01,2.760849152475509105e-01
3.101128651179962392e-01,9.221655865755692405e-01,2.267145748167320729e+00,2.260315242622501497e-01,2.411362259290707466e-01
8.306534299382162256e-02,2.584099135216411991e+00,5.211519903981813862e+00,9.468851697015329139e-02,1.083541355852945670e-01
7.029629456538402099e-01,2.929557930089817575e+00,1.349334170768105245e+01,3.588564953941778546e-01,3.458679431008392369e-01
2.540104659693263600e-01,3.519246597836406032e+00,9.179249988898906309e+00,1.518236094006850945e-01,1.417804781313766471e-01
3.323368844919388776e-01,1.335219500628849421e+00,1.517892134871674159e+01,2.556330492419371381e-01,2.453907178638329301e-01
5.424349423948098270e-01,3.300064498457418338e+00,4.701781920102218848e+00,2.926619958039793912e-01,2.949327714098928244e-01
8.990477253540885005e-01,3.932696834168915689e+00,7.720187373379361340e-01,2.529663926440902655e-01,2.532875338690982470e-01
3.047259316201930690e-01,6.490944665366699118e-01,3.948497239990753638e+00,1.623929635494810730e-01,1.648687159448209705e-01
4.482445524853954089e-01,3.767584427587094442e+00,7.440651452766136487e+00,1.887295494633433601e-01,1.804024413695150542e-01
5.833332504336211644e-01,3.510039456381550238e+00,2.161700959689334400e+00,2.781573685528850315e-01,2.822288422120390883e-01
6.308665222833474973e-01,1.288912141351134188e+00,1.278148949548648616e+01,4.227471130268843913e-01,4.365981591245670090e-01
2.303412559323303466e-01,2.496899525929420438e+00,9.376357787276884181e+00,2.153658306776823905e-01,2.018298835312249961e-01
5.560234853769192576e-01,2.501374434243202494e+00,8.286156557160069269e+00,4.007140938931227359e-01,3.985761414566470484e-01
5.124904764705220384e-01,5.798498073898914473e-01,7.431646509943643508e+00,2.224542509111653854e-01,2.247643084561979643e-01
6.097928833864676434e-01,1.558827215736065197e+00,1.769724365758136386e+01,4.170669261976442943e-01,4.155964204118407501e-01
1.477474287782616635e-01,1.423088705523745334e+00,1.467556930046059627e+01,1.318553757529691284e-01,1.297141013053801917e-01
1.573503385463454474e-01,3.143046087104884645e+00,1.516115871572586471e+01,1.192706106397939392e-01,1.367932504852466535e-01
8.791983668535638952e-01,3.855205520061503854e+00,1.518410020276712302e+01,2.176912575260068483e-01,2.303619325738548995e-01
7.481063298635676206e-01,2.961198436039509385e-01,5.242516381525663682e+00,1.799616625592439512e-01,1.882956119925054683e-01
7.534237178311748995e-01,3.340449371048559879e+00,6.095042908940482285e+00,3.281706334515827050e-01,3.203986378176680860e-01
8.439887468857710795e-01,2.436924833420098135e+00,2.696323081579727887e+00,5.576064377147078588e-01,5.798625049144263688e-01
8.665505960152271037e-01,2.979722295681328514e+00,5.148482209688582500e+00,4.330670913666208599e-01,4.365261179938447200e-01
3.844644022849424969e-01,2.882179342348686557e+00,4.808503520552729782e+00,2.932795675711449834e-01,2.873498081427383610e-01
6.909570998013290222e-01,3.142518550163375668e+00,1.409191738318767584e+01,3.170694208931358338e-01,3.135456480784474809e-01
5.953770786721912511e-01,2.982736858087489562e+00,6.434724454753819600e+00,3.537995670571899010e-01,3.487562808656128888e-01
5.258727290421655320e-01,1.692122412649975205e+00,1.165531340891718060e+01,4.093024709846962428e-01,4.303678374243095628e-01
6.274461258233036132e-01,3.698395107161892348e+00,1.231922693479805986e+01,2.193202242973318894e-01,2.212320940540993264e-01
3.215184334558443546e-01,1.186522366644857440e+00,6.012124058592571707e-01,2.852760230364447258e-01,2.857692198658721705e-01
7.828519102450689493e-01,3.396300404843618281e+00,1.559747400107865722e+01,2.845145354585116859e-01,2.628484138653292002e-01
3.959689789764414547e-01,2.482137346127739619e+00,1.036466081510617343e+01,3.159433118862547407e-01,3.231814144090273677e-01
1.759518845538839416e-01,3.915881502562612582e-01,3.523609860477445732e+00,6.137578600455591282e-02,5.066082643370400929e-02
5.933372336178103362e-02,2.237862407633785189e+00,1.329678893179520927e+01,6.506063403020305447e-02,5.363106769273909280e-02
5.933109322559954046e-01,6.887891962595024120e-01,7.472141092081281855e+00,2.895214862439448589e-01,2.955170632235849526e-01
2.468869356201866538e-01,3.283043057590260272e+00,1.040200177137973192e+00,1.913636219186785614e-01,1.825995367468138675e-01
8.626557259219653773e-01,2.679468930500473078e+00,8.928087778020654675e-01,5.297717669959292053e-01,5.380001165009884456e-01
2.157537888002918347e-01,2.822920419496663058e+00,1.094645684662683927e+01,1.823922781742614019e-01,1.934812090537463558e-01
3.187524968439107709e-01,3.631397773254286143e+00,1.161187033997789619e+01,1.595137593828797606e-01,1.414898101779709927e-01
8.865119311734132035e-01,3.730921260155010355e+00,1.456263367524002028e+01,2.411854694203288685e-01,2.396943690716459019e-01
4.918764272468642007e-01,3.054885454618247120e+00,4.031987500984682171e+00,3.190115039906326611e-01,3.031433243015210777e-01
8.337209091126004390e-01,3.676091237404508050e+00,1.111773323965854132e+01,2.555723501346722770e-01,2.548230103065247110e-01
7.142220227543687461e-01,3.854437509927473915e+00,9.843000391112221692e+00,2.143795921476888411e-01,2.233715719327510896e-01
1.511208394490451967e-01,3.352301314813725064e+00,6.436955990691100027e+00,1.173887900460911377e-01,1.036205163870388968e-01
2.335859214333639855e-01,4.235627630050212700e-01,1.505005243197937048e+01,7.403392842656220108e-02,9.192552653395129336e-02
3.791009237961204259e-01,1.028219975975048994e+00,1.274896727056641055e+01,2.500240169742107832e-01,2.467776055854171424e-01
7.988128131143454880e-01,3.204202768573013671e+00,1.964545736303957923e+01,3.098310152729312206e-01,2.978553372725347703e-01
3.338900399934468521e-01,1.267889581512824826e+00,6.177291348537734095e+00,2.811820444522764584e-01,2.797888709324679035e-01
4.436197327711754457e-01,2.865826289825427864e+00,1.443884550454565385e+01,2.831518455358991160e-01,2.909195928131481645e-01
4.586506597164256016e-01,1.530844493584657240e+00,1.225223046213491784e+01,3.601520759605251198e-01,3.462227430002454698e-01
3.260419600371418092e-01,2.503941098468279058e+00,2.660150360993547292e+00,3.077819100914720996e-01,3.076392504799891348e-01
7.185124918107321790e-01,3.985732077800085982e+00,4.410299258359033914e+00,2.105119560377087529e-01,1.966138310749809548e-01
9.660271843125405045e-02,3.203857035996062308e+00,1.990143268625973505e+01,7.382636892489936875e-02,8.570183064014437468e-02
2.420236370600314380e-01,1.562302964147970208e+00,1.346290699729020446e+01,2.151696734110924991e-01,2.165484023394189383e-01
7.513224260287002521e-01,3.310006981045918728e-01,7.193021894578968123e+00,1.934507022152709976e-01,1.890238536721370322e-01
5.738904478935686893e-01,2.806866079895828037e+00,2.829402775134988168e+00,3.964824262640071484e-01,4.066572910078178893e-01
4.850511053162555042e-01,2.004730123561698107e+00,4.934608262659850197e+00,4.260654105377614242e-01,4.129992979417831389e-01
3.640817691984410964e-01,3.791612609920547605e+00,1.377035982860417107e+01,1.516127847354767910e-01,1.474959167994193132e-01
1.606186402739309405e-01,3.186984311713890072e+00,6.213176421800998384e+00,1.338480761301847344e-01,1.521232618002657799e-01
4.382666628228598649e-01,2.492335651232645777e+00,9.177524974816311243e+00,3.424093929540101278e-01,3.409787291493694417e-01
8.890303044405146737e-01,2.347146574207445990e+00,1.988153238983003135e+01,4.731998405976555744e-01,4.865754499062296956e-01
5.558252035479424036e-01,2.747914821035405186e+00,1.908266103035488115e+01,3.237810479769305805e-01,3.255384074801452310e-01
