T,k_chem
2.920274054810961957e+02,1.532579966685768341e+03
2.920334066813362597e+02,1.533274339189541706e+03
2.920394078815763237e+02,1.533968953109122367e+03
2.920454090818163877e+02,1.534663808493290389e+03
2.920514102820563949e+02,1.535358905390875634e+03
2.920574114822964589e+02,1.536054243850588819e+03
2.920634126825365229e+02,1.536749823921234110e+03
2.920694138827765300e+02,1.537445645651566110e+03
2.920754150830165941e+02,1.538141709090331460e+03
2.920814162832566581e+02,1.538838014286281350e+03
2.920874174834967221e+02,1.539534561288179020e+03
2.920934186837367292e+02,1.540231350144744511e+03
2.920994198839767932e+02,1.540928380904748565e+03
2.921054210842168573e+02,1.541625653616895761e+03
2.921114222844568644e+02,1.542323168329903865e+03
2.921174234846969284e+02,1.543020925092494963e+03
2.921234246849369924e+02,1.543718923953410012e+03
2.921294258851770564e+02,1.544417164961334265e+03
2.921354270854170636e+02,1.545115648164988215e+03
2.921414282856571276e+02,1.545814373613053021e+03
2.921474294858971916e+02,1.546513341354254862e+03
2.921534306861371988e+02,1.547212551437239654e+03
2.921594318863772628e+02,1.547912003910718568e+03
2.921654330866173268e+02,1.548611698823374809e+03
2.921714342868573908e+02,1.549311636223867708e+03
2.921774354870973980e+02,1.550011816160860462e+03
2.921834366873374620e+02,1.550712238683011719e+03
2.921894378875775260e+02,1.551412903839020601e+03
2.921954390878175900e+02,1.552113811677502099e+03
2.922014402880575972e+02,1.552814962247107360e+03
2.922074414882976612e+02,1.553516355596474568e+03
2.922134426885377252e+02,1.554217991774266693e+03
2.922194438887777324e+02,1.554919870829080992e+03
2.922254450890177964e+02,1.555621992809551784e+03
2.922314462892578604e+02,1.556324357764304750e+03
2.922374474894979244e+02,1.557026965741973527e+03
2.922434486897379315e+02,1.557729816791131725e+03
2.922494498899779956e+02,1.558432910960403206e+03
2.922554510902180596e+02,1.559136248298364990e+03
2.922614522904580667e+02,1.559839828853662539e+03
2.922674534906981307e+02,1.560543652674825807e+03
2.922734546909381947e+02,1.561247719810472518e+03
2.922794558911782588e+02,1.561952030309177189e+03
2.922854570914182659e+02,1.562656584219488877e+03
2.922914582916583299e+02,1.563361381589987332e+03
2.922974594918983939e+02,1.564066422469233885e+03
2.923034606921384011e+02,1.564771706905787596e+03
2.923094618923784651e+02,1.565477234948210253e+03
2.923154630926185291e+02,1.566183006645013620e+03
2.923214642928585931e+02,1.566889022044759031e+03
2.923274654930986003e+02,1.567595281195970301e+03
2.923334666933386643e+02,1.568301784147205126e+03
2.923394678935787283e+02,1.569008530946950259e+03
2.923454690938187355e+02,1.569715521643729517e+03
2.923514702940587995e+02,1.570422756286063759e+03
2.923574714942988635e+02,1.571130234922462250e+03
2.923634726945389275e+02,1.571837957601419021e+03
2.923694738947789347e+02,1.572545924371427418e+03
2.923754750950189987e+02,1.573254135280993069e+03
2.923814762952590627e+02,1.573962590378577943e+03
2.923874774954991267e+02,1.574671289712670614e+03
2.923934786957391339e+02,1.575380233331746012e+03
2.923994798959791979e+02,1.576089421284277705e+03
2.924054810962192619e+02,1.576798853618706062e+03
2.924114822964592690e+02,1.577508530383517837e+03
2.924174834966993330e+02,1.578218451627137938e+03
2.924234846969393971e+02,1.578928617398036977e+03
2.924294858971794611e+02,1.579639027744640316e+03
2.924354870974194682e+02,1.580349682715353083e+03
2.924414882976595322e+02,1.581060582358657712e+03
2.924474894978995962e+02,1.581771726722975245e+03
2.924534906981396034e+02,1.582483115856667155e+03
2.924594918983796674e+02,1.583194749808188817e+03
2.924654930986197314e+02,1.583906628625942176e+03
2.924714942988597954e+02,1.584618752358343954e+03
2.924774954990998026e+02,1.585331121053740162e+03
2.924834966993398666e+02,1.586043734760560710e+03
2.924894978995799306e+02,1.586756593527196173e+03
2.924954990998199378e+02,1.587469697401976418e+03
2.925015003000600018e+02,1.588183046433310437e+03
2.925075015003000658e+02,1.588896640669561975e+03
2.925135027005401298e+02,1.589610480159118651e+03
2.925195039007801370e+02,1.590324564950277590e+03
2.925255051010202010e+02,1.591038895091421182e+03
2.925315063012602650e+02,1.591753470630885886e+03
2.925375075015002722e+02,1.592468291617016575e+03
2.925435087017403362e+02,1.593183358098168128e+03
2.925495099019804002e+02,1.593898670122628573e+03
2.925555111022204642e+02,1.594614227738736190e+03
2.925615123024604713e+02,1.595330030994796971e+03
2.925675135027005354e+02,1.596046079939145557e+03
2.925735147029405994e+02,1.596762374620058381e+03
2.925795159031806634e+02,1.597478915085855078e+03
2.925855171034206705e+02,1.598195701384812764e+03
2.925915183036607345e+02,1.598912733565228109e+03
2.925975195039007986e+02,1.599630011675369133e+03
2.926035207041408057e+02,1.600347535763520455e+03
2.926095219043808697e+02,1.601065305877968513e+03
2.926155231046209337e+02,1.601783322066952906e+03
2.926215243048609977e+02,1.602501584378743701e+03
2.926275255051010049e+02,1.603220092861558669e+03
2.926335267053410689e+02,1.603938847563713125e+03
2.926395279055811329e+02,1.604657848533386414e+03
2.926455291058211401e+02,1.605377095818832686e+03
2.926515303060612041e+02,1.606096589468304956e+03
2.926575315063012681e+02,1.606816329530005305e+03
2.926635327065413321e+02,1.607536316052138091e+03
2.926695339067813393e+02,1.608256549082923129e+03
2.926755351070214033e+02,1.608977028670564323e+03
2.926815363072614673e+02,1.609697754863305363e+03
2.926875375075014745e+02,1.610418727709264431e+03
2.926935387077415385e+02,1.611139947256675441e+03
2.926995399079816025e+02,1.611861413553730927e+03
2.927055411082216665e+02,1.612583126648572943e+03
2.927115423084616737e+02,1.613305086589379016e+03
2.927175435087017377e+02,1.614027293424336676e+03
2.927235447089418017e+02,1.614749747201589116e+03
2.927295459091818088e+02,1.615472447969279528e+03
2.927355471094218728e+02,1.616195395775562247e+03
2.927415483096619369e+02,1.616918590668580919e+03
2.927475495099020009e+02,1.617642032696485558e+03
2.927535507101420080e+02,1.618365721907374109e+03
2.927595519103820720e+02,1.619089658349384763e+03
2.927655531106221360e+02,1.619813842070633655e+03
2.927715543108621432e+02,1.620538273119218957e+03
2.927775555111022072e+02,1.621262951543281133e+03
2.927835567113422712e+02,1.621987877390888571e+03
2.927895579115823352e+02,1.622713050710131256e+03
2.927955591118223424e+02,1.623438471549113501e+03
2.928015603120624064e+02,1.624164139955917108e+03
2.928075615123024704e+02,1.624890055978591135e+03
2.928135627125425344e+02,1.625616219665235803e+03
2.928195639127825416e+02,1.626342631063887666e+03
2.928255651130226056e+02,1.627069290222636027e+03
2.928315663132626696e+02,1.627796197189488112e+03
2.928375675135026768e+02,1.628523352012523446e+03
2.928435687137427408e+02,1.629250754739766762e+03
2.928495699139828048e+02,1.629978405419250521e+03
2.928555711142228688e+02,1.630706304099007639e+03
2.928615723144628760e+02,1.631434450827045566e+03
2.928675735147029400e+02,1.632162845651409498e+03
2.928735747149430040e+02,1.632891488620068230e+03
2.928795759151830111e+02,1.633620379781041947e+03
2.928855771154230752e+02,1.634349519182329914e+03
2.928915783156631392e+02,1.635078906871930030e+03
2.928975795159032032e+02,1.635808542897800180e+03
2.929035807161432103e+02,1.636538427307932125e+03
2.929095819163832743e+02,1.637268560150295798e+03
2.929155831166233384e+02,1.637998941472867727e+03
2.929215843168633455e+02,1.638729571323581922e+03
2.929275855171034095e+02,1.639460449750425596e+03
2.929335867173434735e+02,1.640191576801328665e+03
2.929395879175835375e+02,1.640922952524220136e+03
2.929455891178235447e+02,1.641654576967047205e+03
2.929515903180636087e+02,1.642386450177727966e+03
2.929575915183036727e+02,1.643118572204220300e+03
2.929635927185437367e+02,1.643850943094390686e+03
2.929695939187837439e+02,1.644583562896168360e+03
2.929755951190238079e+02,1.645316431657460043e+03
2.929815963192638719e+02,1.646049549426190424e+03
2.929875975195038791e+02,1.646782916250195512e+03
2.929935987197439431e+02,1.647516532177382715e+03
2.929995999199840071e+02,1.648250397255646249e+03
2.930056011202240711e+02,1.648984511532858278e+03
2.930116023204640783e+02,1.649718875056861407e+03
2.930176035207041423e+02,1.650453487875533483e+03
2.930236047209442063e+02,1.651188350036717111e+03
2.930296059211842135e+02,1.651923461588290138e+03
2.930356071214242775e+02,1.652658822578042646e+03
2.930416083216643415e+02,1.653394433053840203e+03
2.930476095219044055e+02,1.654130293063526324e+03
2.930536107221444126e+02,1.654866402654890180e+03
2.930596119223844767e+02,1.655602761875757778e+03
2.930656131226245407e+02,1.656339370773953306e+03
2.930716143228645478e+02,1.657076229397255702e+03
2.930776155231046118e+02,1.657813337793490064e+03
2.930836167233446758e+02,1.658550696010429192e+03
2.930896179235847399e+02,1.659288304095849981e+03
2.930956191238247470e+02,1.660026162097554334e+03
2.931016203240648110e+02,1.660764270063303684e+03
2.931076215243048750e+02,1.661502628040845593e+03
2.931136227245448822e+02,1.662241236077964913e+03
2.931196239247849462e+02,1.662980094222385333e+03
2.931256251250250102e+02,1.663719202521898069e+03
2.931316263252650742e+02,1.664458561024203163e+03
2.931376275255050814e+02,1.665198169777032035e+03
2.931436287257451454e+02,1.665938028828150664e+03
2.931496299259852094e+02,1.666678138225224302e+03
2.931556311262252166e+02,1.667418498016008243e+03
2.931616323264652806e+02,1.668159108248195935e+03
2.931676335267053446e+02,1.668899968969506517e+03
2.931736347269454086e+02,1.669641080227594784e+03
2.931796359271854158e+02,1.670382442070176694e+03
2.931856371274254798e+02,1.671124054544942965e+03
2.931916383276655438e+02,1.671865917699551801e+03
2.931976395279056078e+02,1.672608031581668229e+03
2.932036407281456150e+02,1.673350396238981148e+03
2.932096419283856790e+02,1.674093011719100787e+03
2.932156431286257430e+02,1.674835878069735145e+03
2.932216443288657501e+02,1.675578995338457617e+03
2.932276455291058141e+02,1.676322363572963695e+03
2.932336467293458782e+02,1.677065982820857243e+03
2.932396479295859422e+02,1.677809853129779185e+03
2.932456491298259493e+02,1.678553974547322241e+03
2.932516503300660133e+02,1.679298347121102552e+03
2.932576515303060773e+02,1.680042970898748536e+03
2.932636527305460845e+02,1.680787845927804256e+03
2.932696539307861485e+02,1.681532972255916093e+03
2.932756551310262125e+02,1.682278349930633794e+03
2.932816563312662765e+02,1.683023978999567134e+03
2.932876575315062837e+02,1.683769859510253355e+03
2.932936587317463477e+02,1.684515991510255844e+03
2.932996599319864117e+02,1.685262375047152318e+03
2.933056611322264189e+02,1.686009010168493205e+03
2.933116623324664829e+02,1.686755896921820977e+03
2.933176635327065469e+02,1.687503035354667190e+03
2.933236647329466109e+02,1.688250425514556810e+03
2.933296659331866181e+02,1.688998067449020255e+03
2.933356671334266821e+02,1.689745961205588173e+03
2.933416683336667461e+02,1.690494106831778936e+03
2.933476695339067533e+02,1.691242504375056569e+03
2.933536707341468173e+02,1.691991153882951266e+03
2.933596719343868813e+02,1.692740055402938424e+03
2.933656731346269453e+02,1.693489208982511627e+03
2.933716743348669524e+02,1.694238614669152639e+03
2.933776755351070165e+02,1.694988272510336401e+03
2.933836767353470805e+02,1.695738182553495562e+03
2.933896779355870876e+02,1.696488344846116433e+03
2.933956791358271516e+02,1.697238759435655993e+03
2.934016803360672156e+02,1.697989426369539842e+03
2.934076815363072797e+02,1.698740345695224732e+03
2.934136827365472868e+02,1.699491517460117166e+03
2.934196839367873508e+02,1.700242941711642970e+03
2.934256851370274148e+02,1.700994618497256624e+03
2.934316863372674788e+02,1.701746547864335298e+03
2.934376875375074860e+02,1.702498729860279354e+03
2.934436887377475500e+02,1.703251164532514167e+03
2.934496899379876140e+02,1.704003851928413042e+03
2.934556911382276212e+02,1.704756792095352239e+03
2.934616923384676852e+02,1.705509985080708475e+03
2.934676935387077492e+02,1.706263430931878702e+03
2.934736947389478132e+02,1.707017129696208258e+03
2.934796959391878204e+02,1.707771081421029749e+03
2.934856971394278844e+02,1.708525286153721254e+03
2.934916983396679484e+02,1.709279743941646075e+03
2.934976995399079556e+02,1.710034454832091114e+03
2.935037007401480196e+02,1.710789418872413307e+03
2.935097019403880836e+02,1.711544636109953672e+03
2.935157031406281476e+02,1.712300106591988651e+03
2.935217043408681548e+02,1.713055830365822430e+03
2.935277055411082188e+02,1.713811807478803757e+03
2.935337067413482828e+02,1.714568037978187704e+03
2.935397079415882899e+02,1.715324521911274360e+03
2.935457091418283539e+02,1.716081259325384281e+03
2.935517103420684180e+02,1.716838250267712510e+03
2.935577115423084820e+02,1.717595494785586425e+03
2.935637127425484891e+02,1.718352992926242450e+03
2.935697139427885531e+02,1.719110744736946799e+03
2.935757151430286171e+02,1.719868750264928849e+03
2.935817163432686812e+02,1.720627009557460724e+03
2.935877175435086883e+02,1.721385522661726554e+03
2.935937187437487523e+02,1.722144289624993689e+03
2.935997199439888163e+02,1.722903310494444440e+03
2.936057211442288235e+02,1.723662585317331832e+03
2.936117223444688875e+02,1.724422114140846588e+03
2.936177235447089515e+02,1.725181897012178297e+03
2.936237247449490155e+02,1.725941933978504494e+03
2.936297259451890227e+02,1.726702225087037732e+03
2.936357271454290867e+02,1.727462770384956002e+03
2.936417283456691507e+02,1.728223569919404099e+03
2.936477295459091579e+02,1.728984623737557968e+03
2.936537307461492219e+02,1.729745931886561948e+03
2.936597319463892859e+02,1.730507494413596760e+03
2.936657331466293499e+02,1.731269311365782414e+03
2.936717343468693571e+02,1.732031382790231191e+03
2.936777355471094211e+02,1.732793708734116535e+03
2.936837367473494851e+02,1.733556289244532081e+03
2.936897379475894923e+02,1.734319124368595112e+03
2.936957391478295563e+02,1.735082214153409950e+03
2.937017403480696203e+02,1.735845558646106610e+03
2.937077415483096843e+02,1.736609157893725978e+03
2.937137427485496914e+02,1.737373011943378742e+03
2.937197439487897554e+02,1.738137120842154900e+03
2.937257451490298195e+02,1.738901484637132398e+03
2.937317463492698266e+02,1.739666103375325974e+03
2.937377475495098906e+02,1.740430977103833129e+03
2.937437487497499546e+02,1.741196105869697703e+03
2.937497499499900186e+02,1.741961489719977635e+03
2.937557511502300258e+02,1.742727128701667425e+03
2.937617523504700898e+02,1.743493022861812733e+03
2.937677535507101538e+02,1.744259172247461038e+03
2.937737547509501610e+02,1.745025576905601156e+03
2.937797559511902250e+02,1.745792236883251235e+03
2.937857571514302890e+02,1.746559152227397590e+03
2.937917583516703530e+02,1.747326322985056322e+03
2.937977595519103602e+02,1.748093749203181915e+03
2.938037607521504242e+02,1.748861430928766140e+03
2.938097619523904882e+02,1.749629368208786445e+03
2.938157631526305522e+02,1.750397561090214367e+03
2.938217643528705594e+02,1.751166009620002569e+03
2.938277655531106234e+02,1.751934713845064380e+03
2.938337667533506874e+02,1.752703673812383158e+03
2.938397679535906946e+02,1.753472889568871096e+03
2.938457691538307586e+02,1.754242361161497229e+03
2.938517703540708226e+02,1.755012088637131455e+03
2.938577715543108866e+02,1.755782072042708705e+03
2.938637727545508938e+02,1.756552311425141170e+03
2.938697739547909578e+02,1.757322806831313073e+03
2.938757751550310218e+02,1.758093558308123193e+03
2.938817763552710289e+02,1.758864565902455070e+03
2.938877775555110929e+02,1.759635829661199523e+03
2.938937787557511570e+02,1.760407349631195302e+03
2.938997799559912210e+02,1.761179125859319811e+03
2.939057811562312281e+02,1.761951158392441812e+03
2.939117823564712921e+02,1.762723447277398691e+03
2.939177835567113561e+02,1.763495992561028743e+03
2.939237847569513633e+02,1.764268794290162077e+03
2.939297859571914273e+02,1.765041852511621300e+03
2.939357871574314913e+02,1.765815167272254939e+03
2.939417883576715553e+02,1.766588738618841035e+03
2.939477895579115625e+02,1.767362566598163767e+03
2.939537907581516265e+02,1.768136651257074845e+03
2.939597919583916905e+02,1.768910992642352539e+03
2.939657931586317545e+02,1.769685590800738282e+03
2.939717943588717617e+02,1.770460445779028987e+03
2.939777955591118257e+02,1.771235557624003604e+03
2.939837967593518897e+02,1.772010926382417892e+03
2.939897979595918969e+02,1.772786552100987819e+03
2.939957991598319609e+02,1.773562434826512572e+03
2.940018003600720249e+02,1.774338574605712438e+03
2.940078015603120889e+02,1.775114971485277010e+03
2.940138027605520961e+02,1.775891625511964548e+03
2.940198039607921601e+02,1.776668536732501479e+03
2.940258051610322241e+02,1.777445705193581489e+03
2.940318063612722312e+02,1.778223130941877798e+03
2.940378075615122953e+02,1.779000814024107967e+03
2.940438087617523593e+02,1.779778754486964544e+03
2.940498099619924233e+02,1.780556952377118478e+03
2.940558111622324304e+02,1.781335407741210474e+03
2.940618123624724944e+02,1.782114120625949226e+03
2.940678135627125585e+02,1.782893091077965892e+03
2.940738147629525656e+02,1.783672319143917321e+03
2.940798159631926296e+02,1.784451804870440355e+03
2.940858171634326936e+02,1.785231548304145690e+03
2.940918183636727576e+02,1.786011549491681990e+03
2.940978195639127648e+02,1.786791808479664496e+03
2.941038207641528288e+02,1.787572325314708223e+03
2.941098219643928928e+02,1.788353100043383392e+03
2.941158231646329000e+02,1.789134132712321616e+03
2.941218243648729640e+02,1.789915423368092434e+03
2.941278255651130280e+02,1.790696972057275389e+03
2.941338267653530920e+02,1.791478778826444113e+03
2.941398279655930992e+02,1.792260843722170193e+03
2.941458291658331632e+02,1.793043166791007252e+03
2.941518303660732272e+02,1.793825748079494360e+03
2.941578315663132344e+02,1.794608587634168771e+03
2.941638327665532984e+02,1.795391685501588654e+03
2.941698339667933624e+02,1.796175041728283531e+03
2.941758351670334264e+02,1.796958656360731993e+03
2.941818363672734336e+02,1.797742529445462651e+03
2.941878375675134976e+02,1.798526661028985700e+03
2.941938387677535616e+02,1.799311051157801785e+03
2.941998399679936256e+02,1.800095699878400183e+03
2.942058411682336327e+02,1.800880607237247887e+03
2.942118423684736968e+02,1.801665773280806206e+03
2.942178435687137608e+02,1.802451198055587838e+03
2.942238447689537679e+02,1.803236881607980649e+03
2.942298459691938319e+02,1.804022823984487559e+03
2.942358471694338959e+02,1.804809025231555552e+03
2.942418483696739600e+02,1.805595485395576134e+03
2.942478495699139671e+02,1.806382204522992197e+03
2.942538507701540311e+02,1.807169182660228216e+03
2.942598519703940951e+02,1.807956419853725265e+03
2.942658531706341023e+02,1.808743916149821416e+03
2.942718543708741663e+02,1.809531671594958198e+03
2.942778555711142303e+02,1.810319686235502104e+03
2.942838567713542943e+02,1.811107960117867151e+03
2.942898579715943015e+02,1.811896493288380952e+03
2.942958591718343655e+02,1.812685285793416369e+03
2.943018603720744295e+02,1.813474337679357632e+03
2.943078615723144367e+02,1.814263648992537128e+03
2.943138627725545007e+02,1.815053219779298161e+03
2.943198639727945647e+02,1.815843050085966070e+03
2.943258651730346287e+02,1.816633139958868242e+03
2.943318663732746359e+02,1.817423489444322286e+03
2.943378675735146999e+02,1.818214098588674460e+03
2.943438687737547639e+02,1.819004967438160293e+03
2.943498699739947710e+02,1.819796096039094209e+03
2.943558711742348351e+02,1.820587484437807007e+03
2.943618723744748991e+02,1.821379132680519660e+03
2.943678735747149631e+02,1.822171040813529316e+03
2.943738747749549702e+02,1.822963208883106972e+03
2.943798759751950342e+02,1.823755636935508164e+03
2.943858771754350983e+02,1.824548325016957733e+03
2.943918783756751054e+02,1.825341273173697346e+03
2.943978795759151694e+02,1.826134481451967304e+03
2.944038807761552334e+02,1.826927949898008137e+03
2.944098819763952974e+02,1.827721678558014901e+03
2.944158831766353046e+02,1.828515667478177420e+03
2.944218843768753686e+02,1.829309916704722582e+03
2.944278855771154326e+02,1.830104426283846351e+03
2.944338867773554966e+02,1.830899196261700808e+03
2.944398879775955038e+02,1.831694226684487603e+03
2.944458891778355678e+02,1.832489517598361317e+03
2.944518903780756318e+02,1.833285069049503136e+03
2.944578915783156390e+02,1.834080881084027851e+03
2.944638927785557030e+02,1.834876953748107780e+03
2.944698939787957670e+02,1.835673287087880681e+03
2.944758951790358310e+02,1.836469881149452021e+03
2.944818963792758382e+02,1.837266735978952283e+03
2.944878975795159022e+02,1.838063851622496713e+03
2.944938987797559662e+02,1.838861228126201240e+03
2.944998999799959734e+02,1.839658865536127223e+03
2.945059011802360374e+02,1.840456763898387408e+03
2.945119023804761014e+02,1.841254923259068619e+03
2.945179035807161654e+02,1.842053343664228805e+03
2.945239047809561725e+02,1.842852025159906589e+03
2.945299059811962366e+02,1.843650967792197889e+03
2.945359071814363006e+02,1.844450171607132233e+03
2.945419083816763077e+02,1.845249636650777347e+03
2.945479095819163717e+02,1.846049362969121830e+03
2.945539107821564357e+02,1.846849350608199074e+03
2.945599119823964998e+02,1.847649599614038380e+03
2.945659131826365069e+02,1.848450110032627890e+03
2.945719143828765709e+02,1.849250881909988721e+03
2.945779155831166349e+02,1.850051915292105377e+03
2.945839167833566989e+02,1.850853210224951908e+03
2.945899179835967061e+02,1.851654766754516913e+03
2.945959191838367701e+02,1.852456584926725327e+03
2.946019203840768341e+02,1.853258664787577572e+03
2.946079215843168413e+02,1.854061006383016775e+03
2.946139227845569053e+02,1.854863609759007886e+03
2.946199239847969693e+02,1.855666474961426502e+03
2.946259251850370333e+02,1.856469602036240758e+03
2.946319263852770405e+02,1.857272991029336936e+03
2.946379275855171045e+02,1.858076641986675895e+03
2.946439287857571685e+02,1.858880554954108902e+03
2.946499299859971757e+02,1.859684729977554298e+03
2.946559311862372397e+02,1.860489167102893362e+03
2.946619323864773037e+02,1.861293866375970083e+03
2.946679335867173677e+02,1.862098827842704623e+03
2.946739347869573749e+02,1.862904051548923917e+03
2.946799359871974389e+02,1.863709537540500150e+03
2.946859371874375029e+02,1.864515285863257532e+03
2.946919383876775100e+02,1.865321296563033002e+03
2.946979395879175740e+02,1.866127569685655544e+03
2.947039407881576381e+02,1.866934105276966193e+03
2.947099419883977021e+02,1.867740903382732540e+03
2.947159431886377092e+02,1.868547964048786525e+03
2.947219443888777732e+02,1.869355287320931438e+03
2.947279455891178372e+02,1.870162873244932598e+03
2.947339467893578444e+02,1.870970721866558051e+03
2.947399479895979084e+02,1.871778833231595627e+03
2.947459491898379724e+02,1.872587207385812690e+03
2.947519503900780364e+02,1.873395844374960234e+03
2.947579515903180436e+02,1.874204744244750600e+03
2.947639527905581076e+02,1.875013907040932963e+03
2.947699539907981716e+02,1.875823332809282192e+03
2.947759551910381788e+02,1.876633021595433320e+03
2.947819563912782428e+02,1.877442973445158941e+03
2.947879575915183068e+02,1.878253188404151388e+03
2.947939587917583708e+02,1.879063666518093896e+03
2.947999599919983780e+02,1.879874407832656289e+03
2.948059611922384420e+02,1.880685412393546130e+03
2.948119623924785060e+02,1.881496680246410961e+03
2.948179635927185700e+02,1.882308211436963120e+03
2.948239647929585772e+02,1.883120006010772840e+03
2.948299659931986412e+02,1.883932064013524723e+03
2.948359671934387052e+02,1.884744385490839477e+03
2.948419683936787123e+02,1.885556970488358274e+03
2.948479695939187764e+02,1.886369819051721379e+03
2.948539707941588404e+02,1.887182931226504934e+03
2.948599719943989044e+02,1.887996307058301682e+03
2.948659731946389115e+02,1.888809946592751658e+03
2.948719743948789755e+02,1.889623849875384167e+03
2.948779755951190396e+02,1.890438016951810368e+03
2.948839767953590467e+02,1.891252447867569799e+03
2.948899779955991107e+02,1.892067142668272936e+03
2.948959791958391747e+02,1.892882101399401336e+03
2.949019803960792387e+02,1.893697324106550241e+03
2.949079815963192459e+02,1.894512810835230994e+03
2.949139827965593099e+02,1.895328561630984268e+03
2.949199839967993739e+02,1.896144576539291847e+03
2.949259851970393811e+02,1.896960855605683264e+03
2.949319863972794451e+02,1.897777398875666449e+03
2.949379875975195091e+02,1.898594206394747061e+03
2.949439887977595731e+02,1.899411278208349813e+03
2.949499899979995803e+02,1.900228614361985137e+03
2.949559911982396443e+02,1.901046214901141639e+03
2.949619923984797083e+02,1.901864079871240165e+03
2.949679935987197723e+02,1.902682209317725892e+03
2.949739947989597795e+02,1.903500603286050364e+03
2.949799959991998435e+02,1.904319261821669897e+03
2.949859971994399075e+02,1.905138184969965778e+03
2.949919983996799147e+02,1.905957372776365673e+03
2.949979995999199787e+02,1.906776825286273834e+03
2.950040008001600427e+02,1.907596542545094280e+03
2.950100020004001067e+02,1.908416524598210344e+03
2.950160032006401138e+02,1.909236771490988531e+03
2.950220044008801779e+02,1.910057283268822630e+03
2.950280056011202419e+02,1.910878059977077328e+03
2.950340068013602490e+02,1.911699101661053646e+03
2.950400080016003130e+02,1.912520408366149695e+03
2.950460092018403770e+02,1.913341980137676273e+03
2.950520104020804411e+02,1.914163817021000568e+03
2.950580116023204482e+02,1.914985919061364939e+03
2.950640128025605122e+02,1.915808286304167268e+03
2.950700140028005762e+02,1.916630918794632407e+03
2.950760152030405834e+02,1.917453816578100714e+03
2.950820164032806474e+02,1.918276979699835920e+03
2.950880176035207114e+02,1.919100408205094936e+03
2.950940188037607754e+02,1.919924102139218348e+03
2.951000200040007826e+02,1.920748061547365751e+03
2.951060212042408466e+02,1.921572286474848397e+03
2.951120224044809106e+02,1.922396776966862490e+03
2.951180236047209178e+02,1.923221533068690633e+03
2.951240248049609818e+02,1.924046554825525391e+03
2.951300260052010458e+02,1.924871842282591842e+03
2.951360272054411098e+02,1.925697395485065954e+03
2.951420284056811170e+02,1.926523214478169166e+03
2.951480296059211810e+02,1.927349299307110869e+03
2.951540308061612450e+02,1.928175650017026783e+03
2.951600320064012521e+02,1.929002266653087872e+03
2.951660332066413162e+02,1.929829149260490567e+03
2.951720344068813802e+02,1.930656297884373316e+03
2.951780356071214442e+02,1.931483712569854561e+03
2.951840368073614513e+02,1.932311393362071840e+03
2.951900380076015153e+02,1.933139340306201120e+03
2.951960392078415794e+02,1.933967553447300588e+03
2.952020404080816434e+02,1.934796032830503918e+03
2.952080416083216505e+02,1.935624778500899083e+03
2.952140428085617145e+02,1.936453790503603614e+03
2.952200440088017785e+02,1.937283068883662054e+03
2.952260452090417857e+02,1.938112613686153281e+03
2.952320464092818497e+02,1.938942424956167997e+03
2.952380476095219137e+02,1.939772502738740286e+03
2.952440488097619777e+02,1.940602847078902869e+03
2.952500500100019849e+02,1.941433458021720071e+03
2.952560512102420489e+02,1.942264335612202785e+03
2.952620524104821129e+02,1.943095479895377821e+03
2.952680536107221201e+02,1.943926890916258571e+03
2.952740548109621841e+02,1.944758568719814093e+03
2.952800560112022481e+02,1.945590513351068012e+03
2.952860572114423121e+02,1.946422724855022580e+03
2.952920584116823193e+02,1.947255203276586144e+03
2.952980596119223833e+02,1.948087948660771872e+03
2.953040608121624473e+02,1.948920961052555867e+03
2.953100620124024545e+02,1.949754240496828288e+03
2.953160632126425185e+02,1.950587787038555462e+03
2.953220644128825825e+02,1.951421600722647099e+03
2.953280656131226465e+02,1.952255681594072257e+03
2.953340668133626536e+02,1.953090029697687669e+03
2.953400680136027177e+02,1.953924645078440108e+03
2.953460692138427817e+02,1.954759527781190400e+03
2.953520704140827888e+02,1.955594677850832340e+03
2.953580716143228528e+02,1.956430095332244491e+03
2.953640728145629168e+02,1.957265780270283813e+03
2.953700740148029809e+02,1.958101732709825001e+03
2.953760752150429880e+02,1.958937952695679314e+03
2.953820764152830520e+02,1.959774440272733955e+03
2.953880776155231160e+02,1.960611195485789267e+03
2.953940788157631232e+02,1.961448218379651280e+03
2.954000800160031872e+02,1.962285508999167178e+03
2.954060812162432512e+02,1.963123067389134121e+03
2.954120824164833152e+02,1.963960893594303116e+03
2.954180836167233224e+02,1.964798987659489057e+03
2.954240848169633864e+02,1.965637349629497294e+03
2.954300860172034504e+02,1.966475979549026988e+03
2.954360872174435144e+02,1.967314877462880531e+03
2.954420884176835216e+02,1.968154043415815522e+03
2.954480896179235856e+02,1.968993477452526122e+03
2.954540908181636496e+02,1.969833179617774931e+03
2.954600920184036568e+02,1.970673149956267252e+03
2.954660932186437208e+02,1.971513388512697702e+03
2.954720944188837848e+02,1.972353895331831836e+03
2.954780956191238488e+02,1.973194670458298788e+03
2.954840968193638560e+02,1.974035713936789534e+03
2.954900980196039200e+02,1.974877025811994145e+03
2.954960992198439840e+02,1.975718606128591318e+03
2.955021004200839911e+02,1.976560454931191998e+03
2.955081016203240551e+02,1.977402572264487617e+03
2.955141028205641192e+02,1.978244958173110035e+03
2.955201040208041832e+02,1.979087612701642456e+03
