t,T,H,W,dT_dt,dT_dt_noisy
5.581116223244648289e+00,1.150085408865425124e-01,5.337234150628660245e-01,5.903671455497017106e-01,-2.712497405854623345e-02,-3.244940148082776921e-02
5.587117423484696310e+00,1.148462020570705650e-01,5.333923210126259029e-01,5.907649370813081724e-01,-2.697725221735260137e-02,-2.583857138602474804e-02
5.593118623724744332e+00,1.146847476101964525e-01,5.330612335119312428e-01,5.911620917208563197e-01,-2.683023087405127238e-02,-3.543050518690935013e-02
5.599119823964792353e+00,1.145241733612584190e-01,5.327301545640226177e-01,5.915586098699592288e-01,-2.668390659507248464e-02,-4.357794119027727509e-02
5.605121024204840374e+00,1.143644751447417673e-01,5.323990861621475945e-01,5.919544919312766940e-01,-2.653827596251011334e-02,-4.258610952445311681e-02
5.611122224444888396e+00,1.142056488142789011e-01,5.320680302895608449e-01,5.923497383085145618e-01,-2.639333557411792375e-02,-5.648269430939184543e-02
5.617123424684936417e+00,1.140476902426492689e-01,5.317369889195239230e-01,5.927443494064252860e-01,-2.624908204330544947e-02,-2.446701664452837627e-02
5.623124624924984438e+00,1.138905953217794337e-01,5.314059640153057096e-01,5.931383256308075946e-01,-2.610551199913373199e-02,-1.866389510103691821e-02
5.629125825165032460e+00,1.137343599627430035e-01,5.310749575301817460e-01,5.935316673885067118e-01,-2.596262208631042179e-02,-1.141662404533591579e-02
5.635127025405080481e+00,1.135789800957607010e-01,5.307439714074349002e-01,5.939243750874143579e-01,-2.582040896518496276e-02,-6.237213387980362206e-02
5.641128225645128502e+00,1.134244516702003075e-01,5.304130075803547006e-01,5.943164491364683055e-01,-2.567886931174304110e-02,-1.000151488115468001e-02
5.647129425885176524e+00,1.132707706545766912e-01,5.300820679722380024e-01,5.947078899456531564e-01,-2.553799981760121462e-02,-2.632012127277133171e-02
5.653130626125224545e+00,1.131179330365517655e-01,5.297511544963886543e-01,5.950986979259996756e-01,-2.539779719000063996e-02,-5.441011622734553965e-02
5.659131826365272566e+00,1.129659348229345855e-01,5.294202690561172764e-01,5.954888734895850133e-01,-2.525825815180124390e-02,-2.374155590283912390e-02
5.665133026605320588e+00,1.128147720396812381e-01,5.290894135447418156e-01,5.958784170495328159e-01,-2.511937944147475676e-02,-9.267483218213169727e-03
5.671134226845368609e+00,1.126644407318949104e-01,5.287585898455871014e-01,5.962673290200132259e-01,-2.498115781309821759e-02,-1.497274318944811188e-02
5.677135427085416630e+00,1.125149369638258345e-01,5.284277998319849567e-01,5.966556098162424382e-01,-2.484359003634660501e-02,-1.077704528369967732e-02
5.683136627325464652e+00,1.123662568188713712e-01,5.280970453672740872e-01,5.970432598544834768e-01,-2.470667289648555143e-02,-6.239984194354623176e-03
5.689137827565512673e+00,1.122183963995759398e-01,5.277663283048006360e-01,5.974302795520455289e-01,-2.457040319436364084e-02,-7.091258097164664792e-03
5.695139027805560694e+00,1.120713518276310189e-01,5.274356504879174068e-01,5.978166693272841670e-01,-2.443477774640429034e-02,-2.558377872338590472e-02
5.701140228045608715e+00,1.119251192438752013e-01,5.271050137499843080e-01,5.982024295996014596e-01,-2.429979338459763161e-02,-6.638440555448858749e-02
5.707141428285656737e+00,1.117796948082941111e-01,5.267744199143683526e-01,5.985875607894458605e-01,-2.416544695649185115e-02,-3.979007840495478454e-02
5.713142628525704758e+00,1.116350747000205146e-01,5.264438707944433249e-01,5.989720633183122089e-01,-2.403173532518432243e-02,-1.733981255754575568e-02
5.719143828765752779e+00,1.114912551173341954e-01,5.261133681935904471e-01,5.993559376087417290e-01,-2.389865536931266854e-02,-3.371611179680172876e-02
5.725145029005800801e+00,1.113482322776620514e-01,5.257829139051974909e-01,5.997391840843220301e-01,-2.376620398304521431e-02,-1.047855981686641666e-02
5.731146229245848822e+00,1.112060024175780676e-01,5.254525097126596656e-01,6.001218031696873290e-01,-2.363437807607141061e-02,-8.098015976402956825e-03
5.737147429485896843e+00,1.110645617928032736e-01,5.251221573893788408e-01,6.005037952905178944e-01,-2.350317457359192563e-02,-2.295606234700877171e-02
5.743148629725944865e+00,1.109239066782057997e-01,5.247918586987642131e-01,6.008851608735407135e-01,-2.337259041630841694e-02,1.381115163105386956e-02
5.749149829965992886e+00,1.107840333678008632e-01,5.244616153942318615e-01,6.012659003465289365e-01,-2.324262256041315089e-02,-4.315328139144267161e-02
5.755151030206040907e+00,1.106449381747507260e-01,5.241314292192047475e-01,6.016460141383023208e-01,-2.311326797757826124e-02,-4.892101325701749687e-03
5.761152230446088929e+00,1.105066174313647787e-01,5.238013019071131593e-01,6.020255026787270092e-01,-2.298452365494485505e-02,-3.283624372401014457e-02
5.767153430686136950e+00,1.103690674890994428e-01,5.234712351813940456e-01,6.024043663987151964e-01,-2.285638659511170234e-02,-3.886571287733404240e-02
5.773154630926184971e+00,1.102322846974404524e-01,5.231412307641719606e-01,6.027826057292694495e-01,-2.272885380335737393e-02,-1.135254840485707198e-02
5.779155831166232993e+00,1.100962654233909321e-01,5.228112903662565092e-01,6.031602211031210636e-01,-2.260192229922017293e-02,-3.531419768625954775e-02
5.785157031406281014e+00,1.099610060763073632e-01,5.224814156778873064e-01,6.035372129554906762e-01,-2.247558913159218574e-02,-5.689809497269878585e-03
5.791158231646329035e+00,1.098265030819288585e-01,5.221516083805414210e-01,6.039135817224811076e-01,-2.234985136311817833e-02,-4.607572510748263878e-02
5.797159431886377057e+00,1.096927528823453818e-01,5.218218701469472531e-01,6.042893278410750302e-01,-2.222470607016756305e-02,-2.191302738904960662e-02
5.803160632126425078e+00,1.095597519359978039e-01,5.214922026410848677e-01,6.046644517491351900e-01,-2.210015034282546142e-02,-3.935874878889569772e-02
5.809161832366473099e+00,1.094274967176778607e-01,5.211626075181854389e-01,6.050389538854045179e-01,-2.197618128488340594e-02,-2.706574247720769724e-02
5.815163032606521121e+00,1.092959837185281530e-01,5.208330864247315839e-01,6.054128346895057966e-01,-2.185279601382998649e-02,-2.968102284683008310e-02
5.821164232846569142e+00,1.091652094460421885e-01,5.205036409984572510e-01,6.057860946019421045e-01,-2.172999166084109424e-02,-4.468937928290808714e-02
5.827165433086617163e+00,1.090351704240643260e-01,5.201742728683480532e-01,6.061587340640967048e-01,-2.160776537077004067e-02,-8.882172044734099048e-03
5.833166633326665185e+00,1.089058631927898452e-01,5.198449836546406022e-01,6.065307535182326015e-01,-2.148611430213755169e-02,-4.677098512615368575e-02
5.839167833566713206e+00,1.087772843087648628e-01,5.195157749688230631e-01,6.069021534074930946e-01,-2.136503562712131765e-02,-4.134682696623983439e-02
5.845169033806761227e+00,1.086494303448863885e-01,5.191866484136349325e-01,6.072729341759014465e-01,-2.124452653154562665e-02,-3.789503158300514679e-03
5.851170234046809249e+00,1.085222978904023111e-01,5.188576055830673717e-01,6.076430962683612158e-01,-2.112458421487055371e-02,-2.029777194714567357e-03
5.857171434286857270e+00,1.083958835509114121e-01,5.185286480623623184e-01,6.080126401306558126e-01,-2.100520589018096962e-02,-8.016300383365386820e-03
5.863172634526905291e+00,1.082701839483633244e-01,5.181997774280138191e-01,6.083815662094489429e-01,-2.088638878417560518e-02,-1.444557696466243490e-02
5.869173834766953313e+00,1.081451957210585874e-01,5.178709952477666967e-01,6.087498749522840535e-01,-2.076813013715547718e-02,2.443732053498970380e-02
5.875175035007001334e+00,1.080209155236486057e-01,5.175423030806174385e-01,6.091175668075849980e-01,-2.065042720301253631e-02,-4.519853545224882668e-02
5.881176235247049355e+00,1.078973400271356631e-01,5.172137024768137525e-01,6.094846422246555928e-01,-2.053327724921784336e-02,-3.575304087601521852e-02
5.887177435487097377e+00,1.077744659188729359e-01,5.168851949778551225e-01,6.098511016536796170e-01,-2.041667755680974528e-02,-4.064222663733840779e-02
5.893178635727145398e+00,1.076522899025644520e-01,5.165567821164919193e-01,6.102169455457212566e-01,-2.030062542038159334e-02,-2.671448771406067374e-03
5.899179835967193419e+00,1.075308086982651457e-01,5.162284654167260678e-01,6.105821743527243273e-01,-2.018511814806961402e-02,-1.476491920958547185e-02
5.905181036207241441e+00,1.074100190423808304e-01,5.159002463938110461e-01,6.109467885275131627e-01,-2.007015306154028011e-02,1.809565591892721426e-03
5.911182236447289462e+00,1.072899176876681571e-01,5.155721265542515530e-01,6.113107885237918371e-01,-1.995572749597770978e-02,-8.404808509142117079e-04
5.917183436687337483e+00,1.071705014032347247e-01,5.152441073958035078e-01,6.116741747961448317e-01,-1.984183880007074630e-02,-2.467433795566666144e-02
5.923184636927385505e+00,1.070517669745389422e-01,5.149161904074746055e-01,6.120369478000362573e-01,-1.972848433599995455e-02,-3.643641770554607862e-02
5.929185837167432638e+00,1.069337112033901666e-01,5.145883770695236503e-01,6.123991079918106317e-01,-1.961566147942435390e-02,-3.978466078552696239e-02
5.935187037407480659e+00,1.068163309079485507e-01,5.142606688534607784e-01,6.127606558286926575e-01,-1.950336761946798447e-02,2.441010661306047130e-02
5.941188237647528680e+00,1.066996229227251958e-01,5.139330672220476792e-01,6.131215917687867778e-01,-1.939160015870637632e-02,-3.551332185509521733e-04
5.947189437887576702e+00,1.065835840985820543e-01,5.136055736292973739e-01,6.134819162710777318e-01,-1.928035651315276877e-02,-7.729716329346020265e-03
5.953190638127624723e+00,1.064682113027319715e-01,5.132781895204741041e-01,6.138416297954303325e-01,-1.916963411224419100e-02,-2.625624295264925023e-02
5.959191838367672744e+00,1.063535014187386579e-01,5.129509163320938869e-01,6.142007328025892443e-01,-1.905943039882729284e-02,-2.332739381405978668e-02
5.965193038607720766e+00,1.062394513415263475e-01,5.126237554941442953e-01,6.145592257539254089e-01,-1.894974282618742956e-02,-2.613158554145198278e-02
5.971194238847768787e+00,1.061260579557190276e-01,5.122967084387238801e-01,6.149171091107260567e-01,-1.884056884511034480e-02,-2.561626541626892822e-02
5.977195439087816808e+00,1.060133181894242355e-01,5.119697765755127916e-01,6.152743833371672189e-01,-1.873190593567880535e-02,-6.710189330770907623e-02
5.983196639327864830e+00,1.059012289907187571e-01,5.116429613037614121e-01,6.156310488985139440e-01,-1.862375159346682518e-02,-2.014773992609276629e-02
5.989197839567912851e+00,1.057897873215382784e-01,5.113162640151349692e-01,6.159871062607592540e-01,-1.851610332591904773e-02,-2.645877666060151429e-02
5.995199039807960872e+00,1.056789901576773161e-01,5.109896860937138685e-01,6.163425558906245882e-01,-1.840895865233908857e-02,-1.290983218699671628e-02
6.001200240048008894e+00,1.055688344887892316e-01,5.106632289159934723e-01,6.166973982555594702e-01,-1.830231510387754501e-02,-1.440552384048702714e-02
6.007201440288056915e+00,1.054593173183862170e-01,5.103368938508840991e-01,6.170516338237415077e-01,-1.819617022352003344e-02,-1.421810357010045572e-03
6.013202640528104936e+00,1.053504356638393369e-01,5.100106822597111345e-01,6.174052630640767259e-01,-1.809052156607494910e-02,-1.864350717472699689e-02
6.019203840768152958e+00,1.052421865563784864e-01,5.096845954962151426e-01,6.177582864461990120e-01,-1.798536669816118427e-02,-2.336730852623151306e-03
6.025205041008200979e+00,1.051345670410924055e-01,5.093586349065514218e-01,6.181107044404706707e-01,-1.788070319819561049e-02,-6.938956362796996902e-02
6.031206241248249000e+00,1.050275741769287063e-01,5.090328018292904488e-01,6.184625175179820911e-01,-1.777652865638046364e-02,-4.009007034786717105e-02
6.037207441488297022e+00,1.049212050366937904e-01,5.087070975954176566e-01,6.188137261505516351e-01,-1.767284067469060416e-02,1.655601526656139133e-02
6.043208641728345043e+00,1.048154567070529730e-01,5.083815235283336564e-01,6.191643308107261934e-01,-1.756963686686068005e-02,-4.224001482122063944e-02
6.049209841968393064e+00,1.047103262885303587e-01,5.080560809438539049e-01,6.195143319717806296e-01,-1.746691485837197078e-02,-2.333301023887630887e-02
6.055211042208441086e+00,1.046058108955089522e-01,5.077307711502089260e-01,6.198637301077177808e-01,-1.736467228643931437e-02,-3.512601584547450986e-03
6.061212242448489107e+00,1.045019076562305332e-01,5.074055954480443109e-01,6.202125256932691233e-01,-1.726290679999775701e-02,-3.519729882823685596e-02
6.067213442688537128e+00,1.043986137127958097e-01,5.070805551304207182e-01,6.205607192038939957e-01,-1.716161605968920256e-02,-2.994126155873955836e-03
6.073214642928585150e+00,1.042959262211642785e-01,5.067556514828135406e-01,6.209083111157798207e-01,-1.706079773784870135e-02,-4.590592665757937951e-02
6.079215843168633171e+00,1.041938423511542949e-01,5.064308857831134603e-01,6.212553019058424386e-01,-1.696044951849093319e-02,-5.551057319314974675e-02
6.085217043408681192e+00,1.040923592864430591e-01,5.061062593016262268e-01,6.216016920517257738e-01,-1.686056909729624631e-02,-4.372961512290671204e-02
6.091218243648729214e+00,1.039914742245666435e-01,5.057817733010723238e-01,6.219474820318018349e-01,-1.676115418159677961e-02,-5.011850246154963412e-02
6.097219443888777235e+00,1.038911843769199234e-01,5.054574290365876355e-01,6.222926723251708259e-01,-1.666220249036239054e-02,-1.729938998623782934e-02
6.103220644128825256e+00,1.037914869687566605e-01,5.051332277557226691e-01,6.226372634116611460e-01,-1.656371175418640262e-02,-2.320249841287741130e-02
6.109221844368873278e+00,1.036923792391894472e-01,5.048091706984433324e-01,6.229812557718293897e-01,-1.646567971527142238e-02,-1.018012788638509095e-02
6.115223044608921299e+00,1.035938584411897068e-01,5.044852590971301565e-01,6.233246498869604579e-01,-1.636810412741465659e-02,-3.736599352914340977e-02
6.121224244848969320e+00,1.034959218415877208e-01,5.041614941765789615e-01,6.236674462390670026e-01,-1.627098275599363209e-02,3.430416467265254288e-02
6.127225445089017342e+00,1.033985667210726156e-01,5.038378771540006351e-01,6.240096453108903152e-01,-1.617431337795134649e-02,-1.836672994450196453e-02
6.133226645329065363e+00,1.033017903741923899e-01,5.035144092390207993e-01,6.243512475858994382e-01,-1.607809378178154391e-02,-1.727644155585739832e-02
6.139227845569113384e+00,1.032055901093538314e-01,5.031910916336804762e-01,6.246922535482920535e-01,-1.598232176751372691e-02,-7.149119048606935103e-03
6.145229045809161406e+00,1.031099632488226281e-01,5.028679255324353115e-01,6.250326636829934834e-01,-1.588699514669826562e-02,-2.103899022012367670e-02
6.151230246049209427e+00,1.030149071287232987e-01,5.025449121221562399e-01,6.253724784756576893e-01,-1.579211174239120163e-02,-2.870252742157387849e-02
6.157231446289257448e+00,1.029204190990391787e-01,5.022220525821292636e-01,6.257116984126666059e-01,-1.569766938913892684e-02,-1.426169852223249830e-02
6.163232646529305470e+00,1.028264965236047879e-01,5.018993480840586718e-01,6.260503239811296972e-01,-1.560366593295847704e-02,2.491885668779673241e-03
6.169233846769353491e+00,1.027331367591681338e-01,5.015767998016046336e-01,6.263883556678687681e-01,-1.551009921913301670e-02,-2.474918177352162033e-03
6.175235047009401512e+00,1.026403371791576313e-01,5.012544088978850843e-01,6.267257939612470574e-01,-1.541696710588728869e-02,3.144639971523772309e-03
6.181236247249449534e+00,1.025480951892172587e-01,5.009321765193354148e-01,6.270626393515414954e-01,-1.532426747349784069e-02,-2.687988143797948731e-02
6.187237447489497555e+00,1.024564082066530546e-01,5.006101038058774488e-01,6.273988923296188736e-01,-1.523199821238448159e-02,-3.099803244737558972e-02
6.193238647729545576e+00,1.023652736604330760e-01,5.002881918909193315e-01,6.277345533869352900e-01,-1.514015722309731971e-02,2.468318423692918845e-02
6.199239847969593598e+00,1.022746889911874124e-01,4.999664419013554739e-01,6.280696230155363713e-01,-1.504874241630393961e-02,-2.008653772034195081e-02
6.205241048209641619e+00,1.021846516512081859e-01,4.996448549575666642e-01,6.284041017080573832e-01,-1.495775171277614890e-02,-5.643876793717455403e-03
6.211242248449689640e+00,1.020951591044495510e-01,4.993234321734200676e-01,6.287379899577231201e-01,-1.486718304337701635e-02,-3.487462658640725494e-04
6.217243448689737662e+00,1.020062088265276945e-01,4.990021746562690597e-01,6.290712882583475718e-01,-1.477703434904743818e-02,1.339301269033285613e-02
6.223244648929785683e+00,1.019177983047208358e-01,4.986810835069535042e-01,6.294039971043345894e-01,-1.468730358079299581e-02,-4.195186825049045803e-02
6.229245849169833704e+00,1.018299250379692267e-01,4.983601598197994198e-01,6.297361169906775524e-01,-1.459798869967025847e-02,-2.443937328445430074e-02
6.235247049409881726e+00,1.017425865368751653e-01,4.980394046826192578e-01,6.300676484129591470e-01,-1.450908767677355771e-02,-2.341495377707878550e-02
6.241248249649929747e+00,1.016557803237029683e-01,4.977188191767117353e-01,6.303985918673515876e-01,-1.442059849322113729e-02,-2.068221224480546599e-02
6.247249449889977768e+00,1.015695039323789850e-01,4.973984043768619467e-01,6.307289478506168390e-01,-1.433251914014158079e-02,-6.281722144563575694e-02
6.253250650130025790e+00,1.014837549084916107e-01,4.970781613513413077e-01,6.310587168601060615e-01,-1.424484761865998927e-02,-1.639676951659624002e-02
6.259251850370073811e+00,1.013985308092912457e-01,4.967580911619075557e-01,6.313878993937603878e-01,-1.415758193988410352e-02,-7.226104727739385281e-02
6.265253050610121832e+00,1.013138292036903643e-01,4.964381948638046937e-01,6.317164959501099242e-01,-1.407072012489037072e-02,-8.328852166926156361e-03
6.271254250850169853e+00,1.012296476722634314e-01,4.961184735057632134e-01,6.320445070282746380e-01,-1.398426020470987241e-02,-3.447305899302345600e-03
6.277255451090217875e+00,1.011459838072469725e-01,4.957989281299997608e-01,6.323719331279640254e-01,-1.389820022031430791e-02,-2.149753418872486083e-03
6.283256651330265896e+00,1.010628352125395313e-01,4.954795597722173595e-01,6.326987747494768888e-01,-1.381253822260158914e-02,-3.811417149951047689e-02
6.289257851570313917e+00,1.009801995037016981e-01,4.951603694616054097e-01,6.330250323937016699e-01,-1.372727227238182413e-02,5.173684094735616495e-03
6.295259051810361939e+00,1.008980743079560816e-01,4.948413582208396333e-01,6.333507065621164500e-01,-1.364240044036273136e-02,-3.112054582335561231e-02
6.301260252050409960e+00,1.008164572641873508e-01,4.945225270660820183e-01,6.336757977567887279e-01,-1.355792080713533188e-02,-3.829446385740320480e-02
6.307261452290457981e+00,1.007353460229421654e-01,4.942038770069809850e-01,6.340003064803753086e-01,-1.347383146315943303e-02,-3.327041092876138750e-02
6.313262652530506003e+00,1.006547382464292317e-01,4.938854090466711089e-01,6.343242332361228586e-01,-1.339013050874890420e-02,-3.053089573863397230e-02
6.319263852770554024e+00,1.005746316085193298e-01,4.935671241817733979e-01,6.346475785278673509e-01,-1.330681605405724388e-02,-1.003662728716772992e-02
6.325265053010602045e+00,1.004950237947452168e-01,4.932490234023952924e-01,6.349703428600342869e-01,-1.322388621906263328e-02,3.096327862036070411e-03
6.331266253250650067e+00,1.004159125023016963e-01,4.929311076921303880e-01,6.352925267376389185e-01,-1.314133913355323979e-02,-5.534246004297878330e-02
6.337267453490698088e+00,1.003372954400456457e-01,4.926133780280587127e-01,6.356141306662856927e-01,-1.305917293711232607e-02,-2.404471369036278658e-02
6.343268653730746109e+00,1.002591703284959196e-01,4.922958353807465048e-01,6.359351551521686963e-01,-1.297738577910323432e-02,4.902047246743465592e-03
6.349269853970794131e+00,1.001815348998334326e-01,4.919784807142464911e-01,6.362556007020716553e-01,-1.289597581865445375e-02,-8.972076963373518815e-03
6.355271054210842152e+00,1.001043868979011320e-01,4.916613149860976084e-01,6.365754678233677133e-01,-1.281494122464443830e-02,-2.779475435305376815e-03
6.361272254450890173e+00,1.000277240782039972e-01,4.913443391473251154e-01,6.368947570240193201e-01,-1.273428017568656312e-02,-4.282769956735617278e-02
6.367273454690937307e+00,9.995154420790904048e-02,4.910275541424407586e-01,6.372134688125788982e-01,-1.265399086011381735e-02,6.320757402628322807e-03
6.373274654930985328e+00,9.987584506100570525e-02,4.907109609117957238e-01,6.375316036979200573e-01,-1.257407147320620255e-02,-4.395295496316966449e-02
6.379275855171033349e+00,9.980062440029423276e-02,4.903945603995110147e-01,6.378491621885826746e-01,-1.249452020684460596e-02,-8.693090926261585333e-03
6.385277055411081371e+00,9.972588002435128773e-02,4.900783535302120630e-01,6.381661447955492283e-01,-1.241533527621732635e-02,1.480981254154253857e-02
6.391278255651129392e+00,9.965160974629289070e-02,4.897623412205612814e-01,6.384825520305676960e-01,-1.233651490780735688e-02,2.525049288913194107e-02
6.397279455891177413e+00,9.957781138898007256e-02,4.894465243816804034e-01,6.387983844058496841e-01,-1.225805733665558117e-02,-2.027326335729355208e-03
6.403280656131225435e+00,9.950448278501876354e-02,4.891309039191501506e-01,6.391136424340694289e-01,-1.217996080634770051e-02,5.439423232818138554e-03
6.409281856371273456e+00,9.943162177675990421e-02,4.888154807330105101e-01,6.394283266283642408e-01,-1.210222356900138296e-02,-2.422885625243651961e-02
6.415283056611321477e+00,9.935922621629937612e-02,4.885002557177605675e-01,6.397424375023347265e-01,-1.202484388525305870e-02,-2.165372652997141559e-02
6.421284256851369499e+00,9.928729396547801567e-02,4.881852297623585080e-01,6.400559755700441222e-01,-1.194782002424482625e-02,1.144064740350662218e-02
6.427285457091417520e+00,9.921582289588162795e-02,4.878704037502217816e-01,6.403689413460189606e-01,-1.187115026361134501e-02,-1.183902261416205914e-02
6.433286657331465541e+00,9.914481088884097293e-02,4.875557785592268267e-01,6.406813353452488480e-01,-1.179483288946652636e-02,-1.434110936668647404e-02
6.439287857571513563e+00,9.907425583543176539e-02,4.872413550617093470e-01,6.409931580831861320e-01,-1.171886619639028043e-02,-3.993002820013172305e-02
6.445289057811561584e+00,9.900415563647468886e-02,4.869271341244641449e-01,6.413044100757464561e-01,-1.164324848741515872e-02,-8.631428929520332249e-03
6.451290258051609605e+00,9.893450820253539557e-02,4.866131166087452331e-01,6.416150918393084268e-01,-1.156797807401299671e-02,1.349290067639768304e-03
6.457291458291657626e+00,9.886531145392447872e-02,4.862993033702657231e-01,6.419252038907135027e-01,-1.149305327608143856e-02,-2.737644278089033587e-02
6.463292658531705648e+00,9.879656332069750024e-02,4.859856952591977697e-01,6.422347467472663274e-01,-1.141847242193046175e-02,-2.156006887090514135e-02
6.469293858771753669e+00,9.872826174265497690e-02,4.856722931201728488e-01,6.425437209267347294e-01,-1.134423384826877684e-02,2.026489807214908873e-02
6.475295059011801690e+00,9.866040466934239417e-02,4.853590977922815353e-01,6.428521269473491673e-01,-1.127033590019039383e-02,-7.705012917213138572e-03
6.481296259251849712e+00,9.859299006005019239e-02,4.850461101090734473e-01,6.431599653278035067e-01,-1.119677693116073736e-02,-1.696864984286078348e-02
6.487297459491897733e+00,9.852601588381378062e-02,4.847333308985574685e-01,6.434672365872543542e-01,-1.112355530300320611e-02,-3.386321108978995742e-02
6.493298659731945754e+00,9.845948011941350886e-02,4.844207609832015815e-01,6.437739412453215015e-01,-1.105066938588526032e-02,-2.344225001150619658e-02
6.499299859971993776e+00,9.839338075537470973e-02,4.841084011799328679e-01,6.440800798220878143e-01,-1.097811755830470359e-02,-1.597804257913490802e-02
6.505301060212041797e+00,9.832771578996765682e-02,4.837962523001376747e-01,6.443856528380990101e-01,-1.090589820707588142e-02,1.647665881719847028e-02
6.511302260452089818e+00,9.826248323120759243e-02,4.834843151496614477e-01,6.446906608143639916e-01,-1.083400972731575485e-02,-2.304390369096069591e-02
6.517303460692137840e+00,9.819768109685471369e-02,4.831725905288086209e-01,6.449951042723546246e-01,-1.076245052243000877e-02,2.512426482689108370e-02
6.523304660932185861e+00,9.813330741441420035e-02,4.828610792323430601e-01,6.452989837340056267e-01,-1.069121900409913950e-02,-2.926497534311638116e-02
6.529305861172233882e+00,9.806936022113614537e-02,4.825497820494875634e-01,6.456022997217151227e-01,-1.062031359226435490e-02,-1.777204968878542263e-02
6.535307061412281904e+00,9.800583756401565205e-02,4.822386997639241391e-01,6.459050527583439782e-01,-1.054973271511361332e-02,6.321140243104744066e-03
6.541308261652329925e+00,9.794273749979275079e-02,4.819278331537939497e-01,6.462072433672161331e-01,-1.047947480906746831e-02,-1.528337343176913547e-02
6.547309461892377946e+00,9.788005809495245457e-02,4.816171829916972569e-01,6.465088720721187121e-01,-1.040953831876500341e-02,-2.701477916677713642e-02
6.553310662132425968e+00,9.781779742572470349e-02,4.813067500446935876e-01,6.468099393973015809e-01,-1.033992169704966296e-02,-1.297678992668314935e-02
6.559311862372473989e+00,9.775595357808444796e-02,4.809965350743014567e-01,6.471104458674777904e-01,-1.027062340495499965e-02,-1.296373536376330474e-03
6.565313062612522010e+00,9.769452464775153777e-02,4.806865388364987002e-01,6.474103920078234653e-01,-1.020164191169044970e-02,-4.451632620867144313e-02
6.571314262852570032e+00,9.763350874019083303e-02,4.803767620817220863e-01,6.477097783439778045e-01,-1.013297569462708048e-02,-1.510370260960048824e-02
6.577315463092618053e+00,9.757290397061213483e-02,4.800672055548677597e-01,6.480086054020427477e-01,-1.006462323928327546e-02,-1.225135572831618884e-02
6.583316663332666074e+00,9.751270846397021297e-02,4.797578699952907977e-01,6.483068737085836419e-01,-9.996583039310301400e-03,-1.807153823782362001e-02
6.589317863572714096e+00,9.745292034229470490e-02,4.794487561431280964e-01,6.486045837899204747e-01,-9.928853589401751001e-03,4.778267738178057847e-03
6.595319063812762117e+00,9.739353772915126939e-02,4.791398647359437213e-01,6.489017361728490751e-01,-9.861433387679405249e-03,-2.123247677799689620e-02
6.601320264052810138e+00,9.733455877887668695e-02,4.788311964944622634e-01,6.491983313861380278e-01,-9.794320952032690986e-03,-1.708461792375938482e-02
6.607321464292858160e+00,9.727598165428459620e-02,4.785227521345386537e-01,6.494943699589280639e-01,-9.727514807722971446e-03,-8.974663060472426457e-03
6.613322664532906181e+00,9.721780452627649949e-02,4.782145323673594461e-01,6.497898524207075255e-01,-9.661013487154673784e-03,4.915968399154528601e-03
6.619323864772954202e+00,9.716002557384180449e-02,4.779065378994427071e-01,6.500847793013128095e-01,-9.594815529863034986e-03,-1.401806788281724503e-02
6.625325065013002224e+00,9.710264298405771322e-02,4.775987694326382926e-01,6.503791511309277018e-01,-9.528919482501729821e-03,2.080302593553341045e-02
6.631326265253050245e+00,9.704565495208936077e-02,4.772912276641275708e-01,6.506729684400834879e-01,-9.463323898830623693e-03,-2.761768989930519017e-02
6.637327465493098266e+00,9.698905968118973209e-02,4.769839132864235887e-01,6.509662317596595082e-01,-9.398027339703442229e-03,1.633225970697826934e-02
6.643328665733146288e+00,9.693285538269964807e-02,4.766768269873709607e-01,6.512589416208824922e-01,-9.333028373055246574e-03,-2.648945939526853310e-02
6.649329865973194309e+00,9.687704027604783497e-02,4.763699694501459803e-01,6.515510985553270018e-01,-9.268325573890193181e-03,-1.252965521340767933e-02
6.655331066213242330e+00,9.682161258875086884e-02,4.760633413532565084e-01,6.518427030949150991e-01,-9.203917524268960537e-03,-1.922993816917981623e-03
6.661332266453290352e+00,9.676657055641320337e-02,4.757569433705421402e-01,6.521337557719166789e-01,-9.139802813296363238e-03,3.195699441189770590e-02
6.667333466693338373e+00,9.671191242272714206e-02,4.754507761711740388e-01,6.524242571189492468e-01,-9.075980037108799525e-03,8.840542895953082403e-03
6.673334666933386394e+00,9.665763643947286599e-02,4.751448404196549347e-01,6.527142076689778083e-01,-9.012447798861754344e-03,-1.712970479000062649e-02
6.679335867173434416e+00,9.660374086651843384e-02,4.748391367758192927e-01,6.530036079553152017e-01,-8.949204708717246881e-03,1.703317760311717777e-02
6.685337067413482437e+00,9.655022397181975413e-02,4.745336658948330899e-01,6.532924585116219873e-01,-8.886249383831208715e-03,-1.316034748170533814e-02
6.691338267653530458e+00,9.649708403142061297e-02,4.742284284271939820e-01,6.535807598719062250e-01,-8.823580448340959115e-03,-2.465249757433391267e-02
6.697339467893578480e+00,9.644431932945266017e-02,4.739234250187313036e-01,6.538685125705238077e-01,-8.761196533352506866e-03,2.124973023811434214e-04
6.703340668133626501e+00,9.639192815813540927e-02,4.736186563106059566e-01,6.541557171421781280e-01,-8.699096276927907601e-03,-6.809679316261969644e-03
6.709341868373674522e+00,9.633990881777623749e-02,4.733141229393104665e-01,6.544423741219203006e-01,-8.637278324072635016e-03,1.043604902119207173e-02
