n,L,E,E_noisy
7.374571080170310822e+00,2.470777806097235298e-09,5.148940011769572560e-19,5.149104807240604518e-19
1.506240681872466070e+00,1.411917049616595366e-08,-5.109911044457687119e-20,-5.109844744519210154e-20
5.612987047067168334e+00,7.719178593930630273e-09,-6.195342403859925783e-21,-6.195339182082158853e-21
1.373008258097383028e+00,3.032412959076601974e-09,1.880782769444066479e-21,1.877686596493802018e-21
5.075321291738646323e+00,7.272207332665519992e-09,-6.353363561695692464e-21,-6.359556656265952355e-21
5.367381415051876381e+00,1.179554946642480068e-08,-4.531539414912717351e-20,-4.531383263766071787e-20
5.107264137657475445e+00,2.269248842610877729e-09,2.879387970637262389e-19,2.879346787952079720e-19
7.932100750316243065e+00,1.349784239791735498e-08,-4.610999352226155166e-20,-4.611311332884555249e-20
5.295559474159300173e+00,6.757112591826234678e-09,3.685929601576060207e-21,3.678194688834457331e-21
2.162934243378112242e+00,8.247047480948663578e-09,-3.176445427420040431e-20,-3.177981475519998129e-20
7.529676375299033886e+00,6.174142455192773014e-09,5.837562351874651159e-20,5.836625107782925012e-20
3.093079321992890041e+00,9.720067704312291480e-09,-3.944935121221554024e-20,-3.944606123791597123e-20
4.775982186084105408e+00,6.564281870759445540e-09,-2.889027433774652414e-22,-3.007341271167334691e-22
4.027585273083825079e+00,6.228512182683611539e-09,-4.979644510664873547e-21,-4.986124249600579570e-21
6.647172030011557986e+00,8.900162844033599266e-09,-1.046541815747025639e-20,-1.044899655620075527e-20
1.588021340357756994e+00,7.222707914237301102e-09,-2.452156237970462882e-20,-2.451029722205985788e-20
3.573290836868995513e+00,1.338056774304307144e-08,-5.945726873269874971e-20,-5.946420289322239506e-20
4.099008802979319022e+00,6.418875701518863603e-09,-6.550270730019685248e-21,-6.544236935751932123e-21
5.181896796725489196e+00,3.585957944123472830e-09,1.066239012388345549e-19,1.066173983793894859e-19
7.355355410873730904e+00,1.089736214678313467e-08,-2.655047710477570937e-20,-2.653420121310973464e-20
3.110486958067011365e+00,1.195310950391433750e-08,-5.196419822274954418e-20,-5.197005515970292124e-20
3.418756812238147091e+00,1.416433696483648618e-08,-6.366867580430155908e-20,-6.366785863729794764e-20
5.704042892368254236e+00,6.921517156823980134e-09,6.671011943911783800e-21,6.684860030074281015e-21
2.462701923505188351e+00,7.850533954099217394e-09,-2.943077309973872996e-20,-2.943905186733359231e-20
4.569177686392661641e+00,1.152107628779721048e-08,-4.649881570610511666e-20,-4.648577036402873307e-20
3.238047482352304662e+00,7.620887180863156337e-09,-2.509019063633647222e-20,-2.509836514973218783e-20
5.366250695310976759e+00,1.496533242725052767e-08,-6.554042057007418022e-20,-6.553803861262547755e-20
5.063985729452974205e+00,8.224941389106930027e-09,-1.744727005009088211e-20,-1.745022619701933713e-20
5.801374864982355106e+00,4.267175390330432269e-09,8.916936611878231556e-20,8.916848106841628463e-20
4.007873944236486352e+00,1.226794114485347050e-08,-5.262525254266494136e-20,-5.262365163966465252e-20
2.635524705883850238e+00,3.400598080905074299e-09,2.015951553469500036e-20,2.015877209077441662e-20
1.102322685702612493e+00,6.525958297806800036e-09,-1.460374004984437349e-20,-1.461391338393560950e-20
5.211189037364290400e+00,4.211967891132231374e-09,7.059251668413040093e-20,7.060118248236449099e-20
2.573702900459427845e+00,1.208534776823834439e-08,-5.218475789099969054e-20,-5.217755249771020572e-20
1.033783931173746673e+00,1.279252398049342475e-08,-2.725010731902177717e-20,-2.723720895377944425e-20
3.625201203774318870e+00,1.185711739274945018e-08,-5.094688281742052160e-20,-5.093303333585223029e-20
2.918922440173879806e+00,7.576381674277034184e-09,-2.629669640969693659e-20,-2.631013608795968864e-20
5.779152404513517638e+00,1.199865337231903687e-08,-4.498619375363074448e-20,-4.497333864076526062e-20
3.084563879729013358e+00,1.375136529412852229e-08,-6.137355872267209026e-20,-6.136058137593428711e-20
3.573619060433403050e+00,6.226890973857570611e-09,-9.964114981976337318e-21,-9.969437413911913832e-21
6.067388983460318741e+00,6.457362811786082322e-09,2.104114205236723864e-20,2.105151609842593698e-20
5.719080819712331731e+00,1.303778505742012855e-08,-5.243513509542029632e-20,-5.242045278370434152e-20
2.125118794804443656e+00,1.308401344195715256e-08,-5.507800151223690889e-20,-5.508338986727196410e-20
5.107680818677359902e+00,6.327032124642115421e-09,8.066146875840984138e-21,8.052359282348749648e-21
7.529839282034521020e+00,9.856981388710342089e-09,-1.377148826643581206e-20,-1.377508363169791215e-20
7.365463507605712223e+00,9.963515812459206398e-09,-1.649570231283719346e-20,-1.646777524219306999e-20
6.945678230368670825e+00,2.251512294832500270e-09,5.510221386319896227e-19,5.510245012365175852e-19
2.974094979337937428e+00,9.808164978058698947e-09,-4.016655046412535795e-20,-4.017869255864280413e-20
7.717123992086440509e+00,1.357433323752122525e-08,-4.778075176988042410e-20,-4.778328124260449397e-20
2.397546486011043143e+00,1.248621314008171011e-08,-5.364818073395854666e-20,-5.365812125610451119e-20
3.813160931603602588e+00,1.251695653168629310e-08,-5.441256625307663721e-20,-5.441655905903480091e-20
1.798939108628449635e+00,1.375489739360218161e-08,-5.490300149839779642e-20,-5.490205005721222224e-20
4.959279336520570070e+00,1.006599005637160839e-08,-3.453572437794663944e-20,-3.456134034799605569e-20
6.058565676271989275e+00,1.239961456481523051e-08,-4.664935933433303396e-20,-4.664575532651824282e-20
5.813438537288956098e+00,1.450340873279918249e-08,-6.157633897085849606e-20,-6.156219227448817771e-20
1.050313052552875659e+00,1.278376286476847293e-08,-2.835602446805869019e-20,-2.835799815611215224e-20
7.877280869145120157e+00,9.584090937517204351e-09,-6.956474352982438397e-21,-6.960301302211487825e-21
3.170068620443037943e+00,6.989502871732433087e-09,-2.052794134436731676e-20,-2.051700543990816923e-20
6.189696808006295292e+00,9.426781515829461375e-09,-2.054582014261593674e-20,-2.055848652887653152e-20
7.486218447289564537e+00,1.280039427381777858e-08,-4.278227939245122943e-20,-4.279473829426231625e-20
6.461168420143911462e+00,1.449579593541631433e-08,-5.950297689114767174e-20,-5.951688225177463736e-20
4.662683101287290910e+00,3.474445834269607261e-09,9.013331015916628673e-20,9.013173637959762762e-20
4.770610701471284187e+00,1.059799004002596302e-08,-3.942699808222195876e-20,-3.942305781244578750e-20
2.006412530304534592e+00,8.651055831544994651e-09,-3.351064416379950490e-20,-3.351154989324010180e-20
3.674510694797299859e+00,5.529400763492165082e-09,-2.895517184371716909e-23,-2.345740961073622674e-23
6.757513830252713127e+00,4.777341885860388179e-09,9.577969120036298970e-20,9.578799867236261106e-20
5.768284488947546862e+00,1.275783682172989746e-08,-5.036091242529118149e-20,-5.035594657261846358e-20
5.644663366706017982e+00,4.601814602124452178e-09,6.713937973167637592e-20,6.713129319361096845e-20
5.770013006021958546e+00,1.383174638433661175e-08,-5.745768725236398384e-20,-5.746036812925534343e-20
3.446792495180740268e+00,1.058592347445437311e-08,-4.387189384502358013e-20,-4.385941137307147660e-20
7.861421282694964319e+00,3.983641863274553399e-09,2.121791128479518839e-19,2.121686459820196535e-19
3.354087937980885670e+00,1.196249228226756008e-08,-5.187809821881275774e-20,-5.188063245585761838e-20
2.309912583758391147e+00,8.701727690482421809e-09,-3.433783103301436213e-20,-3.434200377115101020e-20
5.681026987730652955e+00,9.164143028365066570e-09,-2.192823275392472158e-20,-2.193003364051433216e-20
2.184344083822631788e+00,1.292242340973779597e-08,-5.470826664090294392e-20,-5.471902332582026159e-20
7.826911900038597381e+00,1.478252027798556742e-08,-5.635118259045527124e-20,-5.636467592548114456e-20
5.028652110684012300e+00,6.920703876375307597e-09,-2.185476014846624703e-21,-2.159916375049129817e-21
1.840992168388664307e+00,1.119950827573465818e-08,-4.436426121433850420e-20,-4.435480220348762946e-20
1.165329585562047132e+00,3.329032948737309767e-09,-1.919282992196900213e-21,-1.926409164546673853e-21
5.208443468414811761e+00,8.756742494166559435e-09,-2.160760116722532230e-20,-2.160819081698973700e-20
1.295046603185495027e+00,8.879131581186558051e-09,-2.704653378997748413e-20,-2.703976670482455037e-20
1.367100494621647178e+00,2.847184701020354514e-09,4.048076352286086644e-21,4.044639742497269677e-21
3.887099811325101850e+00,7.624656042774556665e-09,-2.103207611806870620e-20,-2.102591088240917526e-20
4.138023150641076064e+00,1.172037925082846376e-08,-4.905160642982756884e-20,-4.905775927676066893e-20
6.802738280892024036e+00,2.539765052543905758e-09,4.120676170392737016e-19,4.120640317477755085e-19
1.905766128928862102e+00,6.006992317306972223e-09,-1.899500904328566439e-20,-1.899585673084407956e-20
7.078326804780388670e+00,1.070393253187408580e-08,-2.664511275014415873e-20,-2.664968770525173081e-20
3.835014857791537501e+00,3.387671331935419906e-09,5.988177957828730858e-20,5.985725135338106485e-20
6.970861930630219305e+00,1.194945961926324736e-08,-3.858321646060725720e-20,-3.858300493976695924e-20
2.059421501173104296e+00,8.283638170030518893e-09,-3.178743810185489155e-20,-3.178482188169760658e-20
1.336487667438036153e+00,1.440025895471190588e-08,-4.710112142376123681e-20,-4.709635945907628578e-20
4.050781912741342694e+00,1.065180191001743655e-08,-4.261893306911891436e-20,-4.262887291920189884e-20
2.509570948644149535e+00,8.938227501727250816e-09,-3.566146033818414254e-20,-3.565801786452818110e-20
4.347769180353422414e+00,1.364029682500221928e-08,-5.992430928368483728e-20,-5.992215227781593596e-20
6.741375354685247956e+00,9.223225284951915362e-09,-1.348227754101860483e-20,-1.349996571973267131e-20
7.198001462499650671e+00,5.820437237665032832e-09,6.262666273387415554e-20,6.260464338081956639e-20
1.607703783639510497e+00,9.766767742949721552e-09,-3.574567609349904148e-20,-3.574091138765267981e-20
2.799629047911724289e+00,4.887072791154129932e-09,-2.964770734084772561e-21,-2.974312587446461613e-21
3.134026080638324885e+00,7.659431446220117474e-09,-2.590666515493479906e-20,-2.589664309165636688e-20
2.220572981036889271e+00,7.253103620094851252e-09,-2.618930045987639191e-20,-2.616789674691308204e-20
4.269198996279636837e+00,1.488729476374370354e-08,-6.703807629495609429e-20,-6.704390356401575481e-20
1.375102788910989915e+00,8.955842456282831645e-09,-2.898803536831247593e-20,-2.899492931587657973e-20
2.380952017311636304e+00,5.735227148852745340e-09,-1.530675858132275511e-20,-1.530687554257359620e-20
1.455898750909714323e+00,4.953714543464139149e-09,-1.251336069230179475e-20,-1.250661322553294160e-20
4.198527333386870453e+00,1.252991221443775650e-08,-5.376235862731267810e-20,-5.377371661944877732e-20
7.579915347873764198e+00,1.031811801376401379e-08,-1.868421848942623597e-20,-1.867176377280015099e-20
2.071932046964088059e+00,2.229437172331940138e-09,4.134421379571897321e-20,4.135412601149509952e-20
7.209992700435047475e+00,7.699597415151841335e-09,1.445177925514864970e-20,1.445839031993206549e-20
3.210351112459855827e+00,2.991355535277984758e-09,5.420619814385374773e-20,5.420079973405150857e-20
6.229914346350469145e+00,1.191475566802380085e-08,-4.224031574119423636e-20,-4.223115272023579815e-20
6.898387369384938239e+00,1.425770691323185924e-08,-5.632929334236221796e-20,-5.632072121376191445e-20
5.235295314398002553e+00,1.283105150646953418e-08,-5.274859777219699344e-20,-5.276060748117984208e-20
6.034789800202831955e+00,4.986527011587520754e-09,6.288068421000731095e-20,6.290158605300072895e-20
5.424847670101280883e+00,4.371864523482431734e-09,7.034615972806092354e-20,7.034315445473361214e-20
7.514091060277653611e+00,1.259867954801305305e-08,-4.096995187538182000e-20,-4.096626001563966478e-20
6.451161770422619846e+00,1.477247204302616329e-08,-6.134114449135481684e-20,-6.134638604572120515e-20
3.941835002330788651e+00,2.593873564437127496e-09,1.241416804370813335e-19,1.241455294047967049e-19
3.036646629850242363e+00,2.386171597652630926e-09,8.448029446915525423e-20,8.449189529333117774e-20
2.097842624617728191e+00,1.224457591288397689e-08,-5.104174361704336904e-20,-5.104981730362326599e-20
4.584936583921816577e+00,1.023648930712268047e-08,-3.767720878529452938e-20,-3.769376304397082088e-20
2.603958082468007085e+00,1.494127052038330503e-08,-6.624218158374238290e-20,-6.624668143860873786e-20
2.644000464537903827e+00,9.680450571034329655e-09,-3.973110235214307468e-20,-3.974416281227234892e-20
7.174338898921252650e+00,8.553183519314094385e-09,-1.112889796829711771e-22,-1.188747069553836534e-22
5.898222023592776253e+00,9.614747932599157611e-09,-2.467666131163344092e-20,-2.467792614168574749e-20
4.776252382786295492e+00,1.221757550539388691e-08,-5.029717200475012214e-20,-5.029781357877665204e-20
6.901928705667017994e+00,1.365634533089231982e-08,-5.208195929695815010e-20,-5.206905200732790058e-20
4.677663572903594691e+00,1.354078999212322838e-08,-5.867195725547788320e-20,-5.868210523898936400e-20
3.761005456327053409e+00,1.044362136610991482e-08,-4.220362685495667986e-20,-4.220009977092140303e-20
5.798549776387600829e+00,5.583820747093418527e-09,3.699880745954630360e-20,3.699373178501744144e-20
5.261516245756883592e+00,3.629077141303651247e-09,1.072419423794013977e-19,1.072555929497531766e-19
2.459554935764767247e+00,1.035090298842670597e-08,-4.318241540681391135e-20,-4.315713842185723528e-20
3.230067920214549915e+00,1.023585039199058228e-08,-4.223465197652452940e-20,-4.223161757916617835e-20
4.926915510792126085e+00,4.235709438064569455e-09,5.994805962280631055e-20,5.996480153332081112e-20
2.530489656155799683e+00,7.873908889426202153e-09,-2.945229008485321137e-20,-2.945759214076760124e-20
7.418180457921710769e+00,1.056501732174385310e-08,-2.267620213183809826e-20,-2.269219619692602022e-20
1.310120444327829592e+00,8.555667637827980793e-09,-2.623762335050279239e-20,-2.625032733566278628e-20
7.134532924120751574e+00,1.049210820445159191e-08,-2.410619462398212370e-20,-2.412198552335679228e-20
7.859397261894504716e+00,9.499538439548189126e-09,-6.000381507396396140e-21,-6.009929000617403738e-21
5.306681749260428127e+00,2.541970994592773244e-09,2.453711555599549325e-19,2.453687533729127957e-19
2.483262320946114876e+00,1.140304525349932468e-08,-4.857062922645729423e-20,-4.855912819200501529e-20
6.668281274052626273e+00,6.275742793435309521e-09,3.655174829079894648e-20,3.655874688192191083e-20
4.089339360136418300e+00,9.090059817394499733e-09,-3.167328295067965482e-20,-3.166864531227046390e-20
5.987140412685879376e+00,9.762429936475344436e-09,-2.543829581551002906e-20,-2.544253317620836587e-20
3.258656672667588516e+00,3.440852999769391442e-09,3.706220157169407322e-20,3.705498244849186170e-20
2.550160289287190629e+00,1.159425259335727869e-08,-4.967135640313744365e-20,-4.967102375658098070e-20
7.679667233427010409e+00,8.860489053343918140e-09,1.167571111715698481e-21,1.168947779018748272e-21
1.530230124570385541e+00,4.514688975107938729e-09,-9.866946206407650409e-21,-9.864384094313978354e-21
1.406623099679249478e+00,4.892449717641287027e-09,-1.201700002788895063e-20,-1.201328454664716588e-20
6.479466339090219407e+00,9.861249606696753238e-09,-2.271049459806519371e-20,-2.271167073758658622e-20
6.428524592403228155e+00,1.278486730181203249e-08,-4.781459214631000882e-20,-4.783383870926532866e-20
3.180332494348176109e+00,1.291151450945376864e-08,-5.705819836294938283e-20,-5.706935075326042673e-20
3.618414398776475416e+00,8.140759888390552662e-09,-2.698466643970335803e-20,-2.699292258307508082e-20
5.815487937910119420e+00,5.532463321223531280e-09,3.882827536597576878e-20,3.884524269302875194e-20
5.198565947968102563e+00,7.343689974154602692e-09,-5.900516659795314359e-21,-5.904789384513043668e-21
5.539348713997974905e+00,9.347149727917675548e-09,-2.476200042898509734e-20,-2.475525008768785318e-20
4.047327524078706773e+00,1.195136001689428841e-08,-5.066814050296664439e-20,-5.065349811820089548e-20
7.861702983961642133e+00,2.385799504233332963e-09,6.304207054780482062e-19,6.304240391145582313e-19
2.035915667532629314e+00,9.159574020039734613e-09,-3.613234537700838342e-20,-3.613627329265482819e-20
5.422169585555419502e+00,1.064244587726561432e-08,-3.654783218362791885e-20,-3.655076439371178069e-20
2.442786653060212032e+00,2.825752764149051076e-09,3.156702942262172980e-20,3.155680549576285629e-20
3.344011672792476908e+00,1.462302501208716778e-08,-6.603374310270473268e-20,-6.603067771376297034e-20
3.082668264479957010e+00,1.446199354451875334e-08,-6.499331292785646532e-20,-6.498203222987099023e-20
6.775933062532447870e+00,1.345452282277849650e-08,-5.116220036946083191e-20,-5.115650225534647228e-20
5.059584014080665604e+00,1.414273490995756830e-08,-6.136327279950219313e-20,-6.135555962782756720e-20
3.315551794971669963e+00,4.006051463172505786e-09,2.184949837550124869e-20,2.185667518501495052e-20
4.749083070453682609e+00,1.389200351885688971e-08,-6.058543152108477006e-20,-6.056539129042351461e-20
4.228673583733382202e+00,6.168378551852753987e-09,-1.701227404345157211e-21,-1.707565535384297415e-21
4.808964512866119811e+00,6.784583668013094970e-09,-2.978180848127197757e-21,-2.976605609602126240e-21
2.662789848161240425e+00,2.741133637781657217e-09,4.332603460451233404e-20,4.333308936488509809e-20
3.618437560432179456e+00,1.385316406237638242e-08,-6.197712286517019716e-20,-6.196465020200951944e-20
4.208924459876540070e+00,1.068153276611185879e-08,-4.226906159201185845e-20,-4.229333801634090296e-20
1.582361746532010560e+00,1.403449509862095009e-08,-5.246723669061003272e-20,-5.247246010661519747e-20
1.100407667610785900e+00,1.495721877546771211e-08,-3.705119564282847084e-20,-3.705328057954286159e-20
5.155450147278570761e+00,1.145954631199529250e-08,-4.385036942884740627e-20,-4.386066363200227130e-20
2.449489877193969711e+00,9.899520773419504342e-09,-4.082425950143020778e-20,-4.081578815814214326e-20
6.615270918806482214e+00,9.661914312204604822e-09,-1.953812459341502199e-20,-1.953593469825221275e-20
1.175413405424798441e+00,4.142859033645052767e-09,-6.807580907628077521e-21,-6.811545403954485546e-21
2.562424669493673868e+00,8.018858415871097935e-09,-3.027218270334147400e-20,-3.028852390829807103e-20
5.409075090949780673e+00,9.587035932800062083e-09,-2.785961342475438550e-20,-2.787285114799435195e-20
1.923982587353720852e+00,7.662410825880436224e-09,-2.825221030658658651e-20,-2.826206365369611226e-20
3.944961492183081564e+00,1.337726369107845769e-08,-5.907027706440712597e-20,-5.906572894408339918e-20
3.087924046900854869e+00,8.025007565097653211e-09,-2.870385656024396881e-20,-2.871604916928489849e-20
2.879715429376903835e+00,2.678387152482453611e-09,5.598951048237116952e-20,5.596881620374584104e-20
2.644369147145537724e+00,4.802273278900717016e-09,-3.840638041190805825e-21,-3.855163216377310199e-21
7.831596142075069267e+00,9.160195215925279841e-09,-1.540455585723362650e-21,-1.546375208014913802e-21
3.237657251008709380e+00,1.159557485634017996e-08,-4.995224799263829503e-20,-4.993551523677170632e-20
1.825127194721124280e+00,1.370501938620330289e-08,-5.502685270819325309e-20,-5.500183340350365997e-20
7.406657573565161634e+00,7.485075531238652620e-09,2.160328688840758670e-20,2.159847309970035023e-20
2.108453478379244572e+00,1.091221014824689858e-08,-4.488400805471170778e-20,-4.487456947094269267e-20
6.156889309050700199e+00,3.467799960700556824e-09,1.702937544373162447e-19,1.703077665471649014e-19
5.611765768023024847e+00,7.335836580947565002e-09,-9.467852971432588523e-22,-9.339398772182124904e-22
6.023587119018903202e+00,6.425096257086919235e-09,2.096997726513033604e-20,2.096880940834967643e-20
6.413482853607060719e+00,1.494297112811210957e-08,-6.255870743204357921e-20,-6.257172822505126468e-20
2.262121099394811097e+00,3.916061592981810818e-09,2.600541196075075094e-21,2.595658152487084968e-21
1.261123677471822635e+00,1.008623585617197012e-08,-3.024708755367693326e-20,-3.026570737737717138e-20
4.015131115937668582e+00,1.149000268390101703e-08,-4.796670191281163191e-20,-4.796431555594158502e-20
4.114160468465280829e+00,2.123569214807384229e-09,2.109551737300994173e-19,2.109629486700301230e-19
2.656322067477516757e+00,8.567226191659244260e-09,-3.339238761537286530e-20,-3.341131752008427309e-20
6.670094161536742838e+00,1.315344423272574297e-08,-4.943858218731122053e-20,-4.943910037955018046e-20
1.763155487668873533e+00,5.792816739483539666e-09,-1.776778834246495155e-20,-1.776486478560951739e-20
4.482569415029762361e+00,1.026009458964542681e-08,-3.830742594640962653e-20,-3.829493273752657266e-20
4.699256054158163387e+00,9.736309450385875296e-09,-3.337961648666814995e-20,-3.336583025550651468e-20
1.065526537191788137e+00,1.430913885468572642e-08,-3.301134094334201448e-20,-3.300332820392944239e-20
6.676338803235357666e+00,1.322366909909619126e-08,-4.992131387278841682e-20,-4.992818121345907559e-20
3.507256353241462676e+00,5.205691037728014157e-09,2.351247095485632496e-21,2.347563618870969200e-21
4.206307677985009263e+00,5.503891136073434241e-09,8.306137286695537135e-21,8.318180213620179070e-21
2.125784793091496816e+00,1.117841159108922804e-08,-4.622908288540098274e-20,-4.623514195086370506e-20
3.793744363104937012e+00,1.453526196491912291e-08,-6.554195052299656892e-20,-6.554237300212321144e-20
4.167700862475274270e+00,4.301128808047479339e-09,3.518323603534756396e-20,3.519884414071136722e-20
5.216148383366302710e+00,1.432171159249062595e-08,-6.205691346922707537e-20,-6.205563465383886032e-20
1.248318185874934150e+00,1.261857968803527455e-08,-3.796538017590462987e-20,-3.797912532910219792e-20
3.992060198759998180e+00,5.575225586708171462e-09,3.808828561802005987e-21,3.805872664426390700e-21
4.423070285528490686e+00,9.119117143382226462e-09,-3.008320342857944105e-20,-3.007681020893149204e-20
7.667659985408135093e+00,6.598369855738296033e-09,4.811765005084000560e-20,4.811574674162216291e-20
5.170009921422416888e+00,4.771139225758698628e-09,4.671961509981149060e-20,4.673122822056239736e-20
5.799976569191880316e+00,7.845960783029352771e-09,-5.800870605551232454e-21,-5.788050509966092221e-21
4.081310970242724601e+00,4.524132212725808573e-09,2.671446285931182037e-20,2.670795467987578943e-20
4.456488051405892215e+00,4.571481974609093701e-09,3.449582548092034056e-20,3.449078889387332256e-20
7.877825672103758947e+00,9.180211641098486702e-09,-1.318712233230496952e-21,-1.319755299188077112e-21
3.905580021059850360e+00,1.092961697456107730e-08,-4.481891198553304362e-20,-4.483092962517558452e-20
7.956205808596553908e+00,3.519282435774177424e-09,2.864957743862972606e-19,2.864995525694305600e-19
5.266217312685554042e+00,1.019694331157062760e-08,-3.387723052003987325e-20,-3.387903279127233955e-20
7.414572185116211855e+00,1.427561463105525812e-08,-5.439762780073692210e-20,-5.438977576570181828e-20
5.037909972113631341e+00,1.266379152597189445e-08,-5.231253967926829381e-20,-5.231854071352093886e-20
6.751922832920677742e+00,1.222323840297539304e-08,-4.199471599602573284e-20,-4.200351366282119224e-20
6.755510629919984744e+00,4.777631504508034079e-09,9.569329245181852781e-20,9.571167028680341236e-20
3.700085431232898792e+00,2.944772828688815278e-09,7.950867507987639915e-20,7.949988181857450036e-20
3.304654100993074550e+00,6.664191116732026478e-09,-1.676029877031265465e-20,-1.676615499762138760e-20
7.577105589812745734e+00,7.772490126112751016e-09,1.845232513381175147e-20,1.844500025783745438e-20
3.305225248750265354e+00,4.890770298376845145e-09,4.150925036907572091e-21,4.147878799501647640e-21
6.484125737444626836e+00,4.480902322767743538e-09,1.027452390363107745e-19,1.027360785735737722e-19
2.241937676277063751e+00,4.834016479770293863e-09,-8.418479779440598974e-21,-8.418929641657147382e-21
4.423814799759556493e+00,4.292747572251898528e-09,4.247138805537616244e-20,4.246433929183524461e-20
3.645065974755875349e+00,2.361051234102911924e-09,1.294611703299990642e-19,1.294570015788674151e-19
2.931712723557250655e+00,2.652137319384890255e-09,5.996774593435690944e-20,5.997137411425258203e-20
2.666548085450701322e+00,3.122339570976992267e-09,2.898695985809135708e-20,2.899397566631930008e-20
7.756183336856590671e+00,1.015284484408467196e-08,-1.525832443098840012e-20,-1.525365473353628268e-20
5.681860316997467741e+00,3.138150512831747322e-09,1.791714061411374106e-19,1.791640454764845792e-19
4.255128764835696131e+00,3.529216976981793853e-09,6.934346085336304769e-20,6.934743249738057728e-20
5.009916723483778256e+00,6.913288765344007457e-09,-2.310951337178397009e-21,-2.312155966104557617e-21
6.918525715094512307e+00,9.732694327114156967e-09,-1.775368946320853206e-20,-1.775475271610579701e-20
5.737811298758860978e+00,1.244697940267861987e-08,-4.833886688120159861e-20,-4.835609057338599986e-20
1.898761725316658211e+00,1.155838863961711709e-08,-4.646255677742279998e-20,-4.645584360528161684e-20
2.476075575690419583e+00,8.414771376628641607e-09,-3.272177153942546187e-20,-3.272316759332466086e-20
7.239325166884894358e+00,3.860384417929763076e-09,1.902421163507851692e-19,1.902591790252454609e-19
4.903780158610103967e+00,4.029061537453196897e-09,6.855516213741860370e-20,6.856156315661520566e-20
5.133320033384554115e+00,1.475892841590818403e-08,-6.484317417715626380e-20,-6.485433935079628203e-20
2.140944197255901571e+00,5.959364444234276669e-09,-1.813428329776172762e-20,-1.814800523345218488e-20
1.959104137714355431e+00,7.186271600047567366e-09,-2.579760234700317189e-20,-2.578609256250076997e-20
2.516871618663004018e+00,1.250069379938726322e-08,-5.410230758527916801e-20,-5.411105629766213058e-20
3.278129025427207743e+00,4.505404489409099928e-09,1.030053199134721876e-20,1.030737690342178225e-20
4.912346981514685851e+00,2.566202862958849878e-09,2.042628869085509517e-19,2.042598791997140947e-19
3.607049769532730821e+00,1.041164483975491909e-08,-4.243582648917319426e-20,-4.241478814182733756e-20
5.742668662575243665e+00,1.432968260802314704e-08,-6.069530540928790126e-20,-6.069450347496971641e-20
4.019082518326426268e+00,1.432582350161508208e-08,-6.422938201496014877e-20,-6.421422428298095850e-20
4.600296131325213977e+00,1.074726784966055691e-08,-4.120907750270027450e-20,-4.119573603098953456e-20
7.663212587650727770e+00,5.887497308579957120e-09,7.211431506256115035e-20,7.210970450018330553e-20
1.295620012116082354e+00,4.493874206166423025e-09,-9.379363703859099470e-21,-9.382624220152848436e-21
5.457875795423283272e+00,1.220976493404930436e-08,-4.781846132795065205e-20,-4.780356620743656704e-20
6.153422571448619927e+00,7.646723273906974755e-09,1.148233879084207072e-21,1.148304660859073273e-21
2.260826628885606482e+00,9.480875187291058682e-09,-3.836973842161517767e-20,-3.837834521377368648e-20
7.023542109320384697e+00,1.497308464259790066e-08,-6.073783069415412410e-20,-6.072569412062760444e-20
1.859891902106515449e+00,6.159583657578346567e-09,-1.993852358743374522e-20,-1.991267512237915906e-20
6.661433348532618481e+00,1.269422828873815205e-08,-4.607907958204436631e-20,-4.607931457592023299e-20
2.348973785674224324e+00,6.920037619102287524e-09,-2.389789235809707797e-20,-2.388370823355286788e-20
3.984257037735940976e+00,7.276771208218857734e-09,-1.705032707650705449e-20,-1.705172562574359104e-20
3.768766933903284766e+00,1.350662539847941653e-08,-5.998828721268729010e-20,-5.997447569725839400e-20
5.006310161654139890e+00,4.539005757894959506e-09,5.037477325186713727e-20,5.037265856023535581e-20
5.442331192381303140e+00,1.385291464793667750e-08,-5.858723315227088544e-20,-5.857359685613540369e-20
1.283216572443518944e+00,7.372587686069719481e-09,-2.144886786762954925e-20,-2.144308922569424736e-20
6.703728713526991179e+00,1.279569097375558079e-08,-4.664391962574354832e-20,-4.664538818139557346e-20
4.684878270926805754e+00,1.109835660632019163e-08,-4.327197557400961264e-20,-4.326921686387685874e-20
7.429440066300370127e+00,1.229441231676827435e-08,-3.888412091600774048e-20,-3.888912807092358756e-20
2.182825975352260528e+00,6.032404838603475961e-09,-1.849060823555524355e-20,-1.850143413201392488e-20
4.110214256219490991e+00,6.767140331641048459e-09,-1.055197975095250654e-20,-1.056208613967977174e-20
7.688333679953720079e+00,1.261058468633545723e-08,-4.009958364404832769e-20,-4.009966975002134281e-20
5.442752605624782802e+00,5.755129514297428944e-09,2.525011263637752213e-20,2.524003954451332808e-20
4.549964419370056135e+00,1.210093159785674029e-08,-5.025314058649223701e-20,-5.024820594796313598e-20
4.291953587084309518e+00,1.400246611705128105e-08,-6.207869663219402601e-20,-6.207282412433559306e-20
7.405600113622853087e+00,1.155492618210407603e-08,-3.249297565826034506e-20,-3.248768818587174119e-20
1.054059440093740196e+00,1.261081790573921343e-08,-2.819725600029657380e-20,-2.820162544780256794e-20
7.933741727700462043e+00,7.110227229768509813e-09,3.930002588614296066e-20,3.930120940285839294e-20
