theta,g,rho_air,a,a_noisy
7.011522470339821567e-01,1.350417477018568313e+01,7.714435702949032914e-01,6.381520498383970619e+00,6.335096346428649383e+00
4.435595417648923178e-01,1.113281541744155589e+01,5.939053726900100916e-01,2.923557948621696934e+00,2.846804029920095402e+00
1.355773480687314070e+00,1.383834295122443869e+01,1.172837923404718818e+00,1.091728533145576918e+01,1.096740075459844732e+01
6.158659552278440419e-01,5.390614056372084129e+00,7.402017209598903413e-01,2.329801672910024379e+00,2.324952686380973077e+00
3.739172338069023382e-01,1.241238876189138551e+01,1.477376682997414648e+00,2.252563343617088432e+00,2.331679257006034067e+00
6.520532957988071088e-01,1.078184887587530483e+01,1.199605838561596638e+00,4.575832521105973605e+00,4.514841595595883383e+00
1.034858223326453608e+00,1.429751519422009842e+01,1.090678121119614818e+00,9.456339792689556489e+00,9.443085172644432035e+00
1.101890238677992295e+00,1.093642290016973817e+01,8.744235224450266353e-01,8.126588707847961501e+00,8.128398047250694702e+00
2.416812177774424475e-01,1.135295834297007112e+01,9.856141322789236936e-01,8.599940522216411587e-01,9.284026371517103415e-01
1.329709997819890521e+00,9.336937497030065813e+00,6.221945387843131892e-01,8.207762344232566676e+00,8.296609076795588678e+00
9.769419784014389263e-01,1.087467636730997889e+01,9.656878748975573634e-01,7.230656611344862483e+00,7.195926943467366499e+00
1.812444906852387627e-01,9.806643664449470776e+00,6.354559457433968106e-01,3.450631835722479668e-01,2.860489879797685764e-01
1.188667368956722203e+00,5.150138470711143057e+00,6.967370977664760767e-01,4.316797082534175267e+00,4.227604808624404242e+00
1.363474857962493125e+00,4.536400593668350467e+00,1.483051284392276070e+00,4.004300252860794274e+00,4.068736411297019906e+00
1.189071934951607457e+00,9.513619609567420810e+00,5.504419786682750448e-01,7.835295066879961468e+00,7.828495355335620687e+00
1.127203430827964648e-01,9.766685100147704190e+00,5.846686100802792607e-01,-1.200163191894361159e-01,-1.548901648896214567e-01
7.150155806327712638e-01,1.287173383945892091e+01,7.436843921767224419e-01,6.268511602004833705e+00,6.263439601673049140e+00
8.659259061472456276e-01,1.247438743276056883e+01,1.286834795539787635e+00,6.996711357118311270e+00,6.866265933487850859e+00
1.254398301813416605e+00,1.239018575514834275e+01,1.122374757929901268e+00,9.610687985126215693e+00,9.521856333842006137e+00
7.535886310392647669e-01,1.082012944523373221e+01,1.450205956513954453e+00,5.282380711042974575e+00,5.326570825386609975e+00
2.005209599971206624e-01,7.178763138246200270e+00,1.187623063766971576e+00,4.497130899136811966e-01,4.669147176062792282e-01
1.313583156546846764e+00,3.031612396007691501e+00,6.579477397368009850e-01,2.762543568531488969e+00,2.767447543186105197e+00
1.337256537161273240e+00,1.367467000135213517e+01,6.087044298830736055e-01,1.173314989508863349e+01,1.168046554956741723e+01
7.320108795181692329e-01,1.161162615631915962e+01,1.247651175908398358e+00,5.553916765242072451e+00,5.580684017685679343e+00
1.694755574283286770e-01,1.416309401273356627e+01,1.046613893326980627e+00,1.256791578515303875e-01,2.119744241282299768e-01
1.190557882914075938e+00,1.152227785186506637e+01,1.367224376664269325e+00,8.453059030351631975e+00,8.389195618553175748e+00
1.064174479373326321e+00,3.123152853288964526e+00,1.311919603698784575e+00,2.405856034710579294e+00,2.403947878279693917e+00
1.362604303741197009e+00,4.408987044716629278e+00,1.001076293557135344e+00,3.988496116299466987e+00,3.964086929881284860e+00
1.095078028986192081e-01,5.154456327071354593e+00,1.098231087291184238e+00,3.572599830096578888e-02,5.110659004044075526e-02
6.661427843761258405e-01,7.129094976891529711e+00,1.253796967768179726e+00,3.224750197851451894e+00,3.222778937176709935e+00
4.689431182220813454e-01,8.982420175609707513e+00,6.982564916230080687e-01,2.591058449628265592e+00,2.581027451870697931e+00
2.400166243883305461e-01,5.815172789662625519e+00,5.678833913030376657e-01,6.137366619405082435e-01,5.669458946026422197e-01
1.055674983475025419e+00,1.496093706147580704e+01,5.175795271564104238e-01,1.094584022734135331e+01,1.094236096463199814e+01
5.435793912901832892e-01,3.343834948993384071e+00,6.976788608827984017e-01,1.304292828854933806e+00,1.270878270882209282e+00
1.506598808575053405e-01,8.195123987549976619e+00,7.047620742814999506e-01,1.702562818637842756e-01,1.602364529087126899e-01
2.737148474443263924e-01,7.725598387381395149e+00,6.768016260993119371e-01,9.280531779036400586e-01,9.221774890365286304e-01
1.147800386396010230e+00,1.205448869287985403e+01,1.030469694843751949e+00,8.953970192320483079e+00,8.983984968303055041e+00
8.876323233861939110e-01,8.404431471266356368e+00,1.294170064129336328e+00,5.090477720505877102e+00,5.058661853927915786e+00
3.795658127256991143e-01,4.192965163036473264e+00,1.014230726247166814e+00,9.904482799739282584e-01,9.715772698020597176e-01
1.004854896402305409e+00,7.100227321314418916e+00,7.828327225552352830e-01,5.091785262273640811e+00,5.142683607362195986e+00
2.695262318266017365e-01,1.116951916830637259e+01,1.334628558301138135e+00,1.086388594094014559e+00,1.072772234313029927e+00
9.751440847525723044e-01,1.334420080372889039e+01,7.946707783105929623e-01,8.848472088067438790e+00,8.832673877042330091e+00
9.515523320495027360e-01,1.371400931718143212e+01,8.703724815980002916e-01,8.772616831614556077e+00,8.813130338984938916e+00
1.071834509923744461e-01,6.170445065263935547e+00,6.876982359896028907e-01,2.417698211203078706e-03,1.334400745661701131e-02
7.649701158734142359e-01,1.368216436581544748e+01,7.680397596197446886e-01,7.127167159966125709e+00,7.129029291160172477e+00
1.044210061512471421e+00,1.407770286296508999e+01,5.238652227359826830e-01,1.024442552101974613e+01,1.025273529527812144e+01
1.086093861510089464e+00,8.516907428976482564e+00,1.231828507419965080e+00,6.195262435088414676e+00,6.130611419794776751e+00
1.017420840995188591e+00,8.137478881690872967e+00,5.370107848889555946e-01,5.968762034526348792e+00,5.989172216975878982e+00
1.250559298032193567e+00,7.591409080198989301e+00,9.371146565923065275e-01,6.342021109593415140e+00,6.405711007953595271e+00
1.083070192614008054e+00,1.100326734087676783e+01,1.061968530323309068e+00,7.883105770883147123e+00,7.909601593103561257e+00
1.298586870035723040e+00,1.475825585462675704e+01,8.860361741455371476e-01,1.180264848011030843e+01,1.172233962706904364e+01
6.392491046567481128e-01,1.147580272687011771e+01,1.346103541921090718e+00,4.651123316525284324e+00,4.662886331408301110e+00
1.444092826647010441e-01,9.144965789214545282e+00,8.938744812740034851e-01,1.019630906570108131e-01,5.432684473573018424e-02
3.353044395093814356e-01,6.542042112485711769e+00,7.919143628267915069e-01,1.172098755214328047e+00,1.158431773946214438e+00
4.741169658018763444e-01,1.429644493696820895e+01,1.399279639217755777e+00,3.743832814875568182e+00,3.748028300880120067e+00
1.543290979443221744e-01,1.037318158244518607e+01,9.456982671568671117e-01,1.257325489002691921e-01,6.388102276429047377e-02
2.406074044128630185e-01,1.324741237283326534e+01,1.439319765898982251e+00,8.761316071208486989e-01,9.407368791292490817e-01
7.744128574727756620e-01,9.611903574381253534e+00,1.175523567738880892e+00,5.038705648659909109e+00,5.033122565728059605e+00
4.282361980714554095e-01,6.236204731030110970e+00,1.083950811772969036e+00,1.616215395255513387e+00,1.653735714752541774e+00
4.711956753645414331e-01,1.259996812797067101e+01,8.218812397853794138e-01,3.524114829407980487e+00,3.553788822340022691e+00
1.063910384617233529e+00,1.468699916149225082e+01,9.782232525436740378e-01,1.007142926004924277e+01,1.013659709361470185e+01
1.211083524607675876e+00,7.343495052161656211e+00,5.309708859536124148e-01,6.212683449202316410e+00,6.270271867916322073e+00
1.220651750704241811e+00,1.239905442114824297e+01,1.495319749255628272e+00,8.943914369449956325e+00,8.868256359935713817e+00
5.818080766233221235e-01,7.556173763374339103e+00,1.468191525004204578e+00,2.839983102755056166e+00,2.840223647903281190e+00
1.022519095299249337e+00,1.260622089479701025e+01,8.268966246085694971e-01,8.730185465002525902e+00,8.621565189170404153e+00
1.207996022786715473e+00,5.385572235493714999e+00,8.499415974037294319e-01,4.518353630543334276e+00,4.494164781460924019e+00
2.962448020794906656e-01,1.168339402782786429e+01,1.091517563648446210e+00,1.411832106499668837e+00,1.445753240804360074e+00
3.607197677137617964e-01,1.403669072617113933e+01,1.258209686715940245e+00,2.386595280869697522e+00,2.430510113509727343e+00
9.423483810235863123e-01,6.943844122678709319e+00,9.231277837710287759e-01,4.656517130311955910e+00,4.719208428222678720e+00
4.452154678965466461e-01,3.446424264857600672e+00,1.066762882879844110e+00,1.038918897938770014e+00,1.018330015456285542e+00
3.504802999465989055e-01,1.427850847965166281e+01,6.487028996334240905e-01,2.439918998897324443e+00,2.454217202953217658e+00
5.777762955193449512e-01,9.739555838848612979e+00,5.033730748125292420e-01,3.790245428363002489e+00,3.793429109904600249e+00
1.207782213239018687e-01,5.884470902824480376e+00,7.233543992431590297e-01,6.947459660522337099e-02,1.311589371940210802e-01
6.698150593990158663e-01,3.501483234743012041e+00,1.005067819275357266e+00,1.716894347213310690e+00,1.794659346747668804e+00
1.614509248734392333e-01,7.135608279491804318e+00,1.137654204699500848e+00,2.413844524085511090e-01,2.218077874745726374e-01
4.181233229193467293e-01,9.816851223566560591e+00,8.810027278485080826e-01,2.328196704460714805e+00,2.515778452824032563e+00
3.828048611197398809e-01,9.182205750752771678e+00,1.152469129454426255e+00,1.872488118838290472e+00,1.870686082129321193e+00
5.282788040419932329e-01,6.781697132567442665e+00,1.472100772372748612e+00,2.278408135533177337e+00,2.258463713868461564e+00
2.630069434275574825e-01,1.038200936851507983e+01,1.056642816801045104e+00,1.002790982350639126e+00,1.031182984188000029e+00
7.125553413517935475e-01,1.226098704161303488e+01,9.567398265060402807e-01,5.834544979455152713e+00,5.870904598708044375e+00
9.942136363220724915e-01,7.854971709864074114e+00,1.006761293659182988e+00,5.448983209845524200e+00,5.474763922583631981e+00
5.406076005554495412e-01,1.170419337323673048e+01,6.592455652354567430e-01,4.068918219080574161e+00,4.034934387405031408e+00
1.305351184421474242e+00,1.426924334182179877e+01,8.987440133308693957e-01,1.147941361373758440e+01,1.155160366231345392e+01
1.217696942554869155e+00,4.183111834693876929e+00,8.613314786107341137e-01,3.568452892480600269e+00,3.569744085675341072e+00
4.978196760628177397e-01,5.529740266386367509e+00,6.133572874083660365e-01,1.826932164507289791e+00,1.902455672841392831e+00
1.505705245787860025e-01,1.064338195451203717e+01,7.605759951990906931e-01,9.315755122846303138e-02,1.614856443041693956e-01
1.098649210999990800e+00,1.170633209258405394e+01,1.174667085384052623e+00,8.289700046293202007e+00,8.224757284826509363e+00
4.120160067766167611e-01,1.352075876257355702e+01,9.589624994449452711e-01,3.002129973944310137e+00,2.951914317597768012e+00
5.318093527523770625e-01,6.800675386550306456e+00,1.258946067435837035e+00,2.329462039609127011e+00,2.278250382718606026e+00
8.531357942508854819e-01,1.284635230294590258e+01,7.350890960051109646e-01,7.583279503713535874e+00,7.594633381743102873e+00
1.398543579953311689e+00,1.479291333590435542e+01,5.386009368668968067e-01,1.303880418803530361e+01,1.304040989416034435e+01
4.895808365955893748e-01,4.689521435497446156e+00,6.974248619995376819e-01,1.541424729719181208e+00,1.553803491695880723e+00
7.090799038011929012e-01,1.428487516180644334e+01,8.720325726383068021e-01,6.715183407928065229e+00,6.673547867458923477e+00
9.156861477220086254e-01,1.349242909655861666e+01,6.080850479844667200e-01,8.644941076832466820e+00,8.665298445128236438e+00
9.883840929039431344e-01,6.658191204157335896e+00,1.139074474774324219e+00,4.611422735317591837e+00,4.680677965806005147e+00
3.758160384847405444e-01,1.037507546439821660e+01,9.688178893638441647e-01,2.037319987462569149e+00,1.969640251730282232e+00
8.739182717529352384e-01,1.038884441305600781e+01,9.143078278580034635e-01,6.279685504263339269e+00,6.268995742080960554e+00
8.073383757784452497e-01,4.476460945815050607e+00,8.715823254971821754e-01,2.648552616576854035e+00,2.660102904302017013e+00
9.561538216498914888e-01,7.488699125341739204e+00,1.384862182879068149e+00,4.891610329843878446e+00,4.884257800914860503e+00
2.494960675432237041e-01,7.071042170842293473e+00,1.233778465023029902e+00,7.181152838923092752e-01,7.074089116543644806e-01
2.641828707179401103e-01,1.236321872955349122e+01,1.258057935786293324e+00,1.110002628227463539e+00,1.197615827454727055e+00
1.368185737540744684e+00,1.455447852326616598e+01,1.259205010138356062e+00,1.124331394652670824e+01,1.130666732176594813e+01
1.167692033908985572e+00,3.603445672627541452e+00,7.621258190762831841e-01,3.014909934670520375e+00,3.056579681836828044e+00
1.175824509624149750e+00,1.297061344938018479e+01,8.047521454470241142e-01,1.002190350313327727e+01,9.983043524963704840e+00
1.314335730531179136e+00,1.019053794898491816e+01,6.348161540789863944e-01,8.836321130781955802e+00,8.947601466780549018e+00
1.348842088023288310e+00,1.186068398671178059e+01,7.574241104844291472e-01,1.014984360383379780e+01,1.016713873696991755e+01
6.115337917299119574e-01,1.156055182261134284e+01,7.404251760276364669e-01,4.699931810367917961e+00,4.670283013225884794e+00
1.080287329107914918e+00,1.236159553896423269e+01,1.204595869159383881e+00,8.529783743344863112e+00,8.512164879271422180e+00
9.341061203221746601e-01,1.186995956334612146e+01,8.217362227376909800e-01,7.632349242500986009e+00,7.607132811543101170e+00
8.278053502997824165e-01,7.898838192769153999e+00,1.082765670445859030e+00,4.561968564490870293e+00,4.667295396688937004e+00
9.831528983179936843e-01,1.407198494511351505e+01,1.115961346739902993e+00,8.902438009436655975e+00,8.911997358220492771e+00
5.152634864618795829e-01,6.343145743522637936e+00,5.300606202929628585e-01,2.172311232483706611e+00,2.174777216630843668e+00
1.220832333315987839e+00,1.314246278413421010e+01,1.279873700053932861e+00,9.680522899595789710e+00,9.572192291629876948e+00
6.291290266698515987e-01,1.032965337270073825e+01,1.018233040755308627e+00,4.284390764925083417e+00,4.320581277538946274e+00
2.926322940235872583e-01,3.897194308480803837e+00,6.761804930238722866e-01,6.496549522193867388e-01,5.960801543651271794e-01
1.142751063180180576e-01,9.578038177334722292e+00,1.164839446589760463e+00,-1.073283410924508186e-01,-1.644761727797706130e-01
9.309461316856398883e-01,4.811659065413853575e+00,8.736070546040640705e-01,3.267723695448971455e+00,3.297701580347172090e+00
4.011211956544030732e-01,1.279397863873926333e+01,5.520100088568986596e-01,2.835653437156649748e+00,2.791833011297326195e+00
1.342885227880652899e+00,1.093682747846299463e+01,5.446404388901032734e-01,9.651185127372386319e+00,9.692326874897682742e+00
3.535057946357403891e-01,1.137821667537434678e+01,1.047322842331341874e+00,1.965719222992653004e+00,2.021163877390077968e+00
5.110332304671576509e-01,1.386583930232088058e+01,1.080593516998894721e+00,4.209399772796723838e+00,4.119280026772179859e+00
1.379371188853455443e+00,1.417206541586157087e+01,1.228131683762001103e+00,1.111854037339833567e+01,1.111108487165492065e+01
7.758110063775569554e-01,1.209195524497922136e+01,7.015993750492340864e-01,6.516382819984861463e+00,6.437041921539303324e+00
1.298631978642800666e+00,1.400335765355233164e+01,1.055886661982927022e+00,1.097705633063912956e+01,1.097330963149839178e+01
1.115868975977269750e+00,1.455211541516145957e+01,9.921500195556111068e-01,1.034732828808296823e+01,1.039228818700827972e+01
2.546554015103044133e-01,1.300708096865761476e+01,8.218477995345550013e-01,1.087311140086056671e+00,1.018469771790795342e+00
3.807784680745566197e-01,3.995577732323142506e+00,1.252502621598968524e+00,9.518226407925524102e-01,1.041280631329497997e+00
6.033308246293606070e-01,5.856061464538612427e+00,1.137448363528320572e+00,2.408053347497905339e+00,2.391821290553937107e+00
1.245243125939587081e+00,1.255139313407081048e+01,1.482272868151979006e+00,9.161606069224367488e+00,9.101727679222385348e+00
5.341847670488010236e-01,6.593506404654846165e+00,8.088645674268867269e-01,2.330723400614062690e+00,2.323757533015020194e+00
7.020066501206211340e-01,1.151023473792439411e+01,1.221942275227282604e+00,5.272660011801724167e+00,5.311498748187969632e+00
7.249951266251214443e-01,7.402598441798945217e+00,1.112611523106745937e+00,3.714094830372519418e+00,3.644448165571121390e+00
5.221818212332757225e-01,1.039674184144085878e+01,6.330075180496773646e-01,3.478481275500945102e+00,3.477767977443530611e+00
1.122430869828178635e+00,1.495609870092334148e+01,7.205149629179516957e-01,1.112620404215335768e+01,1.105671341733971857e+01
1.712747458360355801e-01,1.255032934152634638e+01,1.495071634312986841e+00,1.715897717021135360e-01,2.309670802783385934e-01
3.936832096212246057e-01,7.499393735839907649e+00,1.173145349864510134e+00,1.654725113055823371e+00,1.661618757697455484e+00
1.172610769220364890e+00,3.710771378783359609e+00,8.596510947289484061e-01,3.099225538329705376e+00,3.077091295614035715e+00
9.012442144254577681e-01,1.132881870737177898e+01,6.414701387567494084e-01,7.213206089651468034e+00,7.264080413370521683e+00
7.653722787189789489e-01,8.860708072497534005e+00,7.467304131329924877e-01,4.786454389941113163e+00,4.721123826961221681e+00
5.803603528917333776e-01,1.435880803052476296e+01,1.188517991430208642e+00,5.085256335465841993e+00,5.064671995785555048e+00
2.691814498307179004e-01,1.249841326681196918e+01,8.106588210900499414e-01,1.220449690114697283e+00,1.311825618465102483e+00
6.938196019643737555e-01,1.036103277302352410e+01,9.588762487408155621e-01,4.858875737282223106e+00,4.851722418259019953e+00
1.383222818556081091e+00,9.914297151407525988e+00,1.494076619491501390e+00,8.036973397717215306e+00,8.103851444260085302e+00
8.736150171909704554e-01,1.114743021857047722e+01,1.454133051517743969e+00,6.295957875179894359e+00,6.304744672695967722e+00
8.495531559640692176e-01,1.052752105831027762e+01,1.483154532794521252e+00,5.821996743195461121e+00,5.786015495111224816e+00
1.387154160443256012e+00,5.670931242240546233e+00,7.368189103417066566e-01,5.187237378768700502e+00,5.173926310212996427e+00
1.251024394332013179e+00,1.307245380306548732e+01,6.849512189032667120e-01,1.070624196899262159e+01,1.070908867107094053e+01
1.398959113761995665e+00,6.681166118331651305e+00,7.978495960167097945e-01,6.061104367450198538e+00,6.039603681668053170e+00
1.339723341430114401e+00,5.210768520687039995e+00,8.412119909476015733e-01,4.671492826267014564e+00,4.629257739779002456e+00
9.677459072601775070e-01,7.282250823312686805e+00,9.251392041878455652e-01,4.988890002264577461e+00,4.948770418359719869e+00
4.969058517585929202e-01,9.703073590034243523e+00,1.483491347818985506e+00,2.857792444221787687e+00,2.782569047383602889e+00
9.165861314353030975e-01,7.677596751218827009e+00,1.107494329798708987e+00,4.911541538991563094e+00,4.915996702488505399e+00
5.526727865579054155e-01,3.917071904084811873e+00,6.658492563120845809e-01,1.532763024170078925e+00,1.551367066415320961e+00
1.154000390029486844e+00,9.994019392290962145e+00,1.084785107678765126e+00,7.584776288159059021e+00,7.621141283261494870e+00
2.784905993984811978e-01,1.193148086024680765e+01,1.390815313447750112e+00,1.217077794165771110e+00,1.125698481879224389e+00
7.013102335220895434e-01,1.395249597905359806e+01,6.915743391204641766e-01,6.639655357201887043e+00,6.678848743278358313e+00
1.193008828790952158e+00,3.267408284498780180e+00,7.085724024603046178e-01,2.790782831836846611e+00,2.788827528198921435e+00
6.908657123917660847e-01,6.544951595365651187e+00,9.643450133230473398e-01,3.164279133942990541e+00,3.091748336349628090e+00
8.813232042458450932e-01,5.511694597065035062e+00,1.104661776735584855e+00,3.481087660092263114e+00,3.484879415714668305e+00
2.277678193800879158e-01,8.481511115630953057e+00,1.118954831707185127e+00,6.457034058595882975e-01,6.853331464177422339e-01
4.706364784933784184e-01,4.574540424707050690e+00,1.150974351477612512e+00,1.413405309565712420e+00,1.438426346124837663e+00
1.340830797294032095e+00,8.201462050542424720e+00,1.384344379645381373e+00,6.811821974341572883e+00,6.846988336223190252e+00
9.540214089322389679e-01,1.089203503211953894e+01,9.883236968145696633e-01,7.068984645662179211e+00,7.115151367417506201e+00
5.744209193424364424e-01,5.225434579760449338e+00,7.272504878144944174e-01,2.078986642135884466e+00,2.122684504878881828e+00
7.719455287555719858e-01,1.224412317424093821e+01,7.555601233934923222e-01,6.516660645971728449e+00,6.513788143529274599e+00
1.107329151573529513e+00,3.829107391176492126e+00,7.085519659697701034e-01,3.076928289248521242e+00,2.971716758823793825e+00
1.123711454930923059e+00,8.666388588759012634e+00,1.056315811076926625e+00,6.567295515712306297e+00,6.528233937091148853e+00
1.176358320672780788e+00,1.057459949277031441e+01,1.307269975859532973e+00,7.868115467321592504e+00,7.884845274240689150e+00
4.765354824368117637e-01,1.394828543952784372e+01,1.052559605683092592e+00,3.836888684224649460e+00,3.812345043155926927e+00
4.097977204375178317e-01,7.260936889926314919e+00,5.325414822326964837e-01,1.766624924786383888e+00,1.799844035201830783e+00
9.300610272490380526e-01,3.772489320624707432e+00,5.209387874234069349e-01,2.625524067684146257e+00,2.664364972933317421e+00
7.853608415882212812e-01,1.275763424221424458e+01,5.547171977422085121e-01,7.056819313843758046e+00,7.058187094410215856e+00
8.343527769474797795e-01,1.354952263426450365e+01,9.339533602535902146e-01,7.579371218160041224e+00,7.672330573278446586e+00
3.789993936652699125e-01,8.254332337932343222e+00,1.090088290060186704e+00,1.693045758725052696e+00,1.643269111647478908e+00
5.142113666150207596e-01,1.260928466636185163e+01,9.124395454982605624e-01,3.969570703451632987e+00,4.015123620081324063e+00
1.077669134736168877e+00,1.381034351311567221e+01,1.347215425314982618e+00,9.113250160080220041e+00,9.088620859907557303e+00
5.658202343671991930e-01,4.533194016822166716e+00,1.326519108240904465e+00,1.759084284585755498e+00,1.719060968880199658e+00
1.084731215801361559e+00,1.357048023663211289e+01,7.642655779246764203e-01,9.873463709402976463e+00,9.901904472899227372e+00
1.606380616740965828e-01,3.120210077603309262e+00,1.167709369245810702e+00,1.908501525294452050e-01,1.590694640618467715e-01
1.336126033615940623e+00,7.817920698336008556e+00,8.651798380310811165e-01,6.820370933532137414e+00,6.862335382617943402e+00
3.704949502955544594e-01,8.189937688046860842e+00,8.810066352460484973e-01,1.639711252115486850e+00,1.580396567754575710e+00
7.216699229661124315e-01,1.239850297274292501e+01,1.272477955213892287e+00,5.766907784341139376e+00,5.767686981043934402e+00
1.297150829201875188e+00,1.381956859008460370e+01,5.415464899667216114e-01,1.176122954852414892e+01,1.171808305240897319e+01
4.295235874301222001e-01,1.431255767633795628e+01,7.312988182586914743e-01,3.459557981215322986e+00,3.446834078234512155e+00
3.955995543574190032e-01,1.086601524793556095e+01,9.712693076656516711e-01,2.311714759763940030e+00,2.292144192681439652e+00
1.381332917712063679e+00,1.389835304639314018e+01,1.364323169136618219e+00,1.070278917152585230e+01,1.064539070247068508e+01
1.275759217386878364e+00,1.260256940339488096e+01,1.186792651055891934e+00,9.756167487733723220e+00,9.787981471048812665e+00
7.919200563848528551e-01,3.958853302575902067e+00,1.284499971081235259e+00,2.280928172487651562e+00,2.217715995427611109e+00
1.793285285766602066e-01,1.331933011694130187e+01,1.405150612611839378e+00,2.310981930559750097e-01,1.811437147081787213e-01
8.860693206715011261e-01,6.865734070286651836e+00,1.271270250369332278e+00,4.242823010354006996e+00,4.286460568787119563e+00
4.270516438497182765e-01,9.052916926013587329e+00,9.767462578411062468e-01,2.226693190601968908e+00,2.274430208152359079e+00
3.782136186764768482e-01,3.928140497254434926e+00,7.454414649290829198e-01,9.410972955719096866e-01,9.735695593389486202e-01
1.311785947674465103e+00,1.152558615081413684e+01,6.133396105549566713e-01,9.918139993510402874e+00,9.934242023059185911e+00
9.052502148824874695e-01,9.913632879846776547e+00,8.670484812944576625e-01,6.258408161497916566e+00,6.371421788178279755e+00
6.772513824699935014e-01,9.959026497639968056e+00,7.594875012002401116e-01,4.632706577763418210e+00,4.571336307140327904e+00
1.814565161613627686e-01,1.114621486980861143e+01,1.391649082506936974e+00,2.998430387339094949e-01,2.617936296669160501e-01
5.831078181839135510e-01,8.646032194608512356e+00,1.031484819162452382e+00,3.305943590897157502e+00,3.255379718195835714e+00
1.223178094689523432e+00,5.369961614722808640e+00,1.451552588512357023e+00,4.391119528746466827e+00,4.435192470368905404e+00
4.934791674121060678e-01,7.218732419387090538e+00,7.115993554223315476e-01,2.282959586035332222e+00,2.296510083381542611e+00
5.196325549894944551e-01,6.240817375038851367e+00,9.856637983622562604e-01,2.120933706557464937e+00,2.175633003191047354e+00
8.889128868548362705e-01,5.542056179436737118e+00,1.334127191527349598e+00,3.486134329481322958e+00,3.533922446093981762e+00
4.277828822066844783e-01,4.568993088231119160e+00,1.017361057445124395e+00,1.249365219548826733e+00,1.237283971659836945e+00
8.240151916524605102e-01,6.314428617688259138e+00,1.452271009164972870e+00,3.614188146274903701e+00,3.572418312851038280e+00
1.099287293968832957e+00,6.850787514533421607e+00,6.859490842276416700e-01,5.347016447709806997e+00,5.296593949444550198e+00
4.726759096507552327e-01,1.151078789711634975e+01,1.107380968148715894e+00,3.181778322315095942e+00,3.291562007896417175e+00
7.145761320332337796e-01,1.393669941157934211e+01,1.479753501863318110e+00,6.120798821873283835e+00,6.168389989223672210e+00
8.491475376245830597e-01,5.953338223263985540e+00,6.044378127037161041e-01,3.702559587139513830e+00,3.731436187599030507e+00
5.723308088788562342e-01,9.817150667634326311e+00,1.101187442580964904e+00,3.602317297624933801e+00,3.584600775523921090e+00
3.907038869209854548e-01,1.171465800311382210e+01,7.516185884911531501e-01,2.461359629136009808e+00,2.450689720597928556e+00
2.487224271227478078e-01,6.035628703936971817e+00,1.498660252999177267e+00,6.493803782218329212e-01,6.314257714336715122e-01
8.351289297192457939e-01,8.857717349343946722e+00,5.198444007941059875e-01,5.353082441200569974e+00,5.336143199772673817e+00
1.318657983232136122e+00,1.374383209705824882e+01,5.046107678182343292e-01,1.187972231667627732e+01,1.175879734824620115e+01
1.243960632596836785e-01,1.196258539566431978e+01,1.089275257640238248e+00,-1.760329812971668240e-01,-1.798429521287316646e-01
1.225362500431189217e+00,7.538822232159509085e+00,6.502345889328928763e-01,6.362223542900011353e+00,6.342366859563305148e+00
1.351215043315957542e+00,8.386209930160221759e+00,9.610711952157935389e-01,7.257159097811342718e+00,7.270906913974698682e+00
8.050244519293915380e-01,7.638727088291068057e+00,1.439251673403270981e+00,4.188369769508506479e+00,4.198111747666982474e+00
1.358248495982246506e+00,8.425524634453799067e+00,1.120763252930672138e+00,7.199818224262324762e+00,7.241754123928600073e+00
1.016217167472754923e+00,1.272219107678722949e+01,8.026233543182349495e-01,8.783496069510484006e+00,8.782113605488854446e+00
8.087927704381543403e-01,5.407365785703555972e+00,8.086253724593251979e-01,3.178478219612778766e+00,3.217599809226623808e+00
7.027775232634925207e-01,9.868840888348401563e+00,8.679644931324083101e-01,4.754812504721931177e+00,4.626040353647494996e+00
7.063187090137966750e-01,7.478795204254645057e+00,8.556925707098097522e-01,3.699568963467734672e+00,3.643785109239018105e+00
9.865957451963669467e-01,1.103795149400450448e+01,1.251844050868997194e+00,7.149103282469814857e+00,7.234675422322944804e+00
4.048569794087353291e-01,9.834361753604913048e+00,1.019943581055182014e+00,2.193779538485840952e+00,2.132103593599941060e+00
1.030021461854682352e+00,3.184283079868203359e+00,1.390312321218968972e+00,2.379392312103866036e+00,2.364727073652605149e+00
7.382866581357161451e-01,1.243347159673456304e+01,7.328452280022972332e-01,6.305807465730448591e+00,6.340437642485178493e+00
9.770608840996447553e-01,9.874473182381585445e+00,1.286406389133243788e+00,6.417188805623728953e+00,6.372352825553130984e+00
1.323120275535912382e+00,8.111383922500424504e+00,7.760470492721623925e-01,7.073640731911480017e+00,7.109059456671018573e+00
4.034897863296399434e-01,3.607740338756463494e+00,1.016255726905787915e+00,9.516657562927739455e-01,8.795529339934472501e-01
6.241931739993252792e-01,3.716044002054823547e+00,1.124050479634896682e+00,1.667028101233828163e+00,1.570652792047181112e+00
4.577081676677902111e-01,1.337281871524712784e+01,9.923925465009286739e-01,3.500818441376718049e+00,3.433645826312691884e+00
1.684793391322710332e-01,1.007503383568670152e+01,1.017199455681577325e+00,2.353307373136748204e-01,1.519373666137927015e-01
9.087166193376959855e-01,8.227623442688781097e+00,9.020095291158705120e-01,5.274512124848680372e+00,5.272919156108991423e+00
