N,V,D,L,L_noisy
1.517098744648917696e+00,6.150478976890521210e+01,1.379750719258631264e+01,4.079500727668039062e+00,4.083045178543675213e+00
6.357136751306051714e-01,2.285625775568446372e+01,7.529270974380827965e+02,3.600210523966324239e+00,3.625092647753105357e+00
7.336247331140458572e-01,2.813283489302743234e+01,2.807046223288331888e+01,4.924684416303353629e+00,4.939034677354803726e+00
1.766594007369725716e+00,8.913337780591373871e+01,2.007952951039730749e+01,3.527123914732253063e+00,3.521082275298107689e+00
8.909553208891600740e-01,3.404295368952797674e+01,1.247478245600405700e+01,5.167899207180116861e+00,5.202701627664453987e+00
1.055965629661801941e+01,1.728217654531242431e+01,8.139259765971705747e+02,2.173567847142571008e+00,2.152197989987257198e+00
1.282586607284136626e+01,4.611764880717509385e+01,1.474075012551554948e+02,2.129841318379538606e+00,2.103715395785174191e+00
1.116040375413203528e-01,1.984689219415999162e+01,5.432944871906881872e+02,5.915532072951613429e+00,5.926893484210261853e+00
2.738306251414826531e-01,9.150778126456633288e+01,1.078506266599630514e+01,5.962046049637455880e+00,5.932956653612795783e+00
1.882811382814772450e-01,3.963066822138398493e+01,3.457333268101992303e+02,4.820551034320461170e+00,4.772992039261128916e+00
8.961527432116328518e-01,2.354496772727584997e+01,1.667476908657052093e+02,3.838848666262610010e+00,3.856506399017169961e+00
9.152432766860590929e-01,1.643833555845725769e+01,1.340394026212390486e+02,4.176719642380600561e+00,4.191946648633009254e+00
1.052736277495889716e+01,1.472363078528184488e+01,1.348046643140432899e+01,3.739588858220821432e+00,3.754234595479690295e+00
9.310069794488585515e+00,1.556027905488613428e+01,7.901405976473668034e+02,2.259893733342547950e+00,2.250144310448865426e+00
2.407747244803989517e+01,3.325255095175347719e+01,1.405125644512226835e+01,2.812460541834001848e+00,2.816119464387788707e+00
6.972542495459364886e+00,3.515447840240003075e+01,1.587013159736806145e+01,3.284094521975659653e+00,3.264787990410810803e+00
4.048822905296757035e+00,1.252481257017477958e+02,1.767837421225816001e+02,2.216904159447554257e+00,2.251591183579807254e+00
4.826979841736734045e+01,2.988761231958413234e+01,5.502631670406539115e+02,1.694795148865107404e+00,1.710615633895196330e+00
5.403173431127360260e+00,1.090619948202252587e+01,7.838832674287721147e+01,3.395331514734713174e+00,3.410176636182117527e+00
1.125051991959636677e+00,2.541241755153962245e+01,2.446092421153497654e+01,4.649357555764552785e+00,4.610357860946420416e+00
6.645954793124914106e-01,1.246270302344988323e+01,2.062440975002839849e+01,6.240032068605787074e+00,6.256178109485584393e+00
1.248796817236368373e-01,2.953202351665461833e+01,3.414237579088999723e+02,5.632088305693020658e+00,5.661967746132647861e+00
3.533468086649994433e+01,5.060347813987942800e+01,1.795554283482663394e+01,2.404340918157592100e+00,2.428666159870539687e+00
1.074859535514192999e+01,2.451344644328805700e+01,7.521826103016996967e+01,2.615871314781279988e+00,2.631653921497210114e+00
1.041628117956775679e+00,1.355216493437457181e+01,8.724968690041873742e+01,4.447006261223935830e+00,4.446987117843342219e+00
2.299693885265640247e+01,6.833663343695623382e+01,1.701542157048073634e+01,2.440543868390107285e+00,2.433707211445006457e+00
1.145797113317404481e+01,1.384807361414160596e+02,2.698901035708934515e+01,2.286013469658645825e+00,2.298046303371023669e+00
1.800897366076021022e+00,1.368807440779442004e+02,1.103385297591031815e+02,2.688849404314979541e+00,2.696504791430926584e+00
3.798661352555191684e+01,3.550002419327583425e+01,5.521147795173231287e+01,2.157974683760206958e+00,2.162702174367924002e+00
2.561884523597482755e+01,4.337478329933582444e+01,3.974116938158609713e+01,2.289203876195352372e+00,2.283019381259572267e+00
1.599062267378652979e+00,1.489250592073979931e+02,9.144924492725277787e+01,2.783399978740651370e+00,2.817025109299160057e+00
1.420649711643086732e+00,6.449577482721602451e+01,5.550371171867943758e+02,2.670477839186523816e+00,2.647120973342603989e+00
2.566980378432952570e-01,2.620888163539373039e+01,2.691071354006460936e+01,6.511800876702791285e+00,6.511348227586549520e+00
1.889703934442149014e-01,1.627366554876486759e+02,1.841661441523926328e+02,4.273323518125177856e+00,4.261719900669391770e+00
9.206629289926404613e-01,2.339116434666394184e+02,4.036642909638484156e+01,3.269754538721689752e+00,3.290395399683506916e+00
3.794801266346701230e-01,1.395440607443683518e+02,1.147966984922933698e+01,5.109023091927823224e+00,5.137632722073709246e+00
1.531660458618693543e-01,8.094758197976435099e+01,8.926444564558815387e+01,5.304745368171619013e+00,5.329627144987824749e+00
9.661348841351818706e+00,1.905428546520792281e+02,2.754786223601396387e+02,1.760155230414301331e+00,1.775263374049471210e+00
3.928114924587042367e+01,1.806118173677164123e+02,9.037768904337538061e+02,1.343607607023463490e+00,1.315555567493863265e+00
7.165403013440070801e+00,3.669046816919884435e+01,9.106314533962888618e+02,2.044352255673599572e+00,2.085976909824525993e+00
2.812762343903713713e+01,1.800777683665758673e+02,1.111189677363811654e+02,1.661708404241676096e+00,1.672042326033169157e+00
2.234057091345009383e+01,9.569967525799098951e+01,9.979677005513684662e+01,1.862682765567211129e+00,1.860513500667274833e+00
5.542189402362405204e+00,2.791856106460439335e+01,7.822490379179901083e+02,2.244552534498780005e+00,2.244982546421074421e+00
2.573454962076720864e+00,1.280290112252721997e+02,1.256710593794255537e+01,3.330648251238556234e+00,3.323857868565524232e+00
9.246239164761995699e-01,2.459319351213149218e+01,3.714617897806208902e+01,4.591909702639721758e+00,4.600387314094198210e+00
2.167334033447086750e+00,1.239724024261524526e+01,3.227836262900854791e+01,4.473090250255068234e+00,4.479293606417280138e+00
7.362908118053899109e-01,1.605891290881813305e+01,1.364580495553117601e+01,6.184226726892753767e+00,6.177024725979419983e+00
2.913418011557927789e-01,1.167928971301602914e+01,4.867337550107364308e+01,6.771911313158637924e+00,6.720513484423128681e+00
2.172064558085886610e+00,1.240890525289708890e+01,2.898135616705791406e+01,4.546582368850770273e+00,4.545879942149810837e+00
6.087574413920394001e+00,1.848754839996662369e+01,9.591461978381502718e+01,2.924442416800503430e+00,2.933979135925293580e+00
3.799688129659290148e+00,1.449800349655947684e+01,1.896569678030823241e+02,3.063542207664970540e+00,3.074065564562816988e+00
9.803058333344608855e+00,4.360597139508707443e+01,4.664827690631727251e+02,2.003204628765309803e+00,2.000135328749796049e+00
8.068144413210447397e-01,1.638614559259885084e+01,8.237682191138769667e+02,3.564773766670861210e+00,3.573840062060129164e+00
1.000597032594980618e-01,1.200087117861834827e+02,3.649186524032365355e+02,4.949356006354697968e+00,4.969922385163437539e+00
3.749399141654789491e-01,8.036354036516966914e+01,3.445188964151234927e+02,3.676912039562406864e+00,3.667507033911129533e+00
6.051724193659800966e-01,2.298512831030019399e+01,5.058919015056174118e+01,4.910636496419648722e+00,4.939962077328020840e+00
3.110379961379349467e+00,2.045884381231042255e+02,2.564656513191861222e+02,2.134998430825404192e+00,2.095895264788985912e+00
1.124910467705826589e+00,1.350006868198385312e+01,3.048305258005342466e+01,5.098199488498671883e+00,5.072978517824290101e+00
5.957124511063594419e+00,2.210664651690224503e+01,9.231849602080148998e+02,2.266832091936139992e+00,2.248729192928631715e+00
4.021751383949285219e-01,3.306262384362479878e+01,2.981062111212994523e+02,4.134299422001976865e+00,4.085410087812466173e+00
1.833009064951558020e+00,1.840182314894401259e+02,8.527264885447878839e+01,2.661353631761834926e+00,2.641358379341179230e+00
1.014056788509179741e-01,6.154560761792153301e+01,1.205390106342239775e+01,8.156605218580935457e+00,8.181572658093662298e+00
7.117118349224867302e+00,9.358876926693396570e+01,5.781153856714197303e+01,2.351664358513530395e+00,2.376494939818582175e+00
2.165595548116102265e+01,8.680210631603357285e+01,3.486535430137388971e+02,1.678512383086394832e+00,1.680459552340918927e+00
2.077261457092371444e+01,1.747827647051152553e+02,6.045390610818508321e+02,1.497727969410878934e+00,1.532148008745638501e+00
2.294796915270297077e+01,2.470245855950662772e+01,1.824674139864678324e+01,2.866858618847555107e+00,2.871648423246479176e+00
3.383407890066374435e-01,1.264993065754025139e+02,3.271825579248599780e+01,4.592202174365374034e+00,4.582245935233048684e+00
4.454783676570450979e+01,1.158015803704939373e+01,2.781551897330116674e+01,2.877848600163496418e+00,2.882681215551152754e+00
3.077026533206865366e+00,2.069779455314580829e+01,3.862044452318036747e+02,2.779973585279488457e+00,2.777230653072210398e+00
3.168650124098391085e-01,3.796668980533250704e+01,8.342731251687524718e+01,4.944678133003601594e+00,4.959396802213601241e+00
1.760970916290569566e-01,2.964301685582997337e+01,4.933855581998096227e+02,4.955308063401377083e+00,4.925247050606309074e+00
1.554394402491120764e-01,1.295971499170573615e+01,3.097722689203687310e+02,6.156229258030827545e+00,6.176217556897451999e+00
5.237882280379988487e+00,2.054938096693473142e+02,1.423539348946775362e+02,2.048272905957833512e+00,2.039082371334063115e+00
4.972101779470228244e+00,1.034334243867480865e+02,1.453612771481038806e+02,2.228825556305734867e+00,2.245932016635939998e+00
1.328726951472290985e+01,3.940394831171830248e+01,6.417230477162897273e+01,2.389228862584917845e+00,2.358408058547990294e+00
5.992137907188236134e+00,2.638330230206009475e+01,5.088453292436042830e+02,2.315554000249356204e+00,2.307168827140310352e+00
2.522636956441963285e+00,1.329948142956175339e+01,1.555568488863701475e+02,3.444430655957497756e+00,3.445991920364502192e+00
2.750747570682434695e-01,1.466776145941311142e+02,1.599165363038962937e+02,3.972456504218252693e+00,3.990485556797275901e+00
9.601141761926387019e+00,2.346445752172507326e+01,1.975717365959583915e+01,3.244012773558544893e+00,3.219662152175107650e+00
1.025557278459498095e-01,2.148792008740763606e+02,1.779127721414175767e+02,4.913582637274754639e+00,4.946931522392929992e+00
6.055431506366459438e+00,2.458958520051986341e+01,8.444394355876546570e+02,2.239932996492234984e+00,2.249586265992305378e+00
2.793627263946240613e-01,2.445251649241795349e+02,1.288302019905378515e+01,5.039655260761186639e+00,5.029139752393124496e+00
2.683058705374186670e-01,1.471799798448769820e+02,1.104808516924371276e+02,4.146410432732428042e+00,4.170756473416189714e+00
2.789427521257919551e+01,9.927376134954840836e+01,3.233946958397299198e+01,2.063514979238900260e+00,2.065569199699353042e+00
3.181783854404437406e+01,2.429431794734710479e+02,2.826533268872535700e+02,1.457397484005177546e+00,1.480563423619402075e+00
8.790806648444180027e+00,4.748306283500689062e+01,1.019499936575440842e+02,2.339180981027840556e+00,2.385643937202775788e+00
4.140190949835230172e-01,3.113735237587411220e+01,4.203096009575239833e+01,5.233490464956368271e+00,5.248861032509539726e+00
1.848556588722195748e+00,1.357264492213913520e+01,2.434914162912681093e+02,3.468555707841723290e+00,3.458022118570322601e+00
8.597629424350521354e-01,1.645583862601895078e+02,1.698825324606974618e+02,2.960297785963715178e+00,2.951783637255892323e+00
2.076878773357190844e-01,1.495807885619334243e+01,3.119527543268763736e+01,7.522084886783479973e+00,7.533735973711049638e+00
4.356720189771748908e-01,1.285900857393678365e+01,4.171607635484920706e+02,4.581287950210333193e+00,4.587046058552208372e+00
1.433693271939480707e-01,6.583657053516529345e+01,1.641924208813989310e+02,5.198908870132238569e+00,5.182248270861178341e+00
4.209259220717814998e+01,1.253236501728121688e+01,5.203434277814852038e+01,2.597950800767397705e+00,2.584588610454878310e+00
4.342637832228336547e-01,1.626235801687819560e+01,1.606230887510892273e+02,4.883110174022323058e+00,4.896425814607966664e+00
1.108799640496074712e+00,2.662538662637652820e+01,1.722158083840396614e+02,3.573575927148934017e+00,3.620509894566160014e+00
4.630215383410165031e-01,2.396073593983166816e+01,3.850086350330428786e+01,5.406071487988796775e+00,5.353464140362637735e+00
5.724277351842135708e+00,1.392638738111502583e+01,2.143747805532435962e+02,2.830709166446531366e+00,2.845187489202985809e+00
3.297993325261046493e+00,4.963609605434201910e+01,2.273178524733403094e+01,3.349757174863608356e+00,3.345536231203174893e+00
1.165491241793285759e+01,3.223640690956253962e+01,1.481969862589487619e+01,3.106566313156763126e+00,3.122153607431566780e+00
1.073529772308036145e-01,3.976656198918419705e+01,2.458738069049722128e+02,5.800953173788479411e+00,5.818307601349784974e+00
3.567899670976256710e-01,8.250980754226854685e+01,1.119880269506218582e+02,4.139515931511327906e+00,4.140572693212098976e+00
4.130238870973563792e+00,2.221716156607691062e+01,4.435219473475775658e+02,2.569405288419489786e+00,2.549085817479046057e+00
3.598627131567021742e+00,1.590958167829823822e+02,3.399989144056307566e+01,2.644353091734040095e+00,2.616412053863980347e+00
1.679325699374263081e+01,1.378424553243815431e+01,1.581781939982727181e+02,2.485107185272829255e+00,2.447623611500965968e+00
1.649656685538644085e-01,3.464126100454315349e+01,2.975263815835905916e+02,5.167079824436025426e+00,5.191526736440724044e+00
1.003990135848465526e+00,9.395630505994374460e+01,7.229344632356563238e+01,3.345298310411077836e+00,3.341104263095937998e+00
1.229492005875013394e+00,7.499439924180545347e+01,7.025470838196403065e+02,2.655640769527137124e+00,2.644835270179966003e+00
2.424623294381084371e+00,9.979625200084552716e+01,5.311264581571759180e+01,2.861186870370216795e+00,2.855632482153688922e+00
8.881716801700907382e-01,2.151973268759542179e+02,4.513167054905778741e+02,2.634205471948954713e+00,2.607416117581023318e+00
9.612840363198937865e+00,3.721156438885287798e+01,9.210697640550895358e+02,1.946180169701822393e+00,1.952272461292243522e+00
1.912215199412955202e-01,4.119917356682610432e+01,1.574566597835428183e+02,5.169948819031541909e+00,5.196322848952418028e+00
1.457569381192108104e-01,2.202227669019408438e+02,8.189594686319800587e+01,4.802166523373616158e+00,4.824935735989035024e+00
7.016473783780489137e-01,2.135852868805459437e+01,3.237379470120163916e+01,5.129943933172751436e+00,5.098627951748197162e+00
1.742619295510548505e-01,1.368541080476692784e+01,9.202937973503330227e+01,6.851756529004011220e+00,6.879026766680190086e+00
1.145793507552699930e+00,9.701615338554138646e+01,1.199411767906774458e+02,3.059381559699528630e+00,3.044096821805001962e+00
3.640544945195299142e+00,1.525399073859690020e+02,9.631623152209327543e+01,2.348546072334645185e+00,2.310287027029789719e+00
1.687428172963899853e-01,2.291205847225409542e+01,8.171521654946562876e+02,4.986668536993075662e+00,4.962079092284863435e+00
1.741707866161582352e+00,1.208702062510487352e+01,1.559708501756865395e+01,5.305064778749228438e+00,5.285734496524327142e+00
3.153447819011307551e+00,8.961593472363217927e+01,1.103354618930907236e+02,2.536584403915394859e+00,2.536445447108594209e+00
3.339447342435989174e+00,1.744616892984039112e+02,6.771527734655684583e+01,2.442014617207021399e+00,2.421375107747296251e+00
1.206469124467833692e-01,1.670835800400976154e+02,2.159365970565868054e+01,6.142132040319894237e+00,6.111927131104295974e+00
1.221620070786787693e+01,1.481387661881575291e+01,3.205623931910330384e+02,2.377547457212133786e+00,2.372257576509507526e+00
8.884669179465440436e+00,3.296843141573578606e+01,2.147469291908159050e+01,3.046329345320388793e+00,3.084807424176260415e+00
6.333215436726822301e-01,5.604697178712010697e+01,1.040963081199969409e+01,5.276322041087690984e+00,5.262275023439919153e+00
1.871316205071308136e+00,1.278399235413910517e+01,5.502153752228272054e+01,4.228503561915939457e+00,4.237788632224934737e+00
9.886207473235860022e+00,2.653463986335326297e+01,3.641900714828918808e+02,2.199964015595888167e+00,2.201562952220477598e+00
1.782964432781800213e+01,3.220334066019552921e+01,1.568851580663455891e+01,2.894317914658853574e+00,2.947479268942744923e+00
4.662074203210337386e-01,2.187841755621438722e+01,9.677524296550885765e+02,3.822558955008633408e+00,3.784593791815443975e+00
1.203518322720919898e+01,4.776612715198606196e+01,9.653994414269031665e+01,2.241201776435740811e+00,2.263109409380040571e+00
1.396042614296603590e+00,5.652459188653367761e+01,8.390252284951334332e+02,2.640350469329125982e+00,2.614722769413123871e+00
3.737244974207315096e+01,7.596175720176412938e+01,7.522023859744579966e+01,1.860072456124285178e+00,1.848224151043882379e+00
2.347913667387463832e+01,1.472568636980926726e+02,1.347529659658914056e+02,1.704406557158632207e+00,1.702472924090763895e+00
9.251419680068072582e-01,2.711220971880802466e+01,1.269942724173684567e+01,5.334285036217763398e+00,5.398006760253724501e+00
9.357873335821929039e-01,6.105545228087765253e+01,1.351101113497484789e+02,3.360216308947642894e+00,3.344956202741976359e+00
2.047653259092565570e+00,1.623267638814168379e+01,5.586908039375674662e+01,3.948610543460941091e+00,3.910832861195974175e+00
3.915177814249023669e+01,6.634336951097091628e+01,1.278838568952812693e+02,1.776856547888314486e+00,1.802803819895139048e+00
2.446803887864605342e-01,1.509099493259617297e+01,8.746263141126632945e+01,6.186437211087708832e+00,6.169652488921106404e+00
3.030177392260521074e+00,9.655747131712310249e+01,1.672542738631387493e+01,3.217010602301147770e+00,3.212151595227334067e+00
5.599534151254043302e+00,1.948305301123770406e+01,2.932144926847880839e+01,3.460146490008298770e+00,3.459665653549413467e+00
8.778231852592355722e+00,4.190528744316062415e+01,7.687976521771830107e+01,2.464938528402597750e+00,2.466878304114215492e+00
1.517542871451560693e-01,1.888400251324705152e+02,3.604589357378233672e+01,5.313864247981474165e+00,5.310461475414336441e+00
4.145090962484016650e+00,1.882033346533596685e+01,2.769041700427976593e+02,2.763245187813508252e+00,2.768600316532989325e+00
1.643337783638145311e+00,1.504204118216767050e+01,5.005618505231333870e+01,4.261815829338061690e+00,4.269563021382776213e+00
8.242823715173277499e-01,1.076244424140784588e+02,3.255802857563045194e+01,3.792022717067013993e+00,3.809101173431372889e+00
4.163387797113207967e+01,6.789451466831216919e+01,4.195122647542316230e+01,2.004193618648746789e+00,1.995648955930753532e+00
1.932722129905114772e-01,1.717675958588019682e+02,9.194695297350978080e+02,3.727984601413381505e+00,3.713009998546283441e+00
8.179709181829254661e+00,1.635052194306000573e+01,1.738271948488310059e+01,3.650376285845703173e+00,3.629105280272362233e+00
3.560924435580762326e-01,2.259625681989132886e+02,6.073100489058185047e+01,3.920701166126284054e+00,3.932555344129668118e+00
3.621592985574823587e+01,7.756394781499034252e+01,5.036235383156348462e+02,1.550059460352246399e+00,1.549133497448324182e+00
2.240443456006572021e+00,2.125171285573939315e+02,1.106126931021479542e+01,3.266070376750863424e+00,3.277134468179419891e+00
1.673707296086396790e+00,1.838980352342354507e+01,2.711412016207186682e+01,4.470589140303570019e+00,4.481353065139887626e+00
4.684881177645802697e-01,1.634441559989454618e+02,6.038899710053595982e+02,3.078015349634860343e+00,3.111732888301952382e+00
2.758383008032287531e+00,7.901835032875858644e+01,8.936463844987240179e+01,2.707823380217317943e+00,2.711973482128658741e+00
2.151780295514061336e+01,6.348171160662182189e+01,2.701004940880222307e+02,1.786919956155802902e+00,1.801967382489604086e+00
1.565033449266625409e-01,1.860400475798217883e+02,6.866025215623923259e+02,3.990393325890507992e+00,3.966341529364611596e+00
5.977692688117929976e+00,1.803705570822590971e+02,4.992879501393467194e+02,1.824844303722499950e+00,1.803238270198700866e+00
2.486256287441412915e-01,2.062898635613512397e+02,3.398346788385014747e+02,3.681788544042511102e+00,3.675553789126424054e+00
4.050032032582521757e-01,1.952827040563682885e+02,3.395953172378930418e+01,4.137839322703166012e+00,4.113504969186877247e+00
2.016147396060292252e+01,3.931005362755549726e+01,7.618151329495736945e+02,1.762803144346014816e+00,1.776595008701837841e+00
1.566963140703361845e-01,6.328108413952263334e+01,3.424745807698808449e+02,4.753540835883920401e+00,4.726879780118434127e+00
9.435344613168162198e+00,1.808154950056421342e+02,2.349487688908958916e+01,2.321687195111596047e+00,2.323054855486310188e+00
1.432662342690993462e-01,1.678995998486734109e+01,3.010761664932296071e+02,6.027252457976595146e+00,5.978090545546603352e+00
2.372695561749511128e+00,1.122252226286473586e+01,6.264378964927309568e+01,4.062851170830430902e+00,4.040755576362323964e+00
4.817584664717299958e+00,1.746395342683228691e+01,2.774650605753791055e+01,3.661429761769047886e+00,3.654649055043668771e+00
2.493128372501954293e-01,4.772653101786006147e+01,7.171766136914213519e+01,5.167864657407782225e+00,5.162683863670477713e+00
1.461738659508812965e+01,2.171728937676958893e+01,1.384745486260985672e+02,2.371563080079836183e+00,2.335730165212510645e+00
3.949130322329008069e-01,5.941606398880151119e+01,1.064835960904561851e+01,5.838797964975620758e+00,5.840971346557470412e+00
1.922439851916510012e+00,2.546402509512258305e+01,5.490841884605521273e+02,2.856115996736334761e+00,2.875613277310400395e+00
4.451555392893927765e-01,2.187461246129559811e+01,3.417583413413735229e+02,4.245020970515551717e+00,4.257985778620303918e+00
1.150523517350338487e+01,2.294656425210358464e+01,2.132780236692195075e+01,3.129871552125996104e+00,3.116699890837237863e+00
4.762367315771639520e-01,1.970226646855761388e+01,2.925436699649581129e+01,5.809326911818841310e+00,5.797580975055470098e+00
5.100619995412891683e-01,2.493289439284654065e+02,1.710292438957703212e+02,3.200596950176405997e+00,3.176870944542417252e+00
1.078610777161634615e-01,3.317058644039728676e+01,3.698275096732663059e+01,7.517127648938171092e+00,7.529723408830410136e+00
2.683086574993712858e+01,2.799907889420708074e+01,1.790495594732312554e+02,2.037528464090410996e+00,2.066361640845450154e+00
1.232188623437070751e-01,1.169581768721624115e+01,5.590589123750164617e+02,6.281881226324671275e+00,6.271362116814660936e+00
7.064141436088666737e-01,4.152201975087761809e+01,2.678311785553359528e+02,3.529136704117136425e+00,3.495180342778180904e+00
5.575103359483471799e+00,1.128147166512274140e+02,5.011175711795814181e+01,2.432911983291506264e+00,2.436912068143604060e+00
7.875704891467774083e-01,1.944270888173495493e+01,3.487227043644477931e+02,3.773847091311226531e+00,3.788002479793357136e+00
4.091111820300762147e+00,2.166006779850185637e+02,7.949258039586624136e+01,2.257308199985397668e+00,2.202865722990895669e+00
9.637173043462170519e-01,1.045610052803275920e+02,7.402991031516084774e+01,3.320080593338179842e+00,3.322847714130823249e+00
2.371164512117697498e+01,1.335505291725142172e+02,1.253725435399897137e+01,2.316435163234772610e+00,2.359722902828389479e+00
2.685839991553763406e-01,6.499179212309896059e+01,2.830040682542018544e+02,4.182647740042250817e+00,4.199060692230844438e+00
1.121215780345059809e-01,1.471689831336833549e+02,2.693340461348406620e+02,4.810414902025542006e+00,4.821424078043991202e+00
1.858178023127600165e-01,1.806943449784491307e+01,3.602337644015079832e+01,7.290909865762667863e+00,7.298952291309169560e+00
2.595606125741241943e+00,4.977877428887500599e+01,3.756603055681208616e+02,2.525243505411397305e+00,2.546481481837290506e+00
3.967486473572015448e+00,1.104707583998964360e+01,9.753639156759867319e+02,2.714965168827675246e+00,2.696141823751536215e+00
1.781060587215225155e+01,6.065651662438047254e+01,6.570974665879397207e+02,1.711599441527249077e+00,1.694692685478509153e+00
3.771952958514566490e+01,3.034040424363252342e+01,7.674985024053911502e+02,1.692278479496191590e+00,1.700429865674074392e+00
1.210900909371797507e+00,6.166619363843726376e+01,4.026796311080062196e+02,2.853878348131561715e+00,2.840171761241754300e+00
1.671585397364754755e+01,1.733083043627995323e+02,3.056489895936348233e+01,2.073003585673702354e+00,2.078177634077998270e+00
1.240340696364763184e+00,3.786973184377877288e+01,6.099228259613286127e+02,2.927365937729930589e+00,2.889114688057322855e+00
1.000903457635625493e+00,5.949811860448060941e+01,5.886345819912978641e+02,2.897219806297064437e+00,2.912378899571357316e+00
2.281066272874151535e-01,2.314783822839845300e+02,5.026151311220834117e+01,4.475803430333384014e+00,4.492742858577380538e+00
2.210392642226706172e+01,6.894751209671530034e+01,3.315732646834069897e+02,1.729892092222691691e+00,1.730765650264636912e+00
8.075016590396044691e-01,1.469148223800185065e+02,1.396738892723650949e+01,4.113056792073659373e+00,4.116345250896621621e+00
5.564163512222940255e+00,9.437061270166167049e+01,2.086963793535867140e+01,2.799341023487550650e+00,2.831754045201615444e+00
2.487792274437340634e+00,1.972449574609981582e+01,2.919643522217564424e+01,4.019042011166577666e+00,3.997380118608937494e+00
4.902691643326075877e+01,1.925404966061098264e+02,8.646034881505133285e+01,1.588564792568119444e+00,1.570301659442415065e+00
4.897206870511421339e-01,3.180511282528730987e+01,3.250790455287726388e+01,5.190574851569809134e+00,5.168698725691499796e+00
3.079486481244934293e+00,1.628635959593838436e+02,2.574415025498703358e+01,2.815038211217628650e+00,2.806543607792517658e+00
1.352675974613017473e+01,4.199136170682152169e+01,1.030066633529464326e+01,3.076085529227718940e+00,3.055862530807551547e+00
3.278852546698932668e-01,2.113700525196764701e+01,1.470809141106362894e+01,7.030420485737168157e+00,7.031161455280947159e+00
1.666178007116381110e+01,7.924943597538525353e+01,5.358490670963449531e+01,2.134047086809114369e+00,2.121032350689132873e+00
3.209839852754619027e+00,2.007623630984724628e+01,9.908047206245070981e+01,3.219446535597275005e+00,3.190463553204167635e+00
1.902807537713138986e-01,1.022913610388226431e+02,2.611921861809253187e+01,5.655373122142974829e+00,5.624369567419480020e+00
4.099738702333466733e+01,1.132130212549149562e+01,2.012339937435758941e+01,3.073869390877247199e+00,3.098102533014875704e+00
1.292930032007002739e+00,7.252853256233611035e+01,1.985238737905125816e+01,3.892096374528002833e+00,3.890718798168931958e+00
1.919141634060490320e+00,1.019136016518605459e+02,1.866357030485026200e+02,2.608507640226089386e+00,2.603960883739397936e+00
1.309906121734261397e+01,1.987848695683372213e+01,4.584064265797562143e+02,2.162820994163096699e+00,2.163352385871156969e+00
4.013535574517307936e+01,1.222605992635841332e+01,6.398283110967676066e+02,1.975183469239794931e+00,1.973536226922911974e+00
4.599399326380532727e-01,7.508663632515447262e+01,1.775405098790573390e+02,3.751707015323036298e+00,3.766829274034683817e+00
2.330808367975723550e-01,2.046629466887875424e+02,6.656007272006800690e+01,4.371470770807494688e+00,4.382715951371399576e+00
1.023307949007908491e+01,2.068103942820250154e+02,5.156375542182444605e+01,2.045251541280165508e+00,2.033457386353088037e+00
6.718988930841412355e+00,2.080475994479474977e+01,6.211201650555351250e+01,2.977329413502119326e+00,2.960858872357853500e+00
1.603782803330178197e+00,2.334835824938807605e+02,5.989935434438211104e+01,2.770399702868509006e+00,2.748665287097287191e+00
5.595921271112727524e+00,1.795659214296748729e+01,2.721568169690106060e+02,2.647180187728373824e+00,2.622157561804141945e+00
3.533722789500569661e+01,5.258615200422133285e+01,4.708824898375744397e+02,1.641955039485581302e+00,1.669997952286988108e+00
1.871942381493072105e+01,1.692432798526123605e+01,3.393631179772315249e+02,2.174881709404701713e+00,2.156550924711413408e+00
3.416708767944054870e+00,1.272209788642837509e+02,2.228489498609931374e+01,2.905824704084770449e+00,2.865443788213937637e+00
2.833716469385104020e+01,2.007008917849503007e+02,6.534916493989368291e+01,1.736829783782189773e+00,1.719960094545039064e+00
2.910185543892364990e+01,2.869519301250628018e+01,1.702168297739277136e+02,2.020034616479877698e+00,2.004267382593643898e+00
1.205940539867886407e+01,2.227501543202519372e+02,2.454115839906591390e+01,2.171273329620466264e+00,2.177870361903662122e+00
2.089259871190066176e-01,8.597750140237054950e+01,1.013720706517437797e+01,6.524697731703787973e+00,6.506978079988080310e+00
3.281221345260440625e+00,1.119049274269277419e+02,6.644525912430295023e+01,2.589916165726854125e+00,2.600611227067587627e+00
4.355069770013686892e+00,1.267723150500990101e+02,3.306227890364917243e+01,2.637424618811283761e+00,2.645195158303314642e+00
2.362099646425535582e+01,2.198871719207383819e+02,7.579144642772018869e+02,1.418579578587103152e+00,1.443916168947802170e+00
2.473369573260108201e+00,8.645882752085167056e+01,9.088379629746329158e+01,2.727787993055128979e+00,2.771127854636599608e+00
4.501543277758977446e+00,8.881677049610645724e+01,1.705288304632257734e+01,3.017974696806209778e+00,3.074952779308828266e+00
8.515416550065454615e+00,2.332786767302389919e+01,5.197859424744840453e+02,2.224672732476074888e+00,2.251689425333730288e+00
1.684093136397816770e-01,1.955822734374019944e+02,1.704901260097837579e+01,5.682598290283134013e+00,5.659404283857601747e+00
1.419279451564627037e-01,1.204991933413866434e+02,3.324933734704867305e+01,5.790240192857197599e+00,5.782156204997167315e+00
1.207932932210763477e-01,2.126314246987324736e+02,8.713570364391874534e+01,5.040811785691156288e+00,5.045764708551382149e+00
1.942431494981995410e-01,7.831375902870256311e+01,2.655752215215419199e+01,5.834952799092284259e+00,5.876315349172210212e+00
