t,E,EI,P,dP_dt
5.277055411082216807e+01,1.394286041105099738e-01,3.605713958894900539e-01,7.868571295012998235e+01,4.647620137016999498e-01
5.281056211242248821e+01,1.388718925750680733e-01,3.611281074249318990e-01,7.870427000131138584e+01,4.629063085835602442e-01
5.285057011402280835e+01,1.383174038882390988e-01,3.616825961117609012e-01,7.872275295753901503e+01,4.610580129607969591e-01
5.289057811562312850e+01,1.377651291713631598e-01,3.622348708286368679e-01,7.874116211476821547e+01,4.592170972378771809e-01
5.293058611722344864e+01,1.372150595812340612e-01,3.627849404187659110e-01,7.875949776777251543e+01,4.573835319374469077e-01
5.297059411882376878e+01,1.366671863100993312e-01,3.633328136899006688e-01,7.877776021014366847e+01,4.555572877003311039e-01
5.301060212042408892e+01,1.361215005856601656e-01,3.638784994143398621e-01,7.879594973429163929e+01,4.537383352855338670e-01
5.305061012202440907e+01,1.355779936710714006e-01,3.644220063289285716e-01,7.881406663144460367e+01,4.519266455702379837e-01
5.309061812362472921e+01,1.350366568649416787e-01,3.649633431350582935e-01,7.883211119164893432e+01,4.501221895498055958e-01
5.313062612522504935e+01,1.344974815013332270e-01,3.655025184986667730e-01,7.885008370376921505e+01,4.483249383377774233e-01
5.317063412682536949e+01,1.339604589497619958e-01,3.660395410502380042e-01,7.886798445548825498e+01,4.465348631658733192e-01
5.321064212842568963e+01,1.334255806151976864e-01,3.665744193848023413e-01,7.888581373330706015e+01,4.447519353839923251e-01
5.325065013002600978e+01,1.328928379284634864e-01,3.671071620715365413e-01,7.890357182286486193e+01,4.429761264282116029e-01
5.329065813162632992e+01,1.323622223479079818e-01,3.676377776520919904e-01,7.892125900888338208e+01,4.412074078263599763e-01
5.333066613322665006e+01,1.318337253913666463e-01,3.681662746086333815e-01,7.893887557410141653e+01,4.394457513045554875e-01
5.337067413482697020e+01,1.313073386096967055e-01,3.686926613903033223e-01,7.895642180015708789e+01,4.376911286989890182e-01
5.341068213642729035e+01,1.307830535857262833e-01,3.692169464142737167e-01,7.897389796762276148e+01,4.359435119524209812e-01
5.345069013802761049e+01,1.302608619342542629e-01,3.697391380657457649e-01,7.899130435600517330e+01,4.342028731141808207e-01
5.349069813962793063e+01,1.297407553020503146e-01,3.702592446979496854e-01,7.900864124374530206e+01,4.324691843401676783e-01
5.353070614122825077e+01,1.292227253678549515e-01,3.707772746321450485e-01,7.902590890821848291e+01,4.307424178928498937e-01
5.357071414282857091e+01,1.287067638423794180e-01,3.712932361576206097e-01,7.904310762573432214e+01,4.290225461412647268e-01
5.361072214442889106e+01,1.281928624683058016e-01,3.718071375316941984e-01,7.906023767153678250e+01,4.273095415610193570e-01
5.365073014602921120e+01,1.276810130202869209e-01,3.723189869797130513e-01,7.907729931980408367e+01,4.256033767342897178e-01
5.369073814762953134e+01,1.271712073049464931e-01,3.728287926950534792e-01,7.909429284364875912e+01,4.239040243498216620e-01
5.373074614922985148e+01,1.266634371608789666e-01,3.733365628391210334e-01,7.911121851511768455e+01,4.222114572029298518e-01
5.377075415083017162e+01,1.261576944586495219e-01,3.738423055413504503e-01,7.912807660519199260e+01,4.205256481954984249e-01
5.381076215243049177e+01,1.256539711007942928e-01,3.743460288992057072e-01,7.914486738378717234e+01,4.188465703359809944e-01
5.385077015403081191e+01,1.251522590218200337e-01,3.748477409781799663e-01,7.916159111975296980e+01,4.171741967394000938e-01
5.389077815563113205e+01,1.246525501882044390e-01,3.753474498117955749e-01,7.917824808087350164e+01,4.155085006273481207e-01
5.393078615723145219e+01,1.241548365983959068e-01,3.758451634016041210e-01,7.919483853386711303e+01,4.138494553279863930e-01
5.397079415883177234e+01,1.236591102828136779e-01,3.763408897171863221e-01,7.921136274438651981e+01,4.121970342760455930e-01
5.401080216043208537e+01,1.231653633038478357e-01,3.768346366961521920e-01,7.922782097701870896e+01,4.105512110128261560e-01
5.405081016203240551e+01,1.226735877558590287e-01,3.773264122441409851e-01,7.924421349528500969e+01,4.089119591861967717e-01
5.409081816363272566e+01,1.221837757651789563e-01,3.778162242348210298e-01,7.926054056164100814e+01,4.072792525505964933e-01
5.413082616523304580e+01,1.216959194901100078e-01,3.783040805098900061e-01,7.927680243747664690e+01,4.056530649670333499e-01
5.417083416683336594e+01,1.212100111209254011e-01,3.787899888790746128e-01,7.929299938311612550e+01,4.040333704030846795e-01
5.421084216843368608e+01,1.207260428798691138e-01,3.792739571201309001e-01,7.930913165781799989e+01,4.024201429328970181e-01
5.425085017003400623e+01,1.202440070211559381e-01,3.797559929788440480e-01,7.932519951977511141e+01,4.008133567371864325e-01
5.429085817163432637e+01,1.197638958197532466e-01,3.802361041802467256e-01,7.934120322648853119e+01,3.992129860658441554e-01
5.433086617323464651e+01,1.192857015804462822e-01,3.807142984195536761e-01,7.935714303446542317e+01,3.976190052681543019e-01
5.437087417483496665e+01,1.188094166596360690e-01,3.811905833403639310e-01,7.937301919849244314e+01,3.960313888654535819e-01
5.441088217643528679e+01,1.183350334428381195e-01,3.816649665571618666e-01,7.938883197238570233e+01,3.944501114761270744e-01
5.445089017803560694e+01,1.178625443443825915e-01,3.821374556556173530e-01,7.940458160900088558e+01,3.928751478146086384e-01
5.449089817963592708e+01,1.173919418074142323e-01,3.826080581925857538e-01,7.942026836023316605e+01,3.913064726913807467e-01
5.453090618123624722e+01,1.169232183038923650e-01,3.830767816961075933e-01,7.943589247701721945e+01,3.897440610129745409e-01
5.457091418283656736e+01,1.164563663345909716e-01,3.835436336654090006e-01,7.945145420932726665e+01,3.881878877819698870e-01
5.461092218443688751e+01,1.159913784290985822e-01,3.840086215709013762e-01,7.946695380617701687e+01,3.866379280969952648e-01
5.465093018603720765e+01,1.155282471458183718e-01,3.844717528541816143e-01,7.948239151561969607e+01,3.850941571527278784e-01
5.469093818763752779e+01,1.150669650719680914e-01,3.849330349280318808e-01,7.949776758474803273e+01,3.835565502398936011e-01
5.473094618923784793e+01,1.146075248235801092e-01,3.853924751764198908e-01,7.951308225969430055e+01,3.820250827452670306e-01
5.477095419083816807e+01,1.141499190455013829e-01,3.858500809544985755e-01,7.952833578563026151e+01,3.804997301516712671e-01
5.481096219243848822e+01,1.136941404113935017e-01,3.863058595886064706e-01,7.954352840676719438e+01,3.789804680379783575e-01
5.485097019403880836e+01,1.132401816237326303e-01,3.867598183762673281e-01,7.955866036635588046e+01,3.774672720791087954e-01
5.489097819563912850e+01,1.127880354138095648e-01,3.872119645861903936e-01,7.957373190668666041e+01,3.759601180460318548e-01
5.493098619723944864e+01,1.123376945417296491e-01,3.876623054582702954e-01,7.958874326908932062e+01,3.744589818057654784e-01
5.497099419883976879e+01,1.118891517964129140e-01,3.881108482035870444e-01,7.960369469393320685e+01,3.729638393213763892e-01
5.501100220044008893e+01,1.114423999955939243e-01,3.885576000044060341e-01,7.961858642062716740e+01,3.714746666519797014e-01
5.505101020204040907e+01,1.109974319858218900e-01,3.890025680141780962e-01,7.963341868761958153e+01,3.699914399527396425e-01
5.509101820364072921e+01,1.105542406424605828e-01,3.894457593575393894e-01,7.964819173239828842e+01,3.685141354748685538e-01
5.513102620524104935e+01,1.101128188696884336e-01,3.898871811303115664e-01,7.966290579149068662e+01,3.670427295656281119e-01
5.517103420684136950e+01,1.096731596004984211e-01,3.903268403995015512e-01,7.967756110046369145e+01,3.655771986683280517e-01
5.521104220844168964e+01,1.092352557966981552e-01,3.907647442033018170e-01,7.969215789392370652e+01,3.641175193223271656e-01
5.525105021004200978e+01,1.087991004489098634e-01,3.912008995510901088e-01,7.970669640551663804e+01,3.626636681630328596e-01
5.529105821164232992e+01,1.083646865765703626e-01,3.916353134234296096e-01,7.972117686792796576e+01,3.612156219219012088e-01
5.533106621324265006e+01,1.079320072181907675e-01,3.920679927818092048e-01,7.973559951320727635e+01,3.597733573939692064e-01
5.537107421484297021e+01,1.075010554380838312e-01,3.924989445619161410e-01,7.974996457254417237e+01,3.583368514602794375e-01
5.541108221644329035e+01,1.070718243478170351e-01,3.929281756521829094e-01,7.976427227555306843e+01,3.569060811593900984e-01
5.545109021804361049e+01,1.066443070852867714e-01,3.933556929147131731e-01,7.977852285097074514e+01,3.554810236176225713e-01
5.549109821964393063e+01,1.062184968143474462e-01,3.937815031856525261e-01,7.979271652666872683e+01,3.540616560478248021e-01
5.553110622124425078e+01,1.057943867248114372e-01,3.942056132751885489e-01,7.980685352965325308e+01,3.526479557493714667e-01
5.557111422284457092e+01,1.053719700324491776e-01,3.946280299675508085e-01,7.982093408606533558e+01,3.512399001081639716e-01
5.561112222444489106e+01,1.049512399789890443e-01,3.950487600210109140e-01,7.983495842118067287e+01,3.498374665966301200e-01
5.565113022604521120e+01,1.045321898321174836e-01,3.954678101678825164e-01,7.984892675940972140e+01,3.484406327737249454e-01
5.569113822764553134e+01,1.041148128854788718e-01,3.958851871145210866e-01,7.986283932429768129e+01,3.470493762849296004e-01
5.573114622924585149e+01,1.036991024586756543e-01,3.963008975413243040e-01,7.987669633852445372e+01,3.456636748622521904e-01
5.577115423084617163e+01,1.032850518972682208e-01,3.967149481027317237e-01,7.989049802390469779e+01,3.442835063242274396e-01
5.581116223244649177e+01,1.028726545727750158e-01,3.971273454272249426e-01,7.990424460138780205e+01,3.429088485759166915e-01
5.585117023404681191e+01,1.024619038826724560e-01,3.975380961173274885e-01,7.991793629105788455e+01,3.415396796089081866e-01
5.589117823564713206e+01,1.020527932503949714e-01,3.979472067496049870e-01,7.993157331213380701e+01,3.401759775013165621e-01
5.593118623724745220e+01,1.016453161253349780e-01,3.983546838746649943e-01,7.994515588296914643e+01,3.388177204177832413e-01
5.597119423884777234e+01,1.012394659828429189e-01,3.987605340171570534e-01,7.995868422105220930e+01,3.374648866094763777e-01
5.601120224044809248e+01,1.008352363242272370e-01,3.991647636757727491e-01,7.997215854300605997e+01,3.361174544140907994e-01
5.605121024204841262e+01,1.004326206767543472e-01,3.995673793232455973e-01,7.998557906458849232e+01,3.347754022558478426e-01
5.609121824364873277e+01,1.000316125936487194e-01,3.999683874063512667e-01,7.999894600069201545e+01,3.334387086454957405e-01
5.613122624524905291e+01,9.963220565409276752e-02,4.003677943459071908e-01,8.001225956534388217e+01,3.321073521803091788e-01
5.617123424684937305e+01,9.923439346322696086e-02,4.007656065367730114e-01,8.002551997170607478e+01,3.307813115440899066e-01
5.621124224844969319e+01,9.883816965214972661e-02,4.011618303478502456e-01,8.003872743207531926e+01,3.294605655071657924e-01
5.625125025005001334e+01,9.844352787791754711e-02,4.015564721220824529e-01,8.005188215788305683e+01,3.281450929263918237e-01
5.629125825165033348e+01,9.805046182354484885e-02,4.019495381764551234e-01,8.006498435969547245e+01,3.268348727451494962e-01
5.633126625325065362e+01,9.765896519800409958e-02,4.023410348019959004e-01,8.007803424721350893e+01,3.255298839933469801e-01
5.637127425485097376e+01,9.726903172982420687e-02,4.027309682701757376e-01,8.009103202948617195e+01,3.242301057660806896e-01
5.641128225645129390e+01,9.688065516572058611e-02,4.031193448342793584e-01,8.010397791495628894e+01,3.229355172190686019e-01
5.645129025805161405e+01,9.649382929722918889e-02,4.035061707027707834e-01,8.011687211057267177e+01,3.216460976574306296e-01
5.649129825965193419e+01,9.610854794042741900e-02,4.038914520595725532e-01,8.012971482246607025e+01,3.203618264680914152e-01
5.653130626125225433e+01,9.572480493476766272e-02,4.042751950652322956e-01,8.014250625598805300e+01,3.190826831158922183e-01
5.657131426285257447e+01,9.534259414307737213e-02,4.046574058569226140e-01,8.015524661571106435e+01,3.178086471435912497e-01
5.661132226445289461e+01,9.496190945155895402e-02,4.050380905484410321e-01,8.016793610542835324e+01,3.165396981718631708e-01
5.665133026605321476e+01,9.458274476978986711e-02,4.054172552302101051e-01,8.018057492815398746e+01,3.152758158992995385e-01
5.669133826765353490e+01,9.420509403072259424e-02,4.057949059692773641e-01,8.019316328612289624e+01,3.140169801024086382e-01
5.673134626925385504e+01,9.382895119068460077e-02,4.061710488093153715e-01,8.020570138079082767e+01,3.127631706356153174e-01
5.677135427085417518e+01,9.345431022937837617e-02,4.065456897706216099e-01,8.021818941283436288e+01,3.115143674312612632e-01
5.681136227245449533e+01,9.308116514988143408e-02,4.069188348501185382e-01,8.023062758215093027e+01,3.102705504996047803e-01
5.685137027405481547e+01,9.270950997864629839e-02,4.072904900213536461e-01,8.024301608785876283e+01,3.090316999288209576e-01
5.689137827565513561e+01,9.233933876550053099e-02,4.076606612344994551e-01,8.025535512829695506e+01,3.077977958850017792e-01
5.693138627725545575e+01,9.197064558364664855e-02,4.080293544163532959e-01,8.026764490102542027e+01,3.065688186121555137e-01
5.697139427885577589e+01,9.160342452966224736e-02,4.083965754703376971e-01,8.027988560282490482e+01,3.053447484322074912e-01
5.701140228045609604e+01,9.123766972349989235e-02,4.087623302765000521e-01,8.029207742969698813e+01,3.041255657449996597e-01
5.705141028205641618e+01,9.087337530848718647e-02,4.091266246915127858e-01,8.030422057686406845e+01,3.029112510282906401e-01
5.709141828365673632e+01,9.051053545132675682e-02,4.094894645486731877e-01,8.031631523876941969e+01,3.017017848377558931e-01
5.713142628525705646e+01,9.014914434209619909e-02,4.098508556579037454e-01,8.032836160907710621e+01,3.004971478069873303e-01
5.717143428685737661e+01,8.978919619424818865e-02,4.102108038057517558e-01,8.034035988067203959e+01,2.992973206474939252e-01
5.721144228845769675e+01,8.943068524461036950e-02,4.105693147553896027e-01,8.035231024565996449e+01,2.981022841487012687e-01
5.725145029005801689e+01,8.907360575338540976e-02,4.109263942466145347e-01,8.036421289536745860e+01,2.969120191779513473e-01
5.729145829165833703e+01,8.871795200415100169e-02,4.112820479958489428e-01,8.037606802034194686e+01,2.957265066805033205e-01
5.733146629325865717e+01,8.836371830385983395e-02,4.116362816961401383e-01,8.038787581035164465e+01,2.945457276795327983e-01
5.737147429485897732e+01,8.801089898283963320e-02,4.119891010171602974e-01,8.039963645438565720e+01,2.933696632761321199e-01
5.741148229645929746e+01,8.765948839206456900e-02,4.123405116079353894e-01,8.041135014074481546e+01,2.921982946402152392e-01
5.745149029805961760e+01,8.730948089353612884e-02,4.126905191064638156e-01,8.042301705736244344e+01,2.910316029784537073e-01
5.749149829965993774e+01,8.696087089004050918e-02,4.130391291099594353e-01,8.043463739081228425e+01,2.898695696334683825e-01
5.753150630126025789e+01,8.661365280893312812e-02,4.133863471910668164e-01,8.044621132684920894e+01,2.887121760297770567e-01
5.757151430286057803e+01,8.626782109861055869e-02,4.137321789013894136e-01,8.045773905052662656e+01,2.875594036620351956e-01
5.761152230446089817e+01,8.592337022851052886e-02,4.140766297714894018e-01,8.046922074619662624e+01,2.864112340950351054e-01
5.765153030606121831e+01,8.558029468911189375e-02,4.144197053108880646e-01,8.048065659750990619e+01,2.852676489637063217e-01
5.769153830766153845e+01,8.523858899193470506e-02,4.147614110080652394e-01,8.049204678741581631e+01,2.841286299731156650e-01
5.773154630926185149e+01,8.489824766954018331e-02,4.151017523304597612e-01,8.050339149816230133e+01,2.829941588984672962e-01
5.777155431086217163e+01,8.455926527553053740e-02,4.154407347244694071e-01,8.051469091129595768e+01,2.818642175851017728e-01
5.781156231246249178e+01,8.422163638454928380e-02,4.157783636154506746e-01,8.052594520766200503e+01,2.807387879484976589e-01
5.785157031406281192e+01,8.388535559228108007e-02,4.161146444077188922e-01,8.053715456740427214e+01,2.796178519742703039e-01
5.789157831566313206e+01,8.355041751545166928e-02,4.164495824845482752e-01,8.054831916996525365e+01,2.785013917181722309e-01
5.793158631726345220e+01,8.321681679182800495e-02,4.167831832081719257e-01,8.055943919408603904e+01,2.773893893060933591e-01
5.797159431886377234e+01,8.288454808021814002e-02,4.171154519197817767e-01,8.057051481780636948e+01,2.762818269340604482e-01
5.801160232046409249e+01,8.255360606047131011e-02,4.174463939395286483e-01,8.058154621846459520e+01,2.751786868682377096e-01
5.805161032206441263e+01,8.222398543347789190e-02,4.177760145665220803e-01,8.059253357269771811e+01,2.740799514449263619e-01
5.809161832366473277e+01,8.189568092116940312e-02,4.181043190788305552e-01,8.060347705644133498e+01,2.729856030705647418e-01
5.813162632526505291e+01,8.156868726651853030e-02,4.184313127334814419e-01,8.061437684492969424e+01,2.718956242217284158e-01
5.817163432686537305e+01,8.124299923353908714e-02,4.187570007664608296e-01,8.062523311269566761e+01,2.708099974451302905e-01
5.821164232846569320e+01,8.091861160728605618e-02,4.190813883927138606e-01,8.063604603357077849e+01,2.697287053576201687e-01
5.825165033006601334e+01,8.059551919385557484e-02,4.194044808061443419e-01,8.064681578068511669e+01,2.686517306461851939e-01
5.829165833166633348e+01,8.027371682038490774e-02,4.197262831796150229e-01,8.065754252646748057e+01,2.675790560679496832e-01
5.833166633326665362e+01,7.995319933505247445e-02,4.200468006649474839e-01,8.066822644264522069e+01,2.665106644501749056e-01
5.837167433486697377e+01,7.963396160707786331e-02,4.203660383929220812e-01,8.067886770024438192e+01,2.654465386902595259e-01
5.841168233646729391e+01,7.931599852672180373e-02,4.206840014732781130e-01,8.068946646958957558e+01,2.643866617557393273e-01
5.845169033806761405e+01,7.899930500500408626e-02,4.210006949949958166e-01,8.070002292031351487e+01,2.633310166833469634e-01
5.849169833966793419e+01,7.868387596173023746e-02,4.213161240382696793e-01,8.071053722175597045e+01,2.622795865391007730e-01
5.853170634126825433e+01,7.836970634755595355e-02,4.216302936524439771e-01,8.072100954222844393e+01,2.612323544918532248e-01
5.857171434286857448e+01,7.805679114079916436e-02,4.219432088592007246e-01,8.073144004912033722e+01,2.601893038026638627e-01
5.861172234446889462e+01,7.774512533871140441e-02,4.222548746612885262e-01,8.074182890918993394e+01,2.591504177957046906e-01
5.865173034606921476e+01,7.743470395747775736e-02,4.225652960425221316e-01,8.075217628856438523e+01,2.581156798582592282e-01
5.869173834766953490e+01,7.712552203221693936e-02,4.228744779677829913e-01,8.076248235273975240e+01,2.570850734407231220e-01
5.873174634926985505e+01,7.681757461698121570e-02,4.231824253830187010e-01,8.077274726658093584e+01,2.560585820566040893e-01
5.877175435087017519e+01,7.651085678475645635e-02,4.234891432152434465e-01,8.078297119432176032e+01,2.550361892825215304e-01
5.881176235247049533e+01,7.620536362746214987e-02,4.237946363725377807e-01,8.079315429956490391e+01,2.540178787582071385e-01
5.885177035407081547e+01,7.590109025595132008e-02,4.240989097440486244e-01,8.080329674528194062e+01,2.530036341865044003e-01
5.889177835567113561e+01,7.559803180001060940e-02,4.244019681999893212e-01,8.081339869381329777e+01,2.519934393333686518e-01
5.893178635727145576e+01,7.529618340836026491e-02,4.247038165916396379e-01,8.082346030686829863e+01,2.509872780278675219e-01
5.897179435887177590e+01,7.499554024865406898e-02,4.250044597513458200e-01,8.083348174552517662e+01,2.499851341621802114e-01
5.901180236047209604e+01,7.469609750747946419e-02,4.253039024925204803e-01,8.084346317023099004e+01,2.489869916915982140e-01
5.905181036207241618e+01,7.439785039035741454e-02,4.256021496096424883e-01,8.085340474080173578e+01,2.479928346345247336e-01
5.909181836367273633e+01,7.410079412174253033e-02,4.258992058782574142e-01,8.086330661642222140e+01,2.470026470724751289e-01
5.913182636527305647e+01,7.380492394502295717e-02,4.261950760549769734e-01,8.087316895564620722e+01,2.460164131500765516e-01
5.917183436687337661e+01,7.351023512252047309e-02,4.264897648774794714e-01,8.088299191639629271e+01,2.450341170750682251e-01
5.921184236847369675e+01,7.321672293549040533e-02,4.267832770645095253e-01,8.089277565596395903e+01,2.440557431183013604e-01
5.925185037007401689e+01,7.292438268412172742e-02,4.270756173158781754e-01,8.090252033100958329e+01,2.430812756137390729e-01
5.929185837167433704e+01,7.263320968753693430e-02,4.273667903124629963e-01,8.091222609756241013e+01,2.421106989584564384e-01
5.933186637327465718e+01,7.234319928379215336e-02,4.276568007162077634e-01,8.092189311102058014e+01,2.411439976126405205e-01
5.937187437487497732e+01,7.205434682987708894e-02,4.279456531701228417e-01,8.093152152615107298e+01,2.401811560995903150e-01
5.941188237647529746e+01,7.176664770171503616e-02,4.282333522982848528e-01,8.094111149708980690e+01,2.392221590057168057e-01
5.945189037807561760e+01,7.148009729416288094e-02,4.285199027058370080e-01,8.095066317734155348e+01,2.382669909805429642e-01
5.949189837967593775e+01,7.119469102101108615e-02,4.288053089789888306e-01,8.096017671977993757e+01,2.373156367367036113e-01
5.953190638127625789e+01,7.091042430967141319e-02,4.290895756903285174e-01,8.096965227682460409e+01,2.363680810322380532e-01
5.957191438287657803e+01,7.062729260164402056e-02,4.293727073983558684e-01,8.097909000042551497e+01,2.354243086721467260e-01
5.961192238447689817e+01,7.034529137118304687e-02,4.296547086288168282e-01,8.098849004144088326e+01,2.344843045706101192e-01
5.965193038607721832e+01,7.006441611022891369e-02,4.299355838897709892e-01,8.099785255013935625e+01,2.335480537007630641e-01
5.969193838767753846e+01,6.978466232775323852e-02,4.302153376722466782e-01,8.100717767622187182e+01,2.326155410925107858e-01
5.973194638927785860e+01,6.950602554975893188e-02,4.304939744502409571e-01,8.101646556882168682e+01,2.316867518325297637e-01
5.977195439087817874e+01,6.922850131928011408e-02,4.307714986807197888e-01,8.102571637650430603e+01,2.307616710642670377e-01
5.981196239247849888e+01,6.895208519638218458e-02,4.310479148036177044e-01,8.103493024726758165e+01,2.298402839879406245e-01
5.985197039407881903e+01,6.867677275816172489e-02,4.313232272418381918e-01,8.104410732854158539e+01,2.289225758605390737e-01
5.989197839567913917e+01,6.840255959874662339e-02,4.315974404012532517e-01,8.105324776718876478e+01,2.280085319958220780e-01
5.993198639727945931e+01,6.812944132929597829e-02,4.318705586707038968e-01,8.106235170950378688e+01,2.270981377643199461e-01
5.997199439887977945e+01,6.785741357800012530e-02,4.321425864219997637e-01,8.107141930121363771e+01,2.261913785933337417e-01
6.001200240048009960e+01,6.758647199008066542e-02,4.324135280099192236e-01,8.108045068747762230e+01,2.252882399669355606e-01
6.005201040208041974e+01,6.731661222779039555e-02,4.326833877722094934e-01,8.108944601288730780e+01,2.243887074259680037e-01
6.009201840368073988e+01,6.704782997041341952e-02,4.329521700295864695e-01,8.109840542146653775e+01,2.234927665680447317e-01
6.013202640528106002e+01,6.678012091426505092e-02,4.332198790857348381e-01,8.110732905667147463e+01,2.226004030475501883e-01
6.017203440688138016e+01,6.651348077269181314e-02,4.334865192273080758e-01,8.111621706139058574e+01,2.217116025756394049e-01
6.021204240848170031e+01,6.624790527607153645e-02,4.337520947239283942e-01,8.112506957794460050e+01,2.208263509202384456e-01
6.025205041008202045e+01,6.598339017181323318e-02,4.340166098281866836e-01,8.113388674808653889e+01,2.199446339060441014e-01
6.029205841168234059e+01,6.571993122435720869e-02,4.342800687756426803e-01,8.114266871300173989e+01,2.190664374145240290e-01
6.033206641328266073e+01,6.545752421517497810e-02,4.345424757848249109e-01,8.115141561330781883e+01,2.181917473839165567e-01
6.037207441488298088e+01,6.519616494276930796e-02,4.348038350572305810e-01,8.116012758905466740e+01,2.173205498092309895e-01
6.041208241648330102e+01,6.493584922267420234e-02,4.350641507773256866e-01,8.116880477972451047e+01,2.164528307422473041e-01
6.045209041808362116e+01,6.467657288745493060e-02,4.353234271125449584e-01,8.117744732423182086e+01,2.155885762915164539e-01
6.049209841968394130e+01,6.441833178670795801e-02,4.355816682132919726e-01,8.118605536092339037e+01,2.147277726223598415e-01
6.053210642128426144e+01,6.416112178706104285e-02,4.358388782129388739e-01,8.119462902757828715e+01,2.138704059568701243e-01
6.057211442288458159e+01,6.390493877158481828e-02,4.360950612284150707e-01,8.120316846142749512e+01,2.130164625719494220e-01
6.061212242448490173e+01,6.364977862992597657e-02,4.363502213700739540e-01,8.121167379948278153e+01,2.121659287664199312e-01
6.065213042608522187e+01,6.339563727898520074e-02,4.366043627210147160e-01,8.122014517784747056e+01,2.113187909299506784e-01
6.069213842768554201e+01,6.314251065656854844e-02,4.368574893434313822e-01,8.122858273192802869e+01,2.104750355218951430e-01
6.073214642928586215e+01,6.289039471579675744e-02,4.371096052842031177e-01,8.123698659662042587e+01,2.096346490526558581e-01
6.077215443088618230e+01,6.263928542510537045e-02,4.373607145748945046e-01,8.124535690631013551e+01,2.087976180836845774e-01
6.081216243248650244e+01,6.238917876824463804e-02,4.376108212317552648e-01,8.125369379487216293e+01,2.079639292274821083e-01
6.085217043408682258e+01,6.214007074427954636e-02,4.378599292557203704e-01,8.126199739567100266e+01,2.071335691475985064e-01
6.089217843568714272e+01,6.189195736758983102e-02,4.381080426324100441e-01,8.127026784156065276e+01,2.063065245586327701e-01
6.093218643728746287e+01,6.164483466786997712e-02,4.383551653321299257e-01,8.127850526488465732e+01,2.054827822262332571e-01
6.097219443888778301e+01,6.139869869012920534e-02,4.386013013098706836e-01,8.128670979747600711e+01,2.046623289670973511e-01
6.101220244048810315e+01,6.115354549469147194e-02,4.388464545053084587e-01,8.129488157065726739e+01,2.038451516489715731e-01
6.105221044208842329e+01,6.090937115719548267e-02,4.390906288428044202e-01,8.130302071524046426e+01,2.030312371906516089e-01
6.109221844368874343e+01,6.066617176859467886e-02,4.393338282314052101e-01,8.131112736152715570e+01,2.022205725619822536e-01
6.113222644528906358e+01,6.042394343515723742e-02,4.395760565648426654e-01,8.131920163930840317e+01,2.014131447838574673e-01
6.117223444688938372e+01,6.018268227846609864e-02,4.398173177215338181e-01,8.132724367786478581e+01,2.006089409282203473e-01
6.121224244848970386e+01,5.994238443541892447e-02,4.400576155645810061e-01,8.133525360596635778e+01,1.998079481180630723e-01
6.125225045009002400e+01,5.970304605822811944e-02,4.402969539417717626e-01,8.134323155187271936e+01,1.990101535274270694e-01
6.129225845169034415e+01,5.946466331442083753e-02,4.405353366855790931e-01,8.135117764333296009e+01,1.982155443814027640e-01
6.133226645329066429e+01,5.922723238683896135e-02,4.407727676131609207e-01,8.135909200758568716e+01,1.974241079561298851e-01
6.137227445489098443e+01,5.899074947363913690e-02,4.410092505263607521e-01,8.136697477135901124e+01,1.966358315787971323e-01
6.141228245649130457e+01,5.875521078829272492e-02,4.412447892117071779e-01,8.137482606087056070e+01,1.958507026276424257e-01
6.145229045809162471e+01,5.852061255958584257e-02,4.414793874404140395e-01,8.138264600182745312e+01,1.950687085319527947e-01
6.149229845969193775e+01,5.828695103161939117e-02,4.417130489683805394e-01,8.139043471942633801e+01,1.942898367720646557e-01
6.153230646129225789e+01,5.805422246380888274e-02,4.419457775361910201e-01,8.139819233835335410e+01,1.935140748793629517e-01
6.157231446289257804e+01,5.782242313088468977e-02,4.421775768691151853e-01,8.140591898278415783e+01,1.927414104362822900e-01
6.161232246449289818e+01,5.759154932289190648e-02,4.424084506771079894e-01,8.141361477638392330e+01,1.919718310763063596e-01
6.165233046609321832e+01,5.736159734163280566e-02,4.426384026583670694e-01,8.142127984242588923e+01,1.912053244721093337e-01
6.169233846769353846e+01,5.713256349863046063e-02,4.428674365013694492e-01,8.142891430385930107e+01,1.904418783287682160e-01
6.173234646929385860e+01,5.690444413262021189e-02,4.430955558673796979e-01,8.143651828272631121e+01,1.896814804420673684e-01
6.177235447089417875e+01,5.667723559703506664e-02,4.433227644029648085e-01,8.144409190057913861e+01,1.889241186567835462e-01
6.181236247249449889e+01,5.645093425907442286e-02,4.435490657409254522e-01,8.145163527851116214e+01,1.881697808635813818e-01
6.185237047409481903e+01,5.622553649970404160e-02,4.437744635002958682e-01,8.145914853715684956e+01,1.874184549990134951e-01
6.189237847569513917e+01,5.600103871365606778e-02,4.439989612863438073e-01,8.146663179669177168e+01,1.866701290455202444e-01
6.193238647729545931e+01,5.577743730942903017e-02,4.442225626905708658e-01,8.147408517683267348e+01,1.859247910314301144e-01
6.197239447889577946e+01,5.555472870928780671e-02,4.444452712907120961e-01,8.148150879683738879e+01,1.851824290309593557e-01
6.201240248049609960e+01,5.533290934926367310e-02,4.446670906507362298e-01,8.148890277550485450e+01,1.844430311642122344e-01
6.205241048209641974e+01,5.511197567915428197e-02,4.448880243208456209e-01,8.149626723117516747e+01,1.837065855971809492e-01
