R,A_rel,habitat_quality_rel,C_R
2.039159159945014110e+01,1.006885268009927614e+00,6.236502787462436803e-01,1.193710172559425246e+03
2.463218969134169001e+01,9.896846782770882811e-01,6.845119843240472512e-01,1.727162427107532267e+03
5.221702607371855009e+01,1.963167039533227687e+00,6.443334865796190858e-01,1.309697696761155748e+04
2.657914977881869589e+01,5.033435112543205303e-01,1.436795201613998429e+00,1.509324560933001521e+03
5.304314108901186131e+01,1.456716912090805893e+00,1.624396426776317348e+00,1.545020764839365074e+04
3.474462066029919782e+01,1.387202177043091345e+00,1.939200328502181492e+00,7.996293631518886286e+03
2.576475284861068715e+01,9.854115205598821259e-01,9.147494175635761948e-01,2.151676271254140829e+03
1.551203371563587474e+01,1.234299300017537515e+00,1.988063590510388279e+00,1.835248847146677690e+03
4.950502439163701496e+01,1.829610345652235459e+00,7.279846820731256107e-01,1.159707146199360432e+04
3.882993082119485706e+01,9.343467475870206318e-01,1.513482611107607623e+00,5.556525956149012927e+03
1.312745115798847806e+01,1.220069223972772843e+00,8.235187979759078791e-01,7.456517009194823231e+02
8.239194360577467791e+00,7.035799787141980843e-01,1.605802658250419013e+00,2.809964989847114794e+02
7.963164054862602370e+00,1.604835014073238142e+00,1.143737434169664224e+00,4.672133479013708666e+02
5.458978178953365301e+01,6.169761870115489932e-01,1.050030629202412857e+00,5.462933041166436851e+03
2.450179648696546764e+01,7.352327054720826371e-01,1.904809662932146708e+00,2.317012592135275554e+03
4.930831376447687120e+01,1.035912096321044196e+00,9.645143674784870669e-01,7.355826063371587225e+03
5.377404451920672557e+01,1.233497142191636309e+00,1.728834802807566629e+00,1.389647896113411844e+04
1.396681634375991088e+01,1.408484520706107190e+00,1.994311321614825161e+00,1.748501555902546443e+03
2.438054813969353862e+00,5.059441507971979002e-01,5.302480961877641397e-01,5.309276066778169323e+00
1.122999714946812588e+01,1.746274492443573578e+00,1.906993770886536321e+00,1.421321943370557619e+03
4.649223298683581618e+01,1.577417735349783134e+00,6.747679335563632197e-01,8.660198183548196539e+03
1.417083979209138977e+00,1.041584777794910099e+00,1.715814191397058597e+00,7.614049832824570707e+00
3.406585757106267920e+01,1.213228205984981489e+00,7.042968186008715659e-01,3.855112301565131474e+03
1.188037255248878310e+01,9.591269733036376088e-01,1.184803686098059528e+00,6.126560425914103689e+02
4.611631060162394391e+01,1.969049593555547428e+00,1.479043497622755332e+00,1.553714356126738312e+04
2.902285393755256493e+01,1.145471972688689277e+00,1.884737746167465477e+00,4.775621111374694920e+03
3.317025637506765179e+01,5.825622655457569632e-01,1.239718704743143052e+00,2.345364854546543938e+03
1.795779128556686643e+01,1.633485397230509228e+00,9.804782670042557768e-01,1.950566140675889528e+03
2.766642097003916589e+01,9.605045299155290373e-01,1.535855459919827970e+00,3.220379058060942043e+03
3.219899875274996770e+00,1.098062275628232776e+00,1.291945719765638545e+00,4.577123711200003697e+01
4.866641900066024817e+01,1.886165492598547377e+00,1.166947204173232500e+00,1.436283873152051456e+04
5.449618594087997536e+01,5.846492057425715094e-01,1.831003470003261357e+00,6.976482146467191342e+03
4.528252742324280433e+01,1.215874646368789502e+00,1.065856659592689049e+00,7.789138494007964255e+03
2.998952521064716592e+01,1.820634110780243731e+00,6.021999716014732051e-01,4.298228396888688621e+03
5.070516879191959703e+01,1.316117423649469265e+00,1.879152721989266972e+00,1.411245021263750823e+04
7.273421100498360659e-01,1.031099280956576436e+00,1.245540073018594152e+00,1.315986460860529839e+00
4.012446571579854293e+01,1.412584178032167959e+00,6.406603573352612768e-01,5.812194230418404914e+03
4.615946208027523312e+01,1.721772359905731520e+00,5.890645097868696389e-01,8.873994812288301546e+03
1.993604611294007256e+01,8.623115678824222474e-01,1.216967578551455986e+00,1.412417464937041132e+03
5.146601561116668222e+01,1.986213018043702760e+00,6.965615666573783393e-01,1.328214040729693261e+04
5.113050956369384892e-01,1.708423676317425866e+00,9.018378787417102860e-01,8.167945265445315517e-01
3.811115258059892597e+01,5.533588900289890811e-01,1.513591099285194641e+00,3.186867069914545027e+03
1.841092686834662473e+01,1.159078700146250807e+00,9.620991719862594937e-01,1.431182604519988445e+03
3.790336146372906967e+01,1.230302149561020242e+00,1.384160048559100797e+00,6.655019789445610513e+03
1.545584024324245398e+01,9.739840682229488067e-01,1.546074526636605162e+00,1.197661070079437650e+03
1.298190227017345144e+01,1.979653072307058892e+00,1.072568867936271708e+00,1.392758065730554335e+03
3.775654301492933484e+01,1.490131578180827532e+00,1.099977713610499341e+00,7.043919047710327504e+03
3.006762182666270178e+01,1.820679989992431524e+00,5.836554142058583139e-01,4.264700581722380775e+03
1.164320095438739777e+01,6.863254519590098468e-01,9.550794619145159814e-01,3.671986994278081511e+02
5.322740832978191605e+01,1.311987946471736333e+00,1.852600443605715741e+00,1.514714837802586953e+04
5.300200638824789934e+01,1.218329703774276407e+00,1.978824028603498153e+00,1.455060974797088056e+04
3.319932009925431515e+01,1.589135009595352699e+00,1.472488687682931952e+00,7.097827264275540074e+03
4.251271363845501128e+01,1.094745303202453446e+00,1.709698902027028122e+00,8.194598057860208428e+03
2.735751073568539837e+01,1.843159230215503097e+00,1.046193413573648368e+00,4.812497512784846549e+03
4.818588018006663987e+01,1.807207597065561666e+00,7.441457344293689324e-01,1.100363292064237066e+04
5.011444665372095386e+01,7.060054095369747706e-01,1.127965126822336517e+00,5.564151837817787964e+03
4.596750210739011067e+01,1.011880493731158293e+00,5.706198356637086633e-01,5.118168548019376431e+03
1.496735593724637603e+01,9.033092575550284442e-01,1.214192089666621177e+00,8.901825664832892926e+02
1.957063381779995614e+00,1.041117603939147873e+00,1.202243226112067909e+00,1.196727451201303083e+01
3.966605815833298720e+01,1.647118282889053820e+00,6.589047949422270900e-01,6.710407105510231304e+03
2.496983282176397267e+01,7.771385918836225537e-01,1.131340838201377874e+00,1.807131582685160311e+03
5.370852028427732705e+01,5.885573284536411709e-01,6.530753408650058489e-01,4.154287359290471613e+03
5.166092788902917476e+01,1.320265429060332174e+00,1.496829954560029430e+00,1.276361762829425061e+04
3.225824959271666614e+01,1.678676654362172505e+00,8.794601941999893313e-01,5.358359671168409477e+03
2.295792696400299349e+01,6.527574865360092904e-01,1.951118133045721237e+00,1.873549070861882228e+03
4.292287768505864420e+01,1.752511094327444230e+00,6.867287824308365707e-01,8.377556648383409993e+03
4.270749688298803903e+01,7.411947820774860141e-01,1.386446557793279633e+00,4.934134847121822531e+03
4.109583214171185261e+01,5.968056768462067785e-01,6.625679577636709450e-01,2.598902022881133234e+03
5.062423123324997221e+01,1.351744394621509082e+00,1.087170757139574118e+00,1.064907757236505495e+04
3.485045582206718962e+01,1.617066331485746744e+00,1.536276153059406679e+00,8.059361574420945544e+03
3.120458705049221493e+01,5.022338119304607940e-01,1.298789587079209440e+00,1.868315729872228758e+03
3.125603394964039694e+01,9.725441423477619862e-01,1.127490622407248289e+00,3.344907843041398337e+03
5.339434915215111488e+01,6.984916468329004369e-01,1.822450880591889533e+00,8.026226885034078805e+03
2.232169243894387378e+01,1.314026267972648210e+00,1.063800345045750273e+00,2.420542378235637898e+03
5.059399365871908572e+01,1.663254691428728727e+00,1.859894346225953621e+00,1.765443756696815399e+04
3.054092904361166561e+01,1.355722875362933122e+00,1.285018889714807155e+00,4.828009286233313105e+03
5.577667570774941019e+00,8.912110224537872494e-01,8.215742367024037041e-01,9.749325979082779270e+01
2.721442824509948011e+01,8.700319848706722370e-01,1.141189242419073047e+00,2.364254780814449077e+03
1.782618565992944326e+01,1.482166688005374766e+00,9.171732209522409640e-01,1.680544203589929339e+03
3.190916015749849421e+01,1.752289283566049960e+00,1.275240303352735971e+00,6.703600958061617348e+03
5.127193639245597723e+01,1.338148288893312499e+00,5.901697379247328179e-01,8.371045043106627418e+03
1.117760386961721153e+01,1.472952441058566597e+00,1.241006039350931900e+00,8.680131082113351795e+02
2.877586514537540552e+01,1.167513730475512101e+00,1.264815863108923022e+00,3.714130185862428334e+03
3.515888397824387113e+01,1.446486200196219540e+00,1.629357041213766344e+00,7.593482447101830985e+03
4.630430853429873395e+01,1.951324696317544127e+00,6.175905751710109026e-01,1.028792368669713323e+04
5.648812926883179131e+01,1.709670988736621267e+00,1.534582721456949628e+00,1.956368658825351304e+04
3.326116893348707038e+01,5.121768030726978616e-01,8.050700776329227093e-01,1.655220710065837466e+03
5.533627212231154857e+01,1.300481618941037532e+00,1.073290023500533152e+00,1.191902752926331232e+04
2.052525825955965999e+01,1.266814932788902892e+00,1.257955363968252804e+00,2.229551788017278795e+03
4.597702639340077013e+01,6.283491581365502343e-01,1.402311257346066320e+00,4.784210932331511685e+03
4.594166476990519499e+01,1.736297503647028284e+00,1.341772524325676175e+00,1.288003881280706992e+04
3.330109935589101156e+01,1.144393516773630104e+00,1.983997260955691289e+00,6.235934123283197550e+03
1.084042876428571489e+01,1.549333583912160917e+00,6.861165354259477489e-01,5.960339693924099720e+02
2.347915559178636613e+01,8.896050582833328058e-01,8.588533959743280821e-01,1.592530426086564148e+03
1.780558203523398930e+01,1.921796011322453257e+00,1.874585072784189954e+00,3.470874466036466401e+03
5.802927784627252805e+01,1.002669195362810850e+00,1.236128888320828567e+00,1.071177883798635594e+04
3.885503642803991653e+01,1.509007672006197120e+00,1.350439296737757644e+00,8.399613436476955030e+03
5.458775128733850579e+01,1.037029762365544228e+00,7.070880999963017333e-01,7.763915958955836686e+03
1.812150629324604267e+01,6.698034395693783782e-01,1.974754547019377693e+00,1.295484075424613593e+03
2.602193348585441157e+01,5.378611925136520533e-01,1.529452415016318012e+00,1.618764314455243266e+03
3.425865337906449071e+01,1.819881969067740801e+00,1.526105462142546942e+00,8.771124728652748672e+03
2.160632691172340358e+01,1.369628042283910885e+00,1.521322997357074769e+00,2.982124152833053358e+03
2.766172781565995109e+01,1.386859807723739291e+00,6.857387236476542025e-01,2.988383998876112855e+03
3.615876990346729514e+01,7.105164885283772325e-01,1.531199509922910096e+00,3.764822476944713799e+03
2.183015473859351463e+00,9.666075648664385067e-01,7.645751340764326276e-01,1.003397343048892765e+01
2.071876371638188985e+01,1.590957949167234764e+00,1.413326134224015096e+00,3.067914542860105939e+03
5.131911327627413089e-01,1.078587684515325051e+00,1.001273642184015156e+00,5.709518685318293318e-01
2.921098850909953981e+01,1.226396449785253306e+00,7.056209613222855781e-01,2.953928469298579330e+03
3.667603957228619294e+01,8.238963837314041694e-01,5.723041613418884399e-01,2.755605266894904162e+03
6.032932373907221368e+00,5.998925368991826490e-01,1.684043577647506229e+00,1.319803730328072504e+02
1.490461692761540391e+01,1.275623539152464403e+00,5.182977123440943856e-01,7.784154547087864557e+02
4.833751335301131036e+01,1.701433746304695127e+00,9.473392968755366406e-01,1.156441111247564186e+04
5.049675281105106706e+01,5.560446030650241234e-01,8.901939165542388510e-01,3.973152557194715428e+03
2.357012862908669604e+01,7.151241381036704814e-01,9.088798153263062396e-01,1.328320410920163795e+03
4.894631196720299471e+01,1.835373393709962997e+00,8.193872109000560622e-01,1.196307352385068771e+04
1.698984505541249135e+01,1.664855794682077894e+00,1.367444674718351738e+00,2.221528703980851787e+03
4.251343922765216377e+01,1.675013544966933665e+00,1.196776702656534574e+00,1.019713045985455028e+04
3.295466910759830625e+01,1.842262381787326042e+00,5.833953151634198031e-01,5.102260816345143212e+03
2.668589519470841509e+01,1.713498774446384099e+00,1.357864317497677220e+00,4.993618930670852933e+03
3.955831543233970393e+01,9.624079216232279688e-01,9.230825770630486371e-01,4.522208441872327967e+03
1.296745406282801438e+00,1.372461793423545018e+00,9.297192238404008435e-01,4.730106590776912867e+00
1.016538484114714080e+01,1.966282093066766379e+00,8.213799220220220354e-01,7.422150483936806040e+02
1.798249613108341194e+01,9.458668813045365553e-01,1.465892082515285466e+00,1.460896462229794679e+03
4.099347528129109008e+01,1.365714419911625344e+00,1.957813818582243126e+00,1.048045334125022418e+04
4.252100114500176886e+01,1.651184665988834954e+00,1.122532774233586883e+00,9.721019252173617133e+03
4.100526903906858678e+01,1.429984805142543225e+00,1.484011852375583418e+00,9.231642430191153835e+03
4.617321784054266942e+01,1.371088526850563705e+00,8.241630774942694249e-01,8.066715914333615729e+03
5.233317880317209791e+00,1.116854650208896738e+00,7.838485357633346862e-01,1.024706543567314156e+02
6.800390050713604140e+00,1.402712540481376058e+00,1.698213354923996166e+00,3.988601114708546902e+02
5.139339403559577590e+01,8.239623470041461673e-01,1.780898885464430093e+00,8.745834975179344838e+03
2.173184630118749538e+01,8.453043333768266443e-01,1.451870869519455098e+00,1.802264559237095000e+03
3.431809178376882841e+01,6.539676912086831440e-01,8.493164805973387743e-01,2.292162466738096555e+03
3.045841694113814668e+01,1.483634308617779674e+00,7.332462771937916512e-01,3.920956907449657137e+03
3.778642299458866205e+01,1.059401879085222209e+00,1.294823612189242690e+00,5.484616903524100053e+03
5.078329318063159903e+00,1.836038373401254198e+00,1.502735718469167647e+00,2.533321839250613721e+02
4.630251846880165800e+01,6.679575674775568572e-01,1.175712962192277500e+00,4.678560701417879500e+03
7.842438525707643215e+00,5.356516363020126237e-01,8.377329356275311500e-01,1.228143924052214544e+02
4.104178047912509442e+01,8.777340338938806052e-01,1.877511781455708295e+00,6.567117366931200195e+03
2.442745489946728910e+01,1.025632772862794528e+00,1.057184031622184772e+00,2.206624830957425729e+03
2.978956734569723253e+01,1.513013069117914888e+00,1.589728472974519136e+00,5.888102071660585352e+03
4.046577719446430166e+01,8.970079422658815416e-01,5.072167146884841715e-01,3.445720018056118079e+03
2.257466366639038924e+01,1.858022548397740836e+00,1.082562541736981299e+00,3.527071357578181505e+03
3.239229545412595002e+00,1.580206976537406494e+00,1.752496858963210169e+00,8.631837332235959082e+01
5.787058732743552980e+01,1.977504210103654403e+00,1.697269046876401122e+00,2.499667973177901149e+04
3.159927551477099783e+01,1.949949135145649937e+00,1.526848056896520145e+00,8.182906314639822995e+03
4.465760614312122101e+01,1.714538522540654641e+00,1.906101272261998991e+00,1.494934576239525632e+04
3.211204260658826826e+01,1.828852500273980164e+00,1.949094240101747255e+00,9.258911978919324611e+03
4.927137070886335124e+01,1.004905128515190871e+00,6.161112192937667764e-01,5.931630393737817030e+03
3.409466265571968790e+01,1.104980561904476577e+00,1.345568616381238147e+00,4.894054592160759057e+03
7.804034264038159030e+00,1.721138262570196975e+00,1.654361653205060456e+00,6.323893278511716289e+02
3.869344059702041250e+01,1.206137735801503075e+00,5.328968420411859253e-01,4.338172754255407199e+03
1.077806983150056475e+01,1.094102223386868245e+00,9.155133861908413273e-01,4.933662592778277940e+02
4.950742103348933654e+01,6.310804078066316603e-01,9.852428509733924811e-01,4.558426771041250504e+03
4.102316522813251254e+01,9.697041982988343634e-01,1.731997591379429435e+00,6.885488145894023546e+03
5.641861396951490804e+01,8.605897411957685872e-01,8.883338832042853017e-01,7.495903863002493381e+03
3.793030697771987292e+01,1.084583651635045332e+00,5.005715810217497008e-01,3.680141912748938012e+03
1.389720429855887573e+01,1.553845568206482231e+00,1.918529999051069801e+00,1.856644267335190307e+03
3.364968397660434363e+01,1.663144860151441584e+00,9.894080015505112291e-01,6.071989730657090149e+03
4.642045047911387456e+01,1.195742616696279015e+00,6.419832266200697912e-01,6.424158150101186948e+03
4.285735370274203859e+01,7.692883471009048790e-01,1.671959456273227840e+00,5.758302728946341631e+03
2.086665400708836415e+01,6.955936168991835311e-01,1.332994904845377748e+00,1.307359182200241548e+03
3.949339346092634884e+01,7.544216875642588693e-01,1.970313837473003815e+00,5.458465899649370840e+03
5.614850914741392529e+01,6.655757794873273792e-01,1.024841781192761925e+00,6.125549245438638536e+03
4.124619756442235996e+01,1.787791524312917213e+00,1.117121097641403216e+00,9.951851827664931989e+03
2.235443343402189242e+01,9.404737135355465405e-01,1.137947351455697031e+00,1.807353608049432296e+03
5.469012065781399201e+01,1.256459342387794997e+00,1.536745496893609619e+00,1.360622578329917815e+04
4.974363946732627539e+01,6.706914194065738410e-01,1.867759273226943462e+00,6.934654181129328208e+03
5.138343373589647456e+01,1.804769730718619680e+00,9.383042026842073335e-01,1.362012704610505716e+04
6.857061913251446761e+00,5.383090396186590576e-01,5.849125533772873142e-01,7.522272983437972016e+01
1.780431560162093518e+01,6.991824131805033371e-01,1.195645299083714086e+00,9.281855573024731711e+02
4.751260425828203893e+01,9.975339594504855079e-01,1.938370401481823713e+00,9.766665298505278770e+03
1.685104600513871276e+01,1.716950188367804442e+00,1.600549525461594236e+00,2.516402871921795850e+03
4.885503165692437477e+00,9.704622331448948813e-01,1.189585761738689795e+00,1.023396563249015685e+02
4.115432774211885913e+01,9.290178560829651655e-01,1.206547882897887281e+00,5.366661560475251463e+03
4.805656241050282063e+01,6.326902114817307687e-01,1.241068655673893906e+00,4.866276291934778783e+03
3.868518458435169549e+01,1.043322348156265233e+00,1.039312979304946927e+00,4.997668364177903641e+03
2.101817851728776887e+01,1.539550727375505357e+00,6.253008999265126100e-01,1.931349871095078697e+03
3.380651247856914665e+01,1.734225331244346524e+00,1.463444910050550218e+00,7.961227283888498278e+03
1.780437111123896132e+00,1.678551421551907064e+00,1.213986158713607377e+00,1.545968915765493179e+01
3.397836851730696139e+01,1.631618777871243875e+00,1.540865621505347560e+00,7.800175202349589199e+03
5.147966989554714701e+01,5.467966261330023947e-01,9.282409942813605319e-01,4.120278618413947697e+03
5.144167483366919313e+00,1.558762226711293941e+00,1.712352022695923015e+00,2.458213839381582488e+02
2.330750409459600192e+01,1.134828873703265018e+00,1.908658841057685684e+00,3.289900934622546174e+03
1.030939119282595584e+01,8.632884042744795039e-01,1.067496655691827501e+00,3.951693386648622095e+02
2.311046984967876128e+01,1.863882361215461803e+00,1.193248570523978591e+00,3.906926440084250316e+03
1.273956565805674623e+00,1.474579524939955588e+00,5.328403447426630635e-01,3.078842963992677983e+00
4.975189372995314585e+01,1.740910433579715200e+00,1.169938012491253509e+00,1.379895242228810093e+04
3.002647696530544152e+01,5.999452132512536062e-01,7.712378700450048807e-01,1.581679780350171086e+03
2.643712490095558465e+01,7.289399040144586284e-01,1.534280375711710054e+00,2.258959255738456704e+03
3.630678558036885306e+01,1.871147231845215364e+00,6.965265737067412033e-01,6.640831827131252794e+03
5.107667815316657567e+01,1.888786554037353627e+00,5.519824333122101967e-01,1.147310414743583169e+04
1.783001312705106756e+01,1.048771386857024979e+00,1.656856259420305788e+00,1.737376723424877582e+03
1.641725985811412869e+01,1.411962947799588530e+00,1.277281458666804426e+00,1.695146943568647657e+03
3.444905358873623147e+00,5.887796518549209823e-01,1.778975408692345717e+00,3.778653268342629445e+01
1.635074607713080397e+01,1.369959894102855014e+00,8.383476304892636399e-01,1.263514289374662440e+03
4.439604968183392231e+00,6.889973277192754653e-01,6.322404954165437019e-01,3.729031964556025258e+01
2.972729986846295969e+00,1.230055548722370551e+00,1.692874553577202512e+00,5.295016958598677093e+01
3.338746845151684539e+01,5.540202372478899573e-01,1.047186728065769845e+00,2.055155021289087472e+03
1.143817580051149818e+01,1.644144576956655612e+00,1.805751603000131267e+00,1.326713702584547718e+03
4.918334462892571146e+00,1.080018320958906930e+00,1.031648977841183923e+00,1.040433727780123547e+02
5.504452711409373933e+01,1.895541522738095619e+00,1.455145900727638608e+00,2.013292387049869285e+04
9.349666602002086435e+00,6.196967527872930814e-01,5.089358971307276214e-01,1.526840205492598557e+02
6.142432048076085671e+00,1.886053417692173717e+00,1.110989236988670914e+00,3.143735197616891810e+02
5.825534447046855746e+01,5.483083358834208720e-01,1.020744679425683810e+00,5.378311232730808115e+03
4.018453435214735237e+01,1.858889902911776248e+00,1.974646706601623780e+00,1.387022264082198672e+04
4.368236547935495651e+01,1.474168223988691961e+00,1.484516422108285383e+00,1.061561477094819020e+04
3.401063775130163691e+01,1.390765037441955343e+00,1.137668949198340274e+00,5.573580202177107822e+03
4.688187990150665563e+00,8.028818783109390456e-01,1.612284594601560928e+00,9.783965325735228191e+01
5.059169580454639714e+01,1.879775833761775372e+00,1.525123645957550345e+00,1.771606318839331652e+04
2.537272575021284027e+01,5.780965350393021396e-01,1.740087042817018981e+00,1.815843576682244930e+03
2.385183555038234005e+01,1.761151577368629262e+00,9.775392758081791200e-01,3.476378189978943738e+03
8.550900018261161861e+00,1.983091120115583195e+00,1.362791944733486860e+00,7.529386759236014086e+02
7.236583206961189951e+00,1.036996864033245647e+00,1.001939985989432014e+00,2.269696470543001112e+02
3.157363300816275498e+01,1.503697381635829000e+00,1.098383144693058533e+00,5.188521212625263615e+03
3.434024357936220184e+01,1.790486634381605491e+00,1.319041238572089769e+00,7.936042601740560713e+03
3.136178979339171491e+01,1.327467657788902411e+00,9.395763357984692199e-01,4.166257120139993276e+03
3.698091833827574959e+01,5.264347458751186259e-01,5.247376453998983115e-01,1.732503276470545188e+03
5.271978605370268411e+01,8.709011213776063354e-01,1.923111299818799136e+00,1.012392117583632717e+04
3.050018827420095491e+01,1.417478973178073254e+00,1.179395629895682918e+00,4.791059220637241197e+03
2.305928688264217641e+01,7.365192722533927538e-01,1.178289355234229285e+00,1.526174287472450033e+03
1.576607580353545046e+01,6.080841830756149591e-01,5.678261413040196492e-01,4.296977270417728505e+02
1.875737522606802443e+01,1.984842540591053917e+00,8.899105367782802478e-01,2.424030270237677996e+03
3.386801967486253773e+01,5.001620102013972780e-01,1.271815774137634136e+00,2.118840312301953873e+03
4.782465429939865942e+01,5.393998528182538665e-01,1.165373198300988733e+00,3.980649405272984950e+03
2.674670128095635846e+01,6.320041334972130720e-01,1.324152525601639985e+00,1.820634187310376547e+03
2.925358474862556513e+00,1.556060247405309127e+00,8.805734966701779243e-01,3.771247353864905705e+01
1.169519297269482649e+01,5.112025321257501753e-01,1.349217164564309401e+00,3.469451420256725669e+02
5.893807888785046245e+00,1.465403223401968491e+00,9.863866935200228392e-01,2.052383130643766265e+02
2.033393313477180797e+01,1.808903434157969059e+00,1.349517082961685821e+00,3.276000532447163550e+03
4.122041115522108612e+01,1.854669881539447118e+00,5.739645113759247463e-01,7.693903387549104082e+03
3.564752654833975498e+01,6.573036526915059241e-01,8.105020149394535078e-01,2.412628229022539017e+03
3.989659160251532199e+01,8.664897845093785245e-01,1.136398793213488245e+00,4.590814009612951850e+03
2.754841028976731820e+01,7.588006126489580394e-01,1.483349716717095479e+00,2.469756096825260101e+03
7.031941948590866964e+00,1.375918197173298996e+00,1.005273021498772401e+00,2.844629858652185703e+02
1.812722932484090066e+01,1.761165625411177160e+00,1.497958390352392311e+00,2.799348195680207482e+03
3.090214849582628887e+01,7.430621467371352207e-01,1.021472105376357131e+00,2.373529606593055178e+03
3.008131542182288953e+01,1.148426662555453781e+00,1.846955458896619717e+00,5.018048884351338529e+03
1.499785257903489111e+01,1.068427433655958048e+00,1.888700434272247985e+00,1.441607957104576144e+03
4.960544271092808799e+01,1.367027577948405792e+00,7.742806833338937711e-01,8.915045900028597316e+03
2.628214349122888294e+01,1.456290189061182572e+00,1.992499672995760918e+00,5.335536573373458850e+03
5.080463944706047386e+01,1.360249252558364041e+00,1.559234680886040003e+00,1.307892226641289744e+04
1.629681150472493556e+01,1.278377885321233531e+00,1.500783417314021762e+00,1.689536988719140481e+03
5.654540535945123736e+01,1.399085045898486701e+00,1.036382763502855520e+00,1.310659256664771237e+04
7.155512110872895626e+00,6.654975368805005065e-01,1.101474936968886542e+00,1.519741605700084506e+02
4.626635818562795777e+01,6.916171126625498822e-01,1.479134361278791499e+00,5.488232201321894536e+03
1.701093954078300108e+00,1.333670175422688287e+00,5.681934288088485996e-01,5.893496272494986421e+00
1.456107948071990776e+01,7.944076833725994824e-01,1.569972576694563138e+00,8.891322673731749546e+02
5.229792160645649801e+01,1.342152312169463402e+00,5.146263721459211071e-01,8.329117735549301869e+03
2.133124748877158794e+01,1.624997474029680200e+00,1.350711145178025596e+00,3.200558738016644384e+03
5.598252983699777019e+01,1.712212591406768736e+00,1.930580095228522142e+00,2.209875481342444618e+04
5.580031153705997582e+01,6.911228862989604593e-01,8.554398055648994026e-01,5.808139447182540607e+03
4.811145832516356791e+01,6.214039236655787279e-01,1.669687594564452704e+00,5.665398552641690912e+03
2.406827422887653611e+01,5.644650209045840583e-01,1.612306422449025778e+00,1.538496001714145223e+03
5.156697595444065740e+01,1.217344572034293471e+00,1.205365758291550238e+00,1.043435120957101026e+04
2.769770804726475077e+01,7.122238463424557242e-01,1.734195741712674099e+00,2.591893863221496758e+03
8.007245607594855485e+00,1.740146979637772207e+00,5.481115175964983433e-01,3.252102866839329636e+02
5.119152295069110892e+01,8.492276758069806641e-01,1.128538928794889262e+00,6.950371241979760271e+03
4.906667891310280538e+01,1.170865262199308976e+00,1.993538671310818744e+00,1.232640240146350880e+04
8.566143706912107803e+00,9.198601487305017033e-01,1.277312414062782731e+00,3.343954365581697061e+02
5.205832776021824060e+01,7.950160768239885600e-01,1.129580501796175085e+00,6.705338889714746983e+03
3.137830165967319829e+01,1.912344482006845814e+00,5.617354969263379516e-01,4.771243118188235712e+03
4.474365013147447456e+01,6.083062902977365294e-01,1.032119404715131861e+00,3.754952682994739916e+03
1.645647323757973624e+01,1.598354607774992386e+00,1.289683399918509110e+00,1.939332677456447072e+03
1.331995828738815391e+01,8.819807374672179456e-01,1.103809146958723453e+00,6.623240818342313787e+02
5.097461248700684422e+01,6.530821334407759249e-01,1.377920835082395268e+00,5.890298034540463050e+03
3.621272098448653054e+01,7.539792428761671328e-01,9.440770409594634316e-01,3.061393276816210346e+03
9.288475203714764206e+00,1.071198448253004587e+00,8.609052356714324006e-01,3.496617694718731855e+02
2.226927013197654759e+01,1.477426397859439744e+00,7.324161734155612002e-01,2.218661029961797794e+03
5.161263118417699047e+01,1.530631534427396190e+00,1.516388175000326299e+00,1.488300790587000483e+04
2.836287311199171768e+01,6.768240690971069062e-01,1.263088926659381883e+00,2.097988736548506495e+03
2.054274728893740587e+01,1.129647022390484867e+00,1.847942846627055546e+00,2.580481643644380256e+03
2.078675496059983985e+01,6.745001597903061974e-01,1.038150857875351996e+00,1.080095632952529286e+03
4.956633003292107986e+01,7.809928205978485805e-01,1.660272803851211343e+00,7.468280378649445083e+03
2.753079213861749963e+01,8.465387058066893289e-01,1.515106786231359859e+00,2.789872616513253888e+03
5.692703341271620587e+01,1.904532194663218769e+00,1.806836246457486084e+00,2.429014130853204551e+04
1.907590897864361779e+01,9.187243314294444296e-01,1.453048259714946333e+00,1.563247966998367247e+03
4.551057958556057059e+01,7.872113113232160897e-01,1.304075266710474024e+00,5.654959034504302508e+03
1.749947681509583219e+01,1.974654587543714257e+00,1.219180142181152116e+00,2.574521371179358994e+03
4.618640871756116439e+01,1.539977832461455698e+00,1.091475517247850968e+00,1.033789446779367790e+04
1.547079600399640320e+00,1.147955289891742447e+00,8.676638821651135869e-01,5.655596356915658873e+00
8.224348402914225531e+00,1.934468704330074562e+00,1.486357954109323920e+00,7.260742409312977088e+02
1.592578593850697111e+01,1.791297079219328570e+00,1.919162158339514868e+00,2.714991474507109160e+03
5.227047189557044504e+01,1.895006018829881622e+00,1.723051930287589073e+00,2.029543847133979580e+04
1.968865339262227465e+01,1.459773265832965849e+00,8.059191782700700912e-01,1.843058958952912690e+03
2.926976970144855983e+01,8.811513969397517521e-01,1.087230470392826387e+00,2.646834419648479525e+03
6.869148942661955637e+00,1.728670954158212592e+00,1.996487558301349718e+00,5.712423676362334390e+02
3.421735801817028033e+01,1.734558472153532982e+00,7.756887796538683988e-01,5.798150945646426408e+03
6.211674769631313708e+00,1.478793032376359839e+00,1.154621392025186433e+00,2.596185087255440180e+02
8.925339100475847331e+00,1.965814293662091927e+00,1.632254313507318644e+00,9.274017113396943159e+02
4.815785751386902547e+01,1.108409975848663631e+00,1.936844118903542356e+00,1.109796097549627302e+04
1.501266203143537581e+01,1.084566967167424067e+00,5.236293725294569601e-01,6.739517694917153676e+02
