t,n,g,dn_dt,dn_dt_noisy
1.386277255451090262e+01,6.479873137633599072e+02,1.420238445752252110e-01,-8.524446141653555742e+00,-8.510407667023633493e+00
1.389277855571114273e+01,6.477316712572130655e+02,1.419785197971298596e-01,-8.514980372531962161e+00,-8.526146814740936719e+00
1.392278455691138284e+01,6.474763126634343280e+02,1.419327598728974682e-01,-8.505522449312074684e+00,-8.486308157149020204e+00
1.395279055811162294e+01,6.472212377464927613e+02,1.418865671010308138e-01,-8.496072372890106195e+00,-8.537489922157128319e+00
1.398279655931186305e+01,6.469664462708464043e+02,1.418399437661639340e-01,-8.486630144130737463e+00,-8.455261077033283001e+00
1.401280256051210138e+01,6.467119380009422684e+02,1.417928921390621821e-01,-8.477195763867001688e+00,-8.453849516454372548e+00
1.404280856171234149e+01,6.464577127012164510e+02,1.417454144766222002e-01,-8.467769232900201004e+00,-8.488384446655990345e+00
1.407281456291258159e+01,6.462037701360937945e+02,1.416975130218718071e-01,-8.458350551999771483e+00,-8.519324360374936234e+00
1.410282056411282170e+01,6.459501100699882272e+02,1.416491900039702490e-01,-8.448939721903208522e+00,-8.372936503891082793e+00
1.413282656531306181e+01,6.456967322673026501e+02,1.416004476382078936e-01,-8.439536743315944278e+00,-8.434826692644977086e+00
1.416283256651330191e+01,6.454436364924289364e+02,1.415512881260064804e-01,-8.430141616911255298e+00,-8.277578367392266045e+00
1.419283856771354202e+01,6.451908225097479317e+02,1.415017136549189813e-01,-8.420754343330166591e+00,-8.453424796856825907e+00
1.422284456891378213e+01,6.449382900836293402e+02,1.414517263986296847e-01,-8.411374923181330843e+00,-8.368732772422355026e+00
1.425285057011402223e+01,6.446860389784320660e+02,1.414013285169540834e-01,-8.402003357040952025e+00,-8.423714315107245554e+00
1.428285657131426234e+01,6.444340689585037580e+02,1.413505221558389868e-01,-8.392639645452675268e+00,-8.379956242791617882e+00
1.431286257251450245e+01,6.441823797881811515e+02,1.412993094473625200e-01,-8.383283788927485602e+00,-8.341614228320207047e+00
1.434286857371474255e+01,6.439309712317899539e+02,1.412476925097339853e-01,-8.373935787943612041e+00,-8.413901178515672541e+00
1.437287457491498266e+01,6.436798430536447313e+02,1.411956734472940289e-01,-8.364595642946436982e+00,-8.369600166189520962e+00
1.440288057611522277e+01,6.434289950180491360e+02,1.411432543505145576e-01,-8.355263354348386073e+00,-8.347216274678505243e+00
1.443288657731546287e+01,6.431784268892957925e+02,1.410904372959987663e-01,-8.345938922528855386e+00,-8.340264917352500973e+00
1.446289257851570298e+01,6.429281384316661843e+02,1.410372243464810826e-01,-8.336622347834085289e+00,-8.306799796399088720e+00
1.449289857971594309e+01,6.426781294094309942e+02,1.409836175508272504e-01,-8.327313630577105386e+00,-8.276035472092248213e+00
1.452290458091618319e+01,6.424283995868494230e+02,1.409296189440342462e-01,-8.318012771037585296e+00,-8.276331354094839554e+00
1.455291058211642330e+01,6.421789487281770334e+02,1.408752305478998268e-01,-8.308719769463600358e+00,-8.295569141660184442e+00
1.458291658331666341e+01,6.419297765977349854e+02,1.408204543779136564e-01,-8.299434626089894351e+00,-8.316803273461307100e+00
1.461292258451690351e+01,6.416808829596732267e+02,1.407652924200282485e-01,-8.290157341075731878e+00,-8.346641520194742370e+00
1.464292858571714362e+01,6.414322675780944110e+02,1.407097466427301991e-01,-8.280887914537046868e+00,-8.317662837489496752e+00
1.467293458691738373e+01,6.411839302171127883e+02,1.406538190028320257e-01,-8.271626346561831156e+00,-8.298053785920222580e+00
1.470294058811762383e+01,6.409358706408543185e+02,1.405975114454721675e-01,-8.262372637210070536e+00,-8.228236934044819151e+00
1.473294658931786394e+01,6.406880886134563298e+02,1.405408259041150132e-01,-8.253126786513629298e+00,-8.271307295449011221e+00
1.476295259051810405e+01,6.404405838990680877e+02,1.404837643005508729e-01,-8.243888794476216475e+00,-8.306005732822448806e+00
1.479295859171834415e+01,6.401933562618503402e+02,1.404263285448959786e-01,-8.234658661073273933e+00,-8.203341303434548593e+00
1.482296459291858426e+01,6.399464054659754311e+02,1.403685205355924281e-01,-8.225436386251899989e+00,-8.265598921117183195e+00
1.485297059411882437e+01,6.396997312756275278e+02,1.403103421594083799e-01,-8.216221969930794344e+00,-8.254513400125381040e+00
1.488297659531906447e+01,6.394533334550021664e+02,1.402517952914378307e-01,-8.207015412000139065e+00,-8.218328982569618191e+00
1.491298259651930280e+01,6.392072117683065926e+02,1.401928817951006989e-01,-8.197816712321564836e+00,-8.174157820015061304e+00
1.494298859771954291e+01,6.389613659797599894e+02,1.401336035221428522e-01,-8.188625870728060363e+00,-8.309285045831451555e+00
1.497299459891978302e+01,6.387157958535925673e+02,1.400739623126360800e-01,-8.179442887023858688e+00,-8.235515586369325902e+00
1.500300060012002312e+01,6.384705011540468149e+02,1.400139599949781488e-01,-8.170267760984433636e+00,-8.161488303520746612e+00
1.503300660132026323e+01,6.382254816453764761e+02,1.399535983858926635e-01,-8.161100492356361258e+00,-8.179308542326362286e+00
1.506301260252050334e+01,6.379807370918470042e+02,1.398928792904292340e-01,-8.151941080857277200e+00,-8.195168306619050824e+00
1.509301860372074344e+01,6.377362672577354488e+02,1.398318045019633082e-01,-8.142789526175782555e+00,-8.169862170379284194e+00
1.512302460492098355e+01,6.374920719073306827e+02,1.397703758021963949e-01,-8.133645827971410114e+00,-8.064383127232339632e+00
1.515303060612122366e+01,6.372481508049328340e+02,1.397085949611558131e-01,-8.124509985874491136e+00,-8.147296399389571064e+00
1.518303660732146376e+01,6.370045037148540814e+02,1.396464637371948314e-01,-8.115381999486139364e+00,-8.079748751311267796e+00
1.521304260852170387e+01,6.367611304014180860e+02,1.395839838769926955e-01,-8.106261868378149771e+00,-8.066668414273374665e+00
1.524304860972194398e+01,6.365180306289598775e+02,1.395211571155545449e-01,-8.097149592092923953e+00,-8.119660642911908255e+00
1.527305461092218408e+01,6.362752041618336989e+02,1.394579851768549816e-01,-8.088045170145175433e+00,-8.065873216777259103e+00
1.530306061212242419e+01,6.360326507644724643e+02,1.393944697791405229e-01,-8.078948602036341242e+00,-8.101460482839609512e+00
1.533306661332266430e+01,6.357903702011677751e+02,1.393306126143106782e-01,-8.069859887198646220e+00,-8.100380762649807664e+00
1.536307261452290440e+01,6.355483622361911102e+02,1.392664153596053223e-01,-8.060779025026556965e+00,-8.117078743068441682e+00
1.539307861572314451e+01,6.353066266338462356e+02,1.392018796824597837e-01,-8.051706014889862928e+00,-8.007958202314313212e+00
1.542308461692338462e+01,6.350651631584686356e+02,1.391370072405049008e-01,-8.042640856133601801e+00,-8.062548823132454245e+00
1.545309061812362472e+01,6.348239715744259684e+02,1.390717996815670487e-01,-8.033583548078015113e+00,-8.061190668406242210e+00
1.548309661932386483e+01,6.345830516461178377e+02,1.390062586436680847e-01,-8.024534090018480725e+00,-8.080906335985401867e+00
1.551310262052410494e+01,6.343424031379761345e+02,1.389403857550253474e-01,-8.015492481225471977e+00,-7.925050233082532536e+00
1.554310862172434504e+01,6.341020258144644686e+02,1.388741826340517127e-01,-8.006458720944454655e+00,-7.969368440342239346e+00
1.557311462292458515e+01,6.338619194400787364e+02,1.388076508893555105e-01,-7.997432808395881665e+00,-8.004073032112811958e+00
1.560312062412482526e+01,6.336220837793466671e+02,1.387407921197406080e-01,-7.988414742775086452e+00,-8.023151461400606976e+00
1.563312662532506536e+01,6.333825185968280493e+02,1.386736079142063816e-01,-7.979404523252260795e+00,-8.055894523037816057e+00
1.566313262652530547e+01,6.331432236571149588e+02,1.386060998519476617e-01,-7.970402148972379308e+00,-7.955811465382730319e+00
1.569313862772554558e+01,6.329041987248311898e+02,1.385382695023548438e-01,-7.961407619055142604e+00,-7.946986528474676348e+00
1.572314462892578568e+01,6.326654435646327101e+02,1.384701184250137496e-01,-7.952420932594928438e+00,-8.022840966891582326e+00
1.575315063012602579e+01,6.324269579412075473e+02,1.384016481697057654e-01,-7.943442088660729539e+00,-7.885364570636670400e+00
1.578315663132626590e+01,6.321887416192756746e+02,1.383328602764077597e-01,-7.934471086296096765e+00,-7.895673267888923874e+00
1.581316263252650600e+01,6.319507943635892389e+02,1.382637562752921101e-01,-7.925507924519093805e+00,-7.973611611691866941e+00
1.584316863372674433e+01,6.317131159389324466e+02,1.381943376867266482e-01,-7.916552602322230570e+00,-7.944337429316016497e+00
1.587317463492698444e+01,6.314757061101211093e+02,1.381246060212747429e-01,-7.907605118672403677e+00,-7.928971149999164858e+00
1.590318063612722455e+01,6.312385646420036664e+02,1.380545627796953001e-01,-7.898665472510863594e+00,-7.890631524483123549e+00
1.593318663732746465e+01,6.310016912994602762e+02,1.379842094529426522e-01,-7.889733662753148025e+00,-7.897012134022942220e+00
1.596319263852770476e+01,6.307650858474030429e+02,1.379135475221666962e-01,-7.880809688289017956e+00,-7.962756642863277001e+00
1.599319863972794487e+01,6.305287480507764712e+02,1.378425784587127556e-01,-7.871893547982434569e+00,-7.798188674160406286e+00
1.602320464092818497e+01,6.302926776746106725e+02,1.377713037285900888e-01,-7.862985240683878274e+00,-7.847169719693241952e+00
1.605321064212842685e+01,6.300568744838918747e+02,1.376997247802680402e-01,-7.854084765197083762e+00,-7.791046096560984680e+00
1.608321664332866519e+01,6.298213382435459380e+02,1.376278430440420752e-01,-7.845192120276864856e+00,-7.782451002933583162e+00
1.611322264452890707e+01,6.295860687185489724e+02,1.375556599419889836e-01,-7.836307304656349615e+00,-7.846702345489490860e+00
1.614322864572914540e+01,6.293510656739273372e+02,1.374831768879735128e-01,-7.827430317046951913e+00,-7.810332210264904873e+00
1.617323464692938728e+01,6.291163288747577553e+02,1.374103952876480905e-01,-7.818561156138341239e+00,-7.781727925545144586e+00
1.620324064812962561e+01,6.288818580861670853e+02,1.373373165384529082e-01,-7.809699820598364539e+00,-7.771219149185922603e+00
1.623324664932986749e+01,6.286476530733326626e+02,1.372639420296159485e-01,-7.800846309073045326e+00,-7.809042247077996102e+00
1.626325265053010583e+01,6.284137136014820726e+02,1.371902731421530131e-01,-7.792000620186504634e+00,-7.822909893766803791e+00
1.629325865173034416e+01,6.281800394358932635e+02,1.371163112488676394e-01,-7.783162752540938811e+00,-7.781398424059128516e+00
1.632326465293058604e+01,6.279466303418940925e+02,1.370420577143511009e-01,-7.774332704716553799e+00,-7.814409843074058060e+00
1.635327065413082437e+01,6.277134860848633480e+02,1.369675138949825177e-01,-7.765510475271562463e+00,-7.793307174168539575e+00
1.638327665533106625e+01,6.274806064302296136e+02,1.368926811389287179e-01,-7.756696062742097553e+00,-7.858205029804092412e+00
1.641328265653130458e+01,6.272479911434719497e+02,1.368175607861443766e-01,-7.747889465642188611e+00,-7.743707332080778549e+00
1.644328865773154646e+01,6.270156399901197801e+02,1.367421541683718489e-01,-7.739090682463734439e+00,-7.790435249507028814e+00
1.647329465893178480e+01,6.267835527357526644e+02,1.366664626091413925e-01,-7.730299711676437369e+00,-7.758091696105340773e+00
1.650330066013202668e+01,6.265517291460005254e+02,1.365904874237708899e-01,-7.721516551727776623e+00,-7.724151568666128398e+00
1.653330666133226501e+01,6.263201689865436492e+02,1.365142299193660980e-01,-7.712741201042963013e+00,-7.697049445011140634e+00
1.656331266253250689e+01,6.260888720231125717e+02,1.364376913948205372e-01,-7.703973658024901638e+00,-7.609515067575966185e+00
1.659331866373274522e+01,6.258578380214881918e+02,1.363608731408154640e-01,-7.695213921054151029e+00,-7.684994102883732303e+00
1.662332466493298710e+01,6.256270667475015443e+02,1.362837764398199536e-01,-7.686461988488879626e+00,-7.757125236104513988e+00
1.665333066613322544e+01,6.253965579670340276e+02,1.362064025660907896e-01,-7.677717858664825812e+00,-7.671180533835206816e+00
1.668333666733346732e+01,6.251663114460174029e+02,1.361287527856726021e-01,-7.668981529895273042e+00,-7.698767822062512423e+00
1.671334266853370565e+01,6.249363269504337950e+02,1.360508283563977849e-01,-7.660253000470994778e+00,-7.640283726526278407e+00
1.674334866973394753e+01,6.247066042463227404e+02,1.359726305284856274e-01,-7.651532268661900282e+00,-7.685808657536221666e+00
1.677335467093418586e+01,6.244771430998205233e+02,1.358941605469480007e-01,-7.642819332724082315e+00,-7.678239671971746283e+00
1.680336067213442774e+01,6.242479432769749792e+02,1.358154196357646004e-01,-7.634114190855807003e+00,-7.659677379371689909e+00
1.683336667333466607e+01,6.240190045438623656e+02,1.357364090088069297e-01,-7.625416841227393050e+00,-7.656794974917620955e+00
1.686337267453490796e+01,6.237903266666255604e+02,1.356571298730898101e-01,-7.616727281990232967e+00,-7.707966331596892040e+00
1.689337867573514629e+01,6.235619094114741756e+02,1.355775834287714920e-01,-7.608045511276756656e+00,-7.641459096327984923e+00
1.692338467693538817e+01,6.233337525446839891e+02,1.354977708691535165e-01,-7.599371527200386112e+00,-7.600072081929314827e+00
1.695339067813562650e+01,6.231058558325977401e+02,1.354176933806807981e-01,-7.590705327855517659e+00,-7.530680890160902585e+00
1.698339667933586838e+01,6.228782190416244475e+02,1.353373521429415693e-01,-7.582046911317489091e+00,-7.596705812227186883e+00
1.701340268053610671e+01,6.226508419382396369e+02,1.352567483286675476e-01,-7.573396275642540587e+00,-7.591983393388405332e+00
1.704340868173634860e+01,6.224237242889855679e+02,1.351758831037336017e-01,-7.564753418867796952e+00,-7.535761498194888830e+00
1.707341468293658693e+01,6.221968658604708935e+02,1.350947576271581685e-01,-7.556118339011215213e+00,-7.529148213161561465e+00
1.710342068413682881e+01,6.219702664193708870e+02,1.350133730511028918e-01,-7.547491034071581950e+00,-7.467514770110220468e+00
1.713342668533706714e+01,6.217439257324274422e+02,1.349317305208728446e-01,-7.538871502028470672e+00,-7.509615924507376583e+00
1.716343268653730902e+01,6.215178435664487324e+02,1.348498311749163903e-01,-7.530259740842197402e+00,-7.531232255153991417e+00
1.719343868773754735e+01,6.212920196883097788e+02,1.347676761448253491e-01,-7.521655748453817125e+00,-7.454739298890033616e+00
1.722344468893778568e+01,6.210664538649518818e+02,1.346852665553348039e-01,-7.513059522785077604e+00,-7.436585426514186636e+00
1.725345069013802757e+01,6.208411458633829625e+02,1.346026035243232388e-01,-7.504471061738390958e+00,-7.528239982274094189e+00
1.728345669133826590e+01,6.206160954506777898e+02,1.345196881628124563e-01,-7.495890363196830108e+00,-7.487983369173175419e+00
1.731346269253850778e+01,6.203913023939770710e+02,1.344365215749676878e-01,-7.487317425024048845e+00,-7.571349455342646806e+00
1.734346869373874611e+01,6.201667664604887023e+02,1.343531048580974274e-01,-7.478752245064311133e+00,-7.496958618695268584e+00
1.737347469493898799e+01,6.199424874174866318e+02,1.342694391026535983e-01,-7.470194821142420061e+00,-7.514382399129061696e+00
1.740348069613922632e+01,6.197184650323115420e+02,1.341855253922314417e-01,-7.461645151063715176e+00,-7.472348774358077428e+00
1.743348669733946821e+01,6.194946990723706222e+02,1.341013648035695727e-01,-7.453103232614036067e+00,-7.477184959947176246e+00
1.746349269853970654e+01,6.192711893051377956e+02,1.340169584065499242e-01,-7.444569063559697497e+00,-7.452871556801648367e+00
1.749349869973994842e+01,6.190479354981640654e+02,1.339323072650096813e-01,-7.436042641649776463e+00,-7.441194368200522824e+00
1.752350470094018675e+01,6.188249374190926346e+02,1.338474124367517726e-01,-7.427523964616666419e+00,-7.402850558814957793e+00
1.755351070214042863e+01,6.186021948355011091e+02,1.337622749608164407e-01,-7.419013030140140685e+00,-7.407466106084657831e+00
1.758351670334066696e+01,6.183797075150246201e+02,1.336768958686156139e-01,-7.410509835878153595e+00,-7.438600051889969755e+00
1.761352270454090885e+01,6.181574752253792440e+02,1.335912761858581155e-01,-7.402014379472245054e+00,-7.466472530846346878e+00
1.764352870574114718e+01,6.179354977343621158e+02,1.335054169325496087e-01,-7.393526658547509456e+00,-7.331784070253846153e+00
1.767353470694138906e+01,6.177137748098507473e+02,1.334193191229926523e-01,-7.385046670712560157e+00,-7.314181549690272455e+00
1.770354070814162739e+01,6.174923062198042771e+02,1.333329837657867278e-01,-7.376574413559540133e+00,-7.399296662733473084e+00
1.773354670934186927e+01,6.172710917322621071e+02,1.332464118638280737e-01,-7.368109884664063358e+00,-7.340039168718241136e+00
1.776355271054210760e+01,6.170501311153448114e+02,1.331596044143099067e-01,-7.359653081585224577e+00,-7.435958327009200453e+00
1.779355871174234949e+01,6.168294241372540228e+02,1.330725624087222281e-01,-7.351204001865562887e+00,-7.429314749904775361e+00
1.782356471294258782e+01,6.166089705662719780e+02,1.329852868328519899e-01,-7.342762643031042202e+00,-7.356256869051711611e+00
1.785357071414282970e+01,6.163887701707619726e+02,1.328977786667829564e-01,-7.334329002591036151e+00,-7.260744917517375718e+00
1.788357671534306803e+01,6.161688227191681335e+02,1.328100388848958147e-01,-7.325903078038299654e+00,-7.378230652701485148e+00
1.791358271654330991e+01,6.159491279800155326e+02,1.327220684558680641e-01,-7.317484866848960934e+00,-7.359191081490686237e+00
1.794358871774354824e+01,6.157296857219101867e+02,1.326338683426740994e-01,-7.309074366482487761e+00,-7.228694628790949039e+00
1.797359471894379013e+01,6.155104957135388304e+02,1.325454395025852383e-01,-7.300671574381679463e+00,-7.395343970010276102e+00
1.800360072014402846e+01,6.152915577236693707e+02,1.324567828871696107e-01,-7.292276487972644716e+00,-7.259965375621552752e+00
1.803360672134427034e+01,6.150728715211503186e+02,1.323678994422921862e-01,-7.283889104664767800e+00,-7.259498408800246771e+00
1.806361272254450867e+01,6.148544368749113573e+02,1.322787901081149131e-01,-7.275509421850723690e+00,-7.285822960680878424e+00
1.809361872374474700e+01,6.146362535539628880e+02,1.321894558190965518e-01,-7.267137436906419445e+00,-7.257706188385152579e+00
1.812362472494498888e+01,6.144183213273962565e+02,1.320998975039926748e-01,-7.258773147191001307e+00,-7.127686064833977042e+00
1.815363072614522721e+01,6.142006399643838677e+02,1.320101160858558331e-01,-7.250416550046838715e+00,-7.306758710074325869e+00
1.818363672734546910e+01,6.139832092341786165e+02,1.319201124820353899e-01,-7.242067642799471905e+00,-7.257764652610166678e+00
1.821364272854570743e+01,6.137660289061147978e+02,1.318298876041775758e-01,-7.233726422757648322e+00,-7.245632593357326456e+00
1.824364872974594931e+01,6.135490987496126536e+02,1.317394423586175645e-01,-7.225392887214387549e+00,-7.259876941957069896e+00
1.827365473094618764e+01,6.133324185342014516e+02,1.316487776469522919e-01,-7.217067033449195534e+00,-7.284161177687130007e+00
1.830366073214642952e+01,6.131159880293702145e+02,1.315578943540489654e-01,-7.208748858694013606e+00,-7.129083845339432735e+00
1.833366673334666785e+01,6.128998070046706061e+02,1.314667933575143777e-01,-7.200438360159495232e+00,-7.189433606462396043e+00
1.836367273454690974e+01,6.126838752297472865e+02,1.313754755302332655e-01,-7.192135535042139871e+00,-7.280035141922156505e+00
1.839367873574714807e+01,6.124681924743387071e+02,1.312839417403681985e-01,-7.183840380524308955e+00,-7.218980592693699627e+00
1.842368473694738995e+01,6.122527585082766564e+02,1.311921928513597180e-01,-7.175552893774202801e+00,-7.155282858924526757e+00
1.845369073814762828e+01,6.120375731014868279e+02,1.311002297219263091e-01,-7.167273071945859719e+00,-7.147102065491725220e+00
1.848369673934787016e+01,6.118226360239877977e+02,1.310080532060643177e-01,-7.159000912179106280e+00,-7.231017268215004457e+00
1.851370274054810849e+01,6.116079470458922742e+02,1.309156641530480614e-01,-7.150736411599592834e+00,-7.155307754983262214e+00
1.854370874174835038e+01,6.113935059374058483e+02,1.308230634074297183e-01,-7.142479567318735789e+00,-7.129435480620345267e+00
1.857371474294858871e+01,6.111793124688280159e+02,1.307302518090394661e-01,-7.134230376433738918e+00,-7.114601783905876609e+00
1.860372074414883059e+01,6.109653664105517237e+02,1.306372301929853152e-01,-7.125988836027556061e+00,-7.106258856298888205e+00
1.863372674534906892e+01,6.107516675330633689e+02,1.305439993896532758e-01,-7.117754943168904447e+00,-7.208905654248741968e+00
1.866373274654931080e+01,6.105382156069426856e+02,1.304505602247071905e-01,-7.109528694912215840e+00,-7.017179554319853629e+00
1.869373874774954913e+01,6.103250104028633132e+02,1.303569135190889294e-01,-7.101310088297666745e+00,-7.090753407867172342e+00
1.872374474894979102e+01,6.101120516915920007e+02,1.302630600890181956e-01,-7.093099120351133102e+00,-7.002799634240174598e+00
1.875375075015002935e+01,6.098993392439891750e+02,1.301690007459926357e-01,-7.084895788084195623e+00,-6.941740838660564350e+00
1.878375675135027123e+01,6.096868728310087135e+02,1.300747362967878407e-01,-7.076700088494114027e+00,-7.084727957002401766e+00
1.881376275255050956e+01,6.094746522236979445e+02,1.299802675434572896e-01,-7.068512018563831489e+00,-7.130200153514364203e+00
1.884376875375075144e+01,6.092626771931978737e+02,1.298855952833323779e-01,-7.060331575261961312e+00,-7.017125048570807877e+00
1.887377475495098977e+01,6.090509475107429580e+02,1.297907203090224448e-01,-7.052158755542763835e+00,-7.061200433457787362e+00
1.890378075615123166e+01,6.088394629476607633e+02,1.296956434084147181e-01,-7.043993556346133111e+00,-7.066564046663055265e+00
1.893378675735146999e+01,6.086282232753731023e+02,1.296003653646744247e-01,-7.035835974597619114e+00,-7.087500294063782569e+00
1.896379275855171187e+01,6.084172282653945558e+02,1.295048869562445970e-01,-7.027686007208361119e+00,-6.943296778802861446e+00
1.899379875975195020e+01,6.082064776893337239e+02,1.294092089568531778e-01,-7.019543651075157875e+00,-7.041677374116842358e+00
1.902380476095218853e+01,6.079959713189210788e+02,1.293133321369428768e-01,-7.011408903084885402e+00,-7.081388142056074031e+00
1.905381076215243041e+01,6.077857089258939141e+02,1.292172572535498221e-01,-7.003281760086056629e+00,-7.025660329435761575e+00
1.908381676335266874e+01,6.075756902820314735e+02,1.291209850547071214e-01,-6.995162218900604856e+00,-7.053025160956870820e+00
1.911382276455291063e+01,6.073659151592174794e+02,1.290245162845597149e-01,-6.987050276338417021e+00,-6.979155068051958288e+00
1.914382876575314896e+01,6.071563833294401320e+02,1.289278516833643751e-01,-6.978945929197315934e+00,-6.999914157802071379e+00
1.917383476695339084e+01,6.069470945647919962e+02,1.288309919874897624e-01,-6.970849174263046955e+00,-7.023720385096909880e+00
1.920384076815362917e+01,6.067380486374702286e+02,1.287339379294163422e-01,-6.962760008309293980e+00,-6.932671700360767630e+00
1.923384676935387105e+01,6.065292453197764644e+02,1.286366902377363841e-01,-6.954678428097654574e+00,-6.986850123721092487e+00
1.926385277055410938e+01,6.063206843841168165e+02,1.285392496371541293e-01,-6.946604430377634642e+00,-6.910416368624411554e+00
1.929385877175435127e+01,6.061123656030016491e+02,1.284416168484855403e-01,-6.938538011886633328e+00,-6.875488836693297579e+00
1.932386477295458960e+01,6.059042887490461453e+02,1.283437925886585229e-01,-6.930479169349974100e+00,-6.948576808100935587e+00
1.935387077415483148e+01,6.056964535949697392e+02,1.282457775707127046e-01,-6.922427899480845248e+00,-6.954753618108805213e+00
1.938387677535506981e+01,6.054888599135964569e+02,1.281475725037997115e-01,-6.914384198980330964e+00,-6.904419395683863314e+00
1.941388277655531169e+01,6.052815074778546887e+02,1.280491780931828916e-01,-6.906348064537384701e+00,-6.861775587473433191e+00
1.944388877775555002e+01,6.050743960607773033e+02,1.279505950402375081e-01,-6.898319492828839827e+00,-6.898459145899691336e+00
1.947389477895579191e+01,6.048675254355016477e+02,1.278518240424506014e-01,-6.890298480519378543e+00,-6.883300688013314961e+00
1.950390078015603024e+01,6.046608953752697744e+02,1.277528657934211831e-01,-6.882285024261569184e+00,-6.883629563923789441e+00
1.953390678135627212e+01,6.044545056534278729e+02,1.276537209828599306e-01,-6.874279120695803158e+00,-6.858718389621594191e+00
1.956391278255651045e+01,6.042483560434268384e+02,1.275543902965895759e-01,-6.866280766450337580e+00,-6.834843615807465689e+00
1.959391878375675233e+01,6.040424463188219306e+02,1.274548744165444891e-01,-6.858289958141265075e+00,-6.893593104336838806e+00
1.962392478495699066e+01,6.038367762532728875e+02,1.273551740207710392e-01,-6.850306692372511108e+00,-6.874433384178884054e+00
1.965393078615723255e+01,6.036313456205438115e+02,1.272552897834273722e-01,-6.842330965735827775e+00,-6.840151519351063136e+00
1.968393678735747088e+01,6.034261541945036242e+02,1.271552223747834942e-01,-6.834362774810802676e+00,-6.867649381652864982e+00
1.971394278855771276e+01,6.032212017491253846e+02,1.270549724612212439e-01,-6.826402116164835832e+00,-6.819595843661677925e+00
1.974394878975795109e+01,6.030164880584868570e+02,1.269545407052343478e-01,-6.818448986353147667e+00,-6.791641530580562858e+00
1.977395479095819297e+01,6.028120128967809706e+02,1.268539277660540587e-01,-6.810503381920664623e+00,-6.811589474816695855e+00
1.980396079215843130e+01,6.026077760382826227e+02,1.267531342953540086e-01,-6.802565299390487041e+00,-6.832742782957457628e+00
1.983396679335867319e+01,6.024037772572759195e+02,1.266521609326432540e-01,-6.794634735250099311e+00,-6.833494851489839483e+00
1.986397279455891152e+01,6.022000163281522873e+02,1.265510083137334763e-01,-6.786711685975314268e+00,-6.699150414098367534e+00
1.989397879575914985e+01,6.019964930254169531e+02,1.264496770712567331e-01,-6.778796148031775104e+00,-6.734870856005691131e+00
1.992398479695939173e+01,6.017932071236890579e+02,1.263481678346654313e-01,-6.770888117874935830e+00,-6.826884192690980235e+00
1.995399079815963006e+01,6.015901583977017708e+02,1.262464812302324102e-01,-6.762987591950078148e+00,-6.805038930550470155e+00
1.998399679935987194e+01,6.013873466223020614e+02,1.261446178810508023e-01,-6.755094566692293689e+00,-6.661402331178437386e+00
2.001400280056011027e+01,6.011847715724512682e+02,1.260425784070341448e-01,-6.747209038526509772e+00,-6.671644153250045228e+00
2.004400880176035216e+01,6.009824330232241891e+02,1.259403634249163795e-01,-6.739331003867439662e+00,-6.732922187901311695e+00
2.007401480296059049e+01,6.007803307498099912e+02,1.258379735482517969e-01,-6.731460459119631423e+00,-6.673568014128933079e+00
2.010402080416083237e+01,6.005784645275113007e+02,1.257354093874150647e-01,-6.723597400677418179e+00,-6.797946465576861996e+00
2.013402680536107070e+01,6.003768341317452268e+02,1.256326715496011992e-01,-6.715741824924956305e+00,-6.715676227168770218e+00
2.016403280656131258e+01,6.001754393380425654e+02,1.255297606388256493e-01,-6.707893728236207664e+00,-6.670853269101739258e+00
2.019403880776155091e+01,5.999742799220480265e+02,1.254266772559241572e-01,-6.700053106974925399e+00,-6.793051474544324897e+00
2.022404480896179280e+01,5.997733556595203481e+02,1.253234219985529252e-01,-6.692219957494675242e+00,-6.731369668997512434e+00
2.025405081016203113e+01,5.995726663263322962e+02,1.252199954611884769e-01,-6.684394276138817759e+00,-6.645251533721899584e+00
2.028405681136227301e+01,5.993722116984704371e+02,1.251163982351277126e-01,-6.676576059240516337e+00,-6.619994565051136703e+00
2.031406281256251134e+01,5.991719915520353652e+02,1.250126309084879095e-01,-6.668765303122720312e+00,-6.698430676950297702e+00
2.034406881376275322e+01,5.989720056632417027e+02,1.249086940662067352e-01,-6.660962004098191613e+00,-6.646471532149256234e+00
2.037407481496299155e+01,5.987722538084179860e+02,1.248045882900422066e-01,-6.653166158469474567e+00,-6.573130530759111245e+00
2.040408081616323344e+01,5.985727357640064383e+02,1.247003141585727309e-01,-6.645377762528908328e+00,-6.664474416828068293e+00
2.043408681736347177e+01,5.983734513065637657e+02,1.245958722471970925e-01,-6.637596812558631321e+00,-6.704265015229470492e+00
2.046409281856371365e+01,5.981744002127601334e+02,1.244912631281344245e-01,-6.629823304830562591e+00,-6.632893685145043072e+00
2.049409881976395198e+01,5.979755822593798484e+02,1.243864873704242646e-01,-6.622057235606419567e+00,-6.641715117681865621e+00
2.052410482096419386e+01,5.977769972233218141e+02,1.242815455399569752e-01,-6.614298601137805989e+00,-6.549246187330937552e+00
2.055411082216443219e+01,5.975786448816106713e+02,1.241764381993822192e-01,-6.606547397666407306e+00,-6.598541619669467728e+00
2.058411682336467408e+01,5.973805250112951626e+02,1.240711658993282895e-01,-6.598803621399043529e+00,-6.638908350932144486e+00
