S,E,I,T,v,v_noisy
4.726168453039907291e+00,1.113936130734719754e+01,2.489970167716196769e+01,4.011223033689046957e+01,4.398750346189513607e+02,4.108920522258438837e+02
2.044359214861762031e-01,3.599610124024652436e+01,1.042400451135594963e+01,3.421968845807022319e+01,6.464258627222710629e+01,3.363903154873239032e+01
8.019924914068796795e+01,2.394471746408060042e+00,7.592533660122658290e+00,3.277005583865823723e+01,1.070568846548789708e+02,1.312900267925076321e+02
1.720103971093611461e+00,3.074711067504494721e+01,7.445318524585598396e+00,3.206494195377669598e+01,2.727370975066405663e+02,2.713595211475696942e+02
2.668201035067435001e+00,3.593962154968365041e+01,3.177486817627999116e+01,3.693160193052160167e+01,7.988591452581387102e+02,7.943123887714474449e+02
2.256248078975496441e+01,1.098825126368261706e+01,4.153126743867364468e+01,4.146176730382680375e+01,7.671362831297929006e+02,7.676676748378531556e+02
7.832706920023012742e+01,3.568143821076863009e+00,4.515158632044011711e+01,4.772495013363440819e+01,8.936322428859735112e+01,8.771598197171441313e+01
5.452749903870848236e-01,3.127625420456693561e+01,3.123243656993831507e+01,4.321495528191400837e+01,1.613736464815410443e+02,1.764959051931883494e+02
2.561512414023792705e-01,4.658336868890794591e+01,2.058034469426132773e+01,4.261298073625282967e+01,1.206390248273355184e+02,1.318842053912402150e+02
1.714717917413297243e+01,4.674270973161662113e+01,1.780861349456624865e+01,3.256592583283675424e+01,1.641895405523166346e+03,1.630101250596088903e+03
1.074267714053565115e+01,1.168350173727058205e+01,1.982939072792610347e+01,4.083805559474967595e+01,7.056473698059472781e+02,6.891768286616816113e+02
2.185554443973585670e+00,4.859456549455169494e+01,1.943555352877147513e+01,3.729986752121485694e+01,9.437982354433127057e+02,9.220638196720907445e+02
8.766388187082510441e+00,9.436036663862612528e+00,3.587048042434184936e+01,3.404409174069903798e+01,3.791932412185397538e+02,3.541706152943081065e+02
6.799076722939216211e+01,2.583881639841974476e+01,4.182281352841209099e+01,3.432237154554757552e+01,1.187105914195024070e+03,1.215148826996430898e+03
3.355312193901297491e+01,8.532236138653928492e+00,3.826661603429843694e+01,4.538890893426908946e+01,4.352010973377353480e+02,4.168703126444469831e+02
5.065929480864119760e+00,3.932552591929601959e+01,8.700264797143336892e+00,3.493702247597373400e+01,1.272227723494879456e+03,1.231846807624046505e+03
5.319616281355295939e+01,4.628494578187297748e+01,2.038100105869703427e+01,3.261263121175245772e+01,1.657378825212288575e+03,1.640509135975137951e+03
5.479417790644550479e+01,1.659211036291579333e+01,3.077506244198139740e+01,3.669782037248961615e+01,1.044791766393296939e+03,1.029024532507063213e+03
2.058101877434707916e+01,4.787615272674179323e+01,9.747376464306590549e+00,3.989292013046701868e+01,3.314614262970207619e+03,3.321211295253403478e+03
2.268207941707552078e-01,3.334386874721863592e+01,1.479579398725561212e-01,3.880505882014293206e+01,1.186168520964285449e+02,1.008972003807209603e+02
4.843137086412632186e+00,3.736732174186204958e+01,2.056159998576654147e+01,3.274809461641216046e+01,7.865319966070762803e+02,7.972270579478097261e+02
6.634384929151605270e+00,3.927159447063098696e+01,1.298331962862429023e+01,3.656424911112047482e+01,1.647526876461585061e+03,1.655297415953616110e+03
4.345145881657482789e+01,4.767867435335887194e+01,4.699050488392399672e+01,4.396382456556879958e+01,2.494036385380460160e+03,2.519372975741159280e+03
3.537445017093781452e+00,3.342909131762832686e+01,2.396216149037006460e+01,3.812838847414686683e+01,9.776369472352091634e+02,1.020976808816679636e+03
6.882866203369667701e+00,3.383984444821347637e+01,5.794945338726970263e+00,4.233584716868124076e+01,1.578684749277060519e+03,1.635662831779678982e+03
1.397950137345103627e+01,1.343090317189606786e+01,4.289561324752057914e+01,4.796849153481338135e+01,2.804264500474645274e+02,3.074431429051198279e+02
1.784899965073918904e-01,4.589056647398334832e+01,5.792480793822929463e+00,3.056873342456082909e+01,2.532556312450355662e+01,2.131556698971014185e+00
1.475804503109986732e-01,3.849687285493173761e+01,1.304457485797964544e+01,3.080115656175101080e+01,1.916084102567478809e+01,1.107685316564414357e+01
1.233654306899009123e-01,4.716644914905107555e+01,2.350490356473008902e+01,4.589243337228153763e+01,4.004766796644960891e+01,4.500059082667569754e+01
2.091733685009190269e-01,3.191863998749376563e+01,1.060468881008935682e+01,4.066292981050008848e+01,7.900520451738509564e+01,1.203677545973113610e+02
5.840532417612844807e-01,1.195971782374290271e+01,2.449071766010769835e+01,4.494487419674533868e+01,5.973551320132914100e+01,7.326791985327268719e+01
1.396884096887892057e-01,3.218546270726267267e+01,3.266937197091820622e+01,3.891413727833362657e+01,5.051421526876566048e+01,7.458166336082140901e+01
6.156572950663846022e+00,2.793457878071858858e+01,4.441937920076593826e+00,3.583750178870734260e+01,1.205611937755200870e+03,1.202132900122964884e+03
5.210357861536503599e+00,9.390070077832742612e+00,5.160443747502130307e+00,4.171329492494027136e+01,4.329159385302014584e+02,4.447216284564148054e+02
2.322065030722369361e+00,1.574453860139354155e+01,4.153531792917516441e+01,3.543059967706706459e+01,2.982830937452762328e+02,3.126469388646808625e+02
1.063770790090619450e-01,4.864427063476281177e+01,4.522228753545362423e+01,4.727934144410251349e+01,2.425599905699909087e+01,1.512982914773727039e+01
3.610341499773324525e+00,4.929366465684979914e+01,1.500993257768163858e+01,3.666121971380462696e+01,1.380803957953947247e+03,1.396350517227034288e+03
2.393899254883314343e-01,2.704807805412141164e+01,3.919201530569030467e+01,3.488295469826528006e+01,5.811240996024582728e+01,7.952862183477108715e+01
1.035898105101995537e-01,1.922805979744630633e+01,1.045268450022784901e-01,3.314103913102725585e+01,2.061630507734689033e+01,1.744899038223057275e+01
2.447271604542434886e+01,3.612770567170809244e+01,1.020625113464955724e+01,3.092719235533248323e+01,7.999215296009566600e+02,8.202844602833331464e+02
5.394597345641800956e+01,2.292577030908703684e+00,4.505297617823948997e+01,3.760983369451938074e+01,1.731097201490971429e+02,2.060688143554993985e+02
1.648011706074936633e-01,4.664607227386267141e+01,2.731284801384200733e+01,3.390095611814130194e+01,5.995830209595900584e+01,6.128430086549525413e+01
9.484063404645823425e+00,2.227687233842816994e+01,1.855313122149131289e+01,4.663245204032843816e+01,6.432752946820345414e+02,6.432817382375690158e+02
1.444976160385461617e-01,4.431110882637829818e+00,3.424980209253901364e+01,3.634064331950692406e+01,7.681089705201775253e+00,1.488743804672983728e+00
5.579127261273880478e+00,2.057494330514948189e+01,3.862926347356565770e+01,3.443912873127705154e+01,6.385982995052087290e+02,6.262121103646892379e+02
7.442775033993625833e+00,3.779843835292520993e+01,3.283013570735131736e+01,3.630419761804414946e+01,1.577650873239148723e+03,1.580773896172062223e+03
5.757793153972579958e+00,1.525216746864495265e+00,3.356455798392580192e+01,4.539726189535746670e+01,5.171069803646937402e+01,4.347416099992604188e+01
9.351910062686735614e+01,4.428024605360839416e+01,3.778019112679591274e+01,4.365493713857328828e+01,1.975935061463932925e+03,1.969695448295926553e+03
6.933524593529496904e+00,1.861362102272297392e+01,1.657600304370443567e+01,4.763634165157860423e+01,3.412342312900339607e+02,3.257644058068274830e+02
3.150651662421332100e-01,2.428683463899683304e+01,1.802064885998843735e+01,4.155189841288300556e+01,8.566705979718823016e+01,5.494609779803541727e+01
6.286844698462624592e+01,1.639385011784941071e+01,7.380821800118675391e-02,3.727959962469088850e+01,1.463147730093129894e+03,1.444402848258603854e+03
7.889218694038592217e-01,2.989564241257372501e+01,4.634196004489734122e+01,3.417007593275078392e+01,1.815904484250597477e+02,1.881703970242013497e+02
4.152198237382272339e+00,1.787938096943019772e+01,9.041511080783010357e+00,4.432440187861448067e+01,5.219900378337240454e+02,4.983272703551876361e+02
1.983976600194720996e+00,1.660087331098759478e+01,2.714622200444333799e+01,3.789201256275111973e+01,3.238078580250254959e+02,3.108483801536131637e+02
2.631580043565654492e+01,2.677369698305101764e+01,4.490133062986825507e+01,3.771143160989310417e+01,1.765146692990679185e+03,1.797989895529680780e+03
1.786525197137323051e-01,2.038646475036511063e+01,1.346787624876743017e+01,3.902657858681943281e+01,4.440787683299359401e+01,6.693819212253741568e+01
1.267181809878915821e+00,4.383370025235631573e+01,4.618427540359915540e+00,4.301231428025942449e+01,5.628513450933972990e+02,5.489830240461046742e+02
2.128857685989684612e+00,1.732571901732183051e+01,4.894054713316479166e+01,3.621523431962648942e+01,3.213872361178756023e+02,3.334548246533817633e+02
6.197856037380605088e+00,6.538839864162453885e+00,4.159844896028295835e+01,3.905036627448733100e+01,3.126535633266752825e+02,2.996478444365323526e+02
5.293266348361488127e+01,3.437841740505886179e+01,3.179126910728601985e+01,3.642333164184287142e+01,2.022161158288708521e+03,2.054712941620658512e+03
8.025912314018073257e-01,3.839837849567383188e+01,3.824175171691088337e+01,4.693062843811611629e+01,1.536836630513541877e+02,1.419697891446030553e+02
1.087952820418600419e+00,4.681805228918508988e+01,3.098034933655619483e+01,3.576363041375175555e+01,4.453458792298169442e+02,4.469802132370346612e+02
1.037572332358426941e+01,1.923962302021438830e+01,1.591895052453491921e+01,4.427547988983327798e+01,8.883956300680810045e+02,9.160918023930757954e+02
4.235183704334226085e-01,2.277703313291625165e+01,2.970187529504809021e+01,3.607316914045184575e+01,9.692934942380280461e+01,8.037181423407677983e+01
3.385693033287452636e+00,3.675332894199707567e+01,4.589327778131274727e+01,4.247423610622860934e+01,9.409588945223249539e+02,9.670495786750980187e+02
9.102552799021879082e-01,2.190260888097894565e+01,6.348241379954671970e+00,3.557718782471623342e+01,2.057583378000449841e+02,1.894093110086162426e+02
7.434474873396787586e+00,4.986799654991548181e+01,1.931690229713672480e+01,3.771028773317058835e+01,2.252734716406741882e+03,2.257498631304149058e+03
5.517065877587101319e+00,2.420266144313792367e+01,4.979491303014725645e+01,4.545970587586565159e+01,6.407779631473467816e+02,6.348656692904347665e+02
1.142173513879754942e+01,9.132706293950491272e+00,4.893025516901310823e+01,3.270272356918825096e+01,3.193160634174973893e+02,3.175459626854262751e+02
1.945758038146836899e+00,3.959716051309591478e+01,4.203453913524240804e+00,3.149992640757540130e+01,3.355739722903452389e+02,3.387757782909225170e+02
5.022722212531877117e-01,5.833046538830859440e+00,6.257288010905099007e+00,4.319909493864784622e+01,3.593085631010350056e+01,3.444396846893342712e+01
1.106248206444940679e-01,1.773345659549512376e+01,3.223886931685337487e+01,3.290580252303720243e+01,1.373771464144749821e+01,-6.608953541024559897e+00
6.379627210347386779e+00,8.922493123926575009e+00,1.060469349751279644e+01,3.214068233587422441e+01,2.239897517745273205e+02,2.413213482426980363e+02
4.725460096714761415e-01,3.890190111752292523e+01,9.821124183641078531e+00,3.539509179343150436e+01,1.794119779279805869e+02,1.938227645069560765e+02
1.033900695908966799e-01,4.159461054110958855e+01,4.104657056493239509e+01,3.549099815986249951e+01,4.025706454863752271e+01,6.605379503330033231e+01
1.333786232261916949e+00,3.803287007239214290e+01,4.188420772420040805e+01,4.695477948430614390e+01,2.384133953194630635e+02,2.661123584560488098e+02
6.643475404597345424e-01,2.173314560590101863e+01,1.341923968215634133e+01,4.518751435693017982e+01,1.164518556074266655e+02,8.957249908192258658e+01
1.117398729855559303e+01,3.857179553306094988e+01,4.989415137294263758e+01,3.422118009603835986e+01,1.551520564257258684e+03,1.577230789988230072e+03
7.823201562921375807e-01,4.524558323533553050e+01,3.232742524076468271e+01,4.153040217747916785e+01,3.525767215645552142e+02,3.785314150401651432e+02
1.267592314382901098e+00,1.659470024661151655e+01,2.076289518872432183e+01,3.289946119478268827e+01,1.352462763569917854e+02,1.246014124858398588e+02
1.485039945648701831e+01,1.747226609103162076e+01,4.240998995537565719e+01,4.637340075149542429e+01,6.200657043590288140e+02,6.408137964764281378e+02
1.053084470584931687e+01,4.252848925709972150e+01,1.313266466235929997e+01,4.311825894205155407e+01,2.108511411287326155e+03,2.137876034719235122e+03
3.035245117673691095e-01,4.270451272129839282e+01,4.787714026026168312e+01,3.305304845752942100e+01,8.478530732404684045e+01,7.400859725393922872e+01
5.760161188185685788e+00,1.697600693613728851e+01,4.349173544312870376e+01,3.217117755618501462e+01,3.542077020125671538e+02,3.266325150280981120e+02
6.287855452734686423e+01,3.041696759547399864e+01,4.946819840393392553e+01,3.615806977010495160e+01,1.679123998269675440e+03,1.671933267745475177e+03
5.346330333357572329e+01,3.082261790128697854e+01,3.572988927495795508e+01,4.732048205390887574e+01,8.455768634685181269e+02,9.014310047567649917e+02
3.533033968647383460e+01,1.457681430323751304e+00,1.442000583820700044e+01,4.125760310882569826e+01,1.255560983610904344e+02,1.302813074170964001e+02
7.015210473052720941e-01,3.023108972414658879e+01,4.061786681737926585e+01,3.462182977742482848e+01,1.750033435806091688e+02,1.507191545457198458e+02
7.564277018659437601e+01,4.457149963517697699e+01,1.437702446858372163e+01,4.567504913019766377e+01,1.727646665454058393e+03,1.722587720005918527e+03
3.971444465614953900e-01,4.042827311031113169e+01,2.113591327825558608e+01,3.395533926486276499e+01,1.260830027058351703e+02,1.062019584139020765e+02
1.605611238196339885e+00,4.054533448603627477e+01,3.451938416785249331e+01,3.396739558063932662e+01,4.467557706030246436e+02,4.387701586866907633e+02
2.199897646646721827e-01,4.525903238333138745e+01,4.151239612562701353e+00,4.359330511917036688e+01,1.072025042710538401e+02,1.091053866421905383e+02
4.975468732879885891e+00,3.121280829156881964e+01,4.533258665790710040e+01,4.558576640013401970e+01,7.463750426805404459e+02,6.951431025817031468e+02
1.472165779725309953e+01,4.009853238141184306e+01,4.743941748039539874e+01,4.758621047133817683e+01,9.199641950584375536e+02,9.271722106880253023e+02
1.155852003878913159e+01,4.810913325181227407e+01,4.693022085021282663e+01,3.067552579707688309e+01,7.013136993846460427e+02,7.296070921252746757e+02
1.050903254064033121e-01,4.156125090815688594e+01,4.286576819631435598e+01,4.561349472270497785e+01,3.117948421862642050e+01,2.723210811169636258e+01
8.859436236701260725e+01,2.937788472362320391e+01,2.774291606144893407e+01,4.425516266800036647e+01,1.309430142953041013e+03,1.301776244494941693e+03
8.511956759665242345e-01,1.949849170390426423e+01,1.186080615711068198e+01,4.474682524776066828e+01,1.426454543958487022e+02,1.645172633141453389e+02
1.675543760452038455e+01,2.877889884873525972e+01,2.985606531150736487e+00,4.715449152371929387e+01,9.964938433395180937e+02,9.711610708183286533e+02
6.022931251760658711e+01,4.162457819646000701e+01,2.822468312137421442e+00,3.034611912183401472e+01,6.617093217351928160e+02,6.367915181130213114e+02
2.190285618070230811e+01,4.808014606177751205e+01,2.335294236132621393e+01,3.677471784574676406e+01,2.947791290505007055e+03,2.919980569251076759e+03
3.712969050063712473e+00,6.114236061257350308e+00,3.007736184044177818e+01,3.617287323098564400e+01,1.924236731066573043e+02,1.892761139693441521e+02
4.130246909580853831e+00,3.323850053702194174e+01,2.363084570947004970e+00,4.177180189596646187e+01,1.278411879520924913e+03,1.286292419073269002e+03
2.699725793428723319e-01,2.582517412780594412e+01,3.439808029453077154e+01,4.097303390914886734e+01,7.708756011088698301e+01,7.527610122968958706e+01
1.400292843297984424e+00,1.393887213791247248e+01,3.512221177258838622e+01,4.669993719597680126e+01,1.066288007146850561e+02,1.176243251806469345e+02
2.934309551139940098e+01,1.107526333462224777e+01,3.249241437203392024e+01,3.802103257775217315e+01,8.078067782067636244e+02,8.244217222060126460e+02
1.105478995556124211e+01,4.146253251350999847e+01,2.121537770492199471e+01,3.927243972841251463e+01,2.319617408083178816e+03,2.329549113428608962e+03
9.785206931962656896e+00,1.040690944655079875e+01,2.460392077819219026e+01,4.500773310846246034e+01,4.391554675033112858e+02,4.229823913724860631e+02
1.107366263319446098e+01,4.555164969420479792e+01,4.537039709483936178e+01,3.481925849064943179e+01,1.950241836104723916e+03,1.944880082321997406e+03
1.118472614751799155e+00,3.319255476811473216e+01,1.639876314521102785e+01,3.291487057837424857e+01,2.331452196515325852e+02,2.581101635557411100e+02
8.721860198669263298e+01,8.053097864006954154e+00,2.205339640579006399e+01,4.487509017233661979e+01,3.769224796332608207e+02,3.559887477687882438e+02
1.020692281324614870e+00,3.843410522863417356e+01,3.806316970164060365e+01,3.074388042371331053e+01,1.110854632872671885e+02,1.060169891975483836e+02
3.642429102992749690e-01,2.601811697529845091e+01,1.576568924126140558e+01,3.747522630044161929e+01,1.060373605840243414e+02,9.769188431072765866e+01
1.014271969169194421e+01,2.777885230031314023e+01,1.270075114963337093e+01,4.208074628262010464e+01,1.496482590023668081e+03,1.492880816844448418e+03
3.217925875219331266e-01,4.208922759861700058e+01,4.185490603679632216e+01,3.306532063227832197e+01,8.910207526868192929e+01,6.758870543404360376e+01
8.429841048579342555e+01,4.917190413540659222e+01,1.138974435115374639e+01,4.481380264593327212e+01,2.127778223533641267e+03,2.100791553481894880e+03
5.328011950820216391e+00,1.923652629850598217e+01,3.062842604555170567e+01,3.214778102315887054e+01,3.813365319437560288e+02,4.324558115387458201e+02
2.293111725425278080e-01,3.552889689606658408e+01,4.599755907801029053e+01,3.474658377172558943e+01,7.033083478858655724e+01,8.924885649033991797e+01
1.177214320859290425e-01,5.560548535576679718e+00,8.653266193789155736e+00,4.624413546481205373e+01,5.330587412685027893e+00,-8.921757286862455061e+00
6.362365717351096350e+00,2.622759642009574677e+01,4.899681248836977687e+01,3.300143597867667467e+01,6.789625475754621675e+02,6.777832480466323659e+02
1.337976680537261986e-01,2.669361640528727975e+01,4.488819142084905423e+01,3.742317293570474135e+01,3.874070143554853018e+01,5.227487174141442239e+01
1.436576584643062815e-01,3.725818669269810979e+00,2.779119897952109142e+01,4.331798313752115348e+01,6.241422969820220601e+00,-6.317966078134675811e-01
1.727143770720560356e+00,2.191695954748773900e+01,3.654423103029422037e+01,3.907226484117777687e+01,3.759356207693696774e+02,3.882660920884335383e+02
2.212417395689824318e+00,3.751221330123146203e+01,3.387257518416004132e+01,4.632284558550237819e+01,4.283920675650231260e+02,4.160863736988202390e+02
3.068229453751216695e+01,2.555259238532563870e+00,6.955563177939771968e-01,3.164536650728500433e+01,1.202408050662417764e+02,1.130702220698469347e+02
2.444474345936716031e-01,1.575739382359193286e+01,2.419405475568887454e+01,3.080857532455950221e+01,1.332933858158517992e+01,1.163396346475719945e+01
4.027144398209198073e+01,3.364189694828979782e+01,4.803125312276411307e+01,4.468766194683223603e+01,1.665904265394209688e+03,1.656754355179067943e+03
1.640613827700307947e+00,5.783825456215637040e+00,2.213376449721434724e+01,3.140534718990079810e+01,4.180801412015957652e+01,-7.248435692323958790e+00
3.621936462004780566e+01,3.838448085796390785e+01,1.595755461002253384e+01,3.223902652654832934e+01,1.348152526812278666e+03,1.348575568492875163e+03
2.844708603341045139e-01,2.442616072434697827e+01,3.305446633412972801e+01,3.034862220182075632e+01,1.668450727655986299e+01,2.191694759112627011e+01
1.393827408530417533e-01,4.771637063524918432e+01,1.595813524027933639e+01,3.370499456428940022e+01,5.191855023365963007e+01,6.144247960355873772e+01
2.029915513282309458e+00,3.344339958045101469e+01,3.580496899917970666e+01,3.369136137000345599e+01,4.349018551078594328e+02,4.150221549418923814e+02
4.435667441159624746e-01,2.691863548734607292e+01,1.305917356107024752e+01,4.769037780537873061e+01,5.137136720824092606e+01,5.825631452016180134e+01
2.721185951266063885e+00,4.482266867981614666e+01,1.467605282972886904e+01,3.776554281052546713e+01,1.077960585440242994e+03,1.082274597178047543e+03
2.887948456184485480e+01,2.800381935423998314e+01,2.162088500561320359e+01,4.128295435920369272e+01,1.906186050690075945e+03,1.870809693261944176e+03
4.531962849175508268e+01,1.504704948187839442e+01,4.502681856220929291e+01,3.565896348549405559e+01,9.056442659650307405e+02,8.616055598558456268e+02
1.821564184865194502e-01,3.007346179046240664e+01,1.044203627810108514e+01,3.775195144084644738e+01,6.429553955709012314e+01,7.382495124980906098e+01
5.905675662075710042e-01,1.149308485862534113e+01,3.848419278212947603e+01,4.398717420527047750e+01,6.420517814046141325e+01,4.512147141708312148e+01
8.214527843054061362e-01,2.204937358368429656e+01,3.456238083348211632e+01,4.551972682578797702e+01,1.293016140535614795e+02,1.493457406104253664e+02
3.335052739900921104e-01,2.050220224574578154e+01,2.326443123017498138e+01,4.479237753883053585e+01,5.855002124675507247e+01,1.013574471733724067e+02
2.518171382451837470e+00,4.957085313887026246e+01,3.162521838363228710e+01,4.308375604216445254e+01,9.681360890374729706e+02,9.564815509181518109e+02
1.447965912933134869e-01,2.698570781430770538e+01,4.240049899465747174e+00,3.623500140040628281e+01,4.678205011639403210e+01,3.299415498818120795e+01
3.906938535054342854e-01,1.472259568217006631e+01,3.168971456186962499e+01,3.940749725550815441e+01,6.745326143998755697e+01,6.721933893830242823e+01
1.568141249512495505e-01,1.174683614626729877e+01,2.157591293066468907e+00,3.680399321938143942e+01,2.614333221564440279e+01,3.963826575335185964e+01
2.348537118610639851e+00,4.059466573958992086e+01,1.755104115457782754e+01,4.221065668237432078e+01,8.285223033906233923e+02,8.058063191184273819e+02
6.606382582311762519e+01,3.217283397548605706e+01,3.992661217783435035e+01,4.563052286424381521e+01,1.269295514779127188e+03,1.294204948031296453e+03
2.880046161458943432e-01,1.373626156187002456e+00,4.025163619614332333e+01,3.198332815871341239e+01,2.551922891596797971e+00,2.237635444385503192e+01
4.585909110248713461e+01,2.220231323461662853e+01,3.240078452404954135e+01,3.127890152321383610e+01,5.518631065597701308e+02,5.650852361266043999e+02
8.857136421254379055e-01,4.274776845866172792e+00,4.165318022632138195e+01,3.498758626368559987e+01,3.754571180779466033e+01,2.674889220332125106e+01
1.743379210214159514e+01,3.825233888978293351e+01,3.295730308158388766e+01,4.635085380920458675e+01,1.349731493073889624e+03,1.368057534990770137e+03
3.371943594357372120e+01,4.717357632345977692e+01,3.430024709945602268e+01,3.369570104780935083e+01,2.138129768851713379e+03,2.155274026052322824e+03
6.533209175181065476e+00,4.174131150540323176e+01,2.794785093275404719e+01,4.627367068054934407e+01,1.022106875890590345e+03,9.980874579248913960e+02
1.438027056000179371e+01,1.187177592873709919e+01,3.549453811526762337e+01,3.211883632324504845e+01,3.813115560210491708e+02,4.231152420078870477e+02
7.877044286674732554e+00,9.531330300952337353e+00,7.059786704991721784e+00,4.765095035359917830e+01,2.106608392574149775e+02,2.046502926027889089e+02
6.190893193547871931e+01,4.085651058666509527e+01,3.595392881920693640e+01,3.146202338173612034e+01,9.824034673606091701e+02,9.897871868449218482e+02
2.168763459091911727e+01,4.913364354844578230e+01,8.271449159103843485e+00,4.542716267311212164e+01,2.327519420573468324e+03,2.317036311840680355e+03
1.822998996415579942e+00,2.761287803049061740e+00,1.369892967401849582e+01,3.914083925112062445e+01,6.154549482259576365e+01,6.924343025331936019e+01
7.461885070283152954e-01,1.970422621831171339e+00,9.710652520469281512e+00,4.641079824767140138e+01,1.142844616994291762e+01,3.463009452178582137e+01
2.954635978956082210e-01,3.950819289905822274e+01,3.313898185884901437e+01,4.560879135019306574e+01,8.286999141621254239e+01,6.672261825642155486e+01
3.438756252953654169e+00,3.186201697712098024e+01,2.379971158796206865e+01,3.557840048018159962e+01,7.979107554345887365e+02,7.648022380820053741e+02
4.868673002701969232e-01,4.977637621222874031e+01,6.271479144577257969e+00,4.144541844554758114e+01,2.778291862324232397e+02,2.688294764997224888e+02
5.064908775581373757e-01,2.974479255893841412e+01,4.273351673024276209e+01,3.944270000929384423e+01,1.631485673652273931e+02,1.370276471066743511e+02
4.427364132613939773e+01,2.545250647738828320e+01,2.893770592166998767e+01,4.639015563091439276e+01,9.605161202110529075e+02,9.453446656662279111e+02
1.256718505171244971e+01,2.949461712797371860e+01,2.368887084141437782e+01,3.325641282409465305e+01,1.113505117681490447e+03,1.110975457576879080e+03
4.153305510937284062e+00,3.940538365515365626e+01,5.361639925681544128e+00,3.967245345766210818e+01,1.457187967277945518e+03,1.455904819224880157e+03
3.383748036075116516e+01,4.488377645224383627e+01,8.640539593193279799e+00,3.075243547406096667e+01,9.118413029264377201e+02,9.376558821869421081e+02
3.768265821368519397e+00,4.444377727769998643e+01,7.940893381743991064e+00,3.907198064837363916e+01,1.467229705498074964e+03,1.446933738475102928e+03
1.525063941293780534e+00,3.265071212480314244e+01,9.610079755600503759e+00,3.846974419364929076e+01,5.250310056399373480e+02,5.320851737104886752e+02
1.138993728378673609e+01,1.414608669085571258e+01,3.518845215521509573e+01,3.362696567403612846e+01,5.742772725814140813e+02,5.641259235236896075e+02
6.704464651070943582e+00,6.703024499579287365e+00,1.553745871998025763e+01,3.473077592504102995e+01,2.761407214687686178e+02,3.034418621723276033e+02
4.222051669460132883e-01,3.229766907131707399e+01,1.784317067824098757e+01,4.562329427452748121e+01,9.971300794519805777e+01,1.502669778585479605e+02
9.031157044611280993e-01,3.185958418488721833e+01,3.140792859163167705e+01,4.433696932849765204e+01,2.354317320738024648e+02,2.415005267905060862e+02
4.819076165052102567e+00,9.012893629553552444e+00,3.489478228142864680e+01,4.675629657347136003e+01,1.831640481768124573e+02,2.166478692058141178e+02
4.528184756151248935e-01,2.286603769435361500e+01,1.252808287010528332e+01,3.175188930840050006e+01,5.335550564766969472e+01,4.275139381888899948e+01
5.631820024882942022e+01,3.311295057125543906e+01,1.381977223351155715e+01,3.400331761688295984e+01,1.586510417589576491e+03,1.554522287413734148e+03
1.358028117190319128e-01,2.546196523634500508e+01,1.794191126844423323e+01,4.033268235281769876e+01,4.062124997002956661e+01,1.521327965003955285e+01
4.256822475153353480e+01,3.283533508618106111e+01,8.924661121123000918e-02,3.803083788755278505e+01,3.059810496513124235e+03,3.028228697763787295e+03
8.704456989125327482e+01,2.905593482751041989e+01,6.679935644687384766e+00,4.123600004322228330e+01,1.782921721280004249e+03,1.763826734837989534e+03
7.010044093104701446e+00,2.563658787103252124e+00,2.459810782508510130e+01,3.772668621182500459e+01,1.388084582590667821e+02,1.340040841748022444e+02
4.321990936798941196e-01,3.630390308063204685e+01,1.885752918589673754e+01,3.405326206216027174e+01,1.262340385393786306e+02,1.492361074439363620e+02
2.686973623095121866e+01,1.678071294423444826e+01,5.051752044879298964e+00,4.254562850979299071e+01,1.254924585866619964e+03,1.268921768112543759e+03
2.108640690789742145e+00,2.749676622777136359e+01,4.032298406438216887e+01,3.845268396773312958e+01,5.402709224334771534e+02,5.495461992518647776e+02
1.371974031365619950e+01,3.005694475811765898e+01,2.868147520785768734e+00,4.359872976670761346e+01,1.852295379424084103e+03,1.843820658027407944e+03
9.289572250799323916e-01,5.986324883737299096e+00,2.571869785985779089e+01,3.722714782100644015e+01,6.427476960144628038e+01,4.983652319701982947e+01
4.616941903281366888e-01,3.703196179778348807e+01,3.200252664618783172e+01,4.477712768223112505e+01,1.365880606056907993e+02,1.372533537186147328e+02
7.289781792204897215e+01,2.662263139542492141e+01,1.280047351028660252e+01,3.334455539277250580e+01,1.094326951667756248e+03,1.097080286273855791e+03
1.687491064885836001e-01,1.007516186675715275e+01,4.317486318932980538e+01,3.293790318876621370e+01,1.239379667308504374e+01,1.751802086042862072e+01
1.493712594083636269e-01,1.151355854024951597e+01,4.715841967575881455e+01,3.934814682759302684e+01,2.081082504582907688e+01,2.824178752939785753e+01
2.230194378340314287e+01,3.043321965626840608e+01,4.261731877184754325e+00,3.978710459978580616e+01,2.375320327206260117e+03,2.372968048163474577e+03
2.120852862020641183e+01,4.156545626459197962e+01,1.958577685158369164e+00,3.428751344033359061e+01,2.534347641827582265e+03,2.495854515916937999e+03
8.598609215984782672e-01,4.204768986292012301e+01,2.475527850517145190e+00,4.570966553859949499e+01,2.926007993812875156e+02,2.702960187592068451e+02
1.324883219397775758e+00,2.388212419041018464e+01,3.603425251417109365e+01,4.218533773826631261e+01,3.024062369160297408e+02,2.858939501725835726e+02
1.158191957386183368e+01,1.395053341542806180e+01,6.371385442129118282e+00,3.641608887997365684e+01,8.638935562384177729e+02,8.978282103443848428e+02
6.300650739447283044e+00,2.084712720928098761e+01,9.769991143496925545e+00,3.404342024655550603e+01,7.133290196322392376e+02,7.047835701967804880e+02
