E_1,E_2,phi,theta,I_avg
1.940371629546927990e+00,9.707172776272523507e-01,6.152034003019752895e+00,3.255589366681020724e+00,1.271338773780404663e-03
5.512303663035243995e-01,1.700041980355461835e+00,3.717071154255276788e+00,3.868477380661763387e+00,4.522299026276222975e-03
6.998920255533620516e-01,1.360931551018171648e+00,1.889565482642086458e+00,4.455822210503833425e+00,1.505015965334368820e-03
1.749141552724093440e+00,1.295345115726195928e+00,6.160570478025791274e+00,3.489219323063527334e+00,8.939822540135906317e-04
1.530329640484425102e+00,1.306081945713155168e+00,7.080229914636466670e-01,6.113670336699830621e+00,5.991996259786008978e-03
1.972486664879014029e+00,1.547405167298332884e+00,1.255254079052028904e-01,1.876796987072467227e+00,5.217121501765658448e-03
1.634763792278652206e+00,1.818245846552440481e+00,4.439820040940698931e+00,3.741961025933100871e+00,8.405778156249387595e-03
1.391285111786850992e+00,1.389584887853736461e+00,1.758219219067908901e+00,3.138726403035184909e+00,4.677485829297097462e-03
1.308864880559837962e+00,1.152732496444003329e+00,1.051308341866657337e+00,5.305684002368492358e+00,2.245269552018721356e-03
5.148010395612732104e-01,6.202637676155562385e-01,5.348977057018867720e-01,3.743258927135516556e-01,1.123350070051872896e-03
1.675722056324441711e+00,6.486550825697693368e-01,5.924918970785895134e+00,2.805899981661023723e+00,1.257053735395929428e-03
1.076002679611531399e+00,9.468807480930940823e-01,1.798409268609324263e+00,4.750265722041622674e+00,8.690719279619707341e-04
6.599797992726539331e-01,1.745472542874848543e+00,3.436677219325592780e+00,8.792574885997888057e-01,1.858599430800858803e-03
1.320252195669110895e+00,1.663241515870087728e+00,4.924198582064476248e+00,9.173470374609145050e-01,3.199511364005351837e-03
1.054944110167624904e+00,5.350345811731318513e-01,5.597833179027294825e+00,4.159398374558866074e+00,1.212689076145852078e-03
1.408786932428731653e+00,1.517910363278551333e+00,6.187696687292723041e-01,3.409842139348388645e+00,1.037797545446262400e-03
5.250081900833605264e-01,8.291437825872487455e-01,5.623048762941343925e-01,5.516766426758392683e+00,1.159407871412974000e-03
7.474641673626803984e-01,1.602784507902490052e+00,4.253844126654289681e+00,4.018477719223013445e+00,4.504510065083679529e-03
1.309746394727853147e+00,7.291199098974550097e-01,5.949111758814376927e+00,2.744900659747661731e+00,5.710831758505023528e-04
1.414861124335963005e+00,1.242302767706350508e+00,4.264479742135273810e+00,3.549350230278957685e+00,5.120691115665989071e-03
6.233212389092379624e-01,1.351597724921131283e+00,4.152726391277339779e+00,4.858050592688835323e+00,2.916074964490799996e-03
1.454566813167412542e+00,1.755393899744031261e+00,5.478482049606930637e+00,2.910611832848095659e+00,1.349377546665466278e-03
1.761831722550665447e+00,1.450437316592358528e+00,4.876976029646349353e+00,4.405740444767654473e+00,7.332204601288820102e-03
9.301754388678968866e-01,1.081914453277885491e+00,9.255192072995069297e-02,3.675591046034325515e-01,3.645858452737388462e-03
1.281996167960316235e+00,1.932963341026742832e+00,3.189891604772052691e+00,2.890220840116759060e+00,9.248734653811515119e-03
1.859178912384721771e+00,1.304013426938039011e+00,3.920886979178254683e-01,2.909891059765556065e+00,1.641338669362772239e-03
1.554439527868650250e+00,1.009965891243749692e+00,3.517053316172316535e+00,2.422506500858145007e+00,4.586008950395155728e-03
8.100834919377002397e-01,8.493247905655748609e-01,3.678973414701782296e+00,2.524159189861524766e+00,1.849064396002167562e-03
1.949739012497755608e+00,1.450536074455061719e+00,2.308961045907057752e+00,1.772375118836785113e+00,8.506261510037253087e-03
1.013112565943570464e+00,9.320932072409815472e-01,7.504507382353998723e-01,2.831684825006548056e+00,1.041422971558832915e-03
1.736303661243394192e+00,1.862735095998098611e+00,5.183944711453302157e-01,1.507886425123829088e+00,8.665607173697093685e-03
1.178776213585239763e+00,1.540563412122467835e+00,1.885113475743649847e+00,3.526101892924646375e+00,4.110453158716953666e-03
1.684651343305241911e+00,1.550813659280604995e+00,5.798333371576946504e+00,3.167214377980831941e+00,9.095231883825238535e-04
1.881384011196123529e+00,9.052508460347876706e-01,5.547688320528866512e+00,1.756076478458493462e+00,2.598057787267743154e-03
1.854085000867417454e+00,7.252391411480275663e-01,4.385734824959930944e-01,6.931580993612558306e-01,5.810921062600607999e-03
1.706903690981400823e+00,6.266259828784151997e-01,8.641643446172263543e-01,3.121634806151084796e+00,2.107192236806442864e-03
9.844584963501554764e-01,1.892726842623823291e+00,2.391441029321220491e+00,4.705055580177469388e+00,3.186124717032207728e-03
1.868944496695699398e+00,1.384013383517575191e+00,2.204326074016663972e-01,3.650414758747014154e+00,1.042383169960139954e-03
7.300096611381206024e-01,1.472298055301854314e+00,3.253906428577613141e+00,3.866415500528196603e+00,4.169244392874434275e-03
8.902924649340180352e-01,1.532250292830122929e+00,2.712860884963984809e+00,6.190068716400721982e+00,7.980233484394572184e-04
1.469529836107361209e+00,1.040486306967581598e+00,3.318490029031004429e+00,1.683599636704699254e+00,2.938645377623979107e-03
1.622271680362923796e+00,1.188356833132542256e+00,3.395472222175977883e+00,6.866617019154273027e-01,9.905854831246416279e-04
5.755044247933123192e-01,8.913468412931879747e-01,3.111918079425140427e+00,2.381505875361654923e+00,1.712294722819282999e-03
9.032962580332850600e-01,6.956005257478241610e-01,2.281898302368116749e+00,9.108276376840035438e-01,1.157233357885382920e-03
1.053549820489660505e+00,1.576601106787194562e+00,5.272054479155889872e+00,1.859974914160311243e+00,1.576231508322568052e-03
1.770869786541379609e+00,1.964603512654306439e+00,3.536324878077036438e+00,1.639993509083450318e+00,5.296691014624266280e-03
5.028760362916551152e-01,8.914322909304214226e-01,3.374379274894169445e+00,2.836798050039156527e-01,2.724891797524454039e-04
1.834993370213073627e+00,8.020973312859767113e-01,4.285739723180194360e+00,1.283037826270892801e+00,2.082927578825998459e-03
1.002095837702441594e+00,1.278239999453594677e+00,4.611972993972888624e+00,1.542093442342182374e+00,1.115119120900156125e-03
1.424860330614264203e+00,8.681854299678213316e-01,3.802674764543334973e+00,2.523023868776126832e+00,3.378411742752943352e-03
1.903641180842522207e+00,6.978416040321785418e-01,4.362406654210232659e+00,1.839911771647896321e+00,2.668353335594822375e-03
5.923978173460892060e-01,8.444674008746140270e-01,4.624419198405562703e+00,3.874113572284319851e+00,1.408499875155612164e-03
1.317880181703861009e+00,1.810316998163447044e+00,2.614976043232859926e+00,2.865576564565237128e+00,8.790145867595714965e-03
8.333262380745929399e-01,1.988923953506412268e+00,4.698410859693543884e+00,4.177651573220546588e+00,6.043396420179826187e-03
1.553371229019604227e+00,9.897090521097249294e-01,5.461579894128155033e+00,2.333771898069789685e+00,1.044761189323596250e-03
1.726727494536871799e+00,1.046873344378909554e+00,2.522712490760151693e-01,6.229672678789259344e+00,6.804211342272381557e-03
8.693741658807897510e-01,1.715175652597889844e+00,3.478633594387613215e+00,2.325243523386550937e+00,4.704576664582666920e-03
1.789841856904166750e+00,5.699016469389638351e-01,2.844940012323612377e-01,2.879359902373332947e+00,1.885101764158397938e-03
7.661202057971771007e-01,1.128833035336187729e+00,2.079096899064757586e+00,1.992810687613387088e+00,2.893765308573607604e-03
1.220108403743764391e+00,1.560273999199803807e+00,1.507209832338578769e-02,2.010696059187834450e+00,2.631440339508913252e-03
6.969239167981791105e-01,1.568437546754054779e+00,6.875575879132989066e-01,6.936996713697899386e-01,4.472023906990688601e-03
9.612750608255948848e-01,1.490133406129369398e+00,3.366890156513594690e+00,1.185394739952882581e+00,1.707281736458239824e-03
1.061190331906737283e+00,6.126566467199826560e-01,4.085903300786059233e+00,4.409917658918599770e+00,2.211634134031920627e-03
1.542900372560881639e+00,1.051802157887475442e+00,3.621656302523645454e+00,3.463623582425364056e+00,5.896176326238839263e-03
9.752751788017575141e-01,1.518738094469588962e+00,1.397872873062067756e+00,8.370164040459457944e-01,4.546354685365850724e-03
1.294482987722573419e+00,1.965978723552021190e+00,1.821917612515134621e+00,1.422313687320298392e+00,7.850561484083962843e-03
1.476980319691128862e+00,1.256103324865534887e+00,1.915989621486104078e+00,3.046732069559072276e+00,5.165143086811988665e-03
1.678602983477346822e+00,1.335848956046468361e+00,4.827907821081643291e+00,1.372441097624668427e-01,4.895566435520887216e-03
9.403076438239894586e-01,1.792694694515956755e+00,5.598126418167535867e+00,2.794423119919525522e+00,1.365955562629416658e-03
5.845241585906659765e-01,7.597488265685853337e-01,1.785239357545342020e+00,7.929010041710949919e-01,1.068651071584218694e-03
8.555781153113112270e-01,1.492156920864008196e+00,2.333298301438455624e+00,1.537398238277910112e+00,3.774946321823006989e-03
1.318920465707515310e+00,8.575337075662792241e-01,3.487568517582971261e-01,1.258263372177756079e+00,3.439372406810890098e-03
1.816515886646414835e+00,1.136565012123449403e+00,3.809085474677122551e+00,4.335714706906001581e+00,6.849293918991360662e-03
1.486317303376208709e+00,1.406485541205068079e+00,4.955455276864310754e+00,4.204293269331352612e+00,5.405436118008893030e-03
1.410918215702931411e+00,8.427848764830445649e-01,5.884889657234784188e+00,5.096401171841051791e+00,3.693789641591969930e-03
5.476586376025875946e-01,1.422359708259465894e+00,2.258787872426907040e+00,2.721557827215851155e+00,3.400594593160252092e-03
1.247055228794022419e+00,9.287002899614789087e-01,4.929692360650663296e+00,1.355197112415622573e+00,1.239817760119922780e-03
9.963526970952738537e-01,8.759577047260886928e-01,3.540120324837882304e+00,4.917788898681727972e+00,1.883891656782409225e-03
1.021124639974613446e+00,1.602873172129676504e+00,2.802314467132172582e-01,5.526353736801952188e+00,4.968791961034405881e-03
1.939082068252719226e+00,1.852334484811803295e+00,2.294713805485182778e+00,5.601210567081982283e+00,1.674665697986795192e-03
7.452011074548205993e-01,1.238885080309174436e+00,3.264555201045542976e+00,5.774689534959687620e+00,7.873903675064885740e-04
6.325515766377598492e-01,7.339408029715999149e-01,6.064774145987890996e+00,3.956433169280027418e+00,4.101824218718607795e-04
9.576337410144890594e-01,1.176516452447667893e+00,3.933699280845553314e+00,1.630841152219752122e+00,1.321646863062238535e-03
1.464047513431015801e+00,1.690144926753024635e+00,5.287360627397914570e+00,5.978633656292562826e+00,8.040935297306787619e-03
9.044128771747783624e-01,7.569885268905487408e-01,4.539848871246562112e+00,8.005048955629955332e-01,7.231300013908069542e-04
1.558731290629943977e+00,7.818060410675997662e-01,5.272525343375724205e+00,1.202375006775295851e+00,2.350154030586165243e-03
1.542637804332593898e+00,1.817637257547594754e+00,5.164424776192630961e-01,3.784337634322376243e+00,1.243121667004063770e-03
1.157291114093457196e+00,1.607285516296016903e+00,3.356784141669446164e+00,4.840526431110584227e+00,4.061325910027060830e-03
1.752048939210422596e+00,1.518161344861963968e+00,1.254900810457281857e+00,5.371766819038450297e-02,6.342529834219468206e-03
9.856753131791539113e-01,1.919689856061946642e+00,4.395481804147053140e+00,3.692915081694820412e+00,6.257193831542583358e-03
1.434790690355860932e+00,1.621880415128386321e+00,5.894289693072453318e+00,4.331845113508302481e-01,7.721787329790583652e-03
1.310034458616984532e+00,7.715677832551222082e-01,1.529271661504572055e+00,4.722563865919170212e+00,1.072183035494684005e-03
6.075411840068072333e-01,1.978515901998290971e+00,2.912042862811090038e-01,3.734560489028257546e+00,2.324472446435796053e-03
1.020838653607381241e+00,1.936548026585166227e+00,4.005647096601569146e+00,2.457782063303059594e+00,5.048927539148048184e-03
1.344707828726148913e+00,7.082027734559709353e-01,4.121026592584767556e+00,3.193241947792036850e+00,3.039714976969349822e-03
1.964086167106478431e+00,1.481773907271955792e+00,1.005807379403931057e+00,2.525672353567490980e+00,5.655826216588793857e-03
1.675477470308641026e+00,8.537909224973292410e-01,2.484551692078805551e+00,5.043103323892230705e+00,1.885314009231285138e-03
1.221360494166083388e+00,9.226724738802638548e-01,2.982939049762975969e+00,2.386316418281579477e+00,3.724320485171021128e-03
7.947057088549149828e-01,1.595017274672731578e+00,1.904308987674502851e-01,5.145612306881870879e+00,3.622086085728119104e-03
9.049437051633973939e-01,5.214994068406133554e-01,6.092908627296777624e+00,3.116187606340791394e+00,2.306224962124587793e-04
5.636360328780940510e-01,1.334761696647415619e+00,7.048920813409178532e-01,2.446721049632456513e+00,1.751389069678253732e-03
1.372371218167225848e+00,1.948999178585205883e+00,1.935011342186861993e-01,5.659277355357547279e+00,8.624445821930120867e-03
1.136345340301430529e+00,1.473745523570862748e+00,1.175560269736810382e+00,3.471142593917560859e+00,1.970282076398962960e-03
1.487814120926179928e+00,9.190603628660880542e-01,3.026018682824614725e+00,4.133131285991926696e+00,4.199217912098160768e-03
1.297193799675663950e+00,1.997297706782439120e+00,3.725810187952242281e+00,3.208119189033106888e+00,9.126103948886103365e-03
1.125176207282861496e+00,9.379792208389688968e-01,5.144291335771744578e+00,5.068004087092130128e+00,3.352879471268635243e-03
1.028038962435724457e+00,9.014507804397813295e-01,1.230572275526399917e+00,4.550384912784842584e+00,7.374134057878100603e-04
5.609333697813572162e-01,9.986622671357023862e-01,5.343846379974927174e+00,9.831698529293725342e-02,1.875574503021938417e-03
1.974450605868273145e+00,1.142084744552679387e+00,4.493575096546680747e+00,1.518500179630581481e+00,2.430675284033666575e-03
6.127959327295477987e-01,8.286069909549662604e-01,2.782324988551647227e+00,2.456193341969288291e+00,1.783647099982510085e-03
5.381991347408117132e-01,5.780270721562532632e-01,4.500734197816033344e+00,4.142358817445366270e+00,9.313792560322980930e-04
8.229543770090841370e-01,1.565472685322108148e+00,4.580408797741652549e+00,4.917761137890384937e+00,4.464595567194131094e-03
7.042793700011652502e-01,6.438444036693840022e-01,6.137815210580335190e+00,6.048710497360211491e+00,1.646509726357829346e-03
1.691649255683339792e+00,1.271583350678327395e+00,5.632448990535718458e+00,4.978232852251043283e+00,6.372696922683896911e-03
7.274444966909817678e-01,7.626378433134456403e-01,4.562753530815252034e+00,5.510396405974072209e+00,1.474605990808708876e-03
1.009925100457136793e+00,1.809608299229235939e+00,2.365607252458346466e+00,3.633074129410196473e+00,5.747204550365546220e-03
5.198725714752707727e-01,1.264110242315153787e+00,2.394132137210564171e+00,5.188634339953727803e+00,1.016363686951345796e-03
1.897353631559571596e+00,1.338765779099985398e+00,4.495426245681824362e+00,3.914928772953693681e+00,7.549290379737793460e-03
9.815605918467593671e-01,1.532009344267919682e+00,4.940377399394392022e+00,4.629346052699670366e+00,4.762923918364968777e-03
1.764317619055923103e+00,1.683094652311228456e+00,1.383016984284490380e+00,1.958893800703358945e+00,8.655682452369962282e-03
1.942902262019137627e+00,1.935421583236797360e+00,5.785761894357142054e+00,3.512224545631763117e+00,2.291950778845571433e-03
1.591178031226971434e+00,8.096814575621391619e-01,8.808949540889927654e-01,5.002595526836573825e+00,2.247448573397989660e-03
8.911127813805632680e-01,1.080984984501528245e+00,2.620922818369850305e+00,2.726671028518639073e+00,3.474275439385393280e-03
1.238218212104837512e+00,1.072162331365166921e+00,4.081925493469336530e+00,5.614821291466316033e+00,2.467162393675070581e-03
1.673977908523214264e+00,1.059347725067944168e+00,1.873536422249215683e+00,4.025018078630792751e+00,3.089609864664083928e-03
1.547969235576364566e+00,1.539474838721590189e+00,3.140197055968205309e+00,3.976135732493654373e+00,7.550197216778073601e-03
1.741357547346203516e+00,1.421888741763726927e+00,2.663240671075439714e+00,1.263926486382608294e+00,4.662698134415948700e-03
1.316861364082700714e+00,1.743694410783168225e+00,3.194246416228527341e+00,2.518610778266582084e+00,7.606728606058041527e-03
1.486253907724630619e+00,1.670854414478558425e+00,2.982278466639723291e+00,4.095011840449116924e+00,7.180842215696680783e-03
1.044794336078813446e+00,1.863378223322494476e+00,4.952669201336411753e+00,4.571861599357223582e+00,6.357284199212430778e-03
7.871094308706472198e-01,1.820841050283998896e+00,3.846810594432724884e+00,1.183649686790123612e+00,2.126587523994952992e-03
1.545860398660880097e+00,1.804167265367426332e+00,5.534031835081556494e+00,1.464125882747859375e+00,3.975598573727362819e-03
5.043235115807035429e-01,6.802285778176271336e-01,5.593816839342028224e+00,4.536799490698022908e+00,8.246985707504820434e-04
1.675821411949092621e+00,8.885893429194651194e-01,5.053413118080543498e+00,4.679224382427509710e+00,4.927844271923053319e-03
5.108498305971043152e-01,1.031884195934833048e+00,1.445547672752691248e+00,3.206573445610753748e+00,1.231042521165244107e-03
1.425201380947419327e+00,5.894187718511252339e-01,4.955901462594300533e+00,4.672444926504201845e+00,3.142775646364988438e-03
1.391920775991009940e+00,1.756191071500760481e+00,3.413902947129437759e+00,1.216048592582381072e-01,8.393190589259372008e-04
6.582686311981409411e-01,7.022886778607698721e-01,5.830138888296370503e+00,4.821005814037058634e+00,1.159673139433091329e-03
1.388303437699984322e+00,1.460549966596077720e+00,1.645423921118299937e+00,2.040037717637295245e+00,6.211629965731856225e-03
1.636770594910021748e+00,9.226539054156417397e-01,4.392501915121377110e+00,4.208842187620176034e+00,5.115733968501324190e-03
1.303987937325035151e+00,6.299525979698310518e-01,1.797258548323548366e+00,3.090287579713626304e-02,1.580579165658504851e-03
1.509140825923607654e+00,1.751961825973421538e+00,4.786256724186554123e+00,1.893272948722691584e+00,2.146548216834398819e-03
1.563007569058250557e+00,1.464375278276782932e+00,1.222015141202719368e+00,3.143322705423387209e+00,3.432874312409960570e-03
8.088648235782083251e-01,7.790366057622735152e-01,2.665654641142726877e+00,4.085947943158133810e+00,1.597444971196314723e-03
1.889924759619965755e+00,1.889971348820090880e+00,3.001084802734551360e+00,5.598967855598110610e+00,2.008491081362119568e-03
9.913121735618335428e-01,1.349857790200464480e+00,8.415390080786854243e-01,1.348188173672335566e+00,4.217997381632334480e-03
1.375552934139544270e+00,1.356031429852777581e+00,6.249917977178877315e+00,3.569726637691064131e+00,6.217457710865509921e-04
6.547743324721808644e-01,5.291164178884639746e-01,3.321098586418771426e+00,1.769910879902675260e+00,6.921411305976678382e-04
1.994607525558694583e+00,5.357988001927627142e-01,6.017990358223054281e-01,3.255393276036408157e+00,2.558222666739883109e-03
1.481211662813572083e+00,6.342083427320397426e-01,3.500515446641016548e-01,3.212033402551936145e+00,9.813133054978053719e-04
1.192678450202276252e+00,1.084150337823347021e+00,4.680024344590975716e+00,1.315377700143537831e+00,1.131659623853726628e-03
1.349179619436719602e+00,1.329758195419569855e+00,2.149769426057357435e+00,4.894399582219377542e+00,1.560279234112565408e-03
5.407824834390133617e-01,1.292668592648728909e+00,1.531798560124726094e-01,1.428765672340722492e+00,2.282318543238469593e-03
8.601194690953798405e-01,1.732844713870575148e+00,4.123475470978939406e+00,6.201568929576220413e+00,2.564531715995018151e-03
1.962033584875687797e+00,7.494359277770135108e-01,4.251734485297536281e+00,3.820037413535802839e-01,2.781398340934323771e-03
6.215472800436807610e-01,1.277257102010221912e+00,3.445119928194777525e+00,2.565919727853149812e+00,2.845447596654669762e-03
7.125513410685407889e-01,1.774645715641486099e+00,2.528383781003515907e+00,8.359654274889046777e-01,2.835112244281063135e-03
1.359615891751579930e+00,5.804792636773508097e-01,4.270101655066564028e+00,2.443913907148234976e+00,1.900998943657631734e-03
1.660958188011680381e+00,1.271621122277862170e+00,1.302191167137061845e+00,2.220888665506702164e+00,5.699100552803383277e-03
1.779309740426332276e+00,8.975318369197757828e-01,5.021437626754150507e+00,4.374967069545154352e+00,4.999943822077857793e-03
1.791842424263327516e+00,1.951243421220699936e+00,5.742947550227902598e-01,2.721672499110936894e+00,3.466605580193011897e-03
1.640333234607310064e+00,6.364335693609796119e-01,1.802146370896967387e+00,5.316582687747601454e+00,1.700949379890366988e-03
1.021486603620081590e+00,1.035983061593831245e+00,3.036682270742596668e+00,5.850121039901909015e+00,3.806938157331272955e-04
1.372371730857461003e+00,7.196287440357197474e-01,7.565033421559832494e-01,3.106450761350290080e+00,1.201082860505692761e-03
1.719684677660978656e+00,1.106476518673693121e+00,4.437589570616193413e+00,5.352762561710873612e+00,5.355456262050013391e-03
7.082687622717063203e-01,1.658888571393378975e+00,5.196482976809968513e+00,3.417358024575418152e-01,3.864054441801012887e-03
6.221308597319992195e-01,5.837737584653701628e-01,5.594937916288372115e+00,1.682186623622296207e+00,4.170157109941332154e-04
1.187877793767522228e+00,1.120412909310516403e+00,5.855958283606407244e-01,3.445994849976368624e+00,5.847241884681698976e-04
9.655105046428340554e-01,1.774182891994895650e+00,4.097479885312854009e+00,1.332719729527719110e+00,2.006038343783650771e-03
5.056020950395734292e-01,8.101201740943129170e-01,2.665639759273237708e+00,5.188852511487686670e+00,4.346907119449837614e-04
1.275295276533865874e+00,1.800027845715746810e+00,1.353078936479873429e+00,5.976119562242912409e+00,4.417714802557533987e-03
1.059466664633129440e+00,5.758994402945253333e-01,5.761614787377418168e+00,5.180906856889538892e-01,2.084664433565279126e-03
1.824701816512980024e+00,7.344216759894177660e-01,4.932560409755853748e+00,5.335028547197935289e+00,5.276500892953208711e-03
1.001264038548358215e+00,1.644417968336722602e+00,2.661854960119352853e+00,3.412357169869378648e+00,5.972784279142579790e-03
1.494006595372188828e+00,8.153955628770461761e-01,3.696660228666600378e+00,4.352357083729329723e+00,4.141852565973701619e-03
1.352117570642486166e+00,6.566152240848691646e-01,3.539155378879912828e+00,3.971888760625751358e-01,7.267840226445102490e-04
9.494999152072393089e-01,1.315107490463206519e+00,4.306889249235830164e+00,6.194608881158110592e+00,2.021686527714327501e-03
1.201418084638999462e+00,1.100838488348972577e+00,5.326209915353236291e+00,2.561836575465871846e+00,6.947208118987906189e-04
1.051489941178241239e+00,9.109982848875188832e-01,4.255087409447771307e+00,2.528499897917849681e-01,1.044957333436166268e-03
8.563790749618688247e-01,5.348527129939897318e-01,4.778501948839452673e+00,5.594748189824339413e+00,1.400074100384939360e-03
6.321838068639523689e-01,5.200492474804927490e-01,1.029083274512015533e+00,4.359189483805278265e+00,2.460722958046568224e-04
5.781819887192738427e-01,1.010884854428708790e+00,2.756619495819693899e+00,1.611337793965910592e+00,1.551492570745894141e-03
8.340546834682027733e-01,1.059891089220709848e+00,5.801405464783204735e+00,1.202041232782979030e+00,1.926084406452362868e-03
6.249789276722446107e-01,5.659270388947922337e-01,4.604388653007153387e+00,3.983685542669118895e+00,9.890348317417145280e-04
7.259468678233047534e-01,1.016638493016371214e+00,2.913801574901060398e+00,2.416215974697511371e+00,2.537847182323424780e-03
6.873798282372571844e-01,1.891030081712095079e+00,3.996664915308150157e+00,1.625357987313037267e+00,2.849825235551941508e-03
1.059948320352153139e+00,1.266952754401545089e+00,1.767107984503423879e+00,3.171217775891091772e+00,3.271877666070079592e-03
8.572607765133908320e-01,1.010550699538190322e+00,1.029700078526015472e-01,2.012607620182711443e+00,1.249402171048693807e-03
5.066132994836646253e-01,1.646513228038795074e+00,1.888159374896263565e-01,5.211044992989420699e+00,3.344997969047107042e-03
5.493681765790046079e-01,1.588108575112659349e+00,1.202907914494283137e+00,4.444130238244509812e+00,1.748517040784886532e-03
1.985080423032661301e+00,1.639685159883187193e+00,2.272143359159966902e+00,1.463671817986573975e+00,8.509740632437676894e-03
8.677167253176842898e-01,1.407040192589009919e+00,5.832683435627412649e+00,2.421418451121475357e+00,8.600927430499571936e-04
5.612414020892945166e-01,5.449128822420266083e-01,5.601858237894366432e+00,1.502597693925748379e+00,4.306583731434110223e-04
1.439014684712169867e+00,6.126565490172390938e-01,5.329368375933929425e-01,2.496760241331530406e+00,1.698942935479327192e-03
1.327461571085766900e+00,1.784427753961356666e+00,4.903490952083260357e-01,5.947688685961230348e+00,7.544477188099535901e-03
1.083277278825224066e+00,1.799352403329909311e+00,1.664934348490108462e+00,3.356710764744362252e-01,4.415123598215835339e-03
1.599997750513299621e+00,1.104314332169995749e+00,4.201830265782655616e+00,2.779957836816849603e+00,4.134513064688103215e-03
1.905474352332791943e+00,1.872203292669340380e+00,1.452714952676674054e+00,2.493648302263952843e+00,9.217224943605818038e-03
1.094532878592249459e+00,1.465849701516064085e+00,4.990054219606570030e+00,1.418342435187715411e+00,1.738414759222283324e-03
1.062988740373101537e+00,1.655641153039334235e+00,1.559373652013313460e+00,2.660727121453446919e+00,4.915749834912700247e-03
1.271275021835866825e+00,1.187010737991363474e+00,1.382766242280850433e+00,6.238275436899465731e+00,3.084976116020387432e-03
8.517141495869604562e-01,1.076319373412460312e+00,7.032294966222093491e-01,5.447038907791350582e+00,2.019978420934925769e-03
7.609608662606804907e-01,1.087785078041932252e+00,4.433456268936849298e+00,3.073315931827008463e+00,1.912694400975112645e-03
1.083021524173060524e+00,9.877600948602718312e-01,3.372444718944626052e-01,5.430432428153227908e-01,3.773354266601440608e-03
1.515528541132950213e+00,9.236747451735642933e-01,3.111699059396294542e-01,4.738717646613489265e+00,2.450967841327019846e-03
5.221550073791751956e-01,1.938131863296627788e+00,4.135700908735500669e-01,5.948725479672241967e+00,5.221027460577735285e-03
7.075928715142164593e-01,8.114150168742367830e-01,1.599243903360376029e+00,3.563213164480233619e+00,9.720906627706103103e-04
1.712162182055875004e+00,1.117467498321813801e+00,4.485816002986544149e+00,5.227579592234960160e+00,5.661350820184625834e-03
9.982179374596490407e-01,1.209429769651708453e+00,4.882640062582687790e+00,7.967044134040250913e-01,1.828398017466955358e-03
1.338733871338799064e+00,1.187863269596563409e+00,8.567190729214470002e-01,4.153119045250760699e+00,1.002355909081275231e-03
5.832405282077821607e-01,7.679996083493310088e-01,5.305928218903587457e+00,3.404638798197870297e+00,5.295750098991305714e-04
1.326160265050277953e+00,1.046041760808907206e+00,5.221483000915524642e+00,4.369281523133357048e+00,3.500757341432009576e-03
5.416071400383056789e-01,1.180551497466773014e+00,2.407193660920832645e+00,5.780905803263499898e+00,6.659632554814644279e-04
8.108876543171481543e-01,1.060903170447777377e+00,1.489755380047595557e+00,4.807245115626222365e+00,7.629042248439774337e-04
1.171845197808422112e+00,6.429374728314201093e-01,3.056828167837403853e+00,3.184590088164484190e+00,3.011318870172760911e-03
1.285718452253743926e+00,6.083397636059836300e-01,1.582179318614501895e+00,2.590534841317039816e-01,2.017111741039987870e-03
6.879625842445811212e-01,1.787275919421060788e+00,2.026350831091809024e+00,2.398205524749987827e+00,5.217469250242262428e-03
1.188555046839267160e+00,7.981855803788276971e-01,1.185649371517407680e+00,1.366808278004642219e+00,3.067755444516137141e-03
1.670725252298231212e+00,1.024326038214983470e+00,5.025663378349657151e+00,5.415302901167827976e+00,5.794258805054245537e-03
1.558681123298445437e+00,1.954914890179923814e+00,4.012005017067195922e+00,4.991478415034358157e-02,2.934715815774867429e-03
1.053619466289670958e+00,1.109348484669684165e+00,8.806034124504446003e-01,1.716872630817940060e+00,3.182479225733698437e-03
1.244217021939780343e+00,9.567431240644304058e-01,3.685738112718057735e+00,5.885645196671911439e-01,5.498212483910426855e-04
1.698504188885646027e+00,8.205286579253474599e-01,2.477373983030280336e+00,4.006367408387220053e+00,4.070748432290694462e-03
8.947640938646763686e-01,1.241318824204853399e+00,5.958120225979135931e+00,5.807589835978460790e+00,4.071229678730257755e-03
7.103307175760842362e-01,1.458360932548432576e+00,5.929195311518322242e+00,5.330713959139320224e+00,3.822101337217461044e-03
1.953510833526398649e+00,1.362664272659462883e+00,3.647345264456741898e+00,1.046170923097619498e+00,2.072846064419722311e-03
1.809511022616071108e+00,1.186852351741974010e+00,5.225701291659308190e+00,2.460678073612135197e+00,1.588083663188847704e-03
1.811281771193585799e+00,6.341369298192118809e-01,1.702457998891713675e+00,1.617130221190224093e+00,4.789818541414934093e-03
1.215758392237245022e+00,1.278545798738642603e+00,7.564767575889314033e-01,1.317635510926001619e+00,4.735046400528579620e-03
5.530281322826908763e-01,8.119604015229024974e-01,5.373636514286420862e+00,2.660712436270547876e+00,2.961941920480818139e-04
1.614445262409707871e+00,1.597609181965094161e+00,2.513420739696270889e+00,8.196152758471839661e-01,3.444327247832511089e-03
1.685236787724331942e+00,1.879630550410269496e+00,3.391024569602053784e+00,2.649713999357445893e+00,1.014691536067562766e-02
1.947696182917924457e+00,1.809766857336068568e+00,4.677918031993482550e+00,1.979083730323730528e+00,3.027366536833539078e-03
