x,I0,Itrans,Itrans_noisy
3.631577159663352372e+00,9.269848099847362022e+00,4.016860679137749246e-01,4.066719324687998460e-01
3.792668698115728709e+00,4.867551714606381807e+00,2.954401543292843879e-01,2.566495451531018435e-01
3.528541696135341077e+00,4.567170781338607988e+00,3.078008831502173637e-01,3.200469926199352444e-01
4.425228069354591121e+00,4.134865521824199419e+00,2.646564323195425561e-01,3.028703713356507010e-01
3.781039202361569540e+00,6.835919978194108459e+00,3.287885210267740277e-01,3.446860143590225189e-01
4.609949500137396683e+00,9.808619218246182214e+00,2.970494941029791502e-01,2.488641822782199919e-01
2.074035017910569767e+00,7.210010492105508817e+00,1.134260419199365044e+00,1.141318228129175161e+00
1.708049333257732894e-01,5.364764583128182274e+00,4.878040094039202579e+00,4.849458346486434479e+00
9.050170750360825300e-01,3.304116672384522335e+00,1.505213635871847533e+00,1.497013447110979278e+00
1.438911406930293957e+00,9.443018908433165493e+00,3.759793487409623935e+00,3.762310779012354889e+00
2.089580690166237265e-01,6.337102086102438747e+00,5.646127348842155058e+00,5.609016433160567416e+00
5.407977092802424002e-01,8.612534795159668022e+00,6.361846756090603350e+00,6.400609919295643380e+00
2.593895605664522375e+00,5.734423663051825493e+00,5.331311545496741910e-01,5.297813047905645112e-01
1.262446915659444224e+00,3.061995412065504407e+00,8.686586761189527550e-01,8.911708678171698095e-01
1.427675674479005785e+00,8.099974767976782175e+00,3.116818174098859640e+00,3.134622569858084962e+00
3.707347633143206700e+00,9.752207669514698196e+00,3.982795232763818860e-01,4.373802234156571878e-01
4.273398171567984960e+00,3.938600249627977945e+00,2.664284861451546860e-01,3.009815373735581501e-01
4.310199041170160505e+00,7.940918083409025385e+00,3.002601917164509082e-01,2.548653860079053146e-01
1.853107987012777569e+00,4.106970896004685123e+00,6.958533548698340176e-01,6.959976819587689878e-01
3.548150366535574918e+00,8.104924875047633037e+00,3.880097555039802582e-01,3.228375900047075753e-01
4.261523164564290589e+00,2.388578019765857707e+00,2.543529663489958459e-01,2.398396568995495859e-01
7.547877003057334999e-01,7.374353605363726416e+00,4.745928725155434513e+00,4.766281405738249433e+00
1.002768337360622208e+00,9.237380158218819304e+00,5.112751326840389687e+00,5.139100226424407225e+00
3.239801465475332876e+00,3.622209930453978100e+00,3.071939402610412984e-01,3.448087190074749508e-01
1.327751799602102656e+00,8.534192096789339210e-01,2.756426602207090459e-01,2.632893307312182962e-01
9.633857690253805339e-01,9.428819213057565207e+00,5.365345894633036572e+00,5.373924817066572324e+00
1.837601136612865282e+00,5.835481705755150905e+00,1.111846527555636399e+00,1.113756736480595144e+00
7.991623586116103350e-02,2.783539464736047186e+00,2.634849596108308933e+00,2.671860200461587453e+00
2.191596382303907298e+00,8.970075608382178656e-01,2.487628850655007329e-01,2.954218847861155850e-01
2.363497110516893374e-01,3.774023221264345196e+00,3.284318240100563724e+00,3.272572241140176530e+00
1.223551241997487438e+00,5.896673885323527209e+00,2.487140438349420446e+00,2.599689487367411012e+00
1.087711004306691764e+00,5.394246219345944837e+00,2.539225057304841826e+00,2.538143835279460081e+00
1.647226169392281836e+00,3.493843563282559295e+00,6.987062791547800078e-01,6.867396261559506332e-01
6.269497824136827102e-01,6.344090750074437679e+00,4.402357343600034056e+00,4.419392544702450465e+00
2.355982082122283217e+00,7.831614741276985647e+00,9.160307271899943427e-01,9.378464987417294285e-01
3.439283216623356232e+00,4.343519270309058378e+00,3.098039735916851001e-01,3.252724012345497573e-01
1.694644617520959962e+00,7.390819753812412074e+00,1.962665127502537965e+00,1.942274828497212225e+00
4.635966093928747256e+00,9.421484312275591577e+00,2.929445955905787269e-01,3.362586247361008529e-01
4.298834394441804818e+00,1.436630202465985606e+00,2.472325436422653511e-01,2.480072595591097384e-01
1.530075677164683956e+00,2.502711044222540426e+00,5.420223291924466391e-01,5.873364341929083743e-01
1.945020176107153942e-01,6.551010713988695500e+00,5.885988679847755201e+00,5.926985535693178875e+00
3.840958503846118699e+00,7.392512906629042924e+00,3.321613736755990587e-01,2.931957167955833166e-01
1.200061564525449320e+00,8.828934020370732938e+00,4.226127986037466755e+00,4.195998592229541302e+00
1.660805202893758103e+00,3.508868014352325648e+00,6.935360668060270850e-01,6.628090726717144054e-01
2.896676131734175375e+00,8.295028906498838950e+00,5.901994185431980178e-01,5.970117453609382618e-01
4.994398384435815075e+00,9.836056390924282411e+00,2.792916649417534480e-01,2.802550886167773925e-01
1.498387833059959373e+00,1.837537803102144984e+00,4.225444401996595323e-01,4.299716973856791968e-01
2.342615014619973124e+00,9.433859503096767796e+00,1.206903702973332937e+00,1.181922378691848019e+00
3.137254414315418405e+00,8.806506368108905747e+00,5.200671007240138533e-01,5.322815217014760236e-01
3.416861895784397252e+00,3.396068036624557696e+00,2.901482492493856480e-01,3.317013875424333902e-01
1.060830917249002248e+00,6.338601409315254287e+00,3.210172540187394397e+00,3.169564698748022380e+00
2.976608737511289959e+00,6.349501827002672627e+00,4.503779401541726513e-01,4.439640828447456444e-01
2.720532214532482396e+00,1.668864915436915064e+00,2.726508387506811348e-01,2.795810113857788992e-01
3.292899314038044700e+00,4.053553474228876574e+00,3.146140655636527894e-01,3.102025482062421013e-01
5.749848751662450796e-01,3.722908385250148999e+00,2.543816938246355797e+00,2.537393114903589098e+00
6.314725796843850825e-01,7.912548160896513139e+00,5.519670782487498428e+00,5.572238702023856405e+00
4.877637452079786939e+00,9.647295497585714585e+00,2.829009487541354062e-01,3.209129738976795321e-01
4.106507822726868540e+00,9.777278241634703715e-01,2.437092976602636962e-01,2.687111459600482477e-01
4.137786575477498729e+00,8.393402314092645256e+00,3.179669324472111924e-01,2.946509455454673909e-01
4.670522040504535788e+00,6.192509209613059618e+00,2.716604654029807220e-01,3.384286670021363075e-01
4.803238800089570937e+00,7.514708156146825857e+00,2.748547865835613280e-01,2.852318664652329083e-01
1.967437660499661956e+00,7.277103526233980269e+00,1.318237858005034235e+00,1.300448579719814424e+00
3.770335881184288418e+00,7.911263135013350656e+00,3.497034930369520289e-01,3.391321745928869702e-01
3.208100462777595752e+00,7.522051320982345857e+00,4.422878198528819027e-01,4.271579612781508661e-01
2.799251347306856097e+00,4.378246902608913693e+00,3.901919045441265554e-01,4.533880038629665155e-01
3.396741916607668443e+00,9.265321414881533713e+00,4.566212709760226196e-01,4.623568802463248750e-01
1.597167255622613968e+00,3.146657046955421588e+00,6.498686369847490596e-01,6.513482274730314492e-01
4.310893589676876303e+00,8.529449704106248475e+00,3.058596094228464568e-01,2.408612446432990550e-01
2.035111641037890884e+00,6.302642253388084370e+00,9.817246013485596556e-01,1.003438908916877592e+00
7.408934385522586430e-01,1.210278827547303093e+00,4.579652987560772770e-01,4.258204200435215525e-01
5.490425506930018962e-02,5.707613557056656184e+00,5.538710990419617453e+00,5.504422291407225387e+00
3.195946660329384681e+00,1.934230093452633970e+00,2.655121710275118452e-01,2.834989019664321264e-01
1.158158444824627376e+00,8.253566422335250508e+00,4.042801585924652663e+00,4.016509330409058443e+00
4.780327799540972755e+00,6.783321753783203789e+00,2.718045312657619283e-01,2.964895797809395384e-01
9.750222870605401715e-01,7.132754868004691495e+00,3.937903710329904605e+00,3.971170502968359273e+00
1.580897040258298913e+00,9.102122781004030827e+00,3.117772843797643745e+00,3.063700996182917358e+00
4.920658418667136047e+00,9.344551787557076494e+00,2.797728401797039965e-01,2.752995391336550690e-01
2.599273101452142409e+00,7.697797902275217652e+00,7.043981717755539718e-01,6.567936327082192216e-01
4.610122994780002870e+00,9.210991475728929956e+00,2.929137289201554917e-01,2.906657094357127935e-01
3.907188369143344886e+00,9.645424703669487343e+00,3.624062125111084942e-01,3.893821518662952674e-01
5.948284673473247519e-01,8.422272433520612722e+00,6.019545840151519833e+00,5.978241019174363124e+00
1.079917184902141170e+00,1.288165704755821039e+00,3.974083557608582007e-01,4.510831500830254637e-01
1.935887787036002505e+00,2.761048659426401208e+00,4.518850357146453334e-01,4.421458015482644388e-01
4.404781253613797354e+00,8.061519564472725108e+00,2.956105282756686936e-01,2.596834942744793984e-01
1.669941411726157954e+00,3.344859237018419584e+00,6.524368564749792876e-01,6.482573359155536785e-01
2.315410192771620412e+00,7.237269167523478153e+00,8.653027214996871219e-01,8.886059633314342676e-01
2.403827410096621264e+00,3.985390433090831408e+00,4.520692588431678427e-01,4.102812599623289480e-01
1.623776235512599087e+00,6.355753957807346310e+00,1.685266173116441335e+00,1.684838194281992552e+00
3.932426422416071432e+00,9.965244804897645636e+00,3.642016619385314291e-01,3.225072870503480349e-01
2.741336378309061628e-01,8.060677395375023480e+00,6.937992838252460714e+00,6.973619223398196176e+00
1.129550806235479321e+00,4.062020040873260740e+00,1.570533192603082773e+00,1.574669379388062174e+00
4.125426035462941954e+00,1.062694008203493024e+00,2.444353801609029653e-01,2.311548345315010411e-01
3.081708517020991689e+00,7.093648143335991918e+00,4.574207165168988065e-01,4.879453107483310292e-01
2.559124148919150077e+00,5.139727224060546718e+00,4.986714724576758462e-01,4.594731346697409347e-01
1.847539818814359247e+00,9.492389690832103710e+00,2.408396811234234658e+00,2.396046207426062224e+00
6.506978839642996171e-01,8.019577169559475749e+00,5.530942015072273676e+00,5.585767572082517063e+00
2.283921546016822735e+00,6.327484278643623838e+00,7.601265932566780847e-01,7.558346018427560820e-01
4.935472379061851100e+00,5.973818578197624518e+00,2.645236339282101556e-01,3.046504618539325748e-01
2.975442373811425512e+00,6.950048923034961135e+00,4.812366331845674416e-01,4.865087116942114487e-01
2.882896753707959281e+00,6.459287504495637044e+00,4.829806245484112859e-01,4.613918756978693247e-01
4.950592924781754611e+00,2.614487233440432323e+00,2.512905719537953386e-01,2.433039308203730211e-01
4.427016901276974004e+00,8.474025927426843907e+00,2.977689853408732046e-01,2.994770065878649690e-01
4.995996591392291464e+00,3.414256510345890838e+00,2.539295767419373906e-01,2.410291652726502809e-01
4.768166697808132959e+00,2.250191745543906663e+00,2.505239642366990371e-01,2.251829123438918445e-01
3.337484258692990924e+00,3.890115235122543424e+00,3.068043742812360253e-01,2.827326239383215478e-01
1.526560968302280719e+00,5.806599925443776122e+00,1.657679011785079481e+00,1.612544973682168647e+00
3.140715890135781674e+00,4.203097428048238271e+00,3.338509667693823624e-01,3.365240648675479895e-01
1.741049179068867137e+00,1.226015257400476122e+00,2.977632370201281353e-01,3.089256623672733681e-01
4.053847653959564923e+00,6.036932018897012142e+00,2.957940748363747097e-01,3.176130718978364964e-01
6.865023053787738805e-01,7.570755681028723316e+00,5.095342917320246912e+00,5.040515329948318524e+00
2.312731667392652568e+00,9.170725983417431948e+00,1.201627082147845860e+00,1.225143113793728311e+00
4.203880110734432130e+00,7.116982252282009203e-01,2.419263553002038436e-01,2.407531731174486767e-01
2.272560432276024223e+00,3.306420012997807412e+00,4.261615116102341894e-01,3.826430330542168190e-01
3.005089247099404393e+00,2.488424889343152646e+00,2.888754171511033197e-01,2.911504705245465119e-01
4.914146899234150823e-01,4.839529633207837911e+00,3.619867191554805075e+00,3.643645035889697237e+00
1.425524917282224857e+00,1.746511169559748167e+00,4.225536680499556441e-01,4.375662899854307897e-01
4.772426143438584845e+00,4.617824123346085941e+00,2.612976573188686702e-01,2.823974744478390808e-01
3.284697726662458184e+00,6.747861067094635068e+00,3.970375534222221892e-01,4.247375864754185937e-01
1.824695843624755565e+00,2.261802375643689356e+00,4.142479320308388169e-01,4.404666496766372896e-01
2.584405879829123620e+00,7.818264179607409936e+00,7.262423570098208714e-01,7.245188555443484724e-01
3.874342890667421102e+00,1.156376684681389655e+00,2.452279758936440068e-01,1.821010576388075730e-01
3.937351749734319561e+00,4.985890966100885002e+00,2.891438862767265472e-01,2.657069391040321471e-01
4.139839694895311339e+00,6.496557931776497874e+00,2.959901046277050862e-01,3.060279887791629294e-01
1.448213393987737962e+00,9.167392639626211093e+00,3.592387119713329025e+00,3.577660935072095594e+00
1.191529693990453609e+00,3.873241704524999829e+00,1.342710717491977679e+00,1.362642183741245905e+00
3.192542412496300663e+00,1.111554045494560050e+00,2.463450982255100119e-01,2.696496413750126830e-01
2.636003236877774825e+00,8.224793775086276071e+00,7.319352978996852555e-01,7.327559662395599638e-01
2.824433757490307340e+00,8.851705418792731095e+00,6.675909343843374755e-01,7.233665474553808705e-01
1.073074591020268809e+00,4.659679767529772754e+00,2.089165087640028506e+00,2.059299099393484322e+00
1.593120640827003331e+00,8.107350360869798322e+00,2.595595035047176591e+00,2.622926785024991325e+00
3.760265902831419371e+00,9.058188614549907314e+00,3.738330991254797953e-01,3.590555190218818749e-01
1.791616286027689631e+00,1.713778596650882280e+00,3.503884179101479646e-01,3.263744284868144718e-01
3.787427753082160287e+00,8.868296854000423224e+00,3.657962215126523420e-01,3.828606796104028209e-01
2.332233141311407243e-01,5.951663114359531104e-01,2.917438750357835842e-01,2.726754619552245185e-01
4.754330898522848514e+00,4.314187219516005811e+00,2.601121347198493416e-01,2.852908041713327902e-01
1.040365193444440228e+00,4.608700669703764241e+00,2.134862217960530550e+00,2.099273407343984044e+00
2.391038165254278702e+00,7.940481520088148670e+00,8.976612270267761984e-01,8.981287450484530810e-01
4.604426266161059544e+00,9.065491800483643559e+00,2.922227508492131198e-01,2.663348531801077446e-01
1.267398413192777795e+00,9.455774827100881907e+00,4.338442557589551996e+00,4.330808215801065231e+00
1.136921362913150269e+00,6.727262071282318345e+00,3.231300648481961968e+00,3.219558308232461918e+00
4.928203529661783655e+00,9.127862828394569306e+00,2.784960056769367753e-01,2.440569242438362929e-01
4.522150836103378424e+00,8.102034111020946838e+00,2.896353463241938542e-01,3.087237363132477874e-01
2.661230986095588502e+00,1.259092197872589081e+00,2.576956779020557753e-01,2.197683716660315811e-01
3.051097252948470340e-01,8.669469675911862794e+00,7.338842818802189250e+00,7.308870131793511860e+00
3.023343541044235749e+00,3.560372805643599481e+00,3.240790876084611583e-01,3.502616226683288314e-01
1.257890937883531901e+00,5.291892566427423006e+00,2.029469181577262749e+00,2.058111392107496940e+00
1.070052379524911057e+00,1.234777893659761094e+00,3.857030048592876570e-01,4.051863631195110060e-01
4.660715183363327796e+00,7.249422369394524779e+00,2.781305169452878978e-01,2.877917346745576532e-01
3.097116211086490711e+00,5.973292696545364322e+00,4.054829686093132102e-01,4.732911446175309678e-01
2.220197624884590493e+00,6.009229310631640786e+00,7.614008131274607738e-01,7.245786507536063903e-01
3.132942929283183409e-01,6.949086771931817452e+00,5.839576434221018353e+00,5.816746788780822186e+00
1.858106993015052222e+00,4.969775487398404579e+00,8.703662150725720581e-01,8.400278914517790296e-01
4.319915748805859934e+00,2.376219611655556729e+00,2.537559785714102456e-01,2.801997435448735363e-01
1.513381413123485064e+00,3.839829832014780120e+00,8.980677109215748910e-01,9.061980093293010574e-01
1.613971365344209374e+00,3.065647088572424295e+00,6.230506269975129019e-01,6.558702049776623522e-01
3.034280334057062767e+00,2.512461142054083663e+00,2.880345623936906851e-01,3.167074323612859565e-01
1.260703393102633019e+00,1.742119528182969335e+00,4.648622862639433251e-01,4.576135375305494524e-01
2.784673814047925688e+00,3.123922655669871595e+00,3.311308101519344627e-01,3.060689100976152766e-01
3.843412669110896740e+00,3.548540115672292217e+00,2.742974215434104135e-01,2.440439225842565008e-01
1.433368883272135852e+00,7.237707085217110148e+00,2.643873323413713283e+00,2.709743534762505845e+00
2.363754353973976485e+00,9.158220367500312875e+00,1.125072455333060439e+00,1.153627155743293553e+00
2.881336683171473734e+00,2.838059426750654701e+00,3.098339949500422130e-01,3.271599552257523635e-01
1.816656957226370217e+00,5.896910945210507293e+00,1.158880212793019115e+00,1.148250299532411534e+00
1.118091872773021134e+00,7.399104252465109610e+00,3.679298153479172218e+00,3.672896208356323466e+00
5.720093350874916327e-01,2.903206057283435726e+00,1.833669994382852053e+00,1.822897230309955319e+00
2.827418960458638164e+00,5.137359568230623452e+00,4.245373155891656869e-01,4.143737707324278152e-01
4.687146089354369494e+00,9.005533743504447131e+00,2.877025738887168949e-01,2.151475928306714747e-01
9.383101253724490665e-02,7.595380104900920415e+00,7.220331361211940191e+00,7.218045378713001448e+00
4.328317309350728337e+00,4.093234267126278247e+00,2.664179955705442970e-01,2.545039855685206076e-01
4.812365551215221693e+00,4.764082861376842004e+00,2.613649766389138374e-01,2.696136663369274045e-01
2.711632507420737248e+00,4.172325611563762138e+00,3.954204924628056395e-01,4.012656793578914249e-01
4.839417292239409640e+00,4.795207002275924779e+00,2.610937024839674048e-01,2.862552422837323918e-01
3.523912182587519037e+00,8.196734602456558605e+00,3.949102220982698142e-01,3.940807436852917234e-01
2.726126040146747975e+00,2.405831247015314922e+00,3.039399884183523470e-01,3.274129421866593947e-01
2.318375089474971507e+00,5.937832369942483979e+00,6.862410049747664775e-01,6.089777143301049467e-01
2.331995034668449485e+00,4.045712870034927633e+00,4.776511657702077196e-01,4.441808532329776793e-01
3.409983635370642752e+00,6.863378266086899160e+00,3.781763800332662018e-01,4.295196639451441811e-01
1.172526843879751368e+00,5.910536388270555719e+00,2.636657074739914730e+00,2.599651507808374618e+00
3.577005622518009798e+00,6.458907715623276591e-01,2.383254911450078950e-01,2.295263480742513740e-01
2.454948685137370301e+00,7.968165014081529662e+00,8.428143305429349752e-01,8.635924365957727833e-01
3.373311092690942203e+00,5.942291269385422403e+00,3.575968668418281760e-01,3.306952787994695275e-01
4.704308752061201915e+00,4.546512271979502806e+00,2.620287196412782738e-01,2.832799544970011629e-01
1.167268408960153714e+00,9.811277681822002661e-01,3.127989509949892222e-01,2.695312576153932049e-01
2.016127592305097416e+00,1.066868168293402030e+00,2.661532752371201793e-01,2.083280897251319486e-01
1.375800644876116197e+00,8.711814816237309245e+00,3.599164375825563145e+00,3.558860806787147446e+00
2.633820735856579054e-01,6.101068453251972556e+00,5.267854774803124585e+00,5.217818752383195147e+00
3.110448535914215995e+00,4.638535225461951406e+00,3.524235414538480216e-01,3.514677602100348408e-01
3.142600075037609741e+00,8.835019011144279233e+00,5.194961360433931752e-01,5.095379560553566778e-01
4.997054250706033152e+00,4.748646807221316379e+00,2.587751763008483419e-01,2.682035040441778095e-01
3.005134518690785850e+00,7.171049179817150510e-01,2.371229074076544041e-01,2.056260733050612743e-01
1.980532313043924519e+00,6.874618179194500911e+00,1.187618955819526034e+00,1.263481676962495248e+00
4.505793596693628444e+00,5.445356461714176532e+00,2.716478907307991464e-01,2.683592658809731968e-01
7.692160597218333784e-02,6.539072161215048418e+00,6.271241661311776738e+00,6.269444139650662606e+00
1.513534846217836627e+00,5.467300564418174247e+00,1.529097532817324634e+00,1.542347336895684817e+00
3.759645236071335717e+00,2.398959267763862702e+00,2.611813600231296939e-01,2.534533674129915704e-01
8.074350676083708045e-01,4.341096610442674475e+00,2.507585677819928804e+00,2.488220054301154782e+00
1.806179875897291787e+00,7.758867335648631069e+00,1.824928449954347887e+00,1.827082406254707525e+00
4.245318182790116524e+00,5.762251570112894683e+00,2.832547423476183823e-01,3.103980697502256025e-01
1.723373246725646180e+00,6.801952604272988090e+00,1.644596481731809501e+00,1.664149253294480824e+00
1.214803544671920310e+00,8.078615161103392950e+00,3.770697904630964103e+00,3.798540315247080912e+00
4.452941341404248021e+00,7.872228673887082806e+00,2.914204899159559825e-01,2.740870689692335160e-01
3.870860263730968587e-01,3.223702565566497036e+00,2.495414849755587916e+00,2.471765798403101400e+00
4.283459036403595377e+00,3.529210638103558395e+00,2.629230105865670852e-01,3.226580227766068232e-01
1.576923086987367828e+00,3.464571825833517416e+00,7.386422296118460018e-01,7.310855366557890145e-01
1.038923585772853375e+00,4.233886928665172356e+00,1.880528331806473163e+00,1.894499144185061157e+00
2.439393815298910972e+00,7.464181691552055575e+00,7.916566380016069049e-01,8.134342931678762989e-01
2.417090573762824768e+00,8.765855076206303664e+00,9.931088638923541989e-01,1.035363934451424717e+00
4.823484936284307523e+00,1.637498935844425185e+00,2.478417880011776764e-01,2.069449409966314934e-01
3.762523497700511310e+00,3.332706324774814988e+00,2.740475277488403361e-01,2.592854508716642692e-01
2.300612167747777104e+00,6.887169271803364801e+00,8.265304389032783750e-01,8.131716397528205853e-01
2.797240896888680162e+00,5.591510438211544809e+00,4.577079230287862677e-01,4.483155024014097711e-01
1.591841335653256362e+00,7.960902002454925075e+00,2.528103777107636230e+00,2.455376723649394854e+00
4.913607961671987212e+00,6.122448417957611078e+00,2.655716595773164324e-01,2.623437767304120372e-01
1.929694015589532574e+00,8.998735970532010242e+00,1.968959096382264740e+00,1.881803898376000150e+00
4.428447134898504167e+00,7.745055474734923173e+00,2.916873533844957511e-01,3.003001553214420527e-01
3.280385928433280363e+00,4.766866975177462606e+00,3.357176196532736245e-01,3.515230511113849321e-01
4.580720362182901795e+00,4.689932639216083388e+00,2.650777155183254852e-01,2.827003857204882231e-01
1.772838303402309190e+00,2.444399737385255289e+00,4.523523488742425824e-01,4.158998989588792439e-01
2.083482133022922511e+00,8.205670611266704384e+00,1.365473162117468942e+00,1.393824596668145066e+00
1.846634815478774838e+00,9.549328500080703108e+00,2.434822667982117661e+00,2.408605449907628149e+00
4.135214091006929493e+00,9.041622691733783412e+00,3.261507604813385086e-01,2.890459459059366853e-01
4.765613826456514879e+00,5.892180545558336036e+00,2.676637533975985694e-01,2.379688841991956516e-01
4.122846661018244596e+00,8.811453707743938324e+00,3.244640525314095858e-01,2.987529046865819993e-01
2.257106362625797225e+00,9.200938597266431485e-01,2.490434801747527516e-01,2.539487633250870346e-01
4.145483637140296551e+00,3.522797651070993741e+00,2.656852829788736159e-01,2.901656041005216680e-01
3.650931844864397924e+00,1.071462552262089307e+00,2.443541722490188139e-01,1.810524908848805126e-01
2.595666188250942863e+00,5.445275983104233219e+00,5.099348789369209101e-01,4.934565678070452210e-01
9.174750479847010309e-01,1.222851064614782102e+00,4.151491622285115035e-01,4.419683117672815742e-01
1.189354667232359608e+00,5.582618945991849380e+00,2.387352597865961101e+00,2.393238446148882481e+00
3.518821276209211479e+00,1.727938302639872248e+00,2.550581354858039163e-01,2.701113341698125336e-01
9.936970348766632766e-01,8.936611509055614633e+00,4.965208204608735798e+00,4.920068075521231599e+00
2.801729923095341412e+00,8.383718647317943251e+00,6.443475536670913995e-01,6.728096760612045646e-01
4.020943537597972295e+00,4.168789050943040309e+00,2.757671679980647772e-01,2.286988427631195808e-01
3.269490386870805843e+00,6.767556245543938864e+00,4.006660759457267851e-01,4.063682198666013212e-01
3.048778585928996865e+00,6.780768906048495026e+00,4.519173071945574716e-01,4.927550289211972689e-01
1.288666816858893949e+00,6.038320220201910615e+00,2.391348151019112578e+00,2.447728662714521608e+00
5.996798430658301093e-01,8.907194494404953033e+00,6.357733122273675264e+00,6.373079218775064447e+00
1.695492487338406962e-01,6.725104178510723507e+00,6.128495917091839829e+00,6.154924993150588719e+00
2.317004678419143371e-01,4.589285332107172266e+00,4.022216270041831798e+00,4.004026321016678658e+00
1.158812302654360638e+00,4.031808082716626274e+00,1.493969911240744519e+00,1.479526587273666927e+00
2.788413395526357696e+00,2.404464392743950185e+00,2.993403581099419175e-01,3.344230592515690659e-01
2.118401305796598244e+00,8.279911578489663748e-01,2.453573829414140983e-01,2.454055744155880237e-01
1.020494654182663830e+00,3.000236583399519041e+00,1.117235445569590757e+00,1.113416030853760841e+00
1.513435693388996306e+00,6.212702193896310732e+00,1.884512141354943493e+00,1.842195398349331326e+00
2.306256453772630888e+00,7.530700119849891294e+00,9.192598824789854906e-01,9.237776118158277372e-01
3.994711149520779880e+00,5.181958068507921400e-01,2.393092277169590054e-01,2.586851299294381512e-01
3.279645744483146164e+00,9.537003035070148016e+00,5.026317785373906055e-01,4.788066942801772474e-01
2.045276542201579506e-01,9.183933871613087163e+00,8.225198396618470298e+00,8.209986001945008383e+00
2.407594980332663503e+00,6.560240774784227291e+00,7.052100256559838964e-01,7.526237235366106670e-01
9.299857043095394182e-01,9.712887163087344788e+00,5.659594499555811176e+00,5.664942484030277114e+00
4.274164338571363686e+00,1.009579896652108122e+00,2.442587114788145886e-01,2.356009021112645263e-01
4.424521168836748508e+00,2.867728542655914925e+00,2.561305797158325848e-01,2.220210960356524543e-01
2.773323555565704090e+00,1.440408136084212254e+00,2.620214006697077491e-01,2.434340297312763413e-01
3.682040212412985181e+00,7.474347146534379149e+00,3.525577510598774111e-01,3.450578635286321028e-01
3.433905012581219829e+00,9.011477950840742324e+00,4.384828535708762964e-01,4.795566891072878257e-01
4.084174339282284016e+00,9.582259042768743740e+00,3.385881403994842609e-01,3.202732994540168354e-01
1.394078721645598540e+00,6.396322614190262712e+00,2.300773481478353588e+00,2.354603554502335161e+00
1.146441570676296484e+00,4.397986411195789813e+00,1.744939896725111739e+00,1.717079262216585800e+00
3.731545278069781535e+00,1.640631081779890366e+00,2.515432628246613844e-01,2.408156586798797794e-01
4.795409630469212203e+00,2.338368994699897119e+00,2.508049673096766075e-01,2.761112767470041418e-01
1.149089114186780947e+00,3.996103653104612352e+00,1.491518512938738938e+00,1.484312665004686504e+00
2.838869917699447853e+00,2.669389420338383001e+00,3.064979086685154508e-01,2.815900473964972339e-01
2.721097562659310576e+00,9.763667010592794071e+00,8.202592994217761113e-01,8.163039970773259268e-01
1.867791116975541232e+00,2.498772298117899915e+00,4.354862322055979007e-01,4.489476070084659209e-01
3.751188933677030324e+00,8.684318901250929201e-01,2.418683914563104498e-01,1.903963650108389527e-01
6.588317383791914006e-01,1.985543575270529493e+00,9.190467832855833130e-01,9.115906929131232239e-01
1.858885369140461208e+00,7.927081114360086112e-01,2.472650641549992701e-01,2.439849654214499008e-01
2.155336142962033463e+00,7.727722746019176636e-01,2.411561333296186604e-01,2.290437005318486929e-01
4.764998896556743802e+00,1.705158285652191852e+00,2.481698865614047067e-01,2.702305685527744417e-01
3.421518951899443106e+00,7.936759029511434527e+00,4.077455746477022247e-01,3.906890095622259640e-01
3.554794393116754048e+00,7.061109964286932161e+00,3.609075721974357998e-01,3.499721267398457347e-01
4.998955718015444916e+00,1.214184813748269587e+00,2.463710439071020164e-01,2.475003215279778235e-01
1.133893525148129022e+00,5.380280769859400181e+00,2.407696063092788386e+00,2.429561535922251991e+00
3.017633162020956217e+00,5.774755071283609986e+00,4.136321817370240961e-01,4.069973032075928088e-01
5.383084788119263386e-01,8.426288723917878087e+00,6.230113464246774591e+00,6.275611382373827318e+00
8.124833707930945170e-01,5.715336275253092069e+00,3.469390128919745298e+00,3.442158579919033290e+00
3.480639204869123482e+00,9.652634186849249787e+00,4.468407586415300559e-01,4.854361892115526267e-01
4.129917138385093445e+00,9.449649112762914527e+00,3.318379085281788488e-01,3.061032619948589328e-01
3.178987947983676232e+00,6.850571469443764272e+00,4.228599578454179109e-01,4.179679633861416721e-01
2.898914472809534182e+00,7.483352893939354544e+00,5.377875883146467917e-01,5.487089738756733004e-01
3.953153631479259911e+00,7.734738347503892442e+00,3.261620277493441633e-01,3.878072235871352635e-01
4.781187105758617051e+00,9.866600259237481296e+00,2.883193971390919930e-01,3.151941815386848367e-01
4.627610866260917000e+00,6.006811917572636439e+00,2.717749166860718435e-01,2.595990311993635613e-01
4.043885034146586399e+00,2.081462824509195286e+00,2.537257093939780939e-01,2.926992828617297482e-01
2.160589522485916181e+00,4.426329595725915667e+00,5.817397631363507848e-01,5.753286159895395491e-01
3.831670040014789613e+00,6.056772463664482409e+00,3.112530635454030525e-01,2.875096878564136205e-01
1.169161561593670573e+00,3.310866243203045123e+00,1.082125281778564929e+00,1.095585822532165299e+00
4.520243390784115078e+00,2.585807123211065761e+00,2.535395645874050086e-01,2.563736900284039333e-01
1.398671520797809098e+00,7.421775336243064736e+00,2.848289031303356644e+00,2.876899022321253607e+00
4.901923555928004106e+00,9.324571522810780166e+00,2.803764003387199666e-01,2.638842494143005535e-01
1.508416274812206526e+00,6.385831943250265930e+00,1.983752397502411835e+00,1.995197502432239478e+00
