Pco2,Po2,pHa,VE,VE_noisy
2.863883247187610692e+01,4.761452072131095292e+01,7.341273380916225832e+00,1.590333485634425159e+01,1.506409874801414794e+01
5.293407599074358671e+01,8.195815662234008414e+01,7.233506583621999830e+00,4.201527895661249801e+01,4.177232860292180305e+01
5.886264526660140461e+01,5.234123527228192074e+01,7.270077814849735809e+00,1.613238550936824822e+02,1.612998132707382126e+02
6.320330446547551162e+01,6.651261884233400679e+01,7.332871807256295504e+00,5.973883764111029393e+01,5.983582642669118457e+01
2.402689104428088029e+01,9.436974156359704580e+01,7.283528369415901871e+00,4.999920616205729473e+00,4.829781987848837943e+00
5.595891905779408404e+01,5.170087432146209494e+01,7.416349424408932300e+00,1.468723820399081887e+02,1.471401384758822530e+02
4.702646206621278679e+01,4.755439886912739667e+01,7.304918662126838491e+00,1.389199339351513629e+02,1.393072935373870962e+02
4.036501355219284193e+01,8.396598334965520394e+01,7.276898715000852391e+00,1.977335123664855487e+01,2.062727405486649346e+01
7.823214472374348816e+01,7.544146063229706556e+01,7.293411699341056931e+00,5.645989541895613684e+01,5.603266228305647445e+01
2.636174730983872294e+01,9.261636940529703566e+01,7.494530601261698344e+00,4.999991726852500484e+00,4.251261583497596419e+00
6.252150694829432354e+01,4.909780830274341668e+01,7.236017658264136010e+00,1.964214336432855248e+02,1.953578833646184592e+02
3.226162773861620536e+01,9.769058692241210906e+01,7.317511570090722728e+00,4.810112517082160366e+00,5.402821417251359115e+00
7.688613736841713830e+01,7.790518352308316707e+01,7.455315902989509524e+00,5.676314281149098662e+01,5.671684466629486820e+01
5.001887354558826360e+01,9.655544390026868484e+01,7.206570744942118800e+00,3.542257214829987788e+01,3.597577671972771185e+01
4.720325547955118850e+01,5.127267067174973647e+01,7.264979327458317648e+00,1.240745651598134032e+02,1.246127614016292711e+02
3.491010080071235677e+01,9.169727149076912553e+01,7.467143672580045966e+00,4.850077302222827846e+00,6.535954235577433380e+00
5.202676354015058990e+01,7.824893402086257765e+01,7.342674855396342792e+00,3.908312996103112624e+01,3.929063505659816258e+01
7.185973736245961163e+01,7.419794839856251656e+01,7.414728806794817828e+00,5.873942600718483220e+01,5.949179732387489850e+01
2.432439687269163286e+01,9.409332811951588837e+01,7.475505809107260369e+00,4.999999225084979848e+00,3.797409398790166257e+00
5.949359010522093172e+01,9.352066455552348145e+01,7.454752662731878310e+00,4.138778582153786800e+01,4.030748414534791380e+01
2.879326321767112518e+01,9.600513780336756042e+01,7.429690154234569910e+00,4.999406329018474260e+00,4.687668583214113838e+00
3.350422843933077388e+01,9.499050496506708896e+01,7.279644253953206245e+00,4.385704847274537244e+00,3.168987171460090124e+00
7.123114985799610110e+01,6.532964484481148304e+01,7.482277439307130962e+00,6.714497743612258773e+01,6.783457065391372964e+01
2.433629378179487190e+01,7.413937669765576288e+01,7.430194251407383099e+00,5.012151149756316038e+00,3.679098361481995205e+00
6.390025299210792298e+01,9.356625329293197524e+01,7.255645976055500768e+00,4.931586178941030596e+01,4.938424480814602191e+01
2.347118742539475633e+01,4.958855024591819216e+01,7.421801456649654405e+00,1.501041000976238493e+01,1.255231438826278456e+01
5.057259656124487179e+01,4.213417358606223218e+01,7.319531703387139210e+00,1.961817093576505613e+02,1.950769296342452037e+02
5.741047925006741082e+01,5.031681689839426497e+01,7.266481245440611580e+00,1.714345420644193041e+02,1.710955067281503545e+02
2.881991219973454221e+01,6.891949748880905702e+01,7.328343917891253945e+00,5.116122709687195957e+00,4.857083022821971241e+00
6.812657561274053819e+01,5.435006646032118027e+01,7.371205493728146152e+00,1.620997219244915470e+02,1.603080761811252728e+02
3.326064679886878395e+01,7.297323883808813605e+01,7.204092406411131577e+00,5.359784950254526059e+00,5.468454029346990097e+00
4.854094914783266290e+01,5.729508025399787385e+01,7.460945840678642860e+00,7.619254189604788507e+01,7.716740592475116500e+01
3.441687267758810975e+01,5.448362676879284550e+01,7.430057868487875972e+00,1.173871741990402207e+01,1.238695782514162502e+01
6.581515534464412553e+01,5.536887224447327327e+01,7.249341916157854726e+00,1.530960008928883553e+02,1.524374178284504353e+02
3.506847918782398210e+01,5.254826716013684518e+01,7.269928605798202881e+00,1.945082771078763173e+01,1.886353087261909423e+01
3.573095591160331708e+01,9.951142128832125877e+01,7.384960556362936579e+00,4.416898170563655412e+00,3.230597888864213285e+00
2.073060660764102536e+01,6.218740395971974522e+01,7.285199881962468815e+00,6.788997137916372715e+00,7.418785132528331161e+00
7.399025589058791752e+01,5.905117403116510388e+01,7.387945988524125873e+00,1.192093318958780230e+02,1.206509907336299818e+02
2.201581776541355850e+01,4.289853682412742586e+01,7.462118636291535267e+00,1.829659674532631897e+01,1.777064126982579495e+01
3.887518685878777092e+01,6.634260435383912125e+01,7.414179169855671603e+00,1.070580877414567489e+01,9.007990707197894409e+00
5.882042973239342842e+01,8.483749003878240558e+01,7.304990944665775032e+00,4.614263455260385882e+01,4.634263879520875662e+01
3.992514402886516223e+01,5.230287936368290502e+01,7.431372033600172067e+00,3.940037653369469695e+01,4.010814595780122715e+01
5.583236599347846152e+01,9.690762275961820649e+01,7.335048989216379489e+00,3.918214573082699559e+01,3.646002188110190190e+01
4.187389238691769577e+01,8.343164979565095507e+01,7.330411083487322621e+00,2.080058239095165007e+01,2.093893843058382842e+01
7.279706738552297907e+01,8.795967907075996095e+01,7.214730365528424727e+00,5.754486501497934370e+01,5.970925199466018540e+01
2.953875297753872786e+01,7.463295458107495506e+01,7.417768901799130177e+00,5.007515442681004458e+00,5.828163052110692632e+00
2.110462587096167653e+01,8.975641870231655162e+01,7.414543688314684466e+00,5.000007564336098831e+00,5.550466365258555079e+00
2.598200021987737074e+01,5.094747631350058725e+01,7.283487662466043844e+00,1.437352820236022843e+01,1.477564947968529374e+01
5.143952222150079479e+01,6.969852649554042046e+01,7.436219296114650490e+00,3.864183497547747947e+01,3.970373379677214132e+01
5.553612197718656063e+01,4.184261219338737448e+01,7.498375002675103929e+00,2.068275384798521088e+02,2.058863712260451564e+02
7.003416910246517091e+01,7.335557086974301910e+01,7.472644468918404392e+00,5.696859158255068678e+01,5.612325378011369281e+01
7.727887891392119002e+01,6.053718292613557139e+01,7.482761630508824702e+00,9.720682521069339543e+01,9.761439451958753466e+01
4.407826549249484316e+01,7.366104478397299715e+01,7.440743949312809136e+00,2.259090375191227551e+01,2.190557440742190565e+01
6.942171046748178753e+01,9.278160272486692861e+01,7.272783444667339836e+00,5.346852771452530817e+01,5.372723013474010401e+01
4.431018481096047879e+01,6.463893558468804201e+01,7.467791233027154973e+00,2.721383975370678598e+01,2.530127727007639393e+01
4.223942143681393446e+01,7.299877515866918998e+01,7.465476865964950193e+00,1.683745801830029620e+01,1.759541268201492770e+01
2.796165728355259006e+01,9.813684338711038890e+01,7.305185333819514959e+00,4.996550512494781771e+00,5.843521924694616843e+00
7.211920301079149453e+01,7.572623787248798521e+01,7.428086925808019103e+00,5.812537569980545982e+01,5.816905360190271779e+01
4.016643582891541087e+01,8.972443517339219454e+01,7.221767283961371575e+00,2.078885058366188332e+01,2.095327352480997973e+01
5.880146606678101051e+01,8.153426115133100893e+01,7.247927237191827743e+00,4.824159867886022113e+01,4.986224976456346525e+01
5.102992873407053054e+01,5.256913238996195048e+01,7.269799474337911960e+00,1.335691529696552777e+02,1.324860583417732869e+02
7.981025149589490297e+01,9.472882971367323535e+01,7.340522547497386974e+00,4.606093411499004731e+01,4.514777745870482306e+01
3.533803893346245673e+01,6.140957306596248344e+01,7.276798346391264438e+00,1.063937795347091786e+01,9.545571659555465160e+00
5.308991873596043121e+01,9.163142856833997030e+01,7.261601784226426659e+00,3.897178955176433846e+01,3.854705938050879155e+01
6.737793542728880425e+01,6.655058684446353823e+01,7.201929797924922383e+00,6.549882194524496981e+01,6.448767202423660194e+01
3.146485997887551633e+01,5.384892333638766360e+01,7.225133448053033369e+00,1.093465422235366802e+01,1.097170269954260746e+01
6.939042806897944615e+01,7.830296833507024701e+01,7.309356371842539168e+00,5.717539850306259552e+01,5.652466169706350740e+01
5.349018393933326365e+01,5.289619552405721237e+01,7.349398210062972225e+00,1.348689693402189107e+02,1.334198202205635369e+02
2.621114416316384421e+01,8.302557726090488188e+01,7.262544027068136288e+00,4.998641192111783482e+00,3.448463455937047506e+00
7.808340604508916272e+01,4.229632938958553012e+01,7.245555201960735658e+00,2.556627814564068331e+02,2.568744385632882654e+02
4.471109396963404947e+01,7.666316445459993645e+01,7.244671911147513299e+00,3.110140927751741202e+01,3.103253045956386913e+01
4.852437096614401923e+01,8.295711702991957281e+01,7.390649209057680302e+00,3.108791451722017030e+01,3.086057669288560490e+01
6.706773698962007302e+01,5.271303183476680942e+01,7.449187604632041548e+00,1.701076243561971069e+02,1.701341939416001310e+02
7.787823753302745899e+01,4.371896220736589100e+01,7.470909517922640575e+00,2.382245726556619729e+02,2.381422105398178246e+02
3.473231157537707503e+01,7.730455055099022843e+01,7.387394619419629826e+00,4.466802459244908263e+00,5.222915394827273516e+00
2.816992929933966039e+01,9.585862871382781236e+01,7.323482068165567682e+00,4.997012879645168049e+00,5.559271907840402704e+00
6.468385371804929207e+01,9.605176937165651907e+01,7.306851680967398011e+00,4.846974871362498760e+01,4.788004096727111403e+01
6.062225047359845576e+01,5.355575968154010269e+01,7.318976344367556841e+00,1.543512520892762439e+02,1.535277250320629605e+02
4.679123259192220274e+01,9.829644302369902675e+01,7.316613321172629192e+00,2.756697751566908039e+01,2.648025672710798517e+01
5.885641395737680881e+01,5.083155959256074397e+01,7.415222882546051331e+00,1.629519879875960839e+02,1.617008566913845016e+02
7.664899883837010464e+01,7.071371684656938328e+01,7.450936881170472148e+00,5.998818688017964007e+01,6.139033252024998433e+01
7.051465870339818309e+01,4.973604380442900208e+01,7.429599696205790416e+00,2.009095906468153601e+02,1.999930514121509475e+02
5.409318279995224543e+01,8.706124353854063713e+01,7.252201588782860142e+00,4.153718072232479130e+01,3.951813492878314094e+01
7.451760613123853716e+01,9.549690397802785924e+01,7.322286006352181964e+00,5.465644600524352370e+01,5.381296154338599536e+01
7.477468830931121602e+01,5.950558831868580967e+01,7.384650374651888782e+00,1.140385671496361084e+02,1.132502054553244193e+02
6.626933737658106338e+01,9.742563966877793291e+01,7.258484258785840026e+00,5.016033958579060936e+01,5.049019119995040938e+01
2.711365733419212631e+01,7.981074999662865821e+01,7.200887747639235670e+00,4.985431300210067640e+00,4.099448714424688056e+00
5.370253524105860521e+01,8.468766271740854279e+01,7.323369599914599348e+00,3.999415988877183992e+01,4.052891295580850795e+01
5.643601331640568475e+01,8.699587208561331408e+01,7.277899917771746274e+00,4.360190832581644571e+01,4.399043530041799954e+01
7.276008723610939910e+01,9.718627194346530018e+01,7.481943029303543824e+00,5.144453830564947339e+01,5.271136782368442653e+01
5.097379396593544953e+01,7.991405008197372695e+01,7.343772968942220203e+00,3.708693182083906947e+01,3.925392489991259026e+01
5.675538654695721164e+01,8.041193266450117960e+01,7.234769672032362209e+00,4.676307584001795448e+01,4.961197996514888331e+01
6.290983362186891981e+01,5.567382202654069090e+01,7.457373679485123752e+00,1.356290235788914345e+02,1.369798582217742080e+02
2.503227762091044539e+01,9.501886845331316067e+01,7.234754884762938154e+00,4.999303611538842063e+00,3.839603290262215030e+00
2.338057662340177956e+01,8.605681558173543522e+01,7.278267449147877599e+00,5.000000025247401503e+00,4.595800632245869544e+00
2.182386958552929457e+01,9.656539290794069075e+01,7.341029421388380882e+00,4.999998318591018176e+00,5.247644461602322785e+00
2.641012780568887308e+01,7.808319998484093105e+01,7.263628132860536546e+00,5.000013839341686861e+00,7.068141343338000482e+00
3.532904877612411809e+01,5.389056705908230782e+01,7.346944305960645849e+00,1.048494671972339987e+01,1.116156705232057611e+01
2.290320746129259888e+01,7.840662146334869931e+01,7.396016231825509379e+00,5.001744149045312504e+00,6.205116553648100108e+00
5.578678059788966692e+01,7.325403488571950561e+01,7.226651627520459975e+00,4.833915656410697892e+01,4.816520468249517961e+01
5.433735105698175971e+01,5.077584251858514364e+01,7.230962662485012515e+00,1.604764089762970798e+02,1.610666934726077386e+02
4.731748756462648942e+01,5.847822860774974885e+01,7.449211907575050695e+00,6.434927428464128241e+01,6.506746654061151958e+01
2.053696121853261758e+01,9.835669167850036843e+01,7.471333725212721433e+00,5.000000014680601623e+00,4.543691519217510688e+00
5.115096566942929712e+01,9.914383594769672925e+01,7.290059595466090059e+00,3.419221450284214825e+01,3.496954246649649889e+01
2.758211739117478345e+01,7.217948855045020196e+01,7.435152091834141608e+00,5.029110996913504827e+00,6.099921590639767466e+00
2.030634077288923933e+01,6.270067854235915661e+01,7.200627161070014104e+00,6.507732961579719699e+00,6.349367226823903643e+00
6.777364342306557887e+01,8.318509778388860809e+01,7.261237506807897368e+00,5.519140116345151625e+01,5.620954769757034342e+01
7.463918068717410392e+01,4.217282064352570359e+01,7.470317857069437295e+00,2.689853196832045228e+02,2.706332743935246299e+02
2.433920584462113723e+01,9.593463305922747963e+01,7.363877088083052413e+00,4.999981569887820498e+00,5.066281508364633090e+00
5.953988897486144083e+01,6.639620889506444712e+01,7.311318787328947799e+00,5.663341908222344045e+01,5.663374126000016417e+01
2.319721364083471116e+01,4.476498288804585712e+01,7.405498812555234345e+00,1.731109608264888777e+01,1.700147878762244957e+01
5.493132535775982461e+01,6.433326461230240056e+01,7.431775580841393669e+00,5.272088601607550373e+01,5.210157655904953344e+01
5.743469784330179806e+01,8.521022830657599911e+01,7.396980814244107805e+00,4.255169498364244163e+01,4.270784613028811094e+01
5.520512117992121404e+01,4.124268696589636107e+01,7.401387347903554570e+00,2.209505625639366713e+02,2.205387357121095135e+02
7.941800643128209458e+01,9.306696491346471589e+01,7.426681146760775398e+00,4.699555783664037989e+01,4.668357717824005704e+01
5.681908120707971932e+01,6.195590426996723465e+01,7.299456018262226564e+00,7.180903727400844616e+01,7.103554599984812512e+01
2.996800780038381973e+01,6.883252683514767511e+01,7.308123893159931050e+00,5.090615554154461542e+00,3.554567454196821075e+00
7.596865464542028690e+01,5.926527287012049783e+01,7.200442849308007709e+00,1.194237103440451904e+02,1.184864662523188912e+02
3.794067990279619806e+01,7.563108171221057319e+01,7.478051760269384118e+00,4.340611935105851416e+00,4.669609365062932227e+00
5.236556159500661778e+01,6.106591632658205526e+01,7.254249066484698361e+00,7.188281342119717010e+01,7.069967504727034679e+01
4.595073091214707262e+01,5.951621007392435558e+01,7.362877332026660504e+00,5.924457695896968090e+01,5.859660306539906571e+01
6.840433168581336076e+01,7.184690543400122920e+01,7.469407983779209559e+00,5.644386711552233749e+01,5.808602724247241156e+01
2.504018291735220458e+01,6.410480575801831549e+01,7.280807257492604379e+00,5.907801039169363833e+00,7.034316803646555094e+00
4.205677860173425131e+01,9.252569727558341128e+01,7.227710565242159824e+00,2.368113224697094665e+01,2.298771619460631754e+01
4.656293259696559517e+01,6.039481093008706125e+01,7.493643282798988281e+00,4.675039906523751654e+01,4.735377849201282174e+01
5.584482968621847476e+01,4.731980589595448805e+01,7.449590693761697580e+00,1.720033230564864652e+02,1.713530371119793188e+02
7.447447495034626286e+01,8.106474836976832421e+01,7.390747614643716545e+00,5.779798970134118719e+01,5.942557886793868249e+01
3.808988821200295405e+01,8.593742847960464815e+01,7.429450510301465194e+00,5.932423306538050944e+00,5.346729611200494503e+00
4.073220124775554751e+01,9.614309368386071242e+01,7.385882096019336984e+00,1.438358119603014629e+01,1.446529789639103214e+01
6.032036764887075009e+01,6.271469456995683345e+01,7.295513703147209483e+00,7.192315162063157175e+01,7.330796023688131413e+01
3.253744505861590142e+01,6.700246440353484445e+01,7.378211251770288470e+00,5.156406226654132396e+00,4.328529467167831157e+00
5.059295159765138550e+01,8.394342902060250822e+01,7.475359666687876548e+00,3.146803776122555973e+01,3.277257196886421298e+01
3.918326413444832212e+01,6.594255621936841294e+01,7.238089448279728444e+00,2.396112179687762378e+01,2.314367045730618599e+01
5.742500595980837375e+01,9.983999581807935897e+01,7.315901413782820661e+00,4.063169375150850726e+01,4.086988949637886748e+01
5.483416339531120798e+01,6.873049871895506158e+01,7.498769478180883574e+00,4.269977099331228487e+01,4.240415630046668838e+01
6.115464169984876008e+01,5.046388641690968768e+01,7.493581531014078756e+00,1.678600605384851576e+02,1.677715555018816076e+02
4.578177666488416975e+01,8.739049759163140152e+01,7.225220723481145413e+00,3.099302688858405830e+01,3.115311718861292078e+01
3.401878319329014744e+01,4.646429883494649715e+01,7.237543728065430670e+00,1.920063736863048476e+01,1.912629297657198180e+01
2.087705159173668079e+01,6.088903829756984720e+01,7.393433215901120015e+00,7.646543660735234837e+00,6.629210251611631577e+00
5.609590603455105651e+01,5.020908257445645262e+01,7.263628160985076576e+00,1.680661016337706997e+02,1.689326814571792283e+02
3.348888200393795245e+01,8.654775893033081502e+01,7.258926745101846656e+00,4.390424902078854608e+00,5.110964231027629090e+00
2.028957655291782913e+01,8.981164914073889349e+01,7.446279423389594143e+00,5.000007483822283660e+00,6.289844008055424318e+00
4.250172460377987704e+01,8.549438796653592476e+01,7.451305246345202526e+00,1.652568162701010834e+01,1.791062978383939708e+01
3.644790663006182285e+01,6.573714618897093942e+01,7.280515438092938219e+00,1.196408803272326082e+01,1.062012020644805688e+01
6.096416346725872160e+01,8.614763094916477826e+01,7.499364908237655669e+00,4.394146596922794146e+01,4.522697725577651084e+01
3.786769039767725786e+01,9.423707058828549066e+01,7.393964551444588196e+00,6.969086958375912744e+00,8.266821632156409194e+00
4.205959194657202715e+01,5.950872757165032567e+01,7.324577371132345860e+00,4.650561392067810829e+01,4.597337072712051054e+01
6.343476271537416267e+01,6.057244374670499099e+01,7.454459939732253737e+00,8.849314650121122838e+01,8.953055110708119457e+01
6.044926416896284849e+01,9.094362334193905895e+01,7.278795987974155501e+00,4.656294738487427765e+01,4.803117855646972600e+01
2.964387538403808975e+01,9.115698511672533755e+01,7.487262841561570070e+00,4.999552897996955458e+00,4.460717394491574339e+00
5.520869273152022316e+01,5.997091749834822849e+01,7.460950412658772457e+00,7.765199667634237812e+01,7.627323732711892035e+01
7.597005098886731389e+01,7.626299102481696934e+01,7.496809190423603830e+00,5.764376709636493956e+01,5.728423057015493214e+01
7.456111577947753233e+01,7.675468836519632987e+01,7.414379335649747382e+00,5.886723176489559251e+01,6.165993882930794001e+01
7.096295626030288872e+01,4.116082597615000083e+01,7.286520035029242059e+00,2.839299793154806366e+02,2.841662397682809456e+02
3.692081410861089807e+01,7.603768451411707474e+01,7.443707200904275290e+00,4.241354238922353304e+00,3.027144787177887153e+00
7.757534850359806455e+01,9.341999955779027687e+01,7.286262146811502305e+00,5.336201874404189027e+01,5.310907147163489128e+01
3.197896988009465602e+01,8.839790680037712889e+01,7.326815479669533282e+00,4.860933156194029436e+00,3.866880941597374832e+00
4.411280798517373825e+01,8.853979937701366509e+01,7.407116305007114931e+00,2.144195051355183779e+01,2.104266991773514306e+01
2.684804950252956957e+01,9.425337258585622635e+01,7.224907437675376798e+00,4.993966378929875383e+00,5.089110497486710294e+00
5.393668002731917710e+01,7.722764641402281427e+01,7.471995519947443043e+00,3.842997927981472372e+01,3.586838227487285735e+01
6.335913436804562338e+01,8.799822106837800106e+01,7.484636504882372421e+00,4.620212723248771880e+01,4.656252801396710339e+01
6.125804460533391449e+01,9.770804030522700145e+01,7.481581325101276825e+00,4.166570198071876518e+01,4.308037161775019541e+01
2.043125473616750654e+01,8.977121322200834186e+01,7.457194609177886235e+00,5.000007642774647820e+00,4.802638837428144569e+00
7.894812173552959678e+01,7.500349663469478401e+01,7.366457496368693292e+00,5.358565860346094212e+01,5.320296368055597469e+01
3.860058817522603647e+01,6.302847479261122743e+01,7.271164836942664245e+00,2.428377263982016032e+01,2.537736308573499144e+01
6.448311549719682034e+01,7.427745314998213644e+01,7.217913639186904540e+00,5.628801617549982694e+01,5.502137754944035208e+01
7.559615811962484599e+01,8.984797357146666741e+01,7.216934809872824985e+00,5.724419332761632973e+01,5.599830314650775875e+01
6.681001502980495843e+01,9.767290431730607736e+01,7.340117654167957362e+00,4.924001371126275473e+01,4.784947764856622854e+01
5.139442658246249351e+01,4.680513461970588196e+01,7.380464171042651067e+00,1.602218514862519783e+02,1.600644735293863334e+02
5.231952029832529405e+01,7.968303095396598223e+01,7.214178507425682341e+00,4.240022021733560820e+01,4.279424719495280982e+01
2.862639311689601129e+01,7.069718076097690584e+01,7.406388481767185006e+00,5.055526949068449127e+00,4.964954005008579863e+00
4.292437738397685365e+01,5.628954198534844977e+01,7.410733270635530445e+00,5.713149916496846714e+01,5.768127538826656320e+01
6.935011854502326401e+01,5.281850101166332934e+01,7.394954486232203195e+00,1.763003884429446089e+02,1.771311356429070543e+02
6.087100990526468536e+01,8.965155456183029514e+01,7.327292266229531670e+00,4.639046197949494399e+01,4.688704724676646407e+01
5.981140028605158676e+01,5.200837508672823617e+01,7.347623524669153028e+00,1.620015191782792101e+02,1.611928653717379518e+02
6.088582576590250284e+01,9.460806023539976195e+01,7.472222382569036370e+00,4.222553158214195435e+01,4.195744389300562460e+01
4.097250710154919773e+01,7.962733911286633770e+01,7.298392578871266245e+00,2.085625530342850809e+01,2.210450249863893646e+01
7.881218242309969924e+01,4.915527013819024660e+01,7.332320378434740604e+00,1.898329126349832734e+02,1.887862260417596474e+02
4.017789661126473533e+01,8.598073361046567697e+01,7.428379018209843920e+00,1.177970364822892080e+01,1.152627994374298126e+01
3.122782214650049326e+01,7.093105087914963747e+01,7.294594135447568739e+00,4.892109367567679890e+00,4.474835553902845930e+00
6.012308846626274317e+01,7.306527551553108424e+01,7.276204506897800073e+00,5.189568292504789326e+01,5.171559426608690302e+01
3.015152071847970205e+01,9.041118496802060633e+01,7.451129436220777613e+00,4.998284882430231058e+00,3.922616390698315136e+00
7.851638771461654187e+01,9.899624743685647843e+01,7.268338466106922802e+00,5.004481802432680126e+01,4.869548452173948760e+01
5.453130380586296155e+01,6.271094096788603878e+01,7.383770556273310248e+00,6.058105981177189392e+01,6.313702379152138633e+01
2.720850430047426727e+01,8.245926896492919411e+01,7.475985354468061672e+00,5.000223108030340313e+00,5.946124193118007994e+00
2.141711073338897364e+01,4.613399822494142910e+01,7.251919597162735265e+00,1.663055147596053374e+01,1.591793424098315946e+01
5.607237258641267630e+01,7.118496535769182287e+01,7.493980874930218583e+00,4.303753086568490005e+01,4.297856588924341281e+01
2.252897088444709794e+01,7.174983806701487765e+01,7.469329148525094553e+00,5.035490159353934736e+00,5.712198674647229524e+00
2.314657566818554812e+01,4.391008323547855952e+01,7.366747193877126954e+00,1.775333489207691784e+01,1.740967391319523472e+01
4.474656981135801459e+01,6.595995096665180313e+01,7.419265386181765010e+00,2.914745124556138833e+01,2.976397481151458280e+01
4.689734129120922290e+01,8.486328884997752198e+01,7.403235451104960063e+00,2.746057915862150978e+01,2.684529446531136543e+01
6.973775669336021110e+01,4.249122331943340924e+01,7.204173337906763841e+00,2.713394837301995040e+02,2.709809545803797732e+02
2.776370967653310373e+01,5.849381069526295107e+01,7.345164328534133702e+00,9.581662117013140190e+00,9.496893361171741432e+00
7.209994404097476206e+01,8.017199630095731777e+01,7.488187518736584281e+00,5.575675232582077712e+01,5.529925681506369273e+01
4.430012735249889033e+01,4.640463691662501589e+01,7.332802586983286020e+00,1.213447589372614601e+02,1.188919364466372883e+02
7.117881654825902160e+01,8.592058285813807572e+01,7.295745327660135615e+00,5.621408429322421085e+01,5.623523637725403290e+01
2.908075572434089295e+01,6.900140693860240049e+01,7.398326798004778659e+00,5.117148211169380900e+00,5.378770226897700901e+00
2.288418000661173934e+01,9.723196440636264981e+01,7.295748811441676196e+00,4.999983480612467446e+00,5.476179949107423006e+00
4.614955925206865572e+01,7.993139343084970960e+01,7.414829813995078567e+00,2.668908000208449138e+01,2.569509499378613882e+01
3.293917955980699475e+01,7.202258846951039573e+01,7.278355041366421752e+00,4.320365242289453178e+00,4.664612607885496587e+00
4.869516440302933802e+01,9.372444688462562112e+01,7.288056316978373417e+00,3.209647276833717910e+01,3.231217335522740086e+01
6.921178875444498146e+01,7.333796285362421941e+01,7.329725310033679442e+00,5.856338247819400067e+01,5.679456460678741792e+01
7.312572682142557312e+01,5.763278725076169451e+01,7.470160911373255885e+00,1.330731435723865843e+02,1.308712082669273400e+02
2.520888957405294661e+01,7.584662035207564657e+01,7.262652217668606802e+00,5.005038724668463779e+00,5.481509309304410493e+00
3.542539183924335333e+01,5.332495134378829249e+01,7.430905156692777069e+00,1.135283183523745976e+01,1.039864649906854588e+01
3.829165211975707450e+01,6.612045282870823826e+01,7.407374285000893011e+00,9.016239278482427011e+00,1.001844560632562242e+01
3.046205412317333838e+01,6.424509363120701266e+01,7.339586587381050187e+00,5.820568372920757128e+00,7.960939669251623663e+00
4.802170568239688464e+01,9.947982198650940688e+01,7.389751310301793552e+00,2.700504385673161067e+01,2.642231695076555553e+01
2.321516676209419927e+01,7.210388825976691862e+01,7.225440299396794330e+00,5.030149535432984820e+00,4.340754779022343968e+00
3.183673157695688261e+01,5.723950991778190200e+01,7.390138287371217807e+00,1.049204828862693972e+01,1.048035216354268329e+01
2.390770357922612277e+01,5.363252866214217818e+01,7.212945547758399023e+00,1.301597473129995919e+01,1.369072140818533256e+01
4.741594857188745493e+01,8.859959483586658280e+01,7.305306246927466773e+00,3.077999589632813127e+01,2.964419668271833430e+01
7.639927441034654976e+01,7.839131390968006485e+01,7.439559673067005718e+00,5.735064371078023981e+01,5.859611537338870590e+01
2.918798897397789815e+01,4.105894079537818442e+01,7.441509817176860331e+00,1.934149844333294155e+01,2.033272002094585318e+01
7.322850886087184108e+01,6.630583422377773672e+01,7.394404707144297539e+00,6.702687386342697096e+01,6.768798034176867873e+01
3.894586667822733261e+01,4.457548708589838782e+01,7.449919081357927908e+00,3.087362445747654860e+01,3.033378347725287938e+01
6.482783725443258049e+01,8.576041077549447778e+01,7.397743818489503020e+00,4.982638016583659635e+01,5.074268226168062057e+01
7.055760602329947062e+01,9.657403190722396857e+01,7.405801482596736207e+00,5.132067697911662663e+01,5.217788983914710599e+01
5.630253126626859483e+01,8.998946849139784376e+01,7.367687105596524511e+00,4.065817268068617096e+01,3.945720178240122777e+01
6.315534114459570247e+01,5.378397082271163754e+01,7.412967228691606181e+00,1.542129378123958077e+02,1.563031221117377072e+02
5.792726574372526471e+01,5.094706703145737947e+01,7.242358720229950642e+00,1.701201550036474544e+02,1.698196276709161623e+02
7.583506623095131260e+01,8.891698252929101898e+01,7.415723572915241313e+00,5.501962758796607744e+01,5.538881356218171703e+01
6.672424374647960121e+01,9.894987096781306946e+01,7.249628694954623143e+00,5.025688906974399828e+01,4.973273363310460837e+01
4.521572859140675860e+01,4.274095491278674075e+01,7.282193578044110716e+00,1.588660673514129655e+02,1.592509641229491422e+02
3.745697111300207638e+01,4.178233045070444973e+01,7.258263915122816101e+00,8.021580315052594301e+01,8.137588556811809326e+01
2.941007963958052684e+01,8.728265805946452360e+01,7.398833891153094200e+00,4.997557561879534482e+00,4.190188903889985106e+00
5.072802786218699822e+01,7.801456603287391545e+01,7.342798269527772703e+00,3.729150182800493951e+01,3.563607596037576997e+01
3.374821213544005616e+01,9.972894086330757091e+01,7.237628874867463757e+00,4.994542503201993888e+00,4.544557016566956875e+00
3.409143255318203103e+01,7.544823340477384477e+01,7.456401100381456537e+00,4.901954062445391891e+00,3.595908049517739791e+00
7.292290484789644722e+01,7.024546239683428439e+01,7.373626235530020168e+00,6.191609533728215808e+01,6.115752261004090684e+01
6.198476020222379645e+01,7.514499045814996236e+01,7.342133225048486089e+00,5.159516523610848537e+01,5.146868223087792416e+01
5.236787756673967920e+01,8.715804079412563965e+01,7.232169839554089208e+00,3.994197732133568479e+01,3.987781991868241960e+01
