S,v_subinh
4.594603937110420588e+00,8.430746122666505471e+00
4.602438801167476612e+00,8.443918800193991103e+00
4.610287025482705303e+00,8.457110123190858531e+00
4.618148632838440015e+00,8.470320111810901054e+00
4.626023646055864802e+00,8.483548786208967130e+00
4.633912087995079254e+00,8.496796166540901751e+00
4.641813981555164226e+00,8.510062272963434538e+00
4.649729349674251111e+00,8.523347125634119337e+00
4.657658215329583129e+00,8.536650744711231198e+00
4.665600601537587266e+00,8.549973150353697093e+00
4.673556531353935561e+00,8.563314362721003548e+00
4.681526027873620599e+00,8.576674401973116701e+00
4.689509114231012354e+00,8.590053288270391718e+00
4.697505813599933688e+00,8.603451041773491070e+00
4.705516149193721631e+00,8.616867682643288617e+00
4.713540144265297549e+00,8.630303231040796774e+00
4.721577822107237310e+00,8.643757707127079470e+00
4.729629206051833457e+00,8.657231131063156226e+00
4.737694319471166260e+00,8.670723523009916889e+00
4.745773185777169445e+00,8.684234903128041694e+00
4.753865828421699469e+00,8.697765291577898239e+00
4.761972270896609238e+00,8.711314708519484640e+00
4.770092536733802291e+00,8.724883174112292750e+00
4.778226649505315393e+00,8.738470708515265528e+00
4.786374632823378050e+00,8.752077331886679801e+00
4.794536510340487112e+00,8.765703064384071652e+00
4.802712305749468946e+00,8.779347926164131621e+00
4.810902042783553156e+00,8.793011937382631871e+00
4.819105745216441861e+00,8.806695118194330263e+00
4.827323436862371864e+00,8.820397488752863779e+00
4.835555141576196370e+00,8.834119069210684572e+00
4.843800883253439160e+00,8.847859879718949827e+00
4.852060685830375419e+00,8.861619940427432951e+00
4.860334573284096571e+00,8.875399271484434749e+00
4.868622569632578667e+00,8.889197893036689280e+00
4.876924698934757885e+00,8.903015825229276814e+00
4.885240985290594473e+00,8.916853088205519029e+00
4.893571452841142033e+00,8.930709702106891967e+00
4.901916125768623012e+00,8.944585687072942548e+00
4.910275028296497979e+00,8.958481063241174880e+00
4.918648184689530467e+00,8.972395850746970325e+00
4.927035619253862464e+00,8.986330069723480918e+00
4.935437356337083692e+00,9.000283740301558311e+00
4.943853420328300885e+00,9.014256882609625876e+00
4.952283835658213285e+00,9.028249516773605876e+00
4.960728626799177476e+00,9.042261662916816434e+00
4.969187818265280221e+00,9.056293341159873833e+00
4.977661434612412172e+00,9.070344571620598373e+00
4.986149500438335380e+00,9.084415374413916666e+00
4.994652040382762337e+00,9.098505769651767494e+00
5.003169079127415486e+00,9.112615777442991671e+00
5.011700641396108047e+00,9.126745417893252110e+00
5.020246751954811515e+00,9.140894711104920134e+00
5.028807435611733823e+00,9.155063677176988435e+00
5.037382717217381511e+00,9.169252336204960940e+00
5.045972621664638780e+00,9.183460708280763996e+00
5.054577173888837649e+00,9.197688813492641557e+00
5.063196398867830794e+00,9.211936671925046838e+00
5.071830321622065263e+00,9.226204303658565919e+00
5.080478967214651753e+00,9.240491728769788082e+00
5.089142360751440997e+00,9.254798967331224091e+00
5.097820527381093036e+00,9.269126039411192508e+00
5.106513492295153611e+00,9.283472965073736205e+00
5.115221280728126985e+00,9.297839764378498018e+00
5.123943917957545224e+00,9.312226457380628375e+00
5.132681429304047249e+00,9.326633064130694706e+00
5.141433840131447219e+00,9.341059604674548211e+00
5.150201175846811807e+00,9.355506099053251035e+00
5.158983461900533918e+00,9.369972567302959021e+00
5.167780723786401076e+00,9.384459029454808032e+00
5.176592987041678917e+00,9.398965505534834008e+00
5.185420277247173360e+00,9.413492015563837967e+00
5.194262620027320310e+00,9.428038579557309617e+00
5.203120041050244282e+00,9.442605217525303019e+00
5.211992566027841889e+00,9.457191949472335324e+00
5.220880220715855558e+00,9.471798795397283754e+00
5.229783030913943698e+00,9.486425775293268359e+00
5.238701022465765966e+00,9.501072909147564971e+00
5.247634221259044551e+00,9.515740216941482643e+00
5.256582653225649437e+00,9.530427718650248181e+00
5.265546344341668572e+00,9.545135434242922656e+00
5.274525320627489577e+00,9.559863383682277060e+00
5.283519608147866364e+00,9.574611586924671514e+00
5.292529233011999956e+00,9.589380063919982433e+00
5.301554221373615761e+00,9.604168834611456873e+00
5.310594599431032847e+00,9.618977918935613047e+00
5.319650393427251878e+00,9.633807336822147960e+00
5.328721629650017277e+00,9.648657108193800624e+00
5.337808334431902502e+00,9.663527252966261472e+00
5.346910534150384642e+00,9.678417791048044450e+00
5.356028255227918144e+00,9.693328742340382220e+00
5.365161524132019188e+00,9.708260126737132012e+00
5.374310367375332298e+00,9.723211964124629958e+00
5.383474811515712943e+00,9.738184274381596950e+00
5.392654883156303924e+00,9.753177077379032056e+00
5.401850608945615306e+00,9.768190392980079295e+00
5.411062015577595474e+00,9.783224241039933489e+00
5.420289129791714622e+00,9.798278641405717693e+00
5.429531978373038470e+00,9.813353613916358853e+00
5.438790588152307315e+00,9.828449178402493658e+00
5.448064986006015964e+00,9.843565354686337088e+00
5.457355198856487455e+00,9.858702162581568729e+00
5.466661253671956544e+00,9.873859621893226191e+00
5.475983177466641649e+00,9.889037752417578986e+00
5.485320997300828338e+00,9.904236573942007738e+00
5.494674740280947489e+00,9.919456106244906479e+00
5.504044433559651672e+00,9.934696369095549429e+00
5.513430104335894200e+00,9.949957382253968419e+00
5.522831779855007284e+00,9.965239165470846316e+00
5.532249487408789967e+00,9.980541738487406889e+00
5.541683254335572073e+00,9.995865121035258483e+00
5.551133108020304796e+00,1.001120933283632475e+01
5.560599075894637977e+00,1.002657439360268654e+01
5.570081185436995597e+00,1.004196032303647179e+01
5.579579464172664593e+00,1.005736714082975247e+01
5.589093939673862366e+00,1.007279486666439539e+01
5.598624639559826477e+00,1.008824352021196269e+01
5.608171591496891928e+00,1.010371312113358044e+01
5.617734823198569316e+00,1.011920368907980894e+01
5.627314362425630101e+00,1.013471524369054855e+01
5.636910236986182987e+00,1.015024780459488696e+01
5.646522474735754749e+00,1.016580139141099082e+01
5.656151103577371941e+00,1.018137602374597073e+01
5.665796151461646168e+00,1.019697172119577644e+01
5.675457646386847799e+00,1.021258850334505652e+01
5.685135616398991232e+00,1.022822638976703402e+01
5.694830089591915723e+00,1.024388540002339809e+01
5.704541094107367094e+00,1.025956555366414769e+01
5.714268658135081225e+00,1.027526687022750806e+01
5.724012809912862210e+00,1.029098936923976204e+01
5.733773577726665849e+00,1.030673307021514162e+01
5.743550989910683136e+00,1.032249799265572143e+01
5.753345074847420193e+00,1.033828415605124817e+01
5.763155860967783539e+00,1.035409157987905004e+01
5.772983376751160911e+00,1.036992028360388929e+01
5.782827650725501201e+00,1.038577028667784496e+01
5.792688711467403273e+00,1.040164160854017261e+01
5.802566587602193238e+00,1.041753426861717990e+01
5.812461307804013266e+00,1.043344828632210408e+01
5.822372900795898865e+00,1.044938368105496806e+01
5.832301395349865025e+00,1.046534047220245967e+01
5.842246820286988829e+00,1.048131867913779658e+01
5.852209204477500037e+00,1.049731832122060737e+01
5.862188576840850374e+00,1.051333941779678049e+01
5.872184966345812107e+00,1.052938198819833282e+01
5.882198402010552662e+00,1.054544605174330485e+01
5.892228912902720772e+00,1.056153162773558485e+01
5.902276528139539735e+00,1.057763873546482891e+01
5.912341276887876695e+00,1.059376739420626912e+01
5.922423188364337676e+00,1.060991762322063181e+01
5.932522291835351069e+00,1.062608944175395820e+01
5.942638616617246683e+00,1.064228286903750309e+01
5.952772192076353441e+00,1.065849792428759102e+01
5.962923047629070439e+00,1.067473462670546702e+01
5.973091212741960199e+00,1.069099299547717941e+01
5.983276716931830386e+00,1.070727304977342342e+01
5.993479589765827065e+00,1.072357480874942937e+01
6.003699860861511084e+00,1.073989829154480802e+01
6.013937559886948669e+00,1.075624351728341033e+01
6.024192716560796690e+00,1.077261050507320306e+01
6.034465360652388810e+00,1.078899927400611780e+01
6.044755521981826973e+00,1.080540984315792841e+01
6.055063230420056897e+00,1.082184223158808578e+01
6.065388515888963994e+00,1.083829645833960953e+01
6.075731408361457753e+00,1.085477254243891920e+01
6.086091937861556111e+00,1.087127050289570995e+01
6.096470134464479607e+00,1.088779035870281753e+01
6.106866028296730420e+00,1.090433212883606195e+01
6.117279649536183861e+00,1.092089583225411076e+01
6.127711028412173633e+00,1.093748148789834040e+01
6.138160195205587755e+00,1.095408911469269597e+01
6.148627180248944057e+00,1.097071873154353483e+01
6.159112013926485218e+00,1.098737035733950229e+01
6.169614726674268468e+00,1.100404401095137885e+01
6.180135348980248189e+00,1.102073971123192209e+01
6.190673911384373618e+00,1.103745747701576541e+01
6.201230444478666115e+00,1.105419732711920844e+01
6.211804978907314201e+00,1.107095928034012999e+01
6.222397545366764149e+00,1.108774335545781931e+01
6.233008174605804363e+00,1.110454957123282327e+01
6.243636897425660415e+00,1.112137794640680788e+01
6.254283744680077639e+00,1.113822849970241968e+01
6.264948747275416174e+00,1.115510124982311702e+01
6.275631936170735337e+00,1.117199621545304389e+01
6.286333342377893985e+00,1.118891341525687189e+01
6.297052996961626015e+00,1.120585286787964918e+01
6.307790931039641613e+00,1.122281459194665842e+01
6.318547175782712522e+00,1.123979860606326042e+01
6.329321762414763519e+00,1.125680492881475203e+01
6.340114722212965681e+00,1.127383357876621695e+01
6.350926086507823420e+00,1.129088457446235516e+01
6.361755886683266858e+00,1.130795793442736219e+01
6.372604154176742419e+00,1.132505367716475142e+01
6.383470920479304311e+00,1.134217182115722267e+01
6.394356217135709564e+00,1.135931238486649697e+01
6.405260075744504178e+00,1.137647538673316916e+01
6.416182527958114612e+00,1.139366084517654976e+01
6.427123605482944591e+00,1.141086877859451754e+01
6.438083340079466588e+00,1.142809920536337209e+01
6.449061763562308869e+00,1.144535214383764909e+01
6.460058907800350525e+00,1.146262761235000660e+01
6.471074804716817397e+00,1.147992562921104742e+01
6.482109486289368228e+00,1.149724621270915925e+01
6.493162984550195915e+00,1.151458938111037433e+01
6.504235331586111002e+00,1.153195515265820070e+01
6.515326559538642037e+00,1.154934354557346765e+01
6.526436700604126173e+00,1.156675457805417828e+01
6.537565787033798870e+00,1.158418826827533188e+01
6.548713851133899588e+00,1.160164463438879068e+01
6.559880925265749951e+00,1.161912369452309868e+01
6.571067041845858547e+00,1.163662546678334841e+01
6.582272233346008861e+00,1.165414996925098023e+01
6.593496532293362300e+00,1.167169721998367216e+01
6.604739971270539023e+00,1.168926723701514270e+01
6.616002582915726293e+00,1.170686003835501054e+01
6.627284399922761970e+00,1.172447564198861869e+01
6.638585455041236649e+00,1.174211406587688700e+01
6.649905781076590472e+00,1.175977532795614877e+01
6.661245410890198393e+00,1.177745944613797313e+01
6.672604377399474096e+00,1.179516643830901401e+01
6.683982713577963253e+00,1.181289632233085207e+01
6.695380452455437670e+00,1.183064911603982061e+01
6.706797627117996541e+00,1.184842483724685103e+01
6.718234270708154376e+00,1.186622350373729695e+01
6.729690416424942256e+00,1.188404513327078149e+01
6.741166097524001977e+00,1.190188974358101781e+01
6.752661347317690854e+00,1.191975735237567058e+01
6.764176199175162552e+00,1.193764797733614458e+01
6.775710686522477211e+00,1.195556163611746570e+01
6.787264842842693824e+00,1.197349834634808730e+01
6.798838701675965268e+00,1.199145812562972147e+01
6.810432296619644887e+00,1.200944099153719158e+01
6.822045661328370869e+00,1.202744696161824045e+01
6.833678829514171937e+00,1.204547605339337402e+01
6.845331834946564165e+00,1.206352828435569258e+01
6.857004711452646006e+00,1.208160367197071317e+01
6.868697492917204883e+00,1.209970223367621855e+01
6.880410213282805110e+00,1.211782398688206008e+01
6.892142906549890924e+00,1.213596894897000134e+01
6.903895606776885074e+00,1.215413713729355827e+01
6.915668348080291850e+00,1.217232856917779849e+01
6.927461164634787671e+00,1.219054326191919913e+01
6.939274090673325013e+00,1.220878123278545146e+01
6.951107160487234538e+00,1.222704249901530460e+01
6.962960408426315695e+00,1.224532707781837537e+01
6.974833868898951295e+00,1.226363498637499916e+01
6.986727576372190107e+00,1.228196624183602914e+01
6.998641565371859663e+00,1.230032086132266933e+01
7.010575870482661287e+00,1.231869886192632002e+01
7.022530526348266910e+00,1.233710026070836108e+01
7.034505567671431869e+00,1.235552507470002226e+01
7.046501029214083722e+00,1.237397332090217361e+01
7.058516945797424391e+00,1.239244501628516204e+01
7.070553352302036743e+00,1.241094017778861591e+01
7.082610283667985840e+00,1.242945882232132071e+01
7.094687774894913090e+00,1.244800096676096679e+01
7.106785861042145491e+00,1.246656662795402681e+01
7.118904577228790664e+00,1.248515582271553903e+01
7.131043958633844326e+00,1.250376856782896162e+01
7.143204040496294205e+00,1.252240488004597374e+01
7.155384858115215074e+00,1.254106477608629255e+01
7.167586446849872672e+00,1.255974827263750448e+01
7.179808842119832946e+00,1.257845538635486982e+01
7.192052079405055309e+00,1.259718613386115038e+01
7.204316194246008997e+00,1.261594053174643904e+01
7.216601222243759217e+00,1.263471859656795004e+01
7.228907199060084388e+00,1.265352034484985033e+01
7.241234160417570287e+00,1.267234579308307296e+01
7.253582142099724628e+00,1.269119495772515371e+01
7.265951179951068539e+00,1.271006785520001081e+01
7.278341309877248477e+00,1.272896450189778150e+01
7.290752567845137477e+00,1.274788491417464087e+01
7.303184989882939071e+00,1.276682910835260287e+01
7.315638612080300085e+00,1.278579710071934450e+01
7.328113470588399458e+00,1.280478890752801391e+01
7.340609601620069036e+00,1.282380454499704392e+01
7.353127041449886825e+00,1.284284402930996549e+01
7.365665826414289796e+00,1.286190737661522121e+01
7.378225992911680464e+00,1.288099460302597521e+01
7.390807577402522810e+00,1.290010572461992844e+01
7.403410616409457745e+00,1.291924075743912326e+01
7.416035146517403476e+00,1.293839971748975515e+01
7.428681204373670077e+00,1.295758262074199152e+01
7.441348826688051865e+00,1.297678948312976743e+01
7.454038050232946411e+00,1.299602032055059908e+01
7.466748911843455794e+00,1.301527514886540793e+01
7.479481448417491407e+00,1.303455398389829867e+01
7.492235696915892085e+00,1.305385684143640113e+01
7.505011694362516472e+00,1.307318373722964999e+01
7.517809477844358490e+00,1.309253468699060718e+01
7.530629084511655691e+00,1.311190970639425935e+01
7.543470551577992289e+00,1.313130881107783487e+01
7.556333916320417288e+00,1.315073201664059610e+01
7.569219216079538626e+00,1.317017933864365631e+01
7.582126488259640418e+00,1.318965079260978257e+01
7.595055770328788647e+00,1.320914639402317547e+01
7.608007099818947516e+00,1.322866615832932879e+01
7.620980514326074484e+00,1.324821010093477192e+01
7.633976051510240168e+00,1.326777823720690996e+01
7.646993749095732262e+00,1.328737058247381064e+01
7.660033644871168335e+00,1.330698715202401416e+01
7.673095776689606851e+00,1.332662796110633074e+01
7.686180182468651090e+00,1.334629302492965408e+01
7.699286900190563721e+00,1.336598235866272866e+01
7.712415967902375158e+00,1.338569597743399164e+01
7.725567423715993698e+00,1.340543389633134375e+01
7.738741305808324533e+00,1.342519613040196269e+01
7.751937652421363900e+00,1.344498269465210072e+01
7.765156501862324312e+00,1.346479360404687142e+01
7.778397892503741140e+00,1.348462887351006145e+01
7.791661862783580084e+00,1.350448851792392269e+01
7.804948451205358850e+00,1.352437255212897860e+01
7.818257696338247520e+00,1.354428099092379689e+01
7.831589636817186673e+00,1.356421384906482253e+01
7.844944311342996635e+00,1.358417114126611835e+01
7.858321758682498270e+00,1.360415288219924079e+01
7.871722017668611571e+00,1.362415908649295382e+01
7.885145127200478221e+00,1.364418976873306377e+01
7.898591126243573513e+00,1.366424494346222573e+01
7.912060053829812922e+00,1.368432462517970016e+01
7.925551949057679124e+00,1.370442882834118059e+01
7.939066851092317911e+00,1.372455756735855736e+01
7.952604799165666094e+00,1.374471085659973468e+01
7.966165832576558081e+00,1.376488871038840855e+01
7.979749990690838679e+00,1.378509114300386074e+01
7.993357312941490100e+00,1.380531816868075801e+01
8.006987838828726112e+00,1.382556980160892302e+01
8.020641607920126148e+00,1.384584605593314244e+01
8.034318659850731237e+00,1.386614694575295381e+01
8.048019034323182552e+00,1.388647248512243415e+01
8.061742771107814676e+00,1.390682268804997967e+01
8.075489910042779940e+00,1.392719756849809976e+01
8.089260491034167444e+00,1.394759714038321974e+01
8.103054554056111414e+00,1.396802141757543048e+01
8.116872139150917320e+00,1.398847041389833556e+01
8.130713286429164910e+00,1.400894414312876357e+01
8.144578036069837879e+00,1.402944261899662592e+01
8.158466428320430452e+00,1.404996585518464514e+01
8.172378503497068181e+00,1.407051386532817361e+01
8.186314301984626951e+00,1.409108666301497870e+01
8.200273864236850230e+00,1.411168426178500468e+01
8.214257230776457419e+00,1.413230667513017202e+01
8.228264442195271755e+00,1.415295391649415713e+01
8.242295539154342876e+00,1.417362599927219335e+01
8.256350562384044522e+00,1.419432293681081880e+01
8.270429552684213093e+00,1.421504474240768445e+01
8.284532550924254224e+00,1.423579142931132147e+01
8.298659598043263586e+00,1.425656301072093513e+01
8.312810735050158328e+00,1.427735949978619523e+01
8.326986003023774785e+00,1.429818090960697674e+01
8.341185443112998144e+00,1.431902725323316972e+01
8.355409096536888569e+00,1.433989854366446259e+01
8.369657004584786009e+00,1.436079479385010771e+01
8.383929208616450524e+00,1.438171601668871169e+01
8.398225750062156436e+00,1.440266222502799742e+01
8.412546670422834438e+00,1.442363343166458201e+01
8.426892011270181726e+00,1.444462964934378846e+01
8.441261814246784567e+00,1.446565089075938282e+01
8.455656121066242648e+00,1.448669716855336809e+01
8.470074973513282757e+00,1.450776849531574442e+01
8.484518413443884910e+00,1.452886488358432615e+01
8.498986482785403140e+00,1.454998634584445760e+01
8.513479223536693397e+00,1.457113289452883720e+01
8.527996677768220124e+00,1.459230454201728122e+01
8.542538887622193045e+00,1.461350130063646269e+01
8.557105895312684396e+00,1.463472318265973371e+01
8.571697743125747948e+00,1.465597020030687681e+01
8.586314473419548676e+00,1.467724236574385976e+01
8.600956128624480002e+00,1.469853969108264735e+01
8.615622751243288135e+00,1.471986218838093663e+01
8.630314383851196425e+00,1.474120986964194557e+01
8.645031069096033249e+00,1.476258274681418392e+01
8.659772849698347486e+00,1.478398083179122757e+01
8.674539768451534627e+00,1.480540413641146635e+01
8.689331868221966459e+00,1.482685267245789618e+01
8.704149191949110076e+00,1.484832645165788456e+01
8.718991782645655775e+00,1.486982548568292550e+01
8.733859683397639628e+00,1.489134978614844051e+01
8.748752937364567828e+00,1.491289936461348908e+01
8.763671587779548133e+00,1.493447423258060525e+01
8.778615677949401785e+00,1.495607440149550094e+01
8.793585251254809165e+00,1.497769988274688302e+01
8.808580351150418153e+00,1.499935068766618862e+01
8.823601021164977354e+00,1.502102682752736484e+01
8.838647304901462221e+00,1.504272831354661477e+01
8.853719246037204726e+00,1.506445515688220027e+01
8.868816888324014158e+00,1.508620736863416667e+01
8.883940275588305013e+00,1.510798495984412781e+01
8.899089451731228451e+00,1.512978794149501738e+01
8.914264460728794859e+00,1.515161632451086682e+01
8.929465346632007083e+00,1.517347011975655846e+01
8.944692153566984771e+00,1.519534933803759813e+01
8.959944925735092269e+00,1.521725399009984514e+01
8.975223707413062968e+00,1.523918408662932222e+01
8.990528542953137858e+00,1.526113963825193665e+01
9.005859476783189876e+00,1.528312065553326349e+01
9.021216553406846472e+00,1.530512714897828275e+01
9.036599817403628165e+00,1.532715912903117861e+01
9.052009313429069337e+00,1.534921660607504101e+01
9.067445086214860339e+00,1.537129959043168981e+01
9.082907180568961181e+00,1.539340809236138341e+01
9.098395641375745413e+00,1.541554212206258967e+01
9.113910513596122698e+00,1.543770168967176559e+01
9.129451842267666706e+00,1.545988680526307135e+01
9.145019672504760777e+00,1.548209747884818377e+01
9.160614049498713385e+00,1.550433372037599256e+01
9.176235018517891362e+00,1.552659553973239959e+01
9.191882624907858457e+00,1.554888294674004889e+01
9.207556914091501454e+00,1.557119595115810462e+01
9.223257931569168733e+00,1.559353456268198279e+01
9.238985722918791055e+00,1.561589879094312927e+01
9.254740333796021901e+00,1.563828864550873909e+01
9.270521809934365365e+00,1.566070413588154864e+01
9.286330197145321819e+00,1.568314527149957449e+01
9.302165541318499820e+00,1.570561206173582747e+01
9.318027888421765326e+00,1.572810451589815095e+01
9.333917284501369593e+00,1.575062264322888161e+01
9.349833775682080628e+00,1.577316645290464869e+01
9.365777408167327067e+00,1.579573595403613062e+01
9.381748228239318976e+00,1.581833115566777437e+01
9.397746282259188177e+00,1.584095206677757517e+01
9.413771616667126807e+00,1.586359869627679942e+01
9.429824277982509884e+00,1.588627105300975195e+01
9.445904312804053404e+00,1.590896914575353627e+01
9.462011767809922702e+00,1.593169298321776495e+01
9.478146689757883436e+00,1.595444257404434119e+01
9.494309125485433043e+00,1.597721792680718700e+01
9.510499121909944620e+00,1.600001905001201408e+01
9.526716726028785942e+00,1.602284595209603424e+01
9.542961984919474006e+00,1.604569864142774449e+01
9.559234945739801148e+00,1.606857712630664281e+01
9.575535655727970052e+00,1.609148141496298479e+01
9.591864162202744737e+00,1.611441151555753848e+01
9.608220512563574900e+00,1.613736743618132152e+01
9.624604754290732700e+00,1.616034918485532756e+01
9.641016934945460193e+00,1.618335676953030244e+01
9.657457102170099006e+00,1.620639019808645998e+01
9.673925303688237776e+00,1.622944947833325102e+01
9.690421587304840045e+00,1.625253461800908283e+01
9.706946000906386374e+00,1.627564562478106680e+01
9.723498592461018220e+00,1.629878250624477332e+01
9.740079410018676498e+00,1.632194526992395112e+01
9.756688501711231254e+00,1.634513392327029990e+01
9.773325915752634430e+00,1.636834847366318257e+01
9.789991700439049538e+00,1.639158892840936588e+01
9.806685904148999100e+00,1.641485529474278238e+01
9.823408575343503202e+00,1.643814757982425689e+01
9.840159762566216273e+00,1.646146579074124361e+01
9.856939514443572747e+00,1.648480993450755605e+01
9.873747879684923845e+00,1.650818001806312907e+01
9.890584907082683230e+00,1.653157604827374882e+01
9.907450645512470899e+00,1.655499803193077568e+01
9.924345143933246405e+00,1.657844597575088486e+01
9.941268451387456295e+00,1.660191988637583549e+01
9.958220617001170893e+00,1.662541977037214025e+01
9.975201689984245945e+00,1.664894563423088414e+01
9.992211719630438083e+00,1.667249748436739765e+01
1.000925075531756292e+01,1.669607532712100451e+01
1.002631884650764604e+01,1.671967916875478366e+01
1.004341604274704736e+01,1.674330901545527439e+01
1.006054239366661918e+01,1.676696487333221697e+01
1.007769794898184301e+01,1.679064674841829330e+01
1.009488275849298056e+01,1.681435464666886048e+01
1.011209687208521046e+01,1.683808857396166658e+01
1.012934033972878112e+01,1.686184853609660550e+01
1.014661321147914919e+01,1.688563453879545406e+01
1.016391553747712351e+01,1.690944658770155229e+01
1.018124736794903029e+01,1.693328468837961509e+01
1.019860875320682503e+01,1.695714884631537700e+01
1.021599974364826657e+01,1.698103906691541098e+01
1.023342038975704860e+01,1.700495535550677673e+01
1.025087074210295590e+01,1.702889771733681101e+01
1.026835085134200476e+01,1.705286615757280799e+01
1.028586076821658679e+01,1.707686068130180246e+01
1.030340054355563062e+01,1.710088129353025010e+01
1.032097022827473154e+01,1.712492799918377884e+01
1.033856987337630784e+01,1.714900080310690811e+01
1.035619952994976245e+01,1.717309971006281089e+01
1.037385924917160018e+01,1.719722472473298325e+01
1.039154908230560181e+01,1.722137585171700636e+01
1.040926908070296442e+01,1.724555309553226579e+01
1.042701929580244702e+01,1.726975646061368153e+01
1.044479977913052871e+01,1.729398595131342375e+01
1.046261058230155072e+01,1.731824157190066060e+01
1.048045175701786746e+01,1.734252332656125262e+01
1.049832335506999570e+01,1.736683121939748631e+01
1.051622542833677976e+01,1.739116525442783256e+01
1.053415802878551588e+01,1.741552543558663046e+01
1.055212120847212098e+01,1.743991176672379595e+01
1.057011501954128008e+01,1.746432425160461932e+01
1.058813951422659372e+01,1.748876289390939220e+01
1.060619474485073788e+01,1.751322769723322281e+01
1.062428076382560604e+01,1.753771866508568422e+01
1.064239762365246911e+01,1.756223580089057279e+01
1.066054537692212101e+01,1.758677910798563460e+01
1.067872407631504572e+01,1.761134858962226701e+01
1.069693377460154871e+01,1.763594424896524515e+01
1.071517452464192388e+01,1.766056608909244829e+01
1.073344637938660284e+01,1.768521411299457213e+01
1.075174939187631473e+01,1.770988832357485521e+01
1.077008361524223190e+01,1.773458872364879824e+01
1.078844910270612800e+01,1.775931531594387991e+01
1.080684590758053254e+01,1.778406810309926556e+01
1.082527408326888363e+01,1.780884708766554780e+01
1.084373368326568254e+01,1.783365227210444104e+01
1.086222476115666602e+01,1.785848365878854338e+01
1.088074737061892883e+01,1.788334125000098140e+01
1.089930156542110318e+01,1.790822504793518277e+01
1.091788739942351327e+01,1.793313505469459201e+01
1.093650492657832274e+01,1.795807127229234013e+01
1.095515420092969805e+01,1.798303370265101719e+01
1.097383527661396485e+01,1.800802234760235976e+01
1.099254820785976072e+01,1.803303720888697015e+01
1.101129304898819505e+01,1.805807828815401450e+01
1.103006985441301779e+01,1.808314558696098473e+01
1.104887867864075446e+01,1.810823910677336102e+01
1.106771957627088021e+01,1.813335884896434180e+01
1.108659260199597796e+01,1.815850481481458800e+01
1.110549781060189112e+01,1.818367700551187838e+01
1.112443525696788527e+01,1.820887542215087507e+01
1.114340499606681156e+01,1.823410006573282161e+01
1.116240708296525952e+01,1.825935093716523383e+01
1.118144157282371509e+01,1.828462803726162988e+01
1.120050852089674009e+01,1.830993136674126376e+01
1.121960798253310898e+01,1.833526092622878068e+01
1.123874001317597404e+01,1.836061671625398262e+01
1.125790466836303771e+01,1.838599873725150502e+01
1.127710200372670712e+01,1.841140698956054322e+01
1.129633207499425041e+01,1.843684147342456825e+01
1.131559493798796900e+01,1.846230218899100350e+01
1.133489064862535400e+01,1.848778913631099030e+01
1.135421926291924244e+01,1.851330231533903614e+01
1.137358083697798961e+01,1.853884172593276247e+01
1.139297542700563781e+01,1.856440736785261691e+01
1.141240308930206027e+01,1.858999924076154997e+01
1.143186388026313338e+01,1.861561734422474501e+01
1.145135785638090375e+01,1.864126167770931986e+01
1.147088507424375514e+01,1.866693224058404610e+01
1.149044559053655945e+01,1.869262903211904359e+01
1.151003946204085437e+01,1.871835205148547487e+01
1.152966674563500327e+01,1.874410129775528233e+01
1.154932749829435323e+01,1.876987676990087550e+01
1.156902177709142521e+01,1.879567846679484688e+01
1.158874963919604362e+01,1.882150638720965929e+01
1.160851114187552824e+01,1.884736052981736876e+01
1.162830634249485229e+01,1.887324089318932252e+01
1.164813529851680762e+01,1.889914747579587484e+01
1.166799806750217705e+01,1.892508027600605658e+01
1.168789470710989598e+01,1.895103929208733362e+01
1.170782527509722115e+01,1.897702452220527292e+01
1.172778982931989411e+01,1.900303596442323339e+01
1.174778842773232945e+01,1.902907361670213504e+01
1.176782112838775163e+01,1.905513747690007520e+01
1.178788798943838501e+01,1.908122754277209765e+01
1.180798906913561730e+01,1.910734381196987286e+01
1.182812442583016654e+01,1.913348628204137469e+01
1.184829411797225518e+01,1.915965495043063882e+01
1.186849820411177348e+01,1.918584981447741455e+01
1.188873674289845539e+01,1.921207087141688774e+01
1.190900979308204555e+01,1.923831811837938233e+01
1.192931741351246266e+01,1.926459155239004062e+01
1.194965966313999850e+01,1.929089117036857459e+01
1.197003660101545108e+01,1.931721696912889286e+01
1.199044828629031834e+01,1.934356894537887683e+01
1.201089477821696327e+01,1.936994709572000062e+01
1.203137613614879342e+01,1.939635141664713203e+01
1.205189241954042423e+01,1.942278190454812759e+01
1.207244368794785139e+01,1.944923855570358384e+01
1.209303000102863557e+01,1.947572136628656025e+01
1.211365141854205518e+01,1.950223033236220260e+01
1.213430800034931067e+01,1.952876544988753693e+01
1.215499980641366484e+01,1.955532671471107875e+01
1.217572689680063291e+01,1.958191412257258435e+01
1.219648933167816196e+01,1.960852766910274880e+01
1.221728717131679609e+01,1.963516734982285428e+01
1.223812047608985054e+01,1.966183316014453197e+01
1.225898930647359997e+01,1.968852509536939976e+01
1.227989372304743654e+01,1.971524315068882416e+01
1.230083378649405113e+01,1.974198732118354371e+01
1.232180955759963581e+01,1.976875760182343811e+01
1.234282109725401178e+01,1.979555398746715511e+01
1.236386846645084070e+01,1.982237647286185123e+01
1.238495172628779351e+01,1.984922505264287196e+01
