t,Q,I,phi,dQ_dt,dQ_dt_noisy
5.839167833566713206e+00,6.966364704564426136e-02,-4.731997735418855267e-01,7.657401960477075997e-01,-5.079753596754866818e-01,-4.721995736355959483e-01
5.845169033806761227e+00,6.661986193898428166e-02,-4.731507054125435041e-01,7.641167800460911819e-01,-5.064114449303598331e-01,-4.734655744390531829e-01
5.851170234046809249e+00,6.358555687050355953e-02,-4.730660446680768905e-01,7.624980382075268182e-01,-5.048160449132986782e-01,-3.493083163204979691e-01
5.857171434286857270e+00,6.056091994430640169e-02,-4.729459507368215521e-01,7.608838559150932213e-01,-5.031894458131295211e-01,-5.440966118288734776e-01
5.863172634526905291e+00,5.754613752388616083e-02,-4.727905853263427161e-01,7.592741194526304582e-01,-5.015319348754846418e-01,-4.387740760697765863e-01
5.869173834766953313e+00,5.454139423212528426e-02,-4.726001124234350814e-01,7.576687160047405056e-01,-4.998438003842377020e-01,-5.073065872761064465e-01
5.875175035007001334e+00,5.154687295129526531e-02,-4.723746982941228190e-01,7.560675336567865834e-01,-4.981253316435394485e-01,-4.850863339830636667e-01
5.881176235247049355e+00,4.856275482305670577e-02,-4.721145114836593493e-01,7.544704613948937100e-01,-4.963768189604590986e-01,-5.237144387761769604e-01
5.887177435487097377e+00,4.558921924845923263e-02,-4.718197228165277313e-01,7.528773891059485912e-01,-4.945985536282374584e-01,-4.364781769550499790e-01
5.893178635727145398e+00,4.262644388090776337e-02,-4.714905053189777373e-01,7.512882076435640766e-01,-4.927908278291808220e-01,-5.555339011383825243e-01
5.899179835967193419e+00,3.967460463478072324e-02,-4.711270340454922767e-01,7.497028090517147136e-01,-4.909539344499118108e-01,-5.570678351395348393e-01
5.905181036207241441e+00,3.673387572358685627e-02,-4.707294865341882795e-01,7.481210861988030203e-01,-4.890881675409316509e-01,-4.994795286906878462e-01
5.911182236447289462e+00,3.380442957827588940e-02,-4.702980423635869101e-01,7.465429330514544715e-01,-4.871938218183444191e-01,-5.450958297561417920e-01
5.917183436687337483e+00,3.088643684012337687e-02,-4.698328830990317062e-01,7.449682447140648645e-01,-4.852711925930546233e-01,-4.501072998026396377e-01
5.923184636927385505e+00,2.798006636073072095e-02,-4.693341922926885235e-01,7.433969174288002080e-01,-4.833205757577296313e-01,-4.372258075315786918e-01
5.929185837167432638e+00,2.508548520202555712e-02,-4.688021554835456461e-01,7.418288485755963890e-01,-4.813422677743958156e-01,-5.189920815991926339e-01
5.935187037407480659e+00,2.220285863626010603e-02,-4.682369601974136208e-01,7.402639366721588399e-01,-4.793365656626666360e-01,-4.401447670481106744e-01
5.941188237647528680e+00,1.933235014601369581e-02,-4.676387959469254785e-01,7.387020813739639813e-01,-4.773037669886054934e-01,-5.104059927555507636e-01
5.947189437887576702e+00,1.647412142419106898e-02,-4.670078542315365677e-01,7.371431834742574463e-01,-4.752441698542169135e-01,-4.774557567496122701e-01
5.953190638127624723e+00,1.362833237396456412e-02,-4.663443285157885532e-01,7.355871449169255616e-01,-4.731580728658032475e-01,-4.728199999900922212e-01
5.959191838367672744e+00,1.079514112584174963e-02,-4.656484139677158351e-01,7.340338689887011547e-01,-4.710457748716518345e-01,-3.772231058793125147e-01
5.965193038607720766e+00,7.974704051868161669e-03,-4.649203078895106644e-01,7.324832601083626216e-01,-4.689075753911750577e-01,-4.689289585394850191e-01
5.971194238847768787e+00,5.167175719603173470e-03,-4.641602094029411152e-01,7.309352239377051585e-01,-4.667437742693104630e-01,-5.123418562039240287e-01
5.977195439087816808e+00,2.372708885921058150e-03,-4.633683193171552750e-01,7.293896674490636389e-01,-4.645546715338288446e-01,-5.104320257245735792e-01
5.983196639327864830e+00,-4.085455029890008860e-04,-4.625448401286809674e-01,7.278464989253126127e-01,-4.623405673885515044e-01,-4.023407202512576109e-01
5.989197839567912851e+00,-3.176438311622918620e-03,-4.616899760214261961e-01,7.263056279598661957e-01,-4.601017622071767454e-01,-5.435523952007470516e-01
5.995199039807960872e+00,-5.930822215161689337e-03,-4.608039328666788115e-01,7.247669654566781805e-01,-4.578385565277101610e-01,-4.813507410660415875e-01
6.001200240048008894e+00,-8.671551699471428259e-03,-4.598869182231065111e-01,7.232304236302420364e-01,-4.555512510474927779e-01,-4.745619068867779622e-01
6.007201440288056915e+00,-1.139848306110333512e-02,-4.589391413367570061e-01,7.216959160055907985e-01,-4.532401466188208938e-01,-5.757658027167742443e-01
6.013202640528104936e+00,-1.411147440267774590e-02,-4.579608130960692303e-01,7.201633574380261749e-01,-4.509055442024695326e-01,-4.743685528920919547e-01
6.019203840768152958e+00,-1.681038559612238470e-02,-4.569521458643105993e-01,7.186326642183467062e-01,-4.485477447152865227e-01,-3.984399048661080855e-01
6.025205041008200979e+00,-1.949507831718215456e-02,-4.559133537729077590e-01,7.171037539540485728e-01,-4.461670493036167806e-01,-4.346509304000332197e-01
6.031206241248249000e+00,-2.216541605407514742e-02,-4.548446524064566621e-01,7.155765456558047521e-01,-4.437637590218955763e-01,-4.888020060212863172e-01
6.037207441488297022e+00,-2.482126410513341846e-02,-4.537462587536051917e-01,7.140509597553152954e-01,-4.413381747831752744e-01,-4.068248204968640813e-01
6.043208641728345043e+00,-2.746248957880300517e-02,-4.526183912070531612e-01,7.125269181053078826e-01,-4.388905973581349595e-01,-4.130633839539238905e-01
6.049209841968393064e+00,-3.008896139364388572e-02,-4.514612695635524253e-01,7.110043439795374898e-01,-4.364213273746267441e-01,-3.351963485578696167e-01
6.055211042208441086e+00,-3.270055027833004835e-02,-4.502751150239067690e-01,7.094831620727864996e-01,-4.339306653177481543e-01,-4.710475504462354746e-01
6.061212242448489107e+00,-3.529712877164942197e-02,-4.490601501929718520e-01,7.079632985008647017e-01,-4.314189115304329358e-01,-4.508549200049201677e-01
6.067213442688537128e+00,-3.787857121712265296e-02,-4.478165989708350891e-01,7.064446808220221641e-01,-4.288863661084150181e-01,-4.268323275479187218e-01
6.073214642928585150e+00,-4.044475373556015441e-02,-4.465446864774965663e-01,7.049272380788351722e-01,-4.263333288402015864e-01,-4.332676907007546596e-01
6.079215843168633171e+00,-4.299555424251438884e-02,-4.452446394728058476e-01,7.034109007232982602e-01,-4.237600996203639281e-01,-4.194412724413262850e-01
6.085217043408681192e+00,-4.553085244948375243e-02,-4.439166858578675878e-01,7.018956006881031939e-01,-4.211669779528907642e-01,-4.265389078127178601e-01
6.091218243648729214e+00,-4.805052986319382352e-02,-4.425610546404321610e-01,7.003812713923813771e-01,-4.185542629199504594e-01,-4.532985166832877999e-01
6.097219443888777235e+00,-5.055446978559735571e-02,-4.411779759348952168e-01,6.988678477417037405e-01,-4.159222531853567495e-01,-4.961428119491565480e-01
6.103220644128825256e+00,-5.304255731387426398e-02,-4.397676809622979577e-01,6.973552661280804088e-01,-4.132712469984780035e-01,-4.413188996091760297e-01
6.109221844368873278e+00,-5.551467934043163854e-02,-4.383304020503271392e-01,6.958434644299609229e-01,-4.106015421985769742e-01,-4.802299655004191314e-01
6.115223044608921299e+00,-5.797072455290375875e-02,-4.368663726333148478e-01,6.943323820122343504e-01,-4.079134362195700469e-01,-4.605142228695045525e-01
6.121224244848969320e+00,-6.041058343415205145e-02,-4.353758272522386674e-01,6.928219597262292861e-01,-4.052072260951951055e-01,-4.326170529674819853e-01
6.127225445089017342e+00,-6.283414826073549508e-02,-4.338590015411858403e-01,6.913121399100539133e-01,-4.024832084518011888e-01,-3.773444701653708155e-01
6.133226645329065363e+00,-6.524131304293279143e-02,-4.323161318485947979e-01,6.898028664073736493e-01,-3.997416791653990997e-01,-3.573541181597020833e-01
6.139227845569113384e+00,-6.763197356960305717e-02,-4.307474558908844786e-01,6.882940845700633581e-01,-3.969829339992347883e-01,-4.492047798561841221e-01
6.145229045809161406e+00,-7.000602741315201105e-02,-4.291532124373134138e-01,6.867857412489847269e-01,-3.942072682928426386e-01,-3.793376082671571781e-01
6.151230246049209427e+00,-7.236337390683468540e-02,-4.275336410393957842e-01,6.852777847970135117e-01,-3.914149767097679367e-01,-3.518174784454709547e-01
6.157231446289257448e+00,-7.470391414475534286e-02,-4.258889820309015861e-01,6.837701650690398703e-01,-3.886063532448998381e-01,-3.914905615278134743e-01
6.163232646529305470e+00,-7.702755098186750415e-02,-4.242194765278566870e-01,6.822628334219679180e-01,-3.857816912321272440e-01,-4.685428035688646853e-01
6.169233846769353491e+00,-7.933418903397401745e-02,-4.225253664285427146e-01,6.807557427147161722e-01,-3.829412833523037629e-01,-4.915184767777481811e-01
6.175235047009401512e+00,-8.162373467772693347e-02,-4.208068944134969458e-01,6.792488473082169964e-01,-3.800854216415115450e-01,-3.412445696498704328e-01
6.181236247249449534e+00,-8.389609605062764430e-02,-4.190643039455126395e-01,6.777421030654173784e-01,-3.772143974996107763e-01,-3.323396680943956905e-01
6.187237447489497555e+00,-8.615118305102673069e-02,-4.172978392696387595e-01,6.762354673512782632e-01,-3.743285016990631209e-01,-3.614620283774660492e-01
6.193238647729545576e+00,-8.838890733812414247e-02,-4.155077454131799741e-01,6.747288990327746649e-01,-3.714280243940163984e-01,-4.251435842494037942e-01
6.199239847969593598e+00,-9.060918229397207924e-02,-4.136942680068910194e-01,6.732223584497655233e-01,-3.685132549696774618e-01,-2.969435530009935653e-01
6.205241048209641619e+00,-9.281192296741519465e-02,-4.118576532232649523e-01,6.717158074044016214e-01,-3.655844820179245391e-01,-3.060009326670186103e-01
6.211242248449689640e+00,-9.499704620735367755e-02,-4.099981483586023767e-01,6.702092092602959239e-01,-3.626419938630442985e-01,-3.660856472728454269e-01
6.217243448689737662e+00,-9.716447057726741721e-02,-4.081160012020961236e-01,6.687025288429504499e-01,-3.596860779832017907e-01,-3.720208586629383252e-01
6.223244648929785683e+00,-9.931411634955328305e-02,-4.062114600030519718e-01,6.671957324344784945e-01,-3.567170209906279643e-01,-4.558153171804284476e-01
6.229245849169833704e+00,-1.014459055055251385e-01,-4.042847734708889806e-01,6.656887877736056280e-01,-3.537351086419656121e-01,-3.174022380837080992e-01
6.235247049409881726e+00,-1.035597617354137856e-01,-4.023361907751391575e-01,6.641816640556685858e-01,-3.507406258487913431e-01,-4.326920709545133414e-01
6.241248249649929747e+00,-1.056556104383670480e-01,-4.003659615454475129e-01,6.626743319326162673e-01,-3.477338566883033666e-01,-3.149770299677712160e-01
6.247249449889977768e+00,-1.077333787224496742e-01,-3.983743358715722271e-01,6.611667635130088483e-01,-3.447150844141633752e-01,-3.095354210804852069e-01
6.253250650130025790e+00,-1.097929954046434342e-01,-3.963615643033845393e-01,6.596589323620184464e-01,-3.416845914674812024e-01,-3.382888219143387332e-01
6.259251850370073811e+00,-1.118343910108470229e-01,-3.943278978508686361e-01,6.581508135014288996e-01,-3.386426594879311525e-01,-2.609579125401253474e-01
6.265253050610121832e+00,-1.138574977758761569e-01,-3.922735879841219853e-01,6.566423834096355439e-01,-3.355895693249893452e-01,-3.530031856242790700e-01
6.271254250850169853e+00,-1.158622495861911378e-01,-3.901988864386078393e-01,6.551336199439871111e-01,-3.325256008827889298e-01,-3.043260452744174227e-01
6.277255451090217875e+00,-1.178485819419678449e-01,-3.881040452485868819e-01,6.536245023218451022e-01,-3.294510331836364436e-01,-2.908847929038115288e-01
6.283256651330265896e+00,-1.198164321082637040e-01,-3.859893171900521947e-01,6.521150113115906644e-01,-3.263661447478637956e-01,-3.152041119620950238e-01
6.289257851570313917e+00,-1.217657389989155042e-01,-3.838549552188237901e-01,6.506051290418980448e-01,-3.232712131007973722e-01,-3.454729787224329329e-01
6.295259051810361939e+00,-1.236964431722437641e-01,-3.817012124532042083e-01,6.490948389953646869e-01,-3.201665147691401536e-01,-2.599138231801777499e-01
6.301260252050409960e+00,-1.256084868310527181e-01,-3.795283421739785723e-01,6.475841260085107853e-01,-3.170523252926341629e-01,-2.971747334060002577e-01
6.307261452290457981e+00,-1.275018138226302611e-01,-3.773365978244144769e-01,6.460729762717792868e-01,-3.139289192357704872e-01,-3.248181949971676863e-01
6.313262652530506003e+00,-1.293763696387480178e-01,-3.751262330102621001e-01,6.445613773295364446e-01,-3.107965701995371588e-01,-3.203481699247195946e-01
6.319263852770554024e+00,-1.312321014156613563e-01,-3.728975014997539805e-01,6.430493180800709307e-01,-3.076555508331949573e-01,-3.023952412341277540e-01
6.325265053010602045e+00,-1.330689579341093332e-01,-3.706506572236054065e-01,6.415367887755945020e-01,-3.045061328460729744e-01,-1.917080878272834910e-01
6.331266253250650067e+00,-1.348868896193146372e-01,-3.683859542750139715e-01,6.400237810222416668e-01,-3.013485870193735039e-01,-2.972841941344103733e-01
6.337267453490698088e+00,-1.366858485409837842e-01,-3.661036469096600188e-01,6.385102877800699073e-01,-2.981831832179785979e-01,-3.113885449474581013e-01
6.343268653730746109e+00,-1.384657883491691166e-01,-3.638039893724172025e-01,6.369963032473922038e-01,-2.950101902604217452e-01,-3.494959416531989715e-01
6.349269853970794131e+00,-1.402266642513754213e-01,-3.614872359633747312e-01,6.354818228359951915e-01,-2.918298760078406606e-01,-3.540635140215501186e-01
6.355271054210842152e+00,-1.419684331620801876e-01,-3.591536413757008273e-01,6.339668434262614172e-01,-2.886425076402215906e-01,-3.847758363228432898e-01
6.361272254450890173e+00,-1.436910535720422044e-01,-3.568034602143142497e-01,6.324513631118000578e-01,-2.854483512508864118e-01,-2.749824530979987358e-01
6.367273454690937307e+00,-1.453944855444897488e-01,-3.544369469838535291e-01,6.309353811923205102e-01,-2.822476718479322022e-01,-2.820951747224867412e-01
6.373274654930985328e+00,-1.470786907151215017e-01,-3.520543560886755796e-01,6.294188981736315025e-01,-2.790407333657807798e-01,-3.317517299145057441e-01
6.379275855171033349e+00,-1.487436322921051879e-01,-3.496559418328580304e-01,6.279019157676420937e-01,-2.758277986766776713e-01,-3.514752528716688085e-01
6.385277055411081371e+00,-1.503892750560784086e-01,-3.472419584201974496e-01,6.263844368923612294e-01,-2.726091296021236343e-01,-2.902535304960429663e-01
6.391278255651129392e+00,-1.520155853601485307e-01,-3.448126599542099546e-01,6.248664656718977417e-01,-2.693849869242393447e-01,-2.969462424426838609e-01
6.397279455891177413e+00,-1.536225311298926033e-01,-3.423683004381311568e-01,6.233480074364604606e-01,-2.661556303970530890e-01,-3.343291313839037993e-01
6.403280656131225435e+00,-1.552100818633574131e-01,-3.399091337749161057e-01,6.218290687223579916e-01,-2.629213187577054134e-01,-2.492195586414391595e-01
6.409281856371273456e+00,-1.567782086310594014e-01,-3.374354137672393450e-01,6.203096572719988266e-01,-2.596823097375648426e-01,-2.539497540612898341e-01
6.415283056611321477e+00,-1.583268839900344727e-01,-3.349473939303832526e-01,6.187897818494261237e-01,-2.564388599280513770e-01,-2.603886901605110826e-01
6.421284256851369499e+00,-1.598560820282251826e-01,-3.324453277026208076e-01,6.172694523266538669e-01,-2.531912249802006909e-01,-2.160390980575145337e-01
6.427285457091417520e+00,-1.613657784516534521e-01,-3.299294685469301158e-01,6.157486798634077552e-01,-2.499396596746702448e-01,-2.840203899623480743e-01
6.433286657331465541e+00,-1.628559504627554722e-01,-3.274000696006179600e-01,6.142274766471002012e-01,-2.466844176413624523e-01,-1.801462092165299067e-01
6.439287857571513563e+00,-1.643265767599355609e-01,-3.248573836741912024e-01,6.127058558918779818e-01,-2.434257513690044616e-01,-2.956314767227291584e-01
6.445289057811561584e+00,-1.657776375375659972e-01,-3.223016632513566737e-01,6.111838318386221269e-01,-2.401639122155167783e-01,-2.159235447402714225e-01
6.451290258051609605e+00,-1.672091144859870759e-01,-3.197331604890212842e-01,6.096614197549475866e-01,-2.368991504182542118e-01,-2.066258065926699639e-01
6.457291458291657626e+00,-1.686209907915071637e-01,-3.171521272172918571e-01,6.081386359352037863e-01,-2.336317151041146234e-01,-2.481578716015238051e-01
6.463292658531705648e+00,-1.700132511364025600e-01,-3.145588149394753508e-01,6.066154977004740712e-01,-2.303618542995109486e-01,-2.143113323453564312e-01
6.469293858771753669e+00,-1.713858816989176637e-01,-3.119534748320786366e-01,6.050920233985760399e-01,-2.270898149402020005e-01,-2.928320854205711532e-01
6.475295059011801690e+00,-1.727388701532648063e-01,-3.093363577448086654e-01,6.035682324040616553e-01,-2.238158428809780554e-01,-3.005289037929286255e-01
6.481296259251849712e+00,-1.740722056656418271e-01,-3.067077141925684813e-01,6.020441451089881824e-01,-2.205401828991249147e-01,-2.321633072869780934e-01
6.487297459491897733e+00,-1.753858787765051330e-01,-3.040677941586393818e-01,6.005197826363690705e-01,-2.172630785640734530e-01,-2.553323780079418959e-01
6.493298659731945754e+00,-1.766798815693635671e-01,-3.014168474887223281e-01,5.989951672018131168e-01,-2.139847725587176175e-01,-1.859691742428389860e-01
6.499299859971993776e+00,-1.779542076132672457e-01,-2.987551236667891352e-01,5.974703220036137186e-01,-2.107055064922475351e-01,-2.107699214047122627e-01
6.505301060212041797e+00,-1.792088518938286801e-01,-2.960828716570862995e-01,5.959452710682191512e-01,-2.074255207844497573e-01,-1.781503722160358016e-01
6.511302260452089818e+00,-1.804438108132226104e-01,-2.934003399041349436e-01,5.944200392502314578e-01,-2.041450546743585059e-01,-1.897734135986404447e-01
6.517303460692137840e+00,-1.816590821901862274e-01,-2.907077763327306497e-01,5.928946522324074486e-01,-2.008643462287386106e-01,-1.922483517742633596e-01
6.523304660932185861e+00,-1.828546652600189781e-01,-2.880054283479438482e-01,5.913691365256579235e-01,-1.975836323503990521e-01,-1.945088836164134694e-01
6.529305861172233882e+00,-1.840305606745827049e-01,-2.852935428351193736e-01,5.898435194690482275e-01,-1.943031487863322582e-01,-2.145308215235444960e-01
6.535307061412281904e+00,-1.851867705023016175e-01,-2.825723661598768532e-01,5.883178292297978063e-01,-1.910231301356787315e-01,-2.158508117803232540e-01
6.541308261652329925e+00,-1.863232982281621819e-01,-2.798421441681103738e-01,5.867920948032806505e-01,-1.877438098575135994e-01,-8.758049613282194168e-02
6.547309461892377946e+00,-1.874401487537132593e-01,-2.771031221859887039e-01,5.852663460130248518e-01,-1.844654202784531682e-01,-2.741259853689445580e-01
6.553310662132425968e+00,-1.885373283630563668e-01,-2.743555449670320723e-01,5.837406134270848312e-01,-1.811881925635709378e-01,-1.921385713664318373e-01
6.559311862372473989e+00,-1.896148446592894055e-01,-2.715996566511569288e-01,5.822149281567619017e-01,-1.779123567133125139e-01,-1.293400759898756802e-01
6.565313062612522010e+00,-1.906727067493250993e-01,-2.688357010477906428e-01,5.806893222950297861e-01,-1.746381417644436440e-01,-1.553007599609314004e-01
6.571314262852570032e+00,-1.917109250914074692e-01,-2.660639213128377922e-01,5.791638285935535313e-01,-1.713657755474772282e-01,-1.025568486061806950e-01
6.577315463092618053e+00,-1.927295114787024866e-01,-2.632845599190857255e-01,5.776384804250348504e-01,-1.680954846716063988e-01,-1.422785757248054006e-01
6.583316663332666074e+00,-1.937284790392982681e-01,-2.604978586562047838e-01,5.761133117832121231e-01,-1.648274945311217765e-01,-2.296512138568636563e-01
6.589317863572714096e+00,-1.947078422362048533e-01,-2.577040586307482450e-01,5.745883572828607289e-01,-1.615620293116417361e-01,-1.797254398813916965e-01
6.595319063812762117e+00,-1.956676168673543714e-01,-2.549034002661522691e-01,5.730636521597926025e-01,-1.582993119961530748e-01,-2.302363329994507324e-01
6.601320264052810138e+00,-1.966078200656008745e-01,-2.520961233027360082e-01,5.715392322708565676e-01,-1.550395643708630533e-01,-1.075003617603901840e-01
6.607321464292858160e+00,-1.975284702987205598e-01,-2.492824667977014408e-01,5.700151340939381139e-01,-1.517830070308604506e-01,-8.135832699923890854e-02
6.613322664532906181e+00,-1.984295873694115753e-01,-2.464626691251335655e-01,5.684913947279597313e-01,-1.485298593855864380e-01,-1.723803411798919549e-01
6.619323864772954202e+00,-1.993111924137655200e-01,-2.436369679738905336e-01,5.669680518893035481e-01,-1.452803396627384835e-01,-1.199471386779590310e-01
6.625325065013002224e+00,-2.001733077972647212e-01,-2.408056002298033238e-01,5.654451436398090225e-01,-1.420346648455285132e-01,-1.644424789522833386e-01
6.631326265253050245e+00,-2.010159572657489457e-01,-2.379688022303461659e-01,5.639227086749878382e-01,-1.387930508596505463e-01,-2.126382976934003688e-01
6.637327465493098266e+00,-2.018391659015779938e-01,-2.351268096263587626e-01,5.624007862878681596e-01,-1.355557124607944530e-01,-1.598495555125732104e-01
6.643328665733146288e+00,-2.026429600383112539e-01,-2.322798572473250001e-01,5.608794161859307348e-01,-1.323228631453942095e-01,-2.134522504358782324e-01
6.649329865973194309e+00,-2.034273672607075645e-01,-2.294281791013730032e-01,5.593586384911092280e-01,-1.290947151548852423e-01,-1.595568298192515666e-01
6.655331066213242330e+00,-2.041924164047253798e-01,-2.265720083752750802e-01,5.578384937397901089e-01,-1.258714794797735625e-01,-1.173582257293023789e-01
6.661332266453290352e+00,-2.049381375575226316e-01,-2.237115774344476671e-01,5.563190228828125417e-01,-1.226533658635173413e-01,-8.842212803973850677e-02
6.667333466693338373e+00,-2.056645620574567568e-01,-2.208471178229514664e-01,5.548002672854688289e-01,-1.194405828062208158e-01,-5.677380140814639042e-02
6.673334666933386394e+00,-2.063717224940848083e-01,-2.179788602634913919e-01,5.532822687275037454e-01,-1.162333375681414288e-01,-1.350363446151475189e-01
6.679335867173434416e+00,-2.070596527081632887e-01,-2.151070346574164571e-01,5.517650694031149827e-01,-1.130318361730103388e-01,-1.034178380992074320e-01
6.685337067413482437e+00,-2.077283877916482613e-01,-2.122318700847199702e-01,5.502487119209530375e-01,-1.098362834111674263e-01,-9.097251452151021434e-02
6.691338267653530458e+00,-2.083779640359373353e-01,-2.093535947523430252e-01,5.487332391794111919e-01,-1.066468828156016818e-01,-8.108416305016005743e-02
6.697339467893578480e+00,-2.090084189334843467e-01,-2.064724360516399237e-01,5.472186942834807999e-01,-1.034638367213768784e-01,-2.482775037646484384e-01
6.703340668133626501e+00,-2.096197913037081972e-01,-2.035886206587277092e-01,5.457051208618550753e-01,-1.002873463082675359e-01,-1.414898163737832171e-01
6.709341868373674522e+00,-2.102121211367919407e-01,-2.007023743176767905e-01,5.441925627708058544e-01,-9.711761146114562815e-02,-5.963228674111567540e-02
6.715343068613722544e+00,-2.107854495882059698e-01,-1.978139218339261263e-01,5.426810640825419085e-01,-9.395483076818943180e-02,-1.523025409916875239e-01
6.721344268853770565e+00,-2.113398189787082104e-01,-1.949234870742833636e-01,5.411706690852077228e-01,-9.079920152287772328e-02,-8.082558023295308147e-02
6.727345469093818586e+00,-2.118752727943440661e-01,-1.920312929669247826e-01,5.396614222828847174e-01,-8.765091972580948965e-02,-4.839482705561362619e-02
6.733346669333866608e+00,-2.123918556864463625e-01,-1.891375615013952682e-01,5.381533683955903591e-01,-8.451018008635004242e-02,-1.818179881170688406e-01
6.739347869573914629e+00,-2.128896134716353472e-01,-1.862425137286083388e-01,5.366465523592784947e-01,-8.137717602410535211e-02,-9.342293783224120407e-02
6.745349069813962650e+00,-2.133685931318188567e-01,-1.833463697608461451e-01,5.351410193258396841e-01,-7.825209967022549173e-02,-6.894065938623586409e-02
6.751350270054010672e+00,-2.138288428141920383e-01,-1.804493487717594713e-01,5.336368146631005338e-01,-7.513514186853915977e-02,-7.717587426783151239e-02
6.757351470294058693e+00,-2.142704118068696761e-01,-1.775516689755270161e-01,5.321339839023595530e-01,-7.202649216732076587e-02,-1.511589319708152579e-01
6.763352670534106714e+00,-2.146933504747516597e-01,-1.746535476105103013e-01,5.306325725324319009e-01,-6.892633883436891096e-02,-5.425143494552388257e-02
6.769353870774154736e+00,-2.150977104448739685e-01,-1.717552011035483051e-01,5.291326263686289000e-01,-6.583486893338520718e-02,-9.659614014373588131e-02
6.775355071014202757e+00,-2.154835444451779214e-01,-1.688568448674966915e-01,5.276341913025257568e-01,-6.275226819901356945e-02,-2.437230598215119753e-02
6.781356271254250778e+00,-2.158509062806052703e-01,-1.659586932765473311e-01,5.261373132572481071e-01,-5.967872102386073685e-02,-4.096481065410623179e-02
6.787357471494298800e+00,-2.161998508330981450e-01,-1.630609596662281613e-01,5.246420381874725702e-01,-5.661441045862038168e-02,-8.697367950707982076e-02
6.793358671734346821e+00,-2.165304340615989420e-01,-1.601638563334033816e-01,5.231484120794267501e-01,-5.355951821204479879e-02,-4.768930496421568133e-02
6.799359871974394842e+00,-2.168427130020505744e-01,-1.572675945362732863e-01,5.216564809508889011e-01,-5.051422465076517432e-02,-8.803288087484155422e-02
6.805361072214441975e+00,-2.171367457673961665e-01,-1.543723844943748202e-01,5.201662908511882621e-01,-4.747870879896382013e-02,-8.555412705480272550e-02
6.811362272454489997e+00,-2.174125915475793869e-01,-1.514784353885797186e-01,5.186778878612043897e-01,-4.445314833789670850e-02,-1.265860914425396833e-01
6.817363472694538018e+00,-2.176703106095441431e-01,-1.485859553610972550e-01,5.171913180933681575e-01,-4.143771960527574405e-02,-5.658364222724616976e-02
6.823364672934586039e+00,-2.179099642829976646e-01,-1.456951515052340995e-01,5.157066276649531211e-01,-3.843259759105596696e-02,-1.508894596043940106e-03
6.829365873174634061e+00,-2.181316148779200437e-01,-1.428062298356746473e-01,5.142238624875159481e-01,-3.543795594615134492e-02,-3.317777808487792912e-02
6.835367073414682082e+00,-2.183353258778036599e-01,-1.399193954436378506e-01,5.127430685825176138e-01,-3.245396704437214508e-02,-3.715998355104311451e-02
6.841368273654730103e+00,-2.185211617912962423e-01,-1.370348523298779153e-01,5.112642918999994457e-01,-2.948080188501399357e-02,-6.476471395677796394e-02
6.847369473894778125e+00,-2.186891881132580762e-01,-1.341528033705989553e-01,5.097875782559673219e-01,-2.651863007601824862e-02,-5.670483548728269541e-02
6.853370674134826146e+00,-2.188394713247621137e-01,-1.312734503174548262e-01,5.083129733323913380e-01,-2.356761983251305648e-02,9.563350340839743557e-03
6.859371874374874167e+00,-2.189720788930939188e-01,-1.283969937975492359e-01,5.068405226772055849e-01,-2.062793797522928518e-02,-9.950463248052918153e-02
6.865373074614922189e+00,-2.190870792717515836e-01,-1.255236333134356896e-01,5.053702717043083714e-01,-1.769974992879339015e-02,8.119865858213957954e-02
6.871374274854970210e+00,-2.191845419004458950e-01,-1.226535672431174756e-01,5.039022656935623345e-01,-1.478321971989937644e-02,-2.231073083216925795e-02
6.877375475095018231e+00,-2.192645372051002517e-01,-1.197869928400477207e-01,5.024365497907939959e-01,-1.187850997536253617e-02,9.233956100290664770e-02
6.883376675335066253e+00,-2.193271365978505805e-01,-1.169241062331293768e-01,5.009731690077945387e-01,-8.985781920056792882e-03,4.525637340936157493e-02
6.889377875575114274e+00,-2.193724124626614258e-01,-1.140651024182479933e-01,4.995121681991696039e-01,-6.105195373127689229e-03,-3.159795896403391757e-02
6.895379075815162295e+00,-2.194004380768210805e-01,-1.112101752388531123e-01,4.980535918839792409e-01,-3.236908763707385672e-03,2.880093775101952996e-02
6.901380276055210317e+00,-2.194112878004273182e-01,-1.083595175112884168e-01,4.965974845090965761e-01,-3.810791635228821805e-04,7.663894364405619483e-03
6.907381476295258338e+00,-2.194050369245197085e-01,-1.055133208809343054e-01,4.951438902955015431e-01,2.462137787069509920e-03,2.069052788296385503e-02
6.913382676535306359e+00,-2.193817616331084352e-01,-1.026717757944762971e-01,4.936928531867079140e-01,5.292587891321740012e-03,4.000543886789412890e-02
6.919383876775354381e+00,-2.193415390031741019e-01,-9.983507149990497598e-02,4.922444168487628002e-01,8.110118398798049633e-03,-2.434523221084756994e-02
6.925385077015402402e+00,-2.192844470046678151e-01,-9.700339604651601888e-02,4.907986246702469302e-01,1.091457800817337287e-02,-2.518957684297858102e-02
6.931386277255450423e+00,-2.192105645005112402e-01,-9.417693628491016766e-02,4.893555197622747044e-01,1.370581687012417671e-02,-1.249113215833822649e-02
6.937387477495498445e+00,-2.191199712465965177e-01,-9.135587786699325696e-02,4.879151449584939182e-01,1.648368659030878536e-02,-5.722547709478442712e-02
