v,E,E_noisy
2.417283456691337873e-01,1.088434769353908482e+00,1.088433676165990516e+00
2.419183836767353213e-01,1.088498274295793822e+00,1.088103909188655738e+00
2.421084216843368275e-01,1.088561839205236081e+00,1.098514896358550930e+00
2.422984596919383615e-01,1.088625464108297081e+00,1.082179384791706722e+00
2.424884976995398678e-01,1.088689149031070169e+00,1.089398039206197266e+00
2.426785357071414018e-01,1.088752893999678228e+00,1.093729318757034497e+00
2.428685737147429080e-01,1.088816699040275227e+00,1.091686751250565246e+00
2.430586117223444420e-01,1.088880564179045107e+00,1.087672236292215988e+00
2.432486497299459760e-01,1.088944489442203567e+00,1.095904973539070903e+00
2.434386877375474822e-01,1.089008474855995612e+00,1.084734503424932939e+00
2.436287257451490162e-01,1.089072520446697778e+00,1.083847335927824895e+00
2.438187637527505225e-01,1.089136626240616579e+00,1.091408908492346175e+00
2.440088017603520565e-01,1.089200792264089834e+00,1.083382913059157682e+00
2.441988397679535627e-01,1.089265018543486008e+00,1.079753219531619512e+00
2.443888777755550967e-01,1.089329305105203760e+00,1.092860851656115795e+00
2.445789157831566030e-01,1.089393651975673283e+00,1.092439053226154977e+00
2.447689537907581370e-01,1.089458059181355187e+00,1.092387206633129049e+00
2.449589917983596432e-01,1.089522526748740949e+00,1.087572642170004489e+00
2.451490298059611772e-01,1.089587054704353131e+00,1.090318839215110414e+00
2.453390678135626835e-01,1.089651643074745158e+00,1.085790336761775388e+00
2.455291058211642174e-01,1.089716291886500654e+00,1.096653696712951209e+00
2.457191438287657237e-01,1.089781001166235219e+00,1.092945098172253049e+00
2.459091818363672577e-01,1.089845770940595093e+00,1.092814795230075964e+00
2.460992198439687639e-01,1.089910601236257381e+00,1.082110662272630863e+00
2.462892578515702979e-01,1.089975492079930497e+00,1.093204700255890005e+00
2.464792958591718042e-01,1.090040443498353495e+00,1.096016331586278980e+00
2.466693338667733382e-01,1.090105455518297184e+00,1.094970503860886568e+00
2.468593718743748444e-01,1.090170528166562791e+00,1.093327049509748683e+00
2.470494098819763784e-01,1.090235661469983075e+00,1.090231832793864486e+00
2.472394478895778847e-01,1.090300855455422102e+00,1.088933524066401981e+00
2.474294858971794187e-01,1.090366110149775247e+00,1.092772676892250772e+00
2.476195239047809249e-01,1.090431425579968527e+00,1.091962503003157892e+00
2.478095619123824589e-01,1.090496801772959712e+00,1.091442299894503032e+00
2.479995999199839651e-01,1.090562238755738100e+00,1.089325339768582035e+00
2.481896379275854991e-01,1.090627736555323413e+00,1.097352762667025194e+00
2.483796759351870054e-01,1.090693295198768009e+00,1.086021922029984044e+00
2.485697139427885394e-01,1.090758914713154892e+00,1.090668384889906584e+00
2.487597519503900456e-01,1.090824595125598151e+00,1.088503871634441067e+00
2.489497899579915796e-01,1.090890336463244514e+00,1.095018508655607903e+00
2.491398279655930859e-01,1.090956138753270688e+00,1.096678064782447892e+00
2.493298659731946199e-01,1.091022002022886239e+00,1.095998357386127386e+00
2.495199039807961261e-01,1.091087926299331601e+00,1.094109555026365532e+00
2.497099419883976601e-01,1.091153911609878513e+00,1.085543503703958468e+00
2.498999799959991663e-01,1.091219957981831357e+00,1.099544888812016730e+00
2.500900180036007003e-01,1.091286065442525155e+00,1.093352849800823812e+00
2.502800560112022343e-01,1.091352234019327350e+00,1.090918381039340135e+00
2.504700940188037128e-01,1.091418463739636024e+00,1.091504466124094908e+00
2.506601320264052468e-01,1.091484754630882348e+00,1.090126678096275947e+00
2.508501700340067808e-01,1.091551106720527908e+00,1.093246629011423110e+00
2.510402080416083148e-01,1.091617520036067157e+00,1.092858191268509582e+00
2.512302460492097933e-01,1.091683994605025854e+00,1.090243594422358964e+00
2.514202840568113273e-01,1.091750530454961732e+00,1.081470964707859750e+00
2.516103220644128613e-01,1.091817127613464278e+00,1.091676642273272435e+00
2.518003600720143953e-01,1.091883786108154952e+00,1.093791129933112893e+00
2.519903980796158738e-01,1.091950505966687412e+00,1.094055177346256791e+00
2.521804360872174078e-01,1.092017287216747068e+00,1.091403427213644362e+00
2.523704740948189418e-01,1.092084129886050858e+00,1.093897388963904538e+00
2.525605121024204758e-01,1.092151034002348586e+00,1.096264309764096501e+00
2.527505501100219543e-01,1.092217999593421585e+00,1.090336998463166118e+00
2.529405881176234883e-01,1.092285026687083604e+00,1.098150142868758117e+00
2.531306261252250223e-01,1.092352115311180150e+00,1.084531482103896494e+00
2.533206641328265563e-01,1.092419265493589142e+00,1.087375071358712919e+00
2.535107021404280347e-01,1.092486477262220923e+00,1.088865897460719268e+00
2.537007401480295687e-01,1.092553750645017363e+00,1.082775883807115092e+00
2.538907781556311027e-01,1.092621085669953418e+00,1.088622035185822234e+00
2.540808161632326367e-01,1.092688482365035352e+00,1.097681970267580853e+00
2.542708541708341152e-01,1.092755940758302291e+00,1.097722057019312691e+00
2.544608921784356492e-01,1.092823460877826447e+00,1.093212894728731177e+00
2.546509301860371832e-01,1.092891042751710673e+00,1.099775050618662542e+00
2.548409681936387172e-01,1.092958686408092017e+00,1.093916647287876742e+00
2.550310062012401957e-01,1.093026391875138392e+00,1.091035144048673411e+00
2.552210442088417297e-01,1.093094159181051239e+00,1.094060682258582551e+00
2.554110822164432637e-01,1.093161988354064196e+00,1.092613401912608584e+00
2.556011202240447977e-01,1.093229879422443318e+00,1.096173613264443292e+00
2.557911582316462762e-01,1.093297832414487081e+00,1.087285629855473390e+00
2.559811962392478102e-01,1.093365847358527487e+00,1.097363507131852378e+00
2.561712342468493442e-01,1.093433924282927849e+00,1.091595817358173681e+00
2.563612722544508782e-01,1.093502063216084563e+00,1.096923355282125589e+00
2.565513102620523567e-01,1.093570264186427332e+00,1.087406103379041866e+00
2.567413482696538907e-01,1.093638527222418277e+00,1.091961492600609152e+00
2.569313862772554247e-01,1.093706852352551495e+00,1.094019105233952294e+00
2.571214242848569587e-01,1.093775239605354832e+00,1.097381050121159385e+00
2.573114622924584372e-01,1.093843689009388331e+00,1.088973564732700794e+00
2.575015003000599711e-01,1.093912200593245343e+00,1.100581977616880369e+00
2.576915383076615051e-01,1.093980774385551635e+00,1.095911428285565759e+00
2.578815763152630391e-01,1.094049410414966506e+00,1.091946308741354121e+00
2.580716143228645176e-01,1.094118108710181447e+00,1.098987316846933737e+00
2.582616523304660516e-01,1.094186869299921927e+00,1.094597713392012395e+00
2.584516903380675856e-01,1.094255692212944719e+00,1.098888880135789670e+00
2.586417283456691196e-01,1.094324577478041904e+00,1.103617168713028951e+00
2.588317663532705981e-01,1.094393525124035982e+00,1.097467638634670228e+00
2.590218043608721321e-01,1.094462535179785201e+00,1.092355817325505019e+00
2.592118423684736661e-01,1.094531607674179341e+00,1.092828777932614681e+00
2.594018803760752001e-01,1.094600742636141932e+00,1.096930960021655688e+00
2.595919183836767341e-01,1.094669940094628924e+00,1.095821561763004048e+00
2.597819563912782126e-01,1.094739200078630459e+00,1.091407080224418458e+00
2.599719943988797466e-01,1.094808522617169322e+00,1.092136084554665487e+00
2.601620324064812806e-01,1.094877907739302048e+00,1.097541035856430813e+00
2.603520704140828146e-01,1.094947355474118478e+00,1.104334148957563766e+00
2.605421084216842931e-01,1.095016865850741095e+00,1.084495396325509287e+00
2.607321464292858271e-01,1.095086438898326131e+00,1.097982103449617108e+00
2.609221844368873611e-01,1.095156074646064237e+00,1.094311885913977545e+00
2.611122224444888951e-01,1.095225773123178037e+00,1.098343231978138768e+00
2.613022604520903736e-01,1.095295534358924350e+00,1.098766419871185507e+00
2.614922984596919076e-01,1.095365358382593080e+00,1.095576710722747205e+00
2.616823364672934416e-01,1.095435245223508769e+00,1.091371351035419934e+00
2.618723744748949755e-01,1.095505194911028823e+00,1.089916987337016918e+00
2.620624124824964540e-01,1.095575207474543511e+00,1.088078492720170765e+00
2.622524504900979880e-01,1.095645282943477739e+00,1.100534665344417462e+00
2.624424884976995220e-01,1.095715421347290830e+00,1.094876611884262774e+00
2.626325265053010560e-01,1.095785622715473417e+00,1.093624522846039282e+00
2.628225645129025345e-01,1.095855887077552104e+00,1.094745009434246574e+00
2.630126025205040685e-01,1.095926214463086579e+00,1.090568343589500389e+00
2.632026405281056025e-01,1.095996604901670279e+00,1.097215063219754594e+00
2.633926785357071365e-01,1.096067058422930396e+00,1.101341864407105575e+00
2.635827165433086150e-01,1.096137575056527869e+00,1.100691417579611642e+00
2.637727545509101490e-01,1.096208154832157833e+00,1.089944958547246934e+00
2.639627925585116830e-01,1.096278797779549841e+00,1.101732845314785658e+00
2.641528305661132170e-01,1.096349503928466307e+00,1.093292556349561018e+00
2.643428685737146955e-01,1.096420273308704951e+00,1.088768464247733991e+00
2.645329065813162295e-01,1.096491105950096356e+00,1.091573217008454000e+00
2.647229445889177635e-01,1.096562001882505744e+00,1.092695945437525573e+00
2.649129825965192975e-01,1.096632961135832529e+00,1.096605169774472310e+00
2.651030206041207760e-01,1.096703983740010324e+00,1.092576081848065428e+00
2.652930586117223100e-01,1.096775069725006713e+00,1.090734087881886971e+00
2.654830966193238440e-01,1.096846219120823474e+00,1.095788242980298310e+00
2.656731346269253780e-01,1.096917431957496802e+00,1.104613047728671082e+00
2.658631726345268564e-01,1.096988708265097312e+00,1.094179304735542813e+00
2.660532106421283904e-01,1.097060048073729588e+00,1.098917062135528644e+00
2.662432486497299244e-01,1.097131451413532410e+00,1.097451238738450296e+00
2.664332866573314584e-01,1.097202918314679865e+00,1.107835189171458179e+00
2.666233246649329369e-01,1.097274448807379565e+00,1.089681416168741590e+00
2.668133626725344709e-01,1.097346042921873988e+00,1.101727569510733806e+00
2.670034006801360049e-01,1.097417700688440245e+00,1.092292160705239823e+00
2.671934386877375389e-01,1.097489422137389425e+00,1.095119761121308821e+00
2.673834766953390174e-01,1.097561207299067254e+00,1.097174480685493503e+00
2.675735147029405514e-01,1.097633056203855206e+00,1.110377401011047427e+00
2.677635527105420854e-01,1.097704968882167398e+00,1.094652947641034046e+00
2.679535907181436194e-01,1.097776945364454804e+00,1.090221408911461465e+00
2.681436287257450979e-01,1.097848985681201261e+00,1.103038440082566130e+00
2.683336667333466319e-01,1.097921089862926136e+00,1.094564145429605784e+00
2.685237047409481659e-01,1.097993257940183875e+00,1.097021456525421046e+00
2.687137427485496999e-01,1.098065489943563344e+00,1.097969322651786372e+00
2.689037807561511784e-01,1.098137785903687824e+00,1.098525741046011417e+00
2.690938187637527124e-01,1.098210145851216568e+00,1.097529591337788935e+00
2.692838567713542464e-01,1.098282569816842358e+00,1.099353595560738528e+00
2.694738947789557804e-01,1.098355057831294168e+00,1.099904496240237117e+00
2.696639327865572588e-01,1.098427609925335391e+00,1.101843301198207170e+00
2.698539707941587928e-01,1.098500226129764501e+00,1.096791293586165894e+00
2.700440088017603268e-01,1.098572906475415278e+00,1.095577985901995621e+00
2.702340468093618608e-01,1.098645650993155476e+00,1.094391449878487244e+00
2.704240848169633393e-01,1.098718459713889928e+00,1.101089295314566785e+00
2.706141228245648733e-01,1.098791332668556553e+00,1.098606140087772021e+00
2.708041608321664073e-01,1.098864269888130352e+00,1.101077088173841645e+00
2.709941988397679413e-01,1.098937271403619631e+00,1.101090056370883197e+00
2.711842368473694198e-01,1.099010337246069557e+00,1.105753844979487921e+00
2.713742748549709538e-01,1.099083467446560380e+00,1.099913487828828584e+00
2.715643128625724878e-01,1.099156662036206322e+00,1.102166147302966470e+00
2.717543508701740218e-01,1.099229921046158687e+00,1.094419561740979541e+00
2.719443888777755003e-01,1.099303244507603416e+00,1.094982037802843644e+00
2.721344268853770343e-01,1.099376632451761315e+00,1.098129681468543950e+00
2.723244648929785683e-01,1.099450084909890046e+00,1.094583214206632293e+00
2.725145029005801023e-01,1.099523601913281468e+00,1.102281974784446117e+00
2.727045409081815808e-01,1.099597183493264074e+00,1.094264972340166731e+00
2.728945789157831148e-01,1.099670829681200779e+00,1.099944361756143740e+00
2.730846169233846488e-01,1.099744540508491353e+00,1.089912158022492861e+00
2.732746549309861828e-01,1.099818316006569985e+00,1.095399197112948642e+00
2.734646929385876613e-01,1.099892156206907945e+00,1.098536014861832166e+00
2.736547309461891953e-01,1.099966061141010920e+00,1.098929902393549929e+00
2.738447689537907292e-01,1.100040030840421235e+00,1.092873447866956171e+00
2.740348069613922632e-01,1.100114065336716296e+00,1.100548741653086138e+00
2.742248449689937417e-01,1.100188164661510148e+00,1.104087620776323275e+00
2.744148829765952757e-01,1.100262328846452586e+00,1.102855290467402938e+00
2.746049209841968097e-01,1.100336557923228264e+00,1.097702225665476705e+00
2.747949589917983437e-01,1.100410851923558919e+00,1.098061664570884721e+00
2.749849969993998222e-01,1.100485210879202036e+00,1.095740009752404376e+00
2.751750350070013562e-01,1.100559634821951072e+00,1.103078786800398836e+00
2.753650730146028902e-01,1.100634123783635454e+00,1.106400759134643197e+00
2.755551110222044242e-01,1.100708677796120583e+00,1.098604855894118382e+00
2.757451490298059582e-01,1.100783296891308050e+00,1.093992024623516857e+00
2.759351870374074367e-01,1.100857981101135863e+00,1.101657998071555511e+00
2.761252250450089707e-01,1.100932730457578224e+00,1.103763808154004433e+00
2.763152630526105047e-01,1.101007544992644860e+00,1.090119049593744505e+00
2.765053010602120387e-01,1.101082424738383247e+00,1.101635848896912018e+00
2.766953390678135172e-01,1.101157369726875723e+00,1.109814917645599142e+00
2.768853770754150512e-01,1.101232379990241039e+00,1.104514970427959764e+00
2.770754150830165852e-01,1.101307455560635695e+00,1.103509290764325579e+00
2.772654530906181192e-01,1.101382596470251496e+00,1.102991081579551835e+00
2.774554910982195977e-01,1.101457802751316661e+00,1.105705398036495257e+00
2.776455291058211317e-01,1.101533074436096715e+00,1.097768405420868953e+00
2.778355671134226657e-01,1.101608411556892930e+00,1.098227060347144901e+00
2.780256051210241997e-01,1.101683814146043439e+00,1.103314091381619955e+00
2.782156431286256781e-01,1.101759282235923010e+00,1.099017964857961438e+00
2.784056811362272121e-01,1.101834815858943273e+00,1.102869625539802501e+00
2.785957191438287461e-01,1.101910415047551828e+00,1.094260165113030148e+00
2.787857571514302801e-01,1.101986079834234022e+00,1.105017898489092598e+00
2.789757951590317586e-01,1.102061810251511176e+00,1.105449695900310614e+00
2.791658331666332926e-01,1.102137606331941688e+00,1.102312317940330688e+00
2.793558711742348266e-01,1.102213468108121042e+00,1.102871159872713447e+00
2.795459091818363606e-01,1.102289395612681577e+00,1.108771999955494580e+00
2.797359471894378391e-01,1.102365388878291608e+00,1.098033010366763484e+00
2.799259851970393731e-01,1.102441447937657193e+00,1.098788821312516317e+00
2.801160232046409071e-01,1.102517572823522141e+00,1.098142347647860229e+00
2.803060612122424411e-01,1.102593763568665786e+00,1.100894842883643587e+00
2.804960992198439196e-01,1.102670020205905432e+00,1.098625420521871954e+00
2.806861372274454536e-01,1.102746342768095023e+00,1.102894536676850779e+00
2.808761752350469876e-01,1.102822731288126024e+00,1.100219784064129680e+00
2.810662132426485216e-01,1.102899185798927428e+00,1.097102589320305910e+00
2.812562512502500001e-01,1.102975706333464645e+00,1.096774995388765772e+00
2.814462892578515341e-01,1.103052292924740385e+00,1.107898921352266086e+00
2.816363272654530681e-01,1.103128945605795552e+00,1.102853430333981422e+00
2.818263652730546021e-01,1.103205664409707021e+00,1.102296313112368864e+00
2.820164032806560805e-01,1.103282449369590967e+00,1.103388727711203110e+00
2.822064412882576145e-01,1.103359300518598873e+00,1.103029852055222193e+00
2.823964792958591485e-01,1.103436217889920856e+00,1.106460669632250315e+00
2.825865173034606825e-01,1.103513201516784559e+00,1.105762237629565492e+00
2.827765553110621610e-01,1.103590251432454705e+00,1.101231420447039255e+00
2.829665933186636950e-01,1.103667367670234212e+00,1.100373259441381091e+00
2.831566313262652290e-01,1.103744550263462632e+00,1.099397667109218268e+00
2.833466693338667630e-01,1.103821799245517932e+00,1.098817274060671645e+00
2.835367073414682415e-01,1.103899114649815827e+00,1.109507697210097232e+00
2.837267453490697755e-01,1.103976496509809113e+00,1.100310339571151541e+00
2.839167833566713095e-01,1.104053944858989222e+00,1.095977761684822527e+00
2.841068213642728435e-01,1.104131459730884668e+00,1.100757521883454437e+00
2.842968593718743220e-01,1.104209041159061933e+00,1.101055594381815217e+00
2.844868973794758560e-01,1.104286689177125691e+00,1.105606095633764996e+00
2.846769353870773900e-01,1.104364403818718365e+00,1.100820473475576877e+00
2.848669733946789240e-01,1.104442185117520570e+00,1.106581197385667181e+00
2.850570114022804025e-01,1.104520033107249999e+00,1.106074141005656264e+00
2.852470494098819365e-01,1.104597947821663873e+00,1.109665265893803765e+00
2.854370874174834705e-01,1.104675929294556491e+00,1.113343901610850617e+00
2.856271254250850045e-01,1.104753977559760347e+00,1.116149594060284134e+00
2.858171634326864829e-01,1.104832092651146347e+00,1.110235431222677427e+00
2.860072014402880169e-01,1.104910274602623810e+00,1.100271473317517401e+00
2.861972394478895509e-01,1.104988523448139359e+00,1.103371725876133302e+00
2.863872774554910849e-01,1.105066839221679142e+00,1.106057423793724404e+00
2.865773154630925634e-01,1.105145221957267276e+00,1.113417731973252556e+00
2.867673534706940974e-01,1.105223671688964959e+00,1.107930153019353714e+00
2.869573914782956314e-01,1.105302188450874024e+00,1.110115678069285128e+00
2.871474294858971654e-01,1.105380772277132717e+00,1.104684964750685561e+00
2.873374674934986439e-01,1.105459423201919256e+00,1.107820561187161879e+00
2.875275055011001779e-01,1.105538141259449603e+00,1.108410910283330608e+00
2.877175435087017119e-01,1.105616926483977913e+00,1.103791692502125610e+00
2.879075815163032459e-01,1.105695778909798088e+00,1.108805090764415580e+00
2.880976195239047244e-01,1.105774698571242221e+00,1.110057940946147292e+00
2.882876575315062584e-01,1.105853685502680150e+00,1.105220222563656929e+00
2.884776955391077924e-01,1.105932739738521908e+00,1.110005325874997117e+00
2.886677335467093264e-01,1.106011861313215272e+00,1.112603680154495622e+00
2.888577715543108049e-01,1.106091050261247544e+00,1.106356250015154696e+00
2.890478095619123389e-01,1.106170306617144439e+00,1.106171595328251378e+00
2.892378475695138729e-01,1.106249630415470753e+00,1.105011161235365025e+00
2.894278855771154069e-01,1.106329021690829695e+00,1.103851783862725755e+00
2.896179235847168854e-01,1.106408480477864220e+00,1.107033085064446976e+00
2.898079615923184194e-01,1.106488006811256142e+00,1.104840699403947468e+00
2.899979995999199534e-01,1.106567600725725464e+00,1.105319678092124169e+00
2.901880376075214873e-01,1.106647262256032826e+00,1.103553297159391544e+00
2.903780756151229658e-01,1.106726991436976615e+00,1.100582799037145953e+00
2.905681136227244998e-01,1.106806788303394962e+00,1.103057811936489774e+00
2.907581516303260338e-01,1.106886652890165745e+00,1.108202642609994015e+00
2.909481896379275678e-01,1.106966585232205036e+00,1.102234031736497810e+00
2.911382276455290463e-01,1.107046585364469093e+00,1.104454689790186572e+00
2.913282656531305803e-01,1.107126653321952814e+00,1.113695293829753075e+00
2.915183036607321143e-01,1.107206789139691061e+00,1.111712852197599855e+00
2.917083416683336483e-01,1.107286992852758001e+00,1.104513328643299541e+00
2.918983796759351268e-01,1.107367264496267323e+00,1.109780782203368510e+00
2.920884176835366608e-01,1.107447604105371797e+00,1.104846460327343127e+00
2.922784556911381948e-01,1.107528011715264382e+00,1.114038368381654376e+00
2.924684936987397288e-01,1.107608487361177341e+00,1.105265712579827087e+00
2.926585317063412628e-01,1.107689031078382236e+00,1.108015897879825795e+00
2.928485697139427413e-01,1.107769642902191043e+00,1.113308877367189975e+00
2.930386077215442753e-01,1.107850322867954818e+00,1.104538815830009568e+00
2.932286457291458093e-01,1.107931071011064805e+00,1.113149207841619415e+00
2.934186837367473433e-01,1.108011887366952219e+00,1.104742082008666415e+00
2.936087217443488218e-01,1.108092771971087132e+00,1.109045554950568668e+00
2.937987597519503558e-01,1.108173724858980469e+00,1.106991266087598014e+00
2.939887977595518898e-01,1.108254746066183127e+00,1.107900725919768847e+00
2.941788357671534238e-01,1.108335835628285526e+00,1.108976196828400873e+00
2.943688737747549022e-01,1.108416993580918275e+00,1.108119616012684272e+00
2.945589117823564362e-01,1.108498219959752173e+00,1.104428886323257863e+00
2.947489497899579702e-01,1.108579514800497767e+00,1.112045834094131935e+00
2.949389877975595042e-01,1.108660878138906458e+00,1.111543035454701567e+00
2.951290258051609827e-01,1.108742310010768728e+00,1.113901656107701310e+00
2.953190638127625167e-01,1.108823810451916581e+00,1.114363603079233656e+00
2.955091018203640507e-01,1.108905379498221544e+00,1.103529508193120678e+00
2.956991398279655847e-01,1.108987017185595558e+00,1.114129062331789877e+00
2.958891778355670632e-01,1.109068723549991198e+00,1.114259662245113081e+00
2.960792158431685972e-01,1.109150498627401227e+00,1.107021525853170818e+00
2.962692538507701312e-01,1.109232342453858378e+00,1.113381960877338317e+00
2.964592918583716652e-01,1.109314255065437349e+00,1.115187179751819135e+00
2.966493298659731437e-01,1.109396236498251920e+00,1.107240894484230465e+00
2.968393678735746777e-01,1.109478286788456947e+00,1.103963249391563206e+00
2.970294058811762117e-01,1.109560405972248143e+00,1.108122259867408088e+00
2.972194438887777457e-01,1.109642594085862077e+00,1.120813422343511556e+00
2.974094818963792242e-01,1.109724851165575066e+00,1.110669892976776207e+00
2.975995199039807582e-01,1.109807177247704724e+00,1.104950339440726959e+00
2.977895579115822922e-01,1.109889572368610411e+00,1.108877783278982454e+00
2.979795959191838262e-01,1.109972036564690789e+00,1.105995827706304224e+00
2.981696339267853046e-01,1.110054569872386487e+00,1.108457447489119785e+00
2.983596719343868386e-01,1.110137172328178545e+00,1.110517748802405835e+00
2.985497099419883726e-01,1.110219843968589304e+00,1.099973455948821899e+00
2.987397479495899066e-01,1.110302584830181738e+00,1.111744187956099195e+00
2.989297859571913851e-01,1.110385394949560789e+00,1.116044073497686417e+00
2.991198239647929191e-01,1.110468274363370922e+00,1.109678799141984973e+00
2.993098619723944531e-01,1.110551223108299679e+00,1.109020443416679713e+00
2.994998999799959871e-01,1.110634241221074348e+00,1.115008603004733700e+00
2.996899379875974656e-01,1.110717328738463960e+00,1.105650774234226086e+00
2.998799759951989996e-01,1.110800485697279072e+00,1.105816924972844673e+00
3.000700140028005336e-01,1.110883712134371315e+00,1.105321567883585265e+00
3.002600520104020676e-01,1.110967008086633623e+00,1.110337496259170997e+00
3.004500900180035461e-01,1.111050373591000895e+00,1.112626481501469700e+00
3.006401280256050801e-01,1.111133808684448887e+00,1.110771516908209300e+00
3.008301660332066141e-01,1.111217313403995322e+00,1.113416418297187738e+00
3.010202040408081481e-01,1.111300887786698999e+00,1.114623876586548823e+00
3.012102420484096266e-01,1.111384531869660686e+00,1.113370872938746814e+00
3.014002800560111606e-01,1.111468245690022894e+00,1.108233630463857811e+00
3.015903180636126946e-01,1.111552029284969878e+00,1.110479678528424552e+00
3.017803560712142286e-01,1.111635882691727195e+00,1.116628871472568951e+00
3.019703940788157071e-01,1.111719805947562367e+00,1.107533059574667966e+00
3.021604320864172410e-01,1.111803799089785105e+00,1.110790104271841328e+00
3.023504700940187750e-01,1.111887862155746864e+00,1.110218766901087450e+00
3.025405081016203090e-01,1.111971995182840400e+00,1.111251640546996544e+00
3.027305461092217875e-01,1.112056198208501545e+00,1.107753524241573917e+00
3.029205841168233215e-01,1.112140471270206987e+00,1.106743137259857734e+00
3.031106221244248555e-01,1.112224814405476936e+00,1.122448670324474929e+00
3.033006601320263895e-01,1.112309227651872012e+00,1.116092831992222756e+00
3.034906981396278680e-01,1.112393711046996581e+00,1.109543242107086991e+00
3.036807361472294020e-01,1.112478264628496083e+00,1.112242404722730171e+00
3.038707741548309360e-01,1.112562888434058594e+00,1.115269722495231708e+00
3.040608121624324700e-01,1.112647582501414822e+00,1.111272938585888159e+00
3.042508501700339485e-01,1.112732346868337219e+00,1.115198441132150053e+00
3.044408881776354825e-01,1.112817181572641312e+00,1.110356042799400811e+00
3.046309261852370165e-01,1.112902086652184153e+00,1.111467970052905097e+00
3.048209641928385505e-01,1.112987062144866313e+00,1.112647987121500703e+00
3.050110022004400290e-01,1.113072108088630108e+00,1.111242126045601797e+00
3.052010402080415630e-01,1.113157224521460931e+00,1.103345934558964236e+00
3.053910782156430970e-01,1.113242411481386585e+00,1.113327019817505814e+00
3.055811162232446310e-01,1.113327669006477505e+00,1.114374157069390803e+00
3.057711542308461095e-01,1.113412997134846982e+00,1.115317783008826780e+00
3.059611922384476435e-01,1.113498395904650939e+00,1.109522455871457591e+00
3.061512302460491775e-01,1.113583865354088598e+00,1.114960854816472668e+00
3.063412682536507115e-01,1.113669405521400924e+00,1.114532207868961899e+00
3.065313062612521899e-01,1.113755016444873069e+00,1.106679744959246703e+00
3.067213442688537239e-01,1.113840698162832377e+00,1.105032956940995348e+00
3.069113822764552579e-01,1.113926450713649263e+00,1.115832333052193093e+00
3.071014202840567919e-01,1.114012274135737668e+00,1.110195532791061979e+00
3.072914582916582704e-01,1.114098168467554162e+00,1.118106993778926972e+00
3.074814962992598044e-01,1.114184133747598393e+00,1.122745618932921907e+00
3.076715343068613384e-01,1.114270170014413752e+00,1.111939262390549521e+00
3.078615723144628724e-01,1.114356277306586485e+00,1.111598698280943820e+00
3.080516103220643509e-01,1.114442455662745912e+00,1.114395671162408785e+00
3.082416483296658849e-01,1.114528705121565100e+00,1.117227691829106639e+00
3.084316863372674189e-01,1.114615025721760855e+00,1.110071828867321697e+00
3.086217243448689529e-01,1.114701417502092395e+00,1.119683304152526260e+00
3.088117623524704869e-01,1.114787880501362682e+00,1.118752766811814237e+00
3.090018003600719654e-01,1.114874414758419308e+00,1.117518840671786196e+00
3.091918383676734994e-01,1.114961020312152051e+00,1.112801656391257277e+00
3.093818763752750334e-01,1.115047697201495547e+00,1.118712905584871686e+00
3.095719143828765674e-01,1.115134445465426616e+00,1.118563296905548565e+00
3.097619523904780459e-01,1.115221265142967377e+00,1.110417381549827498e+00
3.099519903980795799e-01,1.115308156273182361e+00,1.123668893470549879e+00
3.101420284056811139e-01,1.115395118895180948e+00,1.114193009564255821e+00
3.103320664132826479e-01,1.115482153048116043e+00,1.116958896944978630e+00
3.105221044208841263e-01,1.115569258771184291e+00,1.113472637024626621e+00
3.107121424284856603e-01,1.115656436103626747e+00,1.117196023189771514e+00
3.109021804360871943e-01,1.115743685084727765e+00,1.120384014755096302e+00
3.110922184436887283e-01,1.115831005753816774e+00,1.112601531121858667e+00
3.112822564512902068e-01,1.115918398150266055e+00,1.109296694679749340e+00
3.114722944588917408e-01,1.116005862313493191e+00,1.114205920366952984e+00
3.116623324664932748e-01,1.116093398282959503e+00,1.110869214231248847e+00
3.118523704740948088e-01,1.116181006098170503e+00,1.113146715189205604e+00
3.120424084816962873e-01,1.116268685798676552e+00,1.115762753777754357e+00
3.122324464892978213e-01,1.116356437424071091e+00,1.116099807813458078e+00
3.124224844968993553e-01,1.116444261013993522e+00,1.121607176866094457e+00
3.126125225045008893e-01,1.116532156608126991e+00,1.112472963203532617e+00
3.128025605121023678e-01,1.116620124246198831e+00,1.118030957860309149e+00
3.129925985197039018e-01,1.116708163967982337e+00,1.114677894156437477e+00
3.131826365273054358e-01,1.116796275813292771e+00,1.122256503954004669e+00
3.133726745349069698e-01,1.116884459821992914e+00,1.126995253804662811e+00
3.135627125425084483e-01,1.116972716033988622e+00,1.118186474977329370e+00
3.137527505501099823e-01,1.117061044489230826e+00,1.123757808695031057e+00
3.139427885577115163e-01,1.117149445227715976e+00,1.115028622861959917e+00
3.141328265653130503e-01,1.117237918289484266e+00,1.110840292254315909e+00
3.143228645729145287e-01,1.117326463714620965e+00,1.112244869650622858e+00
3.145129025805160627e-01,1.117415081543257305e+00,1.111098721793389865e+00
3.147029405881175967e-01,1.117503771815568925e+00,1.113684774527165855e+00
3.148929785957191307e-01,1.117592534571775875e+00,1.116631659754923067e+00
3.150830166033206092e-01,1.117681369852144835e+00,1.122281783633056307e+00
3.152730546109221432e-01,1.117770277696986003e+00,1.120569714146170792e+00
