t,T1,T2,T_bridge,dT1_dt,dT1_dt_noisy
3.972794558911782126e+00,3.431069608225366778e+02,3.171476370034964702e+02,3.359323001388888770e+02,-5.285275075475142081e+00,-5.283672955115153336e+00
3.984796959391878168e+00,3.430436893526269841e+02,3.171915136103990562e+02,3.359175090839111704e+02,-5.257884907019560572e+00,-5.210524949814107742e+00
3.996799359871974211e+00,3.429807457156587134e+02,3.172351727660327469e+02,3.359027306596851759e+02,-5.230649567119196597e+00,-5.364168404481708841e+00
4.008801760352070254e+00,3.429181280573991444e+02,3.172786156274743234e+02,3.358879649676745771e+02,-5.203568295277019473e+00,-5.139826524333757973e+00
4.020804160832166296e+00,3.428558345324354946e+02,3.173218433466814759e+02,3.358732121083119182e+02,-5.176640333498458091e+00,-5.179698680449784653e+00
4.032806561312262339e+00,3.427938633041750336e+02,3.173648570704924055e+02,3.358584721809979783e+02,-5.149864926286103817e+00,-5.101398094691020013e+00
4.044808961792358382e+00,3.427322125448450834e+02,3.174076579406262795e+02,3.358437452841022832e+02,-5.123241320634484453e+00,-4.963205707475118800e+00
4.056811362272454424e+00,3.426708804354931317e+02,3.174502470936830036e+02,3.358290315149628213e+02,-5.096768766025430608e+00,-5.324854541659867380e+00
4.068813762752550467e+00,3.426098651659864913e+02,3.174926256611431086e+02,3.358143309698861003e+02,-5.070446514423636586e+00,-5.044351696518293515e+00
4.080816163232646510e+00,3.425491649350128114e+02,3.175347947693680339e+02,3.357996437441471471e+02,-5.044273820272735520e+00,-5.154185726589521899e+00
4.092818563712742552e+00,3.424887779500795091e+02,3.175767555395998443e+02,3.357849699319896217e+02,-5.018249940491537942e+00,-4.959030271351089425e+00
4.104820964192838595e+00,3.424287024275142244e+02,3.176185090879615132e+02,3.357703096266257035e+02,-4.992374134470818348e+00,-5.123705478213665288e+00
4.116823364672934638e+00,3.423689365924645926e+02,3.176600565254566959e+02,3.357556629202359773e+02,-4.966645664070355792e+00,-5.016185620770754916e+00
4.128825765153030680e+00,3.423094786788983583e+02,3.177013989579696727e+02,3.357410299039697179e+02,-4.941063793616362609e+00,-4.920790418040325243e+00
4.140828165633126723e+00,3.422503269296032045e+02,3.177425374862657463e+02,3.357264106679447195e+02,-4.915627789899110311e+00,-4.854276851255573177e+00
4.152830566113222766e+00,3.421914795961869800e+02,3.177834732059907878e+02,3.357118053012472387e+02,-4.890336922171179879e+00,-4.882857513237522262e+00
4.164832966593318808e+00,3.421329349390775860e+02,3.178242072076714635e+02,3.356972138919320514e+02,-4.865190462145803529e+00,-4.944473556044584939e+00
4.176835367073413963e+00,3.420746912275228055e+02,3.178647405767152350e+02,3.356826365270226802e+02,-4.840187683995562651e+00,-4.895540905767103546e+00
4.188837767553510005e+00,3.420167467395906442e+02,3.179050743934103025e+02,3.356680732925109396e+02,-4.815327864351605314e+00,-4.726877575226667183e+00
4.200840168033606048e+00,3.419590997621691599e+02,3.179452097329255480e+02,3.356535242733572773e+02,-4.790610282303012113e+00,-4.791160243871665614e+00
4.212842568513702091e+00,3.419017485909663492e+02,3.179851476653107625e+02,3.356389895534907737e+02,-4.766034219396437344e+00,-4.934415659080543470e+00
4.224844968993798133e+00,3.418446915305103175e+02,3.180248892554964186e+02,3.356244692158088583e+02,-4.741598959636287525e+00,-4.657232688809318510e+00
4.236847369473894176e+00,3.417879268874550007e+02,3.180644355660969609e+02,3.356099633439328045e+02,-4.717303786864315285e+00,-4.675678938892968262e+00
4.248849769953990219e+00,3.417314529789173321e+02,3.181037876530106701e+02,3.355954720205771764e+02,-4.693147988205240928e+00,-4.605806433680045942e+00
4.260852170434086261e+00,3.416752681427564085e+02,3.181429465614593255e+02,3.355809953246425152e+02,-4.669130858018974095e+00,-4.702793604656641868e+00
4.272854570914182304e+00,3.416193707247454654e+02,3.181819133319664274e+02,3.355665333342068948e+02,-4.645251692757931927e+00,-4.562436040915271107e+00
4.284856971394278347e+00,3.415637590784805866e+02,3.182206890003978401e+02,3.355520861265486587e+02,-4.621509790933290063e+00,-4.727616282933457370e+00
4.296859371874374389e+00,3.415084315653805334e+02,3.182592745979616780e+02,3.355376537781462503e+02,-4.597904453117801715e+00,-4.540904472031256134e+00
4.308861772354470432e+00,3.414533865546870857e+02,3.182976711512085330e+02,3.355232363646782687e+02,-4.574434981948979129e+00,-4.623473012911785140e+00
4.320864172834566475e+00,3.413986224234645874e+02,3.183358796820312477e+02,3.355088339610234129e+02,-4.551100682132465103e+00,-4.483665511640450241e+00
4.332866573314662517e+00,3.413441375566002876e+02,3.183739012076650283e+02,3.354944466412605379e+02,-4.527900860445868148e+00,-4.427336448804228830e+00
4.344868973794758560e+00,3.412899303468042262e+02,3.184117367406875019e+02,3.354800744786687687e+02,-4.504834825742773496e+00,-4.578433840943626265e+00
4.356871374274854603e+00,3.412359991946092350e+02,3.184493872890184889e+02,3.354657175457271592e+02,-4.481901888957160907e+00,-4.487024836907035130e+00
4.368873774754950645e+00,3.411823425083708798e+02,3.184868538559203444e+02,3.354513759141150331e+02,-4.459101363107942362e+00,-4.455205900462342328e+00
4.380876175235046688e+00,3.411289587042676317e+02,3.185241374399976166e+02,3.354370496547119274e+02,-4.436432563304023802e+00,-4.317466081519961030e+00
4.392878575715142730e+00,3.410758462063006959e+02,3.185612390351973318e+02,3.354227388375973078e+02,-4.413894806749416588e+00,-4.342838997612438412e+00
4.404880976195238773e+00,3.410230034462940125e+02,3.185981596308087660e+02,3.354084435320510806e+02,-4.391487412748735331e+00,-4.513415167149781304e+00
4.416883376675334816e+00,3.409704288638943694e+02,3.186349002114635596e+02,3.353941638065529673e+02,-4.369209702712988808e+00,-4.323448876642133065e+00
4.428885777155430858e+00,3.409181209065714029e+02,3.186714617571357735e+02,3.353798997287830730e+02,-4.347061000165548528e+00,-4.272552079227634358e+00
4.440888177635526901e+00,3.408660780296174835e+02,3.187078452431417190e+02,3.353656513656215452e+02,-4.325040630748427262e+00,-4.112660041155653090e+00
4.452890578115622944e+00,3.408142986961477732e+02,3.187440516401401851e+02,3.353514187831487448e+02,-4.303147922228746758e+00,-4.471062831904165868e+00
4.464892978595718986e+00,3.407627813771002820e+02,3.187800819141321540e+02,3.353372020466451318e+02,-4.281382204505573164e+00,-4.335017434498972477e+00
4.476895379075815029e+00,3.407115245512356978e+02,3.188159370264610288e+02,3.353230012205912658e+02,-4.259742809616807513e+00,-4.126405690808073956e+00
4.488897779555911072e+00,3.406605267051376131e+02,3.188516179338126335e+02,3.353088163686679195e+02,-4.238229071746451027e+00,-4.373736101607120119e+00
4.500900180036007114e+00,3.406097863332123552e+02,3.188871255882149853e+02,3.352946475537559650e+02,-4.216840327232054264e+00,-4.336786385624527007e+00
4.512902580516103157e+00,3.405593019376891561e+02,3.189224609370386361e+02,3.352804948379364873e+02,-4.195575914572339471e+00,-4.143867695034309406e+00
4.524904980996199200e+00,3.405090720286198120e+02,3.189576249229962741e+02,3.352663582824906712e+02,-4.174435174435050300e+00,-4.072594308347172287e+00
4.536907381476295242e+00,3.404590951238791945e+02,3.189926184841431223e+02,3.352522379478998005e+02,-4.153417449665077754e+00,-4.220285498402633451e+00
4.548909781956391285e+00,3.404093697491647390e+02,3.190274425538766536e+02,3.352381338938453723e+02,-4.132522085292633207e+00,-4.078509368063427232e+00
4.560912182436487328e+00,3.403598944379967861e+02,3.190620980609367621e+02,3.352240461792089263e+02,-4.111748428541761591e+00,-4.100052901598767008e+00
4.572914582916583370e+00,3.403106677317184676e+02,3.190965859294055917e+02,3.352099748620723290e+02,-4.091095828838965609e+00,-3.939220925437092014e+00
4.584916983396679413e+00,3.402616881794957067e+02,3.191309070787077076e+02,3.351959199997174892e+02,-4.070563637821990710e+00,-4.070715481792864132e+00
4.596919383876775456e+00,3.402129543383172177e+02,3.191650624236099816e+02,3.351818816486263586e+02,-4.050151209348818782e+00,-3.951126478152012123e+00
4.608921784356871498e+00,3.401644647729943927e+02,3.191990528742217066e+02,3.351678598644812155e+02,-4.029857899506750663e+00,-4.120169685438177076e+00
4.620924184836966653e+00,3.401162180561616424e+02,3.192328793359944257e+02,3.351538547021643240e+02,-4.009683066621835934e+00,-4.028170951568037950e+00
4.632926585317062695e+00,3.400682127682760552e+02,3.192665427097221027e+02,3.351398662157582180e+02,-3.989626071268175700e+00,-3.999296516644357702e+00
4.644928985797158738e+00,3.400204474976173969e+02,3.193000438915410655e+02,3.351258944585454742e+02,-3.969686276277530457e+00,-3.855775481529008175e+00
4.656931386277254781e+00,3.399729208402884524e+02,3.193333837729298352e+02,3.351119394830089391e+02,-3.949863046749164663e+00,-3.891901742797118757e+00
4.668933786757350823e+00,3.399256314002146269e+02,3.193665632407095245e+02,3.350980013408314448e+02,-3.930155750059506570e+00,-4.005331063188863894e+00
4.680936187237446866e+00,3.398785777877411078e+02,3.193995831777273224e+02,3.350840800832002628e+02,-3.910563755317938650e+00,-3.842366978949945278e+00
4.692938587717542909e+00,3.398317586099066148e+02,3.194324444673119388e+02,3.350701757630955058e+02,-3.891086429592419016e+00,-3.814023301949657441e+00
4.704940988197638951e+00,3.397851724963846891e+02,3.194651479803579832e+02,3.350562884298350355e+02,-3.871723148220119093e+00,-3.882887720452063984e+00
4.716943388677734994e+00,3.397388180881500830e+02,3.194976945813637599e+02,3.350424181312084215e+02,-3.852473290232049763e+00,-3.878239521735230788e+00
4.728945789157831037e+00,3.396926940330205866e+02,3.195300851306641903e+02,3.350285649144056492e+02,-3.833336236590967339e+00,-3.852716561133223028e+00
4.740948189637927079e+00,3.396467989856572558e+02,3.195623204844309271e+02,3.350147288260171763e+02,-3.814311370203281371e+00,-3.983810610802169805e+00
4.752950590118023122e+00,3.396011316075641844e+02,3.195944014946722405e+02,3.350009099120339329e+02,-3.795398075930985993e+00,-3.776523775118524107e+00
4.764952990598119165e+00,3.395556905670885612e+02,3.196263290092331317e+02,3.349871082178470374e+02,-3.776595740603752915e+00,-3.753137947681024933e+00
4.776955391078215207e+00,3.395104745394207839e+02,3.196581038717952197e+02,3.349733237882482513e+02,-3.757903753031141214e+00,-3.844456605407040151e+00
4.788957791558311250e+00,3.394654822065943449e+02,3.196897269218769111e+02,3.349595566674295810e+02,-3.739321504014819109e+00,-3.665076879027312273e+00
4.800960192038407293e+00,3.394207122574858886e+02,3.197211989948331166e+02,3.349458068989836761e+02,-3.720848386360976257e+00,-3.858145079943338995e+00
4.812962592518503335e+00,3.393761633878152111e+02,3.197525209218556483e+02,3.349320745259033174e+02,-3.702483794892691638e+00,-3.757665077031987266e+00
4.824964992998599378e+00,3.393318343001452604e+02,3.197836935299727656e+02,3.349183595905818720e+02,-3.684227126462511492e+00,-3.731749033361666523e+00
4.836967393478695421e+00,3.392877237038819658e+02,3.198147176420495157e+02,3.349046621348131225e+02,-3.666077779964898919e+00,-3.467326796766006858e+00
4.848969793958791463e+00,3.392438303152746357e+02,3.198455940767877337e+02,3.348909821997912104e+02,-3.648035156348968577e+00,-3.807953562674756487e+00
4.860972194438887506e+00,3.392001528574154463e+02,3.198763236487257018e+02,3.348773198261106927e+02,-3.630098658631085051e+00,-3.573835633110459042e+00
4.872974594918983549e+00,3.391566900602399528e+02,3.199069071682384902e+02,3.348636750537665989e+02,-3.612267691907641520e+00,-3.518055364148745312e+00
4.884976995399079591e+00,3.391134406605266918e+02,3.199373454415379570e+02,3.348500479221543742e+02,-3.594541663367701201e+00,-3.556769106963714400e+00
4.896979395879175634e+00,3.390704034018973516e+02,3.199676392706725210e+02,3.348364384700697087e+02,-3.576919982305883927e+00,-3.458739187870544907e+00
4.908981796359271677e+00,3.390275770348168294e+02,3.199977894535271616e+02,3.348228467357089926e+02,-3.559402060135160362e+00,-3.659675828847802403e+00
4.920984196839367719e+00,3.389849603165930603e+02,3.200277967838238169e+02,3.348092727566687472e+02,-3.541987310399573818e+00,-3.770013170630792665e+00
4.932986597319463762e+00,3.389425520113771881e+02,3.200576620511208716e+02,3.347957165699461370e+02,-3.524675148787194789e+00,-3.447993359890168197e+00
4.944988997799559804e+00,3.389003508901633950e+02,3.200873860408134988e+02,3.347821782119385716e+02,-3.507464993142864973e+00,-3.627047809609973861e+00
4.956991398279655847e+00,3.388583557307891851e+02,3.201169695341335455e+02,3.347686577184439898e+02,-3.490356263481120269e+00,-3.522996251135713575e+00
4.968993798759751890e+00,3.388165653179349306e+02,3.201464133081494765e+02,3.347551551246607460e+02,-3.473348381998907719e+00,-3.591232981741385277e+00
4.980996199239847932e+00,3.387749784431243825e+02,3.201757181357664308e+02,3.347416704651874966e+02,-3.456440773088537366e+00,-3.351206587393584346e+00
4.992998599719943975e+00,3.387335939047242732e+02,3.202048847857263354e+02,3.347282037740233704e+02,-3.439632863350334802e+00,-3.353117839863592575e+00
5.005001000200040018e+00,3.386924105079446008e+02,3.202339140226077348e+02,3.347147550845679689e+02,-3.422924081605525970e+00,-3.494930447796225526e+00
5.017003400680136060e+00,3.386514270648382876e+02,3.202628066068257340e+02,3.347013244296212520e+02,-3.406313858908899039e+00,-3.315964674447933191e+00
5.029005801160232103e+00,3.386106423943015784e+02,3.202915632946323399e+02,3.346879118413836522e+02,-3.389801628561539992e+00,-3.377673902629568570e+00
5.041008201640328146e+00,3.385700553220738129e+02,3.203201848381160630e+02,3.346745173514558473e+02,-3.373386826123526472e+00,-3.387325709179501043e+00
5.053010602120423300e+00,3.385296646807374259e+02,3.203486719852021452e+02,3.346611409908392147e+02,-3.357068889426467084e+00,-3.351327223222230423e+00
5.065013002600519343e+00,3.384894693097180038e+02,3.203770254796525023e+02,3.346477827899352633e+02,-3.340847258586123303e+00,-3.361122194571118715e+00
5.077015403080615386e+00,3.384494680552842283e+02,3.204052460610657818e+02,3.346344427785460311e+02,-3.324721376014857288e+00,-3.263220849633760245e+00
5.089017803560711428e+00,3.384096597705480463e+02,3.204333344648771913e+02,3.346211209858740858e+02,-3.308690686434158756e+00,-3.277655929389850620e+00
5.101020204040807471e+00,3.383700433154643292e+02,3.204612914223587836e+02,3.346078174405222398e+02,-3.292754636886872532e+00,-3.327701351530254925e+00
5.113022604520903514e+00,3.383306175568312710e+02,3.204891176606190584e+02,3.345945321704937214e+02,-3.276912676749679676e+00,-3.176287102168124044e+00
5.125025005000999556e+00,3.382913813682901036e+02,3.205168139026034169e+02,3.345812652031923449e+02,-3.261164257745136741e+00,-3.322311819221519524e+00
5.137027405481095599e+00,3.382523336303252108e+02,3.205443808670938779e+02,3.345680165654222264e+02,-3.245508833953914429e+00,-3.216815469647169135e+00
5.149029805961191641e+00,3.382134732302641282e+02,3.205718192687090209e+02,3.345547862833877844e+02,-3.229945861826855502e+00,-3.187730324701623985e+00
5.161032206441287684e+00,3.381747990576213851e+02,3.205991298204421014e+02,3.345415743834465161e+02,-3.214474798375382303e+00,-3.066594092391729198e+00
5.173034606921383727e+00,3.381363099969393033e+02,3.206263132373723579e+02,3.345283808933444902e+02,-3.199095098430145612e+00,-3.249639234765042239e+00
5.185037007401479769e+00,3.380980049593136414e+02,3.206533702194335547e+02,3.345152058371421617e+02,-3.183806226993012078e+00,-3.009497982361971413e+00
5.197039407881575812e+00,3.380598828638314899e+02,3.206803014617661916e+02,3.345020492381166264e+02,-3.168607651926738544e+00,-3.150991156764495926e+00
5.209041808361671855e+00,3.380219426353478411e+02,3.207071076559413427e+02,3.344889111191158690e+02,-3.153498843095591031e+00,-3.172896534160848159e+00
5.221044208841767897e+00,3.379841832044854755e+02,3.207337894899608841e+02,3.344757915025589909e+02,-3.138479272378673191e+00,-3.205726547472534271e+00
5.233046609321863940e+00,3.379466035076352455e+02,3.207603476482572660e+02,3.344626904104360960e+02,-3.123548413683377767e+00,-3.064919071777924664e+00
5.245049009801959983e+00,3.379092024869557918e+02,3.207867828116935129e+02,3.344496078643081773e+02,-3.108705742958538298e+00,-3.103812218514300003e+00
5.257051410282056025e+00,3.378719790903737135e+02,3.208130956575633945e+02,3.344365438853072874e+02,-3.093950738207547513e+00,-3.204311664800326032e+00
5.269053810762152068e+00,3.378349322715835115e+02,3.208392868595913114e+02,3.344234984941364246e+02,-3.079282879501378023e+00,-3.192071597127241755e+00
5.281056211242248111e+00,3.377980609900477020e+02,3.208653570879321819e+02,3.344104717110696470e+02,-3.064701648991528860e+00,-3.120253569771582303e+00
5.293058611722344153e+00,3.377613642109964189e+02,3.208913070091717259e+02,3.343974635559519015e+02,-3.050206530922642933e+00,-3.117807131309759505e+00
5.305061012202440196e+00,3.377248409054280387e+02,3.209171372863262377e+02,3.343844740481992517e+02,-3.035797011645370080e+00,-2.926766772472649158e+00
5.317063412682536239e+00,3.376884900501086122e+02,3.209428485788425860e+02,3.343715032067986499e+02,-3.021472579628754485e+00,-2.883918749831736683e+00
5.329065813162632281e+00,3.376523106275722625e+02,3.209684415425983843e+02,3.343585510503080513e+02,-3.007232725472704704e+00,-2.920376763085954064e+00
5.341068213642728324e+00,3.376163016261208440e+02,3.209939168299018775e+02,3.343456175968565276e+02,-2.993076941920190137e+00,-2.957290052917083578e+00
5.353070614122824367e+00,3.375804620398242264e+02,3.210192750894918277e+02,3.343327028641439824e+02,-2.979004723869489002e+00,-3.021828544653949677e+00
5.365073014602920409e+00,3.375447908685202378e+02,3.210445169665377989e+02,3.343198068694413223e+02,-2.965015568386099254e+00,-2.959567247294074832e+00
5.377075415083016452e+00,3.375092871178145515e+02,3.210696431026399864e+02,3.343069296295906270e+02,-2.951108974714587774e+00,-2.862638274111733327e+00
5.389077815563112495e+00,3.374739497990806854e+02,3.210946541358290460e+02,3.342940711610046947e+02,-2.937284444290353846e+00,-2.724187220918022678e+00
5.401080216043208537e+00,3.374387779294601728e+02,3.211195507005664354e+02,3.342812314796675537e+02,-2.923541480751135957e+00,-2.832251560220956588e+00
5.413082616523304580e+00,3.374037705318624489e+02,3.211443334277442432e+02,3.342684106011341214e+02,-2.909879589948438650e+00,-2.937920804377911033e+00
5.425085017003400623e+00,3.373689266349647369e+02,3.211690029446851895e+02,3.342556085405302611e+02,-2.896298279958746225e+00,-2.892495772381657559e+00
5.437087417483496665e+00,3.373342452732122752e+02,3.211935598751425118e+02,3.342428253125529523e+02,-2.882797061094696911e+00,-2.931051551209880035e+00
5.449089817963592708e+00,3.372997254868182040e+02,3.212180048393003631e+02,3.342300609314700068e+02,-2.869375445915908429e+00,-2.947615303510850104e+00
5.461092218443688751e+00,3.372653663217635653e+02,3.212423384537731863e+02,3.342173154111203530e+02,-2.856032949239868834e+00,-2.874457149461665306e+00
5.473094618923784793e+00,3.372311668297973029e+02,3.212665613316063968e+02,3.342045887649139218e+02,-2.842769088152400592e+00,-2.823207618931888874e+00
5.485097019403880836e+00,3.371971260684362051e+02,3.212906740822758138e+02,3.341918810058315330e+02,-2.829583382018206805e+00,-2.645993223350450396e+00
5.497099419883975990e+00,3.371632431009650759e+02,3.213146773116880013e+02,3.341791921464250095e+02,-2.816475352491107031e+00,-2.811272105495767892e+00
5.509101820364072033e+00,3.371295169964365641e+02,3.213385716221801545e+02,3.341665221988173471e+02,-2.803444523524100340e+00,-2.667708716027756832e+00
5.521104220844168076e+00,3.370959468296712203e+02,3.213623576125200998e+02,3.341538711747022603e+02,-2.790490421379323571e+00,-2.613741513266850003e+00
5.533106621324264118e+00,3.370625316812575534e+02,3.213860358779063517e+02,3.341412390853446368e+02,-2.777612574637778664e+00,-2.769731787611807938e+00
5.545109021804360161e+00,3.370292706375519742e+02,3.214096070099679423e+02,3.341286259415803102e+02,-2.764810514208929870e+00,-2.604030625447306235e+00
5.557111422284456204e+00,3.369961627906786816e+02,3.214330715967647052e+02,3.341160317538161166e+02,-2.752083773340001649e+00,-2.680590232883113266e+00
5.569113822764552246e+00,3.369632072385299466e+02,3.214564302227869916e+02,3.341034565320298384e+02,-2.739431887625320083e+00,-2.781185417121281755e+00
5.581116223244648289e+00,3.369304030847659419e+02,3.214796834689558409e+02,3.340909002857703172e+02,-2.726854395015255506e+00,-2.700336392530367835e+00
5.593118623724744332e+00,3.368977494388145146e+02,3.215028319126229235e+02,3.340783630241572837e+02,-2.714350835825023012e+00,-2.712063054020529940e+00
5.605121024204840374e+00,3.368652454158717546e+02,3.215258761275705979e+02,3.340658447558816420e+02,-2.701920752743460330e+00,-2.725154655737955345e+00
5.617123424684936417e+00,3.368328901369014261e+02,3.215488166840117970e+02,3.340533454892050145e+02,-2.689563690841400234e+00,-2.709441814140893801e+00
5.629125825165032460e+00,3.368006827286352518e+02,3.215716541485900848e+02,3.340408652319603675e+02,-2.677279197579981673e+00,-2.662858267232682596e+00
5.641128225645128502e+00,3.367686223235729130e+02,3.215943890843797703e+02,3.340284039915512722e+02,-2.665066822818760173e+00,-2.621648708770538683e+00
5.653130626125224545e+00,3.367367080599819360e+02,3.216170220508856801e+02,3.340159617749526433e+02,-2.652926118823594415e+00,-2.741414306339467366e+00
5.665133026605320588e+00,3.367049390817664403e+02,3.216395536041202945e+02,3.340035385887258030e+02,-2.640856640224388041e+00,-2.641795406424007453e+00
5.677135427085416630e+00,3.366733145198703596e+02,3.216619843074620917e+02,3.339911344412266203e+02,-2.628857936960516728e+00,-2.781093439155017499e+00
5.689137827565512673e+00,3.366418335195940017e+02,3.216843147155822180e+02,3.339787493393191085e+02,-2.616929564716728773e+00,-2.590850014788708133e+00
5.701140228045608715e+00,3.366104952459005517e+02,3.217065453714232035e+02,3.339663832877742493e+02,-2.605071086906049160e+00,-2.542711139327910708e+00
5.713142628525704758e+00,3.365792988683624571e+02,3.217286768150375451e+02,3.339540362910748854e+02,-2.593282068938989493e+00,-2.576886585103008720e+00
5.725145029005800801e+00,3.365482435611613710e+02,3.217507095835877067e+02,3.339417083534155495e+02,-2.581562078232744639e+00,-2.552976763040870178e+00
5.737147429485896843e+00,3.365173285030878105e+02,3.217726442113463463e+02,3.339293994787025781e+02,-2.569910684220054975e+00,-2.510916373864088502e+00
5.749149829965992886e+00,3.364865528775417829e+02,3.217944812296959185e+02,3.339171096705540549e+02,-2.558327458358285345e+00,-2.624837542779985267e+00
5.761152230446088929e+00,3.364559158725321026e+02,3.218162211671290152e+02,3.339048389322998673e+02,-2.546811974137816126e+00,-2.570716860070275001e+00
5.773154630926184971e+00,3.364254166806769035e+02,3.218378645492482519e+02,3.338925872669817068e+02,-2.535363807090650123e+00,-2.484271602709071658e+00
5.785157031406281014e+00,3.363950544992034111e+02,3.218594118987661545e+02,3.338803546773529547e+02,-2.523982534798655308e+00,-2.423793961325741098e+00
5.797159431886377057e+00,3.363648285299479994e+02,3.218808637355053861e+02,3.338681411658788534e+02,-2.512667736901596172e+00,-2.473175596767070772e+00
5.809161832366473099e+00,3.363347379793561345e+02,3.219022205763985767e+02,3.338559467347363920e+02,-2.501418995105058052e+00,-2.246133052869538460e+00
5.821164232846569142e+00,3.363047820584824308e+02,3.219234829354883232e+02,3.338437713858142502e+02,-2.490235893188160965e+00,-2.499371950406648057e+00
5.833166633326665185e+00,3.362749599829905947e+02,3.219446513239273031e+02,3.338316151207130247e+02,-2.479118017011026964e+00,-2.379151974075542242e+00
5.845169033806761227e+00,3.362452709731535947e+02,3.219657262499781609e+02,3.338194779407450028e+02,-2.468064954522181331e+00,-2.341392186697173194e+00
5.857171434286857270e+00,3.362157142538534345e+02,3.219867082190136216e+02,3.338073598469342187e+02,-2.457076295765600715e+00,-2.470453280399778517e+00
5.869173834766953313e+00,3.361862890545812093e+02,3.220075977335163770e+02,3.337952608400165673e+02,-2.446151632887690663e+00,-2.528202921107964851e+00
5.881176235247049355e+00,3.361569946094372767e+02,3.220283952930791429e+02,3.337831809204395768e+02,-2.435290560144086847e+00,-2.553550852896806056e+00
5.893178635727145398e+00,3.361278301571309726e+02,3.220491013944046017e+02,3.337711200883627498e+02,-2.424492673906136098e+00,-2.408264973923218921e+00
5.905181036207241441e+00,3.360987949409808948e+02,3.220697165313055166e+02,3.337590783436572224e+02,-2.413757572667342810e+00,-2.302728377213459687e+00
5.917183436687337483e+00,3.360698882089146764e+02,3.220902411947046744e+02,3.337470556859058775e+02,-2.403084857049504031e+00,-2.375918017163962226e+00
5.929185837167432638e+00,3.360411092134692126e+02,3.221106758726347721e+02,3.337350521144034587e+02,-2.392474129808778383e+00,-2.375188522271803215e+00
5.941188237647528680e+00,3.360124572117904336e+02,3.221310210502386440e+02,3.337230676281564570e+02,-2.381924995841401049e+00,-2.419846384142671614e+00
5.953190638127624723e+00,3.359839314656333613e+02,3.221512772097691482e+02,3.337111022258831667e+02,-2.371437062189336586e+00,-2.315334088909979382e+00
5.965193038607720766e+00,3.359555312413622232e+02,3.221714448305889960e+02,3.336991559060135728e+02,-2.361009938045780299e+00,-2.574593043190152475e+00
5.977195439087816808e+00,3.359272558099503954e+02,3.221915243891710361e+02,3.336872286666894638e+02,-2.350643234760328326e+00,-2.327405909622856761e+00
5.989197839567912851e+00,3.358991044469803455e+02,3.222115163590981410e+02,3.336753205057644891e+02,-2.340336565844041594e+00,-2.337523934888745547e+00
6.001200240048008894e+00,3.358710764326436902e+02,3.222314212110631502e+02,3.336634314208039882e+02,-2.330089546974352555e+00,-2.467123571630526868e+00
6.013202640528104936e+00,3.358431710517411943e+02,3.222512394128689266e+02,3.336515614090850477e+02,-2.319901795999740557e+00,-2.102342003585354391e+00
6.025205041008200979e+00,3.358153875936827149e+02,3.222709714294284140e+02,3.336397104675966148e+02,-2.309772932944204271e+00,-2.448514256099663111e+00
6.037207441488297022e+00,3.357877253524872003e+02,3.222906177227644662e+02,3.336278785930393269e+02,-2.299702580011619979e+00,-2.407454629696386128e+00
6.049209841968393064e+00,3.357601836267829185e+02,3.223101787520099606e+02,3.336160657818256823e+02,-2.289690361589910239e+00,-2.409776672345192772e+00
6.061212242448489107e+00,3.357327617198070016e+02,3.223296549734078553e+02,3.336042720300798692e+02,-2.279735904254881707e+00,-2.168699124079012996e+00
6.073214642928585150e+00,3.357054589394060145e+02,3.223490468403111890e+02,3.335924973336378798e+02,-2.269838836774134005e+00,-2.358647322890052855e+00
6.085217043408681192e+00,3.356782745980353866e+02,3.223683548031827399e+02,3.335807416880475103e+02,-2.259998790110582689e+00,-2.193133148814161437e+00
6.097219443888777235e+00,3.356512080127598097e+02,3.223875793095956510e+02,3.335690050885683036e+02,-2.250215397425855635e+00,-2.191464382173730296e+00
6.109221844368873278e+00,3.356242585052531240e+02,3.224067208042328048e+02,3.335572875301715499e+02,-2.240488294083625487e+00,-2.214521252978811638e+00
6.121224244848969320e+00,3.355974254017982616e+02,3.224257797288872212e+02,3.335455890075404000e+02,-2.230817117652575732e+00,-2.361575008318266722e+00
6.133226645329065363e+00,3.355707080332873034e+02,3.224447565224620007e+02,3.335339095150696380e+02,-2.221201507909328132e+00,-2.282412145708110351e+00
6.145229045809161406e+00,3.355441057352214216e+02,3.224636516209700403e+02,3.335222490468659089e+02,-2.211641106841184090e+00,-2.044329609837776562e+00
6.157231446289257448e+00,3.355176178477109943e+02,3.224824654575344312e+02,3.335106075967477182e+02,-2.202135558648621316e+00,-2.331210998586882965e+00
6.169233846769353491e+00,3.354912437154754343e+02,3.225011984623883450e+02,3.334989851582451479e+02,-2.192684509747658606e+00,-2.275850005784502361e+00
6.181236247249449534e+00,3.354649826878434169e+02,3.225198510628746931e+02,3.334873817246001977e+02,-2.183287608772162880e+00,-2.199512261050200923e+00
6.193238647729545576e+00,3.354388341187526521e+02,3.225384236834466378e+02,3.334757972887666710e+02,-2.173944506575736124e+00,-2.093045499371998908e+00
6.205241048209641619e+00,3.354127973667499987e+02,3.225569167456673085e+02,3.334642318434099479e+02,-2.164654856233678260e+00,-2.139490937173191387e+00
6.217243448689737662e+00,3.353868717935431505e+02,3.225753306690895670e+02,3.334526853810421585e+02,-2.155418312517911161e+00,-2.081213896588377299e+00
