m1,m2,I,R,a2
6.301723374825707324e-01,5.258300107626102671e-01,5.721590958770563298e-03,1.004421371097014293e-01,-4.294965813146796318e-02
6.516413546446649940e-01,1.155823415845719682e+00,6.370821555636683618e-04,1.091591863060383388e-01,1.678888161889549036e+00
1.447204459152356737e+00,1.372023220170229596e+00,3.779107442319270486e-03,1.102314314167621850e-01,-5.640973426085410525e-03
4.125076264608446008e-01,8.403670696012844887e-01,5.291786953124526065e-03,1.127163345902527369e-01,1.413510293562401321e+00
3.148780330860586063e-01,4.027486959087199225e-01,9.659340084155396827e-03,8.667173063294827950e-02,9.242014804462923144e-03
5.966159088792238885e-01,7.863142587879787815e-01,6.335463314974679530e-03,5.336007877027868634e-02,6.958166494537901085e-03
1.035507844973546865e+00,1.231458936519288061e+00,8.446793881882172506e-03,1.156376189425556700e-01,9.526607288642439941e-02
5.504911602181413732e-01,4.227233899718088606e-01,7.280886009943093526e-03,4.146638799915782631e-02,-3.613807276353254863e-04
1.117567118545951477e+00,4.442319022585864974e-01,8.423655015795334169e-03,4.722275332055181352e-02,-6.700873202552043439e-02
1.103619430421581393e+00,1.341952289874582371e+00,1.005504856753189173e-03,8.420664367634793368e-02,1.551447954508717308e-01
7.696522988809961774e-01,1.159647447456548131e+00,5.435638132733584121e-03,9.933543378302156501e-02,5.618161465049553716e-01
1.285109080649033064e+00,1.082406498880368773e+00,2.157291937384103481e-03,3.076944891817028765e-02,-1.611905329862017974e-03
6.209186047552667231e-01,1.430397875253687223e+00,7.055714032920709818e-03,8.289711207184261021e-02,1.229498002933788081e+00
1.010151931641746215e+00,1.172296359777935004e+00,9.393432338810063509e-03,3.620491106288721561e-02,1.065112847266022102e-04
9.020298641347199720e-01,4.353587454877725915e-01,2.585233213804497259e-03,9.764574450147206486e-02,-1.627435196365339287e+00
2.932023594725662319e-01,1.481380448398518901e+00,6.541966958026036944e-04,8.349363859093694717e-02,4.731852029520796421e+00
6.513934997930638238e-01,1.445008289707144122e+00,6.447681650095789078e-03,6.520513479856139549e-02,6.291859096489637038e-01
9.320801182293291243e-01,3.804424036618415106e-01,6.627641177849272723e-03,7.573982164446184384e-02,-7.217865404294930842e-01
1.468874678158948122e+00,1.050870719635695005e+00,1.768776319103160894e-03,6.617759157410668669e-02,-2.994248292510340859e-01
1.218747140934155704e+00,5.066187994976854014e-01,4.075201095095171838e-03,1.022371340289201375e-01,-2.143772426603101966e+00
8.251790949439388179e-01,5.663161440295619853e-01,4.852545048306843543e-03,6.418146483855440010e-02,-7.490149826564669600e-02
4.554116143409263628e-01,1.149014971383033989e+00,4.970185847999553184e-04,1.037054670508332915e-01,2.949245870782187140e+00
5.509512111416110525e-01,2.186328192618649247e-01,9.703221953518682136e-03,7.463609950485122768e-02,-1.610844697067256859e-01
2.551512284943482367e-01,9.234601370944268695e-01,1.299433179130490184e-03,6.504669744844134016e-02,2.496985361010638282e+00
9.560550557449289943e-01,1.455799288107178402e+00,5.018072876555898336e-04,1.110631768913033640e-01,1.141457519307689461e+00
7.514992949279064582e-01,1.043912787094747552e+00,2.033543032796747158e-03,7.972045518131341824e-02,3.337664666698598737e-01
1.056105571469356130e+00,5.631856478172763136e-01,4.919737146482543524e-03,8.920274471689609852e-02,-9.378653755477381893e-01
8.909012930522420826e-01,1.497658012544780703e+00,6.011214862826577514e-03,7.595292242794576820e-02,5.143777243657571274e-01
7.418193796451466593e-01,5.795819913937730883e-01,8.223646069199577746e-03,1.025938111884325682e-01,-8.696219785907355337e-02
6.576337674442946923e-01,5.479240097144771893e-01,2.119346272777168291e-03,9.517946266750712536e-02,-8.571825838049212942e-02
2.528089204771762910e-01,6.321739648509421272e-01,8.534895751906284439e-03,3.140828707797402308e-02,8.309315132966900138e-04
1.477857191752503407e+00,7.564734452789887431e-01,7.208711950146764677e-03,5.175091287129410939e-02,-1.424777090216503561e-01
2.977564750322747589e-01,4.847927254943040776e-01,4.539643597241774589e-03,6.518237804174886740e-02,6.367246797197133323e-02
2.331059167753701256e-01,2.676234625354195762e-01,7.219878132427190627e-03,8.933491936880144646e-02,1.596241213905012389e-03
4.798937934078729151e-01,1.123409660612493699e+00,7.344148075317650549e-03,1.004417394656564461e-01,1.509944608890843032e+00
3.770421206676765613e-01,3.246651498467995056e-01,9.773263579648755126e-03,1.166413957512806854e-01,-1.048182385020641691e-02
1.232762688258894679e+00,8.687055705878837797e-01,8.985034566106907261e-03,1.013079329688778008e-01,-3.172131736864362006e-01
3.971185637988509098e-01,4.276194642049862549e-01,7.316610829888017115e-03,1.089306143788489195e-01,1.957347469702582724e-03
6.419350870628519612e-01,1.334993859332004540e+00,3.889681259004732026e-03,8.203995356982993203e-02,1.344313061213138871e+00
2.172228952785680567e-01,8.622288766731333043e-01,3.934172047818536126e-03,1.043217122811233161e-01,2.994322165665146418e+00
1.411039814018295591e+00,9.269303418866540190e-01,7.211599221592379823e-03,8.607722394774698638e-02,-3.926746705755698730e-01
6.173525129338581774e-01,1.094408098365530435e+00,7.905597741980624829e-03,9.631049768320484872e-02,7.100489475721183386e-01
1.295741936515133252e+00,1.225348698669731284e+00,2.357117096465098215e-03,5.805908682446285496e-02,-1.005943451202235325e-03
1.450515293749919277e+00,1.444032038805224571e+00,9.224159529646671143e-03,8.030891079317624415e-02,-5.514509164840248733e-07
1.145687627063375125e+00,4.683905965538540106e-01,1.573948105661389938e-03,1.016569025767381507e-01,-2.583096189048868396e+00
5.389644105298215804e-01,7.035203199013244646e-01,4.287901655774694308e-03,6.905668551479465789e-02,4.009313246301626776e-02
8.397891171575259106e-01,6.958740205164780646e-01,6.566654472442968321e-03,1.104263906826022934e-01,-8.410295619512134224e-02
1.217447520720119192e+00,6.847680283922182864e-01,3.122189310187459526e-03,8.765413709399789977e-02,-1.078928373624391535e+00
1.108240004166182624e+00,1.100878193558711526e+00,5.097823260791568487e-03,8.695394906238898547e-02,-3.454408195843536069e-06
1.275843207700043003e+00,9.989702428618967289e-01,4.353905591080048550e-03,4.810441332164815120e-02,-1.421616331346905321e-02
9.079465155383407149e-01,1.277868489345412417e+00,5.182125044786549568e-03,6.607644195873982329e-02,1.181837845653884583e-01
1.054753386694679884e+00,1.214740492548084028e+00,4.851514724626804220e-03,8.865672388013504102e-02,3.481514252495782752e-02
6.721550912683049717e-01,1.381594460212828501e+00,7.924769492159247294e-03,9.548709354214660050e-02,1.209789314673817007e+00
4.488281734212276608e-01,1.344728910246132392e+00,6.199941428345446398e-03,4.695453286924856223e-02,2.424555373091046850e-01
1.106412345506096129e+00,1.330278296651769443e+00,8.831531513701900565e-03,5.097205843992901747e-02,2.725204590649674304e-03
2.037470433699430927e-01,3.561981007752768602e-01,8.924779287422641982e-03,9.498486583038191766e-02,1.040686130145768717e-01
1.219045223689213531e+00,5.367774305302031035e-01,8.081901637059154403e-03,9.702495212886705356e-02,-1.350142132783772375e+00
2.094031865174903750e-01,6.609663031435220049e-01,2.454647364481490467e-03,7.593078128436739349e-02,1.673056956133302853e+00
1.001841196821096958e+00,2.774962689376418434e-01,7.929810909653655163e-03,9.692784357591414934e-02,-1.980291724671197073e+00
9.729980058588753034e-01,1.288698928633992491e+00,5.524727387014258424e-03,3.174186130099464209e-02,1.120912442727246090e-03
3.371661470383888748e-01,3.753168541460005780e-01,9.293375145509524121e-03,9.905582154006256634e-02,1.829651070009384638e-03
9.698629793399864418e-01,1.032476637716600587e+00,2.766398035244090840e-03,5.922138781786474848e-02,9.994137099643470717e-04
1.185201182255352315e+00,5.663000513602228780e-01,7.051066245051221433e-03,9.028722349853429696e-02,-1.069687367588186167e+00
8.967895456816972199e-01,3.126255849071869486e-01,3.003217303482717988e-03,3.044265108951087206e-02,-3.134540035118243972e-02
1.074588715800459893e+00,1.285033582510298755e+00,7.665212882512272702e-03,5.711913735779975548e-02,5.843379939690841740e-03
1.121273226517150556e+00,1.035791907839878512e+00,2.105999552558899136e-03,7.502478116838784405e-02,-6.450044840237622798e-03
4.676828471011139632e-01,4.418317249939703317e-01,4.357670704713265293e-03,8.852689311495297309e-02,-8.051421186017397678e-04
1.404601458337303654e+00,1.404641835644078851e+00,4.880847313866848967e-03,1.101993069410884263e-01,8.028552575430174538e-13
6.258038837535891963e-01,9.365434181737359864e-01,1.512563910853173240e-03,4.931137308577077799e-02,1.455041947285369286e-01
9.588125429209384265e-01,9.418939058724071778e-01,9.948112332150416820e-03,8.113256759024244091e-02,-1.689830359618375573e-05
3.341377548092234750e-01,2.252342288366688261e-01,5.379978714083779624e-03,5.535210588390191561e-02,-4.285354528015884387e-03
1.495326522150868698e+00,2.310256268337276542e-01,1.138637054757582001e-03,7.663007384437096892e-02,-4.807941798324240956e+00
1.050383441105095850e+00,3.163138970344344658e-01,7.459818499840078186e-04,7.600898940663286529e-02,-3.183572677181986776e+00
8.003213235086393817e-01,7.062636261135675220e-01,7.499520280882836926e-03,4.884139767150088435e-02,-3.236289403827065586e-04
9.359556701784903510e-01,9.191237693636272743e-01,3.553035020611417481e-03,1.001071098299447237e-01,-1.278730538923765101e-04
2.353448189804782098e-01,8.869794469622317434e-01,4.389174464184287931e-04,5.046556073515866270e-02,2.580539405301113920e+00
5.121035398826625507e-01,1.268465418687831692e+00,6.631460738643722187e-03,1.188309315085842310e-01,2.267579165181904166e+00
1.467095773558929395e+00,4.161778040734117057e-01,6.831508688673449889e-03,3.547180053459821070e-02,-5.611429384221159472e-02
3.053409760378566484e-01,8.736228217421924125e-01,5.573417088096208061e-03,6.675409274488607048e-02,6.584035891664291595e-01
3.842111622594020504e-01,1.304692953555954826e+00,4.143566812557554664e-03,4.197432270383322228e-02,3.114153956165022774e-01
9.450004395180360284e-01,2.697486951870373684e-01,6.860156302095885700e-03,6.500648809423074936e-02,-6.462067575753503990e-01
1.206163762943456286e+00,8.687383059741472513e-01,2.231051578842636537e-03,6.181188682640315762e-02,-1.767812742732594311e-01
1.308735108369488032e+00,5.445275919971390710e-01,8.032028873534331759e-03,9.266678715020490453e-02,-1.425264047404868339e+00
1.319596767694883876e+00,1.457744298391273174e+00,1.095738120751138219e-03,6.898508685508426830e-02,1.570877311498128023e-02
1.188288803326335463e+00,3.182424267795156969e-01,3.010840930493390542e-03,1.061544373622409360e-01,-3.545940122019187069e+00
6.519550564707374818e-01,6.645186533813204344e-01,4.936369341219788882e-03,1.137968113091609862e-01,1.276121306273346164e-04
9.560555000764662248e-01,3.903449114976237921e-01,1.379932214456433461e-03,7.449662947391504086e-02,-1.917419861002810144e+00
1.257060053972848257e+00,7.256129828505341051e-01,7.121390292848590875e-03,1.066726758826084392e-01,-9.858934106339426462e-01
3.804995939688121664e-01,1.204370095207595304e+00,8.305050334263154935e-03,3.489500479747330297e-02,1.656353958659632919e-02
3.058467451010659643e-01,2.726039240033208411e-01,8.926527851811142528e-03,5.409554847241856979e-02,-3.002157136533971447e-05
7.961607545985194268e-01,7.376911880691141565e-01,1.113364613254478816e-03,7.936024028327662294e-02,-7.170743328358022452e-03
6.034424373571228850e-01,1.304291839728909608e+00,6.590914944260765733e-03,4.908980394448434620e-02,1.340179340815812192e-01
2.048551490342969406e-01,4.687708175484045503e-01,4.357647493186966176e-03,1.043248373581498328e-01,1.080055488781040962e+00
8.719225729960172755e-01,1.326690799620313888e+00,2.310422171176425808e-03,1.156016071979686505e-01,1.023838742521113732e+00
6.848711093487122037e-01,2.657795149219219777e-01,9.186496841561113055e-03,3.742110242396608916e-02,-3.314438549058449160e-03
1.348074907644582821e+00,4.031654525241620268e-01,7.893405439077775046e-03,1.064186548362474061e-01,-2.597432420542551412e+00
6.344288334085771419e-01,1.191828905891826329e+00,4.351744272146079381e-03,7.887841600757741767e-02,8.494587124077395135e-01
1.061472382655896940e+00,4.733428211601067304e-01,5.965749133735151651e-03,9.234292295967129471e-02,-1.307934542283840873e+00
9.385018945568214255e-01,3.357331942068866315e-01,5.720085914764051586e-03,3.568931156714517938e-02,-2.116577546979627952e-02
5.895665931796074677e-01,9.064264917347790718e-01,6.917534591171200023e-03,1.187312361586902731e-01,6.568567071471569374e-01
8.078956733537996371e-01,7.207266899024429296e-01,8.507387832778065193e-03,6.669560589515945159e-02,-1.313276039294974332e-03
6.779579490211424808e-01,5.561985135691830395e-01,6.836738306306355470e-03,3.362180931635232184e-02,-7.571966189106196321e-05
5.088618649669529592e-01,2.302056845947911545e-01,7.653117616387154938e-03,1.101388646811384819e-01,-8.015954050490586846e-01
3.145592992820920863e-01,2.173760144830937380e-01,1.805080161965331694e-03,9.244078988174826705e-02,-2.221291694744552125e-01
2.677577235567040193e-01,6.427668738382142921e-01,4.499550266158176826e-03,5.308071374170151430e-02,1.318148372572643945e-01
4.895140590057757701e-01,6.852389439912819347e-01,9.248559094944324918e-03,4.721797236028393158e-02,1.632995237906132010e-03
3.083150706492787108e-01,2.571367670421532692e-01,7.381549897820019988e-03,8.706209212718682422e-02,-3.884460913708536953e-03
3.958206187801974751e-01,6.477533606141883116e-01,4.744710053707539357e-03,6.460974443655319310e-02,1.004407183349723121e-01
3.623958511389562265e-01,1.405559404150482417e+00,6.433671976279956364e-03,5.328153821839418797e-02,6.298494333750660479e-01
6.852885443051993652e-01,8.646923871480057811e-01,2.956190913045365042e-03,7.542434862015413854e-02,8.078087161759969770e-02
5.096260063116053729e-01,6.424772729330983090e-01,3.606042202561279982e-04,5.882848061390846817e-02,9.622499845424595244e-02
2.057315262191760086e-01,1.193644797633622412e+00,4.944996999112600492e-04,1.046427212399018009e-01,5.246748471682865400e+00
2.427857530351373860e-01,1.143027431764304769e+00,2.076197658679681222e-03,9.365747656628932438e-02,3.972447296141666584e+00
1.487069699961639735e+00,1.187727138565429108e+00,3.743903900933869423e-03,5.096555444131701390e-02,-2.350485769932494223e-02
5.186878286086596956e-01,9.861015002438087151e-01,9.297343922909170541e-03,6.468426442208267957e-02,1.266214887679597001e-01
2.530758818107219366e-01,2.389244979430897864e-01,8.937321605046972400e-03,5.152312654262408004e-02,-1.703312409621694311e-06
1.013812726750547233e+00,2.976356758149405479e-01,1.031231414199519159e-03,6.576345607211257771e-02,-2.692482689793348261e+00
9.171333616076646766e-01,1.313170720099842592e+00,9.648065269836859827e-04,1.151943648932572811e-01,8.667056532777845934e-01
7.055069749818608793e-01,1.326105416219254929e+00,2.796828808633936188e-03,3.480813399678699821e-02,6.476867384863925492e-02
1.153331383778192887e+00,7.237390878806629901e-01,6.753672157145248697e-03,6.981996281961901085e-02,-1.937495765199621356e-01
1.418077772021753002e+00,1.389242853646761811e+00,2.465826303160376532e-03,6.571888082844279388e-02,-8.383346714211385904e-05
7.152618281132828715e-01,1.037069741313922266e+00,7.983079594622622538e-03,5.031625886072157994e-02,1.198815660364195741e-02
6.879235749900214358e-01,1.201555665967423137e+00,2.632183843552279856e-03,6.811210862490804652e-02,6.663392148276001681e-01
8.684383522577512338e-01,7.954093062591817143e-01,2.356726009537750324e-03,1.193567134961712739e-01,-2.540972111263414476e-02
5.048189296420324546e-01,6.994767902907990109e-01,1.296840015082759319e-03,1.080230850672285470e-01,5.321949331022621799e-01
4.261660840925897697e-01,7.094137343030080256e-01,7.114943505991542377e-03,7.402200800225909594e-02,1.307982430405416618e-01
7.052853209499858611e-01,6.227254155455689277e-01,7.260064223927454154e-04,3.777852147682631695e-02,-2.976323090324352067e-03
1.080124735648557044e+00,5.671847791504224245e-01,6.853374409968469513e-04,9.787713036571978054e-02,-1.809443234945785628e+00
2.192010063952851695e-01,1.446380948190410853e+00,8.450528979378373658e-04,1.152092158692243629e-01,5.655629691543761162e+00
3.799138219789875981e-01,4.698930146243385786e-01,2.694370209879230066e-03,8.103926895900175065e-02,4.201849374622897149e-02
1.250540557781758544e+00,7.351384985455720056e-01,7.196609948825138763e-03,1.048795619280859792e-01,-8.969209062770088225e-01
6.317888791316959018e-01,8.148391336981473110e-01,7.815543752943516012e-03,4.141195010220032752e-02,7.411417346268583256e-04
9.269026884936258925e-01,7.961481669836882880e-01,1.536240537944423947e-03,8.948904827876794088e-02,-6.775117376161046701e-02
2.721417911134111911e-01,4.322663272360869335e-01,8.475754096783501626e-03,7.876785847720156608e-02,3.963687283831580921e-02
9.160055630435741669e-01,6.732361927010528380e-01,8.344043332919664699e-03,9.258534769679714616e-02,-1.305754374319155198e-01
2.360595213665316050e-01,7.898112978045365162e-01,3.954544347234570031e-03,1.128053760747876333e-01,2.753850065810483194e+00
4.694359670748617930e-01,6.861160810547404232e-01,2.523598940843149209e-03,9.885871405453361405e-02,4.889190400350780785e-01
7.822658381006324380e-01,3.238791431205640947e-01,4.967791268456147116e-03,7.561589288405870524e-02,-7.704151106956718120e-01
8.809559919532449213e-01,2.938944617918524682e-01,2.667754262340128399e-03,3.371066782733252859e-02,-7.950506911136004384e-02
3.629009063453036976e-01,1.315639130164919512e+00,3.360536761915325007e-03,6.435176374426464230e-02,1.931989226084946498e+00
7.967477072606983235e-01,4.584275029949840263e-01,2.049279190910642100e-03,4.957808643386200920e-02,-1.810889208902245473e-01
1.214628551991800309e+00,6.544158997863190885e-01,8.038619856230612773e-03,1.075685002576837884e-01,-1.100961708142859763e+00
1.117523640191986134e+00,1.460926238155934032e+00,6.457598215900989952e-03,3.071497661680073002e-02,7.429099804877022442e-04
6.798035374510482676e-01,7.281020200470597059e-01,1.573493382791034791e-03,5.459238892755047257e-02,1.088294237724726039e-03
8.449880856811430307e-01,5.958440408558397516e-01,5.948713708060777115e-03,3.843056573725960740e-02,-2.161274531049498567e-03
1.238703630367560038e+00,4.777915035353011430e-01,4.064005889918399263e-03,8.738698592147853272e-02,-1.976848853124896443e+00
5.421288813493861936e-01,8.424763143108728869e-01,9.492989998169335669e-03,1.131875966885376172e-01,4.571197916924812366e-01
3.822866218992730380e-01,1.030579474875308321e+00,9.447875275641549192e-03,1.063568529147215919e-01,1.630082852359382217e+00
1.459709389056212281e+00,9.476423696382012540e-01,5.888831674573444599e-03,4.498529463612806201e-02,-3.356885825309381677e-02
1.334909552933928323e+00,7.952720381763774826e-01,8.350622678787916753e-03,6.524661709059667580e-02,-1.685529673771074266e-01
1.336444201701107781e+00,3.162520058433169745e-01,2.855355138189432079e-03,5.316368414997634656e-02,-1.614434409652065083e+00
8.203239399389455899e-01,8.747396922401569075e-01,1.379890750016920901e-03,4.887373842869539159e-02,8.259069172068308345e-04
2.459577146449987706e-01,4.703656813198487940e-01,8.581359973791859858e-03,6.811189827515766460e-02,4.199448452793144021e-02
1.165852560755080258e+00,1.151261291036414836e+00,4.120228681077072429e-03,4.174012403295915274e-02,-1.066766284533407758e-06
1.227205216027754453e+00,1.395679810355566985e+00,5.489043559653862189e-03,6.795435727106274859e-02,9.932859133866909357e-03
1.454670025195534677e+00,1.335131276357926167e+00,7.496235026279184088e-03,5.834828626344948366e-02,-1.029771695584378362e-03
2.465147271708052201e-01,3.044015212058014397e-01,9.557304760177132152e-03,8.619353266696956617e-02,3.160219160308320573e-03
1.256655155786117417e+00,6.650294868021751071e-01,3.779509014733837755e-03,1.040222785136544065e-01,-1.503194662504392820e+00
6.378375582175993541e-01,5.286835038301389567e-01,2.383261998596453591e-03,8.790530922168322825e-02,-6.554104738841413924e-02
1.066566627890104257e+00,2.371117455367521276e-01,3.884150547006357044e-04,7.873093694402562293e-02,-4.244564841284520718e+00
1.370728384873021177e+00,1.498375958571333877e+00,5.409103213991819231e-03,3.442214307999452022e-02,1.100678218421279091e-04
5.271035360839980699e-01,5.118327813223233491e-01,9.004238145868400604e-04,8.655812680643054646e-02,-4.277747522493255622e-04
1.491456685456040043e+00,3.699490935334312502e-01,5.159581838188190619e-03,5.862890879211159895e-02,-1.326929768244556218e+00
2.492032988367356983e-01,1.048643662704693558e+00,6.288115083492379180e-03,1.138196321641807840e-01,3.148846099504868157e+00
3.491302614481979205e-01,4.324533155399461481e-01,2.673781403904528387e-03,5.478503725149738712e-02,5.936575580134793861e-03
8.248810634547989462e-01,5.046932185690872208e-01,3.224429496520915539e-03,4.063863169928636637e-02,-2.567171325233687587e-02
1.134636061506117288e+00,2.919963324843393160e-01,8.160997052061825033e-03,6.430520394763857006e-02,-7.097431902948991844e-01
1.404442111991670794e+00,9.976999543970844764e-01,4.822683144633801815e-03,6.770461696445112532e-02,-1.583594198495046623e-01
1.301452881815101215e+00,1.115417755086928198e+00,6.008343893663839301e-03,1.102551601319178703e-01,-8.070702637601412377e-02
1.461667344068254160e+00,1.071368134288620988e+00,1.634043803494516318e-03,8.784426132006505072e-02,-4.562583123927158590e-01
7.737662312520933172e-01,5.729534799821809354e-01,7.663108904978847141e-03,6.581802336606583370e-02,-1.978723019829125435e-02
7.282100096160615266e-01,1.033267398168642215e+00,7.365591808792836849e-03,4.578419144673426949e-02,6.718162284536199035e-03
9.662851199827930948e-01,1.363513421950277138e+00,1.484752392901806566e-03,3.651501432254000701e-02,4.813959522393564117e-02
1.099533670114827499e+00,5.240207178957029255e-01,9.837010609186045557e-03,6.568277517867594784e-02,-2.046221115916743993e-01
1.373745501726825413e+00,4.837353152134271639e-01,8.047441435246242922e-04,6.740053161774016421e-02,-2.676251158541077757e+00
9.696304534990816126e-01,1.263319850184816850e+00,7.590316133897430199e-03,1.033374407292667468e-01,2.108052171523169538e-01
1.377758334456711253e+00,6.298146667797767106e-01,2.198685745218763570e-03,9.541100048835064740e-02,-2.112333047581478329e+00
7.403818756013755831e-01,1.378889530728115709e+00,9.611699763609338545e-03,1.130289703643777011e-01,1.193895590220168668e+00
1.202765965562225148e+00,1.223445352965585320e+00,5.230027516155711861e-03,9.785237435693334984e-02,9.598334003338047319e-05
1.497487693752914684e+00,3.518484002710866587e-01,5.785418691774291133e-03,1.131818360305684446e-01,-3.728251446179831063e+00
3.024006161466380460e-01,2.530365415939682117e-01,7.156649200472092222e-03,1.026187157932980792e-01,-9.410865700130997477e-03
1.119417248026946865e+00,1.232662778284682181e+00,9.858181143458840875e-03,1.128315690134088362e-01,1.560484474001895897e-02
1.374107816547334604e+00,7.846650933898061675e-01,1.558392706607813084e-03,5.354289091438928921e-02,-5.652960548624798021e-01
1.362838175650849637e+00,3.016737969711185130e-01,8.535482944729303953e-03,4.649285254756652802e-02,-2.044615151403967324e-01
1.334586167658335487e+00,1.346822273280376958e+00,9.284287386270698161e-03,3.373182453486330001e-02,2.607431645351784847e-08
5.623713036861159864e-01,2.261338058600756706e-01,8.988047482431867118e-04,9.741474179507303433e-02,-2.216478668659216389e+00
7.281911762797993459e-01,1.126987740474500566e+00,5.324519723953364918e-03,9.004496980725713862e-02,4.966807028532543300e-01
8.605257050280508135e-01,8.807207239793310993e-01,6.033051974854081352e-03,7.785906729164253359e-02,5.493388573040756078e-05
1.460574656356548706e+00,8.653014142032732225e-01,6.834138853706491802e-03,8.290417816319405053e-02,-5.898820256582713029e-01
5.452313419102347014e-01,1.286799138955847077e+00,2.210388956833139393e-03,5.520131868023026023e-02,1.017225769703205662e+00
1.058644931093994268e+00,1.056968963180489496e+00,3.115794252593308972e-03,9.065694465699951354e-02,-7.526836125663125840e-08
1.187712883892788840e+00,1.007386699847117040e+00,6.248707539829187474e-03,4.778410800135942521e-02,-2.116570145026853717e-03
3.906947014824367348e-01,1.327856622481663473e+00,2.651622004882634408e-03,7.069529402705597432e-02,2.429995221785989035e+00
1.331446935477454296e+00,1.394802271470884758e+00,9.718235430215601406e-03,7.674079889463018833e-02,4.238003956385514898e-04
8.567977296781652541e-01,1.026021796070381908e+00,9.756862098873242753e-03,4.212241289626122986e-02,3.362709590943929933e-04
1.443184639435397543e+00,1.379985877137406725e+00,7.072324634411300028e-03,1.191262359373437135e-01,-3.075531043419099751e-03
1.356598504485313939e+00,8.256366305681464013e-01,3.502870913953245926e-03,6.271822671762801449e-02,-3.751495917742364017e-01
1.431670663424338130e+00,3.300957280823779150e-01,9.267160770070113560e-03,1.058995288068137752e-01,-2.948209695493925420e+00
4.376633285818461450e-01,2.219529503244588864e-01,7.084671846723792493e-03,5.350658933005312395e-02,-1.260020905910986394e-02
1.285043787064332976e+00,2.480727874082048756e-01,7.995648503111386918e-03,3.484154918322947964e-02,-3.594535206186567217e-02
1.321665152551014355e+00,1.448702494445216038e+00,4.258559112208368767e-03,6.598467923235581956e-02,4.591760184853963152e-03
1.431461807351154469e+00,3.826680722534703261e-01,7.555134744016367421e-03,6.003825075215508261e-02,-8.165183095738466346e-01
1.044411153727498487e+00,2.687665725906315806e-01,2.720973468072633615e-04,9.928961355332856231e-02,-4.231501475864742901e+00
6.790916816715026894e-01,1.462591094903363809e+00,2.216049243612787378e-03,7.694662745280654581e-02,1.691814119769788460e+00
9.629597126407042351e-01,7.262400169333833588e-01,3.386460438694381594e-03,9.361907986450400398e-02,-2.527624911594146817e-01
4.052467244423796355e-01,1.442544315350764439e+00,9.125392077490511802e-03,1.115411235727857275e-01,2.800932090250014994e+00
1.495042028253676936e+00,1.014964362548733678e+00,2.989106340048040995e-03,5.095808762618792703e-02,-1.299628836244145214e-01
1.138885986125092398e+00,5.901267952546626061e-01,5.855302069171366280e-03,7.145034006396765169e-02,-5.079318204621494637e-01
6.414237224653571712e-01,8.432351725468524295e-01,7.042000804730647219e-03,6.564227735804217811e-02,2.096517078986280883e-02
1.394537131104677918e+00,6.798386391722357480e-01,9.265832546151450341e-03,7.642417986062113866e-02,-5.829358076783207609e-01
1.126108137204972603e+00,1.429462883584096788e+00,2.827654066271354481e-03,5.678267130451818828e-02,5.607364347425927709e-02
6.330619071479075544e-01,7.054363656269926341e-01,4.326346310813967673e-04,9.390342573293976314e-02,3.443099164253089067e-02
1.408199857095803420e+00,9.161148587746308358e-01,2.276745206310006563e-03,1.169562376556044503e-01,-1.093318404391180776e+00
6.216444354859170796e-01,2.702281375788423978e-01,4.168870174419924551e-03,1.152828559384420914e-01,-1.647286462814421482e+00
6.159493304853722595e-01,2.116970280873690380e-01,1.830931746627486234e-03,1.173528484779809561e-01,-2.745554182613696437e+00
2.386421046559751846e-01,8.203503989169724786e-01,6.237730723503125824e-03,4.546343898866209154e-02,8.375896129455812078e-02
1.111180520726619436e+00,5.443950936332104806e-01,4.250515142116833775e-03,5.525670315908607494e-02,-3.131903842779502067e-01
3.404020500352386014e-01,7.030143849585583915e-01,6.386090401397338193e-04,5.771310925057748786e-02,1.043454038747323898e+00
2.632739206303874591e-01,6.883932131745371663e-01,9.634549223787765293e-03,1.160498716188449880e-01,1.324214323586671682e+00
1.052888083167180744e+00,1.123790353370636597e+00,9.086632651975328628e-03,1.141810975984605819e-01,5.160344721115826642e-03
1.458861768957862459e+00,4.037151836698033569e-01,1.480294628395492596e-03,7.900421289370017364e-02,-3.447420934850934149e+00
2.834291776334181279e-01,1.448602393596400528e+00,5.135518761914360970e-03,9.851030151142485536e-02,3.727018749255365027e+00
1.187800797284839893e+00,2.945720399520663779e-01,7.470054371482582820e-03,7.956093330402798369e-02,-1.708819029056849459e+00
4.972586396606344383e-01,5.016803232227674547e-01,9.708524528828105932e-03,8.899787039852689874e-02,1.060103558117790955e-06
1.319602963447516375e+00,3.833929512465183431e-01,3.168450472910141775e-03,3.084651617936116919e-02,-9.637909726267092358e-02
2.157875714365541375e-01,7.731997049099456065e-01,3.338537481475026877e-03,1.057454993464524984e-01,2.842475683416380239e+00
4.523940264319682991e-01,3.274477817034566751e-01,4.343993008511485773e-03,1.075685543555808810e-01,-2.010813690006557630e-01
1.467688852360692353e+00,3.715691807328970753e-01,9.286645755402677532e-03,1.034214883664507922e-01,-2.741129919498891621e+00
9.480076172837965665e-01,7.123938420115059067e-01,4.863454474966989911e-03,1.021074526513441466e-01,-2.584440833568131257e-01
3.712348541136810676e-01,2.061695522256551394e-01,7.214735276024900751e-03,9.475685188262626679e-02,-1.776741071739229294e-01
2.061351643080057139e-01,1.370462270971708252e+00,7.136549589300881374e-03,8.618090674747191926e-02,2.974029750774207947e+00
