c,e,immigration_rate,suitable_habitat_fraction,p_star
1.956903400527774339e+00,3.445321721815867155e-01,1.684784240726662496e-02,5.813812677986075483e-01,4.161465128528624713e-01
1.610572964370369453e+00,1.561372767491988056e-01,4.014743963412469724e-02,8.618443757804898908e-01,7.713595494055568436e-01
1.065632592999300021e+00,1.768017421640791509e-01,4.800019997779362418e-02,5.658558376332009088e-01,4.171472656860727435e-01
5.536468506258980238e-01,3.785051824018194622e-01,4.000493866856691394e-03,8.732647437287033299e-01,1.656262995263796389e-01
6.859324461960768504e-01,5.644982205218401078e-02,9.700193606105607380e-02,6.471696628155095832e-01,5.808020406183954654e-01
2.763632394537129389e-01,3.004285089942246856e-01,1.210651885039984964e-02,5.725854245989882019e-01,2.187787409973130856e-02
1.246845461800671018e+00,4.846997535755617204e-01,4.048869538561571287e-03,9.304913758212484121e-01,5.529571310789647143e-01
9.636144083617166345e-01,3.421236570712588021e-01,1.952252655580387700e-02,6.867146514102154820e-01,3.458647718885460298e-01
1.385376945111415958e+00,1.757181088598264163e-01,4.867897729609916430e-02,7.604657922425251959e-01,6.442995970301360620e-01
1.156632559610796696e+00,4.991893120347317692e-01,5.970512973671747436e-02,6.574116188840225528e-01,2.911634664672632655e-01
9.502114487394337505e-01,1.813937662516906801e-01,8.205520008681208011e-02,8.646185314655865373e-01,6.984824492068848478e-01
8.336467549228695484e-01,1.704352341319344266e-01,2.038931438825915266e-02,8.069513763028332010e-01,6.106549978875727147e-01
2.731200437376287149e-01,1.995986801407107492e-01,8.519945708558389341e-02,3.109533439397979548e-01,1.059824270783930877e-01
1.969340727041927863e+00,2.426254233658038106e-01,7.180229419025813131e-02,4.691737667767319486e-01,3.622840130718556484e-01
3.353551192754573584e-01,1.485820972864898559e-01,4.483925674764650121e-02,5.736407181024911761e-01,2.528938230140785892e-01
2.458389616889740115e-01,7.340812164687600394e-02,7.191509541941754069e-02,7.614938173129001120e-01,5.502466983293073932e-01
5.875452524109009422e-01,3.696418055966324001e-01,7.317047545473953640e-02,8.478801958439945441e-01,3.588973024062674932e-01
4.451352440013983114e-01,9.315332110081521455e-02,9.770949942706395885e-02,9.738775225099608468e-01,8.063578507541615537e-01
1.629979106820007795e+00,2.814750052034982186e-01,8.974677775965142490e-02,8.546172564246050651e-01,7.007106275750156765e-01
4.729333960291781658e-01,1.287913529940336865e-01,7.289229307744017616e-02,9.139047785021582326e-01,6.854364417795382192e-01
8.119101205485642625e-01,4.428824897687707596e-01,3.827331067770086553e-02,7.047551944320106232e-01,2.304372111601066531e-01
2.238470857703249994e-01,2.792330726945461694e-01,3.872275844224848385e-02,8.780577621865146565e-01,1.477910815982637627e-01
1.876824357871486049e+00,3.016297337299956305e-01,7.183146152424955966e-02,7.361561862602543638e-01,5.916163718718271403e-01
7.778727102161113738e-01,3.596028032803759156e-01,7.884226290368182011e-02,8.157483153138155307e-01,4.367704529621532217e-01
1.717181142867107768e+00,4.049283956933685258e-01,2.279128495408619740e-02,5.182373419680443849e-01,2.983041071153352264e-01
1.931482714422965152e+00,4.806264749710392192e-01,9.216242790153270081e-02,6.912915283913707576e-01,4.756842811103640933e-01
1.509413637472365677e+00,1.429044372686417708e-01,1.487967984290587860e-02,8.573314644857411571e-01,7.671485596256499839e-01
6.693353376566759660e-01,2.242954953504584514e-01,4.229614937976477335e-02,6.037742206706251391e-01,3.122083535781556285e-01
1.085861854525804970e+00,2.216486994095500929e-01,6.531620334406672279e-02,9.255385941980178721e-01,7.420168417035887254e-01
1.608773490227857206e+00,2.178043175203832338e-01,3.052007568454678799e-02,7.484210662866503938e-01,6.220016781309662957e-01
1.457563082691637479e+00,3.618424516164770455e-01,5.047801049166993070e-02,7.429751593741364957e-01,5.182558489344778474e-01
1.689629056815444175e+00,3.265666225291181113e-01,4.296292382825763617e-02,4.408121036128189729e-01,2.685884003359631511e-01
1.180233636899240990e+00,4.231083232349504564e-01,5.132963055447636869e-02,5.805945485679764317e-01,2.709275452158712016e-01
1.383504689269556609e+00,4.012563243435675608e-01,4.798979160592383580e-02,7.562189635121613351e-01,4.935427530846634436e-01
8.537532032945760463e-01,4.590134669967483316e-01,7.903593670650668757e-02,8.093440608833624150e-01,3.742226581491699955e-01
5.445313170447767526e-01,4.462523150851996356e-01,6.161165320471420626e-02,4.318685889830443658e-01,7.214242082344171636e-02
1.455032478393056161e+00,4.412501796102278884e-01,8.819608365882533607e-02,4.631160100883368047e-01,2.280873310400479970e-01
2.051882138968442737e-01,1.040685733452881429e-01,8.913807647498384057e-02,8.054378453474149158e-01,5.060712070693911269e-01
1.610985694338911145e+00,1.665768028758395358e-01,8.062329204784247916e-02,8.213051832245215067e-01,7.282010905062280548e-01
2.130197967165251283e-01,2.095652587804499034e-01,2.377653970241505599e-02,6.572394099895241260e-01,8.975004580772245888e-02
1.310241657136903326e+00,7.682563155533755905e-02,7.908686531180733614e-02,8.205498944793322424e-01,7.680238905667117200e-01
1.270304931189212061e+00,4.268573214502281443e-01,5.479061339942975506e-02,3.135478101188471922e-01,8.504925075693957337e-02
3.899223574377692070e-01,1.106866033582309672e-01,9.286164687810642693e-02,8.371008342004866432e-01,6.230831388199250531e-01
1.265964125239981142e+00,3.381649899788233271e-01,2.692585770297601863e-02,5.272774608056146617e-01,2.787682961702031004e-01
1.564124713892026231e+00,1.767961716246925497e-01,7.020975084286439072e-02,7.689006272108223072e-01,6.670085644292383931e-01
1.164785524790042270e+00,8.898577939094932943e-02,2.931821561681521512e-02,3.034428418073067957e-01,2.334728680294951841e-01
1.410968991108329185e+00,4.255885477920264837e-01,7.641388524170561469e-02,5.109266238939981220e-01,2.649709216421594626e-01
1.475609082869900668e+00,3.393125834830348353e-01,2.025448527585010233e-02,6.501927424207943895e-01,4.334979086710299967e-01
5.706377882938500345e-01,1.337109817286820379e-01,4.300095915985849976e-02,7.552091686718563901e-01,5.429301503751710056e-01
1.867909711543958906e+00,4.669914046460272861e-01,4.828611061967531815e-02,9.237723873195765600e-01,6.924024264944426132e-01
7.895746082742003402e-01,3.049573370601393885e-01,1.425957420147593545e-02,4.501995684448837909e-01,9.978155309907889292e-02
1.250663520967453257e+00,3.068094289558332410e-01,9.947582866151952197e-02,6.976977479241078806e-01,4.928598758843575900e-01
3.857291989666171150e-01,5.873492536653920904e-02,5.332835639737696504e-02,4.971830457636815526e-01,3.778610037536744848e-01
1.993529030670433633e+00,6.073964005782880177e-02,1.048214983887761458e-02,6.626783521228852836e-01,6.336995428434617494e-01
1.377453995376286544e+00,9.026250281961192834e-02,6.515530933511916485e-03,6.578476953849222708e-01,5.948413759137129997e-01
1.031214140242731503e+00,2.252451013470041230e-01,7.474005181708172352e-02,4.465442041116735594e-01,2.727827291641090612e-01
1.219015543324063477e+00,2.989274586258709454e-01,3.487249663678881201e-02,8.452775208995699785e-01,6.174451837158121403e-01
2.489389801268159785e-01,2.878005777946187060e-01,3.413553795451474381e-03,4.591765834956784698e-01,4.233432445468286037e-03
6.321433629144558308e-01,4.198534141611725556e-01,6.597087889038046049e-02,9.909072450667661958e-01,4.376176013375042140e-01
1.954440301850825179e+00,1.248307783331040477e-01,6.799177144680322582e-02,3.425584486024305098e-01,2.878644252350635035e-01
3.458567360524169021e-01,2.831771306030665958e-01,5.528247874709434767e-02,5.858651657935582957e-01,1.409384582052865542e-01
4.550616092822489800e-01,4.323937146924458630e-01,4.083807290236714238e-02,3.931336210298139178e-01,4.078770715187445689e-02
1.231539070101896005e+00,7.414377910320524290e-02,6.828117080688701768e-02,5.722726851773503043e-01,5.193342016895148294e-01
1.593149825614016413e+00,2.814863366833586511e-01,2.151776594953275917e-02,5.474257864275801078e-01,3.817165623724180779e-01
1.735171688511598642e+00,1.692595510759327682e-01,8.011947535509172935e-02,7.874083445015936933e-01,6.994756806451100095e-01
1.750210909115992974e+00,4.853730263662099920e-01,1.004878305656762248e-02,6.032173422062109269e-01,3.386065495074295217e-01
1.568399881528772077e+00,9.093007080829389188e-02,2.939522980804547964e-02,8.923122905952073358e-01,8.375939817444461033e-01
8.257839243440979748e-01,2.107949184781493790e-01,4.884699640619991068e-02,9.517529768490299302e-01,7.187197651326728831e-01
1.246846077028953337e+00,1.158886232107159270e-01,1.291972339093743968e-02,6.460848959082280407e-01,5.570743277366762003e-01
1.663621613193174475e+00,2.319429556021079530e-01,7.092016724408271855e-02,8.963430346425099726e-01,7.691744505373421248e-01
4.499225147260476065e-01,3.976665714180137035e-01,8.287754929510737778e-02,3.380722595359034743e-01,7.053374604558804162e-02
3.465570316783990190e-01,7.513212753961105717e-02,8.915574054380644153e-02,4.874098214521443984e-01,3.534473052814394722e-01
1.025453352521026762e+00,2.361238727931549153e-01,1.022684660328504296e-02,6.839129799810403920e-01,4.589118293985202657e-01
7.586126055714009775e-01,4.322548675984687061e-01,6.556128362059344961e-02,4.484762529015449140e-01,1.084927658141455198e-01
2.067225140474880651e-01,1.430360522282938807e-01,4.300072467607241045e-02,8.780820683411654226e-01,3.733511739119502737e-01
1.130354331840639270e+00,4.400083537147240209e-01,2.231957091290471401e-02,9.657902782064228253e-01,5.971903508254388093e-01
8.713599975597553504e-01,7.276983208835760553e-02,9.178195788923983189e-02,3.577196855197362635e-01,2.954398812437505351e-01
1.789642179815576162e+00,1.203265027968253159e-01,7.871909576211223725e-02,8.943673153930353781e-01,8.328298576063499770e-01
8.015168462580298803e-01,3.933253905010167806e-01,4.294109009616958739e-02,6.801654578367132276e-01,2.571276911750315364e-01
1.392807914446626549e+00,1.446186688631138639e-01,5.924583308569184026e-02,7.848894007974434039e-01,6.904943921101897031e-01
1.222541084770983444e+00,9.698456722546075492e-02,5.676413322057562855e-02,3.442502010777958588e-01,2.765009996101355783e-01
7.393998982486872373e-01,2.945322471389619778e-01,6.886080862509681710e-02,9.901318367898133133e-01,6.430184041084654467e-01
1.041701701566799532e+00,2.302515465046917620e-01,8.492157096377841996e-02,5.854102680734624142e-01,4.034833221930105851e-01
8.617879294138895974e-01,1.732994854662556483e-01,6.804460125758461653e-02,3.281696280160736334e-01,1.830536087725455618e-01
6.276548899542425675e-01,6.045581389819693757e-02,7.629169836962534923e-02,9.233022808532992398e-01,8.394970043507379298e-01
3.586205682367428760e-01,5.601477424414783024e-02,1.721458530964977904e-02,7.856505879691532135e-01,6.308384470818142464e-01
2.938183864631286335e-01,2.032654563286126204e-01,4.443423228057750973e-02,4.795166624354562090e-01,1.209850433061351177e-01
6.008656201618433057e-01,2.179673267662129710e-01,9.240891330607023391e-02,4.339175628022083342e-01,2.127513063353658196e-01
3.499747132066935995e-01,6.977811166843767010e-02,7.354831019226347466e-02,7.438162721003419575e-01,5.886107714614774444e-01
4.711362413879657263e-01,2.049915479049113365e-01,4.691084646092310434e-02,5.691869011731914840e-01,2.367202728271874668e-01
4.248557938847086213e-01,4.673090245136284904e-01,6.397280873997099326e-02,4.810786305875103808e-01,7.041129850976018956e-02
8.719379844225837450e-01,2.800858263204635268e-01,2.884315310117257017e-02,6.533004892678655473e-01,3.532071630387557670e-01
6.287129318160689095e-01,2.031652098614570856e-01,2.622430388301701370e-03,5.242215158859547808e-01,1.868550075443464742e-01
2.079359593803975503e-01,3.939539684116385443e-01,3.975047988899463834e-03,8.805544985325696183e-01,1.333805317282991953e-04
2.592418118948056072e-01,3.764325725337978046e-01,1.995342532747841277e-02,7.951137066266946718e-01,3.611656230013608054e-02
1.982096507639193650e+00,3.919055479649561913e-01,3.680066185637276971e-02,4.630654234324656504e-01,2.843752928105721667e-01
6.412600703812211256e-01,3.221120577767030424e-01,9.290173962938856611e-02,5.697665010606430824e-01,2.411481919551732855e-01
2.734896825071534421e-01,6.347386467260800191e-02,8.926477947955614722e-02,4.674020953315206062e-01,3.396291727799784499e-01
1.326817621654603707e+00,8.379696470517172813e-02,9.397133674056368235e-03,5.781602138942089075e-01,5.174544095300082081e-01
1.192953885302920236e+00,4.353283261884070554e-01,8.726106752182135121e-03,9.626228380586676625e-01,6.107503578699295943e-01
8.999327345902689013e-01,4.398057209989728045e-01,2.723327061783262226e-02,3.373965977527877413e-01,3.840788675780176797e-02
1.519997300615959501e+00,2.312942996509987081e-01,6.720546362830404075e-02,6.097108219303700727e-01,4.754937613254994200e-01
1.886569222799350243e+00,4.616609878008021695e-01,2.388946979723237732e-02,5.778135175545550117e-01,3.505579144030198657e-01
9.134394543106992836e-01,3.397549104548192589e-01,7.962498774159589010e-02,4.580153466945011687e-01,1.942993545754380935e-01
8.755864884477219112e-01,3.966923459118003037e-01,2.557002046037507373e-02,5.964275115270625260e-01,1.854115811194740060e-01
1.125530026203040102e+00,2.561032213974090421e-01,2.278733417798339822e-02,9.949966605257765107e-01,7.793962525856504842e-01
6.220569795043526806e-01,2.228958120237381213e-01,1.208032260134624288e-02,9.068462171895553814e-01,5.502242906190724092e-01
5.131530395128166555e-01,2.263355234125797033e-01,7.085504154011863787e-02,6.423933955731262468e-01,3.166123958515060788e-01
8.996258290076727393e-01,1.963280284580815327e-01,6.313738348661408067e-03,3.604996114864268963e-01,1.420625382703778750e-01
1.418634249359540300e+00,1.771024235520693157e-01,5.902898638641618061e-03,8.279332361778204419e-01,7.080099937705611746e-01
2.265860088550102347e-01,4.814395589889883809e-01,7.516350703657745554e-03,9.627383456495227643e-01,8.024462150590244702e-04
4.491114458170597512e-01,1.434245050622710294e-01,2.619822967122895779e-02,6.969720919033469686e-01,3.989764607284544962e-01
1.654594618467050138e+00,2.352402494965441515e-01,7.168003927894783800e-02,8.823965927740020643e-01,7.530097298488743762e-01
7.978615249515789154e-01,2.628289308955125136e-01,7.793253383075592067e-02,3.887596119060025557e-01,1.708174266947865005e-01
1.206480645606558877e+00,2.563589808789690228e-01,1.449875645474469135e-02,7.626925977237506427e-01,5.594148492000925454e-01
2.998886338493385595e-01,1.303998825047993360e-01,8.460200567158844553e-02,6.793055659337899899e-01,4.024740198152657600e-01
1.191392318060333411e+00,2.138125282426721341e-01,8.327145815908640336e-02,7.867749265306444029e-01,6.301445831479344228e-01
2.499285680459668313e-01,2.541654492400318710e-01,3.892856024247168256e-02,9.440418139150149601e-01,2.285384888656778468e-01
5.730651851805779184e-01,2.182709511343332021e-01,2.447309134117059068e-02,8.355677759797058846e-01,4.711489359571636726e-01
1.006214237370106401e+00,9.288124184942603279e-02,4.916442199766924565e-02,6.547902779871233037e-01,5.711001085394872279e-01
1.142862142704492934e+00,8.250192908179508622e-02,2.592935428282374874e-02,3.288607497681418912e-01,2.615896730593337827e-01
4.255551010934974232e-01,4.361827758263182586e-01,3.292787137036910089e-02,5.671803846776138913e-01,5.079713782959270618e-02
1.026266056207120858e+00,1.394556741136483147e-01,1.968149386736261011e-02,4.522740055967044981e-01,3.222016458688789498e-01
1.604870302757877454e+00,2.072978114644950520e-01,8.018605773130926817e-02,9.033105575597627501e-01,7.863243168651162796e-01
1.470417347958134613e+00,4.864744670539771776e-01,6.421451258920388150e-02,3.055609292417834633e-01,8.527524347498280366e-02
8.643433595476052167e-01,2.328045454009052828e-01,1.487508621390943447e-02,4.912741361031703335e-01,2.299544252704963654e-01
1.093060426327736367e+00,1.870229372193291384e-01,5.907374052020581551e-02,3.655710668453525103e-01,2.257534122830896772e-01
1.638205026662775454e+00,1.461585973776042546e-01,4.003434521448179240e-02,7.463432238337218694e-01,6.635687524773299373e-01
6.737169126376115758e-01,2.723956472614559865e-01,9.487816426722085750e-02,9.470146409108480823e-01,6.171648824388390464e-01
4.523968610913011168e-01,3.375082797645297950e-01,9.442241349882789236e-02,8.938866337811679497e-01,3.816845284172654673e-01
1.944213000231678645e+00,3.087992817978388871e-01,5.846880977375214922e-02,4.165522916143293841e-01,2.787285658012745859e-01
1.771413227139285285e+00,2.560557055225922141e-01,8.333792297959222162e-02,5.741403551490852353e-01,4.489083997808641646e-01
1.773538125432303048e+00,9.024107894576356703e-02,2.782450598783202042e-02,4.801619878331493396e-01,4.329577321341692153e-01
1.058910070684693894e+00,2.835637396215927586e-01,1.291930451547705985e-02,4.467957433342974460e-01,1.867900161737889864e-01
2.636337587392290627e-01,1.435881204568707492e-01,8.566884055157084066e-02,5.964258754734484969e-01,3.054641883353631515e-01
1.537334314891649623e+00,3.792827545895282593e-01,4.060231014557451334e-02,3.913120758119045250e-01,1.769027260877555352e-01
1.622284145269198508e+00,4.638891651230808710e-01,5.443013391895228786e-02,5.952005565527103137e-01,3.430497995449189319e-01
1.937235419501509570e+00,4.429300572008206260e-01,7.470686404098358935e-02,5.204866709379404321e-01,3.251445542605708727e-01
2.644050068518841168e-01,8.613898810970049835e-02,9.552787461811593217e-02,7.370608096319855029e-01,5.292252950732670991e-01
1.663060984934624065e+00,2.109717454315221674e-01,3.716034616924999284e-02,8.757288328839787361e-01,7.570770788999537926e-01
8.062366190705222424e-01,1.637750590181250021e-01,2.305540182255601256e-02,7.503746272797584549e-01,5.560580710906801727e-01
1.399861484770913433e+00,6.284637345502958050e-02,2.903376572996217795e-03,6.790183984535326234e-01,6.357172493876663832e-01
1.821008532901106092e+00,4.994378318131540428e-01,5.362257328420307750e-02,3.343944461777351718e-01,1.172266740386103678e-01
6.529125884239972422e-01,1.579421166115734798e-01,8.075709963683385187e-03,7.398965418277930750e-01,4.960678783310555340e-01
1.988170795246824607e+00,1.088285323769569712e-01,5.110189816128887091e-02,5.226692906053124199e-01,4.730629873499131999e-01
2.681276445431725053e-01,3.437612678593169879e-01,6.250238706793322108e-02,9.519304723880727126e-01,2.156197539566376831e-01
4.064880543128894241e-01,1.304646092253659573e-01,2.599024071291309440e-02,4.927725119560907863e-01,2.204985991750398333e-01
1.065219934014337122e+00,1.554707295046840188e-01,3.155291021995618866e-02,3.827449132166717560e-01,2.497982897221635024e-01
1.494111469777700929e+00,8.184488432150206771e-02,8.142231715858375130e-02,5.668182529260777924e-01,5.190592245185466913e-01
1.867689078142313441e+00,3.261269072912984512e-01,4.769853380803534826e-02,5.932581319457309599e-01,4.353579228026219217e-01
1.725088605590139990e+00,3.668753767608597394e-01,5.967612708905307983e-02,9.242068010260278133e-01,7.289881391484500650e-01
1.946924014863736563e+00,3.516274310999072950e-01,1.548676903530174856e-02,7.498998102671726729e-01,5.792181345741909126e-01
9.944455509644368751e-01,1.790992815322934029e-01,7.639263077478632147e-02,5.785846261805119850e-01,4.271230579310049125e-01
9.313677056222390283e-01,3.384387147506838223e-01,7.338710092556029185e-02,4.227659334745998976e-01,1.677345702863036470e-01
1.261010166130021259e+00,4.527546460597112743e-01,1.397862111196723073e-02,3.506723336197556384e-01,4.627733326921902590e-02
1.445508158620530281e+00,1.621610177331279379e-01,9.835347452136923574e-02,5.775326958341463479e-01,4.827417281846319019e-01
1.825186079314065735e+00,1.482160706508017234e-01,7.109150021320184178e-03,5.908930236935345803e-01,5.135448857700872782e-01
1.265642166383343703e+00,4.180722558332058414e-01,7.565727523018833667e-02,8.704023167831858032e-01,5.804605296091542854e-01
1.830742309247754163e+00,1.987820000391534725e-01,2.119080497720995937e-02,8.087522260205050051e-01,7.060677734615875556e-01
9.482210585249815082e-01,4.580771452520400189e-01,9.607737516299230673e-02,9.457808806118265244e-01,5.453816047510527953e-01
1.588445183086157897e+00,4.042695452573179526e-01,5.181354327545056176e-02,8.277406894428149808e-01,5.957449467043720581e-01
1.996521422119420519e+00,1.025629077861453797e-01,5.742412760057703097e-02,9.469698357933101773e-01,8.989459509718217278e-01
3.417854685107296064e-01,6.835880285945053481e-02,7.127635416803440593e-02,8.648122339478738763e-01,7.027687635178190284e-01
1.473039266498849420e+00,4.074601924831591782e-01,9.856734012269646739e-02,9.442455367709575720e-01,7.012704436414540776e-01
1.825687745988617161e+00,2.523840707887790580e-01,1.472253856675239878e-02,4.831113737785833750e-01,3.526496996185884969e-01
1.810083627824253361e+00,8.519477587461794788e-02,8.520538893144909143e-02,4.282777420366285503e-01,3.880729601617770030e-01
1.770965462911541444e+00,4.469769407508997205e-01,9.276984196334685240e-02,3.290253019378256427e-01,1.476570952507511858e-01
7.017448820269297505e-01,5.904631741310311516e-02,8.059354089395457527e-03,8.243368806283457584e-01,7.411827019061530963e-01
9.313416286951068379e-01,3.708803717027117086e-01,5.276810741544726152e-02,7.670164318342220788e-01,4.154997220806653790e-01
1.114574053115762631e+00,2.856340967620761284e-01,5.992572913373001020e-02,6.722371900461086014e-01,4.469667015941000687e-01
1.945411062647528944e+00,2.802966433780560984e-01,6.801834148132068769e-02,7.114769412692870665e-01,5.814223555212187922e-01
6.780126272603249626e-01,4.261997019462547831e-01,2.130903129862049203e-02,4.960102564017909166e-01,5.064123307348884773e-02
1.388892981514761260e+00,3.466431026394002357e-01,3.045547255170791973e-02,7.717762362211072480e-01,5.393971412160655232e-01
1.567602454620784513e+00,3.294800114855404582e-01,6.210429045337648862e-02,4.383208400105733094e-01,2.598987583625544939e-01
4.640388174372200858e-01,4.404119077821142536e-01,2.576638555952865534e-02,6.165189535437687329e-01,4.921327476994921679e-02
1.766618833738013761e+00,4.635854016629985530e-01,9.715360281544331567e-02,6.635395469582348049e-01,4.406401865323631428e-01
1.109412241092844198e+00,3.359306217166706521e-01,9.754381099882154793e-02,3.942854336375873348e-01,1.872615504574700052e-01
1.921332577679781162e+00,4.584566497783331140e-01,7.042450395986925293e-02,9.932040572904511366e-01,7.741421519064133339e-01
1.801444083133511675e+00,2.665665259658968611e-01,3.436573678381340397e-02,5.544750966926622615e-01,4.185563091879469511e-01
1.905390149356775975e+00,9.503313664390004856e-02,9.259682818744298383e-02,8.903296684974404407e-01,8.448817492953724084e-01
5.290723011133254827e-01,5.759909818923576730e-02,7.054923600261790717e-02,4.828290281226353953e-01,3.978104976166200735e-01
1.702368320550614822e+00,6.664058025668630203e-02,7.975195936816606435e-02,3.376564936473404055e-01,3.048779911198564174e-01
1.753074826609096970e+00,4.822431711541132482e-01,4.199972980700291542e-02,5.798808384738786126e-01,3.321021250984942386e-01
1.905100964024675436e+00,1.132312557800474184e-01,7.530187139363474225e-02,5.336308391834283515e-01,4.811306178425047708e-01
1.369184674391920931e+00,7.380381358906477895e-02,1.728330340195823912e-03,8.389192165258887446e-01,7.868746319264300348e-01
8.633577130836190827e-01,4.870507636203951218e-01,2.136621174670060713e-02,6.651404357440509063e-01,1.506985230445694046e-01
1.256405755964052018e+00,2.321600058615557738e-01,3.318975341130038503e-02,7.948150656128089020e-01,6.227409246937787302e-01
4.841877723048333415e-01,4.801114937752645750e-01,9.116467506852660163e-02,9.342087388994445574e-01,2.870095443713434058e-01
1.993135116043552868e+00,3.321030485745616878e-01,2.917566608824041785e-02,4.630073482036838328e-01,3.100633993852413006e-01
1.499995980788589423e+00,1.850438906650755111e-01,5.813009233142502757e-02,6.223915338308594336e-01,5.117901376728004603e-01
8.112020772597253737e-01,2.726583289585258196e-01,7.011817139472797944e-02,5.772177127847725187e-01,3.084768062928930910e-01
1.853974489221861699e+00,2.160979904826969833e-01,9.258341041520343206e-02,6.610769544714977242e-01,5.587002643521700174e-01
1.482303574591500306e+00,4.755833058560335336e-01,2.754466862865960486e-02,5.083096657018081332e-01,2.134955344489773976e-01
7.996241791278719813e-01,2.249587419478051575e-01,3.350084538475334769e-03,7.970266445895315410e-01,5.139311348066375462e-01
1.872892109824958684e+00,2.978859126527568235e-01,2.197936483925415005e-02,9.763262928769234072e-01,8.252479329958627430e-01
7.838153722112697341e-01,7.430973993113774989e-02,4.109368849669107343e-02,9.633111017434384804e-01,8.752299943975818675e-01
7.759298422105154192e-01,5.404897126101235877e-02,1.747573907307358593e-02,9.794110437176296591e-01,9.124009128835175453e-01
2.535044526005810206e-01,2.647366765481827811e-01,6.199340220681729546e-02,4.202711921340384627e-01,8.955228589914036863e-02
1.461634567159934450e+00,1.692136862576497647e-01,4.191846929281291961e-02,4.964410245706694647e-01,3.914363225827900972e-01
3.944028385103303669e-01,2.241203640241163642e-01,5.430846425901392736e-03,5.155464052822693599e-01,3.545510738793294231e-02
2.876100439497672467e-01,2.190591891758013054e-01,9.630820134234580054e-02,9.692767792576832964e-01,4.818716739343443800e-01
1.380921961308404056e+00,3.697735838590665014e-01,9.077312576995485993e-02,9.547418702102489219e-01,7.182796473481285471e-01
1.943039372403194021e+00,1.205167943472396225e-01,1.393358859297487429e-02,6.811438780621125177e-01,6.223380476763011870e-01
3.155173228770404847e-01,4.822085208602924777e-01,5.085881198260426561e-02,8.328579006444155608e-01,9.314992031373117709e-02
1.567724180855932348e+00,8.273647536802297697e-02,7.444238599763017272e-02,6.854739256979954787e-01,6.382232198752681995e-01
6.115888856839553078e-01,1.544278041924964096e-01,9.705550289326353441e-02,7.588723253218758735e-01,5.596192655981075958e-01
1.750219487850407152e+00,1.134821754314871145e-01,3.098740783858204562e-02,3.065840147283646622e-01,2.473767000300535479e-01
2.218597142967672631e-01,2.484152824688273253e-01,3.270563374143140023e-02,8.891316615835194170e-01,1.610224062878445883e-01
5.494686519827253202e-01,9.411653982042730848e-02,4.286278651455480149e-02,9.033109783211845656e-01,7.456173309689861917e-01
1.955261487884035532e+00,1.093893317921566799e-01,9.279366630457808185e-02,8.710560206279506223e-01,8.201278844950107283e-01
1.235702854700641451e+00,2.273670991578289613e-01,4.811040745119714301e-02,8.608357428437878323e-01,6.920375126101849794e-01
4.370944133881737859e-01,5.213561423195754718e-02,7.186314207412911048e-02,8.036644035315375634e-01,7.039023990413999510e-01
2.084948428880079030e-01,4.551600168748220487e-01,7.107330707559053606e-02,7.369626080358926412e-01,9.638787087665763587e-02
9.362579859603817889e-01,1.054927310921119771e-01,8.225203313265090632e-02,8.406680912583437415e-01,7.422027108458046918e-01
9.819675945991804822e-01,1.862012526133152157e-01,5.433831805496594503e-02,4.115962586032673176e-01,2.530615029468986088e-01
1.159046113605647355e+00,4.592356990377287618e-01,1.030303708223598898e-03,9.617507686873636441e-01,5.738636062052442366e-01
1.425436242266019615e+00,2.286698468915760452e-01,4.290129974286260341e-03,8.227628290559949598e-01,6.684116285874042163e-01
4.771552487023630884e-01,2.567004765740879546e-01,5.594895223685381058e-02,5.878973981053778886e-01,2.104997006563937012e-01
7.730528837072160320e-01,4.003928274682973520e-01,9.696625192059298015e-02,3.986885120062858556e-01,1.270532937705132204e-01
2.953742987347424687e-01,2.829155125021627359e-01,9.365003672698372916e-02,9.756530786957920975e-01,3.920624034760005205e-01
1.993706957769184163e+00,1.641975148103112514e-01,8.994868436525521593e-02,6.708247550102163226e-01,5.975434816287398254e-01
9.629305604661136941e-01,3.860166523061346333e-01,5.738392712618764491e-02,8.663506046885878220e-01,5.108557244875150394e-01
1.421273199897292949e+00,1.230046084180479449e-01,1.526762591523436914e-02,4.290813392399238091e-01,3.464608761513842672e-01
7.134737852908901168e-01,4.396213879934677826e-01,2.220981165906462176e-02,5.995456604890437857e-01,9.119695812306968796e-02
4.559921785821101081e-01,2.161402321267006932e-01,6.685052763179812063e-02,8.978124004422726179e-01,5.113575331319397677e-01
5.483621973210622835e-01,2.528348140672186939e-01,3.287522125251043231e-02,6.726156823521061145e-01,2.683434136482694132e-01
2.273426181308182137e-01,3.816147134824588449e-01,5.358378764615385342e-02,8.790565450724151519e-01,1.208306203967348946e-01
1.438901482036756496e+00,1.456207971237025167e-01,1.148728084643375370e-02,9.168664235119364792e-01,8.200456135598067631e-01
1.981441174997711885e+00,4.008954117318650479e-01,1.208447086031517494e-02,9.456453682669058169e-01,7.526701412850036466e-01
3.648816867747950998e-01,1.308007527729500852e-01,5.996088108230508695e-02,6.367762820011714231e-01,3.690164477466163495e-01
4.974319828535578303e-01,1.995456079343029265e-01,4.184007365485862065e-03,9.175780001677209530e-01,5.012707500442497022e-01
1.643054286585817092e+00,2.188874150498306137e-01,4.665037295958324864e-02,3.593362430587195289e-01,2.423699931516390127e-01
