t,V,IL,phi,Tth,dV_dt
5.353070614122825077e+01,1.632585642266790149e+00,3.457350982473468837e-01,4.140926275066918461e-01,2.104264069357933753e+00,-1.559585359435309293e-01
5.357071414282857091e+01,1.625656889788428927e+00,3.962838553695334221e-01,4.743536177970038570e-01,2.096774906544672579e+00,-1.900247836061394469e-01
5.361072214442889106e+01,1.617410112889787532e+00,4.461144950529694064e-01,5.336469037460664921e-01,2.089578423046414724e+00,-2.218791339842854649e-01
5.365073014602921120e+01,1.607929948735300485e+00,4.951993534762192395e-01,5.919315283795484328e-01,2.082702055891696880e+00,-2.517131050438490836e-01
5.369073814762953134e+01,1.597293542336319261e+00,5.435124273379081661e-01,6.491700884522602077e-01,2.076171499080301075e+00,-2.797091851022412423e-01
5.373074614922985148e+01,1.585570939439611360e+00,5.910291153739883896e-01,7.053284008391103033e-01,2.070010680939100567e+00,-3.060401765837076904e-01
5.377075415083017162e+01,1.572825460799096575e+00,6.377260186096521677e-01,7.603752311925203733e-01,2.064241746574148717e+00,-3.308688904110639317e-01
5.381076215243049177e+01,1.559114125883069413e+00,6.835807276581941094e-01,8.142819906391538520e-01,2.058885047206254537e+00,-3.543481503111036712e-01
5.385077015403081191e+01,1.544488022920839754e+00,7.285716720486632436e-01,8.670225070370642939e-01,2.053959130200561756e+00,-3.766209835718383747e-01
5.389077815563113205e+01,1.528992723665826947e+00,7.726779516808238712e-01,9.185727568867018134e-01,2.049480736471052555e+00,-3.978210047729872634e-01
5.393078615723145219e+01,1.512668617416839556e+00,8.158792222120647697e-01,9.689106700084881840e-01,2.045464797245717836e+00,-4.180728657521037284e-01
5.397079415883177234e+01,1.495551294554766653e+00,8.581555703515326705e-01,1.018015902861946209e+00,2.041924434854500703e+00,-4.374928384917144975e-01
5.401080216043208537e+01,1.477671834889355607e+00,8.994874195593504096e-01,1.065869659466243791e+00,2.038870968135660267e+00,-4.561893779481216993e-01
5.405081016203240551e+01,1.459057137996458531e+00,9.398554498342821528e-01,1.112454516725862597e+00,2.036313911254995723e+00,-4.742637836496479409e-01
5.409081816363272566e+01,1.439730175045090599e+00,9.792405136140561739e-01,1.157754246186355029e+00,2.034260989597438840e+00,-4.918108006692470391e-01
5.413082616523304580e+01,1.419710248646489648e+00,1.017623589027075504e+00,1.201753686864319715e+00,2.032718136220358573e+00,-5.089192767717573007e-01
5.417083416683336594e+01,1.399013221578685240e+00,1.054985711894290468e+00,1.244438574659954888e+00,2.031689512248521012e+00,-5.256727734556723153e-01
5.421084216843368608e+01,1.377651695392499320e+00,1.091307941005296378e+00,1.285795436650610357e+00,2.031177511358083887e+00,-5.421501621884969868e-01
5.425085017003400623e+01,1.355635216380586039e+00,1.126571315641577753e+00,1.325811451873346813e+00,2.031182771163658529e+00,-5.584262281222406310e-01
5.429085817163432637e+01,1.332970396019664161e+00,1.160756820004342993e+00,1.364474336917102848e+00,2.031704195835024152e+00,-5.745722019481955822e-01
5.433086617323464651e+01,1.309661068331152256e+00,1.193845359797222283e+00,1.401772246460265769e+00,2.032738956722271784e+00,-5.906563177095410788e-01
5.437087417483496665e+01,1.285708387175274803e+00,1.225817730907053260e+00,1.437693650376529186e+00,2.034282523621615990e+00,-6.067443049295031532e-01
5.441088217643528679e+01,1.261110912604201051e+00,1.256654600915298570e+00,1.472227252925756735e+00,2.036328674162039665e+00,-6.228998716713364248e-01
5.445089017803560694e+01,1.235864699401557631e+00,1.286336484801326785e+00,1.505361882360072512e+00,2.038869512457308186e+00,-6.391851636520923252e-01
5.449089817963592708e+01,1.209963327864004512e+00,1.314843727674758433e+00,1.537086403775273835e+00,2.041895500741075509e+00,-6.556611815572800372e-01
5.453090618123624722e+01,1.183397964564853577e+00,1.342156481998255879e+00,1.567389629474179813e+00,2.045395466438252097e+00,-6.723881865939594915e-01
5.457091418283656736e+01,1.156157368100036553e+00,1.368254689473597852e+00,1.596260220569988064e+00,2.049356642321502164e+00,-6.894260637971545425e-01
5.461092218443688751e+01,1.128227902778248470e+00,1.393118061836353450e+00,1.623686612052361644e+00,2.053764684383029504e+00,-7.068346633643566301e-01
5.465093018603720765e+01,1.099593538801812320e+00,1.416726053033530830e+00,1.649656909454110476e+00,2.058603699268064524e+00,-7.246740985809052571e-01
5.469093818763752779e+01,1.070235824237593336e+00,1.439057845974841321e+00,1.674158813716853267e+00,2.063856285222946507e+00,-7.430050172022092392e-01
5.473094618923784793e+01,1.040133874317309415e+00,1.460092315971285082e+00,1.697179524011743101e+00,2.069503548904903845e+00,-7.618888120854431234e-01
5.477095419083816807e+01,1.009264323793178209e+00,1.479808011635155962e+00,1.718705647978692408e+00,2.075525156512195935e+00,-7.813877933348193361e-01
5.481096219243848822e+01,9.776012980203241387e-01,1.498183125150014616e+00,1.738723120749870121e+00,2.081899360109431996e+00,-8.015652910167053724e-01
5.485097019403880836e+01,9.451163666877068215e-01,1.515195452122705566e+00,1.757217095171213606e+00,2.088603039557398233e+00,-8.224856715633593884e-01
5.489097819563912850e+01,9.117785040340760094e-01,1.530822374832602861e+00,1.774171869913353961e+00,2.095611751891513386e+00,-8.442142839866907389e-01
5.493098619723944864e+01,8.775540537765262883e-01,1.545040807322219267e+00,1.789570775147129922e+00,2.102899762029380781e+00,-8.668172547594815702e-01
5.497099419883976879e+01,8.424067038268717722e-01,1.557827175579721279e+00,1.803396087989791674e+00,2.110440108012018978e+00,-8.903611742225876480e-01
5.501100220044008893e+01,8.062974752476704809e-01,1.569157374537414995e+00,1.815628939090315752e+00,2.118204637059045048e+00,-9.149125865489454723e-01
5.505101020204040907e+01,7.691847408287850740e-01,1.579006725259682220e+00,1.826249200833933939e+00,2.126164068085631076e+00,-9.405372625422013799e-01
5.509101820364072921e+01,7.310242761071553685e-01,1.587349959893229023e+00,1.835235419843407767e+00,2.134288051180501800e+00,-9.672992352234958124e-01
5.513102620524104935e+01,6.917693389913296409e-01,1.594161163780464241e+00,1.842564696673230085e+00,2.142545218080704750e+00,-9.952594822195235391e-01
5.517103420684136950e+01,6.513708586606334894e-01,1.599413776183336022e+00,1.848212622152340945e+00,2.150903266857409069e+00,-1.024474251828663141e+00
5.521104220844168964e+01,6.097776112923902758e-01,1.603080557028251363e+00,1.852153191759016604e+00,2.159329013718641388e+00,-1.054992942782768672e+00
5.525105021004200978e+01,5.669366090964134131e-01,1.605133581078954430e+00,1.854358727360568171e+00,2.167788483498196861e+00,-1.086855395772961197e+00
5.529105821164232992e+01,5.227935097173502799e-01,1.605544265902054901e+00,1.854799852279451766e+00,2.176246989462023329e+00,-1.120088637761502248e+00
5.533106621324265006e+01,4.772931589602606994e-01,1.604283366064964689e+00,1.853445421549331229e+00,2.184669209989478222e+00,-1.154702881650357282e+00
5.537107421484297021e+01,4.303805217578854370e-01,1.601321067970411294e+00,1.850262549409853907e+00,2.193019310623764095e+00,-1.190686633021012852e+00
5.541108221644329035e+01,3.820014371307197121e-01,1.596627049007686372e+00,1.845216621165411519e+00,2.201261024023021484e+00,-1.228001162260634160e+00
5.545109021804361049e+01,3.321039489539463485e-01,1.590170595793070074e+00,1.838271346330957234e+00,2.209357772411076226e+00,-1.266573824970437911e+00
5.549109821964393063e+01,2.806399771454564651e-01,1.581920823665696973e+00,1.829388926345171695e+00,2.217272812807050020e+00,-1.306290438226812567e+00
5.553110622124425078e+01,2.275667284854732686e-01,1.571846838546600900e+00,1.818530179995079932e+00,2.224969338935663288e+00,-1.346987230913742506e+00
5.557111422284457092e+01,1.728492978140006853e-01,1.559918086554750394e+00,1.805654849786139993e+00,2.232410662793650857e+00,-1.388441462976345964e+00
5.561112222444489106e+01,1.164629435365647780e-01,1.546104695100437576e+00,1.790721926168040934e+00,2.239560365518590057e+00,-1.430362231326635980e+00
5.565113022604521120e+01,5.839608166804123590e-02,1.530377934831748776e+00,1.773690104837563286e+00,2.246382480168570783e+00,-1.472381101526860636e+00
5.569113822764553134e+01,-1.346400892826483953e-03,1.512710775760734094e+00,1.754518362313817859e+00,2.252841694952868234e+00,-1.514043574598478159e+00
5.573114622924585149e+01,-6.273962257514562046e-02,1.493078528784355541e+00,1.733166645362390845e+00,2.258903564179152834e+00,-1.554802369731252742e+00
5.577115423084617163e+01,-1.257348783246091117e-01,1.471459599587388478e+00,1.709596707306170860e+00,2.264534745162158025e+00,-1.594013531883314627e+00
5.581116223244649177e+01,-1.902557419680672157e-01,1.447836350632394797e+00,1.683773096499464828e+00,2.269703252192713627e+00,-1.630936833944429898e+00
5.585117023404681191e+01,-2.561943751690889393e-01,1.422196030967131319e+00,1.655664255468511703e+00,2.274378721665411884e+00,-1.664742006873647151e+00
5.589117823564713206e+01,-3.234080941800385745e-01,1.394531817096487547e+00,1.625243794861973790e+00,2.278532704540794374e+00,-1.694522117197072797e+00
5.593118623724745220e+01,-3.917167685892161688e-01,1.364843865425723557e+00,1.592491825424675822e+00,2.282138955803965974e+00,-1.719315449043514077e+00
5.597119423884777234e+01,-4.609011938076572057e-01,1.333140400255800717e+00,1.557396399998195902e+00,2.285173746788673910e+00,-1.738136379564191536e+00
5.601120224044809248e+01,-5.307028845732472133e-01,1.299438757520233301e+00,1.519954958404574619e+00,2.287616166349260016e+00,-1.750015043285092720e+00
5.605121024204841262e+01,-6.008256771011564190e-01,1.263766321394222514e+00,1.480175731774691972e+00,2.289448426873035736e+00,-1.754044384516940003e+00
5.609121824364873277e+01,-6.709391818326511103e-01,1.226161332320150121e+00,1.438079052184890960e+00,2.290656147974370338e+00,-1.749431757793182385e+00
5.613122624524905291e+01,-7.406845252018762205e-01,1.186673430288180509e+00,1.393698437520406230e+00,2.291228622523643121e+00,-1.735551170995465409e+00
5.617123424684937305e+01,-8.096818501174993798e-01,1.145363971036632789e+00,1.347081448055546193e+00,2.291159043918110427e+00,-1.711991063616904452e+00
5.621124224844969319e+01,-8.775398813968776635e-01,1.102305949615729475e+00,1.298290147317108012e+00,2.290444692302957552e+00,-1.678592442004373408e+00
5.625125025005001334e+01,-9.438663367859962960e-01,1.057583639075039494e+00,1.247401224790083196e+00,2.289087066219029243e+00,-1.635472461227787999e+00
5.629125825165033348e+01,-1.008279403319614520e+00,1.011291783540000377e+00,1.194505618801449121e+00,2.287091951937251899e+00,-1.583030011651701097e+00
5.633126625325065362e+01,-1.070418536059893677e+00,9.635345362632384836e-01,1.139707780623198108e+00,2.284469431278447704e+00,-1.521931958674587637e+00
5.637127425485097376e+01,-1.129954828462936822e+00,9.144240099713003556e-01,1.083124450050589882e+00,2.281233812157921648e+00,-1.453080846738413756e+00
5.641128225645129390e+01,-1.186599355257157207e+00,8.640786800794203470e-01,1.024883154491917248e+00,2.277403503597075218e+00,-1.377567586422812518e+00
5.645129025805161405e+01,-1.240109691760259647e+00,8.126215747745858531e-01,9.651203684664686477e-01,2.273000811304722646e+00,-1.296613855287888306e+00
5.649129825965193419e+01,-1.290293867471111300e+00,7.601784452618387533e-01,9.039795289889211993e-01,2.268051692079378068e+00,-1.211510293042931563e+00
5.653130626125225433e+01,-1.337011910855297137e+00,7.068759608459076471e-01,8.416089610083042905e-01,2.262585443951248720e+00,-1.123556180600181920e+00
5.657131426285257447e+01,-1.380175086720468070e+00,6.528399812748451048e-01,7.781597792862540164e-01,2.256634370507057508e+00,-1.034005491220644668e+00
5.661132226445289461e+01,-1.419743195455927420e+00,5.981940638136616917e-01,7.137839586606825604e-01,2.250233410511468080e+00,-9.440228196111456471e-01
5.665133026605321476e+01,-1.455720226488473212e+00,5.430580925640323686e-01,6.486324522978705875e-01,2.243419752680046564e+00,-8.546510139336405132e-01
5.669133826765353490e+01,-1.488149173295757466e+00,4.875472667172101593e-01,5.828536688310208547e-01,2.236232449328139804e+00,-7.667906504928081457e-01
5.673134626925385504e+01,-1.517105974629952891e+00,4.317711963628358962e-01,5.165920086991248050e-01,2.228712028931648437e+00,-6.811907265170262793e-01
5.677135427085417518e+01,-1.542693509185985912e+00,3.758334068515336579e-01,4.499868574126881793e-01,2.220900118686398361e+00,-5.984485620882951107e-01
5.681136227245449533e+01,-1.565035644517741797e+00,3.198308932912820590e-01,3.831716222787828197e-01,2.212839097379333264e+00,-5.190168506416943384e-01
5.685137027405481547e+01,-1.584271641954108745e+00,2.638540253003674452e-01,3.162731740945324832e-01,2.204571753289961134e+00,-4.432159411252377668e-01
5.689137827565513561e+01,-1.600551184849600794e+00,2.079865077563329556e-01,2.494113781367925942e-01,2.196140983858987372e+00,-3.712489936016026282e-01
5.693138627725545575e+01,-1.614030039427769125e+00,1.523055530157927939e-01,1.826988958592138945e-01,2.187589514752350084e+00,-3.032186174347141217e-01
5.697139427885577589e+01,-1.624866310103295630e+00,9.688212007014154747e-02,1.162410911247033635e-01,2.178959646905729297e+00,-2.391437194147732204e-01
5.701140228045609604e+01,-1.633217482873277504e+00,4.178124646056931984e-02,5.013609518395716752e-02,2.170293037809921444e+00,-1.789753993709533308e-01
5.705141028205641618e+01,-1.639237962464788367e+00,-1.293756435733615408e-02,-1.552503591424296038e-02,2.161630502440424539e+00,-1.226116603408017869e-01
5.709141828365673632e+01,-1.643077232880274519e+00,-6.721992799154116738e-02,-8.065808324860643252e-02,2.153011844437811018e+00,-6.991032876337860413e-02
5.713142628525705646e+01,-1.644878475256131400e+00,-1.210161438145739982e-01,-1.451853662695647140e-01,2.144475708822172866e+00,-2.070021055832331133e-02
5.717143428685737661e+01,-1.644777599868259443e+00,-1.742807590349857161e-01,-2.090354048692124600e-01,2.136059456458381245e+00,2.520954659915444762e-02
5.721144228845769675e+01,-1.642902619261239039e+00,-2.269721425966419459e-01,-2.721425572473230026e-01,2.127799057977829200e+00,6.802177081119525903e-02
5.725145029005801689e+01,-1.639373296595505458e+00,-2.790520704188114154e-01,-3.344466391301409991e-01,2.119729004364485192e+00,1.079450936859857879e-01
5.729145829165833703e+01,-1.634301014758525517e+00,-3.304853395329611088e-01,-3.958925470776292199e-01,2.111882232862020370e+00,1.451891167299582952e-01
5.733146629325865717e+01,-1.627788813716154692e+00,-3.812394059795815582e-01,-4.564298834421596229e-01,2.104290066440863249e+00,1.799607137363823939e-01
5.737147429485897732e+01,-1.619931560950664595e+00,-4.312840399543754200e-01,-5.160125790278381475e-01,2.096982163742795002e+00,2.124612884477669605e-01
5.741148229645929746e+01,-1.610816206409185103e+00,-4.805910315245346953e-01,-5.745985552185202128e-01,2.089986479085755633e+00,2.428848284023223669e-01
5.745149029805961760e+01,-1.600522112291185906e+00,-5.291338960943198222e-01,-6.321493676683205276e-01,2.083329231976301710e+00,2.714165884888870006e-01
5.749149829965993774e+01,-1.589121417135256786e+00,-5.768876375368484632e-01,-6.886299048743552698e-01,2.077034880771889025e+00,2.982323013039795412e-01
5.753150630126025789e+01,-1.576679425409600155e+00,-6.238285090365651708e-01,-7.440080698063760156e-01,2.071126106825776247e+00,3.234977669720590088e-01
5.757151430286057803e+01,-1.563255011209346623e+00,-6.699338259297719089e-01,-7.982545143857976422e-01,2.065623797750471446e+00,3.473687824920209666e-01
5.761152230446089817e+01,-1.548901010642985243e+00,-7.151817749208484454e-01,-8.513423592879952873e-01,2.060547042342268487e+00,3.699912698436330638e-01
5.765153030606121831e+01,-1.533664616535504122e+00,-7.595512737226284283e-01,-9.032469691098576892e-01,2.055913119907598841e+00,3.915016179404513519e-01
5.769153830766153845e+01,-1.517587747466657921e+00,-8.030218171658425330e-01,-9.539457016443793069e-01,2.051737503959524034e+00,4.120271075104718350e-01
5.773154630926185149e+01,-1.500707401274406605e+00,-8.455733784925009155e-01,-1.003417725551699391e+00,2.048033854920770835e+00,4.316864600572979938e-01
5.777155431086217163e+01,-1.483055994246487597e+00,-8.871862858430925591e-01,-1.051643793623492806e+00,2.044814030289601181e+00,4.505904144541530432e-01
5.781156231246249178e+01,-1.464661649468924853e+00,-9.278411533009712775e-01,-1.098606095421771789e+00,2.042088081657442267e+00,4.688423435285327678e-01
5.785157031406281192e+01,-1.445548507827420393e+00,-9.675187897318499042e-01,-1.144288060419861752e+00,2.039864265522239428e+00,4.865389025667595235e-01
5.789157831566313206e+01,-1.425736948942005755e+00,-1.006200141305773066e+00,-1.188674222585625051e+00,2.038149050598107692e+00,5.037706350877685368e-01
5.793158631726345220e+01,-1.405243857364110616e+00,-1.043866237100959049e+00,-1.231750071137218683e+00,2.036947121301834418e+00,5.206226315620677836e-01
5.797159431886377234e+01,-1.384082801353830661e+00,-1.080498133456604171e+00,-1.273501905812941981e+00,2.036261399270168138e+00,5.371751063129421855e-01
5.801160232046409249e+01,-1.362264231423877536e+00,-1.116076884482726461e+00,-1.313916731545068384e+00,2.036093041599118081e+00,5.535040108070025111e-01
5.805161032206441263e+01,-1.339795640517436714e+00,-1.150583497380326614e+00,-1.352982115427417753e+00,2.036441465931600359e+00,5.696815900504578201e-01
5.809161832366473277e+01,-1.316681684162968269e+00,-1.183998908218652169e+00,-1.390686095685998991e+00,2.037304360237742973e+00,5.857769172620317377e-01
5.813162632526505291e+01,-1.292924323380286955e+00,-1.216303953963379980e+00,-1.427017065212963454e+00,2.038677694497872839e+00,6.018564250563566143e-01
5.817163432686537305e+01,-1.268522893372663107e+00,-1.247479347698192687e+00,-1.461963669016016709e+00,2.040555750841265059e+00,6.179843753783476057e-01
5.821164232846569320e+01,-1.243474202149168928e+00,-1.277505658824305668e+00,-1.495514716783812093e+00,2.042931126847665535e+00,6.342233353500640325e-01
5.825165033006601334e+01,-1.217772580077877143e+00,-1.306363290610370376e+00,-1.527659073602763984e+00,2.045794769488590070e+00,6.506346035794012828e-01
5.829165833166633348e+01,-1.191409917996359535e+00,-1.334032463450902650e+00,-1.558385583918435513e+00,2.049135992802967543e+00,6.672786183689201067e-01
5.833166633326665362e+01,-1.164375709037377415e+00,-1.360493190137696873e+00,-1.587682969546710954e+00,2.052942496494571500e+00,6.842153361964276037e-01
5.837167433486697377e+01,-1.136657041221499354e+00,-1.385725261946390896e+00,-1.615539746703594126e+00,2.057200405741216098e+00,7.015045780479440829e-01
5.841168233646729391e+01,-1.108238615188925857e+00,-1.409708220934854150e+00,-1.641944138358545802e+00,2.061894282605563067e+00,7.192063427310164681e-01
5.845169033806761405e+01,-1.079102718058182697e+00,-1.432421339859426990e+00,-1.666883978032506652e+00,2.067007169716230219e+00,7.373810821349778832e-01
5.849169833966793419e+01,-1.049229205694141465e+00,-1.453843601117000839e+00,-1.690346635361501759e+00,2.072520616565885820e+00,7.560899394745900226e-01
5.853170634126825433e+01,-1.018595474046504190e+00,-1.473953659986645626e+00,-1.712318909689871660e+00,2.078414709637456781e+00,7.753949224644633986e-01
5.857171434286857448e+01,-9.871764137833848318e-01,-1.492729830526041246e+00,-1.732786955278680985e+00,2.084668121428653986e+00,7.953590397182206395e-01
5.861172234446889462e+01,-9.549443788897571395e-01,-1.510150040463899224e+00,-1.751736179436335528e+00,2.091258132925885693e+00,8.160463370099020342e-01
5.865173034606921476e+01,-9.218691365771074508e-01,-1.526191806838685494e+00,-1.769151149720703753e+00,2.098160690767572056e+00,8.375218665825929776e-01
5.869173834766953490e+01,-8.879178361560920996e-01,-1.540832203324309368e+00,-1.785015511289452572e+00,2.105350441622907631e+00,8.598515399700029649e-01
5.873174634926985505e+01,-8.530549756660089633e-01,-1.554047811484617903e+00,-1.799311870688992787e+00,2.112800780127156663e+00,8.831018335873748182e-01
5.877175435087017519e+01,-8.172423919010157745e-01,-1.565814705246203919e+00,-1.812021725174392195e+00,2.120483907235680476e+00,9.073393598205038435e-01
5.881176235247049533e+01,-7.804392588432709221e-01,-1.576108391129942277e+00,-1.823125344491875577e+00,2.128370868463094645e+00,9.326301974679326312e-01
5.885177035407081547e+01,-7.426021410419627600e-01,-1.584903790907426391e+00,-1.832601687981404437e+00,2.136431628598916888e+00,9.590390056337558811e-01
5.889177835567113561e+01,-7.036850529630305218e-01,-1.592175204453904813e+00,-1.840428316909156869e+00,2.144635117449132711e+00,9.866278307780782519e-01
5.893178635727145576e+01,-6.636396123589330953e-01,-1.597896272264641926e+00,-1.846581286910262909e+00,2.152949302071666793e+00,1.015454530319113369e+00
5.897179435887177590e+01,-6.224152433820157038e-01,-1.602039979312117168e+00,-1.851035097501097626e+00,2.161341259747657784e+00,1.045570805742936482e+00
5.901180236047209604e+01,-5.799594354806643093e-01,-1.604578613883131499e+00,-1.853762588737245087e+00,2.169777238667620178e+00,1.077019696147766492e+00
5.905181036207241618e+01,-5.362182364481810071e-01,-1.605483800543254125e+00,-1.854734906160107055e+00,2.178222759935528163e+00,1.109832452842666628e+00
5.909181836367273633e+01,-4.911366785727190321e-01,-1.604726508423012676e+00,-1.853921458377397524e+00,2.186642684487968058e+00,1.144024825439327264e+00
5.913182636527305647e+01,-4.446595789814397071e-01,-1.602277089934004861e+00,-1.851289884586616363e+00,2.195001316609871189e+00,1.179592438897159035e+00
5.917183436687337661e+01,-3.967324764121152869e-01,-1.598105387732752236e+00,-1.846806105515978791e+00,2.203262515462618865e+00,1.216505389555311956e+00
5.921184236847369675e+01,-3.473025440228453276e-01,-1.592180796120585384e+00,-1.840434332705312759e+00,2.211389780035885710e+00,1.254702083469410034e+00
5.925185037007401689e+01,-2.963203917652649233e-01,-1.584472470690805990e+00,-1.832137214061853925e+00,2.219346404891233693e+00,1.294081718027010330e+00
5.929185837167433704e+01,-2.437414898361313087e-01,-1.574949516942481864e+00,-1.821875985543243148e+00,2.227095595133589789e+00,1.334496402688151173e+00
5.933186637327465718e+01,-1.895282049628315979e-01,-1.563581238693412478e+00,-1.809610678198512623e+00,2.234600605769782700e+00,1.375742315844251884e+00
5.937187437487497732e+01,-1.336525492864245601e-01,-1.550337541008423692e+00,-1.795300493904991468e+00,2.241824927570561066e+00,1.417550112242839555e+00
5.941188237647529746e+01,-7.609857442435541408e-02,-1.535189296678821647e+00,-1.778904164277782973e+00,2.248732437057053168e+00,1.459575861349950099e+00
5.945189037807561760e+01,-1.686587595282945662e-02,-1.518108918220697046e+00,-1.760380534766005756e+00,2.255287609182268671e+00,1.501391945803139949e+00
5.949189837967593775e+01,4.402713732835859817e-02,-1.499070937338530474e+00,-1.739689180746409658e+00,2.261455715316034176e+00,1.542479845281699458e+00
5.953190638127625789e+01,1.065393354927578057e-01,-1.478052756964208569e+00,-1.716791234186149318e+00,2.267203061239384532e+00,1.582225130395622958e+00
5.957191438287657803e+01,1.706031158417020688e-01,-1.455035450368484140e+00,-1.691650290943464752e+00,2.272497226985422447e+00,1.619916522952713933e+00
5.961192238447689817e+01,2.361205100723841876e-01,-1.430004696448380130e+00,-1.664233506530571116e+00,2.277307337305760182e+00,1.654750116948453531e+00
5.965193038607721832e+01,3.029597150540162542e-01,-1.402951776953835994e+00,-1.634512802863777203e+00,2.281604339418600969e+00,1.685840505767183917e+00
5.969193838767753846e+01,3.709521868993412297e-01,-1.373874621443706978e+00,-1.602466178904517147e+00,2.285361296597543390e+00,1.712239963152548894e+00
5.973194638927785860e+01,4.398906637199914149e-01,-1.342778916095120012e+00,-1.568079154990233537e+00,2.288553695658527509e+00,1.732966581514900906e+00
5.977195439087817874e+01,5.095285113898478935e-01,-1.309679122262741524e+00,-1.531346168983095390e+00,2.291159746537004605e+00,1.747041329028618639e+00
5.981196239247849888e+01,5.795807654823027510e-01,-1.274599506081054878e+00,-1.492272069043029559e+00,2.293160696209095128e+00,1.753533140909968147e+00
5.985197039407881903e+01,6.497269209538228951e-01,-1.237574933752012774e+00,-1.450873382264493916e+00,2.294541109710245053e+00,1.751609385848164058e+00
5.989197839567913917e+01,7.196161444073756464e-01,-1.198651556847821542e+00,-1.407179553502918568e+00,2.295289153340419830e+00,1.740588529006567020e+00
5.993198639727945931e+01,7.888740128810417529e-01,-1.157887155096006371e+00,-1.361233807458609224e+00,2.295396824244310352e+00,1.719989637041887232e+00
5.997199439887977945e+01,8.571118035788367617e-01,-1.115351219165852115e+00,-1.313093795352054283e+00,2.294860159229774599e+00,1.689574117677896226e+00
6.001200240048009960e+01,9.239363686222356042e-01,-1.071124653953686279e+00,-1.262831780154733075e+00,2.293679376057613073e+00,1.649374016309079760e+00
6.005201040208041974e+01,9.889616924342495841e-01,-1.025299116654523779e+00,-1.210534440425599101e+00,2.291858968356527360e+00,1.599703378539226506e+00
6.009201840368073988e+01,1.051819676672193227e+00,-9.779760302722105836e-01,-1.156302230658720509e+00,2.289407727536422854e+00,1.541150333785332505e+00
6.013202640528106002e+01,1.112170970843985751e+00,-9.292652315470116831e-01,-1.100248295042605573e+00,2.286338700682623681e+00,1.474550160653430142e+00
6.017203440688138016e+01,1.169713767778259417e+00,-8.792834399372990717e-01,-1.042497067600514526e+00,2.282669079219771024e+00,1.400942138543749049e+00
6.021204240848170031e+01,1.224191105972721738e+00,-8.281524571778337007e-01,-9.831824798915999031e-01,2.278420019071517810e+00,1.321514393380726515e+00
6.025205041008202045e+01,1.275395466293342439e+00,-7.759974002339281585e-01,-9.224460803845448975e-01,2.273616408463471128e+00,1.237542878189120454e+00
6.029205841168234059e+01,1.323171119506189042e+00,-7.229447973884987055e-01,-8.604348832548317505e-01,2.268286570528743606e+00,1.150329944723437192e+00
6.033206641328266073e+01,1.367414054429216375e+00,-6.691209266610818052e-01,-7.972993832522534685e-01,2.262461945528790430e+00,1.061148106124024659e+00
6.037207441488298088e+01,1.408069676577598628e+00,-6.146501435800919566e-01,-7.331914376138027878e-01,2.256176712593675138e+00,9.711927635470329889e-01
6.041208241648330102e+01,1.445129200569060135e+00,-5.596535735752858898e-01,-6.682625030553225320e-01,2.249467431222241132e+00,8.815460195141436861e-01
6.045209041808362116e+01,1.478624237482066395e+00,-5.042478908021993389e-01,-6.026618566872530280e-01,2.242372625196203728e+00,7.931529804066552725e-01
6.049209841968394130e+01,1.508621527194852874e+00,-4.485444805135666568e-01,-5.365352658503336203e-01,2.234932427962682322e+00,7.068086568447731199e-01
6.053210642128426144e+01,1.535216236909619614e+00,-3.926487113275979324e-01,-4.700236710749266522e-01,2.227188168451995409e+00,6.231559365796477401e-01
6.057211442288458159e+01,1.558526526638408516e+00,-3.366595985326538143e-01,-4.032623910611681239e-01,2.219182038759112796e+00,5.426901267269689244e-01
6.061212242448490173e+01,1.578687474686928827e+00,-2.806694969772774995e-01,-3.363802925344373529e-01,2.210956738160379853e+00,4.657702033231174710e-01
6.065213042608522187e+01,1.595846091353267937e+00,-2.247641192656107956e-01,-2.694993933300455780e-01,2.202555164531541543e+00,3.926331024408961645e-01
6.069213842768554201e+01,1.610156646557442839e+00,-1.690226145982956230e-01,-2.027345357445231311e-01,2.194020122556033847e+00,3.234102137286262724e-01
6.073214642928586215e+01,1.621776880939873600e+00,-1.135177944889893542e-01,-1.361932813440082657e-01,2.185394069776893655e+00,2.581440824963334157e-01
6.077215443088618230e+01,1.630864702371607633e+00,-5.831645233318356880e-02,-6.997593444484891123e-02,2.176718879828115849e+00,1.968048360005233144e-01
6.081216243248650244e+01,1.637575641529387172e+00,-3.479719607786414121e-03,-4.175661557024826220e-03,2.168035642669937424e+00,1.393051889359479267e-01
6.085217043408682258e+01,1.642060815877065094e+00,5.093651579368733973e-02,6.112128300477230602e-02,2.159384485130823261e+00,8.551395355400230602e-02
6.089217843568714272e+01,1.644465412393339765e+00,1.048811815675264048e-01,1.258352783333782643e-01,2.150804417206949815e+00,3.526773515306693557e-02
6.093218643728746287e+01,1.644927605066448750e+00,1.583075849129727541e-01,1.898930096428866066e-01,2.142333200500027512e+00,-1.161917795498171140e-02
6.097219443888778301e+01,1.643577830354979952e+00,2.111729797039932355e-01,2.532271090968422067e-01,2.134007236162378529e+00,-5.534663507320337905e-02
6.101220244048810315e+01,1.640538358741467695e+00,2.634381518415990220e-01,3.157757842179965690e-01,2.125861470838145806e+00,-9.612201705352284298e-02
