eta,kon,kon_noisy
2.431439821747091834e+00,4.559552408830032655e-01,4.560039824429414357e-01
2.433929914400614347e+00,4.557159599049881993e-01,4.540955315856635699e-01
2.436422557214485529e+00,4.554768169115773202e-01,4.479248775227162027e-01
2.438917752800382477e+00,4.552378118446836486e-01,4.475323022453054911e-01
2.441415503772656148e+00,4.549989446461535914e-01,4.522294227177755532e-01
2.443915812748336691e+00,4.547602152577664425e-01,4.542951672714721778e-01
2.446418682347132556e+00,4.545216236212350491e-01,4.471366194748142009e-01
2.448924115191436268e+00,4.542831696782062556e-01,4.515517734155395368e-01
2.451432113906325760e+00,4.540448533702610701e-01,4.630532514067641214e-01
2.453942681119567037e+00,4.538066746389142203e-01,4.571597433726344861e-01
2.456455819461617729e+00,4.535686334256154861e-01,4.593882399154339269e-01
2.458971531565629309e+00,4.533307296717492552e-01,4.560900247050092005e-01
2.461489820067449319e+00,4.530929633186349115e-01,4.454008138663798633e-01
2.464010687605625360e+00,4.528553343075272797e-01,4.538551543508043684e-01
2.466534136821406875e+00,4.526178425796166804e-01,4.538643978486716635e-01
2.469060170358749140e+00,4.523804880760290414e-01,4.580999364415961339e-01
2.471588790864313712e+00,4.521432707378264526e-01,4.645700482242888230e-01
2.474120000987473311e+00,4.519061905060073880e-01,4.490081403724078268e-01
2.476653803380314933e+00,4.516692473215065395e-01,4.524124455355297836e-01
2.479190200697639845e+00,4.514324411251958713e-01,4.553871863803578557e-01
2.481729195596969362e+00,4.511957718578841758e-01,4.464191427522349320e-01
2.484270790738546175e+00,4.509592394603170740e-01,4.458992255393430248e-01
2.486814988785337466e+00,4.507228438731784581e-01,4.567244998454206839e-01
2.489361792403037121e+00,4.504865850370893821e-01,4.527107641964401852e-01
2.491911204260069734e+00,4.502504628926093933e-01,4.535745963313536078e-01
2.494463227027591934e+00,4.500144773802358666e-01,4.532993328966287150e-01
2.497017863379496827e+00,4.497786284404051149e-01,4.533396533987233412e-01
2.499575115992414887e+00,4.495429160134916668e-01,4.454178181158861549e-01
2.502134987545718836e+00,4.493073400398097106e-01,4.467289683450081927e-01
2.504697480721524983e+00,4.490719004596122055e-01,4.443871721206113512e-01
2.507262598204695880e+00,4.488365972130917703e-01,4.544074789515774038e-01
2.509830342682844329e+00,4.486014302403805720e-01,4.439292730248086682e-01
2.512400716846336035e+00,4.483663994815512144e-01,4.461045621545894346e-01
2.514973723388290505e+00,4.481315048766159603e-01,4.512833343210329584e-01
2.517549365004586814e+00,4.478967463655281200e-01,4.510486220983812578e-01
2.520127644393864053e+00,4.476621238881811071e-01,4.463787764580686712e-01
2.522708564257525321e+00,4.474276373844099375e-01,4.493268406085328959e-01
2.525292127299740841e+00,4.471932867939901191e-01,4.507471379158600744e-01
2.527878336227449285e+00,4.469590720566392061e-01,4.404993633333591507e-01
2.530467193750361776e+00,4.467249931120161333e-01,4.512910383558704219e-01
2.533058702580964994e+00,4.464910498997219368e-01,4.533121585642470031e-01
2.535652865434523395e+00,4.462572423592994775e-01,4.567832125184435044e-01
2.538249685029081437e+00,4.460235704302345505e-01,4.493442992489257160e-01
2.540849164085468903e+00,4.457900340519551086e-01,4.425294837921861513e-01
2.543451305327300016e+00,4.455566331638322608e-01,4.455834541265667470e-01
2.546056111480979656e+00,4.453233677051802730e-01,4.419786061218885509e-01
2.548663585275704246e+00,4.450902376152565121e-01,4.474965613868933101e-01
2.551273729443465310e+00,4.448572428332624451e-01,4.424842707816811216e-01
2.553886546719053019e+00,4.446243832983428068e-01,4.525951283394047953e-01
2.556502039840057527e+00,4.443916589495868208e-01,4.350410514250206973e-01
2.559120211546872525e+00,4.441590697260279219e-01,4.443475738926698781e-01
2.561741064582698790e+00,4.439266155666440894e-01,4.462622503665711338e-01
2.564364601693545520e+00,4.436942964103582354e-01,4.438841328242065787e-01
2.566990825628235662e+00,4.434621121960382051e-01,4.469831233727991626e-01
2.569619739138406356e+00,4.432300628624970540e-01,4.437811703919810058e-01
2.572251344978512044e+00,4.429981483484934923e-01,4.315773686207845516e-01
2.574885645905829357e+00,4.427663685927319959e-01,4.389186127945580163e-01
2.577522644680458441e+00,4.425347235338630281e-01,4.534182325814440917e-01
2.580162344065325630e+00,4.423032131104831510e-01,4.399910312214358465e-01
2.582804746826186992e+00,4.420718372611355251e-01,4.446579447671601404e-01
2.585449855731631441e+00,4.418405959243098535e-01,4.464603667225265360e-01
2.588097673553082956e+00,4.416094890384431038e-01,4.456656602296612535e-01
2.590748203064803246e+00,4.413785165419192857e-01,4.430111761306914087e-01
2.593401447043897079e+00,4.411476783730695073e-01,4.483174830535325839e-01
2.596057408270310951e+00,4.409169744701728622e-01,4.421121273499871718e-01
2.598716089526840189e+00,4.406864047714562083e-01,4.486333878243161100e-01
2.601377493599128510e+00,4.404559692150947781e-01,4.425233871363127292e-01
2.604041623275673789e+00,4.402256677392115680e-01,4.371899000663971302e-01
2.606708481347828954e+00,4.399955002818787819e-01,4.383073621705766976e-01
2.609378070609806421e+00,4.397654667811170537e-01,4.384668263937368526e-01
2.612050393858678543e+00,4.395355671748961690e-01,4.343818944013383976e-01
2.614725453894384266e+00,4.393058014011352874e-01,4.382879447135881179e-01
2.617403253519728246e+00,4.390761693977028868e-01,4.388331263934290849e-01
2.620083795540387062e+00,4.388466711024173739e-01,4.418760549080428812e-01
2.622767082764909663e+00,4.386173064530469734e-01,4.318893853230017510e-01
2.625453118004721365e+00,4.383880753873103941e-01,4.405231105107502709e-01
2.628141904074126955e+00,4.381589778428763848e-01,4.422757294960124597e-01
2.630833443790313364e+00,4.379300137573647334e-01,4.418547442325509444e-01
2.633527739973353210e+00,4.377011830683458782e-01,4.298542203056104904e-01
2.636224795446206581e+00,4.374724857133416300e-01,4.372762949697850399e-01
2.638924613034724143e+00,4.372439216298247833e-01,4.329131456128430533e-01
2.641627195567651576e+00,4.370154907552202261e-01,4.545340508134186330e-01
2.644332545876631357e+00,4.367871930269041081e-01,4.410908699341330452e-01
2.647040666796204977e+00,4.365590283822052831e-01,4.339464259295398585e-01
2.649751561163818714e+00,4.363309967584041993e-01,4.317981156319247171e-01
2.652465231819822300e+00,4.361030980927342315e-01,4.321899020620592613e-01
2.655181681607476918e+00,4.358753323223814591e-01,4.373177418577303688e-01
2.657900913372952978e+00,4.356476993844848877e-01,4.384888920826562897e-01
2.660622929965338113e+00,4.354201992161365053e-01,4.335816336554892403e-01
2.663347734236635844e+00,4.351928317543819480e-01,4.310192654686194613e-01
2.666075329041772246e+00,4.349655969362206664e-01,4.253567905924724446e-01
2.668805717238595943e+00,4.347384946986054266e-01,4.395041494846139152e-01
2.671538901687882550e+00,4.345115249784434752e-01,4.373674489280669486e-01
2.674274885253337786e+00,4.342846877125966509e-01,4.373999024764957388e-01
2.677013670801599687e+00,4.340579828378806626e-01,4.266259614239225062e-01
2.679755261202242611e+00,4.338314102910664771e-01,4.308764080323642665e-01
2.682499659327779451e+00,4.336049700088799863e-01,4.327935745447543114e-01
2.685246868053665192e+00,4.333786619280021180e-01,4.338612131623731938e-01
2.687996890258298688e+00,4.331524859850694464e-01,4.352948634532570749e-01
2.690749728823028430e+00,4.329264421166741372e-01,4.435342533821861610e-01
2.693505386632151666e+00,4.327005302593642799e-01,4.362493385968321813e-01
2.696263866572920609e+00,4.324747503496439993e-01,4.363241901036299941e-01
2.699025171535544665e+00,4.322491023239738994e-01,4.289859056175290286e-01
2.701789304413192649e+00,4.320235861187711190e-01,4.293332955494844061e-01
2.704556268101996341e+00,4.317982016704093318e-01,4.329475677865831651e-01
2.707326065501053591e+00,4.315729489152196341e-01,4.390302580889650086e-01
2.710098699512431430e+00,4.313478277894900459e-01,4.236066330300294891e-01
2.712874173041169179e+00,4.311228382294660655e-01,4.275335501008383776e-01
2.715652488995280223e+00,4.308979801713511137e-01,4.435737380765895632e-01
2.718433650285757786e+00,4.306732535513060900e-01,4.387178835977187941e-01
2.721217659826574486e+00,4.304486583054504822e-01,4.357259666872684289e-01
2.724004520534688112e+00,4.302241943698617010e-01,4.346565412348530333e-01
2.726794235330044280e+00,4.299998616805759677e-01,4.248625565438353680e-01
2.729586807135578663e+00,4.297756601735882032e-01,4.250689115847953725e-01
2.732382238877219205e+00,4.295515897848521947e-01,4.316765973120498256e-01
2.735180533483891896e+00,4.293276504502811508e-01,4.281089546062005757e-01
2.737981693887521217e+00,4.291038421057475905e-01,4.260529844172324387e-01
2.740785723023035914e+00,4.288801646870835649e-01,4.256363842017237831e-01
2.743592623828368104e+00,4.286566181300813239e-01,4.347460114703969314e-01
2.746402399244461279e+00,4.284332023704928716e-01,4.260946354577012651e-01
2.749215052215268074e+00,4.282099173440307438e-01,4.292392414194907135e-01
2.752030585687758713e+00,4.279867629863678413e-01,4.244308609981562452e-01
2.754849002611919673e+00,4.277637392331379296e-01,4.235643001854347833e-01
2.757670305940759459e+00,4.275408460199354166e-01,4.259937566260498798e-01
2.760494498630310378e+00,4.273180832823163522e-01,4.222498663104319316e-01
2.763321583639632095e+00,4.270954509557978174e-01,4.329479464715110804e-01
2.766151563930815183e+00,4.268729489758587015e-01,4.224398728782867707e-01
2.768984442468983342e+00,4.266505772779392580e-01,4.251855671835323425e-01
2.771820222222296515e+00,4.264283357974426591e-01,4.328227999148378524e-01
2.774658906161955763e+00,4.262062244697332747e-01,4.266834617918709438e-01
2.777500497262204160e+00,4.259842432301387261e-01,4.230799724350157720e-01
2.780344998500329901e+00,4.257623920139488316e-01,4.161654168449537838e-01
2.783192412856672071e+00,4.255406707564164392e-01,4.298451001273067007e-01
2.786042743314620651e+00,4.253190793927576485e-01,4.196010789474948766e-01
2.788895992860621398e+00,4.250976178581516995e-01,4.265300941166182414e-01
2.791752164484178511e+00,4.248762860877414171e-01,4.212039347077731199e-01
2.794611261177858186e+00,4.246550840166332108e-01,4.291135796741737951e-01
2.797473285937290832e+00,4.244340115798976298e-01,4.215458750951339151e-01
2.800338241761175073e+00,4.242130687125693078e-01,4.255373805718330460e-01
2.803206131651280408e+00,4.239922553496472402e-01,4.260947946742242864e-01
2.806076958612450767e+00,4.237715714260947841e-01,4.173755335889883789e-01
2.808950725652607172e+00,4.235510168768406580e-01,4.275177882911469496e-01
2.811827435782750850e+00,4.233305916367779975e-01,4.194866396098319017e-01
2.814707092016967227e+00,4.231102956407653548e-01,4.245863593922088453e-01
2.817589697372428148e+00,4.228901288236268652e-01,4.210500888724911239e-01
2.820475254869396320e+00,4.226700911201519695e-01,4.206532801914395492e-01
2.823363767531225754e+00,4.224501824650961912e-01,4.152418136383998482e-01
2.826255238384367985e+00,4.222304027931809145e-01,4.201705775115166519e-01
2.829149670458374732e+00,4.220107520390940503e-01,4.104650744278653951e-01
2.832047066785897904e+00,4.217912301374896478e-01,4.217419896636219190e-01
2.834947430402698032e+00,4.215718370229887269e-01,4.180331058488254148e-01
2.837850764347642940e+00,4.213525726301787788e-01,4.223593492579212905e-01
2.840757071662713074e+00,4.211334368936148764e-01,4.275476745285523572e-01
2.843666355393003720e+00,4.209144297478188412e-01,4.206819959257485642e-01
2.846578618586729892e+00,4.206955511272804649e-01,4.210212936734476497e-01
2.849493864295227219e+00,4.204768009664571760e-01,4.220878051546853582e-01
2.852412095572956829e+00,4.202581791997739846e-01,4.172105708584851747e-01
2.855333315477507572e+00,4.200396857616241486e-01,4.237529456829453589e-01
2.858257527069600901e+00,4.198213205863694508e-01,4.176775410154149326e-01
2.861184733413090431e+00,4.196030836083400883e-01,4.207407471913958141e-01
2.864114937574970376e+00,4.193849747618346169e-01,4.137784598669557168e-01
2.867048142625373330e+00,4.191669939811211165e-01,4.202395632981872353e-01
2.869984351637578257e+00,4.189491412004364146e-01,4.201587947545009083e-01
2.872923567688010049e+00,4.187314163539868073e-01,4.160727234450484757e-01
2.875865793856244856e+00,4.185138193759480596e-01,4.275149713598959678e-01
2.878811033225012306e+00,4.182963502004657386e-01,4.166791010721001554e-01
2.881759288880199499e+00,4.180790087616553796e-01,4.240519109832909805e-01
2.884710563910854120e+00,4.178617949936025422e-01,4.233304991277389573e-01
2.887664861409187100e+00,4.176447088303631427e-01,4.206172911743268905e-01
2.890622184470575284e+00,4.174277502059637324e-01,4.173914429162871587e-01
2.893582536193566757e+00,4.172109190544016633e-01,4.111996973857863225e-01
2.896545919679883063e+00,4.169942153096450888e-01,4.165578006850379489e-01
2.899512338034421433e+00,4.167776389056332964e-01,4.139139459475925653e-01
2.902481794365259216e+00,4.165611897762770965e-01,4.184208768200561868e-01
2.905454291783656995e+00,4.163448678554586002e-01,4.195854912659482405e-01
2.908429833404061249e+00,4.161286730770319409e-01,4.115659204784130054e-01
2.911408422344108349e+00,4.159126053748231078e-01,4.268176908084029275e-01
2.914390061724627223e+00,4.156966646826300016e-01,4.235958569161187848e-01
2.917374754669643355e+00,4.154808509342233225e-01,4.107147749554238558e-01
2.920362504306381446e+00,4.152651640633456820e-01,4.139352879178690436e-01
2.923353313765268968e+00,4.150496040037131573e-01,4.152275382462567443e-01
2.926347186179938831e+00,4.148341706890141256e-01,4.162501645573110087e-01
2.929344124687233375e+00,4.146188640529104297e-01,4.186614362715083693e-01
2.932344132427207928e+00,4.144036840290373225e-01,4.115467590700316869e-01
2.935347212543133022e+00,4.141886305510031896e-01,4.099886379092180233e-01
2.938353368181498837e+00,4.139737035523905484e-01,4.120481915350245328e-01
2.941362602492017420e+00,4.137589029667555485e-01,4.178126730145053092e-01
2.944374918627626680e+00,4.135442287276286377e-01,4.194406886056363248e-01
2.947390319744493947e+00,4.133296807685144514e-01,4.191133132255094318e-01
2.950408809002017740e+00,4.131152590228922561e-01,4.081534880513009722e-01
2.953430389562833991e+00,4.129009634242158944e-01,4.199612916628744919e-01
2.956455064592815152e+00,4.126867939059140622e-01,4.109762121096441345e-01
2.959482837261078636e+00,4.124727504013907531e-01,4.082927257540233668e-01
2.962513710739985040e+00,4.122588328440247585e-01,4.215637547003279750e-01
2.965547688205145249e+00,4.120450411671710556e-01,4.145417871640723062e-01
2.968584772835422214e+00,4.118313753041596970e-01,4.102559425222386813e-01
2.971624967812933615e+00,4.116178351882968101e-01,4.131868619178578617e-01
2.974668276323056304e+00,4.114044207528645414e-01,4.171293084610824264e-01
2.977714701554431187e+00,4.111911319311212232e-01,4.139797706721719539e-01
2.980764246698961895e+00,4.109779686563017620e-01,4.101327040978117178e-01
2.983816914951822330e+00,4.107649308616176387e-01,4.167112794096677897e-01
2.986872709511458890e+00,4.105520184802569084e-01,4.198372781539394527e-01
2.989931633579593129e+00,4.103392314453848666e-01,4.044779515552589522e-01
2.992993690361225312e+00,4.101265696901439939e-01,4.128564448563737388e-01
2.996058883064638856e+00,4.099140331476540666e-01,4.092849016586763145e-01
2.999127214901402105e+00,4.097016217510124347e-01,4.050444246070082355e-01
3.002198689086372774e+00,4.094893354332942992e-01,4.099141245095709318e-01
3.005273308837701052e+00,4.092771741275526565e-01,3.976224939685044091e-01
3.008351077376832716e+00,4.090651377668186317e-01,4.033003635496887895e-01
3.011431997928512239e+00,4.088532262841019782e-01,4.133784689249038746e-01
3.014516073720788114e+00,4.086414396123904669e-01,4.148284218197905160e-01
3.017603307985012862e+00,4.084297776846511074e-01,4.095906621738069631e-01
3.020693703955849685e+00,4.082182404338292603e-01,4.023908708844841087e-01
3.023787264871273806e+00,4.080068277928497467e-01,4.104489670510257371e-01
3.026883993972576903e+00,4.077955396946164601e-01,4.096220909680886035e-01
3.029983894504370223e+00,4.075843760720128106e-01,4.029170341067945249e-01
3.033086969714586800e+00,4.073733368579017800e-01,4.009924901179918177e-01
3.036193222854487672e+00,4.071624219851261994e-01,4.063036441541047483e-01
3.039302657178662326e+00,4.069516313865087498e-01,4.052275887538311361e-01
3.042415275945033581e+00,4.067409649948526273e-01,4.070878826026692598e-01
3.045531082414861146e+00,4.065304227429411554e-01,4.027563537712073871e-01
3.048650079852744721e+00,4.063200045635381175e-01,4.012958849876077649e-01
3.051772271526626223e+00,4.061097103893881455e-01,4.072190465306246288e-01
3.054897660707795559e+00,4.058995401532169978e-01,4.088046254239189325e-01
3.058026250670891955e+00,4.056894937877311702e-01,4.079309053520031592e-01
3.061158044693909730e+00,4.054795712256185625e-01,4.083120450649103117e-01
3.064293046058199188e+00,4.052697723995486445e-01,4.106241922463318983e-01
3.067431258048470610e+00,4.050600972421725121e-01,4.042551071376274674e-01
3.070572683952799142e+00,4.048505456861228868e-01,4.025649293102462334e-01
3.073717327062627458e+00,4.046411176640147267e-01,3.983441489827403981e-01
3.076865190672767980e+00,4.044318131084450596e-01,3.973614318716380822e-01
3.080016278081408210e+00,4.042226319519934274e-01,4.106447897997698160e-01
3.083170592590113390e+00,4.040135741272216641e-01,4.089778225958252134e-01
3.086328137503830504e+00,4.038046395666745614e-01,4.015993367471881181e-01
3.089488916130889606e+00,4.035958282028797584e-01,4.064742522260700874e-01
3.092652931783010040e+00,4.033871399683479075e-01,4.045240817911195941e-01
3.095820187775303101e+00,4.031785747955730081e-01,3.991818547906130776e-01
3.098990687426274260e+00,4.029701326170325171e-01,4.014855409161480759e-01
3.102164434057828046e+00,4.027618133651872379e-01,4.098143533980556641e-01
3.105341430995271157e+00,4.025536169724822089e-01,4.032454885532442135e-01
3.108521681567314676e+00,4.023455433713462592e-01,4.072669085235048336e-01
3.111705189106080294e+00,4.021375924941923419e-01,4.026208239410641876e-01
3.114891956947101193e+00,4.019297642734177001e-01,3.982431373055257406e-01
3.118081988429327378e+00,4.017220586414042005e-01,4.044524046236663839e-01
3.121275286895127010e+00,4.015144755305182778e-01,4.016944501820002289e-01
3.124471855690292621e+00,4.013070148731113229e-01,4.070626446062425852e-01
3.127671698164042446e+00,4.010996766015196280e-01,4.001501229787268188e-01
3.130874817669024868e+00,4.008924606480649966e-01,4.090168591842868184e-01
3.134081217561321964e+00,4.006853669450542443e-01,3.956003263330512554e-01
3.137290901200453064e+00,4.004783954247800870e-01,3.997050031587490726e-01
3.140503871949376968e+00,4.002715460195205299e-01,3.940136201690795370e-01
3.143720133174498166e+00,4.000648186615399227e-01,4.025932558075407397e-01
3.146939688245667277e+00,3.998582132830885150e-01,4.088890469688071239e-01
3.150162540536187716e+00,3.996517298164027343e-01,4.026757436809068058e-01
3.153388693422815692e+00,3.994453681937056855e-01,3.932886540701572842e-01
3.156618150285766866e+00,3.992391283472068175e-01,4.058576778092550796e-01
3.159850914508718134e+00,3.990330102091024234e-01,3.956840398692321181e-01
3.163086989478812061e+00,3.988270137115758063e-01,4.065635550786653174e-01
3.166326378586659551e+00,3.986211387867973355e-01,3.910250020187806541e-01
3.169569085226344729e+00,3.984153853669245571e-01,4.022656323644088205e-01
3.172815112795426717e+00,3.982097533841027492e-01,3.908598964184010760e-01
3.176064464694944522e+00,3.980042427704645336e-01,3.990780153294256061e-01
3.179317144329421030e+00,3.977988534581305413e-01,3.951087716116623572e-01
3.182573155106864338e+00,3.975935853792091912e-01,3.915964493114285627e-01
3.185832500438773973e+00,3.973884384657970781e-01,4.015076260309144995e-01
3.189095183740142225e+00,3.971834126499793061e-01,3.962119927866999958e-01
3.192361208429459918e+00,3.969785078638290998e-01,3.938110970983718651e-01
3.195630577928717742e+00,3.967737240394086373e-01,3.960677208843331742e-01
3.198903295663411583e+00,3.965690611087686612e-01,3.988622420612257802e-01
3.202179365062545635e+00,3.963645190039490895e-01,4.046810206959523537e-01
3.205458789558635058e+00,3.961600976569789045e-01,3.938680952749192277e-01
3.208741572587710422e+00,3.959557969998765414e-01,3.956354881907445664e-01
3.212027717589322151e+00,3.957516169646494997e-01,3.943884356366796351e-01
3.215317228006541850e+00,3.955475574832953978e-01,3.903279229966118424e-01
3.218610107285968969e+00,3.953436184878013626e-01,3.917589953752505516e-01
3.221906358877730803e+00,3.951397999101445846e-01,3.894627139324808307e-01
3.225205986235488709e+00,3.949361016822925952e-01,4.004808090868725023e-01
3.228508992816442102e+00,3.947325237362028783e-01,3.953832443953401166e-01
3.231815382081329346e+00,3.945290660038235364e-01,3.944974380239806844e-01
3.235125157494434411e+00,3.943257284170934018e-01,3.957565480223708132e-01
3.238438322523587765e+00,3.941225109079420363e-01,3.915983020011271076e-01
3.241754880640172587e+00,3.939194134082899534e-01,3.991178043714844748e-01
3.245074835319126105e+00,3.937164358500488959e-01,4.005315477151447090e-01
3.248398190038945366e+00,3.935135781651216136e-01,3.852588662667686403e-01
3.251724948281689009e+00,3.933108402854025853e-01,3.984154432216566177e-01
3.255055113532982158e+00,3.931082221427778522e-01,4.022301141064049679e-01
3.258388689282019524e+00,3.929057236691252397e-01,3.900183391633981200e-01
3.261725679021569402e+00,3.927033447963144130e-01,3.956023222158753239e-01
3.265066086247976340e+00,3.925010854562071549e-01,3.940051855796669056e-01
3.268409914461166910e+00,3.922989455806575876e-01,3.991207842136825779e-01
3.271757167164650593e+00,3.920969251015122836e-01,3.934951390845503605e-01
3.275107847865524668e+00,3.918950239506102662e-01,3.858035925452864001e-01
3.278461960074480874e+00,3.916932420597833975e-01,3.924559710355924325e-01
3.281819507305803629e+00,3.914915793608563233e-01,3.956939773728514465e-01
3.285180493077377584e+00,3.912900357856469169e-01,3.985101023593199399e-01
3.288544920910689395e+00,3.910886112659661129e-01,3.915603101636785932e-01
3.291912794330832170e+00,3.908873057336185175e-01,3.841249813365479882e-01
3.295284116866509905e+00,3.906861191204017425e-01,3.937339510098643025e-01
3.298658892050040592e+00,3.904850513581076821e-01,3.968532062010945438e-01
3.302037123417358000e+00,3.902841023785217356e-01,3.860675458269771099e-01
3.305418814508019221e+00,3.900832721134232517e-01,3.849324707834350656e-01
3.308803968865205114e+00,3.898825604945860279e-01,3.913155284290255609e-01
3.312192590035725193e+00,3.896819674537780887e-01,3.916128829922886356e-01
3.315584681570022063e+00,3.894814929227617406e-01,3.897219867327827991e-01
3.318980247022173646e+00,3.892811368332943500e-01,3.857654311312269657e-01
3.322379289949898062e+00,3.890808991171273434e-01,3.868644003788103691e-01
3.325781813914556739e+00,3.888807797060079841e-01,3.861131162385123550e-01
3.329187822481158854e+00,3.886807785316779840e-01,3.841402571207163663e-01
3.332597319218363996e+00,3.884808955258746699e-01,3.959684144549606155e-01
3.336010307698487054e+00,3.882811306203305390e-01,3.869412095664018225e-01
3.339426791497500879e+00,3.880814837467738143e-01,3.858585098052319529e-01
3.342846774195041171e+00,3.878819548369283332e-01,3.904159453832186100e-01
3.346270259374408695e+00,3.876825438225139364e-01,3.885678716552845025e-01
3.349697250622574618e+00,3.874832506352463568e-01,3.938209558190522430e-01
3.353127751530184053e+00,3.872840752068375525e-01,3.814404563313267826e-01
3.356561765691557842e+00,3.870850174689958734e-01,3.919227918231185659e-01
3.359999296704700100e+00,3.868860773534260611e-01,3.824151526538244750e-01
3.363440348171297334e+00,3.866872547918295822e-01,3.918888523950916358e-01
3.366884923696725984e+00,3.864885497159046279e-01,3.826378912293728618e-01
3.370333026890055095e+00,3.862899620573461701e-01,3.921894145681645849e-01
3.373784661364048976e+00,3.860914917478466823e-01,3.857942422469051169e-01
3.377239830735172532e+00,3.858931387190954188e-01,3.912112003474553790e-01
3.380698538623593485e+00,3.856949029027794129e-01,3.800802217439822606e-01
3.384160788653188590e+00,3.854967842305828674e-01,3.906561968256409556e-01
3.387626584451543632e+00,3.852987826341879862e-01,3.943636390923762058e-01
3.391095929649961871e+00,3.851008980452746977e-01,3.893565144488596030e-01
3.394568827883464035e+00,3.849031303955208205e-01,3.840789072740420917e-01
3.398045282790794097e+00,3.847054796166023416e-01,3.802305601435177485e-01
3.401525298014421939e+00,3.845079456401938045e-01,3.910614225242455277e-01
3.405008877200548234e+00,3.843105283979675879e-01,3.850636240649065734e-01
3.408496023999108449e+00,3.841132278215952933e-01,3.817315339680946162e-01
3.411986742063774614e+00,3.839160438427469679e-01,3.820473046315022714e-01
3.415481035051961989e+00,3.837189763930913267e-01,3.923305734108998855e-01
3.418978906624829950e+00,3.835220254042964738e-01,3.884981577728655600e-01
3.422480360447289094e+00,3.833251908080293480e-01,3.899913915687243660e-01
3.425985400188002128e+00,3.831284725359565546e-01,3.905778285363878943e-01
3.429494029519389198e+00,3.829318705197437556e-01,3.780193182659590256e-01
3.433006252117631441e+00,3.827353846910566126e-01,3.784150278656741029e-01
3.436522071662674982e+00,3.825390149815600105e-01,3.819306515059964213e-01
3.440041491838234933e+00,3.823427613229193334e-01,3.827627028458263081e-01
3.443564516331798053e+00,3.821466236467995770e-01,3.830680884570863975e-01
3.447091148834628083e+00,3.819506018848661810e-01,3.824187353416252932e-01
3.450621393041769736e+00,3.817546959687845298e-01,3.859353816526369108e-01
3.454155252652051367e+00,3.815589058302208958e-01,3.784784442119464298e-01
3.457692731368088523e+00,3.813632314008418289e-01,3.922821703324196885e-01
3.461233832896289275e+00,3.811676726123149339e-01,3.786803391654728901e-01
3.464778560946859098e+00,3.809722293963084816e-01,3.760527332566033776e-01
3.468326919233800876e+00,3.807769016844916310e-01,3.755031297215947750e-01
3.471878911474922003e+00,3.805816894085352620e-01,3.766318250218380626e-01
3.475434541391837939e+00,3.803865925001110315e-01,3.784184148584483487e-01
3.478993812709973987e+00,3.801916108908922065e-01,3.793873083597043006e-01
3.482556729158572839e+00,3.799967445125538301e-01,3.826969690102965949e-01
3.486123294470694134e+00,3.798019932967724999e-01,3.828772145204076272e-01
3.489693512383222451e+00,3.796073571752266451e-01,3.851609556534717482e-01
3.493267386636868199e+00,3.794128360795970267e-01,3.770917071394068731e-01
3.496844920976173832e+00,3.792184299415661264e-01,3.851044511551984795e-01
3.500426119149515625e+00,3.790241386928189793e-01,3.776171052222426217e-01
3.504010984909109006e+00,3.788299622650431742e-01,3.804008685363546860e-01
3.507599522011012549e+00,3.786359005899284647e-01,3.800656009119425249e-01
3.511191734215131088e+00,3.784419535991677130e-01,3.814636197534611584e-01
3.514787625285219708e+00,3.782481212244565572e-01,3.790047615919721058e-01
3.518387198988889075e+00,3.780544033974932994e-01,3.737981731793775797e-01
3.521990459097607662e+00,3.778608000499797948e-01,3.759733176871313809e-01
3.525597409386706182e+00,3.776673111136208960e-01,3.713996840762205376e-01
3.529208053635382036e+00,3.774739365201249530e-01,3.823776137491586846e-01
3.532822395626702860e+00,3.772806762012038129e-01,3.769978430402534664e-01
3.536440439147611414e+00,3.770875300885729309e-01,3.821588031469622670e-01
3.540062187988927356e+00,3.768944981139516481e-01,3.750296796813859523e-01
3.543687645945353459e+00,3.767015802090634136e-01,3.749384712112799334e-01
3.547316816815479168e+00,3.765087763056352288e-01,3.828219918528205090e-01
3.550949704401782814e+00,3.763160863353989249e-01,3.787925410074548527e-01
3.554586312510638280e+00,3.761235102300901634e-01,3.729545748971946906e-01
3.558226644952317219e+00,3.759310479214494349e-01,3.777130036972612404e-01
3.561870705540992610e+00,3.757386993412215603e-01,3.764090707880571318e-01
3.565518498094744526e+00,3.755464644211565228e-01,3.745159623834804496e-01
3.569170026435563248e+00,3.753543430930085800e-01,3.743588161365538070e-01
3.572825294389353257e+00,3.751623352885373741e-01,3.714153521646544887e-01
3.576484305785936790e+00,3.749704409395079319e-01,3.657615445142648469e-01
3.580147064459057837e+00,3.747786599776898875e-01,3.797134409729244764e-01
3.583813574246388356e+00,3.745869923348587593e-01,3.663533363860717040e-01
3.587483838989528717e+00,3.743954379427955059e-01,3.735834185052179790e-01
3.591157862534014811e+00,3.742039967332865813e-01,3.761190424495880480e-01
3.594835648729319821e+00,3.740126686381247123e-01,3.707230904246566205e-01
3.598517201428860002e+00,3.738214535891077328e-01,3.814451152521695643e-01
3.602202524489997781e+00,3.736303515180404156e-01,3.702801579848943314e-01
3.605891621774045763e+00,3.734393623567333065e-01,3.764507660020195989e-01
3.609584497146271165e+00,3.732484860370028912e-01,3.742914164314274372e-01
3.613281154475900259e+00,3.730577224906728717e-01,3.719978169414449032e-01
