S,H,theta,theta_noisy
7.960407166763158182e-01,3.604466327328160968e+00,1.023050153194171807e+00,1.026629879535045697e+00
5.301343558617288565e-01,1.771477370072588986e+00,6.117327564731488421e-01,6.207921481772687988e-01
2.734683845661227686e+00,2.113972428735992448e+00,1.296566887654575506e+00,1.299935332481913175e+00
5.362328602326504878e+00,1.853304582511046794e+00,1.097437989321067509e+00,1.088061522383753976e+00
1.536749055621711824e+00,4.590452152501298677e+00,1.511420985817648610e+00,1.509242081561041005e+00
6.219322562367145757e+00,4.683957957552880025e-01,7.973956689644645657e-01,7.907654804845585250e-01
3.179077300718650356e+00,4.600407877235670462e+00,1.564024873392882320e+00,1.572477396536740679e+00
7.907543092189798450e+00,4.369946885216671184e+00,1.255845696729302352e+00,1.246028051214228327e+00
5.328486935743002029e+00,2.562318761324843930e+00,1.190931096002967982e+00,1.175736767892782586e+00
7.684944823231238509e+00,1.525808897655718532e-01,7.071799960942255492e-01,7.141481019225284221e-01
2.604234200199655458e+00,6.440634219324828935e-01,9.702980944342521896e-01,9.819074071104395562e-01
5.718113436619647771e+00,2.503065862677639197e-01,7.647592932896420947e-01,7.793583846478815413e-01
8.872994895191562037e+00,1.295313305574918583e-01,6.870093934055281348e-01,6.980773883448756489e-01
2.151498687700350576e-01,3.576462410139563008e+00,3.797729829884812225e-01,3.648280323339964659e-01
9.333870240260409901e+00,4.574350975718185275e+00,1.229459914420029332e+00,1.222622296874244840e+00
5.934472119906159193e+00,3.448921001501561889e+00,1.254000335195138538e+00,1.248645283935757577e+00
9.975033418231319615e+00,2.897770294176220673e-01,6.968571843697726198e-01,6.967569562354928303e-01
2.880271421773088480e+00,4.804399893642266051e+00,1.601185666885139192e+00,1.579765952982845167e+00
4.920205055158593410e+00,2.388121614283649219e+00,1.195953585805947794e+00,1.195978254068407187e+00
6.854025644467407474e+00,4.960531460487396238e+00,1.362562948311234923e+00,1.365450957718476799e+00
5.958842912803344660e+00,3.368719934996504684e+00,1.243920785144138508e+00,1.234530424926104430e+00
6.230284854102952075e+00,4.400369326375547452e+00,1.337515570942908072e+00,1.338811889351962936e+00
8.652360972364192548e+00,1.010698793440794940e+00,8.389043966953961817e-01,8.509348252214741226e-01
1.665208066989686708e+00,1.571807565328674494e+00,1.176566869247302360e+00,1.177142278956998522e+00
7.188345721501749885e+00,2.076020959238272123e+00,1.035316304875049109e+00,1.046000204091991126e+00
4.479904529873314445e+00,1.191102340514984981e+00,1.036556717533319461e+00,1.046811075370678745e+00
9.130604365721827875e+00,7.237343227826404934e-01,7.809023272693673690e-01,7.851188106700403013e-01
9.485391576572247629e+00,4.713626240071251416e+00,1.239440662346744437e+00,1.243389991354302504e+00
4.469716698311870573e+00,1.328761335354132100e+00,1.064781590450212700e+00,1.061176847103269871e+00
3.609998089584871117e+00,4.566316055098036841e+00,1.532249140633226814e+00,1.544773608165691758e+00
9.010833623374427503e+00,5.554593155320345366e-01,7.535483807606412343e-01,7.489509498263077214e-01
9.415516609338975940e+00,9.307834104368618577e-01,8.098878089655831003e-01,8.030273158237976050e-01
7.741566254150678894e+00,1.939010835925753851e+00,9.968477900293916116e-01,1.004021022335451985e+00
9.048373807118007761e+00,2.512448106610084331e+00,1.021495035314178734e+00,1.014347488179335066e+00
9.482329214399500827e+00,1.734771084796066010e+00,9.200083800964496961e-01,9.243820131317672661e-01
4.873150873217286794e+00,1.254580624395563948e+00,1.027201552338378177e+00,1.037887806171818417e+00
3.628736254699361563e+00,3.186306837947863180e+00,1.381206195374934609e+00,1.382129755477595978e+00
6.194943107431795104e-01,3.362950682974369165e+00,8.243081030233054829e-01,8.254832653070212078e-01
4.413212428575402413e+00,1.469382477366543149e-01,7.822048511891364075e-01,7.915120634735568483e-01
2.210727920571540661e+00,3.005856172884906918e+00,1.417227901048546457e+00,1.424890766242785878e+00
7.265525360643383834e+00,1.292781217134465477e+00,9.245278376755178273e-01,9.092534106599254873e-01
6.135418855471741040e+00,2.151337019672786788e+00,1.094084217343070708e+00,1.081107678899420499e+00
9.366134173383914074e+00,8.353189732003430956e-01,7.953871483580362556e-01,8.088364908753907789e-01
6.907421076775996482e+00,4.626769129607187780e-01,7.781170044242635697e-01,7.821582462185224793e-01
2.544340081398563491e+00,1.472572238453943694e+00,1.193354404010761982e+00,1.172682361399094875e+00
3.773261617718768335e+00,4.302645290271107648e+00,1.492843661343824957e+00,1.479501955257305879e+00
5.031617532179819108e+00,3.412091367563157895e+00,1.306910414905187778e+00,1.307311358506582977e+00
5.388930635703976790e+00,2.513200311344797822e+00,1.181278898752661233e+00,1.171632715902134247e+00
9.410904717900860916e+00,3.789832520117911052e+00,1.146837167717569717e+00,1.151689393348355184e+00
6.346137743979544332e+00,4.791875563256958515e+00,1.371584720338770325e+00,1.372536535498169563e+00
3.293138625906768979e+00,4.550818173962510649e+00,1.551820107362620771e+00,1.556898893431441389e+00
2.787580142319046939e+00,2.231337657339367286e+00,1.311261319014514815e+00,1.299754883930690719e+00
5.779389991753450140e+00,2.702150013343211477e+00,1.180038190661035991e+00,1.186431533806953098e+00
8.993717373855357744e-01,2.473567902105827665e-01,5.962542374447250548e-01,6.160375254485869201e-01
4.610941754786047397e+00,2.873065150274789481e+00,1.275288436479984799e+00,1.267529794673522670e+00
8.966343500610715722e+00,1.762553115391823244e+00,9.365257481035746956e-01,9.498639794194300157e-01
9.182998338001736371e+00,1.591500019283158984e+00,9.092773630834861676e-01,9.192985381035538861e-01
5.626538884105275251e+00,1.729593159421577653e+00,1.064605842390754953e+00,1.071255743879602429e+00
5.471723578277905453e+00,4.484492078584253250e+00,1.391797772607298755e+00,1.391351981467368715e+00
3.349680997188682952e+00,5.470335957743825972e-01,9.195107324265548998e-01,9.081050227717999412e-01
5.907208501399344946e+00,4.461342348759993470e+00,1.362442347008095300e+00,1.353880644205945671e+00
4.597849799094670509e+00,3.639488084546075086e+00,1.361893664639959090e+00,1.369754935543487928e+00
6.506832290639501082e+00,3.302381559842853864e+00,1.206809332388876665e+00,1.216825401736995049e+00
9.533553269270969466e+00,1.671748524906685907e+00,9.109889780270361559e-01,9.234455423761590565e-01
7.560142849638231688e+00,3.093322460155832676e+00,1.135815742356972358e+00,1.145650916854293655e+00
1.418037711489282371e+00,1.651155628525757257e-01,7.566202712184888490e-01,7.658853244245498182e-01
1.764464291621568259e+00,1.106006713771747613e-01,7.930223196410107755e-01,7.889097091641188442e-01
6.917988994576750983e+00,4.835406261460640787e-01,7.821912764331873102e-01,7.703471898073956936e-01
9.745934873615691885e+00,3.157882222329460919e+00,1.072215656536307238e+00,1.074493260096304859e+00
6.005753536181027918e+00,1.915170288460675163e+00,1.070196149909693029e+00,1.075436799386570774e+00
8.387757948637945660e+00,1.078408946978768768e+00,8.563110813814936995e-01,8.574081082743836291e-01
2.821642821921300115e+00,4.360529698194227421e+00,1.557035309422094560e+00,1.542071221938487779e+00
2.468350047637460243e+00,2.031944509233765683e-01,8.364577023810878531e-01,8.314952576952481245e-01
9.827557263386999864e+00,4.071674737605253114e+00,1.164886517176024094e+00,1.150356125481786673e+00
8.779381528074292618e+00,2.745304321068167575e+00,1.054957241270789048e+00,1.056657096113089889e+00
4.522905424336668645e+00,2.005418553445975860e+00,1.171759923679319915e+00,1.161501403516520536e+00
8.169259991005798582e+00,1.876451782857536887e+00,9.743448421378474444e-01,9.729200778268730643e-01
6.444260810295413755e+00,4.092176515334546849e+00,1.293790618739783405e+00,1.297263252571146053e+00
7.817136989593588936e+00,1.252412690273055240e+00,8.998685420364616050e-01,9.014895900583708155e-01
5.905890516021304215e+00,6.672343180973976384e-01,8.528397194852265217e-01,8.667758136505373523e-01
6.847333125586783531e+00,3.048202149185999410e+00,1.162326070416921819e+00,1.151528828973730434e+00
9.429606184777481914e+00,2.810646942822279115e+00,1.043495514062502849e+00,1.021914897395670430e+00
4.331417988968020438e+00,1.239295282031020129e+00,1.055089124251109567e+00,1.064798061616203162e+00
7.378534134752506191e+00,4.884435846934072956e+00,1.330419365526155362e+00,1.344704607386862927e+00
9.605297638133766469e+00,2.548147202730226990e+00,1.010513358300624942e+00,1.025101211238300225e+00
4.564114080380289318e-01,1.324729952123727461e+00,4.857234593519130783e-01,4.888419581110445278e-01
2.562037246776134758e+00,1.211217313621229641e+00,1.135480998099012595e+00,1.141148906732744717e+00
3.611672244121940878e+00,2.921346595591087336e+00,1.351696807157186431e+00,1.353203349409811906e+00
5.760457843617235341e+00,2.230577235407057657e+00,1.124532317315439567e+00,1.111865704303467206e+00
4.579367498291658123e+00,6.023749299794037837e-01,8.872994602973454104e-01,8.818758756909963470e-01
9.428170091724354052e+00,1.064971738006793123e+00,8.304399082347424521e-01,8.356971849945232789e-01
1.948496398516599060e+00,3.921126053545393564e+00,1.505036556221841959e+00,1.499558821573727219e+00
3.093460597210767382e+00,1.125475474433587530e+00,1.096711380746165920e+00,1.116083790617566462e+00
8.139990538662170705e-01,7.822445674157277873e-01,6.870273529438444271e-01,6.719175491167799219e-01
1.816358668058217329e+00,4.424146939676852242e+00,1.544169970627779609e+00,1.540132100297574302e+00
5.971889564498621183e+00,1.016083164541252915e+00,9.261391175989144298e-01,9.375444232421628055e-01
5.658446046406427898e-01,4.132897881849727506e-01,3.999858304414232180e-01,3.942130730266404370e-01
9.416647050937339003e+00,4.270066094309359350e+00,1.196054716488748948e+00,1.185034966737688711e+00
7.606302007808354304e+00,2.853386806439724976e-01,7.295179083148255472e-01,7.162310836372896006e-01
9.002700096591101930e-01,1.309041624313977081e+00,8.624911054390553833e-01,8.555292488758873271e-01
7.905776364405281420e+00,3.549013205803625004e-01,7.364046899983627270e-01,7.518142864608818865e-01
1.269943795254072860e+00,3.087065909920315931e+00,1.276500576301116574e+00,1.280901074878829426e+00
5.193776370731522540e+00,4.344699861481654324e+00,1.395476018932010565e+00,1.400954291078269520e+00
2.183182999045270467e+00,1.978857255333765330e+00,1.282700414699935010e+00,1.277823096046794227e+00
1.766143984681442625e+00,4.604098725642578049e-01,8.845097985150842668e-01,8.932704957663012424e-01
5.352047328799342196e+00,3.330816602239935698e+00,1.276851841799193643e+00,1.278240281718721505e+00
8.848359092435915230e+00,2.795463293559574680e+00,1.058308559889060474e+00,1.049420038639057307e+00
8.859182126761667719e-01,1.266767155232498387e+00,8.452733514896206835e-01,8.410740607675660785e-01
2.120347249035924531e+00,1.935039411094697126e+00,1.274288763173975436e+00,1.276639615286006224e+00
4.880059259452358411e+00,2.340572533104821940e+00,1.192623964588435559e+00,1.204658668590502524e+00
9.556851874161441884e+00,2.178677965241272663e+00,9.705723366931494622e-01,9.703194883154390160e-01
3.659807511998729002e+00,5.389848935248271466e-01,9.058362034326806755e-01,9.111668013890367179e-01
8.704746423729700311e+00,1.241270696393221407e+00,8.732272515486548814e-01,8.937557647627588642e-01
5.439193860102969680e+00,2.480444689426602345e+00,1.174236918797944673e+00,1.166583354690069463e+00
4.548414576950853494e+00,1.522611023779520734e+00,1.095319278263504392e+00,1.083247538878915783e+00
7.640727600656395779e+00,2.913014642263384246e+00,1.113009880779943339e+00,1.123179504715358101e+00
1.994750042390766254e+00,2.434519453823799306e+00,1.339183445285573537e+00,1.343904797922141903e+00
5.291615919890576336e+00,3.281802934293942098e+00,1.275374774582244797e+00,1.274732767290904789e+00
3.891439906524372105e-01,1.211879866515380266e+00,4.046071357613092445e-01,4.075891437096213488e-01
5.263452980773193346e+00,4.164448273535250600e+00,1.371910975699717650e+00,1.368958520279679680e+00
9.962097716451649987e+00,2.907581640498372533e+00,1.040482521117755965e+00,1.045986731692252869e+00
7.574855444266079818e-01,2.026401764183084264e+00,8.546575334948500746e-01,8.516452656603006321e-01
1.035840445728203552e+00,5.459005841501737288e-01,7.429408242443635846e-01,7.512874612713656974e-01
5.751050188313203471e+00,3.320480442678316546e+00,1.250910537450766746e+00,1.239553002046033248e+00
9.323219641075418451e+00,3.041770520199174488e+00,1.071041288322634788e+00,1.063224743826444163e+00
5.586086981444910116e+00,5.751694467122430154e-01,8.421398772074524253e-01,8.436552325073849445e-01
9.620931592885753503e+00,2.977978139975392846e+00,1.056375615774415300e+00,1.052030355560761077e+00
3.221256657906690357e+00,2.841396944941921854e-01,8.460301524574613818e-01,8.533411167173440282e-01
9.915927219740220622e+00,4.186406813529094606e+00,1.174432890254725859e+00,1.174368129303355657e+00
2.159651045950619075e+00,1.033635217182226063e+00,1.089550463535106539e+00,1.084486804604262611e+00
7.741251543649000588e+00,1.579992955794202736e-01,7.070306603635079234e-01,7.094903135024132057e-01
3.388041304573792267e+00,3.456693191419849764e+00,1.427865600182295580e+00,1.422950946779595771e+00
8.359261619114064956e+00,3.780144497104406476e+00,1.178319595577370427e+00,1.163111300784430036e+00
4.042709049391673415e-01,2.615093186339958464e+00,5.373745108248604296e-01,5.263848335173926252e-01
3.157168706670220981e+00,3.290293737573469990e+00,1.423496058583108237e+00,1.415854879290098678e+00
9.242752543465300619e+00,3.805686702596669413e+00,1.153176581694280500e+00,1.148855547330313032e+00
7.740927807288157325e+00,7.789978058581584763e-01,8.207932798972147337e-01,8.221543487123276206e-01
4.875695114197264424e+00,2.735168545530340278e+00,1.240952286747440736e+00,1.250452173166632264e+00
3.810752374478537430e+00,2.927438394283395251e+00,1.338549669171059886e+00,1.344463102670364174e+00
9.445386088785800993e+00,4.121287719239841607e+00,1.180014712671606958e+00,1.198220895299157762e+00
1.992471129384804973e+00,2.190414114153920178e+00,1.306325118950436348e+00,1.319486019109909813e+00
1.951197926521205162e+00,4.882028729603170802e+00,1.605265396263371169e+00,1.603799690447369031e+00
6.605308527848430256e-01,4.939695090182734116e-01,4.971994724273490762e-01,5.141353731542442906e-01
6.711447081279151128e+00,2.115915528009620683e+00,1.061210224610145358e+00,1.073452217747871584e+00
9.147321148026616555e+00,3.806511563363388362e-01,7.213109732377964711e-01,7.172135602773467289e-01
1.340448719142602219e+00,2.236875677093130399e+00,1.206433634063124760e+00,1.209988039052789954e+00
7.645390617630556385e+00,1.253292709374671299e+00,9.054466891336151457e-01,9.168355164074740715e-01
7.677654486397630151e+00,5.969431760282085664e-01,7.871450328958720100e-01,7.900112936171183042e-01
2.077683208392269609e+00,2.528344047730783473e+00,1.355367901051785395e+00,1.365982338645448380e+00
5.229694790641159052e+00,1.137452168685456177e+00,9.850620727887239303e-01,9.894718345726651876e-01
5.752057346529901416e+00,4.336283021213036548e+00,1.358775131884714327e+00,1.366268140239570217e+00
6.083207360825581000e-01,4.318439992135650662e+00,8.732828533949501537e-01,8.705608264784637784e-01
9.453449974531604738e+00,2.201119492612690465e+00,9.757189638728972492e-01,9.799714841111546448e-01
1.371921246782037640e+00,8.879207276346715583e-01,9.608096211743593074e-01,9.576360505199085216e-01
1.536815217506622533e+00,6.242697936666123937e-01,9.108124016868118789e-01,9.180384793820465239e-01
7.046675258124954766e+00,2.320487351360128958e+00,1.070852108620840903e+00,1.054431503461909170e+00
5.031808260849738978e+00,2.320005208157168930e+00,1.180109764847325549e+00,1.183927132514419611e+00
7.864017175734901777e+00,4.601216118340727412e-01,7.566724568541893792e-01,7.696457386156656533e-01
6.461154548585064106e+00,4.015061426551547186e-01,7.764342700833095634e-01,7.827087523382115775e-01
9.952049903563106037e-01,1.351689176298725314e+00,9.270039858450860315e-01,9.272203724931699087e-01
4.545150293180008738e+00,1.150652589413163840e+00,1.024357657024598023e+00,1.030219147494126686e+00
9.791240955658542688e+00,3.726481524714796212e+00,1.130285270216305316e+00,1.122300791726031477e+00
3.100435286370789356e+00,2.472007981762096129e+00,1.328522904313624853e+00,1.320679840050745124e+00
1.873056399645649517e+00,2.507028939217832431e+00,1.339455288416901979e+00,1.336338452111364150e+00
8.875367335323181450e+00,1.470098017835989923e+00,9.010965397607942906e-01,9.000899997172684408e-01
8.933036822464545113e-01,2.265818439289418507e+00,9.868079218922107820e-01,9.969397927174128426e-01
4.108513265228770805e+00,1.897594332243296877e+00,1.183857436431309029e+00,1.175387440909982484e+00
9.951459297374443125e+00,1.621258894684207919e+00,8.954015449017173056e-01,9.058793160293698854e-01
8.617463914763257904e+00,3.320029820742255833e+00,1.121518170389566027e+00,1.106259826164153859e+00
1.368378595981299739e+00,1.327248145163645088e+00,1.069554815541473136e+00,1.062154387771241604e+00
9.123166252927087383e-01,4.415279981645982232e+00,1.191392058173590396e+00,1.191492981091077263e+00
4.852638592126154116e+00,2.488031676875868570e+00,1.212815759987072362e+00,1.224861311589378277e+00
6.865357583252849949e+00,5.521380200562511220e-01,7.979512509091243322e-01,7.922823460948850149e-01
8.121889306330960068e+00,3.053318451170439207e+00,1.110033939305858031e+00,1.089065400596382016e+00
2.031672939410692269e+00,1.608408256843446571e+00,1.215541723222064663e+00,1.220208096965944122e+00
4.290042053869899341e+00,3.746644141949714069e+00,1.395731728234797409e+00,1.395907079445606103e+00
4.550060112183425431e+00,4.906289661289499060e-01,8.580734504736398094e-01,8.477172072730951857e-01
3.079839794523611562e+00,3.509625533083176041e+00,1.452465110689183492e+00,1.442491576957711352e+00
6.820769347050045006e+00,1.781066804603132381e+00,1.013058710559419096e+00,1.006566740978363628e+00
5.412682714004153794e+00,1.209659765965893197e+00,9.898731689208402074e-01,9.913194162375461582e-01
4.185882755505986097e+00,1.715355029946843191e+00,1.150480735203478488e+00,1.157578754646563235e+00
7.723568159802665534e+00,4.181076897813219340e+00,1.243629909435549408e+00,1.229308840291062133e+00
3.018092710165530601e+00,3.762348243225194011e+00,1.483577210700020466e+00,1.506927330362196393e+00
6.042472709576060197e+00,3.073730103356132393e+00,1.206886993541600450e+00,1.206969014742381718e+00
7.828693784054064686e+00,2.557990437378211968e-01,7.206530204585156474e-01,7.173834772275514693e-01
3.426654733651931295e+00,3.344834201164047283e+00,1.412825439309321363e+00,1.420011900333383759e+00
3.673333087988353007e-01,4.862611027836918787e+00,5.877883526566590744e-01,5.893335085029710596e-01
6.594147644426442967e-02,4.525156717084794167e+00,3.001894037817119942e-01,3.240072758419389465e-01
7.904023084977039204e+00,1.422109351327272453e+00,9.224332898813637494e-01,9.338482541441374130e-01
8.145274140795441653e+00,4.549284866202717659e+00,1.265290225153004267e+00,1.262057446382833792e+00
7.146819772833882922e+00,2.303157655118889924e+00,1.064462524507025165e+00,1.061007660733073399e+00
2.886135689757602374e-01,4.925839913786086655e+00,4.896385648161571957e-01,4.851079263093021621e-01
2.602431336642637927e+00,2.980769575096755997e+00,1.412465607800897693e+00,1.409496970190057707e+00
9.493228218841846200e+00,3.842388047034024368e+00,1.150022925582742106e+00,1.157197144188566895e+00
5.607994192617550056e+00,1.447459184921435105e+00,1.021852239157538644e+00,1.015837581179249716e+00
4.328612360039735485e+00,2.948518388291595738e+00,1.304014386117215984e+00,1.320587647438205670e+00
9.714635999227729357e+00,2.555908396067658295e+00,1.008638627609277139e+00,1.008260094960881093e+00
9.688810114294742704e+00,1.603208317343590705e+00,8.988459503098003012e-01,8.978291383231359335e-01
2.541392695210938246e+00,3.366441754476332981e+00,1.458047563877160613e+00,1.467974873692801552e+00
7.227541871180111599e+00,4.916984451134591261e+00,1.340474346233898828e+00,1.321117847476153795e+00
8.178731105721926298e+00,3.571181377692022707e+00,1.162879835032408549e+00,1.153955281041991299e+00
8.527652204018282944e+00,6.383620631914375121e-01,7.770686440655846239e-01,7.834902769195193351e-01
9.141040572274089726e+00,1.136077547120766251e+00,8.472336791272638834e-01,8.477795570363969579e-01
7.531750709507646135e+00,1.664021673828490200e-01,7.117415291593438553e-01,7.120505705169049016e-01
7.269160950081723360e-01,2.034560479586322135e+00,8.287361093637636289e-01,8.331337394030150501e-01
3.092437068875796502e+00,4.264377531090061346e+00,1.533507127097118561e+00,1.527923466442455469e+00
2.040607788034922265e+00,1.316216326109382218e+00,1.156316912488423831e+00,1.155033795860612056e+00
6.385392063526734496e+00,1.705232971304799783e+00,1.022338765049375597e+00,1.009151385216389141e+00
5.482889274171801830e+00,4.526472048261267922e+00,1.395448577462454764e+00,1.377117628660823323e+00
9.721107615144848779e+00,1.934901842520303283e+00,9.384362674374576718e-01,9.515035010117957048e-01
2.424201948396209616e+00,2.238172201150906204e+00,1.321688228347954519e+00,1.312776622913027547e+00
1.301320400955801038e+00,4.744526106205253058e+00,1.452165740685545492e+00,1.445419042734422899e+00
3.502775304575391768e-01,4.916411232515119245e+00,5.674385500243547265e-01,5.818152671645210328e-01
2.036019316420712766e+00,4.832332578766681763e+00,1.606361745101383853e+00,1.617367062720580950e+00
8.946282828359905182e+00,4.966285370900867413e+00,1.280827001520667086e+00,1.275969853986194114e+00
6.168950921963977763e+00,2.114896806169619392e+00,1.087730854849092488e+00,1.082826055209731519e+00
2.515822272271540871e+00,1.905098030619178484e+00,1.270973652383616370e+00,1.270556447141905965e+00
5.783764830805489865e+00,1.777384255455142226e+00,1.062942683939543054e+00,1.053792524635297045e+00
6.502516855132403961e+00,3.217005164145884333e+00,1.197788058319015470e+00,1.203668419463059136e+00
3.356814437606946644e+00,2.498954803686520343e+00,1.316766815339622365e+00,1.318612814213765416e+00
2.398211708436574496e-01,4.795294603378880360e+00,4.304065549621607367e-01,4.320962067565311537e-01
7.036813169675016688e+00,2.763741562563721832e-01,7.388982512893071952e-01,7.468243664022066186e-01
5.831364764778966148e+00,1.526752227550534302e+00,1.023060447681421570e+00,1.030638519784155438e+00
8.585995415092367855e-01,3.747547437363830003e+00,1.090277703059218561e+00,1.109087964201411314e+00
5.044273553924983666e+00,1.664758702102454135e+00,1.088330006409577555e+00,1.103886584911542235e+00
1.489307180801659580e+00,4.247420149589404836e-01,8.373543461320531733e-01,8.206425236533031464e-01
4.164156007269463444e+00,1.005455908007153676e+00,1.012250818001271702e+00,1.021617153756828822e+00
7.351514057704464200e+00,2.781356643104563986e+00,1.110360509790248917e+00,1.099561634826141443e+00
6.058940849303024123e+00,4.446789717482840132e+00,1.352047639104617449e+00,1.338152703552726974e+00
3.340077469184251857e+00,1.766458174273183745e+00,1.212610014044097628e+00,1.220107154424606488e+00
7.667678764152119797e+00,3.646371339390997779e+00,1.190230382425249589e+00,1.183592920775554669e+00
2.567852404402984678e+00,1.426452965759415159e+00,1.183439340744351309e+00,1.180664734081885214e+00
6.531280150939120510e+00,4.345949181177051202e+00,1.315614954359294764e+00,1.326699794789657938e+00
2.963135157226460148e+00,2.630722864418718387e+00,1.355952024305834946e+00,1.349702544049641073e+00
6.336193635932856338e+00,3.746437898875847772e+00,1.263243563933887259e+00,1.254675135157375276e+00
5.770453328722255470e+00,6.107932512672040737e-01,8.443048382385671680e-01,8.479569319881077316e-01
6.039477656723302168e+00,2.182234400860565859e+00,1.103056467469620605e+00,1.115672463716845142e+00
8.467035681445976181e+00,1.884101127619621341e+00,9.658827283231786742e-01,9.715546551758763583e-01
8.139081839207603863e+00,9.477604448744304522e-01,8.410161028332280297e-01,8.258637557383663452e-01
9.800024307880116581e+00,4.577237949478994317e+00,1.217240377840018706e+00,1.211113834206252404e+00
2.300302170793723011e+00,3.264952879660260709e+00,1.448165450377743468e+00,1.447028427217024182e+00
9.843005083661822141e+00,4.054867306525737902e+00,1.162774470517191183e+00,1.182461427564221568e+00
6.704072727089799955e+00,4.952159044140937993e+00,1.369195012323480842e+00,1.378512612130861736e+00
1.527398166348731490e+00,2.443882107923004199e+00,1.281116344045086786e+00,1.290015064022555835e+00
7.454947125022053089e-02,2.348582907482989590e+00,2.677484825598986928e-01,2.801619031780978042e-01
2.428106826791438078e+00,2.464675468981412543e+00,1.352094002616261781e+00,1.349387566493347235e+00
4.555138361971957650e+00,4.016295755473525020e+00,1.405423840307763683e+00,1.410605299735661733e+00
6.397444942913532273e+00,7.034810708716779937e-01,8.443749941443530194e-01,8.496629169753000532e-01
8.883952158741285743e+00,3.425426400783884606e+00,1.124212717779741189e+00,1.114828280887725676e+00
8.394028264562763297e+00,2.163464040233176178e-01,7.055922117068776922e-01,7.058092394139550141e-01
9.206489748088504399e+00,1.798291700838391849e+00,9.346328742090816988e-01,9.406591559771270150e-01
8.731284239970857897e+00,1.319589458425014961e+00,8.839198982288681838e-01,8.735072946907488367e-01
8.713738896094341158e+00,2.700773687774371545e+00,1.052119171268647735e+00,1.060585612991324922e+00
9.834320344304009254e+00,4.784827157763323235e+00,1.237488548352765116e+00,1.245460643990983884e+00
7.508496936522834453e+00,1.892194476347897725e+00,9.996038386163328404e-01,1.010325914485270093e+00
1.576136861950988566e+00,2.420577968526468560e+00,1.288146518724450740e+00,1.280782833451379554e+00
5.770533860271914506e+00,2.567734705000308537e+00,1.164869135936529521e+00,1.166326201580576205e+00
4.511935550718538579e+00,3.300702000054231977e+00,1.330842506273656189e+00,1.345759084265417682e+00
6.829206612100857221e+00,3.768130039218962057e+00,1.240245911653105271e+00,1.248555922536369822e+00
2.919228075554867630e+00,1.859333486793002255e+00,1.250087111104752235e+00,1.242586865453997547e+00
9.245240145534788567e+00,1.710736055171764525e+00,9.228311823250849866e-01,9.254642097617125085e-01
2.870908908834267415e+00,2.176527827860399000e+00,1.300051352058342324e+00,1.314636642598502991e+00
4.608375011887059003e+00,2.011207715165020282e+00,1.166901975669954350e+00,1.166518479325268309e+00
1.756118704060031455e+00,2.398975379254242313e+00,1.313420582685205229e+00,1.317607713037781902e+00
9.192524320791745751e+00,2.955564032014439846e+00,1.065494579792214180e+00,1.091556377737478600e+00
8.981513618752257955e+00,4.707253022411075349e+00,1.253366874035473089e+00,1.253371002941102930e+00
9.502213340496385996e+00,5.049063819143618792e-01,7.373194693907194619e-01,7.366109360862574951e-01
2.221390462295528945e+00,4.999161409444577986e-01,9.209868500343343367e-01,9.112957847705684955e-01
3.371515857656326887e+00,1.807486879430604043e+00,1.217448382307791732e+00,1.211222789507920394e+00
9.134139365397439647e+00,3.697606723242782945e+00,1.145113564698612363e+00,1.160324601289361102e+00
8.808000288464944205e+00,1.802822555121551762e+00,9.458691969350350170e-01,9.448278007488538632e-01
1.185794156699387703e+00,1.081160016512808575e+00,9.560288669792189609e-01,9.445076849359258508e-01
4.686623367510550864e+00,8.393936996076664103e-01,9.449001341616941607e-01,9.359233530110119270e-01
6.089340829820023560e-01,4.814116576608583387e+00,9.074249427092546672e-01,9.078158084128769012e-01
8.299213195051359904e+00,4.586729117428161473e+00,1.263560332311793655e+00,1.271538204009737383e+00
8.409844307785926176e+00,1.226533881712500440e+00,8.787454823874824017e-01,8.716221945421940287e-01
9.393497946519946851e+00,1.849184143432850647e+00,9.361040863389804567e-01,9.435477409373167479e-01
8.138511913303606349e+00,4.368543215760967158e+00,1.246991457836929662e+00,1.242408302105417306e+00
4.255869942996980626e+00,1.088167859634380452e+00,1.026664645357562522e+00,1.030512662075597108e+00
3.801381571502268297e+00,4.310209737593539536e+00,1.491621377753948208e+00,1.497092495376279642e+00
6.602258552828256910e+00,2.911741205767026663e+00,1.159234518160592531e+00,1.165572199200408887e+00
4.264391387903820885e+00,1.762902558519867879e+00,1.152897471588964828e+00,1.148830128542132956e+00
9.606210030457551952e+00,2.245135086454668194e+00,9.768795669445059504e-01,9.754246724628539145e-01
4.685842098805674816e+00,1.005828280917362649e+00,9.848193295227112287e-01,9.901033104955238029e-01
4.609181063312873583e+00,1.011882542204638913e+00,9.901927283351145137e-01,9.774603227704568020e-01
9.752941877440349572e+00,2.805259268929251260e+00,1.034634697760923538e+00,1.036545612494440771e+00
2.643484932260901754e+00,1.684914875307981230e-01,8.286101084821800855e-01,8.339180366530205557e-01
3.311894121141920611e+00,1.333177545162164579e+00,1.133521112683014032e+00,1.144113592835666049e+00
8.131982114413192075e-01,4.803610714212141808e+00,1.135696252751897894e+00,1.135462324980359927e+00
9.270297181471375936e+00,4.808412052147558846e+00,1.255116263216202288e+00,1.253396209595000643e+00
5.242120228631961254e+00,1.960820408132247783e+00,1.119637741081499716e+00,1.121162667789603162e+00
