t,Theta,Theta_surf,dTheta_dt,dTheta_dt_noisy
2.894578915783156603e+01,7.213063590736398467e+00,8.580558022568361309e+00,-5.591309764064922305e-01,-5.947199848574754588e-01
2.896579315863172610e+01,7.201888105633472037e+00,8.567487932375318138e+00,-5.581942425359958104e-01,-5.393006026976370215e-01
2.898579715943188617e+01,7.190731341287787792e+00,8.554439048193128059e+00,-5.572592447254071102e-01,-5.140094795928484839e-01
2.900580116023204624e+01,7.179593263067821418e+00,8.541411332979979676e+00,-5.563259793324504265e-01,-5.721046435974661559e-01
2.902580516103220631e+01,7.168473836409924083e+00,8.528404749760747805e+00,-5.553944427231671810e-01,-6.063289847316005732e-01
2.904580916183236639e+01,7.157373026818325101e+00,8.515419261626979264e+00,-5.544646312719123671e-01,-5.484645039937654509e-01
2.906581316263252646e+01,7.146290799865131937e+00,8.502454831736907082e+00,-5.535365413613452246e-01,-5.323034586381493183e-01
2.908581716343268653e+01,7.135227121190325761e+00,8.489511423315436289e+00,-5.526101693824269079e-01,-6.342738848741796831e-01
2.910582116423284660e+01,7.124181956501769442e+00,8.476588999654156353e+00,-5.516855117344119375e-01,-5.475348305454466047e-01
2.912582516503300667e+01,7.113155271575198668e+00,8.463687524111332294e+00,-5.507625648248402062e-01,-4.858309554344150127e-01
2.914582916583316674e+01,7.102147032254228165e+00,8.450806960111910016e+00,-5.498413250695370902e-01,-5.252218967866464361e-01
2.916583316663332681e+01,7.091157204450349028e+00,8.437947271147512751e+00,-5.489217888925994604e-01,-5.324080248649257774e-01
2.918583716743348688e+01,7.080185754142930499e+00,8.425108420776446394e+00,-5.480039527263952381e-01,-5.359403144066432478e-01
2.920584116823364695e+01,7.069232647379218193e+00,8.412290372623692392e+00,-5.470878130115542914e-01,-5.152308483727144894e-01
2.922584516903380703e+01,7.058297850274333207e+00,8.399493090380911298e+00,-5.461733661969623288e-01,-5.744083838111706530e-01
2.924584916983396710e+01,7.047381329011276563e+00,8.386716537806444549e+00,-5.452606087397571244e-01,-5.706207428128668990e-01
2.926585317063412717e+01,7.036483049840923876e+00,8.373960678725310913e+00,-5.443495371053206355e-01,-5.321224578384965431e-01
2.928585717143428724e+01,7.025602979082028909e+00,8.361225477029210040e+00,-5.434401477672732295e-01,-5.640000281019843520e-01
2.930586117223444731e+01,7.014741083121222687e+00,8.348510896676517135e+00,-5.425324372074685764e-01,-5.347713646010247013e-01
2.932586517303460738e+01,7.003897328413012602e+00,8.335816901692293612e+00,-5.416264019159824361e-01,-5.990032764248942598e-01
2.934586917383476745e+01,6.993071681479784196e+00,8.323143456168269338e+00,-5.407220383911147676e-01,-5.179833984796757829e-01
2.936587317463492752e+01,6.982264108911797607e+00,8.310490524262863943e+00,-5.398193431393796260e-01,-5.144102007733846182e-01
2.938587717543508759e+01,6.971474577367192005e+00,8.297858070201169056e+00,-5.389183126754951703e-01,-5.376079756125774489e-01
2.940588117623524766e+01,6.960703053571983823e+00,8.285246058274955416e+00,-5.380189435223866612e-01,-5.330862552879438443e-01
2.942588517703540774e+01,6.949949504320065863e+00,8.272654452842678197e+00,-5.371212322111699189e-01,-4.885016996400726175e-01
2.944588917783556781e+01,6.939213896473207299e+00,8.260083218329468124e+00,-5.362251752811563188e-01,-5.687180141176164661e-01
2.946589317863572788e+01,6.928496196961055453e+00,8.247532319227131481e+00,-5.353307692798359163e-01,-5.627254689683925948e-01
2.948589717943588795e+01,6.917796372781134018e+00,8.235001720094160760e+00,-5.344380107628794452e-01,-5.672521995803430084e-01
2.950590118023604802e+01,6.907114390998843945e+00,8.222491385555722232e+00,-5.335468962941297688e-01,-5.462888014317961449e-01
2.952590518103620809e+01,6.896450218747463445e+00,8.210001280303664828e+00,-5.326574224455944417e-01,-5.629919200758455311e-01
2.954590918183636816e+01,6.885803823228147102e+00,8.197531369096511256e+00,-5.317695857974422680e-01,-5.306581314817740980e-01
2.956591318263652823e+01,6.875175171709926758e+00,8.185081616759468659e+00,-5.308833829379937530e-01,-5.504054871179663300e-01
2.958591718343668830e+01,6.864564231529712401e+00,8.172651988184419736e+00,-5.299988104637202158e-01,-5.734732840533813825e-01
2.960592118423684838e+01,6.853970970092289505e+00,8.160242448329928067e+00,-5.291158649792346846e-01,-5.756211970644767861e-01
2.962592518503700845e+01,6.843395354870321690e+00,8.147852962221238116e+00,-5.282345430972849032e-01,-4.918848298908419236e-01
2.964592918583716852e+01,6.832837353404348057e+00,8.135483494950268124e+00,-5.273548414387491112e-01,-5.294212059773554246e-01
2.966593318663732859e+01,6.822296933302785860e+00,8.123134011675617216e+00,-5.264767566326323811e-01,-5.332968913626693341e-01
2.968593718743748866e+01,6.811774062241930494e+00,8.110804477622568953e+00,-5.256002853160552934e-01,-5.248031977539648896e-01
2.970594118823764873e+01,6.801268707965952842e+00,8.098494858083077119e+00,-5.247254241342544923e-01,-5.271962876095789285e-01
2.972594518903780880e+01,6.790780838286900156e+00,8.086205118415781712e+00,-5.238521697405684741e-01,-5.011687816730975298e-01
2.974594918983796887e+01,6.780310421084697836e+00,8.073935224045998282e+00,-5.229805187964424729e-01,-5.061127479505854732e-01
2.976595319063812894e+01,6.769857424307149429e+00,8.061685140465721489e+00,-5.221104679714112518e-01,-5.398017003620273480e-01
2.978595719143828902e+01,6.759421815969933078e+00,8.049454833233626871e+00,-5.212420139431040988e-01,-5.459478256595025059e-01
2.980596119223844909e+01,6.749003564156605961e+00,8.037244267975065526e+00,-5.203751533972318377e-01,-5.529767770540646721e-01
2.982596519303860916e+01,6.738602637018600738e+00,8.025053410382072983e+00,-5.195098830275788337e-01,-5.570438219139263181e-01
2.984596919383876923e+01,6.728219002775229107e+00,8.012882226213358550e+00,-5.186461995360094335e-01,-4.765818303338991146e-01
2.986597319463892930e+01,6.717852629713677359e+00,8.000730681294312419e+00,-5.177840996324468703e-01,-5.452802766723794381e-01
2.988597719543908937e+01,6.707503486189009934e+00,7.988598741517005664e+00,-5.169235800348789267e-01,-5.774949538411283667e-01
2.990598119623924944e+01,6.697171540624168529e+00,7.976486372840184913e+00,-5.160646374693447225e-01,-5.413691713250706750e-01
2.992598519703940951e+01,6.686856761509972102e+00,7.964393541289279455e+00,-5.152072686699358250e-01,-5.388581194992865253e-01
2.994598919783956958e+01,6.676559117405115984e+00,7.952320212956395906e+00,-5.143514703787857023e-01,-5.044559219539916928e-01
2.996599319863972966e+01,6.666278576936173650e+00,7.940266354000318216e+00,-5.134972393460619511e-01,-5.400767169196233342e-01
2.998599719943988973e+01,6.656015108797593172e+00,7.928231930646511216e+00,-5.126445723299676294e-01,-4.966019803188674864e-01
3.000600120024004980e+01,6.645768681751701656e+00,7.916216909187120621e+00,-5.117934660967298210e-01,-5.001376568586831661e-01
3.002600520104020987e+01,6.635539264628703471e+00,7.904221255980966809e+00,-5.109439174205968603e-01,-4.729390318795481662e-01
3.004600920184036994e+01,6.625326826240514499e+00,7.892244937376080571e+00,-5.100959230753033813e-01,-4.450861307030976599e-01
3.006601320264053001e+01,6.615131335273591873e+00,7.880287919609848757e+00,-5.092494798236675280e-01,-4.237823560697396852e-01
3.008601720344069008e+01,6.604952760766768627e+00,7.868350169238249592e+00,-5.084045844648971135e-01,-4.678795451784141246e-01
3.010602120424085015e+01,6.594791071843834729e+00,7.856431652899392937e+00,-5.075612338078835384e-01,-5.423522434461823805e-01
3.012602520504101022e+01,6.584646237687991288e+00,7.844532337290709201e+00,-5.067194246686570480e-01,-5.188454064587030290e-01
3.014602920584117030e+01,6.574518227541846116e+00,7.832652189168951118e+00,-5.058791538703789614e-01,-4.984497695800398365e-01
3.016603320664133037e+01,6.564407010707419943e+00,7.820791175350193747e+00,-5.050404182433417821e-01,-4.429965931234524090e-01
3.018603720744149044e+01,6.554312556546144641e+00,7.808949262709832695e+00,-5.042032146249584290e-01,-4.839046046470431017e-01
3.020604120824165051e+01,6.544234834478858787e+00,7.797126418182585894e+00,-5.033675398597597939e-01,-4.672663677216761791e-01
3.022604520904181058e+01,6.534173813985814760e+00,7.785322608762492713e+00,-5.025333907993920768e-01,-5.077519472477460827e-01
3.024604920984197065e+01,6.524129464606674311e+00,7.773537801502913958e+00,-5.017007643026047958e-01,-4.839922294132847913e-01
3.026605321064213072e+01,6.514101755940506777e+00,7.761771963516532757e+00,-5.008696572352522303e-01,-4.793238895561452995e-01
3.028605721144229079e+01,6.504090657645796192e+00,7.750025061975354568e+00,-5.000400664702867592e-01,-5.137293213341794784e-01
3.030606121224245086e+01,6.494096139440433291e+00,7.738297064110704504e+00,-4.992119888877482037e-01,-4.758921499781177955e-01
3.032606521304261094e+01,6.484118171101719952e+00,7.726587937213230006e+00,-4.983854213747670459e-01,-4.662611035629791734e-01
3.034606921384277101e+01,6.474156722466370084e+00,7.714897648632901728e+00,-4.975603608255533827e-01,-5.023113328682278222e-01
3.036607321464293108e+01,6.464211763430504298e+00,7.703226165779009982e+00,-4.967368041413943169e-01,-4.661924081178295820e-01
3.038607721544309115e+01,6.454283263949657901e+00,7.691573456120168295e+00,-4.959147482306479615e-01,-4.464761069210446132e-01
3.040608121624325122e+01,6.444371194038772899e+00,7.679939487184311631e+00,-4.950941900087379999e-01,-4.931051918544336332e-01
3.042608521704341129e+01,6.434475523772202443e+00,7.668324226558694612e+00,-4.942751263981524090e-01,-4.942654610648507529e-01
3.044608921784357136e+01,6.424596223283711716e+00,7.656727641889896852e+00,-4.934575543284281940e-01,-5.027460731792213755e-01
3.046609321864373143e+01,6.414733262766473487e+00,7.645149700883816735e+00,-4.926414707361612688e-01,-5.112207544469404841e-01
3.048609721944389150e+01,6.404886612473071672e+00,7.633590371305675859e+00,-4.918268725649890261e-01,-4.871423381656189155e-01
3.050610122024405158e+01,6.395056242715502215e+00,7.622049620980018148e+00,-4.910137567655876722e-01,-5.033685623204026127e-01
3.052610522104421165e+01,6.385242123865168651e+00,7.610527417790707183e+00,-4.902021202956736712e-01,-4.995615400476833834e-01
3.054610922184437172e+01,6.375444226352887434e+00,7.599023729680929762e+00,-4.893919601199910319e-01,-5.125966983448007053e-01
3.056611322264453179e+01,6.365662520668882607e+00,7.587538524653194116e+00,-4.885832732103093656e-01,-5.346647162090385486e-01
3.058611722344469186e+01,6.355896977362789357e+00,7.576071770769329028e+00,-4.877760565454213326e-01,-5.158933792972104637e-01
3.060612122424485193e+01,6.346147567043654902e+00,7.564623436150486491e+00,-4.869703071111308734e-01,-4.771003842124184602e-01
3.062612522504501200e+01,6.336414260379934049e+00,7.553193488977139047e+00,-4.861660219002558181e-01,-5.216601731180604551e-01
3.064612922584517207e+01,6.326697028099493636e+00,7.541781897489082453e+00,-4.853631979126197260e-01,-5.048024147197383016e-01
3.066613322664533214e+01,6.316995840989609867e+00,7.530388629985432125e+00,-4.845618321550432261e-01,-4.352970283465408818e-01
3.068613722744549221e+01,6.307310669896970090e+00,7.519013654824626691e+00,-4.837619216413471812e-01,-4.499664487070314522e-01
3.070614122824565229e+01,6.297641485727671018e+00,7.507656940424426217e+00,-4.829634633923373666e-01,-5.037659449632762021e-01
3.072614522904581236e+01,6.287988259447220507e+00,7.496318455261911318e+00,-4.821664544358088555e-01,-4.640650716325496195e-01
3.074614922984596888e+01,6.278350962080537556e+00,7.484998167873486707e+00,-4.813708918065377484e-01,-5.008794701417521589e-01
3.076615323064612895e+01,6.268729564711945201e+00,7.473696046854874986e+00,-4.805767725462728457e-01,-4.317490975483480042e-01
3.078615723144628902e+01,6.259124038485185615e+00,7.462412060861122853e+00,-4.797840937037377573e-01,-4.973549045638644417e-01
3.080616123224644909e+01,6.249534354603405006e+00,7.451146178606599335e+00,-4.789928523346165257e-01,-4.765413513237899412e-01
3.082616523304660916e+01,6.239960484329163393e+00,7.439898368864994005e+00,-4.782030455015593429e-01,-4.366587870140671845e-01
3.084616923384676923e+01,6.230402398984429269e+00,7.428668600469318761e+00,-4.774146702741689507e-01,-5.022509730587579879e-01
3.086617323464692930e+01,6.220860069950581384e+00,7.417456842311906051e+00,-4.766277237289990865e-01,-4.374916974998395158e-01
3.088617723544708937e+01,6.211333468668409630e+00,7.406263063344411535e+00,-4.758422029495527061e-01,-5.003657431366957953e-01
3.090618123624724944e+01,6.201822566638112377e+00,7.395087232577810532e+00,-4.750581050262711047e-01,-4.679122326801601894e-01
3.092618523704740952e+01,6.192327335419300915e+00,7.383929319082403353e+00,-4.742754270565329167e-01,-4.831438678419008870e-01
3.094618923784756959e+01,6.182847746630995012e+00,7.372789291987808191e+00,-4.734941661446482319e-01,-4.761493172427548881e-01
3.096619323864772966e+01,6.173383771951624688e+00,7.361667120482966453e+00,-4.727143194018539329e-01,-4.679116104009879984e-01
3.098619723944788973e+01,6.163935383119030220e+00,7.350562773816142759e+00,-4.719358839463078104e-01,-4.741662157080629436e-01
3.100620124024804980e+01,6.154502551930463916e+00,7.339476221294921388e+00,-4.711588569030858986e-01,-5.016788591767940009e-01
3.102620524104820987e+01,6.145085250242584785e+00,7.328407432286208945e+00,-4.703832354041751485e-01,-4.443858407019190548e-01
3.104620924184836994e+01,6.135683449971466530e+00,7.317356376216233471e+00,-4.696090165884723167e-01,-4.479928367200090578e-01
3.106621324264853001e+01,6.126297123092588670e+00,7.306323022570545334e+00,-4.688361976017736410e-01,-4.301411018747794412e-01
3.108621724344869008e+01,6.116926241640844530e+00,7.295307340894016335e+00,-4.680647755967749513e-01,-4.265163308918963336e-01
3.110622124424885016e+01,6.107570777710535026e+00,7.284309300790839714e+00,-4.672947477330633426e-01,-5.076137825213195010e-01
3.112622524504901023e+01,6.098230703455373991e+00,7.273328871924529260e+00,-4.665261111771168978e-01,-4.279607725806598428e-01
3.114622924584917030e+01,6.088905991088483738e+00,7.262366024017923749e+00,-4.657588631022930303e-01,-4.268268228888781324e-01
3.116623324664933037e+01,6.079596612853605642e+00,7.251420726826786733e+00,-4.649930006860261145e-01,-4.809602964927540136e-01
3.118623724744949044e+01,6.070302540825070814e+00,7.240492949954327351e+00,-4.642285210904596449e-01,-4.331063829143605992e-01
3.120624124824965051e+01,6.061023747355485547e+00,7.229582663259803255e+00,-4.634654215061596583e-01,-4.194184863582962608e-01
3.122624524904981058e+01,6.051760204917252750e+00,7.218689836716957409e+00,-4.627036991364533725e-01,-4.788687642416147860e-01
3.124624924984997065e+01,6.042511886034843904e+00,7.207814440352327878e+00,-4.619433511907989898e-01,-5.033061316675025987e-01
3.126625325065013072e+01,6.033278763284797286e+00,7.196956444245249607e+00,-4.611843748847795910e-01,-4.719704706710798336e-01
3.128625725145029079e+01,6.024060809295719743e+00,7.186115818527852639e+00,-4.604267674401057997e-01,-3.766455555077354300e-01
3.130626125225045087e+01,6.014857996748284918e+00,7.175292533385064786e+00,-4.596705260846019048e-01,-4.525827125005929541e-01
3.132626525305061094e+01,6.005670298375235916e+00,7.164486559054609849e+00,-4.589156480522108561e-01,-4.953419316045448717e-01
3.134626925385077101e+01,5.996497686961383522e+00,7.153697865827007618e+00,-4.581621305829852719e-01,-4.657505487551952261e-01
3.136627325465093108e+01,5.987340135343606207e+00,7.142926424045575651e+00,-4.574099709230800004e-01,-4.872315373609796274e-01
3.138627725545109115e+01,5.978197616410850124e+00,7.132172204106425717e+00,-4.566591663247532296e-01,-4.686375841992540536e-01
3.140628125625125122e+01,5.969070103104130887e+00,7.121435176458467353e+00,-4.559097140463612696e-01,-4.530553904896562067e-01
3.142628525705141129e+01,5.959957568416529128e+00,7.110715311603406974e+00,-4.551616113523525575e-01,-5.320095215006085398e-01
3.144628925785157136e+01,5.950859985393196716e+00,7.100012580095745207e+00,-4.544148555132622169e-01,-4.436028320688806814e-01
3.146629325865173143e+01,5.941777327131350539e+00,7.089326952542781335e+00,-4.536694438057110590e-01,-4.112293546947681233e-01
3.148629725945189151e+01,5.932709566780278720e+00,7.078658399604610629e+00,-4.529253735123973668e-01,-4.588464376727924288e-01
3.150630126025205158e+01,5.923656677541335291e+00,7.068006891994122576e+00,-4.521826419220998372e-01,-4.636634896092488578e-01
3.152630526105221165e+01,5.914618632667941966e+00,7.057372400477006202e+00,-4.514412463296635369e-01,-4.186335329522185567e-01
3.154630926185237172e+01,5.905595405465589032e+00,7.046754895871744750e+00,-4.507011840360006794e-01,-4.887003428177849051e-01
3.156631326265253179e+01,5.896586969291835345e+00,7.036154349049618340e+00,-4.499624523480885152e-01,-4.873391577813457332e-01
3.158631726345269186e+01,5.887593297556306560e+00,7.025570730934703967e+00,-4.492250485789613945e-01,-4.909411304598571557e-01
3.160632126425285193e+01,5.878614363720697789e+00,7.015004012503873732e+00,-4.484889700477083796e-01,-4.532103087536781261e-01
3.162632526505301200e+01,5.869650141298770940e+00,7.004454164786798387e+00,-4.477542140794661396e-01,-4.359334047509501042e-01
3.164632926585317207e+01,5.860700603856355606e+00,6.993921158865942900e+00,-4.470207780054183955e-01,-4.497379663272144668e-01
3.166633326665333215e+01,5.851765725011350838e+00,6.983404965876569115e+00,-4.462886591627929778e-01,-4.297953724638501338e-01
3.168633726745349222e+01,5.842845478433722484e+00,6.972905557006736643e+00,-4.455578548948493367e-01,-4.206354388959757662e-01
3.170634126825365229e+01,5.833939837845504073e+00,6.962422903497298421e+00,-4.448283625508839267e-01,-4.299308045327384087e-01
3.172634526905381236e+01,5.825048777020799484e+00,6.951956976641907815e+00,-4.441001794862216023e-01,-4.683597936824594465e-01
3.174634926985397243e+01,5.816172269785776727e+00,6.941507747787011517e+00,-4.433733030622100113e-01,-4.514159337362999569e-01
3.176635327065413250e+01,5.807310290018675936e+00,6.931075188331853099e+00,-4.426477306462175410e-01,-4.052003147899047031e-01
3.178635727145429257e+01,5.798462811649801374e+00,6.920659269728473895e+00,-4.419234596116304870e-01,-4.733240574083393271e-01
3.180636127225445264e+01,5.789629808661528543e+00,6.910259963481709455e+00,-4.412004873378440051e-01,-4.488031984724222268e-01
3.182636527305461271e+01,5.780811255088297962e+00,6.899877241149193097e+00,-4.404788112102647757e-01,-4.529970256202097700e-01
3.184636927385477279e+01,5.772007125016621387e+00,6.889511074341355901e+00,-4.397584286203003456e-01,-4.451610883891299886e-01
3.186637327465493286e+01,5.763217392585075594e+00,6.879161434721422275e+00,-4.390393369653587952e-01,-4.713093917173162839e-01
3.188637727545509293e+01,5.754442031984306816e+00,6.868828294005414392e+00,-4.383215336488423541e-01,-4.788015387264616951e-01
3.190638127625525300e+01,5.745681017457028972e+00,6.858511623962151305e+00,-4.376050160801464028e-01,-3.609260966876617349e-01
3.192638527705541307e+01,5.736934323298023664e+00,6.848211396413248053e+00,-4.368897816746532548e-01,-4.085127491220232332e-01
3.194638927785557314e+01,5.728201923854141953e+00,6.837927583233115669e+00,-4.361758278537258837e-01,-4.575543449030470833e-01
3.196639327865573321e+01,5.719483793524300808e+00,6.827660156348962062e+00,-4.354631520447076465e-01,-4.372321013379523169e-01
3.198639727945589328e+01,5.710779906759486657e+00,6.817409087740791129e+00,-4.347517516809170091e-01,-4.144504962221181588e-01
3.200640128025604980e+01,5.702090238062754501e+00,6.807174349441405425e+00,-4.340416242016419957e-01,-4.443514535680925248e-01
3.202640528105621343e+01,5.693414761989220807e+00,6.796955913536396388e+00,-4.333327670521389674e-01,-4.148370600735431513e-01
3.204640928185636994e+01,5.684753453146083046e+00,6.786753752164164766e+00,-4.326251776836244067e-01,-4.510837184829287749e-01
3.206641328265653357e+01,5.676106286192592165e+00,6.776567837515893089e+00,-4.319188535532743067e-01,-4.426747280478665614e-01
3.208641728345669009e+01,5.667473235840080115e+00,6.766398141835573199e+00,-4.312137921242201744e-01,-4.337568547994621326e-01
3.210642128425685371e+01,5.658854276851934095e+00,6.756244637419981380e+00,-4.305099908655404817e-01,-4.442348561882530911e-01
3.212642528505701023e+01,5.650249384043622314e+00,6.746107296618703231e+00,-4.298074472522641631e-01,-5.033921219709894812e-01
3.214642928585717385e+01,5.641658532282668226e+00,6.735986091834107015e+00,-4.291061587653591802e-01,-4.284715962444646253e-01
3.216643328665733037e+01,5.633081696488675405e+00,6.725880995521370309e+00,-4.284061228917305231e-01,-4.205574624198809008e-01
3.218643728745749399e+01,5.624518851633304450e+00,6.715791980188455135e+00,-4.277073371242220978e-01,-4.134214430693734510e-01
3.220644128825765051e+01,5.615969972740294303e+00,6.705719018396132824e+00,-4.270097989616032930e-01,-4.568293492105538478e-01
3.222644528905781414e+01,5.607435034885440039e+00,6.695662082757955602e+00,-4.263135059085714773e-01,-4.159860849406901706e-01
3.224644928985797065e+01,5.598914013196617745e+00,6.685621145940288557e+00,-4.256184554757462823e-01,-4.191474378690396296e-01
3.226645329065813428e+01,5.590406882853759640e+00,6.675596180662277668e+00,-4.249246451796630519e-01,-4.779891813218605789e-01
3.228645729145829080e+01,5.581913619088876288e+00,6.665587159695880004e+00,-4.242320725427750072e-01,-4.902901317065527231e-01
3.230646129225845442e+01,5.573434197131434509e+00,6.655594055814684218e+00,-4.235407350882158806e-01,-4.092466175491374925e-01
3.232646529305861094e+01,5.564968592092403021e+00,6.645616841682956633e+00,-4.228506303288367962e-01,-4.514761904139042437e-01
3.234646929385877456e+01,5.556516779356174496e+00,6.635655490222146291e+00,-4.221617558047652818e-01,-3.920955659694694284e-01
3.236647329465893108e+01,5.548078734381190813e+00,6.625709974427111071e+00,-4.214741090641227483e-01,-3.572629701741967256e-01
3.238647729545909471e+01,5.539654432671576423e+00,6.615780267339701481e+00,-4.207876876603063865e-01,-4.382694948392880652e-01
3.240648129625925122e+01,5.531243849777160548e+00,6.605866342048789974e+00,-4.201024891519836713e-01,-4.407843318443028791e-01
3.242648529705941485e+01,5.522846961293457646e+00,6.595968171690238080e+00,-4.194185111030837021e-01,-4.197693948556113774e-01
3.244648929785957137e+01,5.514463742861685169e+00,6.586085729446931936e+00,-4.187357510828025875e-01,-3.984933507762414284e-01
3.246649329865973499e+01,5.506094170168744029e+00,6.576218988548746758e+00,-4.180542066655926758e-01,-4.521281830738866359e-01
3.248649729945989151e+01,5.497738218947242572e+00,6.566367922272580593e+00,-4.173738754311596688e-01,-3.800097255529057971e-01
3.250650130026005513e+01,5.489395864975469941e+00,6.556532503942322343e+00,-4.166947549644623439e-01,-3.869581076360750216e-01
3.252650530106021165e+01,5.481067084077421825e+00,6.546712706928882852e+00,-4.160168428557078357e-01,-3.961836485054563983e-01
3.254650930186037527e+01,5.472751852122777372e+00,6.536908504650164708e+00,-4.153401367003430322e-01,-4.315353661070531199e-01
3.256651330266053179e+01,5.464450145026918726e+00,6.527119870571089777e+00,-4.146646340990605140e-01,-3.871755712237397451e-01
3.258651730346069542e+01,5.456161938750913265e+00,6.517346778203575219e+00,-4.139903326577842324e-01,-3.882739468568697783e-01
3.260652130426085193e+01,5.447887209301534917e+00,6.507589201106556587e+00,-4.133172299876749500e-01,-4.493463569362233234e-01
3.262652530506101556e+01,5.439625932731237512e+00,6.497847112885961174e+00,-4.126453237051211365e-01,-3.499397947248643614e-01
3.264652930586117208e+01,5.431378085138182321e+00,6.488120487194739994e+00,-4.119746114317383023e-01,-4.209904314136773684e-01
3.266653330666133570e+01,5.423143642666213182e+00,6.478409297732834027e+00,-4.113050907943629486e-01,-4.002295115678938808e-01
3.268653730746149222e+01,5.414922581504878707e+00,6.468713518247204419e+00,-4.106367594250508457e-01,-4.263614225242326472e-01
3.270654130826165584e+01,5.406714877889412740e+00,6.459033122531806725e+00,-4.099696149610729257e-01,-3.984227118149875624e-01
3.272654530906181236e+01,5.398520508100752124e+00,6.449368084427614889e+00,-4.093036550449137279e-01,-3.745011825171493669e-01
3.274654930986197598e+01,5.390339448465518046e+00,6.439718377822597262e+00,-4.086388773242592976e-01,-4.328599370639457655e-01
3.276655331066213250e+01,5.382171675356036467e+00,6.430083976651742361e+00,-4.079752794520087877e-01,-4.576380554808837653e-01
3.278655731146229613e+01,5.374017165190315914e+00,6.420464854897029561e+00,-4.073128590862544196e-01,-4.208124236853055256e-01
3.280656131226245265e+01,5.365875894432072357e+00,6.410860986587460175e+00,-4.066516138902923072e-01,-4.458329942781218413e-01
3.282656531306261627e+01,5.357747839590703443e+00,6.401272345799028152e+00,-4.059915415326087462e-01,-4.287487233498462058e-01
3.284656931386277279e+01,5.349632977221312480e+00,6.391698906654746715e+00,-4.053326396868793813e-01,-4.091271298437963444e-01
3.286657331466293641e+01,5.341531283924684459e+00,6.382140643324622609e+00,-4.046749060319700941e-01,-4.065996281115680788e-01
3.288657731546309293e+01,5.333442736347311808e+00,6.372597530025683632e+00,-4.040183382519282329e-01,-3.652964693611716607e-01
3.290658131626325655e+01,5.325367311181369523e+00,6.363069541021948439e+00,-4.033629340359802251e-01,-4.338068845704384224e-01
3.292658531706341307e+01,5.317304985164737374e+00,6.353556650624456736e+00,-4.027086910785308005e-01,-3.921274389727038567e-01
3.294658931786357670e+01,5.309255735080979477e+00,6.344058833191240865e+00,-4.020556070791538317e-01,-4.172826306657405615e-01
3.296659331866373321e+01,5.301219537759362943e+00,6.334576063127354217e+00,-4.014036797425976077e-01,-3.604519686872590944e-01
3.298659731946389684e+01,5.293196370074840118e+00,6.325108314884842819e+00,-4.007529067787711230e-01,-3.249219519087462871e-01
3.300660132026405336e+01,5.285186208948068121e+00,6.315655562962771086e+00,-4.001032859027496280e-01,-3.910000938276942395e-01
3.302660532106421698e+01,5.277189031345387527e+00,6.306217781907198727e+00,-3.994548148347657479e-01,-3.492290832912632315e-01
3.304660932186437350e+01,5.269204814278843685e+00,6.296794946311203844e+00,-3.988074913002064292e-01,-4.147136590433774805e-01
3.306661332266453712e+01,5.261233534806164513e+00,6.287387030814858058e+00,-3.981613130296111080e-01,-4.461435082933745133e-01
3.308661732346469364e+01,5.253275170030784480e+00,6.277994010105253153e+00,-3.975162777586718765e-01,-4.356282332386569034e-01
3.310662132426485726e+01,5.245329697101820621e+00,6.268615858916474437e+00,-3.968723832282170516e-01,-4.442450813522227371e-01
3.312662532506501378e+01,5.237397093214095634e+00,6.259252552029624717e+00,-3.962296271842267181e-01,-4.248721068472489093e-01
3.314662932586517741e+01,5.229477335608115673e+00,6.249904064272802984e+00,-3.955880073778114125e-01,-4.027945685042081947e-01
3.316663332666533393e+01,5.221570401570090780e+00,6.240570370521126620e+00,-3.949475215652197280e-01,-3.604444182083831327e-01
3.318663732746549755e+01,5.213676268431914451e+00,6.231251445696706526e+00,-3.943081675078314863e-01,-3.733123941389457912e-01
3.320664132826565407e+01,5.205794913571188509e+00,6.221947264768671992e+00,-3.936699429721544075e-01,-3.797570277445730391e-01
3.322664532906581769e+01,5.197926314411192905e+00,6.212657802753148495e+00,-3.930328457298193912e-01,-4.057449278248337898e-01
3.324664932986597421e+01,5.190070448420916804e+00,6.203383034713277233e+00,-3.923968735575814604e-01,-4.140542431642211252e-01
3.326665333066613783e+01,5.182227293115031053e+00,6.194122935759196480e+00,-3.917620242373106021e-01,-3.907640845679247188e-01
3.328665733146629435e+01,5.174396826053912157e+00,6.184877481048062897e+00,-3.911282955559917673e-01,-3.869982936468425172e-01
3.330666133226645798e+01,5.166579024843619194e+00,6.175646645784024891e+00,-3.904956853057211519e-01,-3.828093490247057584e-01
3.332666533306661449e+01,5.158773867135917790e+00,6.166430405218251920e+00,-3.898641912837041423e-01,-3.787177475583509700e-01
3.334666933386677812e+01,5.150981330628255250e+00,6.157228734648907853e+00,-3.892338112922484328e-01,-3.927622298564265590e-01
3.336667333466693464e+01,5.143201393063784543e+00,6.148041609421174059e+00,-3.886045431387620264e-01,-4.463442320047281142e-01
3.338667733546709826e+01,5.135434032231342982e+00,6.138869004927226314e+00,-3.879763846357513479e-01,-4.214335555688723534e-01
3.340668133626725478e+01,5.127679225965471765e+00,6.129710896606260562e+00,-3.873493336008194121e-01,-4.121177637159886831e-01
3.342668533706741840e+01,5.119936952146396436e+00,6.120567259944464489e+00,-3.867233878566559424e-01,-3.358214066977053269e-01
