N,D,U,Q,L,L_noisy
5.538661134687399290e+00,3.081697903194453261e+02,9.651318698318174683e+00,1.351157797654352954e+00,6.394583245566915153e+00,6.400273533732703690e+00
1.888305871023027438e-01,3.661838606658468365e+01,7.020641114886282175e+00,1.863528657237583097e+00,1.328176996518670272e+01,1.326582431963546682e+01
7.054399080216458007e-01,9.535093166210596394e+01,9.459503683723109191e+01,1.097433695238419382e+00,7.910998024372540627e+00,7.926397186451612953e+00
1.174421829205769763e+00,3.613456244244981690e+02,8.056262036391807158e+00,1.796529391851529933e+00,8.937764180703270611e+00,8.960688159305023603e+00
7.454965955002903488e-01,7.096808246221301886e+01,2.654028055737999736e+01,1.011389285693531370e+00,8.251563052193397141e+00,8.243877278621930316e+00
1.570568692360260199e+00,6.251276577900844700e+01,4.238425694785674835e+01,1.434339278148121455e+00,6.691158968522393558e+00,6.691715496688560805e+00
9.946864247684412685e-01,1.125671817477333008e+02,5.424804897023252437e+01,1.947195384063248547e+00,7.456681690931059592e+00,7.470655916762135362e+00
6.720343707503976249e-01,2.996611788035395989e+02,2.234895983459198376e+01,1.553634287799826819e+00,8.900591588356991934e+00,8.885779186062720214e+00
2.363882824868702492e+00,1.486057801768446218e+01,5.249239734346560660e+00,1.784851852135966421e+00,8.124295055999164461e+00,8.104396452808467544e+00
4.556642236569227178e-01,1.437853702347622971e+02,7.861300109490481525e+00,1.883347268846880862e+00,1.084428630105869118e+01,1.083131685983669179e+01
1.636070550454573391e+00,3.751707260008937084e+01,4.617951710537699483e+01,1.318402571093015840e+00,6.587444972182153968e+00,6.581774304318593671e+00
2.864947676220615858e+00,1.810356089329659213e+01,9.470540957698030837e+00,1.599457966536210751e+00,6.884898135473935810e+00,6.879113713354087167e+00
1.825127763639298462e-01,3.338553629394911582e+02,6.805145758409719292e+01,1.557098136921361009e+00,1.172499255530334317e+01,1.173106602704176993e+01
4.496806530698130855e-01,3.696910766668283372e+02,1.101378958515681683e+00,1.843061641611066781e+00,1.945872698995220418e+01,1.946141235367183597e+01
7.751916948829435938e+00,1.719732990490346936e+01,5.566093514848020618e+01,1.345486667398254399e+00,4.707888415986839270e+00,4.695427643340148727e+00
8.551505416193199594e+00,6.507663410654340908e+01,1.719510936592270767e+01,1.228200475559117155e+00,5.119784897044501903e+00,5.125458696745390341e+00
9.655561319661005726e+00,4.900002232000513800e+02,4.386550273255883070e+01,1.772191410889524255e+00,4.869137993749890647e+00,4.887878807166702977e+00
1.216330698235585650e-01,1.590876983166817524e+02,4.196199428753783600e+00,1.119776183386609114e+00,1.623891631689095405e+01,1.625088685968165692e+01
4.497980184191905373e+00,4.879974272780408739e+01,2.227442315647044069e+01,1.023129737687285434e+00,5.544808939366676626e+00,5.554720013843511772e+00
7.422524059299790977e+00,1.957440015771205921e+01,3.494389535288890158e+01,1.401602328920182439e+00,4.883763985619813397e+00,4.883965764905027207e+00
6.366326093372431494e+00,4.731137385599021172e+02,7.997690246727246688e+01,1.978363402836215146e+00,5.011698806624621305e+00,5.021535120571066990e+00
2.690807360308761442e+00,1.085996998799236621e+02,9.874791022743386293e+01,1.728875007423458010e+00,5.712238210622198054e+00,5.702576882422502713e+00
2.245115487467376880e+00,4.561876058133070444e+01,6.853313761407516580e+00,1.529919001184997684e+00,7.729360226797926892e+00,7.736870373167957560e+00
2.749243664880642868e+00,2.659517894068174115e+01,5.413881975531274371e+00,1.807361591407915968e+00,7.835119558695213371e+00,7.834247074500401808e+00
1.411794989678518464e+00,3.961182879825825580e+02,7.067645440986156302e+01,1.145584652521084212e+00,6.923327287194935842e+00,6.934636344173730649e+00
3.774332525893886015e+00,1.282219074916200157e+02,9.914935634745963000e+01,1.992820895287384264e+00,5.310590765257451551e+00,5.315250870770030112e+00
1.008925752966600475e+00,1.034171714599688663e+01,4.934719074492529955e+01,1.856277238253545292e+00,7.784015240253536305e+00,7.773116442396412751e+00
2.830577171524325530e-01,1.205475529823940803e+02,5.529009488959206209e+01,1.243370888397914431e+00,1.030633133932747647e+01,1.030761126886221213e+01
1.544180450573245655e-01,2.053998536746539969e+02,5.189461481672390875e+01,1.404596204379338076e+00,1.230692434636726951e+01,1.231910656106538760e+01
6.554075600396512158e+00,7.121134706493219824e+01,1.257189779890372350e+01,1.152055562982134518e+00,5.664604605845057428e+00,5.653312266994389823e+00
3.234133647933055133e+00,1.645194996921726371e+01,2.353396115680456546e+01,1.972474728725341242e+00,6.150795771558356329e+00,6.145204372776509771e+00
2.261954535560767587e-01,4.307122489105863394e+01,2.509414127834457275e+01,1.408554208367245320e+00,1.128974688349703293e+01,1.128206015341315549e+01
4.414856121463450300e+00,6.523240355867268647e+01,3.094023481582530977e+01,1.214707656953775361e+00,5.423543032804894359e+00,5.408586573400437025e+00
3.987433983152731676e-01,8.292131884105887707e+01,1.300143961497664868e+01,1.748431299035453135e+00,1.035255896353844207e+01,1.036217164629113974e+01
1.867712150918705794e+00,1.471551069198772410e+01,1.381382204842507955e+00,1.895366466803982686e+00,1.414943220256496126e+01,1.416254217559482065e+01
5.155914602301103766e-01,3.792796973704437846e+01,3.933118172735994023e+01,1.308084063086891069e+00,8.861820085751947573e+00,8.869820517822518013e+00
2.681181244018977505e-01,6.542944400523197146e+01,9.895315656577093222e+00,1.606115986474724533e+00,1.172598191249234922e+01,1.172840761564672185e+01
2.245006111294810536e-01,2.488024841849005497e+01,1.145988452048626538e+00,1.775721786585928275e+00,2.083760113276974479e+01,2.083708081892660147e+01
1.386438537336281696e-01,1.229212545483150443e+01,1.698491457107244429e+01,1.875750994499710611e+00,1.356781165890263452e+01,1.357020546190788046e+01
1.408890084928726139e-01,1.381079298386370091e+01,7.576147207953373375e+00,1.676747329421006905e+00,1.421479437018646941e+01,1.420747881101555876e+01
1.374612919794090948e-01,7.330259558607984616e+01,2.291029188048041476e+01,1.736759371777140348e+00,1.306804887632782908e+01,1.307698733233234556e+01
1.512995140967490215e-01,1.062750110770230627e+01,1.398000312492289954e+00,1.860986450072320553e+00,2.037568383970485542e+01,2.038613876294524019e+01
4.656488963969664496e+00,1.670383893325297109e+01,5.681364874759815109e+00,1.738431837355771670e+00,7.078752214008349419e+00,7.088077649348388576e+00
1.085467065771852146e+00,3.194897087802302238e+01,6.553193927435754063e+01,1.408400510460768640e+00,7.207375312962852831e+00,7.202065830785665312e+00
1.807873461385872682e-01,4.456192946792435805e+01,1.310027882645370489e+01,1.742800123903106790e+00,1.256363514176388563e+01,1.256441918518335399e+01
1.121990804960279364e+00,5.555620660660247268e+01,1.682750338339864093e+00,1.143177280038238930e+00,1.379512477113825319e+01,1.379346696294845920e+01
1.216913203182124148e+00,4.973130864301563747e+01,4.894300630596374901e+01,1.171330234031922268e+00,7.039361835088308261e+00,7.057247582967981714e+00
9.844282540589542885e-01,1.323589204632914829e+01,6.244034443581674765e+01,1.087132656953188725e+00,7.452246249110373810e+00,7.454043211129599555e+00
2.588050397930189428e-01,3.421322899527203276e+02,7.934684231207118899e+01,1.692610430863649373e+00,1.060364085255125133e+01,1.058482014361194778e+01
7.392575598739021814e-01,2.790453065949101870e+02,6.637326836755346449e+01,1.978035608007816304e+00,8.095071240255588663e+00,8.099056296763899709e+00
5.517126059200441190e+00,4.777278943760103402e+01,2.342333884734751237e+00,1.000015916132835025e+00,9.638762680028710506e+00,9.657585342519420024e+00
5.854245834127336234e-01,3.283988502910487455e+02,3.840044788567119838e+01,1.177045615579874527e+00,8.843775138907229660e+00,8.850626896069455185e+00
1.018522168054964983e+00,3.035865450999515360e+02,4.313001257194346749e+01,1.782919472124246063e+00,7.687256439739528879e+00,7.696051236839990928e+00
7.252450914918518343e+00,3.149718601954598398e+02,5.608704993114487891e+00,1.186910828759655701e+00,6.919754991882538953e+00,6.920115604551027921e+00
2.921479181633514499e-01,2.668370110757813762e+01,1.009672108178331085e+00,1.142533357677713246e+00,2.115857269150784603e+01,2.113885879664599443e+01
2.824979974755708056e+00,7.262293068899901982e+01,3.237934484844168459e+00,1.582954322620581777e+00,9.348326908546223279e+00,9.330224331005693372e+00
9.282878560479612684e-01,4.458171527624535884e+02,9.249965209948709344e+01,1.402514522200466462e+00,7.599221293602218985e+00,7.586761815854860203e+00
3.756088587773670717e+00,7.691692620381485312e+01,1.437294986860765178e+00,1.137234070810456465e+00,1.296518483809825462e+01,1.296391651772785814e+01
5.240189947323911079e-01,2.573830923315356927e+02,8.800404076717562418e+01,1.234071380881952340e+00,8.687586416301483538e+00,8.690686401266397354e+00
1.215394396554745571e+00,8.278491867848036634e+01,2.091323669178470457e+00,1.041610303614816768e+00,1.244275995718262173e+01,1.244965409870401629e+01
5.452201366730979881e-01,3.210993249296095655e+02,1.268622538976717840e+00,1.925547656398353791e+00,1.772886033519815641e+01,1.772545575477050761e+01
5.398815435748282709e+00,7.412907187588251645e+01,2.760467607372938836e+00,1.295369149885330362e+00,9.075987059942189461e+00,9.085556352526300117e+00
6.755162166921740763e+00,2.061947231758317400e+02,1.795994491580117813e+00,1.983144743935304710e+00,1.109852443512396469e+01,1.109572694754016808e+01
1.835027460571271751e+00,1.567892286757275855e+01,3.307879662356911332e+00,1.780480234915260418e+00,9.683763395559076059e+00,9.676718500405605994e+00
9.163058788461302839e+00,1.032641950493942460e+02,2.874496801611271302e+00,1.737407349829036551e+00,8.497253404055463477e+00,8.505769821209913317e+00
2.911463593422814355e+00,1.119791482351414480e+01,2.577737808793666208e+00,1.010760736520020853e+00,9.817794852651166693e+00,9.808650402820125791e+00
4.579814248635066143e+00,1.066593000307508987e+02,9.044154771665768422e+00,1.437309474537465270e+00,6.534412870643214966e+00,6.507122021335003836e+00
6.158022901864263154e+00,1.153989528122382637e+02,1.249275225784667320e+01,1.592734674597850786e+00,5.854373973689311228e+00,5.843774406099832674e+00
3.497933296879787712e-01,3.766295357748498418e+02,1.302065253397975741e+00,1.316993510466608841e+00,1.856521703305154603e+01,1.856615862850657450e+01
9.404936348320420691e+00,1.894297209666806481e+01,2.289762482443519431e+01,1.329617984679507092e+00,4.841808307014994206e+00,4.811006529424497913e+00
6.037095510174719237e-01,3.846403540391617639e+02,1.990915959907356259e+00,1.313539622991701794e+00,1.435145070918119714e+01,1.434787932871941152e+01
9.872453290364974210e-01,3.253247652903337439e+02,5.898284935891191338e+01,1.080200369428189200e+00,7.574828632012157392e+00,7.571507728424527350e+00
2.294285515640150930e-01,9.069684698391124300e+01,1.373859904888335093e+00,1.325347815801580786e+00,1.932756990655133933e+01,1.931330534686164668e+01
4.394986749041205343e+00,1.334801273330674398e+01,4.514906295279168802e+01,1.981948290270315383e+00,5.592475602865967232e+00,5.577650568219989502e+00
4.718405412430394796e-01,3.825536263420838168e+02,2.631139932731451836e+01,1.926203652837696456e+00,9.675812492227771955e+00,9.671187872746779490e+00
2.391601906595268723e+00,8.772254399548199899e+01,7.108806536989663982e+01,1.303878852858649129e+00,5.914860788130612335e+00,5.909389786434264380e+00
2.733450349371041033e-01,2.763446078516843585e+01,1.561123931016114241e+00,1.669691323627401802e+00,1.772683051661048736e+01,1.773942970170440248e+01
5.043431436167815640e-01,8.887666469106278555e+01,1.441302446412825233e+00,1.757437293440179849e+00,1.678102014098913486e+01,1.678476877144046142e+01
5.867984696743147044e-01,6.116357075613867522e+01,3.199757590722654044e+01,1.122842340314422094e+00,8.650355173943335529e+00,8.634546619488279617e+00
2.973363376753850318e-01,1.458756414601930373e+01,1.556003368836690548e+01,1.789483457833584312e+00,1.104287503076358412e+01,1.103432851606521758e+01
1.175240864950108793e-01,6.978134660904419206e+01,5.377757036330115703e+00,1.704347848911637708e+00,1.568231489846309046e+01,1.568936631373431112e+01
3.470706044848108185e+00,1.212797916597796544e+01,1.339391709011450216e+00,1.374096942531956245e+00,1.340403145021940468e+01,1.342299121790898297e+01
7.956266581683670402e+00,1.396700773627899927e+01,1.285228921685503067e+00,1.326283345486240384e+00,1.279969210033195637e+01,1.280355709526939911e+01
2.834625666033560587e-01,2.107594132992820448e+02,9.672425487758546936e+00,1.244163029421505584e+00,1.179064238175636525e+01,1.179374950720296056e+01
2.114962785157813441e-01,5.621908102929304363e+01,6.062972632797144712e+00,1.230074317368681447e+00,1.323478785615878550e+01,1.325339538080050517e+01
4.956879377007002985e-01,4.401387193637078781e+02,1.977817114703980472e+00,1.820571137153302654e+00,1.499449105431192031e+01,1.499426433987173013e+01
1.463969413815861265e-01,1.955840562896277106e+02,1.341192515833294685e+00,1.598432275453260942e+00,2.123300186207222850e+01,2.122991085248888155e+01
1.992809346973911211e+00,2.019708073540664373e+01,1.697515775374042413e+00,1.469623951079363833e+00,1.264014466714078821e+01,1.262601217931787190e+01
5.458898739705752012e-01,9.703817274067596088e+01,1.239705430054968538e+01,1.580629744988056196e+00,9.666103902121539804e+00,9.660973741299262230e+00
1.333389738421559612e+00,2.593703204871131334e+02,5.032753056360270705e+00,1.554407027180551459e+00,9.480274535570716310e+00,9.502061662996696967e+00
6.481864867733761137e+00,2.605825772502992521e+01,6.564129636043830374e+01,1.724570514999073989e+00,4.856540068235299046e+00,4.842322654310412311e+00
5.286383402778695562e+00,6.565796649998138435e+01,4.349439356487567743e+00,1.531677857512225849e+00,7.680319422270932783e+00,7.680431339339064856e+00
6.971941238464039792e+00,4.276007102030461056e+02,1.225957914733786680e+00,1.739587511797030528e+00,1.370793258863445807e+01,1.369384931435493513e+01
7.415073044559082227e+00,4.689377678512656900e+01,3.442213110675029775e+00,1.145132836242311214e+00,7.893303505391842556e+00,7.894588262872360040e+00
1.512302674384403689e+00,4.616503632568066706e+01,4.424342000703124889e+00,1.197569860950417286e+00,9.258532860112307361e+00,9.267409332146828049e+00
1.010649514548983108e+00,3.349910518677767612e+01,2.041455404687188491e+01,1.231669498424154519e+00,7.777294523461749876e+00,7.774858030263618325e+00
1.189132725518545763e-01,2.152424444376055419e+02,6.560142505487145392e+00,1.733408370894555128e+00,1.543031174534064398e+01,1.543761521804363923e+01
1.602812138372857187e-01,7.579487419978045182e+01,1.465466489182136289e+00,1.758362341457578193e+00,2.015460596874462951e+01,2.016181440699971716e+01
1.116469310657107972e+00,4.276005527319770749e+01,1.503806920885950138e+00,1.970773077222375269e+00,1.465066946902158129e+01,1.465513971718265118e+01
5.152483494389474394e+00,3.707711624137049284e+02,1.072402111076929643e+01,1.586580505078988512e+00,6.415882272050211554e+00,6.433044752044371428e+00
7.332787868955690236e-01,3.896197181118096751e+02,4.091079788489552271e+01,1.159750692099999592e+00,8.363143339003773491e+00,8.370931714543754509e+00
1.017322675052258346e-01,1.575340392117945783e+02,2.059243127225062509e+01,1.388584884640948536e+00,1.442206752720377416e+01,1.441901793154243094e+01
2.658313595387575279e-01,2.047651633783078751e+01,1.334361086939578733e+01,1.069574003123442640e+00,1.124905971646001746e+01,1.124225148097509575e+01
3.310860148496996391e+00,1.058110496428179346e+02,1.338237796026296600e+01,1.089074454822875460e+00,6.435690118242629154e+00,6.427237054767585889e+00
2.074130018767832151e-01,2.696903410591445294e+01,3.080327936548380663e+01,1.960464923314316099e+00,1.160032338686531617e+01,1.160508206124166541e+01
2.506990396479238936e-01,1.800417851774764699e+02,6.052795504698995188e+01,1.021136186151816672e+00,1.066299780201191361e+01,1.065976058386941183e+01
3.724535588735556346e-01,1.048079498409276624e+02,4.691245648796233780e+01,1.468861334915108285e+00,9.632299719681014949e+00,9.659591390071057049e+00
1.654119011175036791e+00,1.932936013868242640e+02,6.532939403144641233e+01,1.371416126327950291e+00,6.571993543840853214e+00,6.590418019897034796e+00
4.707725257766474769e+00,1.008376042000278403e+02,3.577460660763637179e+01,1.528814729350204793e+00,5.346573588061085403e+00,5.344428348066021961e+00
2.740246772195838454e-01,1.552456153167524917e+02,3.646722989825578853e+00,1.508819651550900254e+00,1.393601239793716751e+01,1.393272108539553678e+01
1.581014116139556114e+00,4.418803981583004088e+02,6.535441628699365957e+00,1.047434800737823135e+00,8.628410455490888253e+00,8.645312221024052945e+00
1.147839659839426485e+00,6.859554065358231867e+01,3.219128087394395976e+01,1.804351807328486323e+00,7.367764092784576668e+00,7.348930494971527061e+00
7.757618404687414149e-01,3.765559299024447455e+02,1.696855155456698405e+00,1.589961750050886469e+00,1.476249944469809172e+01,1.475798393410503984e+01
1.448241697042247145e+00,4.111066255696887595e+01,1.192606170136256027e+00,1.517064734384089508e+00,1.590607593073653803e+01,1.591558350024649116e+01
4.248513935787436857e+00,2.241661859497898490e+01,4.889268782329345697e+01,1.604340220277321594e+00,5.377989727667334741e+00,5.368868751958145502e+00
2.722551560824445493e-01,4.934501310404315859e+02,6.266746812491878593e+00,1.663063465759280213e+00,1.279320255308392262e+01,1.278843425335298711e+01
9.873435689856466801e-01,1.360502281550174644e+02,3.136919103694518896e+01,1.767586395560801771e+00,7.743292247759741898e+00,7.739780836098795191e+00
1.569788424454896247e-01,1.336566944261355872e+01,2.362305342115397266e+01,1.124755955080073200e+00,1.260798609124474012e+01,1.261459417620980616e+01
1.062857668066095274e+00,3.142067530265346136e+02,5.041944382879020736e+01,1.731782024384902474e+00,7.536836136555079335e+00,7.538211405403310472e+00
3.819580914750386302e+00,1.672736297340740350e+02,9.719271896944493960e+01,1.417506197648593202e+00,5.299692674575284812e+00,5.303713548678166134e+00
9.933854194818467320e+00,1.064321191993557569e+01,3.353834324477570128e+00,1.132317765146967137e+00,7.524122607628950909e+00,7.530075444880784730e+00
8.941000273632975226e-01,7.054480714210393444e+01,8.921511075969094762e+00,1.267121053719333812e+00,8.944027266102949625e+00,8.944326648384720357e+00
3.919284603205892559e-01,4.997180278337733057e+02,1.244023139450306203e+01,1.228673415710183736e+00,1.071846306381158165e+01,1.072956872579406884e+01
1.442139139901614353e+00,4.930551486332234390e+01,4.091522553174198151e+01,1.369100228782091477e+00,6.831291525960143218e+00,6.824001937249087213e+00
5.539927862105443745e-01,4.064928036698271967e+02,7.335327323151298629e+01,1.753795950239297241e+00,8.742991013740089912e+00,8.728629798783822835e+00
1.713976165088364201e-01,5.560530001791246235e+01,3.601434496443706390e+00,1.545023370404847496e+00,1.533380311471139201e+01,1.531603439666326771e+01
1.119430522020158358e+00,2.309535188519392648e+02,1.229488728628636096e+01,1.778494052647376700e+00,8.405428543783585837e+00,8.389218445993961382e+00
3.965257379272422167e+00,2.941193995107640831e+02,8.592162633758356094e+01,1.240651772202018055e+00,5.369001282398970787e+00,5.363496125103495160e+00
6.056958174974313991e+00,9.905042485438356437e+01,1.860482713693055734e+00,1.779970093463991709e+00,1.090782122880874638e+01,1.091812169774130936e+01
9.041122953283322161e+00,7.455636255285057246e+01,2.361545461730367990e+01,1.046419121377155204e+00,4.861014956225436556e+00,4.862756623799156408e+00
5.438125747762998508e-01,2.103012120054870877e+02,1.738684558481892140e+01,1.401825477386527075e+00,9.484102573882198683e+00,9.478117107786845352e+00
3.186620569491516175e-01,3.627926396749951721e+01,2.239151571629140136e+01,1.594058009530581632e+00,1.038899293319267869e+01,1.037829437726252202e+01
1.665871687254009414e-01,6.547169594682435445e+01,3.712336937421092387e+01,1.803568968375181214e+00,1.211096921571366813e+01,1.210568035920036145e+01
7.455277864262567222e-01,5.926268280537751565e+01,7.614262780930144459e+01,1.261308131493332763e+00,7.848483071389383170e+00,7.844446407535419219e+00
4.112011499246527535e+00,2.816437899292691327e+02,2.983611507614353897e+00,1.343710599077420298e+00,9.245288794539533228e+00,9.239637800630541520e+00
2.946385545342427026e-01,3.678883412463044351e+02,1.978326514521671697e+01,1.056695361776204489e+00,1.099515116546624149e+01,1.098082572225881393e+01
5.001876864578583159e+00,1.997787720255908184e+01,9.696961963670852924e+01,1.448217091497569609e+00,5.033342238388242684e+00,5.028584160177019591e+00
2.651392574356361997e+00,2.827141036703133068e+02,4.373054594490077562e+01,1.345519650051678839e+00,6.129783722075285546e+00,6.139955083409076586e+00
2.522816373952346813e-01,3.913989818469850945e+01,1.208443159686812329e+01,1.210642531468359318e+00,1.154267060521211619e+01,1.152092451579616217e+01
1.834438169566451782e+00,5.532135221601965469e+01,9.086106262335866290e+01,1.906618296266658463e+00,6.291348045472840766e+00,6.288941958748397454e+00
4.358974873217866808e+00,1.240769498105810520e+01,1.282642484385163151e+00,1.577972757983558960e+00,1.348248446486284102e+01,1.346127098131451660e+01
7.340755044676160246e+00,1.751443027919407029e+02,3.457081582867157721e+01,1.457398616818912362e+00,4.996891788050580097e+00,4.998722264156358897e+00
2.110714664093162607e-01,8.916377785320202065e+01,2.968759282426317814e+00,1.397169131623951621e+00,1.536728853448000720e+01,1.535981364057092335e+01
4.405856899316069608e+00,4.027601637044914895e+01,1.166269132490411531e+00,1.650676521387189899e+00,1.446688939474231539e+01,1.444603251806138822e+01
3.562034944271934123e+00,5.432620414713945678e+01,1.844308440332654442e+01,1.597824598658727613e+00,5.989325960568979923e+00,5.990332982468314249e+00
3.072156116485830757e-01,3.506176520863959922e+02,6.225395588751990772e+01,1.679923734870888197e+00,1.023512901871632685e+01,1.025330307225185145e+01
3.882959147194104954e-01,2.153869787613813713e+01,2.019791922149332120e+00,1.085396911013698951e+00,1.502255486490974334e+01,1.502364378024326541e+01
8.206690677201631701e+00,5.812596200613857178e+01,5.526100629737361380e+00,1.700025146470357296e+00,6.671015405223824857e+00,6.682633320061648341e+00
5.297026137610838514e-01,7.844459082462198296e+01,3.448407617256771118e+01,1.951896264232118039e+00,8.920853335328084555e+00,8.920138291306395573e+00
3.784009434177129649e-01,2.842685047849524835e+02,9.110094192951930125e+00,1.550592787481947621e+00,1.117151293884117536e+01,1.114993703055955443e+01
2.754369739515986737e+00,3.827549106452351566e+02,1.473325117771359061e+01,1.646530577844994792e+00,6.879777998300282249e+00,6.884682833206522190e+00
1.844216999519091849e-01,2.750619230928377590e+01,2.258252471353740987e+01,1.701220062947938594e+00,1.207897410623158407e+01,1.207479131316346255e+01
9.254194717374250034e-01,1.366032186812437565e+01,7.496403136277911550e+00,1.957155949805903239e+00,9.179761592698548966e+00,9.165140743421821057e+00
5.203148876900914876e-01,1.993189391854961201e+01,8.401431693998816286e+01,1.829633293306566877e+00,8.826941737139490485e+00,8.834790103878722434e+00
1.224539181921698416e+00,1.252219857305241035e+01,2.116849752756342085e+01,1.154201173219376653e+00,7.484619541054176928e+00,7.487488116708715502e+00
1.608793443643410592e+00,4.240219414279100363e+01,6.818211003354799793e+00,1.112311754950534803e+00,8.210195023849546914e+00,8.204940927442365250e+00
1.906403856145493458e+00,2.569565058416605652e+01,8.017991481277462640e+01,1.679242630930534608e+00,6.306588465531723031e+00,6.315269159785744435e+00
7.324839557281191960e-01,1.000619606200829637e+01,1.352215030686809483e+00,1.783731261090538700e+00,1.601827525003448116e+01,1.600955453035654941e+01
5.941072025632853304e+00,2.848677448806383836e+02,4.167950707431703705e+01,1.458161585800728854e+00,5.212181042635468664e+00,5.218615366022869573e+00
4.691937136593451463e+00,3.091607049013917390e+02,1.302784634764280192e+00,1.553101558200258747e+00,1.360773485607807842e+01,1.359833025138564544e+01
7.357250967758737659e+00,1.789231978402787604e+01,1.026506415821516027e+00,1.540297585292888405e+00,1.496860957219908173e+01,1.497394911981614207e+01
7.794913195811803419e-01,2.728501158811103267e+01,2.613417658757451800e+00,1.161594943386589307e+00,1.216446122886189940e+01,1.215345374941640699e+01
2.885172798189929555e+00,4.638156966245587682e+02,1.167850459989468792e+00,1.784859217450742719e+00,1.523954284058010700e+01,1.525443472261031808e+01
7.267609326463863040e-01,2.097464240476841439e+02,1.475236609472942551e+00,1.537247671760181067e+00,1.577840491709942938e+01,1.578094799209958765e+01
3.610484700983053741e-01,7.968161670738059854e+01,2.833030946631167168e+00,1.097902986277492499e+00,1.386429926856924055e+01,1.387862801972917204e+01
2.012671487619947630e+00,3.694724425137169277e+01,5.668539828552619397e+00,1.321696043817409461e+00,8.199993700810876973e+00,8.191769241035679272e+00
7.797839912922953864e+00,8.726592661417878105e+01,5.160563447614241994e+01,1.667072137922179564e+00,4.686915333996691579e+00,4.682154310267016228e+00
4.060838910641646038e+00,1.918788049111975624e+02,6.144113936510051133e+01,1.515276964739667775e+00,5.388668404235525955e+00,5.397065052220673564e+00
3.718806220551114650e-01,1.564256734640432356e+01,2.793402241015414944e+01,1.432171641116838812e+00,9.949352454608989760e+00,9.921915283125896323e+00
2.858982603347385854e-01,1.582464161870502295e+01,6.746513539738026033e+00,1.399251665622009755e+00,1.198041528679255130e+01,1.196974737824607793e+01
3.493742736857384124e+00,1.319985626389144251e+01,1.538533404057201537e+01,1.213145524358590688e+00,6.145605659926027364e+00,6.155937429448844256e+00
2.571917057999925316e+00,2.683787029056912132e+01,3.682018229446605773e+01,1.087656167912337324e+00,5.991286947586869083e+00,5.995938040825812720e+00
5.335848528117390188e+00,3.458606424784514957e+02,4.776404815964904849e+00,1.905252889521566351e+00,7.736984265248920245e+00,7.746771958673098091e+00
1.962109415977970894e-01,1.266566858421041353e+01,3.497476297409493640e+01,1.581695288609700878e+00,1.183720565065874908e+01,1.183410804178790166e+01
5.288816174154148619e+00,9.332361296775233939e+01,6.191921039451467657e+00,1.548831481582875425e+00,6.967037095503365585e+00,6.972677089319397226e+00
7.332480307968597399e-01,2.093403416380611191e+02,1.749262735712516337e+00,1.676988526819291447e+00,1.467627953421751208e+01,1.466897109151534373e+01
3.521202137240275198e-01,4.439480241662526794e+01,1.001029342834701374e+01,1.847603335108459977e+00,1.089062386448468978e+01,1.087690426080846606e+01
4.858355888888815644e-01,3.828111215525242983e+02,8.062511006594689889e+01,1.593830728968449684e+00,8.983655006774048601e+00,8.966707057036883199e+00
9.705274158546609797e+00,5.105370765629935903e+01,2.570761443598011198e+01,1.981744471501222682e+00,4.781416719220866973e+00,4.775899623510563075e+00
8.167031864569858968e+00,2.562761887189107028e+02,2.071038738076801522e+01,1.544747753560126391e+00,5.292529608239882499e+00,5.287040194015637518e+00
1.470591566144609230e-01,1.751998325391517497e+01,1.988947044391359942e+00,1.182695719886588392e+00,1.818463491748809346e+01,1.817834114351212804e+01
4.269499189360727587e-01,1.618082135940898354e+02,7.759060026601225957e+00,1.052985958116536169e+00,1.093587778131914234e+01,1.090038973160916314e+01
2.748894354202743084e+00,2.530851956239147071e+01,3.196749331164097985e+00,1.956318942911374092e+00,9.268476559441927165e+00,9.248490523441562416e+00
1.176658030696325768e-01,5.421609793236015662e+01,6.979197797345407572e+00,1.642851041865631245e+00,1.505871612423173467e+01,1.505338979933980070e+01
1.179905726377759173e-01,9.093786890470512674e+01,2.243013764663340481e+01,1.660440118379834296e+00,1.367576173508985526e+01,1.367863190136583107e+01
1.229647374528547166e-01,7.889180348198547676e+01,1.404406983046062596e+00,1.747045668552356101e+00,2.149795943726889291e+01,2.149217151101842305e+01
5.456192276970437405e+00,4.286902346041758847e+02,2.831090472476621045e+01,1.314791063956391115e+00,5.567919844864725576e+00,5.559150872861218673e+00
4.650127698307656710e-01,2.208601504062438323e+02,4.022847431704416010e+01,1.743313817513718167e+00,9.296970719647800863e+00,9.273885986316283692e+00
4.339899429711121526e-01,1.444603327822554029e+01,1.131554793753997323e+01,1.274274009078707248e+00,1.015658995034604040e+01,1.017680494073579922e+01
3.860891899929838722e+00,1.610681246293376319e+02,3.275111303213253500e+00,1.575853178259617238e+00,9.004444380268450843e+00,8.993433267473781356e+00
4.336432423227213895e-01,2.014716855557281505e+01,3.468798165142139123e+00,1.247256013753148984e+00,1.243620613884692183e+01,1.245304010522391280e+01
2.998207672435634130e+00,4.181734653341736418e+01,3.774999955748493363e+01,1.429861069898536563e+00,5.803713239432217286e+00,5.819320098602152491e+00
5.478749661209189048e-01,1.092703372562051456e+01,1.291891294559313508e+01,1.892402337083803010e+00,9.782755557294168014e+00,9.785494847953177810e+00
3.935850799062903249e-01,1.597654302294104944e+01,1.634406229037998592e+00,1.899396724797159486e+00,1.626975123480541541e+01,1.626402514075478933e+01
