t,Psi,phi,dPsi_dt,dPsi_dt_noisy
4.980996199239847932e+00,9.522843654862920282e-01,1.525642074993417974e-01,4.868414361339649943e-02,5.034609846507148018e-02
4.986997399479895954e+00,9.525743691782311284e-01,1.528378854457715375e-01,4.796617747058817133e-02,3.503597441186066114e-02
4.992998599719943975e+00,9.528600923828877134e-01,1.531108565256404652e-01,4.725753298496461474e-02,5.133956947487057498e-02
4.998999799959991996e+00,9.531415908710220153e-01,1.533831211512780568e-01,4.655810949117282493e-02,5.929608916320886630e-02
5.005001000200040018e+00,9.534189198049766167e-01,1.536546797523116736e-01,4.586780686226440973e-02,5.116697130634723090e-02
5.011002200440088039e+00,9.536921334996438793e-01,1.539255327900472814e-01,4.518652608054719855e-02,2.912475547229414347e-02
5.017003400680136060e+00,9.539612856227385196e-01,1.541956807522320561e-01,4.451416880093105044e-02,4.686677177753439255e-02
5.023004600920184082e+00,9.542264292947237880e-01,1.544651241449200851e-01,4.385063714360908776e-02,3.432338795935296200e-02
5.029005801160232103e+00,9.544876170888106914e-01,1.547338634924724232e-01,4.319583371454439880e-02,4.046243746092166582e-02
5.035007001400280124e+00,9.547449010309587702e-01,1.550018993375571197e-01,4.254966162554944809e-02,4.338875882645983062e-02
5.041008201640328146e+00,9.549983325998756545e-01,1.552692322411491910e-01,4.191202451397398054e-02,2.954171928677823411e-02
5.047009401880376167e+00,9.552479627270171747e-01,1.555358627825306206e-01,4.128282656200338296e-02,5.420388096368345537e-02
5.053010602120423300e+00,9.554938417965871400e-01,1.558017915592903868e-01,4.066197251557188141e-02,3.954535592920200432e-02
5.059011802360471322e+00,9.557360196455380041e-01,1.560670191873244350e-01,4.004936770289789505e-02,4.755343160230358912e-02
5.065013002600519343e+00,9.559745455635699773e-01,1.563315463008356776e-01,3.944491805264598028e-02,4.537971663905443487e-02
5.071014202840567364e+00,9.562094682931316925e-01,1.565953735523340218e-01,3.884853011172129111e-02,5.188209682481306761e-02
5.077015403080615386e+00,9.564408360294198719e-01,1.568585016126362586e-01,3.826011106270064965e-02,4.977779480550181129e-02
5.083016603320663407e+00,9.566686964203795496e-01,1.571209311708662570e-01,3.767956874090557656e-02,2.254796683805704652e-02
5.089017803560711428e+00,9.568930965797525223e-01,1.573826629331325500e-01,3.710681162097512198e-02,3.715492065062010046e-02
5.095019003800759450e+00,9.571140830269174726e-01,1.576436976199409590e-01,3.654174897390220778e-02,1.481769380747798362e-02
5.101020204040807471e+00,9.573317014939342062e-01,1.579040359810505723e-01,3.598429133087457238e-02,3.114652151439248340e-02
5.107021404280855492e+00,9.575459971906211676e-01,1.581636787824690915e-01,3.543434988445079425e-02,4.221857674538905675e-02
5.113022604520903514e+00,9.577570148375487147e-01,1.584226268042565611e-01,3.489183642698451271e-02,4.367480295499046733e-02
5.119023804760951535e+00,9.579647986660386749e-01,1.586808808405253124e-01,3.435666336514178743e-02,4.689492294728633132e-02
5.125025005000999556e+00,9.581693924181643451e-01,1.589384416994400195e-01,3.382874373411910718e-02,2.971096723762219408e-02
5.131026205241047577e+00,9.583708393467506026e-01,1.591953102032176437e-01,3.330799121156775844e-02,3.616763202274643485e-02
5.137027405481095599e+00,9.585691822153737940e-01,1.594514871881274609e-01,3.279432013122851597e-02,3.343105643954807221e-02
5.143028605721143620e+00,9.587644632983620685e-01,1.597069735044910899e-01,3.228764549627675950e-02,4.462451361403629857e-02
5.149029805961191641e+00,9.589567243807948227e-01,1.599617700166824918e-01,3.178788299239312248e-02,4.734088289926474680e-02
5.155031006201239663e+00,9.591460067585031446e-01,1.602158776031278320e-01,3.129494900055036777e-02,2.737961601375467346e-02
5.161032206441287684e+00,9.593323512380698137e-01,1.604692971563057013e-01,3.080876060953113837e-02,6.832511028219472038e-02
5.167033406681335705e+00,9.595157981368287459e-01,1.607220295827469780e-01,3.032923562817769689e-02,2.996882828638384316e-02
5.173034606921383727e+00,9.596963872828658815e-01,1.609740758030348273e-01,2.985629259737588095e-02,2.586740826443275493e-02
5.179035807161431748e+00,9.598741580296905607e-01,1.612254367508423880e-01,2.938985076743914557e-02,3.506825113491132684e-02
5.185037007401479769e+00,9.600491492509880542e-01,1.614761133697262818e-01,2.892983012245126107e-02,3.620175397302962533e-02
5.191038207641527791e+00,9.602213990855019699e-01,1.617261066272673853e-01,2.847615198971680667e-02,3.363229453733836832e-02
5.197039407881575812e+00,9.603909452007195480e-01,1.619754175038993771e-01,2.802873843296220177e-02,2.123197209785361236e-02
5.203040608121623833e+00,9.605578248396228203e-01,1.622240469904535909e-01,2.758751215311501526e-02,4.202552186828906189e-02
5.209041808361671855e+00,9.607220748206883876e-01,1.624719960881591818e-01,2.715239649834022551e-02,2.741063513728835693e-02
5.215043008601719876e+00,9.608837315378875310e-01,1.627192658086429045e-01,2.672331547385990019e-02,4.182801714068049709e-02
5.221044208841767897e+00,9.610428309606862118e-01,1.629658571739292794e-01,2.630019375156108369e-02,3.996581236670235932e-02
5.227045409081815919e+00,9.611994086340450716e-01,1.632117712164405099e-01,2.588295667939692624e-02,1.289440438605833454e-02
5.233046609321863940e+00,9.613534996784195430e-01,1.634570089789965652e-01,2.547153029058150248e-02,1.542839902127305859e-02
5.239047809561911961e+00,9.615051387897596280e-01,1.637015715148150141e-01,2.506584131258311060e-02,1.482350993447889564e-02
5.245049009801959983e+00,9.616543602395100088e-01,1.639454598875112190e-01,2.466581717592095796e-02,2.693659278183438421e-02
5.251050210042008004e+00,9.618011978746100477e-01,1.641886751710982528e-01,2.427138602276479595e-02,2.459252724777278090e-02
5.257051410282056025e+00,9.619456851174937873e-01,1.644312184499868434e-01,2.388247671534263900e-02,2.635822911068253643e-02
5.263052610522104047e+00,9.620878549660899504e-01,1.646730908189854570e-01,2.349901884416384645e-02,1.517191075033554222e-02
5.269053810762152068e+00,9.622277399938220510e-01,1.649142933833002700e-01,2.312094273605188460e-02,2.719241639520594139e-02
5.275055011002200089e+00,9.623653724059577641e-01,1.651548272553627073e-01,2.274817932891538136e-02,3.659922542659797134e-02
5.281056211242248111e+00,9.625007838792611903e-01,1.653946935599788226e-01,2.238066055874101540e-02,8.844713412283615808e-03
5.287057411482296132e+00,9.626340055119367856e-01,1.656338934385958583e-01,2.201831948569495795e-02,1.988036704921929479e-02
5.293058611722344153e+00,9.627650680407724426e-01,1.658724280400910578e-01,2.166108978813398311e-02,2.397114733316657587e-02
5.299059811962392175e+00,9.628940018436501491e-01,1.661102985206542038e-01,2.130890576346525928e-02,1.983839997766170468e-02
5.305061012202440196e+00,9.630208369395466539e-01,1.663475060437875352e-01,2.096170233478702322e-02,1.882042788719807264e-02
5.311062212442488217e+00,9.631456029885328007e-01,1.665840517803058307e-01,2.061941505738203867e-02,3.814205490283474609e-02
5.317063412682536239e+00,9.632683292917738616e-01,1.668199369083363803e-01,2.028198012506544218e-02,3.295265517291348645e-02
5.323064612922584260e+00,9.633890447915296473e-01,1.670551626133189305e-01,1.994933437638968937e-02,2.828328380965121347e-02
5.329065813162632281e+00,9.635077780711541751e-01,1.672897300880057392e-01,1.962141530071227075e-02,1.184941966679767603e-02
5.335067013402680303e+00,9.636245573550961119e-01,1.675236405324616040e-01,1.929816104412061112e-02,4.155422824383914193e-02
5.341068213642728324e+00,9.637394105088982199e-01,1.677568951540637787e-01,1.897951041522668442e-02,2.243853704245055147e-02
5.347069413882776345e+00,9.638523650391978004e-01,1.679894951675020565e-01,1.866540289082519594e-02,1.273564346241858394e-02
5.353070614122824367e+00,9.639634480937265826e-01,1.682214417947787144e-01,1.835577862142266647e-02,1.483200580673430663e-02
5.359071814362872388e+00,9.640726864613106128e-01,1.684527362652085136e-01,1.805057843663838285e-02,1.300729224506136719e-02
5.365073014602920409e+00,9.641801065718702546e-01,1.686833798154187269e-01,1.774974385047875525e-02,3.881511029009207525e-02
5.371074214842968431e+00,9.642857345436277594e-01,1.689133736872618918e-01,1.745321695416863356e-02,1.936508671093606013e-02
5.377075415083016452e+00,9.643895961049147036e-01,1.691427191296693555e-01,1.716094060740142035e-02,1.765413743682887546e-02
5.383076615323064473e+00,9.644917164351785033e-01,1.693714174058169319e-01,1.687285882190265457e-02,-4.793262771279810375e-03
5.389077815563112495e+00,9.645921204073153454e-01,1.695994697840387255e-01,1.658891618950903563e-02,2.382701871228167997e-02
5.395079015803160516e+00,9.646908325977763266e-01,1.698268775374228434e-01,1.630905786252929285e-02,5.594098291677385842e-03
5.401080216043208537e+00,9.647878772865672303e-01,1.700536419438114233e-01,1.603322955805495248e-02,4.603663220590990812e-03
5.407081416283256559e+00,9.648832784572489718e-01,1.702797642858005500e-01,1.576137756216751395e-02,2.175695454180760768e-02
5.413082616523304580e+00,9.649770597969371533e-01,1.705052458507403390e-01,1.549344873405394257e-02,6.729363562189250372e-03
5.419083816763352601e+00,9.650692446963023974e-01,1.707300879307348251e-01,1.522939051002428212e-02,2.345774001508349124e-02
5.425085017003400623e+00,9.651598562495700140e-01,1.709542918226421571e-01,1.496915090743610594e-02,2.605808178692106333e-02
5.431086217243448644e+00,9.652489172545204443e-01,1.711778588280743474e-01,1.471267852852826269e-02,-3.311270676380498323e-03
5.437087417483496665e+00,9.653364502124889279e-01,1.714007902533974947e-01,1.445992256416304272e-02,1.296882221548006572e-02
5.443088617723544687e+00,9.654224773283656136e-01,1.716230874097316450e-01,1.421083279748362044e-02,-1.657346891627966418e-03
5.449089817963592708e+00,9.655070205105952263e-01,1.718447516129508468e-01,1.396535960748043759e-02,1.321601977933286633e-02
5.455091018203640729e+00,9.655901013711778447e-01,1.720657841836831514e-01,1.372345397247345944e-02,2.271543375753571833e-02
5.461092218443688751e+00,9.656717412256682342e-01,1.722861864473105853e-01,1.348506747351439078e-02,-2.832061855378535664e-04
5.467093418683736772e+00,9.657519610931759590e-01,1.725059597339691775e-01,1.325015229770266229e-02,3.114175040509175457e-02
5.473094618923784793e+00,9.658307817723524868e-01,1.727251053756358734e-01,1.301866105959933323e-02,9.772249670805702865e-03
5.479095819163832815e+00,9.659082236629215057e-01,1.729436247119017778e-01,1.279054723151301642e-02,8.148692311165852548e-04
5.485097019403880836e+00,9.659843067480448076e-01,1.731615190911686142e-01,1.256576518901758588e-02,1.117259166920904837e-02
5.491098219643927969e+00,9.660590507709720942e-01,1.733787898645218206e-01,1.234426979118088269e-02,2.011201706842991738e-02
5.497099419883975990e+00,9.661324752353553924e-01,1.735954383857192529e-01,1.212601638255594166e-02,-1.803316577723694525e-03
5.503100620124024012e+00,9.662045994052493869e-01,1.738114660111911014e-01,1.191096079586582285e-02,1.176830118438288234e-02
5.509101820364072033e+00,9.662754423051111985e-01,1.740268741000398911e-01,1.169905935461904717e-02,-2.199065608108747433e-03
5.515103020604120054e+00,9.663450227198006059e-01,1.742416640140405371e-01,1.149026887566984706e-02,2.336573059091485993e-02
5.521104220844168076e+00,9.664133591945797130e-01,1.744558371176403444e-01,1.128454667171312903e-02,1.266327560003956652e-02
5.527105421084216097e+00,9.664804700351133926e-01,1.746693947779589251e-01,1.108185055372173933e-02,6.655002010587766914e-03
5.533106621324264118e+00,9.665463733074688424e-01,1.748823383647882812e-01,1.088213883332522780e-02,2.105700357713596871e-02
5.539107821564312140e+00,9.666110868381159182e-01,1.750946692505928326e-01,1.068537032513097729e-02,-2.380742270847320194e-03
5.545109021804360161e+00,9.666746282139270230e-01,1.753063888105092782e-01,1.049150434898903084e-02,6.374636412931558235e-03
5.551110222044408182e+00,9.667370147821769955e-01,1.755174984223467349e-01,1.030050073220207391e-02,2.857568640228312640e-02
5.557111422284456204e+00,9.667982636505432215e-01,1.757279994665866818e-01,1.011231981168120991e-02,8.681656007040525549e-03
5.563112622524504225e+00,9.668583916871057449e-01,1.759378933263829325e-01,9.926922436046224651e-03,2.330253174462036322e-02
5.569113822764552246e+00,9.669174155203471566e-01,1.761471813875616910e-01,9.744269967678999278e-03,1.150162947089366540e-02
5.575115023004600268e+00,9.669753515597611093e-01,1.763558650379517534e-01,9.564324235192024626e-03,2.368074618344697020e-03
5.581116223244648289e+00,9.670322160389821509e-01,1.765639456657963902e-01,9.387047431690366539e-03,6.724833720549598659e-03
5.587117423484696310e+00,9.670880247537518848e-01,1.767714246681238166e-01,9.212402746547762589e-03,9.781743162211689255e-03
5.593118623724744332e+00,9.671427932714655729e-01,1.769783034442088676e-01,9.040353863768460507e-03,4.740216707339422499e-03
5.599119823964792353e+00,9.671965369698520831e-01,1.771845833943409276e-01,8.870864870720140960e-03,4.238475731177440003e-04
5.605121024204840374e+00,9.672492710369733349e-01,1.773902659198238752e-01,8.703900259776714554e-03,6.799834788052145501e-04
5.611122224444888396e+00,9.673010104712251866e-01,1.775953524229760550e-01,8.539424929917695251e-03,-6.505254437719267327e-03
5.617123424684936417e+00,9.673517700813364373e-01,1.777998443071303336e-01,8.377404188293517684e-03,9.268436887682054287e-03
5.623124624924984438e+00,9.674015644863696028e-01,1.780037429766340440e-01,8.217803751747770891e-03,1.193861220079617778e-02
5.629125825165032460e+00,9.674504081157203617e-01,1.782070498368490685e-01,8.060589748307339653e-03,1.533358876879459265e-02
5.635127025405080481e+00,9.674983152091181093e-01,1.784097662941517282e-01,7.905728718631162277e-03,-1.037013373867816737e-02
5.641128225645128502e+00,9.675452998166254037e-01,1.786118937559328379e-01,7.753187617428755618e-03,1.559186483272293616e-02
5.647129425885176524e+00,9.675913757986382979e-01,1.788134336305977901e-01,7.602933814836988768e-03,7.211873087251930228e-03
5.653130626125224545e+00,9.676365568258862293e-01,1.790143873275664155e-01,7.454935097768983221e-03,-7.051224420903466628e-03
5.659131826365272566e+00,9.676808563794321305e-01,1.792147562572730113e-01,7.309159671224980948e-03,8.067510795706040946e-03
5.665133026605320588e+00,9.677242877506722074e-01,1.794145418311664242e-01,7.165576159570287429e-03,1.509152427120108095e-02
5.671134226845368609e+00,9.677668640413362722e-01,1.796137454617099671e-01,7.024153607784126840e-03,1.202836091960917883e-02
5.677135427085416630e+00,9.678085981634872992e-01,1.798123685623815027e-01,6.884861482672810507e-03,1.391813385899627435e-02
5.683136627325464652e+00,9.678495028423879099e-01,1.800104125475910644e-01,6.747669667142720817e-03,1.598101401820818668e-02
5.689137827565512673e+00,9.678895907025845124e-01,1.802078788302231560e-01,6.612548253732891679e-03,1.535212080233237970e-02
5.695139027805560694e+00,9.679288740315654671e-01,1.804047688284146911e-01,6.479468115663113148e-03,5.904967627172306825e-03
5.701140228045608715e+00,9.679673648798375885e-01,1.806010839626182030e-01,6.348400666765521838e-03,-1.469390541817995610e-02
5.707141428285656737e+00,9.680050751508064710e-01,1.807968256530129436e-01,6.219317645767441505e-03,-1.592998078464023456e-03
5.713142628525704758e+00,9.680420166007770444e-01,1.809919953195051057e-01,6.092191117252621080e-03,9.438152501071904454e-03
5.719143828765752779e+00,9.680782008389531290e-01,1.811865943817276003e-01,5.966993472603335236e-03,1.058265258858805992e-03
5.725145029005800801e+00,9.681136393274372143e-01,1.813806242590401407e-01,5.843697430915319180e-03,1.248751951400471800e-02
5.731146229245848822e+00,9.681483433812313466e-01,1.815740863705293251e-01,5.722276039889687138e-03,1.349045708972391316e-02
5.737147429485896843e+00,9.681823241682359082e-01,1.817669821350084980e-01,5.602702676707510543e-03,5.876258789999087503e-03
5.743148629725944865e+00,9.682155927092508385e-01,1.819593129710177781e-01,5.484951048876016144e-03,2.407682207255715939e-02
5.749149829965992886e+00,9.682481598779747456e-01,1.821510802968241971e-01,5.368995195057145453e-03,-4.586334220457614907e-03
5.755151030206040907e+00,9.682800364010053507e-01,1.823422855304214774e-01,5.254809485875040764e-03,1.436539281181329654e-02
5.761152230446088929e+00,9.683112328578391548e-01,1.825329300895302542e-01,5.142368624701243451e-03,2.165085901686004261e-04
5.767153430686136950e+00,9.683417596808719940e-01,1.827230153915978539e-01,5.031647648420754793e-03,-2.973015492690415235e-03
5.773154630926184971e+00,9.683716271553984845e-01,1.829125428537985154e-01,4.922621928177724204e-03,1.061077462742787518e-02
5.779155831166232993e+00,9.684008454196120219e-01,1.831015138930332520e-01,4.815267170103804117e-03,-1.540870523415882425e-03
5.785157031406281014e+00,9.684294244646054484e-01,1.832899299259298509e-01,4.709559416022156275e-03,1.310244923318330985e-02
5.791158231646329035e+00,9.684573741343702746e-01,1.834777923688429291e-01,4.605475044139127616e-03,-7.257461828043102608e-03
5.797159431886377057e+00,9.684847041257970135e-01,1.836651026378539053e-01,4.502990769715983776e-03,4.658830110274962862e-03
5.803160632126425078e+00,9.685114240591581325e-01,1.838518621470541792e-01,4.402083475288580405e-03,-4.227215747746537744e-03
5.809161832366473099e+00,9.685375433288797575e-01,1.840380723124971085e-01,4.302730572032550938e-03,1.757949975870405721e-03
5.815163032606521121e+00,9.685630710934891585e-01,1.842237345522081404e-01,4.204910024832926585e-03,2.907966083328782786e-04
5.821164232846569142e+00,9.685880163997461212e-01,1.844088502829702159e-01,4.108600052782393486e-03,-7.371093758251104702e-03
5.827165433086617163e+00,9.686123881826524951e-01,1.845934209203235477e-01,4.013779129702306492e-03,1.037657579272027730e-02
5.833166633326665185e+00,9.686361952654513052e-01,1.847774478785657593e-01,3.920425984670808384e-03,-8.722009427337258647e-03
5.839167833566713206e+00,9.686594463596273075e-01,1.849609325707517460e-01,3.828519602535641886e-03,-6.162376067023616483e-03
5.845169033806761227e+00,9.686821500649068772e-01,1.851438764086937305e-01,3.738039224416428441e-03,1.246555091103898442e-02
5.851170234046809249e+00,9.687043148692578987e-01,1.853262808029612352e-01,3.648964348192694496e-03,1.319636785827068767e-02
5.857171434286857270e+00,9.687259491488898755e-01,1.855081471628811651e-01,3.561274728978658377e-03,1.005572748238645064e-02
5.863172634526905291e+00,9.687470611682539312e-01,1.856894768965376696e-01,3.474950379587130045e-03,6.695356289343715184e-03
5.869173834766953313e+00,9.687676590800425869e-01,1.858702714107722531e-01,3.389971570981337168e-03,2.599269690705392766e-02
5.875175035007001334e+00,9.687877509251900943e-01,1.860505321111837473e-01,3.306318832712991374e-03,-8.967735291905153810e-03
5.881176235247049355e+00,9.688073446328722138e-01,1.862302604021283114e-01,3.223972953349620030e-03,-4.385908860049069283e-03
5.887177435487097377e+00,9.688264480205064366e-01,1.864094576867194042e-01,3.142914980891912957e-03,-6.969859559372420035e-03
5.893178635727145398e+00,9.688450687937516514e-01,1.865881253668277839e-01,3.063126223177822793e-03,1.187771454766558578e-02
5.899179835967193419e+00,9.688632145465084777e-01,1.867662648430815642e-01,2.984588248276180689e-03,5.694687717518251771e-03
5.905181036207241441e+00,9.688808927609188215e-01,1.869438775148661858e-01,2.907282884871548179e-03,1.384714221158804895e-02
5.911182236447289462e+00,9.688981108073665416e-01,1.871209647803243614e-01,2.831192222634872080e-03,1.238881554516662112e-02
5.917183436687337483e+00,9.689148759444767833e-01,1.872975280363562145e-01,2.756298612588373165e-03,3.400490347904151604e-04
5.923184636927385505e+00,9.689311953645312059e-01,1.874735686777042054e-01,2.682584557427127037e-03,-5.671382127345933263e-03
5.929185837167432638e+00,9.689470761304987967e-01,1.876490880986472765e-01,2.610032864313306666e-03,-7.474466788737999315e-03
5.935187037407480659e+00,9.689625250785441901e-01,1.878240876947996907e-01,2.538626881481022279e-03,2.449536399774525017e-02
5.941188237647528680e+00,9.689775489588047241e-01,1.879985688598959370e-01,2.468350157590747107e-03,1.198658362766845918e-02
5.947189437887576702e+00,9.689921544382998908e-01,1.881725329857276696e-01,2.399186434972160054e-03,8.174506526875534307e-03
5.953190638127624723e+00,9.690063481009315582e-01,1.883459814621435691e-01,2.331119649905781521e-03,-1.212184770296747226e-03
5.959191838367672744e+00,9.690201364474831935e-01,1.885189156770493979e-01,2.264133932900098956e-03,1.301522252838524692e-04
5.965193038607720766e+00,9.690335258956209730e-01,1.886913370164080839e-01,2.198213608958485277e-03,-1.392707748673790904e-03
5.971194238847768787e+00,9.690465227798928938e-01,1.888632468642395534e-01,2.133343197840316396e-03,-1.254505087738975316e-03
5.977195439087816808e+00,9.690591333517291073e-01,1.890346466026208705e-01,2.069507414315649441e-03,-2.211548627169948600e-02
5.983196639327864830e+00,9.690713637794418078e-01,1.892055376116861809e-01,2.006691168411969817e-03,1.244697002098999914e-03
5.989197839567912851e+00,9.690832201482256769e-01,1.893759212696267402e-01,1.944879565653541420e-03,-2.026457101687691859e-03
5.995199039807960872e+00,9.690947084601571060e-01,1.895457989526908305e-01,1.884057907297669032e-03,4.633621139968855177e-03
6.001200240048008894e+00,9.691058346341948626e-01,1.897151720351838711e-01,1.824211690559754406e-03,3.772607322255013777e-03
6.007201440288056915e+00,9.691166045061797574e-01,1.898840418894683635e-01,1.765326608835528222e-03,1.015250654209052215e-02
6.013202640528104936e+00,9.691270238288347549e-01,1.900524098859638911e-01,1.707388551915593744e-03,1.430895747589570064e-03
6.019203840768152958e+00,9.691370982717649740e-01,1.902202773931471191e-01,1.650383606194967545e-03,9.474701528963984029e-03
6.025205041008200979e+00,9.691468334214577984e-01,1.903876457775518227e-01,1.594298054874321302e-03,-2.416013216001285796e-02
6.031206241248249000e+00,9.691562347812823219e-01,1.905545164037688310e-01,1.539118378159821943e-03,-9.617652467583531761e-03
6.037207441488297022e+00,9.691653077714901254e-01,1.907208906344460830e-01,1.484831253451258937e-03,1.859925922407725668e-02
6.043208641728345043e+00,9.691740577292149439e-01,1.908867698302886273e-01,1.431423555531219360e-03,-1.090376542164876207e-02
6.049209841968393064e+00,9.691824899268768334e-01,1.910521553497714076e-01,1.378882312089005358e-03,-1.554165378163164125e-03
6.055211042208441086e+00,9.691906095932852905e-01,1.912170485491914429e-01,1.327194652612884163e-03,8.253230003558816724e-03
6.061212242448489107e+00,9.691984217491292908e-01,1.913814507853408009e-01,1.276348207691353764e-03,-7.690847806428197445e-03
6.067213442688537128e+00,9.692059313370183782e-01,1.915453634129048177e-01,1.226330793800974039e-03,8.310075745708597403e-03
6.073214642928585150e+00,9.692131432391191126e-01,1.917087877841498478e-01,1.177130370671027049e-03,-1.324543408919431377e-02
6.079215843168633171e+00,9.692200622771554031e-01,1.918717252489234026e-01,1.128735041428546859e-03,-1.814632679590085992e-02
6.085217043408681192e+00,9.692266932124082857e-01,1.920341771546541232e-01,1.081133052737069666e-03,-1.235338996006816494e-02
6.091218243648729214e+00,9.692330407457162567e-01,1.921961448463516964e-01,1.034312794932691626e-03,-1.564436134504373563e-02
6.097219443888777235e+00,9.692391095174746063e-01,1.923576296666069940e-01,9.882628021584752287e-04,6.696690542207553963e-04
6.103220644128825256e+00,9.692449041076360849e-01,1.925186329555918785e-01,9.429717524901126691e-04,-2.376421576855391668e-03
6.109221844368873278e+00,9.692504290357109031e-01,1.926791560510594248e-01,8.984284680617141139e-04,4.041204382504879830e-03
6.115223044608921299e+00,9.692556887607659544e-01,1.928392002883437539e-01,8.546219151886330634e-04,-9.644322785675741791e-03
6.121224244848969320e+00,9.692606876814259254e-01,1.929987670003601441e-01,8.115412044833111849e-04,2.609911491880639867e-02
6.127225445089017342e+00,9.692654301358721858e-01,1.931578575176049195e-01,7.691755909715741746e-04,-3.270326923037348427e-04
6.133226645329065363e+00,9.692699204018436765e-01,1.933164731681555060e-01,7.275144742015585142e-04,1.283405871636313089e-04
6.139227845569113384e+00,9.692741626966365764e-01,1.934746152776705419e-01,6.865473983532696667e-04,5.103148757806665568e-03
6.145229045809161406e+00,9.692781611771040806e-01,1.936322851693896285e-01,6.462640523428250794e-04,-1.929733484369880025e-03
6.151230246049209427e+00,9.692819199396566221e-01,1.937894841641335519e-01,6.066542699241506131e-04,-5.848553569667188680e-03
6.157231446289257448e+00,9.692854430202620941e-01,1.939462135803041998e-01,5.677080297851466728e-04,1.285693463238360510e-03
6.163232646529305470e+00,9.692887343944452949e-01,1.941024747338845613e-01,5.294154556466645900e-04,9.577191256515739728e-03
6.169233846769353491e+00,9.692917979772884829e-01,1.942582689384387273e-01,4.917668163524208103e-04,7.009357337242848145e-03
6.175235047009401512e+00,9.692946376234310435e-01,1.944135975051118626e-01,4.547525259587445468e-04,9.735556064664275047e-03
6.181236247249449534e+00,9.692972571270740412e-01,1.945684617426302609e-01,4.183631438120852253e-04,-5.359443838428738088e-03
6.187237447489497555e+00,9.692996602707978360e-01,1.947228629569631719e-01,3.825892560258975506e-04,-7.500427861469656510e-03
6.193238647729545576e+00,9.693018507230223291e-01,1.948768024529225762e-01,3.474217245098554230e-04,2.025909245452310950e-02
6.199239847969593598e+00,9.693038320323267287e-01,1.950302815336178441e-01,3.128517009755721334e-04,-2.206045951043433470e-03
6.205241048209641619e+00,9.693056077043891161e-01,1.951833014994471260e-01,2.788704401770827901e-04,4.935807899706429538e-03
6.211242248449689640e+00,9.693071812019873335e-01,1.953358636480974353e-01,2.454692999808924525e-04,7.504687688737364352e-03
6.217243448689737662e+00,9.693085559449979849e-01,1.954879692745446484e-01,2.126397414321523627e-04,1.429766326112229952e-02
6.223244648929785683e+00,9.693097353103972136e-01,1.956396196710533664e-01,1.803733288188169581e-04,-1.345190900602991416e-02
6.229245849169833704e+00,9.693107226322603687e-01,1.957908161271771363e-01,1.486617297362657908e-04,-4.772030562655755342e-03
6.235247049409881726e+00,9.693115212017618942e-01,1.959415599297582300e-01,1.174967151459094250e-04,-4.335436335006705340e-03
6.241248249649929747e+00,9.693121342671756624e-01,1.960918523629277821e-01,8.687015943677212082e-05,-3.043936716355392664e-03
6.247249449889977768e+00,9.693125650338748622e-01,1.962416947081058183e-01,5.677404048091277966e-05,-2.418557711226617182e-02
6.253250650130025790e+00,9.693128166643317778e-01,1.963910882440010885e-01,2.720043968970631276e-05,-1.048760509278419710e-03
6.259251850370073811e+00,9.693128922781177881e-01,1.965400342466112060e-01,-1.858457931172563526e-06,-2.905359112668604721e-02
6.265253050610121832e+00,9.693127949519040332e-01,1.966885339892226747e-01,-3.041036373210848076e-05,2.840523615249998697e-03
6.271254250850169853e+00,9.693125277194604150e-01,1.968365887424107508e-01,-5.846288536699717486e-05,5.210014267336766230e-03
6.277255451090217875e+00,9.693120935716562636e-01,1.969841997740395256e-01,-8.602352674423607848e-05,5.788199873976674834e-03
6.283256651330265896e+00,9.693114954564603369e-01,1.971313683492619262e-01,-1.130996879823292778e-04,-1.226391632643677142e-02
6.289257851570313917e+00,9.693107362789402659e-01,1.972780957305197425e-01,-1.396986653599344153e-04,9.310779518198785895e-03
6.295259051810361939e+00,9.693098189012633314e-01,1.974243831775435443e-01,-1.658276512751521992e-04,-8.904900342771592675e-03
6.301260252050409960e+00,9.693087461426957985e-01,1.975702319473527369e-01,-1.914937342015199384e-04,-1.255976525933545640e-02
6.307261452290457981e+00,9.693075207796032489e-01,1.977156432942555608e-01,-2.167038986463504235e-04,-1.011499363144732593e-02
6.313262652530506003e+00,9.693061455454506925e-01,1.978606184698491199e-01,-2.414650251125263769e-04,-8.811847640055060424e-03
6.319263852770554024e+00,9.693046231308020122e-01,1.980051587230192700e-01,-2.657838900572695451e-04,1.369310493387487868e-03
6.325265053010602045e+00,9.693029561836351560e-01,1.981492652999402304e-01,-2.896671666228201047e-04,7.870439873926531743e-03
6.331266253250650067e+00,9.693011473533817979e-01,1.982929394442549398e-01,-3.131215317225682915e-04,-2.141368198643534004e-02
6.337267453490698088e+00,9.692991991887338621e-01,1.984361823978400552e-01,-3.361534176617650416e-04,-5.828923794286995294e-03
6.343268653730746109e+00,9.692971141542459090e-01,1.985789954000103108e-01,-3.587690523158826306e-04,8.580947460607467325e-03
6.349269853970794131e+00,9.692948946848254366e-01,1.987213796872247806e-01,-3.809745915426890339e-04,1.580974836097778433e-03
6.355271054210842152e+00,9.692925431857324359e-01,1.988633364930868508e-01,-4.027761191505718763e-04,4.614956775518958866e-03
6.361272254450890173e+00,9.692900620325796135e-01,1.990048670483444138e-01,-4.241796468714559287e-04,-1.547088934270625903e-02
