t,S,dS_dt,dS_dt_noisy
5.183374083129583809e+00,5.178225783261376591e+02,-4.563598288608828568e+01,-4.208536170961934886e+01
5.192264947766170202e+00,5.174172000561743516e+02,-4.555390344417836701e+01,-4.022319748337137923e+01
5.201155812402755707e+00,5.170125510376044531e+02,-4.547193534801173342e+01,-4.570990658491162861e+01
5.210046677039342100e+00,5.166086302767054121e+02,-4.539007860922892235e+01,-4.079249496046988099e+01
5.218937541675927605e+00,5.162054367793283518e+02,-4.530833323829326531e+01,-4.997332108656689087e+01
5.227828406312513110e+00,5.158029695508972736e+02,-4.522669924449478884e+01,-5.341350413862132029e+01
5.236719270949099503e+00,5.154012275964097398e+02,-4.514517663595451324e+01,-4.556817998146963333e+01
5.245610135585685008e+00,5.150002099303920886e+02,-4.506376542232319338e+01,-4.520396450184330206e+01
5.254501000222271401e+00,5.145999155775937197e+02,-4.498246561496986828e+01,-3.604190088395733937e+01
5.263391864858856906e+00,5.142003435475961624e+02,-4.490127722011314404e+01,-4.136462322191994190e+01
5.272282729495443299e+00,5.138014928497481151e+02,-4.482020024286995152e+01,-5.223103212731694356e+01
5.281173594132028803e+00,5.134033624934861564e+02,-4.473923468734604114e+01,-5.078259663776541544e+01
5.290064458768615197e+00,5.130059514883341762e+02,-4.465838055663989792e+01,-4.546701005043442478e+01
5.298955323405200701e+00,5.126092588439041720e+02,-4.457763785284674896e+01,-4.661029543178519674e+01
5.307846188041787094e+00,5.122132835698952249e+02,-4.449700657706222984e+01,-5.318157474607166080e+01
5.316737052678372599e+00,5.118180246760945238e+02,-4.441648672938645603e+01,-4.385103005339730942e+01
5.325627917314958104e+00,5.114234811723765688e+02,-4.433607830892771062e+01,-4.511566476556684790e+01
5.334518781951544497e+00,5.110296520687036264e+02,-4.425578131380638069e+01,-4.208757433454432118e+01
5.343409646588130002e+00,5.106365363751256723e+02,-4.417559574115875165e+01,-4.593642507651384221e+01
5.352300511224716395e+00,5.102441331017800508e+02,-4.409552158714082282e+01,-3.923322371588832880e+01
5.361191375861301900e+00,5.098524412588920995e+02,-4.401555884693217990e+01,-4.004528138854902863e+01
5.370082240497888293e+00,5.094614598567745247e+02,-4.393570751473969693e+01,-4.417877726730165477e+01
5.378973105134473798e+00,5.090711879058277418e+02,-4.385596758380141580e+01,-4.953454373616348505e+01
5.387863969771060191e+00,5.086816244165398189e+02,-4.377633904639021978e+01,-4.538980855046565921e+01
5.396754834407645696e+00,5.082927683994864765e+02,-4.369682189381773441e+01,-3.600010260026339637e+01
5.405645699044232089e+00,5.079046188653309741e+02,-4.361741611643795125e+01,-4.668109018700328505e+01
5.414536563680817594e+00,5.075171748248243375e+02,-4.353812170365110035e+01,-4.295031297104997492e+01
5.423427428317403098e+00,5.071304352888051312e+02,-4.345893864390727401e+01,-4.527317529208356461e+01
5.432318292953989491e+00,5.067443992681995724e+02,-4.337986692471025663e+01,-4.682017830084767951e+01
5.441209157590574996e+00,5.063590657740215306e+02,-4.330090653262112710e+01,-3.856413194266781375e+01
5.450100022227161389e+00,5.059744338173724714e+02,-4.322205745326204607e+01,-3.962099870070041163e+01
5.458990886863746894e+00,5.055905024094416262e+02,-4.314331967132000045e+01,-3.827266289722658144e+01
5.467881751500333287e+00,5.052072705615055952e+02,-4.306469317055031354e+01,-5.297979698509043089e+01
5.476772616136918792e+00,5.048247372849289150e+02,-4.298617793378049612e+01,-4.660212773150269072e+01
5.485663480773505185e+00,5.044429015911634906e+02,-4.290777394291384184e+01,-3.572064530436819041e+01
5.494554345410090690e+00,5.040617624917491071e+02,-4.282948117893305096e+01,-4.312294542240119455e+01
5.503445210046676195e+00,5.036813189983130314e+02,-4.275129962190393229e+01,-4.336132334997605398e+01
5.512336074683262588e+00,5.033015701225701264e+02,-4.267322925097900566e+01,-4.954116362140197793e+01
5.521226939319848093e+00,5.029225148763230209e+02,-4.259527004440113274e+01,-4.625761022950908341e+01
5.530117803956434486e+00,5.025441522714618827e+02,-4.251742197950713376e+01,-4.039872952029199382e+01
5.539008668593019991e+00,5.021664813199645323e+02,-4.243968503273137571e+01,-4.172931158683392994e+01
5.547899533229606384e+00,5.017895010338964994e+02,-4.236205917960940326e+01,-3.324799763845625478e+01
5.556790397866191888e+00,5.014132104254107958e+02,-4.228454439478150562e+01,-4.104640682732370038e+01
5.565681262502778281e+00,5.010376085067482563e+02,-4.220714065199627640e+01,-4.208811463884944004e+01
5.574572127139363786e+00,5.006626942902371979e+02,-4.212984792411418056e+01,-4.934172350176906718e+01
5.583462991775950179e+00,5.002884667882935901e+02,-4.205266618311112836e+01,-3.033379747073450616e+01
5.592353856412535684e+00,4.999149250134211115e+02,-4.197559540008198553e+01,-4.680694981525201825e+01
5.601244721049121189e+00,4.995420679782110369e+02,-4.189863554524417566e+01,-3.585690672937833057e+01
5.610135585685707582e+00,4.991698946953422364e+02,-4.182178658794110504e+01,-4.769177921003623766e+01
5.619026450322293087e+00,4.987984041775812329e+02,-4.174504849664575801e+01,-3.402403123252309314e+01
5.627917314958879480e+00,4.984275954377822586e+02,-4.166842123896422834e+01,-4.526514211385418918e+01
5.636808179595464985e+00,4.980574674888871414e+02,-4.159190478163906590e+01,-4.747973296168757429e+01
5.645699044232051378e+00,4.976880193439251912e+02,-4.151549909055291465e+01,-5.263046777439404167e+01
5.654589908868636883e+00,4.973192500160135978e+02,-4.143920413073193743e+01,-3.492839661790256400e+01
5.663480773505223276e+00,4.969511585183570332e+02,-4.136301986634921946e+01,-3.557214018713679593e+01
5.672371638141808781e+00,4.965837438642478219e+02,-4.128694626072838503e+01,-3.677941512652121503e+01
5.681262502778395174e+00,4.962170050670659407e+02,-4.121098327634684466e+01,-2.804397508692280994e+01
5.690153367414980679e+00,4.958509411402790761e+02,-4.113513087483939046e+01,-3.589273421594685942e+01
5.699044232051566183e+00,4.954855510974423964e+02,-4.105938901700150723e+01,-3.708684710436452292e+01
5.707935096688152576e+00,4.951208339521987227e+02,-4.098375766279288257e+01,-4.871451026880286861e+01
5.716825961324738081e+00,4.947567887198251242e+02,-4.090823677175369255e+01,-3.904647760685616475e+01
5.725716825961324474e+00,4.943934144306238636e+02,-4.083282630658244727e+01,-4.119601523125580655e+01
5.734607690597909979e+00,4.940307101066813971e+02,-4.075752622693129013e+01,-4.400342237912528276e+01
5.743498555234496372e+00,4.936686747670097475e+02,-4.068233649078432279e+01,-3.825861387637427669e+01
5.752389419871081877e+00,4.933073074310789252e+02,-4.060725705540402686e+01,-3.643358013335966206e+01
5.761280284507668270e+00,4.929466071188165301e+02,-4.053228787733464600e+01,-3.774626431359160250e+01
5.770171149144253775e+00,4.925865728506081496e+02,-4.045742891240539052e+01,-4.556232255830776978e+01
5.779062013780840168e+00,4.922272036472969035e+02,-4.038268011573358507e+01,-4.060451803574581930e+01
5.787952878417425673e+00,4.918684985301839561e+02,-4.030804144172793713e+01,-4.884116234530046086e+01
5.796843743054011178e+00,4.915104565210281180e+02,-4.023351284409172024e+01,-4.483783542715018910e+01
5.805734607690597571e+00,4.911530766420460168e+02,-4.015909427582592883e+01,-4.729481683444639373e+01
5.814625472327183076e+00,4.907963579159121537e+02,-4.008478568923256091e+01,-3.783169560850336666e+01
5.823516336963769469e+00,4.904402993657587331e+02,-4.001058703591763077e+01,-3.024531325942355409e+01
5.832407201600354973e+00,4.900849000151757195e+02,-3.993649826679446591e+01,-4.529570603056931333e+01
5.841298066236941366e+00,4.897301588882110082e+02,-3.986251933208677656e+01,-4.382497935257374877e+01
5.850188930873526871e+00,4.893760750093701972e+02,-3.978865018133187448e+01,-4.457532395278641957e+01
5.859079795510113264e+00,4.890226474036166451e+02,-3.971489076338368562e+01,-4.086975226524008065e+01
5.867970660146698769e+00,4.886698750963715838e+02,-3.964124102641601155e+01,-3.423255866821372706e+01
5.876861524783285162e+00,4.883177571135139488e+02,-3.956770091792552790e+01,-3.747538408472854599e+01
5.885752389419870667e+00,4.879662924813805489e+02,-3.949427038473497475e+01,-2.359359617236216877e+01
5.894643254056456172e+00,4.876154802267659534e+02,-3.942094937299621904e+01,-3.498040672310839483e+01
5.903534118693042565e+00,4.872653193769224913e+02,-3.934773782819330279e+01,-3.952604526400006080e+01
5.912424983329628070e+00,4.869158089595603656e+02,-3.927463569514560504e+01,-3.868245283759620179e+01
5.921315847966214463e+00,4.865669480028474254e+02,-3.920164291801083323e+01,-4.118931541955424080e+01
5.930206712602799968e+00,4.862187355354095075e+02,-3.912875944028815667e+01,-4.190250030369185907e+01
5.939097577239386361e+00,4.858711705863300949e+02,-3.905598520482117664e+01,-4.663510693157255105e+01
5.947988441875971866e+00,4.855242521851505444e+02,-3.898332015380103144e+01,-4.115111488192130196e+01
5.956879306512558259e+00,4.851779793618699159e+02,-3.891076422876942331e+01,-4.118108228403697524e+01
5.965770171149143764e+00,4.848323511469452001e+02,-3.883831737062157430e+01,-3.806974743772654790e+01
5.974661035785729268e+00,4.844873665712909769e+02,-3.876597951960932420e+01,-4.242513667722108295e+01
5.983551900422315661e+00,4.841430246662797572e+02,-3.869375061534412197e+01,-3.629743502114148157e+01
5.992442765058901166e+00,4.837993244637419252e+02,-3.862163059680003840e+01,-4.129512633781525466e+01
6.001333629695487559e+00,4.834562649959654550e+02,-3.854961940231660833e+01,-4.269485682521893466e+01
6.010224494332073064e+00,4.831138452956962510e+02,-3.847771696960206356e+01,-3.748204304960395916e+01
6.019115358968659457e+00,4.827720643961379210e+02,-3.840592323573606848e+01,-3.914007943799879996e+01
6.028006223605244962e+00,4.824309213309520032e+02,-3.833423813717286777e+01,-2.322110275910191746e+01
6.036897088241831355e+00,4.820904151342576256e+02,-3.826266160974407171e+01,-4.282200854334527662e+01
6.045787952878416860e+00,4.817505448406319601e+02,-3.819119358866177549e+01,-3.376903594152400245e+01
6.054678817515003253e+00,4.814113094851097117e+02,-3.811983400852128057e+01,-3.861344942074789799e+01
6.063569682151588758e+00,4.810727081031835723e+02,-3.804858280330428499e+01,-2.548490102633496335e+01
6.072460546788174263e+00,4.807347397308039376e+02,-3.797743990638156220e+01,-3.452263249131259926e+01
6.081351411424760656e+00,4.803974034043789629e+02,-3.790640525051601628e+01,-4.213508842150947231e+01
6.090242276061346161e+00,4.800606981607747343e+02,-3.783547876786553843e+01,-3.558117703145040167e+01
6.099133140697932554e+00,4.797246230373149274e+02,-3.776466038998588459e+01,-4.777500203174469817e+01
6.108024005334518058e+00,4.793891770717812051e+02,-3.769395004783358161e+01,-3.980534646414387367e+01
6.116914869971104451e+00,4.790543593024128768e+02,-3.762334767176876937e+01,-3.459311455785844913e+01
6.125805734607689956e+00,4.787201687679071824e+02,-3.755285319155818513e+01,-3.243128667581460434e+01
6.134696599244276349e+00,4.783866045074189515e+02,-3.748246653637782089e+01,-3.602937494073928093e+01
6.143587463880861854e+00,4.780536655605611145e+02,-3.741218763481599296e+01,-3.941718316926061050e+01
6.152478328517448247e+00,4.777213509674040779e+02,-3.734201641487597101e+01,-3.348726620586495528e+01
6.161369193154033752e+00,4.773896597684761787e+02,-3.727195280397897648e+01,-4.375904576312410654e+01
6.170260057790619257e+00,4.770585910047636276e+02,-3.720199672896692533e+01,-3.630126157178343504e+01
6.179150922427205650e+00,4.767281437177102248e+02,-3.713214811610527732e+01,-3.476656858405372930e+01
6.188041787063791155e+00,4.763983169492177581e+02,-3.706240689108584974e+01,-3.895547437641728550e+01
6.196932651700377548e+00,4.760691097426783358e+02,-3.699277297930149899e+01,-3.845660650758820509e+01
6.205823516336963053e+00,4.757405211530888778e+02,-3.692324630851178568e+01,-3.246277057581507819e+01
6.214714380973549446e+00,4.754125502304839870e+02,-3.685382680448093140e+01,-3.543542277291093257e+01
6.223605245610134951e+00,4.750851960229272777e+02,-3.678451439176966176e+01,-3.610450962268851782e+01
6.232496110246721344e+00,4.747584575791964880e+02,-3.671530899444524465e+01,-3.109457645359590217e+01
6.241386974883306848e+00,4.744323339487837075e+02,-3.664621053608418322e+01,-2.833240498853422906e+01
6.250277839519893242e+00,4.741068241818950924e+02,-3.657721893977488037e+01,-3.142642386836281077e+01
6.259168704156478746e+00,4.737819273294513209e+02,-3.650833412812030332e+01,-4.021517982405658387e+01
6.268059568793064251e+00,4.734576424430871384e+02,-3.643955602324063392e+01,-3.925838953534490372e+01
6.276950433429650644e+00,4.731339685751514139e+02,-3.637088454677580529e+01,-4.015174064009570998e+01
6.285841298066236149e+00,4.728109047787076520e+02,-3.630231961988837242e+01,-3.180346436257695331e+01
6.294732162702822542e+00,4.724884501075331400e+02,-3.623386116326584272e+01,-3.078877647940679907e+01
6.303623027339408047e+00,4.721666036161197439e+02,-3.616550909712352535e+01,-3.544665894891832636e+01
6.312513891975994440e+00,4.718453643596733968e+02,-3.609726334120698255e+01,-3.778064825656667836e+01
6.321404756612579945e+00,4.715247313941143830e+02,-3.602912381479472970e+01,-3.511819504473431408e+01
6.330295621249166338e+00,4.712047037760771673e+02,-3.596109043670078620e+01,-4.332572415130450594e+01
6.339186485885751843e+00,4.708852805629105092e+02,-3.589316312527724762e+01,-3.659190066022586052e+01
6.348077350522338236e+00,4.705664608126772919e+02,-3.582534179841685784e+01,-4.582427281328152446e+01
6.356968215158923741e+00,4.702482435841548067e+02,-3.575762637355563101e+01,-3.571690977849327453e+01
6.365859079795509246e+00,4.699306279368344690e+02,-3.569001676767529574e+01,-3.954161468610348606e+01
6.374749944432095639e+00,4.696136129309219882e+02,-3.562251289730602366e+01,-3.371694122266565330e+01
6.383640809068681143e+00,4.692971976273373116e+02,-3.555511467852878127e+01,-3.571596144634661840e+01
6.392531673705267536e+00,4.689813810877146807e+02,-3.548782202697796606e+01,-3.438124044808062507e+01
6.401422538341853041e+00,4.686661623744024041e+02,-3.542063485784394317e+01,-3.251603015561499177e+01
6.410313402978439434e+00,4.683515405504632554e+02,-3.535355308587549672e+01,-3.740398069492694333e+01
6.419204267615024939e+00,4.680375146796741888e+02,-3.528657662538246598e+01,-4.277101809529457199e+01
6.428095132251611332e+00,4.677240838265262823e+02,-3.521970539023806168e+01,-3.604923315271845752e+01
6.436985996888196837e+00,4.674112470562249655e+02,-3.515293929388150218e+01,-3.743635744950061905e+01
6.445876861524783230e+00,4.670990034346899051e+02,-3.508627824932051453e+01,-2.829975655565420922e+01
6.454767726161368735e+00,4.667873520285550626e+02,-3.501972216913370772e+01,-4.183627516082808029e+01
6.463658590797954240e+00,4.664762919051684662e+02,-3.495327096547308088e+01,-4.447106331816668501e+01
6.472549455434540633e+00,4.661658221325925524e+02,-3.488692455006655990e+01,-3.875866017332883473e+01
6.481440320071126138e+00,4.658559417796039952e+02,-3.482068283422039201e+01,-3.218023920958050610e+01
6.490331184707712531e+00,4.655466499156935924e+02,-3.475454572882154736e+01,-3.192208609546800346e+01
6.499222049344298036e+00,4.652379456110665501e+02,-3.468851314434028410e+01,-3.585982176116934994e+01
6.508112913980884429e+00,4.649298279366421411e+02,-3.462258499083247898e+01,-3.387992544408017181e+01
6.517003778617469933e+00,4.646222959640539898e+02,-3.455676117794207158e+01,-3.939956884062949172e+01
6.525894643254056326e+00,4.643153487656499578e+02,-3.449104161490350862e+01,-2.969672593170385255e+01
6.534785507890641831e+00,4.640089854144922015e+02,-3.442542621054418817e+01,-3.581274149308566024e+01
6.543676372527228224e+00,4.637032049843570007e+02,-3.435991487328673344e+01,-3.066784504797279354e+01
6.552567237163813729e+00,4.633980065497349301e+02,-3.429450751115150808e+01,-3.897373451731141358e+01
6.561458101800399234e+00,4.630933891858308584e+02,-3.422920403175897519e+01,-3.471054726809808244e+01
6.570348966436985627e+00,4.627893519685637784e+02,-3.416400434233204919e+01,-3.334117435810992447e+01
6.579239831073571132e+00,4.624858939745670909e+02,-3.409890834969852591e+01,-4.369550911798128112e+01
6.588130695710157525e+00,4.621830142811883206e+02,-3.403391596029333499e+01,-3.361336765839250518e+01
6.597021560346743030e+00,4.618807119664892866e+02,-3.396902708016101258e+01,-3.576261179968042114e+01
6.605912424983329423e+00,4.615789861092459887e+02,-3.390424161495802480e+01,-3.487716470629350596e+01
6.614803289619914928e+00,4.612778357889487779e+02,-3.383955946995504860e+01,-2.994323201137481050e+01
6.623694154256501321e+00,4.609772600858021292e+02,-3.377498055003938759e+01,-3.643889845124537175e+01
6.632585018893086826e+00,4.606772580807249255e+02,-3.371050475971721738e+01,-3.341653754995859771e+01
6.641475883529672330e+00,4.603778288553501170e+02,-3.364613200311598007e+01,-3.825484457413950423e+01
6.650366748166258724e+00,4.600789714920248912e+02,-3.358186218398665801e+01,-3.100596981853663436e+01
6.659257612802844228e+00,4.597806850738109006e+02,-3.351769520570609018e+01,-3.709285439693486808e+01
6.668148477439430621e+00,4.594829686844838648e+02,-3.345363097127926721e+01,-3.195751967308477859e+01
6.677039342076016126e+00,4.591858214085337409e+02,-3.338966938334161938e+01,-3.476905321391800641e+01
6.685930206712602519e+00,4.588892423336048410e+02,-3.332581034479493809e+01,-2.751866150467417782e+01
6.694821071349188024e+00,4.585932305550782075e+02,-3.326205375999866476e+01,-3.505360060503855379e+01
6.703711935985774417e+00,4.582977851637433560e+02,-3.319839953156984791e+01,-2.957618514655762709e+01
6.712602800622359922e+00,4.580029052507459255e+02,-3.313484756167094503e+01,-2.783613645877404608e+01
6.721493665258946315e+00,4.577085899081126286e+02,-3.307139775214857025e+01,-3.555418992587470228e+01
6.730384529895531820e+00,4.574148382287519325e+02,-3.300805000453564730e+01,-3.702316036056453186e+01
6.739275394532117325e+00,4.571216493064534916e+02,-3.294480422005366904e+01,-3.409017918242761880e+01
6.748166259168703718e+00,4.568290222358885444e+02,-3.288166029961482906e+01,-3.417063629071197539e+01
6.757057123805289223e+00,4.565369561126096869e+02,-3.281861814382416043e+01,-2.689512359235093086e+01
6.765947988441875616e+00,4.562454500330508154e+02,-3.275567765298174550e+01,-2.419028527146996765e+01
6.774838853078461121e+00,4.559545030945275244e+02,-3.269283872708487593e+01,-3.430822980201625683e+01
6.783729717715047514e+00,4.556641143952366519e+02,-3.263010126583016302e+01,-3.613688837691787370e+01
6.792620582351633018e+00,4.553742830342564503e+02,-3.256746516861571195e+01,-4.415840591828161621e+01
6.801511446988219411e+00,4.550850081115466423e+02,-3.250493033454322500e+01,-3.714954538119510374e+01
6.810402311624804916e+00,4.547962887279484221e+02,-3.244249666242016872e+01,-3.816974101431313215e+01
6.819293176261391309e+00,4.545081239851842838e+02,-3.238016405076184867e+01,-3.431035940192900568e+01
6.828184040897976814e+00,4.542205129858582495e+02,-3.231793239779357663e+01,-3.281741566055958970e+01
6.837074905534562319e+00,4.539334548334558121e+02,-3.225580160145273823e+01,-4.008897565351993819e+01
6.845965770171148712e+00,4.536469486323437081e+02,-3.219377155939088198e+01,-3.442013342849953972e+01
6.854856634807734217e+00,4.533609934877702585e+02,-3.213184216897585088e+01,-3.453006755818363871e+01
6.863747499444320610e+00,4.530755885058651415e+02,-3.207001332729383591e+01,-2.803324548379546144e+01
6.872638364080906115e+00,4.527907327936395063e+02,-3.200828493115147921e+01,-2.872442859982579222e+01
6.881529228717492508e+00,4.525064254589858592e+02,-3.194665687707792046e+01,-3.376680056736969959e+01
6.890420093354078013e+00,4.522226656106781775e+02,-3.188512906132684321e+01,-2.523159350003006196e+01
6.899310957990664406e+00,4.519394523583718524e+02,-3.182370137987864922e+01,-1.909980570469446093e+01
6.908201822627249911e+00,4.516567848126036893e+02,-3.176237372844231288e+01,-2.725688291385396411e+01
6.917092687263836304e+00,4.513746620847919644e+02,-3.170114600245762304e+01,-2.770182688768704793e+01
6.925983551900421809e+00,4.510930832872363112e+02,-3.164001809709705526e+01,-3.038125608768142172e+01
6.934874416537007313e+00,4.508120475331177772e+02,-3.157898990726793897e+01,-4.154090659381503770e+01
6.943765281173593706e+00,4.505315539364989377e+02,-3.151806132761436174e+01,-3.371522599370497630e+01
6.952656145810179211e+00,4.502516016123237819e+02,-3.145723225251934707e+01,-3.418920619871884270e+01
6.961547010446765604e+00,4.499721896764175426e+02,-3.139650257610659168e+01,-3.515090398873832811e+01
6.970437875083351109e+00,4.496933172454871510e+02,-3.133587219224280673e+01,-3.172134862513036779e+01
6.979328739719937502e+00,4.494149834371206680e+02,-3.127534099453939476e+01,-2.903903998885640902e+01
6.988219604356523007e+00,4.491371873697878527e+02,-3.121490887635471267e+01,-2.924457993883995144e+01
6.997110468993109400e+00,4.488599281628397080e+02,-3.115457573079584108e+01,-2.377830522005549696e+01
7.006001333629694905e+00,4.485832049365087641e+02,-3.109434145072069100e+01,-2.230040334023876625e+01
7.014892198266281298e+00,4.483070168119088521e+02,-3.103420592873989392e+01,-4.099807844238146259e+01
7.023783062902866803e+00,4.480313629110354441e+02,-3.097416905721887304e+01,-3.260842085445217009e+01
7.032673927539452308e+00,4.477562423567651422e+02,-3.091423072827960539e+01,-3.265268961723771923e+01
7.041564792176038701e+00,4.474816542728562467e+02,-3.085439083380278902e+01,-3.921319963946643128e+01
7.050455656812624206e+00,4.472075977839483585e+02,-3.079464926542967973e+01,-3.920068634336048774e+01
7.059346521449210599e+00,4.469340720155624922e+02,-3.073500591456399178e+01,-3.252991504995750915e+01
7.068237386085796103e+00,4.466610760941010767e+02,-3.067546067237387319e+01,-3.322517777933069993e+01
7.077128250722382496e+00,4.463886091468480117e+02,-3.061601342979385265e+01,-2.418778857977990526e+01
7.086019115358968001e+00,4.461166703019686679e+02,-3.055666407752671176e+01,-1.934213967018187574e+01
7.094909979995554394e+00,4.458452586885096594e+02,-3.049741250604541420e+01,-3.039479347826369704e+01
7.103800844632139899e+00,4.455743734363992985e+02,-3.043825860559500285e+01,-2.600638102361325821e+01
7.112691709268725404e+00,4.453040136764470844e+02,-3.037920226619449338e+01,-2.945048998698278098e+01
7.121582573905311797e+00,4.450341785403439872e+02,-3.032024337763878208e+01,-3.069921102891438025e+01
7.130473438541897302e+00,4.447648671606625044e+02,-3.026138182950047195e+01,-3.135757134737657381e+01
7.139364303178483695e+00,4.444960786708564910e+02,-3.020261751113186932e+01,-3.371896650817508601e+01
7.148255167815069200e+00,4.442278122052611593e+02,-3.014395031166669270e+01,-2.154036868332300969e+01
7.157146032451655593e+00,4.439600668990933059e+02,-3.008538012002210849e+01,-2.371937938967515791e+01
7.166036897088241098e+00,4.436928418884510279e+02,-3.002690682490040786e+01,-2.050707868677141121e+01
7.174927761724827491e+00,4.434261363104122893e+02,-2.996853031481624541e+01,-2.986163132116110219e+01
7.183818626361412996e+00,4.431599493078618934e+02,-2.991025047933411685e+01,-2.792798269447297344e+01
7.192709490997999389e+00,4.428942800246346110e+02,-2.985206720782556999e+01,-2.499045052674282630e+01
7.201600355634584893e+00,4.426291276035838678e+02,-2.979398038897669920e+01,-3.326665352195813341e+01
7.210491220271170398e+00,4.423644911885420470e+02,-2.973598991129213687e+01,-2.606042380031979278e+01
7.219382084907756791e+00,4.421003699243207166e+02,-2.967809566309689728e+01,-3.234068587940058848e+01
7.228272949544342296e+00,4.418367629567105155e+02,-2.962029753253809261e+01,-3.841695775752355502e+01
7.237163814180928689e+00,4.415736694324809264e+02,-2.956259540758669857e+01,-2.102497441900219144e+01
7.246054678817514194e+00,4.413110884993807872e+02,-2.950498917603941251e+01,-3.069706900500306190e+01
7.254945543454100587e+00,4.410490193061377227e+02,-2.944747872552029122e+01,-1.702414958077569196e+01
7.263836408090686092e+00,4.407874610024587128e+02,-2.939006394348267293e+01,-2.584364657898076700e+01
7.272727272727272485e+00,4.405264127390295812e+02,-2.933274471721074406e+01,-2.581630457085070418e+01
7.281618137363857990e+00,4.402658736675152795e+02,-2.927552093382140441e+01,-2.094410882725182077e+01
7.290509002000444383e+00,4.400058429405598304e+02,-2.921839248026595826e+01,-2.190513098494289679e+01
7.299399866637029888e+00,4.397463197117863274e+02,-2.916135924333190133e+01,-3.274520334193209692e+01
7.308290731273615393e+00,4.394873031357969353e+02,-2.910442110964455154e+01,-3.029057995658518010e+01
7.317181595910201786e+00,4.392287923681728330e+02,-2.904757796566886086e+01,-3.275251729047002414e+01
7.326072460546787291e+00,4.389707865654743273e+02,-2.899082969771107088e+01,-3.040331022332692967e+01
7.334963325183373684e+00,4.387132848852407392e+02,-2.893417619192043944e+01,-2.381493975414582920e+01
7.343854189819959188e+00,4.384562864859904607e+02,-2.887761733429092459e+01,-3.104890023129433629e+01
7.352745054456545581e+00,4.381997905272209550e+02,-2.882115301066294322e+01,-3.042271004965185455e+01
7.361635919093131086e+00,4.379437961694088131e+02,-2.876478310672499106e+01,-3.478136419028049886e+01
7.370526783729717479e+00,4.376883025740095263e+02,-2.870850750801531959e+01,-2.694967956928219621e+01
7.379417648366302984e+00,4.374333089034578848e+02,-2.865232609992368396e+01,-2.803725531022180562e+01
7.388308513002889377e+00,4.371788143211674651e+02,-2.859623876769295236e+01,-2.391524583588100228e+01
7.397199377639474882e+00,4.369248179915311425e+02,-2.854024539642077229e+01,-2.392889066834585776e+01
7.406090242276060387e+00,4.366713190799208064e+02,-2.848434587106130067e+01,-3.415149542481662337e+01
7.414981106912646780e+00,4.364183167526872467e+02,-2.842854007642672087e+01,-2.849130277355033414e+01
7.423871971549232285e+00,4.361658101771604947e+02,-2.837282789718906884e+01,-2.901054113775388998e+01
7.432762836185818678e+00,4.359137985216495963e+02,-2.831720921788168610e+01,-2.650547591132486147e+01
7.441653700822404183e+00,4.356622809554427249e+02,-2.826168392290102460e+01,-2.854546123753128484e+01
7.450544565458990576e+00,4.354112566488068978e+02,-2.820625189650812104e+01,-3.194930625508324695e+01
7.459435430095576081e+00,4.351607247729884307e+02,-2.815091302283036612e+01,-2.932854205542478709e+01
7.468326294732162474e+00,4.349106845002126533e+02,-2.809566718586301803e+01,-2.648317837184838197e+01
7.477217159368747978e+00,4.346611350036838530e+02,-2.804051426947084735e+01,-1.798822680989561107e+01
7.486108024005334372e+00,4.344120754575855017e+02,-2.798545415738972864e+01,-2.061950588914016080e+01
7.494998888641919876e+00,4.341635050370800286e+02,-2.793048673322830666e+01,-2.620730057296968596e+01
7.503889753278505381e+00,4.339154229183091047e+02,-2.787561188046949212e+01,-3.704606408637800996e+01
7.512780617915091774e+00,4.336678282783931877e+02,-2.782082948247209231e+01,-2.756310291215678632e+01
7.521671482551677279e+00,4.334207202954320337e+02,-2.776613942247242051e+01,-2.833324523918821924e+01
7.530562347188263672e+00,4.331740981485043562e+02,-2.771154158358583430e+01,-2.486844975206809849e+01
7.539453211824849177e+00,4.329279610176679967e+02,-2.765703584880833787e+01,-2.592416362808476649e+01
7.548344076461435570e+00,4.326823080839598106e+02,-2.760262210101811320e+01,-2.909222300753697965e+01
7.557234941098021075e+00,4.324371385293957246e+02,-2.754830022297709036e+01,-2.680503207603345928e+01
7.566125805734607468e+00,4.321924515369706796e+02,-2.749407009733252494e+01,-2.668620448409470569e+01
7.575016670371192973e+00,4.319482462906588012e+02,-2.743993160661849728e+01,-2.173851431363165432e+01
7.583907535007779366e+00,4.317045219754132290e+02,-2.738588463325753963e+01,-2.273406582101716822e+01
7.592798399644364871e+00,4.314612777771661172e+02,-2.733192905956205720e+01,-2.967334126996335186e+01
7.601689264280950376e+00,4.312185128828286906e+02,-2.727806476773593047e+01,-3.334048575340577258e+01
7.610580128917536769e+00,4.309762264802912455e+02,-2.722429163987604994e+01,-2.349760567595612670e+01
7.619470993554122273e+00,4.307344177584232625e+02,-2.717060955797379762e+01,-3.534411909970318533e+01
7.628361858190708666e+00,4.304930859070730662e+02,-2.711701840391657470e+01,-2.246377118425043662e+01
7.637252722827294171e+00,4.302522301170682795e+02,-2.706351805948932565e+01,-2.627843913270686471e+01
7.646143587463880564e+00,4.300118495802153689e+02,-2.701010840637601262e+01,-1.622018173129264795e+01
7.655034452100466069e+00,4.297719434892999857e+02,-2.695678932616111467e+01,-3.252934628913931192e+01
