r,Q,R,temperature,E_r
1.892330576674082317e-05,1.517409639038097301e-13,4.381355312822197886e-05,3.516255579027055092e+02,7.915059052933985367e+04
1.683318188573547879e-07,3.495152426974932378e-13,2.038374415050644485e-05,2.551517758620801999e+02,2.852559198739939347e+03
1.375496691479897490e-06,2.752295525468713066e-13,9.164692745463583616e-06,2.101006550711668694e+02,-2.028706504500900628e+05
9.561882280235010537e-07,6.354411027332791366e-14,1.063222550779936185e-05,2.216836448097594428e+02,-2.866355501340804040e+04
5.143917182970149889e-06,4.003178935309507200e-13,1.712416350995760883e-05,3.290185063047674703e+02,8.363841109768862370e+05
9.102478359544873896e-06,2.467830676739828594e-13,7.208018978076876160e-06,3.975187680927563747e+02,2.676989493001525477e+07
3.500768279314839848e-07,2.081772109373108960e-14,1.510546372482289649e-05,3.173994611918945452e+02,3.565366769379853395e+03
2.564355951713547699e-06,1.134701063471173031e-13,5.903791347571288329e-06,2.296091423091101831e+02,3.342282364536480978e+06
9.473351672454427238e-05,8.960611643634026101e-14,5.574364917156835824e-06,2.052066130694837796e+02,8.973894393377844244e+04
1.115726935210555210e-07,1.449081201592721736e-13,8.565747444541313923e-06,2.014375756468019176e+02,-3.399973522680588212e+04
1.297122030421627077e-06,2.849088312358906373e-14,1.197188892208413402e-05,3.316379972491629928e+02,4.129650833873866213e+04
1.006786518796470215e-06,4.740749675727435256e-14,6.045100473315769080e-06,2.686364141548968405e+02,1.731351928435324808e+05
1.647210340990651519e-06,4.496896627911497359e-14,6.637094387610800138e-06,2.094815660498560703e+02,-2.165142458317751880e+05
4.051176330357710237e-05,8.930779895449800197e-13,6.240111196531238036e-06,2.448568907054261103e+02,4.890775311478151940e+06
2.064976506031071958e-06,1.010317824319472706e-14,2.106202571865944354e-05,3.207675407110921810e+02,3.898323737212788274e+03
4.458964394820000282e-05,1.886351186005562225e-13,2.809102732416515668e-05,2.025207918639522688e+02,8.527174663791803177e+05
5.328678631811667202e-06,1.523829005896776271e-13,4.554459977043294727e-05,2.068981807093420286e+02,-9.544404217587038147e+03
1.878681180120783329e-06,4.438286779960797135e-14,9.450822706205770768e-06,2.115602129023393161e+02,-9.039237338956049643e+04
5.713592502694641908e-07,9.529403869708618651e-14,4.909218905315440123e-05,2.714634932392093560e+02,3.687723559493445009e+02
2.956933557200113654e-05,5.926711595559323302e-13,7.095120772617888952e-06,2.988993324674383416e+02,6.092299995477089658e+06
8.562519114755905180e-06,3.794276681466260895e-14,2.369327408536362248e-05,2.932180030391908758e+02,3.186633088096790016e+04
4.331897876155149651e-07,9.122046854681825344e-14,8.215787598520349577e-06,2.452845142204415936e+02,1.120649140386439103e+04
2.455904531042893629e-07,1.868271426081127978e-14,2.730057388925792960e-05,3.665352146207361557e+02,5.382073654635933053e+02
2.378449780318330561e-07,2.972441746269924756e-13,1.343161682372375663e-05,3.339646557829664744e+02,5.677484836903236283e+04
5.336000831058195626e-05,1.432083197882559839e-14,1.163207223460319996e-05,3.017274006169070049e+02,4.520506422345487954e+04
1.622462294731860972e-06,2.058939603471332121e-14,4.320258960477622726e-05,2.521409914733383175e+02,1.379719785388996343e+02
2.890169962356341815e-05,5.182621134739566155e-14,1.020108225193377392e-05,3.480694038171229181e+02,5.576392236913881497e+05
4.853849186472517337e-05,9.505964532804144142e-14,3.297563795026099931e-05,2.449457905110452600e+02,3.626387853259923286e+05
4.775283317637043299e-07,1.626719580717644218e-13,4.956527865079828098e-05,3.222492331847640799e+02,1.125741242156533190e+03
1.252324997150407854e-07,1.018416751894892137e-14,5.237637071191584404e-06,2.520572623958358633e+02,2.938177378073578438e+03
3.475427711285024622e-07,4.588802045665632324e-13,4.334767929357585386e-05,3.665606073062446058e+02,4.673892990114619352e+03
2.084184285205840641e-05,2.732479928210291938e-13,6.538557692250598732e-06,3.141726275760258886e+02,5.653733910530086607e+06
1.112345054736300737e-07,5.273671053261818684e-14,3.232308457693637853e-05,2.716839886849875256e+02,1.400550596378756438e+02
4.924885977785642025e-06,8.932457145747234965e-14,6.841760752554617066e-06,3.553234426247410624e+02,5.204490082203835249e+06
3.748006166621309014e-07,4.094202298223283498e-14,1.430559069554103521e-05,3.323712338434654612e+02,1.007317176409196691e+04
1.995179836547607405e-05,9.093536020100525394e-13,2.247323894498247951e-05,3.276366469937441934e+02,6.897748848217270337e+06
2.742376566870588199e-06,7.254864357012540403e-14,4.189174987244498408e-05,2.724817342777824365e+02,2.233276512617293520e+03
4.438536720840854000e-06,1.288495839967233215e-14,1.556380595463360115e-05,3.874522151511007451e+02,4.088850385267864476e+04
7.589702812479241478e-07,3.245741010800498301e-13,1.045415293147658673e-05,3.456418864828045230e+02,4.620903498436122900e+05
2.342801595360745195e-06,4.111554391492588890e-14,2.452112046793181795e-05,2.904320206109102855e+02,7.864887623598200662e+03
1.371316838695378995e-07,6.272149009918812002e-14,1.686296029793307670e-05,3.819342856806279087e+02,4.608584008031494704e+03
2.682618660265517597e-05,7.050512011366752024e-13,1.391878972193456779e-05,2.699534212577289054e+02,8.805487252858519554e+06
5.278332812422621446e-05,1.296777921212011063e-14,3.857497479845082845e-05,2.741621656469277468e+02,4.183335400826798286e+04
1.811100536214109332e-05,9.005327850525359128e-14,1.191812064504283669e-05,2.634520290421395998e+02,2.467544698771813884e+06
3.068080972901763889e-06,5.765612903930249690e-13,5.849292223627401863e-06,3.798242616419939850e+02,5.816924363393064588e+07
3.399014743168691984e-05,1.225057757800278690e-13,4.153413329346967184e-05,2.569447880367529820e+02,3.229705941245210124e+04
1.026745072759144276e-07,5.106606275564808715e-14,1.570350943095315282e-05,2.862681957895231903e+02,1.512961459645652667e+03
9.951125901574859388e-06,1.647323538362003548e-13,6.205025575580466609e-06,2.728226006950832812e+02,1.495151085407520458e+07
2.005200258586072523e-05,4.256276303812947295e-13,5.732530105549942922e-06,3.600948889709284231e+02,9.514039006563346833e+06
9.549237867686329007e-07,3.041459869259502133e-14,1.502963348826402736e-05,3.566425957572897119e+02,1.936733594934761277e+04
3.712915562742985764e-05,9.585557073925394368e-13,6.761001756639520207e-06,2.644971381022079413e+02,6.249392905706036836e+06
1.001313346291004282e-07,4.085371627338163244e-13,9.265352005260828246e-06,2.143032296916154849e+02,-4.230857001840209705e+04
7.876996170213923686e-06,1.177999718595330945e-14,2.369722018534937117e-05,3.131332607035254796e+02,1.163267674797017025e+04
7.999667623218679566e-07,7.564349736881468905e-14,1.016333214797383589e-05,2.141891473856554455e+02,-4.764629936340312997e+04
7.689246281273830999e-06,9.413176445664163590e-14,1.942719219484239667e-05,2.960511959756299234e+02,1.362986996084446146e+05
5.676439044957456132e-07,4.285275595892190889e-14,2.490881241805822441e-05,2.413125180971655652e+02,5.920310721314717739e+01
4.259313533890777957e-07,9.394437102316508447e-13,1.204155525789843413e-05,3.021037944677664768e+02,3.361291059350328287e+05
7.559292676096338028e-06,2.090140293293748839e-13,1.255900249576952922e-05,3.324550272570562015e+02,2.099543485334333032e+06
3.096025021044094108e-06,5.766425072997515575e-13,5.685128435250324409e-06,2.363157580558257962e+02,6.517248810412336886e+07
3.646213250062903123e-07,1.771878489831050317e-14,1.005440354802813122e-05,2.709696660662015120e+02,5.024907511885792701e+03
4.555381877614423817e-05,1.209624557804575449e-13,3.987526969460508181e-05,3.959633940854030243e+02,5.239039033289972576e+05
4.437720911601500997e-05,9.073460195740960175e-14,4.840081672433656863e-05,2.621696159504969046e+02,2.615844827556273231e+04
4.453538541291880515e-06,2.832565836247762084e-13,2.224824693366832145e-05,3.912324479950947307e+02,3.104347358285913942e+05
1.313070615536062418e-05,6.208600815485584712e-14,3.202107730149979990e-05,3.979043380078043128e+02,7.156670067123261106e+04
2.260269398224988828e-06,6.178441993173468053e-13,1.156375672996784291e-05,3.279646379732645869e+02,2.147509785898483358e+06
2.537056231789262727e-05,5.532780777803096811e-13,7.273338956403217074e-06,2.510186427162358314e+02,7.725629822475091554e+06
3.173720951228064380e-05,1.882235149770891284e-14,1.311032392526091742e-05,3.768833950097575212e+02,1.679527116401767998e+05
1.961006791957298800e-05,4.814013734291872324e-14,5.572497659934124546e-06,2.633923752739389101e+02,1.125122339092921233e+06
5.363478176335558464e-07,3.449416820034408901e-14,1.496573545698178191e-05,3.896659534958149607e+02,1.466240250943364663e+04
1.184309956998452416e-07,5.266112571301044530e-14,1.469373337445722306e-05,2.464254613728208199e+02,3.544119253771291369e+02
9.435376507964967802e-06,3.384472922352144866e-13,6.381261385411471879e-06,3.478902820997248568e+02,3.416828590676973015e+07
1.713062007874687821e-06,2.341629186096395152e-14,1.317843674859998457e-05,2.900385561541614834e+02,2.101657506299943998e+04
4.817065318897475904e-05,1.312430872900469331e-14,6.324413129261918303e-06,2.482242625798031668e+02,5.083490140689186228e+04
3.797891755323091930e-05,1.240758441914858277e-13,2.309528401554434733e-05,3.615671710631921769e+02,7.731302957669035532e+05
3.992604408682912273e-06,3.728798133072849249e-13,8.952482219546904849e-06,2.885412507201726839e+02,7.851781611530506983e+06
1.356227205576919369e-06,1.598367530766660731e-14,4.638548405528753577e-05,3.434977146636074963e+02,4.525727147219658946e+02
1.377109970855853560e-05,4.677510730121956417e-13,6.659718299860834870e-06,2.556109288587302615e+02,2.216808434709613398e+07
1.343102280592151960e-05,2.096973985561486803e-14,1.949549991942404266e-05,3.726334640604097785e+02,1.068921702398717462e+05
1.113906349221612800e-05,1.346090427328855591e-14,6.417245333631396317e-06,3.519842052114867670e+02,9.750513665309051285e+05
3.367225200382988472e-05,1.366655938502226633e-13,1.231451113477754527e-05,3.525535326258138298e+02,1.083341761827819748e+06
5.394556620301019165e-06,3.086183715308959660e-13,2.453696102348961516e-05,3.109074181856487940e+02,1.814554458299420949e+05
3.532892636161813845e-06,1.006881626386741906e-14,1.704105176621417730e-05,2.820139438280951367e+02,7.499590210402061530e+03
3.554057098840800906e-06,4.266373336354256738e-14,1.310077795776941040e-05,2.630867966101594106e+02,4.224389889746198605e+04
4.644532156365699540e-05,1.839312528717418824e-14,3.807184509272475777e-05,2.101878888041627818e+02,7.663412434531874896e+04
1.259660178536028021e-06,1.217217975601709201e-13,1.188055970118318490e-05,3.521395949693012994e+02,2.024078346744782175e+05
3.355425335787765744e-05,3.556364408414509645e-13,4.032424410961004405e-05,3.931360723749773456e+02,5.960581016052979976e+05
3.270910728442670693e-06,1.383451166291970807e-13,1.668460505428629058e-05,2.570480975271730131e+02,4.652648432724566374e+04
1.803087706288707340e-07,3.323645506646255976e-14,8.191299941197006660e-06,2.549227369048282696e+02,4.415368885551401036e+03
2.223033267555902867e-06,3.114411395853900871e-14,1.337918008073442617e-05,2.698125774291787025e+02,2.229691685018621138e+04
7.474621279615517858e-07,2.039649691357885628e-13,9.486051649696857345e-06,2.578281418054672827e+02,9.343007135278626811e+04
3.834026709097582703e-06,4.674326503529932412e-13,1.643602803006155821e-05,3.533204235271378479e+02,9.460203470255176071e+05
3.630191754499137815e-05,1.310783759457757687e-13,5.742264101659644870e-06,2.407980271201093956e+02,8.939691627690471942e+05
3.454351931395467006e-07,1.982758961368501217e-13,1.559459249330996189e-05,3.964072003197379104e+02,4.927432090937999601e+04
2.664856777537563434e-06,7.762798393306602599e-14,1.617511013433984324e-05,3.624983337444521112e+02,1.151938506297483837e+05
5.591222243335838656e-06,1.828022766728644579e-13,2.830575207733031809e-05,2.975458186749543756e+02,6.105127163108762034e+04
2.039205221520205542e-05,8.611912232257011092e-13,5.989129739886623646e-06,2.857308788171741867e+02,1.861351289213628694e+07
6.651672947830272623e-05,4.101046103916239303e-13,2.447325969230742368e-05,2.649309645225409895e+02,8.330738359921367373e+05
4.485632024738829573e-06,1.038091744816247586e-14,7.986381573624206807e-06,3.672044415872596801e+02,2.403387849653350713e+05
5.819076365210908104e-05,1.167639626284958637e-13,1.205489281767114325e-05,2.044467291404122307e+02,3.099212324481959222e+05
1.022531950456768252e-06,1.052979485956449074e-13,1.600565974766353058e-05,2.228502281556100968e+02,-1.394908137752444600e+04
1.963176351803103172e-05,1.482969471981554196e-14,1.997610640032601576e-05,2.305515029795467399e+02,7.193715541635002592e+04
1.955133310055584897e-05,4.450375658299092563e-13,1.820336541505573950e-05,2.673369571898999766e+02,1.046392311499565281e+07
4.506474752883561950e-06,7.230883353826772630e-14,4.878670773033594836e-05,3.255668146500944431e+02,5.112199802206669119e+03
3.321743976769483654e-07,2.506752433494585174e-13,6.653462211244206530e-06,3.783517179754467747e+02,7.251010928955927957e+05
1.440830479350205728e-06,3.307298630549651152e-14,8.673724059422831001e-06,3.455735905987370415e+02,1.557449033797215670e+05
7.456763252195585639e-07,7.865530421124130687e-13,4.124393111742523263e-05,3.860534329494452095e+02,2.186841028345878294e+04
7.954920757342388328e-05,4.679781689347923021e-14,1.547827635853083353e-05,2.927394269705532679e+02,6.646675808146945201e+04
8.587512513810148385e-06,2.214846142317282278e-13,1.844716088752414680e-05,2.630153496495802301e+02,2.380476546721775667e+05
5.334743098968995731e-05,5.200435127348078251e-14,6.871139054715628233e-06,3.449399190436753884e+02,1.642340795839958009e+05
7.735338244164080343e-07,1.684242360366202780e-14,4.809940480708622284e-05,3.444912122404573438e+02,2.455315868464678317e+02
1.935620333839947207e-06,1.123263352914150853e-14,2.428128208465892191e-05,3.092804391991886064e+02,2.356568394886478472e+03
5.036362448002086150e-06,5.752314538907040833e-13,2.415685054695858536e-05,3.725716943886021113e+02,5.162986345718062366e+05
1.159269874508487057e-06,1.443790089453547162e-13,2.398015592004151705e-05,2.533189981087692217e+02,4.417798897664970355e+03
2.341525444494196629e-06,1.522228131442148037e-13,6.649604571335162888e-06,3.732436570588634481e+02,3.864928102986380924e+06
6.279443708567961972e-06,1.908484562619528213e-14,2.434648920729246362e-05,3.857332675481754904e+02,2.212413934752329078e+04
1.215788197446411543e-07,4.189318888122463286e-14,7.505047185205621158e-06,2.151096547832307522e+02,-9.635278519846113340e+03
1.045763463870871767e-06,2.848463106985574740e-13,2.031674332116783845e-05,3.341916318057847093e+02,6.929953685951174702e+04
1.001532620608498884e-07,5.908132764910392813e-14,1.079325486812030985e-05,3.531775853804630287e+02,1.042668295860780381e+04
2.802933963535406080e-06,9.300977627204025023e-14,6.855681692705413631e-06,2.808385047314439475e+02,1.424237999242031015e+06
6.668098326729344299e-06,2.703098334708153402e-14,5.586924192384450800e-06,2.280946933661187757e+02,5.463972096632094122e+06
1.900953003882703595e-07,1.358907980674957946e-14,3.078452021854659380e-05,3.757460979904448095e+02,2.211614207213510213e+02
5.324553639040605577e-07,1.081844194510950310e-13,5.142431072150992247e-06,3.006773802342680710e+02,6.579348876766177127e+05
2.582114301902566116e-05,3.998634067278525786e-13,9.935648121866988799e-06,2.698663533263768954e+02,5.390280352085650899e+06
3.317757805212105985e-05,1.187753003818201358e-14,9.101213074457490106e-06,2.596502769302624074e+02,9.698116496038901096e+04
1.456128703354585948e-06,1.935673855099116992e-14,9.366051638681940404e-06,2.147804019913360207e+02,-2.795211161443927267e+04
2.771221192956682000e-05,6.032507329927161682e-13,8.163846147828169824e-06,3.789885205278823719e+02,7.060022633872051723e+06
6.782983476206738392e-07,3.573888998164562012e-13,1.893504990798014064e-05,3.465728096662586495e+02,7.596923384590802016e+04
1.313181231335081255e-05,3.687098387788882821e-13,1.457094792611778259e-05,3.950684135347786423e+02,7.465513276437730528e+06
4.328823423991353712e-06,6.161453506709126406e-13,5.682859005380585129e-06,3.338882474241343630e+02,1.102319268466049135e+08
2.090726561342584011e-06,4.149524813359298813e-13,1.865862126110018823e-05,3.587813337487343119e+02,3.080805851083294838e+05
9.318088448718921129e-06,4.135651125508646325e-14,9.572492961969138276e-06,2.002714345757469232e+02,9.588636892903575208e+05
1.096912630643258133e-07,1.456405771256672227e-13,9.670512416827191338e-06,2.158454693839575782e+02,-1.365435002582377638e+04
3.071357200938791711e-07,9.016599732060699218e-13,8.188856971381126224e-06,3.911442432477073226e+02,1.397513348772928352e+06
7.611502479047344784e-07,3.930874469564498981e-14,2.202409437350265941e-05,2.276453307117369036e+02,-1.051192603019811486e+03
1.100747808047869322e-05,1.426546370713680769e-13,4.686470454465282688e-05,2.841543143430727696e+02,1.666448516304837176e+04
1.314334597538818464e-05,3.426990401097628031e-13,1.300145190641965885e-05,3.882428880298469380e+02,1.783001161763368174e+07
1.102256002595664777e-05,1.737719762342197179e-13,2.264529100141749292e-05,2.587290616247710773e+02,9.592972118302999297e+04
2.008405119289947413e-05,1.450278367816553864e-13,8.223917077931956632e-06,2.681481733283418976e+02,3.231464193771122489e+06
1.732425960529974504e-07,6.644661583119390204e-14,7.730407030614142947e-06,2.060235630504524806e+02,-2.837328725012709765e+04
2.078101353627588195e-07,1.598146988067392473e-13,3.146146253557543561e-05,2.979011793068914358e+02,1.433095693990682321e+03
3.681743093308147900e-05,2.703645807374940804e-14,3.571927165142623557e-05,2.345744196692075434e+02,1.792641527088729490e+05
1.176286895831143105e-06,2.886727422594668853e-14,2.155512690131588797e-05,2.628270527308621922e+02,2.037760170168825425e+03
5.071236580104734739e-06,1.604317256582452004e-14,8.547668249590260669e-06,3.587263881989986771e+02,3.314247978669449221e+05
3.239727013925307398e-06,2.048860602509607624e-13,7.152659028549082504e-06,3.530890951286932022e+02,6.822779810364302248e+06
7.585561155290442164e-06,5.570179262715169401e-14,1.693762106604565531e-05,3.176308585776781115e+02,1.563548173080756096e+05
1.701532049290266106e-07,6.044835654531161738e-13,2.330561046652774278e-05,2.552337967528308695e+02,3.353719933696880616e+03
2.038781476402853616e-05,1.674724690977755689e-14,1.410734581758806542e-05,3.931184968625691454e+02,3.621201432002048241e+05
2.345346339651124313e-07,1.115669383123512460e-14,8.397022072036594204e-06,2.276947102310419666e+02,-1.651460871560167107e+03
1.106938226676883581e-05,3.188932880928791386e-14,4.142964309370897427e-05,2.617789980238289900e+02,2.916581403429062448e+03
1.608519378710755431e-06,5.021618286471629220e-14,1.176050647657597275e-05,3.583292178059173807e+02,1.140734532500247878e+05
2.997677499924748557e-06,2.242250307043397411e-13,2.663518103657941266e-05,3.256456784388897745e+02,6.495705677590322011e+04
1.035335732558754604e-05,3.383326598462691056e-14,5.055698277191629489e-06,3.563945818547771864e+02,2.836822319415905513e+06
1.297203919093078304e-06,6.466908723651838206e-13,1.222770724030933966e-05,2.150632153872996639e+02,-1.526932067513762740e+05
1.374397682091841275e-07,2.755979410603947041e-13,3.419541748466701548e-05,3.070213899820341226e+02,1.429680625852975254e+03
7.809705464062401039e-05,9.332663636495751056e-13,3.141589009400502888e-05,2.552718122003921337e+02,1.375266681450193049e+06
3.698543221098166263e-06,8.575619705073134638e-13,2.418440324762362428e-05,2.563760047147485466e+02,1.157573851718473888e+05
1.684356136711086488e-05,4.162791860554025238e-13,4.328833207480370669e-05,3.940050880681968692e+02,2.444821249432295444e+05
3.925405269814578973e-06,5.912938115214152222e-13,4.624159770304280757e-05,3.314098433349410016e+02,4.486879493351335987e+04
2.877800661018493488e-05,4.712016884906491431e-14,5.975544485130453359e-06,3.920657189382233696e+02,5.113709351385554182e+05
4.941383233061660063e-06,6.406793838014524568e-14,1.830975003120063682e-05,3.330069318495545190e+02,1.018592997790740046e+05
2.334912634316323568e-07,4.247998454739428747e-13,2.941334654638170032e-05,2.906428665716034629e+02,4.695707780241449655e+03
8.427906211027744564e-06,8.740111660698634739e-14,5.258976526789705483e-06,2.219714743728334270e+02,1.105931457521231845e+07
3.297782494379259136e-07,6.196355093593382266e-14,9.461912519926376410e-06,2.416511505552613812e+02,1.163637735518103000e+03
2.957756415594006092e-05,1.495456817927810065e-14,1.053089392659247714e-05,2.443720455103094764e+02,1.536383680069703260e+05
1.104548528501759652e-05,4.229336733444241030e-14,3.313612592115145855e-05,2.351034441443803473e+02,-1.906156026753797050e+03
6.598206669564007877e-05,3.025424514530231259e-14,9.075263838257738218e-06,3.891697672697587791e+02,6.245757398196186114e+04
7.713338106115259446e-06,6.017898643346438360e-14,5.004388971647746225e-06,3.174856281499599504e+02,9.090980996550260112e+06
4.736846292213456972e-07,2.541718349630306665e-13,4.412215036863951194e-05,2.899697706855597517e+02,1.670030174465758364e+03
4.692590288421990226e-06,3.555165424115281232e-13,1.059844146045892507e-05,3.933567021118858520e+02,5.025770706627408974e+06
2.066887462466620906e-05,8.465582029127399995e-14,6.217638795541903514e-06,3.147483801640146908e+02,1.781040432806352852e+06
1.366673874819427156e-05,2.285867902649714469e-14,3.021873697126814480e-05,2.349271647932899612e+02,-1.790622132566499204e+03
1.063873810642588165e-06,1.823020234888381375e-14,1.795973568794190375e-05,3.451930817497761268e+02,7.061100996595032484e+03
9.248119903375800894e-06,2.183880732709967405e-14,4.777263862450760836e-05,3.173796177490446553e+02,3.157588677272001860e+03
6.394508719493935053e-05,1.662523167536682531e-14,1.119088737771650531e-05,3.937072493152356287e+02,3.654297968758266506e+04
1.133522458674282963e-05,5.212611595105129296e-13,1.289389322367846322e-05,2.685787011466493936e+02,1.573391880296125077e+07
1.264457412692392065e-06,3.866324350660387261e-14,1.331276416720548339e-05,3.259090297783980077e+02,3.786970707583435433e+04
5.398523437044447143e-05,1.020028852836017042e-13,2.455464552314534280e-05,3.479189980157466380e+02,3.145669507601647056e+05
3.039992962180577130e-05,1.688840204419720553e-14,4.081403380155764176e-05,3.454652815063334401e+02,1.859152840767914313e+04
3.677488140095506726e-05,5.491525116804231221e-13,9.798798028150299368e-06,3.469969499781364561e+02,3.649564395247131120e+06
2.091819128612893837e-07,1.124808836459229028e-14,5.696110074749362736e-06,2.546264748987093185e+02,5.061781630045199563e+03
7.455666973852495445e-07,1.843217355005154264e-14,1.454566352324190695e-05,2.797008895845051484e+02,4.385588471087550715e+03
2.346299283475141025e-05,4.606579945665014489e-14,4.548661357551869229e-05,3.914251248851074365e+02,3.316879253777742997e+04
6.674557636476199032e-07,4.193727921938651160e-13,2.708131120949973305e-05,2.690715178425026011e+02,1.053273411484235476e+04
1.663863928707510718e-07,4.239190932128097120e-14,1.441099095169395680e-05,2.136149122288626359e+02,-2.012630092485348996e+03
1.121496796597241916e-05,3.732706200051131675e-14,1.479114948613965104e-05,2.437326357639411185e+02,2.215750641211078619e+04
2.499250970575576594e-05,1.502866078378080975e-14,1.559609151146692678e-05,3.260223087177718639e+02,2.162475329001683858e+05
8.419831966381566705e-06,5.301878823503251266e-14,1.144226470600793521e-05,3.456013168886386779e+02,7.572562305640565464e+05
1.082754529699507279e-06,2.432582827100713554e-13,6.060436953221306980e-06,2.837370067372181097e+02,2.635057747928789817e+06
4.778812124674236774e-06,4.422153107307020975e-13,2.194151499736757502e-05,2.017862625011985074e+02,-2.418825456860059057e+05
1.160272113503062199e-07,3.727364764301451150e-13,1.496100530079334943e-05,3.051826492388234442e+02,1.907250557324761758e+04
4.875116150038811531e-06,3.227193730501304245e-13,2.471043658900888139e-05,2.037549881216623930e+02,-1.264484932891495991e+05
3.718806009914846027e-05,1.154504158327084929e-14,9.648593295084152900e-06,2.030561920556844484e+02,7.503071266875186120e+04
1.714587704563490718e-07,2.580375851863165042e-13,3.215175517098885677e-05,3.526439911291694216e+02,2.939756217270378329e+03
1.412401563490087413e-06,7.021639011832519411e-14,4.345861668854728374e-05,3.201635966589687996e+02,2.092277878190446700e+03
3.123137842128626989e-07,3.050594894122473616e-14,1.194816215808458763e-05,2.107062546396881260e+02,-5.369455503358373790e+03
1.380459563871336352e-06,6.584303101466017185e-13,1.449224668811035641e-05,3.212952376261619065e+02,5.427881554495776072e+05
1.094014353836761907e-07,1.992688280370944128e-13,5.258520453632744731e-06,2.597961116203616143e+02,8.355635931213494041e+04
3.042907562082214441e-05,4.513851266507821151e-13,1.398283864042498921e-05,2.131750081220308175e+02,4.381475061542659998e+06
3.081271244880816349e-06,1.359127764275711843e-14,7.582200264651159243e-06,2.894623799398459596e+02,1.201620938813886169e+05
2.031207056785231203e-06,2.019543468614438082e-14,2.446190385056045178e-05,3.599488513154532825e+02,6.469896906958787440e+03
6.388282997571372367e-06,6.732809229242839201e-13,6.760638591312127437e-06,3.719722109241872658e+02,1.159099785299372375e+08
3.548825235831848325e-05,7.107476057471178157e-13,5.415330411770536497e-06,3.501287676530881185e+02,5.072205004247843288e+06
7.477943413521854720e-07,5.391320899743407890e-14,2.952619683399018591e-05,2.271810812770151529e+02,-6.111099315083779402e+02
6.346743066108829219e-07,1.644184679237734116e-13,1.648760762385787214e-05,2.189543473124952015e+02,-1.545017437281861203e+04
1.407610906320498785e-07,1.313326988969862332e-14,3.561396083752400507e-05,2.303669116946582847e+02,-1.183176130451361985e+01
6.297922052487812874e-07,1.445261805202937752e-13,8.404949169934044137e-06,2.048109259787453595e+02,-1.724709713766411587e+05
1.579921629091144883e-07,1.786472918201856533e-14,6.125341896593709081e-06,3.778591968850995499e+02,3.098522099479105236e+04
1.332525293893736021e-07,9.406052496958558035e-14,3.120467808985971560e-05,2.248966262041658695e+02,-1.915243861853068665e+02
4.551889247296998603e-06,1.180393972014786874e-14,1.158140252762865869e-05,3.128735332071006496e+02,5.831661476956583647e+04
3.560448122051982736e-07,3.353714608360653608e-13,3.710830119908533763e-05,3.398789654186152234e+02,4.747743641828142245e+03
1.670218024671202422e-07,5.934139633425412699e-14,1.130843890959128789e-05,3.175945410427740399e+02,1.157779235668482943e+04
5.625281033371150476e-05,7.256413628515423746e-13,2.166376510872058709e-05,2.262160269469432876e+02,2.061029462934816955e+06
2.793840942227034170e-07,1.444094687714680949e-14,5.069058101013532877e-06,2.051381295475823947e+02,-3.633616757366664388e+04
1.925273229814500524e-07,7.048086469627990113e-13,1.277309559033994570e-05,3.588598172172520435e+02,1.492573828755404102e+05
8.166466314095813044e-05,1.159874804451444481e-14,1.112072557786535175e-05,3.018146874827577903e+02,1.563123825962783121e+04
1.002076532824388817e-05,6.484152253146342290e-13,4.809144303489094999e-05,2.865354019905902874e+02,6.665769430254303734e+04
1.504049484025807924e-05,1.990173620021076112e-13,2.266283755114562661e-05,3.156087889697434434e+02,5.006216132642347366e+05
4.893414307701481282e-06,1.540588730297609796e-13,1.330707599647642871e-05,3.305271986446741721e+02,6.542705182296729181e+05
1.626181972873010098e-07,2.534209440418755212e-14,2.757357436593781521e-05,3.359022441374485766e+02,3.880253614400068614e+02
3.354530317121009238e-05,6.913550057266034259e-13,2.412047012782699075e-05,3.575686608583686734e+02,5.521896822792205028e+06
1.795093244831658906e-06,1.270950725540060232e-14,3.355016802620512098e-05,3.115707451416420213e+02,9.602640313984343265e+02
1.504539080772404735e-06,4.803252710392406511e-13,1.040709506118203886e-05,2.004831909070227027e+02,-2.059901816679952899e+05
2.546406487167644454e-07,9.494122408672993682e-13,1.880029371088371505e-05,2.000158777235923253e+02,-5.014238002388297900e+04
2.186047817704393220e-07,5.199909901538181322e-14,1.080430067282329056e-05,3.570576054004439470e+02,2.043128004640254585e+04
3.687548989972723737e-06,2.179029829593931361e-13,1.252829874330674892e-05,2.639602840800433796e+02,3.544733932814425207e+05
5.084295322437879125e-06,5.255921205461970490e-13,1.757913481278967064e-05,2.392790851932101646e+02,1.963864970375201665e+05
3.597962464109577585e-06,1.268499237159834152e-13,9.817951782217695578e-06,3.140041365367661683e+02,9.104261543645944912e+05
6.908345253432039461e-06,1.084541881777414420e-14,5.193519516019091678e-06,3.926819254315342391e+02,2.042437983207441168e+06
4.294675841877466661e-05,3.122732825592331953e-14,4.443353552058118739e-05,2.900820123586685213e+02,2.623006099134286706e+04
3.255476276168284187e-06,1.672265759954690059e-13,1.418732195207649608e-05,3.833376873065026302e+02,5.036775956766128074e+05
1.372280955030736099e-06,2.067088304048273928e-14,1.416324956749308340e-05,3.745498140705210517e+02,2.486700340506816428e+04
5.884615721931616298e-07,1.393516913074287086e-14,5.548651287816279644e-06,2.795224958674887148e+02,4.721188376892739325e+04
