Vb,g,T,S0,Td,Td_noisy
5.845470552918240692e+00,2.152300445251262850e-01,3.966102568784552318e+01,4.744017777896980093e+00,1.604360393411583985e+01,1.610804009255206637e+01
5.107612032487569564e+00,5.885214707175565607e-01,2.100883957336549912e+01,4.797226034298931907e+00,6.991973121658770829e+00,6.985173410114430048e+00
5.538168361195234812e-01,6.075013825110777699e-01,2.169337220160558388e+01,4.203959661179959895e+00,5.736908057618667733e+00,5.702034211918482143e+00
3.101988994984802073e+00,8.403800379594190684e-01,2.487368784353444795e+01,4.778890300365811861e+00,5.346777238084241546e+00,5.341705237752456981e+00
3.740455756776809082e+00,8.105790574570427287e-01,3.573669591079575270e+01,3.768820888339449837e+00,5.548770938919431295e+00,5.418325515288970884e+00
5.383992815364456064e+00,8.042639316361257507e-01,3.244749515859802358e+01,1.462698158632382617e+00,4.979991594872023697e+00,4.891159943587814141e+00
3.265182669781505176e+00,6.865097083925298938e-01,3.900411913027909350e+01,1.348964217854718761e+00,4.843190813480767076e+00,4.887380927824402477e+00
9.252809846032028496e-01,4.134072353684650203e-01,3.375246127533942797e+01,3.482342910594536711e+00,7.743580836737045558e+00,7.760782464429643923e+00
5.634390277698198446e+00,1.023709297005768737e-01,2.315895479473601881e+01,2.573972817317939921e+00,2.526218248169614711e+01,2.526708645635076422e+01
5.734546887990002340e+00,9.006002501014102046e-01,2.217408859766147344e+01,2.395621560339212586e+00,4.651949091329163011e+00,4.599264745807945864e+00
3.173892182576870002e+00,7.458719617239369937e-01,3.495302351816796715e+01,2.664823408705518482e+00,5.436638689250069767e+00,5.463405941693676660e+00
7.939350506583136013e-01,9.372320509550174927e-01,3.093227786653961431e+01,3.540905699349912172e+00,4.327748104691969466e+00,4.414043370968668611e+00
5.113898735405705942e+00,7.391708388898798887e-01,3.734448753328538828e+01,2.664222622063093793e-01,3.912741918650873174e+00,3.848878506852416503e+00
4.579199720425611631e+00,1.092364639966723477e-01,3.623839207397568885e+01,3.425386942243957122e+00,2.766644610372035729e+01,2.766453794728947102e+01
5.841787438905065244e+00,2.056740283537472069e-01,3.002152587114270688e+01,1.243760608967279913e+00,1.285106108026241323e+01,1.282665189384423066e+01
5.402253199556965590e-01,2.615842245303516278e-01,3.196462174582368476e+01,4.657472223879046247e+00,1.217388253296624434e+01,1.218926312470571993e+01
2.895219472360532897e+00,4.096821232668647061e-01,3.507593935536359453e+01,4.158450168671526725e+00,9.143145393386312492e+00,9.141174132711570977e+00
2.060913192478036837e+00,5.486815131707281079e-01,2.396512983246016049e+01,2.374271600228814005e+00,5.832742224817835996e+00,5.822711227060268335e+00
1.092378026258321588e+00,3.111379592246968917e-01,2.135766782606075509e+01,3.509180135463472627e+00,8.419042465483213888e+00,8.372251698145348087e+00
4.543240314702030602e+00,9.970702796106855059e-01,2.035159054312820714e+01,6.828424358111578885e-01,3.349513199726861234e+00,3.346033937017505622e+00
2.376682040073852864e+00,1.257876211745038164e-01,2.395357721765596892e+01,2.239804272532172735e+00,1.916098770916268634e+01,1.912757315118996360e+01
7.143302651663687719e-01,4.896342990662483352e-01,2.409524148562999812e+01,1.803147672834423787e+00,6.412809651579337356e+00,6.402789822624265881e+00
1.234947431495227121e+00,4.544198790536047028e-01,2.353603252198623963e+01,4.105296166307265793e+00,6.847418850479569663e+00,6.841543161612458235e+00
4.933001634752351094e+00,7.790866519659890299e-01,3.060939389687504075e+01,4.631084804752772399e+00,6.214533688352382512e+00,6.244548464334953586e+00
3.832290598941590076e+00,5.053323603449768608e-01,3.588340128258673190e+01,4.250309723671120921e+00,8.051548975034917177e+00,8.019733108456955861e+00
1.682778438454880954e+00,1.894723872277355170e-01,3.028461452494333628e+01,2.562639366951784403e-01,1.104759355962555034e+01,1.102872254945368269e+01
4.328232254009753532e+00,4.075170490985814409e-01,2.565665445110470699e+01,3.446018857393395307e-01,5.684162354148193153e+00,5.735060699236748327e+00
1.217226365420238210e+00,7.127139376229779666e-01,3.669257116602276625e+01,3.665961624514359141e+00,5.066998105414346476e+00,5.053381745633362065e+00
4.202532666260883509e+00,8.758150602796667128e-01,2.589341556621185703e+01,4.784272949542845765e+00,5.475487170098865874e+00,5.459688959073757175e+00
4.102721404824819729e+00,9.035506987886073871e-01,2.740744963196000583e+01,3.889929004809492330e+00,5.223379422119374560e+00,5.263892929489757400e+00
5.303915234292764236e-01,3.377833798947951216e-01,2.375396471979205870e+01,3.206635808658901077e+00,9.191188075421397485e+00,9.202114384666812086e+00
3.313335105618291365e+00,9.011623274361585390e-01,2.536079519239489599e+01,4.171264224926038544e+00,5.044784131165753749e+00,5.046646262359800517e+00
4.494734875629687210e+00,9.308277147223817938e-01,2.047730445471965410e+01,5.944488491258828056e-01,3.414269703941651635e+00,3.422579478200026504e+00
4.671935567927301136e+00,5.137680571732362589e-01,3.463657014839930071e+01,3.374284575823820909e+00,7.826367284380870259e+00,7.761716269087232334e+00
4.381395865748874741e+00,4.853109161268155392e-01,2.074021569777911367e+01,1.165366081165736256e+00,5.700132956296671161e+00,5.720543138746201350e+00
5.367750876290050321e+00,4.443556810149241754e-01,2.874229313184613233e+01,3.457700619284749699e+00,8.891685987679498027e+00,8.955375886039679045e+00
4.659143122597726894e+00,7.002450505657576985e-01,3.123937060646618136e+01,2.628790865252786713e+00,6.017567401688888928e+00,6.044063223909303062e+00
5.570944450151136706e+00,9.818691890970068226e-01,2.772072348291074206e+01,2.226210781060466548e+00,4.623841509672358185e+00,4.543532656631092514e+00
2.781438519701626699e+00,7.356852045152587616e-01,3.692207083842181703e+01,3.587325465590889717e+00,5.567251128012548733e+00,5.579014142895565520e+00
6.878854266583506183e-01,5.608724341910910072e-01,2.787748962548007015e+01,4.067385273299229276e+00,6.338722534149177079e+00,6.291086288227896617e+00
1.495518782539690728e+00,3.656531584364284271e-01,2.583828725653582836e+01,2.273696312991122959e+00,7.812365206185830857e+00,7.798698224917717248e+00
2.082802547623323175e+00,9.472333702726156712e-01,3.798559278435511999e+01,4.318130341031988229e-01,3.357730513881547196e+00,3.361925999886099081e+00
7.298538759182860991e-01,6.529886186833889772e-01,2.891396534313734179e+01,9.761402340460946236e-01,5.479311484826119738e+00,5.417459958690140631e+00
1.094877480208266585e+00,8.685559279624949225e-01,3.878639531797963969e+01,1.026271170138297162e+00,3.865801576584646515e+00,3.930406848593047009e+00
3.353285166230974390e+00,5.958927680785940373e-01,3.351047135477762140e+01,3.556032793663084224e+00,6.870127850647360646e+00,6.864544767715511142e+00
1.888691607225388758e+00,3.427153548272583450e-01,3.167901623545937895e+01,1.535214618160026356e+00,8.302017510428770564e+00,8.339537829925799173e+00
2.070443241926906541e+00,8.199976095978003254e-01,2.643762479570758828e+01,1.313926304765017594e+00,4.187958867473575708e+00,4.217632860405617912e+00
4.578082396457527459e+00,9.765249371119187893e-01,2.956446505087347987e+01,3.155862288147196271e+00,4.895437701214895299e+00,4.960605534780354375e+00
5.200737988724783101e+00,4.257621289121242825e-01,2.061941771907224918e+01,2.071544630253290720e+00,7.226507920023024667e+00,7.284096338737030329e+00
5.241218945287176467e+00,8.049290815861182002e-01,3.990639498511256988e+01,6.022895281578217741e-01,3.947103716080679447e+00,3.871445706566436940e+00
2.538418785714055215e+00,4.417130322530754549e-01,3.936383050008409157e+01,3.293362125043629351e+00,7.565883131987550136e+00,7.566123677135775161e+00
4.402965403189132765e+00,8.204665671097757240e-01,2.653793249217138950e+01,1.110015203029784292e+00,4.466019397205347019e+00,4.357399121373226158e+00
5.187675481020719737e+00,2.789179176620286693e-01,2.699883194807458864e+01,1.029709970921790507e+00,9.346373559738331949e+00,9.322184710655921691e+00
1.330266470336306739e+00,7.512545520870897997e-01,3.183035127296892597e+01,7.138547776011949786e-01,4.379540234527047993e+00,4.413461368831739229e+00
1.603045171096684429e+00,9.277518044628354499e-01,3.516419373431880047e+01,4.787794433068798483e+00,4.572656736728911042e+00,4.616571569368940864e+00
4.063781612022865808e+00,3.957883092009032433e-01,2.846255567542057463e+01,2.246646105006919192e-01,5.804708448826128020e+00,5.867399746736850830e+00
1.960526979562312810e+00,1.334818198643200615e-01,3.133525765759688397e+01,2.851700989745503012e+00,2.075109505829643908e+01,2.073050617581395372e+01
1.559724345927918643e+00,9.458881359738746664e-01,2.297405799266848092e+01,8.026339355119629371e-01,3.383747542894705251e+00,3.398045746950598467e+00
2.521361250274151811e+00,6.054666879136458846e-01,2.006746149625058351e+01,2.351933360618319480e+00,5.245278065424454184e+00,5.248461746966052388e+00
5.879078594472770813e-01,3.163353177118360393e-01,2.446708798486318059e+01,1.600367278226294321e+00,9.404651420393559391e+00,9.466335760982357073e+00
2.910756020534298383e+00,1.376112426057259086e-01,3.010135638550714532e+01,2.377761309104629017e+00,2.034074036175293898e+01,2.041850536128729843e+01
7.599846821568583266e-01,4.101706209618853904e-01,3.275308409399001164e+01,3.966391548559418112e+00,8.022114864882892604e+00,8.002538199948913800e+00
1.845906366197236359e+00,6.112638417674920444e-01,2.762005455697016032e+01,3.018346360167464049e+00,5.848826429183785258e+00,6.036408177547103016e+00
1.696482104737361052e+00,5.636654313064579647e-01,3.304938258908852333e+01,3.449000541396120223e+00,6.402386664402161642e+00,6.400584627693192807e+00
2.311948786331510242e+00,3.836272849425582665e-01,3.944201544745497046e+01,3.945505137194929901e+00,8.624293694994374704e+00,8.604349273329658487e+00
1.189644760655050870e+00,6.536507026386308983e-01,3.113285633602090030e+01,1.300161943740314685e+00,5.066162920970021410e+00,5.094554922807382091e+00
3.091580290334511538e+00,7.945740281209775491e-01,2.913479653012080561e+01,4.043431155435576407e+00,5.619279781317485067e+00,5.655639400570376729e+00
4.283211538285691233e+00,4.641228782398055808e-01,3.013522587318366064e+01,2.600055577254566153e+00,8.009398045742294414e+00,8.035178758480402195e+00
2.364109079273056135e+00,7.528145029927547638e-01,2.318491130470913575e+01,4.619006677423049823e+00,5.348260791643948409e+00,5.314276959968405656e+00
5.599562703321621981e+00,9.451932506366349518e-01,2.797488026661739013e+01,2.648986640087624078e+00,4.901692346950937917e+00,4.973882395526808331e+00
5.228717833885984767e+00,1.887333876020407253e-01,2.722662957221468361e+01,1.047315133284117294e+00,1.270239970179887479e+01,1.270369089499361515e+01
2.183083244881152574e+00,2.897305199789775298e-01,2.226714574816731940e+01,1.923465084473655162e+00,8.756828902370275003e+00,8.832352410704377377e+00
7.139522193717868781e-01,6.732536465884026988e-01,2.521151990398181297e+01,4.653055279759231944e+00,5.358753132776054251e+00,5.427081225851760671e+00
4.725054354230730169e+00,7.529749069438040898e-01,3.349334170768105423e+01,2.593718444614392382e+00,5.686194880408034891e+00,5.621252118941342246e+00
1.820067720977994075e+00,8.890569071930167766e-01,2.917924998889890631e+01,9.385454160815084323e-01,3.898240500837773848e+00,3.848024844491231722e+00
2.326885723183133692e+00,3.850506539912729176e-01,3.517892134871674159e+01,4.986567153928946894e+00,9.619342834907259387e+00,9.568131178016738403e+00
3.686343744907592868e+00,8.384764227209426934e-01,2.470178192010222062e+01,1.064358029790285265e+00,4.187625411798802766e+00,4.198979289828369765e+00
5.993838222879396049e+00,9.844685001928267232e-01,2.077201873733793747e+01,1.919687021420064255e-01,2.983655778698629302e+00,2.985261484823669154e+00
2.148226616365954911e+00,2.267141076623084839e-01,2.394849723999075408e+01,1.821756716657323416e+00,1.090679738244030972e+01,1.091917614441700835e+01
3.076876516081970436e+00,9.463656371354832730e-01,2.744065145276613649e+01,4.093205392391515929e+00,4.906857775308859360e+00,4.865222234839717608e+00
3.950979855746960201e+00,8.869321822418962942e-01,2.216170095968933396e+01,1.311395045638063639e+00,4.048089160889520421e+00,4.068446529185290927e+00
4.258548085362837021e+00,3.743643403118002144e-01,3.278148949548648261e+01,7.853000604700113296e-01,7.342221086328054369e+00,7.411476316816467680e+00
1.666914008973902295e+00,6.531306598298661781e-01,2.937635778727688418e+01,3.160084844289536399e+00,5.618537013017367521e+00,5.550857277285080826e+00
3.774269611262418778e+00,6.541633309792005413e-01,2.828615655716006927e+01,5.048742794635974196e-01,4.626339116226552584e+00,4.615649354044173869e+00
3.492585435985730680e+00,2.107345709361287955e-01,2.743164650994364351e+01,2.732857349306004657e+00,1.449964260728183163e+01,1.451119289500699416e+01
4.122189245441848726e+00,4.366524344006303959e-01,3.769724365758136742e+01,1.842197265914133686e+00,7.384331984261141457e+00,7.376979455332123514e+00
1.132483362682869643e+00,4.053281628131720771e-01,3.467556930046059449e+01,3.595145823665936158e-01,6.718557228724822750e+00,6.707850856486878399e+00
1.194619837652823646e+00,8.022414047165118411e-01,3.516115871572586116e+01,1.583605323819756494e+00,4.360431092398245667e+00,4.448044291625508961e+00
5.865401197287765989e+00,9.665858892449623596e-01,3.518410020276712658e+01,3.372942317204310925e+00,5.055946945713151841e+00,5.119300320952391736e+00
5.017158604999554683e+00,1.452584254470656311e-01,2.524251638152566457e+01,2.437450472429942394e+00,1.910423662381059984e+01,1.914590637097690617e+01
5.051565233025248958e+00,8.477960087035137926e-01,2.609504290894048140e+01,4.555177782344522086e+00,5.671474231055391613e+00,5.632614252885818296e+00
5.637574244554989455e+00,6.392903461738688176e-01,2.269632308157972744e+01,4.503359453756485831e-01,4.268390109253888731e+00,4.379670445252481059e+00
5.783562680098528475e+00,7.645512990033835887e-01,2.514848220968858072e+01,3.529244083801259535e+00,5.829119152651748514e+00,5.846414285787868259e+00
2.664181426549628195e+00,7.420413866958507354e-01,2.480850352055272978e+01,4.693633909244598890e+00,5.671922453929141739e+00,5.642273656787108571e+00
4.647369469302716993e+00,8.021196654223174960e-01,3.409191738318767761e+01,1.847540991338340932e+00,5.095130848610241792e+00,5.077511984536799972e+00
4.028910509055354972e+00,7.652469672509590870e-01,2.643472445475381960e+01,2.784510180302411708e+00,5.456061185996890828e+00,5.430844755039005989e+00
3.579176482037541351e+00,4.674128644576865943e-01,3.165531340891718060e+01,4.705340769171352910e+00,8.857413716285821081e+00,8.962740548483887792e+00
4.236416108268435288e+00,9.303988708835136956e-01,3.231922693479805986e+01,2.482241909943466718e-01,3.573640798326047641e+00,3.583200147109884881e+00
2.256883981184875765e+00,3.507359307641978452e-01,2.060121240585925761e+01,2.894892184178329053e+00,8.073653356046744278e+00,8.076119340193882223e+00
5.241982948644563933e+00,8.606847088100657572e-01,3.559747400107865900e+01,3.367978289526637248e+00,5.407146477567930987e+00,5.298815869602018225e+00
2.738622805141680328e+00,6.497240029525552796e-01,3.036466081510617343e+01,3.358025225040349060e+00,6.199741742876930140e+00,6.235932255490792997e+00
1.314982782407484452e+00,1.672895731360602989e-01,2.352360986047744618e+01,1.621465733664102515e+00,1.305362229078036407e+01,1.300004749292610384e+01
5.603946805762302086e-01,5.933528633001042829e-01,3.329678893179520571e+01,2.762521984078149528e-01,6.374692963603570739e+00,6.317545131916251222e+00
4.015541326362322749e+00,2.358744299060390182e-01,2.747214109208128008e+01,3.655672724706572119e+00,1.438218074699205928e+01,1.441215863189025903e+01
1.773974289307090224e+00,8.345483979054446610e-01,2.104020017713797230e+01,3.910755881155707492e+00,4.418036195234356533e+00,4.374215769375033425e+00
5.758360579495070297e+00,6.952620608847245309e-01,2.089280877780206680e+01,3.019804803002860361e+00,5.692592189954718052e+00,5.733733937480014475e+00
1.572524515766594133e+00,7.283662506530760306e-01,3.094645684662683749e+01,2.912524642912172279e+00,5.120585074938937886e+00,5.176029729336362628e+00
2.238986744284128694e+00,9.149379476740659989e-01,3.161187033997789797e+01,3.551883535464758435e+00,4.733446299884388253e+00,4.643326553859844275e+00
5.912724260533850362e+00,9.379049061896178596e-01,3.456263367524002206e+01,1.130346229687895776e-01,3.370369184022221631e+00,3.362913682278806604e+00
3.359200411597356606e+00,7.818966433734416688e-01,2.403198750098468395e+01,2.358125326009430367e-01,3.579761591692403933e+00,3.500420693246845794e+00
5.571135294258002801e+00,9.252518240164249175e-01,3.111773323965854132e+01,1.907303333363618680e+00,4.765523815379692607e+00,4.761777116238954832e+00
4.797907206057679730e+00,9.664086561371093564e-01,2.984300039111221992e+01,3.558545330686172736e+00,5.062228849911970308e+00,5.107188748837281800e+00
1.154311314082057116e+00,8.505310726493211515e-01,2.643695599069110003e+01,6.902481508909554808e-01,3.945989816837820907e+00,3.877148448542559578e+00
1.687908903392355109e+00,1.746683299242356990e-01,3.505005243197936693e+01,3.203791105256480254e+00,1.603865045778843879e+01,1.612810844832538493e+01
2.629476565739602645e+00,3.142046098403958876e-01,3.274896727056641055e+01,3.295915697184440329e+00,1.075857804744563317e+01,1.074234599050166494e+01
5.345259378975177000e+00,8.163544850553108301e-01,3.964545736303958279e+01,6.279100323640370851e-01,3.963711141695389184e+00,3.903832751693407044e+00
2.336935552898773860e+00,3.695129803491133957e-01,2.617729134853773587e+01,4.846215538263791700e+00,9.679859920753532521e+00,9.672894053154490024e+00
3.046951212048782498e+00,7.382676053443295583e-01,3.443884550454565385e+01,8.339181573700712446e-01,4.521052607257633582e+00,4.559891343643879047e+00
3.144210151106283213e+00,4.301948831349209357e-01,3.225223046213491784e+01,2.775953766265337741e+00,8.316197798146106379e+00,8.246551133344707907e+00
2.286153859063858818e+00,6.547556381080643639e-01,2.266015036099354774e+01,4.987024154263327347e+00,5.923466761667794067e+00,5.922753463610379576e+00
4.825669064657678753e+00,9.967074025692506112e-01,2.441029925835903214e+01,1.449783763015575433e+00,4.043468302319804586e+00,3.973977677506165485e+00
8.015470016139967235e-01,8.162747006144759343e-01,3.990143268625973860e+01,1.800109303036163899e+00,4.291998849392277826e+00,4.351376157968503300e+00
1.742505886859027076e+00,4.374545301879930737e-01,3.346290699729020446e+01,3.806388403111255592e+00,7.933931239956514503e+00,7.940824884598146838e+00
5.037968639009236860e+00,1.533078534087519706e-01,2.719302189457896901e+01,3.897890631199134592e+00,2.138386640405607864e+01,2.136173216134040942e+01
3.889879368723090813e+00,7.246614030528834016e-01,2.282940277513498728e+01,1.308998124695093690e+00,4.636186889667649247e+00,4.687061213386702896e+00
3.315036563811065040e+00,5.395531054373150504e-01,2.493460826265985020e+01,3.757193226913517758e+00,7.115920247029038137e+00,7.050589684049146655e+00
2.532293800695795127e+00,9.519106022893571994e-01,3.377035982860417107e+01,2.008895497008702513e+00,4.265881625491076079e+00,4.245297285810789134e+00
1.215767672360729579e+00,8.123809950108977773e-01,2.621317642180099838e+01,3.646837117339751355e+00,4.590398893219550303e+00,4.681774821569955947e+00
3.012313700618505230e+00,6.520774579767644186e-01,2.917752497481631124e+01,3.084377691581937864e+00,6.143571106144512406e+00,6.136417787121309253e+00
5.929019616968036033e+00,6.185722863555644935e-01,3.988153238983002780e+01,3.138216415075585797e+00,6.463643659442793954e+00,6.530521705985664838e+00
3.772986611192568063e+00,7.110572663927857695e-01,3.908266103035488470e+01,3.643555742083399274e+00,5.827209688939028354e+00,5.835996486455101717e+00
3.671186429078755253e+00,6.645640793732708884e-01,3.966309065589042149e+01,7.509733935687032957e-01,4.479483621209844557e+00,4.443502373125608251e+00
5.945652217259929984e+00,3.003198431680409453e-01,2.473637820683413224e+01,3.340531630937742857e+00,1.145132276928411486e+01,1.143801170072841167e+01
5.369718591404671670e+00,8.554340352299115713e-01,2.369902437806533513e+01,2.560756349139377885e+00,4.947520140776870967e+00,4.950366842855190797e+00
5.995596250531520788e+00,3.760874588748738256e-01,2.595699192033419678e+01,2.428788632257937952e+00,9.108681452142169732e+00,9.087180766360024364e+00
5.744983367588946344e+00,2.658076390515280440e-01,2.682423981895203013e+01,4.105008296794769862e+00,1.365056381874908809e+01,1.360832873226107687e+01
4.171232684562290238e+00,4.211688117484514438e-01,2.850278408375691086e+01,1.400610704844593268e+00,7.453387109840297953e+00,7.413267525935440361e+00
2.179217065132508679e+00,6.027305192525682642e-01,3.966982695637970835e+01,1.562743071070409995e+00,5.068170919702500221e+00,4.992947522864315424e+00
3.954787479149359797e+00,4.508197563414120257e-01,3.214988659597418064e+01,4.786679169367163311e+00,9.246625951021037793e+00,9.251081114517980097e+00
2.415154096975753895e+00,1.687803928063608960e-01,2.331698512624168984e+01,7.804284414641184942e-01,1.148277093093845735e+01,1.150137497318369917e+01
4.959232419355521948e+00,6.245514544218221387e-01,3.169570215357530429e+01,6.824391459723760933e-01,5.141343164408096023e+00,5.177708159510531871e+00
1.255152535916651324e+00,7.698610645185106627e-01,3.781630626895500313e+01,2.920417010717220041e+00,4.597747099728972664e+00,4.506367787442425943e+00
3.044004834131917470e+00,9.214371984290199435e-01,2.383148678240928220e+01,2.166687573921383336e+00,4.273141872940140473e+00,4.312335259016611744e+00
5.124268121807875609e+00,1.200556213374085190e-01,2.417144804920609147e+01,4.029776187571045831e+00,2.549975380922680657e+01,2.549779850558888228e+01
2.999816475503626290e+00,3.658713696524238390e-01,2.928690026646094680e+01,2.714523372076836694e+00,9.254542919257286115e+00,9.182012121663923665e+00
3.805598171809344787e+00,2.883770947798776074e-01,3.209323553471169532e+01,2.459117657416604319e-01,7.413843580204932060e+00,7.417635335827337251e+00
1.040556158915756590e+00,5.111133336723214793e-01,3.237909663414370698e+01,3.326871444665936206e+00,6.600212958680176989e+00,6.639842699238331036e+00
2.068077409010447454e+00,2.180905318530287906e-01,3.301948702955225201e+01,4.812770897423818361e+00,1.527331094669735734e+01,1.529833198325648347e+01
5.749668757782443684e+00,4.901096537906818318e-01,3.768688759290762391e+01,2.484511443615029513e+00,7.469943533399764135e+00,7.505109895281381505e+00
4.113167499328703514e+00,6.919026274089654649e-01,2.976647393629139415e+01,1.107922651099333633e+00,5.109335160190065395e+00,5.155501881945392384e+00
2.507165427987231077e+00,2.669075934820337448e-01,2.454500975628988613e+01,2.993415094936845655e+00,1.111253912640524355e+01,1.115623698914824047e+01
3.342846467812035982e+00,7.933092380680704103e-01,2.511120246786984467e+01,2.897963539659064169e-01,3.685800908519631047e+00,3.682928406077177197e+00
4.761777179734163035e+00,1.621830543382369316e-01,2.417103931939540118e+01,1.624121013152149517e+00,1.512354594335306679e+01,1.501833441292833982e+01
4.831086924707751251e+00,5.249791441569259254e-01,3.112631622153853428e+01,1.947803109317026271e+00,6.989889412251152123e+00,6.950827833629994679e+00
5.053823664384841763e+00,6.680949619577735143e-01,3.614539951719066124e+01,4.065626278729861376e+00,6.654214806601115306e+00,6.670944613520211952e+00
2.093034733386511803e+00,9.211214079645883013e-01,3.105119211366184828e+01,3.087289608875873892e+00,4.549775643745355147e+00,4.525232002676632170e+00
1.810682663389498792e+00,4.195702667444736189e-01,2.065082964465392834e+01,1.093995885028081316e+00,5.684630223906208535e+00,5.717849334321655874e+00
4.011796653745930641e+00,1.579366990468530629e-01,2.041877574846813914e+01,5.591868748386156218e-01,1.026534154630800444e+01,1.030418245155717472e+01
3.399603560565552129e+00,8.318225681660683657e-01,2.109434395484417024e+01,3.850114822377678436e+00,4.986783755724895073e+00,4.988151536291352883e+00
3.606877133239338118e+00,8.912141975698377738e-01,2.867906720507180296e+01,2.880898499663919310e+00,4.972860353524120924e+00,5.065819708642526287e+00
1.680382050122295690e+00,4.940749253449258083e-01,3.180176580120373586e+01,1.956591186551850603e+00,6.468688072241163489e+00,6.418911425163589257e+00
2.252432704909703709e+00,8.206963499771389170e-01,2.824879090996521214e+01,3.972674433362172852e+00,5.150470891603153412e+00,5.196023808232844488e+00
4.636292493114561708e+00,9.107757634836755045e-01,3.694430850629964880e+01,3.877938041355266652e+00,5.202126765880064951e+00,5.177497465707401325e+00
2.470777914630458483e+00,2.149895512616625259e-01,3.653038216481808576e+01,1.553333907474126363e+00,1.183655207349417715e+01,1.179652875778862153e+01
4.666170528390376049e+00,8.927860177474085113e-01,2.528531155849352885e+01,4.920052239631703905e+00,5.452814222436173530e+00,5.481254985932424439e+00
7.565456455442547412e-01,1.090157558202481947e-01,3.335418738491621582e+01,9.023958904002812309e-01,2.192737060911537839e+01,2.189558992064777954e+01
5.729763988375133899e+00,4.613440523752005973e-01,2.730359676062162322e+01,1.720271340520224568e+00,7.373334923376501315e+00,7.415299372462307304e+00
1.644401712788884140e+00,4.892453266035144965e-01,2.762013270492096950e+01,4.997500864483788163e-01,5.480663137835912302e+00,5.421348453475000717e+00
3.130141981779706928e+00,8.048877229557193091e-01,3.544955910427784573e+01,2.996751351473799119e+00,5.230749406202086504e+00,5.231528602904881531e+00
5.564868892777164788e+00,9.114676442563451886e-01,2.083092979933443090e+01,8.357907315844976814e-01,3.725134864084177710e+00,3.681988367969001974e+00
1.894138254512055752e+00,9.484418257253467432e-01,2.462597636517383037e+01,4.750450078143936494e+00,4.456461677706827551e+00,4.443737774726017165e+00
1.750613499204465295e+00,6.899511435951670713e-01,2.942538615331303475e+01,8.268164759625759030e-01,4.571758789035576420e+00,4.552188221953076486e+00
5.921023882627961754e+00,9.173764784794855576e-01,3.728646338273236438e+01,2.376274924464023552e+00,4.834071421859629680e+00,4.776672952804462469e+00
5.474365919713716444e+00,8.201927052546159613e-01,3.373585302111784046e+01,1.235725256677095540e+00,4.758279937305499807e+00,4.790093920620589252e+00
3.427354084705147130e+00,1.719139976931926550e-01,3.568999942162470518e+01,4.129038513684348821e+00,1.911668417269583742e+01,1.905347199563579608e+01
8.356206978243316819e-01,8.739497587705975512e-01,3.810301225223678045e+01,3.872009237015051397e+00,4.321572085083504433e+00,4.271617606735707895e+00
3.825677895148658969e+00,3.899300552714989321e-01,3.542540500738664377e+01,1.274776180065597120e-01,5.551305606590118735e+00,5.594943165023231302e+00
1.883680031671884914e+00,5.539687694510190274e-01,2.953492515682212627e+01,3.606411639221416277e+00,6.622912403637382539e+00,6.670649421187772710e+00
1.677057617477402340e+00,1.696105372940826250e-01,2.490882929858165795e+01,4.356097970167319033e+00,1.669269011800041369e+01,1.672516238176745418e+01
5.626786701699660220e+00,7.394189613110602188e-01,2.226679221109913343e+01,1.159022112580315733e+00,4.585940807633202887e+00,4.602042837181985924e+00
3.906827832195139738e+00,6.185224659885082410e-01,2.734096962588915147e+01,7.177136204217132720e-01,4.988310620058403977e+00,5.101324246738767165e+00
2.942217387373049498e+00,6.219269873229975598e-01,2.518975002400480179e+01,9.797927529296169835e-01,4.913903995662638913e+00,4.852533725039548607e+00
8.446237222211501194e-01,7.109661152356459013e-01,3.783298165013874126e+01,2.952264782174656599e+00,4.940764693223985482e+00,4.902715284156991871e+00
2.543917692316557400e+00,5.234524145956384045e-01,3.062969638324904764e+01,2.370850201468047036e+00,6.734887368664510099e+00,6.684323495963188755e+00
5.251907323686445750e+00,2.777471211042106258e-01,3.903105177024713868e+01,4.846808402109407332e+00,1.312228892698233551e+01,1.316636186860477409e+01
2.164719554435833970e+00,4.164049314540317903e-01,2.423198710844663140e+01,2.317407920078368377e+00,7.196896747975367603e+00,7.210447245321577547e+00
2.275368501878630489e+00,3.430613031279138858e-01,2.971327596724512432e+01,1.842692692323461667e+00,8.675853390001558196e+00,8.730552686635141058e+00
3.837708367462769221e+00,2.906542134577553282e-01,3.668254383054699019e+01,1.185923838236655259e+00,9.133513897787588931e+00,9.181302014400246847e+00
1.886773732412896143e+00,2.176744816173339370e-01,3.034722114890248434e+01,4.562043306655858110e+00,1.487557135279430476e+01,1.486349010490531519e+01
3.563141195452717902e+00,3.485821463266194353e-01,3.904542018329945563e+01,2.843513403742917056e+00,9.282408542821496411e+00,9.240638709397630990e+00
4.727753936021986014e+00,3.888090635900066649e-01,2.371898168455283340e+01,8.404778513249183680e-01,6.580778470933950075e+00,6.530355972668693276e+00
2.076705771599349326e+00,7.383090922837262093e-01,3.214761936297431788e+01,1.970994314247868084e+00,4.948654082562774725e+00,5.058437768144095514e+00
3.100129789371373956e+00,9.202524558684506140e-01,3.959507003726636043e+01,5.529005636176765881e-01,3.490934865068274107e+00,3.538526032418662481e+00
3.669470351488620885e+00,3.215003667447988711e-01,2.208875625407432253e+01,3.783848867732381827e+00,1.024839317406767414e+01,1.027726977452719126e+01
