t,n,c,T_fuel,dn_dt
4.470894178835767008e+00,1.008955113547270201e+02,3.322732665445115799e+03,4.890877900347695650e+00,-1.455906544106223777e+01
4.480896179235847043e+00,1.007503001103322902e+02,3.326627184640282394e+03,4.896067748598737168e+00,-1.447742079305267282e+01
4.490898179635927079e+00,1.006059037455710552e+02,3.330509178507234083e+03,4.901237932564859179e+00,-1.439611970092371962e+01
4.500900180036007114e+00,1.004623188217707224e+02,3.334378709852966040e+03,4.906388553107285055e+00,-1.431516373093219840e+01
4.510902180436087150e+00,1.003195418862511445e+02,3.338235841219292524e+03,4.911519710656659932e+00,-1.423455438315758670e+01
4.520904180836167185e+00,1.001775694723245493e+02,3.342080634882846425e+03,4.916631505213048037e+00,-1.415429309182555784e+01
4.530906181236247221e+00,1.000363980992956101e+02,3.345913152855081080e+03,4.921724036345935360e+00,-1.407438122560723315e+01
4.540908181636327257e+00,9.989602427246137495e+01,3.349733456882268911e+03,4.926797403194229652e+00,-1.399482008793770405e+01
4.550910182036407292e+00,9.975644448311130930e+01,3.353541608445502789e+03,4.931851704466258646e+00,-1.391561091737670353e+01
4.560912182436487328e+00,9.961765520852728173e+01,3.357337668760692850e+03,4.936887038439770059e+00,-1.383675488787790187e+01
4.570914182836567363e+00,9.947965291198354976e+01,3.361121698778570590e+03,4.941903502961935146e+00,-1.375825310908878407e+01
4.580916183236647399e+00,9.934243404274683087e+01,3.364893759184686132e+03,4.946901195449344257e+00,-1.368010662672597988e+01
4.590918183636727434e+00,9.920599503607620306e+01,3.368653910399409597e+03,4.951880212888007726e+00,-1.360231642280378850e+01
4.600920184036807470e+00,9.907033231322314748e+01,3.372402212577929731e+03,4.956840651833358535e+00,-1.352488341599325139e+01
4.610922184436887505e+00,9.893544228143159103e+01,3.376138725610255733e+03,4.961782608410251427e+00,-1.344780846190139556e+01
4.620924184836967541e+00,9.880132133393782112e+01,3.379863509121214975e+03,4.966706178312958464e+00,-1.337109235335897495e+01
4.630926185237047576e+00,9.866796585039324441e+01,3.383576622469900030e+03,4.971611456804381213e+00,-1.329473582121610775e+01
4.640928185637127612e+00,9.853537224375752146e+01,3.387278124647949426e+03,4.976498538563631335e+00,-1.321873958690164841e+01
4.650930186037207648e+00,9.840353692804018237e+01,3.390968074236552184e+03,4.981367517609677442e+00,-1.314310432400028361e+01
4.660932186437287683e+00,9.827245629149602735e+01,3.394646529549580464e+03,4.986218487524795684e+00,-1.306783063094572839e+01
4.670934186837367719e+00,9.814212671855071335e+01,3.398313548630796959e+03,4.991051541455107987e+00,-1.299291905684735582e+01
4.680936187237447754e+00,9.801254458980072570e+01,3.401969189253852164e+03,4.995866772110576726e+00,-1.291837010186866763e+01
4.690938187637527790e+00,9.788370628201344914e+01,3.405613508922285746e+03,5.000664271765011826e+00,-1.284418421752726402e+01
4.700940188037607825e+00,9.775560816812706832e+01,3.409246564869526992e+03,5.005444132256064549e+00,-1.277036180701340840e+01
4.710942188437687861e+00,9.762824661725065312e+01,3.412868414058894359e+03,5.010206444985232821e+00,-1.269690322551699069e+01
4.720944188837767896e+00,9.750161799466413015e+01,3.416479113183595018e+03,5.014951300917855903e+00,-1.262380878050829125e+01
4.730946189237847932e+00,9.737571866181825442e+01,3.420078718666725308e+03,5.019678790583118833e+00,-1.255107873209207980e+01
4.740948189637927968e+00,9.725054497633466610e+01,3.423667286661270282e+03,5.024389004074050646e+00,-1.247871329328315682e+01
4.750950190038008003e+00,9.712609329200584796e+01,3.427244873050105525e+03,5.029082031047523493e+00,-1.240671263034408867e+01
4.760952190438088039e+00,9.700235995879509687e+01,3.430811533445993973e+03,5.033757960724254410e+00,-1.233507686304486128e+01
4.770954190838168074e+00,9.687934132283663757e+01,3.434367323191588639e+03,5.038416881888803545e+00,-1.226380606499547810e+01
4.780956191238248110e+00,9.675703372643548050e+01,3.437912297359431250e+03,5.043058882889576822e+00,-1.219290026394349269e+01
4.790958191638328145e+00,9.663543350806752130e+01,3.441446510751953156e+03,5.047684051638822389e+00,-1.212235944203695226e+01
4.800960192038408181e+00,9.651453700237951239e+01,3.444970017901474421e+03,5.052292475612633282e+00,-1.205218353615993010e+01
4.810962192438488216e+00,9.639434054018904874e+01,3.448482873070204278e+03,5.056884241850946538e+00,-1.198237243820108233e+01
4.820964192838568252e+00,9.627484045558009029e+01,3.451985130243379444e+03,5.061459436948129387e+00,-1.191292600356835862e+01
4.830966193238648287e+00,9.615603312364204669e+01,3.455476843020784145e+03,5.066018146887454776e+00,-1.184384409351962120e+01
4.840968193638728323e+00,9.603791490765702576e+01,3.458958064640432440e+03,5.070560457067266213e+00,-1.177512651357852036e+01
4.850970194038808359e+00,9.592048216974485797e+01,3.462428848072776418e+03,5.075086452454432795e+00,-1.170677302878667803e+01
4.860972194438888394e+00,9.580373127527745680e+01,3.465889246023476971e+03,5.079596217589780416e+00,-1.163878336935567148e+01
4.870974194838968430e+00,9.568765859287884723e+01,3.469339310933407432e+03,5.084089836588098876e+00,-1.157115723088137571e+01
4.880976195239048465e+00,9.557226049442517990e+01,3.472779094978649027e+03,5.088567393138135664e+00,-1.150389427471463222e+01
4.890978195639127613e+00,9.545753335504467429e+01,3.476208650070494514e+03,5.093028970502599506e+00,-1.143699412822321904e+01
4.900980196039207648e+00,9.534347355311764716e+01,3.479628027855447272e+03,5.097474651518159483e+00,-1.137045638506212697e+01
4.910982196439287684e+00,9.523007747027655512e+01,3.483037279715220848e+03,5.101904518595446802e+00,-1.130428060550455172e+01
4.920984196839367719e+00,9.511734149140592365e+01,3.486436456766737592e+03,5.106318653719048584e+00,-1.123846631672800811e+01
4.930986197239447755e+00,9.500526200464238968e+01,3.489825609862132296e+03,5.110717138447516739e+00,-1.117301301304525651e+01
4.940988197639527790e+00,9.489383540137470163e+01,3.493204789588748554e+03,5.115100053913359979e+00,-1.110792015622761397e+01
4.950990198039607826e+00,9.478305807624370516e+01,3.496574046269140581e+03,5.119467480823050032e+00,-1.104318717580483877e+01
4.960992198439687861e+00,9.467292642714232898e+01,3.499933429961073671e+03,5.123819499457017201e+00,-1.097881346927798063e+01
4.970994198839767897e+00,9.456343685521562747e+01,3.503282990457521919e+03,5.128156189669653919e+00,-1.091479840243557220e+01
4.980996199239847932e+00,9.445458576486075231e+01,3.506622777286670953e+03,5.132477630889309417e+00,-1.085114130962479351e+01
4.990998199639927968e+00,9.434636956372693817e+01,3.509952839711916113e+03,5.136783902118297718e+00,-1.078784149402049763e+01
5.001000200040008004e+00,9.423878466315025548e+01,3.513273226732144394e+03,5.141075081933436763e+00,-1.072489822838285534e+01
5.011002200440088039e+00,9.413182750512896746e+01,3.516583987049064945e+03,5.145351248439617109e+00,-1.066231078691160405e+01
5.021004200840168075e+00,9.402549454844077559e+01,3.519885168965846788e+03,5.149612479104198393e+00,-1.060007842641455511e+01
5.031006201240248110e+00,9.391978225197756558e+01,3.523176820501399561e+03,5.153858850936585689e+00,-1.053820036950326511e+01
5.041008201640328146e+00,9.381468708263422229e+01,3.526458989421858860e+03,5.158090440540455290e+00,-1.047667581499846534e+01
5.051010202040408181e+00,9.371020551530857290e+01,3.529731723240588508e+03,5.162307324113757367e+00,-1.041550393829221122e+01
5.061012202440488217e+00,9.360633403290145793e+01,3.532995069218178287e+03,5.166509577448715085e+00,-1.035468389154106461e+01
5.071014202840568252e+00,9.350306912631667444e+01,3.536249074362444844e+03,5.170697275931824599e+00,-1.029421480395041044e+01
5.081016203240648288e+00,9.340040729446101864e+01,3.539493785428431693e+03,5.174870494543855948e+00,-1.023409578207738946e+01
5.091018203640728323e+00,9.329834504424427166e+01,3.542729248918410121e+03,5.179029307859852160e+00,-1.017432591000667230e+01
5.101020204040808359e+00,9.319687889057918539e+01,3.545955511081876921e+03,5.183173790049128371e+00,-1.011490424967983159e+01
5.111022204440888395e+00,9.309600535638149665e+01,3.549172617915556657e+03,5.187304014875273594e+00,-1.005582984113917888e+01
5.121024204840968430e+00,9.299572097256992720e+01,3.552380615163399852e+03,5.191420055696151614e+00,-9.997101702728222961e+00
5.131026205241048466e+00,9.289602227806618373e+01,3.555579548316585260e+03,5.195521985463896542e+00,-9.938718831413858368e+00
5.141028205641128501e+00,9.279690581979492947e+01,3.558769462613516680e+03,5.199609876724918145e+00,-9.880680202971866777e+00
5.151030206041208537e+00,9.269836815268385521e+01,3.561950403039827052e+03,5.203683801619896521e+00,-9.822984772273898102e+00
5.161032206441288572e+00,9.260040583966360828e+01,3.565122414328373452e+03,5.207743831883788310e+00,-9.765631473509820637e+00
5.171034206841368608e+00,9.250301545166780670e+01,3.568285540959242553e+03,5.211790038845821371e+00,-9.708619220428836627e+00
5.181036207241448643e+00,9.240619356763305348e+01,3.571439827159745619e+03,5.215822493429495665e+00,-9.651946906599022213e+00
5.191038207641528679e+00,9.230993678565570804e+01,3.574585316906068783e+03,5.219841266157672521e+00,-9.595613419165047731e+00
5.201040208041608714e+00,9.221424173639782396e+01,3.577722053817670258e+03,5.223846426986158420e+00,-9.539617652847134366e+00
5.211042208441688750e+00,9.211910505565366236e+01,3.580850081196113479e+03,5.227838045359973762e+00,-9.483958477930883646e+00
5.221044208841768786e+00,9.202452339005854753e+01,3.583969442105899361e+03,5.231816190344219741e+00,-9.428634749374495527e+00
5.231046209241848821e+00,9.193049339724102254e+01,3.587080179374986983e+03,5.235780930624949647e+00,-9.373645307211923239e+00
5.241048209641928857e+00,9.183701174582292026e+01,3.590182335594793130e+03,5.239732334509167977e+00,-9.318988976816378056e+00
5.251050210042008892e+00,9.174407511541926397e+01,3.593275953120194572e+03,5.243670469924830435e+00,-9.264664569110351522e+00
5.261052210442088928e+00,9.165168019663835253e+01,3.596361074069526694e+03,5.247595404420846599e+00,-9.210670880804649130e+00
5.271054210842168963e+00,9.155982369108173202e+01,3.599437740324583046e+03,5.251507205167076364e+00,-9.157006694614707953e+00
5.281056211242248999e+00,9.146850231134419573e+01,3.602505993530615797e+03,5.255405938954330836e+00,-9.103670779485184994e+00
5.291058211642329034e+00,9.137771278101375572e+01,3.605565875096336640e+03,5.259291672194375877e+00,-9.050661890832834899e+00
5.301060212042409070e+00,9.128745183467171387e+01,3.608617426193914525e+03,5.263164470919925897e+00,-8.997978770756930089e+00
5.311062212442489106e+00,9.119771621789259086e+01,3.611660687758978383e+03,5.267024400784648286e+00,-8.945620148227547475e+00
5.321064212842569141e+00,9.110850268724415457e+01,3.614695700490615764e+03,5.270871527063164308e+00,-8.893584739352789370e+00
5.331066213242649177e+00,9.101980801028743429e+01,3.617722504851371923e+03,5.274705914651044658e+00,-8.841871247553129365e+00
5.341068213642729212e+00,9.093162896557666386e+01,3.620741141067251192e+03,5.278527628064812127e+00,-8.790478363814592910e+00
5.351070214042809248e+00,9.084396234265938119e+01,3.623751649127717883e+03,5.282336731441941602e+00,-8.739404766829110827e+00
5.361072214442888395e+00,9.075680494207634297e+01,3.626754068785692652e+03,5.286133288540860953e+00,-8.688649123314554856e+00
5.371074214842968431e+00,9.067015357824503496e+01,3.629748439564335058e+03,5.289917362752450281e+00,-8.638210091780905486e+00
5.381076215243048466e+00,9.058400509862418915e+01,3.632734800707836257e+03,5.293689017025323906e+00,-8.588086345108131070e+00
5.391078215643128502e+00,9.049835636631534896e+01,3.635713191112713048e+03,5.297448313751815796e+00,-8.538276547911394232e+00
5.401080216043208537e+00,9.041320425619350942e+01,3.638683649447868447e+03,5.301195314959694649e+00,-8.488779354830185753e+00
5.411082216443288573e+00,9.032854565579640393e+01,3.641646214164329194e+03,5.304930082327975249e+00,-8.439593412043365106e+00
5.421084216843368608e+00,9.024437746532453275e+01,3.644600923495244388e+03,5.308652677186919355e+00,-8.390717357479147154e+00
5.431086217243448644e+00,9.016069659764107769e+01,3.647547815455886393e+03,5.312363160518034810e+00,-8.342149821013265409e+00
5.441088217643528679e+00,9.007749997827198740e+01,3.650486927843651756e+03,5.316061592954073767e+00,-8.293889424675576549e+00
5.451090218043608715e+00,8.999478454540592054e+01,3.653418298238060288e+03,5.319748034779037127e+00,-8.245934782824733134e+00
5.461092218443688751e+00,8.991254724989427416e+01,3.656341964000753705e+03,5.323422545928170990e+00,-8.198284502351199876e+00
5.471094218843768786e+00,8.983078505525119795e+01,3.659257962275498357e+03,5.327085185987966653e+00,-8.150937182848736029e+00
5.481096219243848822e+00,8.974949493765355157e+01,3.662166329988183861e+03,5.330736014196162387e+00,-8.103891416863781672e+00
5.491098219643928857e+00,8.966867388594091892e+01,3.665067103846822647e+03,5.334375089441744322e+00,-8.057145790003652053e+00
5.501100220044008893e+00,8.958831890161565070e+01,3.667960320341550414e+03,5.338002470264942012e+00,-8.010698881182761966e+00
5.511102220444088928e+00,8.950842699884279341e+01,3.670846015744626129e+03,5.341618214857233760e+00,-7.964549262767270932e+00
5.521104220844168964e+00,8.942899520445014616e+01,3.673724226110432937e+03,5.345222381061341288e+00,-7.918695500807977794e+00
5.531106221244248999e+00,8.935002055792824649e+01,3.676594987275475887e+03,5.348815026371234183e+00,-7.873136155162058003e+00
5.541108221644329035e+00,8.927150011143034192e+01,3.679458334858384205e+03,5.352396207932129890e+00,-7.827869779702645303e+00
5.551110222044409070e+00,8.919343092986808585e+01,3.682314304260746212e+03,5.355965982541849080e+00,-7.782894922661839132e+00
5.561112222444489106e+00,8.911581010186107221e+01,3.685162930679488454e+03,5.359524406673097374e+00,-7.738210140531236902e+00
5.571114222844569142e+00,8.903863474347055273e+01,3.688004248977568750e+03,5.363071536266822648e+00,-7.693813999980179119e+00
5.581116223244649177e+00,8.896190198393995274e+01,3.690838293771452754e+03,5.366607426869415498e+00,-7.649705062413218570e+00
5.591118223644729213e+00,8.888560896586884041e+01,3.693665099479533637e+03,5.370132133710434630e+00,-7.605881885532852493e+00
5.601120224044809248e+00,8.880975284521284152e+01,3.696484700322132994e+03,5.373645711702600636e+00,-7.562343023479272119e+00
5.611122224444889284e+00,8.873433079128366785e+01,3.699297130321500845e+03,5.377148215441801327e+00,-7.519087027008282575e+00
5.621124224844969319e+00,8.865933998674913141e+01,3.702102423301813815e+03,5.380639699207088178e+00,-7.476112443648148087e+00
5.631126225245049355e+00,8.858477762763314445e+01,3.704900612889178319e+03,5.384120216960678107e+00,-7.433417817864643951e+00
5.641128225645129390e+00,8.851064092331567679e+01,3.707691732511627833e+03,5.387589822347952584e+00,-7.391001691254288630e+00
5.651130226045209426e+00,8.843692709653282691e+01,3.710475815399124258e+03,5.391048568697459409e+00,-7.348862602657497689e+00
5.661132226445289461e+00,8.836363338337675088e+01,3.713252894583557008e+03,5.394496509020910047e+00,-7.306999088368485218e+00
5.671134226845369497e+00,8.829075703329569080e+01,3.716023002898744380e+03,5.397933696013182292e+00,-7.265409682235926425e+00
5.681136227245449533e+00,8.821829530909400319e+01,3.718786172980432184e+03,5.401360182052316716e+00,-7.224092915899404943e+00
5.691138227645529568e+00,8.814624548693213058e+01,3.721542437266294655e+03,5.404776019199520221e+00,-7.183047318877626708e+00
5.701140228045609604e+00,8.807460485632658731e+01,3.724291827995933545e+03,5.408181259199166924e+00,-7.142271418743170841e+00
5.711142228445689639e+00,8.800337072014997375e+01,3.727034377210879484e+03,5.411575953478791057e+00,-7.101763741315686218e+00
5.721144228845769675e+00,8.793254039463099048e+01,3.729770116754590163e+03,5.414960153149096733e+00,-7.061522810746140522e+00
5.731146229245849710e+00,8.786211120935443830e+01,3.732499078272451698e+03,5.418333909003949955e+00,-7.021547149716909075e+00
5.741148229645929746e+00,8.779208050853095813e+01,3.735221293221778524e+03,5.421697271536715768e+00,-6.981835281390857517e+00
5.751150230046009781e+00,8.772244566407194100e+01,3.737936792841383522e+03,5.425050290894328775e+00,-6.942385745129179497e+00
5.761152230446089817e+00,8.765320406933648201e+01,3.740645608063496638e+03,5.428393016734521126e+00,-6.903197086909713676e+00
5.771154230846169852e+00,8.758435313102198450e+01,3.743347769631585379e+03,5.431725498413119801e+00,-6.864267852088687505e+00
5.781156231246249888e+00,8.751589026917034175e+01,3.746043308111057740e+03,5.435047785001227538e+00,-6.825596585759456048e+00
5.791158231646329924e+00,8.744781291716792282e+01,3.748732253889260392e+03,5.438359925285218388e+00,-6.787181832912729362e+00
5.801160232046409959e+00,8.738011852174557248e+01,3.751414637175479584e+03,5.441661967766740382e+00,-6.749022138566836304e+00
5.811162232446489995e+00,8.731280454297856863e+01,3.754090488000940695e+03,5.444953960662715531e+00,-6.711116047915716365e+00
5.821164232846569142e+00,8.724586845428670756e+01,3.756759836218809141e+03,5.448235951905335384e+00,-6.673462106456867104e+00
5.831166233246649178e+00,8.717930774243423286e+01,3.759422711504189465e+03,5.451507989142070798e+00,-6.636058860156367700e+00
5.841168233646729213e+00,8.711311990752984968e+01,3.762079143354125335e+03,5.454770119735660394e+00,-6.598904855516209977e+00
5.851170234046809249e+00,8.704730246302676733e+01,3.764729161087599550e+03,5.458022390764118548e+00,-6.561998639785699083e+00
5.861172234446889284e+00,8.698185293572264243e+01,3.767372793845535398e+03,5.461264849020733614e+00,-6.525338761055344605e+00
5.871174234846969320e+00,8.691676886575960737e+01,3.770010070590794385e+03,5.464497541014063486e+00,-6.488923768398109360e+00
5.881176235247049355e+00,8.685204780662425605e+01,3.772641020108178054e+03,5.467720512967944479e+00,-6.452752211971024110e+00
5.891178235647129391e+00,8.678768732514768658e+01,3.775265671004426622e+03,5.470933810821481558e+00,-6.416822643192780617e+00
5.901180236047209426e+00,8.672368500150541593e+01,3.777884051708220795e+03,5.474137480229055441e+00,-6.381133614842930513e+00
5.911182236447289462e+00,8.666003842921749367e+01,3.780496190470179954e+03,5.477331566560319054e+00,-6.345683681189193237e+00
5.921184236847369498e+00,8.659674521514840251e+01,3.783102115362863060e+03,5.480516114900199298e+00,-6.310471398132698084e+00
5.931186237247449533e+00,8.653380298124496051e+01,3.785701854297482896e+03,5.483691170076133048e+00,-6.275495325841191629e+00
5.941188237647529569e+00,8.647120937644807270e+01,3.788295434964777996e+03,5.486856776565808502e+00,-6.240754042563168014e+00
5.951190238047609604e+00,8.640896206914749200e+01,3.790882884791463766e+03,5.490012978425512280e+00,-6.206246134317588314e+00
5.961192238447689640e+00,8.634705874061231157e+01,3.793464231042720712e+03,5.493159819453229176e+00,-6.171970189059052814e+00
5.971194238847769675e+00,8.628549708495232551e+01,3.796039500825219875e+03,5.496297343193493390e+00,-6.137924796839172359e+00
5.981196239247849711e+00,8.622427480911805731e+01,3.798608721087127833e+03,5.499425592937394747e+00,-6.104108549894213809e+00
5.991198239647929746e+00,8.616338963290070296e+01,3.801171918618103064e+03,5.502544611722575141e+00,-6.070520042798541738e+00
6.001200240048009782e+00,8.610283928893221628e+01,3.803729120049297762e+03,5.505654442333232090e+00,-6.037157872540774406e+00
6.011202240448089817e+00,8.604262152268526620e+01,3.806280351853357843e+03,5.508755127300112520e+00,-6.004020638656086817e+00
6.021204240848169853e+00,8.598273409247320842e+01,3.808825640344422027e+03,5.511846708900519864e+00,-5.971106943348289064e+00
6.031206241248249889e+00,8.592317476945012800e+01,3.811365011678122301e+03,5.514929229158309631e+00,-5.938415391562990919e+00
6.041208241648329924e+00,8.586394133761082514e+01,3.813898491851584367e+03,5.518002729843890286e+00,-5.905944591164995927e+00
6.051210242048409960e+00,8.580503159379082945e+01,3.816426106703427195e+03,5.521067252474225029e+00,-5.873693152962012221e+00
6.061212242448489995e+00,8.574644334766632880e+01,3.818947881913762103e+03,5.524122838312827355e+00,-5.841659690889549950e+00
6.071214242848570031e+00,8.568817442175431154e+01,3.821463843004195496e+03,5.527169528369768159e+00,-5.809842822071203727e+00
6.081216243248650066e+00,8.563022265141241007e+01,3.823974015337825222e+03,5.530207363401666854e+00,-5.778241166944425800e+00
6.091218243648730102e+00,8.557258588483900041e+01,3.826478424119243755e+03,5.533236383911701139e+00,-5.746853349385595777e+00
6.101220244048810137e+00,8.551526198307317372e+01,3.828977094394536834e+03,5.536256630149598124e+00,-5.715677996748581791e+00
6.111222244448890173e+00,8.545824881999473632e+01,3.831470051051282098e+03,5.539268142111639648e+00,-5.684713740054469611e+00
6.121224244848970208e+00,8.540154428298679079e+01,3.833957318833089630e+03,5.542270959564177701e+00,-5.653959215192585930e+00
6.131226245249050244e+00,8.534514628314097706e+01,3.836438922301203093e+03,5.545265121984296997e+00,-5.623413075106185488e+00
6.141228245649130280e+00,8.528905275233351801e+01,3.838914885766843327e+03,5.548250668450392276e+00,-5.593073984728015091e+00
6.151230246049210315e+00,8.523326163465877414e+01,3.841385233395835257e+03,5.551227637808327842e+00,-5.562940612583155087e+00
6.161232246449290351e+00,8.517777088622187875e+01,3.843849989214134439e+03,5.554196068680272269e+00,-5.533011630725873431e+00
6.171234246849370386e+00,8.512257847513868114e+01,3.846309177107827509e+03,5.557155999464701068e+00,-5.503285714834809994e+00
6.181236247249450422e+00,8.506768238153583184e+01,3.848762820823132643e+03,5.560107468336394021e+00,-5.473761544307571114e+00
6.191238247649530457e+00,8.501308059755068314e+01,3.851210943966398190e+03,5.563050513246435180e+00,-5.444437802373087720e+00
6.201240248049610493e+00,8.495877112733137437e+01,3.853653570004103585e+03,5.565985171922214647e+00,-5.415313176165760467e+00
6.211242248449690528e+00,8.490475198703677506e+01,3.856090722262860254e+03,5.568911481867428570e+00,-5.386386356808124276e+00
6.221244248849770564e+00,8.485102120483649912e+01,3.858522423929410252e+03,5.571829480362075593e+00,-5.357656039549397065e+00
6.231246249249850599e+00,8.479757682091096171e+01,3.860948698050625808e+03,5.574739204462463071e+00,-5.329120923790156894e+00
6.241248249649930635e+00,8.474441688745126555e+01,3.863369567533511145e+03,5.577640691001200857e+00,-5.300779713219370137e+00
6.251250250050010671e+00,8.469153946865928617e+01,3.865785055145202023e+03,5.580533976587204847e+00,-5.272631115884657049e+00
6.261252250450090706e+00,8.463894264074767193e+01,3.868195183512963467e+03,5.583419097605695214e+00,-5.244673844299704513e+00
6.271254250850170742e+00,8.458662449193978716e+01,3.870599975124193406e+03,5.586296090218199062e+00,-5.216906615503610567e+00
6.281256251250250777e+00,8.453458312246976902e+01,3.872999452326419487e+03,5.589164990362546881e+00,-5.189328151157496904e+00
6.291258251650329925e+00,8.448281664458251328e+01,3.875393637327300894e+03,5.592025833752874320e+00,-5.161937177649456032e+00
6.301260252050409960e+00,8.443132318253364588e+01,3.877782552194627897e+03,5.594878655879624851e+00,-5.134732426170849351e+00
6.311262252450489996e+00,8.438010087253253744e+01,3.880166218859224045e+03,5.597723492014196722e+00,-5.107712632761504779e+00
6.321264252850570031e+00,8.432914786684436592e+01,3.882544659134083304e+03,5.600560377240721088e+00,-5.080876544072268075e+00
6.331266253250650067e+00,8.427846234204479003e+01,3.884917894594387235e+03,5.603389346265011284e+00,-5.054222925376215869e+00
6.341268253650730102e+00,8.422804248781066860e+01,3.887285946661384060e+03,5.606210433546817917e+00,-5.027750548168988587e+00
6.351270254050810138e+00,8.417788650480132162e+01,3.889648836633873543e+03,5.609023673349962991e+00,-5.001458188288097517e+00
6.361272254450890173e+00,8.412799260465862972e+01,3.892006585688206542e+03,5.611829099742339011e+00,-4.975344625953226796e+00
6.371274254850970209e+00,8.407835901000701995e+01,3.894359214878284547e+03,5.614626746595912543e+00,-4.949408645871208989e+00
6.381276255251050245e+00,8.402898395445342317e+01,3.896706745135559231e+03,5.617416647586718881e+00,-4.923649037274941520e+00
6.391278255651130280e+00,8.397986568258733087e+01,3.899049197269034721e+03,5.620198836194867376e+00,-4.898064594055199450e+00
6.401280256051210316e+00,8.393100244998075254e+01,3.901386591965263960e+03,5.622973345704538772e+00,-4.872654114779699341e+00
6.411282256451290351e+00,8.388239252318822992e+01,3.903718949788352347e+03,5.625740209203982545e+00,-4.847416402795730050e+00
6.421284256851370387e+00,8.383403417974683691e+01,3.906046291179955006e+03,5.628499459585523113e+00,-4.822350266303956801e+00
6.431286257251450422e+00,8.378592570817617968e+01,3.908368636459278605e+03,5.631251129545554512e+00,-4.797454518422618719e+00
6.441288257651530458e+00,8.373806540797842501e+01,3.910686005823080450e+03,5.633995251584543951e+00,-4.772727977278833578e+00
6.451290258051610493e+00,8.369045158963821507e+01,3.912998419345668481e+03,5.636731858007029139e+00,-4.748169466043542286e+00
6.461292258451690529e+00,8.364308257462278107e+01,3.915305896978901728e+03,5.639460980921619182e+00,-4.723777813040506146e+00
6.471294258851770564e+00,8.359595669538185803e+01,3.917608458552189404e+03,5.642182652240996354e+00,-4.699551851807882485e+00
6.481296259251850600e+00,8.354907229534771318e+01,3.919906123772492720e+03,5.644896903681912548e+00,-4.675490421150293230e+00
6.491298259651930636e+00,8.350242772893516019e+01,3.922198912224323067e+03,5.647603766765191935e+00,-4.651592365245861060e+00
6.501300260052010671e+00,8.345602136154154493e+01,3.924486843369742019e+03,5.650303272815730971e+00,-4.627856533669174155e+00
6.511302260452090707e+00,8.340985156937595946e+01,3.926769936556749144e+03,5.652995452975960511e+00,-4.604281781447284061e+00
6.521304260852170742e+00,8.336391674519933304e+01,3.929048211016020105e+03,5.655680338202015989e+00,-4.580866976431764215e+00
6.531306261252250778e+00,8.331821530309974833e+01,3.931321685763220557e+03,5.658357959107604529e+00,-4.557611003377125769e+00
6.541308261652330813e+00,8.327274566794397970e+01,3.933590379694431704e+03,5.661028346115057452e+00,-4.534512752592313234e+00
6.551310262052410849e+00,8.322750627445205396e+01,3.935854311599305674e+03,5.663691529476287734e+00,-4.511571119026250187e+00
6.561312262452490884e+00,8.318249556719719351e+01,3.938113500161066440e+03,5.666347539272788225e+00,-4.488785002413472114e+00
6.571314262852570920e+00,8.313771200060587319e+01,3.940367963956507538e+03,5.668996405415634321e+00,-4.466153307271362394e+00
6.581316263252650955e+00,8.309315403895774921e+01,3.942617721455994797e+03,5.671638157645480405e+00,-4.443674942980003095e+00
6.591318263652730991e+00,8.304882015638571602e+01,3.944862791023464524e+03,5.674272825532563402e+00,-4.421348823870928868e+00
6.601320264052811027e+00,8.300470883687587786e+01,3.947103190916424410e+03,5.676900438476702782e+00,-4.399173869250688540e+00
6.611322264452891062e+00,8.296081857426757722e+01,3.949338939285953074e+03,5.679521025707295223e+00,-4.377149003460921506e+00
6.621324264852971098e+00,8.291714787225335215e+01,3.951570054176700523e+03,5.682134616283321726e+00,-4.355273155974757060e+00
6.631326265253051133e+00,8.287369524437897894e+01,3.953796553526886782e+03,5.684741239093343168e+00,-4.333545261419160965e+00
6.641328265653131169e+00,8.283045921404344369e+01,3.956018455168304627e+03,5.687340922855501191e+00,-4.311964259651908549e+00
6.651330266053211204e+00,8.278743831449894230e+01,3.958235776826315941e+03,5.689933696117519091e+00,-4.290529095829086259e+00
6.661332266453291240e+00,8.274463108885090890e+01,3.960448536119855817e+03,5.692519587256700930e+00,-4.269238720416872468e+00
6.671334266853371275e+00,8.270203609005797318e+01,3.962656750561427998e+03,5.695098624479931537e+00,-4.248092089303987962e+00
6.681336267253451311e+00,8.265965188093201732e+01,3.964860437557109435e+03,5.697670835823677393e+00,-4.227088163840249990e+00
6.691338267653531346e+00,8.261747703413811905e+01,3.967059614406547098e+03,5.700236249153986634e+00,-4.206225910874600515e+00
6.701340268053611382e+00,8.257551013219456593e+01,3.969254298302959342e+03,5.702794892166487273e+00,-4.185504302820348244e+00
6.711342268453691418e+00,8.253374976731879542e+01,3.971444506336489212e+03,5.705346792391755351e+00,-4.164922317611832625e+00
6.721344268853771453e+00,8.249219454397093898e+01,3.973630255511423456e+03,5.707891977223745528e+00,-4.144478942355391382e+00
6.731346269253851489e+00,8.245084308763939873e+01,3.975811562639378735e+03,5.710430473749801727e+00,-4.124173182524010883e+00
6.741348269653931524e+00,8.240969403460938736e+01,3.977988444415089361e+03,5.712962308870234374e+00,-4.104004050388788016e+00
6.751350270054010672e+00,8.236874602986115690e+01,3.980160917441392030e+03,5.715487509338052163e+00,-4.083970562906493740e+00
