t,D,M,dD_dt,dD_dt_noisy
8.341668333666731883e+00,4.771530715350916912e-03,1.985531942795149829e-01,-1.597949513379453949e-03,-3.126423302832124964e-03
8.347669533906779904e+00,4.761953949827965604e-03,1.983608563501648714e-01,-1.593669145477869149e-03,-5.419573675963399416e-03
8.353670734146827925e+00,4.752402828499863521e-03,1.981686681527187188e-01,-1.589402955198683997e-03,-4.048347426019912806e-03
8.359671934386875947e+00,4.742877266530149023e-03,1.979766297012023335e-01,-1.585150889428374498e-03,-3.518179111918482479e-03
8.365673134626923968e+00,4.733377179423549352e-03,1.977847410089974278e-01,-1.580912895274229173e-03,-1.594808575954307110e-03
8.371674334866971989e+00,4.723902483025979766e-03,1.975930020888417848e-01,-1.576688920063848160e-03,-3.640639866036341800e-03
8.377675535107020011e+00,4.714453093524544405e-03,1.974014129528291195e-01,-1.572478911344642964e-03,-4.592969832904499408e-03
8.383676735347068032e+00,4.705028927447537160e-03,1.972099736124091618e-01,-1.568282816883340971e-03,-2.097270887145945284e-03
8.389677935587116053e+00,4.695629901664439068e-03,1.970186840783876570e-01,-1.564100584665482820e-03,2.283707300921661559e-03
8.395679135827164075e+00,4.686255933385920919e-03,1.968275443609262543e-01,-1.559932162894927567e-03,-2.964633927672129590e-03
8.401680336067212096e+00,4.676906940163841515e-03,1.966365544695427292e-01,-1.555777499993353952e-03,-6.272704690938632303e-04
8.407681536307260117e+00,4.667582839663186184e-03,1.964457144135727806e-01,-1.551636544526998913e-03,-1.391742882068067091e-03
8.413682736547308139e+00,4.658283547670081202e-03,1.962550242060428496e-01,-1.547509244570290966e-03,3.768626183818857452e-03
8.419683936787356160e+00,4.649008982081391517e-03,1.960644838554299330e-01,-1.543395548978019650e-03,-5.339911868296976991e-03
8.425685137027404181e+00,4.639759061738044608e-03,1.958740933683185415e-01,-1.539295407013210014e-03,6.514678874167479164e-04
8.431686337267452203e+00,4.630533705754552934e-03,1.956838527507937797e-01,-1.535208768132836129e-03,-4.097978759733063303e-03
8.437687537507500224e+00,4.621332833519018260e-03,1.954937620084415684e-01,-1.531135581987393482e-03,-2.715966090027664356e-03
8.443688737747548245e+00,4.612156364693127328e-03,1.953038211463484219e-01,-1.527075798420463558e-03,-1.720439105207287800e-03
8.449689937987596267e+00,4.603004219212157057e-03,1.951140301691015322e-01,-1.523029367468290134e-03,4.849143036127790199e-03
8.455691138227644288e+00,4.593876317284969341e-03,1.949243890807888790e-01,-1.518996239359347335e-03,-3.045006859925999607e-03
8.461692338467692309e+00,4.584772579394015384e-03,1.947348978849989809e-01,-1.514976364513911586e-03,-5.292744591010586225e-03
8.467693538707740331e+00,4.575692926295332232e-03,1.945455565848211998e-01,-1.510969693543634008e-03,1.083757507138818216e-03
8.473694738947788352e+00,4.566637279018543639e-03,1.943563651828454364e-01,-1.506976177251110639e-03,-3.185448393911316772e-03
8.479695939187836373e+00,4.557605558866864408e-03,1.941673236811624070e-01,-1.502995766629460894e-03,-1.988896474010844878e-03
8.485697139427884395e+00,4.548597687417092576e-03,1.939784320813633944e-01,-1.499028412861893884e-03,-1.547112058750406893e-03
8.491698339667932416e+00,4.539613586519615496e-03,1.937896903845404695e-01,-1.495074067321285581e-03,-1.301096496159500704e-03
8.497699539907980437e+00,4.530653178298408960e-03,1.936010985912863247e-01,-1.491132681569753808e-03,-1.831409938283537009e-03
8.503700740148028459e+00,4.521716385151032871e-03,1.934126567016943854e-01,-1.487204207358231063e-03,-9.516913354101235638e-04
8.509701940388076480e+00,4.512803129748637308e-03,1.932243647153587263e-01,-1.483288596626040380e-03,-7.085693921545532271e-04
8.515703140628124501e+00,4.503913335035959926e-03,1.930362226313740992e-01,-1.479385801500470539e-03,2.284598349354084387e-04
8.521704340868172523e+00,4.495046924231323356e-03,1.928482304483359888e-01,-1.475495774296352574e-03,-2.329962046095676413e-03
8.527705541108220544e+00,4.486203820826639536e-03,1.926603881643405292e-01,-1.471618467515635638e-03,-2.969078754225442946e-03
8.533706741348268565e+00,4.477383948587407118e-03,1.924726957769845592e-01,-1.467753833846965027e-03,-3.594854391181072969e-03
8.539707941588316586e+00,4.468587231552711460e-03,1.922851532833655952e-01,-1.463901826165258692e-03,-2.784840258268608988e-04
8.545709141828364608e+00,4.459813594035228097e-03,1.920977606800818305e-01,-1.460062397531285919e-03,-1.552658687923516275e-03
8.551710342068412629e+00,4.451062960621215807e-03,1.919105179632321634e-01,-1.456235501191244924e-03,-3.498263583355790043e-04
8.557711542308460650e+00,4.442335256170524410e-03,1.917234251284161972e-01,-1.452421090576343915e-03,-3.760286069446011712e-04
8.563712742548508672e+00,4.433630405816588703e-03,1.915364821707341292e-01,-1.448619119302376520e-03,1.923134747406833860e-03
8.569713942788556693e+00,4.424948334966431057e-03,1.913496890847869725e-01,-1.444829541169306755e-03,-1.029819350035234699e-03
8.575715143028604714e+00,4.416288969300663156e-03,1.911630458646763064e-01,-1.441052310160846183e-03,6.369032321927961017e-05
8.581716343268652736e+00,4.407652234773482523e-03,1.909765525040045264e-01,-1.437287380444036283e-03,-3.842467033033663496e-03
8.587717543508700757e+00,4.399038057612674260e-03,1.907902089958745662e-01,-1.433534706368829077e-03,-3.594138058748735671e-03
8.593718743748748778e+00,4.390446364319610176e-03,1.906040153328901476e-01,-1.429794242467670147e-03,-2.053269734076391614e-03
8.599719943988796800e+00,4.381877081669250523e-03,1.904179715071556422e-01,-1.426065943455080785e-03,-3.859501295083975041e-03
8.605721144228844821e+00,4.373330136710143132e-03,1.902320775102761263e-01,-1.422349764227241221e-03,-4.316332864494603488e-05
8.611722344468892842e+00,4.364805456764421672e-03,1.900463333333573535e-01,-1.418645659861574732e-03,-4.084751236410215369e-03
8.617723544708940864e+00,4.356302969427808258e-03,1.898607389670057544e-01,-1.414953585616331297e-03,-1.278187548144904540e-03
8.623724744948988885e+00,4.347822602569613448e-03,1.896752944013284647e-01,-1.411273496930172573e-03,-6.327464739929374374e-03
8.629725945189036906e+00,4.339364284332732774e-03,1.894899996259332697e-01,-1.407605349421756427e-03,-3.617164796232447133e-03
8.635727145429084928e+00,4.330927943133651079e-03,1.893048546299286872e-01,-1.403949098889324936e-03,-2.082019771427219036e-03
8.641728345669132949e+00,4.322513507662439913e-03,1.891198594019238843e-01,-1.400304701310288490e-03,-1.918384075040737921e-03
8.647729545909180970e+00,4.314120906882757539e-03,1.889350139300287612e-01,-1.396672112840814228e-03,-4.979963599573365360e-03
8.653730746149228992e+00,4.305750070031850660e-03,1.887503182018538395e-01,-1.393051289815413173e-03,-1.175713131630484395e-03
8.659731946389277013e+00,4.297400926620552689e-03,1.885657722045103735e-01,-1.389442188746528237e-03,5.602858686600392917e-04
8.665733146629325034e+00,4.289073406433285482e-03,1.883813759246102948e-01,-1.385844766324122656e-03,-8.936395584891723351e-05
8.671734346869373056e+00,4.280767439528055870e-03,1.881971293482662122e-01,-1.382258979415270598e-03,-2.699425108291087123e-03
8.677735547109421077e+00,4.272482956236460863e-03,1.880130324610914117e-01,-1.378684785063745161e-03,-2.553278461400822902e-03
8.683736747349469098e+00,4.264219887163683310e-03,1.878290852481998841e-01,-1.375122140489610286e-03,-3.747722703888494572e-03
8.689737947589517120e+00,4.255978163188493639e-03,1.876452876942063253e-01,-1.371571003088811139e-03,-1.119950138648941919e-04
8.695739147829565141e+00,4.247757715463249852e-03,1.874616397832260806e-01,-1.368031330432765806e-03,1.515286345071143771e-03
8.701740348069613162e+00,4.239558475413896660e-03,1.872781414988752002e-01,-1.364503080267958062e-03,-2.416414031269009492e-03
8.707741548309661184e+00,4.231380374739968087e-03,1.870947928242703839e-01,-1.360986210515528847e-03,-4.756622344411089338e-03
8.713742748549709205e+00,4.223223345414582261e-03,1.869115937420290918e-01,-1.357480679270870773e-03,-9.574721940610738617e-04
8.719743948789757226e+00,4.215087319684448358e-03,1.867285442342693780e-01,-1.353986444803222198e-03,6.155240340984143022e-05
8.725745149029805248e+00,4.206972230069860527e-03,1.865456442826100847e-01,-1.350503465555262170e-03,-6.794751165005447589e-03
8.731746349269853269e+00,4.198878009364699626e-03,1.863628938681706482e-01,-1.347031700142703415e-03,-1.070319620878345829e-03
8.737747549509901290e+00,4.190804590636437559e-03,1.861802929715712374e-01,-1.343571107353891403e-03,2.985202852007790009e-03
8.743748749749949312e+00,4.182751907044215955e-03,1.859978415733048174e-01,-1.340121646093265801e-03,3.011735727661115150e-04
8.749749949989997333e+00,4.174719890028375999e-03,1.858155396573052121e-01,-1.336683274822137672e-03,-2.357656729772257889e-04
8.755751150230045354e+00,4.166708472831213289e-03,1.856333872036056154e-01,-1.333255952644539846e-03,-5.290133979944075570e-04
8.761752350470093376e+00,4.158717589552582243e-03,1.854513841905201799e-01,-1.329839639015768229e-03,7.939580035735518179e-04
8.767753550710141397e+00,4.150747174510149157e-03,1.852695305959844718e-01,-1.326434293544658666e-03,-3.208768801158550822e-03
8.773754750950189418e+00,4.142797162239394808e-03,1.850878263975552218e-01,-1.323039875993238697e-03,-3.013715480867224655e-03
8.779755951190237440e+00,4.134867487493614456e-03,1.849062715724105188e-01,-1.319656346276376711e-03,-5.045177284881039413e-04
8.785757151430285461e+00,4.126958085243914373e-03,1.847248660973496714e-01,-1.316283664461430445e-03,-2.686942353442169518e-03
8.791758351670333482e+00,4.119068890679215313e-03,1.845436099487933468e-01,-1.312921790767897223e-03,-7.955169503383087166e-04
8.797759551910381504e+00,4.111199839206250775e-03,1.843625031027834038e-01,-1.309570685567067010e-03,-5.134695652827852425e-03
8.803760752150429525e+00,4.103350866449568743e-03,1.841815455349830322e-01,-1.306230309381672429e-03,2.096790180475939600e-04
8.809761952390477546e+00,4.095521908251529945e-03,1.840007372206766689e-01,-1.302900622885538352e-03,3.910422015141312019e-04
8.815763152630525568e+00,4.087712900672306991e-03,1.838200781347700818e-01,-1.299581586903237771e-03,-1.212225782708721339e-03
8.821764352870573589e+00,4.079923779989888706e-03,1.836395682517902583e-01,-1.296273162409743553e-03,-9.674272801135541840e-04
8.827765553110621610e+00,4.072154482700075795e-03,1.834592075458855165e-01,-1.292975310530079976e-03,1.948326860876405976e-03
8.833766753350669632e+00,4.064404945516479975e-03,1.832789959908254218e-01,-1.289687992538976870e-03,-3.455877248302985372e-03
8.839767953590717653e+00,4.056675105370530915e-03,1.830989335600008427e-01,-1.286411169860527445e-03,-3.112724482430971346e-03
8.845769153830765674e+00,4.048964899411468428e-03,1.829190202264238951e-01,-1.283144804067837220e-03,-3.470757391898743154e-03
8.851770354070813696e+00,4.041274265006345075e-03,1.827392559627279978e-01,-1.279888856882684459e-03,-2.129349199393777096e-03
8.857771554310861717e+00,4.033603139740030499e-03,1.825596407411678446e-01,-1.276643290175172567e-03,-3.298943132191914460e-03
8.863772754550909738e+00,4.025951461415202756e-03,1.823801745336194047e-01,-1.273408065963388142e-03,-1.199311111585509276e-03
8.869773954790957760e+00,4.018319168052357851e-03,1.822008573115799501e-01,-1.270183146413057709e-03,-2.571656758411229073e-03
8.875775155031005781e+00,4.010706197889801067e-03,1.820216890461679726e-01,-1.266968493837203596e-03,-4.165266733147951136e-03
8.881776355271053802e+00,4.003112489383654771e-03,1.818426697081233223e-01,-1.263764070695803498e-03,-4.364119543045275051e-03
8.887777555511101824e+00,3.995537981207851475e-03,1.816637992678070690e-01,-1.260569839595447866e-03,1.162744374167419114e-03
8.893778755751149845e+00,3.987982612254139039e-03,1.814850776952016131e-01,-1.257385763288999250e-03,-1.395143399196087592e-03
8.899779955991197866e+00,3.980446321632077206e-03,1.813065049599105749e-01,-1.254211804675251212e-03,-1.708887453344379694e-03
8.905781156231245888e+00,3.972929048669041063e-03,1.811280810311588774e-01,-1.251047926798588752e-03,-1.197908755992564906e-03
8.911782356471293909e+00,3.965430732910216714e-03,1.809498058777927743e-01,-1.247894092848648735e-03,-1.412618324536942926e-03
8.917783556711341930e+00,3.957951314118605610e-03,1.807716794682797112e-01,-1.244750266159980537e-03,2.674756050047492981e-04
8.923784756951389951e+00,3.950490732275020213e-03,1.805937017707084646e-01,-1.241616410211707558e-03,-1.170983538212385256e-04
8.929785957191437973e+00,3.943048927578089204e-03,1.804158727527890860e-01,-1.238492488627190684e-03,-2.417907981334932108e-03
8.935787157431485994e+00,3.935625840444251407e-03,1.802381923818529297e-01,-1.235378465173688281e-03,-2.882432579600249616e-03
8.941788357671534015e+00,3.928221411507761864e-03,1.800606606248525698e-01,-1.232274303762022263e-03,-3.405715880884213793e-03
8.947789557911582037e+00,3.920835581620687495e-03,1.798832774483618835e-01,-1.229179968446239167e-03,-3.731442560869405352e-03
8.953790758151630058e+00,3.913468291852908836e-03,1.797060428185760783e-01,-1.226095423423277306e-03,1.578195856717410240e-03
8.959791958391678079e+00,3.906119483492119168e-03,1.795289567013115817e-01,-1.223020633032627846e-03,-3.056099102361463545e-03
8.965793158631726101e+00,3.898789098043825823e-03,1.793520190620061239e-01,-1.219955561756004342e-03,-5.258047148839298593e-03
8.971794358871774122e+00,3.891477077231349311e-03,1.791752298657186826e-01,-1.216900174217005765e-03,-2.903869097932066864e-03
8.977795559111822143e+00,3.884183362995823324e-03,1.789985890771295662e-01,-1.213854435180783224e-03,-2.790577823804164023e-03
8.983796759351870165e+00,3.876907897496195167e-03,1.788220966605403306e-01,-1.210818309553708845e-03,-5.511150812341091996e-04
8.989797959591918186e+00,3.869650623109224894e-03,1.786457525798738344e-01,-1.207791762383041406e-03,-2.979756933953800653e-03
8.995799159831966207e+00,3.862411482429486172e-03,1.784695567986742115e-01,-1.204774758856595436e-03,-1.352686247832537991e-04
9.001800360072014229e+00,3.855190418269366717e-03,1.782935092801068155e-01,-1.201767264302409889e-03,-4.247133150993003415e-04
9.007801560312062250e+00,3.847987373659066557e-03,1.781176099869583584e-01,-1.198769244188417453e-03,1.334889791881494533e-03
9.013802760552110271e+00,3.840802291846599336e-03,1.779418588816368274e-01,-1.195780664122114310e-03,3.138205494024934490e-03
9.019803960792158293e+00,3.833635116297792311e-03,1.777662559261714015e-01,-1.192801489850229884e-03,4.505006760411624928e-03
9.025805161032206314e+00,3.826485790696285486e-03,1.775908010822126737e-01,-1.189831687258399847e-03,1.511837598507131042e-03
9.031806361272254335e+00,3.819354258943532913e-03,1.774154943110323734e-01,-1.186871222370835220e-03,-3.506271864924089422e-03
9.037807561512302357e+00,3.812240465158801828e-03,1.772403355735236441e-01,-1.183920061349997546e-03,-1.992318847353062149e-03
9.043808761752350378e+00,3.805144353679171774e-03,1.770653248302008209e-01,-1.180978170496267774e-03,-6.856858844736591404e-04
9.049809961992398399e+00,3.798065869059537216e-03,1.768904620411995421e-01,-1.178045516247623386e-03,2.958209491745003063e-03
9.055811162232446421e+00,3.791004956072604928e-03,1.767157471662767210e-01,-1.175122065179309665e-03,1.781186000150444902e-04
9.061812362472494442e+00,3.783961559708895299e-03,1.765411801648105461e-01,-1.172207784003516384e-03,1.234537025202059150e-03
9.067813562712542463e+00,3.776935625176741900e-03,1.763667609958005367e-01,-1.169302639569051033e-03,-1.517206402792653508e-03
9.073814762952590485e+00,3.769927097902291916e-03,1.761924896178674038e-01,-1.166406598861014854e-03,1.416239376031847713e-05
9.079815963192638506e+00,3.762935923529505278e-03,1.760183659892532171e-01,-1.163519629000480619e-03,2.728648829399807265e-04
9.085817163432686527e+00,3.755962047920155967e-03,1.758443900678212934e-01,-1.160641697244168017e-03,-2.073258688170350264e-03
9.091818363672734549e+00,3.749005417153831142e-03,1.756705618110561973e-01,-1.157772770984121652e-03,3.968831563245741635e-04
9.097819563912782570e+00,3.742065976276268743e-03,1.754968811786076222e-01,-1.154912817373934504e-03,9.867083700785914558e-04
9.103820764152830591e+00,3.735143670393779782e-03,1.753233481298246410e-01,-1.152061803654822391e-03,-1.468793273166454222e-03
9.109821964392878613e+00,3.728238446204481821e-03,1.751499626207584370e-01,-1.149219697612278209e-03,8.870733706253688781e-04
9.115823164632926634e+00,3.721350250579893645e-03,1.749767246071785853e-01,-1.146386467152669736e-03,2.149522953487554601e-03
9.121824364872974655e+00,3.714479030563721390e-03,1.748036340445754677e-01,-1.143562080302596481e-03,-1.010962203348971574e-03
9.127825565113022677e+00,3.707624733371856808e-03,1.746306908881604392e-01,-1.140746505208607361e-03,-1.140102149655163304e-03
9.133826765353070698e+00,3.700787306392377268e-03,1.744578950928656891e-01,-1.137939710136919025e-03,-1.757174300189798168e-03
9.139827965593118719e+00,3.693966697185546624e-03,1.742852466133442413e-01,-1.135141663473137425e-03,-2.373760577525081943e-03
9.145829165833166741e+00,3.687162853483814777e-03,1.741127454039701483e-01,-1.132352333721975933e-03,-8.200500404306340033e-04
9.151830366073214762e+00,3.680375723191816814e-03,1.739403914188381861e-01,-1.129571689506976041e-03,-1.953225393161308904e-03
9.157831566313262783e+00,3.673605254386375172e-03,1.737681846117641038e-01,-1.126799699570229813e-03,-1.750761016370876427e-03
9.163832766553310805e+00,3.666851395316497470e-03,1.735961249362845127e-01,-1.124036332772100372e-03,-2.671018881092748071e-03
9.169833966793358826e+00,3.660114094403377812e-03,1.734242123456569140e-01,-1.121281558090942831e-03,-4.193377758006223630e-03
9.175835167033406847e+00,3.653393300240395918e-03,1.732524467928596990e-01,-1.118535344622828684e-03,-2.993023528075439751e-03
9.181836367273454869e+00,3.646688961593117558e-03,1.730808282305921209e-01,-1.115797661581267169e-03,-4.578028016671056291e-04
9.187837567513502890e+00,3.640001027399294986e-03,1.729093566112743230e-01,-1.113068478296929233e-03,-3.479345226150570500e-03
9.193838767753550911e+00,3.633329446768866072e-03,1.727380318870473386e-01,-1.110347764217371486e-03,-2.406295551358606909e-03
9.199839967993598933e+00,3.626674168983954737e-03,1.725668540097730630e-01,-1.107635488906760172e-03,2.176684764993395364e-03
9.205841168233646954e+00,3.620035143498870952e-03,1.723958229310343371e-01,-1.104931622045596858e-03,1.148099906908785564e-03
9.211842368473694975e+00,3.613412319940111170e-03,1.722249386021348361e-01,-1.102236133430442404e-03,-2.489068238159701692e-03
9.217843568713742997e+00,3.606805648106357030e-03,1.720542009740990974e-01,-1.099548992973643953e-03,1.072098605769706160e-04
9.223844768953789242e+00,3.600215077968478821e-03,1.718836099976726317e-01,-1.096870170703061285e-03,-2.397442059717356556e-03
9.229845969193837263e+00,3.593640559669527244e-03,1.717131656233216730e-01,-1.094199636761791642e-03,2.160978696433196733e-03
9.235847169433885284e+00,3.587082043524743823e-03,1.715428678012334840e-01,-1.091537361407899764e-03,-2.262924752083013413e-03
9.241848369673933306e+00,3.580539480021554827e-03,1.713727164813161619e-01,-1.088883315014144669e-03,-9.254499142923716930e-04
9.247849569913981327e+00,3.574012819819573014e-03,1.712027116131986937e-01,-1.086237468067707736e-03,1.683379764431770526e-03
9.253850770154029348e+00,3.567502013750596321e-03,1.710328531462309842e-01,-1.083599791169921004e-03,-2.739353310142523569e-03
9.259851970394077370e+00,3.561007012818609169e-03,1.708631410294837172e-01,-1.080970255035997637e-03,1.528098160241307072e-03
9.265853170634125391e+00,3.554527768199781598e-03,1.706935752117485772e-01,-1.078348830494760442e-03,-2.713251509637635769e-03
9.271854370874173412e+00,3.548064231242470563e-03,1.705241556415380555e-01,-1.075735488488373422e-03,-5.993439987476468795e-04
9.277855571114221434e+00,3.541616353467218203e-03,1.703548822670855611e-01,-1.073130200072072672e-03,-1.664359585763272543e-03
9.283856771354269455e+00,3.535184086566753141e-03,1.701857550363453930e-01,-1.070532936413895984e-03,-1.247543009621006945e-03
9.289857971594317476e+00,3.528767382405989181e-03,1.700167738969926845e-01,-1.067943668794416132e-03,-7.477630687366882464e-04
9.295859171834365497e+00,3.522366193022027914e-03,1.698479387964235421e-01,-1.065362368606473506e-03,-1.214051152723480843e-03
9.301860372074413519e+00,3.515980470624154811e-03,1.696792496817548512e-01,-1.062789007354907229e-03,-3.097455825602112977e-03
9.307861572314461540e+00,3.509610167593843130e-03,1.695107064998244428e-01,-1.060223556656291052e-03,6.729360901607814652e-04
9.313862772554509561e+00,3.503255236484751310e-03,1.693423091971910377e-01,-1.057665988238664680e-03,3.834126696588844099e-04
9.319863972794557583e+00,3.496915630022724274e-03,1.691740577201342188e-01,-1.055116273941270099e-03,1.524556774525011012e-03
9.325865173034605604e+00,3.490591301105792129e-03,1.690059520146544314e-01,-1.052574385714285079e-03,1.717321927944291020e-03
9.331866373274653625e+00,3.484282202804171464e-03,1.688379920264730660e-01,-1.050040295618559927e-03,-3.737975948168968405e-03
9.337867573514701647e+00,3.477988288360265787e-03,1.686701777010323478e-01,-1.047513975825352297e-03,1.523508597271783921e-03
9.343868773754749668e+00,3.471709511188663354e-03,1.685025089834953915e-01,-1.044995398616064587e-03,1.550473948944929709e-03
9.349869973994797689e+00,3.465445824876138906e-03,1.683349858187462023e-01,-1.042484536381979620e-03,-2.106970923497172507e-03
9.355871174234845711e+00,3.459197183181653232e-03,1.681676081513896748e-01,-1.039981361623999994e-03,1.034827850115934995e-03
9.361872374474893732e+00,3.452963540036353609e-03,1.680003759257515661e-01,-1.037485846952384411e-03,1.898976496238508754e-03
9.367873574714941753e+00,3.446744849543572492e-03,1.678332890858785509e-01,-1.034997965086487679e-03,-2.112668972097249322e-03
9.373874774954989775e+00,3.440541065978828823e-03,1.676663475755381383e-01,-1.032517688854497906e-03,-3.790036387301404155e-03
9.379875975195037796e+00,3.434352143789828025e-03,1.674995513382187828e-01,-1.030044991193178891e-03,-1.749118043613196631e-03
9.385877175435085817e+00,3.428178037596460274e-03,1.673329003171298013e-01,-1.027579845147607099e-03,4.557834283677083750e-03
9.391878375675133839e+00,3.422018702190803095e-03,1.671663944552013448e-01,-1.025122223870914484e-03,-5.526013182703187407e-04
9.397879575915181860e+00,3.415874092537119627e-03,1.670000336950845099e-01,-1.022672100624029586e-03,-3.451091004112962456e-03
9.403880776155229881e+00,3.409744163771858197e-03,1.668338179791512277e-01,-1.020229448775417536e-03,-1.526123993589414193e-03
9.409881976395277903e+00,3.403628871203655346e-03,1.666677472494943746e-01,-1.017794241800824839e-03,-3.005898670994133857e-03
9.415883176635325924e+00,3.397528170313330632e-03,1.665018214479276615e-01,-1.015366453283019811e-03,-1.813927644916409673e-03
9.421884376875373945e+00,3.391442016753891831e-03,1.663360405159857169e-01,-1.012946056911537577e-03,-8.226578197978681208e-04
9.427885577115421967e+00,3.385370366350532768e-03,1.661704043949239762e-01,-1.010533026482422899e-03,-6.133727036366154288e-03
9.433886777355469988e+00,3.379313175100631152e-03,1.660049130257188754e-01,-1.008127335897974737e-03,-2.873257729392051036e-04
9.439887977595518009e+00,3.373270399173753775e-03,1.658395663490676297e-01,-1.005728959166491895e-03,1.823610314896370078e-03
9.445889177835566031e+00,3.367241994911651312e-03,1.656743643053884274e-01,-1.003337870402018018e-03,-1.398075481095023770e-03
9.451890378075614052e+00,3.361227918828260924e-03,1.655093068348202356e-01,-1.000954043824086584e-03,-1.766343889634021912e-03
9.457891578315662073e+00,3.355228127602824170e-03,1.653443938772373722e-01,-9.985774537554841998e-04,1.188603438074179678e-03
9.463892778555710095e+00,3.349242576752023848e-03,1.651796253749564791e-01,-9.962080742389283188e-04,-3.529485326357877095e-03
9.469893978795758116e+00,3.343271222301954278e-03,1.650150012691059820e-01,-9.938458795191330158e-04,-3.485626241736280214e-03
9.475895179035806137e+00,3.337314021424070496e-03,1.648505214984663236e-01,-9.914908442260621409e-04,-3.772562969619112569e-03
9.481896379275854159e+00,3.331370931424993721e-03,1.646861860016202161e-01,-9.891429430832943299e-04,-1.303898856814610097e-03
9.487897579515902180e+00,3.325441909746511358e-03,1.645219947169527797e-01,-9.868021509078005269e-04,-1.987481956733986015e-04
9.493898779755950201e+00,3.319526913965576125e-03,1.643579475826512926e-01,-9.844684426097199872e-04,-1.165614330729459374e-03
9.499899979995998223e+00,3.313625901794308229e-03,1.641940445367054691e-01,-9.821417931921423532e-04,1.174106534040460139e-04
9.505901180236046244e+00,3.307738831079992756e-03,1.640302855169072371e-01,-9.798221777508823570e-04,6.816722221740228061e-04
9.511902380476094265e+00,3.301865659805080112e-03,1.638666704608509050e-01,-9.775095714742612456e-04,1.566096306877253971e-05
9.517903580716142287e+00,3.296006346087189051e-03,1.637031993059329948e-01,-9.752039496428867955e-04,-2.592511562725410574e-03
9.523904780956190308e+00,3.290160848179101479e-03,1.635398719893524089e-01,-9.729052876294307269e-04,-1.509080665902092031e-03
9.529905981196238329e+00,3.284329124468767652e-03,1.633766884481103465e-01,-9.706135608984122962e-04,1.525880829522443215e-03
9.535907181436286351e+00,3.278511133479302710e-03,1.632136486190102487e-01,-9.683287450059771193e-04,-3.061701931453232259e-03
9.541908381676334372e+00,3.272706833868987975e-03,1.630507524386579643e-01,-9.660508155996797887e-04,-1.472898224571560178e-03
9.547909581916382393e+00,3.266916184431270520e-03,1.628879998434615284e-01,-9.637797484182638891e-04,-1.798327375747931639e-03
9.553910782156430415e+00,3.261139144094764037e-03,1.627253907696313839e-01,-9.615155192914471086e-04,-1.321692837213422032e-03
9.559911982396478436e+00,3.255375671923247533e-03,1.625629251531802155e-01,-9.592581041397004946e-04,-3.110595087603532788e-03
9.565913182636526457e+00,3.249625727115667065e-03,1.624006029299230325e-01,-9.570074789740345414e-04,-3.655674484148656311e-03
9.571914382876574479e+00,3.243889269006133141e-03,1.622384240354771412e-01,-9.547636198957805062e-04,4.157164339603199379e-03
9.577915583116622500e+00,3.238166257063923321e-03,1.620763884052621728e-01,-9.525265030963759542e-04,9.392756670789598281e-04
9.583916783356670521e+00,3.232456650893481345e-03,1.619144959745000556e-01,-9.502961048571482430e-04,-2.375530574811896261e-03
9.589917983596718543e+00,3.226760410234416274e-03,1.617527466782149870e-01,-9.480724015490997426e-04,-1.066002354432076709e-03
9.595919183836766564e+00,3.221077494961503349e-03,1.615911404512335170e-01,-9.458553696326929463e-04,4.075616609538965096e-04
9.601920384076814585e+00,3.215407865084684430e-03,1.614296772281844927e-01,-9.436449856576372081e-04,-1.630966943421006000e-03
9.607921584316862607e+00,3.209751480749066695e-03,1.612683569434990305e-01,-9.414412262626729866e-04,2.916059056437135706e-04
9.613922784556910628e+00,3.204108302234923503e-03,1.611071795314105715e-01,-9.392440681753599918e-04,-2.169813454795650395e-03
9.619923984796958649e+00,3.198478289957693965e-03,1.609461449259548815e-01,-9.370534882118641395e-04,-1.654111787851347739e-03
9.625925185037006671e+00,3.192861404467984242e-03,1.607852530609700237e-01,-9.348694632767451558e-04,-1.104406974959543271e-03
9.631926385277054692e+00,3.187257606451564945e-03,1.606245038700963301e-01,-9.326919703627432065e-04,-1.847682991876918937e-03
9.637927585517102713e+00,3.181666856729373737e-03,1.604638972867764579e-01,-9.305209865505693206e-04,-5.836165967798922528e-03
9.643928785757150735e+00,3.176089116257514462e-03,1.603034332442553889e-01,-9.283564890086932119e-04,-8.860523209490545711e-04
9.649929985997198756e+00,3.170524346127255848e-03,1.601431116755804018e-01,-9.261984549931321850e-04,-4.029544235364914328e-04
9.655931186237246777e+00,3.164972507565033677e-03,1.599829325136010727e-01,-9.240468618472422093e-04,2.834607514266851164e-05
9.661932386477294799e+00,3.159433561932449477e-03,1.598228956909692466e-01,-9.219016870015067167e-04,-2.909871703598209715e-03
9.667933586717342820e+00,3.153907470726270527e-03,1.596630011401391491e-01,-9.197629079733286514e-04,-2.312681767812411983e-04
9.673934786957390841e+00,3.148394195578430293e-03,1.595032487933672471e-01,-9.176305023668201348e-04,-4.862293285863754171e-04
9.679935987197438862e+00,3.142893698256027987e-03,1.593436385827123325e-01,-9.155044478725954914e-04,-4.453140190685764450e-03
9.685937187437486884e+00,3.137405940661329874e-03,1.591841704400355217e-01,-9.133847222675626478e-04,-5.317255333186077584e-03
9.691938387677534905e+00,3.131930884831766234e-03,1.590248442970002007e-01,-9.112713034147150752e-04,4.166986585717874503e-05
