t,x,v,z,dv_dt,dv_dt_noisy
4.352870574114822588e+00,2.845271575367561701e-01,7.948691977875868564e-02,-3.156230438409294292e-01,-7.720845880214923795e-01,-7.756604560697528683e-01
4.356871374274854603e+00,2.848389931543413023e-01,7.640062385915703802e-02,-3.146740302820019153e-01,-7.707504653702118569e-01,-7.623150288911026973e-01
4.360872174434886617e+00,2.851384917372314365e-01,7.331971586529280327e-02,-3.137164935417736666e-01,-7.693911660281188558e-01,-7.717931153394697041e-01
4.364872974594918631e+00,2.854256751378895229e-01,7.024429577001584102e-02,-3.127504894755654963e-01,-7.680071002952468806e-01,-7.763097207192529714e-01
4.368873774754950645e+00,2.857005655900878294e-01,6.717446191298345748e-02,-3.117760740943406605e-01,-7.665986813972512914e-01,-7.679171155120679826e-01
4.372874574914982659e+00,2.859631856802734573e-01,6.411031094153661625e-02,-3.107933035334038974e-01,-7.651663250352492840e-01,-7.606792001009599069e-01
4.376875375075014674e+00,2.862135583475685641e-01,6.105193781069995218e-02,-3.098022340524012042e-01,-7.637104490301960258e-01,-7.808677911786865433e-01
4.380876175235046688e+00,2.864517068837699743e-01,5.799943578318176446e-02,-3.088029220353197823e-01,-7.622314729657158061e-01,-7.647168364232025395e-01
4.384876975395078702e+00,2.866776549333496238e-01,5.495289642937399577e-02,-3.077954239904881484e-01,-7.607298178301239444e-01,-7.618231840746404471e-01
4.388877775555110716e+00,2.868914264934541714e-01,5.191240962735227393e-02,-3.067797965505761337e-01,-7.592059056583734256e-01,-7.632433832576300814e-01
4.392878575715142730e+00,2.870930459139052759e-01,4.887806356287588416e-02,-3.057560964725948849e-01,-7.576601591746594533e-01,-7.503065985108695601e-01
4.396879375875174745e+00,2.872825378971994859e-01,4.584994472938778293e-02,-3.047243806378968078e-01,-7.560930014364015683e-01,-7.617785231315603589e-01
4.400880176035206759e+00,2.874599274985081832e-01,4.282813792801456326e-02,-3.036847060521755681e-01,-7.545048554803229779e-01,-7.581500039661863699e-01
4.404880976195238773e+00,2.876252401256776947e-01,3.981272626756651722e-02,-3.026371298454661463e-01,-7.528961439713259818e-01,-7.525197180977006850e-01
4.408881776355270787e+00,2.877785015392291812e-01,3.680379116453758731e-02,-3.015817092721448378e-01,-7.512672888548557193e-01,-7.439787979117010730e-01
4.412882576515302802e+00,2.879197378523588036e-01,3.380141234310536646e-02,-3.005185017109291423e-01,-7.496187110134254761e-01,-7.518303371899025533e-01
4.416883376675334816e+00,2.880489755309375566e-01,3.080566783513114665e-02,-2.994475646648779299e-01,-7.479508299279574723e-01,-7.327848572189399334e-01
4.420884176835366830e+00,2.881662413212942586e-01,2.781663403604899346e-02,-2.983689556913026730e-01,-7.462640632453469980e-01,-7.553412462455842968e-01
4.424884976995398844e+00,2.882715621259988592e-01,2.483438575117459524e-02,-2.972827322794209803e-01,-7.445588262450137940e-01,-7.316936827216729000e-01
4.428885777155430858e+00,2.883649652585291157e-01,2.185899601018879285e-02,-2.961889520938743581e-01,-7.428355318774395588e-01,-7.514137473885461604e-01
4.432886577315462873e+00,2.884464783106155950e-01,1.889053622529382470e-02,-2.950876728455008036e-01,-7.410945903087607922e-01,-7.427252551285195015e-01
4.436887377475494887e+00,2.885161291428504637e-01,1.592907619990892309e-02,-2.939789522822293111e-01,-7.393364086032173654e-01,-7.356959467495418625e-01
4.440888177635526901e+00,2.885739458846878214e-01,1.297468412867029686e-02,-2.928628481890800939e-01,-7.375613904256234088e-01,-7.170129918130263569e-01
4.444888977795558915e+00,2.886199569344432003e-01,1.002742659743112441e-02,-2.917394183881642511e-01,-7.357699357524645212e-01,-7.268116742859336288e-01
4.448889777955590930e+00,2.886541909592941768e-01,7.087368583261560717e-03,-2.906087207386841564e-01,-7.339624405920762706e-01,-7.380210690876457535e-01
4.452890578115622944e+00,2.886766768952798157e-01,4.154573454448771963e-03,-2.894708131369330695e-01,-7.321392967143169894e-01,-7.191481055583998083e-01
4.456891378275654958e+00,2.886874439412845939e-01,1.229102120687897105e-03,-2.883257535101779734e-01,-7.303008907691256324e-01,-7.324379398180627110e-01
4.460892178435686972e+00,2.886865214916970457e-01,-1.688986767284798157e-03,-2.871735997500541870e-01,-7.284464629839715322e-01,-7.363609215469679725e-01
4.464892978595718986e+00,2.886739392544208083e-01,-4.599613208694594384e-03,-2.860144098332209617e-01,-7.265713668051978491e-01,-7.220845198873310222e-01
4.468893778755751001e+00,2.886497272660712432e-01,-7.502694269908471297e-03,-2.848482418321424681e-01,-7.246754414151348467e-01,-7.237307329348018348e-01
4.472894578915783015e+00,2.886139158775758440e-01,-1.039814845863895609e-02,-2.836751538999479627e-01,-7.227591255030041406e-01,-7.132224618303717456e-01
4.476895379075815029e+00,2.885665357541744580e-01,-1.328589572394412582e-02,-2.824952042704318989e-01,-7.208228527335883706e-01,-7.263202363750614898e-01
4.480896179235847043e+00,2.885076178754188425e-01,-1.616585745622758918e-02,-2.813084512580540930e-01,-7.188670515046508003e-01,-7.150520165280415119e-01
4.484896979395879058e+00,2.884371935351730531e-01,-1.903795648723852207e-02,-2.801149532579393364e-01,-7.168921447165212957e-01,-7.105466513881736335e-01
4.488897779555911072e+00,2.883552943416132774e-01,-2.190211709007162250e-02,-2.789147687458778946e-01,-7.148985495540349788e-01,-7.121180939585282088e-01
4.492898579715943086e+00,2.882619522172266691e-01,-2.475826497916608013e-02,-2.777079562783237865e-01,-7.128866772809755448e-01,-7.131765126018890788e-01
4.496899379875975100e+00,2.881571993025188183e-01,-2.760632741528470588e-02,-2.764945743906007669e-01,-7.108569327873173194e-01,-7.178331165282273441e-01
4.500900180036007114e+00,2.880410680784276645e-01,-3.044623390788227593e-02,-2.752746817275132374e-01,-7.088097141346505481e-01,-6.997721962210966540e-01
4.504900980196039129e+00,2.879135913918884349e-01,-3.327791567356275237e-02,-2.740483370711739863e-01,-7.067454128288903625e-01,-7.053731678257659787e-01
4.508901780356071143e+00,2.877748023300931712e-01,-3.610130532905517914e-02,-2.728155992079498438e-01,-7.046644136484444543e-01,-6.997013739233558516e-01
4.512902580516103157e+00,2.876247342204903967e-01,-3.891633689121370976e-02,-2.715765269284613481e-01,-7.025670945034450110e-01,-7.060748769120509527e-01
4.516903380676135171e+00,2.874634206307855044e-01,-4.172294577701758655e-02,-2.703311790275829130e-01,-7.004538263075907878e-01,-7.003237094001693031e-01
4.520904180836167185e+00,2.872908953689404798e-01,-4.452106880357112328e-02,-2.690796143044429378e-01,-6.983249728625180452e-01,-7.086972527795651899e-01
4.524904980996199200e+00,2.871071924831741229e-01,-4.731064418810373984e-02,-2.678218915624236418e-01,-6.961808907545905534e-01,-6.953256378032325324e-01
4.528905781156231214e+00,2.869123462619617704e-01,-5.009161154796994142e-02,-2.665580696091611745e-01,-6.940219292639719928e-01,-6.863698260274289087e-01
4.532906581316263228e+00,2.867063912340356291e-01,-5.286391190064934631e-02,-2.652882072565453941e-01,-6.918484302858158852e-01,-6.909184974250175415e-01
4.536907381476295242e+00,2.864893621683845537e-01,-5.562748766374663034e-02,-2.640123633207203113e-01,-6.896607282633855363e-01,-6.810668001582030895e-01
4.540908181636327257e+00,2.862612940742539358e-01,-5.838228265499158243e-02,-2.627305966220835898e-01,-6.874591501328880527e-01,-6.843300453116613058e-01
4.544908981796359271e+00,2.860222222011460924e-01,-6.112824209223907679e-02,-2.614429659852868237e-01,-6.852440152797939499e-01,-6.716054489796007276e-01
4.548909781956391285e+00,2.857721820388199885e-01,-6.386531259346908684e-02,-2.601495302392355380e-01,-6.830156355063793372e-01,-6.849161318279073374e-01
4.552910582116423299e+00,2.855112093133759243e-01,-6.659344215256222943e-02,-2.588503482133605593e-01,-6.807743150200584736e-01,-6.971606172855875361e-01
4.556911382276455313e+00,2.852393398289172488e-01,-6.931257915791551316e-02,-2.575454785875939678e-01,-6.785203508204221690e-01,-6.741954685295664662e-01
4.560912182436487328e+00,2.849566096550907313e-01,-7.202267354785131526e-02,-2.562349800718419224e-01,-6.762540322280425897e-01,-6.779059271068181847e-01
4.564912982596519342e+00,2.846630551152029009e-01,-7.472367673853125281e-02,-2.549189113921172534e-01,-6.739756409232385836e-01,-6.837185747460652330e-01
4.568913782756551356e+00,2.843587127040659857e-01,-7.741554111621171130e-02,-2.535973312118524059e-01,-6.716854511691815466e-01,-6.651727975899538459e-01
4.572914582916583370e+00,2.840436190879982448e-01,-8.009822003724388628e-02,-2.522702981318987736e-01,-6.693837298373964684e-01,-6.667404384448500920e-01
4.576915383076615385e+00,2.837178111048235807e-01,-8.277166782807378331e-02,-2.509378706905271983e-01,-6.670707364418841934e-01,-6.626173504225379984e-01
4.580916183236647399e+00,2.833813257638719274e-01,-8.543583978524219025e-02,-2.496001073634277478e-01,-6.647467231815319400e-01,-6.680704826893988368e-01
4.584916983396679413e+00,2.830342002459789730e-01,-8.809069217538470498e-02,-2.482570665637097995e-01,-6.624119349904629139e-01,-6.604414633479853691e-01
4.588917783556711427e+00,2.826764719034862150e-01,-9.073618223523173543e-02,-2.469088066419019012e-01,-6.600666095959788482e-01,-6.575232191544245763e-01
4.592918583716743441e+00,2.823081782602410716e-01,-9.337226817160845793e-02,-2.455553858859519656e-01,-6.577109775837417516e-01,-6.399644265183247471e-01
4.596919383876775456e+00,2.819293570115967706e-01,-9.599890916143488662e-02,-2.441968625212271315e-01,-6.553452624698331563e-01,-6.621848601144200153e-01
4.600920184036807470e+00,2.815400460244124048e-01,-9.861606535172580401e-02,-2.428332947105138473e-01,-6.529696807793362590e-01,-6.530746227749102406e-01
4.604920984196839484e+00,2.811402833370528209e-01,-1.012236978595908166e-01,-2.414647405540177871e-01,-6.505844421310750247e-01,-6.469458440083785122e-01
4.608921784356871498e+00,2.807301071586044139e-01,-1.038217687660730054e-01,-2.400912580886681857e-01,-6.481897493309344283e-01,-6.654376185918884357e-01
4.612922584516903513e+00,2.803095557731304366e-01,-1.064102403341233849e-01,-2.387129052040112831e-01,-6.457857988266068050e-01,-6.618154825008887299e-01
4.616923384676935527e+00,2.798786676492014958e-01,-1.089890757924198705e-01,-2.373297397411109066e-01,-6.433727804689479690e-01,-6.217145967606698687e-01
4.620924184836967541e+00,2.794374814520725336e-01,-1.115582394990420473e-01,-2.359418195010898056e-01,-6.409508775281141935e-01,-6.586220670647309205e-01
4.624924984996999555e+00,2.789860359733123962e-01,-1.141176964078022271e-01,-2.345492021821601325e-01,-6.385202670373472111e-01,-6.327709755907946487e-01
4.628925785157031569e+00,2.785243701308040554e-01,-1.166674120682453936e-01,-2.331519453796236097e-01,-6.360811199033529206e-01,-6.445633739639986537e-01
4.632926585317063584e+00,2.780525229687443867e-01,-1.192073526256492433e-01,-2.317501065858713072e-01,-6.336336010201899516e-01,-6.412652020477012105e-01
4.636927385477095598e+00,2.775705336576444471e-01,-1.217374848210241306e-01,-2.303437431903837818e-01,-6.311778693863571155e-01,-6.510031184290805406e-01
4.640928185637127612e+00,2.770784414943291973e-01,-1.242577759911131507e-01,-2.289329124797311044e-01,-6.287140782247698789e-01,-6.377214639480233149e-01
4.644928985797159626e+00,2.765762859019377795e-01,-1.267681940683920427e-01,-2.275176716375727493e-01,-6.262423751053305399e-01,-6.183985889502937594e-01
4.648929785957191640e+00,2.760641064299231284e-01,-1.292687075810692587e-01,-2.260980777446576773e-01,-6.237629020697940119e-01,-6.376503304789591375e-01
4.652930586117223655e+00,2.755419427540524713e-01,-1.317592856530859780e-01,-2.246741877788242525e-01,-6.212757957586496627e-01,-6.153215269552317901e-01
4.656931386277255669e+00,2.750098346764068835e-01,-1.342398980041159817e-01,-2.232460586150004089e-01,-6.187811875397365435e-01,-6.156482100462506990e-01
4.660932186437287683e+00,2.744678221253815664e-01,-1.367105149495658478e-01,-2.218137470252034005e-01,-6.162792036383258898e-01,-5.960961806448019651e-01
4.664932986597319697e+00,2.739159451556856806e-01,-1.391711074005748117e-01,-2.203773096785400232e-01,-6.137699652684105445e-01,-6.185153011009877355e-01
4.668933786757351712e+00,2.733542439447167460e-01,-1.416216468299384690e-01,-2.189368031385044433e-01,-6.112535887805713442e-01,-5.986194483885433071e-01
4.672934586917383726e+00,2.727827587249588848e-01,-1.440621045556308433e-01,-2.174922838146143012e-01,-6.087301861378542345e-01,-5.998414965954398381e-01
4.676935387077415740e+00,2.722015298965971830e-01,-1.464924526728539900e-01,-2.160438080492437518e-01,-6.061998646431616677e-01,-6.090665488163444774e-01
4.680936187237447754e+00,2.716105979922742164e-01,-1.489126638843156769e-01,-2.145914320870523917e-01,-6.036627271188897970e-01,-6.202922870082514528e-01
4.684936987397479768e+00,2.710100036435177939e-01,-1.513227112126099005e-01,-2.131352120492463476e-01,-6.011188721643442312e-01,-5.860244683684791012e-01
4.688937787557511783e+00,2.703997875807411799e-01,-1.537225680002168859e-01,-2.116752039335783320e-01,-5.985683942860808848e-01,-6.122122833445162726e-01
4.692938587717543797e+00,2.697799906332428721e-01,-1.561122079095030590e-01,-2.102114636143475879e-01,-5.960113840278520314e-01,-6.007455435540799416e-01
4.696939387877575811e+00,2.691506537292066015e-01,-1.584916049227211299e-01,-2.087440468423999440e-01,-5.934479280999859219e-01,-5.846161626999840655e-01
4.700940188037607825e+00,2.685118178957015544e-01,-1.608607333420098984e-01,-2.072730092451277040e-01,-5.908781095080352097e-01,-5.797185538201024002e-01
4.704940988197639840e+00,2.678635242586821508e-01,-1.632195677893945318e-01,-2.057984063264698127e-01,-5.883020076805365317e-01,-5.967564746421164523e-01
4.708941788357671854e+00,2.672058140429879325e-01,-1.655680832067863428e-01,-2.043202934669117177e-01,-5.857196985957355828e-01,-5.860397154547177800e-01
4.712942588517703868e+00,2.665387285723440636e-01,-1.679062548559828449e-01,-2.028387259234854245e-01,-5.831312549071412388e-01,-5.857170393278346987e-01
4.716943388677735882e+00,2.658623092693608303e-01,-1.702340583186678358e-01,-2.013537588297694692e-01,-5.805367460677747227e-01,-5.687211603119510794e-01
4.720944188837767896e+00,2.651765976555337523e-01,-1.725514694964113138e-01,-1.998654471958890289e-01,-5.779362384529964647e-01,-5.528899047111872633e-01
4.724944988997799911e+00,2.644816353512438045e-01,-1.748584646106694507e-01,-1.983738459085157002e-01,-5.753297954817963022e-01,-5.936286637369956320e-01
4.728945789157831925e+00,2.637774640757572508e-01,-1.771550202027847021e-01,-1.968790097308677212e-01,-5.727174777364417713e-01,-5.635532486365990579e-01
4.732946589317863939e+00,2.630641256284160789e-01,-1.794411129241746672e-01,-1.953809932948323558e-01,-5.700993431744003637e-01,-5.986810969434676055e-01
4.736947389477895953e+00,2.623416618960839330e-01,-1.817167193687989624e-01,-1.938798511147384607e-01,-5.674754473594246784e-01,-5.673347836377782283e-01
4.740948189637927968e+00,2.616101149059815167e-01,-1.839818166940122568e-01,-1.923756376078751829e-01,-5.648458432906048321e-01,-5.759336885300967435e-01
4.744948989797959982e+00,2.608695267712965449e-01,-1.862363822332026853e-01,-1.908684070622382600e-01,-5.622105816507899645e-01,-5.422923937496894053e-01
4.748949789957991996e+00,2.601199396893789095e-01,-1.884803934796373537e-01,-1.893582136356030954e-01,-5.595697109214604614e-01,-5.579060256384498206e-01
4.752950590118024010e+00,2.593613959417405135e-01,-1.907138280864625612e-01,-1.878451113555247853e-01,-5.569232774889094628e-01,-5.642909949684673521e-01
4.756951390278056024e+00,2.585939378940552702e-01,-1.929366638667035505e-01,-1.863291541193380640e-01,-5.542713257482799749e-01,-5.592644542953681963e-01
4.760952190438088039e+00,2.578176079961592704e-01,-1.951488787932646740e-01,-1.848103956941574144e-01,-5.516138982054157314e-01,-5.573668557258379952e-01
4.764952990598120053e+00,2.570324487820503934e-01,-1.973504509989293942e-01,-1.832888897168768738e-01,-5.489510355764866123e-01,-5.470679194908597553e-01
4.768953790758152067e+00,2.562385028698889178e-01,-1.995413587763601726e-01,-1.817646896941702284e-01,-5.462827768853600885e-01,-5.478642615891571310e-01
4.772954590918184081e+00,2.554358129619969109e-01,-2.017215805780985527e-01,-1.802378490024909297e-01,-5.436091595586866054e-01,-5.370503038188714218e-01
4.776955391078216095e+00,2.546244218448585062e-01,-2.038910950165651326e-01,-1.787084208880720948e-01,-5.409302195186838080e-01,-5.255276086994369322e-01
4.780956191238247222e+00,2.538043723891202919e-01,-2.060498808640591761e-01,-1.771764584669268117e-01,-5.382459912736003993e-01,-5.312318708045256077e-01
4.784956991398279236e+00,2.529757075495900898e-01,-2.081979170527603062e-01,-1.756420147248468622e-01,-5.355565080058427574e-01,-5.478165384828836970e-01
4.788957791558311250e+00,2.521384703652384540e-01,-2.103351826747258957e-01,-1.741051425174047207e-01,-5.328618016577715277e-01,-5.490998697226313618e-01
4.792958591718343264e+00,2.512927039591978384e-01,-2.124616569818928158e-01,-1.725658945699521940e-01,-5.301619030151457634e-01,-5.377160982717027471e-01
4.796959391878375278e+00,2.504384515299490355e-01,-2.145773193010483693e-01,-1.710243234799266043e-01,-5.274568418196078357e-01,-5.169246891765104657e-01
4.800960192038407293e+00,2.495757563656695877e-01,-2.166821489171610604e-01,-1.694804817402366104e-01,-5.247466469400363653e-01,-5.280971284766898810e-01
4.804960992198439307e+00,2.487046618727267733e-01,-2.187761253681980711e-01,-1.679344217295130615e-01,-5.220313463352512784e-01,-5.287070745260171734e-01
4.808961792358471321e+00,2.478252115351968210e-01,-2.208592282973892984e-01,-1.663861956967657707e-01,-5.193109671344082745e-01,-5.179281415563494750e-01
4.812962592518503335e+00,2.469374489133476236e-01,-2.229314374442399882e-01,-1.648358557611777631e-01,-5.165855357103693590e-01,-5.307407952062834777e-01
4.816963392678535349e+00,2.460414176436387101e-01,-2.249927326445307352e-01,-1.632834539121052198e-01,-5.138550777485908494e-01,-5.252483549652837702e-01
4.820964192838567364e+00,2.451371614387212183e-01,-2.270430938303174828e-01,-1.617290420090775893e-01,-5.111196183137627358e-01,-5.060163640616680558e-01
4.824964992998599378e+00,2.442247240874378944e-01,-2.290825010299315234e-01,-1.601726717817974766e-01,-5.083791819142228219e-01,-5.114107168433050798e-01
4.828965793158631392e+00,2.433041494548231487e-01,-2.311109343679794426e-01,-1.586143948301407258e-01,-5.056337925641708475e-01,-5.101661549850760036e-01
4.832966593318663406e+00,2.423754814821030279e-01,-2.331283740653432301e-01,-1.570542626241563100e-01,-5.028834738437109042e-01,-4.997071235905458653e-01
4.836967393478695421e+00,2.414387641866952150e-01,-2.351348004391801694e-01,-1.554923265040664693e-01,-5.001282489567508982e-01,-5.059769609885589325e-01
4.840968193638727435e+00,2.404940416622089461e-01,-2.371301939029229477e-01,-1.539286376802666556e-01,-4.973681407867918125e-01,-5.042310512524185162e-01
4.844968993798759449e+00,2.395413580784452046e-01,-2.391145349662795183e-01,-1.523632472333254495e-01,-4.946031719506390201e-01,-4.992012735759757680e-01
4.848969793958791463e+00,2.385807576813964992e-01,-2.410878042352332384e-01,-1.507962061139847265e-01,-4.918333648500692323e-01,-4.858071589589532668e-01
4.852970594118823477e+00,2.376122847932470306e-01,-2.430499824120427588e-01,-1.492275651431594630e-01,-4.890587417214911636e-01,-4.884605423642791044e-01
4.856971394278855492e+00,2.366359838123726078e-01,-2.450010502952421065e-01,-1.476573750119379302e-01,-4.862793246836340511e-01,-4.982253005303971527e-01
4.860972194438887506e+00,2.356518992120886502e-01,-2.469409887786874480e-01,-1.460856862823343150e-01,-4.834951357811028139e-01,-4.865257049263949085e-01
4.864972994598919520e+00,2.346600755379313896e-01,-2.488697788185986748e-01,-1.445125494113773390e-01,-4.807061970360166914e-01,-4.742239577715036125e-01
4.868973794758951534e+00,2.336605574508624494e-01,-2.507874014303017596e-01,-1.429380147518871658e-01,-4.779125305802606194e-01,-4.592050111486918329e-01
4.872974594918983549e+00,2.326533896920904287e-01,-2.526938377230418253e-01,-1.413621325293992759e-01,-4.751141586083061918e-01,-4.865376985295257195e-01
4.876975395079015563e+00,2.316386170729643479e-01,-2.545890689009687180e-01,-1.397849528419730092e-01,-4.723111033943188652e-01,-4.689257504538336119e-01
4.880976195239047577e+00,2.306162844749737040e-01,-2.564730762631373673e-01,-1.382065256601915926e-01,-4.695033873288702586e-01,-4.720908700970238292e-01
4.884976995399079591e+00,2.295864368497484986e-01,-2.583458412035074536e-01,-1.366269008271622232e-01,-4.666910329539613600e-01,-4.584358385858388063e-01
4.888977795559111605e+00,2.285491192190590715e-01,-2.602073452109437413e-01,-1.350461280585159574e-01,-4.638740629963963857e-01,-4.593785132232356960e-01
4.892978595719143620e+00,2.275043766748163498e-01,-2.620575698692157451e-01,-1.334642569424077663e-01,-4.610525003995518123e-01,-4.463307313221436812e-01
4.896979395879175634e+00,2.264522543790715992e-01,-2.638964968569978975e-01,-1.318813369395164525e-01,-4.582263683535796051e-01,-4.530318593308335084e-01
4.900980196039207648e+00,2.253927975640166170e-01,-2.657241079478694923e-01,-1.302974173830448446e-01,-4.553956903240901632e-01,-4.608468234463792279e-01
4.904980996199239662e+00,2.243260515319836224e-01,-2.675403850103149628e-01,-1.287125474787195745e-01,-4.525604900793530061e-01,-4.579464218611458692e-01
4.908981796359271677e+00,2.232520616554453108e-01,-2.693453100077232709e-01,-1.271267763047912169e-01,-4.497207917160619961e-01,-4.456652906188907082e-01
4.912982596519303691e+00,2.221708733770147992e-01,-2.711388649983886290e-01,-1.255401528120342614e-01,-4.468766196837012927e-01,-4.429271877894553899e-01
4.916983396679335705e+00,2.210825322094457090e-01,-2.729210321355098889e-01,-1.239527258237470425e-01,-4.440279988075589990e-01,-4.200486261317049608e-01
4.920984196839367719e+00,2.199870837356320552e-01,-2.746917936671909866e-01,-1.223645440357518654e-01,-4.411749543104246940e-01,-4.244116271137687302e-01
4.924984996999399733e+00,2.188845736086083571e-01,-2.764511319364406083e-01,-1.207756560163949222e-01,-4.383175118330162046e-01,-4.500532953567667471e-01
4.928985797159431748e+00,2.177750475464481916e-01,-2.781990294106027606e-01,-1.191861102121729021e-01,-4.354556974262401292e-01,-4.319534494685045578e-01
4.932986597319463762e+00,2.166585513518673733e-01,-2.799354686917256974e-01,-1.175959549770070750e-01,-4.325895375983253022e-01,-4.458994262120112295e-01
4.936987397479495776e+00,2.155351309297475482e-01,-2.816604324084989175e-01,-1.160052385490559640e-01,-4.297190594284734377e-01,-4.462758283856667063e-01
4.940988197639527790e+00,2.144048322495130388e-01,-2.833739033082948167e-01,-1.144140090400743714e-01,-4.268442904595068366e-01,-4.194088304450797611e-01
4.944988997799559804e+00,2.132677013436899416e-01,-2.850758642621162298e-01,-1.128223144356047952e-01,-4.239652587072119672e-01,-4.184477833767604182e-01
4.948989797959591819e+00,2.121237843079059882e-01,-2.867662982645962089e-01,-1.112302025949773870e-01,-4.210819926742168096e-01,-4.314676706175868959e-01
4.952990598119623833e+00,2.109731273008906560e-01,-2.884451884339981897e-01,-1.096377212513099941e-01,-4.181945213628585067e-01,-4.017576539818731862e-01
4.956991398279655847e+00,2.098157765444751133e-01,-2.901125180122160474e-01,-1.080449180115081176e-01,-4.153028742870791268e-01,-4.250785735820820643e-01
4.960992198439687861e+00,2.086517783235922463e-01,-2.917682703647739295e-01,-1.064518403562648846e-01,-4.124070814833847298e-01,-4.240843652948514397e-01
4.964992998599719876e+00,2.074811789862766043e-01,-2.934124289808263675e-01,-1.048585356400611596e-01,-4.095071735209035446e-01,-4.029809913067032845e-01
4.968993798759751890e+00,2.063040249436644546e-01,-2.950449774731581654e-01,-1.032650510911654329e-01,-4.066031815105777825e-01,-4.043937960534222942e-01
4.972994598919783904e+00,2.051203626699938387e-01,-2.966658995781845665e-01,-1.016714338116338490e-01,-4.036951371135236721e-01,-4.053002171232120143e-01
4.976995399079815918e+00,2.039302387026043772e-01,-2.982751791559511978e-01,-1.000777307773102753e-01,-4.007830725485914680e-01,-4.014537308776011115e-01
4.980996199239847932e+00,2.027336996419375204e-01,-2.998728001901338480e-01,-9.848398883782619184e-02,-3.978670205991615139e-01,-3.956290126865762424e-01
4.984996999399879947e+00,2.015307921515363254e-01,-3.014587467880388560e-01,-9.689025471660075994e-02,-3.949470146192032849e-01,-3.963428144766916184e-01
4.988997799559911961e+00,2.003215629580455959e-01,-3.030330031806027780e-01,-9.529657501084083659e-02,-3.920230885386341568e-01,-3.937481372214445274e-01
4.992998599719943975e+00,1.991060588503617279e-01,-3.045955537262710067e-01,-9.370299619169075722e-02,-3.890952768643159976e-01,-4.080548437509805004e-01
4.996999399879975989e+00,1.978843266703824710e-01,-3.061463830059926727e-01,-9.210956461974838250e-02,-3.861636146151228299e-01,-3.995832282752195264e-01
5.001000200040008004e+00,1.966564133623771582e-01,-3.076854756804147661e-01,-9.051632655751434831e-02,-3.832281374945881169e-01,-3.771186417913605093e-01
5.005001000200040018e+00,1.954223659398341140e-01,-3.092128165224727332e-01,-8.892332814334269475e-02,-3.802888818150363948e-01,-3.873318907195033578e-01
5.009001800360072032e+00,1.941822314702063013e-01,-3.107283904655951945e-01,-8.733061538844091864e-02,-3.773458844456646366e-01,-3.718939518545475997e-01
5.013002600520104046e+00,1.929360570749114601e-01,-3.122321826037037784e-01,-8.573823417687000126e-02,-3.743991828145659673e-01,-3.620445438221093770e-01
5.017003400680136060e+00,1.916838899293319409e-01,-3.137241781912132321e-01,-8.414623026554438057e-02,-3.714488149102376235e-01,-3.749983231747219259e-01
5.021004200840168075e+00,1.904257772628148437e-01,-3.152043626430314216e-01,-8.255464928423192350e-02,-3.684948192826000279e-01,-3.656651214691691854e-01
5.025005001000200089e+00,1.891617663586719345e-01,-3.166727215345592761e-01,-8.096353673555403696e-02,-3.655372350435506790e-01,-3.447724705757638231e-01
5.029005801160232103e+00,1.878919045541796451e-01,-3.181292406016909546e-01,-7.937293799498551516e-02,-3.625761018670776714e-01,-3.556267454439422382e-01
5.033006601320264117e+00,1.866162392405792125e-01,-3.195739057408135686e-01,-7.778289831085467843e-02,-3.596114599889564944e-01,-3.411927216814431008e-01
5.037007401480296132e+00,1.853348178630764287e-01,-3.210067030088074036e-01,-7.619346280434328988e-02,-3.566433502060517013e-01,-3.413092796669108808e-01
5.041008201640328146e+00,1.840476879208418626e-01,-3.224276186230458641e-01,-7.460467646948656939e-02,-3.536718138752474316e-01,-3.461382103800360599e-01
5.045009001800360160e+00,1.827548969670107770e-01,-3.238366389613953067e-01,-7.301658417317322125e-02,-3.506968929120270473e-01,-3.518158305262645280e-01
5.049009801960392174e+00,1.814564926086830732e-01,-3.252337505622154290e-01,-7.142923065514539260e-02,-3.477186297887220334e-01,-3.561385651210775549e-01
5.053010602120424188e+00,1.801525225069234293e-01,-3.266189401243588808e-01,-6.984266052799870117e-02,-3.447370675324527567e-01,-3.558540474276764010e-01
5.057011402280456203e+00,1.788430343767281883e-01,-3.279921945072774569e-01,-6.825691827717873805e-02,-3.417522497226606615e-01,-3.368889603758479789e-01
5.061012202440488217e+00,1.775280759725761659e-01,-3.293535008039023548e-01,-6.667204826609564317e-02,-3.387642204235513654e-01,-3.340823866568034539e-01
5.065013002600520231e+00,1.762076951313638895e-01,-3.307028462727500395e-01,-6.508809475810119205e-02,-3.357730242963621325e-01,-3.375192463766891748e-01
5.069013802760552245e+00,1.748819397595255398e-01,-3.320402183030202181e-01,-6.350510189507516112e-02,-3.327787065909370567e-01,-3.242940427800710679e-01
5.073014602920584259e+00,1.735508578062787965e-01,-3.333656044780403671e-01,-6.192311368871550314e-02,-3.297813130598485909e-01,-3.358266842032800459e-01
5.077015403080616274e+00,1.722144972636246996e-01,-3.346789925752656214e-01,-6.034217402053836804e-02,-3.267808899550707080e-01,-3.156786992739588071e-01
5.081016203240648288e+00,1.708729061663478987e-01,-3.359803705662786633e-01,-5.876232664187803351e-02,-3.237774840244576624e-01,-3.233774133765964787e-01
5.085017003400680302e+00,1.695261325920164042e-01,-3.372697266167896668e-01,-5.718361517388696053e-02,-3.207711425080426726e-01,-3.211344082658483257e-01
