t,Q,V_a,dQ_dt
2.534506901380276123e+00,-9.615299295619543496e-02,4.227749489123130422e-01,-5.174594503158407022e-02
2.536507301460292130e+00,-9.625598142913212307e-02,4.223248220142721276e-01,-5.122229086122735697e-02
2.538507701540308137e+00,-9.635792451845875961e-02,4.218751158415427471e-01,-5.070076655609578875e-02
2.540508101620324144e+00,-9.645882647714504321e-02,4.214258302713739801e-01,-5.018136551521784616e-02
2.542508501700340151e+00,-9.655869154582148728e-02,4.209769651800473467e-01,-4.966408115305014082e-02
2.544508901780356158e+00,-9.665752396281321324e-02,4.205285204443230396e-01,-4.914890688748363434e-02
2.546509301860372165e+00,-9.675532794197384823e-02,4.200804959382186121e-01,-4.863583616633930518e-02
2.548509701940388172e+00,-9.685210768079470511e-02,4.196328915342010246e-01,-4.812486245770557225e-02
2.550510102020404180e+00,-9.694786736425621554e-02,4.191857071037466964e-01,-4.761597924534625992e-02
2.552510502100420187e+00,-9.704261116482797156e-02,4.187389425173418389e-01,-4.710918002870988219e-02
2.554510902180436194e+00,-9.713634324246865626e-02,4.182925976444822891e-01,-4.660445832293831636e-02
2.556511302260452201e+00,-9.722906774462608537e-02,4.178466723536735095e-01,-4.610180765887639254e-02
2.558511702340468208e+00,-9.732078880623722117e-02,4.174011665124306991e-01,-4.560122158308045626e-02
2.560512102420484215e+00,-9.741151054972813084e-02,4.169560799872786272e-01,-4.510269365782715312e-02
2.562512502500500222e+00,-9.750123708501402808e-02,4.165114126437519104e-01,-4.460621746112282404e-02
2.564512902580516229e+00,-9.758997250949923152e-02,4.160671643463945690e-01,-4.411178658671284503e-02
2.566513302660532236e+00,-9.767772090807720631e-02,4.156233349587604708e-01,-4.361939464408927380e-02
2.568513702740548243e+00,-9.776448635313053637e-02,4.151799243434130537e-01,-4.312903525850117492e-02
2.570514102820564251e+00,-9.785027290453092441e-02,4.147369323619255477e-01,-4.264070207096280762e-02
2.572514502900580258e+00,-9.793508460963921969e-02,4.142943588748806971e-01,-4.215438873826309052e-02
2.574514902980596265e+00,-9.801892550330537635e-02,4.138522037418709831e-01,-4.167008893297355354e-02
2.576515303060612272e+00,-9.810179960786848119e-02,4.134104668214985123e-01,-4.118779634345841323e-02
2.578515703140628279e+00,-9.818371093315675369e-02,4.129691479713750724e-01,-4.070750467388262184e-02
2.580516103220644286e+00,-9.826466347648755983e-02,4.125282470481221320e-01,-4.022920764422142914e-02
2.582516503300660293e+00,-9.834466122266734278e-02,4.120877639073708409e-01,-3.975289899026850093e-02
2.584516903380676300e+00,-9.842370814399170609e-02,4.116476984037619746e-01,-3.927857246364557797e-02
2.586517303460692307e+00,-9.850180820024538597e-02,4.112080503909459339e-01,-3.880622183181060836e-02
2.588517703540708315e+00,-9.857896533870222355e-02,4.107688197215828563e-01,-3.833584087806718443e-02
2.590518103620724322e+00,-9.865518349412519261e-02,4.103300062473425047e-01,-3.786742340157289721e-02
2.592518503700740329e+00,-9.873046658876639958e-02,4.098916098189043233e-01,-3.740096321734855123e-02
2.594518903780756336e+00,-9.880481853236708356e-02,4.094536302859573818e-01,-3.693645415628668549e-02
2.596519303860772343e+00,-9.887824322215760242e-02,4.090160674972004307e-01,-3.647389006516088550e-02
2.598519703940788350e+00,-9.895074454285743282e-02,4.085789213003419573e-01,-3.601326480663372132e-02
2.600520104020804357e+00,-9.902232636667518406e-02,4.081421915421000191e-01,-3.555457225926622611e-02
2.602520504100820364e+00,-9.909299255330861200e-02,4.077058780682022987e-01,-3.509780631752629221e-02
2.604520904180836371e+00,-9.916274694994456351e-02,4.072699807233862712e-01,-3.464296089179805249e-02
2.606521304260852379e+00,-9.923159339125903200e-02,4.068344993513990371e-01,-3.419002990838954092e-02
2.608521704340868386e+00,-9.929953570049682154e-02,4.063994337951478131e-01,-3.373900730823978233e-02
2.610522104420884393e+00,-9.936657769988579969e-02,4.059647838981428336e-01,-3.328988703435256657e-02
2.612522504500900400e+00,-9.943272318861633152e-02,4.055305495014180917e-01,-3.284266305836121280e-02
2.614522904580916407e+00,-9.949797595018995688e-02,4.050967304445742267e-01,-3.239732937169280402e-02
2.616523304660932414e+00,-9.956233975662247271e-02,4.046633265663666101e-01,-3.195387998050767953e-02
2.618523704740947977e+00,-9.962581836844390526e-02,4.042303377047055113e-01,-3.151230890570759502e-02
2.620524104820963984e+00,-9.968841553469859340e-02,4.037977636966558204e-01,-3.107261018294230071e-02
2.622524504900979991e+00,-9.975013499294509145e-02,4.033656043784373812e-01,-3.063477786261877001e-02
2.624524904980995998e+00,-9.981098046925619693e-02,4.029338595854248251e-01,-3.019880600990763886e-02
2.626525305061012006e+00,-9.987095567821899222e-02,4.025025291521477366e-01,-2.976468870475115769e-02
2.628525705141028013e+00,-9.993006432293481678e-02,4.020716129122902660e-01,-2.933242004187112950e-02
2.630526105221044020e+00,-9.998831009501923939e-02,4.016411106986914614e-01,-2.890199413077620960e-02
2.632526505301060027e+00,-1.000456966746021137e-01,4.012110223433453804e-01,-2.847340509576978818e-02
2.634526905381076034e+00,-1.001022277303275365e-01,4.007813476774005901e-01,-2.804664707595719286e-02
2.636527305461092041e+00,-1.001579069193538479e-01,4.003520865311606669e-01,-2.762171422525376563e-02
2.638527705541108048e+00,-1.002127378873536867e-01,3.999232387340839190e-01,-2.719860071239224575e-02
2.640528105621124055e+00,-1.002667242685138932e-01,3.994948041147834972e-01,-2.677730072093019442e-02
2.642528505701140062e+00,-1.003198696855356065e-01,3.990667825010274505e-01,-2.635780844925814104e-02
2.644528905781156070e+00,-1.003721777496342088e-01,3.986391737197384488e-01,-2.594011811060580042e-02
2.646529305861172077e+00,-1.004236520605393396e-01,3.982119775969941156e-01,-2.552422393305157911e-02
2.648529705941188084e+00,-1.004742962064948675e-01,3.977851939580269169e-01,-2.511012015952848730e-02
2.650530106021204091e+00,-1.005241137642589599e-01,3.973588226272239399e-01,-2.469780104783242392e-02
2.652530506101220098e+00,-1.005731082991040276e-01,3.969328634281273360e-01,-2.428726087062921257e-02
2.654530906181236105e+00,-1.006212833648167243e-01,3.965073161834339333e-01,-2.387849391546294220e-02
2.656531306261252112e+00,-1.006686425036979610e-01,3.960821807149953466e-01,-2.347149448476275324e-02
2.658531706341268119e+00,-1.007151892465629334e-01,3.956574568438180339e-01,-2.306625689585008188e-02
2.660532106421284126e+00,-1.007609271127410527e-01,3.952331443900633512e-01,-2.266277548094722261e-02
2.662532506501300134e+00,-1.008058596100760151e-01,3.948092431730473861e-01,-2.226104458718378143e-02
2.664532906581316141e+00,-1.008499902349257599e-01,3.943857530112410137e-01,-2.186105857660440577e-02
2.666533306661332148e+00,-1.008933224721624833e-01,3.939626737222699515e-01,-2.146281182617634786e-02
2.668533706741348155e+00,-1.009358597951726527e-01,3.935400051229147600e-01,-2.106629872779715307e-02
2.670534106821364162e+00,-1.009776056658569787e-01,3.931177470291108422e-01,-2.067151368830161262e-02
2.672534506901380169e+00,-1.010185635346304150e-01,3.926958992559482775e-01,-2.027845112946913275e-02
2.674534906981396176e+00,-1.010587368404222142e-01,3.922744616176720989e-01,-1.988710548803138134e-02
2.676535307061412183e+00,-1.010981290132641625e-01,3.918534339280284051e-01,-1.949747121252921878e-02
2.678535707141428190e+00,-1.011367434818934846e-01,3.914328160012685576e-01,-1.910954275404895542e-02
2.680536107221444198e+00,-1.011745836510449248e-01,3.910126076491068359e-01,-1.872331459387119312e-02
2.682536507301460205e+00,-1.012116529128437997e-01,3.905928086822630374e-01,-1.833878122962682988e-02
2.684536907381476212e+00,-1.012479546489128690e-01,3.901734189107456952e-01,-1.795593717274150680e-02
2.686537307461492219e+00,-1.012834922303722518e-01,3.897544381438521333e-01,-1.757477694844125637e-02
2.688537707541508226e+00,-1.013182690178394546e-01,3.893358661901683004e-01,-1.719529509575870585e-02
2.690538107621524233e+00,-1.013522883614294406e-01,3.889177028575688810e-01,-1.681748616754021042e-02
2.692538507701540240e+00,-1.013855536007545050e-01,3.884999479532172950e-01,-1.644134473045204270e-02
2.694538907781556247e+00,-1.014180680649243993e-01,3.880826012835656424e-01,-1.606686536498606876e-02
2.696539307861572254e+00,-1.014498350725462350e-01,3.876656626543547035e-01,-1.569404266546725601e-02
2.698539707941588262e+00,-1.014808579317245524e-01,3.872491318706140495e-01,-1.532287124005900225e-02
2.700540108021604269e+00,-1.015111399400612652e-01,3.868330087366619874e-01,-1.495334571077074071e-02
2.702540508101620276e+00,-1.015406843846557161e-01,3.864172930561053931e-01,-1.458546071346233930e-02
2.704540908181636283e+00,-1.015694945421046075e-01,3.860019846318399894e-01,-1.421921089785285752e-02
2.706541308261652290e+00,-1.015975736785020705e-01,3.855870832660501235e-01,-1.385459092752487631e-02
2.708541708341668297e+00,-1.016249250494396378e-01,3.851725887602089893e-01,-1.349159547993199204e-02
2.710542108421684304e+00,-1.016515519000062290e-01,3.847585009150782387e-01,-1.313021924640443705e-02
2.712542508501700311e+00,-1.016774574647881790e-01,3.843448195307085924e-01,-1.277045693215608790e-02
2.714542908581716318e+00,-1.017026449678691824e-01,3.839315444064391181e-01,-1.241230325629019693e-02
2.716543308661732326e+00,-1.017271176228303903e-01,3.835186753408978411e-01,-1.205575295180545681e-02
2.718543708741748333e+00,-1.017508786327503134e-01,3.831062121320014113e-01,-1.170080076560323090e-02
2.720544108821764340e+00,-1.017739311902048777e-01,3.826941545769552144e-01,-1.134744145849318764e-02
2.722544508901780347e+00,-1.017962784772673962e-01,3.822825024722533160e-01,-1.099566980519926795e-02
2.724544908981796354e+00,-1.018179236655085973e-01,3.818712556136785174e-01,-1.064548059436676297e-02
2.726545309061812361e+00,-1.018388699159965965e-01,3.814604137963023001e-01,-1.029686862856747653e-02
2.728545709141828368e+00,-1.018591203792969246e-01,3.810499768144849919e-01,-9.949828724307205330e-03
2.730546109221844375e+00,-1.018786781954724857e-01,3.806399444618754346e-01,-9.604355712031054093e-03
2.732546509301860382e+00,-1.018975464940835990e-01,3.802303165314112610e-01,-9.260444436129680601e-03
2.734546909381876389e+00,-1.019157283941880127e-01,3.798210928153188948e-01,-8.918089754945721093e-03
2.736547309461892397e+00,-1.019332270043408067e-01,3.794122731051134401e-01,-8.577286540780548751e-03
2.738547709541908404e+00,-1.019500454225945180e-01,3.790038571915985699e-01,-8.238029679899047664e-03
2.740548109621924411e+00,-1.019661867364990704e-01,3.785958448648668040e-01,-7.900314072537092946e-03
2.742548509701940418e+00,-1.019816540231017615e-01,3.781882359142994532e-01,-7.564134632907101863e-03
2.744548909781956425e+00,-1.019964503489473318e-01,3.777810301285663419e-01,-7.229486289204445360e-03
2.746549309861972432e+00,-1.020105787781086931e-01,3.773742272966544853e-01,-6.896363973749944365e-03
2.748549709941988439e+00,-1.020240423647178762e-01,3.769678272068904268e-01,-6.564762632148390953e-03
2.750550110022004446e+00,-1.020368441425081596e-01,3.765618296456115233e-01,-6.234677236148497559e-03
2.752550510102020453e+00,-1.020489871356221184e-01,3.761562343985632717e-01,-5.906102770388818590e-03
2.754550910182036461e+00,-1.020604743586380342e-01,3.757510412509027509e-01,-5.579034232371035684e-03
2.756551310262052468e+00,-1.020713088165700055e-01,3.753462499871984548e-01,-5.253466632464204311e-03
2.758551710342068475e+00,-1.020814935048679067e-01,3.749418603914305148e-01,-4.929394993911206946e-03
2.760552110422084482e+00,-1.020910314094173599e-01,3.745378722469903665e-01,-4.606814352832999671e-03
2.762552510502100489e+00,-1.020999255065397765e-01,3.741342853366810828e-01,-4.285719758233885734e-03
2.764552910582116496e+00,-1.021081787629923576e-01,3.737310994427173183e-01,-3.966106272007552391e-03
2.766553310662132503e+00,-1.021157941359680382e-01,3.733283143467250320e-01,-3.647968968941719958e-03
2.768553710742148510e+00,-1.021227745730955427e-01,3.729259298297418757e-01,-3.331302936723373742e-03
2.770554110822164517e+00,-1.021291230124394128e-01,3.725239456722168607e-01,-3.016103275943746165e-03
2.772554510902180525e+00,-1.021348423824998963e-01,3.721223616540105805e-01,-2.702365100104034412e-03
2.774554910982196532e+00,-1.021399356022130583e-01,3.717211775543952101e-01,-2.390083535620715627e-03
2.776555311062212539e+00,-1.021444055809507256e-01,3.713203931520542289e-01,-2.079253721829280033e-03
2.778555711142228546e+00,-1.021482552185204867e-01,3.709200082250828645e-01,-1.769870810991669430e-03
2.780556111222244553e+00,-1.021514874051657473e-01,3.705200225509875933e-01,-1.461929968299302551e-03
2.782556511302260560e+00,-1.021541050215656193e-01,3.701204359066866401e-01,-1.155426371879569869e-03
2.784556911382276567e+00,-1.021561109388350458e-01,3.697212480685095892e-01,-8.503552128005381627e-04
2.786557311462292574e+00,-1.021575080185247175e-01,3.693224588121975516e-01,-5.467116950756828464e-04
2.788557711542308581e+00,-1.021582991126211010e-01,3.689240679129032197e-01,-2.444910356698831722e-04
2.790558111622324589e+00,-1.021584870635464382e-01,3.685260751451906458e-01,5.631153549609524411e-05
2.792558511702340596e+00,-1.021580747041587606e-01,3.681284802830355751e-01,3.557007755406599303e-04
2.794558911782356603e+00,-1.021570648577518614e-01,3.677312830998250570e-01,6.536814286156183984e-04
2.796559311862372610e+00,-1.021554603380552817e-01,3.673344833683578337e-01,9.502582259013903077e-04
2.798559711942388617e+00,-1.021532639492343797e-01,3.669380808608440625e-01,1.245435885602455550e-03
2.800560112022404624e+00,-1.021504784858902753e-01,3.665420753489053718e-01,1.539219112941705991e-03
2.802560512102420631e+00,-1.021471067330598365e-01,3.661464666035750271e-01,1.831612600155060888e-03
2.804560912182436638e+00,-1.021431514662157203e-01,3.657512543952975981e-01,2.122621026487470086e-03
2.806561312262452645e+00,-1.021386154512663874e-01,3.653564384939293475e-01,2.412249058186988204e-03
2.808561712342468653e+00,-1.021335014445560324e-01,3.649620186687379531e-01,2.700501348500403132e-03
2.810562112422484660e+00,-1.021278121928646393e-01,3.645679946884026190e-01,2.987382537667143678e-03
2.812562512502500667e+00,-1.021215504334079538e-01,3.641743663210140758e-01,3.272897252915796251e-03
2.814562912582516674e+00,-1.021147188938375250e-01,3.637811333340745246e-01,3.557050108457762705e-03
2.816563312662532681e+00,-1.021073202953746845e-01,3.633882954948827182e-01,3.839845709363090553e-03
2.818563712742548688e+00,-1.020993573590864290e-01,3.629958525712912998e-01,4.121288659338084859e-03
2.820564112822564695e+00,-1.020908327839849528e-01,3.626038043290127910e-01,4.401383533610886412e-03
2.822564512902580702e+00,-1.020817492588171893e-01,3.622121505330864188e-01,4.680134893504300786e-03
2.824564912982596709e+00,-1.020721094636573012e-01,3.618208909480751245e-01,4.957547288400948604e-03
2.826565313062612717e+00,-1.020619160699067496e-01,3.614300253380650085e-01,5.233625255739976501e-03
2.828565713142628724e+00,-1.020511717402941831e-01,3.610395534666657746e-01,5.508373321012338675e-03
2.830566113222644731e+00,-1.020398791288755491e-01,3.606494750970106189e-01,5.781795997756897232e-03
2.832566513302660738e+00,-1.020280408810339823e-01,3.602597899917560076e-01,6.053897787556286603e-03
2.834566913382676745e+00,-1.020156596334799021e-01,3.598704979130819548e-01,6.324683180032278362e-03
2.836567313462692752e+00,-1.020027380142509849e-01,3.594815986226919668e-01,6.594156652842089739e-03
2.838567713542708759e+00,-1.019892786427121223e-01,3.590930918818128759e-01,6.862322671674261909e-03
2.840568113622724766e+00,-1.019752841295554491e-01,3.587049774511951172e-01,7.129185690244024820e-03
2.842568513702740773e+00,-1.019607570768003846e-01,3.583172550911123411e-01,7.394750150289924884e-03
2.844568913782756781e+00,-1.019457000777935496e-01,3.579299245613619118e-01,7.659020481568606931e-03
2.846569313862772344e+00,-1.019301157172088357e-01,3.575429856212644641e-01,7.922001101851983140e-03
2.848569713942788351e+00,-1.019140065710473775e-01,3.571564380296640695e-01,8.183696416921959482e-03
2.850570114022804358e+00,-1.018973752066375527e-01,3.567702815449282361e-01,8.444110820567285458e-03
2.852570514102820365e+00,-1.018802241826349819e-01,3.563845159249480754e-01,8.703248694578460953e-03
2.854570914182836372e+00,-1.018625560490225290e-01,3.559991409271380247e-01,8.961114408744585980e-03
2.856571314262852379e+00,-1.018443733471103285e-01,3.556141563084359580e-01,9.217712320849003049e-03
2.858571714342868386e+00,-1.018256786095357164e-01,3.552295618253031861e-01,9.473046776664509339e-03
2.860572114422884393e+00,-1.018064743602633132e-01,3.548453572337245676e-01,9.727122109950261941e-03
2.862572514502900400e+00,-1.017867631145849550e-01,3.544615422892082313e-01,9.979942642447753309e-03
2.864572914582916408e+00,-1.017665473791197761e-01,3.540781167467859092e-01,1.023151268387542667e-02
2.866573314662932415e+00,-1.017458296518140848e-01,3.536950803610127703e-01,1.048183653192644171e-02
2.868573714742948422e+00,-1.017246124219414738e-01,3.533124328859672536e-01,1.073091847226291529e-02
2.870574114822964429e+00,-1.017028981701027929e-01,3.529301740752514571e-01,1.097876277851368709e-02
2.872574514902980436e+00,-1.016806893682261209e-01,3.525483036819908045e-01,1.122537371226857428e-02
2.874574914982996443e+00,-1.016579884795667799e-01,3.521668214588341561e-01,1.147075552307552648e-02
2.876575315063012450e+00,-1.016347979587073347e-01,3.517857271579539202e-01,1.171491244843592128e-02
2.878575715143028457e+00,-1.016111202515576212e-01,3.514050205310458308e-01,1.195784871380135839e-02
2.880576115223044464e+00,-1.015869577953546904e-01,3.510247013293291696e-01,1.219956853256877471e-02
2.882576515303060471e+00,-1.015623130186628503e-01,3.506447693035464885e-01,1.244007610607721082e-02
2.884576915383076479e+00,-1.015371883413736659e-01,3.502652242039640540e-01,1.267937562360346715e-02
2.886577315463092486e+00,-1.015115861747059450e-01,3.498860657803713470e-01,1.291747126235794074e-02
2.888577715543108493e+00,-1.014855089230619345e-01,3.495072937822996662e-01,1.315436718979715036e-02
2.890578115623124500e+00,-1.014589589930763036e-01,3.491289079600748968e-01,1.339006757491960353e-02
2.892578515703140507e+00,-1.014319387712084158e-01,3.487509080621764568e-01,1.362457656031208775e-02
2.894578915783156514e+00,-1.014044506332968110e-01,3.483732938363787168e-01,1.385789827404815266e-02
2.896579315863172521e+00,-1.013764969473508609e-01,3.479960650300810698e-01,1.409003683316668865e-02
2.898579715943188528e+00,-1.013480800735507281e-01,3.476192213903077644e-01,1.432099634366812424e-02
2.900580116023204535e+00,-1.013192023642474071e-01,3.472427626637079046e-01,1.455078090051141471e-02
2.902580516103220543e+00,-1.012898661639627107e-01,3.468666885965556723e-01,1.477939458761101665e-02
2.904580916183236550e+00,-1.012600738093892699e-01,3.464909989347500496e-01,1.500684147783318267e-02
2.906581316263252557e+00,-1.012298276293905203e-01,3.461156934238149852e-01,1.523312563299351885e-02
2.908581716343268564e+00,-1.011991299450007153e-01,3.457407718088993387e-01,1.545825110385271040e-02
2.910582116423284571e+00,-1.011679830694249410e-01,3.453662338347768812e-01,1.568222193011459265e-02
2.912582516503300578e+00,-1.011363893080390736e-01,3.449920792458464058e-01,1.590504214042161302e-02
2.914582916583316585e+00,-1.011043509583898353e-01,3.446183077861315058e-01,1.612671575235265220e-02
2.916583316663332592e+00,-1.010718703101947391e-01,3.442449191992806856e-01,1.634724677241941593e-02
2.918583716743348599e+00,-1.010389496453421299e-01,3.438719132285674718e-01,1.656663919606360391e-02
2.920584116823364607e+00,-1.010055912378911569e-01,3.434992896168902465e-01,1.678489700765298243e-02
2.922584516903380614e+00,-1.009717973540718017e-01,3.431270481067723588e-01,1.700202418047896957e-02
2.924584916983396621e+00,-1.009375702522848361e-01,3.427551884403620130e-01,1.721802467675366544e-02
2.926585317063412628e+00,-1.009029121831018921e-01,3.423837103594323805e-01,1.743290244760552221e-02
2.928585717143428635e+00,-1.008678253892653781e-01,3.420126136053815991e-01,1.764666143307737356e-02
2.930586117223444642e+00,-1.008323121056885346e-01,3.416418979192326066e-01,1.785930556212307618e-02
2.932586517303460649e+00,-1.007963745594554067e-01,3.412715630416333634e-01,1.807083875260366568e-02
2.934586917383476656e+00,-1.007600149698208852e-01,3.409016087128567962e-01,1.828126491128531650e-02
2.936587317463492663e+00,-1.007232355482106240e-01,3.405320346728005765e-01,1.849058793383527577e-02
2.938587717543508671e+00,-1.006860384982211643e-01,3.401628406609874533e-01,1.869881170481957344e-02
2.940588117623524678e+00,-1.006484260156197963e-01,3.397940264165649760e-01,1.890594009769941408e-02
2.942588517703540685e+00,-1.006104002883446702e-01,3.394255916783058269e-01,1.911197697482772129e-02
2.944588917783556692e+00,-1.005719634965047404e-01,3.390575361846073776e-01,1.931692618744727807e-02
2.946589317863572699e+00,-1.005331178123797797e-01,3.386898596734920219e-01,1.952079157568653578e-02
2.948589717943588706e+00,-1.004938654004203513e-01,3.383225618826070646e-01,1.972357696855697728e-02
2.950590118023604713e+00,-1.004542084172478783e-01,3.379556425492247773e-01,1.992528618394984186e-02
2.952590518103620720e+00,-1.004141490116545743e-01,3.375891014102422871e-01,2.012592302863359939e-02
2.954590918183636727e+00,-1.003736893246034712e-01,3.372229382021816324e-01,2.032549129825023115e-02
2.956591318263652735e+00,-1.003328314892284190e-01,3.368571526611898737e-01,2.052399477731256527e-02
2.958591718343668742e+00,-1.002915776308340862e-01,3.364917445230389270e-01,2.072143723920147340e-02
2.960592118423684749e+00,-1.002499298668959593e-01,3.361267135231255643e-01,2.091782244616197106e-02
2.962592518503700756e+00,-1.002078903091840195e-01,3.357620593967098332e-01,2.111315415197094481e-02
2.964592918583716763e+00,-1.001654610721353089e-01,3.353977818798433708e-01,2.130743611246795066e-02
2.966593318663732770e+00,-1.001226442507619913e-01,3.350338807068866109e-01,2.150067205778670443e-02
2.968593718743748777e+00,-1.000794419306449273e-01,3.346703556116462641e-01,2.169286570489865895e-02
2.970594118823764784e+00,-1.000358561903307714e-01,3.343072063276453232e-01,2.188402076062317958e-02
2.972594518903780791e+00,-9.999188910133195718e-02,3.339444325881231745e-01,2.207414092162411634e-02
2.974594918983796799e+00,-9.994754272812667040e-02,3.335820341260355981e-01,2.226322987440881862e-02
2.976595319063812806e+00,-9.990281912815891785e-02,3.332200106740546008e-01,2.245129129532427714e-02
2.978595719143828813e+00,-9.985772035183845818e-02,3.328583619645686942e-01,2.263832885055629129e-02
2.980596119223844820e+00,-9.981224844254081574e-02,3.324970877296826721e-01,2.282434619612523641e-02
2.982596519303860827e+00,-9.976640543660730831e-02,3.321361877012176667e-01,2.300934697788589722e-02
2.984596919383876834e+00,-9.972019336334504713e-02,3.317756616107112033e-01,2.319333483152309638e-02
2.986597319463892841e+00,-9.967361424502689526e-02,3.314155091894170901e-01,2.337631338255090341e-02
2.988597719543908848e+00,-9.962667009689148145e-02,3.310557301683055842e-01,2.355828624630894319e-02
2.990598119623924855e+00,-9.957936292714326953e-02,3.306963242780632806e-01,2.373925702796124415e-02
2.992598519703940863e+00,-9.953169473695244740e-02,3.303372912490930569e-01,2.391922932249355982e-02
2.994598919783956870e+00,-9.948366752045499639e-02,3.299786308115142397e-01,2.409820671471012143e-02
2.996599319863972877e+00,-9.943528326475267742e-02,3.296203426951624382e-01,2.427619277923298569e-02
2.998599719943988884e+00,-9.938654394991303098e-02,3.292624266295895996e-01,2.445319108049834322e-02
3.000600120024004891e+00,-9.933745154896937712e-02,3.289048823440641200e-01,2.462920517275492271e-02
3.002600520104020898e+00,-9.928800802792080160e-02,3.285477095675706782e-01,2.480423860006113201e-02
3.004600920184036905e+00,-9.923821534573218361e-02,3.281909080288102909e-01,2.497829489628344835e-02
3.006601320264052912e+00,-9.918807545433416806e-02,3.278344774562004238e-01,2.515137758509392030e-02
3.008601720344068919e+00,-9.913759029862317940e-02,3.274784175778748252e-01,2.532349017996722573e-02
3.010602120424084926e+00,-9.908676181646143555e-02,3.271227281216835814e-01,2.549463618417933952e-02
3.012602520504100934e+00,-9.903559193867692012e-02,3.267674088151931722e-01,2.566481909080500778e-02
3.014602920584116941e+00,-9.898408258906336854e-02,3.264124593856864154e-01,2.583404238271495845e-02
3.016603320664132948e+00,-9.893223568438035131e-02,3.260578795601625224e-01,2.600230953257405553e-02
3.018603720744148955e+00,-9.888005313435314914e-02,3.257036690653369870e-01,2.616962400283942558e-02
3.020604120824164962e+00,-9.882753684167289165e-02,3.253498276276416967e-01,2.633598924575722422e-02
3.022604520904180969e+00,-9.877468870199643258e-02,3.249963549732248769e-01,2.650140870336155363e-02
3.024604920984196976e+00,-9.872151060394641908e-02,3.246432508279512019e-01,2.666588580747127069e-02
3.026605321064212983e+00,-9.866800442911129176e-02,3.242905149174015178e-01,2.682942397968829384e-02
3.028605721144228990e+00,-9.861417205204524306e-02,3.239381469668731750e-01,2.699202663139504965e-02
3.030606121224244998e+00,-9.856001534026825883e-02,3.235861467013798620e-01,2.715369716375290454e-02
3.032606521304261005e+00,-9.850553615426609066e-02,3.232345138456515499e-01,2.731443896769887580e-02
3.034606921384277012e+00,-9.845073634749029745e-02,3.228832481241346031e-01,2.747425542394471565e-02
3.036607321464293019e+00,-9.839561776635817603e-02,3.225323492609917797e-01,2.763314990297353890e-02
3.038607721544309026e+00,-9.834018225414173364e-02,3.221818169805167886e-01,2.779112576996242701e-02
3.040608121624325033e+00,-9.828443165492171951e-02,3.218316510075447390e-01,2.794818638979805481e-02
3.042608521704341040e+00,-9.822836779387550399e-02,3.214818510653500439e-01,2.810433510211371444e-02
3.044608921784357047e+00,-9.817199248892261032e-02,3.211324168769015275e-01,2.825957523602123933e-02
3.046609321864373054e+00,-9.811530755169405038e-02,3.207833481649662311e-01,2.841391011133644062e-02
3.048609721944389062e+00,-9.805831478753235242e-02,3.204346446521091907e-01,2.856734303857771939e-02
3.050610122024405069e+00,-9.800101599549150555e-02,3.200863060606937704e-01,2.871987731896331886e-02
3.052610522104421076e+00,-9.794341296833700139e-02,3.197383321128812739e-01,2.887151624441106068e-02
3.054610922184437083e+00,-9.788550749254580630e-02,3.193907225306314435e-01,2.902226309753598577e-02
3.056611322264453090e+00,-9.782730134830637525e-02,3.190434770357019056e-01,2.917212115164878605e-02
3.058611722344469097e+00,-9.776879630951866573e-02,3.186965953496485593e-01,2.932109367075419470e-02
3.060612122424485104e+00,-9.770999414379409609e-02,3.183500771938255203e-01,2.946918390954982037e-02
3.062612522504501111e+00,-9.765089661245561492e-02,3.180039222893848994e-01,2.961639511342382958e-02
3.064612922584517118e+00,-9.759150547053760394e-02,3.176581303572771353e-01,2.976273051845404471e-02
3.066613322664533126e+00,-9.753182246678598899e-02,3.173127011182506618e-01,2.990819335140566804e-02
3.068613722744549133e+00,-9.747184934365812903e-02,3.169676342928521851e-01,3.005278682973025473e-02
3.070614122824565140e+00,-9.741158783732291326e-02,3.166229296014264616e-01,3.019651416156392265e-02
3.072614522904580703e+00,-9.735103967766071953e-02,3.162785867641166315e-01,3.033937854572600623e-02
3.074614922984596710e+00,-9.729020658826334489e-02,3.159346055008635523e-01,3.048138317171680822e-02
3.076615323064612717e+00,-9.722909028643417217e-02,3.155909855314066870e-01,3.062253121971700298e-02
3.078615723144628724e+00,-9.716769248318798957e-02,3.152477265752833269e-01,3.076282586058498580e-02
3.080616123224644731e+00,-9.710601488325112940e-02,3.149048283518292024e-01,3.090227025585615128e-02
3.082616523304660738e+00,-9.704405918506138484e-02,3.145622905801779834e-01,3.104086755774146389e-02
3.084616923384676745e+00,-9.698182708076803771e-02,3.142201129792615011e-01,3.117862090912504325e-02
3.086617323464692753e+00,-9.691932025623187230e-02,3.138782952678099147e-01,3.131553344356327595e-02
3.088617723544708760e+00,-9.685654039102513380e-02,3.135368371643513230e-01,3.145160828528296981e-02
3.090618123624724767e+00,-9.679348915843158374e-02,3.131957383872120970e-01,3.158684854918036855e-02
3.092618523704740774e+00,-9.673016822544644455e-02,3.128549986545167694e-01,3.172125734081868154e-02
3.094618923784756781e+00,-9.666657925277645502e-02,3.125146176841879786e-01,3.185483775642750093e-02
3.096619323864772788e+00,-9.660272389483982869e-02,3.121745951939465802e-01,3.198759288290065061e-02
