t,Ih,Ev,Iv,dIh_dt,dIh_dt_noisy
1.944388877775555358e+01,6.452614484087180191e-01,3.164907447649028538e-01,2.763807406535718214e-01,4.466654052082585924e-02,5.466314481437432177e-02
1.948389677935587372e+01,6.470416832706696875e-01,3.168929901903237978e-01,2.772535507962584078e-01,4.432705901278113231e-02,5.699433579528195848e-02
1.952390478095619386e+01,6.488082935225459869e-01,3.172888057099347292e-01,2.781243221456993764e-01,4.398545893914376087e-02,4.264776047572597928e-02
1.956391278255651045e+01,6.505611964478438258e-01,3.176781961938452414e-01,2.789930155483924534e-01,4.364184057153992075e-02,3.543671174951249642e-02
1.960392078415683059e+01,6.523003133083090654e-01,3.180611678299898881e-01,2.798595920751347221e-01,4.329630437408564514e-02,3.147027509881372698e-02
1.964392878575715073e+01,6.540255693454987140e-01,3.184377281150273520e-01,2.807240130290317159e-01,4.294895093090175114e-02,4.457172092919346046e-02
1.968393678735747088e+01,6.557368938699119632e-01,3.188078856581046949e-01,2.815862402441836609e-01,4.259988086531049656e-02,5.370280041069878940e-02
1.972394478895779102e+01,6.574342202666576540e-01,3.191716506328659553e-01,2.824462358985350141e-01,4.224919475674367153e-02,4.496587874529784506e-02
1.976395279055811116e+01,6.591174858962661753e-01,3.195290345630467099e-01,2.833039624212950747e-01,4.189699308634109443e-02,4.362555384003863335e-02
1.980396079215843130e+01,6.607866320971430563e-01,3.198800501648982886e-01,2.841593825783098048e-01,4.154337616756520468e-02,3.775123733743814686e-02
1.984396879375875145e+01,6.624416041855690773e-01,3.202247113471878293e-01,2.850124594720616633e-01,4.118844407413981695e-02,4.679874140207552352e-02
1.988397679535907159e+01,6.640823514557000484e-01,3.205630332111982228e-01,2.858631565416697162e-01,4.083229656831389998e-02,1.947398605387667611e-02
1.992398479695939173e+01,6.657088271795670309e-01,3.208950320507281684e-01,2.867114375628896372e-01,4.047503302949884141e-02,4.279876554324601318e-02
1.996399279855971187e+01,6.673209886070762265e-01,3.212207253520921180e-01,2.875572666481135409e-01,4.011675238332737536e-02,4.039801547885697730e-02
2.000400080016003201e+01,6.689187969660089772e-01,3.215401317941203319e-01,2.884006082463703158e-01,3.975755303118132244e-02,2.605415056556391329e-02
2.004400880176035216e+01,6.705022174620216546e-01,3.218532712481589342e-01,2.892414271433253470e-01,3.939753278023346711e-02,6.115351202167208788e-02
2.008401680336067230e+01,6.720712192786457706e-01,3.221601647780696354e-01,2.900796884612805160e-01,3.903678877404883479e-02,2.516265645850296329e-02
2.012402480496099244e+01,6.736257755772883105e-01,3.224608346402301762e-01,2.909153576591743673e-01,3.867541742378936137e-02,2.790021245531275687e-02
2.016403280656131258e+01,6.751658634972309558e-01,3.227553042835338837e-01,2.917484005325820529e-01,3.831351434006439322e-02,2.630488326453613718e-02
2.020404080816163273e+01,6.766914635915133314e-01,3.230435981094639808e-01,2.925787833778332736e-01,3.795117441389173757e-02,4.905485243147861274e-02
2.024404880976195287e+01,6.782025600386175634e-01,3.233257417584439741e-01,2.934064730704913915e-01,3.758849170343379203e-02,2.870764309184188623e-02
2.028405681136227301e+01,6.796991412126094367e-01,3.236017622457451060e-01,2.942314368084099074e-01,3.722555921617769215e-02,4.391212334581982152e-02
2.032406481296259315e+01,6.811811990250087323e-01,3.238716875607185464e-01,2.950536422113216872e-01,3.686246901597192011e-02,4.273757054118443310e-02
2.036407281456291329e+01,6.826487289234656197e-01,3.241355466661121065e-01,2.958730573211344472e-01,3.649931216347886143e-02,3.909601627396026846e-02
2.040408081616323344e+01,6.841017298917608791e-01,3.243933694980700722e-01,2.966896506019306434e-01,3.613617865708764615e-02,2.306038959051854090e-02
2.044408881776355358e+01,6.855402044498052350e-01,3.246451869661333145e-01,2.975033909399676935e-01,3.577315737466128798e-02,2.965209359478308479e-02
2.048409681936387372e+01,6.869641586536402444e-01,3.248910309532391794e-01,2.983142476436777546e-01,3.541033601614661241e-02,5.214148571648737074e-02
2.052410482096419386e+01,6.883736020954376311e-01,3.251309343157216536e-01,2.991221904436680012e-01,3.504780104707603400e-02,2.214025705324984897e-02
2.056411282256451400e+01,6.897685479034993961e-01,3.253649308833111986e-01,2.999271894927202919e-01,3.468563764298767532e-02,2.636908803930329212e-02
2.060412082416483415e+01,6.911490127422582619e-01,3.255930554591349724e-01,3.007292153657913358e-01,3.432392963478945319e-02,3.270146440698566692e-02
2.064412882576515429e+01,6.925150168122767846e-01,3.258153438197166074e-01,3.015282390600128037e-01,3.396275945509240335e-02,4.205266017546612639e-02
2.068413682736547443e+01,6.938665838429955990e-01,3.260318327124736570e-01,3.023242319953667323e-01,3.360220808758258154e-02,3.611859999363126877e-02
2.072414482896579457e+01,6.952037399232798842e-01,3.262425595303528048e-01,3.031171661655717720e-01,3.324235534865234432e-02,4.066279694160572500e-02
2.076415283056611472e+01,6.965265143631906852e-01,3.264475627857129081e-01,3.039070141521261204e-01,3.288327960350387325e-02,2.221033727378392275e-02
2.080416083216643486e+01,6.978349400440034822e-01,3.266468820104416748e-01,3.046937489725657922e-01,3.252505761597405953e-02,4.197282355513418106e-02
2.084416883376675500e+01,6.991290526754052603e-01,3.268405574433110861e-01,3.054773441193288086e-01,3.216776471438567014e-02,3.785805288017389525e-02
2.088417683536707514e+01,7.004088907954945098e-01,3.270286300299775628e-01,3.062577735597550865e-01,3.181147475084807746e-02,1.586582919961174176e-02
2.092418483696739528e+01,7.016744957707811148e-01,3.272111414229819104e-01,3.070350117360866049e-01,3.145626006151150400e-02,4.685542214058421168e-02
2.096419283856771543e+01,7.029259117961865755e-01,3.273881339817492075e-01,3.078090335654671827e-01,3.110219142778489904e-02,5.402617002953747499e-02
2.100420084016803557e+01,7.041631858950441192e-01,3.275596507725890283e-01,3.085798144399426457e-01,3.074933803852850783e-02,2.306356446706145022e-02
2.104420884176835571e+01,7.053863679190980340e-01,3.277257355686952200e-01,3.093473302264608815e-01,3.039776745323004986e-02,3.095429561939708196e-02
2.108421684336867585e+01,7.065955105485046683e-01,3.278864328501461256e-01,3.101115572668715625e-01,3.004754556617261763e-02,4.402177139724806898e-02
2.112422484496899600e+01,7.077906692918313203e-01,3.280417878039042501e-01,3.108724723779264232e-01,2.969873657160218561e-02,1.488633427733016511e-02
2.116423284656931614e+01,7.089719024860573482e-01,3.281918463238167605e-01,3.116300528512791490e-01,2.935140292990022493e-02,9.452799739202724649e-03
2.120424084816963628e+01,7.101392707737068655e-01,3.283366548731088130e-01,3.123842764839002695e-01,2.900560549507105040e-02,1.603616427307182762e-02
2.124424884976995642e+01,7.112928361512814712e-01,3.284762604025002197e-01,3.131351217204571546e-01,2.866140378229284358e-02,2.299073591873217193e-02
2.128425685137027656e+01,7.124326638588956984e-01,3.286107108154169842e-01,3.138825675317121200e-01,2.831885536383293295e-02,2.253443324398405473e-02
2.132426485297059671e+01,7.135588212514960560e-01,3.287400544765446964e-01,3.146265933825801442e-01,2.797801618613916103e-02,3.405148792456512419e-02
2.136427285457091685e+01,7.146713777134957590e-01,3.288643401837325064e-01,3.153671792342332414e-01,2.763894057404497201e-02,3.032430429367556635e-02
2.140428085617123699e+01,7.157704046587743951e-01,3.289836171679927368e-01,3.161043055441005167e-01,2.730168120983389457e-02,1.484090856314325933e-02
2.144428885777155358e+01,7.168559755306779246e-01,3.290979350935010483e-01,3.168379532658679998e-01,2.696628911313710825e-02,3.264008881402564316e-02
2.148429685937187372e+01,7.179281658020196799e-01,3.292073440575966070e-01,3.175681038494791997e-01,2.663281362166098482e-02,4.537362703847303003e-02
2.152430486097219386e+01,7.189870529750788108e-01,3.293118945907816397e-01,3.182947392411342724e-01,2.630130237274315441e-02,3.827184516344598469e-02
2.156431286257251401e+01,7.200327165816012842e-01,3.294116376567219895e-01,3.190178418832906870e-01,2.597180128573162855e-02,3.588287576256705275e-02
2.160432086417283415e+01,7.210652381827996615e-01,3.295066246522465048e-01,3.197373947146628370e-01,2.564435454518409346e-02,2.584613383039779250e-02
2.164432886577315429e+01,7.220847013693533212e-01,3.295969074073476501e-01,3.204533811702223178e-01,2.531900458488234307e-02,3.515531853132785461e-02
2.168433686737347443e+01,7.230911913012760817e-01,3.296825380723626409e-01,3.211657851917295026e-01,2.499579222324091465e-02,1.533446402354515271e-02
2.172434486897379458e+01,7.240847936780923089e-01,3.297635690176669576e-01,3.218745913369852607e-01,2.467475699204494527e-02,3.218490336207546765e-02
2.176435287057411472e+01,7.250655965247931878e-01,3.298400532459981882e-01,3.225797847328549239e-01,2.435593654443175826e-02,2.348345234962029293e-02
2.180436087217443486e+01,7.260336892170596856e-01,3.299120439675413130e-01,3.232813509983615274e-01,2.403936696246634225e-02,3.534842394126084392e-02
2.184436887377475500e+01,7.269891623919697565e-01,3.299795945719652401e-01,3.239792762434308138e-01,2.372508278018720801e-02,2.838518829276587621e-02
2.188437687537507514e+01,7.279321079479984524e-01,3.300427586284231940e-01,3.246735470688910663e-01,2.341311697819271204e-02,1.251431912106918884e-02
2.192438487697539529e+01,7.288626190450175901e-01,3.301015898855523822e-01,3.253641505664732203e-01,2.310350097880831122e-02,2.438343051354341373e-02
2.196439287857571543e+01,7.297807901042964174e-01,3.301561422714741068e-01,3.260510743188108074e-01,2.279626464182549217e-02,3.497847933994335107e-02
2.200440088017603557e+01,7.306867168085009467e-01,3.302064698937939302e-01,3.267343063994400110e-01,2.249143626080495756e-02,1.119909741013696419e-02
2.204440888177635571e+01,7.315804961016943997e-01,3.302526270396013430e-01,3.274138353727995554e-01,2.218904255993406349e-02,1.659764377808740574e-02
2.208441688337667586e+01,7.324622261893368735e-01,3.302946681754701519e-01,3.280896502942309279e-01,2.188910869143037563e-02,1.420237860755295747e-02
2.212442488497699600e+01,7.333320065382855635e-01,3.303326479474581467e-01,3.287617407099781008e-01,2.159165823348110219e-02,6.635198829023494088e-03
2.216443288657731614e+01,7.341899371620046466e-01,3.303666210242186541e-01,3.294300966587927482e-01,2.129671343608498246e-02,3.090939618878194364e-02
2.220444088817763628e+01,7.350361182698817997e-01,3.303966421772346340e-01,3.300947087787861056e-01,2.100429534733944809e-02,3.411426837719971905e-02
2.224444888977795642e+01,7.358706514486834660e-01,3.304227664389329244e-01,3.307555682503396377e-01,2.071442340798563403e-02,2.871485547855589723e-02
2.228445689137827657e+01,7.366936388893271515e-01,3.304450488064437641e-01,3.314126667184655317e-01,2.042711572112067969e-02,2.285281887549343860e-02
2.232446489297859671e+01,7.375051833782106936e-01,3.304635442391248845e-01,3.320659962924590314e-01,2.014238906021632164e-02,1.962207521707174523e-02
2.236447289457891685e+01,7.383053882972127058e-01,3.304783076585613988e-01,3.327155495458981593e-01,1.986025887446869059e-02,2.225406187971524369e-02
2.240448089617923699e+01,7.390943576236919110e-01,3.304893939485658017e-01,3.333613195166437171e-01,1.958073929445728473e-02,1.226518012354649648e-02
2.244448889777955713e+01,7.398721959304876972e-01,3.304968579551779695e-01,3.340032997068393961e-01,1.930384313810341868e-02,2.824229914262013641e-02
2.248449689937987728e+01,7.406390083859196727e-01,3.305007544866653268e-01,3.346414840829117776e-01,1.902958191691987017e-02,2.948450515730372326e-02
2.252450490098019742e+01,7.413949007537882219e-01,3.305011383135225689e-01,3.352758670755702219e-01,1.875796584254166288e-02,2.808340118258073267e-02
2.256451290258051756e+01,7.421399793933740607e-01,3.304980641684718279e-01,3.359064435798069237e-01,1.848900383352957560e-02,1.317952165634163689e-02
2.260452090418083770e+01,7.428743512249508241e-01,3.304915867379797922e-01,3.365332089528799142e-01,1.822270353490724332e-02,1.900674695437527123e-02
2.264452890578115785e+01,7.435981226902849128e-01,3.304817604767387729e-01,3.371561590115420559e-01,1.795907170280562626e-02,1.630126351301208060e-02
2.268453690738147799e+01,7.443114004775689407e-01,3.304686398781601642e-01,3.377752901604083036e-01,1.769811395466032444e-02,3.558386183433367989e-02
2.272454490898179813e+01,7.450142916484521205e-01,3.304522793304465744e-01,3.383905992670837581e-01,1.743983473287229191e-02,1.923679675209790524e-02
2.276455291058211827e+01,7.457069033290466553e-01,3.304327330112866168e-01,3.390020836210116961e-01,1.718423742744489696e-02,-1.636471511859069472e-03
2.280456091218243841e+01,7.463893427099276279e-01,3.304100548878547428e-01,3.396097409334737360e-01,1.693132438735791417e-02,2.091638089566864867e-02
2.284456891378275856e+01,7.470617170461334444e-01,3.303842987168113532e-01,3.402135693375895054e-01,1.668109693203145144e-02,3.550375942274131003e-02
2.288457691538307870e+01,7.477241336571653907e-01,3.303555180443027983e-01,3.408135673883170846e-01,1.643355536287294250e-02,2.328531252509860941e-02
2.292458491698339884e+01,7.483766999269878539e-01,3.303237662059613777e-01,3.414097340624525634e-01,1.618869897489979420e-02,2.498349607536190509e-02
2.296459291858371898e+01,7.490195233040279899e-01,3.302890963269053404e-01,3.420020687586303731e-01,1.594652606843120768e-02,1.630713873692024238e-02
2.300460092018403913e+01,7.496527113011763888e-01,3.302515613217387180e-01,3.425905712973231210e-01,1.570703396084183884e-02,-4.006860901009993287e-03
2.304460892178435927e+01,7.502763714957865204e-01,3.302112138945517139e-01,3.431752419208415339e-01,1.547021899837135867e-02,-2.632358542158000358e-03
2.308461692338467941e+01,7.508906113258900783e-01,3.301681064984577363e-01,3.437560812786121245e-01,1.523607664472072243e-02,2.776598897361879162e-03
2.312462492498499955e+01,7.514955372790860233e-01,3.301222912551165511e-01,3.443330904646312307e-01,1.500460179987415932e-02,1.373628142947688931e-02
2.316463292658531969e+01,7.520912558688647165e-01,3.300738201402966254e-01,3.449062710970576817e-01,1.477578844768813460e-02,1.787577341260126323e-02
2.320464092818563984e+01,7.526778733432432089e-01,3.300227448100885308e-01,3.454756251728314242e-01,1.454962977933056678e-02,2.144377130072578491e-02
2.324464892978595998e+01,7.532554956245305355e-01,3.299691165837772555e-01,3.460411550575703821e-01,1.432611822994768469e-02,1.092153780230044682e-02
2.328465693138627657e+01,7.538242283093278262e-01,3.299129864438425375e-01,3.466028634855707335e-01,1.410524549262108518e-02,2.367453807673196992e-02
2.332466493298659671e+01,7.543841766685284167e-01,3.298544050359584201e-01,3.471607535598068006e-01,1.388700253225704645e-02,1.108951494846082374e-02
2.336467293458691685e+01,7.549354456473176267e-01,3.297934226689936965e-01,3.477148287519311043e-01,1.367137959940380176e-02,6.626484445933410183e-03
2.340468093618723699e+01,7.554781398651728708e-01,3.297300893150116319e-01,3.482650929022743647e-01,1.345836624399263798e-02,2.197478339844163853e-02
2.344468893778755714e+01,7.560123636158638805e-01,3.296644546092699635e-01,3.488115502198453344e-01,1.324795132899902333e-02,4.103501497957292438e-03
2.348469693938787728e+01,7.565382208674520381e-01,3.295965678502210672e-01,3.493542052823311317e-01,1.304012304402042688e-02,-1.425072626419056354e-02
2.352470494098819742e+01,7.570558152622912651e-01,3.295264779995118465e-01,3.498930630360968519e-01,1.283486891876667313e-02,2.235301329287685962e-03
2.356471294258851756e+01,7.575652496929798918e-01,3.294542336196752963e-01,3.504281287598550176e-01,1.263217600164204257e-02,1.357377145667101534e-02
2.360472094418883771e+01,7.580666260765598352e-01,3.293798829042036691e-01,3.509594081796297282e-01,1.243203096204129054e-02,-1.836974662845529058e-02
2.364472894578915785e+01,7.585600459522793271e-01,3.293034737036213411e-01,3.514869074304547980e-01,1.223441987335724401e-02,8.663039411571479137e-03
2.368473694738947799e+01,7.590456102736223842e-01,3.292250534494572944e-01,3.520106329567851966e-01,1.203932830858944758e-02,8.718424720959350172e-03
2.372474494898979813e+01,7.595234194081258439e-01,3.291446691542063152e-01,3.525305915124594680e-01,1.184674135455867500e-02,-2.417818335134118771e-03
2.376475295059011827e+01,7.599935731373800296e-01,3.290623674113293817e-01,3.530467901606993975e-01,1.165664362589470537e-02,-3.168391020083370299e-03
2.380476095219043842e+01,7.604561706570283075e-01,3.289781943952534427e-01,3.535592362741105110e-01,1.146901927886847389e-02,6.844399797875719629e-03
2.384476895379075856e+01,7.609113105767675300e-01,3.288921958613713614e-01,3.540679375346817426e-01,1.128385202506609203e-02,5.812850328717971728e-03
2.388477695539107870e+01,7.613590909203474810e-01,3.288044171460421383e-01,3.545729019337855448e-01,1.110112514490395330e-02,2.370031023882032337e-02
2.392478495699139884e+01,7.617996091255714308e-01,3.287149031665907439e-01,3.550741377721778336e-01,1.092082150098378640e-02,1.466945195231178153e-02
2.396479295859171899e+01,7.622329620442956921e-01,3.286236984213082302e-01,3.555716536599980437e-01,1.074292355128656298e-02,-5.065630903769231114e-03
2.400480096019203913e+01,7.626592459271979152e-01,3.285308469876777604e-01,3.560654585127570604e-01,1.056741336832382749e-02,2.020898669956404728e-03
2.404480896179235927e+01,7.630785559385975247e-01,3.284363924810831947e-01,3.565555615126898004e-01,1.039427284636493948e-02,1.744568811758526530e-02
2.408481696339267941e+01,7.634909862911578582e-01,3.283403780813962669e-01,3.570419722631712478e-01,1.022348366043465337e-02,2.918325135001368850e-02
2.412482496499299955e+01,7.638966305230733278e-01,3.282428465197831935e-01,3.575247006636018687e-01,1.005502717051718481e-02,1.392002210795943024e-02
2.416483296659331970e+01,7.642955814363285860e-01,3.281438400650671383e-01,3.580037568612656762e-01,9.888884459619759482e-03,1.299600990621460964e-02
2.420484096819363984e+01,7.646879310966979704e-01,3.280434005237279904e-01,3.584791512513298417e-01,9.725036346528055653e-03,2.833256098824812191e-02
2.424484896979395998e+01,7.650737708337459475e-01,3.279415692399026416e-01,3.589508944768450283e-01,9.563463398370872226e-03,9.336748958180712474e-03
2.428485697139428012e+01,7.654531912408267802e-01,3.278383870953848755e-01,3.594189974287452238e-01,9.404145942994542734e-03,6.313136359647209157e-03
2.432486497299460027e+01,7.658262821750846383e-01,3.277338945096252565e-01,3.598834712458477969e-01,9.247064081148042430e-03,-4.885423741768639416e-03
2.436487297459492041e+01,7.661931327574539319e-01,3.276281314397313515e-01,3.603443273148533854e-01,9.092197698478524798e-03,3.962036876201465059e-03
2.440488097619524055e+01,7.665538313726586450e-01,3.275211373804675641e-01,3.608015772703460078e-01,8.939526477339431593e-03,3.072665390332096277e-02
2.444488897779556069e+01,7.669084656692130020e-01,3.274129513642551337e-01,3.612552329947931740e-01,8.789029908410447844e-03,-5.428384016476722404e-03
2.448489697939588083e+01,7.672571225336046741e-01,3.273036119619610052e-01,3.617053066086520219e-01,8.640687312800016118e-03,8.752604380932511863e-03
2.452490498099620098e+01,7.675998876923679770e-01,3.271931572713063785e-01,3.621518104468752219e-01,8.494478016319712693e-03,-5.588796263203445192e-03
2.456491298259652112e+01,7.679368458556717902e-01,3.270816248868601006e-01,3.625947572011859465e-01,8.350381301230863640e-03,9.635138781748441711e-03
2.460492098419684126e+01,7.682680809466571059e-01,3.269690519258251493e-01,3.630341597782658081e-01,8.208376325971100673e-03,1.708484836049231279e-02
2.464492898579716140e+01,7.685936760886462604e-01,3.268554750320495361e-01,3.634700312721904081e-01,8.068442141634577652e-03,5.631948943502697313e-03
2.468493698739748154e+01,7.689137136051434895e-01,3.267409303760265282e-01,3.639023849644290598e-01,7.930557702672022535e-03,1.523403040566699215e-02
2.472494498899780169e+01,7.692282750198344843e-01,3.266254536548945930e-01,3.643312343238451767e-01,7.794701877401444268e-03,1.500314013248982628e-02
2.476495299059812183e+01,7.695374410565865020e-01,3.265090800924373426e-01,3.647565930066958284e-01,7.660853458330715848e-03,1.213110161939985610e-02
2.480496099219844197e+01,7.698412916394485883e-01,3.263918444390836449e-01,3.651784748566322403e-01,7.528991172293362372e-03,2.469147116645288922e-02
2.484496899379876211e+01,7.701399058926512442e-01,3.262737809719074566e-01,3.655968939046992383e-01,7.399093690400058987e-03,1.518746923038061247e-02
2.488497699539908226e+01,7.704333621406068699e-01,3.261549234946279907e-01,3.660118643693356932e-01,7.271139637806591643e-03,4.221543976463428688e-03
2.492498499699940240e+01,7.707217379079092101e-01,3.260353053376096044e-01,3.664234006563744095e-01,7.145107603300945159e-03,3.368721183797957625e-04
2.496499299859972254e+01,7.710051099074742842e-01,3.259149593629629416e-01,3.668315173496842219e-01,7.020976153788320573e-03,-1.432087321255170326e-03
2.500500100020004268e+01,7.712835537600002400e-01,3.257939179776994654e-01,3.672362291857841909e-01,6.898723960745638262e-03,1.165739833709575693e-02
2.504500900180036282e+01,7.715571439967540135e-01,3.256722130503862944e-01,3.676375511906439519e-01,6.778329806781856204e-03,3.541111664280171666e-03
2.508501700340068297e+01,7.718259543384224930e-01,3.255498759762328054e-01,3.680354985473094920e-01,6.659772480999893995e-03,3.395144287104285424e-02
2.512502500500100311e+01,7.720900577059885972e-01,3.254269376912620193e-01,3.684300865692358151e-01,6.543030783596668482e-03,2.496750683977823695e-02
2.516503300660131970e+01,7.723495262207314971e-01,3.253034286723106017e-01,3.688213307002867758e-01,6.428083534388631670e-03,4.282843539325400031e-03
2.520504100820163984e+01,7.726044312042265050e-01,3.251793789370286403e-01,3.692092465147352454e-01,6.314909581169231290e-03,3.023597039539335611e-03
2.524504900980195998e+01,7.728548431783452966e-01,3.250548180438800339e-01,3.695938497172628900e-01,6.203487807899407680e-03,2.310525334106363488e-02
2.528505701140228012e+01,7.731008318652553557e-01,3.249297750921421035e-01,3.699751561429603375e-01,6.093797142734041355e-03,-1.273980067031582272e-02
2.532506501300260027e+01,7.733424661874207517e-01,3.248042787219058702e-01,3.703531817573272322e-01,5.985816565885617585e-03,1.470305972834534160e-03
2.536507301460292041e+01,7.735798142676013622e-01,3.246783571140759439e-01,3.707279426562720137e-01,5.879525117327897427e-03,1.538709462728161774e-02
2.540508101620324055e+01,7.738129434288535391e-01,3.245520379903704122e-01,3.710994550661121383e-01,5.774901904341059322e-03,-3.346073804848576430e-03
2.544508901780356069e+01,7.740419201948516292e-01,3.244253486155435628e-01,3.714677353412249028e-01,5.671926108805815797e-03,9.036263778709587371e-04
2.548509701940388084e+01,7.742668101696994487e-01,3.242983158430902124e-01,3.718327999219369073e-01,5.570577045973874181e-03,2.059165385026997652e-03
2.552510502100420098e+01,7.744876778226545966e-01,3.241709659948350808e-01,3.721946654651684949e-01,5.470834260664865500e-03,1.207891922573050246e-02
2.556511302260452112e+01,7.747045868040050021e-01,3.240433249238048319e-01,3.725533487545980571e-01,5.372677402714132189e-03,6.747946250945421019e-03
2.560512102420484126e+01,7.749176000078111803e-01,3.239154180562792695e-01,3.729088666526367835e-01,5.276086208018941626e-03,9.296960310900281160e-03
2.564512902580516140e+01,7.751267795719053444e-01,3.237872703917913930e-01,3.732612361004284396e-01,5.181040505074216429e-03,1.113387775690761507e-02
2.568513702740548155e+01,7.753321868778919601e-01,3.236589065031275081e-01,3.736104741178497002e-01,5.087520221368262152e-03,5.386902503139589724e-03
2.572514502900580169e+01,7.755338825511474132e-01,3.235303505363268939e-01,3.739565978035097604e-01,4.995505389641531624e-03,1.610116737212824445e-02
2.576515303060612183e+01,7.757319264608202314e-01,3.234016262106821915e-01,3.742996243347506136e-01,4.904976154010282086e-03,-2.384612557046070225e-03
2.580516103220644197e+01,7.759263777198310841e-01,3.232727568187390155e-01,3.746395709676469954e-01,4.815912775957106179e-03,-9.545302180309269552e-03
2.584516903380676212e+01,7.761172946848725607e-01,3.231437652262963423e-01,3.749764550370062732e-01,4.728295640190238042e-03,-1.304042240793420668e-02
2.588517703540708226e+01,7.763047349564093924e-01,3.230146738724061772e-01,3.753102939563686125e-01,4.642105260373900061e-03,-1.156799252925068064e-02
2.592518503700740240e+01,7.764887553786784524e-01,3.228855047693738323e-01,3.756411052180068100e-01,4.557322284731473577e-03,-9.478350107442684927e-04
2.596519303860772254e+01,7.766694120412455105e-01,3.227562795359099068e-01,3.759689063700328848e-01,4.473927501285304004e-03,1.477439643384850093e-02
2.600520104020804268e+01,7.768467600482565905e-01,3.226270193711617829e-01,3.762937150509685913e-01,4.391901941423140970e-03,6.133569515142906804e-03
2.604520904180836283e+01,7.770208535771723213e-01,3.224977449669553242e-01,3.766155490397167793e-01,4.311226859451476601e-03,-1.674239235902151221e-03
2.608521704340868297e+01,7.771917461145785300e-01,3.223684766287077674e-01,3.769344261519469996e-01,4.231883638758343613e-03,-6.466672291398285408e-03
2.612522504500900311e+01,7.773594904608895906e-01,3.222392342795566411e-01,3.772503642368726373e-01,4.153853794722443121e-03,-1.135002718583394583e-03
2.616523304660932325e+01,7.775241387303480911e-01,3.221100374603597660e-01,3.775633811772505788e-01,4.077118979464548765e-03,4.045512550017189152e-05
2.620524104820964340e+01,7.776857423510254996e-01,3.219809053296951440e-01,3.778734948893814338e-01,4.001660986491104716e-03,-1.649332922500720659e-03
2.624524904980996354e+01,7.778443520648214982e-01,3.218518566638611800e-01,3.781807233231094800e-01,3.927461755232803525e-03,-1.039798145219456363e-02
2.628525705141028368e+01,7.780000179274643157e-01,3.217229098568763490e-01,3.784850844618225518e-01,3.854503375478848110e-03,-9.035748357438455267e-04
2.632526505301060382e+01,7.781527893085109504e-01,3.215940829204795293e-01,3.787865963224522625e-01,3.782768091709364650e-03,1.395412942550014121e-02
2.636527305461092396e+01,7.783027148913465032e-01,3.214653934841297800e-01,3.790852769554737822e-01,3.712238307327669906e-03,-1.803385110862704838e-02
2.640528105621124411e+01,7.784498426731848442e-01,3.213368587950063970e-01,3.793811444449059489e-01,3.642896588793520518e-03,1.236809864349763810e-03
2.644528905781156425e+01,7.785942199652060580e-01,3.212084957181357003e-01,3.796742169082384377e-01,3.574725669601788031e-03,-1.763875787872346695e-02
2.648529705941188439e+01,7.787358934081429762e-01,3.210803208019588628e-01,3.799645124645034122e-01,3.507708448109922439e-03,5.338184553888939213e-03
2.652530506101220453e+01,7.788749086970879754e-01,3.209523501550363700e-01,3.802520493178743743e-01,3.441828108895022414e-03,-4.033065800188029293e-03
2.656531306261252467e+01,7.790113107775423762e-01,3.208245994654729816e-01,3.805368457250208336e-01,3.377068042590317121e-03,-1.747980863833634504e-02
2.660532106421284482e+01,7.791451439924853561e-01,3.206970840902630959e-01,3.808189199380904721e-01,3.313411786986054930e-03,4.320433686320299463e-03
2.664532906581316496e+01,7.792764520823737273e-01,3.205698190552905280e-01,3.810982902047092002e-01,3.250843030475535078e-03,2.142489656599944059e-02
2.668533706741348510e+01,7.794052781851419365e-01,3.204428190553286759e-01,3.813749747679807123e-01,3.189345615420623864e-03,4.278260948942251042e-03
2.672534506901380524e+01,7.795316648362025092e-01,3.203160984540402434e-01,3.816489918664872083e-01,3.128903541437352137e-03,1.474681837926082768e-02
2.676535307061412539e+01,7.796556539684454945e-01,3.201896712839775727e-01,3.819203597342886169e-01,3.069500968604251673e-03,2.354456946915161730e-03
2.680536107221444553e+01,7.797772869122387984e-01,3.200635512465824228e-01,3.821890966009232615e-01,3.011122220593735743e-03,-1.856478606102722126e-02
2.684536907381476567e+01,7.798966043954279614e-01,3.199377517121860248e-01,3.824552206914074159e-01,2.953751787728355754e-03,7.858586693968445946e-03
2.688537707541508581e+01,7.800136465433363808e-01,3.198122857200090818e-01,3.827187502262355268e-01,2.897374329963533363e-03,-1.285418738158597592e-03
2.692538507701540595e+01,7.801284528787653105e-01,3.196871659781618247e-01,3.829797034213800466e-01,2.841974679797590331e-03,-1.177887459693120059e-02
2.696539307861572610e+01,7.802410623219953045e-01,3.195624048636453440e-01,3.832380984882910457e-01,2.787537845110522883e-03,1.063590458434170508e-02
2.700540108021604269e+01,7.803515132304204016e-01,3.194380144883510741e-01,3.834939536095927082e-01,2.734048995130036741e-03,5.602624649668304022e-03
2.704540908181636283e+01,7.804598431456426511e-01,3.193140065834058627e-01,3.837472870042125117e-01,2.681493572231838374e-03,-2.572602834949915852e-03
2.708541708341668297e+01,7.805660889288000837e-01,3.191903925002277931e-01,3.839981169072848588e-01,2.629857236099937545e-03,1.131055149012089728e-02
2.712542508501700311e+01,7.806702869262832634e-01,3.190671833126851875e-01,3.842464615186680366e-01,2.579125794968249036e-03,-6.141593882962077464e-03
