t,g,b,c,dg_dt,dg_dt_noisy
8.465693138627725656e-01,8.992793525141437594e-02,3.861304919564532701e-01,6.028095774852891553e-02,-2.011872615447964363e-01,-2.409844679261914369e-01
8.481696339267853491e-01,8.960641806197378045e-02,3.858107664524441649e-01,6.020816990328142770e-02,-2.006292814556361326e-01,-2.265681638996345781e-01
8.497699539907981325e-01,8.928579173195243246e-02,3.854901925866183743e-01,6.013529997120731913e-02,-2.000739372018586204e-01,-2.114152729289799637e-01
8.513702740548109160e-01,8.896605206105975827e-02,3.851687740670911020e-01,6.006234885976558663e-02,-1.995212030777805956e-01,-2.110900473174783520e-01
8.529705941188238105e-01,8.864719488827459137e-02,3.848465145761215678e-01,5.998931747108100093e-02,-1.989710535858191798e-01,-1.868241101089672673e-01
8.545709141828365940e-01,8.832921609184528344e-02,3.845234177701130629e-01,5.991620670194418297e-02,-1.984234634363664096e-01,-1.930527359971052070e-01
8.561712342468493775e-01,8.801211158928957945e-02,3.841994872796128391e-01,5.984301744381154142e-02,-1.978784075476704429e-01,-2.227999528410517238e-01
8.577715543108621610e-01,8.769587733739467317e-02,3.838747267093122750e-01,5.976975058280529357e-02,-1.973358610457161544e-01,-1.859882616439390846e-01
8.593718743748749445e-01,8.738050933221722105e-02,3.835491396380465434e-01,5.969640699971347914e-02,-1.967957992641127807e-01,-1.593141724304886764e-01
8.609721944388877279e-01,8.706600360908328673e-02,3.832227296187950549e-01,5.962298756998994642e-02,-1.962581977439804559e-01,-1.723171121625747815e-01
8.625725145029006224e-01,8.675235624258841038e-02,3.828955001786810697e-01,5.954949316375433149e-02,-1.957230322338440187e-01,-1.759008832801731703e-01
8.641728345669134059e-01,8.643956334186773949e-02,3.825674548220706073e-01,5.947592464649859023e-02,-1.951902786667020218e-01,-1.947867200962746237e-01
8.657731546309261894e-01,8.612762106205124057e-02,3.822385970135248612e-01,5.940228287797742063e-02,-1.946599132312558655e-01,-1.749872853383648286e-01
8.673734746949389729e-01,8.581652561870024842e-02,3.819089301695414163e-01,5.932856870996786741e-02,-1.941319124393055540e-01,-2.134545688386970674e-01
8.689737947589517564e-01,8.550627326195031630e-02,3.815784576848881282e-01,5.925478298953429368e-02,-1.936062529849956193e-01,-1.785859602449345607e-01
8.705741148229646509e-01,8.519686027559293662e-02,3.812471829334227458e-01,5.918092655915165728e-02,-1.930829117399415207e-01,-1.948278801295644513e-01
8.721744348869774344e-01,8.488828297707567971e-02,3.809151092680933548e-01,5.910700025670553165e-02,-1.925618657531570355e-01,-1.699437517955680321e-01
8.737747549509902178e-01,8.458053771750198568e-02,3.805822400209378786e-01,5.903300491549209189e-02,-1.920430922509843708e-01,-1.827228812258270274e-01
8.753750750150030013e-01,8.427362088163134479e-02,3.802485785030845222e-01,5.895894136421810788e-02,-1.915265686370279941e-01,-2.133241643512750474e-01
8.769753950790157848e-01,8.396752888787921421e-02,3.799141280047514391e-01,5.888481042700096507e-02,-1.910122724920896853e-01,-1.884524134226194803e-01
8.785757151430285683e-01,8.366225818831701799e-02,3.795788917952468977e-01,5.881061292336865060e-02,-1.905001815741073634e-01,-1.661357521778716317e-01
8.801760352070414628e-01,8.335780526867217488e-02,3.792428731229693373e-01,5.873634966825975329e-02,-1.899902738180964668e-01,-2.125749515194324535e-01
8.817763552710542463e-01,8.305416664832809825e-02,3.789060752154072564e-01,5.866202147202347061e-02,-1.894825273360934426e-01,-2.006653248997867511e-01
8.833766753350670298e-01,8.275133888032415452e-02,3.785685012791392134e-01,5.858762914041960174e-02,-1.889769204171024009e-01,-2.043503805848572441e-01
8.849769953990798133e-01,8.244931855135571863e-02,3.782301544998338261e-01,5.851317347461855445e-02,-1.884734315270454319e-01,-2.183863503359606550e-01
8.865773154630925967e-01,8.214810228177411855e-02,3.778910380422498827e-01,5.843865527120134518e-02,-1.879720393087140895e-01,-1.687466738033201741e-01
8.881776355271053802e-01,8.184768672558670466e-02,3.775511550502361757e-01,5.836407532215957816e-02,-1.874727225817248710e-01,-1.612527765220043430e-01
8.897779555911182747e-01,8.154806857045673874e-02,3.772105086467316681e-01,5.828943441489548016e-02,-1.869754603424762518e-01,-1.709745962013357323e-01
8.913782756551310582e-01,8.124924453770357435e-02,3.768691019337653825e-01,5.821473333222188656e-02,-1.864802317641114371e-01,-1.816288254553659054e-01
8.929785957191438417e-01,8.095121137646503484e-02,3.765269379956740492e-01,5.813997285331025389e-02,-1.859870161692342982e-01,-1.870276438555234511e-01
8.945789157831566252e-01,8.065396588618957419e-02,3.761840198727818274e-01,5.806515375100668175e-02,-1.854957931572731589e-01,-1.807081871467800527e-01
8.961792358471694087e-01,8.035750491125705219e-02,3.758403505724218774e-01,5.799027679213406006e-02,-1.850065425661993057e-01,-1.996376609080208753e-01
8.977795559111821921e-01,8.006182532486898207e-02,3.754959330854824029e-01,5.791534273957131551e-02,-1.845192443849204555e-01,-1.666423323758870201e-01
8.993798759751950866e-01,7.976692402904710100e-02,3.751507703864075394e-01,5.784035235225357813e-02,-1.840338787532641018e-01,-1.631240322724963887e-01
9.009801960392078701e-01,7.947279795463338403e-02,3.748048654331976870e-01,5.776530638517218819e-02,-1.835504259619706868e-01,-1.648995552818925403e-01
9.025805161032206536e-01,7.917944406129000245e-02,3.744582211674091776e-01,5.769020558937471704e-02,-1.830688664526900489e-01,-1.936878308070659194e-01
9.041808361672334371e-01,7.888685933749933765e-02,3.741108405141546633e-01,5.761505071196493938e-02,-1.825891808179782028e-01,-1.810210939790421469e-01
9.057811562312462206e-01,7.859504080056402275e-02,3.737627263821027834e-01,5.753984249610284013e-02,-1.821113498012987275e-01,-1.854269661808858327e-01
9.073814762952590041e-01,7.830398549660685936e-02,3.734138816634783864e-01,5.746458168100462838e-02,-1.816353542970262080e-01,-1.458638585376794972e-01
9.089817963592718986e-01,7.801369050057087307e-02,3.730643092340623634e-01,5.738926900194272346e-02,-1.811611753504508981e-01,-1.775672513119996854e-01
9.105821164232846820e-01,7.772415291621936895e-02,3.727140119531918150e-01,5.731390519024576885e-02,-1.806887941577882128e-01,-2.183302120363961318e-01
9.121824364872974655e-01,7.743536987613580669e-02,3.723629926637598841e-01,5.723849097329861829e-02,-1.802181920661878878e-01,-1.722480790495664327e-01
9.137827565513102490e-01,7.714733854172389771e-02,3.720112541922159233e-01,5.716302707454233578e-02,-1.797493505737486341e-01,-1.421040255923289031e-01
9.153830766153230325e-01,7.686005610320752190e-02,3.716587993485652164e-01,5.708751421347420252e-02,-1.792822513295330711e-01,-1.655787370050817442e-01
9.169833966793358160e-01,7.657351977963082479e-02,3.713056309263694232e-01,5.701195310564771690e-02,-1.788168761335869328e-01,-1.612272819326626971e-01
9.185837167433487105e-01,7.628772681885812035e-02,3.709517517027460798e-01,5.693634446267258759e-02,-1.783532069369594963e-01,-1.776319815999814200e-01
9.201840368073614940e-01,7.600267449743983161e-02,3.705971644384916108e-01,5.686068899223374606e-02,-1.778912258410245695e-01,-2.173190155647282407e-01
9.217843568713742775e-01,7.571836011606349059e-02,3.702418718797015340e-01,5.678498739892859359e-02,-1.774309150775530419e-01,-2.136360701586117461e-01
9.233846769353870609e-01,7.543478102402326191e-02,3.698858767301265171e-01,5.670924038120352811e-02,-1.769722571452021498e-01,-2.018912126399198259e-01
9.249849969993998444e-01,7.515193460541494397e-02,3.695291816703051291e-01,5.663344863280096037e-02,-1.765152347269459687e-01,-1.790518754677405122e-01
9.265853170634127389e-01,7.486981826897967651e-02,3.691717893683770790e-01,5.655761284407816170e-02,-1.760598306344578479e-01,-1.698598607046315767e-01
9.281856371274255224e-01,7.458842944810409326e-02,3.688137024800832720e-01,5.648173370200724325e-02,-1.756060278081625903e-01,-1.618177447653721679e-01
9.297859571914383059e-01,7.430776560082015536e-02,3.684549236487657531e-01,5.640581189017517677e-02,-1.751538093172897437e-01,-1.819629701725842263e-01
9.313862772554510894e-01,7.402782420980527633e-02,3.680954555053674859e-01,5.632984808878376687e-02,-1.747031583599295557e-01,-1.555645731917077723e-01
9.329865973194638729e-01,7.374860278238225264e-02,3.677353006684327408e-01,5.625384297464968569e-02,-1.742540582630917601e-01,-1.798490334306842020e-01
9.345869173834766563e-01,7.347009885051927758e-02,3.673744617441068172e-01,5.617779722120445907e-02,-1.738064924827654734e-01,-1.878962827897062704e-01
9.361872374474895508e-01,7.319230997082996903e-02,3.670129413261360996e-01,5.610171149849443178e-02,-1.733604446039830882e-01,-1.563276102950850732e-01
9.377875575115023343e-01,7.291523372457336949e-02,3.666507419958682790e-01,5.602558647318084395e-02,-1.729158983408848327e-01,-1.912047980029683014e-01
9.393878775755151178e-01,7.263886771765389050e-02,3.662878663222518538e-01,5.594942280853976158e-02,-1.724728375367873823e-01,-2.270545361532093631e-01
9.409881976395279013e-01,7.236320958062135433e-02,3.659243168618367403e-01,5.587322116446209741e-02,-1.720312461642536372e-01,-1.932303813432116046e-01
9.425885177035406848e-01,7.208825696867099397e-02,3.655600961587737174e-01,5.579698219745362481e-02,-1.715911083251656644e-01,-1.697079174151077119e-01
9.441888377675534683e-01,7.181400756164345311e-02,3.651952067448148709e-01,5.572070656063496386e-02,-1.711524082507993039e-01,-2.327559634317924731e-01
9.457891578315663628e-01,7.154045906402477228e-02,3.648296511393132047e-01,5.564439490374158137e-02,-1.707151303019030508e-01,-1.778578912254745736e-01
9.473894778955791462e-01,7.126760920494641660e-02,3.644634318492230851e-01,5.556804787312381172e-02,-1.702792589687768809e-01,-1.769210661440370758e-01
9.489897979595919297e-01,7.099545573796656184e-02,3.640965513693067424e-01,5.549166611177806796e-02,-1.698447788701991645e-01,-1.983738982495847625e-01
9.505901180236047132e-01,7.072399643821918047e-02,3.637290121822340239e-01,5.541525025996614506e-02,-1.694116747422519387e-01,-1.990617440342080935e-01
9.521904380876174967e-01,7.045322912485708911e-02,3.633608167326473071e-01,5.533880095238428998e-02,-1.689799315639919364e-01,-1.782291705259774484e-01
9.537907581516302802e-01,7.018315164588358190e-02,3.629919674477722347e-01,5.526231881981347183e-02,-1.685495344679732166e-01,-1.794915378606694589e-01
9.553910782156431747e-01,6.991376187032868894e-02,3.626224667461088180e-01,5.518580449013178735e-02,-1.681204686970529383e-01,-1.429220985092201912e-01
9.569913982796559582e-01,6.964505768824919008e-02,3.622523170374321588e-01,5.510925858831452334e-02,-1.676927196044989410e-01,-1.601954587018429577e-01
9.585917183436687417e-01,6.937703701072857332e-02,3.618815207227916164e-01,5.503268173643412892e-02,-1.672662726541001565e-01,-1.988833815642117586e-01
9.601920384076815251e-01,6.910969776987706259e-02,3.615100801945113629e-01,5.495607455366019467e-02,-1.668411134202809065e-01,-1.839341428170157555e-01
9.617923584716943086e-01,6.884303791883160384e-02,3.611379978361903276e-01,5.487943765625949433e-02,-1.664172275882142560e-01,-1.523143970457735974e-01
9.633926785357070921e-01,6.857705543175587892e-02,3.607652760227019750e-01,5.480277165759595698e-02,-1.659946009539409184e-01,-1.280750655747828481e-01
9.649929985997199866e-01,6.831174830384029173e-02,3.603919171201944160e-01,5.472607716813068096e-02,-1.655732194244884381e-01,-1.578432295496039472e-01
9.665933186637327701e-01,6.804711455130202369e-02,3.600179234860904631e-01,5.464935479542191998e-02,-1.651530690179932592e-01,-1.589388181248035659e-01
9.681936387277455536e-01,6.778315221138492275e-02,3.596432974690876860e-01,5.457260514412511088e-02,-1.647341358638252928e-01,-1.275190865803851603e-01
9.697939587917583371e-01,6.751985934235960052e-02,3.592680414091580787e-01,5.449582881599282502e-02,-1.643164062027149819e-01,-1.647698350830953118e-01
9.713942788557711205e-01,6.725723402352340452e-02,3.588921576375485589e-01,5.441902640987481693e-02,-1.638998663868816985e-01,-1.700818855535763674e-01
9.729945989197839040e-01,6.699527435520037655e-02,3.585156484767805241e-01,5.434219852171799647e-02,-1.634845028801666378e-01,-1.917494785259999945e-01
9.745949189837967985e-01,6.673397845874130818e-02,3.581385162406500178e-01,5.426534574456644278e-02,-1.630703022581658779e-01,-1.733306239027199991e-01
9.761952390478095820e-01,6.647334447652376854e-02,3.577607632342279520e-01,5.418846866856140421e-02,-1.626572512083677147e-01,-1.190829963564046523e-01
9.777955591118223655e-01,6.621337057178491858e-02,3.573823917540252526e-01,5.411156788096492531e-02,-1.622453365293971828e-01,-1.906801643791715128e-01
9.793958791758351490e-01,6.595405492673082903e-02,3.570034040875187942e-01,5.403464396662146368e-02,-1.618345451243383692e-01,-1.616107109880733916e-01
9.809961992398479325e-01,6.569539576269792236e-02,3.566238024887917746e-01,5.395769750545968690e-02,-1.614248641148141317e-01,-1.895914126738604544e-01
9.825965193038608270e-01,6.543739132604002584e-02,3.562435891982483893e-01,5.388072907400969641e-02,-1.610162807574987420e-01,-1.584467657964635789e-01
9.841968393678736104e-01,6.518003988098118595e-02,3.558627664509095845e-01,5.380373924631398630e-02,-1.606087824043280765e-01,-1.428558383352856453e-01
9.857971594318863939e-01,6.492333970961539080e-02,3.554813364764127237e-01,5.372672859392742251e-02,-1.602023565026627350e-01,-1.650753428989265026e-01
9.873974794958991774e-01,6.466728911190677831e-02,3.550993014990119767e-01,5.364969768591724975e-02,-1.597969905954537695e-01,-1.451900451894638233e-01
9.889977995599119609e-01,6.441188640568955293e-02,3.547166637375778753e-01,5.357264708886309151e-02,-1.593926723214104113e-01,-1.449757958112336542e-01
9.905981196239247444e-01,6.415712992666797176e-02,3.543334254055977572e-01,5.349557736685695702e-02,-1.589893894151691855e-01,-1.500488930930309051e-01
9.921984396879376389e-01,6.390301802841638623e-02,3.539495887111753780e-01,5.341848908150322733e-02,-1.585871297074671060e-01,-1.242621697191480523e-01
9.937987597519504224e-01,6.364954908237925590e-02,3.535651558570312991e-01,5.334138279191867615e-02,-1.581858811253152863e-01,-1.426091300453541932e-01
9.953990798159632059e-01,6.339672147787109302e-02,3.531801290405024440e-01,5.326425905473245598e-02,-1.577856316921759372e-01,-1.638848230148622631e-01
9.969993998799759893e-01,6.314453362207647635e-02,3.527945104535425425e-01,5.318711842408608420e-02,-1.573863695281414732e-01,-1.710028404979837824e-01
9.985997199439887728e-01,6.289298394005005122e-02,3.524083022827217415e-01,5.310996145163347781e-02,-1.569880828501167280e-01,-1.738942098002037029e-01
1.000200040008001556e+00,6.264207087471659885e-02,3.520215067092269390e-01,5.303278868654091871e-02,-1.565907599720013088e-01,-1.470734112193010645e-01
1.001800360072014451e+00,6.239179288687091152e-02,3.516341259088615612e-01,5.295560067548707450e-02,-1.561943893048776677e-01,-1.626688255898810498e-01
1.003400680136027123e+00,6.214214845517794517e-02,3.512461620520456185e-01,5.287839796266301240e-02,-1.557989593571987852e-01,-1.012156185771128647e-01
1.005001000200040018e+00,6.189313607617260432e-02,3.508576173038157053e-01,5.280118108977213676e-02,-1.554044587349797391e-01,-1.185555066226166021e-01
1.006601320264052912e+00,6.164475426417850845e-02,3.504684938239093772e-01,5.272395059604142314e-02,-1.550108761415513736e-01,-1.593013561316778404e-01
1.008201640328065585e+00,6.139700154989875813e-02,3.500787937662118710e-01,5.264670701856644097e-02,-1.546182003728358012e-01,-1.612008254560955978e-01
1.009801960392078479e+00,6.114987649857675511e-02,3.496885192557079858e-01,5.256945089014122829e-02,-1.542264204213049938e-01,-1.204228893549765395e-01
1.011402280456091152e+00,6.090337769775628490e-02,3.492976724063440175e-01,5.249218274053510380e-02,-1.538355254030037700e-01,-1.915027210291034843e-01
1.013002600520104046e+00,6.065750375007206152e-02,3.489062553297226921e-01,5.241490309738579961e-02,-1.534455045171463916e-01,-1.624765257032485533e-01
1.014602920584116719e+00,6.041225327325001893e-02,3.485142701351036099e-01,5.233761248619950290e-02,-1.530563470463326414e-01,-1.340412080264251904e-01
1.016203240648129613e+00,6.016762490010698489e-02,3.481217189294028569e-01,5.226031143035078652e-02,-1.526680423567662592e-01,-1.709099937751455411e-01
1.017803560712142508e+00,5.992361727855096548e-02,3.477286038171934490e-01,5.218300045108267837e-02,-1.522805798984754599e-01,-1.618171793603451758e-01
1.019403880776155180e+00,5.968022907158104101e-02,3.473349269007048878e-01,5.210568006750662673e-02,-1.518939492055366158e-01,-1.589167725274303611e-01
1.021004200840168075e+00,5.943745895728722722e-02,3.469406902798233827e-01,5.202835079660248635e-02,-1.515081398962984938e-01,-1.382919699661672164e-01
1.022604520904180747e+00,5.919530562885075980e-02,3.465458960520919063e-01,5.195101315321857399e-02,-1.511231416736104893e-01,-1.483726039771479099e-01
1.024204840968193642e+00,5.895376779454378213e-02,3.461505463127100279e-01,5.187366765007158514e-02,-1.507389443250526095e-01,-1.426971961192899374e-01
1.025805161032206536e+00,5.871284417772962977e-02,3.457546431545339694e-01,5.179631479774668423e-02,-1.503555377231677037e-01,-1.384498632195008960e-01
1.027405481096219209e+00,5.847253351686266393e-02,3.453581886680767155e-01,5.171895510469744217e-02,-1.499729118256964422e-01,-1.493741472621537836e-01
1.029005801160232103e+00,5.823283456548822984e-02,3.449611849415079035e-01,5.164158907724585024e-02,-1.495910566758137383e-01,-1.273797327108402988e-01
1.030606121224244776e+00,5.799374609224287186e-02,3.445636340606538783e-01,5.156421721958234089e-02,-1.492099624023698057e-01,-1.637891398244825103e-01
1.032206441288257670e+00,5.775526688085404897e-02,3.441655381089975263e-01,5.148684003376574614e-02,-1.488296192201314649e-01,-1.775520491326642025e-01
1.033806761352270565e+00,5.751739573014039153e-02,3.437668991676784969e-01,5.140945801972335305e-02,-1.484500174300268094e-01,-1.839874535262757127e-01
1.035407081416283237e+00,5.728013145398375833e-02,3.433677193155227902e-01,5.133207167525446341e-02,-1.480711474192420996e-01,-1.804913429984912610e-01
1.037007401480296132e+00,5.704347288027379614e-02,3.429680006283732929e-01,5.125468149626855735e-02,-1.476929996580302884e-01,-1.587033142489817639e-01
1.038607721544308804e+00,5.680741886733477186e-02,3.425677451573601040e-01,5.117728797490826015e-02,-1.473155647946016167e-01,-1.267146269294752159e-01
1.040208041608321698e+00,5.657196829351674588e-02,3.421669549448456138e-01,5.109989160060767616e-02,-1.469388335925082556e-01,-1.434554984450687187e-01
1.041808361672334371e+00,5.633712004978427140e-02,3.417656320336067144e-01,5.102249286097301079e-02,-1.465627968889718635e-01,-1.585337290796791088e-01
1.043408681736347265e+00,5.610287303971610989e-02,3.413637784668343000e-01,5.094509224178247336e-02,-1.461874455951502894e-01,-1.675845574554635509e-01
1.045009001800360160e+00,5.586922617950548786e-02,3.409613962881338223e-01,5.086769022698634651e-02,-1.458127706964088277e-01,-1.563904837230205014e-01
1.046609321864372832e+00,5.563617839795997194e-02,3.405584875415249013e-01,5.079028729870695147e-02,-1.454387632525908081e-01,-1.535120909605195705e-01
1.048209641928385727e+00,5.540372863650140645e-02,3.401550542714412706e-01,5.071288393723862725e-02,-1.450654143982927358e-01,-1.563674022162763744e-01
1.049809961992398399e+00,5.517187584916610071e-02,3.397510985227312763e-01,5.063548062104779313e-02,-1.446927153431412649e-01,-1.733436017579960131e-01
1.051410282056411294e+00,5.494061900260460013e-02,3.393466223406571558e-01,5.055807782677287227e-02,-1.443206573720721697e-01,-1.538368137945175518e-01
1.053010602120424188e+00,5.470995707608188735e-02,3.389416277708957037e-01,5.048067602922436115e-02,-1.439492318456119246e-01,-1.236065091780303715e-01
1.054610922184436861e+00,5.447988906147731292e-02,3.385361168595378834e-01,5.040327570138480873e-02,-1.435784302001618107e-01,-1.870706090320712334e-01
1.056211242248449755e+00,5.425041396328448423e-02,3.381300916530889378e-01,5.032587731440876094e-02,-1.432082439482843250e-01,-1.480204173971718384e-01
1.057811562312462428e+00,5.402153079861148066e-02,3.377235541984684453e-01,5.024848133762286478e-02,-1.428386646789924774e-01,-1.852656317756429805e-01
1.059411882376475322e+00,5.379323859718061762e-02,3.373165065430100418e-01,5.017108823852575727e-02,-1.424696840580407242e-01,-1.388087318464826803e-01
1.061012202440487995e+00,5.356553640132868249e-02,3.369089507344619761e-01,5.009369848278816262e-02,-1.421012938282194271e-01,-1.570510816463855375e-01
1.062612522504500889e+00,5.333842326600670564e-02,3.365008888209864990e-01,5.001631253425281587e-02,-1.417334858096514216e-01,-1.834472391715047390e-01
1.064212842568513784e+00,5.311189825876824755e-02,3.360923228511726313e-01,4.993893085493592010e-02,-1.413662519000265239e-01,-1.393522081013580383e-01
1.065813162632526456e+00,5.288596045908868643e-02,3.356832548729241084e-01,4.986155390515926988e-02,-1.409995840734641070e-01,-1.046514770024162960e-01
1.067413482696539351e+00,5.266060897350652997e-02,3.352736869129543384e-01,4.978418214189336138e-02,-1.406334744683031823e-01,-1.384556438012599366e-01
1.069013802760552023e+00,5.243584292615547510e-02,3.348636209918489648e-01,4.970681601972699870e-02,-1.402679153298478643e-01,-1.170320856542009097e-01
1.070614122824564918e+00,5.221166145154246263e-02,3.344530591330917013e-01,4.962945599167786076e-02,-1.399028989698441194e-01,-1.413329870132223054e-01
1.072214442888577812e+00,5.198806369454787163e-02,3.340420033630646102e-01,4.955210250919255682e-02,-1.395384177667970127e-01,-1.826902343300389198e-01
1.073814762952590485e+00,5.176504881042544998e-02,3.336304557110482127e-01,4.947475602214663343e-02,-1.391744641662890636e-01,-1.293647943538088763e-01
1.075415083016603379e+00,5.154261596480221030e-02,3.332184182092210456e-01,4.939741697884451194e-02,-1.388110306813014616e-01,-1.471766168175457357e-01
1.077015403080616052e+00,5.132076433367864510e-02,3.328058928926602156e-01,4.932008582601958568e-02,-1.384481098925379183e-01,-1.676898084459955141e-01
1.078615723144628946e+00,5.109949310342849771e-02,3.323928817993409002e-01,4.924276300883412283e-02,-1.380856944487500737e-01,-1.223889609702877024e-01
1.080216043208641841e+00,5.087880147079894971e-02,3.319793869701366806e-01,4.916544897087932880e-02,-1.377237770670663164e-01,-1.319866257579897784e-01
1.081816363272654513e+00,5.065868864291055151e-02,3.315654104488194864e-01,4.908814415417533938e-02,-1.373623505333220196e-01,-1.478705433476855402e-01
1.083416683336667408e+00,5.043915383725711826e-02,3.311509542820594287e-01,4.901084899917117904e-02,-1.370014077023931076e-01,-1.196400191943511881e-01
1.085017003400680080e+00,5.022019628170593802e-02,3.307360205194250224e-01,4.893356394474483034e-02,-1.366409414985314541e-01,-1.540823808543921036e-01
1.086617323464692975e+00,5.000181521449756361e-02,3.303206112133829087e-01,4.885628942820313680e-02,-1.362809449157031394e-01,-1.234122981409012110e-01
1.088217643528705647e+00,4.978400988424599993e-02,3.299047284192982987e-01,4.877902588528193473e-02,-1.359214110179289003e-01,-1.547306204027948939e-01
1.089817963592718542e+00,4.956677954993850971e-02,3.294883741954344192e-01,4.870177375014590054e-02,-1.355623329396277998e-01,-1.248832377055062171e-01
1.091418283656731436e+00,4.935012348093580081e-02,3.290715506029529558e-01,4.862453345538869653e-02,-1.352037038859623674e-01,-1.572186627769487921e-01
1.093018603720744109e+00,4.913404095694712953e-02,3.286542597059377013e-01,4.854730543203543414e-02,-1.348455171330562030e-01,-1.050617530726339621e-01
1.094618923784757003e+00,4.891853126786819411e-02,3.282365035692202393e-01,4.847009010955376229e-02,-1.344877660302224998e-01,-1.294016160299044094e-01
1.096219243848769676e+00,4.870359372820095428e-02,3.278182842390712226e-01,4.839288791434843279e-02,-1.341304440830908551e-01,-1.054729417632286198e-01
1.097819563912782570e+00,4.848922766696246028e-02,3.273996037592398767e-01,4.831569927082161875e-02,-1.337735448929664173e-01,-1.502224644433634015e-01
1.099419883976795465e+00,4.827543242148014252e-02,3.269804641785830079e-01,4.823852460201935588e-02,-1.334170621223445541e-01,-1.429391095816951174e-01
1.101020204040808137e+00,4.806220733739168666e-02,3.265608675510649483e-01,4.816136432963146613e-02,-1.330609894952712036e-01,-1.162676935249751797e-01
1.102620524104821031e+00,4.784955176864496423e-02,3.261408159357571668e-01,4.808421887399152994e-02,-1.327053207977074711e-01,-1.875796637638939557e-01
1.104220844168833704e+00,4.763746507749823389e-02,3.257203113968389907e-01,4.800708865407698339e-02,-1.323500498778952816e-01,-1.536858669708403291e-01
1.105821164232846598e+00,4.742594663451992626e-02,3.252993560035966625e-01,4.792997408750903493e-02,-1.319951706467259733e-01,-1.113316316010924817e-01
1.107421484296859271e+00,4.721499581858883826e-02,3.248779518304244496e-01,4.785287559055270701e-02,-1.316406770781110569e-01,-1.223384906002235595e-01
1.109021804360872165e+00,4.700461201689393881e-02,3.244561009568235344e-01,4.777579357811679445e-02,-1.312865632093556945e-01,-1.117111763609995312e-01
1.110622124424885060e+00,4.679479462493454922e-02,3.240338054674028467e-01,4.769872846375394077e-02,-1.309328231415334554e-01,-1.371280408832279418e-01
1.112222444488897732e+00,4.658554304652026690e-02,3.236110674518786756e-01,4.762168065966056879e-02,-1.305794510398651798e-01,-1.192994634078027583e-01
1.113822764552910627e+00,4.637685669377086817e-02,3.231878890050747244e-01,4.754465057667688066e-02,-1.302264411340978700e-01,-1.448433265384343194e-01
1.115423084616923299e+00,4.616873498711653034e-02,3.227642722269221665e-01,4.746763862428691333e-02,-1.298737877188893552e-01,-1.573129950713372804e-01
1.117023404680936194e+00,4.596117735529756804e-02,3.223402192224594787e-01,4.739064521061847612e-02,-1.295214851541913736e-01,-1.634173846285237874e-01
1.118623724744949088e+00,4.575418323536466908e-02,3.219157321018328299e-01,4.731367074244320625e-02,-1.291695278656384560e-01,-1.402037192862469472e-01
1.120224044808961761e+00,4.554775207267879739e-02,3.214908129802956926e-01,4.723671562517653411e-02,-1.288179103449378360e-01,-1.397967387934278549e-01
1.121824364872974655e+00,4.534188332080089229e-02,3.210654639782891118e-01,4.715978026288671771e-02,-1.284666271497055812e-01,-1.410541751016398115e-01
1.123424684936987328e+00,4.513657644251555662e-02,3.206396872167464052e-01,4.708286505810324596e-02,-1.281156729134523831e-01,-1.990917723334111322e-01
1.125025005001000222e+00,4.493183092324053163e-02,3.202134848005574463e-01,4.700597041053328207e-02,-1.277650424211620450e-01,-1.677371144218928745e-01
1.126625325065012895e+00,4.472764625902865554e-02,3.197868588366948317e-01,4.692909671830457902e-02,-1.274147305385900375e-01,-1.380673803224591323e-01
1.128225645129025789e+00,4.452402195230915211e-02,3.193598114391618115e-01,4.685224437836546518e-02,-1.270647321891048287e-01,-1.213243996371538014e-01
1.129825965193038684e+00,4.432095751188780408e-02,3.189323447289926783e-01,4.677541378648497616e-02,-1.267150423540890913e-01,-1.382908948550300166e-01
1.131426285257051356e+00,4.411845245294687690e-02,3.185044608342526007e-01,4.669860533725276458e-02,-1.263656560733409928e-01,-1.439036000803550763e-01
1.133026605321064251e+00,4.391650629704506315e-02,3.180761618900375121e-01,4.662181942407910007e-02,-1.260165684454787605e-01,-1.721860351085114926e-01
1.134626925385076923e+00,4.371511857211761443e-02,3.176474500384744437e-01,4.654505643919493868e-02,-1.256677746283471619e-01,-8.523779384882856913e-02
1.136227245449089818e+00,4.351428881247618868e-02,3.172183274287211363e-01,4.646831677365182572e-02,-1.253192698394263727e-01,-1.473414954287649015e-01
1.137827565513102712e+00,4.331401655880898899e-02,3.167887962169663729e-01,4.639160081732199986e-02,-1.249710493562424529e-01,-9.130311660226056447e-02
1.139427885577115385e+00,4.311430135818072190e-02,3.163588585664298125e-01,4.631490895889832371e-02,-1.246231085167808506e-01,-9.340939017690991220e-02
1.141028205641128279e+00,4.291514276403248646e-02,3.159285166473618234e-01,4.623824158589426997e-02,-1.242754427199008749e-01,-1.187968614018822117e-01
1.142628525705140952e+00,4.271654033618197538e-02,3.154977726370439828e-01,4.616159908464399775e-02,-1.239280474257534181e-01,-1.353802355270069813e-01
1.144228845769153846e+00,4.251849364082326693e-02,3.150666287197884108e-01,4.608498184030227623e-02,-1.235809181562012027e-01,-1.209366075325559314e-01
1.145829165833166741e+00,4.232100225052699144e-02,3.146350870869384919e-01,4.600839023684453327e-02,-1.232340504952393889e-01,-1.462948899760264931e-01
