B,T,M,M_noisy
3.911305775174727994e+00,4.338577432771158371e+00,1.848350451147652285e-01,1.851807572655047307e-01
4.655080322560533723e+00,4.930669177214008769e+00,1.609342515888074754e-01,1.601758238227820597e-01
4.380053339372739885e+00,4.351514775100759458e+00,1.971835739696298495e-01,1.983056334352169825e-01
7.640529183293347515e-01,4.696026328732116895e+00,3.658916672949306947e-02,3.231750462660562540e-02
3.979820390263388408e+00,4.898887700086179464e+00,1.480544066976265394e-01,1.485191532003759807e-01
3.409196720540255576e+00,2.288936486489141942e+00,3.930277364029587939e-01,3.930839890220647059e-01
2.165857431196318128e+00,8.217107337508158249e-01,6.443675709834782994e-01,6.416268904903548176e-01
2.252787849160693134e-01,3.020451339714090189e+00,2.365314467091295114e-02,2.800434051920067460e-02
9.231092076941330715e-01,3.993326207060088784e+00,6.032344097654412929e-02,5.754861451343495221e-02
3.772358048537083342e+00,4.812232770821746719e+00,1.480601463980569799e-01,1.459051054043616624e-01
5.116233621061959669e-01,1.704999447692405745e+00,1.168761191549958361e-01,1.144743929398901877e-01
1.631984632441514371e+00,2.015685160222821182e+00,2.744910842079080204e-01,2.767118198114253969e-01
1.350540947555362026e+00,4.819126819103754400e+00,6.038265592395075654e-02,5.860648620163237676e-02
3.755894394803339864e+00,4.135178522070651397e+00,1.955463339278669666e-01,1.968836467537953827e-01
1.859393162963955959e+00,1.273692698151847491e+00,4.705730742333193994e-01,4.717480945383619173e-01
5.272223808448842641e-01,4.859120358349687585e+00,2.355275468707710568e-02,2.407209550917338570e-02
1.915166298898971498e+00,6.382342367770005298e-01,6.856522529031263691e-01,6.830370950898125848e-01
1.701466395921541030e+00,5.361613787605308268e-01,7.056821246421957072e-01,7.044579118862200895e-01
3.613404699865047309e+00,1.345634829843618263e+00,5.760177465012129572e-01,5.793639764412811255e-01
1.668598878973571287e+00,1.367529256668029491e+00,4.151271559640731246e-01,4.125456471653078938e-01
3.498716680550995939e+00,1.814480674634836310e+00,4.817756163743492914e-01,4.801123064536124141e-01
2.739112821825419264e+00,3.213601712455983694e+00,2.294393630046375199e-01,2.291148699590767612e-01
4.449890860749910360e+00,4.640310277968739960e+00,1.769566302848869788e-01,1.785746104289617220e-01
3.693489347423580149e+00,2.411169080725668934e+00,3.882983666607436879e-01,3.888016450419534142e-01
2.098801838428293820e+00,1.453600300434087833e+00,4.525912124442759699e-01,4.540753007628666738e-01
2.476056639172377505e+00,2.539221006569876149e+00,2.887931860245122051e-01,2.866585975585682067e-01
2.409790223340150028e+00,1.161850572211989618e+00,5.628012092057028681e-01,5.646907623935348841e-01
4.371341747840772562e+00,4.443304040571412372e+00,1.897853161409051304e-01,1.909233737740627657e-01
7.763772413914749038e-01,1.993049547407835798e+00,1.432337913754409553e-01,1.400446622651936868e-01
2.178727060899720236e+00,3.093902318777605576e+00,2.018259135845237306e-01,2.049057460003382847e-01
2.721069081658322730e+00,4.626413405090824327e+00,1.244447976459832350e-01,1.290295933663337391e-01
2.237491877969611132e+00,2.754179773126327557e+00,2.416096880721760598e-01,2.400725333578826448e-01
3.030339493194024403e+00,2.608253355784710514e+00,3.209351782031361067e-01,3.210464838363695228e-01
2.544331167557261075e+00,3.284836140191177645e+00,2.100351234939607514e-01,2.128299686601758389e-01
2.127109139043640518e+00,4.411097405650465930e+00,1.103464579201473839e-01,1.073839774612929815e-01
3.465383565818379807e+00,9.556647012185583989e-01,6.422338501887256967e-01,6.382541295505862466e-01
1.713680081971488578e+00,3.566396779713199905e+00,1.318300254624718837e-01,1.292361372180720336e-01
3.073814966978215324e+00,2.020939298531450490e+00,4.187938912208447606e-01,4.176597576481326235e-01
3.669935901935984734e+00,1.182730141907018862e+00,6.062545702638629797e-01,6.050976858398932068e-01
7.401685153900262604e-01,4.535393555468928639e+00,3.809282684641396299e-02,3.930752119409915146e-02
1.699615297374166945e+00,4.652677997886237371e+00,8.083234569703474925e-02,8.136941844096086396e-02
4.729052322433165756e+00,1.123657038751877391e+00,6.057075659566646397e-01,6.032154114273264867e-01
4.833504309056859682e+00,2.654489402911050622e+00,3.912820661648028775e-01,3.924168261049805762e-01
4.962704939364735779e+00,4.976761350072131940e+00,1.632994844353661823e-01,1.670476471187286038e-01
3.083765860525274904e-01,3.682731113244456456e+00,2.348480784333329199e-02,2.587891640147385944e-02
4.149892967668060706e+00,2.323386456460527327e+00,4.206216384937769281e-01,4.226038533891440241e-01
4.682851454271627745e+00,1.272584611309120373e+00,5.903682222048654005e-01,5.904085780619081625e-01
4.519527756270695029e+00,4.936420300929422744e+00,1.578591100111822465e-01,1.598263728004713502e-01
3.603212387055010346e+00,3.243561570177795783e+00,2.735879422923467308e-01,2.716556766524075850e-01
3.410534780150659362e+00,2.245849344140142811e+00,4.002000257658074323e-01,4.017020550398135437e-01
3.626072420793093887e+00,1.625160020736787780e+00,5.230662616546077892e-01,5.228917648156454767e-01
2.916940508920356834e+00,4.732100626734933257e+00,1.259323233613414139e-01,1.281941347571003142e-01
3.963258391232250766e+00,3.434619232505923048e+00,2.680261882644490168e-01,2.689582093669647400e-01
2.559455058623176349e+00,5.386510348699766748e-01,6.985934973938864312e-01,6.964137378224617425e-01
1.207093749467019084e+00,3.363624892128672883e+00,1.044346786502134972e-01,1.046906645571605149e-01
5.623102223930177557e-01,3.976636179187694964e+00,3.729635628658844321e-02,3.973279922621201360e-02
4.550453044181624662e+00,2.758116032296437758e+00,3.701534823410914110e-01,3.678950145709578012e-01
3.798907008875123559e+00,1.072687103446369417e+00,6.239146585023648273e-01,6.227963787459954714e-01
9.684854852256811197e-01,2.179748609433937112e+00,1.572488475433620747e-01,1.557115015265865821e-01
4.130045558884769541e+00,2.657239506615712621e+00,3.703669016342515663e-01,3.673756097533600329e-01
1.571699089328469690e+00,2.933237722329373298e+00,1.640445116276556259e-01,1.659670481781950202e-01
3.214709363332130199e+00,9.443804315334760613e-01,6.440687690825833700e-01,6.466907636885553812e-01
1.845149002968623497e+00,2.033469204507843742e+00,2.994541668127750356e-01,3.010542532268891125e-01
1.149399123020150570e+00,2.660708855909890147e+00,1.412233040685151875e-01,1.417084446993897295e-01
9.604829425357765960e-01,1.548485965452542246e+00,2.367634151045540924e-01,2.366593523359251661e-01
4.476565226475972548e-01,7.373917298522628672e-01,2.767157273533922823e-01,2.771944879544415707e-01
4.647489263338270282e-01,8.713919422100042667e-01,2.373452444870442213e-01,2.358821326528620643e-01
4.385420325896525195e-01,2.791410135706008599e+00,5.167027058152538765e-02,5.345796178242873120e-02
5.406019565231210411e-01,5.700072483749561991e-01,4.191397985988034591e-01,4.212307832468802360e-01
4.186743516100266405e+00,1.090165405453616509e+00,6.183037406290594618e-01,6.201688276970672709e-01
2.637260795030094584e+00,1.836136556172657919e+00,4.209859228336026993e-01,4.199240263981651178e-01
7.300616725173998400e-01,2.218887286776098478e+00,1.174178795922283802e-01,1.175746882761219830e-01
2.672473779525768034e+00,2.472546084348738571e+00,3.142653413037869714e-01,3.139337796658282498e-01
2.758886027615034653e+00,2.345138222486918167e+00,3.402976524659905855e-01,3.438748020419252760e-01
2.533300971226452258e+00,8.224833117297997154e-01,6.589615918509642567e-01,6.593209842548093391e-01
1.111783186622958386e+00,4.563563965998189254e+00,5.605252143791103481e-02,5.228837965005023874e-02
2.228549647400199341e+00,4.329106007593036765e+00,1.191745203117152846e-01,1.199715316133774246e-01
4.367196622489964319e+00,2.298920930749825509e+00,4.311624988550576409e-01,4.349270313531996002e-01
1.980303841146863864e+00,4.516437787959359795e+00,9.881053929054063600e-02,1.001808907229857631e-01
2.569527690269600928e+00,4.426067748146209624e+00,1.292609268739741690e-01,1.310198862940665787e-01
4.658187755467577240e+00,4.468417854275513079e+00,1.946764723675757924e-01,1.947485949012736084e-01
1.240726849927640263e+00,1.628982441206556997e+00,2.786134478548997206e-01,2.746706688825293341e-01
3.654987665350569515e+00,2.780694749664925247e+00,3.329019691528827263e-01,3.292814536447768448e-01
2.470822539069144064e+00,4.868061509965600386e+00,1.031980276620903247e-01,1.007061321126185571e-01
3.958102775168244492e+00,2.846774005205975122e+00,3.376894638370233070e-01,3.374357997629438555e-01
1.862400222646345638e+00,4.236151932429212508e+00,1.056202726676964410e-01,1.062402696606790653e-01
2.757557212882294717e+00,2.931343995906058097e+00,2.610756441744287448e-01,2.624544724787077898e-01
1.904601123892293302e+00,4.490580910216693589e+00,9.644260589642089654e-02,9.576168981089144827e-02
4.344131278219512282e+00,2.804307034153971756e+00,3.576494852278809256e-01,3.595633437447031122e-01
4.582607659327077698e+00,3.981079092493568172e+00,2.340485643174952946e-01,2.334890668007360559e-01
3.195924290885050478e+00,1.017326971041641270e+00,6.308344792054386696e-01,6.294255001747446343e-01
4.906999158667820993e+00,3.185611827472246915e+00,3.253805267334808349e-01,3.270838101643706586e-01
3.687072841348458141e+00,6.301478061485867865e-01,6.554639868919167611e-01,6.536350969257084254e-01
4.169077266644331203e+00,3.222822810123466386e+00,2.992551496749770168e-01,2.937969798133348021e-01
4.484131184323433494e+00,3.313415418192793283e+00,2.992780164231092499e-01,2.971581029052134393e-01
1.432338232653989296e+00,4.674067034249458352e+00,6.812228688273262722e-02,6.831060597373841969e-02
4.934721858553833940e+00,1.234866733815470408e+00,5.908313046517725819e-01,5.846709491336732345e-01
2.013028714379792916e+00,4.698277066446102879e+00,9.262125329191037149e-02,9.190697719955322198e-02
2.536341464697673409e+00,4.505619313890962374e+00,1.235358463182743283e-01,1.228716656007483032e-01
9.835862851486847358e-01,3.036339571109407665e+00,1.005705214858954588e-01,9.771760954795689902e-02
4.125246046516204856e+00,8.321864151850960623e-01,6.411863216875424154e-01,6.382213147583467583e-01
1.750798370786833091e+00,4.692019538840140669e+00,8.167341537343779378e-02,8.074849147723923981e-02
3.477787782875688904e+00,2.997984349267056370e+00,2.961149452068378984e-01,2.950207448675682964e-01
1.169942414854731272e+00,1.669255179223365193e+00,2.579663030731380036e-01,2.604861400919212810e-01
1.821678996720135002e+00,3.013019568598338527e+00,1.799418856035960579e-01,1.806916116938616645e-01
1.982797982786243196e+00,2.583154931512267716e+00,2.381492368433252571e-01,2.349875259523140913e-01
1.259457570284993277e+00,9.343352164232654467e-01,4.805449530269859104e-01,4.788356500873124366e-01
2.718108661390238878e-01,2.734781689709907315e+00,3.309618168049791725e-02,3.450646473474198311e-02
3.874023688876412130e+00,7.219273966599535353e-01,6.514148543326532259e-01,6.552068078705690635e-01
4.756737848977728333e+00,8.843300234770166135e-01,6.191241247492482724e-01,6.198971237367367770e-01
1.208614502025748161e+00,4.006266384346063525e+00,7.787965627510344546e-02,7.850108136442240925e-02
8.969916883564680310e-01,2.486189768799958788e+00,1.226937875815884982e-01,1.264152925099324976e-01
1.803260459242331137e+00,4.853315874209577885e+00,7.817899593471579200e-02,7.813365304667775624e-02
5.055534079855917851e-01,3.920307895444670621e+00,3.443139797059684148e-02,3.381319605392737321e-02
3.283691091239874016e+00,1.308606804906733645e+00,5.743665747374042674e-01,5.715400771728209595e-01
1.905907344078088927e+00,3.114078961851763694e+00,1.784594408168890811e-01,1.774334086524336773e-01
2.856144915907387283e+00,4.244999168759679975e+00,1.524269150236049752e-01,1.567843405088012732e-01
4.538664933188330863e+00,1.601699372629006080e+00,5.446086359787429831e-01,5.417651531937655029e-01
4.321738711580351833e+00,2.664719457497013888e+00,3.760101338121998871e-01,3.760325172258263682e-01
4.616216609330193954e+00,4.820072079924589303e+00,1.677678126635787359e-01,1.649511578076741092e-01
4.681782812179815068e+00,2.277558429903092652e+00,4.419776993570567747e-01,4.422346508531602716e-01
2.990114864423842000e+00,2.259542140059799920e+00,3.713465642276010947e-01,3.731218586345053101e-01
2.561271400728458492e+00,1.890636340410426719e+00,4.033479200809740872e-01,4.028606214413477105e-01
2.843143116216414468e-01,4.030477645061795400e+00,1.846143779806456997e-02,1.992213233866356459e-02
6.019624257623835684e-01,2.829870011854277223e+00,6.923906082634294357e-02,7.068074847736062483e-02
2.667224634885523304e+00,2.171408061002416012e+00,3.612044331868312641e-01,3.620984828190451088e-01
4.294440692594688969e+00,4.656033803038194030e+00,1.721271296074764201e-01,1.755596256063083338e-01
2.219909347487486695e+00,4.713072718671877048e+00,1.004989984753630744e-01,1.020566735833591809e-01
1.182738752033005714e-01,3.671442005922843865e+00,9.066006945668281247e-03,8.456087813399649003e-03
1.140285220356332729e+00,1.324412627328585890e+00,3.246584904276746952e-01,3.232968433306904754e-01
3.823855049276867923e+00,3.213638021816757728e+00,2.867750889013227500e-01,2.850844762063140525e-01
8.762481437959119823e-01,1.641217479603950036e+00,2.037098501796757999e-01,2.046615850549458326e-01
1.077924042261471316e+00,3.825061585959341315e+00,7.569154899120383861e-02,7.504410536270350596e-02
1.499126714596897170e+00,3.202681038704100480e+00,1.380400502791561956e-01,1.434983843571647766e-01
3.085488545151195972e+00,3.906757409047172391e+00,1.867760276523980079e-01,1.904609228636343077e-01
4.198387218376641528e+00,3.158258428781201221e+00,3.078892102508539175e-01,3.074601622518412514e-01
1.172584703396801320e+00,3.654609575148578315e+00,8.872741177622466002e-02,8.806914926789867482e-02
3.037392581529142710e+00,4.857858759173169894e+00,1.232526175869633756e-01,1.266329706935962196e-01
2.696709004418753608e+00,2.715066461409873622e+00,2.830652141117643295e-01,2.792984945491543414e-01
2.279834611733126515e+00,4.673842205603746081e+00,1.046805422715882672e-01,1.037774401529780455e-01
2.944060565913320549e+00,2.126158870051938266e+00,3.907681511603062208e-01,3.926696650622969464e-01
4.089180765505163961e+00,1.428542268427330786e+00,5.687556428525472052e-01,5.669314477107092465e-01
1.165691477724456693e+00,4.984831803642773451e+00,4.864770873914329996e-02,4.769404879295632838e-02
2.536447339309188642e+00,3.502787996191487174e+00,1.903983016150608831e-01,1.896960192828714975e-01
5.798107496160289642e-01,8.337070228837699659e-01,3.025746425893428571e-01,3.038962595823559987e-01
2.614864019836651732e+00,4.465620228356929289e+00,1.289737197142882263e-01,1.292487734839344871e-01
3.975938500869312886e+00,3.740447830231252269e+00,2.377759737912369664e-01,2.385801486118132309e-01
4.992938564193350359e+00,5.717065003296296632e-01,5.822194314555863004e-01,5.834099989059530200e-01
2.430895965020341443e+00,2.747298491184323233e+00,2.584776771381266380e-01,2.585375535944808845e-01
1.553356663428807849e+00,4.999351111857884611e+00,6.368398588591958620e-02,6.590511828241693570e-02
2.939567551394250078e+00,2.335247081425877891e+00,3.554562525672483875e-01,3.539983348250371198e-01
1.921585068572177590e+00,4.761839737128714667e+00,8.632269116296326095e-02,8.345044817170998996e-02
6.733117066858438360e-01,2.473562122285319909e+00,9.366390523644674282e-02,9.011016162682185249e-02
2.670043002949427535e+00,4.111517925955396890e+00,1.527321284367320620e-01,1.494901088788071486e-01
4.015764885928803984e+00,4.389625185222134185e+00,1.841351874242667663e-01,1.830341559651716132e-01
4.466523708128314674e+00,3.137688441027227881e+00,3.192562576513102157e-01,3.213163514378228336e-01
4.892744819732026684e+00,2.810918492953469183e+00,3.716741675984173710e-01,3.720225011131613191e-01
1.901850652006958908e+00,4.003762853418535883e+00,1.192200617987752426e-01,1.180229685797045125e-01
1.333159370149469281e+00,1.982347008738803318e+00,2.362856765935822390e-01,2.341459654075509211e-01
6.430217903769154253e-01,2.661451437822277111e+00,8.076127482693862270e-02,7.970350352427744978e-02
2.237536394767105641e+00,2.546837717581454275e+00,2.667966951877820958e-01,2.659893624169892279e-01
4.054433085210567000e+00,4.339768090219454422e+00,1.890727384382946408e-01,1.879425396564962658e-01
1.249759459360136882e+00,4.647055035520408772e+00,6.048985230835403348e-02,5.762476366686856283e-02
4.262875840524700699e+00,1.296054093691539455e+00,5.902016891761840967e-01,5.892500735339395446e-01
3.587511387311521638e+00,4.344131219960731372e+00,1.738550032186325367e-01,1.758892754853906837e-01
1.084619820577613192e+00,2.069650202963718044e+00,1.865454657687249940e-01,1.821962478855340406e-01
3.195582541782548969e+00,2.467673080134316077e+00,3.521421718792142608e-01,3.516609545343254983e-01
4.116491695688190511e+00,7.481562286992129440e-01,6.425538076244371455e-01,6.383111109147721063e-01
4.671064793992770525e+00,3.793337759132020093e+00,2.540545414496710452e-01,2.544206366708268718e-01
8.948523421132793532e-01,3.016729585798352264e+00,9.270435988913820757e-02,9.120938110732160209e-02
4.127874448913546601e+00,2.102564661077574115e+00,4.552295621387224545e-01,4.510581868025371199e-01
3.901660530375453018e+00,2.446792537459841821e+00,3.921530457566194672e-01,3.923544501364863435e-01
1.294236039143776829e+00,4.591744986366601999e+00,6.411406800961796937e-02,6.774887871672274908e-02
1.543448912273901685e+00,1.382586211748483729e+00,3.900105213226467971e-01,3.902283043893511327e-01
4.789711758036036215e+00,2.524559399420532202e+00,4.083570292927161116e-01,4.106806122602807974e-01
1.873878684005745088e+00,2.869396457159707481e+00,1.975112083933888985e-01,1.973681995890510799e-01
1.515982915727172253e+00,4.350438404802171810e+00,8.293943549304197416e-02,7.862425383671778345e-02
3.628054484103113264e+00,4.692624621169201760e+00,1.514938284125342816e-01,1.524747953937823086e-01
7.512394512537691194e-01,1.663903501881959013e+00,1.738238188639037174e-01,1.729872602502793011e-01
2.467529651447284866e+00,8.587904403074768656e-01,6.482343613854548714e-01,6.453101915301091562e-01
1.854852318564311764e+00,1.293403384716055315e+00,4.642127403983471456e-01,4.657824137461933911e-01
2.765533080515540476e+00,7.587230131864406424e-01,6.742402293062674801e-01,6.748139444371751283e-01
3.055925704867477943e+00,2.161740630226458126e+00,3.924722960551565443e-01,3.914214767737201894e-01
3.236526524112340208e+00,1.585580249367884331e+00,5.144530823507416084e-01,5.161892212015457559e-01
2.218755385125136037e+00,5.007125122870860201e-01,7.101315667696576073e-01,7.083874228340715229e-01
4.445968802894666894e+00,4.352860693410633530e+00,1.987656076898285384e-01,2.000524723673087202e-01
4.194812852583399199e+00,4.446996876144578614e+00,1.848705409481128659e-01,1.829896200096262637e-01
4.673453148420977143e+00,1.169228961798416622e+00,6.022298282771831879e-01,6.032977378005953684e-01
2.284937643953917519e+00,1.654616406731026945e+00,4.256331947487472789e-01,4.234316988596486531e-01
3.677420980924082095e+00,4.913588509711830810e+00,1.392550907611974642e-01,1.422334671672396966e-01
2.210409355252737740e+00,4.000724279241625325e+00,1.364621855701202979e-01,1.369708005701520959e-01
1.466035497200181004e+00,2.887394484233639425e+00,1.575389775612429655e-01,1.604047277932292015e-01
3.294243590874545102e+00,2.003333917509652728e+00,4.358303684608074158e-01,4.341854765057677201e-01
4.735337071802089959e+00,2.991981117663732981e+00,3.447421127293867626e-01,3.437899079834517146e-01
4.041108616435463041e+00,3.898306919574464402e+00,2.254425681035161222e-01,2.271218977005457218e-01
1.497488694422885569e+00,1.014656614432907222e+00,4.977033546303752387e-01,4.922159203337566069e-01
1.217718206171532369e+00,1.027968400050316866e+00,4.343031021669205294e-01,4.321695204576260219e-01
3.881062759822508923e+00,8.193472563289898591e-01,6.489945507867774799e-01,6.510609046913408138e-01
3.555129549240271469e+00,1.635609350490415448e+00,5.184634049309115866e-01,5.193936235787003364e-01
4.331648556648521442e+00,4.576031436612138847e+00,1.788199118921849073e-01,1.807774505770205209e-01
8.171718936985822301e-01,7.718273650021283405e-01,4.268062868842608659e-01,4.261867651100914034e-01
4.322228257149275166e+00,3.069181290075807311e+00,3.229406226469617169e-01,3.240686214101679563e-01
2.219864718027870776e+00,3.998495066707735468e+00,1.371042442066518485e-01,1.356425556662181897e-01
1.439392844123516202e+00,2.214565040071908797e+00,2.206443156574533493e-01,2.179003949222085568e-01
1.781898846213881171e+00,4.692793540382290018e+00,8.299366780740174976e-02,7.960407785996850838e-02
4.968169129662445727e+00,2.375326100064903745e+00,4.328092119881561395e-01,4.317057928460952820e-01
4.784557412596344150e+00,4.231194275765995272e+00,2.168910484386727400e-01,2.157931655938237492e-01
5.103555738525926699e-01,1.145038810249853212e+00,1.887673698219492491e-01,1.875086150267558371e-01
1.644423491813738369e+00,3.702235778411641309e+00,1.193823590444216542e-01,1.122847491024257793e-01
3.625937220816694229e+00,1.568117937607349521e+00,5.339641794997980195e-01,5.299669722997248922e-01
2.730931448806160344e-01,2.444458788900972568e+00,3.904608510358239387e-02,3.798082012519548439e-02
2.760259067420984813e-01,3.039392375998279494e+00,2.868995717081470470e-02,2.926399042600980743e-02
3.199624377669786357e-01,2.875935695588502039e+00,3.614110303834289911e-02,3.498351778824880520e-02
4.355379682963470778e+00,4.822999310639717763e+00,1.619628646253312432e-01,1.602090702246298237e-01
1.735288954338826573e+00,4.060114728747314494e+00,1.069540596666870430e-01,1.023371130003837698e-01
1.661825180580408290e+00,9.231203302940338418e-01,5.593073960721866023e-01,5.633503941501384338e-01
3.987384723145738441e+00,3.696962392199020897e+00,2.423482363663523598e-01,2.401460138074185124e-01
1.660974828235350920e+00,1.305760599563564828e+00,4.311273543043484535e-01,4.344941475797466368e-01
3.718311192416596356e+00,2.145764266435325140e+00,4.324888998847758459e-01,4.356102717187629314e-01
1.909769569175778559e+00,6.019795966480423477e-01,6.953413567733306433e-01,6.958892149051325582e-01
1.557844635557910085e+00,1.038957519714682087e+00,4.995550245528767586e-01,4.984098057427513995e-01
1.997409920047153342e+00,3.737064307635851179e+00,1.401472947627981636e-01,1.404117258251627032e-01
9.233824887733580455e-01,2.070115582778797592e+00,1.607079638636209340e-01,1.584018799155422208e-01
4.675546169061627344e-01,4.845153297621378918e+00,2.103213220647085283e-02,2.155359245986683547e-02
4.368887087868367658e+00,2.942294746758312041e+00,3.403958238551482163e-01,3.404017281508474047e-01
4.355077580846302254e+00,4.219966255635458907e+00,2.071858755803837604e-01,2.082498121162802696e-01
2.358024580031154560e+00,4.966869003249410497e+00,9.485116432312412638e-02,9.675203802041168477e-02
3.473043506050008222e+00,4.904307187609027174e+00,1.340687193587746240e-01,1.375343963336003172e-01
4.326983119685627877e+00,2.699750995345455706e+00,3.713114638368879561e-01,3.705348321678546553e-01
2.014544541898381613e+00,3.100394604712120028e+00,1.883790823107315826e-01,1.904658591462501382e-01
3.587870609286221590e+00,1.116877171116510636e+00,6.168240193064067345e-01,6.152406801451489882e-01
3.798477958529154375e+00,3.420039829919041985e+00,2.630036235236052899e-01,2.612144936285627494e-01
4.825655891498753514e-01,2.106231238329064226e+00,8.407477612316832660e-02,8.283866325252957352e-02
7.769941568537519494e-01,4.009999924292541706e+00,5.056397013422750386e-02,4.860003882264818387e-02
3.776616914179629525e+00,3.064364429207703022e+00,3.023105008691311379e-01,3.042710295058004277e-01
3.557679793166894644e+00,2.989813138383031088e+00,3.011435166354501924e-01,3.029899989123736592e-01
1.007810661702940092e+00,4.008162195446714371e+00,6.527484728706003936e-02,6.781947078113881311e-02
4.150986422482811911e+00,4.266304057890339507e+00,1.976660642436949000e-01,1.976154635851666563e-01
4.024415737813739291e+00,3.337384962779295972e+00,2.809086225512873458e-01,2.814573857434619075e-01
1.730443290263274259e+00,9.412680872554839429e-01,5.621800888557629827e-01,5.610232348585628692e-01
1.767381795542490863e+00,2.722864013013467588e+00,2.017650249693663800e-01,1.994631024736668867e-01
6.418027673378486897e-01,4.483455504880176079e+00,3.385897008539138359e-02,3.475300638645449636e-02
2.282867464272121172e+00,3.817125787127729986e+00,1.520194558136567231e-01,1.525562020362898064e-01
6.378301743852748951e-01,3.169898690249758566e+00,6.172127598447340463e-02,5.950724945435795915e-02
2.762694995416725252e+00,7.818405694987724530e-01,6.703452460035901339e-01,6.715159109368833423e-01
3.160458252668278512e+00,4.883185676221416749e+00,1.258293532460553754e-01,1.223458985608559119e-01
2.951511599272590214e+00,6.210494923676505019e-01,6.845857545307237890e-01,6.842277575624746699e-01
4.510778648730501272e-01,1.126539246793553106e+00,1.713276219333835781e-01,1.700669942591525319e-01
3.146185190292115408e+00,8.072437837531821758e-01,6.650403299125611234e-01,6.639817774801155537e-01
3.785853162660959725e+00,3.292009335424729510e+00,2.763245522288313438e-01,2.741576367183809482e-01
7.950807182367957138e-01,2.671239220004750781e+00,9.879852532168634238e-02,1.007035135046101398e-01
3.015876299745536393e+00,4.706425363097451076e+00,1.308121906576578675e-01,1.319440870817561173e-01
4.113371828669638575e+00,3.306732478215102855e+00,2.876474398108466168e-01,2.900142803444689665e-01
1.048735262760545295e+00,3.036349689705577504e+00,1.069494380382960963e-01,1.072104327355864473e-01
4.575733111903177885e+00,6.020747902327112655e-01,6.087756766275120857e-01,6.061795693191203149e-01
4.862378998928669205e+00,4.791938244085267584e+00,1.745450076918093063e-01,1.737870046559196746e-01
3.587058325248821955e+00,2.539913741510820611e+00,3.635284933791829154e-01,3.611454577684358180e-01
4.372975263320848072e+00,1.696291336497898872e+00,5.280378237317355783e-01,5.289314140616954152e-01
1.431735296326719586e+00,2.749989804599848764e+00,1.651631272909589998e-01,1.675605391490554985e-01
3.358345096478226655e+00,4.757003630320046028e+00,1.392330371506959874e-01,1.398652179338551738e-01
4.638106846843760067e+00,3.901147968605451766e+00,2.428880188759247605e-01,2.416629770482054684e-01
3.191722016546957308e-01,9.675827773108973684e-01,1.476370846466237285e-01,1.468704304016568984e-01
4.122040227979884897e+00,2.988539959822866354e+00,3.258582802706340154e-01,3.262391802759673221e-01
1.260923518587142578e+00,2.413243312653714945e+00,1.756436720032257537e-01,1.727229572161247950e-01
4.025454248455450745e+00,1.209736794207027843e+00,6.032396444410770275e-01,6.035088487275961366e-01
3.247855747205347754e+00,3.503318244798132142e+00,2.295652985040180782e-01,2.299322942590668328e-01
4.027568559460587672e+00,1.224194604027662336e+00,6.010624073925671107e-01,5.999419216412626987e-01
2.064875403405766807e+00,3.664599699245736808e+00,1.490264404254920960e-01,1.481583698914013258e-01
2.306058632811565090e+00,3.233889789244654089e+00,1.984723459217249686e-01,1.987800352078949173e-01
4.629056893348427515e+00,1.546654978567803873e+00,5.532426983629991080e-01,5.515661206684867590e-01
4.490451330014295639e-01,8.005360825930571966e-01,2.532481860035139531e-01,2.515672604155206882e-01
8.653835613326796850e-01,3.255168550200001398e+00,7.982782881009477249e-02,8.134777053891074916e-02
4.866878811505071845e+00,3.213883480365555823e+00,3.211155830665791688e-01,3.215223245056555990e-01
4.574931402719831119e+00,1.936172338336889842e+00,4.925462276801878536e-01,4.958635548818182137e-01
8.196534659341796480e-01,1.659453953645597224e+00,1.890962818156436964e-01,1.870803258177867190e-01
4.869950163358266693e+00,3.858292169162610641e+00,2.526190985816009760e-01,2.490171668842899588e-01
1.400731614442010997e+00,3.015688158396831575e+00,1.418655610537076783e-01,1.437031188220434241e-01
4.471323644719579882e+00,2.527592362397759196e+00,4.000605948192775818e-01,4.019288836568601364e-01
4.533398615143266142e+00,2.530187448911558779e+00,4.013996518067777797e-01,3.998752851546413245e-01
2.163543888588830288e-01,4.657895983610170099e+00,1.060358740364467436e-02,7.617873377851636096e-03
1.475870113439076703e-01,5.652516544010189881e-01,1.341040068884848946e-01,1.339596257060893802e-01
1.702274820383860909e+00,4.496595920864598028e+00,8.670497214808656206e-02,8.314916136966706006e-02
4.662774539042060518e+00,2.462896981317972411e+00,4.143290476147453161e-01,4.135911183214278086e-01
3.977584072913806335e+00,6.464298103459156231e-01,6.435646004677900711e-01,6.391427760677664827e-01
1.995569794454632673e+00,3.660394188103865076e+00,1.448863428565335676e-01,1.443504513293968339e-01
4.304252987723912405e+00,1.221043164022580951e+00,6.005403486156125625e-01,5.962376480752206165e-01
1.607052968430837225e+00,2.655238057574667021e+00,1.921452148796544135e-01,1.916075356767798499e-01
1.802345272760132788e+00,2.421305583610837253e+00,2.389591549243420543e-01,2.419281774453634071e-01
1.033343777009874120e+00,4.691842900047016762e+00,4.930593767908979241e-02,4.870454722755820920e-02
4.801800411691846904e+00,3.587849392599003373e+00,2.781087902426617187e-01,2.795792674063916072e-01
4.037790102697182526e+00,4.504086949604229950e+00,1.763040886596487500e-01,1.749499351701318262e-01
