t,N,experienced_mate_abundance,unmated_fraction,mating_type_fraction,dN_dt
9.193838767753550911e+00,1.992102043162421694e+02,1.650644823365443585e+02,3.716495877905327538e-01,5.076775227119131317e-01,7.393948264421190686e-02
9.201840368073614940e+00,1.992107959544078710e+02,1.651190831872171714e+02,3.713748163651212630e-01,5.076599880221034367e-01,7.380209553141092726e-02
9.209841968393678968e+00,1.992113864348519030e+02,1.651735976747727932e+02,3.711005239080102380e-01,5.076424957931467974e-01,7.366717823219559591e-02
9.217843568713742997e+00,1.992119757449618191e+02,1.652280259358070680e+02,3.708267096656742146e-01,5.076250459138861304e-01,7.353499845747357710e-02
9.225845169033807025e+00,1.992125638791363826e+02,1.652823681066265920e+02,3.705533728853008801e-01,5.076076382734768799e-01,7.340569233967109142e-02
9.233846769353871053e+00,1.992131508387855661e+02,1.653366243232487989e+02,3.702805128147912961e-01,5.075902727613877952e-01,7.327926442595789069e-02
9.241848369673935082e+00,1.992137366323306082e+02,1.653907947214018748e+02,3.700081287027598975e-01,5.075729492673998200e-01,7.315558767106544735e-02
9.249849969993999110e+00,1.992143212752039574e+02,1.654448794365247863e+02,3.697362197985343824e-01,5.075556676816069812e-01,7.303440343101286203e-02
9.257851570314063139e+00,1.992149047898492711e+02,1.654988786037673094e+02,3.694647853521558778e-01,5.075384278944159444e-01,7.291532145563195400e-02
9.265853170634127167e+00,1.992154872057214163e+02,1.655527923579899721e+02,3.691938246143786073e-01,5.075212297965461250e-01,7.279781988363254186e-02
9.273854770954191196e+00,1.992160685592864979e+02,1.656066208337641399e+02,3.689233368366703347e-01,5.075040732790296882e-01,7.268124523476515719e-02
9.281856371274255224e+00,1.992166488940218869e+02,1.656603641653719023e+02,3.686533212712119756e-01,5.074869582332115492e-01,7.256481240288792378e-02
9.289857971594319253e+00,1.992172282604161069e+02,1.657140224868061580e+02,3.683837771708979858e-01,5.074698845507495948e-01,7.244760465074229216e-02
9.297859571914383281e+00,1.992178067159689476e+02,1.657675959317706429e+02,3.681147037893358620e-01,5.074528521236140177e-01,7.232857360266109481e-02
9.305861172234447309e+00,1.992183843251913800e+02,1.658210846336797601e+02,3.678461003808466967e-01,5.074358608440880936e-01,7.220653923852005107e-02
9.313862772554511338e+00,1.992189611596056693e+02,1.658744887256588356e+02,3.675779662004646231e-01,5.074189106047678477e-01,7.208018988740860777e-02
9.321864372874575366e+00,1.992195372902192787e+02,1.659278083406267967e+02,3.673103005039509150e-01,5.074020012985568373e-01,7.194822345110374329e-02
9.329865973194639395e+00,1.992201126085154783e+02,1.659810436132544851e+02,3.670431025481158960e-01,5.073851328185773335e-01,7.181270670064066053e-02
9.337867573514703423e+00,1.992206870083432193e+02,1.660341946779440718e+02,3.667763715905068556e-01,5.073683050583327470e-01,7.167566206120845607e-02
9.345869173834767452e+00,1.992212604375020248e+02,1.660872616682933653e+02,3.665101068893359404e-01,5.073515179116633300e-01,7.153809954545309324e-02
9.353870774154831480e+00,1.992218328507745753e+02,1.661402447176185717e+02,3.662443077035667516e-01,5.073347712727024339e-01,7.140089812374128542e-02
9.361872374474895508e+00,1.992224042099266228e+02,1.661931439589542379e+02,3.659789732929141781e-01,5.073180650358756205e-01,7.126480571453797097e-02
9.369873974794959537e+00,1.992229744837069916e+02,1.662459595250531379e+02,3.657141029178445635e-01,5.073013990959016617e-01,7.113043918191763737e-02
9.377875575115023565e+00,1.992235436478476345e+02,1.662986915483865289e+02,3.654496958395757056e-01,5.072847733477919840e-01,7.099828432392207844e-02
9.385877175435087594e+00,1.992241116850636047e+02,1.663513401611438383e+02,3.651857513200766903e-01,5.072681876868505579e-01,7.086869587097766043e-02
9.393878775755151622e+00,1.992246785850530557e+02,1.664039054952329479e+02,3.649222686220681133e-01,5.072516420086745637e-01,7.074189747433479170e-02
9.401880376075215651e+00,1.992252443444972414e+02,1.664563876822799955e+02,3.646592470090219140e-01,5.072351362091533922e-01,7.061798170417965537e-02
9.409881976395279679e+00,1.992258089670605159e+02,1.665087868536294593e+02,3.643966857451614305e-01,5.072186701844696444e-01,7.049691003981273241e-02
9.417883576715343708e+00,1.992263724633903337e+02,1.665611031403441302e+02,3.641345840954613444e-01,5.072022438310984649e-01,7.037851286534291262e-02
9.425885177035407736e+00,1.992269348511172211e+02,1.666133366732051968e+02,3.638729413256478473e-01,5.071858570458077642e-01,7.026248946287516617e-02
9.433886777355471764e+00,1.992274961548548333e+02,1.666654875827120748e+02,3.636117567021984187e-01,5.071695097256584406e-01,7.014840800454535952e-02
9.441888377675535793e+00,1.992280564061999542e+02,1.667175559990826059e+02,3.633510294923421036e-01,5.071532017680039361e-01,7.003570554830496064e-02
9.449889977995599821e+00,1.992286156437324109e+02,1.667695420522528877e+02,3.630907589640590682e-01,5.071369330704903478e-01,6.992368803086002060e-02
9.457891578315663850e+00,1.992291739130151882e+02,1.668214458718773585e+02,3.628309443860812111e-01,5.071207035310568711e-01,6.981153026143616103e-02
9.465893178635727878e+00,1.992297312665943139e+02,1.668732675873288258e+02,3.625715850278915520e-01,5.071045130479352459e-01,6.969827591522559374e-02
9.473894778955791907e+00,1.992302877639989447e+02,1.669250073276983528e+02,3.623126801597246760e-01,5.070883615196499772e-01,6.958283752887517437e-02
9.481896379275855935e+00,1.992308434717413377e+02,1.669766652217954004e+02,3.620542290525664564e-01,5.070722488450184473e-01,6.946399649188883529e-02
9.489897979595919963e+00,1.992313984633168786e+02,1.670282413981477418e+02,3.617962309781542207e-01,5.070561749231506932e-01,6.934040304216182449e-02
9.497899579915983992e+00,1.992319527806776591e+02,1.670797359854246338e+02,3.615386852090357594e-01,5.070401396534268690e-01,6.921129939483883220e-02
9.505901180236048020e+00,1.992325062719434925e+02,1.671311491142005536e+02,3.612815910188330037e-01,5.070241429354453988e-01,6.907956594653796856e-02
9.513902780556112049e+00,1.992330588628012151e+02,1.671824809139709203e+02,3.610249476818482850e-01,5.070081846691876226e-01,6.894662721553146412e-02
9.521904380876176077e+00,1.992336105032818807e+02,1.672337315137642690e+02,3.607687544731393858e-01,5.069922647549226502e-01,6.881345078827294515e-02
9.529905981196240106e+00,1.992341611503748879e+02,1.672849010423346385e+02,3.605130106685454638e-01,5.069763830931934834e-01,6.868087364065367240e-02
9.537907581516304134e+00,1.992347107680278384e+02,1.673359896281617978e+02,3.602577155446871626e-01,5.069605395848173490e-01,6.854960213370020483e-02
9.545909181836368163e+00,1.992352593271466787e+02,1.673869973994510190e+02,3.600028683789665562e-01,5.069447341308854771e-01,6.842021200434089678e-02
9.553910782156432191e+00,1.992358068055955016e+02,1.674379244841331342e+02,3.597484684495670382e-01,5.069289666327629895e-01,6.829314836364908103e-02
9.561912382476494443e+00,1.992363531881968015e+02,1.674887710098646778e+02,3.594945150354535990e-01,5.069132369920892334e-01,6.816872568516707531e-02
9.569913982796558471e+00,1.992368984667312475e+02,1.675395371040277439e+02,3.592410074163724931e-01,5.068975451107774477e-01,6.804712780283317386e-02
9.577915583116622500e+00,1.992374426399377967e+02,1.675902228937299583e+02,3.589879448728514055e-01,5.068818908910149856e-01,6.792840790399523598e-02
9.585917183436686528e+00,1.992379857135136945e+02,1.676408285058046204e+02,3.587353266861995627e-01,5.068662742352629813e-01,6.781248852071009026e-02
9.593918783756750557e+00,1.992385277001144175e+02,1.676913540668105611e+02,3.584831521385075104e-01,5.068506950462571270e-01,6.769916152784283270e-02
9.601920384076814585e+00,1.992390686193537590e+02,1.677417997030322852e+02,3.582314205126472806e-01,5.068351532270065629e-01,6.758808813199834731e-02
9.609921984396878614e+00,1.992396084978036868e+02,1.677921655404798003e+02,3.579801310922722801e-01,5.068196486807947654e-01,6.747879887176289060e-02
9.617923584716942642e+00,1.992401473689945703e+02,1.678424517048887878e+02,3.577292831618174018e-01,5.068041813111793248e-01,6.737069360419134512e-02
9.625925185037006671e+00,1.992406852734149254e+02,1.678926583217204893e+02,3.574788760064988580e-01,5.067887510219915015e-01,6.726304150640594059e-02
9.633926785357070699e+00,1.992412222585116126e+02,1.679427855161617060e+02,3.572289089123143468e-01,5.067733577173370030e-01,6.715498106298767311e-02
9.641928385677134727e+00,1.992417583786896955e+02,1.679928334131249414e+02,3.569793811660429972e-01,5.067580013015953178e-01,6.704552006636532724e-02
9.649929985997198756e+00,1.992422936953125259e+02,1.680428021372481737e+02,3.567302920552453682e-01,5.067426816794199373e-01,6.693353560595305396e-02
9.657931586317262784e+00,1.992428282767017720e+02,1.680926918128950263e+02,3.564816408682634497e-01,5.067273987557385784e-01,6.681777406395461583e-02
9.665933186637326813e+00,1.992433621981373051e+02,1.681425025641547393e+02,3.562334268942205506e-01,5.067121524357528495e-01,6.669685111086565144e-02
9.673934786957390841e+00,1.992438954506324365e+02,1.681922345158418466e+02,3.559856494231417035e-01,5.066969426248916220e-01,6.657096433176157291e-02
9.681936387277454870e+00,1.992444278791969907e+02,1.682418877941490507e+02,3.557383077460712362e-01,5.066817692288309027e-01,6.644305234362946067e-02
9.689937987597518898e+00,1.992449594266993245e+02,1.682914625239856719e+02,3.554914011547581909e-01,5.066666321535943096e-01,6.631421662679137796e-02
9.697939587917582926e+00,1.992454900451843969e+02,1.683409588299688551e+02,3.552449289417531908e-01,5.066515313054634762e-01,6.618538638326576518e-02
9.705941188237646955e+00,1.992460196936336274e+02,1.683903768364483540e+02,3.549988904004111601e-01,5.066364665909763865e-01,6.605736058321554083e-02
9.713942788557710983e+00,1.992465483379646969e+02,1.684397166675064739e+02,3.547532848248913240e-01,5.066214379169274862e-01,6.593080796514527719e-02
9.721944388877775012e+00,1.992470759510316896e+02,1.684889784469581855e+02,3.545081115101573754e-01,5.066064451903680155e-01,6.580626702569780662e-02
9.729945989197839040e+00,1.992476025126250079e+02,1.685381622983510397e+02,3.542633697519772529e-01,5.065914883186053430e-01,6.568414601568406397e-02
9.737947589517903069e+00,1.992481280094714577e+02,1.685872683449651674e+02,3.540190588469233068e-01,5.065765672092035210e-01,6.556472293332404888e-02
9.745949189837967097e+00,1.992486524352341348e+02,1.686362967098133367e+02,3.537751780923721334e-01,5.065616817699829522e-01,6.544814551827471405e-02
9.753950790158031126e+00,1.992491757905125382e+02,1.686852475156408389e+02,3.535317267865047408e-01,5.065468319090208338e-01,6.533443124617477338e-02
9.761952390478095154e+00,1.992496980828424569e+02,1.687341208849256873e+02,3.532887042283064383e-01,5.065320175346504916e-01,6.522346732321437912e-02
9.769953990798159182e+00,1.992502193266960830e+02,1.687829169398783620e+02,3.530461097175670027e-01,5.065172385554619350e-01,6.511501067861047432e-02
9.777955591118223211e+00,1.992507395434819273e+02,1.688316358024420083e+02,3.528039425548804009e-01,5.065024948803016347e-01,6.500868796097414304e-02
9.785957191438287239e+00,1.992512587615449036e+02,1.688802775942923802e+02,3.525622020416450120e-01,5.064877864182725231e-01,6.490399553047332404e-02
9.793958791758351268e+00,1.992517770161662156e+02,1.689288424368378401e+02,3.523208874800635160e-01,5.064731130787339941e-01,6.480029945479870435e-02
9.801960392078415296e+00,1.992522943495634138e+02,1.689773304512192738e+02,3.520799981731430051e-01,5.064584747713021251e-01,6.469683550306548625e-02
9.809961992398479325e+00,1.992528108108904803e+02,1.690257417583102324e+02,3.518395334246949280e-01,5.064438714058492330e-01,6.459270913938652825e-02
9.817963592718543353e+00,1.992533264562376587e+02,1.690740764787168473e+02,3.515994925393349235e-01,5.064293028925042073e-01,6.448689551849895452e-02
9.825965193038607381e+00,1.992538413486316244e+02,1.691223347327778868e+02,3.513598748224831536e-01,5.064147691416525099e-01,6.437823947850951356e-02
9.833966793358671410e+00,1.992543555580353143e+02,1.691705166405646423e+02,3.511206795803640257e-01,5.064002700639360643e-01,6.426545553783924447e-02
9.841968393678735438e+00,1.992548691600873099e+02,1.692186223218949408e+02,3.508819061200075806e-01,5.063858055702524785e-01,6.414715156183703471e-02
9.849969993998799467e+00,1.992553820797076014e+02,1.692666518980431078e+02,3.506435537494287935e-01,5.063713755716852116e-01,6.402476544409374526e-02
9.857971594318863495e+00,1.992558941915911248e+02,1.693146054906143547e+02,3.504056217775732840e-01,5.063569799796053816e-01,6.390067820131228871e-02
9.865973194638927524e+00,1.992564054426885889e+02,1.693624832202274320e+02,3.501681095141519484e-01,5.063426187056779826e-01,6.377591409071747819e-02
9.873974794958991552e+00,1.992569157868676655e+02,1.694102852072404346e+02,3.499310162696967486e-01,5.063282916618079277e-01,6.365136748284427881e-02
9.881976395279055581e+00,1.992574251849131031e+02,1.694580115717508875e+02,3.496943413555606561e-01,5.063139987601404934e-01,6.352780285356018908e-02
9.889977995599119609e+00,1.992579336045266984e+02,1.695056624335955746e+02,3.494580840839176528e-01,5.062997399130607645e-01,6.340585477832760830e-02
9.897979595919183637e+00,1.992584410203271830e+02,1.695532379123506814e+02,3.492222437677626745e-01,5.062855150331939669e-01,6.328602792975246416e-02
9.905981196239247666e+00,1.992589474138504215e+02,1.696007381273317378e+02,3.489868197209117784e-01,5.062713240334054676e-01,6.316869706683547747e-02
9.913982796559311694e+00,1.992594527735492136e+02,1.696481631975935898e+02,3.487518112580019758e-01,5.062571668268007752e-01,6.305410703263625294e-02
9.921984396879375723e+00,1.992599570947934637e+02,1.696955132419304562e+02,3.485172176944912881e-01,5.062430433267253171e-01,6.294237274736147469e-02
9.929985997199439751e+00,1.992604603798700396e+02,1.697427883788759004e+02,3.482830383466588020e-01,5.062289534467647734e-01,6.283347920398263398e-02
9.937987597519503780e+00,1.992609626379828285e+02,1.697899887267028589e+02,3.480492725316044478e-01,5.062148971007446319e-01,6.272728146143080608e-02
9.945989197839567808e+00,1.992614638852528515e+02,1.698371144034236124e+02,3.478159195672493875e-01,5.062008742027309660e-01,6.262350463778965093e-02
9.953990798159631836e+00,1.992619641447180072e+02,1.698841655267897295e+02,3.475829787723356823e-01,5.061868846670293243e-01,6.252174390895071099e-02
9.961992398479695865e+00,1.992624634463332995e+02,1.699311422142922083e+02,3.473504494664264586e-01,5.061729284081858404e-01,6.242146449986485379e-02
9.969993998799759893e+00,1.992629618269707521e+02,1.699780445831613349e+02,3.471183309699057418e-01,5.061590053409864565e-01,6.232200167862878004e-02
9.977995599119823922e+00,1.992634593304194368e+02,1.700248727503668249e+02,3.468866226039787337e-01,5.061451153804573666e-01,6.222256075237453388e-02
9.985997199439887950e+00,1.992639560073853886e+02,1.700716268326176248e+02,3.466553236906715352e-01,5.061312584418645732e-01,6.212221706440246294e-02
9.993998799759951979e+00,1.992644519154916907e+02,1.701183069463621393e+02,3.464244335528313123e-01,5.061174344407145531e-01,6.201991598340228506e-02
1.000200040008001601e+01,1.992649471192785313e+02,1.701649132077880608e+02,3.461939515141261858e-01,5.061036432927534801e-01,6.191447290144935778e-02
1.001000200040008004e+01,1.992654416902029766e+02,1.702114457328224546e+02,3.459638768990453417e-01,5.060898849139678912e-01,6.180457323039156847e-02
1.001800360072014406e+01,1.992659356932184096e+02,1.702579046372790117e+02,3.457342090329105222e-01,5.060761592205774706e-01,6.168902444661839013e-02
1.002600520104020809e+01,1.992664290039269304e+02,1.703042900388509224e+02,3.455049472420671508e-01,5.060624661289687687e-01,6.157019016159281932e-02
1.003400680136027212e+01,1.992669215261411466e+02,1.703506020547118851e+02,3.452760908537388373e-01,5.060488055558309828e-01,6.144990420138185527e-02
1.004200840168033615e+01,1.992674132084834469e+02,1.703968408013620035e+02,3.450476391959561573e-01,5.060351774181045537e-01,6.132915882844613975e-02
1.005001000200040018e+01,1.992679040064761296e+02,1.704430063950472913e+02,3.448195915975820758e-01,5.060215816329546312e-01,6.120881671210653963e-02
1.005801160232046421e+01,1.992683938825415737e+02,1.704890989517595870e+02,3.445919473883116702e-01,5.060080181177711856e-01,6.108961091926801146e-02
1.006601320264052823e+01,1.992688828060020683e+02,1.705351185872365534e+02,3.443647058986722409e-01,5.059944867901690069e-01,6.097214491175861895e-02
1.007401480296059226e+01,1.992693707530800111e+02,1.705810654169617635e+02,3.441378664600233117e-01,5.059809875679875946e-01,6.085689253754367201e-02
1.008201640328065629e+01,1.992698577068976533e+02,1.706269395561646434e+02,3.439114284045565184e-01,5.059675203692910461e-01,6.074419803023722864e-02
1.009001800360072032e+01,1.992703436574774116e+02,1.706727411198204152e+02,3.436853910652958310e-01,5.059540851123683902e-01,6.063427599615955899e-02
1.009801960392078435e+01,1.992708286017415844e+02,1.707184702226502395e+02,3.434597537760972208e-01,5.059406817157333647e-01,6.052721141773353963e-02
1.010602120424084838e+01,1.992713125435124653e+02,1.707641269791210732e+02,3.432345158716489930e-01,5.059273100981243054e-01,6.042295964224209115e-02
1.011402280456091241e+01,1.992717954935124567e+02,1.708097115034457545e+02,3.430096766874717318e-01,5.059139701785045906e-01,6.032134637654529286e-02
1.012202440488097643e+01,1.992722774693638144e+02,1.708552239095829464e+02,3.427852355599179668e-01,5.059006618760619745e-01,6.022206768595239623e-02
1.013002600520104046e+01,1.992727584955889313e+02,1.709006643112372217e+02,3.425611918261726729e-01,5.058873851102093644e-01,6.012468998397402231e-02
1.013802760552110449e+01,1.992732386036100820e+02,1.709460328218589780e+02,3.423375448242528818e-01,5.058741398005840439e-01,6.002865003168267322e-02
1.014602920584116852e+01,1.992737178317495932e+02,1.709913295546444658e+02,3.421142938930078481e-01,5.058609258670483388e-01,5.993325492881851346e-02
1.015403080616123255e+01,1.992741962252298435e+02,1.710365546225357889e+02,3.418914383721190497e-01,5.058477432296890619e-01,5.983768210941242671e-02
1.016203240648129658e+01,1.992746738361730934e+02,1.710817081382209324e+02,3.416689776021001879e-01,5.058345918088179571e-01,5.974097933963662399e-02
1.017003400680136060e+01,1.992751507236016835e+02,1.711267902141337345e+02,3.414469109242970202e-01,5.058214715249714777e-01,5.964206470934207971e-02
1.017803560712142463e+01,1.992756269534379214e+02,1.711718009624538581e+02,3.412252376808876941e-01,5.058083822989107858e-01,5.953972662820028461e-02
1.018603720744148866e+01,1.992761025985041670e+02,1.712167404951068193e+02,3.410039572148824139e-01,5.057953240516218640e-01,5.943262381942382433e-02
1.019403880776155269e+01,1.992765777011825037e+02,1.712616089241729753e+02,3.407830688701508626e-01,5.057822967042983064e-01,5.931998672604343881e-02
1.020204040808161672e+01,1.992770521099479595e+02,1.713064063636609546e+02,3.405625719915920113e-01,5.057693001783004627e-01,5.920468816100488141e-02
1.021004200840168075e+01,1.992775257500088628e+02,1.713511329265410836e+02,3.403424659249599249e-01,5.057563343952828916e-01,5.908815958834878757e-02
1.021804360872174477e+01,1.992779985715094710e+02,1.713957887253367289e+02,3.401227500168381157e-01,5.057433992771216413e-01,5.897136406739811321e-02
1.022604520904180880e+01,1.992784705314790017e+02,1.714403738723234198e+02,3.399034236146486476e-01,5.057304947459031474e-01,5.885513531948483035e-02
1.023404680936187283e+01,1.992789415938316893e+02,1.714848884795287631e+02,3.396844860666520804e-01,5.057176207239241217e-01,5.874017772053896635e-02
1.024204840968193686e+01,1.992794117293668137e+02,1.715293326587325282e+02,3.394659367219476920e-01,5.057047771336919961e-01,5.862706629583058771e-02
1.025005001000200089e+01,1.992798809157686435e+02,1.715737065214665904e+02,3.392477749304732559e-01,5.056919638979243681e-01,5.851624671595345717e-02
1.025805161032206492e+01,1.992803491376064073e+02,1.716180101790149877e+02,3.390300000430050975e-01,5.056791809395493331e-01,5.840803529245874870e-02
1.026605321064212895e+01,1.992808163863344646e+02,1.716622437424138639e+02,3.388126114111582599e-01,5.056664281817053741e-01,5.830261896891109075e-02
1.027405481096219297e+01,1.992812826602920779e+02,1.717064073224514971e+02,3.385956083873862266e-01,5.056537055477415832e-01,5.820005531907312957e-02
1.028205641128225700e+01,1.992817479647035270e+02,1.717505010296682713e+02,3.383789903249811437e-01,5.056410129612172177e-01,5.810027254221772353e-02
1.029005801160232103e+01,1.992822123116781654e+02,1.717945249743567331e+02,3.381627565780736533e-01,5.056283503459019224e-01,5.800306945429589689e-02
1.029805961192238506e+01,1.992826757202103067e+02,1.718384792665615635e+02,3.379469065016330598e-01,5.056157176257761732e-01,5.790811548747143434e-02
1.030606121224244909e+01,1.992831382161793101e+02,1.718823640160795492e+02,3.377314394514672746e-01,5.056031147250302782e-01,5.781495068054631759e-02
1.031406281256251312e+01,1.992835998323494948e+02,1.719261793324595828e+02,3.375163547842226497e-01,5.055905415680655990e-01,5.772298567898026533e-02
1.032206441288257714e+01,1.992840606083702539e+02,1.719699253250027766e+02,3.373016518573843103e-01,5.055779980794933293e-01,5.763150172493780588e-02
1.033006601320264117e+01,1.992845205907759123e+02,1.720136021027622348e+02,3.370873300292758223e-01,5.055654841841353830e-01,5.753965065696498016e-02
1.033806761352270520e+01,1.992849798329858686e+02,1.720572097745433666e+02,3.368733886590593030e-01,5.055529998070241726e-01,5.744645490092104012e-02
1.034606921384276923e+01,1.992854383953045385e+02,1.721007484489035164e+02,3.366598271067355874e-01,5.055405448734022755e-01,5.735080746802978524e-02
1.035407081416283326e+01,1.992858963449212695e+02,1.721442182341523051e+02,3.364466447331440624e-01,5.055281193087228786e-01,5.725147195000168665e-02
1.036207241448289729e+01,1.992863537559105112e+02,1.721876192383514308e+02,3.362338408999625550e-01,5.055157230386494449e-01,5.714708251086619839e-02
1.037007401480296132e+01,1.992868106376983519e+02,1.722309515700967211e+02,3.360214149697519637e-01,5.055033559890271810e-01,5.703748782052642241e-02
1.037807561512302534e+01,1.992872668318974547e+02,1.722742153396267781e+02,3.358093663060892076e-01,5.054910180858781521e-01,5.692568932992969621e-02
1.038607721544308937e+01,1.992877222775132395e+02,1.723174106559291658e+02,3.355976942733985835e-01,5.054787092554963168e-01,5.681285874664609992e-02
1.039407881576315340e+01,1.992881769260801832e+02,1.723605376276873358e+02,3.353863982369428842e-01,5.054664294243762512e-01,5.669993238221060494e-02
1.040208041608321743e+01,1.992886307360044782e+02,1.724035963633429276e+02,3.351754775628257854e-01,5.054541785192090408e-01,5.658771743547319488e-02
1.041008201640328146e+01,1.992890836725642600e+02,1.724465869710958259e+02,3.349649316179916236e-01,5.054419564668833909e-01,5.647689198081273787e-02
1.041808361672334549e+01,1.992895357079094651e+02,1.724895095589039613e+02,3.347547597702256184e-01,5.054297631944845159e-01,5.636800496853666687e-02
1.042608521704340951e+01,1.992899868210618024e+02,1.725323642344835662e+02,3.345449613881536499e-01,5.054175986292949174e-01,5.626147621779864494e-02
1.043408681736347354e+01,1.992904369979148953e+02,1.725751511053090042e+02,3.343355358412425371e-01,5.054054626987940502e-01,5.615759641116646605e-02
1.044208841768353757e+01,1.992908862312341114e+02,1.726178702786128270e+02,3.341264824997997041e-01,5.053933553306586557e-01,5.605652709053643434e-02
1.045009001800360160e+01,1.992913345206567328e+02,1.726605218613857176e+02,3.339178007349735133e-01,5.053812764527620960e-01,5.595830065220930294e-02
1.045809161832366563e+01,1.992917818726918142e+02,1.727031059603765755e+02,3.337094899187529884e-01,5.053692259931751307e-01,5.586282034073519753e-02
1.046609321864372966e+01,1.992922283007202395e+02,1.727456226820925167e+02,3.335015494239679801e-01,5.053572038801652511e-01,5.576986024619401405e-02
1.047409481896379191e+01,1.992926738249947789e+02,1.727880721327987317e+02,3.332939786242891111e-01,5.053452100421973459e-01,5.567906529725874520e-02
1.048209641928385594e+01,1.992931184726399749e+02,1.728304544185187126e+02,3.330867768942277762e-01,5.053332444079330354e-01,5.558995125811527771e-02
1.049009801960391997e+01,1.992935622776521996e+02,1.728727696450340545e+02,3.328799436091361419e-01,5.053213069062310048e-01,5.550190472283844656e-02
1.049809961992398399e+01,1.992940052808997109e+02,1.729150179178845121e+02,3.326734781452072576e-01,5.053093974661473364e-01,5.541418311030987809e-02
1.050610122024404802e+01,1.992944475301225680e+02,1.729571993423680851e+02,3.324673798794747226e-01,5.052975160169345115e-01,5.532591465987124479e-02
1.051410282056411205e+01,1.992948890799326023e+02,1.729993140235408760e+02,3.322616481898131857e-01,5.052856624880427416e-01,5.523609842878762777e-02
1.052210442088417608e+01,1.992953299918135315e+02,1.730413620662172320e+02,3.320562824549378456e-01,5.052738368091187482e-01,5.514360428339948328e-02
1.053010602120424011e+01,1.992957703341209594e+02,1.730833435749696605e+02,3.318512820544048392e-01,5.052620389100065390e-01,5.504717289695904014e-02
1.053810762152430414e+01,1.992962101820822056e+02,1.731252586541287997e+02,3.316466463686110200e-01,5.052502687207471865e-01,5.494541574543276852e-02
1.054610922184436816e+01,1.992966495032398768e+02,1.731671074090339744e+02,3.314423747788546870e-01,5.052385261715373055e-01,5.483896769476892530e-02
1.055411082216443219e+01,1.992970881504525664e+02,1.732088899460881919e+02,3.312384666674271783e-01,5.052268111927666894e-01,5.473061859299477305e-02
1.056211242248449622e+01,1.992975260693565360e+02,1.732506063705064321e+02,3.310349214174656551e-01,5.052151237150674934e-01,5.462141495467776053e-02
1.057011402280456025e+01,1.992979632127606351e+02,1.732922567872643071e+02,3.308317384129465522e-01,5.052034636692563918e-01,5.451226850887813669e-02
1.057811562312462428e+01,1.992983995403340032e+02,1.733338413011014154e+02,3.306289170386854659e-01,5.051918309863346890e-01,5.440396206311426397e-02
1.058611722344468831e+01,1.992988350186060416e+02,1.733753600165213982e+02,3.304264566803374881e-01,5.051802255974883193e-01,5.429714949808150948e-02
1.059411882376475234e+01,1.992992696209663279e+02,1.734168130377918260e+02,3.302243567243970390e-01,5.051686474340875144e-01,5.419235576536962640e-02
1.060212042408481636e+01,1.992997033276647869e+02,1.734582004689443977e+02,3.300226165581977567e-01,5.051570964276873577e-01,5.408997687974093083e-02
1.061012202440488039e+01,1.993001361258115764e+02,1.734995224137747130e+02,3.298212355699127185e-01,5.051455725100272298e-01,5.399027991436078366e-02
1.061812362472494442e+01,1.993005680093770309e+02,1.735407789758424713e+02,3.296202131485543863e-01,5.051340756130312526e-01,5.389340299941203227e-02
1.062612522504500845e+01,1.993009989791918599e+02,1.735819702584713013e+02,3.294195486839744946e-01,5.051226056688079558e-01,5.379935531322921349e-02
1.063412682536507248e+01,1.993014290429469213e+02,1.736230963647489034e+02,3.292192415668639960e-01,5.051111626096503882e-01,5.370801708141570430e-02
1.064212842568513651e+01,1.993018582151933913e+02,1.736641573975269921e+02,3.290192911887534488e-01,5.050997463680363397e-01,5.361913956840247408e-02
1.065013002600520053e+01,1.993022865173426794e+02,1.737051534594212114e+02,3.288196969420125737e-01,5.050883568766278975e-01,5.353234507625082017e-02
1.065813162632526456e+01,1.993027139776664569e+02,1.737460846528113052e+02,3.286204582198504198e-01,5.050769940682718895e-01,5.344712693752740051e-02
1.066613322664532859e+01,1.993031406312965998e+02,1.737869510798409749e+02,3.284215744163154760e-01,5.050656578759996629e-01,5.336284951372505247e-02
1.067413482696539262e+01,1.993035665202253597e+02,1.738277528424179650e+02,3.282230449262954486e-01,5.050543482330269729e-01,5.327874818573441473e-02
1.068213642728545665e+01,1.993039916933051074e+02,1.738684900422140061e+02,3.280248691455175392e-01,5.050430650727542048e-01,5.319392935602706984e-02
1.069013802760552068e+01,1.993044162062485327e+02,1.739091627806648717e+02,3.278270464705481113e-01,5.050318083287663740e-01,5.310737043876834207e-02
1.069813962792558470e+01,1.993048401216285868e+02,1.739497711589702931e+02,3.276295762987930238e-01,5.050205779348329038e-01,5.301791985700532450e-02
1.070614122824564873e+01,1.993052635088784541e+02,1.739903152780940729e+02,3.274324580284973529e-01,5.050093738249078479e-01,5.292429703994194767e-02
1.071414282856571276e+01,1.993056864428426422e+02,1.740307952387798309e+02,3.272356910587458922e-01,5.049981959331292236e-01,5.282511964641933844e-02
1.072214442888577679e+01,1.993061088459327266e+02,1.740712111432715119e+02,3.270392747895364827e-01,5.049870441937683863e-01,5.272187002954709101e-02
1.073014602920584082e+01,1.993065305938637266e+02,1.741115630941379777e+02,3.268432086218349131e-01,5.049759185413053020e-01,5.261690814907815650e-02
