A,D,H,P_dist,S
4.994255766569995814e+00,9.708230411197641274e+01,5.529992234181015931e+00,2.890053225584832131e-01,1.195070299144893688e+01
1.021438799640309147e+00,1.468598600035075208e+02,1.984084787347184431e+01,1.786587330980233368e+00,2.966815623692128145e+00
1.969950988695469505e+02,2.659220691304470847e+02,3.039795760975008143e+00,2.472483311685958363e+00,5.685044487038743100e+00
3.774001531033169954e+01,8.686934951740413169e+01,1.351310148143476830e+01,2.330450075979771718e+00,2.399439565593972645e+01
7.061618958286052239e-01,1.440138447945545863e+02,4.313583973012105055e+00,1.132112855511040017e+00,1.944985296132515140e+00
3.313461843696842712e-01,4.071599574283963108e+01,1.474403544333892135e+01,4.163380365518404069e+00,2.029861076413544296e+00
3.174865376059986533e-01,2.209670028146476284e+02,8.583165788928857509e+00,3.349116394574162658e+00,3.465019631820984713e-01
4.328005972368298444e+02,2.339523740230979953e+01,7.333741722698836618e+00,2.543185015422674944e+00,7.416424367624837544e+01
4.107391976270212020e+00,4.704654109441652565e+01,1.873079550576195729e+01,1.303524786833457627e+00,1.872201125734824600e+01
1.910870155036560902e+02,1.071824192642088178e+02,6.193524899713160892e+00,3.701735095428072775e+00,2.809141855034419422e+01
3.814594436563037902e+02,1.466994284383272600e+02,1.638446403743422053e+01,1.123644762776131456e+00,2.489586338973336765e+01
8.041409731923341297e-01,1.816969041412214381e+02,1.992415095486433430e+01,3.056230829619101641e+00,1.596841528783839559e+00
1.349862085722414173e-01,1.188830159439580036e+00,4.033079491701885289e-01,1.301431559895896317e+00,8.279497329233618252e-01
5.264345037096888058e-01,2.492548984887147299e+02,1.875991694515381880e+01,4.164015182656115144e+00,5.002321630132104957e-01
1.235705053180876263e+02,2.154835470699566429e+02,2.330239114084842189e+00,2.854315689400646505e+00,8.066820222035602228e+00
1.152531235939802390e-01,1.083169555589820021e+02,1.621085588529411226e+01,1.792099717124688851e+00,3.368961844053839361e-01
1.805212117535547733e+01,1.426456411969963085e+02,2.723957581344953471e+00,3.883086065618526650e+00,1.001792218462590967e+01
5.821931112113395423e-01,9.182539466072751111e+01,9.130715814640792516e+00,3.309280846086636529e+00,2.475723522905036056e+00
1.165850140879549883e+02,2.938099187111094466e+02,1.305391330163674013e+01,3.190916174843604125e+00,4.333162129743876712e+00
8.269948131870211938e+00,1.290943945377378839e+02,1.846316994889953733e+01,1.812043356944560424e+00,1.091762168930562282e+01
1.571519434982303487e+01,1.651245310915139441e+01,9.862916063241906173e+00,4.686305378777518627e+00,3.411439905458536970e+01
1.491533553210816931e+00,2.266970794461018670e+02,6.406376893390078209e+00,3.641047162070113252e+00,1.670825318930767800e+00
6.703691418050950368e+00,9.210090598310581811e+01,1.381140613226437175e+01,2.260800515272756606e+00,1.419718245135576318e+01
1.523527900074670705e-01,1.196124551256465338e+02,1.055927626354184845e+01,4.548357142015698074e+00,3.576158839378901222e-01
1.730129408535625544e+02,2.772330985197094719e+02,8.892629388976430960e+00,1.748835531443222902e+00,5.467230340084764606e+00
4.265752888292327611e+02,1.692984114851430277e+01,1.774671293337681988e+01,1.854054141173194115e+00,8.340242588968818893e+01
1.024684292416355902e+02,1.431749292737579253e+02,7.544755461235852501e+00,1.586300726053490706e+00,1.738652800768264584e+01
9.604816891664825107e+00,2.641268221560487177e+02,1.362666288019642735e+00,4.495606541049848914e+00,2.419381625890971499e+00
2.372124056017399880e+02,1.632234847298938405e+02,1.838870295985689296e+01,1.423619700918823838e+00,1.898640546403601448e+01
1.035818117980137898e-01,1.062198561913153014e+02,9.940534306914587503e+00,2.156704894738080025e+00,2.799329018924805457e-01
4.611366369512722230e+01,1.825168356064336024e+02,1.875471431136817024e+00,1.820565017377082206e+00,8.477467040440629376e+00
1.173663691015178614e+02,2.443544719811463040e+02,1.187526797158262593e+00,4.002372224273210044e+00,5.676850853140880560e+00
2.025932394215589571e+00,7.246231357648443350e+01,9.559567714019415519e+00,3.916064893932242441e+00,9.480248444664066909e+00
2.668620167446702567e+02,2.972426036087405805e+02,2.620820888765045265e+00,1.612428452555198621e+00,4.446465722222852968e+00
1.001751511582526094e-01,2.416847352634851802e+02,5.357838383222803813e+00,3.575807422903870547e-01,9.375056080838289896e-02
3.376609560202572879e+01,1.067177800579781533e+01,1.351454799046926070e+01,2.828331517588136723e+00,4.506092434406391334e+01
1.599911366805398139e+00,1.318157400292501791e+02,6.161322293150126583e+00,3.547286846413860717e-01,5.056905798010518538e+00
3.269728517108382704e+01,1.460604299122040288e+02,1.178880064745467848e+01,2.401279899390748263e+00,1.308434007516162367e+01
1.012592341081193226e+00,9.479681364458976134e+01,1.394766035515473668e+01,1.032812952429138953e+00,4.939223949560610727e+00
6.904297243679642371e-01,2.959306144614117784e+02,7.634251572483621295e+00,2.552594861694161832e+00,4.198575582681933205e-01
3.196255933255173076e+01,1.980263156361654922e+02,7.999702848139991218e+00,3.311375681426405038e+00,7.613167717871482942e+00
9.721634352195978934e+00,2.641359979984862889e+02,1.115405522744776778e+00,9.078939513956446605e-01,2.440968556001069434e+00
5.612065785281898922e-01,3.726509039180196936e+01,6.067726158860214269e+00,1.774241651655037444e+00,3.991923985775991390e+00
3.505094405417128200e+02,1.623975892943472559e+02,1.803467258140954499e+01,4.899084852135075607e+00,2.107673163115496351e+01
3.384906274875793883e+02,1.436659407548552849e+02,1.971765371471331108e+01,1.554240398762423148e+00,2.515262514528629012e+01
1.578605530990544281e+01,2.178270019190705398e+02,1.296651583577242484e+01,4.780811199877367912e+00,5.390571118476750634e+00
6.673967848745220977e+01,1.189490606404906714e+02,1.612931869369370830e+01,4.947608450195107643e+00,2.081454773517195278e+01
6.390678065164349775e+00,2.686318460431006088e+02,7.282578847648646381e+00,3.199115949331615028e+00,2.404333239931073951e+00
1.606103237336433551e+02,2.614415194131123599e+02,3.255276459058251692e+00,1.275466067905896006e+00,5.683913476010070021e+00
2.164835918941247428e+02,4.120108190739496479e+01,8.372868357631153557e+00,4.422084875243937674e+00,5.429526520168911219e+01
1.139301835695542735e+02,1.023760987462316479e+02,9.415978088494481035e-01,1.584809381848472754e+00,2.181345339051895138e+01
9.388481549572449403e-01,8.066185151100569328e+01,9.522561195554947844e+00,4.741648837395374017e+00,4.498428983637827727e+00
1.253007991277423905e-01,1.082235207878295569e+02,9.363243014827570931e+00,1.160636534320520497e+00,3.894932764037438155e-01
4.295486052018654277e+01,2.294236565778107888e+02,2.118730599229694533e+00,3.697257052493121865e+00,5.320225801557197265e+00
4.416017420349430900e+00,5.542771837672451340e+01,8.417877842685040690e+00,2.250963903854037440e+00,1.656997558968000206e+01
3.776099074344206770e+02,1.771146569072823240e+01,2.041004544866744652e+00,1.205606564495079081e+00,6.622343354407857419e+01
2.750363590662441879e+02,1.640530858120664277e+02,1.329106606080039121e+01,4.039179276579805133e+00,1.912195795412856825e+01
1.364609454751037632e+01,2.357353308724345027e+02,5.059469255999857751e+00,2.213531268004316654e+00,4.018514956046191244e+00
3.234272459158917812e+00,3.055149730720185630e+01,1.934824177394295219e+01,3.587442866590188295e+00,1.893028939086980245e+01
7.111450045908283357e+01,2.505022188654888566e+02,2.489717099077821683e+00,1.390273221468256715e+00,5.014156852539726650e+00
6.878263069521261741e+01,4.823895641549719926e+01,1.181928743724372843e+01,4.315836601510244286e+00,3.927756571211632064e+01
5.359590054506924872e+01,1.936113536924135659e+01,2.167572770182280006e+00,3.799605130287169619e+00,4.002061384094448471e+01
2.342589634905486946e+02,1.703488789243018289e+02,7.828943428527654902e+00,3.813838315645345922e+00,1.654504363383369991e+01
2.038329270355033174e+01,2.234132662971493346e+02,1.381701537412542358e+01,2.772685454641219405e+00,5.516907106316380371e+00
1.159241497847998659e+01,4.467623860921476897e-01,1.065052782772279372e+01,2.050348595702378596e+00,3.579497353324015307e+01
1.168510271840498405e+01,9.450882846955239813e+01,8.366541632096641479e+00,1.577169915253985311e+00,1.574495698608851058e+01
3.596852528778121041e+02,3.969832936658009004e+01,1.763267840789186280e+01,2.546972201040698103e-01,6.620932039864153751e+01
2.930923841749765835e+00,1.628052535945296313e+02,7.517337933943335493e+00,3.803489874232531598e+00,4.944260218703814935e+00
2.331650426635370650e+02,2.326509382857457524e+02,1.813192461634604769e+01,4.828401809374433640e+00,9.616760247537477824e+00
1.046063997116924504e+01,1.711445750725866048e+02,1.046691852953076207e+01,1.426202438179325904e+00,7.516378419734509819e+00
2.194602163872839962e-01,7.824220449075744455e+01,4.287656489365383905e+00,1.373068422620706830e+00,9.217672060006875112e-01
6.250689833647762761e+00,7.400639697413444651e+01,8.549189898920975139e+00,1.745314435729468094e+00,1.587074620183612694e+01
1.461455481705279169e+00,1.964333376010749532e+02,5.562309612696545003e+00,1.445703545136681756e+00,2.302981045579132413e+00
1.292826300805901063e+01,2.504578567132099920e+02,1.033653737803648198e+01,3.833010588178446199e+00,3.644542277085149884e+00
2.589640159281024125e+02,1.676296577786624766e+02,1.202263172329771646e+00,1.019950678002734534e+00,1.465026414887557138e+01
5.221822544081226036e-01,1.945904882117133070e+02,9.880080524679090814e+00,4.910180007993448115e+00,7.952978864393309699e-01
7.959732946668502507e+00,1.335027460951023954e+02,1.019754484145230577e+01,4.062458343611302425e+00,9.812385537433836902e+00
2.138006429687021637e+01,1.892972400392438885e+02,1.505809388285021910e+01,2.438645466873858858e+00,7.841634115871322308e+00
1.200276341902422104e+02,2.902649392635088361e+02,1.567874335613479442e+00,2.143271970429355022e+00,3.717733407431621284e+00
5.806412021392110319e+02,2.419341977473242480e+02,1.379443628609266170e+01,1.623274113063524204e+00,1.085035510134188286e+01
1.593791568339123010e+01,2.435360614539561208e+00,4.067601035105637308e+00,4.180111039681492002e+00,3.503476199848804384e+01
4.858162925996647914e+02,1.600963237882075134e+02,7.643866980007110179e+00,1.111682285103060552e-01,2.191099942823935365e+01
2.219401367956844950e+00,1.533629865577805731e+02,1.010607151957670524e+01,5.712557038902527085e-01,5.175544619383740219e+00
1.140982767612347715e+02,2.566983162731004597e+01,1.203081676461421523e+01,7.637875744886685192e-01,5.434265696904810738e+01
1.134754289945539654e+02,2.472595007294056586e+02,1.122363365767568233e+01,1.683423929747498882e+00,6.724266407778863197e+00
1.603673390505945662e+01,1.288787033547260137e+02,1.978663014607588622e+01,3.139170366252361788e+00,1.316884152415559051e+01
4.956269061223032568e-01,2.098667167824321780e+02,2.481553805679304059e+00,4.458792949386170434e+00,5.687963812980082468e-01
3.506042551378949934e+00,7.792101165666655049e+01,4.784711946324373244e+00,3.639339764968426039e+00,1.151721170922124138e+01
1.456801811950740877e+00,2.843592022644906478e+02,1.832780097045586487e+01,4.651335823736130415e+00,1.000660735553111857e+00
7.370797452335687012e+02,1.005338390725621736e+02,9.815051844277713045e+00,2.318485674263832230e+00,4.377431404078141242e+01
3.788696736713546898e+01,2.018015344012394223e+02,1.133919062317010429e+01,1.575383741239505531e+00,7.924011894622135621e+00
4.326645838112729621e+02,1.074059524731088402e+02,2.761174666617356444e+00,3.623497976091884620e+00,3.177006692715163894e+01
1.529815576379120801e+00,3.396068791387568808e+01,1.966339396025837161e+01,3.612280306011434128e+00,1.140394330429210612e+01
5.197089959446255847e+00,7.572238502730410659e+00,1.372603220021757231e+01,2.732010979979715426e+00,2.707033141504925666e+01
1.859898751070981859e+01,2.639763938135481567e+02,1.368140616190062708e+01,4.314292359715053315e+00,3.606634608193200364e+00
2.623691290080915284e+00,1.739256084567821858e+02,1.361763996476099692e+01,1.332974952719230277e+00,4.578149390855966061e+00
6.698823090105763711e+00,1.773719615447478759e+02,2.476516315302055293e+00,4.331091426471585848e+00,5.322402546837766479e+00
2.495906021515006756e+01,4.210329770567545893e+01,1.374932679897213461e+01,4.643331688704387616e+00,3.212555963689435856e+01
1.297609144404710257e-01,9.332151297328769601e+01,3.527668454352435035e+00,3.777413695807685379e-01,5.086270359872185898e-01
2.286886546488283045e+00,2.181915898334469546e+02,1.217768178965353698e+01,3.354790795144617199e+00,2.624106443818560397e+00
1.002044015950540878e-01,1.157175369030650387e+02,6.683648562453536890e+00,3.829439634511575985e+00,2.143590810056358320e-01
8.514330183744348801e+00,1.452792899570506790e+02,2.741612817630474375e+00,2.020962618286098689e+00,7.956382014848722761e+00
2.703974927573517562e+01,6.477927674628084276e+01,9.640554845585125321e-01,7.023673341529695913e-01,2.143285135854763368e+01
2.354842364126690235e-01,1.997850737983652891e+01,1.578724770196675209e+01,4.393652449761119350e+00,1.571941927550921214e+00
9.297744518972688166e-01,1.551247078304928664e+02,2.439694979212592152e-01,2.516934505856702309e+00,1.778068422046230390e+00
1.644247855993159817e+02,2.402867492609390467e+02,5.964523958340488541e+00,1.746658833159421942e+00,7.472353846610355177e+00
2.296816182627698026e+02,1.120892061300481402e+01,5.202585554056518014e+00,1.491256923256560452e+00,6.738838231215984820e+01
3.555764724042061342e+00,4.302482762073409361e+01,5.451730871017417712e+00,3.695100497834008513e-01,1.725223988878123293e+01
1.806736931936216592e+02,2.670746787419926136e+02,4.258496145334080829e+00,4.474713013197058942e+00,5.687118489710431213e+00
1.283988139669511197e+00,2.329711589364155770e+02,1.156592899624468984e+01,3.664320241656466859e+00,1.455576303828995721e+00
6.674717497842550529e+01,2.350027089933867046e+02,9.290356035420462177e+00,4.876710338369466768e+00,6.509878868872075230e+00
1.519940175778002001e+01,2.684524763574652297e+02,1.111937535512264041e+00,3.347206185603358364e+00,2.610791131997754810e+00
5.759652949632520169e+00,2.426997548892768179e+02,1.143819089996902960e+01,3.969533343718358420e+00,3.105843519245424567e+00
4.224439596487955839e+01,9.248158432464558132e+01,5.641101027507316346e+00,6.785864393673013417e-03,2.195036790138988181e+01
1.131260742700819777e-01,1.744923586847089894e+02,5.729589651205344580e+00,3.961367345989397215e-01,2.076804481560177718e-01
4.464509699424438205e-01,2.932564186133532758e+02,4.285065626960293805e+00,4.778606081192683597e+00,2.326837361873051457e-01
1.497248399634980354e+00,8.917337626090731817e+01,1.287856110020380385e+01,6.911332677934223234e-01,7.392556075772220403e+00
5.275339800428670145e+01,1.731428839823250598e+02,1.943751758109657501e+01,2.103857858576819062e+00,1.181481795339075802e+01
6.682535175091841495e+01,2.302369331977670015e+02,8.300436989781159625e+00,4.706072200746173273e+00,6.755667982164015761e+00
5.284979374535257790e+01,1.859969610285086503e+02,1.312015803167444439e+01,1.468226540619277376e+00,1.018081330969981124e+01
1.176165472894337398e+02,1.742177053701127249e+02,4.322174366590258998e+00,1.703704333208547084e+00,1.264786224768060308e+01
2.080684558142516238e-01,1.233709300417793600e+02,3.784647143511128409e+00,1.505890762613121270e-01,7.341354359365066529e-01
2.651890781747502923e-01,1.805425080962752133e+02,1.597617806565328102e+01,2.447529482672285539e+00,4.504642564035344354e-01
2.638788854339530872e+02,6.479246940082924766e+01,1.707865180619240064e+01,8.643604917301889179e-01,4.898052159684967677e+01
2.675167698334533384e+00,6.906086667536533241e+01,1.269161159359273583e+01,1.570676318271555516e+00,1.229387654562760090e+01
1.877090284782662621e+01,3.079353824173664123e+01,4.657553074631184842e+00,3.968159704974967283e+00,2.975295797148663723e+01
1.032788094478351937e+01,1.967268617235559418e+02,3.109950362583888683e+00,3.827227378217329168e+00,5.146787810410662800e+00
3.211073787386061440e+01,1.118803758170444524e+02,1.059764816252323705e+01,2.940771464441952254e+00,1.785776264406553082e+01
2.031359759157511935e-01,2.672076746802508183e+02,1.336980957958890315e+01,1.380844918820771650e+00,1.510980241297200932e-01
1.199943798211156434e+02,3.359151349551138566e+01,9.009506162563701182e+00,4.827962421564228279e+00,5.021983053916218864e+01
3.116085121147901815e-01,7.130327260402524736e+00,4.503105808367083185e+00,6.923677557760493650e-01,2.865287971599902228e+00
5.314933650513609109e+01,7.554680677877612993e+01,1.836682375274277845e+01,1.544474950595724483e+00,2.972543544736503662e+01
4.060396049869617663e+00,1.051265545725589305e+02,7.429120421629129112e+00,3.958230445147934429e+00,9.922219568388600308e+00
9.312076695950219474e+00,2.026026138235829706e+02,1.452971297299358966e+01,3.141141960972244629e+00,5.440791330535136083e+00
4.861552022852190191e+01,7.940158845317630210e+01,9.622286251312228700e-02,3.909864546369429927e+00,2.027547806489467419e+01
3.047972208547414130e+00,2.716045096795481300e+02,7.767500556493085462e+00,3.765803846824916645e-01,1.904933574031137500e+00
1.528093348780569793e-01,2.160413953074812810e+02,1.669995811950947129e+01,2.675534749550853686e+00,1.587992726172701152e-01
7.191942505913553987e+02,2.955008420207308859e+02,1.596358729168534829e+01,1.381795305009803077e+00,6.834333647650772114e+00
1.232274886186508134e+01,2.899898270291299696e+02,1.369130742528693290e+01,1.409400117868713220e+00,2.516196299596066943e+00
9.302047743740958197e+01,2.429077045081309336e+02,1.874801696349332047e+01,4.850127201704921731e+00,6.905151438399009578e+00
1.334072202023332032e+01,2.657705000547960594e+02,1.932125653468996518e+01,3.285246083373525305e+00,3.310567078381320805e+00
1.899973793265704956e+02,1.009810257030381706e+02,1.548149590583556279e+00,4.801642973455583885e+00,2.603701718069638815e+01
1.813279352535895228e+01,1.209961123808952976e+02,1.127424821841650981e+01,3.325173296238862264e+00,1.412031745898674551e+01
3.097615534029762863e-01,2.442276525140393915e+02,1.539148870940080727e+01,2.266071664290087107e+00,2.954153295170809934e-01
3.695100531593386251e+01,1.412275471603006167e+02,4.386245605491456701e-01,5.492868593208355410e-01,1.095607828924064009e+01
4.908656904905383533e-01,1.188204446773736578e+02,5.540178482544551031e+00,1.041278763881534619e+00,1.732260129144681304e+00
1.970681955806006442e+02,2.621608156132634448e+01,6.469904679645233081e+00,1.109301137757736644e+00,5.879646358410255402e+01
5.299640397083992127e+01,9.394083965976686557e+01,1.642663455172572640e+01,8.775861036095083945e-01,2.493213532759512674e+01
5.744266131965304112e+02,7.211794823915373343e+01,5.177785109390471874e+00,4.729244181743969655e+00,5.036969293670379244e+01
3.283395194033327158e+01,1.169167303270090486e+02,7.621080289996751134e-03,2.937140703748999382e+00,1.279525467817615159e+01
7.955223578234925652e-01,2.107691136412964568e+02,1.891373332068092949e+01,2.249244267138993614e+00,1.219242464401594006e+00
1.692583813432794670e+01,2.326289720302883381e+02,6.525440020673483055e+00,4.833917552797146300e+00,4.484280127525813064e+00
1.222050372763145276e+02,1.391485233392558030e+02,1.893109688267597956e+00,2.868709504100368068e+00,1.650949053721110715e+01
7.039684410030770323e+01,5.385766942018096159e+01,1.562612608364303668e+01,8.731791198322491621e-01,3.848057791320413656e+01
2.339843571820923174e+00,3.911872337983670889e+01,1.110659873127170449e+01,3.629827043744403348e+00,1.420354619666399110e+01
4.182198119552014504e+01,5.088433751285178630e+01,1.960418449964004850e+01,2.934490443726116560e+00,3.494427996117428847e+01
5.509044052833130536e+02,3.311515589746548471e+01,6.997890415903493810e+00,4.842681232880890363e+00,7.236842268855397720e+01
5.485802554682855003e+01,2.575583048625834408e+02,8.228281301885376209e+00,1.714467528666235197e+00,4.919920610509673331e+00
2.945815947962259873e+00,8.809474270710929034e+01,8.505964686075959236e+00,3.147725744459950015e+00,1.023507018725269191e+01
4.395753408551436223e+02,1.512918684775590066e+02,1.382327329191479492e+01,3.697974950393665861e+00,2.439315946248040845e+01
2.044074737742655827e+02,3.413828388131477709e+01,1.823679030969258008e+01,3.636632037658335648e+00,6.028093708118624505e+01
2.634723475665390993e+02,2.609539461437238970e+02,5.844056035789431114e+00,3.674923749453411492e+00,6.855831054939944380e+00
2.675256985704472235e-01,7.661807923731811520e+00,1.132167378363830856e+00,1.365661872467732740e+00,1.901615779169858689e+00
1.456516250849840599e+00,3.983648263610066920e+01,9.275270654449521146e+00,1.992522239612628532e+00,1.021853408974097910e+01
1.447142208352212265e+02,9.950679189009710512e+01,1.917827201975764950e+01,4.785628122127684847e+00,3.077620682322115186e+01
1.256695278882768108e+00,2.433900376735608688e+02,1.467399367282125411e+01,1.726787946062565693e+00,1.379528601295187729e+00
1.971622393705303455e-01,9.409244662897897626e+01,9.194476823182531788e+00,3.403728057215660296e-01,9.237821749254777615e-01
5.408340794487502023e+01,8.580357121659302777e+01,9.420638438638494705e+00,1.093315894098528140e+00,2.590237019835516463e+01
1.574272198494693100e+02,2.653804229634615552e+01,9.880915408985250892e+00,3.150557717944296066e+00,5.752560191430993797e+01
3.690381228829247107e+01,1.086644696312530414e+02,7.190839724065957839e+00,3.640032922215966416e+00,1.844156276336786249e+01
2.395374079413528534e+00,2.079101454751010465e+02,1.670678665686835540e+00,2.093425168430453454e+00,2.526540951467199037e+00
1.734176416588824665e+01,2.468450662488693297e+02,1.284593213400733624e+01,4.465656252996275111e-02,4.273415325303735912e+00
1.219213620575252954e-01,2.357102843103814109e+02,9.519815449514762662e+00,2.629566230970585838e+00,9.486411875351911938e-02
1.780929070326439501e+01,2.263237555742487643e+02,1.387820828673796747e+01,9.387470304155987044e-02,5.280706012051076037e+00
2.674266591228602579e+02,9.359325226600478942e+00,5.709879923751472575e+00,7.640480139211147659e-02,7.174897110114798693e+01
2.052168136091091222e-01,2.117524453422587669e+02,1.616469363594564257e+01,3.816099778229236072e+00,2.270278987253812886e-01
3.414110601802946565e+00,1.269657747406530035e+02,1.878211788076914246e+01,3.004089916474219635e+00,8.103505018032000962e+00
4.565148088086471434e-01,7.265768085489590078e+01,7.566622075891034527e+00,2.676563659922032157e-01,2.923525465336480167e+00
3.311552057500758650e+00,2.727764722430923712e+02,9.243314273653046698e+00,3.032380940654047841e+00,1.843078095668384542e+00
1.127277122988370878e-01,1.949159049879911265e+02,4.378712632355075129e-01,1.494902790509040624e+00,1.113276793194588887e-01
2.046688170026891669e+02,2.481820867159430293e+02,8.932506833216713460e+00,3.293752030507707262e-01,7.596597834838815011e+00
9.659913585318776086e+00,1.998904265025072036e+01,3.616504933933397670e+00,2.236559498496149434e+00,2.643510490308555205e+01
5.542073258448563244e+00,4.578798080289173811e+01,1.379040500948946857e+01,3.998721282886331885e+00,2.010094981279402759e+01
2.553752839594214308e+01,2.742294463690430462e+02,2.620354316089883451e+00,4.299305273104682357e+00,3.048496656273263827e+00
2.512539030985652460e+02,2.777573108074707307e+02,6.930991108294692893e-01,3.753219191327202608e+00,4.800085067642340775e+00
1.462321614403408798e+00,1.097542773714049673e+02,1.542475012560407599e+01,6.795270319253787772e-01,6.075717322827419942e+00
1.175081231195790110e+00,1.823925895599177238e+02,1.036375278222406138e+01,4.738586828123797501e-01,2.534559555493190341e+00
1.577527108051385296e-01,1.775593037098419558e+01,1.705300544923127504e+01,7.591727923664570721e-01,1.299806929706868397e+00
1.163044615325634412e+00,1.739919788205709779e+02,4.511301739856847348e+00,1.202731494686343217e-01,2.686153583874702822e+00
1.840125284349839185e-01,3.779946554385509216e+01,1.763206605553915285e+00,4.446479922127489104e+00,8.115509766534839686e-01
1.466337524878724152e-01,1.460111097444741119e+02,1.590499404769603231e+01,6.224156551041465368e-01,3.820960469310687446e-01
1.625257761986145155e+01,1.080404744957800212e+01,7.295823040876932453e+00,2.821838330177515619e+00,3.515257079079596281e+01
5.436752334343568638e-01,2.288289153913310940e+02,1.741002137333508415e+01,3.496974135465380051e+00,6.416857993786072578e-01
1.981667962668176020e-01,1.160036641917813682e+02,7.088653037882453489e+00,2.939863526069351085e+00,5.304055071373792174e-01
4.643644513582377726e+02,2.791083045476191273e+02,1.273527867636851241e+01,6.554006736735823457e-01,7.084875598825497001e+00
3.934916943391265631e-01,2.393935055745861717e+01,1.191452950763682850e-01,1.284532386895598233e-01,3.096058312428631609e+00
2.395097309505976324e-01,2.772106835384347505e+02,8.146523159848943152e+00,3.971495430431301710e+00,1.370198044473922294e-01
7.633298280599574355e+02,9.661667176684174407e+00,6.943262392342450795e+00,2.545367187068945380e+00,9.477893887931068662e+01
4.654444494651029629e+01,2.717779805823552124e+02,1.966195608802165040e+01,2.163385049764757095e+00,4.373132127190542562e+00
7.998640295151750479e+01,1.948336447977383727e+02,1.312688562811047177e+01,2.890219724243586974e+00,1.037640119536182581e+01
1.789847309704084211e+01,1.781530074883910970e+02,8.502252655977871498e+00,3.263179966116855013e+00,7.945227942976964997e+00
1.912312467559988682e-01,6.057637566218782155e+01,1.483046126135414688e+01,3.397556103436214059e+00,8.801621024866057574e-01
2.330821211193782574e+02,2.759551667523550691e+02,1.366831527943400459e+01,3.939216521459216303e+00,6.173494520125781371e+00
4.700196522288058176e+00,1.561930700786043857e+01,1.653449390422692034e+01,2.789268628541051065e+00,2.486881072017297356e+01
3.714251415219258057e+00,2.522303154737258524e+02,6.367190344109054934e+00,1.207977267556781253e-02,2.532259912804642799e+00
3.477258488847272400e-01,2.966182240231166247e+02,1.150389259644649265e+01,3.969430898081993675e-04,2.876134288871348144e-01
2.837132007420514745e-01,1.073993728066491400e+02,6.692533146525761367e+00,3.926440135011098675e+00,8.614461658319843007e-01
1.227393253029140574e+01,2.007394763271657894e+02,7.978441929240780439e+00,1.599007102001084313e+00,5.753812726128025190e+00
1.883537877891710011e+01,2.580973268763210626e+02,1.092054984762786241e+01,9.819771298302537588e-01,3.805873072912018706e+00
1.187796854860469331e+01,1.654935315577805000e+02,5.861017810646256265e+00,2.850103413419154297e+00,7.744527466990797748e+00
2.834645225490572784e+01,5.286949175023735847e+00,3.298352719986441528e-01,4.817048135788355445e+00,3.377280529426581523e+01
3.240215180369062864e+02,7.418022427552128306e+01,1.897481733091732181e+01,2.252050308966712766e+00,4.764710666029360908e+01
1.039487759787833632e+01,1.834957946356146579e+02,9.058608398609104384e+00,4.583442182662565756e+00,6.494387017177653654e+00
3.285418624825870104e+00,4.730385445067854988e+01,9.043858069789722620e+00,4.363745351763026470e+00,1.555560524657508559e+01
1.062406723089768912e+00,2.161683661512300247e+01,9.043485507202619900e-01,1.988062396687217515e+00,7.341628023955705018e+00
1.688054911263250801e+00,2.969685081182108206e+02,5.198807157043736638e+00,6.918143119646413819e-01,9.986373080843370387e-01
1.750766441195606404e+01,3.240204027944448839e-02,1.029087698850178612e+01,3.747667092219951090e+00,3.994950962380715254e+01
1.518760749004707122e+02,7.879970563650773308e+00,8.871642644013185475e+00,4.752165630948942621e+00,6.542521365277758605e+01
5.814121721899369710e+00,2.640082669944262506e+01,1.098870034135519980e+01,2.595840002737276331e-01,2.500232175566600645e+01
1.455624340907370751e-01,2.112120494810618538e+02,5.074313288935705657e+00,2.694909034313587526e+00,1.413876618960261955e-01
5.657414705149749201e-01,2.240506425150035064e+00,1.132289552752412654e+01,1.443081197386423931e+00,5.764559701441394068e+00
2.304670982141486524e-01,1.930806446803936751e+02,6.485155913600304523e+00,2.804952260386317509e+00,3.052085040964049867e-01
2.154634731352121690e+00,2.617806868315938118e+02,1.132689443948914310e+01,2.774779357127838075e+00,1.652933046639381454e+00
5.463948940318918090e+01,2.709339763078894521e+02,9.861934850123299512e-01,4.035267006583381999e+00,3.551986668750818144e+00
2.305998007039325159e+01,3.146073053830118482e+01,4.140026865859381289e+00,3.419836512394300865e+00,3.093736891808571343e+01
4.451540816756268271e+01,7.329795690187570756e+01,8.485317242846511121e+00,4.015019645491141098e+00,2.728730862151410719e+01
6.582343218816616215e+00,5.176012252979160877e+01,1.311132955622793972e+01,5.467872751365432382e-01,2.086628595590125101e+01
2.748667122729340773e-01,1.751836394346597956e+02,6.736973619983630535e+00,4.643058053904514537e+00,4.252426693732462293e-01
1.531171440977179943e+00,2.522331250822354320e+02,1.330611187136522844e+01,2.995072060844739426e+00,1.429705202507363104e+00
1.106221043363091283e+01,4.861242934742703170e+01,6.952961405018096563e+00,7.764457010018005478e-01,2.332958914069609335e+01
9.742263241772148419e+00,1.296853325110907349e+02,1.795940611862159741e+01,4.953904026919591530e+00,1.123744734786820310e+01
9.432906974498015407e-01,1.136854867311915882e+02,1.851600579029663862e+01,1.272010711764944180e+00,3.871462120403668994e+00
2.000811766090452863e+02,1.734055155896811584e+02,3.657075777785250281e+00,2.256532684936791266e+00,1.433086904761415248e+01
