t,E,L,C,D,dC_dt
8.029605921184236550e+00,2.774299469219013159e-02,1.527742994692190104e+00,3.218628473339614493e-02,4.400707205744136541e-01,-1.079780204136411570e-03
8.035607121424284571e+00,2.773755013899682070e-02,1.527737550138996703e+00,3.217981539251186379e-02,4.400826344684912184e-01,-1.076243970819110163e-03
8.041608321664332593e+00,2.773212801009949588e-02,1.527732128010099499e+00,3.217336721910434710e-02,4.400945047707960911e-01,-1.072721281083037492e-03
8.047609521904380614e+00,2.772672821732487247e-02,1.527726728217325025e+00,3.216694013163124560e-02,4.401063316510438472e-01,-1.069212078689360523e-03
8.053610722144428635e+00,2.772135067057538566e-02,1.527721350670575351e+00,3.216053405273713167e-02,4.401181152766874272e-01,-1.065716323816412459e-03
8.059611922384476657e+00,2.771599528060977868e-02,1.527715995280609862e+00,3.215414890487368338e-02,4.401298558145164685e-01,-1.062233974301732276e-03
8.065613122624524678e+00,2.771066195872048249e-02,1.527710661958720628e+00,3.214778461049501435e-02,4.401415534307844268e-01,-1.058764986841952138e-03
8.071614322864572699e+00,2.770535061673364344e-02,1.527705350616733737e+00,3.214144109205768762e-02,4.401532082912086308e-01,-1.055309316993706392e-03
8.077615523104620721e+00,2.770006116700908863e-02,1.527700061167009071e+00,3.213511827202072263e-02,4.401648205609701159e-01,-1.051866919174505866e-03
8.083616723344668742e+00,2.769479352244035020e-02,1.527694793522440309e+00,3.212881607284557434e-02,4.401763904047140130e-01,-1.048437746663716252e-03
8.089617923584716763e+00,2.768954759645466182e-02,1.527689547596454700e+00,3.212253441699613327e-02,4.401879179865491598e-01,-1.045021751603508742e-03
8.095619123824764785e+00,2.768432330301294833e-02,1.527684323303013070e+00,3.211627322693875325e-02,4.401994034700482672e-01,-1.041618884999859218e-03
8.101620324064812806e+00,2.767912055660982917e-02,1.527679120556609815e+00,3.211003242514222367e-02,4.402108470182479194e-01,-1.038229096723346234e-03
8.107621524304860827e+00,2.767393927227363229e-02,1.527673939272273573e+00,3.210381193407778333e-02,4.402222487936485185e-01,-1.034852335510261234e-03
8.113622724544908849e+00,2.766877936556637677e-02,1.527668779365566332e+00,3.209761167621911354e-02,4.402336089582144507e-01,-1.031488548963323260e-03
8.119623924784956870e+00,2.766364075258377284e-02,1.527663640752583873e+00,3.209143157404234503e-02,4.402449276733738093e-01,-1.028137683552796111e-03
8.125625125025004891e+00,2.765852334995524270e-02,1.527658523349955333e+00,3.208527155002605102e-02,4.402562051000186716e-01,-1.024799684617321016e-03
8.131626325265052913e+00,2.765342707484389276e-02,1.527653427074843862e+00,3.207913152665124029e-02,4.402674413985048218e-01,-1.021474496364811746e-03
8.137627525505100934e+00,2.764835184494653444e-02,1.527648351844946628e+00,3.207301142640139185e-02,4.402786367286520286e-01,-1.018162061873439939e-03
8.143628725745148955e+00,2.764329757849367381e-02,1.527643297578493708e+00,3.206691117176241335e-02,4.402897912497438782e-01,-1.014862323092523277e-03
8.149629925985196977e+00,2.763826419424951497e-02,1.527638264194249640e+00,3.206083068522264795e-02,4.403009051205277746e-01,-1.011575220843344280e-03
8.155631126225244998e+00,2.763325161151196016e-02,1.527633251611512089e+00,3.205476988927290910e-02,4.403119784992151065e-01,-1.008300694820198073e-03
8.161632326465293019e+00,2.762825975011260968e-02,1.527628259750112738e+00,3.204872870640643190e-02,4.403230115434809133e-01,-1.005038683591176485e-03
8.167633526705341040e+00,2.762328853041675844e-02,1.527623288530416845e+00,3.204270705911891476e-02,4.403340044104642748e-01,-1.001789124599195002e-03
8.173634726945389062e+00,2.761833787332340293e-02,1.527618337873323462e+00,3.203670486990849858e-02,4.403449572567680326e-01,-9.985519541626866613e-04
8.179635927185437083e+00,2.761340770026523422e-02,1.527613407700265213e+00,3.203072206127575289e-02,4.403558702384589574e-01,-9.953271074766914528e-04
8.185637127425485104e+00,2.760849793319232817e-02,1.527608497933192533e+00,3.202475855574370839e-02,4.403667435110639183e-01,-9.921145187058236226e-04
8.191638327665533126e+00,2.760360849214641560e-02,1.527603608492146492e+00,3.201881427917445400e-02,4.403775772286790957e-01,-9.889141357734138049e-04
8.197639527905581147e+00,2.759873929504114143e-02,1.527598739295041197e+00,3.201288916176869143e-02,4.403883715431901602e-01,-9.857259238885765495e-04
8.203640728145629168e+00,2.759389026061696490e-02,1.527593890260616982e+00,3.200698313352579039e-02,4.403991266058572274e-01,-9.825498459699807952e-04
8.209641928385677190e+00,2.758906130810808918e-02,1.527589061308108231e+00,3.200109612443145790e-02,4.404098425674604078e-01,-9.793858638394228877e-04
8.215643128625725211e+00,2.758425235724243710e-02,1.527584252357242489e+00,3.199522806445775913e-02,4.404205195782997517e-01,-9.762339382230894591e-04
8.221644328865773232e+00,2.757946332824166846e-02,1.527579463328241793e+00,3.198937888356308962e-02,4.404311577881952489e-01,-9.730940287520292720e-04
8.227645529105821254e+00,2.757469414182117662e-02,1.527574694141821343e+00,3.198354851169216834e-02,4.404417573464866065e-01,-9.699660939631940537e-04
8.233646729345869275e+00,2.756994471919008843e-02,1.527569944719190165e+00,3.197773687877609322e-02,4.404523184020338045e-01,-9.668500913002225916e-04
8.239647929585917296e+00,2.756521498205125736e-02,1.527565214982051334e+00,3.197194391473227176e-02,4.404628411032164292e-01,-9.637459771141623777e-04
8.245649129825965318e+00,2.756050485260127039e-02,1.527560504852601309e+00,3.196616954946446959e-02,4.404733255979342288e-01,-9.606537066644202372e-04
8.251650330066013339e+00,2.755581425353044803e-02,1.527555814253530597e+00,3.196041371286278271e-02,4.404837720336067242e-01,-9.575732341194700958e-04
8.257651530306061360e+00,2.755114310802284430e-02,1.527551143108022869e+00,3.195467633480365138e-02,4.404941805571734870e-01,-9.545045125576995249e-04
8.263652730546109382e+00,2.754649133975623984e-02,1.527546491339756285e+00,3.194895734514986707e-02,4.405045513150938619e-01,-9.514474939683117971e-04
8.269653930786157403e+00,2.754185887290215226e-02,1.527541858872902170e+00,3.194325667375054467e-02,4.405148844533472996e-01,-9.484021292519365098e-04
8.275655131026205424e+00,2.753724563212582924e-02,1.527537245632125895e+00,3.193757425044115722e-02,4.405251801174329684e-01,-9.453683682216218465e-04
8.281656331266253446e+00,2.753265154258624850e-02,1.527532651542586439e+00,3.193191000504350813e-02,4.405354384523701983e-01,-9.423461596035284660e-04
8.287657531506301467e+00,2.752807652993612478e-02,1.527528076529936163e+00,3.192626386736575200e-02,4.405456596026980920e-01,-9.393354510377621702e-04
8.293658731746349488e+00,2.752352052032189939e-02,1.527523520520321920e+00,3.192063576720236689e-02,4.405558437124756921e-01,-9.363361890791163655e-04
8.299659931986397510e+00,2.751898344038374716e-02,1.527518983440383948e+00,3.191502563433418899e-02,4.405659909252820361e-01,-9.333483191979186078e-04
8.305661132226445531e+00,2.751446521725557648e-02,1.527514465217255646e+00,3.190943339852839178e-02,4.405761013842159901e-01,-9.303717857808771474e-04
8.311662332466493552e+00,2.750996577856502576e-02,1.527509965778565126e+00,3.190385898953848609e-02,4.405861752318964708e-01,-9.274065321316637966e-04
8.317663532706541574e+00,2.750548505243346695e-02,1.527505485052433665e+00,3.189830233710432700e-02,4.405962126104621679e-01,-9.244525004719200689e-04
8.323664732946589595e+00,2.750102296747600553e-02,1.527501022967476141e+00,3.189276337095210689e-02,4.406062136615718772e-01,-9.215096319419024962e-04
8.329665933186637616e+00,2.749657945280147356e-02,1.527496579452801484e+00,3.188724202079436243e-02,4.406161785264041675e-01,-9.185778666012667237e-04
8.335667133426685638e+00,2.749215443710238682e-02,1.527492154437102290e+00,3.188173821754376747e-02,4.406261073453538457e-01,-9.156571488822123905e-04
8.341668333666731883e+00,2.748774784583677550e-02,1.527487747845836852e+00,3.187625189761587874e-02,4.406360002565473111e-01,-9.127474461770729297e-04
8.347669533906779904e+00,2.748335960489460550e-02,1.527483359604894675e+00,3.187078299797881792e-02,4.406458573971265835e-01,-9.098487266846269628e-04
8.353670734146827925e+00,2.747898964068432731e-02,1.527478989640684404e+00,3.186533145550309726e-02,4.406556789038125754e-01,-9.069609572185041713e-04
8.359671934386875947e+00,2.747463788007110594e-02,1.527474637880071207e+00,3.185989720703129302e-02,4.406654649128975976e-01,-9.040841035381219637e-04
8.365673134626923968e+00,2.747030425037682785e-02,1.527470304250376776e+00,3.185448018937803161e-02,4.406752155602451371e-01,-9.012181303494695706e-04
8.371674334866971989e+00,2.746598867938010446e-02,1.527465988679380215e+00,3.184908033933000343e-02,4.406849309812899129e-01,-8.983630013057464225e-04
8.377675535107020011e+00,2.746169109531626865e-02,1.527461691095316265e+00,3.184369759364593516e-02,4.406946113110377650e-01,-8.955186790080699177e-04
8.383676735347068032e+00,2.745741142687737474e-02,1.527457411426877298e+00,3.183833188905664524e-02,4.407042566840659870e-01,-8.926851250063427834e-04
8.389677935587116053e+00,2.745314960321220202e-02,1.527453149603212212e+00,3.183298316226498836e-02,4.407138672345228270e-01,-8.898622997998498207e-04
8.395679135827164075e+00,2.744890555392624776e-02,1.527448905553926206e+00,3.182765134994587630e-02,4.407234430961278759e-01,-8.870501628379309778e-04
8.401680336067212096e+00,2.744467920908173070e-02,1.527444679209081668e+00,3.182233638874629178e-02,4.407329844021719567e-01,-8.842486725208348330e-04
8.407681536307260117e+00,2.744047049919760145e-02,1.527440470499197511e+00,3.181703821528526765e-02,4.407424912855171240e-01,-8.814577862002459518e-04
8.413682736547308139e+00,2.743627935524951822e-02,1.527436279355249615e+00,3.181175676615388692e-02,4.407519638785966087e-01,-8.786774601801730644e-04
8.419683936787356160e+00,2.743210570866987108e-02,1.527432105708669940e+00,3.180649197791531047e-02,4.407614023134148185e-01,-8.759076497175249942e-04
8.425685137027404181e+00,2.742794949134777505e-02,1.527427949491347858e+00,3.180124378710474237e-02,4.407708067215474479e-01,-8.731483090228600585e-04
8.431686337267452203e+00,2.742381063562905272e-02,1.527423810635629042e+00,3.179601213022944378e-02,4.407801772341414792e-01,-8.703993912610175077e-04
8.437687537507500224e+00,2.741968907431626551e-02,1.527419689074316356e+00,3.179079694376874682e-02,4.407895139819149599e-01,-8.676608485519571312e-04
8.443688737747548245e+00,2.741558474066868589e-02,1.527415584740668741e+00,3.178559816417402678e-02,4.407988170951572804e-01,-8.649326319712866140e-04
8.449689937987596267e+00,2.741149756840231475e-02,1.527411497568402332e+00,3.178041572786872299e-02,4.408080867037289519e-01,-8.622146915510525700e-04
8.455691138227644288e+00,2.740742749168987094e-02,1.527407427491689784e+00,3.177524957124833183e-02,4.408173229370617729e-01,-8.595069762803650426e-04
8.461692338467692309e+00,2.740337444516079829e-02,1.527403374445160722e+00,3.177009963068042064e-02,4.408265259241587741e-01,-8.568094341061815999e-04
8.467693538707740331e+00,2.739933836390125860e-02,1.527399338363901293e+00,3.176496584250458610e-02,4.408356957935941622e-01,-8.541220119338624461e-04
8.473694738947788352e+00,2.739531918345414208e-02,1.527395319183454170e+00,3.175984814303251663e-02,4.408448326735133205e-01,-8.514446556279267608e-04
8.479695939187836373e+00,2.739131683981728752e-02,1.527391316839817437e+00,3.175474646855011573e-02,4.408539366916325863e-01,-8.487773100227455347e-04
8.485697139427884395e+00,2.738733126745200933e-02,1.527387331267452186e+00,3.174966075804543791e-02,4.408630079745025632e-01,-8.461199310784844885e-04
8.491698339667932416e+00,2.738336239847785278e-02,1.527383362398478051e+00,3.174459095491555249e-02,4.408720466466066190e-01,-8.434724926883185869e-04
8.497699539907980437e+00,2.737941016577975437e-02,1.527379410165779827e+00,3.173953700232996777e-02,4.408810528318902744e-01,-8.408349665223607827e-04
8.503700740148028459e+00,2.737547450266514248e-02,1.527375474502665309e+00,3.173449884341764116e-02,4.408900266539172441e-01,-8.382073232358136505e-04
8.509701940388076480e+00,2.737155534286394784e-02,1.527371555342863951e+00,3.172947642126699996e-02,4.408989682358690487e-01,-8.355895324697604210e-04
8.515703140628124501e+00,2.736765262052858957e-02,1.527367652620528649e+00,3.172446967892589287e-02,4.409078777005455141e-01,-8.329815628514425363e-04
8.521704340868172523e+00,2.736376627023399608e-02,1.527363766270234180e+00,3.171947855940163846e-02,4.409167551703643828e-01,-8.303833819951825235e-04
8.527705541108220544e+00,2.735989622697757723e-02,1.527359896226977654e+00,3.171450300566099750e-02,4.409256007673614253e-01,-8.277949565029321666e-04
8.533706741348268565e+00,2.735604242617925216e-02,1.527356042426179394e+00,3.170954296063018679e-02,4.409344146131905506e-01,-8.252162519649039463e-04
8.539707941588316586e+00,2.735220480368142845e-02,1.527352204803681612e+00,3.170459836719485835e-02,4.409431968291236958e-01,-8.226472329600220679e-04
8.545709141828364608e+00,2.734838329574901944e-02,1.527348383295749068e+00,3.169966916820013414e-02,4.409519475360508811e-01,-8.200878630568800287e-04
8.551710342068412629e+00,2.734457783906942691e-02,1.527344577839069517e+00,3.169475530645057132e-02,4.409606668544799879e-01,-8.175381048141014406e-04
8.557711542308460650e+00,2.734078837075255147e-02,1.527340788370752600e+00,3.168985672471018311e-02,4.409693549045372585e-01,-8.149979197809784082e-04
8.563712742548508672e+00,2.733701482833079260e-02,1.527337014828330952e+00,3.168497336570243184e-02,4.409780118059667964e-01,-8.124672684982139903e-04
8.569713942788556693e+00,2.733325714975904167e-02,1.527333257149759094e+00,3.168010517211022892e-02,4.409866376781307329e-01,-8.099461104984218007e-04
8.575715143028604714e+00,2.732951527341469580e-02,1.527329515273414762e+00,3.167525208657593488e-02,4.409952326400093936e-01,-8.074344043067574472e-04
8.581716343268652736e+00,2.732578913809764060e-02,1.527325789138097800e+00,3.167041405170136631e-02,4.410037968102010209e-01,-8.049321074416054822e-04
8.587717543508700757e+00,2.732207868303026393e-02,1.527322078683030382e+00,3.166559101004778193e-02,4.410123303069219403e-01,-8.024391764150512474e-04
8.593718743748748778e+00,2.731838384785744214e-02,1.527318383847857453e+00,3.166078290413589652e-02,4.410208332480066717e-01,-7.999555667336094578e-04
8.599719943988796800e+00,2.731470457264655732e-02,1.527314704572646731e+00,3.165598967644586009e-02,4.410293057509075965e-01,-7.974812328986821686e-04
8.605721144228844821e+00,2.731104079788748348e-02,1.527311040797887598e+00,3.165121126941729951e-02,4.410377479326952344e-01,-7.950161284073636869e-04
8.611722344468892842e+00,2.730739246449259347e-02,1.527307392464492652e+00,3.164644762544926992e-02,4.410461599100581331e-01,-7.925602057528707833e-04
8.617723544708940864e+00,2.730375951379675203e-02,1.527303759513796821e+00,3.164169868690028253e-02,4.410545417993029793e-01,-7.901134164251394365e-04
8.623724744948988885e+00,2.730014188755733318e-02,1.527300141887557361e+00,3.163696439608830457e-02,4.410628937163543761e-01,-7.876757109115603561e-04
8.629725945189036906e+00,2.729653952795373095e-02,1.527296539527953856e+00,3.163224469529130750e-02,4.410712157767549546e-01,-7.852470386999904628e-04
8.635727145429084928e+00,2.729295237572736468e-02,1.527292952375727486e+00,3.162753952930415224e-02,4.410795080949684865e-01,-7.828273596601278972e-04
8.641728345669132949e+00,2.728938036926016955e-02,1.527289380369260208e+00,3.162284884726401096e-02,4.410877707834758299e-01,-7.804166514334895388e-04
8.647729545909180970e+00,2.728582344767065473e-02,1.527285823447670721e+00,3.161817259805723562e-02,4.410960039542721201e-01,-7.780148894338742571e-04
8.653730746149228992e+00,2.728228155046820771e-02,1.527282281550468301e+00,3.161351073051853894e-02,4.411042077190132638e-01,-7.756220480978834320e-04
8.659731946389277013e+00,2.727875461755311856e-02,1.527278754617553247e+00,3.160886319343102907e-02,4.411123821890158836e-01,-7.732381008854552484e-04
8.665733146629325034e+00,2.727524258921654871e-02,1.527275242589216653e+00,3.160422993552616799e-02,4.411205274752573180e-01,-7.708630202804545029e-04
8.671734346869373056e+00,2.727174540614056217e-02,1.527271745406140635e+00,3.159961090548382007e-02,4.411286436883756212e-01,-7.684967777912138365e-04
8.677735547109421077e+00,2.726826300939809780e-02,1.527268263009398108e+00,3.159500605193222428e-02,4.411367309386696745e-01,-7.661393439511027248e-04
8.683736747349469098e+00,2.726479534045299358e-02,1.527264795340453007e+00,3.159041532344798731e-02,4.411447893360990191e-01,-7.637906883189854446e-04
8.689737947589517120e+00,2.726134234115996924e-02,1.527261342341160066e+00,3.158583866855611127e-02,4.411528189902839125e-01,-7.614507794799357798e-04
8.695739147829565141e+00,2.725790395376462630e-02,1.527257903953764817e+00,3.158127603572997294e-02,4.411608200105054389e-01,-7.591195850455839667e-04
8.701740348069613162e+00,2.725448012090347233e-02,1.527254480120903590e+00,3.157672737339130981e-02,4.411687925057052317e-01,-7.567970716547758880e-04
8.707741548309661184e+00,2.725107078560388280e-02,1.527251070785603959e+00,3.157219262991026870e-02,4.411767365844858624e-01,-7.544832049741143076e-04
8.713742748549709205e+00,2.724767589128413228e-02,1.527247675891284295e+00,3.156767175360535721e-02,4.411846523551105070e-01,-7.521779496984237756e-04
8.719743948789757226e+00,2.724429538175338061e-02,1.527244295381753547e+00,3.156316469274346448e-02,4.411925399255031688e-01,-7.498812695513543125e-04
8.725745149029805248e+00,2.724092920121167632e-02,1.527240929201211683e+00,3.155867139553986817e-02,4.412003994032484555e-01,-7.475931272858740706e-04
8.731746349269853269e+00,2.723757729424995319e-02,1.527237577294250137e+00,3.155419181015820668e-02,4.412082308955918575e-01,-7.453134846848105677e-04
8.737747549509901290e+00,2.723423960585003717e-02,1.527234239605850030e+00,3.154972588471051387e-02,4.412160345094394698e-01,-7.430423025613988597e-04
8.743748749749949312e+00,2.723091608138463598e-02,1.527230916081384837e+00,3.154527356725719822e-02,4.412238103513581589e-01,-7.407795407597672632e-04
8.749749949989997333e+00,2.722760666661734955e-02,1.527227606666617499e+00,3.154083480580704285e-02,4.412315585275756180e-01,-7.385251581554994060e-04
8.755751150230045354e+00,2.722431130770266300e-02,1.527224311307702864e+00,3.153640954831722631e-02,4.412392791439801454e-01,-7.362791126562101551e-04
8.761752350470093376e+00,2.722102995118595367e-02,1.527221029951186138e+00,3.153199774269328098e-02,4.412469723061207549e-01,-7.340413612018856226e-04
8.767753550710141397e+00,2.721776254400348413e-02,1.527217762544003543e+00,3.152759933678914162e-02,4.412546381192073985e-01,-7.318118597656048108e-04
8.773754750950189418e+00,2.721450903348240219e-02,1.527214509033482548e+00,3.152321427840711066e-02,4.412622766881105218e-01,-7.295905633539767621e-04
8.779755951190237440e+00,2.721126936734074436e-02,1.527211269367340751e+00,3.151884251529786518e-02,4.412698881173613974e-01,-7.273774260075915876e-04
8.785757151430285461e+00,2.720804349298722863e-02,1.527208043492987333e+00,3.151448399610726897e-02,4.412774725109055440e-01,-7.251724050363200780e-04
8.791758351670333482e+00,2.720483135480187067e-02,1.527204831354802117e+00,3.151013867447511468e-02,4.412850299707230528e-01,-7.229754787885372957e-04
8.797759551910381504e+00,2.720163289742026994e-02,1.527201632897420502e+00,3.150580650460117760e-02,4.412925605979785559e-01,-7.207866268109652808e-04
8.803760752150429525e+00,2.719844806592262507e-02,1.527198448065922864e+00,3.150148744052743560e-02,4.413000644935499706e-01,-7.186058272563924931e-04
8.809761952390477546e+00,2.719527680575085926e-02,1.527195276805751067e+00,3.149718143623460309e-02,4.413075417580145654e-01,-7.164330573366101129e-04
8.815763152630525568e+00,2.719211906270864107e-02,1.527192119062708908e+00,3.149288844564208240e-02,4.413149924916492939e-01,-7.142682933227589848e-04
8.821764352870573589e+00,2.718897478296135664e-02,1.527188974782961450e+00,3.148860842260801929e-02,4.413224167944306275e-01,-7.121115105459957517e-04
8.827765553110621610e+00,2.718584391303613401e-02,1.527185843913036356e+00,3.148434132092924748e-02,4.413298147660346671e-01,-7.099626833977010221e-04
8.833766753350669632e+00,2.718272639982182923e-02,1.527182726399822110e+00,3.148008709434135105e-02,4.413371865058368648e-01,-7.078217853302773421e-04
8.839767953590717653e+00,2.717962219056902981e-02,1.527179622190569130e+00,3.147584569651859510e-02,4.413445321129124133e-01,-7.056887888573851186e-04
8.845769153830765674e+00,2.717653123289005476e-02,1.527176531232890211e+00,3.147161708107399508e-02,4.413518516860359675e-01,-7.035636655545116080e-04
8.851770354070813696e+00,2.717345347475895803e-02,1.527173453474759190e+00,3.146740120155924747e-02,4.413591453236818118e-01,-7.014463860594011280e-04
8.857771554310861717e+00,2.717038886451152158e-02,1.527170388864511619e+00,3.146319801146479911e-02,4.413664131240236932e-01,-6.993369200726518020e-04
8.863772754550909738e+00,2.716733735084525883e-02,1.527167337350845422e+00,3.145900746421979866e-02,4.413736551849349876e-01,-6.972352363580000545e-04
8.869773954790957760e+00,2.716429888281941818e-02,1.527164298882819571e+00,3.145482951319209658e-02,4.413808716039885338e-01,-6.951413027428618441e-04
8.875775155031005781e+00,2.716127340985497601e-02,1.527161273409855191e+00,3.145066411168829373e-02,4.413880624784567441e-01,-6.930550861189641032e-04
8.881776355271053802e+00,2.715826088173464367e-02,1.527158260881734897e+00,3.144651121295367197e-02,4.413952279053117156e-01,-6.909765524424349437e-04
8.887777555511101824e+00,2.715526124860286397e-02,1.527155261248603013e+00,3.144237077017224963e-02,4.414023679812248968e-01,-6.889056667346502016e-04
8.893778755751149845e+00,2.715227446096580774e-02,1.527152274460966019e+00,3.143824273646676076e-02,4.414094828025674766e-01,-6.868423930825109935e-04
8.899779955991197866e+00,2.714930046969138422e-02,1.527149300469691662e+00,3.143412706489865510e-02,4.414165724654099954e-01,-6.847866946388669884e-04
8.905781156231245888e+00,2.714633922600923066e-02,1.527146339226009397e+00,3.143002370846809113e-02,4.414236370655227337e-01,-6.827385336230923363e-04
8.911782356471293909e+00,2.714339068151070886e-02,1.527143390681510837e+00,3.142593262011394994e-02,4.414306766983753794e-01,-6.806978713214881238e-04
8.917783556711341930e+00,2.714045478814892942e-02,1.527140454788149082e+00,3.142185375271382836e-02,4.414376914591372492e-01,-6.786646680876917692e-04
8.923784756951389951e+00,2.713753149823871710e-02,1.527137531498238943e+00,3.141778705908404579e-02,4.414446814426772892e-01,-6.766388833432113170e-04
8.929785957191437973e+00,2.713462076445663854e-02,1.527134620764456940e+00,3.141373249197962347e-02,4.414516467435637415e-01,-6.746204755778070772e-04
8.935787157431485994e+00,2.713172253984041937e-02,1.527131722539840641e+00,3.140969000409504081e-02,4.414585874560645884e-01,-6.726094023533010779e-04
8.941788357671534015e+00,2.712883677601059598e-02,1.527128836776010745e+00,3.140565955053423175e-02,4.414655036734552174e-01,-6.706056312635738648e-04
8.947789557911582037e+00,2.712596342236316821e-02,1.527125963422363286e+00,3.140164109041505835e-02,4.414723954872218359e-01,-6.686091464266144535e-04
8.953790758151630058e+00,2.712310242897812348e-02,1.527123102428978418e+00,3.139763458253719275e-02,4.414792629884847219e-01,-6.666199296431127297e-04
8.959791958391678079e+00,2.712025374627031679e-02,1.527120253746270473e+00,3.139363998563064750e-02,4.414861062680990877e-01,-6.646379618064635064e-04
8.965793158631726101e+00,2.711741732498946372e-02,1.527117417324989734e+00,3.138965725835576176e-02,4.414929254166548023e-01,-6.626632229029746912e-04
8.971794358871774122e+00,2.711459311622016824e-02,1.527114593116220442e+00,3.138568635930322898e-02,4.414997205244766687e-01,-6.606956920125819921e-04
8.977795559111822143e+00,2.711178107138188451e-02,1.527111781071382124e+00,3.138172724699407612e-02,4.415064916816240914e-01,-6.587353473090570843e-04
8.983796759351870165e+00,2.710898114222895158e-02,1.527108981142229149e+00,3.137777987987967060e-02,4.415132389778914090e-01,-6.567821660605627221e-04
8.989797959591918186e+00,2.710619328085056914e-02,1.527106193280850732e+00,3.137384421634171333e-02,4.415199625028077834e-01,-6.548361246299719274e-04
8.995799159831966207e+00,2.710341743967080788e-02,1.527103417439670929e+00,3.136992021469225955e-02,4.415266623456369777e-01,-6.528971984753259572e-04
9.001800360072014229e+00,2.710065357144861298e-02,1.527100653571448863e+00,3.136600783317369801e-02,4.415333385953777445e-01,-6.509653621502575760e-04
9.007801560312062250e+00,2.709790162927779369e-02,1.527097901629278054e+00,3.136210702995874400e-02,4.415399913407634935e-01,-6.490405893043726948e-04
9.013802760552110271e+00,2.709516156658703379e-02,1.527095161566587311e+00,3.135821776315048104e-02,4.415466206702625129e-01,-6.471228526837291550e-04
9.019803960792158293e+00,2.709243333713987761e-02,1.527092433337140065e+00,3.135433999078230533e-02,4.415532266720778587e-01,-6.452121241311212230e-04
9.025805161032206314e+00,2.708971689503475444e-02,1.527089716895035032e+00,3.135047367081796044e-02,4.415598094341473545e-01,-6.433083745865514347e-04
9.031806361272254335e+00,2.708701219470494720e-02,1.527087012194705107e+00,3.134661876115154427e-02,4.415663690441435363e-01,-6.414115740877579519e-04
9.037807561512302357e+00,2.708431919091861678e-02,1.527084319190918915e+00,3.134277521960747437e-02,4.415729055894739297e-01,-6.395216917703533399e-04
9.043808761752350378e+00,2.708163783877879510e-02,1.527081637838779038e+00,3.133894300394052257e-02,4.415794191572807170e-01,-6.376386958685462125e-04
9.049809961992398399e+00,2.707896809372338162e-02,1.527078968093723566e+00,3.133512207183579423e-02,4.415859098344408484e-01,-6.357625537152730710e-04
9.055811162232446421e+00,2.707630991152513988e-02,1.527076309911525431e+00,3.133131238090873516e-02,4.415923777075661527e-01,-6.338932317427534158e-04
9.061812362472494442e+00,2.707366324829171486e-02,1.527073663248291968e+00,3.132751388870513853e-02,4.415988228630031709e-01,-6.320306954828089352e-04
9.067813562712542463e+00,2.707102806046561214e-02,1.527071028060465796e+00,3.132372655270111717e-02,4.416052453868333227e-01,-6.301749095673006562e-04
9.073814762952590485e+00,2.706840430482420831e-02,1.527068404304824378e+00,3.131995033030314513e-02,4.416116453648726847e-01,-6.283258377285452778e-04
9.079815963192638506e+00,2.706579193847974754e-02,1.527065791938480022e+00,3.131618517884802305e-02,4.416180228826722676e-01,-6.264834427996898714e-04
9.085817163432686527e+00,2.706319091887935541e-02,1.527063190918879654e+00,3.131243105560290590e-02,4.416243780255177942e-01,-6.246476867151004586e-04
9.091818363672734549e+00,2.706060120380267969e-02,1.527060601203803047e+00,3.130868791776827975e-02,4.416307108784290891e-01,-6.228185305243993941e-04
9.097819563912782570e+00,2.705802274953557698e-02,1.527058022749535837e+00,3.130495572503160656e-02,4.416370215254328824e-01,-6.209959457007460659e-04
9.103820764152830591e+00,2.705545551029426080e-02,1.527055455510294424e+00,3.130123444082406198e-02,4.416433100488817431e-01,-6.191799191248015255e-04
9.109821964392878613e+00,2.705289944095242913e-02,1.527052899440952682e+00,3.129752402822063434e-02,4.416495765308269816e-01,-6.173704352993372724e-04
9.115823164632926634e+00,2.705035449669394160e-02,1.527050354496694240e+00,3.129382445021945680e-02,4.416558210530866502e-01,-6.155674778522343682e-04
9.121824364872974655e+00,2.704782063301279862e-02,1.527047820633013142e+00,3.129013566974179344e-02,4.416620436972454877e-01,-6.137710295366846647e-04
9.127825565113022677e+00,2.704529780571315184e-02,1.527045297805713409e+00,3.128645764963204623e-02,4.416682445446548644e-01,-6.119810722316557094e-04
9.133826765353070698e+00,2.704278597090930061e-02,1.527042785970909478e+00,3.128279035265775498e-02,4.416744236764330034e-01,-6.101975869422723853e-04
9.139827965593118719e+00,2.704028508502569206e-02,1.527040285085025983e+00,3.127913374150958353e-02,4.416805811734648146e-01,-6.084205538000875269e-04
9.145829165833166741e+00,2.703779510479691756e-02,1.527037795104797091e+00,3.127548777880134051e-02,4.416867171164017836e-01,-6.066499520635260101e-04
9.151830366073214762e+00,2.703531598726772317e-02,1.527035315987268049e+00,3.127185242706997242e-02,4.416928315856623599e-01,-6.048857601182525134e-04
9.157831566313262783e+00,2.703284768979299924e-02,1.527032847689793194e+00,3.126822764877554978e-02,4.416989246614315134e-01,-6.031279554774976459e-04
9.163832766553310805e+00,2.703039017003778730e-02,1.527030390170037943e+00,3.126461340630129482e-02,4.417049964236609561e-01,-6.013765147824118307e-04
9.169833966793358826e+00,2.702794338597726970e-02,1.527027943385977471e+00,3.126100966195356073e-02,4.417110469520692528e-01,-5.996314138024677609e-04
