x,sigma,I,I_noisy
1.002768337360622208e+00,1.879586340771392416e+00,3.939020718369214413e-01,3.943412201633217373e-01
3.239801465475332876e+00,9.929805153348386648e-01,1.003741707142597334e-01,1.010010836933669665e-01
1.327751799602102656e+00,5.558030331072001395e-01,5.949585661029238581e-01,5.947526772780989957e-01
9.633857690253805339e-01,1.909813559956457851e+00,4.039967042480142601e-01,4.041396862885732189e-01
1.837601136612865282e+00,1.342444479856076622e+00,2.392700146020566021e-01,2.393018514174725664e-01
7.991623586116103350e-02,8.605588628530600470e-01,9.539427902907018364e-01,9.545596336965898043e-01
2.191596382303907298e+00,5.626854043428765051e-01,3.786538787800778350e-01,3.794315287754214117e-01
2.363497110516893374e-01,1.016951034936475651e+00,8.548571612156543598e-01,8.546613945663146250e-01
1.223551241997487438e+00,1.352106402945820074e+00,3.879233706776143986e-01,3.897991881612475895e-01
1.087711004306691764e+00,1.272775718844096460e+00,4.459360060869318465e-01,4.459179857198421471e-01
1.647226169392281836e+00,9.727121415709303331e-01,3.464671752088633871e-01,3.462677309922162494e-01
6.269497824136827102e-01,1.422751171064384978e+00,6.001274192788790263e-01,6.004113392972526553e-01
2.355982082122283217e+00,1.657623380201629359e+00,1.523036065038066433e-01,1.526672026963355744e-01
3.439283216623356232e+00,1.106871463733009264e+00,8.202742156569750587e-02,8.228522869307858256e-02
1.694644617520959962e+00,1.588024171654591310e+00,2.462605466728366443e-01,2.459207083560812079e-01
4.635966093928747256e+00,1.908655417727724846e+00,3.826325521044669775e-02,3.898515569620539939e-02
4.298834394441804818e+00,6.478889793367346162e-01,7.536325657267375910e-02,7.537616850462117157e-02
1.530075677164683956e+00,8.162175332982959386e-01,4.266418962256371961e-01,4.273971313089782176e-01
1.945020176107153942e-01,1.455422744314004646e+00,8.349173244375871494e-01,8.356006053683442403e-01
3.840958503846118699e+00,1.588291511573006742e+00,6.068500829356678755e-02,6.003558067889985805e-02
1.200061564525449320e+00,1.815094845321694628e+00,3.413709824234458234e-01,3.408688258599804066e-01
1.660805202893758103e+00,9.750844233187883070e-01,3.423441494059367707e-01,3.418320328370315631e-01
2.896676131734175375e+00,1.730794037868237822e+00,1.073006901002614283e-01,1.074142288805570999e-01
4.994398384435815075e+00,1.974114166988044428e+00,3.124300222906338867e-02,3.125905929031378566e-02
1.498387833059959373e+00,7.111901794371807695e-01,4.761644213427632666e-01,4.762882089625302684e-01
2.342615014619973124e+00,1.910609395225805418e+00,1.513914754797776874e-01,1.509751200750862610e-01
3.137254414315418405e+00,1.811553637069827083e+00,9.242817636015576710e-02,9.263175004311346994e-02
3.416861895784397252e+00,9.572739005196669870e-01,9.069070426436880161e-02,9.138325656925293250e-02
1.060830917249002248e+00,1.421884433049777074e+00,4.293931931829796378e-01,4.287163958256567931e-01
2.976608737511289959e+00,1.423605551632000976e+00,1.038657427348236018e-01,1.037588451129998202e-01
2.720532214532482396e+00,6.845576182268813259e-01,2.197795157621011963e-01,2.198950186393528183e-01
3.292899314038044700e+00,1.061087390667717401e+00,9.261250897411815730e-02,9.253898368482797732e-02
5.749848751662450796e-01,1.008880271355286684e+00,6.983194253386280081e-01,6.982123616162485558e-01
6.314725796843850825e-01,1.670402341194186402e+00,5.620881875718928278e-01,5.629643195641654829e-01
4.877637452079786939e+00,1.944309815408270747e+00,3.336559557857177866e-02,3.399912933096418260e-02
4.106507822726868540e+00,5.754307090784427370e-01,1.061037865650047707e-01,1.065204840366678479e-01
4.137786575477498729e+00,1.746326681172523099e+00,5.096689129974740079e-02,5.057829151805166845e-02
4.670522040504535788e+00,1.398817243623114770e+00,3.755868312824629102e-02,3.867148648823221652e-02
4.803238800089570937e+00,1.607585498338972574e+00,3.480449666961575594e-02,3.497744800097694895e-02
1.967437660499661956e+00,1.570068977826417855e+00,2.020511701888829947e-01,2.017546822174626775e-01
3.770335881184288418e+00,1.670199442370529086e+00,6.323898029215921368e-02,6.306279165142479604e-02
3.208100462777595752e+00,1.608744945418265182e+00,8.878521257385053878e-02,8.853304826427169094e-02
2.799251347306856097e+00,1.112354774096144361e+00,1.285769236279661054e-01,1.296301919499467659e-01
3.396741916607668443e+00,1.883998118139189382e+00,7.896731370575536813e-02,7.906290719359373997e-02
1.597167255622613968e+00,9.178932179403297420e-01,3.750422732800331449e-01,3.750669331215045199e-01
4.310893589676876303e+00,1.767807848016776262e+00,4.610306632203966387e-02,4.501976024238053820e-02
2.035111641037890884e+00,1.416206671587592281e+00,2.001340163127304783e-01,2.004959214388691013e-01
7.408934385522586430e-01,6.121492885601005352e-01,7.402037511652507229e-01,7.396680031867081118e-01
5.490425506930018962e-02,1.322254772166840286e+00,9.516594536728105735e-01,9.510879753559373651e-01
3.195946660329384681e+00,7.264573831767316969e-01,1.440115488745246641e-01,1.443113277235066605e-01
1.158158444824627376e+00,1.724247329842407916e+00,3.608981118729662763e-01,3.604599076143730207e-01
4.780327799540972755e+00,1.492103434807874329e+00,3.526789549328052803e-02,3.567931296853348727e-02
9.750222870605401715e-01,1.547277084421793347e+00,4.406509994533023833e-01,4.412054459972766240e-01
1.580897040258298913e+00,1.858229912790110072e+00,2.538669210034669166e-01,2.529657235432214990e-01
4.920658418667136047e+00,1.896508176982696359e+00,3.256653795321930167e-02,3.249198293578515334e-02
2.599273101452142409e+00,1.636494405622402670e+00,1.300709005741488844e-01,1.292774915896933163e-01
4.610122994780002870e+00,1.875419706694041455e+00,3.883112390052414348e-02,3.879365690911676379e-02
3.907188369143344886e+00,1.944014426895182446e+00,5.830776706471695742e-02,5.875736605397006984e-02
5.948284673473247519e-01,1.750885121082201845e+00,5.688531364610085461e-01,5.681647227780559639e-01
1.079917184902141170e+00,6.244472165403928132e-01,6.339320161715493729e-01,6.348265960769188254e-01
1.935887787036002505e+00,8.570076830673265533e-01,3.094091903189560844e-01,3.092468697495164287e-01
4.404781253613797354e+00,1.693924141758851309e+00,4.367972958138380268e-02,4.308094568136398156e-02
1.669941411726157954e+00,9.491883005818557706e-01,3.469282931266094439e-01,3.468586344506190411e-01
2.315410192771620412e+00,1.563779342240549264e+00,1.583046743794347677e-01,1.586930617432972257e-01
2.403827410096621264e+00,1.050324805224868152e+00,1.810036947083911718e-01,1.803072280603771893e-01
1.623776235512599087e+00,1.424592730180107347e+00,2.739264007428159897e-01,2.739192677622418470e-01
3.932426422416071432e+00,1.994512337615417685e+00,5.744935299999737871e-02,5.675444675186099019e-02
2.741336378309061628e-01,1.693791167690793298e+00,7.558909973639142965e-01,7.564847704496765468e-01
1.129550806235479321e+00,1.062424216979988456e+00,4.771795151158324533e-01,4.772484515622487655e-01
4.125426035462941954e+00,5.888464223479199511e-01,1.005502272504133210e-01,1.003288848232566227e-01
3.081708517020991689e+00,1.541102338421472373e+00,9.625649751327643167e-02,9.676524075046696871e-02
2.559124148919150077e+00,1.232588509062191751e+00,1.449349759121022763e-01,1.442816702823033481e-01
1.847539818814359247e+00,1.919851003815595369e+00,2.092540517979286641e-01,2.090482084011257846e-01
6.506978839642996171e-01,1.687301658351496148e+00,5.511222346771256220e-01,5.520359939606296340e-01
2.283921546016822735e+00,1.420129096627940513e+00,1.665346155013242013e-01,1.664630823110921642e-01
4.935472379061851100e+00,1.364287143925940748e+00,3.232662208303279522e-02,3.299540254846150544e-02
2.975442373811425512e+00,1.518428777321309653e+00,1.030556230489290265e-01,1.031434910240897618e-01
2.882896753707959281e+00,1.440940132288784703e+00,1.101583933442334545e-01,1.097985808633910876e-01
4.950592924781754611e+00,8.338664052800682791e-01,3.520175489895252530e-02,3.506864421339548482e-02
4.427016901276974004e+00,1.759056725383185915e+00,4.312222749220611523e-02,4.315069451298931408e-02
4.995996591392291464e+00,9.601457647914564131e-01,3.217260375616215473e-02,3.195759689834070522e-02
4.768166697808132959e+00,7.763460650858799994e-01,4.211970116277530263e-02,4.169735029789518183e-02
3.337484258692990924e+00,1.035281352914085851e+00,9.102967599814831834e-02,9.062848015909974464e-02
1.526560968302280719e+00,1.337884198754280440e+00,3.066444794806668095e-01,3.058922455122849438e-01
3.140715890135781674e+00,1.084699593902353376e+00,1.018799904920147242e-01,1.019245421269841523e-01
1.741049179068867137e+00,6.146339880106015396e-01,4.559898705944944730e-01,4.561759110169468778e-01
4.053847653959564923e+00,1.374252424036370268e+00,5.371377941924668914e-02,5.407742937027105318e-02
6.865023053787738805e-01,1.616435107530850956e+00,5.447231512192638458e-01,5.438093580963984097e-01
2.312731667392652568e+00,1.869061997381699758e+00,1.545447377426733826e-01,1.549366716034381031e-01
4.203880110734432130e+00,5.334260355623474670e-01,1.137402917296893162e-01,1.137207386933100639e-01
2.272560432276024223e+00,9.431189494207063984e-01,2.198910838198014084e-01,2.191657758438677883e-01
3.005089247099404393e+00,8.139618246331293827e-01,1.448878695089128310e-01,1.449257870651368962e-01
4.914146899234150823e-01,1.185188889453869132e+00,7.022652279140527698e-01,7.026615253196343280e-01
1.425524917282224857e+00,6.968175530883813362e-01,5.028497706229151376e-01,5.030999809885063900e-01
4.772426143438584845e+00,1.150182756317803090e+00,3.567557555066913633e-02,3.602723916948531030e-02
3.284697726662458184e+00,1.486504379014942367e+00,8.507629831955638988e-02,8.553796553710966977e-02
1.824695843624755565e+00,7.781793224700561673e-01,3.627300078549097750e-01,3.631669864823397487e-01
2.584405879829123620e+00,1.655515396780117277e+00,1.311577183545868386e-01,1.311289933301622856e-01
3.874342890667421102e+00,6.036384238970615712e-01,1.151749415156320955e-01,1.141228262113848230e-01
3.937351749734319561e+00,1.208298573594876579e+00,5.823376261118479863e-02,5.784314682497322668e-02
4.139839694895311339e+00,1.446824936596289302e+00,5.099029865925167049e-02,5.115759672844263223e-02
1.448213393987737962e+00,1.868535679940980465e+00,2.792858097013034557e-01,2.790403732906162060e-01
1.191529693990453609e+00,1.032617111240789365e+00,4.641067630663249233e-01,4.644389541704793678e-01
3.192542412496300663e+00,5.965611650780884290e-01,1.886095858511251111e-01,1.889979949036168227e-01
2.636003236877774825e+00,1.719704280276780572e+00,1.264530085239600199e-01,1.264666863296246002e-01
2.824433757490307340e+00,1.818690329283062956e+00,1.120338656000579303e-01,1.129634591512419933e-01
1.073074591020268809e+00,1.156791542241542903e+00,4.745744988039756196e-01,4.740767323331998573e-01
1.593120640827003331e+00,1.701160583295231454e+00,2.588476847756944754e-01,2.593032139419914062e-01
3.760265902831419371e+00,1.851292939139459026e+00,6.358466380213860514e-02,6.333837080041197776e-02
1.791616286027689631e+00,6.916492521027708396e-01,4.063912269056270121e-01,4.059909937485714493e-01
3.787427753082160287e+00,1.821310029579014111e+00,6.257495407125951425e-02,6.285936170622202779e-02
2.332233141311407243e-01,5.150262597004136023e-01,9.211623026279053272e-01,9.208444957432293521e-01
4.754330898522848514e+00,1.102240087292001069e+00,3.619478181722637911e-02,3.661442630808443843e-02
1.040365193444440228e+00,1.148742211005857605e+00,4.877611956775528834e-01,4.871680488339437676e-01
2.391038165254278702e+00,1.674812871592865626e+00,1.485811937004981043e-01,1.485889856675260412e-01
4.604426266161059544e+00,1.852446073760575462e+00,3.895775274279501127e-02,3.852628778164325640e-02
1.267398413192777795e+00,1.914069709542244535e+00,3.174142509299500148e-01,3.172870119001419131e-01
1.136921362913150269e+00,1.483251905991945119e+00,3.953045191275079695e-01,3.951088134566829724e-01
4.928203529661783655e+00,1.862294130799142522e+00,3.242872311179848671e-02,3.185473842124680877e-02
4.522150836103378424e+00,1.700321175424360121e+00,4.083604159644707576e-02,4.115418142959797326e-02
2.661230986095588502e+00,6.198566628219877028e-01,2.569405733860500307e-01,2.563084516154496284e-01
3.051097252948470340e-01,1.789916264617662733e+00,7.251201317690513237e-01,7.246205869855734116e-01
3.023343541044235749e+00,9.832167587858314795e-01,1.187002343183684305e-01,1.191366099026995584e-01
1.257890937883531901e+00,1.256614615751698416e+00,3.938386461882994460e-01,3.943160163638033677e-01
1.070052379524911057e+00,6.160175621568043658e-01,6.402441498158902844e-01,6.405688724535606449e-01
4.660715183363327796e+00,1.565698268851767105e+00,3.773958308146202478e-02,3.790060337694985126e-02
3.097116211086490711e+00,1.364204109980847068e+00,9.679087062221290727e-02,9.792100688901653194e-02
2.220197624884590493e+00,1.369878312204996007e+00,1.769939209141890013e-01,1.763802182079581005e-01
3.132942929283183409e-01,1.518276858726076428e+00,7.498808341939187105e-01,7.495003401032487300e-01
1.858106993015052222e+00,1.205754024326064044e+00,2.515534214765502985e-01,2.510477827495370962e-01
4.319915748805859934e+00,7.962452018403510801e-01,5.602564733332738439e-02,5.646637674955177350e-02
1.513381413123485064e+00,1.027341552423386428e+00,3.683132379713710547e-01,3.684487429448331519e-01
1.613971365344209374e+00,9.051021718798564208e-01,3.743417462465669643e-01,3.748887392129027774e-01
3.034280334057062767e+00,8.177570224295921397e-01,1.409404053742197016e-01,1.414182865403462996e-01
1.260703393102633019e+00,6.961241360288898949e-01,5.512210139177031731e-01,5.511002014388132197e-01
2.784673814047925688e+00,9.143035772110323922e-01,1.519618608154077455e-01,1.515441624811690868e-01
3.843412669110896740e+00,9.813484393166777009e-01,6.617430257356643475e-02,6.567007759091386676e-02
1.433368883272135852e+00,1.563848487139543719e+00,3.035442453920628725e-01,3.046420822478760893e-01
2.363754353973976485e+00,1.867087426447417764e+00,1.495785095442495050e-01,1.500544212177533920e-01
2.881336683171473734e+00,8.691672779079981925e-01,1.483664154360515020e-01,1.486551814406466832e-01
1.816656957226370217e+00,1.352143833454290789e+00,2.422429710013990489e-01,2.420658057803889152e-01
1.118091872773021134e+00,1.589332250389227763e+00,3.874742061618528521e-01,3.873675070764720507e-01
5.720093350874916327e-01,8.794535879921214772e-01,7.273005352315178307e-01,7.271209891636362110e-01
2.827418960458638164e+00,1.232214668667993340e+00,1.195662582262506934e-01,1.193968658119717308e-01
4.687146089354369494e+00,1.842979012132281103e+00,3.716622393913844580e-02,3.595697425483768833e-02
9.383101253724490665e-02,1.620323174458039972e+00,9.041231776927225461e-01,9.040850779844068486e-01
4.328317309350728337e+00,1.067352779019938636e+00,4.692142889275007639e-02,4.672286205938301629e-02
4.812365551215221693e+00,1.173276241270027720e+00,3.481825672504468977e-02,3.495573488667824691e-02
2.711632507420737248e+00,1.079840886036383507e+00,1.399491176793750125e-01,1.400465374609597691e-01
4.839417292239409640e+00,1.178190579306724883e+00,3.427409575026835187e-02,3.469345474693109888e-02
3.523912182587519037e+00,1.715273884598403686e+00,7.321498092775410860e-02,7.320115628753780246e-02
2.726126040146747975e+00,8.009207232129444964e-01,1.826138806859028962e-01,1.830050965820413378e-01
2.318375089474971507e+00,1.358605111043550195e+00,1.652821228909659435e-01,1.639944013802215883e-01
2.331995034668449485e+00,1.059849400531830632e+00,1.901037957459666694e-01,1.895459572036795048e-01
3.409983635370642752e+00,1.504743936750563060e+00,7.871293244136814971e-02,7.956865383989944474e-02
1.172526843879751368e+00,1.354295219200614131e+00,4.035241704093036619e-01,4.029074109604446896e-01
3.577005622518009798e+00,5.230353849835254199e-01,1.772968899050117453e-01,1.771502375204991320e-01
2.454948685137370301e+00,1.679183949591820380e+00,1.424302472692724753e-01,1.427765490368197721e-01
3.373311092690942203e+00,1.359309147797698181e+00,8.123533776494515357e-02,8.078697796423917055e-02
4.704308752061201915e+00,1.138922990312553063e+00,3.714141810521523479e-02,3.749560535281061535e-02
1.167268408960153714e+00,5.759675423445579368e-01,6.294974748545982823e-01,6.287763466316049765e-01
2.016127592305097416e+00,5.895055002568529989e-01,4.026364280898739878e-01,4.016726749980075173e-01
1.375800644876116197e+00,1.796602339405890980e+00,2.990114628585848755e-01,2.983397367079446139e-01
2.633820735856579054e-01,1.384379229460837690e+00,7.963052950583496825e-01,7.954713613513508808e-01
3.110448535914215995e+00,1.153452930336097637e+00,1.009250615618887820e-01,1.009091318744918947e-01
3.142600075037609741e+00,1.816055633338570452e+00,9.212427708316578423e-02,9.195830741669851205e-02
4.997054250706033152e+00,1.170838969561260434e+00,3.133603747936114514e-02,3.149317627508330109e-02
3.005134518690785850e+00,5.342797238918497449e-01,2.463903988418522373e-01,2.458654516068090323e-01
1.980532313043924519e+00,1.506518659872815968e+00,2.031282570279656641e-01,2.043926357136818250e-01
4.505793596693628444e+00,1.280845757112764716e+00,4.136759730226036852e-02,4.131278688809660038e-02
7.692160597218333784e-02,1.453537709665533972e+00,9.275229522332166798e-01,9.274929935388648294e-01
1.513534846217836627e+00,1.284310615434448577e+00,3.176175891723234113e-01,3.178384192402960995e-01
3.759645236071335717e+00,7.998356738574520231e-01,8.361964784134365281e-02,8.349084796450802204e-02
8.074350676083708045e-01,1.106488938490948648e+00,5.835527987583578602e-01,5.832300383663783228e-01
1.806179875897291787e+00,1.646136947733994216e+00,2.236457202441891889e-01,2.236816195158618514e-01
4.245318182790116524e+00,1.330881826859930728e+00,4.806113965627118595e-02,4.851352844631463823e-02
1.723373246725646180e+00,1.495045148043103289e+00,2.473729253724745447e-01,2.476988048985190594e-01
1.214803544671920310e+00,1.696623446490009179e+00,3.474529423663973438e-01,3.479169825433326424e-01
4.452941341404248021e+00,1.664036106403223636e+00,4.248986828304250618e-02,4.220097793393046831e-02
3.870860263730968587e-01,9.300582998262889589e-01,7.942714044230262393e-01,7.938772535671514419e-01
4.283459036403595377e+00,9.782964165426670800e-01,4.961963015070933181e-02,5.061521368720999642e-02
1.576923086987367828e+00,9.680902882895028316e-01,3.662978557405418556e-01,3.661719108579409299e-01
1.038923585772853375e+00,1.089561093999763974e+00,5.017914062987024471e-01,5.020242531716788692e-01
2.439393815298910972e+00,1.599607635508219383e+00,1.449305648770105315e-01,1.452935257964483584e-01
2.417090573762824768e+00,1.805135012032574204e+00,1.449085137258586675e-01,1.456127649018431613e-01
4.823484936284307523e+00,6.796050951333303392e-01,4.780094505953061401e-02,4.711933094278817485e-02
3.762523497700511310e+00,9.472694197012865303e-01,7.149584184305418644e-02,7.124980722843458902e-02
2.300612167747777104e+00,1.508500411337373226e+00,1.614067420880206660e-01,1.611840954355130417e-01
2.797240896888680162e+00,1.303922700770244081e+00,1.195679244865993085e-01,1.194113841428097039e-01
1.591841335653256362e+00,1.678037158282356556e+00,2.604224798482900893e-01,2.592103622906527516e-01
4.913607961671987212e+00,1.387755013361728018e+00,3.272272463616846677e-02,3.266892658872005972e-02
1.929694015589532574e+00,1.841905679557685804e+00,1.993035085661471473e-01,1.978509219327093949e-01
4.428447134898504167e+00,1.643956127589724758e+00,4.309307519094328354e-02,4.323662188989239180e-02
3.280385928433280363e+00,1.173715838185915183e+00,8.924575239723558928e-02,8.950917625487077312e-02
4.580720362182901795e+00,1.161568311455171143e+00,3.984409647909930435e-02,4.013780764913534721e-02
1.772838303402309190e+00,8.070104848503034667e-01,3.651552865833500583e-01,3.645477457514273434e-01
2.083482133022922511e+00,1.716684833357900786e+00,1.818512160727512317e-01,1.823237399819291615e-01
1.846634815478774838e+00,1.928841342118005731e+00,2.092263458456609659e-01,2.087893922110861389e-01
4.135214091006929493e+00,1.848677267115860445e+00,5.103791745517147205e-02,5.041950387891477869e-02
4.765613826456514879e+00,1.351396928246053175e+00,3.559550852849714675e-02,3.510059404185709997e-02
4.122846661018244596e+00,1.812334795959569256e+00,5.140780377967286985e-02,5.097928464892574618e-02
2.257106362625797225e+00,5.663306094305226024e-01,3.625633409560392595e-01,3.626450956752114707e-01
4.145483637140296551e+00,9.772838396427885321e-01,5.426654769554369734e-02,5.467455304757116302e-02
3.650931844864397924e+00,5.902309293045404637e-01,1.397448039385367213e-01,1.386897759158010890e-01
2.595666188250942863e+00,1.280833049963826298e+00,1.386731778979847229e-01,1.383985393791534735e-01
9.174750479847010309e-01,6.141343786233866009e-01,6.861034315701236563e-01,6.865504173957698297e-01
1.189354667232359608e+00,1.302518780946081645e+00,4.069892150354357252e-01,4.070873125068177334e-01
3.518821276209211479e+00,6.938849951536640859e-01,1.204679147974101194e-01,1.207188014421436001e-01
9.936970348766632766e-01,1.832096554061412919e+00,4.011958002558287939e-01,4.004434647710370387e-01
2.801729923095341412e+00,1.744797681155464630e+00,1.138061881536846925e-01,1.142805568602532490e-01
4.020943537597972295e+00,1.079282481727848353e+00,5.663457590980147671e-02,5.585010382255239242e-02
3.269490386870805843e+00,1.489614144033253540e+00,8.586711949387804133e-02,8.596215522589262248e-02
3.048778585928996865e+00,1.491700353586604466e+00,9.856417986679025245e-02,9.924480856223424907e-02
1.288666816858893949e+00,1.374471613716091056e+00,3.649618553125941189e-01,3.659015305075176139e-01
5.996798430658301093e-01,1.827451762274466374e+00,5.573003061188799290e-01,5.575560743939030894e-01
1.695492487338406962e-01,1.482911186080640542e+00,8.507223854547656394e-01,8.511628700557447580e-01
2.317004678419143371e-01,1.145676631385343036e+00,8.424986282752853217e-01,8.421954624581994286e-01
1.158812302654360638e+00,1.057653907797362125e+00,4.685769043469180661e-01,4.683361822808000952e-01
2.788413395526357696e+00,8.007049041174658655e-01,1.742032633643409989e-01,1.747879750500347940e-01
2.118401305796598244e+00,5.517880775550999539e-01,4.011149269990206268e-01,4.011157301902568695e-01
1.020494654182663830e+00,8.947741973788714276e-01,5.596376205344304466e-01,5.595739636224998925e-01
1.513435693388996306e+00,1.402005609562575472e+00,3.016034375072847995e-01,3.008981584571912560e-01
2.306256453772630888e+00,1.610110545239456403e+00,1.582937518323218329e-01,1.583690473212691907e-01
3.994711149520779880e+00,5.028730221343356011e-01,1.448447417865567077e-01,1.451676734900980148e-01
3.279645744483146164e+00,1.926895216063707394e+00,8.473362016961773213e-02,8.433653543199751135e-02
2.045276542201579506e-01,1.871147453412592698e+00,7.907149499272254634e-01,7.904614100160011203e-01
2.407594980332663503e+00,1.456880122334351713e+00,1.513064772812721948e-01,1.520967055792826483e-01
9.299857043095394182e-01,1.954666394171685972e+00,4.111867514152950376e-01,4.112758844898694588e-01
4.274164338571363686e+00,5.804599836819117620e-01,9.286832420652779696e-02,9.272402738373529407e-02
4.424521168836748508e+00,8.738518751561971110e-01,4.813305603802288390e-02,4.756456464335321460e-02
2.773323555565704090e+00,6.484854951711913618e-01,2.258664353455184515e-01,2.255566458298779164e-01
3.682040212412985181e+00,1.601212707347533515e+00,6.667794282273498130e-02,6.655294469721421968e-02
3.433905012581219829e+00,1.843917571185380355e+00,7.723169685122023564e-02,7.791626077682708984e-02
4.084174339282284016e+00,1.934040901489801456e+00,5.257420737858740228e-02,5.226896002949627668e-02
1.394078721645598540e+00,1.430998307503725808e+00,3.279807900524983055e-01,3.288779579362313132e-01
1.146441570676296484e+00,1.115471538609861479e+00,4.588980972783376910e-01,4.584337533698622513e-01
3.731545278069781535e+00,6.800996444915616834e-01,1.059415758864095392e-01,1.057627824839965092e-01
4.795409630469212203e+00,7.902687886368258141e-01,4.065791900121581981e-02,4.107969082517128057e-02
1.149089114186780947e+00,1.052016366279675541e+00,4.732130382286006687e-01,4.730929407630331540e-01
2.838869917699447853e+00,8.425351716323763451e-01,1.584393187165478445e-01,1.580241876953475400e-01
2.721097562659310576e+00,1.962684264830441006e+00,1.192484565654828993e-01,1.191825348597420620e-01
1.867791116975541232e+00,8.155956260186157936e-01,3.388096247539139627e-01,3.390339810006284260e-01
3.751188933677030324e+00,5.581734563355409406e-01,1.426701906378539664e-01,1.418123235304294405e-01
6.588317383791914006e-01,7.345595118848204930e-01,7.309205624530829004e-01,7.307962942802085360e-01
1.858885369140461208e+00,5.462170702267381550e-01,4.643871605281433834e-01,4.643324922159175472e-01
2.155336142962033463e+00,5.430693065160923094e-01,3.982533878612655176e-01,3.980515139813026737e-01
4.764998896556743802e+00,6.902881503661355556e-01,4.870785887643043488e-02,4.907553690961993093e-02
3.421518951899443106e+00,1.674225109922858001e+00,7.788838420575208699e-02,7.760410812099415023e-02
3.554794393116754048e+00,1.535964731203199651e+00,7.203222291025634938e-02,7.184996548596318811e-02
4.998955718015444916e+00,6.127660232234110049e-01,5.011291915356725496e-02,5.013174044724851702e-02
1.133893525148129022e+00,1.270570647872536707e+00,4.308214903211102786e-01,4.311859148682680165e-01
3.017633162020956217e+00,1.332856063886885822e+00,1.024413798014354865e-01,1.023307984926116326e-01
5.383084788119263386e-01,1.751519272197559873e+00,5.962877552705290185e-01,5.970460539059798677e-01
8.124833707930945170e-01,1.323474148724172350e+00,5.382418324829644218e-01,5.377879733329525846e-01
3.480639204869123482e+00,1.945152766344618200e+00,7.508415448694445715e-02,7.572741166311150462e-02
4.129917138385093445e+00,1.913102491488881007e+00,5.119344893786943740e-02,5.076453816231410454e-02
3.178987947983676232e+00,1.502721810964804838e+00,9.076872099987172426e-02,9.068718775888379158e-02
2.898914472809534182e+00,1.602634667464108542e+00,1.076318745079306444e-01,1.078138976006144251e-01
3.953153631479259911e+00,1.642327107500614503e+00,5.678612415461948421e-02,5.781354408524933680e-02
4.781187105758617051e+00,1.978936883037497152e+00,3.523450986019890235e-02,3.568242293352544975e-02
4.627610866260917000e+00,1.369496618564100654e+00,3.850184193895090506e-02,3.829891051417243231e-02
4.043885034146586399e+00,7.497046565014519048e-01,7.334556567298228247e-02,7.399512523077814152e-02
2.160589522485916181e+00,1.119946778272512988e+00,2.085972148764718148e-01,2.084903624240249664e-01
3.831670040014789613e+00,1.377385125841760427e+00,6.129265821352026383e-02,6.089693528537044181e-02
1.169161561593670573e+00,9.438209857689019433e-01,4.955376082758385925e-01,4.957619506217319505e-01
4.520243390784115078e+00,8.293379668227998103e-01,4.695547290687369923e-02,4.700270833089034705e-02
1.398671520797809098e+00,1.592911895196273298e+00,3.092298934368822305e-01,3.097067266205138503e-01
4.901923555928004106e+00,1.893353398338544213e+00,3.291214353895721700e-02,3.263727435688355827e-02
1.508416274812206526e+00,1.429341885776357790e+00,2.995885630846527592e-01,2.997793148334832458e-01
1.320416383767748947e+00,1.078529590950956907e+00,4.119657505391549623e-01,4.122830252055723621e-01
1.681637210191854193e+00,1.959867440793224835e+00,2.334961790423526751e-01,2.336352018221280191e-01
2.425709475694404205e+00,1.561725370021124437e+00,1.469198435620721055e-01,1.469053517960264288e-01
1.001003217352997687e+00,1.965714765303157030e+00,3.872674956111766265e-01,3.869186864241311308e-01
1.318615960156342304e+00,1.911314605915114040e+00,3.054469940096700142e-01,3.058988699053477034e-01
4.421182841920404449e+00,1.192719024579212084e+00,4.364675757168767767e-02,4.371536982184389547e-02
4.656599078590381247e+00,1.382324242682196447e+00,3.786405989090492474e-02,3.811221187715935210e-02
7.768994130621942329e-01,1.097400627977566767e+00,5.974950270167023181e-01,5.973196378962720710e-01
2.206756132130097470e+00,1.272669079474128218e+00,1.854039340851101336e-01,1.854104399304812023e-01
2.099232042709070711e+00,1.427029770084722538e+00,1.901780357793724230e-01,1.896594217835200769e-01
4.141445579766912743e+00,9.449197341676174311e-01,5.535411241177558284e-02,5.539687505934348666e-02
3.302069746239881365e+00,1.140469658911997142e+00,8.891111483810608396e-02,8.929371999993324094e-02
2.040208378198831607e+00,1.743828920030432883e+00,1.867286249639484863e-01,1.867751216069883924e-01
3.943478964854715052e+00,1.591456448405775603e+00,5.712559467797567736e-02,5.755529108323480247e-02
3.025754944167640570e+00,7.340265761240566400e-01,1.614304649859305552e-01,1.615869202269918925e-01
1.046805481231699586e+00,6.821099279172898600e-01,6.215081407438907135e-01,6.221900690589003968e-01
3.963140780266478203e+00,1.746043487430990471e+00,5.643696544276943089e-02,5.634194062669303088e-02
2.328187582411441525e+00,1.023547727949637220e+00,1.960918968881741886e-01,1.952725817748977299e-01
4.434752501129837654e+00,1.893270256098122273e+00,4.292785279521511149e-02,4.314409690975789385e-02
3.326143451425135567e+00,9.715493482158035210e-01,9.578500636166228932e-02,9.570241161772351235e-02
7.557305355910498568e-01,6.637710995369450195e-01,7.192148096083206266e-01,7.187276629171792663e-01
3.783378482706911239e+00,1.846585914375525661e+00,6.272255688271669016e-02,6.304818956167806965e-02
