t,N1,N2,direct_interference_pressure_12,nonlethal_interference_pressure_12,dN1_dt
3.228645729145829080e+01,3.575880961377886536e+01,8.180633861702756349e+01,3.519124370947082636e-01,3.519124370947082636e-01,-2.664580713827593428e-01
3.231646329265853268e+01,3.575082179257871218e+01,8.181096247932178755e+01,3.519720866045974450e-01,3.519720866045974450e-01,-2.659572457647740862e-01
3.234646929385877456e+01,3.574284898268344790e+01,8.181557733602278404e+01,3.520316271100714656e-01,3.520316271100714656e-01,-2.654575004361277024e-01
3.237647529505900934e+01,3.573489115168650443e+01,8.182018320800652589e+01,3.520910588360519622e-01,3.520910588360519622e-01,-2.649588326284124662e-01
3.240648129625925122e+01,3.572694826726615247e+01,8.182478011610754720e+01,3.521503820068248025e-01,3.521503820068248025e-01,-2.644612395814736061e-01
3.243648729745949311e+01,3.571902029718554417e+01,8.182936808111890059e+01,3.522095968460394744e-01,3.522095968460394744e-01,-2.639647185434252918e-01
3.246649329865973499e+01,3.571110720929268467e+01,8.183394712379215719e+01,3.522687035767096408e-01,3.522687035767096408e-01,-2.634692667706080016e-01
3.249649929985996977e+01,3.570320897152046058e+01,8.183851726483746347e+01,3.523277024212126407e-01,3.523277024212126407e-01,-2.629748815276151674e-01
3.252650530106021165e+01,3.569532555188659018e+01,8.184307852492342761e+01,3.523865936012899325e-01,3.523865936012899325e-01,-2.624815600872505428e-01
3.255651130226045353e+01,3.568745691849367319e+01,8.184763092467724732e+01,3.524453773380468724e-01,3.524453773380468724e-01,-2.619892997305370841e-01
3.258651730346068831e+01,3.567960303951467438e+01,8.185217448466561052e+01,3.525040538521319600e-01,3.525040538521319600e-01,-2.614980977451448751e-01
3.261652330466093019e+01,3.567176388283533583e+01,8.185670922464355215e+01,3.525626233691969702e-01,3.525626233691969702e-01,-2.610079513877234803e-01
3.264652930586117208e+01,3.566393941675232071e+01,8.186123516401005418e+01,3.526210861129600027e-01,3.526210861129600027e-01,-2.605188579601165344e-01
3.267653530706141396e+01,3.565612960984779534e+01,8.186575232228973675e+01,3.526794423043969062e-01,3.526794423043969062e-01,-2.600308147946375215e-01
3.270654130826164874e+01,3.564833443077537822e+01,8.187026071897280133e+01,3.527376921639470142e-01,3.527376921639470142e-01,-2.595438192308243686e-01
3.273654730946189062e+01,3.564055384826013295e+01,8.187476037351505909e+01,3.527958359115129228e-01,3.527958359115129228e-01,-2.590578686154092480e-01
3.276655331066213250e+01,3.563278783109860370e+01,8.187925130533791673e+01,3.528538737664606018e-01,3.528538737664606018e-01,-2.585729603023558809e-01
3.279655931186237439e+01,3.562503634815877973e+01,8.188373353382840492e+01,3.529118059476194502e-01,3.529118059476194502e-01,-2.580890916528097989e-01
3.282656531306260916e+01,3.561729936838011668e+01,8.188820707833913559e+01,3.529696326732821854e-01,3.529696326732821854e-01,-2.576062600351054499e-01
3.285657131426285105e+01,3.560957686077350814e+01,8.189267195818834466e+01,3.530273541612048427e-01,3.530273541612048427e-01,-2.571244628247608688e-01
3.288657731546309293e+01,3.560186879442132835e+01,8.189712819265986354e+01,3.530849706286068868e-01,3.530849706286068868e-01,-2.566436974044652430e-01
3.291658331666333481e+01,3.559417513847739656e+01,8.190157580100311918e+01,3.531424822921711559e-01,3.531424822921711559e-01,-2.561639611640647018e-01
3.294658931786356959e+01,3.558649586216699134e+01,8.190601480243314825e+01,3.531998893680437512e-01,3.531998893680437512e-01,-2.556852515005552107e-01
3.297659531906381147e+01,3.557883093478685055e+01,8.191044521613059715e+01,3.532571920718342584e-01,3.532571920718342584e-01,-2.552075658180772422e-01
3.300660132026405336e+01,3.557118032570516419e+01,8.191486706124170780e+01,3.533143906186156369e-01,3.533143906186156369e-01,-2.547309015279175526e-01
3.303660732146429524e+01,3.556354400436159580e+01,8.191928035687833187e+01,3.533714852229239978e-01,3.533714852229239978e-01,-2.542552560484683255e-01
3.306661332266453002e+01,3.555592194026725394e+01,8.192368512211790232e+01,3.534284760987591034e-01,3.534284760987591034e-01,-2.537806268052662517e-01
3.309661932386477190e+01,3.554831410300469940e+01,8.192808137600349028e+01,3.534853634595838678e-01,3.534853634595838678e-01,-2.533070112309214750e-01
3.312662532506501378e+01,3.554072046222796644e+01,8.193246913754376237e+01,3.535421475183246343e-01,3.535421475183246343e-01,-2.528344067651779881e-01
3.315663132626525567e+01,3.553314098766253437e+01,8.193684842571296656e+01,3.535988284873712306e-01,3.535988284873712306e-01,-2.523628108548425786e-01
3.318663732746549044e+01,3.552557564910534182e+01,8.194121925945096052e+01,3.536554065785765810e-01,3.536554065785765810e-01,-2.518922209538203560e-01
3.321664332866573233e+01,3.551802441642478669e+01,8.194558165766322588e+01,3.537118820032572608e-01,3.537118820032572608e-01,-2.514226345230916593e-01
3.324664932986597421e+01,3.551048725956073326e+01,8.194993563922083979e+01,3.537682549721929970e-01,3.537682549721929970e-01,-2.509540490306800820e-01
3.327665533106621609e+01,3.550296414852449800e+01,8.195428122296047491e+01,3.538245256956270013e-01,3.538245256956270013e-01,-2.504864619517039870e-01
3.330666133226645087e+01,3.549545505339884244e+01,8.195861842768441363e+01,3.538806943832658036e-01,3.538806943832658036e-01,-2.500198707682876886e-01
3.333666733346669275e+01,3.548795994433799450e+01,8.196294727216051967e+01,3.539367612442792521e-01,3.539367612442792521e-01,-2.495542729696182960e-01
3.336667333466693464e+01,3.548047879156765561e+01,8.196726777512230910e+01,3.539927264873007351e-01,3.539927264873007351e-01,-2.490896660519190675e-01
3.339667933586717652e+01,3.547301156538495803e+01,8.197157995526885088e+01,3.540485903204267371e-01,3.540485903204267371e-01,-2.486260475184085550e-01
3.342668533706741130e+01,3.546555823615851466e+01,8.197588383126485212e+01,3.541043529512172827e-01,3.541043529512172827e-01,-2.481634148793343542e-01
3.345669133826765318e+01,3.545811877432837633e+01,8.198017942174060124e+01,3.541600145866957705e-01,3.541600145866957705e-01,-2.477017656519624467e-01
3.348669733946789506e+01,3.545069315040606739e+01,8.198446674529199640e+01,3.542155754333489170e-01,3.542155754333489170e-01,-2.472410973605345674e-01
3.351670334066812984e+01,3.544328133497456434e+01,8.198874582048055970e+01,3.542710356971268126e-01,3.542710356971268126e-01,-2.467814075362859683e-01
3.354670934186837172e+01,3.543588329868829589e+01,8.199301666583339454e+01,3.543263955834428103e-01,3.543263955834428103e-01,-2.463226937174241016e-01
3.357671534306861361e+01,3.542849901227315712e+01,8.199727929984319985e+01,3.543816552971738032e-01,3.543816552971738032e-01,-2.458649534491552657e-01
3.360672134426885549e+01,3.542112844652649528e+01,8.200153374096829850e+01,3.544368150426599473e-01,3.544368150426599473e-01,-2.454081842836153271e-01
3.363672734546909027e+01,3.541377157231710981e+01,8.200578000763260889e+01,3.544918750237047722e-01,3.544918750237047722e-01,-2.449523837799052473e-01
3.366673334666933215e+01,3.540642836058528076e+01,8.201001811822565912e+01,3.545468354435751812e-01,3.545468354435751812e-01,-2.444975495040768720e-01
3.369673934786957403e+01,3.539909878234271901e+01,8.201424809110257286e+01,3.546016965050013958e-01,3.546016965050013958e-01,-2.440436790291240499e-01
3.372674534906981592e+01,3.539178280867260185e+01,8.201846994458408346e+01,3.546564584101771223e-01,3.546564584101771223e-01,-2.435907699349524336e-01
3.375675135027005069e+01,3.538448041072957295e+01,8.202268369695650563e+01,3.547111213607592184e-01,3.547111213607592184e-01,-2.431388198084061258e-01
3.378675735147029258e+01,3.537719155973972818e+01,8.202688936647180640e+01,3.547656855578681934e-01,3.547656855578681934e-01,-2.426878262432197175e-01
3.381676335267053446e+01,3.536991622700061555e+01,8.203108697134750571e+01,3.548201512020877080e-01,3.548201512020877080e-01,-2.422377868400698020e-01
3.384676935387077634e+01,3.536265438388124238e+01,8.203527652976674744e+01,3.548745184934647967e-01,3.548745184934647967e-01,-2.417886992064826046e-01
3.387677535507101112e+01,3.535540600182208948e+01,8.203945805987828521e+01,3.549287876315099788e-01,3.549287876315099788e-01,-2.413405609569103660e-01
3.390678135627125300e+01,3.534817105233506851e+01,8.204363157979646815e+01,3.549829588151969806e-01,3.549829588151969806e-01,-2.408933697126549589e-01
3.393678735747149489e+01,3.534094950700357174e+01,8.204779710760125511e+01,3.550370322429630132e-01,3.550370322429630132e-01,-2.404471231019140731e-01
3.396679335867173677e+01,3.533374133748243651e+01,8.205195466133820048e+01,3.550910081127086615e-01,3.550910081127086615e-01,-2.400018187597314778e-01
3.399679935987197155e+01,3.532654651549796654e+01,8.205610425901848259e+01,3.551448866217977174e-01,3.551448866217977174e-01,-2.395574543280289959e-01
3.402680536107221343e+01,3.531936501284791063e+01,8.206024591861883266e+01,3.551986679670575131e-01,3.551986679670575131e-01,-2.391140274555354495e-01
3.405681136227245531e+01,3.531219680140148398e+01,8.206437965808164847e+01,3.552523523447786991e-01,3.552523523447786991e-01,-2.386715357978559382e-01
3.408681736347269720e+01,3.530504185309936105e+01,8.206850549531489492e+01,3.553059399507152438e-01,3.553059399507152438e-01,-2.382299770174132192e-01
3.411682336467293197e+01,3.529790013995367559e+01,8.207262344819214661e+01,3.553594309800844342e-01,3.553594309800844342e-01,-2.377893487834388253e-01
3.414682936587317386e+01,3.529077163404800643e+01,8.207673353455257370e+01,3.554128256275670417e-01,3.554128256275670417e-01,-2.373496487720014869e-01
3.417683536707341574e+01,3.528365630753740589e+01,8.208083577220098448e+01,3.554661240873072114e-01,3.554661240873072114e-01,-2.369108746659769338e-01
3.420684136827365762e+01,3.527655413264836426e+01,8.208493017890774013e+01,3.555193265529122404e-01,3.555193265529122404e-01,-2.364730241550034862e-01
3.423684736947389240e+01,3.526946508167885952e+01,8.208901677240885419e+01,3.555724332174530766e-01,3.555724332174530766e-01,-2.360360949355637672e-01
3.426685337067413428e+01,3.526238912699830053e+01,8.209309557040589311e+01,3.556254442734638199e-01,3.556254442734638199e-01,-2.356000847108763452e-01
3.429685937187437617e+01,3.525532624104755541e+01,8.209716659056608989e+01,3.556783599129420548e-01,3.556783599129420548e-01,-2.351649911909490243e-01
3.432686537307461805e+01,3.524827639628391296e+01,8.210122985043895483e+01,3.557311803280727713e-01,3.557311803280727713e-01,-2.347308120868145664e-01
3.435687137427485283e+01,3.524123956491887100e+01,8.210528536669187361e+01,3.557839057160536722e-01,3.557839057160536722e-01,-2.342975450844484442e-01
3.438687737547509471e+01,3.523421571965111809e+01,8.210933315595779902e+01,3.558365362704372092e-01,3.558365362704372092e-01,-2.338651879227295893e-01
3.441688337667533659e+01,3.522720483333561248e+01,8.211337323493100371e+01,3.558890721832655979e-01,3.558890721832655979e-01,-2.334337383567088864e-01
3.444688937787557137e+01,3.522020687888728219e+01,8.211740562027749490e+01,3.559415136461278606e-01,3.559415136461278606e-01,-2.330031941473791335e-01
3.447689537907581325e+01,3.521322182928105349e+01,8.212143032863501446e+01,3.559938608501599933e-01,3.559938608501599933e-01,-2.325735530616057645e-01
3.450690138027605514e+01,3.520624965755184377e+01,8.212544737661302463e+01,3.560461139860449653e-01,3.560461139860449653e-01,-2.321448128721748105e-01
3.453690738147629702e+01,3.519929033679456154e+01,8.212945678079273648e+01,3.560982732440124976e-01,3.560982732440124976e-01,-2.317169713577325041e-01
3.456691338267653180e+01,3.519234384016409933e+01,8.213345855772708148e+01,3.561503388138393400e-01,3.561503388138393400e-01,-2.312900263028314640e-01
3.459691938387677368e+01,3.518541014087534791e+01,8.213745272394076835e+01,3.562023108848490494e-01,3.562023108848490494e-01,-2.308639754978880632e-01
3.462692538507701556e+01,3.517848921220318914e+01,8.214143929593018356e+01,3.562541896459122115e-01,3.562541896459122115e-01,-2.304388167391859810e-01
3.465693138627725745e+01,3.517158102748248893e+01,8.214541829016349084e+01,3.563059752854462192e-01,3.563059752854462192e-01,-2.300145478288797563e-01
3.468693738747749222e+01,3.516468556010811142e+01,8.214938972308057430e+01,3.563576679914153833e-01,3.563576679914153833e-01,-2.295911665749521546e-01
3.471694338867773411e+01,3.515780278353490473e+01,8.215335361109305268e+01,3.564092679513309880e-01,3.564092679513309880e-01,-2.291686707912674592e-01
3.474694938987797599e+01,3.515093267127772236e+01,8.215730997058427931e+01,3.564607753522511246e-01,3.564607753522511246e-01,-2.287470582975039690e-01
3.477695539107821787e+01,3.514407519691138049e+01,8.216125881790934216e+01,3.565121903807809134e-01,3.565121903807809134e-01,-2.283263269191806444e-01
3.480696139227845265e+01,3.513723033407071483e+01,8.216520016939507798e+01,3.565635132230723370e-01,3.565635132230723370e-01,-2.279064744876500015e-01
3.483696739347869453e+01,3.513039805645053804e+01,8.216913404134005816e+01,3.566147440648241851e-01,3.566147440648241851e-01,-2.274874988400714670e-01
3.486697339467893642e+01,3.512357833780564675e+01,8.217306045001456027e+01,3.566658830912822764e-01,3.566658830912822764e-01,-2.270693978194309182e-01
3.489697939587917830e+01,3.511677115195085008e+01,8.217697941166062492e+01,3.567169304872392921e-01,3.567169304872392921e-01,-2.266521692745016026e-01
3.492698539707941308e+01,3.510997647276092692e+01,8.218089094249202731e+01,3.567678864370348313e-01,3.567678864370348313e-01,-2.262358110598761129e-01
3.495699139827965496e+01,3.510319427417066152e+01,8.218479505869427726e+01,3.568187511245554111e-01,3.568187511245554111e-01,-2.258203210359290836e-01
3.498699739947989684e+01,3.509642453017481500e+01,8.218869177642459078e+01,3.568695247332344112e-01,3.568695247332344112e-01,-2.254056970688296246e-01
3.501700340068013872e+01,3.508966721482813966e+01,8.219258111181197535e+01,3.569202074460521290e-01,3.569202074460521290e-01,-2.249919370304951372e-01
3.504700940188037350e+01,3.508292230224540731e+01,8.219646308095711618e+01,3.569707994455358357e-01,3.569707994455358357e-01,-2.245790387986517089e-01
3.507701540308061539e+01,3.507618976660133825e+01,8.220033769993246153e+01,3.570213009137596649e-01,3.570213009137596649e-01,-2.241670002567772713e-01
3.510702140428085727e+01,3.506946958213067234e+01,8.220420498478220850e+01,3.570717120323446125e-01,3.570717120323446125e-01,-2.237558192941033752e-01
3.513702740548109915e+01,3.506276172312812633e+01,8.220806495152227455e+01,3.571220329824586481e-01,3.571220329824586481e-01,-2.233454938056294026e-01
3.516703340668133393e+01,3.505606616394842234e+01,8.221191761614029758e+01,3.571722639448166037e-01,3.571722639448166037e-01,-2.229360216920763804e-01
3.519703940788157581e+01,3.504938287900625937e+01,8.221576299459567849e+01,3.572224050996802291e-01,3.572224050996802291e-01,-2.225274008599171793e-01
3.522704540908181770e+01,3.504271184277632045e+01,8.221960110281953860e+01,3.572724566268581925e-01,3.572724566268581925e-01,-2.221196292213587498e-01
3.525705141028205247e+01,3.503605302979330816e+01,8.222343195671474803e+01,3.573224187057061352e-01,3.573224187057061352e-01,-2.217127046943367930e-01
3.528705741148229436e+01,3.502940641465189486e+01,8.222725557215586889e+01,3.573722915151264501e-01,3.573722915151264501e-01,-2.213066252024873393e-01
3.531706341268253624e+01,3.502277197200673697e+01,8.223107196498926896e+01,3.574220752335686146e-01,3.574220752335686146e-01,-2.209013886751769462e-01
3.534706941388277812e+01,3.501614967657249622e+01,8.223488115103299378e+01,3.574717700390288022e-01,3.574717700390288022e-01,-2.204969930474760531e-01
3.537707541508301290e+01,3.500953950312382545e+01,8.223868314607683772e+01,3.575213761090503262e-01,3.575213761090503262e-01,-2.200934362601394412e-01
3.540708141628325478e+01,3.500294142649535445e+01,8.224247796588235815e+01,3.575708936207232513e-01,3.575708936207232513e-01,-2.196907162596382079e-01
3.543708741748349667e+01,3.499635542158171830e+01,8.224626562618281866e+01,3.576203227506846161e-01,3.576203227506846161e-01,-2.192888309980993711e-01
3.546709341868373855e+01,3.498978146333754324e+01,8.225004614268323166e+01,3.576696636751183211e-01,3.576696636751183211e-01,-2.188877784333644883e-01
3.549709941988397333e+01,3.498321952677743241e+01,8.225381953106032995e+01,3.577189165697551854e-01,3.577189165697551854e-01,-2.184875565289221555e-01
3.552710542108421521e+01,3.497666958697598716e+01,8.225758580696260935e+01,3.577680816098730010e-01,3.577680816098730010e-01,-2.180881632539346526e-01
3.555711142228445709e+01,3.497013161906779999e+01,8.226134498601027190e+01,3.578171589702963673e-01,3.578171589702963673e-01,-2.176895965832272850e-01
3.558711742348469897e+01,3.496360559824745451e+01,8.226509708379525421e+01,3.578661488253968570e-01,3.578661488253968570e-01,-2.172918544972688437e-01
3.561712342468493375e+01,3.495709149976952546e+01,8.226884211588127016e+01,3.579150513490929053e-01,3.579150513490929053e-01,-2.168949349821946981e-01
3.564712942588517564e+01,3.495058929894857869e+01,8.227258009780372561e+01,3.579638667148499209e-01,3.579638667148499209e-01,-2.164988360297641634e-01
3.567713542708541752e+01,3.494409897115917119e+01,8.227631104506977522e+01,3.580125950956801750e-01,3.580125950956801750e-01,-2.161035556373818167e-01
3.570714142828565940e+01,3.493762049183584395e+01,8.228003497315830828e+01,3.580612366641428568e-01,3.580612366641428568e-01,-2.157090918080744046e-01
3.573714742948589418e+01,3.493115383647314331e+01,8.228375189751996288e+01,3.581097915923440178e-01,3.581097915923440178e-01,-2.153154425504908431e-01
3.576715343068613606e+01,3.492469898062557832e+01,8.228746183357709754e+01,3.581582600519366832e-01,3.581582600519366832e-01,-2.149226058788897831e-01
3.579715943188637794e+01,3.491825589990768464e+01,8.229116479672381956e+01,3.582066422141207407e-01,3.582066422141207407e-01,-2.145305798131520447e-01
3.582716543308661983e+01,3.491182456999396777e+01,8.229486080232594247e+01,3.582549382496429957e-01,3.582549382496429957e-01,-2.141393623787557488e-01
3.585717143428685461e+01,3.490540496661892433e+01,8.229854986572104281e+01,3.583031483287972274e-01,3.583031483287972274e-01,-2.137489516067692108e-01
3.588717743548709649e+01,3.489899706557704206e+01,8.230223200221843172e+01,3.583512726214239663e-01,3.583512726214239663e-01,-2.133593455338473888e-01
3.591718343668733837e+01,3.489260084272280693e+01,8.230590722709914075e+01,3.583993112969108830e-01,3.583993112969108830e-01,-2.129705422022603045e-01
3.594718943788758025e+01,3.488621627397069602e+01,8.230957555561596450e+01,3.584472645241922883e-01,3.584472645241922883e-01,-2.125825396598148842e-01
3.597719543908781503e+01,3.487984333529516334e+01,8.231323700299338952e+01,3.584951324717495780e-01,3.584951324717495780e-01,-2.121953359599100253e-01
3.600720144028805692e+01,3.487348200273066112e+01,8.231689158442767962e+01,3.585429153076110098e-01,3.585429153076110098e-01,-2.118089291615117276e-01
3.603720744148829880e+01,3.486713225237164693e+01,8.232053931508680478e+01,3.585906131993517598e-01,3.585906131993517598e-01,-2.114233173291388823e-01
3.606721344268854068e+01,3.486079406037254103e+01,8.232418021011048381e+01,3.586382263140939219e-01,3.586382263140939219e-01,-2.110384985328561669e-01
3.609721944388877546e+01,3.485446740294777612e+01,8.232781428461018436e+01,3.586857548185063971e-01,3.586857548185063971e-01,-2.106544708482953610e-01
3.612722544508901734e+01,3.484815225632431179e+01,8.233144155359356375e+01,3.587331988794464910e-01,3.587331988794464910e-01,-2.102712323517721416e-01
3.615723144628925922e+01,3.484184859649985810e+01,8.233506203125065781e+01,3.587805586684755244e-01,3.587805586684755244e-01,-2.098887810972751566e-01
3.618723744748949400e+01,3.483555639990692043e+01,8.233867573176571852e+01,3.588278343538214288e-01,3.588278343538214288e-01,-2.095071151855201208e-01
3.621724344868973589e+01,3.482927564311899005e+01,8.234228266939155105e+01,3.588750261023031518e-01,3.588750261023031518e-01,-2.091262327315188685e-01
3.624724944988997777e+01,3.482300630275978648e+01,8.234588285835792476e+01,3.589221340803569471e-01,3.589221340803569471e-01,-2.087461318551078193e-01
3.627725545109021965e+01,3.481674835550328595e+01,8.234947631287147374e+01,3.589691584540367075e-01,3.589691584540367075e-01,-2.083668106809035692e-01
3.630726145229045443e+01,3.481050177807365742e+01,8.235306304711581049e+01,3.590160993890137986e-01,3.590160993890137986e-01,-2.079882673383313119e-01
3.633726745349069631e+01,3.480426654724533364e+01,8.235664307525142647e+01,3.590629570505772250e-01,3.590629570505772250e-01,-2.076104999616177338e-01
3.636727345469093819e+01,3.479804263984295432e+01,8.236021641141577732e+01,3.591097316036334086e-01,3.591097316036334086e-01,-2.072335066897554867e-01
3.639727945589118008e+01,3.479183003274141583e+01,8.236378306972324026e+01,3.591564232127063550e-01,3.591564232127063550e-01,-2.068572856665120696e-01
3.642728545709141486e+01,3.478562870286582154e+01,8.236734306426508567e+01,3.592030320419376532e-01,3.592030320419376532e-01,-2.064818350404475922e-01
3.645729145829165674e+01,3.477943862719151724e+01,8.237089640910957655e+01,3.592495582550862543e-01,3.592495582550862543e-01,-2.061071529648845768e-01
3.648729745949189862e+01,3.477325978274409124e+01,8.237444311830181221e+01,3.592960020155288592e-01,3.592960020155288592e-01,-2.057332375979061823e-01
3.651730346069214050e+01,3.476709214659933878e+01,8.237798320586391299e+01,3.593423634862595306e-01,3.593423634862595306e-01,-2.053600871023526508e-01
3.654730946189237528e+01,3.476093569588331178e+01,8.238151668579484976e+01,3.593886428298899705e-01,3.593886428298899705e-01,-2.049876996458213085e-01
3.657731546309261716e+01,3.475479040777226913e+01,8.238504357207057183e+01,3.594348402086492977e-01,3.594348402086492977e-01,-2.046160734006488013e-01
3.660732146429285905e+01,3.474865625949272641e+01,8.238856387864392161e+01,3.594809557843843262e-01,3.594809557843843262e-01,-2.042452065439235298e-01
3.663732746549310093e+01,3.474253322832140611e+01,8.239207761944467734e+01,3.595269897185592312e-01,3.595269897185592312e-01,-2.038750972574643328e-01
3.666733346669333571e+01,3.473642129158528746e+01,8.239558480837956722e+01,3.595729421722558272e-01,3.595729421722558272e-01,-2.035057437278204873e-01
3.669733946789357759e+01,3.473032042666156372e+01,8.239908545933219841e+01,3.596188133061734571e-01,3.596188133061734571e-01,-2.031371441462859195e-01
3.672734546909381947e+01,3.472423061097765640e+01,8.240257958616315648e+01,3.596646032806289361e-01,3.596646032806289361e-01,-2.027692967088405851e-01
3.675735147029406136e+01,3.471815182201122951e+01,8.240606720270990593e+01,3.597103122555566634e-01,3.597103122555566634e-01,-2.024021996162126413e-01
3.678735747149429614e+01,3.471208403729018244e+01,8.240954832278688968e+01,3.597559403905085107e-01,3.597559403905085107e-01,-2.020358510738198277e-01
3.681736347269453802e+01,3.470602723439262860e+01,8.241302296018541540e+01,3.598014878446539333e-01,3.598014878446539333e-01,-2.016702492917943346e-01
3.684736947389477990e+01,3.469998139094692391e+01,8.241649112867376914e+01,3.598469547767799703e-01,3.598469547767799703e-01,-2.013053924849632637e-01
3.687737547509502178e+01,3.469394648463166675e+01,8.241995284199715854e+01,3.598923413452910225e-01,3.598923413452910225e-01,-2.009412788728663912e-01
3.690738147629525656e+01,3.468792249317566245e+01,8.242340811387767019e+01,3.599376477082091852e-01,3.599376477082091852e-01,-2.005779066797082066e-01
3.693738747749549844e+01,3.468190939435795883e+01,8.242685695801436907e+01,3.599828740231740265e-01,3.599828740231740265e-01,-2.002152741343881104e-01
3.696739347869574033e+01,3.467590716600784617e+01,8.243029938808324175e+01,3.600280204474426426e-01,3.600280204474426426e-01,-1.998533794704933086e-01
3.699739947989598221e+01,3.466991578600483592e+01,8.243373541773715374e+01,3.600730871378896580e-01,3.600730871378896580e-01,-1.994922209262650625e-01
3.702740548109621699e+01,3.466393523227866069e+01,8.243716506060596316e+01,3.601180742510072252e-01,3.601180742510072252e-01,-1.991317967446342152e-01
3.705741148229645887e+01,3.465796548280930978e+01,8.244058833029640709e+01,3.601629819429050805e-01,3.601629819429050805e-01,-1.987721051731856647e-01
3.708741748349670075e+01,3.465200651562697942e+01,8.244400524039217260e+01,3.602078103693104327e-01,3.602078103693104327e-01,-1.984131444641672459e-01
3.711742348469693553e+01,3.464605830881211546e+01,8.244741580445385409e+01,3.602525596855680190e-01,3.602525596855680190e-01,-1.980549128744701903e-01
3.714742948589717741e+01,3.464012084049538487e+01,8.245082003601899601e+01,3.602972300466401601e-01,3.602972300466401601e-01,-1.976974086656557716e-01
3.717743548709741930e+01,3.463419408885768291e+01,8.245421794860205011e+01,3.603418216071067048e-01,3.603418216071067048e-01,-1.973406301039108968e-01
3.720744148829766118e+01,3.462827803213014732e+01,8.245760955569440398e+01,3.603863345211649194e-01,3.603863345211649194e-01,-1.969845754600498822e-01
3.723744748949789596e+01,3.462237264859414410e+01,8.246099487076436674e+01,3.604307689426297090e-01,3.604307689426297090e-01,-1.966292430095482047e-01
3.726745349069813784e+01,3.461647791658126749e+01,8.246437390725718330e+01,3.604751250249335626e-01,3.604751250249335626e-01,-1.962746310324945398e-01
3.729745949189837972e+01,3.461059381447334005e+01,8.246774667859502017e+01,3.605194029211263307e-01,3.605194029211263307e-01,-1.959207378136103017e-01
3.732746549309862161e+01,3.460472032070241966e+01,8.247111319817696540e+01,3.605636027838755586e-01,3.605636027838755586e-01,-1.955675616422229979e-01
3.735747149429885638e+01,3.459885741375080670e+01,8.247447347937902862e+01,3.606077247654662643e-01,3.606077247654662643e-01,-1.952151008122822162e-01
3.738747749549909827e+01,3.459300507215101561e+01,8.247782753555415525e+01,3.606517690178009938e-01,3.606517690178009938e-01,-1.948633536223436380e-01
3.741748349669934015e+01,3.458716327448579619e+01,8.248117538003222649e+01,3.606957356923997660e-01,3.606957356923997660e-01,-1.945123183755619323e-01
3.744748949789958203e+01,3.458133199938813362e+01,8.248451702612004510e+01,3.607396249404001831e-01,3.607396249404001831e-01,-1.941619933796960851e-01
3.747749549909981681e+01,3.457551122554125556e+01,8.248785248710132123e+01,3.607834369125574314e-01,3.607834369125574314e-01,-1.938123769471005176e-01
3.750750150030005869e+01,3.456970093167859659e+01,8.249118177623670078e+01,3.608271717592442251e-01,3.608271717592442251e-01,-1.934634673947126515e-01
3.753750750150030058e+01,3.456390109658383381e+01,8.249450490676377967e+01,3.608708296304506957e-01,3.608708296304506957e-01,-1.931152630440475804e-01
3.756751350270054246e+01,3.455811169909088676e+01,8.249782189189704695e+01,3.609144106757845583e-01,3.609144106757845583e-01,-1.927677622212176090e-01
3.759751950390077724e+01,3.455233271808388906e+01,8.250113274482794168e+01,3.609579150444711115e-01,3.609579150444711115e-01,-1.924209632568931738e-01
3.762752550510101912e+01,3.454656413249722391e+01,8.250443747872482447e+01,3.610013428853531270e-01,3.610013428853531270e-01,-1.920748644863188304e-01
3.765753150630126100e+01,3.454080592131548144e+01,8.250773610673296332e+01,3.610446943468910153e-01,3.610446943468910153e-01,-1.917294642493043710e-01
3.768753750750150289e+01,3.453505806357350849e+01,8.251102864197457620e+01,3.610879695771624931e-01,3.610879695771624931e-01,-1.913847608902123909e-01
3.771754350870173766e+01,3.452932053835637305e+01,8.251431509754878846e+01,3.611311687238630830e-01,3.611311687238630830e-01,-1.910407527579689457e-01
3.774754950990197955e+01,3.452359332479937137e+01,8.251759548653168963e+01,3.611742919343056690e-01,3.611742919343056690e-01,-1.906974382060511175e-01
3.777755551110222143e+01,3.451787640208803509e+01,8.252086982197623399e+01,3.612173393554206635e-01,3.612173393554206635e-01,-1.903548155924656982e-01
3.780756151230246331e+01,3.451216974945811700e+01,8.252413811691236845e+01,3.612603111337560624e-01,3.612603111337560624e-01,-1.900128832797669531e-01
3.783756751350269809e+01,3.450647334619562656e+01,8.252740038434693304e+01,3.613032074154774453e-01,3.613032074154774453e-01,-1.896716396350566214e-01
3.786757351470293997e+01,3.450078717163678022e+01,8.253065663726367518e+01,3.613460283463678091e-01,3.613460283463678091e-01,-1.893310830299466119e-01
3.789757951590318186e+01,3.449511120516802976e+01,8.253390688862330649e+01,3.613887740718277342e-01,3.613887740718277342e-01,-1.889912118405856489e-01
3.792758551710342374e+01,3.448944542622606946e+01,8.253715115136343172e+01,3.614314447368753291e-01,3.614314447368753291e-01,-1.886520244476415087e-01
3.795759151830365852e+01,3.448378981429782186e+01,8.254038943839861986e+01,3.614740404861462864e-01,3.614740404861462864e-01,-1.883135192362992427e-01
3.798759751950390040e+01,3.447814434892043067e+01,8.254362176262034723e+01,3.615165614638937153e-01,3.615165614638937153e-01,-1.879756945962434145e-01
